,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
56,"('ASPASIE.', ""Ces pleurs coulent encor, ces témoins trop fidèles Du trouble que je sens, et des peines cruelles Que je souffre en voulant contraindre ma douleur. Apprends, et cache bien le secret de mon coeur. Tu connais Artaxerce, et ce nom adorable Présente à ton esprit le Roi le plus aimable Que la Perse ait reçu de la main de nos Dieux, Toujours auguste et grand, toujours victorieux, Et qui pouvant gagner l'Empire de la Terre, Sacrifie à la Paix la gloire de la Guerre. Ardent à se venger de ses fiers Ennemis ; Prompt à leur pardonner, sitôt qu'il sont soumis ; Maître de la Victoire, et vainqueur de lui-même, Plus Roi par ses vertus, que par son diadème ; Libéral, tout le monde est plein de ses bienfaits, Et n'offre à ses regards que des cours satisfaits ; Juste et clément ensemble, adoré quoi qu'il fasse, Ou quand sa main punit, ou quand sa main fait grâce ; Donnant tout, faisant tout, pour le bonheur d'autrui,  Sans chercher, ni garder que la gloire pour lui. Ce Roi, si grand, si craint dans la Paix, dans les armes, Et tel que je le peins avecque tous ses charmes, Semble m'offrir sa main, et me faire entrevoir D'un honneur que je crains le surprenant espoir. Incertaine, et tremblante, et n'osant m'en défendre..."")","('ARTAXERCE.', ""Je ne puis, Artaban, trop prompt dans ma vengeance, Me livrer contre un frère à tant de défiance ; Sur vos soupçons, enfin, quoiqu'il puisse arriver, Mes soins vont se borner à le faire observer : Cependant dès ce jour je romps l'exil d'Arbace, Ce jour verra du moins la fin de sa disgrâce, Oui, qu'on rappelle Arbace, et qu'il vienne en ces lieux. Aux gardes."")",49,44,0.07,Substitution
57,"('BARSINE.', 'Est-ce un si grand malheur ?')",,50,-,1.0,Insertion
58,"('ASPASIE.', ""Achève de m'entendre, J'aime le Prince."")","('ARTABAN.', 'Ah ! Prince !...')",51,45,0.17,Substitution
59,,"('ARTAXERCE.', 'Hâtez-vous.')",-,46,1.0,Deletion
60,"('BARSINE.', 'Ô Dieux !')","('ARTABAN, à part.', ""Qu'ordonne-t-il, ô Dieux !"")",52,47,0.35,Substitution
61,"('ASPASIE.', ""Sa bouche à son retour, Avant l'aveu du Roi, m'expliqua son amour. J'ai fait tous mes efforts, et suis preste à tout faire, Pour m'arracher au Prince, et me rendre à son père. Quoi que l'amour du Roi s'explique faiblement, Mon respect à lui seul m'attache uniquement ; Mais l'amour disposant de moi, malgré moi-même..."")","('ARTAXERCE.', ""Sans sortir du respect pour les mânes d'un père, Mon coeur peut révoquer une loi trop sévère ; Arbace m'est trop cher, ses services, sa foi..."")",53,48,0.86,Substitution
62,"('BARSINE.', 'Vous aimez Darius ?')",,54,-,1.0,Insertion
63,"('ASPASIE.', ""Oui, Barsine, je l'aime ; De ses fers, quoi qu'il soient, il faut se dégager ; Mais tu connais mon coeur, est-il fait pour changer ? Reconnaissance, honneur, devoir, obéissance, Cent raisons à la fois condamnent ma constance ; Mais cette loi d'amour, qui rompt toutes les lois, Me fait toujours aimer ce que j'aime une fois. Quelle est cette fureur ? Faut-il parce que j'aime, Renoncer à la gloire, et m'oublier moi-même ?"")","('EMIRÈNE.', ""Hélas ! Dans ces moments tout me remplit d'effroi, Mon frère ; des grands coups portés par un barbare, De nos malheurs déjà la fuite se déclare. Je ne sais quel parti, quels secrets intérêts, Divisent les esprits et troublent le Palais."")",55,49,0.64,Substitution
64,"('BARSINE.', ""Quel est votre dessein ? Artaxerce aujourd'hui Choisit un de ses fils pour régner après lui. S'il nomme Darius par une loi suprême, Il peut vous demander au Roi malgré vous-même."")","('ARTABAN.', 'Vous le voyez ; Seigneur ; et de si promptes brigues...')",56,50,1.01,Substitution
65,"('ASPASIE.', ""Il peut me demander, m'obtenir malgré moi ? Quel trouble ! Quel désordre ! Avertissons le Roi. Mais c'est perdre le Prince, et lui ravir l'Empire, Ou plutôt, et j'entends que mon coeur en soupire, C'est perdre mon amour. Que de cruels combats ! Prends pitié de mon coeur, ne m'abandonne pas. Trahirai-je le Roi ? Trahirai-je ma flamme ?"")",,57,-,1.0,Insertion
66,"('BARSINE.', 'Nitocris...')","('ARTAXERCE.', 'Allons les prévenir.')",58,51,1.05,Substitution
67,"('ASPASIE.', ""Nitocris ? Elle me hait dans l'âme, Et ce que j'ai de part à la faveur du Roi, Met quelque jalousie entre son père et moi."")",,59,-,1.0,Insertion
68,"('NITOCRIS.', ""Vous me voyez, Madame, étonnée et timide, Dans l'attente d'un choix dont ce grand jour décide ; Entre deux fils Rivaux Artaxerce flottant, N'attend que votre avis sur un choix important. Un si grand intérêt également nous touche ; La Perse, l'Univers, vous parlent par ma bouche, Puis qu'enfin l'Univers prend part à ce grand choix  Qui donne un successeur au plus grand de ses Rois."")","('EMIRÈNE.', ""Quelles sont ces intrigues , Seigneur ? Qu'avez-vous su ? Quel indice est donné ?"")",60,52,0.94,Substitution
69,,"('ARTAXERCE.', 'De ce noir attentat mon frère est soupçonné.')",-,53,1.0,Deletion
70,"('ASPASIE.', ""Ariarathe ayant l'appui de votre père, Mon crédit près du Roi vous est peu nécessaire. Je ne me flatte point ; si quelquefois le Roi Veut bien pour me parler descendre jusqu'à moi, Il croit que le conseil d'une jeune étrangère Est moins intéressé, plus libre, et plus sincère, Et la Fortune veut qu'en prenant mes avis, Il ne se repent point de les avoir suivis."")","('EMIRÈNE.', ""Est-ce vous, Artaban, qui l'accusez ?"")",61,54,1.8,Substitution
71,"('NITOCRIS.', ""Vous ne dites pas tout, et votre modestie En dérobe à nos yeux la meilleure partie. C'est ainsi, quand on a dessein de refuser, Qu'un injuste refus tâche à se déguiser. Pour vaincre vos froideurs, sachez ce qui se passe ; Ne vous abusez plus, tout a changé de face. Le Prince Ariarathe avait dans ce grand jour, Avec les droits du sang, les droits de son amour ; Et l'espoir d'un tel Gendre amoureux et sincère, Avait en sa faveur intéressé mon père ; Mais d'un plus doux espoir touché plus fortement, Mon père a tout d'un coup changé de sentiment. Il est pour Darius."")","('ARTABAN.', ""Madame, Le temps dévoilera cette funeste trame : C'est un coup inouï, c'est un crime que doit Expier de son sang l'assassin, quel qu'il soit"")",62,55,0.97,Substitution
72,"('ASPASIE.', 'Lui contre Ariarathe ? Et vous, Madame ?')",,63,-,1.0,Insertion
73,"('NITOCRIS.', ""Et moi ? Je suis injuste, ingrate ; Mais c'est au choix d'un père à régler mes désirs. Je dévore en secret mes cruels déplaisirs ; Je plains Ariarathe, et mon coeur qui soupire, Fait ce grand sacrifice au bonheur de l'Empire."")","('ARTAXERCE.', ""Non : la nature encor prend en moi la défense. Je vais de ma douleur, je vais de ma présence Sur lui, de ce pas même, observer les effets : Mais contre mon espoir, s'il avait pu jamais. Je frémis d'y penser. Je dois tout à mon père, Il faut qu'il soit vengé : quelque jour qui m'éclaire, Des mânes paternels je n'entends que la voix, Et livre un parricide à la rigueur des lois."")",64,56,0.0,Match
74,"('ASPASIE.', ""Nous vous devons, Madame, après ce digne éclat, De grands remerciements au nom de tout l'État. S'il faut à cet effort laisser tout son mérite, Par quel prix envers vous faudra-t-il qu'on s'acquitte ? Le Trône est le seul bien qui peut payer un jour Cet effort de vertu plus grand que votre amour. Aussi, si j'ose enfin dire ce que j'en pense, Cet effort tant vanté n'est pas sans espérance, Et Darius touché de ce zèle éclatant, Vous destine sans-doute au Trône qui l'attend."")","('EMIRÈNE.', ""Élise, qu'ai-je appris ! Et quel soupçon sinistre ! On accuse mon frère ! Un superbe ministre, Dans son ambition emploie insolemment À diviser les miens cet horrible moment. Sans doute il a nourri ces haines intestines, Qui déjà dans leurs coeurs n'ont que trop de racines, Et l'État aujourd'hui sous mes yeux effrayés, Va s'embraser du choc de leurs inimitiés."")",65,57,0.4,Substitution
75,"('NITOCRIS.', 'Peut-être ; mais enfin craignant tout de son frère, Il brigue avec ardeur le secours de mon père.')","('ÉLISE.', ""Eh ! Qu'espère Artaban d'un soupçon téméraire ?"")",66,58,1.25,Substitution
76,"('ASPASIE.', 'Il a vu votre père ?')",,67,-,1.0,Insertion
77,"('NITOCRIS.', ""Et ce Prince a fait voir, Que sur mon père seul fondant tout son espoir, Pour mériter nos soins, il me gardait dans l'âme... Mais j'en pourrais trop dire..."")","('EMIRÈNE.', ""Abuser de ses droits sur l'esprit de mon frère , Le gouverner enfin, régner dès aujourd'hui : Ah ! Mon sort fut toujours infortuné par lui..."")",68,59,0.54,Substitution
78,,"('ÉLISE.', 'Arbace est rappelé.')",-,60,1.0,Deletion
79,,"('EMIRÈNE.', 'Lui !')",-,61,1.0,Deletion
80,"('ASPASIE.', 'Il vous aime, Madame.')","('ÉLISE.', 'Peut-être, Madame ; Son retour calmera les troubles de votre âme.')",69,62,0.62,Substitution
81,"('NITOCRIS.', ""Je connais peu l'Amour ; mais vous savez, je crois, À bien examiner ce qui l'attache à moi, Que nulle autre à son coeur ne saurait mieux prétendre. C'est à vous d'achever ce que j'en puis attendre ; Sur ce choix important qu'on résout aujourd'hui, Vous estes équitable, et vous serez pour lui."")","('EMIRÈNE.', ""Ô ciel ! Dans quels instants revient-il en ces lieux ; Lorsque Emirène, hélas ! Doit éviter ses yeux, À mes nouveaux malheurs quand je dois être entière ? Ah ! J'espérais qu'un jour je fléchirais mon père : Mais peut-être, étant mort dans ces moments affreux, Sans révoquer l'arrêt qui condamnait mes voeux, Loin de me dégager de mon obéissance , Sa cendre doit pour moi consacrer sa défense ; Peut-être du tombeau plus que jamais mon Roi, Il parle avec empire et m'enchaîne à sa loi."")",70,63,0.53,Substitution
82,"('ASPASIE.', 'Darius voudrait-il me devoir quelque chose ?')",,71,-,1.0,Insertion
83,"('NITOCRIS.', 'De tout son sort sur vous Darius se repose. ')",,72,-,1.0,Insertion
84,"('ASPASIE.', 'Si pour vous, si pour lui mes voeux sont écoutés...')","('ÉLISE.', ""Madame, votre esprit sens doute s'exagère Des maux......"")",73,64,1.5,Substitution
85,"('NITOCRIS.', ""Il sait votre pouvoir, il saura vos bontés ; Et moi qui puis sur lui prendre quelque puissance, Je puis vous assurer de sa reconnaissance, Et qu'il aime à tenir du rang où je vous vois, Le rang qu'il doit un jour partager avec moi."")","('EMIRÈNE.', ""Ah ! j'ai cent fois murmuré contre un père, Je ne connaissais pas, excitant son courroux , Tout ce que la nature a d'empire sur nous. Il est des temps, Élise, où sa voix nous rappelle, Où tous les sentiments sont suspendus par elle, Où le coeur reconnaît, tout à coup éclairé, Que de tous nos liens c'est là le plus sacré."")",74,65,0.67,Substitution
86,"('ASPASIE.', 'Darius me trahit ; Nitocris est aimée.')",,75,-,1.0,Insertion
87,"('BARSINE.', ""D'un si prompt changement estes-vous alarmée ? Je vous vois condamner, et craindre ses ardeurs."")",,76,-,1.0,Insertion
88,"('ASPASIE.', ""Voila ce qu'on produit mes ingrates froideurs ; J'ai demandé cent fois aux Dieux son inconstance, L'Infidèle a changé sans trop de violence. En gagnant Tiribaze, il veut se faire Roi ; Content de Nitocris, il veut régner sans moi. Allons parler pour lui. Si Darius me quitte, Oublions son amour, et non pas son mérite. Pour le faire régner, secondons Nitocris ; Qu'il change en sa faveur, qu'un Trône en soit le prix. Que dis-je ? Tout mon coeur en frémit, en soupire. Ma Rivale avec lui partagerait l'Empire ? Mais quel est cet indigne et lâche désespoir ?  Le Roi m'aime, il m'écoute, et je sais mon pouvoir. Si le Roi veut nommer Darius à l'Empire, Éloignons-le du Trône où Nitocris aspire. Non, ma Rivale, non, tu ne régneras pas. Mais le Roi vient ici. Que lui dirai-je ? Hélas ! Mon amour... Mon dépit... Évitons sa présence."")","('ARTAXERCE.', ""Ma soeur, à mes chagrins chaque moment ajoute, Darius m'évitait, et me trahit sans doute : Mes yeux l'ont vu pensif, inquiet, incertain, Son esprit agité roulait un grand dessein, À peine il déguisait toute sa violence. Après quelques moments d'un farouche silence, Il a donné soudain quelques ordres secrets, Et détourne ses pas pour sortir du Palais. Je ne l'accuse point d'un forfait exécrable, Même à l'en soupçonner je me croirais coupable : Mais d'une ambition, dont je ne puis douter, Peut-être en ces moments j'ai tout à redouter ; Et je crains bien qu'ici son audace nouvelle Ne me force en mon frère à punir un rebelle."")",77,66,0.0,Match
89,"('LE ROI.', ""Me fuyez-vous ? À qui puis-je avec assurance Confier mieux qu'à vous les troubles de mon coeur Chargé du nouveau soin de faire un Successeur ? Au milieu de la Paix que je donne à la Terre, Mes fils font sur ce choix une nouvelle Guerre. La jalouse fureur, l'orgueil, la trahison, Troublent de temps en temps la paix de ma Maison. J'ai cent fois éprouvé les fureurs d'une mère, Essuyé l'attentat, la révolte d'un frère ; Et mon dernier exploit, par un sort inhumain, Du trépas de ce frère ensanglanta ma main. Pour comble de misère, une épouse fidèle A rendu par sa mort ma douleur immortelle. C'était peu. Ce matin sacrifiant aux Dieux, Un présage étonnant s'est offert à mes yeux. Voyez quelle terreur m'a saisi dans le temple. Par un prodige étrange, en ces Lieux sans exemple, La Victime frappée, après le coup mortel,  Se relève, s'élance, et fuyant de l'Autel, Court, remplit ses saints Lieux d'une voix gémissante, Et laissant après elle une trace sanglante, Tombe, en mourant, aux pieds du Sacrificateur, Le fait pâlir de crainte, et frissonner d'horreur. Je venais près de vous raffermir mon courage ; Mais le coeur pénétré d'un si cruel présage, Une froide sueur a glacé tout mon corps. Je n'ai point fait de crime, et je sens des remords."")","('EMIRÈNE.', ""Je vois trop les horreurs qui vont suivre ce jour, Je ne puis plus rester dans cet affreux séjour. Non, je ne verrai point le crime qu'il projette, Tout m'écarte de Suze ; assurez ma retraite, Laissez-moi fuir l'aspect d'un Trône ensanglanté, Qui par le sang encor doit être cimenté, Où d'un meurtre inouï recherchant les complices, Vous allez vous asseoir entouré de supplices ; La Perse a des déserts, l'Asie a des rochers ; Loin du spectacle affreux des fers et des bûchers, J'irai pleurer en paix et la mort de mon père, Et l'exil d'un héros, et les complots d'un frère."")",78,67,0.0,Match
90,"('ASPASIE.', ""Quel que soit ce présage, il n'a rien qui m'étonne, Tant que je vous verrai maître de la Couronne. Vivez, régnez, Seigneur, sans déclarer vos voeux. Le choix d'un Successeur serait trop hasardeux. Fier des titres du Trône, il peut tout entreprendre. Tiribaze qui veut l'obtenir pour son Gendre, Pourrait l'instruire un jour à ne rien épargner. Ôtez ce grand prétexte à l'ardeur de régner, Et qu'aucun ne prétende à cette préférence Que par de longs respects, et par sa patience. Songez que nous parler de faire un Successeur, Nommer un Héritier, ce discours nous fait peur. Épargnez-nous l'horreur d'un si cruel langage, Qui de votre destin offre une triste image, Et nous menace enfin d'en voir finir le cours. Dure, dure à jamais votre règne, et vos jours."")","('ARTAXERCE.', ""Vous me fuir ! Vous, ma soeur, de ma Cour vous bannir ? L'un à l'autre plus chers songeons à nous unir ; Quittez une pensée à tous deux trop funeste. Darius me trahit ; mais Arbace me reste. Dans le rang où je monte encor mal affermi, Parmi tant de malheurs, j'ai besoin d'un ami : Si Darius n'est plus qu'un sujet téméraire, Je veux que pour jamais mon ami soit mon frère."")",79,68,0.32,Substitution
91,"('LE ROI.', ""En vain vous me flattez ; les Destins en colère Me forcent d'expier le meurtre de mon frère, Et la voix de son sang s'élève contre moi. Ce coup, quoi qu'innocent, souille la main d'un Roi. Et me rend importun, odieux à moi-même, Me donne des dégoûts pour la grandeur suprême, Source de tous les maux que je souffre aujourd'hui.  Que ne puis-je, lassé de vivre pour autrui, Ne vivre que pour moi, loin du Trône et du monde ! Et pour passer mes jours dans une paix profonde, Que ne puis-je à vous seule attacher mon bonheur, En vous seule chercher, plaisirs, gloire, grandeur, Et choisir, pour remplir ma gloire et mon attente, Un Roi digne du Trône, et qui me représente !"")","('MÉGABISE.', 'Quoi ! Dans votre entreprise un progrès si rapide ! Seigneur, le sort pour vous jusques-là se décide.')",80,69,1.19,Substitution
92,"('ASPASIE.', ""J'avouerai qu'on vous voit dans ce rang glorieux Accablé de malheurs qui font rougir les Dieux. On vous a vu gémir des fureurs d'une mère, Punir de votre main les attentats d'un frère. On voit ici vos fils l'un à l'autre opposés, Tous les liens du sang cruellement brisés ; Le trépas de la Reine, et cent cruels présages, Capables d'ébranler les plus fermes Courages ; Mais dût le nom de Roi, qui fait tant de Jaloux, Attirer tous les traits qu'on voit tomber sur vous, Les soins qu'attend de vous un Peuple qui vous aime, Vous attachent au Trône en dépit de vous-même."")","('ARTABAN.', ""Par l'ordre de son frère on courrait l'arrêter ; Les siens au même instant, prompts à se révolter, À pas précipités volent à sa défense. Il résiste à la garde, et par la résistance, Lorsque l'on ne voulait qu'écarter les mutins, Il rencontre le fer qui tranche ses destins. Ainsi, ce qu'on a vu, donne à ce qu'on ignore Plus de poids désormais et d'apparence encore ; Et sa défense, ami, sur un crime secret Ne peut plus être entière, et trahir mon projet. J'étais bien assuré qu'inspirant à son frère Un acte de rigueur devenu nécessaire, Je verrais aussitôt Darius irrité Se livrer aux excès de la témérité. Va, porte à nos amis cette grande nouvelle : Qu'elle excite au succès leur courage et leur zèle. Et toi, dont mon génie éprouve le secours, Fortune, épargne-moi tes perfides retours. Seul."")",81,70,0.0,Match
93,"('LE ROI.', ""Ah ! je ne sais que trop les lois de mon devoir, Et s'il me permettait de céder mon pouvoir, Oublierai-je qu'il faut couronner ce que j'aime ? Il suffit qu'en gardant la puissance suprême, Je nomme un Successeur sage, vaillant, heureux..."")","('ARTAXERCE.', ""Qu'ai-je fait, Artaban, par mon ordre barbare ?..."")",82,71,0.75,Substitution
94,"('ASPASIE.', ""Ne précipitez point un choix si dangereux. Les Destins ont parlé. Que ne puis-je vous dire Les maux que je prévois pour vous et pour l'Empire ! Tiribaze qui vient, seconde vos desseins, Et moi je vais pleurer les malheurs que je crains."")","('ARTABAN.', 'Que dites-vous, Seigneur ? Quel remord vous égare !')",83,72,1.09,Substitution
95,"('TIRIBAZE.', ""Tout le Peuple demande avec impatience Un choix que vous tenez si longtemps en balance. L'entretien d'Aspasie a-t-il enfin calmé Les injustes terreurs qui vous ont alarmé ?"")","('ARTAXERCE.', ""Hélas ! C'était mon frère, et son crime est douteux."")",84,73,1.73,Substitution
96,"('LE ROI.', ""Non, et par trop de zèle, ou par trop de prudence, Elle blâme mon choix, et mon impatience ; Et moi toujours pressé d'un remords éternel, Qui d'un meurtre innocent fait un coup criminel, Je me fais des terreurs sur la mort de mon frère, Dont toute ma vertu ne saurait me défaire. Mais c'est peu de sentir une indigne frayeur, Un trouble encor plus grand embarrasse mon coeur. J'aime Aspasie."")","('ARTABAN.', ""Sa révolte était sûre et ses jours dangereux ; Sa défense obstinée autant qu'illégitime, Elle-même, Seigneur, est l'indice du crime. Eh ! Pourquoi méprisant vos ordres souverains, Darius a-t-il craint de se mettre en vos mains ? Quand votre défiance aurait été trop prompte, De sa conduite enfin ne devait-il pas compte ?"")",85,74,0.0,Match
97,"('TIRIBAZE.', 'Ô Ciel !')",,86,-,1.0,Insertion
98,"('LE ROI.', ""Et ma faiblesse est telle, Que mon coeur ne respire, et ne vit que pour elle. La Reine l'honorait d'une tendre amitié, Et si de son vivant cette auguste Moitié Eut toute mon estime, et toute ma tendresse, Aspasie avec moi pleurant cette Princesse, Me faisant auprès d'elle oublier mon malheur, Plus que je ne voulais, consola ma douleur, Et sa pitié donnant plus de force à ses charmes, Me rendit trop sensible à de si belles larmes. Honteux de soupirer dans l'état où je suis, Las du Trône, accablé de troubles et d'ennuis, Je murmure en secret contre ce rang suprême, Mais j'écoute la gloire, et la Beauté que j'aime : Je lui dois ma Couronne aussi-bien que mon coeur. C'est assez de choisir un digne Successeur,  De voir ainsi mes fils vivre sans jalousie, Et sans craindre les fils qui naîtront d'Aspasie."")","('ARTAXERCE.', ""Il fut ambitieux, ses complots m'auraient nui : Mais enfin par le sort si j'eus des droits sur lui, Si j'eus, de plus que lui la grandeur souveraine, C'était à moi peut-être à maîtriser la haine ; Plus il me haïssait, plus mon juste courroux Me dut être un motif pour mesurer mes coups. Quelque fut son dessein, de quoi qu'il fût coupable, De son sang à l'État étais-je moins comptable ? La loi dut le punir. Comment justifier Tout autre châtiment aux yeux du monde entier ?"")",87,75,0.23,Substitution
99,"('TIRIBAZE.', ""C'est ainsi qu'Aspasie obtient plus en ces Lieux, Que le sang le plus noble, et le plus glorieux. La Perse a des beautés, dont la haute naissance..."")","('ARTABAN.', ""La loi, Prince ! Et c'est lui qui se montrant rebelle, Lui-même a refusé d être jugé par elle. Ses efforts imprudents précipitent sa mort, Loin de vous reprocher son déplorable sort , Rendez grâces aux Dieux, qui par ce coup propice, Vous épargnent l'horreur d'ordonner son supplice."")",88,76,1.23,Substitution
100,"('LE ROI.', ""Va, ne sois point jaloux de cette préférence. S'il est vrai ce qu'on dit que Darius mon fils Rend souvent des devoirs, des soins à Nitocris..."")","('EMIRÈNE, arrivant avec précipitation.', ""Ah ! Seigneur, quelle erreur vous rendait inhumain ! Darius de Xercès n'était point l'assassin ; On vient de l'arrêter."")",89,77,1.27,Substitution
101,"('TIRIBAZE.', ""Peut-être donnant trop aux sentiments d'un père, Je me laisse flatter d'un espoir téméraire."")","('ARTAXERCE.', 'Eh ! Quel est le perfide ?')",90,78,1.62,Substitution
102,"('LE ROI.', ""Non, non, il faut unir ton sang avec mon sang. Allons nommer enfin l'Héritier de mon rang. Que mon Conseil s'assemble, et quand toute la Terre Voit finir par mes soins les troubles de la Guerre, Qu'un Successeur nommé comble tous nos souhaits, Et rende à ma Maison une profonde Paix."")","('EMIRÈNE.', ""J'ignore encor, Seigneur, le nom du parricide : Mais le reste est connu, le barbare a jeté Loin de lui, dans sa suite, un fer ensanglanté ; Et cette même épée encor sanglante et nue, Pour celle de Xercès vient d'être reconnue."")",91,79,0.85,Substitution
103,,"('ARTABAN, à part.', ""Qu'entends-je ! Quel revers !"")",-,80,1.0,Deletion
104,"('TIRIBAZE.', ""C'en est fait, Darius emporte l'avantage. C'est lui sur qui le Roi fait tomber son suffrage, Et je vois ma faveur confondre aux yeux de tous, Tous ceux que trop d'envie animait contre nous. Nous triomphons, et même en dépit d'Aspasie, Qui contraire à nos voeux, soit haine, ou jalousie, Ou qui servant le Roi par zèle, ou par amour... Mais ce sont des secrets que tu sauras un jour. Ne songeons aujourd'hui qu'à ce grand hyménée, Où par l'aveu du Roi je te vois destinée. Tu vas voir Darius son digne Successeur, Te demander au Roi pour suprême faveur. On publie en tous Lieux cet Hymen que j'espère, J'ai répandu ce bruit, ce n'est plus un mystère. Sur un si doux espoir que j'ai reçu d'honneurs !  Quelle foule d'amis, et d'ennemis flatteurs ! On les voit se presser, voler à mon passage, Affecter de montrer leur joie et leur visage, Et nous faire sentir par avance à tous deux, Par leurs empressements, le succès de nos voeux."")","('EMIRÈNE.', 'Dans son saisissement, Pâle, interdit, sans voix, presque sans mouvement, Ne sachant où cacher le plus affreux des crimes, Il restait arrêté comme entre deux abîmes, Tant la terreur sur lui tombant du haut des cieux Manifestait déjà les vengeances des Dieux.')",92,81,0.6,Substitution
105,"('NITOCRIS.', ""Je viens de voir, Seigneur, avec quelle allégresse Près du Prince, à grands flots, tout le monde se presse. Quel éclat ! quel triomphe ! On voit de toutes parts Tout le Peuple sur lui confondre ses regards. Moi-même en attirant les yeux de l'Assemblée, De respects et d'honneurs on m'a vue accablée."")","('ARTAXERCE, aux gardes.', ""Allez, que devant moi l'on amène le traître. Quels horribles complots, ô ciel ! Je vais connaître !... Eh ! Mon frère a péri."")",93,82,0.57,Substitution
106,"('TIRIBAZE.', 'Que fait Ariarathe ?')",,94,-,1.0,Insertion
107,"('NITOCRIS.', ""Au désespoir réduit, Il eût mêlé quelque ombre à l'espoir qui me luit, Si l'excès de ma joie, ainsi que de la vôtre, M'eût pu laisser sentir les déplaisirs d'un autre. Ce Prince infortuné, plein d'un juste courroux, Se plaint ouvertement d'Artaxerce et de vous, Et suivant son humeur sauvage et solitaire, Lui-même s'imposant un exil volontaire, D'un objet importun a délivré nos yeux. Mais, Seigneur, Darius triomphant, glorieux, Témoigne pour me voir si peu d'impatience..."")","('ARTABAN.', ""Seigneur que dites vous ? Déjà dans votre esprit qui peut l'avoir absous ? Hé, Prince! savez-vous si d'un barbare frère, Celui qu'on a saisi n'était pas l'émissaire ? Dans ce grand repentir, avant de vous plonger, Commencez par le voir et par l'interroger ; Suspendez vos remords ; vous les perdrez peut-être."")",95,83,0.05,Substitution
108,,"('ARTAXERCE.', ""Juste ciel ! Que d'horreurs ! Et qu'il tarde à paraître !"")",-,84,1.0,Deletion
109,"('TIRIBAZE.', ""Peut-il sitôt au Peuple arracher sa présence ? Mais le voici qui vient, avant que voir le Roi, T'offrir l'espoir du Trône, aussi-bien que sa foy."")","('UN OFFICIER.', ""On amène, Seigneur, l'assassin à vos yeux."")",96,85,1.15,Substitution
110,,"('EMIRÈNE.', ""Traître !... Arbace !... Je meurs. Tombant dans les bras d'Élise. On entraîne Emirène."")",-,86,1.0,Deletion
111,"('DARIUS.', ""Je me dérobe enfin à la foule empressée, Que j'ai pour vous rejoindre à peine traversée. Je brûlais de remplir le soin le plus pressant, Le plus tendre devoir d'un coeur reconnaissant. Je vous l'ai déjà dit, et vous le dis encore, De quelque illustre rang que le Roi vous honore, Je vous mettrai si haut, et si proche de moi, Que l'État doutera qui de nous sera Roi. Mais comme il court un bruit qu'on commence de croire, Que Rival de mon frère, et jaloux de sa gloire, J'aspire au même Objet dont son coeur est charmé, Je viens détruire un bruit dont je suis alarmé. Mon frère, et Nitocris, qui sont nés l'un pour l'autre, Et si dignes d'unir mon sang avec le vôtre, Doivent avoir leur part à l'heur de ce grand jour; Vous m'avez couronné, couronnez leur amour. On croit que je vous dois demander à mon père, Mais puis-je sans pitié vous ôter à mon frère ? Que dirait tout l'État, s'il rencontrait en moi Un tyran inhumain, quand il attend un Roi ? Non, non, par un effort digne du Diadème, Je vous cède, et vous perds pour un autre moi-même, Et pour le prix d'un rang qui m'est si glorieux,  Je laisse à Nitocris, ce qu'elle aime le mieux. À Tiribaze. À Nitocris."")","('ARBACE.', 'Erimène !')",97,87,0.98,Substitution
112,"('TIRIBAZE.', 'Quel coup de foudre ! O Ciel !')","('ARTAXERCE.', 'Grands Dieux !')",98,88,0.43,Substitution
113,,"('ARTABAN.', 'Mon Fils !')",-,89,1.0,Deletion
114,"('NITOCRIS, à Darius.', ""Ce grand effort m'étonne, Seigneur, et c'est bien plus que m'offrir la Couronne. Aussi vous jugez bien que de pareils bienfaits, Dans un sensible coeur ne s'effacent jamais."")","('ARTAXERCE.', ""Ah ! Quel objet ! Quelle horreur m'environne ! Plus que le crime encor, le coupable m'étonne."")",99,90,0.48,Substitution
115,"('DARIUS.', ""Artaxerce m'attend, et ma reconnaissance Ne saurait témoigner assez d'impatience."")",,100,-,1.0,Insertion
116,"('NITOCRIS, à part.', ""M'aviez-vous réservée à cet affront ? Grands Dieux : Le Roi vient. Dérobons notre trouble à ses yeux."")","('ARTABAN.', 'Seigneur, son attentat a décidé mon sort.')",101,91,1.78,Substitution
117,"('TIRIBAZE, au Roi.', 'Le Prince est satisfait, et vous allez apprendre Quel est le fruit des soins que je viens de lui rendre.')","('ARBACE.', ""Ciel ! Où m'as-tu réduit !"")",102,92,1.73,Substitution
118,"('DARIUS.', 'Puis-je assez dignement répondre à vos bontés ?')","('ARTABAN.', ""Vous me devez la mort, C'est à moi d'expier sa fureur et son crime ; Frappez , et que je sois la première victime."")",103,93,1.29,Substitution
