,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
66,"('ARISTOBULE.', ""C'est que vous l'emportez par la cajolerie  Et que votre bassesse et votre flatterie,  Vous donnent tous les jours pour des biens apparents  Comme aux Caméléons mille fronts différends,  Votre établissement est votre ignominie  Et c'est par les rapports et par la calomnie,  Que vous avez gagné son approbation  Plutôt que par le bruit d'une belle action  Vous ne nous armez point que contre une innocence. "")","('MARIANE.', ""J'irai : mais ce sera pour lui faire paraître  Qu'il est un parricide, un scélérat, un traître,  Et que je ne sais point de loi, ni de devoir  Qui me puisse obliger désormais à le voir :  Le conseil en est pris.  Salomé se montre à l'entrée de la chambre."")",31,66,0.62,Substitution
67,,"('DINA.', 'Ô cieux ! Je tremble toute. ')",-,67,1.0,Deletion
68,,"('MARIANE.', 'Pourquoi ? ')",-,68,1.0,Deletion
69,,"('DINA.', 'Tout est perdu, Salomé, nous écoute,  Que je hais ces esprits méchants et curieux. ')",-,69,1.0,Deletion
70,,"('MARIANE.', 'Approchez-vous plus près, vous nous entendrez mieux. ')",-,70,1.0,Deletion
71,"('ANTIPATRE.', ""Ah c'est me traiter mal, cette mortelle offense  Que je n'attendais point de recevoir chez vous,  Me force à la retraite. "")","('SALOMÉ.', ""Je m'allais retirer vous croyant empêchée,  Et l'on dirait aussi que vous êtes fâchée. "")",32,71,0.93,Substitution
72,"('ARISTOBULE, seul.', 'Arme-toi mon courroux  Et porte sur ce traître une juste colère. ')","('MARIANE.', 'Une juste colère animait mon discours. ')",33,72,0.63,Substitution
73,"('ALEXANDRE.', 'Je vous vois tout ému qui vous trouble mon frère. ')","('SALOMÉ.', ""C'est une passion qui vous émeut toujours. "")",34,73,0.8,Substitution
74,,"('MARIANE.', 'Je souffre aussi toujours une rigueur insigne. ')",-,74,1.0,Deletion
75,,"('SALOMÉ.', ""Vous avez des malheurs dont vous n'êtes pas digne. "")",-,75,1.0,Deletion
76,"('ARISTOBULE.', ""C'est que le plus adroit de tous nos surveillants  Antipatre est venu nous épier céans,  Mais il sort mal content d'une telle visite  Et je ne l'ai traité que comme il le mérite. "")","('MARIANE.', ""Je crois qu'on ne voit rien dans mes déportements,  Qui puisse mériter ces mauvais traitements. "")",35,76,1.09,Substitution
77,,"('SALOMÉ.', ""Vous êtes fort à plaindre en l'état où vous êtes,  Mais toutes les beautés ne sont pas satisfaites. "")",-,77,1.0,Deletion
78,,"('MARIANE.', ""Pour vous en vos destins vous n'avez que du bien."")",-,78,1.0,Deletion
79,,"('SALOMÉ.', 'Vous sentez votre mal, et moi je sens le mien.')",-,79,1.0,Deletion
80,,"('MARIANE.', 'Votre coeur relevé se plaint de la fortune ? ')",-,80,1.0,Deletion
81,,"('SALOMÉ.', ""J'ai bien d'autres ennuis dont le cours m'importune.  Mais ainsi que j'entrais, que disiez-vous du roi. "")",-,81,1.0,Deletion
82,,"('MARIANE.', 'Je me plaignais de lui comme il se plaint de moi. ')",-,82,1.0,Deletion
83,,"('SALOMÉ.', 'Je ne puis deviner ces grands sujets de plainte. ')",-,83,1.0,Deletion
84,,"('MARIANE.', ""C'est que ses espions me tiennent en contrainte. "")",-,84,1.0,Deletion
85,,"('SALOMÉ.', ""L'innocence partout peut avoir des témoins. "")",-,85,1.0,Deletion
86,,"('MARIANE.', ""J'aurais plus de repos s'ils m'importunaient moins. "")",-,86,1.0,Deletion
87,,"('SALOMÉ.', 'Vous devriez dire au roi combien cela vous blesse. ')",-,87,1.0,Deletion
88,,"('MARIANE.', ""Vous devriez l'avertir aussi de sa faiblesse. "")",-,88,1.0,Deletion
89,,"('SALOMÉ.', ""S'il a de la faiblesse, à votre jugement,  On ne l'aperçoit guère à son gouvernement. "")",-,89,1.0,Deletion
90,,"('MARIANE.', ""Le déplorable état où l'on me voit réduite,  Est le plus rare effet de sa grande conduite. "")",-,90,1.0,Deletion
91,,"('SALOMÉ.', ""Vous y remarqueriez moins d'imperfection,  Si vous n'aviez pour lui beaucoup d'aversion. "")",-,91,1.0,Deletion
92,,"('MARIANE.', ""Je n'ai d'aversion que pour l'horreur du crime,  Mais tous les gens de bien l'ont en la même estime. "")",-,92,1.0,Deletion
93,,"('SALOMÉ.', ""S'ils ont ces sentiments ils en parlent bien bas. "")",-,93,1.0,Deletion
94,,"('MARIANE.', ""C'est qu'ils craignent la mort, et je ne la crains pas. "")",-,94,1.0,Deletion
95,,"('SALOMÉ.', ""C'est en dire un peu trop ; vous devez ce me semble,  Portez plus de respect au noeud qui vous assemble. "")",-,95,1.0,Deletion
96,,"('MARIANE.', ""Les respects qu'on lui doit me sont assez connus,  Car je n'ignore pas d'où vous êtes venus. "")",-,96,1.0,Deletion
97,,"('SALOMÉ.', ""Moi, j'ignore d'où vient cette haine apparente. "")",-,97,1.0,Deletion
98,,"('MARIANE.', 'Cette mauvaise humeur vous est indifférente.')",-,98,1.0,Deletion
99,"('ALEXANDRE.', ""Vous avez fort bien fait, je l'eusse fait aussi. "")","('SALOMÉ.', ""Si vous aviez pourtant quelque division,  Je m'offrirais à vous à cette occasion,  Et vous présenterais mes très humbles services. "")",36,99,0.94,Substitution
100,,"('MARIANE.', 'Vous me rendez toujours assez de bons offices. ')",-,100,1.0,Deletion
101,,"('SALOMÉ.', 'Je vous en rends bien moins que vous ne méritez. ')",-,101,1.0,Deletion
102,,"('MARIANE.', 'Le ciel reconnaîtra toutes ces charités. ')",-,102,1.0,Deletion
103,,"('SALOMÉ.', ""L'honneur de vous servir m'est trop de récompense. "")",-,103,1.0,Deletion
104,,"('MARIANE, se lève.', ""Chacune de nous deux sait bien ce qu'elle en pense. "")",-,104,1.0,Deletion
105,,"('SALOMÉ.', 'Vous allez voir le roi. ')",-,105,1.0,Deletion
106,,"('MARIANE.', ""Oui j'y vais de ce pas  Lui tenir un discours qui ne lui plaira pas. "")",-,106,1.0,Deletion
107,,"('SALOMÉ.', ""Vous ne lui direz rien qui lui puisse déplaire,  Il aime tout de vous jusqu'à votre colère. "")",-,107,1.0,Deletion
108,,"('MARIANE.', ""Et moi qu'il a rendue un objet de pitié,  J'abhorre tout de lui, jusqu'à son amitié. "")",-,108,1.0,Deletion
109,"('GLAPHIRA.', ""Mais que ce traitement augmente mon souci,  Qu'il saura bien le traître en prendre la vengeance,  Il en a l'industrie, il en a la puissance,  Il mettra tout en oeuvre et cet homme sans foi,  Qui possède l'esprit et l'oreille du Roi,  Et que la flatterie élève de la boue  De degrés en degrés au sommet de la roue,  Puisqu'il est offensé se saura bien venger  Et vous mettra sans doute en extrême danger. "")","('SALOMÉ, seule.', ""Superbe, dédaigneuse, au courage invincible,  Ne t'imagine pas que je sois insensible :  Non, non, je ne suis pas de ces lâches esprits,  Qui peuvent aisément supporter un mépris,  Souviens-toi que le mien ne reçoit point d'injure ;  Qu'il ne rende aussitôt avec beaucoup d'usure,  Salomé sait fort bien comme il faut obliger,  Et n'est pas ignorante en l'art de se venger.  Nous n'aurons pas longtemps à souffrir ses caprices,  Mon intrigue est fatale à tous ses artifices,  J'ai gagné depuis peu le premier Échanson,  Qui doit lancer contre elle un trait de ma façon ;  Un trait noir qui portant la tristesse et la crainte,  Donne à l'âme crédule une mortelle atteinte :  Trouble les sentiments, et fait qu'en un instant  L'ardente amour se change en courroux éclatant.  Cet homme en est capable, il est ma créature,  Et veut mettre pour moi sa vie à l'aventure :  Il faut hâter l'effet de ce juste dessein,  De peur que ce secret lui pèse sur le sein,  Qu'il en aille avertir un tiers qui nous trahisse,  Ou qu'en raisonnant trop il ne se refroidisse :  Mais ne le vois-je pas qui s'en vient droit à moi,  Déjà sur ce projet la peur lui fait la loi ;  Il porte sur le front une morne tristesse. "")",37,109,0.06,Substitution
110,,"(""L'ÉCHANSON."", ""Pourrais-je dire encore un mot à votre Altesse,  Sur l'exécution de son commandement ? "")",-,110,1.0,Deletion
111,,"('SALOMÉ.', ""Oui je l'écouterai ; parle donc hardiment. "")",-,111,1.0,Deletion
112,"('ALEXANDRE.', ""N'importe dans l'état où je vois nos affaires,  Les feintes maintenant ne sont plus nécessaires,  Le train qu'elles ont pris va dans l'extrémité  Nous n'avons plus d'asile et plus de sûreté  On a levé le masque on nous fait guerre ouverte,  Le Roi consent à tout il signe notre perte  Et ce cruel esprit déjà préoccupé  Se plaît dans son erreur, et veut être trompé,  En un mot notre vie à ce point est réduite  Qu'elle n'a de salut que dans la seule fuite,  Il se faut donc sauver tandis qu'il est permis,  Fuir d'une terre ingrate, et de tant d'ennemis,  Passer en Cappadoce, ou comme je l'espère  Nous serons caressés et reçus de ton Père,  Tu sais comme il nous aime et prend notre intérêt  Déjà pour ce dessein tout l'équipage est prêt.  Ne faisons point ici de plus longue demeure,  Ce séjour m'est fatal il faut avancer l'heure,  Et déloger demain sans escorte et sans bruit.  La faveur du silence, et d'une sombre nuit,  Nous en peuvent donner des moyens très faciles  J'ai pour notre départ des serviteurs habiles,  Des guides pleins d'esprit et de fidélité,  Et qui nous conduiront en toute sûreté,  Tenez-vous prêt mon frère, et gardez le silence. "")","(""L'ÉCHANSON."", ""Madame, en vous servant j'affronte des supplices,  Je m'en vais me conduire entre des précipices,  Dans un sentier glissant, où faisant un faux pas  Je suis tout assuré d'arriver au trépas,  Il ne faudrait au roi qu'une seule pensée,  Pour rallumer le feu de son amour pressée,  Un doux ressouvenir de sa tendre amitié,  Un regard tout chargé de traits de la pitié,  La moindre émotion qui vienne à la traverse,  Une larme, un soupir, me choque et me renverse,  J'y vois mille périls : mais je les brave tous,  Car mon obéissance est aveugle pour vous :  Et puis vous m'assurez que par cette industrie,  Je m'expose à la mort pour sauver ma patrie. "")",38,112,0.0,Match
113,,"('SALOMÉ.', ""Si tu fermes les yeux pour m'exprimer ta foi  Je le veux reconnaître ouvrant la main pour toi,  Mais tu fais ta fortune, et t'acquiers une gloire,  Qui pourrait égaler l'honneur d'une victoire,  Tu préserves ton roi d'un funeste accident,  Tu nous retires tous d'un naufrage évident.  Et dans cette entreprise où je te sers de guide,  Le labeur est léger et le prix est solide,  Tu vas en cet exploit par ma commission,  Tu n'avances du tien que sous ma caution :  C'est moi qui te présente, et c'est moi qui t'avoue,  Qui vais donner le branle et pousser à la roue ;  Tu sais bien que le roi croit assez de léger,  Et que c'est un esprit que je sais ménager.  Ton rapport va surprendre une âme défiante,  Crédule, furieuse, et fort impatiente,  Dans ce trouble excité, si tu fais ton devoir,  Il mordra l'hameçon sans s'en apercevoir,  C'est un appas subtil que je lui ferai prendre,  Sans qu'il ait le moyen de s'en pouvoir défendre.  Puis pour ta sûreté tu seras averti,  Que Mariane même est de notre parti,  Son coeur envenimé d'une rage nouvelle,  S'entend avecque nous pour conspirer contre elle,  Tout à l'heure en deux mots elle m'a fait juger  Qu'elle va voir le roi pour le désobliger :  Tu sais de quelle sorte il supporte une injure,  Sers-toi donc à propos de cette conjecture ;  Tout rit à nos desseins, tout répond à nos voeux,  L'occasion paraît, prends-la par les cheveux. "")",-,113,1.0,Deletion
114,"('GLAPHIRA.', ""Si ce divin pouvoir qui défend l'innocence  Veut conduire à bon port un si juste désir,  Que je ressentirai de joie et de plaisir,  Je verrai dans les bras d'un charitable père,  Un adorable époux, un très aimable frère.  Et loin des embarras de cette horrible Cour,  Nous vivrons en repos dans cet heureux séjour. "")","(""L'ÉCHANSON."", ""Ces puissantes raisons mettraient en assurance  L'âme la plus timide et la plus en balance :  Mais puisque votre Altesse et les cieux l'ont voulu,  Mon coeur sur ce sujet est assez résolu,  Tout ce qui me retient, c'est que je vais paraître, Et devant un grand prince, et devant un grand maître  Qui sait ce qu'on veut dire avant qu'on ait parlé,  Et qui peut découvrir un coeur dissimulé.  Madame, en peu de mots vous plaît-il de m'apprendre,  La meilleure façon dont je puis le surprendre,  Ajoutez à mon ordre un peu d'enseignement,  Afin que mon effort succède heureusement. "")",39,114,0.22,Substitution
115,"('ALEXANDRE.', ""Qu'après notre départ le Roi lance la foudre  Qu'il renverse l'État qu'il mette tout en poudre,  Pourvu que je te voie à l'abri de ses coups,  Étant auprès de toi mon destin sera doux,  Et mon bannissement me sera supportable  Goûtant dans ton repos un repos véritable. "")","('SALOMÉ.', ""Il faut dans ce rapport par une adresse extrême,  Que pour le mieux tromper tu te trompes toi-même ;  Figure-toi un fait d'un penser ingénu,  Comme si sans mensonge il était advenu,  Puis ayant en ton âme imprimé cette image,  Laisse agir là-dessus ta langue et ton visage.  Je ne puis te donner de meilleur leçon :  Mais dis toujours le fait de la même façon ;  Crois toi-même l'horreur que tu veux faire croire,  Et prends garde en parlant de manquer de mémoire.  Dis ces mots à peu près. Sire, de jour en jour,  La reine m'entretient sur un philtre d'amour,  Qu'elle voudrait mêler parmi votre breuvage,  Afin de vous porter à l'aimer davantage.  Mais connaissant assez l'excès de votre ardeur,  Je trouve que ce philtre est de mauvaise odeur,  Vu même que tandis qu'elle m'en sollicite,  Elle est mal assurée, et paraît interdite :  Là-dessus, mu de zèle et de fidélité,  J'en viens donner avis à votre majesté,  De peur que par l'emploi de quelque autre ministre,  Vous soyez prévenu d'un accident sinistre. "")",40,115,0.6,Substitution
116,,"(""L'ÉCHANSON."", ""Je trouve ce discours fort propre à l'émouvoir,  Et j'espère, Madame, y faire mon devoir. "")",-,116,1.0,Deletion
117,"('ARISTOBULE.', ""Pour abuser le Roi comme toute la Cour  Allons tout de ce pas lui donner le bon jour,  Et lui rendre aujourd'hui la dernière visite. "")","('SALOMÉ.', ""La reine en son quartier se sera retirée,  Porte donc ce propos d'une voix assurée.  Je m'y rencontrerai : feras-tu cet effort ? "")",41,117,0.93,Substitution
118,"('ALEXANDRE.', ""Je n'y vais qu'à regret il faut que je vous quitte,  Et que pour un moment je rende ce devoir  À celui que je vois pour ne le plus revoir. "")","(""L'ÉCHANSON."", 'Oui, Madame, dussé-je y rencontrer la mort.')",42,118,1.14,Substitution
119,"('ANTIPATRE.', ""Vous obligez un Prince et beaucoup de personnes  Qui peuvent justement prétendre à des couronnes,  Et qui dans leur bon heur ne vous oublieront pas  Moi qui suis de ce nombre, et qui hais les ingrats,  Si je goûtais sans vous une bonne fortune  Croyez que sa douceur me serait importune,  Et que je ne veux plus prétendre à ce bon heur,  Que pour vous élever à de hauts rangs d'honneur,  Mais enfin cet esprit et cette main adroite."")","('HÉRODE, chassant Mariane de sa chambre.', ""Va, va, je te tiendrai ce que je te promets,  Sors vite de ma chambre, et n'y rentre jamais. Te rendre inexorable alors que je te prie ?  Ingrate, mon amour se transforme en furie ;  Et déjà tous ses traits qui sortent de mon coeur,  Se changent en serpents pour punir ta rigueur.  Ce mépris me découvre un désir de vengeance,  Que je veux observer avecque diligence.  Désormais de ta part tout me sera suspect,  Je n'aurai plus pour toi ni bonté ni respect,  Et s'il advient jamais que dans cette humeur noire,  Tu lances quelque trait qui ternisse ma gloire,  Je le repousserai d'un air qui fera foi,  Qu'on ne doit pas manquer de respect à son roi.  Salomé entre. "")",43,119,0.67,Substitution
120,,"('SALOMÉ.', 'Quel est donc le sujet qui vous met en colère ? ')",-,120,1.0,Deletion
121,,"('HÉRODE.', 'Celui qui tous les jours ne fait que me déplaire. ')",-,121,1.0,Deletion
122,,"('SALOMÉ.', ""C'est possible la reine avec sa cruauté,  Car ces traits de rigueur n'ont point de nouveauté. "")",-,122,1.0,Deletion
123,"('DIOPHANTE.', ""Il suffit que sa main est si bien contrefaite  Qu'Alexandre lui-même à peine y connaîtrait  La moindre différence avec le moindre trait,  Et qu'il ne l'oserait désavouer lui-même  Mais vous en jugerez. "")","('HÉRODE.', ""Tu l'as bien deviné, oui c'est cette cruelle,  Et le dernier affront que je recevrai d'elle."")",44,123,1.32,Substitution
124,"('ANTIPATRE.', 'Cette adresse est extrême  Mais sans plus différer allons trouver le Roi,  Il en sera surpris et trompé comme moi.  Il lit les Lettres.')","('SALOMÉ.', 'Vous en direz de même encore au premier jour.')",45,124,1.05,Substitution
125,,"('HÉRODE.', ""Nullement, son mépris a détruit mon amour.  Je la hais maintenant à l'égal de la peste,  Et trouve que pour moi c'est un fléau céleste. "")",-,125,1.0,Deletion
126,,"('SALOMÉ.', 'Puis-je savoir quel est ce mécontentement ? ')",-,126,1.0,Deletion
127,"('HÉRODE, dans sa chambre.', ""Un rayon de clarté dissipe cette nue  Dont les brouillards épais s'opposaient à ma vue,  Et je sors à la fin de cet aveuglement,  Qui m'empêchait d'agir avecque jugement,  La lâcheté des miens commence de paraître  Je connais malgré moi qu'Alexandre est un traître  Et que malgré le sang et le titre de Roi,  Aristobule et lui conspirent contre moi,  Ciel qui m'as élevé par un bon heur extrême,  Au superbe sommet de la grandeur suprême,  Et qui m'as établi par ta seule bonté  Dans ce faîte d'honneur où je me vois monté,  Toi qui me pris en soin du plus bas de mon âge,  Toi qui dans les combats as guidé mon courage,  Et m'as fait dissiper un monde d'ennemis,  Qui par ton assistance à mes pieds sont soumis,  Pourquoi m'élevais-tu d'une obscure naissance  À cette monstrueuse et fatale puissance,  Pourquoi me rendais-tu par une aveugle loi  Le plus victorieux le plus superbe Roi,  Et le plus fortuné de tous les Politiques  Si tu me réservais ces malheurs domestiques,  Et si tu me donnais ces honneurs triomphants  Pour armer contre moi femme frères enfants,  Et forcer ma justice à faire un cimetière  Du funeste débris de ma famille entière. "")","('HÉRODE.', ""Je m'en vais te l'apprendre, assieds-toi seulement ;  Désirant de la voir, non sans impatience,  Je l'avais demandée avec beaucoup d'instance,  Quand cet esprit ingrat qui s'est senti presser,  M'a rendu ce devoir afin de m'offenser :  En vain je l'ai traitée avec toute l'adresse,  Dont un parfait amant oblige une maîtresse :  Car travaillant sans fruit dans le soin que j'ai pris,  Mes faveurs ont toujours irrité ses mépris.  Toutes mes passions n'ont fait que lui déplaire,  Ses yeux étincelaient d'une injuste colère ;  Et dans ses mouvements cruels et furieux,  Elle m'a dit des mots si fort injurieux,  Que ne pouvant souffrir une telle insolence,  Enfin je l'ai chassée avecque violence.  Voilà ce qui me pique, et me trouble si fort,  Vois quelle est sa manie, et me dis si j'ai tort. "")",46,127,0.0,Match
128,"('SALOMÉ.', ""Vous le devez louer du soin qu'il a de vous  Sa bonté vous protège, et nous conserve tous,  Et quand vous arrivez au point de votre perte  Les traîtres sont connus, leur trame est découverte,  Il vous ouvre les yeux et vous fait éviter  L'abîme où vos bontés vous vont précipiter,  Quoi qu'on ait entrepris contre votre personne  Vous méprisez toujours les conseils qu'on vous donne  Et vous ne songez point à votre sûreté,  Qu'au bord du précipice et dans l'extrémité,  Ce n'est pas d'aujourd'hui qu'Alexandre conspire  En naissant il jeta les yeux sur votre Empire,  Et ne reçut le jour qu'avec l'ambition  Qui donne la naissance à son aversion,  Vous régnez trop longtemps pour les voeux d'un jeune homme.  Et les instructions qu'ils reçurent à Rome,  Chez ce peuple tyran, altier, et souverain  Rend leur humeur altière, et leur esprit Romain,  Aussi l'on voit assez que par un choix injuste  Leurs bonnes volontés sont toutes pour Auguste,  Et qu'en vous détestant quand ils parlent de lui  Ils le nomment leur Dieu, leur père et leur appui,  Ces gardes qu'Alexandre a reçus à ses gages  Donnent de son dessein d'assez clairs témoignages,  Et les voyant chassés hors de votre maison  Il ne les retira que pour sa trahison,  Leur bouche l'a nié, mais leur front le confesse  Ils découvriront tout, pour peur que l'on les presse. "")","('SALOMÉ.', ""Oui, vous avez grand tort, et son ingratitude  Devait vous affliger d'un traitement plus rude ;  Puisque sans redouter ses dangereux effets,  Vous l'irriter sans cesse à force de bienfaits :  C'est un monstre d'orgueil et de méconnaissance,  À qui votre bonté donne trop de licence :  Si la faveur du ciel ne détourne ses coups,  Sa malice à la fin se défera de vous. "")",47,128,0.0,Match
129,,"('HÉRODE.', ""Étant assez instruit de sa mauvaise envie,  Je l'empêcherai bien d'attenter sur ma vie. "")",-,129,1.0,Deletion
130,,"('SALOMÉ.', ""J'en doute ; notre sexe est fort vindicatif,  Et dans ses trahisons se rend bien inventif :  La tigresse qui voit enlever sa portée,  Est moins à redouter qu'une femme irritée.  Veuillez considérer que dans un juste effroi,  Pour votre sûreté je parle contre moi. "")",-,130,1.0,Deletion
131,"('HÉRODE.', ""Qu'on les mette à la géhenne, et que la vérité  S'arrache de leur bouche, avec sévérité.  Qu'on donne la torture à leurs moindres complices  Et qu'on les interroge au milieu des supplices,  Tant qu'il ne reste plus de sujet d'en douter. "")","('HÉRODE.', ""Je mettrai tant de gens à veiller autour d'elle,  Que son âme offensée, après cette querelle,  N'aura pas le moyen de prendre aucun parti,  Sans que tout à l'instant on m'en tienne averti :  L'huissier s'avance vers la chaire d'alcôve.  Son meilleur est d'avoir toujours la bouche close,  Autrement qu'est-ce ?  L'Huisier s'avance vers la chaise d'Hérode."")",48,131,0.31,Substitution
132,,"('SALOMÉ.', 'On vient vous dire quelque chose. ')",-,132,1.0,Deletion
133,"('SALOMÉ.', ""C'est le plus sûr moyen, qu'on y puisse apporter  Mais Seigneur, Antipatre amène Diophante  Pour vous entretenir d'une affaire importante. "")","(""L'HUISSIER."", ""Un de vos échansons à la porte arrêté,  Désire de parler à votre Majesté,  Et proteste que c'est un avis d'importance,  Dont il doit tout soudain vous donner connaissance. "")",49,133,0.48,Substitution
134,,"('HÉRODE.', ""Un avis d'importance ? Et bien, fais-le avancer,  Quel serait cet avis ? "")",-,134,1.0,Deletion
135,,"('SALOMÉ.', ""Je n'en sais que penser."")",-,135,1.0,Deletion
136,,"('HÉRODE.', ""Il est tout interdit ; qu'as-tu donc à me dire ? "")",-,136,1.0,Deletion
137,,"(""L'ÉCHANSON."", 'Un complot qui regarde, et vous, et votre Empire')",-,137,1.0,Deletion
138,"('HÉRODE.', 'Approchez Antipatre et bien. ')","('HÉRODE.', 'Viens me conter ici le tout distinctement. ')",50,138,1.7,Substitution
139,"('ANTIPATRE.', ""Sur un avis  Qu'au déçu de Philon j'ai reçu de son fils.  J'ai travaillé Seigneur avec la diligence  Qu'on doit à des desseins de si grande importance,  Diophante en ceci m'a fort bien assisté  Et c'est par son moyen qu'on sait la vérité,  Vos enfants se servaient dans leur trame infidèle  De Philon Gouverneur de votre Citadelle,  Qui gagné par présents secondait leurs desseins  Et leur avaient promis de vous mettre en leurs mains,  Mais son fils ennemi de ces desseins iniques  Vient de nous découvrir ces mortelles pratiques,  Il m'a donné sous main cet avertissement  Et pour vous assurer encor plus clairement  De toute leur menée et du biais qu'on doit prendre  Ces lettres que son père a reçu d'Alexandre,  Que votre Majesté peut lire s'il lui plaît  Et connaître sa main, jusques au moindre trait. "")","('SALOMÉ.', 'Si la fin se rapporte à son commencement,  La victoire est à nous, et pour cette orgueilleuse,  Cette nouvelle ruse est assez périlleuse,  Nous courons dans la lice, et nos fronts à peu près,  Ont, le mien du laurier, et le sien du cyprès. ')",51,139,0.52,Substitution
140,"('HÉRODE.', ""Donnez ah juste Ciel, il est donc véritable  Que de ces trahisons Alexandre est capable,  Que ces dénaturés sont des enfants de Roi  Qu'ils me veulent ravir ce qu'ils tiennent de moi,  Et qu'altérés d'un sang qui leur donna la vie  Ils ont pu sans mourir concevoir cette envie,  Ah mon ressentiment c'en est fait désormais  Chasse toute amitié ne l'écoute jamais.  Et bannis loin de moi cette amour importune  Qui seule a toujours fait ma mauvaise fortune,  Monstres vous connaîtrez si je suis résolu  D'user dorénavant d'un pouvoir absolu,  Et de vous témoigner dans ma juste colère  Que je suis votre Roi n'étant plus votre père,  Que violant l'honneur, et le sang et la foi,  Rien ne vous garantit de la commune loi,  Et que je puis venger avec ma propre injure  Celle que vous faisiez à toute la Nature. Il les lit."")","('HÉRODE.', ""Ô noire perfidie ! Ô trahison damnable !  Ô femme dangereuse ! Ô peste abominable !  Elle t'a pratiqué pour me faire périr,  Moi qui voulais tout perdre afin de l'acquérir.  Il t'en faut assurer, ou bien tu te hasardes,  Parlant à part à son Capitaine des Gardes.  Holà ! Qu'on vienne à moi, Capitaine des Gardes,  Prenez vos compagnons, sans bruit et promptement,  Allez trouver la reine en son appartement ;  Dites-lui qu'il s'agit au conseil d'une affaire,  Où je tiens sa présence être fort nécessaire,  N'oubliez pas cet ordre, allez-y de ce pas,  Conduisez-la vous-même, et ne la quittez pas : Car si vous y manquez, vous me répondrez d'elle.  Parlant à part à son Capitaine des Gardes. Phérore entre."")",52,140,0.0,Match
141,,"('LE CAPITAINE DES GARDES.', ""Je ferai le devoir d'un serviteur fidèle."")",-,141,1.0,Deletion
142,,"('PHÉRORE.', ""Madame, qu'a le roi, qui paraît interdit ? "")",-,142,1.0,Deletion
143,,"('SALOMÉ.', ""Nous le saurons tantôt, il ne m'en a rien dit. "")",-,143,1.0,Deletion
144,,"('PHÉRORE.', ""Voilà qu'il vient à nous tout changé de visage. "")",-,144,1.0,Deletion
145,,"('HÉRODE.', 'La reine pour me perdre a mis tout en usage. ')",-,145,1.0,Deletion
146,,"('SALOMÉ.', 'Vous rebutiez toujours nos fidèles avis. ')",-,146,1.0,Deletion
147,"('DIOPHANTE.', ""Seigneur si ce complot était moins important  J'eusse celé des maux qui vous affligent tant,  Et n'eusse point donné ces mauvaises nouvelles  Dont vous avez reçu les atteintes mortelles,  Mais quand tout le malheur eût dû tomber sur moi  Voyant qu'il s'agissait du salut de mon Roi  J'eusse cru mériter avec tous les complices  Et le même reproche, et les mêmes supplices,  Si j'eusse déguisé. "")","('HÉRODE.', ""J'ai beaucoup de regret qu'ils n'ont été suivis.  Mais voyant le péril j'ose bien me promettre,  Que vous approuverez l'ordre que j'y vais mettre.  Il faut prévenir ceux qui se veulent venger,  Et courir de bonne heure au-devant du danger,  Assistez au procès qu'aujourd'hui je veux faire.  Toi ne t'éloigne pas, car tu m'es nécessaire.  Se tournant vers l'Échanson."")",53,147,0.16,Substitution
148,"('HÉRODE.', ""Sois secret seulement,  Je te suis obligé de ce bon mouvement  Et tu verras un jour si je sais reconnaître  Les bonnes volontés que tu me fais paraître,  Mais je les vois venir ces monstres ces ingrats  Recevoir un accueil qu'ils n'en espèrent pas. "")","('HÉRODE, au Conseil.', ""Observant de l'État la blessure inhumaine,  Ôtons-en la partie où paraît la gangrène,  Opposons sagement l'antidote au poison,  Et gardons la rigueur contre la trahison.  Quoi, n'amène-t-on point encor ma criminelle ?  Pour la faire hâter, qu'on aille au devant d'elle.  En cette occasion je veux l'interroger,  Et mettre son procès en état de juger.  Mais la voici qui vient avec autant d'audace,  Que si je l'attendais pour implorer sa grâce :  On dirait que l'altière en mesurant ses pas  Dépite ma justice, et brave le trépas, "")",54,148,0.5,Substitution
149,"('HÉRODE.', ""N'approchez point de moi traîtres lâches perfides.  Non n'en approchez point barbares parricides,  Et ne prétendez plus sur vos fronts criminels  La première douceur des baisers paternels,  J'ai pour vous désormais de plus fortes tendresses  Je vous ai destiné de plus justes caresses,  ET pour cette amitié que vous avez pour moi  J'ai conservé pour vous celle que je vous dois,  Je vivais trop pour vous, vous ne l'avez pu feindre,  Oui, vous avez raison, oui vous le deviez craindre,  Et vous reconnaîtrez mieux que vous n'avez fait  Que je vis trop pour vous, que je règne en effet,  Et que je sais punir les desseins téméraires  Des horribles meurtriers, et des Rois, et des pères. "")","('HÉRODE.', ""Avance, malheureuse, hé bien méchante femme,  À qui j'avais donné la moitié de mon âme,  Et qui par le seul droit de cette sainte ardeur,  Partageais avec moi ma gloire et ma grandeur.  Dès sa conception ta race est avortée,  Ton piège est découvert, ta mine est éventée,  Et m'ayant pris pour but, par une juste loi,  La pointe de tes dards retourne contre toi ;  Voudrais-tu pallier ce crime manifeste,  Que nous a découvert la justice céleste ? "")",55,149,0.32,Substitution
150,,"('MARIANE.', 'Ces discours angoissés ont des obscurités,  Qui se rapportent fort au sang dont vous sortez. ')",-,150,1.0,Deletion
151,,"('HÉRODE.', 'Insolente, oses-tu me dire ces paroles ? ')",-,151,1.0,Deletion
