,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
132,"('MANUEL', ""Vous êtes courageux et discret; en tout tu me bats. L'épée acéto, parce que toujours à mes côtés  m'a appris à être courageux. Confiant A partir d'aujourd'hui j'essaie de vivre, à cause de qui ne vivra pas en sécurité qui ceinture généreusement ton acier ? Que lui seul me faisait peur."")","('Florestan', 'Puis-je sans  Voir qu’encor vous vueilliez me vaincre en courtoisie ? C’est trop, contentez-vous ; puis que je recognoy Qu’au combat vous l’avez emporté dessus moy, Je l’accepte pourtant, sans vous en faire excuse, Un si rare present jamais ne se refuse. Ce fer venant de vous, fera qu’en bataillant, J’apprendray desormais à devenir vaillant, Je ne m’en deferay pour quoy qui me survienne, Mais daignez s’il vous plaist vous servir de la mienne.')",111,101,0.52,Substitution
133,"('JUAN', ""Eh bien, Don Luis m'a appris dont je suis un invité obligé, je veux un autre cadeau que tu reçois de moi."")","('Licidas', 'J’accepte de bon cœur si vous le desirez, Ce gage d’amitié duquel vous m’honorez, Quoy que facilement chacun puisse  Qu’elle perdra beaucoup ayant changé de maistre.')",112,102,1.13,Substitution
134,"('MANUEL', 'Quel après-midi j’espère  payez tant de faveurs ! Vous rivalisez tous les deux pour me donner les honneurs.(COSME sort chargé de valiseset de coussins.)')","('Lizandre', 'Laissons ces compliments qui sont hors de saison.')",113,103,1.26,Substitution
135,"('COSME', 'Deux cent mille démons de sa fureur infernale donnent des témoignages,  devenir impitoyable  deux cent mille serpents que, saisissant un vol,  mets-moi debout dans le ciel,  du mandat opprimé de Dieu, par des jugements justes contraints,  Si je ne voulais pas vivre sans insultes en Galice ou dans les Asturies  plutôt que devant ce tribunal.')","('Carrille ', 'Au diable mille fois je donne la maison, Avec ceux qui m’ont fait esgarer par la ruë, J’ay esté deux heures planté comme une gruë A chercher le logis, et sans mentir je croy Que ces fils de putains se mocquoient tous de moy, L’un m’envoyoit en haut, l’autre en bas, il n’importe Je l’ay trouvé sans eux, le diable les emporte, Ils se rioient de moy, mais moy d’eux je me ris. Quoy c’est icy ce lieu qu’on appelle Paris, Dont on fait tant d’estat, ah ! grands Dieux j’en enrage, Je fais plus mille fois cas de nostre vilage, On y sçait en une heure autant comme en un jour, Car tous les chemins vont aboutir au carfour.')",114,104,0.57,Substitution
136,"('MANUEL', 'Rapport...')",,115,-,1.0,Insertion
137,"('COSME', 'Lerapport est rapporté.')","('Licidas', 'Ce valet est plaisant.')",116,105,1.5,Substitution
138,"('JEAN', ""Qu'en dis-tu ?"")","('Florestan', 'Tu prens trop de licence, Maraut, va bouffonner ailleurs qu’en ma presence.')",117,106,1.4,Substitution
139,"('COSME', ""Ce que je dis, c'est un traître qui cède devant son ennemi."")",,118,-,1.0,Insertion
140,"('LUIS', 'Quel ennemi ? Arrêt.')","('Lizandre', 'Laissez-le.')",119,107,1.21,Substitution
141,"('COSME', ""L'eau d'une source et d'une autre source."")",,120,-,1.0,Insertion
142,"('MANUEL', 'Etes-vous inquiet à ce sujet ?')",,121,-,1.0,Insertion
143,"('COSME', ""Il est livré avec des coussins et des valises dans la rue chargé et dans le fossé d'une fontaine j'ai donné,  et donc j'apporte tout  -comme dit le proverbe- plein de boue. Qui cela met-il dans la maison ?"")","('Florestan', 'Tes discours sont un peu bien hardis.')",122,108,1.74,Substitution
144,"('MANUEL', ""Sortez d'ici, vous êtes ivre. S'en aller."")",,123,-,1.0,Insertion
145,"('COSME', ""Si j'étais ivre, moins ma colère contre l'eau. Quand dans un livre je lis de mille sources  qui transforment diverses choses en leurs courants,  Je n'ai pas peur, si ici je décide que l'eau est née pour devenir du vin."")","('Carrille', 'J’avois leu que Paris estoit un paradis, Mais je croy qu’on dit vray, ce n’est pas chose estrange Qu’on nomme Paradis où l’on ne boit ne mange Sçachez que je croiray mon livre une autre fois.')",124,109,1.22,Substitution
146,"('MANUEL', ""S'il commence, dans un an  Cela ne finira pas."")",,125,-,1.0,Insertion
147,"('JUAN', 'Il a un humour étrange.')",,126,-,1.0,Insertion
148,"('LUIS', ""Seulement je voudrais de toi sais, si tu sais lire -comme ce jour dans le livre cité  échantillons-, pourquoi avez-vous commandé si lourd qu'une lettre lue ? De quoi vous détournez-vous ?"")","('Licidas', 'Tu sçais lire, et partant si tantost tu disois Que tu ne pouvois pas, c’estoit une imposture .')",127,110,1.01,Substitution
149,"('COSME', 'Parce que je sais lire dans les livres et non dans les lettres.')","('Carrille', 'Je ly bien le moûlé, mais non pas l’escriture')",128,111,1.04,Substitution
150,"('LUISC', ""'est bien répondu."")","('Florestan ', 'Il a bien réparé, je hay les ')",129,112,1.64,Substitution
151,"('MANUEL', ""Pour l'amour de Dieu, je vous demande de ne pas faire attention à lui. Vous apprendrez à le connaître et vous saurez que c'est moqueur."")",,130,-,1.0,Insertion
152,"('COSME', ""FaireJ'ai l'intention  Je me vante de mes moqueries. Pour certains je vous invite."")","('Carrille', 'Aux plus fins du mestier j’en feray des leçons, Laissez-y moy penser, et je vous feray dire Que vous n’eustes jamais un tel sujet de rire.')",131,113,0.53,Substitution
153,,"('Lizandre ', 'Monsieur, voilà la clef de vostre appartement, Je vous ay mis icy pour pouvoir librement Entrer quand vous voudrez sans qu’on vous divertisse.')",-,114,1.0,Deletion
154,,"('Florestan', 'Quand pourray-je jamais payer ce bon office ?')",-,115,1.0,Deletion
155,"('MANUEL', ""Eh bienil n'est pas tard,  parce que je m'en soucie, aujourd'hui je veux  faireune visite."")","('Lizandre', 'Si vous ne voulez pas si tost vous mettre au lit Pour tascher d’acquerir un peu plus d’appetit, Puis que vous estimez si peu vostre blesseure Allons nous promener il est encor bonne heure, Si nous allons au Cours Vous pourra dans Paris ravir la liberté.')",132,116,1.29,Substitution
156,"('JUAN', ""Jet'attends  pour dîner."")","('Florestan', 'Allons, je le veux bien, c’est ce que je desire.')",133,117,1.51,Substitution
157,"('MANUEL', 'Toi,Cosme, ces valises //ouvres et sors les vêtements ; pas les objectifs.')","('Lizandre', 'Descend là-bas Ariste, et va promptement dire Que le carroce vienne, et qu’on nous tienne prest Le soupé dans une heure.')",134,118,1.28,Substitution
158,"('JUAN', ""Si tu veux fermer, c'est depuis la chambre la clé, qui, bien que j'aie passe-partout juste au cas où je viendrais  en retard, plus que les deux autres n'ont pas ni une autre porte non plus ; donc c'est pratique,  et dans la chambre il la laisse et tous les jours  Ils viendront l'habiller. (Partez et COSME reste.)"")","('Florestan', 'Allons puis qu’il vous plaist. Carrille escoute un mot.')",135,119,1.45,Substitution
159,,"('Carrille', 'Bien Monsieur sans remise.')",-,120,1.0,Deletion
160,"('COSME', ""Mon trésor, viens ici, je le veux rendez-vous d'abord,  parce que voir déterminer combien nous avons volé en cours de route,  cela, comme dans les auberges les perles ne sont pas filées si fines comme à la maison, qui vit dans son entêtement le récit et la raison des lacérations,  il y a un équipement plus avantageux  mettre ma main, pas dans ma poitrine,  mais dans le sac de quelqu'un d'autre./  (Il ouvre une valise et en sort un sac.) Je suis tombé sur le mien ; c'est bon et bon,  Eh bien, ce jour la bonne s'est levée et est tombée enceinte. Je tiens à vous dire; C'est du temps perdu,  car quel mouton ai-je vendu ? à mon seigneur de regarder et de voir  si c'est vrai ? Quoi que cela puisse être. Votre valise est celle-ci ; des vêtements que je veux sortir, au cas où il se coucherait  si vite qu'il a ordonné que cela soit fait. Mais parce qu’il l’a ordonné, cela devrait-il être fait rapidement ? Parce qu'il l'a commandé,  Je n'ai pas besoin de le faire avant, parce que je suis un serviteur. Sortir un moment, c'est juste  prier dans un ermitage. Aimerez-vous ça, Cosmé ? J'aurais. Eh bien, Cosme, allez,  que nos goûts passent avant que nous les aimions.  (Voir. À travers une armoire qui sera faite avec des étagères et du verre, en l'enlevant avec des charnières comme si elle se délogeait, DOÑÁNGELA et ISABEL sortent.)"")","('Carrille ', 'Or ça revisitons un peu nostre valize, Voicy ma bourse, il faut que je voye à la fin Combien j’ay pu gaigner en tout nostre chemin. Quelle commodité que de ferrer la mule Si je ne l’avois fait je serois ridicule, On peut plus librement voler qu’à la maison, Je n’ay qu’à dire : « on conte icy hors de raison, Je n’ay jamais rien veu de plus opiniastre, L’hostesse des trois Rois n’a rien voulu rabattre, Elle est toute en un mot Qui me peut soutenir au nez que j’ay menti ? Contons Ma bourse est pleine, et puis ma valise estoit close, En voyageant ainsi je pourrois m’enrichir, Mais prenons notre linge et le portons blanchir. Pourquoy rien refermer, laissons tout de la sorte, J’ay la clef, c’est à faire (Il foüille dans la valize de son maistre, et prend son linge.)')",136,121,0.25,Substitution
161,"('ISABEL', 'La pièce est seule, dit-il Rodrigo, parce que cet invité et tes frères sont partis.')","('Isabelle ', 'Madame, tout à l’heure on me vient d’advertir Que vos freres et luy ne font que de sortir.')",137,122,1.43,Substitution
162,"('ANGELA', ""C'est pour ça que je pourrais oser faire juste cette expérience."")","('Angelique', 'Tout est-il prest ? entrons, je meurs d’impatience De voir de ton dessein la prompte experience. (Elles entrent dans la chambre de Florestan.)')",138,123,0.91,Substitution
163,"('ISABEL', ""Voyez-vous qu'il n'y a pas de problème pour arriver ici ?"")","('Isabelle', 'Qu’en dites-vous Madame ? est-il rien plus aisé ? L’esprit le plus subtil et le plus advisé Pourroit-il descouvrir jamais cette finesse ?')",139,124,1.6,Substitution
164,,"('Angelique', 'Je ne sçaurois assez admirer ton adresse.')",-,125,1.0,Deletion
165,"('ANGELA', ""Avant, Isabel, semble-t-il que tous ceux que j'ai prévenus Ils étaient très impertinents, Eh bien, nous n'en avons rencontré aucun,  que la porte facilement s'ouvre et se referme, sans qu'il soit possible de le lancer de voir."")","('Isabelle', 'Laissez-moy repasser, et je vous feray voir Comme on ne s’en sçauroit jamais apercevoir, Quand mesme on defferoit cette tapisserie On peut entrer soudain dans cette galerie Si quelqu’un survenoit, et la fermer ainsi, Poussez. (Elle repasse.)')",140,126,0.82,Substitution
166,"('ISABEL', 'Et pourquoi sommes-nous venus ?')","('Angelique', 'Je n’en suis plus maintenant en soucy, Il n’est rien de plus clair, la preuve en est certaine, Et je n’ay pas de peur que l’on nous y surprenne.')",141,127,1.96,Substitution
167,"('ANGELAA', ""devenir seule, que faire une seule méfait deux femmes il suffit de l'avoir imaginé, parce qu'en fin de compte, cela n'a pas plus de fondement qu'il n'y en a j'en ai parlé deux fois  et je serai déterminé -étant vrai que c'est ça monsieur celui qui pour moi  il a insisté, audacieux et courageux-, comme je te l'ai dit, regardons pour ton cadeau."")","('Isabelle ', 'Mais encor dites moy quel est vostre dessein ? Quoy Madame aurions-nous pris tant de peine en vain ? Quel fruit pretendez-vous tirer, ou quelle joye, Si vous ne voulez pas le voir ny qu’il vous voye ?')",142,128,0.97,Substitution
168,"('ISABEL', 'Voicivous avez celui que votre frère vous a apporté et une épée dans un buffet.')",,143,-,1.0,Insertion
169,"('ANGELA', ""Viens ici. Mon écriture est-ce qu'ils ont amené ici ?"")","('Angelique', 'Si je puis découvrir que nostre Hoste est celuy Qui m’a par sa valeur secouruë aujourd’huy, Estant blessé pour moy, dois-je pas Isabelle Par mes soins procurer qu’il cognoisse mon zele, Et m’informer aussi comme va sa santé ? C’est le moins que je doy. Mais qui m’a transporté Mon cabinet icy ? ')",144,129,1.53,Substitution
170,"('ISABEL', 'Diodans cette délire mon seigneur. Il a dit de le mettre ici avec message écrit  et mille livres différents.')","('Isabelle', 'Madame, vostre frere S’est tantost contre moy quasi mis en colere, Car je ne voulois pas en effect qu’on l’hostat, Il l’a voulu par force, et que l’on apportast Des plumes, du papier, de l’ancre, une escritoire Et des livres aussi qui sont dans cette armoire En grande quantité ; c’est pour le divertir.')",145,130,0.81,Substitution
171,"('ANGELA', 'Il y a deux valises par terre.')","('Angelique', 'A ce conte il n’est pas si tost prest à partir, Courage tout va bien, grand Dieu tu favorises Aujourd’huy mes desseins. Voilà ses deux valises.')",146,131,1.58,Substitution
172,"('ISABEL', ""Et ouvre. Madame, voulez-vous Voyons ce qu'il y a dedans ?"")","('Isabelle', 'Ouy Madame, elles sont ouvertes, et pouvons Visiter ce qu’il a.')",147,132,0.63,Substitution
173,"('ANGELA', 'Oui, je veux bêtement regardez quels vêtements et bijoux apporte.')","('Angelique', 'Je le veux bien, voyons Comme il est ')",148,133,1.63,Substitution
174,"('ISABEL', ""Soldatet prétendant,  Ce sera très mal décoré. (Ils enlèvent tout ce qu'ils disent et l'étalent dans toute la pièce.)"")",,149,-,1.0,Insertion
175,"('ANGELA', ""Qu'est-ce que c'est?"")","('Isabelle', 'Mais s’il s’en aperçoit ?')",150,134,1.29,Substitution
176,"('ISABEL', 'De nombreuxarticles.')",,151,-,1.0,Insertion
177,"('ANGELA', 'Sont-ils des femmes ?')",,152,-,1.0,Insertion
178,"('ISABEL', 'Non,madame, mais les processus à venir cousu et pèse beaucoup.')","('Angelique ', 'Tire tout il n’importe. (Isabelle tire tout ce qu’il y a dans la valize du maistre, et l’espand par la place.)')",153,135,1.44,Substitution
179,"('ANGELA', ""Eh bien, si c'étaient des femmes, ils étaient plus légers. Dommage que tu t'arrêtes là."")","('Angelique', 'Qu’est-ce là que tu tiens ?')",154,136,1.21,Substitution
180,"('ISABEL', 'Il y a des vêtements blancs ici.')","('Isabelle', 'Un bel habit d’esté. Qu’il est riche et superbe, ah quelle propreté ! Madame peut-on voir de plus belles chemises ? Pour moy je ne crois pas qu’il les ait jamais mises ; Quelle belle dentelle, et quel beau point-couppé Mais qu’est-ce que cela qu’il tient enveloppé Dans ce papier broüillart')",155,137,1.59,Substitution
181,,"('Angelique', 'Attend que je le voye. Ce sont de beaux rubans, avec deux bas de soye.')",-,138,1.0,Deletion
182,"('ANGELA', 'Des odeurs ?')","('Isabelle', 'Ouvrons ce cuir, je sens quelque chose dedans, Cela ressemble aux fers d’un arracheur de dents. Que fait-il de cela ? Dieux que je suis surprise.   (Elle l’ouvre.)')",156,139,1.69,Substitution
183,"('ISABEL', 'Oui, ça sent le propre.')","('Angelique', 'A-t’-on jamais parlé d’une telle sottise ? Vois-tu pas que ceux-cy servent pour le raser, Ceux-là pour la moustache, et ceux-cy pour friser.')",157,140,1.87,Substitution
184,,"('Isabelle', 'Voicy deux oreillers de satin amaranthe')",-,141,1.0,Deletion
185,"('ANGELA', ""C'est le meilleur parfum."")","('Angelique', 'Ce sont coussins d’odeur, ah ! qu’elle est excellente.')",158,142,0.43,Substitution
186,"('ISABEL', ""Il a les trois qualités blanc, doux et fin. Mais, madame, qu'est-ce que c'est ? peau avec quelques fers  de différents outils ?"")","('Isabelle', 'Ce sont icy des gands, des mouchoirs, des colets Des mules de velours, et deux beaux bracelets. Des peignes, un miroir, ah la belle toillette, Mais que peut-il garder fermé dans cette boëtte ?')",159,143,1.22,Substitution
187,,"('Angelique', 'Ouvre, c’est de l’Iris')",-,144,1.0,Deletion
188,"('ANGELA', ""Échantillon à voir. Jusqu'ici, chose  d'un cure-dent, semble-t-il,  mais ce sont des pinces  et l'élévateur pompadour  et ces moustaches."")","('Isabelle', 'En verité Madame il est fort  Voicy force papiers.')",160,145,1.25,Substitution
189,"('ISABEL', ""Article, brosse et peigne. Hé, sois prévenu, l'invité ne manquera pas l'ajustement de sa chaussure."")",,161,-,1.0,Insertion
190,"('ANGELA', 'Pourquoi ?')","('Angelique', 'Monstre.')",162,146,0.46,Substitution
191,"('ISABEL', 'Parce queelle est là.')",,163,-,1.0,Insertion
192,"('ANGELA', 'Y a t-il plus?')",,164,-,1.0,Insertion
193,"('ISABEL', 'Oui, madame, objet, comme la forme des billets, fichierseconde.')","('Isabelle', 'Tenez Madame.')",165,147,0.67,Substitution
194,"('ANGELA', ""Échantillon. Ils sont et contiennent celui d'une femme plus que du papier. Un portrait il est ici."")","('Angelique', 'Dieux ! qu’est-ce que je voy ? ce sont lettres de femme Qui luy parlent d’amour, je veux voir leur secret, Desployons-les. Ah Dieux ! quel excellent portrait ! Isabelle voy-le, je crois que la nature A mis tous ses tresors dedans cette peinture, Et si l’original pouvoit estre aussi beau,')",166,148,0.89,Substitution
195,"('ISABEL', ""Qu'est-ce quivous suspend ?"")",,167,-,1.0,Insertion
196,"('ANGELA', 'Le voir, quelle beauté  Même les graffitis sont amusants.')","('Isabelle', 'Sans doute vous seriez jalouse du tableau.')",168,149,1.32,Substitution
197,"('ISABEL', 'Il paraît que cela vous a pesé à emporter.')",,169,-,1.0,Insertion
198,"('ANGELA', 'Comme tu es stupide !  Ne regarde plus.')","('Angelique', 'Tay toy, ces sots discours me mettent en colere, Va , ne tire plus rien.')",170,150,1.32,Substitution
199,"('ISABEL', ""Etqu'est-ce que tu essaies ?"")","('Isabelle', 'Que pretendez-vous faire ?')",171,151,0.72,Substitution
200,"('ANGELA', 'Laissez un ticket écrit dessus. Prenez le portrait. (Commence àécrire.)')","('Angelique', 'Puis qu’icy j’ay de quoy, je veux à ce galand Escrire un mot de lettre. (Elle se sied, et se met à escrire.)')",172,152,1.48,Substitution
201,"('ISABEL', ""Pendant ce temps la valise du serviteur Je dois voir. C'est de l'argent : les quatrièmes taux sont insolents,  cela, dans la république où Ce sont les princes et les rois les doublons et les réaux,  Ils sont la plèbe commune. je dois me moquer de lui et ça doit être comme ça : enlevez l'argent d'ici  à ce laquais et mets  quelques charbons Ils diront : où diable les as-tu ? cette femme ?, pas d'avertissement que cela s'est produit en novembre et qu'il y a un brasero dans la pièce."")","('Isabelle', 'Et pour moy cependant Je veux revisiter icy cette autre male, C’est celle du valet, voicy du linge sale, Quels infames haillons, mais quel est ce livret, C’est l’Almanach de l’an mil six cens vingt et sept, Des brosses, une estrille, un pair de décrotoire Un bonnet gras sans coiffe Deux gands despairiés, un grand chanteau Un morceau de fromage, ah ! le sale vilain, Des tenailles, des clous, un marteau, des mouchettes Du savon, un fusil, un pacquet d’allumettes, Des cartes, des cornets, des dez, un chausse-pié, Un peigne gras encor rompu par la moitié, Voicy sa bource, il faut maintenant que je voye Combien il a d’argent, voicy de la monnoye, Des doubles Courage il ne faut point consulter là-dessus, Prenons-les et mettons des charbons à la place, Il deviendra tantost aussi froid qu’une glace, Et se verra sans doute en estrange soucy. (Elle tire les hardes de la valize de Carrille.)')",173,153,0.58,Substitution
202,"('ANGELA', ""J'ai écrit. Qu'en pensez-vous  où j'ai laissé le journal,  parce que, si mon frère vient, tu ne le vois pas ?"")",,174,-,1.0,Insertion
203,"('ISABEL', ""Là, en bas  de la serviette qu'ils ont  les oreillers qui, une fois retirés sera forcément vu et il n'en fait pas partie d'ici là il faut marcher."")",,175,-,1.0,Insertion
204,"('ANGELA', 'Vous prévenez très bien.  Mettez-le là et partez le collectionner  tous ça.')","('Angelique', 'Ma lettre est faite , il faut que je la laisse icy, Raccomode le tout, rajuste ces valizes.')",176,154,1.08,Substitution
205,"('ISABEL', 'Regardeils se tordent  la clé maintenant.')","('Isabelle', 'J’entens ouvrir la porte, ah Dieux nous sommes prises, Sauvons-nous promptement.')",177,155,1.15,Substitution
206,"('ISABEL', ""Placardm'a félicité. (Ils fouillent le placard et il reste comme avant. COSME sort.)"")","('Angelique', 'Laisse tout comme il est, Je mets ma lettre là. (Elles se retirent par les ais.)')",178,156,1.14,Substitution
207,"('COSME', ""Puisqu'il m'a servi, je veux le faire à moindre coût J'adore un autre service. Mais qui vend notre propriété ? C'est comme ça que fait Almoneda della ? Le Christ vit, semble-t-il Place de la Cebada  la pièce avec nos marchandises! Qui est ici? Personne n'est là, pour Dieu, et s'il l'est, il ne veut pas  répondre. Ne me réponds pas,  Je déteste qu'il jette pour voir que je suis un ennemi des intervenants. Avec ça  l'humour, bon ou mauvais  -si je dois parler discrètement-, Je tremble de peur ; mais, comme cela m'a laissé le messer des bijoux libérer mon argent, arriver  et fouiller les valises cent et quatre cents fois. Mais qu'est-ce que je vois ? Dieu vit, ça le transforme en charbon ! Lutin, lutin,  qui que tu sois et qui que tu sois,  l'argent que tu donnes dans ce que vous commandez, il revient,  mais celui que je vole, pourquoi ? (DON JUAN, DON LUIS et DON MANUEL sortent.)"")","('Carrille ', 'Bon, mon fait est tout prest, Que veut dire cela ? qui m’a fait ce mesnage, Qui nous a mis ainsi nos hardes au pillage ? En fait-on un encan ? Dieux je tremble de peur, Seroit-ce quelque diable, ou bien quelque enchanteur ? Personne ne respond, j’ay bien peur pour ma bourse, Si mon argent est pris où sera ma resource ? Allons-y voir, j’en tremble, ah Dieux c’est tout de bon, Ce diable a transformé mon argent en charbon, Autre que luy n’eust peu me traiter de la sorte, Personne n’est entré, j’ay la clef de la porte : Esprit change en charbon l’argent qui vient de toy, Mais celuy que je vole à mon maistre pourquoy ? Voilà ce que nous sert un trafic illicite, Et comment un argent mal acquis nous profite. Qui me peut maintenant r’asseurer les esprits ? Je suis icy tout seul, sans doute je suis pris, A l’ayde mes amis, au secours de Carrille, Empeschez que le diable à present ne l’estrille, Il est en son pouvoir.')",179,157,0.63,Substitution
208,"('JUAN', 'De quoi tu parles ?')","('Licidas', 'Dy, qui te fait crier ?')",180,158,1.08,Substitution
209,,"('Carrille', 'Il ne m’a pas laissé Messieurs un seul denier.')",-,159,1.0,Deletion
210,"('LUIS', ""Qu'est-ce que tu as ?"")","('Florestan', 'Parle, t’a-t-on battu, t’as-t-on fait quelque injure ?')",181,160,1.71,Substitution
211,,"('Carrille', 'Vous ne croirez jamais cette estrange adventure.')",-,161,1.0,Deletion
212,"('MANUEL', 'Que vous est-il arrivé ?Parlez.')","('Lizandre', 'Dy-le donc, qui t’empesche à present de parler ?')",182,162,0.9,Substitution
213,"('COSME', ""C'est de la belle désinvolture ! Si vous avez un locataire,  monsieur, dans votre maison un elfe,  pourquoi nous as-tu reçus ? en elle? Un bref instant que j'ai raté d'ici, les vêtements  de telle manière et de telle manière J'ai trouvé ça, tout dispersé,  Cela ressemble à une vente aux enchères."")","('Carrille', 'Pourquoy vous forcez-vous à le dissimuler ? Si l’on me voit icy transporté de la sorte, Vous en sçavez la cause, ou le diable m’emporte, Si vous gardez ceans pour nous prendre au filet, Un diable familier, ou quelque  Pourquoy nous avez-vous, Monsieur, à la malheure Donné pour logement cette estrange demeure ?')",183,163,0.13,Substitution
214,,"('Lizandre', 'Es-tu fou ? parles-tu de bon')",-,164,1.0,Deletion
215,,"('Carrille', 'Je n’ay point beu depuis que je suis à Paris, Non, non, je ne ris point, voyez cet équipage, L’Esprit dont je vous parle a fait tout ce mesnage, Je n’ay fait que sortir à quatre pas d’icy, A mon retour j’ay veu tout nostre fait ainsi, Je ne ments point, Monsieur, c’est chose veritable.')",-,165,1.0,Deletion
216,"('JEAN', 'Il manque quelque chose?')","('Lizandre', 'Ne te manque-t’il rien ?')",184,166,0.0,Match
217,"('COSME', ""Rienil ne manque rien. Argent seulement que j'avais dans ce sac, c'était le mien, ça me transforme  dans les charbons."")","('Carrille', 'Mon argent que ce diable M’a pris, ou converty pour le moins en charbon.')",185,167,0.41,Substitution
218,"('LUIS', 'Oui, je comprends.')",,186,-,1.0,Insertion
219,"('MANUEL', 'Quelle ridicule moquerie vous prévenez ! Comme il fait froid et sans air !')","('Florestan', 'Ah ! l’insigne maraut.')",187,168,1.55,Substitution
220,"('JUAN', ""Comme c'est mauvais et comme c'est impertinent !"")","('Licidas', 'O le mauvais bouffon !')",188,169,0.58,Substitution
221,,"('Lizandre', 'Pour ce  Sont-ce là ces beaux traits ?')",-,170,1.0,Deletion
222,,"('Carrille', 'Que le diable m’entraine Au plus creux de l’enfer, si je vous ments d’un mot.')",-,171,1.0,Deletion
223,,"('Licidas', 'O le ')",-,172,1.0,Deletion
224,"('COSME', 'Ce n’est pas une moquerie, Dieu vit !')","('Florestan', 'Si je prens un baston, avec tes menteries Tu conteras ailleurs tes ')",189,173,1.17,Substitution
225,"('MANUEL', ""Chut, tu es comme d'habitude."")","('Carrille', 'Et bien je me tairay Monsieur, puis qu’il vous plaist, Mais')",190,174,1.19,Substitution
226,"('COSME', ""C'est vrai, je suis plus susceptible de l'être à mon avis parfois."")",,191,-,1.0,Insertion
227,"('JEAN', ""Reste avec Dieu et va te coucher,  Don Manuel, sans vous le révéler l'elfe de l'auberge, et je te conseille d'essayer autre moquerie du serviteur. (Sortie.)"")","('Lizandre', 'Dedans un moment le souper sera prest, On vous advertira, mais n’ayez point d’ombrage Que nostre  J’en demeure garand, Adieu, pour ce garçon Faites qu’il estudie un peu mieux sa leçon, Il nous feroit pleurer pensant nous faire rire.')",192,175,0.53,Substitution
228,"('LUIS', ""Ce n'est pas en vain que tu es si courageux comme tu es, si tu dois marcher  toujours à nu l'épée, sortir du pétrin  dans quoi ce fou va te mettre. (Sortie.)"")","('Licidas ', 'Tay toy, tu feras mieux, il te faut interdire Le mestier de bouffon si tu t’en veux mesler, Au plus chaud de l’esté tu nous ferois geler. (Ils s’en vont.)')",193,176,0.92,Substitution
229,"('MANUEL', ""Voyez-vous comment ils me traitent pour vous ? Tout le monde pense que je suis fou,  parce que je souffre de toi. À n’importe qui la partie que je vais m'arriver mille affronts à cause de toi."")","('Florestan', 'Et bien traistre, qui peut souffrir tes impudences, Je reçoy mille affronts pour tes impertinences, Tu vois qu’en ma presence on se mocque de moy.')",194,177,0.39,Substitution
230,"('COSME', ""Tu es déjà seul et je n'ai pas à te forcer moquerie au corps à corps I, parce que seulement en troisième peut ayez-en un avec votre père. Deux mille démons m'emmènent,  Si ce n'est pas vrai que je suis parti et ceci, celui qui est parti,  a fait ces ravages."")","('Carrille', 'Vous ne voulez donc pas me croire sur ma foy ? Que sur tous les mal-heurs, mon mal-heur soit extreme, Si ce que je vous dy n’est la verité mesme. Voudrois-je bouffonner seul à seul avec vous ? En entrant j’ay trouvé tout sans dessus-dessous, Comme vous le voyez, ce n’est point une fable Que ce soit un esprit, ou que ce soit un diable, Pour moy je n’en sçay rien.')",195,178,0.75,Substitution
231,"('MANUEL', ""Avecça maintenant tu veux t'excuser de bêtise. Ramasser ce que tu as étalé et va au lit."")","('Florestan', 'Tu penses m’abuzer, Et reparer ta faute, en voulant t’excuser, Fut-il jamais au monde une telle insolence ? Regarde ces papiers qui me sont d’importance En quel estat ils sont.')",196,179,0.59,Substitution
232,"('COSME', 'Monsieur,  dans une barque...')",,197,-,1.0,Insertion
233,"('MANUEL', 'Tais-toi, tais-toi ou vive Dieu !, Que ta tête se brise.')",,198,-,1.0,Insertion
234,"('COSME', ""Pleure-moi profondément qu'une telle chose m'arriverait. Maintenant, il s'agit d'emballage  encore les adhérents de mes valises. Oh mon Dieu ! Qui avait la trompette du jugement des joyaux, pourquoi d'une seule voix  Ils sont tous venus !"")","('Carrille', 'Je puisse estre bruslé, Je puisse estre à present tout vif escartelé, Je puisse voir du ciel la foudre toute preste A tomber dessus moy.')",199,180,0.94,Substitution
235,,"('Florestan', 'Je te rompray la teste Si tu contestes plus, insolent, c’est assez.')",-,181,1.0,Deletion
236,"('MANUEL', 'Lumières,  Cosme.')","('Carrille', 'Vous m’ Je ne veux pas mourir, je veux encore vivre, Je sçay fort bien pourtant que je ne suis pas yvre. (il va pour jetter')",200,182,1.5,Substitution
237,"('COSME', ""Eh bienqu'est-ce qui ne va pas chez vous ?monsieur ? Avez-vous trouvé il y a du monde là-dedans ?"")",,201,-,1.0,Insertion
238,"('MANUEL', ""/J'ai découvert le lit, Cosme, m'allonger et me trouver sous la serviette du lit ce billet fermé, et déjà écrasé Il m'admire davantage."")","('Florestan', 'Laisse-là mes papiers, j’en auray le  Rajuste tout le reste. Atten, que voy-je icy ? Une lettre fermée.  (Il trouve la lettre.)')",202,183,0.78,Substitution
239,"('COSME', 'Qui vient ?')","('Carrille', 'A qui s’adresse-t’elle ?')",203,184,1.01,Substitution
240,"('MANUEL', 'Pour moi, mais de façon étrange...')","('Florestan', 'A moy d’une façon certes toute nouvelle.')",204,185,0.83,Substitution
241,"('COSME', 'Comment dites-vous ?')","('Carrille', 'Comment ?')",205,186,0.54,Substitution
