,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
141,,"('LA VIEILLE.', ""Passe pour cette fois, mais n'y retourne plus."")",-,139,1.0,Deletion
142,"('DOM FERDINAND', ""Le flux perpétuel de vos larmes perdues, Ces plaintes parmi l'air vainement épandues, Depuis tantôt dix ans me lassent désormais, Vous vous devez résoudre à cette heure ou jamais. L'affliction d'abord ébranla ma constance, Et le plus magnanime était sans résistance Ainsi que nous frustrés de l'espoir d'un enfant, - Le cœur au souvenir de tristesse me fend -. Furieux toutefois se venger sur moi-même, Révoltés du vouloir de ce destin suprême, Toujours toujours en deuil, n'avoir aucun repos, N'avoir autre penser, n'avoir autre propos, M'amie, la raison, l'âge, la conscience Y répugnent: plutôt munis de patience, Ne trouvons pas mauvais que qui donne les biens, Les honneurs, les enfants, les ôte comme siens."")","('DON JEAN, seul.', ""À peine mon vaisseau s'éloigne du rivage, Qu'un Neptune jaloux veut exciter l'orage, À peine dans la lice ai-je fait quelques pas, Qu'un fantôme importun me dit, ne poursuis pas, Et lâche que je suis presque dans la bonace, Je cède au moindre effort du vent qui me menace, Et mon coeur infidèle après un juste choix, Veut ce semble obéir à cette injuste voix. Quel démon d'intérêt en mes routes divines Sème confusément la fange et les épines, Et pour me détourner d'un but si souhaité, Oppose l'infamie et la difficulté ? Forçons, forçons, mon coeur, ce rempart inutile, Rien n'est aux vrais amants honteux ni difficile. Insolents ennemis de mon affection, Rang, honneur, qualité, naissance, ambition, Adieu, retirez-vous, sortez de ma pensée, De vos lâches conseils mon âme est offensée, En vain vous combattez ce vainqueur que je sers, Qui me dompte à ma gloire, et m'honore en ses fers. Quel noble sentiment, partisan de ma flamme, Me fait voir glorieux ce que je crûs infâme ? Et quels nouveaux rayons ont sitôt dissipé Les vapeurs dont mon coeur était enveloppé. Je sens qu'il est plus calme, et mon âme éclairée Dans ce beau champ d'Amour marche plus assurée. Le Ciel rit à mes voeux, l'air me semble plus doux. C'est l'effet du Soleil qui s'approche de nous. Voyant Précieuse."")",64,140,0.0,Match
143,,"('LE CAPITAINE.', 'Il faut entretenir le feu qui le consomme.')",-,141,1.0,Deletion
144,,"('LA VIEILLE.', 'Le voilà.')",-,142,1.0,Deletion
145,,"('LE CAPITAINE.', ""C'est assez."")",-,143,1.0,Deletion
146,"('GUIOMAR', ""Pourquoi donc ne me vient sa colère assouvie Reprendre l'usufruit odieux de la vie ?"")","('PRÉCIEUSE.', ""Hé bien mon Gentilhomme, Avez-vous médité dessus votre dessein ? Et sentez-vous encore même ardeur dans le sein ? Êtes-vous résolu d'entre en notre bande ?"")",65,144,0.94,Substitution
147,,"('DON JEAN.', ""Mais veut-on m'honorer d'une faveur si grande ?"")",-,145,1.0,Deletion
148,,"('PRÉCIEUSE.', 'Vous êtes-vous tâté de toutes les façons ? Car enfin...')",-,146,1.0,Deletion
149,,"('DON JEAN.', ""Hé ! mon âme à quoi tant de soupçons ? J'ai remis en tes mains et mon sort et ma vie, Tu peux en disposer au gré de ton envie. Le dessein que j'ai fait de vivre sous tes lois, Doit m'élever plus haut que le trône des Rois, Juge si ma fortune en si beau lieu placée, Me peut faire dédire et changer de pensée."")",-,147,1.0,Deletion
150,,"('PRÉCIEUSE.', 'Venez donc suivez-moi, vous serez enrôlé. Voici le Cavalier dont on vous a parlé.')",-,148,1.0,Deletion
151,"('DOM FERDINAND', 'Son secours paraîtra lorsque sans murmurer Pareille affliction vous saurez endurer.')","('LE CAPITAINE.', ""Bon, la façon m'en plaît, sa taille, et tous ses gestes, Sont d'un adroit voleur les preuves manifestes, J'attends de lui beaucoup en ce qu'il entreprend, Et sa mine promet quelque chose de grand. Tu sois le bienvenu, cher soldat de Mercure, Apprends de ce nom seul quelle est ton aventure. Le Ciel de ses faveurs fut ainsi libéral, Donnant à notre armée un Dieu pour général, Rien n'échappe à nos mains avec ses artifices, Et nous hasardons tout sous ses divins auspices, Cet avertissement doit déjà t'animer."")",66,149,1.05,Substitution
152,"('GUIOMAR', ""Le moins qu'au criminel permette la justice Est de se pouvoir plaindre endurant son supplice."")","('DON JEAN, bas.', 'Le glorieux motif !')",67,150,1.04,Substitution
153,"('DOM FERDINAND', ""Pour un temps mon avis au contraire ne va, Excusables alors que l'esclandre arriva : Je ne sache lionne, ourse, louve de Trace Que n'eût atteinte au vif la perte de sa race. Moi-même demeuré perclus de ma raison, Fruits douloureux cueillis en leur propre saison, De qui le temps depuis efface la mémoire, Car dessur quels malheurs n'a-t-il point la victoire ?"")","('LE CAPITAINE.', ""Pour te faire estimer Dans la profession que tu veux entreprendre, Observe bien nos lois, que je te vais apprendre. Éloigne en premier lieu ce fantôme d'honneur, Si tu veux réussir avec quelque bonheur, C'est un fâcheux démon jaloux de notre adresse, Qui raffine surtout, et de tout s'intéresse, Dont les tristes conseils, et les sévères lois, Chargent de fers dorés les sujets et les Rois, Et nous portant au bien le moins digne d'envie, Retranchent les trois parts des plaisirs de la vie, Loin donc cet ennemi de nos contentements, Loin la honte du blâme, et la peur des tourments, Après ces bons avis tu peux prendre les armes."")",68,151,0.24,Substitution
154,,"('DON JEAN.', ""L'honorable milice ! Ô Dieux qu'elle a de charmes !"")",-,152,1.0,Deletion
155,"('GUIOMAR', ""Le père au pris de nous aime légèrement, Un maternel amour marche tout autrement. Mon deuil se rafraîchit en la fuite de l'âge Et l'espoir de la tombe unique le soulage, Mille objets à l'envi se présentent qui font Le coup de ma douleur chaque jour plus profond. Verrai-je une beauté qui me la remémore ? Quelque bouton vermeil qui commence à s'éclore ? Des larmes, des regrets débondent furieux, Contrainte de me prendre au ciel injurieux, Qui ne darda plutôt sa colère enflammée Sur moi que sur le chef d'une innocente aimée, Sur moi qui ne peux plus chez Lucine espérer Un surjon de neveux paravant qu'expirer. Encore ne savoir au vrai la destinée Autre Hécube me rend de fureur forcenée."")","('LE CAPITAINE.', ""Nous cherchons les combats dont la bourse est le prix, Où la gloire consiste à n'être point surpris, Où la subtilité l'emporte sur la force. Là, l'espoir du butin nous est bien quelque amorce, Le gain donne un plaisir, mais il s'en faut beaucoup Qu'il égale celui d'avoir fait un beau coup, Éprouve cette joie, et quoi que tu hasardes, Songe qu'il faut duper qui se tient sur ses gardes, Endormir de discours ceux que nous réveillons, Et paraître en repos lorsque nous travaillons, Comme il faut plus d'esprit, notre âme est plus ravie Quand un heureux effet succède à son envie. Être prompt, avisé, hardi, subtil, adroit, Tirer sans qu'on le sente une bague du doigt, Dénouer un collier, fouiller dans une poche, Prendre quoi que ce soit à qui que l'on approche, Affiner le plus fin, et le moins empêché, Escamoter partout, dans le Temple, au marché, Relever ce qui tombe, et serrer ce qui traîne, Tout nous duit, tout nous plaît, tout est bon, quoi qu'on prenne Des gants, une chemise, un mouchoir, un chapeau, Une poule, un coq d'Inde, un mouton, une peau, Tandis qu'un frère chasse, entretenir le maître, Lui déguiser son bien jusqu'à le méconnaître, Faire la guerre à l'oeil, que rien ne soit perdu, Bref, le livrer jamais ce que l'on a vendu, C'est à quoi notre esprit applique son étude, Secondé de nos mains et de leur promptitude."")",69,153,0.19,Substitution
156,,"('DON JEAN.', 'Le royal passe-temps ! Quel divertissement ! Et que jusques ici le métier est charmant !')",-,154,1.0,Deletion
157,"('DOM FERDINAND', ""Incroyable prodige elle fondit ainsi Que ravie au chaos du Tartare noirci, Petite bégayant une première enfance, D'âge ou la chasteté ne redoute d'offense, Surprise dans l'enclos des lares paternels, Lares qui font pâlir d'effroi les criminels, Où Thémis chaque jour prononce ces oracles À ce fatal méchef vains et faibles obstacles. La malice du siècle ores tient à mépris Les juges et les lois, un forfait entrepris. Inspiré nonobstant de certain bon augure J'espère la revoir avant ma sépulture."")","('LE CAPITAINE.', ""Ne te rebute pas de nos plaisants mystères Pour l'ordre du carcan, le fouet ou les galères, Pour quelque trait de corde, ou ces petits affronts Dont on punit ici les plus fameux larrons : Que pas un de ces maux n'ébranle ta constance, Et si ton mauvais sort te fait surprendre en France, Comme un présent du roi, reçois la fleur de Lys, Par ces marques d'honneur nous sommes ennoblis, Un bon soldat s'anime en voyant ses blessures, Et sans rien avouer nous souffrons les tortures, Au pouvoir du prévôt un de nous est-il mis, Il subit châtiment, non pour ce qu'il a pris, Mais pour être si sot de s'être laissé prendre. Qui ne sait son métier doit tâcher de l'apprendre, Cela le subtilise en autre occasion, Et le rend bien plus prompt à l'exécution."")",70,155,0.0,Match
158,,"('DON JEAN, bas.', ""Qu'on prépare mon âme à d'agréables choses."")",-,156,1.0,Deletion
159,"('GUIOMAR', ""Frivole espoir, hélas! que le désir conçoit, Et qui les malheureux d'ordinaire déçoit. Or un soupçon depuis ce rapt me continue Que la chétive fut à l'écart retenue, Des larrons effrontés que Bohèmes on dit."")","('LE CAPITAINE.', ""Passons de quelque épine en des plaines de roses. Nous possédons sans peur mille trésors divers, Et nous sommes Seigneurs de ce grand Univers, Nous chassons dans les bois et dessus les montagnes, Nous jouissons des biens des plus riches campagnes, La terre à nos désirs offre tout avec choix, Les forêts au besoin nous présentent du bois, Les fontaines de l'eau, les coteaux de l'ombrage, Les rochers un abri quand il fait quelque orage, Les vignes des raisins, les étangs des poissons, Les arbres et les champs des fruits et des moissons, Enfin avec nous, pour peu que tu t'exposes, Sans qu'il te coûte rien espère toutes choses."")",71,157,0.72,Substitution
160,,"('DON JEAN.', 'Qui ne serait ravi de ces commodités ?')",-,158,1.0,Deletion
161,"('DOM FERDINAND', ""Rien moins, j'emploierai lors mon pouvoir, mon crédit À la faire chercher par leur troupe éperdue Qui s'en allait coupable aussi soudain pendue. Soit que ce soit, voyez de ne vous attrister, Ains ma perte voisine à la sienne ajouter."")","('LE CAPITAINE.', ""Jamais nous ne logeons dans l'enclos des Cités, Les dehors sont plus beaux, plus sûrs, et plus utiles, C'est là que nous plantons nos pavillons mobiles, Et nous en délogeons au moins quand il nous plaît, Là, notre emmeublement se trouve toujours prêt, Les gazons sont nos lits, et la belle prairie À nos palais volants sert de tapisserie, Nous y voyons aussi quantité de tableaux, Jamais dedans la Flandre il n'en fut de si beaux, L'art ne saurait atteindre à ces vivants ouvrages, Et Nature elle-même a fait ces paysages. Ce cuir impénétrable aux rigueurs des saisons Nous fait braver le Ciel dans ces faibles maisons, Les tonnerres grondants sont pour nous des musiques, Les vents impétueux des zéphyrs pacifiques, Les éclairs des flambeaux, la pluie un bain charmant, Et les neiges enfin un rafraîchissement : Ainsi toujours contents nous passons notre vie Exempts d'ambition, de soucis, et d'envie, Ce beau dérèglement ne te charme-t-il pas ?"")",72,159,0.77,Substitution
162,,"('DON JEAN.', ""Oui certes, et le trône a beaucoup moins d'appas."")",-,160,1.0,Deletion
163,"('GUIOMAR', ""Dieu m'en garde, l'amitié conjugale plus forte L'excès de ce mien deuil modérera de sorte, Que seule à l'engloutir dans l'âme désormais Un époux débonnaire il ne fâche jamais."")","('LE CAPITAINE.', ""Au reste, tu peux prendre en l'ardeur qui t'enflamme Cette jeune beauté pour maîtresse ou pour femme."")",73,161,0.8,Substitution
164,"('CAPITAINE ÉGYPTIEN', ""Approche, gentilhomme, et l'oreille tendue, Reçois l'instruction de nos lois entendue. Tu auras Précieuse, excellente beauté, Sous deux titres divers, une de loyauté, Tu la peux posséder exempte d'infamie En qualité de femme ou de fidèle amie, N'importe, mais au choix, avise que, léger, Tu n'auras plus après le pouvoir de changer ; Chacun selon le sort accepté se contente, Sur la couche d'autrui d'adultère n'attente, Au premier délinquant l'inévitable mort Juges nous reconnaît en suprême ressort. Juges, exécuteurs ;: son corps sans sépulture Les corbeaux et les loups va fournir de pâture. Sais-tu quel changement licite nous faisons ? Lors que la femme arrive en l'arrière-saison Permis de se pourvoir sur le commun chez celle Qui se voudra laisser prendre à notre étincelle, Qui belle eût désiré un beau greffe assorti, Tel mutuel amour à son effet sorti, Autrement du tout point : reste que ton envie S'informe sur l'état d'un consorce de vie. Le monde universel nous accepte bourgeois, Seigneurs des prés, des monts, des campagnes, des bois, Qui nobles n'exerçons l'agriculture vile, Non captifs pour le gain dans l'enclos d'une ville. Notre vocation Mercure l'enseigna, Qui les bœufs d'Apollon dérobant n'épargna. Telle coutume on tient autrefois usitée Chez le peuple guerrier de Sparte l'indomptée, Quiconque se laissait surprendre châtié, Ainsi le sommes-nous sans espoir de pitié, L'adextre vigilance au métier nécessaire, Joint que pour quelque vent de fortune contraire, Les galères, le fouet, ne faut s'épouvanter. On ouï le bon soldat ses blessures vanter, Exemple glorieux qu'imité notre troupe, Où l'épaule parfois de quelqu'un se découpe, Où l'ordre du carcan le montre en plein marché, Moqué, hué, sifflé, tout un jour attaché. Tu ne dois, compagnon, trouver le cas étrange, Si tu veux acquérir et profit et louange. Délibère averti, le temps te le permet, Sur les difficultés qu'aux yeux on te remet."")","('PRÉCIEUSE.', ""Arrêtez là de grâce, et ne poursuivez point, Il est tombé d'accord avec moi sur ce point. Que s'il veut renoncer aux lois que j'ai prescrites, Je préfère l'honneur à ces rares mérites, Nul de vous n'a pouvoir dessus ma volonté, N'en disposez donc pas avec autorité, Ce droit nous appartient avec plus de justice, Je l'ai fait espérer à deux ans de service, Mais quoi que le serment semble nous obliger, Il nous est libre encore de nous en dégager, Consultez-vous, Monsieur, touchant cette promesse, Recueillez votre coeur du sommeil qui le presse, Arrachez le bandeau qui vous couvre les yeux, Soyez plus raisonnable, enfin choisissez mieux, Votre équipage est là, vous pouvez le reprendre."")",74,162,0.15,Substitution
165,,"('LA VIEILLE.', 'Je ne pourrais jamais me résoudre à le rendre, Accordez-nous plutôt.')",-,163,1.0,Deletion
166,"('DOM JEAN', ""Gaies difficultés, qui me semblent faciles, Douces difficultés en délices fertiles, Que j'embrassais plutôt de pure affection, Possesseur du parfait de la perfection, Qui ferait renoncer aux Dieux leur ambroisie, Même condition de fortune choisie."")","('DON JEAN.', ""Je te suis donc suspect ? Quoi dans beaucoup d'amour crains-tu peu de respect ? Non, non, engage encore mes flammes amoureuses A des conditions qui soient plus rigoureuses, Mon coeur est une cire où tu ne peux imprimer Ces chastes sentiments qui te font estimer, Mais sache que pour toi ce même coeur de cire Changera de nature après ce doux martyre, Et que pour mieux garder ton vouloir souverain Il deviendra plus dur que le fer ou l'airain. Oui, ta seule présence entretiendra ma joie, Je serai trop content pourvu que je te voie, Et si l'Amour m'excite à quelque autre plaisir, Un baiser tout au plus bornera mon désir, Puis-je pas espérer ce remède à ma flamme ?"")",75,164,0.0,Match
167,,"('PRÉCIEUSE.', ""Oui, si sage d'ailleurs..."")",-,165,1.0,Deletion
168,"('PRÉCIEUSE', ""Tu contes, cavalier sans ton hôte voulant Un capitaine peut absolu sur ma vie, Non sur ma chasteté à moi seule asservie, Inexpugnable fort que tu battrais en vain, Des faveurs assisté de tout le genre humain, Si ta foi ne l'éprouve une couple d'années, Tes flammes du respect vertueux refrénées, Que pourrait exiger quelque reine de toi. C'est la clause sans plus que je te ramentoi Accordée entre nous d'une amitié future, Au refus de passer outre ne t'aventure, Ton équipage entier absent à peine un jour, Tu n'as qui chez les tiens empêche le retour."")","('DON JEAN.', ""N'en doute plus mon âme. Et vous mon Capitaine, il me faut octroyer Un mois d'apprentissage a ce noble métier."")",76,166,0.9,Substitution
169,,"('LE CAPITAINE.', ""C'est trop de la moitié pour être passé maître, Après deux ou trois vols assure-toi de l'être."")",-,167,1.0,Deletion
170,"('DOM JEAN', ""Ombrageuse, ne crains que ma foi se démente, Que ma flamme amoureuse, encor que véhémente, À la force jamais osât s'émanciper, Sur le terme prescrit osât anticiper, Trop heureux de jouir du discours, de la vue, Tout au plus d'un baiser surpris à l'impourvue, Après ma pénitence accomplie espérant La moisson des travaux semés en endurant, Pleine moisson cueillie ès champs de l'hyménée, Qui par-dessus l'espoir te rendra fortunée. Ores, chers compagnons, ai-je à vous supplier D'un mois d'apprentissage à faire le métier, À devenir pratic en manière de prendre, D'emprunter des voisins, et de ne jamais rendre, Mon défaut supplée de ces deux cens ducats Que vous départirez, jaçoit que peu de cas."")","('DON JEAN.', ""Souffrez que dans ce temps je n'en fasse pas un, Ces quatre cents ducats départis au commun Suppléeront au défaut de cette main oisive, Prenez-les pour ma part du bien dont je vous prive, Après qu'on laisse faire à mes secrets efforts, Mon adresse d'abord s'attaque aux coffres fors."")",77,168,0.0,Match
171,"('CAPITAINE ÉGYPTIEN', ""Ta libéralité nous oblige unanimes, Véritables amis qui savons, magnanimes, Un bienfait reconnu à l'extrême besoin, Mourir pour son auteur chacun l'épée au poin. Or selon la coutume, apprend qu'un nom de guerre Nous déguise inconnus quelque part que l'on erre : Andres sera le tien, séant à ta vertu, Approuvé du commun le refuseras-tu ?"")","('LE CAPITAINE.', ""Ta générosité n'eut jamais son égale, Oui, ces riches effets de ta main libérale, Font résoudre la troupe à quoi que tu voudras, Dispose de nos coeurs ainsi que de nos bras. Il reste maintenant à prendre un nom de guerre Qui te fasse inconnu courir toute la terre, Hérite de celui du plus fameux voleur Qui jamais parmi nous signala sa valeur, Il se nommait Andrés, plaît-il à ton envie ?"")",78,169,0.0,Match
172,"('DOM JEAN', ""Nullement, nullement, je l'accepte honorable, Je l'accepte, à mon heur auspice favorable, Andres, nom glorieux, que m'impose l'amour, Ne m'abandonnera qu'après le dernier jour."")","('DON JEAN.', ""Je le conserverai de tout le temps de ma vie, Andrés, ha ! Que ce nom me semble glorieux, Puisqu'il m'est imposé pour servir ces beaux yeux !"")",79,170,0.24,Substitution
173,"(""TROUPE D'ÉGYPTIENS"", 'Vive le noble Andres, vive sa Précieuse, Que quiconque leur garde une haine envieuse Périsse misérable, et que toujours heureux Vive en bonne union ce beau pair amoureux.')","('LE CAPITAINE.', ""Donc que chacun de nous montre son allégresse, D'un si cher camarade exaltons la noblesse, Mêlons un doux concert à nos remerciements, Et faisons mille voeux pour ses contentements. Vive le noble Andrés, vive la Précieuse D'une vie à leur gré la plus délicieuse, Qu'Hymen joigne bientôt ce beau couple d'amants, Et que rien ne s'oppose à leurs embrassements. Les Égyptiens chantent en musique ces quatre vers."")",80,171,0.07,Substitution
174,"('CAPITAINE ÉGYPTIEN', ""Voilà qui vaut l'argent ; au surplus ta maîtresse Du fard Égyptien te donnera l'adresse, Te changera d'habits, crainte que découvers, L'affaire à nos dépens ne marche de travers. Sus, compagnons, venez me conduire à ma tente, Qu'économe loyal chacun là se contente."")","('LE CAPITAINE.', ""Voilà qui vaut l'argent, cet objet qui t'engage Du fard Égyptien t'enseignera l'usage, Surtout change d'habit pour notre sûreté, Et pour aller par tout avec liberté, Nous en avons toujours quelques-un dans nos tentes Pour ceux qui sont reçus au métier que tu tentes : Tandis, pour éviter tout accident fatal, Je vais rendre l'honneur qu'on doit au Sénéchal, Notre bande a besoin du pouvoir qu'il possède, Déjà depuis deux jours nous rodons dans Tolède Sans la permission qu'il nous faut obtenir, Adieu, demeurez seuls pour vous entretenir."")",81,172,0.0,Match
175,,"('LA VIEILLE.', ""Enfin tout est à nous, homme, argent et bagage, Mais allons de plus près visiter l'équipage."")",-,173,1.0,Deletion
176,"('ANDRES', ""Tu vois à la merci de ta beauté réduit Un esclave dévot qui sa fortune soit, Tu tiens l'âme et le corps, rien de moi ne me reste, Volontaire forçat d'un comite céleste Qui présume de lui le traitement humain. Me le jures-tu pas par cette blanche main, Par ces soleils bessons, astres de ma lumière ? Par l'empire conquis sur la dive écumière ? Tu flottes incertaine, et semble que tes yeux Offusquent leur clarté de nuaus soucieux."")","('LE CAPITAINE.', ""Puissant Dieu des matois, et des subtilités, Mercure inspire lui tes bonnes qualités, Afin qu'aux yeux de tous il vole en assurance, Et trompe des Argus l'exacte vigilance. Suivez-moi Compagnons, tous en ordre rangés, Ces ducats au retour vous seront partagés."")",82,174,0.01,Substitution
177,"('PRÉCIEUSE', ""L'amour ne marche point sans crainte soucieuse, Crainte qui voirement afflige Précieuse, Sur l'incommodité qu'elle prévoit souffrir À qui vient compagnon de misère s'offrir."")","('ANDRES.', ""Enfin j'ai le bonheur où mon amour aspire, Mon sort est dans tes mains, je vis sous ton empire, Me voilà ton sujet, et j'ai reçu tes lois, C'est trop pour égaler la fortune des Rois. Ce n'est point le pouvoir que ce titre leur donne Qui m'attache avec joie auprès de ta personne, Ce n'est point un espoir de leurs vaines grandeurs Qui contente mes sens et nourrit mes ardeurs, Ce n'est point ce hasard contre qui l'on déclame, Qui fait voir dans tes fers et mon corps et mon âme, C'est ce charme adorable, invisible et puissant Que forment tes attraits, et ton coeur innocent, C'est cet esprit divin dont ce beau corps s'anime, Qui s'est acquis partout une si haute estime, C'est ce je ne sais quoi qui brille dans tes yeux Capable d'enchanter et les Rois et les Dieux. Ainsi puisque l'Amour et ta seule puissance Me rangent aujourd'hui sous ton obéissance, Espère que ces noms et d'esclave et d'amant Ne me feront traiter que favorablement, Me le jure tu pas par la céleste flamme Que ces deux Astres bruns lancent jusqu'en mon âme ? Par la réflexion de ce feu glorieux Que l'un et l'autre joue emprunte de tes yeux, Par ce vivant corail qui fait tant de miracles, Et qui rend tous les jours mille divins oracles. Me le jure tu pas par ce berceau d'Amour, Où, comme dans tes yeux, ce Dieu fait son séjour ? Par ces monts animés dont le beau privilège Peut enflammer les coeurs à l'aspect de leur neige, Et par ce noble tout, ouvrage précieux Que formèrent l'Amour, la Nature et les Dieux : Mais à te voir si triste en mon bonheur insigne, Il semble que déjà tu m'en juges indigne."")",83,175,0.45,Substitution
178,"('ANDRES', ""Telle appréhension preuve que ta belle âme Ressent quelque bluette éprise de ma flamme, Impassible me donne un courage plus fort Qu'il ne faut à dompter ce qu'enverra le sort. Tu es mon heur, tu es débile, plus à plaindre, Tu me causes à moi plus de cause de craindre Que ce corps délicat n'expire sous le faix De la profession pénible que tu fais, Exposée aux chaleurs, aux extrêmes froidures. Et aux dérisions d'un vulgaire trop dures. Toutefois patients, l'heure pourra venir. Quel papier aperçois-je à ce beau sein tenir ?"")","('PRÉCIEUSE.', ""Me dois-je réjouir de vous avoir réduit À quitter un beau tour pour une affreuse nuit, À quitter des rayons pour un nuage sombre, La gloire pour la honte, et le Soleil pour l'ombre, Les plaisirs pour la peine, et les biens pour les maux, Un repos assuré pour de rudes travaux, Une Princesse enfin pour une Égyptienne ? Non, Seigneur, croyez-moi, quelque honneur qui m'en vienne, Je vous estime trop pour ne m'affliger pas Du tort que je vous fais par mes faibles appas."")",84,176,0.52,Substitution
179,"('PRÉCIEUSE', ""La hâte que l'on eut de changer de demeure Depuis me le gardait plié dedans le sein."")",,85,-,1.0,Insertion
180,"('ANDRES', 'Qui te le présenta, ma vie, à quel dessein ?')","('ANDRES.', ""Que ton affliction console bien mon âme ! Que ton regret me plaît ! Que ta froideur m'enflamme ! Il est donc vrai, mon coeur, que ta sainte amitié Fait déjà le devoir d'une chaste moitié : Mais ne plains point mon sort digne qu'un Dieu l'envie, Et juge mieux de l'heur qui va suivre ma vie, Trouvais-je pas en toi sans forcer mes désirs Ma gloire, mon repos, mes biens et mes plaisirs ? Tes yeux ne sont-ils pas des Soleils ? Et ces astres N'écarteront-ils par loin de moi les désastres ? N'ont-ils pas pour rayons mille feux pétillants ? Et pour être un peu noirs en sont-ils moins brillants ? Non, non, d'une façon qui n'est point coutumière Cette noirceur éclate et me rend la lumière, Contre l'ordre du monde elle fait un beau jour, Et rallume partout le flambeau de l'Amour, Mais pardonneras-tu ma première licence ?"")",86,177,0.51,Substitution
181,,"('PRÉCIEUSE.', 'Oui, puisque vous avez une entière puissance.')",-,178,1.0,Deletion
182,"('PRÉCIEUSE', ""Inconnu quant au nom, un poète de Séville, Premier à son rapport en la douceur du style, Déjà deux ou trois fois même présent m'a fait."")","('ANDRES.', ""D'où te vient ce papier ? Que son destin est doux ! Il a aperçu dans son sein le papier du poète."")",87,179,0.43,Substitution
183,"('ANDRES', ""Dis que de ta beauté c'est bien le moindre effet."")","('PRÉCIEUSE.', ""Si c'est une douceur que de faire un jaloux, Ce poulet en ce lieu vous donne de l'ombrage, Avouez."")",88,180,1.04,Substitution
184,"('PRÉCIEUSE', ""Miracle ! ce ducat mérite qu'on l'enchâsse, Métal incompatible au métier de Parnasse."")","('ANDRES.', 'Nullement.')",89,181,1.62,Substitution
185,,"('PRÉCIEUSE.', ""L'auteur vaut bien l'ouvrage."")",-,182,1.0,Deletion
186,,"('ANDRES.', 'Je le crois.')",-,183,1.0,Deletion
187,,"('PRÉCIEUSE.', 'Tout de bon ?')",-,184,1.0,Deletion
188,,"('ANDRES.', 'Oui certes.')",-,185,1.0,Deletion
189,"('ANDRES', ""Tu as raison vraiment, que je lise ces vers Sur un sujet conçus qu'adore l'univers."")","('PRÉCIEUSE.', ""Cependant, Je veux de son rival faire mon confident, Tenez, après cela doutez que je vous aime, Car je ne l'ai point lu."")",90,186,1.16,Substitution
190,"('PRÉCIEUSE', ""Tandis nous serrerons l'argent, et la louange, En cas d'extrémité indifférents au change."")","('ANDRES.', 'La faveur est extrême.')",91,187,0.88,Substitution
191,"('ANDRES', ""Certes un tel esprit, ses ardeurs exprimant, Les dames à l'amour oblige infiniment, Capable d'animer les roches et les glaces, Belle fille, il aurait part en mes bonnes grâces."")","('PRÉCIEUSE.', ""J'en espère pourtant un aimable entretien, Il est un peu remis. À part."")",92,188,1.06,Substitution
192,,"('ANDRES, à part, ayant lu.', 'Mon coeur ne crains plus rien.')",-,189,1.0,Deletion
193,,"('PRÉCIEUSE.', 'Lisez haut, vous riez.')",-,190,1.0,Deletion
194,"('PRÉCIEUSE', ""Laide, mais qu'on n'attrape à si légers appas : Ne crains capricieux qu'il marche sur tes pas, Séparés de trop loin sa mémoire me passe, Comme la nue en l'air qui ne laisse de trace. Mais allons te choisir l'équipage décent Auquel tu ne t'iras toi-même connaissant."")","('ANDRES.', ""Il faut bien que je rie De l'agréable effet de cette tromperie, Ce sont des vers."")",93,191,0.94,Substitution
195,"('ANDRES', ""Allons, ma gardienne, allons, douce geôlière, Me choisir un cachot proche de ta lumière, Viens ton captif Alcide, Omphale, déguiser, Selon qu'il te plaira désormais aviser."")","('PRÉCIEUSE.', ""Hé bien, c'est le parler des Dieux, Le style en est plus doux, et persuade mieux."")",94,192,0.95,Substitution
196,"('CLÉMENT', ""Au secours, mes amis, empêchez que la rage De ces mâtins félons plus avant ne m'outrage, Demi-mort déchiré sur les membres partout. Hé ! qui tient ici tant de cabanes debout ? Quelques Pâtres possible abattus sous Morphée. Ô Cieux, une fureur d'ire plut échauffée Les acharne sur moi : à l'aide, secourez, Et du proche trépas ce chétif recourez."")","('ANDRES.', ""Je chante dans les fers mieux qu'un Égyptien, Vous me réjouissez en me donnant la gêne : Mais pourquoi joignez-vous le repos à ma chaîne ? Suis-je si malheureux de n'être propre à rien ? L'esclave trop oisif souffre un double tourment, Servez-vous du pouvoir que mon destin vous donne D'un emploi près de vous honorez ma personne, Et ne rejetez pas les voeux d'un pauvre amant. Il lit tout haut ces vers."")",95,193,0.0,Match
197,,"('PRÉCIEUSE.', ""Hé bien qu'en dites-vous ? Ce n'est pas un novice, Voyez qu'adroitement il m'offre son service."")",-,194,1.0,Deletion
198,"('I. ÉGYPTIEN', ""Quelqu'un qui de nos chiens ignorait l'embuscade S'écrie à haute voix, je me le persuade,"")","('ANDRES.', ""Voilà pour un captif parler bien librement, Mais il ne devait pas finir si pauvrement, L'Amour est de ce mal la mortelle ennemie, Et pour un pauvre amant je serais endormie."")",96,195,1.18,Substitution
199,,"('PRÉCIEUSE.', ""Ainsi que de ses vers vous rirez de l'objet."")",-,196,1.0,Deletion
200,,"('ANDRES.', ""Mais qui t'en ferait voir sur un autre sujet ?"")",-,197,1.0,Deletion
201,,"('PRÉCIEUSE.', 'De qui ?')",-,198,1.0,Deletion
202,,"('ANDRES.', ""Dissimulons. D'un jeune gentilhomme Mon plus intime ami, qui t'aime. Bas."")",-,199,1.0,Deletion
