la-fontaine-daphne,quinault-atys,Score
"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",-,0.0
"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",-,0.0
"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",-,0.0
"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",-,0.0
"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",-,0.0
"('#un-berger', ""L'ennemi commun est mort."")",-,0.0
"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",-,0.0
"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",-,0.0
"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",-,0.0
"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",-,0.0
"('#un-chasseur', ""L'ours ne vit plus."")",-,0.0
"('#un-berger', ""L'ours a passe l'onde noire."")",-,0.0
"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",-,0.0
"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",-,0.0
"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",-,0.0
"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",-,0.0
"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",-,0.0
"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",-,0.0
"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",-,0.0
"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",-,0.0
"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",-,0.0
"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",-,0.0
"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",-,0.0
"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",-,0.0
"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",-,0.0
"('#aminte', 'Aurait-elle mieux répondu ?')",-,0.0
"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",-,0.0
"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",-,0.0
"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",-,0.0
"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",-,0.0
"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",-,0.0
"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",-,0.0
"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",-,0.0
"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",-,0.0
"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",-,0.0
"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",-,0.0
"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",-,0.0
"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",-,0.0
"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",-,0.0
"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",-,0.0
"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",-,0.0
"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",-,0.0
"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",-,0.0
"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",-,0.0
"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",-,0.0
"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",-,0.0
"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",-,0.0
"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",-,0.0
"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",-,0.0
"('#daphne', 'Il le faut.')",-,0.0
"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",-,0.0
"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",-,0.0
"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",-,0.0
"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",-,0.0
-,"('#temps', ""En vain j'ai respecté la célèbre mémoire Des héros des siècles passés ; C'est en vain que leurs noms si fameux dans l'histoire, Du sort des noms communs ont été dispensés : Nous voyons un héros dont la brillante gloire Les a presque tous effacés."")",0.0
-,"('#heures', ""Ses justes lois, Ses grands exploits Rendront sa mémoire éternelle : Chaque jour, chaque instant Ajoute encor à son nom éclatant Une gloire nouvelle. La déesse Flore conduite par un des zéphyrs s'avance avec une troupe de nymphes qui portent divers ornements de fleurs."")",0.0
-,"('#temps', ""La saison des frimas peut-elle nous offrir Les fleurs que nous voyons paraître ? Quel dieu les fait renaître Lorsque l'hiver les fait mourir ? Le froid cruel règne encore ; Tout est glacé dans les champs, D'où vient que Flore Devance le printemps ?"")",0.0
-,"('#flore', ""Quand j'attends les beaux jours, je viens toujours trop tard, Plus le printemps s'avance, et plus il m'est contraire ; Son retour presse le départ Du héros à qui je veux plaire. Pour lui faire ma cour, mes soins ont entrepris De braver désormais l'hiver le plus terrible, Dans l'ardeur de lui plaire on a bientôt appris À ne rien trouver d'impossible."")",0.0
-,"('#temps #flore', ""Les plaisirs à ses yeux ont beau se présenter, Sitôt qu'il voit Bellone, il quitte tout pour elle ; Rien ne peut l'arrêter Quand la gloire l'appelle. Le choeur des heures répète ces deux derniers vers. La suite de Flore commence des jeux mêlés de danses et de chants."")",0.0
-,"('#zephir', ""Le printemps quelquefois est moins doux qu'il ne semble, Il fait trop payer ses beaux jours ; Il vient pour escorter les jeux et les amours, Et c'est l'hiver qui les rassemble. Melpomène qui est la muse qui préside à la tragédie, vient accompagnée d'une troupe de héros, elle est suivie d'Hercule, d'Antaee, de Castor, de Pollux, de Lyncée, d'Idas, d'Étéocle, et de Polynice."")",0.0
-,"('#melpomene', ""Retirez-vous, cessez de prévenir le temps ; Ne me dérobez point de précieux instants : La puissante Cybele Pour honorer Atys qu'elle a privé du jour, Veut que je renouvelle Dans une illustre cour Le souvenir de son amour. Que l'agrément rustique De Flore et de ses jeux, Cède à l'appareil magnifique De la muse tragique, Et de ses spectacles pompeux. La suite de Melpomène prend la place de la suite de Flore. Les héros recommencent leurs anciennes querelles. Hercule combat et lutte contre Antaee, Castor et Pollux combattent contre Lyncée et Idas, et Etéocle combat contre son frère Polynice. Iris, par l'ordre de Cybele, descend assise sur son arc, pour accorder Melpomène et Flore."")",0.0
-,"('#iris', ""Cybele veut que Flore aujourd'hui vous seconde. Il faut que les plaisirs viennent de toutes parts, Dans l'empire puissant, où règne un nouveau Mars, Ils n'ont plus d'autre asile au monde. Rendez-vous, s'il se peut, dignes de ses regards ; Joignez la beauté vive et pure Dont brille la nature, Aux ornements des plus beaux arts. Iris remonte au ciel sur son arc, et la suite de Melpomène s'accorde avec la suite de Flore. "")",0.0
-,"('#melpomene #flore', ""Rendons-nous, s'il se peut, dignes de ses regards ; Joignons la beauté vive et pure Dont brille la nature, Aux ornements des plus beaux arts."")",0.0
-,"('#le-temps #les-heures', 'Préparez de nouvelles fêtes, Profitez du loisir du plus grand des héros ;')",0.0
-,"('#temps #flore #melpomene', 'Préparez de nouvelles fêtes Préparons de nouvelles fêtes Profitez du loisir du plus grand des héros Profitons du loisir du plus grand des héros.')",0.0
-,"('#ensemble', 'Le temps des jeux, et du repos, Lui sert à méditer de nouvelles conquêtes.')",0.0
-,"('#atys', ""Allons, allons, accourez tous, Cybele va descendre. Trop heureux phrygiens, venez ici l'attendre. Mille peuples seront jaloux Des faveurs que sur nous Sa bonté va répandre."")",0.0
-,"('#idas #atys', 'Allons, allons, accourez tous, Cybèle va descendre.')",0.0
-,"('#atys', ""Le soleil peint nos champs des plus vives couleurs, Il a séché les pleurs Que sur l'émail des prés a répandu l'aurore ; Et ses rayons nouveaux ont déjà fait éclore Mille nouvelles fleurs."")",0.0
-,"('#idas', ""Vous veillez lorsque tout sommeille ; Vous nous éveillez si matin, Que vous ferez croire à la fin Que c'est l'amour qui vous éveille."")",0.0
-,"('#atys', ""Non, tu dois mieux juger du parti que je prends. Mon coeur veut fuir toujours les soins et les mystères ; J'aime l'heureuse paix des coeurs indifférents ; Si leurs plaisirs ne sont pas grands, Au moins leurs peines sont légères."")",0.0
-,"('#idas', ""Tôt ou tard l'amour est vainqueur, En vain les plus fiers s'en défendent, On ne peut refuser son coeur À de beaux yeux qui le demandent. Atys, ne feignez plus, je sais votre secret. Ne craignez rien, je suis discret. Dans un bois solitaire et sombre, L'indifférent Atys se croyait seul, un jour ; Sous un feuillage épais où je rêvais à l'ombre, Je l'entendis parler d'amour."")",0.0
-,"('#atys', ""Si je parle d'amour, c'est contre son empire, J'en fais mon plus doux entretien."")",0.0
-,"('#idas', ""Tel se vante de n'aimer rien, Dont le coeur en secret soupire. J'entendis vos regrets, et je les sais si bien Que si vous en doutez je vais vous les redire. Amants qui vous plaignez, vous êtes trop heureux : Mon coeur de tous les coeurs est le plus amoureux, Et tout près d'expirer je suis réduit à feindre ; Que c'est un tourment rigoureux De mourir d'amour sans se plaindre ! Amants qui vous plaignez, vous êtes trop heureux."")",0.0
-,"('#atys', ""Idas, il est trop vrai, mon coeur n'est que trop tendre, L'amour me fait sentir ses plus funestes coups. Qu'aucun autre que toi n'en puisse rien apprendre."")",0.0
-,"('#sangaride #doris', 'Allons, allons, accourez tous, Cybèle va descendre.')",0.0
-,"('#sangaride', 'Que dans nos concerts les plus doux, Son nom sacré se fasse entendre.')",0.0
-,"('#atys', ""Sur l'univers entier son pouvoir doit s'étendre."")",0.0
-,"('#sangaride', 'Les dieux suivent ses lois et craignent son courroux.')",0.0
-,"('#atys #sangaride #idas #doris', 'Quels honneurs ! Quels respects ne doit-on point lui rendre ? Allons, allons, accourez tous, Cybèle va descendre.')",0.0
-,"('#sangaride', ""Écoutons les oiseaux de ces bois d'alentour, Ils remplissent leurs chants d'une douceur nouvelle. On dirait que dans ce beau jour, Ils ne parlent que de Cybèle."")",0.0
-,"('#atys', ""Si vous les écoutez, ils parleront d'amour. Un roi redoutable, Amoureux, aimable, Va devenir votre époux ; Tout parle d'amour pour vous."")",0.0
-,"('#sangaride', ""Il est vrai, je triomphe, et j'aime ma victoire. Quand l'amour fait régner, est-il un plus grand bien ? Pour vous, Atys, vous n'aimez rien, Et vous en faites gloire."")",0.0
-,"('#atys', ""L'amour fait trop verser de pleurs ; Souvent ses douceurs sont mortelles : Il ne faut regarder les belles Que comme on voit d'aimables fleurs. J'aime les roses nouvelles, J'aime à les voir s'embellir, Sans leurs épines cruelles, J'aimerais à les cueillir."")",0.0
-,"('#sangaride', ""Quand le péril est agréable, Le moyen de s'en alarmer ? Est-ce un grand mal de trop aimer Ce que l'on trouve aimable ? Peut-on être insensible aux plus charmants appas ?"")",0.0
-,"('#atys', ""Non vous ne me connaissez pas. Je me défends d'aimer autant qu'il m'est possible ; Si j'aimais, un jour, par malheur, Je connais bien mon coeur Il serait trop sensible. Mais il faut que chacun s'assemble près de vous, Cybèle pourrait nous surprendre."")",0.0
-,"('#atys #idas', 'Allons, allons, accourez tous, Cybèle va descendre.')",0.0
-,"('#sangaride', 'Atys est trop heureux.')",0.0
-,"('#doris', ""L'amitié fut toujours égale entre vous deux, Et le sang d'assez près vous lie : Quel que soit son bonheur, lui portez-vous envie ? Vous, qu'aujourd'hui l'hymen avec de si beaux noeuds Doit unir au roi de Phrygie ?"")",0.0
-,"('#sangaride', 'Atys, est trop heureux. Souverain de son coeur, maître de tous ses voeux, Sans crainte, sans mélancolie, Il jouit en repos des beaux jours de sa vie ; Atys ne connaît point les tourments amoureux, Atys est trop heureux.')",0.0
-,"('#doris', ""Quel mal vous fait l'amour ? Votre chagrin m'étonne."")",0.0
-,"('#sangaride', ""Je te fie un secret qui n'est su de personne. Je devrais aimer un amant Qui m'offre une couronne ; Mais, hélas ! Vainement Le devoir me l'ordonne, L'amour, pour mon tourment, En ordonne autrement."")",0.0
-,"('#doris', ""Aimeriez-vous Atys, lui dont l'indifférence Brave avec tant d'orgueil l'amour et sa puissance ?"")",0.0
-,"('#sangaride', ""J'aime, Atys, en secret, mon crime, est sans témoins. Pour vaincre mon amour, je mets tout en usage, J'appelle ma raison, j'anime mon courage ; Mais à quoi servent tous mes soins ? Mon coeur en souffre davantage, Et n'en aime pas moins."")",0.0
-,"('#doris', ""C'est le commun défaut des belles. L'ardeur des conquêtes nouvelles Fait négliger les coeurs qu'on a trop tôt charmés, Et les indifférents sont quelquefois aimés Aux dépens des amants fidèles. Mais vous vous exposez à des peines cruelles."")",0.0
-,"('#sangaride', ""Toujours aux yeux d'Atys je serai sans appas ; Je le sais, j'y consens, je veux, s'il est possible, Qu'il soit encor plus insensible ; S'il me pouvait aimer, que deviendrais-je ? Hélas ! C'est mon plus grand bonheur qu'Atys ne m'aime pas. Je prétends être heureuse, au moins, en apparence ; Au destin d'un grand roi je me vais attacher."")",0.0
-,"('#sangaride #doris', ""Un amour malheureux dont le devoir s'offense, Se doit condamner au silence ; Un amour malheureux qu'on nous peut reprocher, Ne saurait trop bien se cacher."")",0.0
-,"('#atys', ""On voit dans ces campagnes Tous nos phrygiens s'avancer."")",0.0
-,"('#doris', 'Je vais prendre soin de presser Les nymphes nos compagnes.')",0.0
-,"('#atys', 'Sangaride, ce jour est un grand jour pour vous.')",0.0
-,"('#sangaride', ""Nous ordonnons tous deux la fête de Cybèle, L'honneur est égal entre nous."")",0.0
-,"('#atys', 'Ce jour même, un grand roi doit être votre époux Je ne vous vis jamais si contente et si belle ; Que le sort du roi sera doux !')",0.0
-,"('#sangaride', ""L'indifférent Atys n'en sera point jaloux."")",0.0
-,"('#atys', ""Vivez tous deux contents, c'est ma plus chère envie ; J'ai pressé votre hymen, j'ai servi vos amours. Mais enfin ce grand jour, le plus beau de vos jours, Sera le dernier de ma vie."")",0.0
-,"('#sangaride', 'Ô dieux !')",0.0
-,"('#atys', ""Ce n'est qu'à vous que je veux révéler Le secret désespoir où mon malheur me livre ; Je n'ai que trop su feindre, il est temps de parler ; Qui n'a plus qu'un moment à vivre, N'a plus rien à dissimuler."")",0.0
-,"('#sangaride', 'Je frémis, ma crainte est extrême ; Atys, par quel malheur faut-il vous voir périr ?')",0.0
-,"('#atys', 'Vous me condamnerez vous-même, Et vous me laisserez mourir.')",0.0
-,"('#sangaride', ""J'armerai, s'il le faut, tout le pouvoir suprême..."")",0.0
-,"('#atys', ""Non, rien ne me peut secourir, Je meurs d'amour pour vous, je n'en saurais guérir ;"")",0.0
-,"('#sangaride', 'Quoi ? Vous ?')",0.0
-,"('#atys', 'Il est trop vrai.')",0.0
-,"('#sangaride', ""Vous m'aimez ?"")",0.0
-,"('#atys', ""Je vous aime. Vous me condamnerez vous-même, Et vous me laisserez mourir. J'ai mérité qu'on me punisse, J'offense un rival généreux, Qui par mille bienfaits a prévenu mes voeux : Mais je l'offense en vain, vous lui rendez justice ; Ah ! Que c'est un cruel supplice D'avouer qu'un rival est digne d'être heureux ! Prononcez mon arrêt, parlez sans vous contraindre."")",0.0
-,"('#sangaride', 'Hélas !')",0.0
-,"('#atys', ""Vous soupirez ? Je vois couler vos pleurs ? D'un malheureux amour plaignez-vous les douleurs ?"")",0.0
-,"('#sangaride', 'Atys, que vous seriez à plaindre Si vous saviez tous vos malheurs !')",0.0
-,"('#atys', 'Si je vous perds, et si je meurs, Que puis-je encore avoir à craindre ?')",0.0
-,"('#sangaride', ""C'est peu de perdre en moi ce qui vous a charmé, Vous me perdez, Atys, et vous êtes aimé."")",0.0
-,"('#atys', ""Aimé ! Qu'entends-je ? Ô ciel ! Quel aveu favorable !"")",0.0
-,"('#sangaride', 'Vous en serez plus misérable.')",0.0
-,"('#atys', ""Mon malheur en est plus affreux, Le bonheur que je perds doit redoubler ma rage ; Mais n'importe, aimez-moi, s'il se peut, d'avantage, Quand j'en devrais mourir cent fois plus malheureux."")",0.0
-,"('#sangaride', ""Si vous cherchez la mort, il faut que je vous suive ; Vivez, c'est mon amour qui vous en fait la loi."")",0.0
-,"('#atys', 'Hé comment ! Hé pourquoi Voulez-vous que je vive, Si vous ne vivez pas pour moi ?')",0.0
-,"('#atys #sangaride', ""Si l'hymen unissait mon destin et le vôtre, Que ses noeuds auraient eu d'attraits ! L'amour fit nos coeurs l'un pour l'autre, Faut-il que le devoir les sépare à jamais ?"")",0.0
-,"('#atys', 'Devoir impitoyable ! Ah quelle cruauté !')",0.0
-,"('#sangaride', ""On vient, feignez encor, craignez d'être écouté."")",0.0
-,"('#atys', ""Aimons un bien plus durable Que l'éclat de la beauté : Rien n'est plus aimable Que la liberté."")",0.0
-,"('#atys', ""Mais déjà de ce mont sacré Le sommet paraît éclairé D'une splendeur nouvelle. Sangaride s'avançant vers la montagne. La déesse descend, allons au devant d'elle."")",0.0
-,"('#atys #sangaride', 'Commençons, commençons De célébrer ici sa fête solennelle, Commençons, commençons Nos jeux et nos chansons. Le choeur répète ces deux derniers vers.')",0.0
-,"('#atys #sangaride', 'Il est temps que chacun fasse éclater son zèle. Venez, reine des dieux, venez, Venez, favorable Cybèle. Les choeurs répètent ces deux derniers vers.')",0.0
-,"('#atys', 'Quittez votre cour immortelle, Choisissez ces lieux fortunés Pour votre demeure éternelle.')",0.0
-,"('#les-choeurs', 'Venez, reine des dieux, venez.')",0.0
-,"('#sangaride', 'La terre sous vos pas va devenir plus belle Que le séjour des dieux que vous abandonnez.')",0.0
-,"('#les-choeurs', 'Venez, favorable Cybèle.')",0.0
-,"('#atys #sangaride', 'Venez voir les autels qui vous sont destinés.')",0.0
-,"('#atys #sangaride #idas #doris #choeurs', 'Écoutez un peuple fidèle Qui vous appelle, Venez, reine des dieux, venez, Venez, favorable Cybèle.')",0.0
-,"('#cybele', ""Venez tous dans mon temple, et que chacun révère Le sacrificateur dont je vais faire choix : Je m'expliquerai par sa voix, Les voeux qu'il m'offrira seront sûrs de me plaire. Je reçois vos respects ; j'aime à voir les honneurs Dont vous me présentés un éclatant hommage, Mais l'hommage des coeurs Est ce que j'aime davantage. Vous devez vous animer D'une ardeur nouvelle, S'il faut honorer Cybèle, Il faut encor plus l'aimer. Cybèle portée par son char volant, se va rendre dans son temple. Tous les phrygiens s'empressent d'y aller, et répètent les quatre derniers vers que la déesse a prononcés."")",0.0
-,"('#les-choeurs', ""Nous devons nous animer D'une ardeur nouvelle, S'il faut honorer Cybèle, Il faut encor plus l'aimer."")",0.0
-,"('#celaenus', ""N'avancez pas plus loin, ne suivez point mes pas ; Sortez. Toi ne me quitte pas. Atys, il faut attendre ici que la déesse Nomme un grand sacrificateur."")",0.0
-,"('#atys', 'Son choix sera pour vous, seigneur ; Quelle tristesse semble avoir surpris votre coeur ?')",0.0
-,"('#celaenus', ""Les rois les plus puissants connaissent l'importance D'un si glorieux choix : Qui pourra l'obtenir étendra sa puissance Partout où de Cybèle on révère les lois."")",0.0
-,"('#atys', ""Elle honore aujourd'hui ces lieux de sa présence, C'est pour vous préférer aux plus puissants des rois."")",0.0
-,"('#celaenus', ""Mais quand j'ai vu tantôt la beauté qui m'enchante, N'as-tu point remarqué comme elle était tremblante ?"")",0.0
-,"('#atys', ""À nos jeux, à nos chants, j'étais trop appliqué, Hors la fête, seigneur, je n'ai rien remarqué."")",0.0
-,"('#celaenus', ""Son trouble m'a surpris. Elle t'ouvre son âme ; N'y découvres-tu point quelque secrète flamme ? Quelque rival caché ?"")",0.0
-,"('#atys', 'Seigneur, que dites-vous ?')",0.0
-,"('#celaenus', ""Le seul nom de rival allume mon courroux. J'ai bien peur que le ciel n'ait pu voir sans envie Le bonheur de ma vie, Et si j'étais aimé mon sort serait trop doux. Ne t'étonnes point tant de voir la jalousie Dont mon âme est saisie, On ne peut bien aimer sans être un peu jaloux."")",0.0
-,"('#atys', ""Seigneur, soyez content, que rien ne vous alarme ; L'hymen va vous donner la beauté qui vous charme, Vous serez son heureux époux."")",0.0
-,"('#celaenus', ""Tu peux me rassurer, Atys, je te veux croire, C'est son coeur que je veux avoir, Dis-moi s'il est en mon pouvoir ?"")",0.0
-,"('#atys', 'Son coeur suit avec soin le devoir et la gloire, Et vous avez pour vous la gloire et le devoir.')",0.0
-,"('#celaenus', ""Ne me déguise point ce que tu peux connaître. Si j'ai ce que j'aime en ce jour L'hymen seul m'en rend-t-il le maître ? La gloire et le devoir auront tout fait, peut-être, Et ne laissent pour moi rien à faire à l'amour."")",0.0
-,"('#atys', ""Vous aimez d'un amour trop délicat, trop tendre."")",0.0
-,"('#celaenus', ""L'indifférent Atys ne le saurait comprendre."")",0.0
-,"('#atys', ""Qu'un indifférent est heureux ! Il jouit d'un destin paisible. Le ciel fait un présent bien cher, bien dangereux, Lorsqu'il donne un coeur trop sensible."")",0.0
-,"('#celaenus', ""Quand on aime bien tendrement On ne cesse jamais de souffrir, et de craindre ; Dans le bonheur le plus charmant, On est ingénieux à se faire un tourment, Et l'on prend plaisir à se plaindre. Va songe à mon hymen, et vois si tout est prêt, Laisse-moi seul ici, la déesse paraît."")",0.0
-,"('#cybele', ""Je veux joindre en ces lieux la gloire et l'abondance, D'un sacrificateur je veux faire le choix, Et le roi de Phrygie aurait la préférence Si je voulais choisir entre les plus grands rois. Le puissant dieu des flots vous donna la naissance, Un peuple renommé s'est mis sous votre loi ; Vous avez sans mes soins, d'ailleurs, trop de puissance, Je veux faire un bonheur qui ne soit du qu'à moi. Vous estimez Atys, et c'est avec justice, Je prétends que mon choix à vos voeux soit propice, C'est Atys que je veux choisir."")",0.0
-,"('#celaenus', ""J'aime Atys, et je vois sa gloire avec plaisir. Je suis roi, Neptune est mon père, J'épouse une beauté qui va combler mes voeux : Le souhait qui me reste à faire, C'est de voir mon ami parfaitement heureux."")",0.0
-,"('#cybele', ""Il m'est doux que mon choix à vos désirs réponde ; Une grande divinité Doit faire sa félicité Du bien de tout le monde. Mais surtout le bonheur d'un roi chéri des cieux Fait le plus doux plaisir des dieux."")",0.0
-,"('#celaenus', ""Le sang approche Atys de la nymphe que j'aime, Son mérite l'égale aux rois : Il soutiendra mieux que moi-même La majesté suprême De vos divines lois. Rien ne pourra troubler son zèle, Son coeur s'est conservé libre jusqu'à ce jour ; Il faut tout un coeur pour Cybèle, À peine tout le mien peut suffire à l'amour."")",0.0
-,"('#cybele', ""Portez à votre ami la première nouvelle De l'honneur éclatant où ma faveur l'appelle."")",0.0
-,"('#cybele', ""Tu t'étonnes, Mélisse, et mon choix te surprend ?"")",0.0
-,"('#melisse', 'Atys vous doit beaucoup, et son bonheur est grand.')",0.0
-,"('#cybele', ""J'ai fait encor pour lui plus que tu ne peux croire."")",0.0
-,"('#melisse', 'Est-il pour un mortel un rang plus glorieux ?')",0.0
-,"('#cybele', ""Tu ne vois que sa moindre gloire ; Ce mortel dans mon coeur est au dessus des dieux. Ce fut au jour fatal de ma dernière fête Que de l'aimable Atys je devins la conquête : Je partis à regret pour retourner aux cieux, Tout m'y parût changé, rien n'y plut à mes yeux. Je sens un plaisir extrême À revenir dans ces lieux. Où peut-on jamais être mieux, Qu'aux lieux où l'on voit ce qu'on aime ?"")",0.0
-,"('#melisse', ""Tous les dieux ont aimé, Cybèle aime à son tour. Vous méprisiez trop l'amour, Son nom vous semblait étrange, À la fin il vient un jour Où l'amour se venge."")",0.0
