leclerc-iphigenie,rotrou-iphigenie,Score
-,"('#agamemnon', ""Heureuse ta fortune, heureuse ta vieillesse, Qu'aucun danger ne suit, qu'aucun soin ne presse : Heureuse la bassesse ou l'homme vit content,  Et malheureux l'honneur qui le travaille tant."")",0.0
-,"('#amyntas', ""Ha Sire ! Cette plainte en la bouche d'un prince Dément l'affection qu'elle a pour sa province :  Un Roi qui plaint ses soins fait un reproche aux siens, La Ciel a fait pour vous les maux comme les biens, Les Princes sont les Dieux sujets aux lois des hommes, Ils souffrent comme nous, ils sont ce que nous sommes Et celle qui dispense et le mal et le bien Est au dessus de tout, et ne respecte rien. Quel secret à ma foi voulez-vous donc commettre, Sur quoi rêvez-vous tant, t quelle est cette lettre, Qui par tant de sanglots vous étouffe la voix, Et que vous relisez et fermez tant de fois : Quelle est de tant d'ennuis la funeste matière ? Vos soupirs éteindront cette faible lumière, Et les écris auteurs des pleurs que vous versez, Sont par ces mêmes pleurs déjà tout effacés, Si vous me confiez cette triste nouvelle ; Assurez-vous d'un homme et discret et fidèle, Que son propre interêt n a jamais assailli, Et dont la probité n'a point encor failli, Je fus un des présents de Tindare à sa fille, Quand ce jeune Soleil, l'honneur de sa famille, Et pour l'heur de la Grèce, et pour votre repos, Vous vint de Laconie éclairer en Argos. Agamemnon ouvre et ferme souvent sa lettre."")",0.0
-,"('#agamemnon', ""Et dans ma Cour depuis, j'ai su quelle créance, T'acquit en son esprit ton âge, et ta prudence : C'est la raison aussi qui fait qu'en ce besoin J'ai recours à ton zèle, et fais choix de ton soin. Pour te déclarer donc, quel devoir j'en exige, Écoute en peu de mots le sujet qui m afflige : Tyndare eut de Léda trois filles, trois beautés, Ou trois vivants écueils des jeunes libertés, Dont ma femme fut une, et Phoebe, et cette Hélène, Jadis : l'honneur des Grecs, et maintenant leur haine, Depuis que son caprice à leur repos fatal, Leur produit tant de trouble et promet tant de mal, Les charmes infinis qui paraient son visage, 'Presque incroyablement s'accrurent avec l'âge : Bientôt au jugement et des yeux et des coeurs, Comme un autre Soleil, elle effaça ses soeurs. Partout elle lançait d'inévitables flammes. Chaque trait de ses jeux lui soumettait des âmes, Et tant de libertés révérèrent ses lois. Que son père en perdit la liberté du choix : Enfin de tant d'amants qui soupiraient pour elle, Entre les principaux naquit une querelle, Par qui, tous menaçaient de furieux combats Celui pour qui le sort destinait ses appas : Ce fatal différent ou chacun se déclare, Excite un trouble étrange en l'esprit de Tyndare : Il consulte longtemps, et longtemps en souci, Ne la peut ni donner ni refuser aussi ; Mais il résout enfin cette doute fatale, Et voici par quel fil il sort de ce dédale : Il exige de nous que mutuellement Nous nous obligions tous d'un solennel serment, Par là tu peux juger que j'étais de la presse > À cette nécessaire et fatale promesse, De prêter assistance à celui d'entre-nous Que le Ciel destinait pour être son époux, S'il arrivait un jour qu'elle lui fut ravie, Et qu'on la peut ravoir au danger de sa vie : Chacun flatté d'espoir d'en être possesseur, Souscrit à cet arrêt contre le ravisseur, Et transporté qu'il est de cet amour extrême Oblige ses sujets, ses armes et soi-même."")",0.0
-,"('#amyntas', 'Toute la Grèce a su ce fameux diffèrent.')",0.0
-,"('#agamemnon', ""Chacun craignant alors et chacun espérant, Fait preuve aux yeux de tous de l'ardeur qui le presse Quand le prudent Tyndare usa de cette adresse, Il remet aux beaux yeux charmes de tant de Rois, Le pouvoir absolu, du refus et du choix, Pour ne favoriser ni desservir personne, N'osant pas la donner, il veut qu'elle se donne, Et la laisse au pouvoir de consulter son coeur, Pour entre ses vaincus, élire son vainqueur, On sait que Ménélas en obtint la victoire, Plut aux Dieux que jamais il n'en eut eu la gloire. Il devait aux rivaux, jaloux de son bonheur, Pour se voir bien vengé souhaiter cet honneur, À peine il s'est rangé sous cet hymen funeste, Que le juge mortel du diffèrent céleste, Par qui fut adjugé le prix de la beauté, ( Si ce que l'on en dit est une vérité ) En superbe appareil brillant d'or et de soie, Vient faire montre aux Grecs des richesses de Troie, Il va chez Ménélas voir cet objet charmant, Et de son hôte enfin devenu son amant, Résout de l'enlever et fans beaucoup de peine Se déclare, lui plaît, la dispose, l'emmène."")",0.0
-,"('#amyntas', ""Ô malheureux instinct qui nous attache tant À l'aveugle pouvoir de ce sexe inconstant !"")",0.0
-,"('#agamemnon', ""Lors Ménélas confus et forcenant de rage, Déteste, mais trop tard, ce fatal mariage, Et pour nous engager dans son juste courroux, Nous sommes du serment qui nous oblige tous, Comme sa plainte est juste, on arme à sa requête, Au bout de quelque mois toute l'armée est prête, On prend le rendez-vous, on se rend sur ses bords, Et là je suis nommé pour chef de ce grand corps : Hélas que le plus vain peut bien voir sans envie, Cet honneur si fatal au repos de ma vie, Puisque le Ciel m'oblige à payer de mon sang L'importune splendeur de ce funeste rang, Quand tous prêts nous pensions aller lancer la foudre Qui doit des Phrygiens mettre, la ville en poudre, Une tranquille paix, des vents avec les eaux, Au rivage d'Aulide arrêta nos vaisseaux, C'est ce calme importun qui retient la tempête. Que pour battre Ilion nous avions toute prête, Calchas enfin pressé de l'esprit furieux, Qui prononce aux mortels les réponses des Dieux. De la part de Diane a rendu cet Oracle. Pour naviguer sans obstacle, Et gagner en ce siège un renom immortel,- Du sang d'Iphigénie arroser mon autel. Hélas ! Peu s'en fallut que ma douleur extrême, À cet arrêt fatal ne m'immolât moi-même, Et que pour ne point voir ce que le sang défend, Le père sur le champ ne payât pour l'enfant, Lors je n'affecte honneur, pouvoir ni renommée, Et veux faire au Héros congédier l'armée, Ne pouvant consentir à l'arrêt d'une mort, Qui fait sur la nature un si barbare effort, > Mais mon frère qui brûle et qui ressent dans l'âme, Au point qu'on peut juger la perte de sa femme, N'imagina raison ni d'honneur ni d'état Dont il ne m'assaillit, et qu'il ne m'objectât Pour me faire résoudre à quoi qui se propose, Et qui soit nécessaire au dessein de sa cause : Étourdi donc de cris, et d'importuns propos, Je me laisse gagner, je dépêche en Argos, Et pour tromper ma femme écris qu'Iphigénie Doit au fils de Thétis par l'Hymen être unie, Et qu'il a refusé de partir avec nous, Qu'emportant de ce lieu le nom de son époux, Sous ce prétexte faux, bourreau de ma famille Je disposais la mère à m'envoyer la fille, Résolu d'accomplir cette barbare loi, Que mon frère sait seul, Calchas , Ulysse et moi ; Mais depuis par une aigre et secrete défense, Nature qui ne peut souffrir que je l'offense, M'ayant fait rétracter ce funeste dessein, M'a pour les détromper mis la plume à la main, J'écris à Clytemnestre une seconde lettre, Qu'à ta discrétion t'oserai bien commettre^ Assuré que ton zèle et ta fidélité Te porteront assez  à cette piété ; Prends ce soin pour ton Roi, prends-le pour la nature, Va, mais auparavant entends-en la lecture, Afin que se perdant comme il peut avenir. Elle se retrouvât dedans ton souvenir. À CLYTEMNESTRE. Digne compagne de ma couche Illustre sang de tant de Rois, Ma main au défaut de ma bouche > Te parle une seconde fois. Ne presse rien, retiens ta fille, Achille a modéré l'ardeur de son amour Et remis à notre retour L'alliance qu'il prend dedans notre famille. Agamemnon. ORACLE."")",0.0
-,"('#amyntas', 'Mais cet Hymen failli, comment prétendez-vous De ce Prince irrité réprimer le courroux ?')",0.0
-,"('#agamemnon', ""Achille comme tous ignore cette affaire, De son nom seulement nous couvrons ce mystère, Et ces noces ne font qu'un hymen supposé. Qui ne s'est entre-nous promis ni proposé."")",0.0
-,"('#amyntas', ""Ô Dieux pour l'immoler aux autels de Diane, Vous vous osiez servir d'un moyen si profane, Et vous cherchiez pour plaire à sa divinité Un prétexte contraire à la virginité."")",0.0
-,"('#agamemnon', ""Hélas en ces malheurs veux-tu qu'on se possède, Est-il ni jugement, ni raison qui ne cède, Va ne fais point de grâce à ces membres pesants Cours vole et ne prend point de dispenses en tes ans."")",0.0
-,"('#amyntas', ""J'irai pour vous servir du couchant à l'Aurore, Tout glacé qu'est mon sang, pour vous il bout encore."")",0.0
-,"('#agamemnon', ""Prend garde ou le chemin se pourra diviser, A choisir plus sûr et ne pas t'abuser, Si de loin quelque train ou quelque char se montre, Vois quelle route il tient, et va à sa rencontre > Si ma fille est dedans détournes-en le cours, Abrège son chemin pour prolonger ses jours, C'est le plus digne soin que je te puis commettre : Garde moi ce cachet et fermes en ma lettre. Va tu vois quel Aurore au côteaux d'alentour, Du Soleil qui la suit annonce le retour. Amyntas s'en va."")",0.0
-,"('#agamemnon', ""Quelle prompte frayeur dans le sein me dévale, Et quel soudain glaçon par mes veines s'étale : De quel nouveau malheur me sens-je menacer, Et d'où vient que mon pied refuse d'avancer, Chaste soeur du Soleil ; pitoyable Déesse, Aux tendresse[s] du sang pardonne ma faiblesse : Je sais trop quel respect nous devons a tes lois, Mais que t'a fait mon sang, sa proie est dans les bois, Ou s'il te faut enfin quelqu'un de ma famille, Contente toi du père, et pardonne à la fille, Fais tourner contre moi le coup qui m'est futur, Prends mon sang dans sa source ; il en sera plus pur. Mais quoi, sans ce devoir sa haine est implacable, Calcas en a donné l'Arrêt irrévocable. D'ailleurs, ce seul refus prive mille vaisseaux, De la faveur des vents, et du secours des eaux ; Par ce même refus je me prive moi-même, D'un honneur qui m'élève en un degré suprême : Chef de tant de soldats et Roi de tant de Rois, Loin de les exciter l'arrête leurs exploits, Et laissant sur ces bords engourdir leur vaillance, Des Princes d'Ilion faits enfler l'insolence, J'offense tout un peuple a mon pouvoir soumis, Des Rois, des Dieux, moi-même, et sers mes ennemis. Combien à ta raison oublié son usage, Rappelle Agamemnon, rappelle ton courage : Laisse lui révoquer le pouuoir d'Amyntas, Et commets un des tiens à courir sur ses pas."")",0.0
-,"('#agamemnon', 'Oronte ?')",0.0
-,"('#oronte', 'Quoi Seigneur ?')",0.0
-,"('#agamemnon', 'Va tôt.')",0.0
-,"('#oronte', 'Où ?')",0.0
-,"('#agamemnon', ""Va te dis-je, L'intérêt du ciel même à ce devoir t'oblige, Tu le pourras atteindre à quatre pas d'ici."")",0.0
-,"('#oronte', ""Qui ? Dieux ! Quel est l'ennui qui le transporte ainsi."")",0.0
-,"('#agamemnon', ""Va détourner les traits qui menacent ma tête, Il faut qu'Iphigénie ; hélas ! Que dis-je, arrête : Que le ciel pour ma perte arme tout son pouvoir, Je ne lui rendrai point ce funeste devoir."")",0.0
-,"('#amyntas', 'Sire mon devoir souffre en cette violence.')",0.0
-,"('#menelas', 'Et mon autorité en ton insolence.')",0.0
-,"('#amyntas', ""On l'a justifiée en me la commandant."")",0.0
-,"('#menelas', ""Tu fais trop, et tu sers d'un zèle trop ardent."")",0.0
-,"('#amyntas', ""Ce reproche m'honore, et vous en fait un autre, Le pouvoir qui m'emploie est au dessus du vôtre."")",0.0
-,"('#menelas', 'La vieillesse offensive et seconde en discours, Ne se sait jamais taire, et réplique toujours.')",0.0
-,"('#amyntas', 'Qui parle quand il doit, sait quand il se faut taire.')",0.0
-,"('#menelas', 'Prends garde encor un coup à ne me pas déplaire.')",0.0
-,"('#amyntas', ""Il vous sied mal d'ouvrir ce que l'on me commet."")",0.0
-,"('#menelas', ""L'affaire me regarde, elle me le permet."")",0.0
-,"('#amyntas', 'Ce sceau vous en faisait une défense expresse.')",0.0
-,"('#menelas', ""La lettre qu'il fermait trahit toute le Grèce."")",0.0
-,"('#amyntas', 'Votre effort sera vain, je ne le lâche point.')",0.0
-,"('#menelas', 'Traître un trop long refus à ton audace est joint.')",0.0
-,"('#amyntas', 'Ce refus est civil et cette audace honnête.')",0.0
-,"('#menelas', 'Je fouillerai mon sceptre aux dépens de ta tête.')",0.0
-,"('#amyntas', 'À qui meurt pour son maître, il est doux de mourir.')",0.0
-,"('#menelas', 'Ha voila pour un serf, trop longtemps discourir.')",0.0
-,"('#amyntas', ""Voyez, Seigneur, voyez avec quelle injustice On ose faire outrage à qui vous rend service, Et comme on veut tirer vos secrets de ma main, Pour ce que l'on n'a pu les tirer, de mon sein."")",0.0
-,"('#agamemnon', ""Mon frère qui vous porte à cette violence, Savez-vous que c'est moi que cet outrage offense."")",0.0
-,"('#menelas', ""Répondez à mes yeux d'un regard seulement, Et de là mon discours prendra son fondement."")",0.0
-,"('#agamemnon', ""Croyez-vous que la peur m'ait interdit la vue."")",0.0
-,"('#menelas', 'Voyez-vus cette lettre.')",0.0
-,"('#agamemnon', ""Et vous l'avez-vous vue ?"")",0.0
-,"('#menelas', ""Suffit qu'elle fera paraître aux yeux de tous La bonne volonté que vous avez pour nous."")",0.0
-,"('#agamemnon', 'Quoi contre cette injuste et rebelle licence, Mon sceau ne vous a point imposé de licence.')",0.0
-,"('#menelas', ""Pourquoi s'il me trahi lui dois-je du respect, S'il ne me trahit point, pourquoi suis-je suspect ?"")",0.0
-,"('#agamemnon', ""Qui vous rend curieux d'un secret qui me touche."")",0.0
-,"('#menelas', ""L'esprit ne doit penser que ce que dit la bouche."")",0.0
-,"('#agamemnon', ""Est-ce là le devoir qu'on défère à mon rang."")",0.0
-,"('#menelas', 'Même devoir nous lie ainsi que même sang.')",0.0
-,"('#agamemnon', ""Il faut qu'un insolent impunément me brave."")",0.0
-,"('#menelas', 'Je suis né votre frère et non pas votre esclave.')",0.0
-,"('#agamemnon', 'Mais quelle loi du sang, quel droit, quelle raison, Vous commet pour second, aux soins de ma maison Et peut justifier cette insolence extrême.')",0.0
-,"('#menelas', ""La raison, que toujours diffèrent de vous même, Tel qu'on voit de la mer le flux et le reflux, Vous voulez en même heure, et puis, ne voulez plus. Cette inégalité marque un esprit débile, A qui d'un confident l'assistance est utile."")",0.0
-,"('#agamemnon', ""Qu'une langue diserte est souvent un grand mal."")",0.0
-,"('#menelas', ""C'en est un bien plus grand qu'un esprit inégal : Je me condamnerai si vous pouvez répondre Aux pressantes raisons dont je vous vais confondre, Et ne récusez point un esprit irrité, Je ne vous convaincrai qu'avec la vérité, Ne vous souvient-il pas avec combien d'adresse Vous vous êtes fait chef des troupes de la Grèce. Ha comme ce grand coeur se savait abaisser, Le font ne portait pas l'image du penser : Et votre modestie alors incomparable : Fut un adroit chemin à ce rang honorable. Jamais pour s'élever on ne se mit si bas, Vous offriez à l'un, a l'autre ouvriez les bras : Serriez à l'un la main, jetiez les yeux sur l'autre, Portiez votre intérêt, beaucoup moins que le nôtre :  De qui vous demandait vous préveniez les pas, Portiez, à qui voulait et qui ne voulait pas, Et lors votre maison à tout le monde ouverte, Jusques aux basses courts n'était jamais déserte. Mais quand cette affectée et fausse humilité, Vous eut de notre chef acquis la qualité, Un soudain changement de moeurs et de visage, Fut de cet artifice un trop clair témoignage, Vous devîntes plus grave, et comme auparavant, Ne nous parûtes plus, cet ami si fervent, Vous fermâtes au peuple et l'oreille et la porte, Vous marchâtes suivi, d'une pompeuse escorte, Et jamais on ne vit avec telle splendeur, Du rang que vous tenez, souvenir la grandeur, Sachez qu'à des esprits commis aux grandes choses, Rien n'est plus messéant que ces métamorphoses : Et qu'il n'est d'un grand Roi, ni d'un homme de bien, De promettre beaucoup, et n'exécuter rien : Plus un ami sincère à la fortune amie, Plus son affection en doit être affermie, Les moyens de servir la doivent enflammer, Plus on devient utile et plus on doit aimer. Le ciel qui pèse tout d'une égale balance, N'a pas longtemps aussi souffert votre insolence, Il tient la clef des vents elle est dans ses trésors, Il les peut enfermer ou les mettre dehors, Et c'est de cette clef que fermant leur passage, Et nous les déniant, il rompt notre voyage. Votre esprit jusqu'alors si confiant et si fort, S'humilia bientôt à ce revers du sort. Ce calme vous agite autant qu'il nous arrête, Il excite en votre âme une étrange tempête, Et certes le débris de votre autorité Importe assez aussi pour être redouté. L'entreprise avortée eut laissé la mémoire D'une si méprisable et ridicule histoire, Que vous n'ignorez pas que Troie eut eu longtemps D'agréables sujets de rire à vos dépens, Vous prîtes donc conseil des sages de l'armée. De qui l'expérience est la plus confirmée : Et s'il vous en souvient ne dédaignâtes point, Qu'à leurs opinions mon sentiment fut joint. Mon frère, disiez-vous, faisons nous une voie, Qui conduise au trépas ou qui nous mène à Troie. Êtes-vous satisfait, et le traître Pâris, Du rapt de votre femme, est-il quitte à ce prix ? Mais la perte en effet que vous plaigniez dans l'âme, Était de votre rang et non pas de ma femme : C'est de votre intérêt que vous êtes jaloux, Et d'inclination vous ne servez que vous, Quand vous sûtes enfin par la voie de l'Oracle. Consulté par Calchas pour lever cet obstacle, Qu'immolant votre fille on pourrait naviguer, Vous l'offrîtes plutôt qu'on n'osa l'exiger, Et pour ne tenter pas un message inutile, La mandâtes au nom de maîtresse d'Achile, Couvrant de ce prétexte adroit et spécieux, Le généreux dessein de satisfaire aux cieux. Mais quelle attente enfin nous avez vous donnée, Puisque vous l'étouffez aussitôt qu'elle est née, Et par une autre lettre et de la même main, Révoquez lâchement ce glorieux dessein : Y fûtes-vous-forcé, vous l'avons nous fait faire, Vous ne le diriez pas trop savant du contraire> Es-ce donc bien user d'un souverain pouvoir, Que sans nécessité à donner un faux espoir, Que de promettre hier le pillage de Troie, Et priver aujourd'hui de cette fausse joie, Ce mal est ordinaire, à un homme ambitieux, De monter s'il pouvait jusqu'au trône des Dieux : Puis quand il tient un rang, dont il est incapable, Il le quitte avec honte, et sa charge l'accable. Je plains en ce malheur à la Grèce fatal. Beaucoup plus que le mien l'intérêt général : Et je vois a regret tant de brave jeunesse, Bouillante comme elle est d'éprouver son adresse : De voir pleine de honte et de confusion, Mettre des armes bas à votre occasion, Les trésors ne sont pas les biens que je désire, À qui dessus autrui possède de l'Empire. La sagesse d'un Prince est son souverain bien, Qui la possède a tout, qui ne l'a pas n'a rien, Avecque la sagesse un homme est tous les hommes, Sans elle ce n'est rien que tout ce que nous sommes. Qu'une grande machine, et qu'un énorme corps,. De qui rien ne gouverne et ne meut les ressorts."")",0.0
-,"('#amyntas', 'Comment et de quel oeil puis-je voir en deux frères, Un tout se diviser, en deux moitiés contraires.')",0.0
-,"('#agamemnon', ""Plus juste qu'éloquent, je ne veux par des mots, Répondre à ce torrent d'inutiles propos, Vous savez mieux parler, moi je me sais mieux taire, Et mieux considérer que vous êtes mon frère. Il sied moins d'offenser, à qui plus est permis, Et je respecterais jusques à mes ennemis. Quel sang répondez-moi, forme ce coeur barbare, Qui contre son sang même, enragé se déclare, Qui vous a fait ce sang que vous voulez verser, Que vous a fait ce sein que vous voulez percer : Et quel fruit vous naîtra de ce funeste ouvrage, En retablirez-vous un heureux mariage, Vous redonnera-t-il une honnête moitié, Digne de vos baisers et de votre amitié. Ne vous imprimez, pas cette créance vaine, Jugez plus sainement du procédé d'Hélène : Que de vous figurer que son enlèvement, Ne fut pas avoué de son consentement. La beauté, ce tableau de l'essence divine. Ce trésor de son sang est souvent sa ruine, C'est un présent des cieux à la vertu fatal, Un bonheur malheureux, un bien source de mal. Et pour dire en deux mots mon sens de votre femme, Le visage en est beau, mais je doute de l'âme, Sa jeunesse eut en vous un mauvais gouverneur, Qui l'a sut mal guider au chemin de l'honneur, Et de cette indulgence et liberté de vie, Sa mauvaise conduite et sa perte est suivie, S'il est donc de la sorte, est-il juste en effet, Que je répare un mal que vous vous êtes fait, Et que je rétablisse aux dépens de ma fille, Le désordre arrivé dedans votre famille : Pour ce que ses baisers sans doute vous sont doux, Devez-vous au mépris de l'honneur et de nous, Recouvrer ces serveurs peut être après la proie, Maintenant le rebut de ce mignon de Troie Est-ce ainsi que l'honneur gouverne vos désirs, Honnête portez-vous à d'honnêtes plaisirs ; Et ne devenez pas l'esclave d'une femme, Qui vous sourit des yeux, et vous trahit en l'âme, Si j'ai changé d'avis je l'ai fait par raison, Tandis que le remède est encor de saison Tandis que mon sang parle et que je puis l'entendre, Tandis que mon devoir m'oblige à le défendre, Et qu'il dépend de moi de ne l'exposer pas, Au redoutable acier du couteau de Calchas, Et voilà, dites-vous, ce défaut de sagesse, Funeste a mon honneur, et fatal à la Grèce, Je vous tiens bien plus lâche et plus fol en effet, De rechercher un mal dont vous êtes défait, Et de nous obliger à battre la campagne, Pour vous rendre une ingrate et perfide compagne, Qui ne vous voyant plus se rit de votre amour, Et vous étouffera peut être à son retour, Pour la nécessité du serment qui nous lie, Étant touchés d'amour nous l'étions de folie : Et le droit qui connaît des crimes des amants, Relève à cet égard de semblables serments : À Dieu y contentez-vous de ce peu de paroles, Contre tant de raisons absurdes et frivoles, Et pour conclusion de tout notre entretien, Faites votre devoir, moi je ferai le mien."")",0.0
-,"('#menelas', 'Vous servez de la sorte.')",0.0
-,"('#agamemnon', 'Oui quand on me veut nuire.')",0.0
-,"('#menelas', ""Je n'ai donc point d'amis."")",0.0
-,"('#agamemnon', 'Non pas pour les détruire.')",0.0
-,"('#menelas', 'En quoi paraîtra donc le lien qui nous joint.')",0.0
-,"('#agamemnon', 'À nous vouloir du bien, et ne nous nuire point.')",0.0
-,"('#menelas', 'En cela je connais ma mauvaise fortune, Que mon affliction vous est si peu commune.')",0.0
-,"('#agamemnon', ""En cela je connais votre mauvais dessein, Qu'il veut mettre à ma fille un poignard dans le sein."")",0.0
-,"('#menelas', ""Ainsi donc pour son frère un frère s'intéresse, Et chef de tous les Grecs, il sert ainsi la Grèce."")",0.0
-,"('#agamemnon', ""La Grèce s'engagea dedans votre courroux, Par je ne sais quel charme et folle comme vous."")",0.0
-,"('#menelas', ""Et vous enflé du vent d'un empire suprême, Outrages sans respect tout le monde et vous-même, Et bien puis qu'en effet j'apprends par ce refus, Qu'en un frère un ami ne se rencontre plus, Ayons recours ailleurs, et voyons au contraire, S'il peut en un ami se rencontrer un frère, Et s'il se trouvera qui me prête la main, À l'exécution d'un louable dessein. Il s'en veut aller, Ulysse entre qui le fait demeurer."")",0.0
-,"('#ulysse', ""Grand Prince que le ciel ne peut sans jalousie, Voir si craint et si prêt de foudroyer l'Asie, Dieu futur de la Grèce, ami de tant de Rois, Qui vont sous vos drapeaux signaler leurs exploits : Oyez ce Messager avec ce grand courage, Qui vous fit en Argos résoudre son voyage, Et que ce noble coeur qu'enferme votre sein, Soit tel pour le succès qu'il fut pour le dessein."")",0.0
-,"('#agamemnon', ""Ha ! N'en appelons plus cette espérance est vaine, Diane prend mon sang et satisfaits ta haine."")",0.0
-,"('#le-messager', ""Sire j'ai vu la Rein et me fuis acquitté, De l'ordre que j'avais de votre Majesté : Elle arrive ce soir avecque la Princesse, Et veut de cet Hymen partager l'allégresse, J'aurais suivi leur char, mais pour vous l'annoncer, Hier sur le chemin j'eus ordre d'avancer."")",0.0
-,"('#agamemnon', ""Ma chère fille hélas ! Ta mort est résolue La terre la demande, et le ciel l'a conclue. Va nous donnerons ordre à sa réception, C'est à vous d'accepter cette commission, Allez, mon frère, allez couronner la victime Qui vous doit rendre un coeur et mourir pour son crime, Allez conduisez-la de son char à l'autel  Et vous-même à son sein portez le coup mortel : Allez, mon mauvais sort ne reçoit plus d'excuse, Il a plus fin que moi su détourner mes ruses, Il a paré mes coups, confondu mes desseins, M'a mis hors de défense et m'a lié les mains, C'est un doux privilège à la basse fortune, Que de pouvoir pleurer quand le sort importune, Et c'est un triste effet de ma condition, Qu'interdire la plainte à mon affliction, De quel front déguisé puis-je couvrir ma peine, Et de quel doux accueil féliciter la Reine, Qui vient contre mon ordre allumer le flambeau, Qui conduira sa fille en la nuit du tombeau. Voilà l'heureux Hymen que le ciel lui destine, Et que l'époux ignore, où le prêtre assassine, Où les chants sont décrits, où la fête est un deuil, Les tables un autel et le lit un cercueil."")",0.0
-,"('#menelas', ""Couvrons notre dessein, il faut qu'il s'accomplisse, Puisque j'ai pour second l'éloquence d'Ulysse : Mais puis que nous voyons qu'il ne nous peut manquer, Feignons que la pitié nom le fait révoquer : Enfin je cède au sort qui vous est si contraire, C'est un pressant discours que les larmes d'un frère. Il n'est si sourde oreille, il n'est coeur de rocher Ni courage si dur qu'il ne puisse toucher : Il n'est pas juste enfin que mon faix vous accable, Et qu'un sang innocent souffre pour un coupable, Je puis offrir des voeux et de nouveaux appas, Mais un frère perdu ne se recouvre pas, La Grèce dont ce bras soutient toutes ces peines, N'a qu'un Agamemnon, mais elle a cent Hélènes, Laissez donc au travail succéder le repos. Allez vous délasser sur le trône d'Argos. Congédiez l'armée et mettant bas les armes, Épargnez-vous des soins et du sang et des larmes, Ce siège ne me peut rendre rien de si doux Que ce qu'il m'ôterait s'il me privait de vous."")",0.0
-,"('#ulysse', ""Si c'est de Ménélas que j'entends ce langage, Si sa voix à ce point a trahi son courage, Je ne le connais plus, je l'ignore aujourd'hui, Et je ne puis en lui trouver rien moins que lui : Mais il connaît son frère, et quoi qu'il lui expose, Il sait qu'il ne peut nuire au succès de sa cause, Et qu'il peut sans danger de l'exécution, Donner cette requête à sa compassion. Autrement qui croirait qu'en ce besoin extrême, Sans égard de l'honneur, sans égard de soi-même, Au mépris de l'Oracle, au mépris des autels, Et du sacré respect qu'il doit aux immortels, Et la confusion d'un milLion de tentes, Et de mille vaisseaux mille forêts flottantes, À la honte des Grecs et l'honneur des Troyens, Il voulut de ce siège empêcher les moyens : Non il sait qu'il attaque une vertu plus forte, Que l'assaut qu'il lui livre et les coups qu'il lui porte, Que sans peur d'abstenir il vous peut demander Et qu'il vous peut prier sans vous persuader, Il a su séparer de la vertu commune, La vôtre inébranlable aux coups de la Fortune, Qui stable et tenant fort dessus ses fondements, Est prête et résolue à tous événements : C'est sur cette vertu que tant d'illustres âmes, A l'honneur de la Grèce et l'effroi des Pergames, Battissent des desseins dont les succès fameux, Passeront quelque jour la foi de nos ne neveux, Pour honorer l'armée, et faire un choix utile Nestor ni Ménélas n'ont point été nommés, Quoi que tous si puissants et tous si renommés, Moi-même justement défiant de moi-même, N'ai pas osé prétendre à cet honneur extrême, Un seul Agamemnon s'est parmi tant de Rois, Trouvé un digne objet de la commune voix, Comme celui de tous dont le zèle et l'adresse, Devait porter plus loin l'intérêt de la Grèce, Et qui doit embrasser avecque plus d'ardeur, Le pénible travail qui soutient sa grandeur, S'il s'expose sans crainte et s'il porte avec joie, Tout ce qu'il a de sang à la brèche de Troie, Qu'a-t-il de précieux qu'il ne doive exposer, Et quel plus digne sang nous peut-il refuser : Diane pour les Grecs lui demande sa fille : Mais que lui font les Grecs, font-il pas sa famille : Et s'avouant leur chef, ne s'avouait-il pas, Père d'autant d'enfants qu'il voyait de soldats. Qu'a-t-il commis de lâche et par quelle faiblesse, L'a-t-on vu de son sang démentir la noblesse, Pour appréhender rien en cette occasion, Qui puisse retourner à sa confusion, Pour craindre qu'au désir dont tout le monde brûle, Il soit le moins ardent, et le premier recule : Non, non, il est aux Grecs un trop solide appui, Espérons mieux pour nous, et jugeons mieux de lui S'il faut encore Électre avec Iphigénie, Ne craignons pas qu'il faille et qu'il nous l'a dénie, Tous doivent tout pour lui, seul il doit tout pour tous, Tout notre sang est sien, tout le sien est à nous."")",0.0
-,"('#agamemnon', ""J'avais sans ce discours asse de connaissance, De l'adresse d'Ulysse et de son éloquence : Mais il éprouverait en un pareil ennui, Que le sang est encor plus éloquent que lui, Puisqu'il faut de Diane accomplir la requête, Prépares le bûcher votre victime est prête, Mais faites s'il se peut et priez en cachette, Que ce funeste bruit ne se répande pas, Et soit toujours l'effet ignoré de la Reine, Sa peine me serait une seconde peine. Seul je pourrai plutôt étouffer mes douleurs Et porterai mon mal avecque moins de pleurs."")",0.0
-,"('#clytemnestre', ""Enfin ce mal se passe, et l'air de ce rivage A remis la couleur dessus votre visage, Le mouvement du char vous l'avait excité."")",0.0
-,"('#iphigenie', ""Je ne sais de quel mal ce coeur est agité, Plaise au ciel qu'ils soit vain, mais il ne me figure, Rien ni de trop plaisant ni de trop bon augure, Et si je l'ose dire un secret mouvement, Me fait de cet hymen craindre l'événement."")",0.0
