boissy-dehors-trompeurs,boissy-homme-du-jour,Score
"('#la-comtesse', ""Mais les plus grands efforts lui deviennent aisés. Il accorde d'un mot les partis opposés ; Que liant dans l'esprit et dans le caractère ! ... Adieu... j'ai ce matin des visites à faire. À trois heures chez moi je vous attends tous deux. Vous, baron, renoncez à l'hymen dangereux : Vous ne devez avoir que le monde pour maître. La raison qu'aujourd'hui vous me faites connaître, Vous parle par ma bouche et vous fait une loi De vivre indépendant et libre comme moi. Soyons toujours en l'air : des choses de la vie Prenons la pointe seule et la superficie. Le chagrin est au fond, craignons d'y pénétrer. Pour goûter le plaisir, ne faisons qu'effleurer."")","('#le-marquis', ""Vous la posséderez ; c'est un bien qui console.  Mais pour mes feux trompés cet espoir est détruit :  Plus l'objet est parfait, et plus sa perte aigrit.  Je suis le plus à plaindre ; et mon cruel voyage... "")",1.0
"('#la-comtesse', ""Mais les plus grands efforts lui deviennent aisés. Il accorde d'un mot les partis opposés ; Que liant dans l'esprit et dans le caractère ! ... Adieu... j'ai ce matin des visites à faire. À trois heures chez moi je vous attends tous deux. Vous, baron, renoncez à l'hymen dangereux : Vous ne devez avoir que le monde pour maître. La raison qu'aujourd'hui vous me faites connaître, Vous parle par ma bouche et vous fait une loi De vivre indépendant et libre comme moi. Soyons toujours en l'air : des choses de la vie Prenons la pointe seule et la superficie. Le chagrin est au fond, craignons d'y pénétrer. Pour goûter le plaisir, ne faisons qu'effleurer."")","('#le-baron', ""Ne nous disputons plus un si triste avantage ;  Nous éprouvons tous deux un sort plein de rigueur.  Marquis, goûtons l'unique et funeste douceur  D'être les confidents mutuels de nos peines,  Et mêlons sans témoins vos douleurs et les miennes.  Le secret de nos coeurs est un bien précieux  Que nous devons cacher à tous les autres yeux. "")",1.0
"('#la-comtesse', ""Mais les plus grands efforts lui deviennent aisés. Il accorde d'un mot les partis opposés ; Que liant dans l'esprit et dans le caractère ! ... Adieu... j'ai ce matin des visites à faire. À trois heures chez moi je vous attends tous deux. Vous, baron, renoncez à l'hymen dangereux : Vous ne devez avoir que le monde pour maître. La raison qu'aujourd'hui vous me faites connaître, Vous parle par ma bouche et vous fait une loi De vivre indépendant et libre comme moi. Soyons toujours en l'air : des choses de la vie Prenons la pointe seule et la superficie. Le chagrin est au fond, craignons d'y pénétrer. Pour goûter le plaisir, ne faisons qu'effleurer."")","('#le-marquis', ""Oui, ne nous quittons plus, soyons toujours ensemble.  Le malheur nous unit, et le goût nous rassemble.  Que nos revers communs, excitant la pitié,  Servent à resserrer les noeuds de l'amitié ! "")",1.0
"('#la-comtesse', ""Mais les plus grands efforts lui deviennent aisés. Il accorde d'un mot les partis opposés ; Que liant dans l'esprit et dans le caractère ! ... Adieu... j'ai ce matin des visites à faire. À trois heures chez moi je vous attends tous deux. Vous, baron, renoncez à l'hymen dangereux : Vous ne devez avoir que le monde pour maître. La raison qu'aujourd'hui vous me faites connaître, Vous parle par ma bouche et vous fait une loi De vivre indépendant et libre comme moi. Soyons toujours en l'air : des choses de la vie Prenons la pointe seule et la superficie. Le chagrin est au fond, craignons d'y pénétrer. Pour goûter le plaisir, ne faisons qu'effleurer."")","('#le-baron', ""Presque autant que le mien votre sort m'intéresse.  Adieu ; c'est à regret qu'un moment je vous laisse.  Je vais écrire au duc qu'il ne m'attende pas. "")",1.0
"('#la-comtesse', ""Mais les plus grands efforts lui deviennent aisés. Il accorde d'un mot les partis opposés ; Que liant dans l'esprit et dans le caractère ! ... Adieu... j'ai ce matin des visites à faire. À trois heures chez moi je vous attends tous deux. Vous, baron, renoncez à l'hymen dangereux : Vous ne devez avoir que le monde pour maître. La raison qu'aujourd'hui vous me faites connaître, Vous parle par ma bouche et vous fait une loi De vivre indépendant et libre comme moi. Soyons toujours en l'air : des choses de la vie Prenons la pointe seule et la superficie. Le chagrin est au fond, craignons d'y pénétrer. Pour goûter le plaisir, ne faisons qu'effleurer."")","('#le-marquis', ""Et moi, je cours, Monsieur, m'informer de ce pas  Si mes gens n'ont point fait de recherche nouvelle.  Je vous rejoins après, quoique j'apprenne d'elle.  Un ami si parfait, que j'acquiers dans ce jour,  Peut seul me consoler des pertes de l'amour. "")",1.0
"('#le-marquis', 'Parle, as-tu rien appris, Champagne ? Instruis-moi vite.')","('#le-marquis', 'Parle, as-tu rien appris ? Champagne, instruis-moi vite. ')",0.9874861240386963
"('#champagne', ""J'ai découvert, monsieur, la maison qu'elle habite."")","('#champagne', ""J'ai découvert, Monsieur, la maison qu'elle habite. "")",0.9810711145401001
"('#le-marquis', 'Quoi ! Tu sais sa demeure ?')","('#le-marquis', 'Quoi ! Tu sais sa demeure ? ')",0.9999999403953552
"('#champagne', ""Oui, j'en suis éclairci. La belle n'est pas loin."")","('#champagne', ""Oui, j'en suis éclairci.  La belle n'est pas loin. "")",1.0000001192092896
"('#le-marquis', 'Où donc est-elle ?')","('#le-marquis', 'Où donc est-elle ? ')",1.0
"('#champagne', 'Ici.')","('#champagne', 'Ici. ')",1.0
"('#le-marquis', 'Ici, dans cet hôtel ?')","('#le-marquis', 'Ici, dans cet hôtel ? ')",1.000000238418579
"('#champagne', ""Oui, dans cet hôtel même : Et je viens de l'y voir."")","('#champagne', ""Oui, dans cet hôtel même ;  Et je viens de l'y voir. "")",0.9635926485061646
"('#le-marquis', 'Ma surprise est extrême !')","('#le-marquis', 'Ma surprise est extrême ! ')",0.9999998807907104
"('#champagne', ""Vous n'êtes pas au bout de votre étonnement ; Sachez qu'on la marie, et même incessamment."")","('#champagne', ""Vous n'êtes pas au bout de votre étonnement;  Sachez qu'on la marie, et même incessamment. "")",0.9939695596694946
"('#le-marquis', 'Ô ciel ! Me dis-tu vrai ?')","('#le-marquis', 'Ô ciel ! Me dis-tu vrai ? ')",0.9999998211860657
"('#champagne', ""Très vrai ; je suis sincère ; Pour conclure, monsieur, on n'attend que son père."")","('#champagne', ""Très vrai ; je suis sincère :  Pour conclure, Monsieur, on n'attend que son père. "")",0.9801833629608154
"('#le-marquis', ""Quel coup inattendu ! Mais à qui l'unit-on ?"")","('#le-marquis', ""Quel coup inattendu ! Mais à qui l'unit-on ? "")",1.0
"('#champagne', 'Au maître de céans, à monsieur le baron.')","('#champagne', 'Au maître de céans, à monsieur le Baron. ')",0.9710654616355896
"('#le-marquis', 'Au baron ?')","('#le-marquis', 'Au Baron ? ')",0.8713846206665039
"('#champagne', 'À lui-même, et la chose est très sûre.')","('#champagne', 'À lui-même, et la chose est très sûre. ')",0.9999999403953552
"('#le-marquis', ""Grand dieu ! La singulière et fatale aventure ! Mais elle n'est pas vraie, on vient de t'abuser : La personne qu'il aime, et qu'il doit épouser, Est brillante d'attraits, mais d'esprit dépourvue ; C'est ainsi que lui-même il l'a peinte à ma vue : Et celle que j'adore est accomplie en tout, À l'extrême beauté joint l'esprit et le goût."")","('#le-marquis', ""Grand Dieu ! La singulière et fatale aventure !  Mais elle n'est pas vraie, on vient de t'abuser :  La personne qu'il aime et qu'il doit épouser  Est brillante d'attraits, mais d'esprit dépourvue ;  C'est ainsi que lui-même il l'a peinte à ma vue :  Et celle que j'adore est accomplie en tout,  À l'extrême beauté joint l'esprit et le goût."")",0.9962350130081177
"('#champagne', ""J'ignore quel portrait il a fait de sa belle, S'il vous l'a peinte sotte, ou bien spirituelle : Mais je suis bien instruit, et par mes propres yeux, Que celle qu'il épouse, et qui loge en ces lieux, Est justement la même, à qui votre émissaire A porté vingt billets, gage d'un feu sincère. C'est la fille, en un mot, de Monsieur De Forlis ; Et j'en ai pour garant tous les gens du logis."")","('#champagne', ""J'ignore quel portrait il a fait de sa belle,  S'il vous l'a peinte sotte, ou bien spirituelle :  Mais je suis bien instruit, et par mes propres yeux, Que celle qu'il épouse, et qui loge en ces lieux,  Est justement la même à qui votre émissaire  A porté vingt billets, gages d'un feu sincère.  C'est la fille en un mot de Monsieur de Forlis;  Et j'en ai pour garant tous les gens du logis. "")",0.9940069317817688
"('#le-marquis', ""Je n'en puis plus douter, et ce nom seul m'éclaire ; Mon esprit à présent débrouille le mystère... Le baron, pour bêtise et pour stupidité, Aura pris son air simple et sa timidité : Elle est d'un naturel qui se livre avec crainte ; Cet effroi s'est accru par la dure contrainte De former un lien qui force son penchant, Et par l'effort de taire un si cruel tourment. Oui, le chagrin secret de voir tromper sa flamme, Et j'aime à m'en flatter, a jeté dans son âme Ce morne abattement, cette sombre froideur, Qui choquent le baron, et causent son erreur. Dans mon vif désespoir j'ai du moins l'avantage De penser qu'aujourd'hui sa tristesse est l'ouvrage Et le garant flatteur de son amour pour moi, Et qu'à regret d'un père elle subit la loi."")","('#le-marquis', ""Je n'en puis plus douter, et ce nom seul m'éclaire ;  Mon esprit à présent débrouille le mystère.  Le baron, pour bêtise et pour stupidité  Aura pris son air simple et sa timidité :  Elle est d'un naturel qui se livre avec crainte ;  Cet effroi s'est accru par la dure contrainte  De former un lien qui force son penchant,  Et par l'effort de taire un si cruel tourment.  Oui, le chagrin secret de voir tromper sa flamme,  Et j'aime à m'en flatter, a jeté dans son âme  Ce morne abattement, cette sombre froideur,  Qui choquent le baron, et causent son erreur.  Dans mon vif désespoir j'ai du moins l'avantage  De penser qu'aujourd'hui sa tristesse est l'ouvrage  Et le garant flatteur de son amour pour moi,  Et qu'à regret d'un père elle subit la loi. "")",0.9955033659934998
"('#champagne', ""Cette grande douleur qui console la vôtre, Ne l'empêchera pas d'en épouser un autre."")","('#champagne', ""Cette grande douleur qui console la vôtre  Ne l'empêchera pas d'en épouser un autre. "")",0.9943566918373108
"('#le-marquis', ""Il est vrai, j'en frémis, c'est un bien sans effet. Sa funeste douceur ajoute à mon regret ; Et d'un feu mutuel la flatteuse assurance Est un nouveau malheur, quand on perd l'espérance. Se voir ravir un coeur plein d'un tendre retour, C'est de tous les revers le plus grand en amour : Et se voir enlever ce trésor qu'on adore, Par la main d'un ami qui lui-même l'ignore, Y met encor le comble, et le rend plus affreux ! Je me plaignais tantôt de mon sort rigoureux, Quand mes soins ne pouvaient découvrir sa demeure : J'aurais beaucoup mieux fait de craindre et de fuir l'heure Où je devais apprendre un secret si cruel. Pour moi sa découverte est un arrêt mortel. Je serais trop heureux d'être dans l'ignorance, Et du baron du moins j'aurais la confidence. Je pourrais dans son sein épancher ma douleur. Hélas ! J'ai tout perdu jusqu'à cette douceur. Quel état violent ! Ô ciel ! Que dois-je faire ? Dois-je fuir ou rester, m'expliquer ou me taire ? Que dirai-je au baron ? Pourrai-je l'aborder ? Ah ! D'avance, mon coeur se sent intimider ; Je ne pourrai jamais soutenir sa présence, Mon trouble... Juste dieu ! Je le vois qui s'avance. Champagne sort."")","('#le-marquis', ""Il est vrai, j'en frémis : c'est un bien sans effet.  Sa funeste douceur ajoute à mon regret ;  Et d'un feu mutuel la flatteuse assurance  Est un nouveau malheur quand on perd l'espérance.  Se voir ravir un coeur plein d'un tendre retour,  C'est de tous les revers le plus grand en amour ;  Et se voir enlever ce trésor qu'on adore  Par la main d'un ami qui lui-même l'ignore,  Y met encor le comble, et le rend plus affreux !  Je me plaignais tantôt de mon sort rigoureux,  Quand mes soins ne pouvaient découvrir sa demeure.  J'aurais beaucoup mieux fait de craindre et de fuir  Où je devais apprendre un secret si cruel. [l'heure  Pour moi sa découverte est un arrêt mortel :  Je serais trop heureux d'être dans l'ignorance,  Et du baron du moins j'aurais la confidence.  Je pourrais dans son sein épancher ma douleur.  Hélas ! j'ai tout perdu jusqu'à cette douceur.  Quel état violent ! Ô ciel ! Que dois-je faire ?  Dois-je fuir ou rester ? M'expliquer ou me taire ?  Que dirai-je au baron ? Pourrai-je l'aborder ?  Ah ! D'avanCe mon coeur se sent intimider.  Je ne pourrai jamais soutenir sa présence;  Mon trouble... Juste Dieu ! Je le vois qui s'avance.  Champagne sort."")",0.9964241981506348
"('#le-baron', ""J'étais impatient déjà de vous revoir. Eh bien ! N'avez-vous rien à me faire savoir ? Répondez-moi, marquis. Vous évitez ma vue ; Je vois sur votre front la douleur répandue. Qu'avez-vous ?"")","('#le-baron', ""J'étais impatient déjà de vous revoir. Eh bien ! N'avez-vous rien à me faire savoir ?  Répondez-moi, Marquis. Vous évitez ma vue.  Je vois sur votre front la douleur répandue.  Qu'avez-vous ? "")",0.9774612188339233
"('#le-marquis', ""Je n'ai rien."")","('#le-marquis', ""Je n'ai rien. "")",1.0
"('#le-baron', ""Votre ton et votre air M'assurent le contraire, et vous m'êtes trop cher Pour vous laisser garder un si cruel silence : Manqueriez-vous pour moi déjà de confiance ? Ouvrez-moi votre coeur, parlez donc."")","('#le-baron', ""Votre ton et votre air  M'assurent le contraire, et vous m'êtes trop cher  Pour vous laisser garder un si cruel silence :  Manqueriez-vous pour moi déjà de confiance ?  Ouvrez-moi votre coeur : parlez donc ? "")",0.9954424500465393
"('#le-marquis', 'Je ne puis.')","('#le-marquis', 'Je ne puis. ')",1.0000001192092896
"('#le-baron', ""Mais songez que tantôt vous me l'avez promis. Qu'avez-vous découvert ? Que venez-vous d'apprendre ?"")","('#le-baron', ""Mais songez que tantôt vous me l'avez promis.  Qu'avez vous découvert ? Que venez-vous d'apprendre ?"")",0.994331955909729
"('#le-marquis', 'Plus que je ne voulais.')","('#le-marquis', 'Plus que je ne voulais. ')",0.9999997615814209
"('#le-baron', ""Je ne puis vous comprendre, Et j'exige de vous que vous vous expliquiez : Me tiendrez-vous rigueur après tant d'amitiés ?"")","('#le-baron', ""Je ne puis vous comprendre,  Et j'exige de vous que vous vous expliquiez :  Me tiendrez-vous rigueur après tant d'amitiés ? "")",1.0000001192092896
"('#le-marquis', ""Je dois plutôt cacher le trouble qui m'agite. Dans l'état où je suis, souffrez que je vous quitte."")","('#le-marquis', ""Je dois plutôt cacher le trouble qui m'agite.  Dans l'état où je suis souffrez que je vous quitte. "")",0.9721997976303101
"('#le-baron', ""Non, arrêtez, marquis, vous prétendez en vain Que je vous abandonne à votre noir chagrin ; Vous ne sortirez pas, quoi que vous puissiez faire, Que je n'aie arraché de vous l'aveu sincère Du sujet qui vous trouble, et qui vous porte à fuir."")","('#le-baron', ""Non, arrêtez, Marquis, vous prétendez en vain  Que je vous abandonne à votre noir chagrin.  Vous ne sortirez pas, quoi que vous puissiez faire,  Que je n'aie arraché de vous l'aveu sincère  Du sujet qui vous trouble, et qui vous porte à fuir. "")",0.9868806600570679
"('#le-marquis', 'Dispensez-moi, baron, de vous le découvrir ; Et laissez-moi...')","('#le-marquis', 'Dispensez-moi, baron, de vous le découvrir ;  Et laissez-moi... ')",1.0
"('#le-baron', ""Marquis, la résistance est vaine, Et vous m'éclaircirez."")","('#le-baron', ""Marquis, la résistance est vaine,  Et vous m'éclaircirez. "")",1.0000001192092896
"('#le-marquis', 'Quelle effroyable gêne ! Où me vois-je réduit !')","('#le-marquis', 'Quelle effroyable gêne !  Où me vois-je réduit ! ')",0.9999998807907104
"('#le-baron', ""Cédez donc à l'effort D'un homme tout à vous."")","('#le-baron', ""Cédez donc à l'effort  D'un homme tout à vous. "")",0.9999998807907104
"('#le-marquis', 'Je crains...')","('#le-marquis', 'Je crains... ')",1.0
"('#le-baron', ""Vous avez tort. Les destins qui tantôt vous cachaient votre amante, Ont-ils pu vous porter d'atteinte plus sanglante ?"")","('#le-baron', ""Vous avez tort.  Les destins qui tantôt vous cachaient vore amante  Ont-ils pu vous porter d'atteinte plus sanglante ? "")",0.972753643989563
"('#le-marquis', ""Oui, puisque ce secret par vous m'est arraché ; Je voudrais que son sort me fût encor caché : Mes gens de sa demeure ont fait la découverte, Mais pour rendre mes feux plus certains de sa perte. Ils m'ont trop éclairé."")","('#le-marquis', ""Oui, puisque ce secret par vous m'est arraché,  Je voudrais que son sort me fût encore caché :  Mes gens de sa demeure ont l'ait la découverte,  Mais pour rendre mes feux plus certains de sa perte  Ils m'ont trop éclairé. "")",0.9820027351379395
"('#le-baron', 'Que vous ont-ils appris ?')","('#le-baron', 'Que vous ont-ils appris ? ')",0.9999998211860657
"('#le-marquis', ""Tout ce que je pouvais en apprendre de pis. J'ai su que sa famille au plus tôt la marie : Pour comble de chagrin, je vais la voir unie Au destin d'un ami, qui m'enchaîne le bras."")","('#le-marquis', ""Tout ce que je pouvais en apprendre de pis.  J'ai su que sa famille au plus tôt la marie ;  Pour comble de chagrin je vais la voir unie  Au destin d'un ami qui m'enchaîne le bras ! "")",0.9889256954193115
"('#le-baron', ""Ce coup est affligeant, mais il n'égale pas, Quoi que puisse opposer votre douleur extrême, Le malheur d'ignorer le sort de ce qu'on aime : Je trouve votre amour, dans ce nouveau chagrin, Beaucoup moins malheureux qu'il n'était ce matin."")","('#le-baron', ""Ce coup est affligeant ; mais il n'égale pas,  Quoi que puisse opposer votre douleur extrême,  Le malheur d'ignorer le sort de ce qu'on aime :  Je trouve votre amour, dans ce nouveau chagrin,  Beaucoup moins malheureux qu'il n'était ce matin. "")",0.9942092299461365
"('#le-marquis', ""Rien n'égale, monsieur, ma disgrâce présente ; Je sens qu'elle est pour moi d'autant plus accablante, Que je ne puis choisir ni prendre aucun parti ; Toute voie est fermée à mon espoir trahi."")","('#le-marquis', ""Rien n'égale, Monsieur, ma disgrâce présente ;  Je sens qu'elle est pour moi d'autant plus accablante  Que je ne puis choisir ni prendre aucun parti ;  Toute voie est fermée à mon espoir trahi. "")",0.9925278425216675
"('#le-baron', ""J'en vois une pour vous très simple."")","('#le-baron', ""J'en vois une pour vous très simple. "")",0.9999998211860657
"('#le-marquis', 'Quelle est-elle ?')","('#le-marquis', 'Quelle est-elle ? ')",0.9999999403953552
"('#le-baron', 'Poursuivez votre pointe auprès de votre belle.')","('#le-baron', 'Poursuivez votre pointe auprès de votre belle. ')",0.9999998807907104
"('#le-marquis', ""Le moyen à présent, monsieur, que je la vois Promise à mon ami, dont son père a fait choix ! Mon coeur doit renoncer plutôt à ma maîtresse ; L'honneur et le devoir y forcent ma tendresse."")","('#le-marquis', ""Le moyen à présent, Monsieur, que je la vois  Promise à mon ami dont son père a fait choix ?  Mon coeur doit renoncer plutôt à ma maîtresse ;  L'honneur et le devoir y forcent ma tendresse. "")",0.9850125312805176
"('#le-baron', ""Il n'est pas question de devoir ni d'honneur ; Il ne s'agit ici que de votre bonheur."")","('#le-baron', ""Il n'est pas question de devoir ni d'honneur ;  Il ne s'agit ici que de votre bonheur. "")",1.0
"('#le-marquis', ""Monsieur, pour un moment, mettez-vous à ma place, Feriez-vous ce qu'ici vous voulez que je fasse ? L'amour vous ferait-il manquer à l'amitié ?"")","('#le-marquis', ""Monsieur, pour un moment, mettez-vous à ma place,  Feriez-vous ce qu'ici vous voulez que je fasse ?  L'amour vous ferait-il manquer à l'amitié ? "")",0.9999999403953552
"('#le-baron', 'Oui, marquis, sur ce point je serais sans pitié : Le scrupule est sottise en pareille matière, Et je ne ferais pas grâce à mon propre père.')","('#le-baron', 'Oui, Marquis ; sur ce point je serais sans pitié :  Le scrupule est sottise en pareille matière,  Et je ne ferais pas grâce à mon propre père. ')",0.9847133159637451
"('#le-marquis', ""Moi, je ne me sens pas tant d'intrépidité ; Et quand même j'aurais cette témérité, Que puis-je espérer ?"")","('#le-marquis', ""Moi, je ne me sens pas tant d'intrépidité ;  Et quand même j'aurais cette témérité,  Que puis-je espérer ? "")",1.0
"('#le-baron', ""Tout, monsieur, puisqu'on vous aime ; Vous devez réussir, j'en répondrais moi-même."")","('#le-baron', ""Tout, monsieur, puisqu'on vous aime ;  Vous devez réussir, j'en répondrais moi-même. "")",0.9999999403953552
"('#le-marquis', 'À quoi tous mes efforts pourraient-ils aboutir ?')","('#le-marquis', 'À quoi tous mes efforts pourraient-ils aboutir ? ')",1.0000001192092896
"('#le-baron', ""Mais, à rompre un hymen qui doit mal l'assortir."")","('#le-baron', ""Mais à rompre un hymen qui doit mal l'assortir. "")",0.9889535903930664
"('#le-marquis', 'Il est trop avancé.')","('#le-marquis', 'Il est trop avancé. ')",0.9999998807907104
"('#le-baron', ""Qu'elle avoue à son père Votre amour réciproque."")","('#le-baron', ""Qu'elle avoue à son père  Votre amour réciproque. "")",0.9999998807907104
"('#le-marquis', ""Elle est d'un caractère, D'un esprit trop craintif, pour tenter ce moyen, D'autant qu'elle a donné sa voix à ce lien ; Moi-même à l'y porter j'ai de la répugnance. Les remords que je sens..."")","('#le-marquis', ""Elle est d'un caractère,  D'un esprit trop craintif, pour tenter ce moyen,  D'autant qu'elle a donné sa voix à ce lien ;  Moi-même à l'y porter j'ai de la répugnance.  Le remords que je sens... "")",0.996902346611023
"('#le-baron', 'Les remords ? Pure enfance ! Ayez pour mes conseils plus de docilité, Et le succès...')","('#le-baron', 'Le remords ? Pure enfance !  Ayez pour mes conseils plus de docilité,  Et le succès... ')",0.998568058013916
"('#le-marquis', ""J'en vois l'impossibilité ; Car son hymen, vous dis-je, est près de se conclure ; Demain, ce soir peut-être, et ma disgrâce est sûre."")","('#le-marquis', ""J'en vois l'impossibilité ;  Car son hymen, vous dis-je, est près de se conclure  Demain, ce soir peut-être, et ma disgrâce est sûre. "")",0.9871204495429993
"('#le-baron', 'Je veux que cela soit : mettons la chose au pis.')","('#le-baron', 'Je veux que cela soit : mettons la chose au pis. ')",1.0
"('#le-marquis', 'Que puis-je faire alors ?')","('#le-marquis', 'Que puis-je faire alors ? ')",0.9999998807907104
"('#le-baron', 'Ce que fait tout marquis. Vous vous arrangerez.')","('#le-baron', 'Ce que fait tout marquis ;  Vous vous arrangerez. ')",0.9785154461860657
"('#le-marquis', 'Et de quelle manière ?')","('#le-marquis', 'Et de quelle manière ? ')",1.0
"('#le-baron', 'En voyant cette belle, en tâchant de lui plaire.')","('#le-baron', 'En voyant cette belle, en tâchant de lui plaire. ')",1.0
"('#le-marquis', 'À mon ami ferais-je un affront si sanglant ?')","('#le-marquis', 'À mon ami ferai-je un affront si sanglant ? ')",0.9759348630905151
"('#le-baron', ""Sur cet article-là votre scrupule est grand ! À son plus haut degré c'est porter la sagesse. Si vos pareils avaient cette délicatesse, Et marquaient tant d'égards pour messieurs les maris, Je plaindrais la moitié des femmes de Paris. Ne tenez pas ailleurs un langage semblable ; Il vous ferait, marquis, un tort considérable."")","('#le-baron', ""Sur cet article-là votre scrupule est grand !  À son plus haut degré c'est porter la sagesse.  Si vos pareils avaient cette délicatesse,  Et marquaient tant d'égards pour messieurs les maris,  Je plaindrais la moitié des femmes de Paris.  Ne tenez pas ailleurs un langage semblable ;  Il vous ferait, Marquis, un tort considérable. "")",0.9923050999641418
"('#le-marquis', ""Quand vous parlez ainsi, c'est sur le ton badin ; Je forme et je veux suivre un plus juste dessein : À mes sens révoltés quelque effort qu'il en coûte, Le devoir me l'inspire, il faut que je l'écoute. De l'erreur d'un ami j'abuse trop longtemps, Je veux la dissiper dans ces mêmes instants, Et je vais sans détour, à quoi que je m'expose, De mon trouble secret lui déclarer la cause."")","('#le-marquis', ""Quand vous parlez ainsi, c'est sur le ton badin ;  Je forme et je veux suivre un plus juste dessein :  À mes sens révoltés quelque effort qu'il en coûte,  Le devoir me l'inspire, il faut que je l'écoute.  De l'erreur d'un ami j'abuse trop longtemps ;  Je veux la dissiper dans ces mêmes instants,  Et je vais sans détour, à quoi que je m'expose,  De mon trouble secret lui dévoiler la cause. "")",0.9942001700401306
"('#le-baron', 'Ah ! Gardez-vous-en bien, vous allez tout gâter.')","('#le-baron', 'Ah ! Gardez-vous en bien, vous allez tout gâter. ')",0.9764392971992493
"('#le-marquis', ""Juste ciel ! Est-ce vous qui devez m'arrêter ?"")","('#le-marquis', ""Juste ciel ! Est-ce vous qui devez m'arrêter ? "")",1.0
"('#le-baron', 'Oui, vous allez commettre une extrême imprudence : Mais a-t-on jamais fait pareille confidence ?')","('#le-baron', 'Oui, vous allez commettre une extrême imprudence :  Mais a-t-on jamais fait pareille confidence ? ')",0.9999997615814209
"('#le-marquis', ""Eh quoi ! Voulez-vous donc que je trompe en ce jour Un homme que j'estime, et qui m'aime à son tour ?"")","('#le-marquis', ""Eh quoi! Voulez-vous donc que je trompe en ce jour  Un homme que j'estime, et qui m'aime à son tour ? "")",0.9973618984222412
"('#le-baron', 'Oui, trompez-le, monsieur.')","('#le-baron', 'Oui, trompez-le, monsieur. ')",0.9999998211860657
"('#le-marquis', ""C'est lui faire un outrage."")","('#le-marquis', ""C'est lui faire un outrage. "")",1.0
"('#le-baron', ""Trompez-le encore un coup, trompez-le, c'est l'usage."")","('#le-baron', ""Trompez-le encore un coup, trompez-le, c'est l'usage. "")",0.9999997615814209
"('#le-marquis', 'Vous me le conseillez ?')","('#le-marquis', 'Vous me le conseillez ? ')",0.9999997615814209
"('#le-baron', ""Très fort, et je fais plus ; Je l'exige de vous."")","('#le-baron', ""Très fort, et je fais plus ;  Je l'exige de vous. "")",0.9999998807907104
"('#le-marquis', 'Je demeure confus.')","('#le-marquis', 'Je demeure confus ! ')",0.9227850437164307
"('#le-baron', ""Mais dans vos procédés je ne puis vous comprendre. Vous avez pour cet homme une amitié bien tendre ; Et, portant à son coeur le coup le plus mortel, Par un aveu choquant autant qu'il est cruel, Vous voulez faire entendre à sa flamme jalouse, Que vous êtes aimé de celle qu'il épouse ! Si quelqu'un s'avisait de m'en faire un égal, Par moi son compliment serait reçu fort mal."")","('#le-baron', ""Mais dans vos procédés je ne puis vous comprendre !  Vous avez pour cet homme une amitié bien tendre ;  Et portant à son coeur le coup le plus mortel  Par un aveu choquant autant qu'il est cruel,  Vous voulez faire entendre à sa flamme jalouse  Que vous êtes aimé de celle qu'il épouse.  Si quelqu'un s'avisait de m'en faire un égal,  Par moi son compliment serait reçu fort mal."")",0.9909846186637878
"('#le-marquis', ""Ces mots ferment ma bouche, et changent ma pensée ; Mon ardeur, puisqu'enfin elle s'y voit forcée, Va suivre le parti que vous lui proposez : Mais souvenez-vous bien que vous l'y réduisez, Que vous êtes, monsieur, garant de ma conduite, Que vous deviendrez seul coupable de la suite ; Et que si trop avant je me laisse entraîner, C'est vous, et non pas moi, qu'il faudra condamner."")","('#le-marquis', ""Ces mots ferment ma bouche, et changent ma pensée :  Mon ardeur, puisqu'enfin elle s'y voit forcée,  Va suivre le parti que vous lui proposez :  Mais souvenez-vous bien que vous l'y réduisez,  Que vous êtes, Monsieur, garant de ma conduite  Que vous deviendrez seul coupable de la suite ;  Et que si trop avant je me laisse entraîner,  C'est vous, et non pas moi qu'il faudra condamner. "")",0.9950007200241089
"('#le-baron', ""Quoi qu'il puisse arriver, je prends sur moi la cause ; Sur ma parole, osez."")","('#le-baron', ""Quoi qu'il puisse arriver, je prends sur moi la chose ;  Sur ma parole, osez. "")",0.8853429555892944
"('#le-marquis', ""Je vous crois donc, et j'ose."")","('#le-marquis', ""Je vous crois donc, et j'ose. "")",1.0
"('#le-baron', ""Avant que vous sortiez, je serais curieux Que vous vissiez l'objet... mais il s'offre à nos yeux."")","('#le-baron', ""Avant que vous sortiez : je serais curieux  Que vous vissiez l'objet... Mais il s'offre à nos yeux. "")",0.9863248467445374
"('#le-marquis', ""Quel trouble ! En la voyant, j'ai peine à me contraindre."")","('#le-marquis', ""Quel trouble ! En la voyant j'ai peine à me contraindre! "")",0.9814833998680115
"('#lucile', 'Je cherchais votre soeur...')","('#lucile', 'Je cherchais votre soeur. ')",0.9759185314178467
"('#le-baron', 'Approchez-vous sans craindre. Et faites politesse à monsieur le marquis. Vous ne sauriez trop bien recevoir mes amis. Quoi ! Vous voilà déjà toute déconcertée ? Vous changez de couleur ? Vous êtes empruntée ? Mais rassurez-vous donc. Devant le monde ainsi Faut-il être étonnée ?')","('#le-baron', 'Approchez-vous sans craindre,  Et faites politesse à Monsieur_le_Marquis.  Vous ne sauriez trop bien recevoir mes amis.  Quoi ! Vous voilà déjà toute déconcertée ?  Vous changez de couleur, vous êtes empruntée !  Mais rassurez-vous donc. Devant le monde ainsi  Faut-il être étonnée ? ')",0.9501888155937195
