biancollelli-arlequin-gentilhomme,biancollelli-foire-galante,Score
-,"('#arlequin', ""Ah ! si l'amour Conduit chaque jour Bien du monde à la foire, À leurs dépens Nous aurons de boire, Et nous serons contents."")",0.0
-,"('#pierrot', 'Quoi, tu ne parles que de boire ! Pour moi, je mourrai de souci Si les ongles du mariage Ne grattent ma démangeaison. Air : Réveillez-vous, [belle endormie]')",0.0
-,"('#arlequin', ""Avant de me mettre en ménage, Si je pousse quelques soupirs, Je veux que l'objet qui m'engage Accorde tout à mes désirs, Et sans cela, je me retire, tan la rara, etc."")",0.0
-,"('#pierrot', ""Ne va pas si vite en besogne, Tu fais l'amour en étourdi. Il faut quelque temps battre en brèche Avant que de donner l'assaut. Air : Réveillez-vous, [belle endormie]"")",0.0
-,"('#arlequin', ""Vas, tu n'as pas lu le grimoire, Tout tes avis sont superflus. Apprend, mon ami, qu'à la foire, Les marchés sont bientôt conclus, Jamais en vain l'on n'y soupire, tan la tare."")",0.0
-,"('#venus', ""Faites-lui ressentir l'effet de ma puissance, Cupidon, punissez le faquin qui m'offense. Ah ! Cupidon, faites-moi grâce, Quoi ! vous visez droit à mon coeur ! Ma foi, j'en tiens, quoique l'on fasse, L'amour est toujours le vainqueur. Cupidon poursuit Arlequin, et après un jeu de théâtre, il lui décoche une flèche, après quoi Arlequin chante sur l'air Réveillez-vous. Les violons reprennent l'ouverture."")",0.0
-,"('#arlequin', ""Du dieu d'Amour, je ressens la puissance, Ce mirmidon m'a percé le gosier. Il m'a vaincu, malgré ma résistance. Mes intestins ne sont plus qu'un brasier. Savant docteur, soleil de médecine, Vous pouvez seul soulager mes tourments. Accordez-moi l'aimable Colombine, Que j'aime mieux que tous vos lavements. Je suis le modèle D'un parfait amant. Souffrez qu'à la belle, Je fasse un... tant la leri, un compliment. Air : Folies d'Espagne"")",0.0
-,"('#le-docteur', 'Marinette autrefois faisait votre bonheur.')",0.0
-,"('#arlequin', ""Ciel ! Qu'entends-je ?"")",0.0
-,"('#le-docteur', 'Après avoir donné son coeur, Doit-on devenir infidèle ?')",0.0
-,"('#arlequin', 'Par rapport à ses yeux charmants, Et son air peu sévère,bis À mes premiers engagements, Je deviendrai contraire. Aussi prompt à trahir mes serments, Que je fus à les faire.bis Air : Fanatiques')",0.0
-,"('#colombine', 'Arlequin, tu peux te flatter De plaire à Colombine.')",0.0
-,"('#le-docteur', ""Quoi ! Vous osez vous en vanter, Madame la coquine. Hors d'ici, je saurai tricoter Comme il faut votre échine. Bis. Le Docteur poursuit Colombine, ce qui donne lieu à un jeu de théâtre avec Arlequin qui veut empêcher le Docteur de la maltraiter. Arlequin se retire."")",0.0
-,"('#le-docteur', ""Le soin que je prends de son sort Me fera troubler la cervelle. Arlequin croit triompher d'elle, Mais le coquin se trompe fort. Le Docteur s'en va."")",0.0
-,"('#marinette', ""Mon cher vainqueur, aimable Scaramouche, Je n'aimerai jamais que vous. C'est en vain qu'Arlequin gémit à mes genoux. Son amour n'a rien qui me touche. Je ris de ses transports jaloux. Je sens, à sa présence allumer mon courroux, Je suis pour lui sombre et farouche. Mon cher vainqueur, aimable Scaramouche, Je n'aimerai jamais que vous."")",0.0
-,"('#marinette', 'Que vois-je ? quels présents portent-ils dans leurs mains ! Que veulent ces marchands forains ?')",0.0
-,"('#arlequin', ""Je viens tout exprès dans ces lieux Pour régaler Colombine. Apercevant Marinette. Cet objet m'est odieux, Et me sert de médecine. Je veux, pour rire à ses dépends, L'assurer de ma tendresse. Et par de petits présents, Profiter de sa faiblesse. Air : Monsieur de la Palisse est mort"")",0.0
-,"('#arlequin', ""Recevez, beauté charmante, Une preuve de mes feux. Voici de l'encre luisante Pour noircir vos blonds cheveux, Un peu de machicatoire Avec un décrottoir, Un petit sifflet mignon, Et ce joli saucisson. Air : Quand sur le golfe du tendre."")",0.0
-,"('#pierrot', 'Pour moi qui ne suis point chiche, Je vous fais un plus beau don. De ce baril de moutarde Je prétends vous régaler. Pour rétrécir votre bouche Prenez ce pot de pommade, Cette râpe de fer blanc, Cette andouille de Tabac. Même air.')",0.0
-,"('#le-choeur #le-docteur', ""Râpez, râpez, belle bergère, Si vous voulez charmer ! Et quand vous ne saurez que faire, Vous n'avez qu'à fumer."")",0.0
-,"('#arlequin', ""C'est pour vous que je suis ici, Et je n'aspire qu'à vous plaire. Pour vous mon coeur est tout transi, C'est pour vous que je suis ici. À la foire et dans ce temps-ci, On finit bientôt une affaire. C'est pour, etc. Air : Le premier jour du mois de mai"")",0.0
-,"('#colombine', ""Malgré toute l'ardeur Qui règne dans mon âme, Osez-vous, imposteur ! En compter à Madame... Lizon, etc."")",0.0
-,"('#arlequin', ""Hélas ! je suis pressé Du mal qui me possède. Vos beaux yeux m'ont blessé, Donnez-moi le remède... Lizon, etc."")",0.0
-,"('#colombine', ""Qu'entends-je ? Quels discours ! Et que me dites-vous ? Je vous ai vu, perfide, à ses genoux. Air opéra."")",0.0
-,"('#arlequin', ""Non, Colombine, c'est pour vous Que mon coeur veut se faire entendre. L'amour m'a lancé tous ses coups. Non, Colombine, c'est pour vous. A-t-elle autant d'attrait que vous ? Et le moyen de s'y méprendre ? Non, Colombine, etc. Air : Le premier jour de mai"")",0.0
-,"('#arlequin', ""J'ai renoncé pour vous au doux jus de la tonne. Je ne puis plus souffrir ce breuvage divin. Et chaque jour, mon aimable pouponne, Je ne bois que trois pots vin. Air : J'ai senti pour vous seule"")",0.0
-,"('#marinette', ""Laissez-moi, c'est trop vous entendre. J'enrage, c'est trop vous entendre, D'un pareil traitement, je veux avoir raison. De mon juste courroux, rien ne peut vous défendre, Je vais vous étriller de la bonne façon. Air opéra, fin de la quatrième scène de la première entrée"")",0.0
-,"('#pierrot', ""Madame Alizon est en colère, Oh ! oh ! etc. De ce qu'elle ne peut faire, Oh ! oh ! etc. Et qu'on ne veut pas lui faire, Oh ! oh ! etc. Air : Marie Salisson"")",0.0
-,"('#colombine', ""Ma pauvre Alizon, que veux-tu faire, Oh ! oh ! etc. Rengaine donc ta colère, Oh ! oh ! etc. Et ne fais pas l'harengère, Oh ! oh ! etc."")",0.0
-,"('#marinette', ""Oh ! c'en est trop petite effrontée, Oh ! oh ! etc. Vous m'avez trop maltraitée, Oh ! oh ! etc. Ma foi vous serez frottée. Elles se battent et se décoiffent, Arlequin en les séparant frappe Pierrot. Ils se retirent tous à l'exception de Marinette qui reste décoiffée."")",0.0
-,"('#marinette', ""Quel funeste coup pour ma tête ! Quoi ! tu m'arraches les cheveux. Et pour marque de ta conquête, Ma coiffure en tes mains, rend ton sort glorieux. Tu m'as frappé, ah ! j'en prendrai vengeance, Et j'irai te dévisager. Infâme, tu m'as fais une sensible offense, Mais ne crois pas que je sois sans défense, De cent coups de bâtons, je prétends te charger. Quelle honte pour moi, qu'une femme fluette ! Un petit embryon me soumette à ses coups. Reprenons nos fureurs, courage, Marinette, Et sans différer, vengeons-nous. Ma face égratignée, et tout contrefaite, Doit contre une salope allumer mon courroux. Oui, quand j'aurai puni cette mazette, Un triomphe si grand me paraîtra bien doux. Et pour voir aujourd'hui ma vengeance complète, Je veux que la carogne en présence de tous, Me rende enfin à mes genoux Ma coiffure de mignonette. Air : Quel funeste coup pour mon âme, Elle s'en va."")",0.0
-,"('#arlequin', ""Hélas ! Arlequin n'en peut plus. L'Amour m'a donné la colique, Je suis devenu comme étique, Je sens tous mes membres perclus. Hélas ! etc."")",0.0
-,"('#colombine', 'Mon cher Arlequin, ton humeur chagrine Trouble le destin de ta Colombine. Morguienne de toi, quel homme ! quel homme ! Calme ton effroi, tu seras à moi. Air : Morguienne de vous')",0.0
-,"('#arlequin', 'Hélas ! je ne puis concevoir, Sur quoi tu fondes cet espoir. Le Docteur me sera contraire, Je ne pourrai jamais lui plaire. Il ne faut pour nous rendre heureux, Prendre conseil que de nous deux.')",0.0
-,"('#colombine', ""Pour mieux parler de notre flamme, Entre avec moi dans le logis, Je crois que t'habillant en femme, Tu ne seras jamais surpris. Air : Réveillez-vous, [belle endormie]"")",0.0
-,"('#arlequin', ""Je n'aurai pas trop bonne mine En équipage féminin. Allons... souviens-toi, Colombine, Que je suis toujours masculin."")",0.0
-,"('#scaramouche', 'Docteur, qui chaque nuit fait ici sentinelle, Ne verse point sur moi ton grand pot à pisser, Ne verse, etc.')",0.0
-,"('#arlequin', ""Scaramouche, retirez-vous, Car vous avez bien des jaloux. Croyez en Marinette, Hé bien ! Je crains qu'on ne vous traite, Vous [m'entendez bien]. Air : Vous m'entendez bien"")",0.0
-,"('#arlequin', 'Trop heureux, trop heureux, si pour vous, ma belle, Je me pouvais faire rôtir.bis')",0.0
-,"('#arlequin', ""Je prétends répondre à mon tour Aux sentiments de votre amour. Parlez à Marinette, Hé bien ! Avec cette trompette, Vous m'entendez [bien]. J'ai fait faire cet instrument, Pour nous parler plus sûrement. Approchez votre oreille, Fort bien, Vous êtes à merveille, Vous m'entendez [bien]. J'ai pour vous une telle ardeur, Que je sens grésiller mon coeur. Je verse pour vos charmes, Hé bien ! Un déluge de larmes, Vous m'entendez [bien]. Air : Vous m'entendez bien Même air. Même air. Il lui jette le pot de chambre."")",0.0
-,"('#scaramouche', ""Je suis mouillé, l'on punit ma sottise. L'eau dégoute partout, que maudit soit le pot. Il faut pour sécher ma chemise Que j'aille brûler un fagot. Il faut, etc."")",0.0
-,"('#arlequin', ""Que d'ustensiles différents, Pour attirer les soupirants. Toujours par la toilette, Hé bien ! Triomphe une coquette, Vous m'entendez [bien]. Il se mire. Ma foi, je suis un beau garçon, J'ai le nez tout à fait mignon, Ma figure est gentille, Hé bien ! Si j'étais une fille, Vous m'entendez bien. Je veux me poudrer, me rougir, Me vermillonner, me blanchir. Et pour fuir les alarmes, Hé bien ! Mettre à profit mes charmes, Vous [m'entendez bien]. Puisque j'ai l'air si féminin, Je veux par un discours badin, Contrefaire le style, Hé bien ! D'une coquette babille, Vous m'entendez [bien]. Puis aussi sur un ton nouveau, Feindre la voix d'un damoiseau, Qui prétend faire emplette, Hé bien ! Du coeur d'une coquette, Vous [m'entendez bien]. Madame, à vos appas, Je viens pour rendre hommage. Heureux si sans partage, Je puis entre vos bras, Ne m'entendez-vous pas. Il répond pour la femme. Je le connais trop bien, Vous cherchez à me plaire, Vous êtes téméraire, Et vous ne valez rien, Je le connais trop bien. L'homme. Ah ! faites plus de cas D'une si belle flamme. Je vous aime, Madame, Et voudrais bien, hélas ! Ne m'entendez-vous pas ? La femme. Vous êtes trop pressant, Ma vertu s'effarouche. Soyez moins violent, Vous êtes trop pressant. L'homme. Ah ! l'aimable museau, Et que ta gorge est belle. Je veux, ma tourterelle, Être ton tourtereau. Ah ! l'aimable museau. Il baise sa main. La femme. Fi donc, petit badin, Qu'osez-vous entreprendre ? Vous êtes trop malin. Fi donc, petit badin, L'homme. Rien ne peut m'arrêter, Dans ma vive tendresse. La femme. Je suis une Lucrèce, Pourquoi me tourmenter ? Vous voulez m'affronter. L'homme. Cupidon m'a vaincu, Mon aimable Silvie. La femme. Finissez, je vous prie, Respectez ma vertu, Ou vous serez battu. L'homme. Tous vos efforts sont vains, Charmante impératrice. La femme. Ah ! Monsieur le Jocrisse, Quittez de tels desseins, Ne jouez plus des mains. Arlequin s'assied et s'adresse à une chaise qui est devant lui et chante sur l'air Ne m'entendez-vous pas."")",0.0
-,"('#le-docteur', ""Que faites vous ici, Madame la carogne ? Reconnaissant Arlequin. Quoi ! c'est vous, chien d'ivrogne Qui babillez ainsi ? Sortez vite d'ici. Il le chasse."")",0.0
-,"('#le-docteur', ""D'une jeune beauté, la garde est difficile, Mes soins seront-ils superflus ? Je ne m'étonne point si l'on voit des cocus, Au manège d'amour la femme est trop habile. Air : La nuit ramène en vain, parodie."")",0.0
-,"('#le-docteur', ""C'est à vous de servir mon âme vigilante, Je vous ai destiné mon aimable servante. Contre tous vos rivaux, je prétends vous armer, À grands coups de tricot, il faut les abimer."")",0.0
-,"('#scaramouche', ""Je suis prêt à faire rage, Je punirai qui m'outrage. Ah ! quel horrible carnage, Et que de sang répandu. J'ai perdu la connaissance. Tout excite ma vengeance, Évitez donc ma puissance, Ou bien vous serez battu. Air : Trembleurs Il les chasse."")",0.0
"('#arlequin', 'Excusez-moi de grâce  Je consens à payer mon écot et ma place. ')","('#arlequin', ""Ne verrai-je jamais le jour Qui doit couronner mon amour ? Vous brûlez d'une faible flamme, Ah ! c'est trop offenser mes feux. Hélas ! je voudrais bien, Madame, Nous voir accoupler tous les deux. Air : Voulez-vous savoir qui des deux"")",0.21925868093967438
"('#leandre', ""Apprends-moi le sujet qui t'amène en ces lieux,  Voleur ? "")","('#colombine', ""De quels reproches encor venez-vous m'alarmer ? Votre amour, quelque temps, ne peut-il se contraindre ? Que sert, ingrat, de vous aimer ? De vous, hélas ! j'ai tout à craindre. Air opéra."")",0.2677604556083679
"('#arlequin', ""Oh ! Ventrebleu vous pourriez parler mieux,  Ce larcin est ma foi le premier de ma vie,  Mais de ces macarons j'avais si fort envie  Que j'ai dans la cuisine avec dextérité  Escroqué ce butin si longtemps souhaité  Je vais me retirer car j'ai la panse pleine  Je vous rendrai e plat n'en soyez pas en peine  Je ne le vendrai point car il n'est point d'argent. "")","('#arlequin', ""Je ne me plaindrais pas, Mais en vain je vous aime. Si vous m'aimiez de même, Ma Colombine, hélas ! Je ne me plaindrais pas. Air : Ne m'entendez-vous pas."")",0.4638395309448242
"('#leandre', 'Mais quel est ton emploi ? ')","('#colombine', 'Vous plaignez-vous, ingrat, De ma flamme parfaite. Vous aimez, Marinette, Perfide scélérat. Mais... à bon chat, bon rat.')",0.07707993686199188
"('#arlequin', ""D'être fort indigent,  J'ai longtemps parcouru les états de la vie,  Et depuis ce matin j'ai pris la fantaisie  De choisir parmi tous celui de crocheteur,  Je me suis introduit chez Monsieur le Docteur,  Après avoir volé ce plat dans sa cuisine,  Pour assouvir la faim qui rongeait ma poitrine  Je me suis confiné dans cet appartement,  J'y mangeais en repos et fort gloutonnement,  Quand cette Demoiselle en ce lieu s'est rendue  Moi pour me dérober aussitôt à sa vue,  Et me mettre à couvert du tumulte et du bruit,  Je me suis tout tremblant retiré sous le lit  Vous avez entendu mon histoire tragique  Bien loin de me blâmer plaignez un famélique. "")","('#arlequin', ""C'est le sujet de mes alarmes, Vous reconnaissez mal ma foi. Je renonce à tout pour vos charmes, Et vous ne faites rien pour moi. Air : Réveillez[-vous] belle endormie"")",0.43099576234817505
"('#isabelle', ""Comment ferons-nous donc mon père ca venir ?  Léandre il n'est pas temps de nous entretenir,  Mais plutôt... "")","('#arlequin', ""Raccommodons-nous toujours, C'est le plaisir des amours. À la foire, c'est la mode, On se brouille, on s'accommode, Lampons, lampons, Colombine, lampons. Tu ne danses pas trop mal, Allons-nous-en donc au bal, Chez la jeune cafetière, Chacun danse à sa manière. Lampons, lampons, Colombine, lampons. On y danse des menuets, Toutes sortes de ballets. Souvent ce qui plus tourmente On y danse la courante. Lampons, lampons, Colombine, lampons. Air : Lampons."")",0.2871558666229248
"('#leandre', ""Dissipez cette frayeur extrême  Je viens d'imaginer un plaisant stratagème,  Donne-moi ton habit et tu prendras le mien.  À Arlequin."")","('#le-choeur', ""Marchands forains, rassemblons-nous, Ça, que l'on danse, que l'on chante. Quel séjour peut être plus doux ? Bannissons les soupçons jaloux. À la foire galante L'amour nous trompe tous. On danse l'air des masques, ensuite on chante Ah ! d'un curé. Après on danse encore l'air des masques."")",0.41046175360679626
"('#arlequin', ""Fi donc dans mon casaquin ne vous ira pas bien  Il faut pour le porter toute une autre encolure  Vous n'avez d'Arlequin ni gestes ni postures. "")","('#pierrot', ""À la danse Je viens en masque Pour n'être pas reconnu, A c i o u. À ma taille délibérée, Me prendrait-on pour Pierrot O o o diu hurhaut. On danse un menuet."")",0.38171136379241943
"('#leandre', 'Dépêchons. ')","('#pierrot', ""Entrons au bal, Et sans cérémonie Accostons-y Quelque jeune beauté. Faisons lui voir Que quoique l'on en dise, Pierrot est un vivant Qui fait, qui fait Chiffonner bien un falbala. Air : La Guinguette Pierrot va caresser Colombine."")",0.19827115535736084
"('#arlequin', ""J'y consens pour vous faire plaisir,  Quoique je perde au change, il faut vous obéir.  Ils se déshabillent tous deux, Arlequin met l'habit de Léandre, et Léandre celui d'Arlequin."")","('#arlequin', ""Doucement, Monsieur l'animal, Voici votre rival, Vous chiffonnez son falbala Retirez-vous de là.bis Air : Tu n'as pas le pouvoir Il le frappe."")",0.31239914894104004
"('#isabelle', 'Pourquoi vous déguiser, apprenez-moi Léandre. ')","('#pierrot', ""Mais, Monsieur, pourquoi me frapper ? Vous n'avez qu'à parler.bis Je connais pourtant des époux Plus dociles que vous.bis Arlequin le frappe encore."")",0.14366067945957184
"('#leandre', 'Cette ruse, Madame, est facile à comprendre.  Va derrière le lit, je veux rester ici.  À Arlequin.')","('#les-chanteuses', ""Arlequin, c'est à tort que vous êtes jaloux, Pierrot ne vient ici que pour l'amour de nous."")",0.29539281129837036
"('#arlequin', 'Ce gentilhomme est fou, moi je le suis aussi. ')","('#premiere-chanteuse', ""C'est pour moi que Pierrot ici porte ses pas, Il a senti le pouvoir de mes charmes. Arrêtez, Arlequin, ne le frappez donc pas ! Épargnez-moi de mortelles alarmes, Arlequin, c'est à tort, etc."")",0.3764501214027405
"('#leandre', ""Ici dans un instant le docteur va se rendre  Me voyant cet habit il pourra se méprendre  Ainsi j'éviterai quelque éclaircissement,  Mais il vient, je saurai le tromper aisément. "")","('#pierrot', ""En vain donc je suis en masque, Puisqu'on sait me reconnaître. Mais malgré la connaissance, Arlequin m'a maltraité. N'importe, je lui pardonne, Pierrot n'a point de rancune, C'est par faute de courage Que je suis lâche et poltron. Air : Trembleurs"")",0.48103615641593933
"('#le-docteur', ""Secondez, mes amis la fureur qui m'inspire,  Arrêtez ce voleur... Hé bien que vas-tu dire ?  Parle, dans ma maison quel dessein t'a conduit ?  Réponds, pendard, pourquoi te cacher sous le lit ?  Les valets saisissent Léandre."")","('#la-chanteuse', ""Mais, que vois-je ? Ô cieux ! cruels, d'où provient votre rage ? Quoi ! vous venez au bal pour faire carillon ?"")",0.43678903579711914
"('#leandre', ""Je ne suis pas, Monsieur, ce que vous pouvez croire,  Je vais vous raconter en deux mots mon histoire.  Je suis un crocheteur, victime de la faim,  Qu'ici son appétit n'a pas conduit en vain,  Un plat de macarons volés par prévoyance,  A soulagé les maux causés par l'abstinence,  Ici pour les manger je me suis introduit,  Et je me suis caché tout tremblant sous le lit. "")","('#scaramouche', ""Oui, je viens pour faire tapage, Vous devinez notre dessein. Et puisque son amour m'outrage, Il faut qu'il meure de ma main. Air : Réveillez-vous, [belle endormie]"")",0.5224555730819702
"('#isabelle', ""Mon père renvoyez ce pauvre misérable,  Ne le punissez point puisqu'il n'est pas coupable. "")","('#colombine', ""Vous voyez mon ardeur, Il n'est plus temps de feindre. Arlequin a mon coeur, Et vous êtes à plaindre, Lizon, etc."")",0.33266404271125793
"('#le-docteur', ""Je plains ce malheureux, son sort me fait pitié  Il s'est auprès de nous assez justifié.  Va-t'en je te pardonne, et tu n'as rien à craindre,  Tu dis la vérité.  À Léandre."")","('#scaramouche', ""Quoi ! malgré tous mes feux, Mes soins et ma tendresse, Mes larmes et mes voeux, Je serai donc malheureux. Tu lui donnas ta foi, Tu te moques de moi, C'est pourquoi, Je veux, double tigresse, Le massacrer devant toi."")",0.5898880362510681
"('#leandre', ""J'ignore l'art de feindre. "")","('#colombine', ""Arlequin a réussi. L'Amour m'a parlé pour lui. Votre sort serait plus doux S'il m'avait parlé,bis Votre sort serait plus doux S'il m'avait parlé pour vous. Air : Ma mère, mariez-moi"")",0.2658154368400574
"('#le-docteur', 'Outre les macarons que tu viens de voler  Je veux bien de dix sols encore te régaler. ')","('#arlequin', 'Mon ami, vous avez tort De vous emporter si fort. Je suis un pauvre poltron, Accordez-moi donc,bis Je suis un pauvre poltron, Accordez-moi le pardon. Même air.')",0.25148120522499084
"('#leandre', ""L'honneur de vous servir est le bien où j'aspire. "")","('#scaramouche', ""Il faut céder, enfin, À ma fureur extrême. Immolons Arlequin. Colombine et moi-même, Lizon, zon. Mais, le puis-je ? insensé ! Quel vain espoir me flatte ? Ses beaux yeux m'ont blessé, Épargnons cette ingrate, Lizon, zon. S'adressant à Arlequin. Mais apprends, malheureux, Avant que je combatte, Qu'il est bien dangereux De tomber sous ma patte, Lizon, etc."")",0.2117254137992859
"('#le-docteur', 'Adieu mon pauvre enfant. ')","('#pierrot', ""Donnez-moi vite du secours, Colombine se pâme,bis Et pour la faire revenir, Du vinaigre à sentir, Donnons-lui du vinaigre. Ah ! par ma foi, tout est perdu, L'enflure la suffoque. Tâchons de lui trouver le pouls. Madame, êtes-vous morte, êtes-vous, Madame, êtes-vous morte ? Mais voyons sans plus différer, Si sa bouche respire. Vous n'êtes pas morte, je sens Quelque signe de vie, je sens Quelque signe de vie. Il la baise."")",0.14056843519210815
"('#leandre', ""Monsieur je me retire. Léandre s'en va et les valets rentrent."")","('#arlequin', 'Réveillez-vous, belle endormie, Voici votre cher Arlequin. Si vous renoncez à la vie, Je mourrai bientôt de chagrin.')",0.08909481018781662
"('#isabelle', 'Au gré de mes souhaits la fourbe a réussi. ')","('#colombine', ""Vénus ne pourrez-vous jamais Forcer le Docteur à se rendre ? Hélas ! faites-lui donc entendre Qu'il faut que je cède à vos traits. Vénus, etc. Air : Mes yeux ne pourrez[-vous jamais], parodie"")",0.3613692820072174
"('#arlequin', 'Oui mais pour mon malheur je suis encore ici. ')","('#venus', ""À ses voeux, ne soyez plus contraire. Pour son cher Arlequin, j'ai voulu l'enflammer. Je prétends que pour me satisfaire, On ne la prive pas du plaisir de l'aimer."")",0.27945736050605774
"('#le-docteur', ""Qu'entends-je ? Que dit-on ? "")","('#le-choeur', ""Arlequin tout doit te satisfaire. Le Docteur ne saurait l'empêcher de t'aimer. Quand on est assez heureux pour plaire, L'amour de plus en plus devrait nous enflammer."")",0.09770822525024414
"('#isabelle', ""Rien mon père... Ah le traître !  S'il dit encore un mot il fera tout connaître.  Arlequin éternue fort."")","('#le-docteur', 'Ma volonté cède à la votre. Vous triomphez de nos jaloux. Mon penchant parlait pour vous. Air : Réveillez-vous, [belle endormie] À Colombine.')",0.19174326956272125
"('#le-docteur', 'Je ne me trompe pas et quelque autre est ici. ')","('#le-choeur', 'Arlequin tout doit, etc.')",0.22771959006786346
"('#isabelle', 'Que je suis malheureuse ! ')","('#arlequin', ""Vous brillez seule en ces retraites, Vous effacez tous les appas. L'amour ne se plaît qu'où vous êtes, Et languit où vous n'êtes pas. Pour vous seule mon coeur soupire, Lan lare."")",0.23600788414478302
"('#le-docteur', 'Examinons ceci.  Il cherche, va derrière le lit, et trouve Arlequin habillé proprement.')","('#le-docteur', ""Que tout signale ici leur ardeur mutuelle ! Qu'on offre à leur égard la fête la plus belle. Les violons jouent la marches des Bostangis."")",0.09967546910047531
"('#isabelle', 'Tout va se découvrir la chose est certaine. ')","('#le-docteur', ""Aimez, aimez Colombine, vivir. Que votre humeur Arlequine unir Songe un peu moins à la cuisine, mi. Ne soyez pas si friand, bello Du fromage de Milan, durar Que la crainte du cocuage Ne trouble pas votre ménage. Quand tout vient abondamment, On doit dire hautement : Favor celesta, D'aver corne in testa. Sois tranquille Dans la ville, On trouve peu de maris difficiles. D'un époux Trop jaloux, Les soins sont vains, et la garde inutile. Un époux Trop jaloux Lui-même rend son épouse fragile. Trop d'esprit Toujours nuit, En pareil cas il vaut mieux être Gille. Air : Vivir, parodie."")",0.21303953230381012
"('#le-docteur', ""Dans ma maison, Monsieur, quel sujet vous amène ?  Holà, valets à moi, saisissez ce voleur.  Les valets viennent, se saisissent d'Arlequin qui se met à genoux devant le Docteur."")","('#arlequin', 'Sans contrainte, Plus de crainte Suivez-moi tous, je vous paierai pinte.')",0.22992025315761566
