la-fontaine-climene,cahusac-l-algerien,Score
"('#apollon', ""Il ne nous reste plus qu'Uranie, et c'est fait. Mais quand j'y pense bien, je trouve qu'en effet Tant de louange ennuie, et surtout quand on loue Toujours le même objet : enfin je vous avoue Que pour peu que durât l'éloge encor de temps, Vous me verriez bâiller. Comment peuvent les gens Entendre, sans dormir, une oraison funèbre ? Il n'est panégyriste au monde si célèbre, Qui ne soit un Morphée à tous ses auditeurs. Uranie, il vous faut reployer vos douceurs Aussi bien qui pourrait mieux parler de Clymène Que l'amoureux Acanthe? Allons vers l'Hippocrène . Nous l'y rencontrerons encore assurément Ce nous sera sans doute un divertissement. La solitude est grande autour de ces ombrages. Que vous semble ? On croirait, au nombre des ouvrages Et des compositeurs (car chacun fait des vers), Qu'il nous faudrait chercher un mont dans l'univers, Non pas double, mais triple, et de plus d'étendue Que l'Atlas : cependant ma cour est morfondue ; Je ne rencontre ici que deux ou trois mortels, Encor très-peu dévots à nos sacrés autels. Cherchez-en la raison dans les cieux, Uranie."")",-,0.0
"('#uranie', ""Sire, il n'est pas besoin, et sans l'astrologie Je vous dirai d'où vient ce peu d'adorateurs. Il est vrai que jamais on n'a vu tant d'auteurs : Chacun forge des vers ; mais pour la poésie, Cette princesse est morte, aucun ne s'en soucie. Avec un peu de rime, on va vous fabriquer Cent versificateurs en un jour, sans manquer. Ce langage divin, ces charmantes figures Qui touchaient autrefois les âmes les plus dures, Et par qui les rochers et les bois attirés Tressaillaient à des traits de l'Olympe admirés ; Cela, dis-je, n'est plus maintenant en usage. On vous méprise, et nous, et ce divin langage. Qu'est-ce, dit-on ? Des vers. Suffit ; le peuple y court. Pourquoi venir chercher ces traits en notre cour ? Sans cela l'on parvient à l'estime des hommes."")",-,0.0
"('#apollon', ""Vous en parlez très-bien, Mais qu'entends-je ? Nous sommes Auprès de l'Hippoerène. Acanthe assurément S'entretient avec elle ; écoutons un moment. C'est lui, j'entends sa voix."")",-,0.0
"('#acanthe', ""Zéphyrs, de qui l'haleine Portait à ces échos mes soupirs et ma peine, Je viens de vous conter son succès glorieux . Portez-en quelque chose aux oreilles des dieux. Et toi, mon bienfaiteur, Amour, par quelle offrande Pourrai-je reconnaître une faveur si grande ? Je te dois des plaisirs compagnons des autels, Des plaisirs trop exquis pour de simples mortels. Ô vous qui visitez quelquefois cet ombrage, Nourrissons des neufs Soeurs..."")",-,0.0
"('#apollon', ""Sans doute il n'est pas sage : Sachons ce qu'il veut dire. Acanthe !"")",-,0.0
"('#acanthe', 'Adorez-moi Car, si je ne suis dieu, tout au moins je suis roi.')",-,0.0
"('#erato', 'Acanthe !')",-,0.0
"('#clio', ""D'aujourd'hui pensez-vous qu'il réponde ? Quand une rêverie agréable et profonde Occupe son esprit, on a beau lui parler."")",-,0.0
"('#erato', ""Quand je m'enrhumerais à force d'appeler, Si faut-il qu'il entende. Acanthe !"")",-,0.0
"('#acanthe', ""Qui m'appelle ?"")",-,0.0
"('#erato', ""C'est votre bonne amie Érato."")",-,0.0
"('#acanthe', 'Que veut-elle ?')",-,0.0
"('#erato', 'Vous le saurez ; venez.')",-,0.0
"('#acanthe', 'Dieux ! Je vois Apollon. Sire, pardonnez-moi ; dans le sacré vallon Je ne vous croyais pas.')",-,0.0
"('#apollon', 'Levez-vous, et nous dites Quelles sont ces faveurs, soit grandes ou petites, Dont le fils de Vénus a payé vos tourments.')",-,0.0
"('#acanthe', ""Sire, pour obéir à vos commandements, Hier au soir je trouvai l'Amour près du Parnasse Je pense qu'il suivait quelque nymphe à la trace. D'aussi loin qu'il me vit Acanthe, approchez-vous, Cria-t-il. J'obéis. Il me dit d'un ton doux : Vos vers ont fait valoir mon nom et ma puissance ; Vous ne chantez que moi : je veux pour récompense, Dès demain, sans manquer, obtenir du destin Qu'il vous fasse trouver Clymène le matin Dans son lit endormie, ayant la gorge nue, Et certaine beauté que depuis peu j'ai vue, Sans dire quelle elle est ; il suffit que l'endroit M'a fort plu : vous verrez si c'est à juste droit. Vous êtes connaisseur. Au reste, en habile homme Usez de la faveur que vous fera le somme. C'est à vous de baiser ou la bouche, ou le sein, Ou cette autre beauté : même j'ai fait dessein D'en parler à Morphée, afin qu'il vous procure Assez de temps pour mettre à profit l'aventure. Vous ne pourrez baiser qu'un des trois seulement : Ou le sein, ou la bouche, ou cet endroit charmant."")",-,0.0
"('#erato', 'Ne nous le nommez pas, afin que je devine.')",-,0.0
"('#acanthe', 'Je vous le donne en deux.')",-,0.0
"('#erato', ""C'est... c'est, je m'imagine..."")",-,0.0
"('#acanthe', 'Quoi ?')",-,0.0
"('#erato', 'Le bras entier ?')",-,0.0
"('#acanthe', 'Non.')",-,0.0
"('#erato', 'Le pied ?')",-,0.0
-,"('#la-satire', ""J'étouffe. Oh ! C'en est trop..."")",0.0
-,"('#apollon', 'Quoi toujours des murmures !')",0.0
-,"('#la-satire', ""Eh ! Comment ne pas murmurer ? Tout contre moi semble se déclarer On me sait chaque jour de nouvelles injures... Quoiqu'il arrive, il faut que ma sincérité Soulage mon coeur irrité."")",0.0
-,"('#apollon', 'À ces noires vapeurs on connaît la Satire.')",0.0
-,"('#la-satire', ""Il ne m'est plus permis de parier ni d'écrire, Et tout trahit la vérité."")",0.0
-,"('#apollon', ""N'abusez plus de ce nom respecté. La vérité sans vous voit fleurir son empire. Confondrez-vous toujours sa douceur, sa beauté. Son aimable ingénuité Avec la fureur de médire."")",0.0
-,"('#la-satire', ""L'erreur est de votre côté. De vices, de travers, le monde est infecté, Et médire est être sincère."")",0.0
-,"('#uranie', ""Et voilà les discours d'un esprit emporté. Moins ami de la probité Qu'esclave des transports d'une aveugle colère. Car enfin quels objets peuvent tant vous déplaire ?"")",0.0
-,"('#la-satire', 'Tout.')",0.0
-,"('#uranie', 'Comment tout ?')",0.0
-,"('#la-satire', 'WARNING: invalid @part in source.')",0.0
-,"('#clio', ""Oh bon ! C'est comme à l'ordinaire ; Puisque tout lui déplaît, sans doute tout va bien."")",0.0
-,"('#la-satire', ""En effet l'ennui qui nous ronge Est un bonheur extrême et qui doit nous flatter."")",0.0
-,"('#apollon', ""L'ennui donne ses traits à celui qui s'y plonge Il est le mal des Sots, l'esprit sait l'éviter. Finissons, et tâchez de calmer votre bile."")",0.0
-,"('#la-satire', ""Non, je ne saurais voir avec un coeur tranquille Les malheurs qui sur nous fondent de toutes parts, Vous nous fîtes jadis abandonner la Grèce, Rome avec nous reçut les talents et les arts Ils y fructifiaient sous les yeux des Césars, À la Cour, à la ville, on nous fêtait sans cesse ; Mais notre gloire enfin déchût : L'ignorance et la barbarie Nous chassèrent de l'Italie. Louis en France alors comme un Astre parut, Nous vînmes à la hâte aux cris de ce grand homme? Colbert nous accueillit, le Roi nous secourut ; Nous étions à Paris encore mieux qu'à Rome. Maintenant, s'il vous plaît, où nous conduirez-vous ? Quand partons-nous ? Parlez ?"")",0.0
-,"('#uranie', ""Pourquoi cette folie ? Des arts la France est la Patrie ; Dans Athènes ; ils n'ont point joui d'un sort plus doux."")",0.0
-,"('#la-satire', ""Cette réponse est juste, on doit vous la permettre Vous êtes à la mode, on vous chérit encor, Pour tous vos nourrissons votre art est un trésor, Chaque femme a son Géomètre, Et c'est pour eux le Siècle_d_or : Tout le reste abattu n'ose se faire entendre, Craint, haï, sans secours, et comme sans aveu."")",0.0
-,"('#apollon', ""C'est qu'on nous prend pour vous..."")",0.0
-,"('#la-satire', ""Eh ! Peut-on s'y méprendre ; J'ai de l'esprit au moins."")",0.0
-,"('#apollon', ""Mais entre nous fort peu ; Et dans le fonds qu'en avez vous affaire ; Lorsqu'on se permet tout il n'est plus nécessaire, Dans voire art odieux le sot même a beau jeu. Ce siècle est éclairé, puisqu'il faut vous le dire, On craint sans l'estimer le talent de médire, Il a mille dangers, et n'est plus glorieux."")",0.0
-,"('#la-satire', 'Si le Siècle était vertueux Il ne craindrait pas la Satire...')",0.0
-,"('#clio', ""Vous perdez dans les airs les traits que vous lancez Contre le siècle heureux que j'ajoute à l'histoire. Il égale est vertus tous les siècles passés Sans avoir leurs erreurs, il a toute leur gloire."")",0.0
-,"('#la-renommee', ""Doctes soeur écoutez... LOUIS aux Champs de Mars Fait revivre en lui seul les Héros de sa race : Il vole en conquérant au milieu des hasards, De ses Ennemis qu'il terrasse, Il a foudroyé les Remparts. CLERMONT le suit... CONDÉ n'était pas plus terrible. La foudre est dans ses mains, la mort dans ses regards ; Tout fuit devant LOUIS, tout lui devient possible : La Victoire enchaînée à son bras invincible Ne fuit plus que ses étendards."")",0.0
-,"('#apollon', ""Nous avons dû prévoir les lauriers qu'il moissonne, Tout nous annonçait ses exploits ; Grand dans sa Cour, grand aux Champs de Bellone, LOUIS sera toujours le modèle des Rois."")",0.0
-,"('#la-renommee', ""Dans les Alpes CONTI s'est ouvert un passage, Mont_Dauphin_et_Démond se livrent au Vainqueur. La prudence prépare et guide son ardeur, Des deux Rivaux fameux de Rome et de Carthage Il rassemble au printemps de l'âge L'art, la sagesse et la valeur."")",0.0
-,"('#clio', ""De ce jeune Guerrier nous devons tout attendre Par l'aurore de ses travaux, Jugez du jour brillant qu'ils vont bientôt répandre."")",0.0
-,"('#apollon', ""Ces succès éclatants doivent peu nous surprendre : L'exemple des grands Rois fait toujours des Héros."")",0.0
-,"('#calliope', ""Mon coeur est transporté de ce qu'il vient d'entendre, Vous dont le génie et la voix Des ravages du temps font triompher la gloire, Des vertus de LOUIS, de ses brillants exploits Hâtez-vous d'embellir le Temple de Mémoire. Il règne sur les coeurs que son bras a soumis, Il répand sur ses jours une gloire immortelle, Il est l'effroi de tous ses ennemis, Et l'amour d'un Peuple fidèle. En enthousiasme."")",0.0
-,"('#melpomene', 'Mes soeurs... Ah ! Juste Ciel ! Quelle affreuse nouvelle !')",0.0
-,"('#clio', 'Que nous veut Melpomène en pleurs ?')",0.0
-,"('#terpsicore', ""C'est le ton qu'elle prend pour paraître plus belle."")",0.0
-,"('#melpomene', ""Apollon apprenez le plus grand des malheurs. C'en est fait... Je succombe à ma douleur mortelle."")",0.0
-,"('#apollon', 'Ah ! Parlez. Dissipez, ou comblez nos terreurs.')",0.0
-,"('#melpomene', ""Tout est perdu... Ce Roi l'objet de notre zèle, Le protecteur des Arts, l'ami de ses Sujets, Intrépide au combat, juste pendant la Paix, Que la France adorait, qui s'immolait pour elle..."")",0.0
-,"('#apollon', 'Achevez. Aurions-nous à craindre pour ses jours ?')",0.0
-,"('#melpomene', ""Le barbare ennemi qui le force à la guerre, Croyant de ses exploits interrompre le cours, Du sang de ses Sujets avait rougi la terre. Hélas ! Ce tendre Roi volait à leur secours ; Déjà l'Ennemi tremble, il se trouble, il s'arrête ; La vengeance en éclats va fondre sur sa tête... .Tout à coup sur LOUIS le destin en courroux... Mes pleurs et mes soupirs disent assez le reste."")",0.0
-,"('#apollon', 'Juste Ciel ne frappe que nous.')",0.0
-,"('#melpomene', ""Il expire peut-être en ce moment funeste : La France perd un père, et l'Empire un vengeur."")",0.0
-,"('#apollon', ""Ciel, nous n'attendons plus que des jours de douleur ; C'est un peuple soumis que ton courroux foudroyé ? Il ne voyait en lui qu'un tendre bienfaiteur."")",0.0
-,"('#thalie', 'Dissipez les terreurs dont votre âme est la proie ; Le péril est passé, le Ciel nous rend LOUIS : Livrons nos coeurs à la plus vive joie ; Les pleurs ne sont plus faits que pour ses ennemis.')",0.0
-,"('#apollon', 'Thalie !... Ah ! Quel bonheur !... Hâtez-vous de nous dire ?...')",0.0
-,"('#melpomene', ""Le Ciel nous le rendrait !... Eh ! Peut-on l'espérer ?..."")",0.0
-,"('#thalie', 'À vos tristes regrets cessez de vous livrer.')",0.0
-,"('#melpomene', 'Ah ! Thalie !... Il vivrait !...')",0.0
-,"('#thalie', 'Grâce aux Dieux il respire.')",0.0
-,"('#clio', 'Mais comment savez-vous ce changement heureux ?')",0.0
-,"('#thalie', ""Dans les yeux des Français qui craindraient moins pour eux, Il m'était aisé de le lire. Nous le verrons bientôt arriver dans ces lieux."")",0.0
-,"('#melpomene', 'Eh ! Le moyen de vous en croire.')",0.0
-,"('#thalie', ""D'un peuple qui l'adore, il va combler les voeux ; J'en suis sûre. J'ai vu la gloire."")",0.0
-,"('#la-renommee', ""Je vole à l'Univers annoncer ce bonheur."")",0.0
-,"('#thalie', ""Non demeurez. Vous m'êtes nécessaire. Par un spectacle à son honneur... Le projet est hardi ; mais il est séducteur... N'importe. À ce héros mon dessein pourra plaire... En rêvant."")",0.0
-,"('#la-satire', 'Sans doute. Le dessein est un peu téméraire ; Mais pour signaler votre ardeur...')",0.0
-,"('#thalie', ""Je m'attendais à ce propos moqueur ; Je sais que votre ton injuste, atrabilaire, Marqué toujours au coin de la colère , Retarde les progrès, inspire la terreur ; Vous ne corrigez point, votre art est de déplaire."")",0.0
-,"('#apollon', ""Tout est pour son chagrin une vaste matière De fiel, de critique et d'aigreur,"")",0.0
-,"('#thalie', ""L'orgueil n'a point de part à ce projet flatteur, Pour ce Roi bienfaisant c'est un zèle sincère. Il est comme les Dieux, tout ce qui part du coeur A le droit de le satisfaire."")",0.0
-,"('#clio', 'Nous vous seconderons.')",0.0
-,"('#uranie', 'Courons tout préparer.')",0.0
-,"('#melpomene', ""Un même zèle ET m'anime et m'inspire ; Mes spectacles pompeux que l'Univers admire, Plus dignes d'un Héros..."")",0.0
-,"('#thalie', ""Cessez de l'espérer : Votre talent est de faire pleurer, Et le mien est de faire rire, La joie anime l'air que la France respire, Dans ces jours de bonheur on doit me préférer. Mais vous n'y perdrez rien. Je vous destine un rôle Qui vous conviendra fort, il est taillé pour vous."")",0.0
-,"('#melpomene', 'Mais je le jouerai mal.')",0.0
-,"('#thalie', 'Fort bien sur ma parole.')",0.0
-,"('#melpomene', 'Eh ! Quel est-il ?')",0.0
-,"('#thalie', ""C'est un rôle de folle ; Vous allez nous effacer tous."")",0.0
-,"('#melpomene', 'Moi jouer une folle !.... En vérité Thalie... Mon état... ma grandeur...')",0.0
-,"('#thalie', ""J'ai tout fait pour le mieux, Croyez-moi, le grand sérieux N'est qu'une espèce de foliE."")",0.0
-,"('#apollon', ""Aurai-je un rôle aussi ? Car je brûle d'envie..."")",0.0
-,"('#thalie', 'Il est tout prêt.')",0.0
-,"('#les-muses', 'Et moi ?')",0.0
-,"('#thalie', 'Chacune aura le sien.')",0.0
-,"('#la-satire', ""Pour moi je n'en veux point."")",0.0
-,"('#thalie', 'Ah ! Muse je vous prie. Je veux faire pour vous un effort de génie. Je vais vous transformer en un homme de bien.')",0.0
-,"('#la-satire', 'Je ne me prête point à cette fantaisie.')",0.0
-,"('#thalie', ""Cela ne vous engage à rien, C'est un rôle de Comédie. Allez vous préparer, secondez mon ardeur"")",0.0
-,"('#thalie', ""Vous restez, tendre Polymnie, Le Ciel nous rend un Roi qui fait notre bonheur. Que vos chants, que les sons d'une aimable harmonie Célèbrent dans ces lieux cette insigne faveur. On entend un bruit confus d'instruments semblable à celui d'un Orchestre qui accorde."")",0.0
-,"('#isabelle', ""Belle Clarice enfin vous déciderez-vous ? Un peu plus de gaîté dans vos regards éclate. Le fort d'Hassan deviendra-t-il plus doux ? À son égard cessez-vous d'être ingrate ?"")",0.0
-,"('#clarice', ""Chère Isabelle, Hassan attaque en vain mon coeur ; Mais malgré mon indifférence, Je sais qu'il est mon bienfaiteur, Et j'écoute avec complaisance L'amitié, la reconnaissance Qui me parlent en sa faveur. Ses sentiments pour moi peuvent seuls me déplaire."")",0.0
-,"('#isabelle', ""Ils auraient dû vous paraître odieux, Si le sort pour vous trop contraire Vous eût livré aux lois d'un maître impérieux ; Mais grâces au destin l'honneur le plus sévère N'a point à rougir en ces lieux. Hassan dans son sérail s'est montré comme un père Compatissant et généreux, Et chaque jour son amitié sincère Rassemble ici les plaisirs et les jeux."")",0.0
-,"('#clarice', ""Les plaisirs les plus vifs perdent le don de plaire, Lorsque le coeur n'a plus de goût pour eux."")",0.0
-,"('#isabelle', ""Hassan en sa saveur a bien des avantages ; Ils vaincront votre cruauté : Vous le savez, des Turcs il brave les usages, L'orgueil dans son pays ne l'a point arrêté. En Europe ses longs voyages Ont adouci ses moeurs, poli sa probité, Que le séjour d'Alger eut pu rendre sauvages ; Il n'a du Musulman que la simplicité ; Il s'est défait de sa sombre rudesse, Il a su du Français saisir l'urbanité La gaîté, la délicatesse, Et n'a point sa folie et sa légèreté. Sa figure, il est vrai, n'est rien moins qu'agréable."")",0.0
-,"('#clarice', ""Par ce défaut léger peut-on être arrêté ? Un homme est toujours bien dès qu'il est estimable Les qualités du coeur, un esprit sociable, De ce sexe sont la beauté. Je les vois dans Hassan, et je lui rends justice ; S'il la rendait à vos attraits, S'il vous offrait des voeux qu'il m'offre par caprice, Nous ferions tous trois satisfaits."")",0.0
-,"('#isabelle', ""Je l'avoue avec confiance, Si, comme Hassan l'assure, il allait dans la France Fixer avec nous son destin ; Sans en rougir j'accepterais sa main, Et je la chérirais plus que son opulence. Mon coeur est encor libre ...."")",0.0
-,"('#clarice', ""Et le mien ne l'est pas : Voilà la source de mes peines. J'aurais moins à souffrir si mes faibles appas Ne l'avaient pas mis dans mes chaînes : Je vous surprends.... mais lisez dans mon coeur : D'Oberval à Marseille en devint le vainqueur, Presqu'au premier instant qu'il parut à ma vue, Son âme en me voyant à son tour fut émue : Ce que nous ressentions se peignait dans nos yeux, La sympathie agissait sur notre âme ; Il me fit l'aveu de ses feux ; Je ne lui cachai point le progrès de ma flamme, Nous nous aimions enfin, et nous étions heureux."")",0.0
-,"('#isabelle', ""Mais avec tant de soin pourquoi cacher ces noeuds ? D'Oberval est aimable, et je suis peu surprise..."")",0.0
-,"('#clarice', ""Hélas ! Vous le savez, je dépends de Dorise, Soeur de mon père, il avait en mourant, Ordonné qu'à ses lois je resterais soumise, Elle vit d_Oberval, il lui parut charmant. L'amour d'une rivale est toujours un tourment, Celle qu'on craint le moins peut faire une infidèle ; J'aimais, et je tremblais d'aimer un inconstant ; Dorise à mes regards était encor trop belle ; Mais par de nouveaux soins d_Oberval chaque jour Calmait ma jalousie, et ma frayeur mortelle, Et par bonheur ces soins si chers à mon amour, Dorise les prenait pour elle."")",0.0
-,"('#isabelle', ""C'est donc là cet amant qu'elle croit voir toujours, Et dont elle parle sans cesse ?"")",0.0
-,"('#clarice', ""C'est lui-même, et je vois assez par ses discours Que l'absence et l'amour redoublent tous les jours Ses visions, et sa faiblesse : Cependant d_Oberval fut contraint de partir, Et sans doute son inconstance Loin de nous sut le retenir : Souvent pour dissiper l'ennui de son absence, Nous nous promenions sur la mer : Ce jour qui nous fut si funeste, Vous voulûtes nous suivre, un corsaire d'Alger Surprit notre Vaisseau. Vous savez tout le reste."")",0.0
-,"('#isabelle', ""Des malheurs que le sort a déployés sur nous, Votre amitié me dédommage. Nos fers sont d'ailleurs assez doux : Hassan nous acheta ; c'est le Turc le plus sage Et le plus affable de tous."")",0.0
-,"('#clarice', ""Il est vrai ; mais en vain il m'offre son hommage, L'amour contre ses soins oppose d'autres traits : Il a gravé dans mon coeur une image. Que l'absence ou le temps n'effaceront jamais."")",0.0
-,"('#isabelle', 'Je plaignais vos chagrins sans savoir vos secrets, Et maintenant je les partage : Pardonnez mon erreur ; mais depuis quelque temps Vos ennuis me semblaient moins grands ; Vous marquiez pour ces lieux bien moins de répugnance, Et tous ces heureux changements Je les attribuais à la reconnaissance.')",0.0
-,"('#clarice', ""Je l'avouerai, de secrets mouvements Font passer dans mon coeur une joie inconnue ; Depuis cinq ou six jours ma douleur diminue... Vous le dirai-je ?... En de certains moments J'éprouve ces ravissements, Ce trouble, ces transports que m'inspirait la vue Du plus cher de tous les amants. Mon âme s'ouvre à des pressentiments, Et ma gaîté semble être revenue."")",0.0
-,"('#dorise', ""Félicitez Dorise toutes deux ; D'Oberval est ici, la chose est confirmé."")",0.0
-,"('#isabelle', 'Voilà de ses erreurs.')",0.0
-,"('#dorise', ""Je l'ai vu dans ces lieux..."")",0.0
-,"('#clarice', 'Eh quoi ! Dans ces jardins ?')",0.0
-,"('#dorise', 'Oui, mon âme est charmée.')",0.0
-,"('#clarice', 'Ô Ciel ! Mon coeur me dit que Dorise a raison.')",0.0
-,"('#isabelle', 'Dans ces jardins un homme ! Et d_Oberval encore ! Elle extravague.')",0.0
-,"('#clarice', 'Hélas !')",0.0
-,"('#dorise', ""Cette affreuse prison Ne me sépare plus d'un amant que j'adore. Isabelle... Clarice... Il est toujours charmant ; Oui d_Oberval est un amant unique ; Je n'en saurais douter, il est tendre, constant, Et c'est son amour seul qui l'amène en Afrique... Mais soyez donc sensible au plaisir que je sens. À Clarice."")",0.0
-,"('#clarice', 'Je le partagerais sans_doute ; Mais des obstacles trop puissants...')",0.0
-,"('#isabelle', 'La chose est impossible, et choque le bon sens, Un Français au sérail ! Quelle folie !')",0.0
-,"('#dorise', ""Écoute. Tout le jour tu me contredis ; Tu taxes tout ce que je dis D'illusion, de rêverie : Tu te crois raisonnable, et tu t'en applaudis ; Mais ton bon sens, ou plutôt ta manie, Donne un fond de tristesse à ce que tu prédis ; Désespérer de tout est ta vertu chérie. Va, reçois de moi cet avis : Un excès de raison est pis que la folie."")",0.0
-,"('#clarice', ""Peut-être qu'en effet...  Mais l'avez-vous bien vu ? De lui toujours préoccupée, Cent fois croyant le voir, vous vous êtes trompée... Dans le fond, de Dorise il est fort bien connu Il se pourrait... À Isabelle. À Dorise."")",0.0
-,"('#dorise', ""Tu peux m'en croire : L'amour nous donne de bons yeux. Hassan et lui s'entretenaient tous deux."")",0.0
-,"('#isabelle', 'Hassan et lui !... Nouvelle histoire. Chez ses femmes un Turc qui mène les galants ! De Paris cette mode arrivera peut-être.')",0.0
-,"('#clarice', 'Laissez-la dire...')",0.0
-,"('#isabelle', ""Eh quoi ! Vous pouvez l'écouter ?"")",0.0
-,"('#dorise', ""À travers les barreaux qui grillent ma fenêtre Je les ai vus... de loin... mais je n'en puis douter... Je vais voir la fin de mes peines ; Mon cher d_Oberval vient hâter L'heureux moment qui brisera mes chaînes : J'en jurerais, il vient traiter de ma rançon."")",0.0
-,"('#isabelle', 'Mais par malheur Madame oublie Que nous avons caché notre vrai nom, Notre état, et notre Patrie.')",0.0
-,"('#dorise', 'À votre froid bon sens nous dûmes cet avis.')",0.0
-,"('#clarice', ""Dans une aventure aussi triste, Nos noms du moins restaient ensevelis Sous les faux que nous avons pris De Fatmé, Fatime, Agariste. Nos parents à Marseille ont pleuré notre mort : Notre vaisseau ne rentrant point au port, Ils auront supposé qu'il avait fait naufrage ; lis auraient trop rougi de notre sort, S'ils avaient pu savoir notre esclavage."")",0.0
-,"('#isabelle', ""Nous ne nous doutions point qu'Hassan fût si poli."")",0.0
-,"('#dorise', ""Je vous dis en un mot, un fait bien établi...  À Marseille d'ailleurs on a tant de nouvelles De tout ce qui se passe ici... L'amour de nos malheurs peut l'avoir éclairci, Et mes deux yeux sont des témoins fidèles. Hassan vient. Il vaincra votre incrédulité."")",0.0
-,"('#dorise', 'Hassan me rendra-t-il enfin la liberté ?')",0.0
-,"('#hassan', 'Agariste dans peu vous ferez satisfaite.')",0.0
-,"('#dorise', 'En hâtant ma félicité, Elle en deviendra plus parfaite.')",0.0
-,"('#hassan', 'Je vais céder à votre empressement. Que votre inquiétude cesse.')",0.0
-,"('#dorise', 'Ai-je fait un faux jugement ?')",0.0
-,"('#hassan', 'Puis-je, belle Fatmé, vous parler un moment ? Pardonnez mon impolitesse. À Isabelle et à Dorise.')",0.0
-,"('#isabelle', 'Éloignons-nous.')",0.0
-,"('#dorise', 'Je cours pour chercher mon amant.')",0.0
-,"('#hassan', ""POur la dernière fois souffrez que je vous presse De me parler sans nul déguisement, Votre bonheur surtout est ce qui m'intéresse..."")",0.0
-,"('#clarice', ""C'est trop peu pour tous vos bienfaits De toute ma reconnaissance ; Mais enfin..."")",0.0
-,"('#hassan', 'Mes désirs seront tous satisfaits, Si vous daignez me voir sans répugnance. Quand on a mon âge et mes traits...')",0.0
-,"('#clarice', ""Vous êtes trop modeste, et c'est mal vous connaître."")",0.0
-,"('#hassan', ""C'est parce que je me connais, Que j'ai peu de mérite à l'être. J'ai toujours les mêmes projets. Nos usages, nos moeurs et nos lois que je hais, Vont m'exiler des lieux de ma naissance. Pour la société tous les hommes sont faits, Les Turcs ignorent ses attraits, Et tout m'invite à chercher dans la France Ses plaisirs délicats qu'ici mon opulence Ne me procurerait jamais ; Mais m'unir avec vous, vivre avec vous sans cesse, Est le bien qui me flatte, et que je me promets. Du vrai bonheur l'image enchanteresse Ne s'offre à moi que sous vos traits."")",0.0
-,"('#clarice', ""Tout ce qu'il dit de lui je le sens pour un autre. Trop généreux Hassan, quelle erreur est la vôtre. Haut."")",0.0
-,"('#hassan', ""Belle Fatmé, je cherche un solide bonheur : L'estime et l'amitié sont les plaisirs du coeur, Et je n'ai point l'âme obsédée Des transports d'une folle ardeur, Un sentiment plus sûr pour vous l'a décidée. Des douceurs de l'hymen, de ses engagements J'ai peut-être une fausse idée ; Mais je crois que ses noeuds doivent être charmants ; Lorsque sans le secours de ces feux violents, Fruits de la passion, périssables comme elle, La confiance mutuelle L'amitié, les égards, et les soins complaisants D'un tendre époux, d'une épouse fidèle, Peuvent remplir tous les moments, Le Ciel attache alors au doux noeud qui les lie Les plaisirs des amis, le repos de la vie, Et les délices des amants."")",0.0
-,"('#clarice', 'Quel bonheur d_Oberval ! Si le Ciel plus propice... ')",0.0
-,"('#hassan', ""Ce n'est donc point un amoureux caprice Qu'aujourd'hui j'exige de vous : J'ose vous demander un moindre sacrifice. Des mains de l'amitié prenez-moi pour époux."")",0.0
-,"('#clarice', ""D'un généreux penchant vous êtes la victime... Eh pourquoi m'offrez vous vos voeux ? Je ne saurais vous rendre heureux, Vous le seriez avec Fatime."")",0.0
-,"('#hassan', ""Je connais ses appas, je l'aime, je l'estime ; Sans doute votre amie à tous les agréments Et de son sexe et de son âge , Son, esprit est aimable, et ses traits font charmants ; Mais vous me plaisez davantage."")",0.0
-,"('#clarice', ""Dans de trop grands dangers votre erreur vous coNduit : Hassan, votre amitié me flatte ; Mais je dois m'opposer aux desseins qu'elle suit. Si je veux n'être pas ingrate,"")",0.0
-,"('#hassan', ""Je m'y livre avec sûreté, Et l'on peut accorder le désir qui me presse, Et votre générosité. Il semble à mes projets que le Ciel s'intéresse ? Depuis six jours il a conduit chez moi Un Français qui rendra ma retraite facile,"")",0.0
-,"('#clarice', 'Un Français !')",0.0
-,"('#hassan', ""Oui, Fatmé. Soyez tranquille : J'ai confié mes secrets à sa foi..."")",0.0
-,"('#clarice', 'Eh le connaissez-vous ?')",0.0
-,"('#hassan', ""J'en fis la connaissance À mon dernier voyage en France. Son abord me prévint ; il a des sentiments, Beaucoup d'esprit, sans suffisance, Et des jeunes gens de son temps Il réunit les grâces, les talents, Sans en avoir l'impertinence. Enfin quoique tous deux d'âges fort différents, L'amitié nous unit."")",0.0
-,"('#clarice', ""Mais c'est donc un jeune homme ?"")",0.0
-,"('#hassan', ""Oui, mais prudent, quoiqu'il n'ait pas trente_ans. Son vaisseau dans le port..."")",0.0
-,"('#clarice', 'Et ce Français se nomme ?...')",0.0
-,"('#hassan', ""D'Oberval est son nom... Mais l'auriez-vous connu ?.."")",0.0
-,"('#clarice', ""Serait-il vrai ?... L'ai-je bien entendu ?"")",0.0
-,"('#hassan', 'Parlez Fatmé : vous paraissez émue.')",0.0
-,"('#clarice', ""Il est vrai... ce François ... je J'ai vu quelquefois, Et de lui ma famille était beaucoup connue."")",0.0
-,"('#hassan', ""Rien de plus heureux pour tous trois. Comme moi-même il sait ce que je pense Il connaît mes projets, il les approuve tous... Sans doute en ses discours vous aurez confiance, Ils vaincront votre résistance : Je tiendrai d'un ami mon bonheur le plus doux. Bientôt vous l'allez voir paraître."")",0.0
