musset-lorenzaccio,rostand-cyrano,Score
-,"('#la-distributrice', 'Oranges, lait,  Eau_de_framboise, aigre_de_cèdre... Brouhaha à la porte.')",0.0
-,"('#une-voix', 'Place, brutes !')",0.0
-,"('#un-laquais', 'Les marquis !... Au parterre ?...')",0.0
-,"('#un-laquais', 'Oh ! Pour quelques minutes. Entre une bande de petits marquis.')",0.0
-,"('#un-marquis', ""Hé quoi ! Nous arrivons ainsi que les drapiers,  Sans déranger les gens ? Sans marcher sur les pieds ? Ah ! Fi ! Fi ! Fi ! Cuigy ! Brissaille ! Il se trouve devant d'autres gentilshommes entrés peu avant. Grandes embrassades."")",0.0
-,"('#cuigy', 'Des fidèles !... Mais oui, nous arrivons devant que les chandelles...')",0.0
-,"('#le-marquis', ""Ah ! Ne m'en parlez pas ! Je suis dans une humeur..."")",0.0
-,"('#un-marquis', ""Console-toi, Marquis, car voici l'allumeur !"")",0.0
-,"('#la-salle', ""Ah ! ... On se groupe autour des lustres qu'il allume. Quelques personnes ont pris place aux galeries. Lignière entre au parterre, donnant le bras à Christian de Neuvillette. Lignière, un peu débraillé, figure d'ivrogne distingué. Christian, vêtu élégamment, mais d'une façon un peu démodée, paraît préoccupé et regarde les loges."")",0.0
-,"('#cuigy', 'Lignière !')",0.0
-,"('#brissaille', 'Pas encor gris ! ...')",0.0
-,"('#lignere', ""Je vous présente ? Baron_de_Neuvillette. Signe d'assentiment de Christian. Saluts."")",0.0
-,"('#la-salle', 'Ah !')",0.0
-,"('#cuigy', 'La tête est charmante.')",0.0
-,"('#premier-marquis', 'Peuh !...')",0.0
-,"('#lignere', 'Messieurs de_Cuigy, de_Brissaille...')",0.0
-,"('#christian', 'Enchanté ! ...')",0.0
-,"('#premier-marquis', ""Il est assez joli, mais n'est pas ajusté Au dernier goût."")",0.0
-,"('#lignere', 'Monsieur débarque de Touraine.')",0.0
-,"('#christian', ""Oui, je suis à Paris depuis vingt jours à peine. J'entre aux gardes demain, dans les Cadets."")",0.0
-,"('#premier-marquis', 'Voilà La présidente_Aubry !')",0.0
-,"('#la-distributrice', 'Oranges, lait...')",0.0
-,"('#les-violons', 'La... la...')",0.0
-,"('#cuigy', 'Du monde !')",0.0
-,"('#christian', 'Eh ! Oui, beaucoup.')",0.0
-,"('#premier-marquis', ""Tout le bel air ! Ils nomment les femmes à mesure qu'elle entrent, très parées, dans les loges. Envois de saluts, réponses de sourires."")",0.0
-,"('#deuxieme-marquis', 'Mesdames De Guéméné...')",0.0
-,"('#cuigy', 'De Bois-Dauphin...')",0.0
-,"('#premier-marquis', 'Que nous aimâmes...')",0.0
-,"('#brissaille', 'De Chavigny...')",0.0
-,"('#deuxieme-marquis', 'Qui de nos coeurs, va, se jouant !')",0.0
-,"('#lignere', 'Tiens, monsieur de Corneille est arrivé de Rouen.')",0.0
-,"('#le-jeune-homme', ""L'Académie est là ?"")",0.0
-,"('#le-bourgeois', ""Mais... j'en vois plus d'un membre ; Voici Boudu, Boissat, et Cureau de la Chambre ; Porchères, Colomby, Bourzeys, Bourdon, Arbaud... Tous ces noms dont pas un ne mourra, que c'est beau !"")",0.0
-,"('#premier-marquis', 'Attention ! Nos précieuses prennent place Barthénoïde, Urimédonte, Cassandace, Félixérie...')",0.0
-,"('#deuxieme-marquis', 'Ah ! Dieu ! Leurs surnoms sont exquis ! Marquis, tu les sais tous ?')",0.0
-,"('#premier-marquis', 'Je les sais tous, marquis !')",0.0
-,"('#ligniere', 'Mon cher, je suis entré pour vous rendre service : La dame ne vient pas. Je retourne à mon vice !')",0.0
-,"('#christian', ""Non !... Vous qui chansonnez et la ville et la cour,  Restez : vous me direz pour qui je meurs d'amour."")",0.0
-,"('#le-chef-des-violons', 'Messieurs les violons !... Il lève son archet.')",0.0
-,"('#la-distributrice', 'Macarons, citronnée... Les violons commencent à jouer.')",0.0
-,"('#christian', ""J'ai peur qu'elle ne soit coquette et raffinée,  Je n'ose lui parler car je n'ai pas d'esprit... Le langage aujourd'hui qu'on parle et qu'on écrit,  Me trouble. Je ne suis qu'un bon soldat timide. - Elle est toujours à droite, au fond : la loge vide."")",0.0
-,"('#ligniere', 'Je pars.')",0.0
-,"('#christian', 'Oh ! Non, restez !')",0.0
-,"('#ligniere', ""Je ne peux. D_assoucy M'attend au cabaret. On meurt de soif, ici."")",0.0
-,"('#la-distributrice', 'Orangeade ?')",0.0
-,"('#ligniere', 'Fi !')",0.0
-,"('#la-distributrice', 'Lait ?')",0.0
-,"('#ligniere', 'Pouah !')",0.0
-,"('#la-distributrice', 'Rivesalte ?')",0.0
-,"('#ligniere', ""Halte ! Je reste encor un peu. - Voyons ce rivesalte ? À Christian. Il s'assied près du buffet. La distributrice lui verse du rivesalte."")",0.0
-,"('#le-public', 'Ah ! Ragueneau ! ...')",0.0
-,"('#ligniere', 'Le grand rôtisseur Ragueneau.')",0.0
-,"('#ragueneau', 'Monsieur, avez-vous vu monsieur de Cyrano ?')",0.0
-,"('#ligniere', 'Le pâtissier des comédiens et des poètes !')",0.0
-,"('#ragueneau', ""Trop d'honneur..."")",0.0
-,"('#ligniere', 'Taisez-vous, Mécène que vous êtes !')",0.0
-,"('#ragueneau', 'Oui, ces messieurs chez moi se servent...')",0.0
-,"('#ligniere', 'À crédit. Poète de talent lui-même...')",0.0
-,"('#ragueneau', ""Ils me l'ont dit."")",0.0
-,"('#ligniere', 'Fou de vers !')",0.0
-,"('#ragueneau', 'Il est vrai que pour une odelette...')",0.0
-,"('#ligniere', 'Vous donnez une tarte...')",0.0
-,"('#ragueneau', 'Oh ! Une tartelette !')",0.0
-,"('#ligniere', ""Brave homme, il s'en excuse ! ... Et pour un triolet Ne donnâtes-vous pas ?"")",0.0
-,"('#ragueneau', 'Des petits pains !')",0.0
-,"('#ligniere', ""Au lait. - Et le théâtre ! Vous l'aimez ?"")",0.0
-,"('#ragueneau', ""Je l'idolâtre."")",0.0
-,"('#ligniere', ""Vous payez en gâteaux vos billets de théâtre ! Votre place, aujourd'hui, là, voyons, entre nous,  Vous a coûté combien ?"")",0.0
-,"('#ragueneau', ""Quatre flans. Quinze choux. Monsieur_de_Cyrano n'est pas là ? Je m'étonne. Il regarde de tous côtés."")",0.0
-,"('#ligniere', 'Pourquoi ?')",0.0
-,"('#ragueneau', 'Montfleury joue !')",0.0
-,"('#ligniere', ""En effet, cette tonne Va nous jouer ce soir le rôle de Phédon. Qu'importe à Cyrano ?"")",0.0
-,"('#ragueneau', ""Mais vous ignorez donc ? Il fit à Montfleury, messieurs, qu'il prit en haine, Défense, pour un mois, de reparaître en scène."")",0.0
-,"('#ligniere', 'Eh bien ?')",0.0
-,"('#ragueneau', 'Montfleury joue !')",0.0
-,"('#cuigy', ""Il n'y peut rien."")",0.0
-,"('#ragueneau', 'Oh ! Oh ! Moi, je suis venu voir !')",0.0
-,"('#premier-marquis', 'Quel est ce Cyrano ?')",0.0
-,"('#cuigy', ""C'est un garçon versé dans les colichemardes."")",0.0
-,"('#deuxieme-marquis', 'Noble ?')",0.0
-,"('#cuigy', ""Suffisamment. Il est cadet aux gardes. Mais son ami Le_Bret peut vous dire... Le_Bret ! Vous cherchez Bergerac ? Montrant un gentilhomme qui va et vient dans la salle comme s'il cherchait quelqu'un. Il appelle. Le Bret descend vers eux."")",0.0
-,"('#le-bret', 'Oui, je suis inquiet !...')",0.0
-,"('#cuigy', ""N'est-ce pas que cet homme est des moins ordinaires ?"")",0.0
-,"('#le-bret', ""Ah ! C'est le plus exquis des êtres sublunaires !"")",0.0
-,"('#ragueneau', 'Rimeur !')",0.0
-,"('#cuigy', 'Bretteur !')",0.0
-,"('#brissaille', 'Physicien !')",0.0
-,"('#le-bret', 'Musicien !')",0.0
-,"('#ligniere', 'Et quel aspect hétéroclite que le sien !')",0.0
-,"('#ragueneau', ""Certes, je ne crois pas que jamais nous le peigne Le solennel monsieur Philippe_de_Champaigne ; Mais bizarre, excessif, extravagant, falot, Il eût fourni, je pense, à feu Jacques_Callot Le plus fol spadassin à mettre entre ses masques : Feutre à panache triple et pourpoint à six basques,  Cape, que par derrière, avec pompe, l'estoc Lève, comme une queue insolente de coq,  Plus fier que tous les Artabans dont la Gascogne Fut et sera toujours l'alme Mère_Gigogne,  Il promène, en sa fraise à la Pulcinella, un nez !...  Ah ! Messeigneurs, quel nez que ce nez-là ! .... On ne peut voir passer un pareil nasigère Sans s'écrier : « Oh ! Non, vraiment, il exagère ! » Puis on sourit, on dit : « Il va l'enlever... » Mais Monsieur_de_Bergerac ne l'enlève jamais."")",0.0
-,"('#le-bret', 'Il le porte, - et pourfend quiconque le remarque !')",0.0
-,"('#ragueneau', 'Son glaive est la moitié des ciseaux de la Parque !')",0.0
-,"('#premier-marquis', 'Il ne viendra pas !')",0.0
-,"('#ragueneau', 'Si !... Je parie un poulet À la Ragueneau !')",0.0
-,"('#le-marquis', ""Soit ! Rumeurs d'admiration dans la salle. Roxane vient de paraître dans sa loge. Elle s'assied sur le devant, sa Duègne prend place au fond. Christian, occupé à payer la distributrice, ne regarde pas."")",0.0
-,"('#deuxieme-marquis', 'Ah ! Messieurs ! Mais elle est Épouvantablement ravissante !')",0.0
-,"('#premier-marquis', 'Une pêche Qui sourirait avec une fraise !')",0.0
-,"('#deuxieme-marquis', ""Et si fraîche Qu'on pourrait, l'approchant, prendre un rhume de coeur !"")",0.0
-,"('#christian', ""C'est elle !"")",0.0
-,"('#ligniere', ""Ah ! C'est elle ? ..."")",0.0
-,"('#christian', ""Oui. Dites vite. J'ai peur."")",0.0
-,"('#ligniere', 'Magdeleine_Robin, dite Roxane.- Fine. Précieuse.')",0.0
-,"('#christian', 'Hélas !')",0.0
-,"('#ligniere', 'Libre. Orpheline. Cousine De Cyrano,- dont on parlait... À ce moment, un seigneur très élégant, le cordon bleu en sautoir, entre dans la loge et, debout, cause un instant avec Roxane.')",0.0
-,"('#christian', 'Cet homme ?...')",0.0
-,"('#ligniere', ""Hé ! Hé ! ... - Comte_de_Guiche. Épris d'elle. Mais marié À la nièce d'Armand_de_Richelieu. Désire Faire épouser Roxane à certain triste sire,  Un monsieur_de_Valvert, vicomte... et complaisant. Elle n'y souscrit pas, mais de_Guiche est puissant Il peut persécuter une simple bourgeoise. D'ailleurs j'ai dévoilé sa manoeuvre sournoise Dans une chanson qui... Ho ! Il doit m'en vouloir ! - La fin était méchante... Écoutez... Il se lève en titubant, le verre haut, prêt à chanter."")",0.0
-,"('#christian', 'Non. Bonsoir.')",0.0
-,"('#ligniere', 'Vous allez ?')",0.0
-,"('#christian', 'Chez Monsieur_de_Valvert !')",0.0
-,"('#ligniere', ""Prenez garde : C'est lui qui vous tuera ! Restez. On vous regarde. Lui désignant du coin de l'oeil Roxane."")",0.0
-,"('#christian', ""C'est vrai ! Il reste en contemplation. Le groupe de tire-laine, à partir de ce moment, le voyant la tête en l'air et bouche bée, se rapproche de lui."")",0.0
-,"('#ligniere', ""C'est moi qui pars. J'ai soif ! Et l'on m'attend - Dans des tavernes ! Il sort en zigzaguant."")",0.0
-,"('#le-bret', 'Pas de Cyrano.')",0.0
-,"('#ragueneau', 'Pourtant...')",0.0
-,"('#le-bret', ""Ah ! Je veux espérer qu'il n'a pas vu l'affiche !"")",0.0
-,"('#la-salle', 'Commencez ! Commencez !')",0.0
-,"('#un-marquis', 'Quelle cour, ce de_Guiche !')",0.0
-,"('#deuxieme-marquis', 'Fi !... Encore un Gascon !')",0.0
-,"('#un-marquis', 'Le Gascon souple et froid,  Celui qui réussit ! ... Saluons-le, crois-moi. Ils vont vers de Guiche.')",0.0
-,"('#deuxieme-marquis', 'Les beaux rubans ! Quelle couleur, comte_de_Guiche ? Baise_moi_ma_mignonne ou bien Ventre-de-biche ?')",0.0
-,"('#de-guiche', ""C'est couleur Espagnol_malade."")",0.0
-,"('#premier-marquis', ""La couleur Ne ment pas, car bientôt, grâce à votre valeur,  L'Espagnol ira mal, dans les Flandres !"")",0.0
-,"('#de-guiche', 'Je monte Sur scène. Venez-vous ? Viens, Valvert ! Il se dirige suivi de tous les marquis et gentilshommes vers le théâtre. Il se retourne et appelle.')",0.0
-,"('#christian', ""Le vicomte ! Ah ! Je vais lui jeter à la face mon... Hein ? Il met la main dans sa poche, et y rencontre celle d'un tire-laine en train de le dévaliser. Il se retourne."")",0.0
-,"('#le-tire-laine', 'Ay ! ...')",0.0
-,"('#christian', 'Je cherchais un gant !')",0.0
-,"('#le-tire-laine', 'Vous trouvez une main. Lâchez-moi. Je vous livre un secret. Changeant de ton, bas et vite.')",0.0
-,"('#christian', 'Quel ?')",0.0
-,"('#le-tire-laine', 'Lignière... Qui vous quitte...')",0.0
"('#le-duc', 'Eh bien ?')","('#christian', 'Eh bien ?')",1.0
