quinault-isis,cahusac-l-algerien,Score
-,"('#melpomene', ""Le barbare ennemi qui le force à la guerre, Croyant de ses exploits interrompre le cours, Du sang de ses Sujets avait rougi la terre. Hélas ! Ce tendre Roi volait à leur secours ; Déjà l'Ennemi tremble, il se trouble, il s'arrête ; La vengeance en éclats va fondre sur sa tête... .Tout à coup sur LOUIS le destin en courroux... Mes pleurs et mes soupirs disent assez le reste."")",0.0
-,"('#apollon', 'Juste Ciel ne frappe que nous.')",0.0
-,"('#melpomene', ""Il expire peut-être en ce moment funeste : La France perd un père, et l'Empire un vengeur."")",0.0
-,"('#apollon', ""Ciel, nous n'attendons plus que des jours de douleur ; C'est un peuple soumis que ton courroux foudroyé ? Il ne voyait en lui qu'un tendre bienfaiteur."")",0.0
-,"('#thalie', 'Dissipez les terreurs dont votre âme est la proie ; Le péril est passé, le Ciel nous rend LOUIS : Livrons nos coeurs à la plus vive joie ; Les pleurs ne sont plus faits que pour ses ennemis.')",0.0
-,"('#apollon', 'Thalie !... Ah ! Quel bonheur !... Hâtez-vous de nous dire ?...')",0.0
-,"('#melpomene', ""Le Ciel nous le rendrait !... Eh ! Peut-on l'espérer ?..."")",0.0
-,"('#thalie', 'À vos tristes regrets cessez de vous livrer.')",0.0
-,"('#melpomene', 'Ah ! Thalie !... Il vivrait !...')",0.0
-,"('#thalie', 'Grâce aux Dieux il respire.')",0.0
-,"('#clio', 'Mais comment savez-vous ce changement heureux ?')",0.0
-,"('#thalie', ""Dans les yeux des Français qui craindraient moins pour eux, Il m'était aisé de le lire. Nous le verrons bientôt arriver dans ces lieux."")",0.0
-,"('#melpomene', 'Eh ! Le moyen de vous en croire.')",0.0
-,"('#thalie', ""D'un peuple qui l'adore, il va combler les voeux ; J'en suis sûre. J'ai vu la gloire."")",0.0
-,"('#la-renommee', ""Je vole à l'Univers annoncer ce bonheur."")",0.0
-,"('#thalie', ""Non demeurez. Vous m'êtes nécessaire. Par un spectacle à son honneur... Le projet est hardi ; mais il est séducteur... N'importe. À ce héros mon dessein pourra plaire... En rêvant."")",0.0
-,"('#la-satire', 'Sans doute. Le dessein est un peu téméraire ; Mais pour signaler votre ardeur...')",0.0
-,"('#thalie', ""Je m'attendais à ce propos moqueur ; Je sais que votre ton injuste, atrabilaire, Marqué toujours au coin de la colère , Retarde les progrès, inspire la terreur ; Vous ne corrigez point, votre art est de déplaire."")",0.0
-,"('#apollon', ""Tout est pour son chagrin une vaste matière De fiel, de critique et d'aigreur,"")",0.0
-,"('#thalie', ""L'orgueil n'a point de part à ce projet flatteur, Pour ce Roi bienfaisant c'est un zèle sincère. Il est comme les Dieux, tout ce qui part du coeur A le droit de le satisfaire."")",0.0
-,"('#clio', 'Nous vous seconderons.')",0.0
-,"('#uranie', 'Courons tout préparer.')",0.0
-,"('#melpomene', ""Un même zèle ET m'anime et m'inspire ; Mes spectacles pompeux que l'Univers admire, Plus dignes d'un Héros..."")",0.0
-,"('#thalie', ""Cessez de l'espérer : Votre talent est de faire pleurer, Et le mien est de faire rire, La joie anime l'air que la France respire, Dans ces jours de bonheur on doit me préférer. Mais vous n'y perdrez rien. Je vous destine un rôle Qui vous conviendra fort, il est taillé pour vous."")",0.0
-,"('#melpomene', 'Mais je le jouerai mal.')",0.0
-,"('#thalie', 'Fort bien sur ma parole.')",0.0
-,"('#melpomene', 'Eh ! Quel est-il ?')",0.0
-,"('#thalie', ""C'est un rôle de folle ; Vous allez nous effacer tous."")",0.0
-,"('#melpomene', 'Moi jouer une folle !.... En vérité Thalie... Mon état... ma grandeur...')",0.0
-,"('#thalie', ""J'ai tout fait pour le mieux, Croyez-moi, le grand sérieux N'est qu'une espèce de foliE."")",0.0
-,"('#apollon', ""Aurai-je un rôle aussi ? Car je brûle d'envie..."")",0.0
-,"('#thalie', 'Il est tout prêt.')",0.0
-,"('#les-muses', 'Et moi ?')",0.0
-,"('#thalie', 'Chacune aura le sien.')",0.0
-,"('#la-satire', ""Pour moi je n'en veux point."")",0.0
-,"('#thalie', 'Ah ! Muse je vous prie. Je veux faire pour vous un effort de génie. Je vais vous transformer en un homme de bien.')",0.0
-,"('#la-satire', 'Je ne me prête point à cette fantaisie.')",0.0
-,"('#thalie', ""Cela ne vous engage à rien, C'est un rôle de Comédie. Allez vous préparer, secondez mon ardeur"")",0.0
-,"('#thalie', ""Vous restez, tendre Polymnie, Le Ciel nous rend un Roi qui fait notre bonheur. Que vos chants, que les sons d'une aimable harmonie Célèbrent dans ces lieux cette insigne faveur. On entend un bruit confus d'instruments semblable à celui d'un Orchestre qui accorde."")",0.0
-,"('#isabelle', ""Belle Clarice enfin vous déciderez-vous ? Un peu plus de gaîté dans vos regards éclate. Le fort d'Hassan deviendra-t-il plus doux ? À son égard cessez-vous d'être ingrate ?"")",0.0
-,"('#clarice', ""Chère Isabelle, Hassan attaque en vain mon coeur ; Mais malgré mon indifférence, Je sais qu'il est mon bienfaiteur, Et j'écoute avec complaisance L'amitié, la reconnaissance Qui me parlent en sa faveur. Ses sentiments pour moi peuvent seuls me déplaire."")",0.0
-,"('#isabelle', ""Ils auraient dû vous paraître odieux, Si le sort pour vous trop contraire Vous eût livré aux lois d'un maître impérieux ; Mais grâces au destin l'honneur le plus sévère N'a point à rougir en ces lieux. Hassan dans son sérail s'est montré comme un père Compatissant et généreux, Et chaque jour son amitié sincère Rassemble ici les plaisirs et les jeux."")",0.0
-,"('#clarice', ""Les plaisirs les plus vifs perdent le don de plaire, Lorsque le coeur n'a plus de goût pour eux."")",0.0
-,"('#isabelle', ""Hassan en sa saveur a bien des avantages ; Ils vaincront votre cruauté : Vous le savez, des Turcs il brave les usages, L'orgueil dans son pays ne l'a point arrêté. En Europe ses longs voyages Ont adouci ses moeurs, poli sa probité, Que le séjour d'Alger eut pu rendre sauvages ; Il n'a du Musulman que la simplicité ; Il s'est défait de sa sombre rudesse, Il a su du Français saisir l'urbanité La gaîté, la délicatesse, Et n'a point sa folie et sa légèreté. Sa figure, il est vrai, n'est rien moins qu'agréable."")",0.0
-,"('#clarice', ""Par ce défaut léger peut-on être arrêté ? Un homme est toujours bien dès qu'il est estimable Les qualités du coeur, un esprit sociable, De ce sexe sont la beauté. Je les vois dans Hassan, et je lui rends justice ; S'il la rendait à vos attraits, S'il vous offrait des voeux qu'il m'offre par caprice, Nous ferions tous trois satisfaits."")",0.0
-,"('#isabelle', ""Je l'avoue avec confiance, Si, comme Hassan l'assure, il allait dans la France Fixer avec nous son destin ; Sans en rougir j'accepterais sa main, Et je la chérirais plus que son opulence. Mon coeur est encor libre ...."")",0.0
-,"('#clarice', ""Et le mien ne l'est pas : Voilà la source de mes peines. J'aurais moins à souffrir si mes faibles appas Ne l'avaient pas mis dans mes chaînes : Je vous surprends.... mais lisez dans mon coeur : D'Oberval à Marseille en devint le vainqueur, Presqu'au premier instant qu'il parut à ma vue, Son âme en me voyant à son tour fut émue : Ce que nous ressentions se peignait dans nos yeux, La sympathie agissait sur notre âme ; Il me fit l'aveu de ses feux ; Je ne lui cachai point le progrès de ma flamme, Nous nous aimions enfin, et nous étions heureux."")",0.0
-,"('#isabelle', ""Mais avec tant de soin pourquoi cacher ces noeuds ? D'Oberval est aimable, et je suis peu surprise..."")",0.0
-,"('#clarice', ""Hélas ! Vous le savez, je dépends de Dorise, Soeur de mon père, il avait en mourant, Ordonné qu'à ses lois je resterais soumise, Elle vit d_Oberval, il lui parut charmant. L'amour d'une rivale est toujours un tourment, Celle qu'on craint le moins peut faire une infidèle ; J'aimais, et je tremblais d'aimer un inconstant ; Dorise à mes regards était encor trop belle ; Mais par de nouveaux soins d_Oberval chaque jour Calmait ma jalousie, et ma frayeur mortelle, Et par bonheur ces soins si chers à mon amour, Dorise les prenait pour elle."")",0.0
-,"('#isabelle', ""C'est donc là cet amant qu'elle croit voir toujours, Et dont elle parle sans cesse ?"")",0.0
-,"('#clarice', ""C'est lui-même, et je vois assez par ses discours Que l'absence et l'amour redoublent tous les jours Ses visions, et sa faiblesse : Cependant d_Oberval fut contraint de partir, Et sans doute son inconstance Loin de nous sut le retenir : Souvent pour dissiper l'ennui de son absence, Nous nous promenions sur la mer : Ce jour qui nous fut si funeste, Vous voulûtes nous suivre, un corsaire d'Alger Surprit notre Vaisseau. Vous savez tout le reste."")",0.0
-,"('#isabelle', ""Des malheurs que le sort a déployés sur nous, Votre amitié me dédommage. Nos fers sont d'ailleurs assez doux : Hassan nous acheta ; c'est le Turc le plus sage Et le plus affable de tous."")",0.0
-,"('#clarice', ""Il est vrai ; mais en vain il m'offre son hommage, L'amour contre ses soins oppose d'autres traits : Il a gravé dans mon coeur une image. Que l'absence ou le temps n'effaceront jamais."")",0.0
-,"('#isabelle', 'Je plaignais vos chagrins sans savoir vos secrets, Et maintenant je les partage : Pardonnez mon erreur ; mais depuis quelque temps Vos ennuis me semblaient moins grands ; Vous marquiez pour ces lieux bien moins de répugnance, Et tous ces heureux changements Je les attribuais à la reconnaissance.')",0.0
-,"('#clarice', ""Je l'avouerai, de secrets mouvements Font passer dans mon coeur une joie inconnue ; Depuis cinq ou six jours ma douleur diminue... Vous le dirai-je ?... En de certains moments J'éprouve ces ravissements, Ce trouble, ces transports que m'inspirait la vue Du plus cher de tous les amants. Mon âme s'ouvre à des pressentiments, Et ma gaîté semble être revenue."")",0.0
-,"('#dorise', ""Félicitez Dorise toutes deux ; D'Oberval est ici, la chose est confirmé."")",0.0
-,"('#isabelle', 'Voilà de ses erreurs.')",0.0
-,"('#dorise', ""Je l'ai vu dans ces lieux..."")",0.0
-,"('#clarice', 'Eh quoi ! Dans ces jardins ?')",0.0
-,"('#dorise', 'Oui, mon âme est charmée.')",0.0
-,"('#clarice', 'Ô Ciel ! Mon coeur me dit que Dorise a raison.')",0.0
-,"('#isabelle', 'Dans ces jardins un homme ! Et d_Oberval encore ! Elle extravague.')",0.0
-,"('#clarice', 'Hélas !')",0.0
-,"('#dorise', ""Cette affreuse prison Ne me sépare plus d'un amant que j'adore. Isabelle... Clarice... Il est toujours charmant ; Oui d_Oberval est un amant unique ; Je n'en saurais douter, il est tendre, constant, Et c'est son amour seul qui l'amène en Afrique... Mais soyez donc sensible au plaisir que je sens. À Clarice."")",0.0
-,"('#clarice', 'Je le partagerais sans_doute ; Mais des obstacles trop puissants...')",0.0
-,"('#isabelle', 'La chose est impossible, et choque le bon sens, Un Français au sérail ! Quelle folie !')",0.0
-,"('#dorise', ""Écoute. Tout le jour tu me contredis ; Tu taxes tout ce que je dis D'illusion, de rêverie : Tu te crois raisonnable, et tu t'en applaudis ; Mais ton bon sens, ou plutôt ta manie, Donne un fond de tristesse à ce que tu prédis ; Désespérer de tout est ta vertu chérie. Va, reçois de moi cet avis : Un excès de raison est pis que la folie."")",0.0
-,"('#clarice', ""Peut-être qu'en effet...  Mais l'avez-vous bien vu ? De lui toujours préoccupée, Cent fois croyant le voir, vous vous êtes trompée... Dans le fond, de Dorise il est fort bien connu Il se pourrait... À Isabelle. À Dorise."")",0.0
-,"('#dorise', ""Tu peux m'en croire : L'amour nous donne de bons yeux. Hassan et lui s'entretenaient tous deux."")",0.0
-,"('#isabelle', 'Hassan et lui !... Nouvelle histoire. Chez ses femmes un Turc qui mène les galants ! De Paris cette mode arrivera peut-être.')",0.0
-,"('#clarice', 'Laissez-la dire...')",0.0
-,"('#isabelle', ""Eh quoi ! Vous pouvez l'écouter ?"")",0.0
-,"('#dorise', ""À travers les barreaux qui grillent ma fenêtre Je les ai vus... de loin... mais je n'en puis douter... Je vais voir la fin de mes peines ; Mon cher d_Oberval vient hâter L'heureux moment qui brisera mes chaînes : J'en jurerais, il vient traiter de ma rançon."")",0.0
-,"('#isabelle', 'Mais par malheur Madame oublie Que nous avons caché notre vrai nom, Notre état, et notre Patrie.')",0.0
-,"('#dorise', 'À votre froid bon sens nous dûmes cet avis.')",0.0
-,"('#clarice', ""Dans une aventure aussi triste, Nos noms du moins restaient ensevelis Sous les faux que nous avons pris De Fatmé, Fatime, Agariste. Nos parents à Marseille ont pleuré notre mort : Notre vaisseau ne rentrant point au port, Ils auront supposé qu'il avait fait naufrage ; lis auraient trop rougi de notre sort, S'ils avaient pu savoir notre esclavage."")",0.0
-,"('#isabelle', ""Nous ne nous doutions point qu'Hassan fût si poli."")",0.0
-,"('#dorise', ""Je vous dis en un mot, un fait bien établi...  À Marseille d'ailleurs on a tant de nouvelles De tout ce qui se passe ici... L'amour de nos malheurs peut l'avoir éclairci, Et mes deux yeux sont des témoins fidèles. Hassan vient. Il vaincra votre incrédulité."")",0.0
-,"('#dorise', 'Hassan me rendra-t-il enfin la liberté ?')",0.0
-,"('#hassan', 'Agariste dans peu vous ferez satisfaite.')",0.0
-,"('#dorise', 'En hâtant ma félicité, Elle en deviendra plus parfaite.')",0.0
-,"('#hassan', 'Je vais céder à votre empressement. Que votre inquiétude cesse.')",0.0
-,"('#dorise', 'Ai-je fait un faux jugement ?')",0.0
-,"('#hassan', 'Puis-je, belle Fatmé, vous parler un moment ? Pardonnez mon impolitesse. À Isabelle et à Dorise.')",0.0
-,"('#isabelle', 'Éloignons-nous.')",0.0
-,"('#dorise', 'Je cours pour chercher mon amant.')",0.0
-,"('#hassan', ""POur la dernière fois souffrez que je vous presse De me parler sans nul déguisement, Votre bonheur surtout est ce qui m'intéresse..."")",0.0
-,"('#clarice', ""C'est trop peu pour tous vos bienfaits De toute ma reconnaissance ; Mais enfin..."")",0.0
-,"('#hassan', 'Mes désirs seront tous satisfaits, Si vous daignez me voir sans répugnance. Quand on a mon âge et mes traits...')",0.0
-,"('#clarice', ""Vous êtes trop modeste, et c'est mal vous connaître."")",0.0
-,"('#hassan', ""C'est parce que je me connais, Que j'ai peu de mérite à l'être. J'ai toujours les mêmes projets. Nos usages, nos moeurs et nos lois que je hais, Vont m'exiler des lieux de ma naissance. Pour la société tous les hommes sont faits, Les Turcs ignorent ses attraits, Et tout m'invite à chercher dans la France Ses plaisirs délicats qu'ici mon opulence Ne me procurerait jamais ; Mais m'unir avec vous, vivre avec vous sans cesse, Est le bien qui me flatte, et que je me promets. Du vrai bonheur l'image enchanteresse Ne s'offre à moi que sous vos traits."")",0.0
-,"('#clarice', ""Tout ce qu'il dit de lui je le sens pour un autre. Trop généreux Hassan, quelle erreur est la vôtre. Haut."")",0.0
-,"('#hassan', ""Belle Fatmé, je cherche un solide bonheur : L'estime et l'amitié sont les plaisirs du coeur, Et je n'ai point l'âme obsédée Des transports d'une folle ardeur, Un sentiment plus sûr pour vous l'a décidée. Des douceurs de l'hymen, de ses engagements J'ai peut-être une fausse idée ; Mais je crois que ses noeuds doivent être charmants ; Lorsque sans le secours de ces feux violents, Fruits de la passion, périssables comme elle, La confiance mutuelle L'amitié, les égards, et les soins complaisants D'un tendre époux, d'une épouse fidèle, Peuvent remplir tous les moments, Le Ciel attache alors au doux noeud qui les lie Les plaisirs des amis, le repos de la vie, Et les délices des amants."")",0.0
-,"('#clarice', 'Quel bonheur d_Oberval ! Si le Ciel plus propice... ')",0.0
-,"('#hassan', ""Ce n'est donc point un amoureux caprice Qu'aujourd'hui j'exige de vous : J'ose vous demander un moindre sacrifice. Des mains de l'amitié prenez-moi pour époux."")",0.0
-,"('#clarice', ""D'un généreux penchant vous êtes la victime... Eh pourquoi m'offrez vous vos voeux ? Je ne saurais vous rendre heureux, Vous le seriez avec Fatime."")",0.0
-,"('#hassan', ""Je connais ses appas, je l'aime, je l'estime ; Sans doute votre amie à tous les agréments Et de son sexe et de son âge , Son, esprit est aimable, et ses traits font charmants ; Mais vous me plaisez davantage."")",0.0
-,"('#clarice', ""Dans de trop grands dangers votre erreur vous coNduit : Hassan, votre amitié me flatte ; Mais je dois m'opposer aux desseins qu'elle suit. Si je veux n'être pas ingrate,"")",0.0
-,"('#hassan', ""Je m'y livre avec sûreté, Et l'on peut accorder le désir qui me presse, Et votre générosité. Il semble à mes projets que le Ciel s'intéresse ? Depuis six jours il a conduit chez moi Un Français qui rendra ma retraite facile,"")",0.0
-,"('#clarice', 'Un Français !')",0.0
-,"('#hassan', ""Oui, Fatmé. Soyez tranquille : J'ai confié mes secrets à sa foi..."")",0.0
-,"('#clarice', 'Eh le connaissez-vous ?')",0.0
-,"('#hassan', ""J'en fis la connaissance À mon dernier voyage en France. Son abord me prévint ; il a des sentiments, Beaucoup d'esprit, sans suffisance, Et des jeunes gens de son temps Il réunit les grâces, les talents, Sans en avoir l'impertinence. Enfin quoique tous deux d'âges fort différents, L'amitié nous unit."")",0.0
-,"('#clarice', ""Mais c'est donc un jeune homme ?"")",0.0
-,"('#hassan', ""Oui, mais prudent, quoiqu'il n'ait pas trente_ans. Son vaisseau dans le port..."")",0.0
-,"('#clarice', 'Et ce Français se nomme ?...')",0.0
-,"('#hassan', ""D'Oberval est son nom... Mais l'auriez-vous connu ?.."")",0.0
-,"('#clarice', ""Serait-il vrai ?... L'ai-je bien entendu ?"")",0.0
-,"('#hassan', 'Parlez Fatmé : vous paraissez émue.')",0.0
-,"('#clarice', ""Il est vrai... ce François ... je J'ai vu quelquefois, Et de lui ma famille était beaucoup connue."")",0.0
-,"('#hassan', ""Rien de plus heureux pour tous trois. Comme moi-même il sait ce que je pense Il connaît mes projets, il les approuve tous... Sans doute en ses discours vous aurez confiance, Ils vaincront votre résistance : Je tiendrai d'un ami mon bonheur le plus doux. Bientôt vous l'allez voir paraître."")",0.0
-,"('#clarice', ""Quoi je pourrai le voir !... Vos bontés aujourd'hui..."")",0.0
-,"('#hassan', ""Eh ! Pourquoi non ? Vous devez me connaître, Fatmé, voyez en moi toujours un tendre ami, Et n'y voyez jamais un maître. Ce Sérail ne vous a causé que trop d'ennui : À tous moments je prétends qu'il vous voie, Ces murs ne sont plus faits, ni pour vous, ni pour lui. Avouez qu'à le voir vous aurez quelque joie ?..."")",0.0
-,"('#clarice', ""Mais... il connaît... ce que j'ai de plus cher ; Et l'amour... du pays...."")",0.0
-,"('#hassan', ""Pourquoi vous en défendre. L'amour de la Patrie est un penchant si tendre... On en triomphe à peine, et même dans Alger. Eh ! Le vôtre, Fatmé, pourrait-il me surprendre ? J'ai beaucoup voyagé ; mais de tous les pays, Celui dont mes regards ont été plus ravis' Où toutes les beautés naissent, où vont se rendre, C'est la France, sans doute : elle est à tous égards, Quoiqu'en dise l'envie et malgré son murmure, Le chef_d_oeuvre de la Nature, Et l'heureux asile des arts. Que votre goût pour elle éclate âmes regards. .11 Mon coeur à ses beautés comme vous est sensible."")",0.0
-,"('#clarice', ""Oh ! Le goût que j'éprouve est un goût invincible."")",0.0
-,"('#hassan', 'Vous trouverez d_Oberval bien changé[.]')",0.0
-,"('#clarice', 'Comment donc !')",0.0
-,"('#hassan', ""Son coeur est plongé Dans une amertume terrible : par un coup imprévu la mort l'a séparé D'une Maîtresse aimable, et tendre autant que belle."")",0.0
-,"('#clarice', 'Ah ! Je respire. Il est fidèle.')",0.0
-,"('#hassan', ""Par la douleur son coeur est déchiré : En voyageant il a cru s'en distraire ; Mais les maux de ce caractère Sont pour un coeur sensible aussi longs que cuisants, Son vaisseau dans le port fut poussé par les vents : À son esprit alors l'amitié me rappelle,  Il me fait avertir ; j'accours à la nouvelle.  Jugez de la douceur de nos embrassements : Il est chez moi depuis ; mais à tous les moments, Sa tristesse se renouvelle. Vous verrez ses regrets... Ses pleurs sont si touchants Oh ! Vous aurez pitié de sa douleur mortelle."")",0.0
-,"('#clarice', ""Elle s'adoucira, peut-être avec le temps."")",0.0
-,"('#hassan', ""Je Vous laisse... En ces lieux je reviens le conduire : Pour vous faire jouir de son étonnement, J'aurai soin de ne pas l'instruire Que vous le connaissez. L'amitié qui m'inspire Voudrait que tout pour vous devint amusement. En revenant. Il sort."")",0.0
-,"('#clarice', ""Ciel, au bonheur que tu me rends, Pourquoi mêler tant de trouble et de crainte ! J'étais maîtresse à peine de mes sens... Mais aux mouvements que je sens Je puis enfin nie livrer sans contrainte."")",0.0
-,"('#isabelle', 'Il est parti. Je guettais le moment. Vous adoucissez-vous ? Êtes-vous moins cruelle ?')",0.0
-,"('#clarice', ""Partagez mes transports... Ah ! Ma chère Isabelle !... Qui pouvait se flatter d'un tel événement !... Quelle joie !... Oui... Je suis dans un ravissement... Tout ce qu'Hassan m'a dit prouve qu'il est fidèle..."")",0.0
-,"('#isabelle', ""Un transport si prompt et si grand, À vous parler vrai me surprend, Sa constance pour vous n'est pas une nouvelle? Vous deviez y compter..."")",0.0
-,"('#clarice', 'Cet agréable instant Est le plus flatteur de ma vie... Vous me voyez transportée et ravie...')",0.0
-,"('#isabelle', ""Eh ! Mais je crois qu'il ne tenait qu'à vous D'avancer un instant si doux, Si vous en aviez bien envie. L'heureux Hassan n'eût point fait le cruel."")",0.0
-,"('#clarice', ""L'heureux Hassan !... Quelle est cette folie ?"")",0.0
-,"('#isabelle', 'Je ne vous blâme point !... Il est fort naturel...')",0.0
-,"('#clarice', ""Qu'a donc Hassan de commun, je vous prie, Avec mes tendres mouvements ?"")",0.0
-,"('#isabelle', ""Oh ! Pour le coup je ne sais que vous dire, 'Sans doute vous voulez sonder mes sentiments ; Mais croyez quelque goût que sa vertu m'inspire, Que je vous vois sans peine achever son bonheur."")",0.0
-,"('#clarice', ""Qui vous parle d'Hassan ? D'où vous vient cette erreur ?"")",0.0
-,"('#isabelle', ""De qui s'agit-il donc ?"")",0.0
-,"('#clarice', 'De d_Oberval sans doute.')",0.0
-,"('#isabelle', ""Est-ce qu'il est ici !"")",0.0
-,"('#clarice', ""Je vous l'ai dit cent fois... Jugez du plaisir que je goûte ? Son coeur est toujours sous mes lois... Il me croit morte, il me pleure sans_cesse. Que j'aurai de plaisir à bannir sa tristesse !... Quelle sera sa joie ! Il va bientôt me voir. Je sens que pour la concevoir, Il faudrait avoir ma tendresse."")",0.0
-,"('#isabelle', ""Votre bonheur m'étonne autant qu'il m'intéresse ; Mais Hassan sait-il votre amour ? Allez-vous quitter ce séjour ? Expliqués-moi comment ?... Oh bon! Voici Dorise. Les fous sont toujours importuns."")",0.0
-,"('#dorise', ""Le destin qui me favorise Fait pour moi des efforts qui ne font pas communs. Mais il me rend en vain un amant qui m'adore Si vous ne secondez mes voeux, Sans doute Hassan ne me retient encore Que pour vous engager à partager ses feux... Que vous a-t-il appris ? Faut-il que je l'ignore ?"")",0.0
-,"('#isabelle', 'Rien du tout.')",0.0
-,"('#dorise', ""Comment rien !... Pour mon coeur amoureux C'est un coup de poignard."")",0.0
-,"('#clarice', ""Tâchez de m'en défaire. Que lui dirai-je ?"")",0.0
-,"('#isabelle', 'Rien, allez. Laissez-moi faire; Vous croyez donc toujours d_Oberval dans ces lieux ? À Dorise.')",0.0
-,"('#dorise', ""Apparemment, j'en puis croire mes yeux."")",0.0
-,"('#isabelle', ""D'une illusion agréable On a bien de la peine à défendre son coeur, Ce qu'on désire avec ardeur Paraît toujours assez croyable ; Mais on revient bientôt de son erreur, Lorsqu'on comme vous un esprit raisonnable."")",0.0
-,"('#dorise', ""Je vous jure... Eh ! Pourquoi voudrais-je vous tromper ? Je l'ai vu. C'est un fait."")",0.0
-,"('#isabelle', 'd_Oberval?')",0.0
-,"('#dorise', 'Oui. Lui-même.')",0.0
-,"('#isabelle', ""Te conçois aisément qu'un amant que l'on aime Maître de notre esprit doit toujours l'occuper ; Vous avez une âme si tendre ...."")",0.0
-,"('#dorise', ""Vous me connaissez bien. C'est une passion... Une ardeur...."")",0.0
-,"('#isabelle', ""Oh ! La chose est facile à comprendre. Tout doit céder sans doute à cette impression, Et dans tous les objets dont la vue est frappée Le coeur cherche, et croit voir ces traits victorieux ; La voix, l'air, les regards dont l'âme est occupée..."")",0.0
-,"('#dorise', ""Quand vous verriez mon coeur vous n'y liriez pas mieux. Son image me fuit... Je crois toujours l'entendre. Je lui parle..."")",0.0
-,"('#isabelle', ""Et voilà d'où naît l'illusion. L'esprit le plus sensé peut se laisser surprendre, Et l'Amour sait son rôle en trompait la raison ;"")",0.0
-,"('#dorise', 'Son idée en effet est assez vraisemblable, Cependant.... mon erreur serait bien pardonnable.')",0.0
-,"('#clarice', ""J'entends du bruit... Ce sont les Bostangi, Que leurs travaux mènent ici. Ils paraissent déjà. Tâchez de vous contraindre."")",0.0
-,"('#dorise', ""Vous n'auriez qu'à vouloir, nous serions tous heureux, Et c'est vous dans le fond qui me rendez à plaindre."")",0.0
-,"('#isabelle', 'Ils avancent... Soyez plus discrète à leurs yeux.')",0.0
-,"('#dorise', ""Oh ! J'aime trop pour pouvoir feindre : Pourquoi d'ailleurs me cacher devant eux ? Je parle pour leur Maître, et je n'ai rien à craindre."")",0.0
-,"('#osmin', ""Demeurez, aimable Axelie, Puisqu'un heureux hasard nous cache à tous les yeux, Daignez m'apprendre, je vous prie, Quel sera près de vous le succès de mes feux. Votre coeur à la fin d'accord avec mes voeux, Voudra-t-il consentir au bonheur de ma vie."")",0.0
-,"('#axelie', ""Osmin, vous me parlez d'un ton bien langoureux... Je suis vive, gaie et badine ; Si l'amour est si sérieux, À vous parler vrai, j'imagine Que vous êtes loin d'être heureux."")",0.0
-,"('#osmin', ""Je vous rends grâces de m'instruire : Si la gaîté peut gagner votre coeur, C'est mon premier talent, et vous n'avez qu'à dire. Qu'un baiser seulement commence mon bonheur, Et vous verrez si je sais rire."")",0.0
-,"('#axelie', ""Oh ! Non pas, s'il vous plaît, je ris sans ce secours. J'aime une gaîté naturelle, Dont la langueur jamais n'interrompe le cours, Qui s'amuse de tout, et qu'un rien renouvelle : La liberté, les biens, les plus tendres amours, Ne sauraient me plaire sans elle."")",0.0
-,"('#osmin', ""Et voilà justement quelle est l'aimable humeur Que donne la Nature aux lieux de ma naissance. Elle aurait dû vous faire naître en France : On pourra réparer peut-être son erreur ; J'en ai du moins quelqu'espérance. Vous connaissez pour moi d'Hassan la confiance : Si je me flattais d'être aimé, D'un projet important que son coeur a formé Je vous ferais la confidence."")",0.0
-,"('#axelie', 'Oh ! Je vous aime assez pour apprendre un secret.')",0.0
-,"('#osmin', ""M'aimez-vous assez pour le taire ?"")",0.0
-,"('#axelie', ""Je n'aurais pas un grand effort à faire : Si j'ai le coeur peu tendre, il est au moins discret."")",0.0
-,"('#osmin', ""Eh bien sachez qu'Hassan va rompre l'esclavage Des Françaises qui sont ici depuis six mois ; Nous les menons en France, et je fais à mon choix Les arrangements du voyage : Il ne faut que m'aimer pour venir avec nous... Ne croyez pas que j'exagère, Dans ce climat aussi riant que doux, Vous verrez tout ce qui peut plaire, Et c'est le seul digne de vous,"")",0.0
-,"('#axelie', ""Sans doute. Qui ne croit que c'est dans sa patrie Qu'on trouve le suprême bien ? Chaque homme sur ce point a la même manie, Et de tous les pays ne vante que le lien."")",0.0
-,"('#osmin', ""Oui. Mais ce que je dis du mien, L'Europe entière le publie. C'est le Ciel le plus beau...."")",0.0
-,"('#axelie', ""Oh ! Cela n'y fait rien : Bientôt le plus beau ciel ennuie."")",0.0
-,"('#osmin', ""J'en conviens. Lorsque comme ici, Et dans tous les pays qu'on appelle Turquie, On paraît ignorer tout le prix de la vie, Que le printemps de l'âge est obscurci Par la honte des fers, la crainte, le souci, Que d'un maître absolu l'on sert la tyrannie, Qu'on ne vit que pour lui"")",0.0
-,"('#axelie', ""Propos de jalousie : Les malheurs de celui qui sert Font le bonheur de celui qui commande ; L'un gagne ce que l'autre perd."")",0.0
-,"('#osmin', ""En Turquie on exige, en France l'on demande..."")",0.0
-,"('#axelie', ""La différence n'est pas grande : Le bien le plus gardé tôt ou tard est offert."")",0.0
