biancollelli-arlequin-gentilhomme,dufresny-regnard-chinois,Score
"('#isabelle', ""Je n'en suis point la cause  Mon père, et je ne sais... "")",-,0.0
"('#le-docteur', 'Je veux être éclairci. ')",-,0.0
"('#arlequin', ""Par charité souffrez que je sorte d'ici,  Un fâcheux cours de ventre, en certain lieu m'appelle,  Et m'ordonne, Monsieur, de pousser une selle. "")",-,0.0
"('#le-docteur', 'Vous ne sortirez pas. ')",-,0.0
"('#arlequin', ""Pourquoi m'en empêcher ? "")",-,0.0
"('#le-docteur', ""J'en sais bien la raison. "")",-,0.0
"('#arlequin', 'Je vais donc tout lâcher. ')",-,0.0
"('#isabelle', ""Que dis-tu, maraud, pour te tirer d'affaire ? "")",-,0.0
"('#arlequin', ""Cela m'est échappé, je n'y saurais que faire. "")",-,0.0
"('#le-docteur', 'Fouillez-le promptement. ')",-,0.0
"('#arlequin', 'Vous ne trouverez rien,  Je suis un crocheteur sans honneur et sans bien.  Les valets le fouillent, et trouve une lettre. ')",-,0.0
"('#le-docteur', 'Donnez-moi cette lettre. ')",-,0.0
"('#arlequin', 'Hélas quel soin vous presse ?  Vieillard trop curieux. ')",-,0.0
"('#le-docteur', ""Je prétends voir l'adresse.  À Géronte... voyons ce que peut contenir... Il lit l'adresse."")",-,0.0
"('#arlequin', 'Ma foi je ne puis plus, Monsieur, me retenir. ')",-,0.0
"('#le-docteur', ""Le porteur de la présente, est mon fils Léandre, qui se rend à Lyon pour avoir l'honneur de donner la main à la charmante Léonore ; j'espère que vous en serez satisfait, et que vous ne différerez point de conclure un mariage que je souhaite avec tant d'empressement.  Je suis, en attendant de vos nouvelles,  Votre très affectionné serviteur et ami, DAMON. "")",-,0.0
"('#arlequin', ""Ne me refusez pas le secours que j'implore. "")",-,0.0
"('#le-docteur', 'Vous venez pour donner la main à Léonore,  Et je vous trouve ici caché derrière un lit. ')",-,0.0
"('#arlequin', ""J'avais sur mon honneur un terrible appétit,  Ces macarons exquis m'ont bien bourré la panse. "")",-,0.0
"('#le-docteur', 'Cette affaire est pour moi de grande conséquence,  Vous deviez un peu mieux connaître le Docteur  Je suis homme de bien. ')",-,0.0
"('#arlequin', 'Moi je suis crocheteur. ')",-,0.0
"('#le-docteur', ""Il faut pour réparer l'honneur de ma famille,  Que sans plus différer vous épousiez ma fille,  Je veux que devant moi vous lui donniez la main.  Allons disposez-vous...  À Isabelle."")",-,0.0
"('#isabelle', 'Ah ! Quel ordre inhumain  Que me prescrivez-vous ? Malgré votre colère  Je ne puis sur ce point vous obéir mon père. ')",-,0.0
"('#le-docteur', 'Vous osez résister après un tel affront. ')",-,0.0
"('#arlequin', ""Pourquoi l'agacez-vous ? Vous savez qu'il est prompt,  Mettez là votre main, Madame la coquine. "")",-,0.0
"('#isabelle', 'Laisse-moi. ')",-,0.0
"('#le-docteur', ""Comment donc vous faites la mutine  Obéissez, vous dis-je, et sans plus m'irriter... "")",-,0.0
"('#isabelle', ""Enfin vous m'y forcer. "")",-,0.0
"('#arlequin', 'Vous vous ferez frotter,  Et je vous donnerai ma foi sur les oreilles,  Ma charmante avec moi vous serez à merveilles  Je vous ferai porter les crochets quelquefois.  Beau-père, pouviez-vous faire un plus joli choix ?  Au Docteur.')",-,0.0
"('#le-docteur', ""Vous êtes à présent le mari d'Isabelle,  Adieu pour un moment je vous laisse avec elle. "")",-,0.0
"('#arlequin', ""C'est agir prudemment. "")",-,0.0
"('#isabelle', ""Ô mortelles douleurs !  Devais-tu m'exposer à de nouveaux malheurs  C'est toi qui dans ce jour cause mon infortune.  À Arlequin."")",-,0.0
"('#arlequin', ""Ma mie en vérité ce discours m'importune.  Si vous continuez vous vous ferez rosser. "")",-,0.0
"('#isabelle', 'Infâme... ')",-,0.0
"('#arlequin', ""Vous allez encore recommencer,  J'ai sur vous maintenant un pouvoir despotique  Vous pourriez à mes bras donner de la pratique,  Ainsi, ma chère femme, un peu plus de douceur  Là là, modérez-vous ma mignonne, mon coeur,  En voyant vos appas, l'eau me vient à la bouche,  Laissez-vous caresser, pourquoi cet air farouche ?  Ma belle crocheteuse allons-nous en coucher. "")",-,0.0
"('#isabelle', ""Quoi malheureux encore, ose-tu m'approcher ? "")",-,0.0
"('#arlequin', 'Un soufflet, finissons ce jeu de Comédie.  Adieu je me retire et je vous répudie. ')",-,0.0
"('#isabelle', ""Rien ne peut arrêter le torrent de mes pleurs  Venez, mon cher Léandre, apprendre mes malheurs,  Ce crocheteur a fait découvrir le mystère,  Il s'est sous votre habit, fait connaître à mon père,  Ayant trouvé sur lui la lettre de Damon,  Il a cru justement lui donner votre nom,  Le preant pour Léandre, Hélas ! Il m'a contrainte... "")",-,0.0
"('#leandre', "". . . . . . N'ayez aucune crainte,  C'est Léandre qui doit être votre époux,  Rien ne peut à mon coeur ravir un bien si doux  Et puisque entre mes bras votre père vous livre,  Il faut sans balancer vous résoudre à me suivre  La fuite est nécessaire en cette extrémité. "")",-,0.0
"('#isabelle', 'Je dois me conformer à votre volonté,  Répondre à vos désirs est ma plus chère envie,  Vous pouvez disposer de mon sort et de ma vie. ')",-,0.0
"('#scaramouche', 'Enfin vous prétendez Monsieur le spadassin,  Persévérer toujours dans ce noble dessein,  Où Diable voulez-vous mener cette femelle ?  Pour en être charmé la trouvez-vous si belle ?  Pour moi je la verrais du haut jusques au bas,  Que je ne serais point tenté de ses appas. ')",-,0.0
"('#leandre', 'Monsieur le Précepteur finissez, je vous prie,  De pareils quolibets passent la raillerie. ')",-,0.0
"('#isabelle', ""Scaramouche n'est pas un garçon fort poli. "")",-,0.0
"('#scaramouche', ""C'est que je ne vois rien en vous de trop joli. "")",-,0.0
"('#isabelle', 'Monsieur, votre valet est prompt à la riposte. ')",-,0.0
"('#leandre', ""Il faut aller chercher une chaise de poste,  Car je veux l'enlever. "")",-,0.0
"('#scaramouche', 'Sans rien dire au Docteur.  Il pleure.')",-,0.0
"('#leandre', ""Scaramouche qu'as-tu ? "")",-,0.0
"('#scaramouche', 'Je pleure son honneur  Qui ne reviendra pas sitôt de ce voyage,  Pacatroufe en chemin il va faire naufrage. ')",-,0.0
"('#leandre', 'Pauvre fol ! ')",-,0.0
"('#scaramouche', 'Je vois bien que je perds mon latin,  Et vous ne voulez pas renoncer au butin,  Allons je vous suivrai par-delà la Turquie,  Partons. ')",-,0.0
"('#leandre', ""Va-t'en frapper à cette hôtellerie,  Madame y restera jusqu'à notre retour. "")",-,0.0
"('#isabelle', ""Cher Léandre jugez de mon parfait amour  Puisque sans consulter une austère sagesse  Je cède aveuglément à l'ardeur qui me presse. "")",-,0.0
"('#leandre', ""Rassurez-vous, Madame, et croyez qu'avec moi  Vous ne risquez rien. "")",-,0.0
"('#scaramouche', ""J'en jurerais ma foi  Mon maître est pour le moins sage comme une fille. "")",-,0.0
"('#leandre', 'Frappe donc. ')",-,0.0
"('#scaramouche', 'Je commence à la trouver gentille,  Oh di casa ? ')",-,0.0
"('#pierrot', ""Claudine embrochez ce chapon,  Écumez la salade et plumez cet oignon,  Allez-vous-en compter avec ce Capitaine,  Scaramouche, bon jour, qu'est-ce qui vous amène.  En sortant et voyant Scaramouche."")",-,0.0
"('#scaramouche', ""Cette fille est charmante et vaut un million,  Je veux dans ton logis la mettre en pension.  C'est moi qui l'entretiens, soit dit en confidence.  Toujours pour mes plaisirs je fis de la dépense. "")",-,0.0
"('#pierrot', ""Elle le porte beau, c'est tout or et azur.  Ma foi si de mon fait je pouvais être sûr,  Je m'amuserais bien à lui conter fleurette,  Car tel que tu me vois j'aime un peu la grisette. "")",-,0.0
"('#leandre', 'Mon ami recevez cette Dame chez vous. ')",-,0.0
"('#pierrot', ""Scaramouche, morgué tu te gausses de nous,  Tu n'entretiens donc pas cette beauté friande,  Puisque c'est ce Monsieur qui me la recommande,  Serais-tu par hasard de profit avec lui. "")",-,0.0
"('#scaramouche', ""Oui nous nous relevons c'est son jour aujourd'hui,  Demain j'aurai le mien chacun a sa journée,  Nous nous accommodons. "")",-,0.0
"('#pierrot', ""L'affaire est bien menée. "")",-,0.0
"('#leandre', 'Entrez belle personne et comptez sur mon coeur. ')",-,0.0
"('#isabelle', 'Puissent les justes Dieux couronner votre ardeur  Je vous attends Léandre avec impatience. ')",-,0.0
"('#leandre', 'Scaramouche suis-moi. ')",-,0.0
"('#scaramouche', ""Partons en diligence.  Isabelle entre avec Pierrot dans l'Hôtellerie."")",-,0.0
"('#le-docteur', ""Géronte cette fois ne sera pas content,  Mais lui-même à ma place en aurait fait autant,  Seul avec Isabelle ayant surpris Léandre,  Je crois que c'est ainsi que je devais m'y prendre,  Jusques au fond du coeur ce trait m'avait percé,  Il fallait satisfaire à l'honneur offensé  Ce parti pour ma fille est d'un grand avantage,  Et je me sais bon gré qu'il lui tombe en partage,  D'Octave je saurai bientôt me dégager  Et Géronte sur lui peut se dédommager,  Je vais lui raconter toute cette aventure,  Et de mon procédé je crains peu qu'il murmure.  Il frappe chez Géronte."")",-,0.0
"('#geronte', ""Ah c'est vous chez moi, quel plaisir de vous voir,  Souffrez que je m'acquitte ici de mon devoir,  En vous remerciant de la tapisserie... "")",-,0.0
"('#le-docteur', 'Fi donc ne parlez point de cela, je vous prie,  Je viens vous révéler des secrets importants,  Vous serez étonné... ')",-,0.0
"('#geronte', 'Parlez je vous entends. ')",-,0.0
"('#le-docteur', ""De retour au logis j'ai trouvé votre gendre,  Caché derrière un lit. "")",-,0.0
"('#geronte', 'Vous parlez de Léandre ? ')",-,0.0
"('#le-docteur', ""Justement à ma fille il faisait les yeux doux,  Et voulait profiter je crois du rendez-vous,  Léandre lui parlait, jugez de ma surprise,  Je me suis récrié contre son entreprise,  Mais enfin il fallait effacer ce forfait,  En cette occasion, cher ami, qu'ai-je fait ?  J'ai contraint le galant à devenir mon gendre,  D'épouser Isabelle, il n'a pu se défendre  Si vous eussiez été de la sorte insulté  Je crois qu'en pareil cas vous m'eussiez imité. "")",-,0.0
"('#geronte', ""À quoi bon plaisanter, Docteur, c'est assez rire,  Léandre est-il ici ? "")",-,0.0
"('#le-docteur', ""Tenez vous pouvez lire,  Vous connaîtrez par là si j'ai tort ou raison,  C'est la lettre d'avis que vous écrit Damon. "")",-,0.0
"('#geronte', ""Je vous plains, mais enfin ce n'est pas là mon compte,  Léandre m'a promis... "")",-,0.0
"('#le-docteur', ""Point de courroux Géronte,  Il m'a déshonoré. "")",-,0.0
"('#geronte', 'Que veut dire ceci,  Mais ne puis-je le voir ? ')",-,0.0
"('#le-docteur', 'Fort bien car le voici. ')",-,0.0
"('#geronte', ""Vous m'avez fait, Monsieur, une sensible offense,  Vous me tiendrez parole, ou j'en aurai vengeance. "")",-,0.0
"('#arlequin', 'Que dit donc ce vieux fol ? Je ne le connais pas. ')",-,0.0
"('#le-docteur', ""C'est Géronte. "")",-,0.0
"('#arlequin', ""Ma foi j'en fais fort peu de cas. "")",-,0.0
"('#geronte', 'Vous devez épouser ma fille Léonore. ')",-,0.0
"('#arlequin', ""Il lui faudrait donner quelques grains d'ellébore,  Il en a grand besoin. "")",-,0.0
"('#geronte', ""Vous vous loquez de moi  Mais on n'abuse pas en vain ma bonne foi,  Votre père Damon... "")",-,0.0
"('#arlequin', ""Ah ! Le plaisant jocrisse,  Je n'ai jamais connu que ma mère nourrice,  Je suis du côté gauche, autrement dit bâtard,  Dans ce monde, dit-on, j'arrivai par hasard. "")",-,0.0
"('#geronte', ""Est-ce ainsi que s'explique un homme de naissance,  Un Gentilhomme... "")",-,0.0
"('#arlequin', ""Moi, vous êtes en démence  Depuis quand, s'il vous plaît, Messieurs les crocheteurs,  Ont-ils été placés parmi les grands Seigneurs. "")",-,0.0
"('#le-docteur', 'Mon gendre entrez chez nous. ')",-,0.0
"('#geronte', ""Il n'est pas nécessaire,  Venez dans ma maison. "")",-,0.0
"('#arlequin', ""Y fait-on bonne chère,  J'irai... non je ne puis et j'en sais les raisons,  On fait chez le docteur d'excellents macarons,  Allons-y promptement. "")",-,0.0
"('#le-docteur', 'Entrez, Monsieur Léandre. ')",-,0.0
"('#geronte', ""Corbleu vous n'irez pas. "")",-,0.0
"('#arlequin', ""Je ne puis m'en défendre  C'est lui qui le premier m'a voulu régaler,  Oh parbleu je suis las de me voir tirailler,  Laissez-moi donc vous dis-je. "")",-,0.0
"('#geronte', ""Hé bien je vais sur l'heure  Vous faire préparer une bonne demeure.  Il sort."")",-,0.0
"('#le-docteur', 'Il enrage. ')",-,0.0
"('#arlequin', ""Cet homme a le cerveau gâté  Je veux aller chez vous j'y suis fort bien traité,  Préparez-moi, beau-père, une soupe au fromage,  Car selon mon avis, c'est le meilleur potage. "")",-,0.0
"('#le-docteur', ""On va vous en faire une et chez moi mes valets  Vous serviront toujours au gré de vos souhaits.  Géronte vient avec des Archers,  leur montre Arlequin, les Archers veulent s'en saisir,  Arlequin se défend contre eux avec son coutelas ;  mais étant obligé à la fin de céder à la force,  il se laisse conduire en prison,  le Docteur se retire tout affligé. "")",-,0.0
"('#octave', 'Je te suis obligé, ma chère Colombine. ')",-,0.0
"('#mezzetin', ""Je suis, je l'avouerai content de sa cuisine,  Messieurs les marmitons ont bien fait leur devoir. "")",-,0.0
"('#colombine', ""Je me flatte Monsieur, que vous viendrez nous voir,  Mon vin est assez bon j'en ai quelque barrique,  N'accordez qu'à moi seule au moins votre pratique. "")",-,0.0
"('#mezzetin', 'Je vous accorderai la mienne de bon coeur,  Pourvu que vous vouliez recevoir cet honneur  Ne me refusez point ma petite mignonne.')",-,0.0
"('#octave', ""J'ai vu dans ton logis une aimable personne,  Ne sais-tu point son nom ?"")",-,0.0
"('#colombine', ""À vous parler sans fard,  On peut bien la nommer Madame du hasard,  Elle ne sent pas bon je le juge à la mine,  Je m'y connais un peu. "")",-,0.0
"('#mezzetin', ""La peste qu'elle est fine  Bien fol ferait celui qui voudrait s'y fier  Elle a l'odorat bon pour flairer le gibier,  Que je lui donnerais volontiers son décompte. "")",-,0.0
"('#octave', 'De grâce, enseignez-moi la maison de Géronte. ')",-,0.0
"('#colombine', 'La voici. ')",-,0.0
"('#octave', ""C'est assez j'y vais dans le moment. "")",-,0.0
"('#colombine', 'Si je puis vous servir commandez librement. ')",-,0.0
"('#mezzetin', 'Adieu belle traîteuse, hôtesse de mon âme. ')",-,0.0
"('#colombine', 'Adieu le gros joufflu. ')",-,0.0
"('#mezzetin', 'Votre valet Madame.  Colombine rentre chez elle.')",-,0.0
"('#octave', 'Frappe à cette maison. ')",-,0.0
"('#mezzetin', ""Vous êtes dans l'erreur,  Que n'allez-vous plutôt chez M. le Docteur ? "")",-,0.0
"('#octave', 'Non je veux avant tout chez Géronte me rendre,  [Pour] le voir de la part du père de Léandre. ')",-,0.0
"('#mezzetin', ""J'obéis. "")",-,0.0
"('#geronte', 'Que veut-on ? ')",-,0.0
"('#mezzetin', 'Le patron du logis  Est-il ici, Monsieur ? ')",-,0.0
"('#geronte', ""Oui sans doute j'y suis. "")",-,0.0
"('#mezzetin', ""Excusez je n'ai pas l'honneur de vous connaître  Vous êtes en ce lieu demandé par mon maître. "")",-,0.0
"('#octave', ""Avant que de partir pour me rendre à Lyon,  Un de vos bons amis que l'on nomme Damon,  Dont le fils, m'a-t-il dit, doit être votre gendre,  En arrivant ici m'a chargé de vous rendre  Cette lettre. "")",-,0.0
"('#geronte', ""Parbleu vous me faites honneur,  Et je serais content si j'avais le bonheur  De vous faire plaisir, je parle avec franchise,  Mais Monsieur, s'il vous plaît, permettez que je lise.  Vous venez épouser la fille du Docteur,  Il m'a pour cet hymen témoigné tant d'ardeur,  Que vous avez grand tort de l'avoir fait attendre.  Il lit la lettre après quoi il dit."")",-,0.0
"('#octave', 'Je dois aussi remettre une lettre à Léandre  Je ne le connais point. ')",-,0.0
"('#geronte', 'Entrez dans ma maison. ')",-,0.0
"('#octave', ""Je crains d'être incommode. "")",-,0.0
"('#geronte', 'Ah Monsieur sans façon. ')",-,0.0
"('#mezzetin', 'Ce vieillard est civil. ')",-,0.0
"('#geronte', 'Entrez donc, je vous prie,  Et vous aussi, mon cher.  À Mezzetin.')",-,0.0
"('#mezzetin', 'Ah ! ')",-,0.0
"('#geronte', 'Sans cérémonie. ')",-,0.0
"('#le-docteur', ""Je ne puis revenir de mon étonnement :  Ciel ! Est-il pour un père un plus affreux tourment ?  Ma fille a déserté la maison paternelle  Tu formes le dessein, malheureuse Isabelle,  D'abandonner ainsi ton père, ton époux,  Sans craindre les effets de mon fuste courroux,  Ah ! Dans le désespoir qui pénètre mon âme,  Si le sort à mes yeux présentait cette infâme  Elle ressentirait ma fatale fureur,  Et je la livrerais à toute ma rigueur. "")",-,0.0
"('#geronte', ""Je reviendrai bientôt vous n'avez qu'à m'attendre.  Docteur ai-je bien reçu le beau Léandre,  Ma foi s'il ne se met bientôt à la raison,  Il risque de rester quelque temps en prison.  Mais qu'avez-vous ?  En voyant le Docteur."")",-,0.0
"('#le-docteur', ""Hélas je suis inconsolable,  Ma fille m'a quitté. "")",-,0.0
"('#geronte', 'Ce serait bien le diable. ')",-,0.0
"('#le-docteur', 'Je ne la trouve plus et sans doute elle est loin. ')",-,0.0
"('#geronte', ""D'un pareil contretemps, vous n'aviez pas besoin,  Car Octave est chez moi. "")",-,0.0
"('#le-docteur', ""Que dites-vous Géronte,  Cessez de m'imposer... "")",-,0.0
"('#geronte', ""Non ce n'est pas un conte.  Et mon ami Damon me l'a recommandé,  De ce que je vous dis soyez persuadé. "")",-,0.0
"('#le-docteur', 'Tâchez de découvrir où peut être Isabelle,  Et ne divulguez point cette triste nouvelle. ')",-,0.0
"('#geronte', 'Croyez-moi, mon ami loin de vous alarmer,  En différents quartiers allez vous informer. ')",-,0.0
"('#le-docteur', ""Je ne veux épargner ni l'argent ni la peine,  Je vais tout de ce pas droit à la quarantaine,  Sous les Tillots, au Change, aux Cafés, aux Terreaux,  Dans la Traille, aux Faubourgs, à S[aint] Clair, aux Breteaux,  En un mot dans ces lieux si charmants à la vue,  Où l'on trouve toujours quelque fille perdue.  Il s'en va."")",-,0.0
"('#geronte', ""Octave pourrait bien en écrire à Damon,  S'il savait que Léandre est dans une prison,  Pour éviter la chose il est de ma prudence,  De l'en faire sortir en toute diligence,  Je vais donner cet ordre à Monsieur le Geôlier...  Holà. "")",-,0.0
"('#le-geolier', ""Je suis bien las d'avoir ce prisonnier,  Il veut toujours manger, le plaisant personnage  Il faut à tout moment lui donner du fromage,  Je vous rends son épée. "")",-,0.0
"('#geronte', ""Ah ! Je la reconnais,  C'est celle dont pour lui j'ai moi-même fait choix,  Et qu'ensuite j'eus soin d'envoyer à son père  Vous serez satisfait et j'en fais mon affaire,  Vous pouvez l'élargir et le conduire ici,  Je veux examiner..."")",-,0.0
"('#arlequin', ""Que veut dire ceci ?  Où voulez-vous que j'aille ? "")",-,0.0
"('#geronte', ""Approchez-vous mon gendre,  Gardez par le docteur de vous laisser surprendre,  Je vous rends votre épée et j'ose me flatter,  Que d'un esprit plus doux vous voudrez m'écouter,  Je vous ai destiné ma fille en mariage. "")",-,0.0
"('#arlequin', ""Je suis trop jeune encore pour me mettre en ménage,  J'en mourrais etc.  Il chante."")",-,0.0
"('#geronte', 'Terminez de semblables discours,  Sans rimer et sans raison vous plaisantez toujours,  Je prétends dès ce soir terminer cette affaire. ')",-,0.0
"('#arlequin', ""Puisque enfin vous croyez la chose nécessaire,  Je vous obligerai du meilleur de mon coeur,  J'épouserai d'abord la fille du Docteur,  La vôtre ensuite, vous, et toute la famille,  S'il le faut. "")",-,0.0
"('#geronte', 'Il suffit seulement de ma fille,  Votre père Damon homme de probité,  A pour ce mariage avec moi contracté. ')",-,0.0
"('#arlequin', ""Mon père dites-vous, hélas il s'est fait pendre,  Il fut, quoique honnête homme un peu sujet à prendre,  C'est-à-dire à voler, c'était son seul défaut,  La Justice en public lui fit faire le saut,  Qu'il mourut noblement. "")",-,0.0
"('#geronte', ""Toujours l'humeur bouffonne,  Vous vous divertissez et je vous le pardonne. "")",-,0.0
"('#arlequin', ""Votre fille, à propos, n'a-t-elle point servi ? "")",-,0.0
"('#geronte', 'Non sans doute elle est sage. ')",-,0.0
"('#arlequin', ""Hé bien, j'en suis ravi,  Je craignais de subir le destin de mon père  Il n'y prit pas trop garde en épousant ma mère  Puisque trois mois après elle accoucha de moi,  Gardez de me tromper je suis de bonne foi. "")",-,0.0
"('#geronte', ""Que vous êtes badin, c'est votre caractère,  Et vous aimez à rire ainsi que votre père,  Mais n'aspirez point à vous entretenir  Avec ma fille. "")",-,0.0
"('#arlequin', ""Oui da la belle peut venir.  Parbleu cette aventure est tout à fait comique,  Je suis un crocheteur de nouvelle fabrique,  Et jamais on n'en vit de si nobles que moi.  Géronte entre."")",-,0.0
"('#geronte', 'Léonore venez.  Léonore en voyant Arlequin jette un cri, Arlequin tombe à la renverse tout épouvanté.')",-,0.0
"('#leonore', ""Ciel qu'est-ce que je vois !  Ah le vilain magot ! "")",-,0.0
"('#arlequin', ""Savez-vous bien ma femme,  Que je vous frotterai sans craindre qu'on me blâme,  Cela vous convient-il, je ne suis point trompeur,  J'ai fait caca sous moi, pourquoi me faire peur  J'ai blêmi, j'en suis sûr "")",-,0.0
"('#leonore', ""Quoi c'est là votre gendre ?  Mon mari prétendu. "")",-,0.0
"('#geronte', ""C'est le Seigneur Léandre. "")",-,0.0
"('#leonore', ""Hélas ! Pourquoi faut-il qu'un destin rigoureux  Ait réservé ma main à cet époux hideux,  Octave mieux que lui serait sûr de me plaire. "")",-,0.0
"('#arlequin', ""Venons au fait, ma fille et concluons l'affaire. "")",-,0.0
"('#geronte', 'Honorez-la du moins de quelque compliment. ')",-,0.0
"('#arlequin', ""Taupe, quand je m'y mets je parle élégamment,  Et dans ce que je dis je fus toujours sincère.  Madame, tout ainsi que le bourreau sévère  Attache un patient au funeste gibet,  Et pour le dépêcher lui sert le sifflet,  De même aussi la belle... au gibet de vos charmes,  Vous m'avez attaché... car enfin mes alarmes...  Le soleil... de vos yeux... votre nez... votre main...  Allons-nous-en souper, beau-père, car j'ai faim.  À Léonore."")",-,0.0
"('#leonore', ""Je souffre en le voyant on ne peut davantage,  Juste ciel qu'il est laid ! Le vilain personnage ! "")",-,0.0
"('#geronte', ""Vous mangerez tantôt il n'est pas encore temps. "")",-,0.0
"('#arlequin', ""Je suis content, joyeux quand j'exerce mes dents. "")",-,0.0
"('#geronte', 'Vous allez recevoir une lettre bien chère  De la part de Damon. ')",-,0.0
"('#arlequin', 'Qui Damon ? ')",-,0.0
"('#geronte', 'Votre père. ')",-,0.0
"('#leonore', 'Mon père, comment donc serait-il revenu ?  Après avoir été publiquement pendu. ')",-,0.0
"('#geronte', 'Octave depuis peu rendu dans cette ville,  Doit vous en remettre une. ')",-,0.0
"('#leonore', ""Ah ! Qu'il est imbécile,  Et moi j'épouserai cet objet odieux... "")",-,0.0
"('#geronte', 'Le voici justement qui paraît à vos yeux. ')",-,0.0
"('#octave', 'Est-ce là le Seigneur Léandre ? ')",-,0.0
"('#geronte', ""C'est lui-même. "")",-,0.0
"('#octave', ""Enfin je vous rencontre et ma joie est extrême,  Permettez s'il vous plaît que cet embrassement  Vous témoigne mon zèle et mon empressement,  Votre père Damon m'a chargé de vous rendre  Cette lettre. "")",-,0.0
"('#arlequin', ""Monsieur je n'y puis rien comprendre,  Car je ne sais pas lire en tout cas je l'apprends,  Elle me servira dans mes besoins pressants. "")",-,0.0
"('#octave', ""Votre gendre Monsieur, dit qu'il ne sait pas lire. "")",-,0.0
"('#geronte', ""Ne voyez-vous pas bien qu'il ne se plaît qu'à rire.  Je vous laisse mon gendre et je rentre au logis.  À Arlequin."")",-,0.0
"('#arlequin', 'Si vous allez manger, beau-père, je vous suis. ')",-,0.0
"('#geronte', ""Il n'est pas encore temps. "")",-,0.0
"('#arlequin', ""Qu'est-ce à dire beau-père,  N'est-il pas toujours temps de faire bonne chère,  Pour moi j'aime à manger du matin jusqu'au soir,  À la table toujours je fis bien mon devoir. "")",-,0.0
"('#geronte', 'Quand on aura servi on viendra vous le dire. ')",-,0.0
"('#leonore', 'Entrez aussi Monsieur. ')",-,0.0
"('#arlequin', ""Je ne fais que vous nuire  Si je restais ici je pourrais vous troubler,  Peut-être tous les deux vous avez à parler,  Des époux de nos jours j'aime à suivre la mode  Et je me pique d'être un mari commode. "")",-,0.0
"('#leonore', ""Vous me ferez plaisir si vous sortez d'ici,  Car ce certain secret il doit être éclairci,  Et je veux lui parler d'une affaire importante. "")",-,0.0
"('#arlequin', ""S'il ne faut que cela pour vous rendre contente,  Pour ne point vous gêner je consens à partir.  Mais quand vous aurez fait songez à m'avertir,  Je vais en attendant visiter la cuisine. "")",-,0.0
"('#octave', ""Quoi, Madame, c'est là l'époux qu'on vous destine,  Il sera possesseur de vos divins appas.  Il va jouir d'un bien qu'il ne mérite pas,  Son extrême bonheur excite mon envie. "")",-,0.0
"('#leonore', ""Il ne verrait jamais son attente remplie,  S'il consultait mon coeur pour s'unir à mon sort,  Plutôt qu'y consentir je choisirais la mort,  Mais du destin cruel telle est la violence,  Que je dois mes malheurs à mon obéissance. "")",-,0.0
"('#octave', ""Ah ne permettez pas que cet indigne époux,  S'assure d'un bonheur si charmant et si doux,  À la plus vive ardeur donnez la préférence  Et bien loin d'approuver un choix qui vous offense,  Arrachez votre main à ce monstre odieux,  Sur un plus tendre amant daignez jeter les yeux  Me faisant occuper une si belle place  À ma flamme parfaite accordez cette grâce. "")",-,0.0
"('#leonore', ""Quoi Monsieur, vous osez formez un tel espoir,  Croyez-vous que je puisse oublier mon devoir,  Je conçois les malheurs où cet hymen m'expose  Mais enfin de mon sort mon père seul dispose,  Vous avez autre part engagé votre coeur  Il ne doit pas brûler d'une nouvelle ardeur. "")",-,0.0
"('#octave', ""Ah ! Mon âme pour lors n'était pas prévenue,  Vos appas n'avaient pas encore frappé ma vue,  Les crimes de l'amour s'excusent aisément,  Et je dois m'applaudir d'un si beau changement. "")",-,0.0
"('#arlequin', ""Vous n'avez pas fini, c'est trop me faire attendre. "")",-,0.0
"('#octave', ""Vous venez à propos j'oubliais de vous rendre  Cinquante louis neufs que m'a donnés Damon,  Pour vous remettre en main. "")",-,0.0
"('#arlequin', ""Il est bon sur ce ton,  Je reçois volontiers cette bourse garnie,  Autant qu'il vous plaira tenez-lui compagnie,  Et poussez votre pointe, adieu le beau garçon,  Je suis, vous le voyez, un mari sans façon.  Il rentre."")",-,0.0
"('#octave', 'Je ne vis de mes jours un époux plus affable. ')",-,0.0
"('#leonore', ""Ah ! Ne m'en parlez point je le trouve effroyable. "")",-,0.0
"('#octave', ""Hé bien d'aucun espoir ne flattez-vous mes feux  Et ne puis-je m'attendre à devenir heureux ? "")",-,0.0
"('#leonore', ""Je me plais à vous voir, en secret je soupire,  Que voulez-vous de plus c'est assez vous en dire. "")",-,0.0
"('#octave', 'Ah ! Ce bonheur extrême égale mon amour. ')",-,0.0
"('#leonore', ""Mon père dans ce lieu peut presser son retour,  Cher Octave avec vous je crains d'être surprise. "")",-,0.0
"('#octave', ""Non ne redoutez rien l'amour nous favorise,  C'est lui qui dans mon coeur vient d'allumer ses feux. "")",-,0.0
"('#leonore', 'Entrons. ')",-,0.0
"('#octave', 'Vous obéir est tout ce que je veux. ')",-,0.0
"('#le-docteur', ""J'ai tant couru qu'enfin j'ai su quelque nouvelle,  On m'a nommé le lieu qui renferme Isabelle,  C'est dans ce cabaret qu'elle a porté ses pas,  À ce funeste coup je ne m'attendais pas,  Qui m'eût dit que ma fille à la fleur de son âge,  Aurait eu du penchant pour le libertinage ?  Mais j'aperçois Géronte, il vient fort à propos. "")",-,0.0
