aubignac-pucelle,aubignac-pucelle-prose,Score
"('#le-duc', ""Espoir faux et trompeur conçu d'un faux mérite Dont le Démon la flatte au moment qu'il la quitte !"")",-,0.0
"('#destivet', ""Un sentiment secret que je n'ose approuver Me dit que ce malheur pourrait bien arriver."")",-,0.0
"('#mide', ""Son esprit agité s'emporte à des chimères Dont elle tâche en vain d'adoucir ses misères."")",-,0.0
"('#la-pucelle', ""Il en arrivera de vous tout autrement, Prêtez prêtez l'oreille à votre châtiment. Toi dont le jugement préside à l'injustice, Tu traîneras ta vie avec un long supplice Éprouvant tous les jours un désordre nouveau, Et tes enfants mourront sous la main d'un bourreau. Ce lâche Destivet dont l'âme est si servile Se verra par les siens chassé de cette ville. Toi devenu le preux souffriras à ton rang Et les traits de ton crime iront jusqu'à ton sang. Et toi précipité par une mort soudaine Seras un triste exemple à l'injustice humaine. Vos justes châtiments iront jusques au bout, En un mot craignez tout, car vous offensez tout : Vous aurez sur les bras ciel terre, mer, ange, homme, Et les foudres de l'air, et les foudres de Rome, Un remords éternel, une longue terreur. Feront de votre vie un spectacle d'horreur, Et j'aurai pour vengeurs en ma misère extrême Et votre conscience, et mon Prince, et Dieu même. À Sommerset. À Mide. À Canchon. Elle rentre d'elle même en prison et laisse tout en frayeur."")",-,0.0
"('#le-comte', ""J'ai le coeur tout rempli d'une sainte clarté Qui vient de l'innocence ou bien de la beauté Qu'on voit dessus son front également reluire."")",-,0.0
"('#le-baron', ""Sa puissance m'étonne et je ne sais qu'en dire."")",-,0.0
"('#le-duc', 'À son autorité quel pouvoir est égal ?')",-,0.0
"('#canchon', 'Je tremble quand je songe au bruit de sa menace. Il sort.')",-,0.0
"('#destivet', ""Un glaçon de frayeur dedans mes veines passe, J'ai voulu soutenir le commun intérêt, Mais elle m'a paru toute autre qu'elle n'est. Il sort."")",-,0.0
"('#mide', ""Mon coeur est agité par une crainte extrême Qui sait qu'en cet état je m'ignore moi-même. Il sort."")",-,0.0
"('#le-duc', ""Le charme est achevé, je reviens d'un sommeil. Ha, Comte, fallait-il rompre ainsi le Conseil ! Cette noire vapeur, cette infernale nue Ne pouvait pas longtemps obscurcir notre vue, Maintenant je la perce et vois tout au travers, J'ai l'esprit beaucoup libre et les sens bien ouverts. Mais ces juges charmés se perdent dans la foule, Ils sont déjà bien loin et le peuple s'écoule. Il faut nous rassembler, et craignant ces affronts Pour être généreux se faire voir plus prompts."")",-,0.0
"('#la-comtesse', 'Quel trouble est donc le vôtre ?')",-,0.0
"('#le-duc', 'Une déroute entière, Les juges enchantés cèdent à la sorcière.')",-,0.0
"('#le-baron', ""L'innocente plutôt contraints ses ennemis. Il sort."")",-,0.0
"('#le-duc', ""Il se faut rassembler dès qu'on sera remis.  Il sort."")",-,0.0
"('#la-comtesse', ""Vous voilà bien content, et ce visage montre Le plaisir qui vous touche en pareille rencontre, Vous en avez sujet, et rompre le Conseil Pour sauver la Pucelle est un coup sans pareil Mais c'est une action que je n'aurais pas crue Si de mon cabinet je ne l'avais bien vues Encor si votre adresse eût passé plus avant, Qu'un autre pour le moins se fut levé devant, L'ayant sait par exemple, on n'eût pas su connaître Ce qu'il n'est pas besoin que vous fassiez paraître."")",-,0.0
"('#le-comte', ""Madame, aucun de nous ne vous peut rapporter Quel est ce mouvement qui l'a tout fait quitter, Si c'est pour la sauver, tout un monde est complice, De moi, je n'ai dessein que de rendre justice."")",-,0.0
"('#la-comtesse', ""Ha Comte ! Il n'est plus temps de rien dissimuler, Et votre passion m'oblige de parler, J'ai souffert jusqu'ici de fâcheuses contraintes Et mes profonds respects ont étouffé mes plaintes, Maintenant qu'il s'agit du repos de l'État Un silence plus long serait un attentat."")",-,0.0
"('#le-comte', ""Le repos de l'État est un prétexte honnête À couvrir le martel que vous avez en tête."")",-,0.0
"('#la-comtesse', ""Quand seule on m'offensait j'ai seulement pleuré, Je n'ai pas dit un mot et j'ai tout enduré Mais je serais coupable et j'en courrais le blâme Et de mauvaise anglaise et de mauvaise femme Si lorsqu'à tout l'État votre amour est fatal Mon devoir n'appliquait un remède à ce mal. Ha Comte ! Éveillez vous et revenez d'un songe Où cette passion si lâchement vous plonge, Rendez, vous à vous-même et ne permettez pas Que l'Enfer vous attire avec ses noirs appas Ni qu'une simple fille en triomphe vous mène Et qu'à votre malheur notre perte s'enchaîne."")",-,0.0
"('#le-comte', ""Mais vous même plutôt conservez si vous plaît  Cette haute sagesse à ce haut point qu'elle est Et que votre vigueur pour une fois s'exempte De prendre tant de soin à perdre une innocente : Quand à moi l'équité m'a réduit à ce point Que je verrai sa faute, ou n'en jugerai point. Il sort."")",-,0.0
"('#la-comtesse', ""Et moi j'ai résolu de perdre une méchante Dont la force m'outrage alors qu'elle t'enchante. Allons tout de ce pas obliger les Anglais, À rentrer au Conseil une seconde fois. Le Théâtre se referme."")",-,0.0
"('#la-pucelle', ""Triomphez maintenant, l'Éternel abandonne À votre iniquité ma vie et ma personne, Et l'heure est arrivée ou l'injustice peut Soumettre l'innocence à tout ce qu'elle veut. Mais sans qu'à mon bon droit ma raison se confie Comme juges souffrez que je me justifie, Ce n'est pas que par là j'échappe à mon tourment, Mais pour vous témoigner que le Ciel justement S'apprête à vous punir de tout ce qu'on m'impose, Et je plaide pour lui quand je défends ma cause. Que je sache mon crime."")",-,0.0
"('#le-duc', ""Hé tu sais quel il est. Te faut-il renvoyer à ta méchante vie Pour te faire avouer comme c'est notre envie Que ta noire magie est ce crime odieux Et qui te rend l'horreur de la terre et des Cieux ?"")",-,0.0
"('#la-pucelle', ""Par le premier arrêt où l'on m'a condamnée Cette accusation s'est déjà terminée,  Elle est peu vraisemblable et l'injustice au moins La devait appuyer de quelques faux témoins. Voyez comme à me perdre une ardeur trop extrême Prêche mon innocence et fait contre vous même jamais jusqu'à ce point imprudence n'alla, On m'appelle sorcière, on en demeure là, Au lieu de m'accuser on me dit une injure, Que n'avez-vous des gens qui viennent faire bruit, Et dire qu'ils m'ont vu au milieu de la nuit Errante échevelée arracher des racines, Ramasser des serpents sur de vieilles ruines, Murmurer toute seule, aller dans les tombeaux, Faire pâlir d'horreur les célestes flambeaux, Bref, qu'ils ont vu cent fois ma science employée À remettre au cachot la nature effrayée : Dites qu'étant Bergère on m'aperçut un jour Comme j'empoisonnais les troupeaux d'alentour Et qu'en guerre j'ai fait par mes pratiques noires Que mes enchantements ont passé pour victoires. Pour me les confronter que n'avez-vous ici Ce fameux Jean_de_Meung et ses pareilles aussi, Dont votre tyrannie a jugé que les charmes Pourraient à ma ruine être d'utiles armes : Peut-être ils vous diraient quel était mon Démon, Quel était son pouvoir, et quel était son nom. Mais, ô malice aveugle, ou certes impuissante ? On n'a point aposté cette troupe méchante, Où l'on n'a pas eu droit en cette extrémité De la faire parler contre la vérité."")",-,0.0
"('#le-duc', ""Voyez qu'elle est savante en cet art détestable, Par sa propre défense elle se rend coupable. Mais qui pourrait douter de ton pouvoir fatal ? Et qui ne connaît pas dans ton pays natal  Ce prodige fameux, ce grand arbre des Fées Ou restent de ton art les infâmes trophées ?"")",-,0.0
"('#la-pucelle', ""Quoi c'est là tout le but de l'accusation ? Et pour le fondement de mon oppression Vous en êtes réduits à forger ces chimères Et vous me condamnez sur des contes de mères ? Ces Fées ont causé mes illustres exploits Et par des jeux d'enfants j'ai vaincu les Anglais ? Adroite invention : prétexte magnifique ! Et belle couverture à la rage publique !"")",-,0.0
"('#le-duc', ""Parle sans te railler et dis combien de faits Ou même du penser on n'atteignit jamais Parmi les plus puissants et les plus grands courages Ont été toutefois tes vulgaires ouvrages ?  Quand je pense où s'est vu Charles et son État Avant que ce prodige au monde fit éclat, Et que je vois la gloire et de l'un et de l'autre  Depuis que sa puissance a supplanté la nôtre : Je ne sais qui me tient que de ma propre main Je ne venge sur elle un trouble si soudain Au point où la fortune affligeait ce Monarque Bourges de son Empire était la seule marque, La France allait céder de l'un à l'autre bout, Il ne possédait rien car nous possédions tout,  Et nos armes faisaient sur les rives du Loire : Avancer à grands pas notre naissante gloire. Mais dès que cette rage a pour lui combattu, On voit reprendre coeur à sa faible vertu, On le voit rétablir ses forces consommées Et remettre sur pied de nouvelles armées,  Et les villes enfin ont cette lâcheté De reprendre le joug qu'elles avaient quitté, Sa force qui de soi n'osait tant se promettre Nous jette à bas du Trône afin de l'y remettre, Enfin il saut tout rendre après avoir tout pris : Et nous en voir au point de défendre Paris. Réponds, fille enragée, et qu'en notre présence Ta bouche soit d'accord avec ta conscience, À moins que le Démon t'aidât à nous braver Le siège d'Orléans se pouvait-il lever ? Le Sacre de ton Roi qui te rendit si vaine N'alla-t'il pas plus loin que la puissance humaine ? As tu pu toute seule, et par ton seul abord Jeter dans notre camp la frayeur et la mort ? Et ce cerf enchanté qui sur la plaine verte Dans les champs de Patay commença notre perte Quand à notre dommage on te vit triompher, Nous pouvait-il venir d'ailleurs que de l'Enfer ?"")",-,0.0
"('#la-pucelle', ""Puisque vos sentiments si mauvais interprètes Imputent à l'Enfer les choses que j'ai faites, Pour preuves de magie alléguant mes exploits, Souvenez-vous aussi de ce brave Dunois,  Ce généreux sorcier commandait les armées, Son exemple et sa voix les rendaient animées, Il vous portait la mort et la honte et l'effroi, Faites lui son procès tout de même qu'à moi Sans que par mon trépas sa gloire se retarde Son charme ira plus loin si vous n'y prenez garde Et tout ce que j'ai fait si glorieusement. De tout ce qu'il doit faire est l'ombre seulement. Après tout, quel dessein vous oblige à reprendre Une accusation que j'ai bien su défendre ? Et quand j'aurais failli, la prison en tout cas Par mon premier arrêt me punit elle pas ?"")",-,0.0
"('#destivet', ""Oui, mais tu l'as rompu, et l'on doit d'autres peines Au captif qui travaille à sortir de ses chaînes."")",-,0.0
"('#la-pucelle', ""Le désir d'être libre est naturel à tous Parce que la franchise a des appas bien doux, Ne me condamnez point en pareille aventure, Où faites le procès à toute la nature, Si vous me punissez pour sortir de prison Vous punissez aussi les lois et la raison, Il est vrai que je sers de preuve pitoyable Comme vos cruautés n'ont rien d'inviolable. Mais quel crime ai-je fait en cette occasion ? Ai-je contribué pour mon évasion ? Mes fers se sont brisés dans l'ombre et le silence, Mais est-ce par ma faute ? Ai-je fait violence ? Ai-je forcé la porte ? Ai-je sauté le mur ? D'une céleste main c'est l'ouvrage tout pur ; Faites revenir l'Ange où mon appui se fonde Et sur son propre fait que lui-même il réponde."")",-,0.0
"('#canchon', ""Ô blasphème ! Impudente, oses-tu si souvent Nous alléguer encore et nous mettre en avant Des révélations dont cette troupe sage Avec tant de raison t'a défendu l'usage ?"")",-,0.0
"('#la-pucelle', ""Elles viennent du Ciel, suis-je libre en ce point, Et puis-je les avoir, ou ne les avoir point ? Puis-je clore la bouche au moment qu'il me l'ouvre, Et taire les secrets qu'il veut que je découvre ? Quand par un ordre exprès de la Divinité Je fus trouver mon Prince en sa nécessité, Qu'entre ses courtisans je l'allai reconnaître Pour lui dire à quel point sa grandeur devait être, Ce sut par une grâce à qui j'ai dû céder Et que j'obtins du Ciel sans la lui demander ; Ainsi continuant d'être oisive et muette Quelle rébellion mon âme eût-elle faite ?"")",-,0.0
"('#mide', ""Faut-il pour la convaincre user de tant d'efforts ? Son crime éclate assez dessus son propre corps, Ces restes d'un habit dont son sexe elle offense, Et qu'elle garde encor contre notre défense, Sont de justes témoins qui parlent devant nous. "")",-,0.0
"('#la-pucelle', ""Ai-je obtenu jamais d'autres habits de vous ? Mais jusques à la mort je veux bien qu'on remarque Dessus mon vêtement une si digne marque De cette illustre force et de ce grand pouvoir Que sur tant de grands coeurs le Ciel m'a fait avoir. Si comme une Judith il m'avait envoyée, J'aurais à ce besoin mon adresse employée Avec tous ces appas dont le sexe est prisé Et pour un bon sujet j'en aurais abusé : Il n'est rien de charmant, rien de doux au visage, Où j'aurais essayé de le mettre en usage Pour faire aller au but mon généreux dessein, Et mes yeux bien menés auraient conduit ma main, Bref, j'aurais épuisé cette molle industrie Et de la mignardise et de l'afféterie. Or, n'étant point venue afin de vous tenter, Mais bien pour vous combattre et pour vous surmonter, Et remettre des miens par une juste audace La générosité sur sa première trace, Il m'a fallu changer suivant un bon conseil Des marques de faiblesse en un fier appareil, Ainsi me déguisant j'ai voulu que la feinte D'un aspect emprunté commençât votre crainte, Et d'un sexe contraire à cette noble ardeur J'ai quitté l'apparence et non pas la pudeur."")",-,0.0
"('#mide', ""Quoi ce prétexte faux, et dont tu t'es servie Couvre l'impureté de ta méchante vie ?"")",-,0.0
"('#la-pucelle', ""Perdez, mon innocence et ne l'épargnez point, Mais ne m'outragez pas jusques au dernier point Que d'offenser ma vie en la nommant impure Puisque vous n'en avez prévue ni conjecture : Le jugement des miens vous peut être suspect, Mais pour une Princesse ayez quelque respect, Cette illustre beauté, noble sang de Béthune, Chez qui j'ai soulagé mes tristes infortunes, De tout ce que je suis vit des signes certains Avant que son époux m'eut remise en vos mains ? Que n'a-t'elle point fait afin de s'en instruire ? Elle même en ce lieu pourrait mieux vous déduire Par qu'elle adroite épreuve elle n'a point tenté Mon esprit , ma constance, et ma pudicité, Son témoignage seul vous apprendrait peut-être Ce que je tâche en vain de vous faire connaître, Puisqu'à mon grand malheur vous faites vanité De n'être pas ici pour voir la vérité."")",-,0.0
"('#canchon', 'La raison la plus forte est toujours la dernière ; Étant notre ennemie et notre prisonnière Nous est-il pas permis de te donner la mort ? Parle.')",-,0.0
"('#la-pucelle', ""Oui certes, oui, j'en demeure d'accord, Mon innocence ici n'a rien à vous répondre, En cela seulement vous la pouvez confondre ; Je puis de votre main recevoir le trépas Dans votre tribunal comme dans les combats Pourvu que la fureur hautement vous anime Et votre haine ouverte amoindrit votre crime : Oui, oui, l'épée au poing venez tous contre moi Qui ne vous donne plus de matières d'effroi, De plus de mille coups vengés autant d'injures, Et remettez le fer dans toutes mes blessures, Ce sera cruauté qu'un mouvement si prompt, Mais au moins on dira, des ennemis la font ; Une ombre d'équité couvre cette furie, En usant autrement, regardez je vous prie, À quel injuste effort vous vous engageriez, Je suis votre ennemie et vous me jugeriez : Je ne relève point de la loi de vos Princes, Et si j'étais coupable en toutes nos provinces Je trouverais chez vous une protection, C'est le droit qui s'observe en toute nation. Mais quoi, pour m'immoler à la secrète rage Dont ce cruel Bethfort injustement m'outrage, Votre raison esclave est sourde à l'équité, Et vous n'écoutez rien que votre lâcheté."")",-,0.0
"('#le-duc', ""En vain par la pitié tu tâches à nous prendre, On t'a fait trop de grâce en te laissant défendre, Et nous ne devions pas nous assembler exprès. Gardes, remenez-là, qu'on la veille de près. Elle sort."")",-,0.0
"('#le-duc', ""Ici, braves Anglais, c'est à votre courage À calmer de l'État le plus pressant orage, Aucun empêchement ne vous détourne plus, L'art de cette méchante est demeuré perclus, Et ce dernier Conseil si différent de l'autre Montre que son pouvoir est esclave du nôtre, Chaque esprit à la fin rallume sa clarté, Et notre jugement reprend sa liberté."")",-,0.0
"('#le-baron', 'Ainsi tous nos avis seront hors de contrainte.')",-,0.0
"('#le-duc', ""Il est temps que ce monstre ait sa dernière atteinte, Qu'on venge par sa mort tant d'hommes valeureux, Et que le sang impur lave le généreux. À vous bien regarder j'ai peine de connaître Quels sont vos sentiments et quels ils peuvent être ; Mais je trouve pour moi sans haine et sans transport Que cette malheureuse est bien digne de mort."")",-,0.0
"('#le-baron', ""Il serait plus séant de rétablir sa gloire Tâchant de remporter quelque insigne victoire Que d'en être réduits à cet étrange point De punir une fille ou le crime n'est point, Quel est ce procédé ? Qui jamais ouït dire Qu'une fille en sa mort venge tout un Empire ? Et qu'il faille un bourreau pour essuyer l'affront Qu'une si franche guerre a mis sur notre front ? Pouvons nous le souffrir sans croître notre honte, Et mériter par là que la France nous dompte ? C'est notre prisonnière, et je lui dois le bien Dont elle m'honora lorsque je fus le sien Après qu'elle m'eut pris au fort d'une batailles Et quoi que l'injustice à sa perte travaille, Son plus grand châtiment doit être la prison."")",-,0.0
"('#le-comte', ""Oui, nous ne pouvons plus avec juste raison, Et c'est faire un outrage à la même innocence."")",-,0.0
"('#un-soldat', 'Ha traîtres !')",-,0.0
"('#un-du-peuple', 'Ha méchants !')",-,0.0
"('#un-autre-soldat', ""Ils sont d'intelligence."")",-,0.0
"('#le-comte', ""Quoi, Seigneur, souffrez vous qu'un acte pareil Ce peuple et ces soldats prennent part au Conseil ? Et voulez vous livrer d'un pouvoir tyrannique Nos libres sentiments à la force publique ?"")",-,0.0
"('#le-duc', ""Votre indiscrétion qui n'éclate qu'en vain A causé le désordre et non pas mon dessein, Apaisez le tumulte et la fureur émue En rendant à ce peuple une sûreté due, Enfin délivrez-les d'un mal si dangereux, Et vous ne serez pas en danger avec eux."")",-,0.0
"('#le-comte', ""Ha, Baron, c'en est fait, l'injustice puissante Accable malgré nous cette pauvre innocente. "")",-,0.0
"('#canchon', 'Un supplice vulgaire est encore trop peu, Et son crime doit être expié par le feu.')",-,0.0
"('#destivet', 'Il faut selon mon sens la brûler toute vive.')",-,0.0
"('#mide', ""Jeter sa cendre au vent et quoi qu'il en arrive, En éteignant le feu qui punit ce Démon Éteindre s'il se peut sa mémoire et son nom."")",-,0.0
"('#le-duc', ""Voilà comme les uns jugent mieux que les autres Tels sont nos sentiments, persistez dans les vôtres, Le sort de la Justice en cette occasion Emporte votre brigue et votre passion, Vous, brave et digne Anglais, faites d'un soin fidèle Entendre son arrêt à cette criminelle, Et que bien promptement il soit exécuté. J'accomplirai votre ordre avec fidélité. À Canchon. Il rentre."")",-,0.0
"('#la-comtesse', 'Attendez, Chevalier.')",-,0.0
"('#dalinde', 'Hé pensez où vous êtes, Madame, et si vous plaît voyez ce que vous faites.')",-,0.0
"('#la-comtesse', ""Avant que de m'ouïr ne vous séparez point, Je vous viens supplier de m'accorder un point Par mes cris, par mes pleurs, par vos pieds que j'embrasse."")",-,0.0
"('#le-duc', 'Hé quoi ?')",-,0.0
"('#la-comtesse', 'De la Pucelle accordez-moi la grâce.')",-,0.0
"('#le-duc', ""D'où vous est arrivé ce changement soudain ? Mais elle est condamnée et vous priez en vain."")",-,0.0
"('#la-comtesse', ""Qu'avez vous fait méchants, un crime abominable, Elle est toute innocente, et moi toute coupable, Ouvrez, ouvrez mon coeur vous y verrez sa mort Écrite dans ma rage et dedans mon transport, Ma damnable fureur en est seule complice, Et le peuple à frémi contre cette malice Ses effroyables cris en l'air se sont perdus Et vous-mêmes, cruels, les avez entendus."")",-,0.0
"('#le-comte', 'Dalinde, hé depuis quand est-t-elle si troublée ?')",-,0.0
"('#dalinde', ""Rêvant à la fenêtre, au bruit de l'assemblée Elle a changé soudain, s'est mise à deux genoux, A dit d'étranges mots qui nous étonnaient tous, Et suivant le transport dont elle était émue Elle s'est relevée, et puis est accourue."")",-,0.0
"('#le-duc', ""Ces cris dont vous parlez le peuple les a faits Pour montrer qu'il voulait qu'on punit ses forfaits."")",-,0.0
"('#la-comtesse', ""Hé ne voyez-vous pas tout ce peuple en tristesse Qui les larmes aux yeux m'environne, mep resse, Et me conjure encor de vous redemander La grâce qu'à mes pleurs vous devez accorder ? Et parmi les soldats oyez combien résonnent, Les acclamations qu'à cette fille ils donnent."")",-,0.0
"('#le-duc', 'Comte, ce trait sans doute est de votre façon Pour effrayer le peuple.')",-,0.0
"('#le-comte', ""Injurieux soupçon !  Il n'en est rien, Seigneur, mais cette frénésie Est la punition d'une autre fantaisie Qui la faisaient agir déraisonnablement Et contre mon repos et presque incessamment."")",-,0.0
"('#la-comtesse', ""De combien de remords me sens-je tourmentée Depuis que ma fureur est à ce point montée ! Mais ce peuple revient, il va fondre sur moi, Ha changement hideux qui me transit d'effroi ! Ce ne sont plus qu'autant d'infernales furies Qui me vont replonger dans mes forcèneries, Je n'en puis échapper, je les vois, je les sens, Et la rage à ce coup s'empare de mes sens, Ô fille toute sainte, et pourtant outragée ? Si vous me pardonnez j'en serai dégagée, Laissez moins d'étendue à vos ressentiments, Lisez dans mon esprit, et contez les tourments, Voyez mille bourreaux contre une conscience  Qui connaît sa malice et sait votre innocence. Mais vous ne parlez point. Ha je meurs de douleur. Elle pâme."")",-,0.0
"('#le-duc', 'Sa manie est étrange, et ce dernier malheur, Sorcière dangereuse, est un de tes ouvrages. Mais une prompte mort va calmer ces orages. Il sort.')",-,0.0
"('#le-comte', ""Elle est comme assoupie, et l'on peut aisément La faire transporter dans un appartement."")",-,0.0
"('#le-baron', 'Je ne vous quitte point en ce fâcheux rencontre.')",-,0.0
"('#le-comte', ""Non laissez moi tout seul. Il s'en va."")",-,0.0
"('#le-baron', ""Ciel ! Ton pouvoir se montre, Fais voir la vérité d'un mystère si grand, Mais ne la venge pas en nous la découvrant."")",-,0.0
"('#dalinde', ""Que l'on tombe aisément dans une frénésie Et par la conscience, et par la jalousie.  Le Théâtre se referme."")",-,0.0
"('#la-pucelle', ""Aimable tyrannie ! Heureuse cruauté ! Qui m'envoyez du trouble où j'ai longtemps été Dans le calme éternel d'une paix si profonde, Votre arrêt m'est plus doux qu'il ne m'est rigoureux, Et sur lui mon repos se fonde Puisqu'en ce moment bienheureux Je m'en vais de prison pour m'en aller du monde. Encore que mon coeur n'ait point été vaincu Et que la patience ou j'ai toujours vécu Ait quasi témoigné que j'aimais ma misère, Je puis bien ressentir avecque volupté La grâce qui m'en va distraire, Et si j'aime la liberté Le trépas qui me vient ne me saurait déplaire. Suivant l'ordre prescrit à mon illustre emploi Je devais et venger et couronner mon Roi Et rendre à son État sa splendeur ancienne, J'ai vengé de mon Roi le malheur et l'affront, Sa gloire doit tout à la mienne, Sa couronne lui tient au front, Il est temps que mon âme aille quérir la sienne. Déjà le Ciel ouvert m'en monstre plus de cent Qui toutes à la fois sur mon chef innocent Afin de l'honorer sont prêtes à défendre, Mon zèle ambitieux les veut toutes porter, Et s'il n'a pas droit d'y prétendre Il commence à les mériter Par cette vive ardeur dont il tâche à les prendre. J'oi déjà pétiller le brasier dévorant, Mais en le regardant, d'un oeil indifférent J'en vois la vérité comme j'en vis l'image, C'est ce qui me console, et par là je connais Que mon bon Ange me soulage, Et je sens à l'entour de moi La force qui remplit ma force et mon courage. Témoin de l'innocence et de l'iniquité Qui rendras à chacun ce qu'il a mérité De la punition et de la récompense Prends mon âme en ta garde et la conduis au port Après sa dernière souffrance, Et fais que mon injuste mort Soit le dernier malheur qui regarde la France. Stances de la Pucelle allant au supplice."")",-,0.0
"('#canchon', ""Ses inutiles voeux retardent son trépas Et le plaisir du peuple en retardant ses pas. Marche, marche au supplice, et d'un profond silence Prouve ta modestie avec ta patience."")",-,0.0
"('#la-pucelle', ""Je ne veux pas apprendre en mon dernier moment De votre tyrannie à souffrir constamment, Mais, barbares, je veux et c'est ma seule envie Faire aller ma parole aussi loin que ma vie : Je ne cesserai point de parler contre vous, Oyez le testament que je sais devant tous. Je donne au feu mon corps, je rends au Ciel mon âme Dans une pureté sans reproche et sans blâme, Je laisse à tous les miens qui partagent mon sang L'exemple de moi-même et l'espoir d'un haut-rang Au peuple de la France et l'olive et la palme, Des lauriers toujours verts, un repos toujours calme, À vous mille cyprès l'un sur l'autre entassés, Un repentir affreux de vos crimes passés, Un parti contre vous de Ciel et de fortune, Une ruine entière, une terreur commune,  Elle sort et tout le monde la suit."")",-,0.0
"('#mide', ""Sa hardiesse est grande au trépas qu'elle attend, Et quoi que ridicule elle étonne pourtant."")",-,0.0
"('#le-comte', ""Où va ce peuple fou ? Quelle rage l'anime À courir de la sorte au triomphe du crime ? Qui s'imaginerait , qui pourrait concevoir L'innocence punie être si belle à voir ? Cette cour est déserte en sa vaste étendue, Ce qui la remplissait se dérobe à ma vue, Et ce peuple écoulé qui mène un si grand bruit Au spectacle attaché le devance, ou le fuit. Quoi dans le désespoir dont j'ai l'âme oppressée N'en sais-je pas autant de ma triste pensée ? Les autres pour la voir en cette extrémité Suivent un mouvement de curiosité, Ou de compassion, ou de rage, et de haine, Et mon coeur fuit les pas de l'amour qui l'y traîne, Il me quitte, il y court, et demeurant auprès Accompagne à la mort ses innocents attraits, Il souffre aussi bien qu'elle, et je vois ce me semble. Qu'au funeste bûcher on les attache ensemble. Ha la douleur m'étouffe, et je meurs de pitié ! Ici mon désespoir s'accroît de la moitié, Hélas en quel état m'apparaît cette belle ! Un grand cercle de feu pétille à l'entour d'elle, Sa belle âme s'envole et se va perdre en l'air Avec ce même feu qui la fait envoler. Amant désespéré, malheureux à toi-même, Tu l'as abandonnée en son besoin extrême, L'insolence à tes yeux a commis ce forfait Et l'ayant enduré ta lâcheté l'a fait. Mais quoi pour empêcher notre commun supplice N'ai-je pas employé la force et l'artifice ? Pour elle je n'ai pu sécher sa cruauté, Je n'ai pu la sauver qu'avec sa volonté Et sa haute pudeur sort enracinée Contre son propre bien s'est toujours obstinée. Toutefois son salut se pouvait espérer Si je l'eusse entrepris sans me considérer, Et sans mêler un peu lorsque je l'ai servie L'intérêt de ma flamme au dessein de sa vie, Pouvais-je à sa vertu faire mettre armes bas, Et puisque je l'aimais la connaissais-je pas ? Hélas elle vivrait, et quand bien l'espérance Aurait été ravie à ma persévérance, Ne la possédant pas il resterait ce point Que j'aurais le bonheur de ne la perdre point. Doux sentiments du coeur, dont la voix infidèle M'a dit secrètement que j'aimais cette belle Du véritable amour qu'ont les vrais serviteurs, Vous en avez, menti comme des imposteurs : Je trouve en débrouillant votre artifice extrême Que j'avais seulement de l'amour pour moi-même. Et recherchant mon bien qu'elle tenait en soi Je n'ai rien fait pour elle et j'ai tout fait pour moi : Encore si pour moi ma flamme eut été vraie Je me fusse épargné cette cruelle plaie Qui saignera toujours dans le fond de mon coeur, Oui j'aurais eu pitié de ma propre langueur, Et sauvant sa beauté contre la force ouverte Je me serais sauvé du regret de sa perte. C'est donc moi qui la tue et le Ciel a permis Que je sois le plus grand de tous ses ennemis, Pas un de la sauver ne se vit plus capable, Et pas un de sa mort ne se voit plus coupable. Ha ! Reviens, mon amour, non plus comme devant Avecque le flambeau d'un espoir décevant, Mais armé de serpents, de terreurs, et de rages Qui de mon désespoir signalent les ouvrages, Dans mon sein criminel verse un poison maudit, Et deviens mon bourreau comme elle m'a prédit."")",-,0.0
"('#le-comte', ""Voici de ma douleur l'autre cause vivante, L'une par son trépas m'afflige et me tourmente, L'autre par sa folie excite ma pitié, Et je sens que mon coeur se partage à moitié, Dès l'instant que je songe à celle que l'on m'ôte Je pense à mon amour, où plutôt à ma faute, Et pour celle que j'ai, mon oeil ne la peut voir Qu'aussitôt son malheur n'accuse mon devoir."")",-,0.0
"('#dalinde', 'Pourquoi contre vous même user de violence En voulant échapper à notre vigilance ?')",-,0.0
"('#la-comtesse', ""Enfin vous m'offensez, dans ces occasions Je prends tous vos devoirs pour des rebellions. Après ce grand travail qui n'est pas ordinaire Je trouve que le frais m'est un peu nécessaire. Et puis il est bien juste à ne vous point mentir Que pour verser des pleurs, et pour me repentir D'une méchanceté qui va jusqu'à l'extrême, Ce soit au même endroit, et dans la place même Où j'ai fait assembler ce damnable Conseil."")",-,0.0
"('#le-comte', ""Dalinde, en quel état l'a mise son réveil ?"")",-,0.0
"('#dalinde', ""Son esprit est rassis, son action posée, Mais pourtant sa fureur n'est pas toute apaisée."")",-,0.0
"('#la-comtesse', ""Peut-être connaissant qu'elle n'a point de tort Ils n'auront pas signé sa sentence de mort, Qu'en jugez-vous, Dalinde ? Il est plutôt à croire Que pensant m'obliger ils en auront fait gloire."")",-,0.0
"('#dalinde', 'Madame, je ne sais.')",-,0.0
"('#la-comtesse', ""Comment vous ne savez ? Bien, bien, je vous paierai comme vous me servez ; Je vous ai commandé de leur dire sur l'heure Qu'il faut bien empêcher que la Pucelle meure, Jusqu'à tant que Bethfort, tous leurs avis reçus, Renvoie encore un coup ses ordres là-dessus."")",-,0.0
"('#le-comte', ""La voilà qui s'échappe."")",-,0.0
