,corneillep-veuve,corneillep-veuve-34,Cost,Operation Type
145,"('#philiste', ""À croire ton babil, la ruse est merveilleuse ; Mais l'épreuve, à mon goût, en est fort périlleuse."")","('#philiste', ""À croire ton babil, la ruse est merveilleuse, Mais l'épreuve à mon goût en est fort périlleuse."")",0.0,Match
146,"('#la-nourrice', ""Jamais il ne s'est vu de tours plus assurés. La raison et l'amour sont ennemis jurés ; Et lorsque ce dernier dans un esprit commande, Il ne peut endurer que l'autre le gourmande : Plus la raison l'attaque, et plus il se roidit ; Plus elle l'intimide, et plus il s'enhardit. Je le dis sans besoin, vos yeux et vos oreilles Sont de trop bons témoins de toutes ces merveilles : Vous-même avez tout vu, que voulez-vous de plus ? Entrez, on vous attend ; ces discours superflus Reculent votre bien, et font languir Clarice. Allez, allez cueillir les fruits de mon service : Usez bien de votre heur et de l'occasion."")","('#la-nourrice', ""Jamais il ne s'est vu de tours plus assurés. La raison et l'amour sont ennemis jurés. Et lorsque ce dernier dans un esprit commande, Il ne peut endurer que l'autre le gourmande, Plus la raison l'attaque et plus il se raidit ; Plus elle l'intimide et plus il s'enhardit. Mais je vous parle en vain, vos yeux et vos oreilles Vous de bons témoins de toutes ces merveilles Vous-même avez tout vu que voulez-vous de plus, Entrez, on vous attend, ces discours superflus Reculent votre bien et font languir Clarice. Allez, allez cueillir les fruits de mon service, Usez bien de votre heur et de l'occasion."")",0.0,Match
147,"('#philiste', ""Soit une vérité, soit une illusion Que ton esprit adroit emploie à ta défense, Le mien de tes discours plus outre ne s'offense, Et j'en estimerai mon bonheur plus parfait, Si d'un mauvais dessein je tire un bon effet."")","('#philiste', ""Soit une vérité, soit une illusion, Que ton esprit adroit emploie à ta défense, Le mien de tes discours plus outre ne s'offense, Et j'en estimerai mon bonheur plus parfait, Si d'un mauvais dessein je tire un bon effet."")",0.0,Match
148,"('#la-nourrice', ""Que de propos perdus ! Voyez l'impatiente Qui ne peut plus souffrir une si longue attente."")","('#la-nourrice', ""Que de propos perdus ! Voyez l'impatiente Qui ne peut plus souffrir une si longue attente."")",0.0,Match
149,"('#clarice', 'Paresseux, qui tardez si longtemps à venir, Devinez la façon dont je veux vous punir.')","('#clarice', 'Paresseux, qui tardez si longtemps à venir, Devinez la façon dont je veux vous punir.')",0.0,Match
150,"('#philiste', ""M'interdiriez-vous bien l'honneur de votre vue ?"")","('#philiste', ""M'interdiriez-vous bien l'honneur de votre vue ?"")",0.0,Match
151,"('#clarice', ""Vraiment, vous me jugez de sens fort dépourvue : Vous bannir de mes yeux ! Une si dure loi Ferait trop retomber le châtiment sur moi, Et je n'ai pas failli, pour me punir moi-même."")","('#clarice', ""Vraiment vous me jugez de sens fort dépourvue, Vous bannir de mes yeux ! Une si dure loi Ferait trop retomber le châtiment sur moi, Et je n'ai pas failli, pour me punir moi-même."")",0.0,Match
152,"('#philiste', ""L'absence ne fait mal que de ceux que l'on aime."")","('#philiste', ""L'absence ne fait mal que de ceux que l'on aime."")",0.0,Match
153,"('#clarice', 'Aussi, que savez-vous si vos perfections Ne vous ont rien acquis sur mes affections ?')","('#clarice', 'Aussi, que savez-vous si vos perfections, Ne vous ont rien acquis sur mes affections ?')",0.0,Match
154,"('#philiste', ""Madame, excusez-moi, je sais mieux reconnaître Mes défauts, et le peu que le ciel m'a fait naître."")","('#philiste', ""Madame, excusez-moi, je sais mieux reconnaître Mes défauts, et le peu que le ciel m'a fait naître."")",0.0,Match
155,"('#clarice', ""N'oublierez-vous jamais ces termes ravalés, Pour vous priser de bouche autant que vous valez ? Seriez-vous bien content qu'on crût ce que vous dites ? Demeurez avec moi d'accord de vos mérites ; Laissez-moi me flatter de cette vanité, Que j'ai quelque pouvoir sur votre liberté, Et qu'une humeur si froide, à toute autre invincible, Ne perd qu'auprès de moi le titre d'insensible : Une si douce erreur tâche à s'autoriser ; Quel plaisir prenez-vous à m'en désabuser ?"")","('#clarice', ""N'oublierez-vous jamais ces termes ravalés Pour vous priser de bouche autant que vous valez ; Seriez-vous bien content qu'on crût ce que vous dites ? Demeurez avec moi d'accord de vos mérites, Laissez-moi me flatter de cette vanité Que j'ai quelque pouvoir sur votre liberté, Et qu'une humeur si froide, à toute autre invincible, Ne perd qu'auprès de moi le titre d'insensible, Une si douce erreur tâche à s'autoriser, Quel plaisir prenez-vous à m'en désabuser ?"")",0.0,Match
156,"('#philiste', ""Ce n'est point une erreur ; pardonnez-moi, madame, Ce sont les mouvements les plus sains de mon âme. Il est vrai, je vous aime, et mes feux indiscrets Se donnent leur supplice en demeurant secrets. Je reçois sans contrainte une ardeur téméraire ; Mais si j'ose brûler, je sais aussi me taire ; Et près de votre objet, mon unique vainqueur, Je puis tout sur ma langue, et rien dessus mon coeur. En vain j'avais appris que la seule espérance Entretenait l'amour dans la persévérance : J'aime sans espérer, et mon coeur enflammé A pour but de vous plaire, et non pas d'être aimé. L'amour devient servile, alors qu'il se dispense À n'allumer ses feux que pour la récompense. Ma flamme est toute pure, et sans rien présumer, Je ne cherche en aimant que le seul bien d'aimer."")","('#philiste', ""Ce n'est point une erreur ; pardonnez-moi, Madame, Ce sont les mouvements les plus sains de mon âme. Il est vrai, je vous aime, et mes feux indiscrets Se donnent leur supplice en demeurant secrets ; Je reçois sans contrainte une ardeur téméraire, Mais si j'ose brûler, aussi je sais me taire. Et près de votre objet mon unique vainqueur, Je puis tout sur ma langue, et rien dessus mon coeur. En vain j'avais appris que la seule espérance Entretenait l'amour dans la persévérance, J'aime sans espérer, et je ne me promets Aucun loyer d'un feu qu'on n'éteindra jamais. L'amour devient servile alors qu'il se propose Le seul espoir d'un prix pour son but et sa cause. Ma flamme est toute pure et sans rien présumer Je ne cherche en aimant, que le seul bien d'aimer."")",0.0,Match
157,"('#clarice', ""Et celui d'être aimé, sans que tu le prétendes, Préviendra tes désirs et tes justes demandes. Ne déguisons plus rien, cher Philiste : il est temps Qu'un aveu mutuel rende nos voeux contents. Donnons-leur, je te prie, une entière assurance ; Vengeons-nous à loisir de notre indifférence, Vengeons-nous à loisir de toutes ces langueurs Où sa fausse couleur avait réduit nos coeurs."")","('#clarice', ""Et celui d'être aimé sans que tu le prétendes. Préviendra tes désirs et tes justes demandes. Ne déguisons plus rien, mon Philiste : il est temps Qu'un aveu mutuel rende nos voeux contents. Donnons-leur je te prie, une entière assurance, Vengeons-nous à loisir de notre indifférence, Vengeons-nous à loisir de toutes ces langueurs Où sa fausse couleur avait réduit nos coeurs."")",0.0,Match
158,"('#philiste', ""Vous me jouez, madame, et cette accorte feinte Ne donne à mon amour qu'une railleuse atteinte."")","('#philiste', ""Vous me jouez, Madame, et cette accorte feinte Ne donne à mon amour qu'une railleuse atteinte."")",0.0,Match
159,"('#clarice', ""Quelle façon étrange ! En me voyant brûler, Tu t'obstines encore à le dissimuler ; Tu veux qu'encore un coup je me donne la honte De te dire à quel point l'amour pour toi me dompte : Tu le vois cependant avec pleine clarté, Et veux douter encore de cette vérité ?"")","('#clarice', ""Quelle façon étrange ! En me voyant brûler, Tu t'obstines encore à le dissimuler, Tu veux qu'encor un coup je devienne effrontée Pour te dire à quel point mon ardeur est montée, Tu le vois cependant en son extrémité. Et tu doutes encore de cette vérité ?"")",0.0,Match
160,"('#philiste', ""Oui, j'en doute, et l'excès du bonheur qui m'accable Me surprend, me confond, me paraît incroyable. Madame, est-il possible ? Et me puis-je assurer D'un bien à quoi mes voeux n'oseraient aspirer ?"")","('#philiste', ""Oui j'en doute et l'excès du bonheur de ma béatitude Est le seul fondement de mon incertitude, Ma Reine, est-il possible, et me puis-je assurer D'un bien à quoi mes voeux n'oseraient aspirer ?"")",0.0,Match
161,"('#clarice', ""Cesse de me tuer par cette défiance. Qui pourrait des mortels troubler notre alliance ? Quelqu'un a-t-il à voir dessus mes actions, Dont j'aie à prendre l'ordre en mes affections ? Veuve, et qui ne dois plus de respect à personne, Ne puis-je disposer de ce que je te donne ?"")","('#clarice', ""Cesse de me tuer par cette défiance, Qui pourrait des mortels troubler notre alliance ? Quelqu'un a-t-il à voir dessus mes actions, Qui prescrive une règle à mes affections ? Veuve, et qui ne dois plus de respect à personne, Puis-je pas disposer de ce que je te donne ?"")",0.0,Match
162,"('#philiste', ""N'ayant jamais été digne d'un tel honneur, J'ai de la peine encore à croire mon bonheur."")","('#philiste', ""N'ayant jamais été digne d'un tel honneur J'ai de la peine encore à croire mon bonheur."")",0.0,Match
163,"('#clarice', ""Pour t'obliger enfin à changer de langage, Si ma foi ne suffit, que je te donne en gage, Un bracelet, exprès tissu de mes cheveux, T'attend pour enchaîner et ton bras et tes voeux ; Viens le quérir, et prendre avec moi la journée Qui termine bientôt notre heureux hyménée."")","('#clarice', ""Pour t'obliger enfin à changer de langage, Si ma foi ne suffit, que je te donne en gage, Un bracelet, exprès tissu de mes cheveux, T'attend pour enchaîner et ton bras et tes voeux, Viens le quérir et prendre avec moi, la journée Qui termine bientôt notre heureux hyménée."")",0.0,Match
164,"('#philiste', ""C'est dont vos seuls avis se doivent consulter : Trop heureux, quant à moi, de les exécuter !"")","('#philiste', ""C'est dont vos seuls avis se doivent consulter. Trop heureux quant à moi de les exécuter."")",0.0,Match
165,"('#la-nourrice', ""Vous comptez sans votre hôte, et vous pourrez apprendre Que ce n'est pas sans moi que ce jour se doit prendre. De vos prétentions Alcidon averti Vous fera, s'il m'en croit, un dangereux parti. Je lui vais bien donner de plus sûres adresses Que d'amuser Doris par de fausses caresses ; Aussi bien, m'a-t-on dit, à beau jeu beau retour : Au lieu de la duper avec ce feint amour, Elle-même le dupe, et lui rendant son change, Lui promet un amour qu'elle garde à Florange : Ainsi, de tous côtés primé par un rival, Ses affaires sans moi se porteraient fort mal."")","('#la-nourrice', ""Vous comptez sans votre hôte, et vous pourrez apprendre Que ce n'est pas sans moi que ce jour se doit prendre, Alcidon averti de ce que vous brassé Va rendre en un moment vos desseins renversés. Je lui vais bien donner de plus sûres adresses Que d'amuser Doris par de fausses caresses, Aussi bien (m'a-t-on dit) à beau jeu beau retour, Au lieu de la duper avec ce feint amour Elle-même le dupe, et par un contre-échange, En écoutant ses voeux reçoit ceux de Florange, Ainsi de tous côtés primé par un rival Ses affaires sans moi se porteraient fort mal."")",0.0,Match
166,"('#alcidon', ""Adieu, mon cher souci, sois sûre que mon âme Jusqu'au dernier soupir conservera sa flamme."")","('#alcidon', ""Adieu mon cher souci sois sûre que mon âme, Jusqu'au dernier soupir conservera sa flamme."")",0.0,Match
167,"('#doris', ""Alcidon, cet adieu me prend au dépourvu. Tu ne fais que d'entrer ; à peine t'ai-je vu : C'est m'envier trop tôt le bien de ta présence. De grâce, oblige-moi d'un peu de complaisance, Et puisque je te tiens, souffre qu'avec loisir Je puisse m'en donner un peu plus de plaisir."")","('#doris', ""Alcidon, cet adieu me prend au dépourvu Tu ne fais que d'entrer, à peine t'ai-je vu, C'est m'envier trop tôt le bien de ta présence, Hé de grâce ma vie, un peu de complaisance ? Et puisque je te tiens souffre qu'avec loisir Je puisse m'en donner un peu plus de plaisir."")",0.0,Match
168,"('#alcidon', ""Je t'explique si mal le feu qui me consume, Qu'il me force à rougir d'autant plus qu'il s'allume. Mon discours s'en confond, j'en demeure interdit ; Ce que je ne puis dire est plus que je n'ai dit : J'en hais les vains efforts de ma langue grossière, Qui manquent de justesse en si belle matière, Et ne répondant point aux mouvements du coeur, Te découvrent si peu le fond de ma langueur. Doris, si tu pouvais lire dans ma pensée, Et voir jusqu'au milieu de mon âme blessée, Tu verrais un brasier bien autre et bien plus grand Qu'en ces faibles devoirs que ma bouche te rend."")","('#alcidon', ""En peux-tu recevoir de l'entretien d'un homme, Qui t'explique si mal le feu qui le consomme. Dont le discours est plat, et pour tout compliment n'a jamais que ce mot, je t'aime infiniment. J'ai honte auprès de toi que ma langue grossière Manque d'expression, et non pas de matière, Et ne répondant point aux mouvements du coeur Te découvrent si peu le fond de ma langueur, Doris, si tu pouvais lire dans ma pensée Et voir jusqu'au milieu de mon âme blessée, Que tu verrais un feu bien autre et bien plus grand Qu'en ces faibles devoirs que ma bouche te rend."")",0.0,Match
169,"('#doris', ""Si tu pouvais aussi pénétrer mon courage, Et voir jusqu'à quel point ma passion m'engage, Ce que dans mes discours tu prends pour des ardeurs Ne te semblerait plus que de tristes froideurs. Ton amour et le mien ont faute de paroles. Par un malheur égal ainsi tu me consoles ; Et de mille défauts me sentant accabler, Ce m'est trop d'heur qu'un d'eux me fait te ressembler."")","('#doris', ""Si tu pouvais aussi pénétrer mon courage Et voir jusqu'à quel point ma passion m'engage, Ce que dans mes discours tu prends pour des ardeurs Ne te semblerait plus que de tristes froideurs, Ton amour et le mien ont faute de paroles, Par un malheur égal ainsi tu me consoles, Et de mille défauts me sentant accabler Ce m'est trop d'heur qu'un d'eux me faire ressembler."")",0.0,Match
170,"('#alcidon', ""Mais quelque ressemblance entre nous qui survienne, Ta passion n'a rien qui ressemble à la mienne, Et tu ne m'aimes pas de la même façon."")","('#alcidon', ""Mais quelque ressemblance entre nous qui survienne, Ta passion n'a rien qui ressemble à la mienne, Et tu ne m'aimes pas de la même façon."")",0.0,Match
171,"('#doris', ""Si tu m'aimes encore, quitte un si faux soupçon ; Tu douterais à tort d'une chose trop claire ; L'épreuve fera foi comme j'aime à te plaire. Je meurs d'impatience, attendant l'heureux jour Qui te montre quel est envers toi mon amour ; Ma mère en ma faveur brûle de même envie."")","('#doris', ""Quitte, mon cher souci, quitte un si faux soupçon , Tu douterais à tort d'une chose si claire, L'épreuve fera foi comme j'aime à te plaire, Je meurs d'impatience, attendant l'heureux jour Qui te montre quel est envers toi mon amour, Ma mère en ma faveur brûle de même envie."")",0.0,Match
172,"('#alcidon', ""Hélas ! Ma volonté sous un autre asservie, Dont je ne puis encore à mon gré disposer, Fait que d'un tel bonheur je ne saurais user. Je dépends d'un vieil oncle, et s'il ne m'autorise, Je ne te fais qu'en vain le don de ma franchise ; Tu sais que tout son bien ne regarde que moi, Et qu'attendant sa mort je vis dessous sa loi. Mais nous le gagnerons, et mon humeur accorte Sait comme il faut avoir les hommes de sa sorte : Un peu de temps fait tout."")","('#alcidon', ""Hélas ! Ma volonté sous un autre asservie Dont je ne puis encore à mon gré disposer Fait que d'un tel bonheur je ne saurais user Je dépends d'un vieil oncle, et s'il ne m'autorise, Je ne te fais qu'en vain le don de ma franchise, Tu sais que ses grands biens ne regarde que moi, Et qu'attendant sa mort je vis dessous sa loi : Mais nous le gagnerons et mon humeur accorte Sait comme il faut avoir les hommes de sa sorte, Un peu de temps fait tout."")",0.0,Match
173,"('#doris', ""Ne précipite rien. Je connais ce qu'au monde aujourd'hui vaut le bien. Conserve ce vieillard ; pourquoi te mettre en peine, À force de m'aimer, de t'acquérir sa haine ? Ce qui te plaît m'agrée ; et ce retardement, Parce qu'il vient de toi, m'oblige infiniment."")","('#doris', ""Ne précipite rien. Je connais ce qu'au monde aujourd'hui vaut le bien. Conserve ce vieillard pourquoi te mettre en peine À force de m'aimer, de t'acquérir sa haine ? Ce qui te plaît m'agrée, et ce retardement, Parce qu'il vient de toi m'oblige infiniment."")",0.0,Match
174,"('#alcidon', ""De moi ! C'est offenser une pure innocence. Si l'effet de mes voeux n'est pas en ma puissance, Leur obstacle me gêne autant ou plus que toi."")","('#alcidon', ""De moi ! C'est offenser une pure innocence, Si l'effet de mes voeux n'est pas en ma puissance, Leur obstacle me gêne autant ou plus que toi."")",0.0,Match
175,"('#doris', ""C'est prendre mal mon sens ; je sais quelle est ta foi."")","('#doris', ""C'est prendre mal mon sens, je sais quelle est ta foi."")",0.0,Match
176,"('#alcidon', 'En veux-tu par écrit une entière assurance ?')","('#alcidon', ""Qu'un baiser de nouveau t'en donne l'assurance."")",0.99,Substitution
177,"('#doris', ""Elle m'assure assez de ta persévérance ; Et je lui ferais tort d'en recevoir d'ailleurs Une preuve plus ample ou des garants meilleurs."")","('#doris', ""Elle m'assure assez de ta persévérance Et je lui ferais tort d'en recevoir d'ailleurs Une preuve plus ample ou des garants meilleurs."")",0.0,Match
178,"('#alcidon', ""Je l'apporte demain, pour mieux faire connaître..."")","('#alcidon', ""Que cette feinte est belle, et qu'elle a d'industrie !"")",1.33,Substitution
179,,"('#doris', 'On a les yeux sur nous, laisse moi je te prie.')",1.0,Deletion
180,,"('#alcidon', 'Crains-tu que cette vieille en ose babiller ?')",1.0,Deletion
181,"('#doris', ""J'en crois si fortement ce que j'en vois paraître, Que c'est perdre du temps que de plus en parler. Adieu ; va désormais où tu voulais aller. Si pour te retenir j'ai trop peu de mérite, Souviens-toi pour le moins que c'est moi qui te quitte."")","('#doris', ""Adieu, va désormais où tu voulais aller. Si pour te retenir j'ai trop peu de mérite Qu'il te souvienne au moins que c'est moi qui te quitte."")",0.0,Match
182,"('#alcidon', ""Ce brusque adieu m'étonne, et je n'entends pas bien..."")","('#alcidon', ""Quoi donc, sans un baiser ? Je m'en passerai bien."")",1.13,Substitution
183,"('#la-nourrice', ""Je te prends au sortir d'un plaisant entretien."")","('#la-nourrice', ""Je te prends au sortir d'un plaisant entretien."")",0.0,Match
184,"('#alcidon', ""Plaisant, de vérité, vu que mon artifice Lui raconte les voeux que j'envoie à Clarice ; Et de tous mes soupirs, qui se portent plus loin, Elle se croit l'objet, et n'en est que témoin."")","('#alcidon', ""Plaisant de vérité, vu que mon artifice Lui raconte les voeux que j'envoie à Clarice, Et de tous mes soupirs, qui se portent plus loin Elle se croit l'objet, et n'en est que témoin."")",0.0,Match
185,"('#la-nourrice', 'Ainsi ton feu se joue ?')","('#la-nourrice', 'Ainsi ton feu se joue ?')",0.0,Match
186,"('#alcidon', 'Ainsi quand je soupire, Je la prends pour une autre, et lui dis mon martyre ; Et sa réponse, au point que je puis souhaiter, Dans cette illusion a droit de me flatter.')","('#alcidon', 'Ainsi quand je soupire Je la prends pour une autre, et lui dis mon martyre, Et sa réponse au point que je peux souhaiter Dans cette illusion a droit de me flatter.')",0.0,Match
187,"('#la-nourrice', ""Elle t'aime ?"")","('#la-nourrice', ""Elle t'aime ?"")",0.0,Match
188,"('#alcidon', ""Et de plus, un discours équivoque Lui fait aisément croire un amour réciproque. Elle se pense belle, et cette vanité L'assure imprudemment de ma captivité ; Et comme si j'étais des amants ordinaires, Elle prend sur mon coeur des droits imaginaires, Cependant que le sien sent tout ce que je feins, Et vit dans les langueurs dont à faux je me plains."")","('#alcidon', ""Et de plus, un discours équivoque Lui fait aisément croire un amour réciproque, Elle se pense belle, et cette vanité L'assure imprudemment de ma captivité, Et comme si j'étais des amants ordinaires Elle prend sur mon coeur des droits imaginaires, Cependant que le sien ressent ce que je feins Et vit dans les langueurs dont à faux je me plains."")",0.0,Match
189,"('#la-nourrice', ""Je te réponds que non. Si tu n'y mets remède, Avant qu'il soit trois jours Florange la possède."")","('#la-nourrice', ""Je te réponds que non, si tu n'y mets remède Par avant qu'il soit peu, Florange la possède."")",0.0,Match
190,"('#alcidon', ""Et qui t'en a tant dit ?"")","('#alcidon', ""Et qui t'en a tant dit ?"")",0.0,Match
191,"('#la-nourrice', ""Géron m'a tout conté ; C'est lui qui sourdement a conduit ce traité."")","('#la-nourrice', ""Géron m'a tout conté ; C'est lui qui sourdement a conduit ce traité."")",0.0,Match
192,"('#alcidon', ""C'est ce qu'en mots obscurs son adieu voulait dire. Elle a cru me braver, mais je n'en fais que rire ; Et comme j'étais las de me contraindre tant, La coquette qu'elle est m'oblige en me quittant. Ne m'apprendras-tu point ce que fait ta maîtresse ?"")","('#alcidon', ""Ce n'est pas grand dommage aussi bine tant de feintes. M'allaient bientôt donner d'ennuyeuses contraintes, Ils peuvent achever quand ils trouveront bon, Rien ne les troublera du côté d'Alcidon. Cependant m'apprend moi ce que fait ta maîtresse ?"")",0.02,Substitution
193,"('#la-nourrice', ""Elle met ton agente au bout de sa finesse. Philiste assurément tient son esprit charmé : Je n'aurais jamais cru qu'elle l'eût tant aimé."")","('#la-nourrice', ""Elle met la nourrice au bout de sa finesse, Philiste assurément tient son esprit charmé, Je n'eusse jamais cru qu'elle l'eût tant aimé."")",0.0,Match
194,"('#alcidon', ""C'est à faire à du temps."")","('#alcidon', ""C'est à faire à du temps."")",0.0,Match
195,"('#la-nourrice', ""Quitte cette espérance : Ils ont pris l'un de l'autre une entière assurance, Jusqu'à s'entre-donner la parole et la foi."")","('#la-nourrice', ""Quitte cette espérance, Ils ont pris l'un de l'autre une entière assurance, Jusqu'à s'entre-donner la parole et la foi."")",0.0,Match
196,"('#alcidon', 'Que tu demeures froide en te moquant de moi !')","('#alcidon', 'Que tu demeures froide en te moquant de moi.')",0.0,Match
197,"('#la-nourrice', ""Il n'est rien de si vrai ; ce n'est point raillerie."")","('#la-nourrice', ""Il n'est rien de si vrai, ce n'est point raillerie."")",0.0,Match
198,"('#alcidon', ""C'est donc fait d'Alcidon ! Nourrice, je te prie..."")","('#alcidon', ""C'est donc fait d'Alcidon, Nourrice, je te prie..."")",0.0,Match
199,"('#la-nourrice', ""Rien ne sert de prier ; mon esprit épuisé Pour divertir ce coup n'est point assez rusé. Je n'en sais qu'un moyen, mais je ne l'ose dire."")","('#la-nourrice', ""Tu m'as beau supplier, mon esprit épuisé Pour divertir ce coup n'est point assez rusé, Je n'en sais qu'un moyen, mais je ne l'ose dire."")",0.0,Match
200,"('#alcidon', ""Dépêche, ta longueur m'est un second martyre."")","('#alcidon', ""Dépêche, ta longueur m'est un second martyre."")",0.0,Match
201,"('#la-nourrice', 'Clarice, tous les soirs, rêvant à ses amours, Seule dans son jardin fait trois ou quatre tours.')","('#la-nourrice', 'Clarice tous les soirs rêvant à ses amours, Seule dans son jardin fait trois ou quatre tours.')",0.0,Match
202,"('#alcidon', ""Et qu'a cela de propre à reculer ma perte ?"")","('#alcidon', ""Et qu'a cela de propre à reculer ma perte ?"")",0.0,Match
203,"('#la-nourrice', ""Je te puis en tenir la fausse porte ouverte. Aurais-tu du courage assez pour l'enlever ?"")","('#la-nourrice', ""Je te puis en tenir la fausse porte ouverte, Aurais-tu du courage assez pour l'enlever ?"")",0.0,Match
204,"('#alcidon', ""Oui, mais il faut retraite après où me sauver ; Et je n'ai point d'ami si peu jaloux de gloire Que d'être partisan d'une action si noire. Si j'avais un prétexte, alors je ne dis pas Que quelqu'un abusé n'accompagnât mes pas."")","('#alcidon', ""Oui, mais il faut retraite après où me sauver, Et je n'ai point d'ami si peu jaloux de gloire Que d'être partisan d'une action si noire Si j'avais un prétexte, alors je ne dis pas Que quelqu'un abusé n'accompagnât mes pas."")",0.0,Match
205,"('#la-nourrice', ""On te vole Doris, et ta feinte colère Manquerait de prétexte à quereller son frère ! Fais-en sonner partout un faux ressentiment : Tu verras trop d'amis s'offrir aveuglément, Se prendre à ces dehors, et sans voir dans ton âme, Vouloir venger l'affront qu'aura reçu ta flamme. Sers-toi de leur erreur, et dupe-les si bien..."")","('#la-nourrice', ""Tu n'en saurais manquer, aveugle, considère Qu'on t'enlève Doris, va quereller son frère, Fais éclater partout un faux ressentiment. Trop d'amis s'offriront à venger promptement L'affront qu'en apparence aura reçu ta flamme, Et lors (mais sans ouvrir les secrets de ton âme) Tâche à te servir d'eux."")",0.0,Match
206,"('#alcidon', 'Ce prétexte est si beau que je ne crains plus rien.')","('#alcidon', 'Ainsi tout ira bien. Ce prétexte est si beau que je ne crains plus rien.')",0.0,Match
207,"('#la-nourrice', ""Pour ôter tout soupçon de notre intelligence, Ne faisons plus ensemble aucune conférence, Et viens quand tu pourras : je t'attends dès demain."")","('#la-nourrice', ""Pour ôter tout soupçon de notre intelligence, Ne faisons plus ensemble aucune conférence, Et viens quand tu pourras, je t'attends dès demain."")",0.0,Match
208,"('#alcidon', 'Adieu ; je tiens le coup, autant vaut, dans ma main.')","('#alcidon', 'Adieu je tiens le coup, autant vaut, dans ma main.')",0.0,Match
209,"('#celidan', ""Ce n'est pas que j'excuse ou la soeur, ou le frère, Dont l'infidélité fait naître ta colère ; Mais, à ne point mentir, ton dessein à l'abord N'a gagné mon esprit qu'avec un peu d'effort. Lorsque tu m'as parlé d'enlever sa maîtresse, L'honneur a quelque temps combattu ma promesse : Ce mot d'enlèvement me faisait de l'horreur ; Mes sens, embarrassés dans cette vaine erreur, N'avaient plus la raison de leur intelligence. En plaignant ton malheur, je blâmais ta vengeance, Et l'ombre d'un forfait, amusant ma pitié, Retardait les effets dûs à notre amitié. Pardonne un vain scrupule à mon âme inquiète ; Prends mon bras pour second, mon château pour retraite. Le déloyal Philiste, en te volant ton bien, N'a que trop mérité qu'on le prive du sien : Après son action la tienne est légitime ; Et l'on venge sans honte un crime par un crime."")","('#celidan', ""Ce n'est pas que j'excuse, ou la soeur, ou le frère, Dont l'infidélité fait naître ta colère, Mais, à ne point mentir, ton dessein à l'abord N'a gagné mon esprit qu'avec un peu d'effort : Lorsque tu m'as parlé d'enlever sa maîtresse L'honneur a quelque temps combattu ma promesse. Ce mot d'enlèvement me faisait de l'horreur Mes sens embarrassés dans cette vaine erreur, N'avaient plus la raison de leur intelligence, En plaignant ton malheur je blâmais ta vengeance, Et l'ombre d'un forfait amusant ma pitié Retardait les effets dûs à notre amitié."")",0.0,Match
210,"('#alcidon', ""Tu vois comme il me trompe, et me promet sa soeur Pour en faire sous main Florange possesseur. Ah ciel ! Fut-il jamais un si noir artifice ? Il lui fait recevoir mes offres de service ; Cette belle m'accepte, et fier de son aveu, Je me vante partout du bonheur de mon feu. Cependant il me l'ôte, et par cette pratique, Plus mon amour est su, plus ma honte est publique."")","('#alcidon', ""Voilà grossièrement chercher à te dédire, Avec leurs trahisons ta lâcheté conspire; Puisque tu sais leur crime et consens leur bonheur. Mais c'est trop désormais survivre à mon honneur. C'est trop porter en vain par leur perfide trame La rougeur sur le front et la fureur en l'âme, Va va n'empêche plus mon désespoir d'agir. Souffre qu'après mon front ce flanc puisse en rougir, Et qu'un bras impuissant à venger cet outrage Reporte dans mon coeur les effets de ma rage."")",0.0,Match
211,"('#celidan', ""Après sa trahison, vois ma fidélité : Il t'enlève un objet que je t'avais quitté. Ta Doris fut toujours la reine de mon âme ; J'ai toujours eu pour elle une secrète flamme, Sans jamais témoigner que j'en étais épris, Tant que tes feux ont pu te promettre ce prix ; Mais je te l'ai quittée, et non pas à Florange. Quand je t'aurai vengé, contre lui je me venge, Et je lui fais savoir que jusqu'à mon trépas, Tout autre qu'Alcidon ne l'emportera pas."")","('#alcidon', ""Bien loin de révoquer ce que je t'ai promis, Je t'offre avec mon bras celui de cent amis. Prends puisque tu le veux ma maison pour retraite, Dispose absolument d'une amitié parfaite, Je vois trop que Philiste en te volant ton bien. N'a que trop mérité qu'en le prive du sien, Après son action la tienne est légitime, On venge honnêtement un crime par un crime."")",0.0,Match
212,,"('#alcidon', ""Tu vois comme il me trompe, et me promet sa soeur dont il fait sourdement Florange possesseur, Ah ciel ! Fut-il jamais un si noir artifice ? Il lui fait recevoir mes offres de service Cette belle m'accepte, et dessous cet aveu, Je me vante partout du bonheur de mon feu Cependant il me l'ôte et par cette pratique, Plus mon amour est su, plus ma honte est publique."")",1.0,Deletion
213,,"('#celidan', ""Après sa trahison, vois ma fidélité. Il t'enlève un objet que je t'avais quitté, Ta Doris fut toujours la reine de mon âme, J'ai toujours eu pour elle une secrète flamme, Sans jamais témoigner que j'en étais épris Tant que tes feux ont pu te promettre ce prix : Mais je te l'ai quittée et non pas à Florange, Quand je t'aurai vengé, contre lui je me venge, Et je lui fais savoir que devant mon trépas Tout autre qu'Alcidon ne l'emportera pas."")",1.0,Deletion
