mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Score
"('#aristandre', ""Qu'avecque ce baiser j'emporte nos douleurs. "")",-,0.0
"('#roseline', ""Tu m'en laisse pourtant encore davantage. "")",-,0.0
"('#aristandre', ""Avec elles mon coeur, afin qu'il les soulage. "")",-,0.0
"('#cloriande', ""Insensible Français, hôte pernicieux,  Qui voles sans pitié nos âmes par les yeux,  Qui semble né parfait à perdre des Princesses,  Qui nous fait soupirer deux après tes caresses ;  Quel dangereux Démon et de paix et d'amour  Te retient, pour nous perdre, en ce fatal séjour ?  Quelle affaire avais-tu dedans cette Province ?  Faux Ami, quel honneur crois-tu faire à son Prince ?  Qui lui voles d'un coup et sa femme, et sa soeur,  Qui violes leur foi, même avecque douceur ;  L'Empereur nous veut-il achever par ce reste ?  Prague nous devait-elle encore cette peste ?  La Pologne est ailleurs, son Roi n'est pas ici ;  Que cherches-tu qu'à mettre une Cour en souci ?  Retire-toi, premier que de nous mettre en cendre.  Mais las ! Il n'est plus temps ; non, demeure Aristandre,  Fais reluire sur nous les rayons de tes yeux,  Beau Soleil, ne va point chercher d'autres Cieux ;  Cette Cour t'arrêtant ne sera plus petite,  Nous (ses Astres) prendrons éclat de ton mérite,  Nos coeurs te fourniront d'assez douces Maisons,  Pour y faire un printemps de toutes les saisons,  Nos âmes recevront ta glorieuse trace ;  Ce petit Monde ici n'aura plus qu'une face,  La terre toute en fleurs, distillera le miel,  L'air sera sans orage, et sans foudre le Ciel ;  Cette Province ainsi n'aura point de pareille :  Demeure donc à faire une telle merveille.  Mais pourquoi le vouloir plus longtemps retenir ?  Je l'ose demander, et crains de l'obtenir,  Je me pense guérir, et je rouvre ma plaie ;  Mes voeux ne sont que vent, et ma douleur est vraie ;  Adorer un ingrat, qui méprise mon coeur,  Qui refuit un combat, de peur d'être vainqueur,  Qui néglige un bonheur, pour ce qu'on lui présente ?  Cruel, que veux-tu plus ? Dis, que je te contente ;  Faut-il à tes genoux te dire mes douleurs ?  Faut-il te faire voir ma flamme dans mes pleurs ?  Qu'au lieu de me prier, moi-même je te prie ?  Qu'au lieu de mon amour je montre ma furie ?  Que faut-il pour entrer dedans tes sentiments,  Pour animer ton coeur sourd et sans mouvements ?  Qu'est-ce que ma fureur à ce coup me fait dire ?  Ce coeur, pour moi de fer, pour une autre est de cire ;  Non, son esprit n'est pas si privé de raison,  Enfermé dans une autre il refuit ma prison ;  Je recherche son coeur, et ma soeur le possède,  Je n'ai que la douleur, et ma soeur le remède ;  Remède, qui nous fait également de tort,  Tu la perds, ô remède ! Et me donnes la mort.  Mais de qui justement ici me dois-je plaindre ?  C'est moi-même qui veux en ces maux me contraindre,  Sans découvrir mon feu, je tourne à l'environ ;  Moi-même je l'ai mis dans son giron,  Dedans son cabinet qui l'a mis que moi-même ?  Contre moi je la sers ; ô la sottise extrême !  Il est temps, il est temps de travailler pour nous,  Joignons au feu d'amour celui de mon courroux,  Mon mal veut du secours, non pas qu'on le regrette ;  Il me faut éventer leur pratique secrète,  Jouer à la plus fine, et ménager mon jeu,  Faire fumer le mien sous l'éclat de son feu.  Le Prince me surprend ; commençons à nous taire. "")",-,0.0
"('#coryleon', 'Que fait ma soeur ici, rêveuse, et solitaire ?  Mon importunité trouble quelque projet ? ')",-,0.0
"('#cloriande', 'Je rêve sans dessein et sans aucun sujet,  Et sais bien mieux nommer une telle visite. ')",-,0.0
"('#coryleon', ""Je sais pour un Mortel au moins qu'un Dieu vous quitte. "")",-,0.0
"('#cloriande', ""C'est Amour qu'il entend : ah ! Je transis de peur.  Un Dieu ? Vous vous riez, vous êtes un trompeur ;  Il faudrait de bons yeux à les voir en personne ;  Les Cieux n'en pleuvent plus, votre discours m'étonne. "")",-,0.0
"('#coryleon', ""Cela n'est pas pourtant étrange, ni nouveau ;  Votre esprit peut produire un miracle plus beau ;  C'est lui, qui fait des Dieux de toutes vos pensées,  (Les moindres d'autre nom en seraient offensées)  Dont mon fâcheux abord a troublé l'entretien. "")",-,0.0
"('#cloriande', ""Là votre esprit me donne et met beaucoup du sien ;  Et pour attribuer ces qualités aux nôtres,  Avouez qu'il faudrait les marier aux vôtres. "")",-,0.0
"('#coryleon', ""Et bien, n'en voilà pas une qui vous dément ?  Mais laissons ce discours, dites-moi seulement  Quel Seigneur promit plus jamais de sa personne,  Que celui que l'honneur pour quelque temps nous donne ? "")",-,0.0
"('#cloriande', ""Mais un ingrat dessein de nous l'ôter enfin. "")",-,0.0
"('#coryleon', 'Si le Ciel semble pas veiller à son destin ;  Si la beauté, la grâce en son visage peinte  Ne vous a point donné dans le coeur quelque atteinte ? ')",-,0.0
"('#cloriande', ""Ai-je un coeur de roseau , qu'un vent puisse émouvoir ? "")",-,0.0
"('#coryleon', ""Non ; mais c'est que de là j'admire son pouvoir. "")",-,0.0
"('#cloriande', ""J'en trouve contre lui dedans moi-même un autre. "")",-,0.0
"('#coryleon', ""Pour lui donner l'honneur de surmonter le vôtre. "")",-,0.0
"('#cloriande', ""C'est se nourrir de vent, et triompher à faux. "")",-,0.0
"('#coryleon', ""Une plus forte place à de moindres assauts  Se laisserait gagner, n'en faites pas la fine :  Souvent le coeur en feu, le front tient bonne mine. "")",-,0.0
"('#cloriande', ""Et, c'est donc à dessein que vous m'entreprenez ? "")",-,0.0
"('#coryleon', 'Mon esprit qui vous suit, tombe où vous le menez. ')",-,0.0
"('#cloriande', ""Puis-je moins que répondre à ce que l'on m'adresse ?"")",-,0.0
"('#coryleon', ""Confessez que l'humeur, qui m'emporte, vous presse ;  Sans dessein j'ai donné ces mots pour me jouer ;  Mais plutôt, croyez-moi, pour vous faire avouer  Qu'il n'est point de vertus où l'homme puisse tendre,  Dont l'exemple parfait ne soit en Aristandre. "")",-,0.0
"('#cloriande', ""Sans m'informer de plus, je crois ce qu'il vous plaît,  La chose en cas pareil me vaut autant qu'elle est ;  Jusques ici j'ai pris, d'une sage ignorance,  Tous les hommes pour un, sans autre différence ;  Je n'emploie en cela mon esprit que fort peu,  Toutes flammes lui sont de la couleur du feu. "")",-,0.0
"('#coryleon', ""Trop insensible soeur, et dédaigneuse encore,  Direz-vous que ce feu que tout le monde adore,  L'Astre qui nourrit tout de ses divins rayons,  Soit de même à celui qu'ici-bas nous voyons ?  Avecque la raison toute chose il faut prendre. "")",-,0.0
"('#cloriande', 'La rose, et le chardon font une même cendre. ')",-,0.0
"('#coryleon', ""Vous voulez opposer la nuit à son flambeau ;  Dites qu'on ne sera qu'une poudre au tombeau,  Vous en direz autant, et je croirai le même ;  Fâcheuse, vous prenez la chose à son extrême ;  Mais, avant que le froid les mette à l'abandon,  Quel a le plus d'éclat, la rose, ou le chardon ? "")",-,0.0
"('#cloriande', 'Ils nous piquent tous deux ; moi, je fuis telle approche. ')",-,0.0
"('#coryleon', ""Leur pointe n'entre pas jusques dedans la roche ;  Que peut craindre de tel votre coeur endurci ? "")",-,0.0
"('#cloriande', ""C'est assez pour ce coup ; ma feinte a réussi ;  Rien ; mais on fuit souvent choses qui moins nous nuisent ;  Et je sais que les feux, s'ils ne brûlent, nous cuisent."")",-,0.0
"('#coryleon', ""Volontiers Aristandre aurait bien l'oeil ardent  Jusqu'à brûler un coeur, rien qu'en le regardant ?  Ah ! Peu fine ; qu'un jour je veux vous voir changée,  À d'autres sentiments, à d'autres voeux rangée.  Mais voilà ce Français qui tire droit à nous ;  Moi-même je vous veux exposer à ses coups,  Par vengeance je vais recourir à ses armes,  Et, pour vous y laisser, vous jeter dans ses charmes.  Aristandre paraît au bout du Théâtre."")",-,0.0
"('#cloriande', 'Comme sans y penser il travaille pour moi ? ')",-,0.0
"('#coryleon', ""Ma soeur, armez-vous bien ; ne voilà pas de quoi ?  Je m'imagine voir Mars, et l'Amour ensemble. "")",-,0.0
"('#aristandre', ""Prince du tout parfait, en qui le Ciel assemble  Ce qu'on ne trouve ailleurs qu'en la Divinité,  Qui mérites mortel une immortalité. "")",-,0.0
"('#coryleon', ""C'est assez ; voulez-vous me donner davantage ?  Ce qui n'est dû qu'à vous, qu'un autre le partage ?  Voulez-vous sans raison vous étendre en discours ?  Pour un sujet si bas prendre au Ciel votre cours ?  Changeons-le, je vous prie, et disons en sa place  Que toute cette Cour se mire en votre grâce,  Que le chemin de gloire, et pour bien mériter,  C'est celui de vous suivre et de vous imiter,  Que ce m'est du plaisir même que je vous cède,  Et tiens de l'immortel lorsque je vous possède ;  De dire plus de moi, ce ne serait qu'en vain. "")",-,0.0
"('#aristandre', ""Voulez-vous vous servir du droit de Souverain ?  Quoi ? M'ôter la parole ? Et me défendre encore  Le juste sentiment des vertus que j'honore ?  Serez-vous contre moi pire que les Tyrans ? "")",-,0.0
"('#coryleon', ""Ce qui ne m'est pas dû, quel mal si je le rends ? Tant s'en faut, c'est plutôt un acte de justice."")",-,0.0
"('#aristandre', ""Quoi ? Même la vertu cherche de l'artifice ? Cette sévérité qui s'arme contre vous,  Mon Prince, fait ici le plus beau des coups ;  Que ce puissant esprit, et que ce grand courage,  Qui s'abaissant s'élève, a sur nous d'avantage ! "")",-,0.0
"('#coryleon', 'Que pour me déguiser vous employer de fard !  Mais un soin important me demande autre part ;  Et je vous laisse ici Cloriande en ma place,  Afin que son esprit pour moi vous satisfasse. ')",-,0.0
"('#cloriande', ""C'est ainsi que l'on fuit, quand on ne peut tenir ;  Mais il me fait une faveur en me voulant punir.  Tu vois, doux Ennemi, qu'on ne t'ose entreprendre,  Qu'on perdrait toute grâce à se vouloir défendre ;  Ce feu ne reluit-il, que pour être étouffé ?  Méprises-tu les coeurs, en ayant triomphé ?  Pouvoir d'un bien offert tirer de l'avantage,  Et ne le faire point, ce n'est pas être sage. "")",-,0.0
"('#aristandre', ""C'est trop de deux contre un, l'apparence à cela ?  Je vous tendrai les mains, et le coeur : les voilà ;  Inhumaine Princesse, et vous voulez encore  Les porter contre moi, ces beaux yeux que j'implore ?  Cette bouche se plaint, et me veut quereller,  Qui ne devrait jamais qu'en grâce distiller,  Que Vénus seulement emprunterait pour rire,  Mercure pour parler, Zéphyr quand il soupire ;  Cette voix qui ne dût que faire des heureux  Par la douce fureur d'un Oracle amoureux,  A-t-elle fait dessein ici de me confondre ?  Que me demandez-vous ? Et que puis-je répondre ?  Quelles perfections, quelles vertus, quel bien  Trouvez-vous dans le sort d'un homme qui n'a rien ? "")",-,0.0
"('#cloriande', ""Qu'il fuit subtilement ! Qu'il a peine d'entendre  Ce qu'il sait mieux que moi. Qu'il n'ait rien Aristandre ?  Lui, qui tiens asservis mes sens et mon honneur,  Pauvre en ce qu'il refuse et réduit mon bonheur,  Ne sait ou ne veut pas gouverner sa fortune,  Qui lui donne… "")",-,0.0
"('#aristandre', 'Assez mal une grâce commune. ')",-,0.0
"('#cloriande', ""Ah l'ingrat ! Il m'entend, je me tue, il se rit.  C'est dire en pleine Mer que l'Océan tarit ;  Impie, osez-vous bien proférer ce blasphème ?  Vous plaindre de celui qui fait que tout vous aime ?  Que ne vous punit-il, à vous les retirer  Ces grâces, dont l'excès vous les fait ignorer !  C'est donc impunément que de lui l'on se joue ?  Mais encore, après tout, il faut que je vous loue ;  Vos feux, pour être ingrats, ne sont pas moins discrets,  Les biens que l'on vous fait, vous les tenez secrets :  Et, sans qu'il soit besoin que ma bouche le dise,  Vous savez bien en quoi le Ciel vous favorise. "")",-,0.0
"('#aristandre', ""En ce qu'il me permet de vous entretenir. "")",-,0.0
"('#cloriande', 'Le perfide ! ')",-,0.0
"('#aristandre', 'Et sur quoi ? ')",-,0.0
"('#cloriande', 'Cherche en ton souvenir ;  Il te dira… ')",-,0.0
"('#aristandre', ""Combien j'honore une Princesse. "")",-,0.0
"('#cloriande', 'Que ton courage tue, et ta bouche caresse. ')",-,0.0
"('#aristandre', 'Vous tuer ? ')",-,0.0
"('#cloriande', 'Oui, meurtrier. ')",-,0.0
"('#aristandre', 'Comment ? Et de quels traits ? ')",-,0.0
"('#cloriande', ""De ceux qu'en tout l'Enfer on ne voit point portraits. "")",-,0.0
"('#aristandre', 'Ah ! Madame. ')",-,0.0
"('#cloriande', 'Ah ! Moqueur. ')",-,0.0
"('#aristandre', ""Dites, je vous conjure,  D'où vient ?... "")",-,0.0
"('#cloriande', ""Ne parle plus, ta voix me fait injure ;  Il te vaudrait mieux n'avoir parlé jamais  À telle… Mais c'est trop ; que dis-je désormais ?  Je parle trop moi-même, à moi-même contraire,  La parole me nuit, et je ne puis me taire,  Aveugle le me prends dedans mes propres rets,  Portons mon désespoir en des lieux plus secrets.  Elle sort toute en colère."")",-,0.0
"('#aristandre', ""Ô Cieux ! Elle s'en va ; cette fureur l'emporte  Ainsi qu'une Bacchante, ou de la même sorte  Qu'une Biche fuirait, la flèche dans le sein ;  Que sa défaite est vraie, et mon triomphe vain !  Malheureuse princesse, en ta perte certaine  Que je te fais de mal, que tu me fais de peine !  Que tu te plais, Amour, à brouiller nos esprits !  Tu nous piques, malin, même quand tu nous ris :  Ainsi dans mon bonheur tu me rends misérable,  La fortune me nuit, m'étant trop favorable ;  Deux Princesses m'aimer ? L'une et l'autre sans fruit ?  Et voir que dans le choix, mon désir se détruit ?  Tantale entre ces biens l'abondance me frappe,  Cette eau flatte ma soif, et la flattant m'échappe.  Perdrai-je ces deux fruits, faute d'en choisir un ?  Ici le bien me charge, et me semble importun ;  Celle-ci sans mari, jeune et de bonne mine ;  Mais la plus belles aussi, vraiment c'est Roseline ;  Sans chercher un Pâris on en peut bien juger ;  Une Junon sur moi dût-elle se venger,  Roseline à mes yeux a déplié le voile,  Auprès de ce Soleil l'autre n'est qu'une Étoile.  Laissons-nous donc aller où me portent mes sens ;  Je suis à la plus belle, à la fin j'y consens ;  Le droit, outre mon choix, me conserve pour elle ;  Et déjà la Duchesse entre ses bras m'appelle,  L'heure est prise à demain, qu'elle me doit livrer  Cette faveur qui peut de plaisirs m'enivrer,  Où tout voluptueux je dois mettre au pillage,  Réduire à ma merci, soumettre à mon courage  Mille beautés, sur qui le coeur se pâmera,  L'oeil volera sans crainte, et la main nagera ;  Ah ! L'ombre du plaisir y pensant me transporte ;  Que feront les effets. Ai-je l'âme assez forte  Pour supporter un bien ; dont le penser trop vain  Me consomme aujourd'hui, sans attendre à demain ?  Mais, où vont mes esprits ? Qui les porte à l'extrême ?  Arrêtez-vous, mes sens, revenez en moi-même ;  Est-ce comme tu sais, mon coeur, te souvenir  Du seul objet d'amour qui dût m'entretenir ?  Veux-tu faire à Camille une si grande offense ?  Ne sais-tu pas quelle est sur cela ma défense ?  Que m'avais-tu promis ? Me faut-il retomber  Dedans ce précipice ? Y dois-je succomber ?  Non, courage, mon coeur ; encore un peu de force ;  Le charme se défait d'une si douce amorce.  C'en est fait ; je reviens à mon dessein rendu ;  C'est trop m'être égaré, c'est trop m'être perdu,  Je te suis dès demain, Adraste, je le jure,  Dans mon coeur contre moi ton absence murmure ;  Je ne donne qu'à toi ma résolution.  Tu peux plus que Camille en mon intention ;  Bien qu'elle sût le tout, voudrait-elle, mauvaise,  M'envier un bonheur, et dérober mon aise ?  Non, non, elle sait mieux vivre selon le temps ;  Ma foi seule pour toi rend mes voeux inconstants ;  Outre que ce beau coup qu'Amour me fait attendre  Demande plus de temps que je n'en saurais prendre ;  Attendant que nos feux se pussent amortir,  Chaque jour m'ôterait les moyens de partir ;  Et je sens aujourd'hui que ton départ me presse,  Que ma propre raison accuse ma paresse.  Dieux ! Que c'est discourir vainement de ma foi !  Il semble que je veux me déguiser à moi,  Je cherche des raisons pour me tromper moi-même ;  Que l'Amour me punit, en faisant que l'on m'aime !  Lève, lève le masque ; au bien que l'on te veut  Tu presses, on l'accorde, et cela ne se peut ;  Bonheur injurieux, cause de ma tristesse,  Qui me donne et ravit cette aimable Princesse !  Que ne vient ce bonheur plus_ou_moins attendu !  Que tout le bien d'amour m'est chèrement vendu !  Que mon mal est honteux ! Non non, c'est un vieux conte,  Si j'en rougis, c'est plus de dépit que de honte ;  L'amour, comme la guerre, a des coups de danger,  Qui nous restent longtemps d'un plaisir passager ;  Et c'est là mon malheur, de souffrir un martyre  Que l'on ne peur celer, et que l'on n'ose dire ;  J'en ai déjà trop dit, je crains que m'écoutant  Mon ombre à ma Princesse en aille dire autant ;  Un respect plus caché, qui me défend sa perte,  Refuse à nos désirs la jouissance offerte ;  Différons pour un temps ce doux combat d'amour ;  Je remets, (il le faut) la partie au retour.  Mais lui rendrai-je bien mon départ agréable ?  Son esprit amoureux ne se paie point de fable ;  Allons donc inventer quelque subtilité,  Qui flatte mon dessein, et sa crédulité. "")",-,0.0
"('#roseline', ""Enfin le jour paraît, mes voeux l'ont fait éclore,  Et ma flamme aujourd'hui sert au monde d'Aurore ;  Je t'adore, Vénus, avecque le Soleil,  Belle Étoile, qui luis jusques à son réveil,  Qui t'es fait voir à moi, seule depuis une heure,  Pour m'aider à souffrir l'ennui de sa demeure ;  Que j'ai trouvé charmant ton muet entretien !  Que mon espoir jaloux s'est flatté dans le tien !  Petit Astre tout clair, tu vaux plus que l'Aurore,  Plus que tous les brillants, plus que la Lune encore ;  Mais, pour te mieux nommer, douce Mère d'Amour,  Je dois, belle Vénus, à toi seule ce jour ;  Toi, qui veux à ce jour que mon amour te voue  Qu'avecque mon Pâris Hélène je me joue ;  Conduis notre dessein, comme tu fis le leur,  Joins-y plus de plaisir, et bien moins de malheur. Mais le Soleil jaloux qu'en ces lieux j'entretienne  L'Astre dont la clarté s'efface dans la sienne,  Que devant lui j'honore un flambeau de la nuit,  Avecque plus d'éclat m'environne, et reluit ;  Tout seul il s'est levé, l'Aurore est prévenue ;  Amour m'a fait venir, Amour l'a retenue ;  Je t'adore à ton tour, bel Astre sans pareil,  Sacré Père du jour, ennemi du sommeil ;  Dans tes feux je recouvre et le jour et la vie,  De crainte et de langueurs cette nuit poursuivie,  Mes yeux perdus dans l'ombre et mon sens écarté  Reprennent leur lumière avecque ta clarté.  Voici l'heure à la fin que je crains, et désire,  Où doit croître ma flamme, et finir mon martyre,  Heure, qui doit, Amour, à mon sort combattu  Témoigner ma faiblesse, et montrer ta vertu ;  Pardon, ô Chasteté ! Si mon coeur te refuse ;  Mon Amant dans ses yeux te montre mon excuse,  Je ne fais qu'obéir soumise à son pouvoir,  Il a forcé mes sens, il fausse mon devoir,  Mes forces contre lui seraient vaines et molles.  Mais ce temps est trop cher, pour le perdre en paroles,  Il coule sans ressource ; et passe plus soudain  Qu'un oiseau, qui lâché trompe l'oeil et la main ;  Le Soleil sans m'ouïr suit sa route première,  Il est déjà monté bien haut dans sa carrière ;  Et moi, je suis encore à discourir ici ;  Il faut que comme moi je me dépêche aussi ;  Tout le Palais sans bruit sans soupçon, et sans crainte,  Mon Mari le premier endormi dans ma feinte,  Qui près de lui m'a fait un prétexte à sortir,  Avecque peu de gens je pourrai bien partir,  Afin que mes désirs de bonne heure me rendent  Où ceux de mon Amant m'appellent et m'attendent ;  Suivons ; mon coeur s'en va, je ne le puis tenir.  Quoi ? Je l'allais chercher, et je le vois venir,  Je le croyais bien loin, et le voici tout proche ;  Mais que porte ce front que je vois tout de roche ? "")",-,0.0
"('#aristandre', ""Les marques d'un tourment qui me ronge le coeur,  Qui nourrit dans mes yeux des larmes de langueur,  Une mort au-dedans, au-dehors son image,  La douleur en la bouche, et dans l'âme la rage. "")",-,0.0
"('#roseline', 'Je meurs à tous ces mots ; quel orage excité,  Quel malheur a troublé notre félicité ? ')",-,0.0
"('#aristandre', ""Le seul, (ô désespoir, à qui mon âme cède !)  Qui pouvait l'empêcher, et n'a point de remède :  Un mandement exprès me vient de l'Empereur,  Contre lequel je n'ai d'armes que la fureur ;  Il faut que je vous quitte, un seul moment à peine  Me permet le loisir de reprendre l'haleine,  Me permet de vous dire un misérable adieu,  Et le temps qu'il faudrait pour mourir en ce lieu. "")",-,0.0
"('#roseline', ""Coup fatal de ma mort ! Astres noirs de malice !  Cieux de sang, et de feux, achevez mon supplice !  Pestes, serpents, horreurs, venez, étouffez-moi,  Faites marcher ici la fureur, et l'effroi.  Quoi ? J'appelle la mort, et rien ne me délivre ;  Ne saurais-je mourir, quand je ne puis plus vivre ? "")",-,0.0
"('#aristandre', ""Voulez-vous me forcer à mourir par deux fois ?  Que je meure en mes maux, et dedans votre voix ?  La Parque en sa fureur veut, et n'ose vous plaire,  Raisonnable en ce point qu'elle a peur de le faire ;  C'est moi, c'est contre moi que son coup doit venir,  C'est moi seul qu'elle doit l'inhumaine punir :  Cruelle, insatiable, exécrable Mégère,  Viens noyer en mon sang ma vie, et ma misère ;  De la terre et du Ciel éternelles horreurs  Accourez, me voilà, venez à moi, fureurs,  Faites siffler vos fouets, portez feu, fer, et soufre ;  Pour me punir des maux que cette Belle souffre ;  Criminel en cela d'avoir pu la fâcher,  Sur ta roue, Ixion, l'on me doit attacher ;  J'ai plus péché que vous, sortez, maudites Âmes,  L'enfer n'a que pour moi de vautours, et de flammes,  Çà, vos chaînes, Titans, je dois les endurer ;  Mais non, votre destin ne se peut réparer,  Et mes fautes seraient en un point réparables ;  Vos crimes et vos maux vous sont inséparables,  Et les miens adoucis nous laisseraient contents,  Si Madame voulait un peu céder au temps. "")",-,0.0
"('#roseline', ""Qu'est-il pour mon repos enfin que je ne fasse ?  Parle, je ferai tout, dépêche, je trépasse. "")",-,0.0
"('#aristandre', 'À ce remède seul pourrez-vous recourir ? ')",-,0.0
"('#roseline', ""Oui, je puis tout, après que je n'ai pu mourir. "")",-,0.0
-,"('#cloriande', ""Dois-je me réjouir ? Ou si je dois me plaindre  D'avoir pu par malheur à mes souhaits atteindre ?  Est-ce pour m'obliger, ô sort injurieux,  Qu'armé pour mon désir tu parais furieux ?  Un effet si sanglant, m'est-il doncque propice ?  Fallait-il, Roseline, après ton précipice  Voir encore deux coeurs au mien sacrifiés,  Deux esprits par le mien honteusement liés ?  Le destin, pour ôter à mes veux tout obstacle,  Pour moi d'un seul malheur a fait double miracle ;  L'un mettant l'autre à mort m'en décharge par là,  La mort de celui-ci m'arrête celui-là ;  Vachles m'importunait, Aristandre l'outrage,  Aristandre fuyait, et Vachles me l'engage ;  Pour mon bien leur malheur semble avoir combattu,  Je tire également profit de leur vertu,  (S'il faut ainsi nommer une action trop prompte,)  Vainqueur, comme vaincu, moi seule je les dompte :  Je doute si mon coeur est plus_ou_moins affligé,  Ou plus content de voir Aristandre engagé,  Si je dois plus avoir de pitié de sa peine,  Que de bénir son mal, et d'adorer la chaîne  (Toute rude qu'elle est) qui le tient en prison,  Qui de sa cruauté me fera la raison,  Qui me pourra prêter le temps et l'industrie  De l'obliger d'avoir pitié de ma furie,  Pour sortir de son mal, d'entrer dedans le mien,  De faire l'un pour l'autre, avançant notre bien :  Que j'aime son malheur, à qui je dois mes larmes !  Que mon sort et le sien, tous cruels, ont de charmes !  Que son mal me plaira, quand je le souffrirai !  Au-devant des travaux la première j'irai,  J'irai ? Quoi ? Sur ce point encore je demeure ?  Non non, c'est déjà trop, s'il a souffert une heure :  Dormez-vous, mon amour, et ma fidélité ?  Sus, il faut le tirer de sa captivité ;  Je veux pour l'obliger, faire en sorte qu'il tienne  Sa liberté de moi, qui lui tendrai la mienne,  Et mon coeur, pour le prix de son dégagement,  Je veux même en perdant profiter sagement :  Que Vachles soit tué, Roseline captive,  Cela me touche peu, pourvu que l'autre vive,  Aristandre, pourvu que tu pusses aimer,  Je verrais sans regret le monde s'abîmer,  Je verrais… Mot ; voici qui me ferme la bouche ;  Je vais bien adoucir ce visage farouche.  Doncque toujours ainsi je vous verrai troublé ?  Le Prince arrive tout triste et tout en colère."")",0.0
-,"('#coryleon', 'Oui, tant que je serai de malheur accablé. ')",0.0
-,"('#cloriande', 'Mon Frère, voulez-vous ouïr une parole ? ')",0.0
-,"('#coryleon', ""J'en entendrai dix mille, et rien ne me console. "")",0.0
-,"('#cloriande', 'Que dedans vos tourments vous êtes obstiné ! ')",0.0
-,"('#coryleon', ""Comme un homme, de joie et d'honneur ruiné. "")",0.0
-,"('#cloriande', ""Je ne puis plus enfin ni feindre, ni me taire ;  Et dussé-je courir hasard de vous déplaire,  Je vous dirai, mon Frère, en pure vérité  Que vous rendrez le Ciel contre vous irrité,  Si vous tirez à vous de si loin l'infortune  Qu'il faille qu'hors de vous le sort vous importune :  Et bien, Vachles est mort, l'impudence et l'orgueil  Ont mis un Assassin dans un honteux cercueil ;  Est-ce là pour en perdre et l'honneur et la joie ?  C'est aimer ses douleurs qui si la les emploie. "")",0.0
-,"('#coryleon', ""Vous ne me touchez pas où la douleur me cuit ;  Il est vrai que ce mal encore me poursuit,  Que de l'Ambassadeur il faut que je réponde ;  Ma plaie est plus sanglante, hélas ! Plus je la sonde ;  Si je pense à ton sort, déplorable beauté,  Je trouve mon malheur dedans ma cruauté ;  Roseline ! Ah ! Ce nom dans ma bouche m'accuse. "")",0.0
-,"('#cloriande', ""Courage, nous l'aurons, il donne dans ma ruse.  Oui, ce nom vous reproche une infâme rigueur,  Ses larmes vous devraient entrer dedans le coeur,  Un soupir, de ses yeux une goutte versée  Amollirait une âme au carnage exercée :  L'innocente sans fin doit-elle ainsi gémir  Sous l'injure et les fers ? N'avez-vous pu vomir  Le fiel d'une colère (injuste reconnue)  Dans la honte mortelle où vous l'avez tenue ?  Ses vertus auraient pu porter à la pitié… "")",0.0
-,"('#coryleon', ""Un Tyran, je l'avoue, et même à l'amitié ;  J'aime son innocence, et je la veux détruire,  Ce Soleil m'éblouit à force de me luire ;  Je souffre tous les maux que je lui fis souffrir,  Ils blessent ma mémoire, et s'y viennent offrir ;  Qu'ils me pèsent au coeur, et qu'ils me chargent l'âme !  L'oserais-je plus voir ? Ô bourreau de ta femme !  Ah ! Qu'à ma volonté le temps pût revenir !  C'est assez du présent, je l'ai pour me punir ;  Çà, qu'on m'apprête ici poison, feu, fer, et peste ;  Il faut mourir, le jour ne m'est plus que funeste. "")",0.0
-,"('#cloriande', 'Au contraire, il faut vivre, et laisser le destin… ')",0.0
-,"('#coryleon', ""Le louer ? Lui, qui m'est si cruel, et mutin. "")",0.0
-,"('#cloriande', ""Lui, qui tout complaisant désormais vous présage,  Tous ces vents apaisés, un calme après l'orage,  Qui vous rendra ma Soeur, ainsi que je le crois,  Plus chère après l'épreuve et l'honneur de sa foi :  Il faut recommencer un nouvel Hyménée,  Qu'à ce jour la douleur s'en aille terminée,  Que la joie à son tour succède à nos ennuis,  Qu'un beau jour chasse enfin tant de fâcheuses nuits ;  Même il faut, pour laisser ainsi toute matière  De douleur, de discorde, et de peine en arrière,  Qu'Aristandre, qu'un sort ici tient arrêté,  Reprenne en cette paix l'air, et la liberté ;  Ravie injustement, doit-on pas la lui rendre ?  Quelle loi ne permet enfin de se défendre ?  Lui, pour des Assassins indignement souffrir ?  Il le faut délivrer, que rien ne puisse offrir  À nos yeux, du passé la sanglante mémoire,  Que de ces mauvais jours on enterre l'histoire,  Que tout désordre éteint, on rende à cette Cour,  (Ma Soeur y revenant,) son éclat et son jour. "")",0.0
-,"('#coryleon', ""Son jour ? Il ne se peut, je ne saurais lui rendre  Que par une autre nuit, seulement dans ma cendre  Ma faute se pourrait dignement effacer ;  Je ne la saurais voir, il n'y faut plus penser ;  Toutefois qu'on l'appelle ; il faut même à sa vue,  Pour guérir sa douleur, que la mienne me tue ;  Oui, faites-la venir, sa pitié jugera  Quel fut mon désespoir, quand il la vengera. "")",0.0
-,"('#cloriande', ""Non pas, mais pour rejoindre ensemble vos deux âmes,  Renouer de vos jours en une les deux trames ;  Je vais vous l'amener.  Que je travaille bien !  Pour le tien, cher Amant, je me sers de son bien.  Parlant bas, et s'en allant."")",0.0
