corneillep-melite,corneillep-melite-33,Score
"('#eraste', ""Dites : à n'aimer rien que la belle Mélite."")","('#eraste', ""Dites à n'aimer rien que la belle Mélite. "")",0.9802001714706421
"('#melite', ""Pour tant de vanité j'ai trop peu de mérite."")","('#melite', ""Pour tant de vanité j'ai trop peu de mérite."")",1.0
"('#eraste', 'En faut-il tant avoir pour ce nouveau venu ?')","('#eraste', 'En faut-il tant avoir pour ce nouveau venu ? ')",1.0000001192092896
"('#melite', 'Un peu plus que pour vous.')","('#melite', 'Un peu plus que pour vous. ')",0.9999998211860657
"('#eraste', ""De vrai, j'ai reconnu, Vous ayant pu servir deux ans, et davantage, Qu'il faut si peu que rien à toucher mon courage."")","('#eraste', ""De vrai, j'ai reconnu,  Vous ayant pu servir deux ans et davantage,  Qu'il faut si peu que rien à toucher mon courage. "")",0.9971457719802856
"('#melite', ""Encor si peu que c'est vous étant refusé, Présumez comme ailleurs vous serez méprisé."")","('#melite', ""Encor si peu que c'est vous étant refusé,  Présumez comme ailleurs vous serez méprisé. "")",1.0000001192092896
"('#eraste', ""Vos mépris ne sont pas de grande conséquence, Et ne vaudront jamais la peine que j'y pense ; Sachant qu'il vous voyait, je m'étais bien douté Que je ne serais plus que fort mal écouté."")","('#eraste', ""Vos mépris ne sont pas de grande conséquence,  Et ne vaudront jamais la peine que j'y pense,  Sachant qu'il vous voyait, je m'étais bien douté  Que je ne serais plus que fort mal écouté. "")",0.9934866428375244
"('#melite', ""Sans que mes actions de plus près j'examine, A la meilleure humeur je fais meilleure mine ; Et s'il m'osait tenir de semblables discours, Nous romprions ensemble avant qu'il fût deux jours."")","('#melite', ""Sans que mes actions de plus près j'examine,  À la meilleure humeur je fais meilleure mine,  Et s'il m'osait tenir de semblables discours,  Nous romprions ensemble avant qu'il fût deux jours. "")",0.9905496835708618
"('#eraste', ""Si chaque objet nouveau de même vous engage, Il changera bientôt d'humeur et de langage. Caressé maintenant aussitôt qu'aperçu Qu'aurait-il à se plaindre, étant si bien reçu ?"")","('#eraste', ""Si chaque objet nouveau de même vous engage,  Il ne tardera guère à changer de langage,  Caressé maintenant aussitôt qu'aperçu  Qu'aurait-il à se plaindre étant si bien reçu. "")",0.9396342039108276
"('#melite', ""Eraste, voyez-vous, trêve de jalousie ; Purgez votre cerveau de cette frénésie : Laissez en liberté mes inclinations. Qui vous a fait censeur de mes affections ? Est-ce à votre chagrin que j'en dois rendre conte ?"")","('#melite', ""Éraste, voyez-vous, trêve de jalousie,  Purgez votre cerveau de cette frénésie,  Laissez en liberté mes inclinations,  Qui vous a fait censeur de mes affections ?  Vraiment, c'et bien à vous que j'en dois rendre compte. "")",0.9417896270751953
"('#eraste', ""Non, mais j'ai malgré moi pour vous un peu de honte, De ce qu'on dit partout du trop de privauté Que déjà vous souffrez à sa témérité."")","('#eraste', ""Aussi j'ai seulement pour vous un peu de honte  Qu'on murmure partout du trop de privauté,  Que déjà vous souffrez à sa témérité. "")",0.8865907192230225
"('#melite', 'Ne soyez en souci que de ce qui vous touche.')","('#melite', 'Ne soyez en souci que de ce qui vous touche. ')",1.0000001192092896
"('#eraste', ""Le moyen, sans regret, de vous voir si farouche Aux légitimes voeux de tant de gens d'honneur, Et d'ailleurs si facile à ceux d'un suborneur ?"")","('#eraste', ""Le moyen sans regret de vous voir si farouche  Aux légitimes voeux de tant de gens d'honneur,  Et d'ailleurs si facile à ceux d'un suborneur ? "")",0.974699079990387
"('#melite', ""Ce n'est pas contre lui qu'il faut en ma présence Lâcher les traits jaloux de votre médisance. Adieu. Souvenez-vous que ces mots insensés L'avanceront chez moi plus que vous ne pensez."")","('#melite', ""Ce n'est pas contre lui qu'il faut en ma présence  Lâcher les traits jaloux de votre médisance.  Adieu, souvenez-vous que ces mots insensés  L'avanceront chez moi plus que vous ne pensez. "")",0.9894424080848694
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#eraste', ""C'est là donc ce qu'enfin me gardait ta malice ?  C'est ce que j'ai gagné par deux ans de service ?  C'est ainsi que mon feu s'étant trop abaissé  D'un outrageux mépris se voit récompensé ?  Tu me préfères donc un traître qui te flatte ?  Inconstante beauté, lâche, perfide, ingrate  De qui le choix brutal se porte au plus mal fait,  Tu l'estimes à faux, tu verras à l'effet  Par le peu de rapport que nous avons ensemble  Qu'un honnête homme et lui n'ont rien qui se ressemble.  Que dis-je, tu verras ? Il vaut autant que mort,  Ma valeur, mon dépit, ma flamme en sont d'accord,  Il suffit, les destins bandés à me déplaire  Ne l'arracheraient pas à ma juste colère.  Tu démordras parjure, et ta déloyauté  Maudira mille fois sa fatale beauté.  Si tu peux te résoudre à mourir en brave homme,  Dès demain un cartel, l'heure, et le lieu te nomme.  Insensé que je suis ! Hélas, où me réduit  Ce mouvement bouillant dont l'ardeur me séduit !  Quel transport déréglé ! Quelle étrange échappée !  Avec un affronteur mesurer mon épée !  C'est bien contre un brigand qu'il me faut hasarder,  Contre un traître qu'à peine on devrait regarder,  Lui faisant trop d'honneur moi-même je m'abuse,  C'est contre lui qu'il faut n'employer que la ruse :  Il fut toujours permis de tirer sa raison  D'une infidélité par une trahison :  Vis doncques déloyal, vis, mais en assurance  Que tout va désormais tromper ton espérance,  Que tes meilleurs amis s'armeront contre toi,  Et te rendront encor plus malheureux que moi.  J'en sais l'invention qu'un voisin de Mélite  Exécutera trop aussitôt que prescrite.  Pour n'être qu'un maraud, il est assez subtil. "")",0.9032316207885742
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#eraste', 'Holà ! Hau vieil ami. ')",1.0
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#cliton', 'Monsieur que vous plaît-il ? ')",1.0
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#eraste', 'Me voudrais-tu servir en quelque bonne affaire ? ')",1.0
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#cliton', ""Dans un empêchement fort extraordinaire  Je ne puis m'éloigner un seul moment d'ici. "")",1.0
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#eraste', ""Va tu n'y perdras rien, et d'avance voici  Une part des effets qui suivent mes paroles. "")",1.0
"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#cliton', 'Allons, malaisément gagne-t-on dix pistoles. ')",1.0
"('#tircis', ""Ma soeur, un mot d'avis sur un méchant sonnet Que je viens de brouiller dedans mon cabinet."")","('#tirsis', ""Ma soeur, un mot d'avis sur un méchant sonnet  Que je viens de brouiller dedans mon cabinet. "")",0.9999998807907104
"('#cloris', ""C'est à quelque beauté que ta muse l'adresse ?"")","('#cloris', ""C'est à quelque beauté que ta Muse l'adresse ? "")",0.9434263706207275
"('#tircis', ""En faveur d'un ami je flatte sa maîtresse. Vois si tu le connais, et si, parlant pour lui, J'ai su m'accommoder aux passions d'autrui. Après l'oeil de Mélite il n'est rien d'admirable... Sonnet"")","('#tirsis', ""En faveur d'un ami je flatte sa maîtresse,  Vois si tu le connais, et si parlant pour lui,  J'ai su m'accommoder aux passions d'autrui.  Après l'oeil de Mélite il n'est rien d'admirable.  SONNET."")",0.9747622609138489
"('#cloris', ""Ah ! Frère, il n'en faut plus."")","('#cloris', ""Ah frère, il n'en faut plus. "")",0.8578720092773438
"('#tircis', ""Tu n'es pas supportable De me rompre sitôt."")","('#tirsis', ""Tu n'es pas supportable  De me rompre sitôt. "")",0.9999998211860657
"('#cloris', ""C'était sans y penser ; Achève."")","('#cloris', ""C'était sans y penser,  Achève. "")",0.9507490992546082
"('#tircis', ""Tais-toi donc, je vais recommencer. Après l'oeil de Mélite il n'est rien d'admirable ; Il n'est rien de solide après ma loyauté. Mon feu, comme son teint, se rend incomparable ; Et je suis en amour ce qu'elle est en beauté. Quoi que puisse à mes sens offrir la nouveauté, Mon coeur à tous ses traits demeure invulnérable, Et bien qu'elle ait au sien la même cruauté, Ma foi pour ses rigueurs n'en est pas moins durable. C'est donc avec raison que mon extrême ardeur Trouve chez cette belle une extrême froideur, Et que sans être aimé je brûle pour Mélite : Car de ce que les dieux, nous envoyant au jour Donnèrent pour nous deux d'amour et de mérite, Elle a tout le mérite, et moi j'ai tout l'amour. Sonnet"")","('#tirsis', ""Tais-toi donc, je vais recommencer.  Après l'oeil de Mélite il n'est rien d'admirable,  Il n'est rien de solide après ma loyauté,  Mon feu comme son teint se rend incomparable,  Et je suis en amour, ce qu'elle est en beauté.  Quoi que puisse à mes sens offrir la nouveauté,  Mon coeur à tous ses traits demeure invulnérable :  Et bien qu'elle ait au sien la même cruauté,  Ma foi pour ses rigueurs n'en est pas moins durable.  C'est donc avec raison que mon extrême ardeur  Trouve chez cette belle une extrême froideur,  Et que sans être aimé je brûle pour Mélite :  Car de ce que les Dieux nous envoyant au jour  Donnèrent pour nous deux d'amour, et de mérite,  Elle a tout le mérite, et moi j'ai tout l'amour.  SONNET."")",0.9924968481063843
"('#cloris', ""Tu l'as fait pour Eraste ?"")","('#cloris', ""Tu l'as fait pour Éraste ? "")",0.7842602729797363
"('#tircis', ""Oui, j'ai dépeint sa flamme."")","('#tirsis', ""Oui, j'ai dépeint sa flamme. "")",1.0
"('#cloris', 'Comme tu la ressens peut-être dans ton âme ?')","('#cloris', 'Comme tu la ressens peut-être dans ton âme ? ')",0.9999999403953552
"('#tircis', ""Tu sais mieux qui je suis, et que ma libre humeur N'a de part en mes vers que celle de rimeur."")","('#tirsis', ""Tu sais mieux qui je suis, et que ma libre humeur  N'a de part en mes vers que celle de rimeur. "")",0.9999999403953552
"('#cloris', ""Pauvre frère, vois-tu, ton silence t'abuse, De la langue ou des yeux, n'importe qui t'accuse : Les tiens m'avaient bien dit malgré toi que ton coeur Soupirait sous les lois de quelque objet vainqueur, Mais j'ignorais encore qui tenait ta franchise, Et le nom de Mélite a causé ma surprise Sitôt qu'au premier vers ton sonnet m'a fait voir Ce que depuis huit jours je brûlais de savoir."")","('#cloris', ""Pauvre frère, vois-tu, ton silence t'abuse, De la langue, ou des yeux, n'importe qui t'accuse,  Les tiens m'avaient bien dit, malgré toi que ton coeur  Soupirait sous les lois de quelque objet vainqueur,  Mais j'ignorais encore qui tenait ta franchise,  Et le nom de Mélite a causé ma surprise  Sitôt qu'au premier vers ton sonnet m'a fait voir  Ce que depuis huit jours je brûlais de savoir. "")",0.9962337017059326
"('#tircis', ""Tu crois donc que j'en tiens ?"")","('#tirsis', ""Tu crois donc que j'en tiens ? "")",0.9999997615814209
"('#cloris', 'Fort avant.')","('#cloris', 'Fort avant. ')",1.0
"('#tircis', 'Pour Mélite ?')","('#tirsis', 'Pour Mélite ? ')",1.000000238418579
"('#cloris', ""Pour Mélite, et, de plus que ta flamme n'excite Au coeur de cette belle aucun embrasement."")","('#cloris', ""Pour Mélite, et de plus que ta flamme n'excite  Dedans cette maîtresse aucun embrasement. "")",0.9279475808143616
"('#tircis', ""Qui t'en a tant appris ? Mon sonnet ?"")","('#tirsis', ""Qui t'en a tant appris ? Mon Sonnet ? "")",0.9549989700317383
"('#cloris', 'Justement.')","('#cloris', 'Justement. ')",0.9999998807907104
"('#tircis', ""Et c'est ce qui te trompe avec tes conjectures, Et par où ta finesse a mal pris ses mesures. Un visage jamais ne m'aurait arrêté S'il fallait que l'amour fût tout de mon côté. Ma rime seulement est un portrait fidèle De ce qu'Eraste souffre en servant cette belle ; Mais quand je l'entretiens de mon affection, J'en ai toujours assez de satisfaction."")","('#tirsis', ""Et c'est ce qui te trompe avec tes conjectures,  Et par où ta finesse a mal pris ses mesures,  Un visage jamais ne m'aurait arrêté  S'il fallait que l'amour fût tout de mon côté.  Ma rime seulement est un portrait fidèle  De ce qu'Éraste souffre en servant cette belle  Mais quand je l'entretiens de mon affection  J'en ai toujours assez de satisfaction. "")",0.9793375730514526
"('#cloris', 'Montre, si tu dis vrai, quelque peu plus de joie, Et rends-toi moins rêveur, afin que je te croie.')","('#cloris', 'Montre, si tu dis vrai, quelque peu plus de joie,  Et rends-toi moins rêveur afin que je te croie. ')",0.9965094923973083
"('#tircis', ""Je rêve, et mon esprit ne s'en peut exempter ; Car sitôt que je viens à me représenter Qu'une vieille amitié de mon amour s'irrite, Qu'Eraste s'en offense, et s'oppose à Mélite, Tantôt je suis ami, tantôt je suis rival, Et, toujours balancé d'un contrepoids égal, J'ai honte de me voir insensible, ou perfide. Si l'amour m'enhardit, l'amitié m'intimide, Entre ces mouvements mon esprit partagé Ne sait duquel des deux il doit prendre congé."")","('#tirsis', ""Je rêve, et mon esprit ne s'en peut exempter,  Car sitôt que je viens à me représenter,  Qu'une vieille amitié de mon amour s'irrite,  Qu'Éraste m'en retire, et s'oppose à Mélite,  Tantôt je suis ami, tantôt je suis rival,  Et toujours balancé d'un contrepoids égal  J'ai honte de me voir insensible, ou perfide,  Si l'amour m'enhardit, l'amitié m'intimide,  Entre ces mouvements mon esprit partagé  Ne sait duquel des deux il doit prendre congé. "")",0.9730362892150879
"('#cloris', ""Voilà bien des détours pour dire, au bout du compte Que c'est contre ton gré que l'amour te surmonte ; Tu présumes par là me le persuader, Mais ce n'est pas ainsi qu'on m'en donne à garder. À la mode du temps, quand nous servons quelqu'autre, C'est seulement alors qu'il n'y va rien du nôtre, Chacun en son affaire est son meilleur ami, Et tout autre intérêt ne touche qu'à demi."")","('#cloris', ""Voilà bien des détours pour dire, au bout du compte  Que c'est contre ton gré que l'amour te surmonte ;  Tu présumes par là me le persuader,  Mais ce n'est pas ainsi qu'on m'en baille à garder,  À la mode du temps, quand nous servons quelque autre,  C'est seulement alors qu'il n'y va rien du nôtre,  Un chacun à soi-même est son meilleur ami  Et tout autre intérêt ne touche qu'à demi. "")",0.978974461555481
"('#tircis', ""Que du foudre à tes yeux j'éprouve la furie, Si rien que ce rival cause ma rêverie."")","('#tirsis', ""Que du foudre à tes yeux j'éprouve la furie,  Si rien que ce rival cause ma rêverie. "")",1.0000001192092896
"('#cloris', ""C'est donc assurément son bien qui t'est suspect, Son bien te fait rêver, et non pas son respect Et, toute amitié bas, tu crains que sa richesse En dépit de tes feux n'obtienne ta maîtresse."")","('#cloris', ""C'est donc assurément son bien qui t'est suspect,  Son bien te fait rêver, et non pas son respect,  Et toute amitié bas, tu crains que sa richesse  En dépit de tes feux n'emporte ta maîtresse. "")",0.960878849029541
"('#tircis', 'Tu devines, ma soeur ; cela me fait mourir.')","('#tirsis', 'Tu devines, ma soeur, cela me fait mourir. ')",0.9811462163925171
"('#cloris', 'Ce sont vaines frayeurs dont je veux te guérir. Depuis quand ton Eraste en tient-il pour Mélite ?')","('#cloris', 'Vaine frayeur pourtant dont je veux te guérir. ')",0.6436505317687988
"('#cloris', 'Ce sont vaines frayeurs dont je veux te guérir. Depuis quand ton Eraste en tient-il pour Mélite ?')","('#tirsis', ""M'en guérir ! "")",1.0
"('#cloris', 'Ce sont vaines frayeurs dont je veux te guérir. Depuis quand ton Eraste en tient-il pour Mélite ?')","('#cloris', 'Laisse faire, Éraste sert Mélite,  Non pas ? Mais depuis quand ? ')",1.0
"('#tircis', 'Il rend depuis deux ans hommage à son mérite.')","('#tirsis', ""Depuis qu'il la visite  Deux ans se sont passés. "")",0.3612343668937683
"('#cloris', ""Mais dit-il les grands mots ? Parle-t-il d'épouser ?"")","('#cloris', ""Mais dedans ses discours  Parle-t-il d'épouser ? "")",0.9084960222244263
"('#tircis', 'Presque à chaque moment.')","('#tirsis', 'Oui presque tous les jours. ')",0.5025209188461304
"('#cloris', ""Laisse-le donc jaser. Ce malheureux amant ne vaut pas qu'on le craigne. Quelque riche qu'il soit, Mélite le dédaigne : Puisqu'on voit sans effet deux ans d'affection, Tu ne dois plus douter de son aversion. Le temps ne la rendra que plus grande et plus forte, On prend soudain au mot les hommes de sa sorte, Et sans rien hasarder à la moindre longueur On leur donne la main dès qu'ils offrent le coeur."")","('#cloris', ""Donc sans l'appréhender poursuis ton entreprise,  Avecque tout son bien Mélite le méprise,  Puisqu'on voit sans effet deux ans d'affection,  Tu ne dois plus douter de son aversion,  Le temps ne la rendra que plus grande et plus forte,  On prend au premier bond les hommes de sa sorte,  De crainte qu'à la longue ils n'éteignent leur feu. "")",0.8534470796585083
"('#cloris', ""Laisse-le donc jaser. Ce malheureux amant ne vaut pas qu'on le craigne. Quelque riche qu'il soit, Mélite le dédaigne : Puisqu'on voit sans effet deux ans d'affection, Tu ne dois plus douter de son aversion. Le temps ne la rendra que plus grande et plus forte, On prend soudain au mot les hommes de sa sorte, Et sans rien hasarder à la moindre longueur On leur donne la main dès qu'ils offrent le coeur."")","('#tirsis', 'Mais il faut redouter une mère. ')",1.0
"('#cloris', ""Laisse-le donc jaser. Ce malheureux amant ne vaut pas qu'on le craigne. Quelque riche qu'il soit, Mélite le dédaigne : Puisqu'on voit sans effet deux ans d'affection, Tu ne dois plus douter de son aversion. Le temps ne la rendra que plus grande et plus forte, On prend soudain au mot les hommes de sa sorte, Et sans rien hasarder à la moindre longueur On leur donne la main dès qu'ils offrent le coeur."")","('#cloris', 'Aussi peu. ')",1.0
"('#tircis', 'Sa mère peut agir de puissance absolue.')","('#tirsis', 'Sa puissance pourtant sur elle est absolue. ')",0.6077021360397339
"('#cloris', ""Crois que déjà l'affaire en serait résolue, Et qu'il aurait déjà de quoi se contenter Si sa mère était femme à la violenter."")","('#cloris', ""Oui mais déjà l'affaire en serait résolue  Et ton rival aurait de quoi se contenter  Si sa mère était femme à la violenter. "")",0.8540273308753967
"('#tircis', ""Ma crainte diminue, et ma douleur s'apaise, Mais si je t'abandonne, excuse mon trop d'aise, Avec cette lumière et ma dextérité J'en veux aller savoir toute la vérité. Adieu."")","('#tirsis', ""Pour de si bons avis il faut que je te baise,  Mais si je t'abandonne excuse mon trop d'aise,  Avec cette lumière et ma dextérité  J'en veux aller savoir toute la vérité.  Adieu. "")",0.8077642321586609
"('#cloris', ""Moi, je m'en vais paisiblement attendre Le retour désiré du paresseux Philandre. Un moment de froideur lui fera souvenir Qu'il faut une autre fois tarder moins à venir."")","('#cloris', ""Moi, je m'en vais dans le logis attendre  Le retour désiré du paresseux Philandre,  Un baiser refusé lui fera souvenir  Qu'il faut une autre fois tarder moins à venir. "")",0.8985378742218018
"('#eraste', ""Va-t'en chercher Philandre, et dis-lui que Mélite A dedans ce billet sa passion décrite, Dis-lui que sa pudeur ne saurait plus cacher Un feu qui la consume et qu'elle tient si cher, Mais prends garde surtout à bien jouer ton rôle, Remarque sa couleur, son maintien, sa parole, Vois si dans la lecture un peu d'émotion Ne te montrera rien de son intention."")","('#eraste', ""Cours vite chez Philandre, et dis-lui que Mélite  A dedans ce papier sa passion décrite,  Dis-lui que sa pudeur ne saurait plus cacher  Un feu qui la consomme, et qu'elle tient si cher :  Mais prends garde surtout à bien jouer ton rôle,  Remarque sa couleur, son maintien, sa parole,  Vois si dans la lecture un peu d'émotion  Ne te montrera rien de son intention.  Il baille une lettre à Cliton."")",0.9658263325691223
"('#cliton', 'Cela vaut fait, Monsieur.')","('#cliton', 'Cela vaut fait, Monsieur. ')",1.0000001192092896
"('#eraste', ""Mais, après ce message Sache avec tant d'adresse ébranler son courage, Que tu viennes à bout de sa fidélité."")","('#eraste', 'Mais avec ton message  Tâche si dextrement de tourner son courage  Que tu viennes à bout de sa fidélité. ')",0.8137295246124268
"('#cliton', ""Monsieur, reposez-vous sur ma subtilité, Il faudra malgré lui qu'il donne dans le piège, Ma tête sur ce point vous servira de pleige, Mais aussi vous savez..."")","('#cliton', ""Monsieur, reposez-vous sur ma subtilité  Il faudra malgré lui qu'il donne dans le piège,  Ma tête sur ce point vous servira de pleige  Mais aussi, vous savez [... ]"")",0.9727523326873779
"('#eraste', ""Oui, va, sois diligent. Ces âmes du commun n'ont pour but que l'argent, Et je n'ai que trop vu par mon expérience... Mais tu reviens bientôt ?"")","('#eraste', ""Oui, va, sois diligent,  Ces âmes du commun font tout pour de l'argent  Et sans prendre intérêt au dessein de personne  Leur service, et leur foi sont à qui plus leur donne,  Quand ils sont éblouis de ce traître métal  Ils ne distinguent plus le bien d'avec le mal,  Le seul espoir du gain règle leur conscience,  Mais tu reviens bientôt, est-ce fait ?  Cliton rentre.  Cliton ressort brusquement. "")",0.7638477683067322
"('#cliton', ""Donnez-vous patience, Monsieur, il ne nous faut qu'un moment de loisir, Et vous pourrez vous-même en avoir le plaisir."")","('#cliton', ""Patience,  Monsieur, en vous donnant un moment de loisir  Il ne tiendra qu'à vous d'en avoir le plaisir."")",0.8391258716583252
"('#eraste', 'Comment ?')","('#eraste', 'Comment ? ')",1.0000001192092896
