moliere-amants-magnifiques,quinault-fetes-amour-bacchus,Score
"('#eriphile', ""Mais c'est ce que la Princesse ma mère attend de vous."")",-,0.0
"('#sostrate', ""Ne lui ai-je pas dit aussi que je m'acquitterais mal de cette commission ?"")",-,0.0
"('#eriphile', ""Ô çà, Sostrate, les gens comme vous ont toujours les yeux pénétrants ; et je pense qu'il ne doit y avoir guère de choses qui échappent aux vôtres.  N'ont-ils pu découvrir, vos yeux, ce dont tout le monde est en peine, et ne vous ont-ils point donné quelques petites lumières du penchant de mon coeur ?  Vous voyez les soins qu'on me rend, l'empressement qu'on me témoigne : quel est celui de ces deux Princes que vous croyez que je regarde d'un oeil plus doux ?"")",-,0.0
"('#sostrate', ""Les doutes que l'on forme sur ces sortes de choses ne sont réglés d'ordinaire que par les intérêts qu'on prend."")",-,0.0
"('#eriphile', ""Pour qui, Sostrate, pencheriez-vous des deux ?  Quel est celui, dites-moi, que vous souhaiteriez que j'épousasse ?"")",-,0.0
"('#sostrate', 'Ah !  Madame, ce ne seront pas mes souhaits, mais votre inclination qui décidera de la chose.')",-,0.0
"('#eriphile', 'Mais si je me conseillais à vous pour ce choix ?')",-,0.0
"('#sostrate', 'Si vous vous conseilliez à moi, je serais fort embarrassé.')",-,0.0
"('#eriphile', 'Vous ne pourriez pas dire qui des deux vous semble plus digne de cette préférence ?')",-,0.0
"('#sostrate', ""Si l'on s'en rapporte à mes yeux, il n'y aura personne qui soit digne de cet honneur.  Tous les princes du monde seront trop peu de chose pour aspirer à vous ; les Dieux seuls y pourront prétendre, et vous ne souffrirez des hommes que l'encens et les sacrifices."")",-,0.0
"('#eriphile', ""Cela est obligeant, et vous êtes de mes amis.  Mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination, quel est celui que vous mettez le plus au rang de vos amis."")",-,0.0
"('#chorebe', 'Madame, voilà la Princesse qui vient vous prendre ici, pour aller au bois de Diane.')",-,0.0
"('#sostrate', 'Hélas !  Petit garçon, que tu es venu à propos.')",-,0.0
"('#aristione', 'On vous a demandée, ma Fille, et il y a des gens que votre absence chagrine fort.')",-,0.0
"('#eriphile', ""Je pense, Madame, qu'on m'a demandée par compliment, et on ne s'inquiète pas tant qu'on vous dit."")",-,0.0
"('#aristione', ""On enchaîne pour nous ici tant de divertissements les uns aux autres, que toutes nos heures sont retenues, et nous n'avons aucun moment à perdre, si nous voulons les goûter tous.  Entrons vite dans le bois, et voyons ce qui nous y attend ; ce lieu est le plus beau du monde, prenons vite nos places."")",-,0.0
-,"('#le-choeur', ""À moi, Monsieur, à moi de grâce, à moi Monsieur, Un livre, s'il vous plaît, à votre serviteur."")",0.0
-,"('#homme-du-bel-air', 'Monsieur, distinguez nous parmi les gens qui crient, Quelques livres ici, les Dames vous en prient.')",0.0
-,"('#autre-homme-du-bel-air', ""Hola, Monsieur, Monsieur, ayez la charité  D'en jeter de nôtre côté."")",0.0
-,"('#femme-du-bel-air', ""Mon_Dieu ! Qu'aux personnes bien faites On sait peu rendre honeur céans ?"")",0.0
-,"('#autre-femme-du-bel-air', ""Ils n'ont des livres et des bancs Que pour Mesdames les Grisettes."")",0.0
-,"('#le-gascon', ""Aho ! L'homme aux libres, qu'on m'en baille, J'ai déjà le poumon usé, Bous boyez que chacun mé raille, Et je fuis escandalisé De boir és mains de la canaille Ce qui m'est par bous refusé."")",0.0
-,"('#autre-gascon', ""Eh, cadedis, Monseu, boyez qui l'on peut être, Un livret, je bous prie, au Baron Dasbarat ; Je pense, mordi, que le fat N'a pas l'honneur dé mé connaître."")",0.0
-,"('#le-suisse', ""Monsieur le donneur de papieir, Que veul dir sty façon de fifre ? Moi l'écorchair tout mon gozieir A crieir,  Sans que je pouvre afoir ein lifre: Pardi, mon foi, Monsieur, je pense sous l'être ifre. Le Donneur de livres fatigué par les quatre importuns, se retire en colère."")",0.0
-,"('#vieux-bourgeois-babillard', ""De tout ceci franc et net, Je suis mal satisfait, Et cela sans doute est laid. Que notre fille  Si bien faite et si gentille De tant d'amoureux l'objet, N'ait pas à son souhait Un livre de Ballet Pour lire le sujet Du divertissement qu'on fait, Et que toute notre famille Si proprement s'habille, Pour être placée au sommet De la Salle, où l'on met  Les gens de l'entriguet. De tout ceci franc et net Je suis mal satisfait, Et cela sans doute est laid."")",0.0
-,"('#vieille-bourgeois-babillarde', ""Il est vrai que c'est une honte, Le sang au visage me monte. Et ce jetteur de vers qui manquent au capital L'entends fort mal, C'est un brutal. Un vrai cheval, Franc animal, De faire si peu de Comte D'une fille qui fait l'ornement principal Du quartier du Palais-Royal, Et que ces jours passés un Comte Fut prendre la première au bal. Il l'entend mal, C'est un brutal, Un vrai cheval Franc animal."")",0.0
-,"('#hommes-du-bel-air #femmes-du-bel-air', ""Ah quel bruit !  Quel fracas ! Que cahos ! Quel mélange ! Quelle confusion ! Quelle cohue étrange ! Quel désordre !  Quel embarras ! On y sèche, L'on y tient pas."")",0.0
-,"('#le-gascon', 'Bentre, je fuis à bout.')",0.0
-,"('#autre-gascon', ""J'enrage, Dieu me damne."")",0.0
-,"('#le-suisse', 'Ah que lui faire foif dans sty fal de cians.')",0.0
-,"('#le-gascon', 'Je murs.')",0.0
-,"('#autre-gascon', 'Je perds la tramontane.')",0.0
-,"('#le-suisse', 'Mon foi, moi le foudrais être hors de dedans.')",0.0
-,"('#vieux-bourgeois-babillard', ""Allons, ma vie, Suivez mes pas, Je vous en prie,  Et ne me quittez pas ;  On fait de nous trop peu de cas,  Et je fuis las De ce tracas; Tout ce fatras, Cet embarras, Me pèse pas trop sur les bras ; S'il me prend jamais envie De retourner de ma vie À Ballet ni Comédie, Je veux bien qu'on m'estropie. Allons, ma mie, Suivez mes pas,\t Je vous en prie, Et ne me quittez pas, On fait de nous trop peu de cas."")",0.0
-,"('#vieille-bourgeois-babillarde', ""Allons, mon Mignon, mon fils, Regagnons notre logis, Et sortons de ce taudis Où l'on ne peut être assis ; Ils seront bien ébaubis? Quand ils nous verront partis / Trop de confusion règne dans cette salle, Et j'aimerais mieux être au milieu de la Halle : Si jamais je reviens à semblable régale, Je veux bien recevoir des soufflets plus de six. Allons, mon mignon, mon fils, Regagnons notre logis, Et sortons de ce taudis, Où l'on ne peut être assis. Le Donneur de livres revient avec les quatre imprimeurs qui l'ont suivi, ce qui oblige encore ceux qui sont placés dans les balcons de s'écrier."")",0.0
-,"('#tous-ensemble', ""À moi, Monsieur, à moi de grâce, à moi, Monsieur, Un livre, s'il vous plaît à votre serviteur."")",0.0
-,"('#polymnie', ""Élevez vos concerts Au dessus du chant ordinaire ; Songez que vous avez à plaire Au plus grand ROI de l'Univers. Le grand titre de Roi n'est que sa moindre gloire, Il est encor plus grand par les travaux guerriers ; Et sa propre valeur a cueilli les lauriers Dont il est couronné des mains de la Victoire. Suivez la noble ardeur  Qu'il vous inspire ; Tout ce qu'on voit dans son Empire Se doit sentir de sa grandeur. Melpomène qui préside à la tragédie et Euterpe qui a inventé l'Harmonie pastorale s'avancent sur deux nuages. Melpomène paraît au milieu de plusieurs trophées d'armes ; et Euterpe environnée de festons et de couronnes de fleurs. Elles sont précédées de deux symphonies opposées, dont l'une est très forte, et l'autre extrêmement douce, et qui forment une espèce de combat, tandis que les deux muses viennent se placer aux deux côtés de Polymnie pour la prier d'embellir les divertissements qu'elles veulent préparer."")",0.0
-,"('#melpomene', 'Joignez à mes chants magnifiques, La pompe de vos ornements.')",0.0
-,"('#euterpe', 'Joignez à mes concerts rustiques, Vos agréments Les plus charmants.')",0.0
-,"('#melpomene', ""Votre secours m'est nécessaire, Je cherche à divertir le plus Auguste Roi Qui méritât jamais de tenir sous sa loi Tout ce que le Soleil éclaire."")",0.0
-,"('#melpomene #euterpe', ""C'est à moi, c'est à moi, De prétendre à lui plaire,"")",0.0
-,"('#melpomene', ""C'est moi dont la voix éclatante A droit de célébrer les exploits les plus grands, Les nobles récits que je chante Sont les plus dignes jeux des fameux conquérants."")",0.0
-,"('#euterpe', ""C'est un doux amusement Que d'aimables chansonnettes ; Les douceurs n'en sont pas faites Pour les bergers seulement. Les tendres chansonnettes Que l'on chante à l'ombre des bois Sur les Musettes, Ne sont pas quelques fois Des jeux indignes des grands Rois."")",0.0
-,"('#polymnie', ""Il faut entre mes soeurs que mon soin se partage : Préparez tour à tour vos plus aimables jeux ; Pour vous accorder, je m'engage À vous seconder toutes deux."")",0.0
-,"('#euterpe', 'Commencez de répondre à mon impatience.')",0.0
-,"('#melpomene', ""Vos premiers soins sont dûs à ce que j'entreprends."")",0.0
-,"('#polymnie', ""Terminez tous vos différents. Souffrez qu'en sa faveur aujourd'hui je commence, Je réserve pour vous mes travaux les plus grands. Polymnie dit ces deux vers à Melpomène."")",0.0
-,"('#les-trois-muses', ""Que notre accord est doux ! Que tout ce qui nous fuit s'accorde comme nous."")",0.0
-,"('#les-trois-muses', 'Joignons nos soins et nos voix Pour plaire au plus grand des Rois.')",0.0
-,"('#choeurs', 'Joignons nos soins et nos voix Pour plaire au plus grand des Rois.')",0.0
-,"('#melpomene', 'Chantons la gloire de ses armes.')",0.0
-,"('#un-choeur', 'Chantons la gloire de ses armes.')",0.0
-,"('#euterpe', 'Chantons la douceur de ses lois.')",0.0
-,"('#un-choeur', 'Chantons la douceur de ses lois.')",0.0
-,"('#polymnie', 'Faisons tout retentir du bruit de ses exploits.')",0.0
-,"('#tous-les-choeurs', 'Chantons la gloire de ses armes.')",0.0
-,"('#melpomene', 'Formons des concerts pleins de charmes.')",0.0
-,"('#euterpe', ""Faisons entendre nos hautbois. Les hautbois et les musettes répondent et cependant les héros et les pâtres rentrent sur le théâtre avec les ouvriers qui apportent des ornements qu'ils ont faits pour servir la pièce qui va commencer, et autour desquels les héros et les pâtres dansent, tandis que le smuses et tous les choeurs continuent leurs chants. Ce qui forme un jeu concerté des Muses qui chantent dans leurs machines au milieu des nuages, de la troupe qui leur répond, placée dans les balcons, et des héros, pâtres, et ouvriers, qui dansent sur le théâtre."")",0.0
-,"('#tous-ensemble', 'Faisons tout retentir du bruit de ses exploits.')",0.0
-,"('#polymnie', 'Préparons des fêtes nouvelles')",0.0
-,"('#melpomene', 'Que nos chansons soient immortelles.')",0.0
-,"('#euterpe', 'Que nos airs soient doux et touchants.')",0.0
-,"('#tous-ensemble', 'Mêlons aux plus aimables chants Les danses les plus belles. Joignons nos soins et nos voix. Pour plaire au plus grand des rois.')",0.0
"('#tircis', ""Vous chantez sous ces feuillages, Doux rossignols pleins d'amour, Et de vos tendres ramages Vous réveillez tour à tour Les échos de ces bocages : Hélas ! Petits oiseaux, hélas ! Si vous aviez mes maux, vous ne chanteriez pas."")","('#tircis', ""Vous chantez sous ces feuillages,  Doux rossignols pleins d'amour, Et de nos tendres ramages, Vous réveillez tour à tour Les échos de ces boccages : Hélas ! Petits oiseaux, hélas ! Si vous aviez mes maux vous ne chanteriez pas."")",0.9895589351654053
"('#lycaste', 'Hé quoi toujours languissant, sombre, et triste ?')","('#licaste', 'Hé quoi, toujours languissant, sombre et triste ?')",0.9726366996765137
"('#menandre', 'Hé quoi ! Toujours aux pleurs abandonné ?')","('#menandre', 'Hé quoi, toujours aux pleurs abandonné ?')",0.9722570776939392
"('#tircis', 'Toujours adorant Caliste, Et toujours infortuné.')","('#tircis', 'Toujours adorant Caliste, Et toujours infortuné.')",0.9999999403953552
"('#lycaste', ""Dompte, dompte, Berger, l'ennui qui te possède."")","('#licaste', ""Dompte, dompte, Berger, l'ennui qui te possède."")",0.9999998211860657
"('#tircis', 'Eh le moyen, hélas !')","('#tircis', 'Et le moyen, hélas !')",0.9935453534126282
"('#menandre', 'Fais, fais-toi quelque effort.')","('#menandre', 'Fais, Fais-toi quelque effort.')",0.9861879348754883
"('#tircis', 'Eh ! Le moyen, hélas ! Quand le mal est trop fort ?')","('#tircis', 'Eh le moyen, hélas ! Quand le mal est si fort ?')",0.941530704498291
"('#lycaste', 'Ce mal trouvera son remède.')","('#licaste', 'Ce mal trouvera son remède.')",0.9999998807907104
"('#tircis', ""Je ne guérirai qu'à ma mort."")","('#tircis', ""Je ne guérirai qu'à ma mort."")",1.000000238418579
"('#lycaste #menandre', 'Ah Tircis !')","('#licastre #menandre', 'Ah, Tircis !')",0.964810848236084
"('#tircis', 'Ah Bergers !')","('#tircis', 'Ah, Bergers !')",0.9680819511413574
"('#lycaste #menandre', ""Prends sur toi plus d'empire."")","('#caliste #menandre', ""Prends sur toi plus d'empire."")",1.0000001192092896
"('#tircis', 'Rien ne me peut secourir.')","('#tircis', 'Rien ne me peut plus secourir;')",0.9282926917076111
"('#lycaste #menandre', ""C'est trop, c'est trop céder."")","('#caliste #menandre', ""C'est trop, c'est trop céder."")",1.0000003576278687
"('#tircis', ""C'est trop, c'est trop souffrir."")","('#tircis', ""C'est trop, c'est trop souffrir."")",0.9999997615814209
"('#lycaste #menandre', 'Quelle faiblesse !')","('#caliste #menandre', 'Quelle faiblesse !')",0.9999997615814209
"('#tircis', 'Quel martyre !')","('#tircis', 'Quel martyre !')",1.0
"('#lycaste #menandre', 'Il faut prendre courage.')","('#caliste #menandre', 'Il faut prendre courage.')",1.000000238418579
"('#tircis', 'Il faut plutôt mourir.')","('#tircis', 'Il faut plutôt mourir')",0.9595932364463806
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#licaste', ""Il n'est point de bergère Si froide et si sévère, Dont la pressante ardeur D'un coeur qui persévère, Ne vainque la froideur. Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")",0.851630687713623
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#tircis', ""Je le vois, la cruelle, Qui porte ici ses pas, Gardons d'être vu d'elle, L'ingrate, hélas! N'y viendrait pas."")",1.0
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#climene', ""Viens dans notre village : Voici le jour Qu'on doit célébrer la fête de L'Amour, Que cherches-tu dans ce boccage ?"")",1.0
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#caliste', ""Je cherche le repos, le silence, et l'ombrage."")",1.0
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#climene', ""Tu devrais bien plutôt songer À t'engager. Eh Que peut faire  Une bergère  Sans un berger ?"")",1.0
"('#lycaste', ""Il n'est point de bergère Si froide, et si sévère, Dont la pressante ardeur D'un coeur qui persévère Ne vainque la froideur."")","('#caliste', ""Ton malheur doit me rendre sage : Tu n'as choisi qu'un inconstant."")",1.0
"('#menandre', ""Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")","('#climene', ""Si mon berger devient volage, Il m'est permis d'en faire autant. On goûte la douceur d'une amour éternelle, Quand on fait l'heureux choix d'un fidèle berger, Et quand on aime un infidèle, L'on a le plaisir de changer. Quoi ! L'amour de Tircis ne t'a point attendrie ? Lorsqu'on en veut parler, tu n'écoutes jamais ? Ne rêve plus où je m'en vais."")",0.44051608443260193
"('#menandre', ""Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")","('#caliste', 'Laisse-moi dans la rêverie. Ah ! Que sous ce feuillage épais Il est doux de rêver en paix !')",1.0
"('#tircis', ""Je la vois, la cruelle, Qui porte ici ses pas, Gardons d'être vu d'elle, L'ingrate, hélas ! N'y viendrait pas."")","('#climene', ""Je n'entre point dans un mystère Que tu veux réserver : Mais un coeur sans affaire Ne donne point tant à rêver."")",0.3725678324699402
"('#caliste', ""Ah que sur notre coeur La sévère loi de l'honneur Prend un cruel empire ! Je ne fais voir que rigueurs pour Tircis, Et cependant sensible à ces cuisants soucis, De sa langueur en secret je soupire, Et voudrais bien soulager son martyre, C'est à vous seuls que je le dis, Arbres, n'allez pas le redire. Puisque le ciel a voulu nous former Avec un coeur qu'Amour peut enflammer, Quelle rigueur impitoyable Contre des traits si doux nous force à nous armer, Et pourquoi, sans être blâmable Ne peut-on pas aimer Ce que l'on trouve aimable ? Hélas ! Que vous êtes heureux, Innocents animaux, de vivre sans contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux : Hélas ! Petits oiseaux, que vous êtes heureux De ne sentir nulle contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux. Mais le sommeil sur ma paupière Verse de ses pavots l'agréable fraîcheur, Donnons-nous à lui toute entière, Nous n'avons point de loi sévère Qui défende à nos sens d'en goûter la douceur."")","('#caliste', ""Ah ! Que sur notre coeur La sévère loi de l'honneur Prend un cruel empire ! Je ne fais voir que rigueurs pour Tircis, Et cependant sensible à ses cuisants soucis. De sa langueur en secret je soupire, Et voudrais bien soulager son martyre ; C'est à vous seuls que je le dis, Arbres, n'allez pas le redire. Puisque le Ciel a voulu nous former Avec un coeur qu'Amour peut enflammer, Quelle rigueur impitoyable Contre des traits si doux nous force à nous armer ? Et pourquoi sans être blâmable Ne peut-on pas aimer Ce que l'on trouve aimable ? Hélas ! Petits oiseaux, que vous êtes heureux De ne sentir nulle contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux ! Mais le sommeil sur ma paupière Verse de ses pavots l'agréable fraîcheur, Donnons-nous à lui toute entière, Nous n'ayons point de loi sévère Qui défende à nos sens d'en goûter la douceur. La bergère Caliste s'endort sur un gazon."")",0.9917845129966736
"('#tircis', 'Vers ma belle ennemie Portons sans bruit nos pas, Et ne réveillons pas Sa rigueur endormie.')","('#tircis', 'Vers ma belle ennemie Portons sans bruit nos pas, Et nous réveillons pas Sa rigueur endormie.')",0.9649863839149475
"('#tircis #lycaste #menandre', 'Dormez, dormez, beaux yeux, adorables vainqueurs, Et goûtez le repos que vous ôtez aux coeurs ; Dormez, dormez, beaux yeux.')","('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.951839029788971
"('#tircis', ""Silence, petits oiseaux, Vents, n'agitez nulle chose, Coulez doucement ruisseaux, C'est Caliste qui repose."")","('#tircis', ""Silence, petits oiseaux, Vents n'agitez nulle chose . Coulez doucement ruisseaux, C'est Caliste qui repose."")",0.9920153021812439
"('#tircis #lycaste #menandre', 'Dormez, dormez, beaux yeux, adorables vainqueurs, Et goûtez le repos que vous ôtez aux coeurs ; Dormez, dormez, beaux yeux.')","('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.951839029788971
"('#caliste', 'Ah Quelle peine extrême ! Suivre partout mes pas.')","('#caliste', 'Ah ! Quelle peine extrême ! Suivre partout mes pas ?')",0.9200292825698853
"('#tircis', ""Que voulez-vous qu'on suive, hélas ! Que ce qu'on aime ?"")","('#tircis', ""Que vouslez-vous qu'on suive, hélas! Que ce qu'on aime."")",0.9176908135414124
"('#caliste', 'Berger, que voulez-vous ?')","('#caliste', 'Berger, que voulez-vous ?')",1.0
"('#tircis', 'Mourir, belle Bergère, Mourir à vos genoux, Et finir ma misère, Puisque en vain à vos pieds on me voit soupirer, Il y faut expirer.')","('#tircis', ""Mourir belle bergère,  Mourir à vos genoux, Et finir ma misère, Puisqu'en vain à vos pieds, on me voit soupirer, Il y faut expirer."")",0.9501903057098389
"('#caliste', ""Ah Tircis, ôtez-vous, j'ai peur que dans ce jour La pitié dans mon coeur n'introduise l'amour."")","('#caliste', ""Ah! Tircis, ôtez-vous, j'ai peur que dans de jour, La pitié dans mon coeur n'introduise l'amour."")",0.9403953552246094
"('#lycaste #menandre', ""Soit amour, soit pitié, Il sied bien d'être tendre ; C'est par trop vous défendre Bergère, il faut se rendre À sa longue amitié, Soit amour, soit pitié, Il sied bien d'être tendre."")","('#licaste #menandre', ""Soit amour, soit pitié, Il sied bien d'être tendre ; C'est pas trop vous défendre, Bergers, il faut le rendre À la longue amitié. Soit amour, soit pitié, Il sied bien d'être tendre ;"")",0.8717050552368164
"('#caliste', ""C'est trop, c'est trop de rigueur, J'ai maltraité votre ardeur, Chérissant votre personne, Vengez-vous de mon coeur Tircis, je vous le donne."")","('#caliste', ""C'est trop, c'est trop de rigueur, J'ai mal traité votre ardeur Crucifiant votre personne, Vengez-vous de mon coeur, Tircis, je vous le donne."")",0.8603677153587341
"('#tircis', ""Ô Ciel ! Bergers !  Caliste !  Ah je suis hors de moi. Si l'on meurt de plaisir je dois perdre la vie."")","('#tircis', ""Ô ciel ! Bergers ! Caliste ! Ah je suis hors de moi ! Si l'on meurt de plaisir je dois perdre la vie."")",0.9868198037147522
"('#lycaste', 'Digne prix de la foi !')","('#licaste', 'Digne prix de ta foi !')",0.8190294504165649
"('#menandre', ""Ô sort digne d'envie !"")","('#menandre', ""Ô ! Sort digne d'envie !"")",0.9366635680198669
"('#premier-satyre', 'Quoi ? Tu me fuis ingrate, et je te vois ici De ce berger à moi faire une préférence ?')","('#forestan', 'Quoi ! Tu me fuis, Ingrate, et je te vois ici De ce berger à moi faire une préférence ?')",0.8775558471679688
"('#deuxieme-satyre', ""Quoi mes soins n'ont rien pu sur ton indifférence, Et pour ce langoureux ton coeur s'est adouci ?"")","('#silvandre', ""Quoi, mes soins n'ont rien pu sur ton indifférence, Et pour ce langoureux ton coeur s'est adouci ?"")",0.9924560785293579
"('#caliste', 'Le destin le veut ainsi, Prenez tous deux patience.')","('#caliste', 'Le destin le veut ainsi, Prenez tous deux patience.')",1.0
"('#premier-satyre', ""Aux amants qu'on pousse à bout L'amour fait verser des larmes : Mais ce n'est pas notre goût, Et la bouteille a des charmes Qui nous consolent de tout."")","('#fosrestan', ""Aux amants qu'on pousse à bout, L'amour fait verser des larmes ; Mais ce n'est pas notre goût, Et la bouteille a des charmes Qui nous consolent de tout."")",0.9910093545913696
"('#deuxieme-satyre', ""Notre amour n'a pas toujours Tout le bonheur qu'il désire : Mais nous avons un secours, Et le bon vin nous fait rire Quand on rit de nos amours."")","('#silvandre', ""Notre amour n'a pas toujours Tout le bonheur qu'il désire.  Mais nous avons un secours, Et le bon vin nous fait rire Quand on rit de nos amours."")",0.9945509433746338
"('#tous', ""Champêtres Divinités, Faunes, Dryades, sortez De vos paisibles retraites ; Mêlez vos pas à nos sons, Et tracez sur les herbettes L'image de nos chansons. PREMIÈRE ENTRÉE DE BALLET. En même temps, six dryades et six faunes sortent de leurs demeures, et font ensemble une danse agréable, qui, s'ouvrant tout d'un coup, laisse voir un berger et une bergère, qui font en musique une petite scène d'un dépit amoureux."")","('#tous', ""Champêtres Divinités,  Faunes, Driades, sortez De vos paisibles retraites ; Mêlez vos pas à nos sons.  Et tracez sur les herbettes. L'image de nos chansons."")",0.7469050884246826
"('#philinte', ""Quand je plaisais à tes yeux J'étais content de ma vie, Et ne voyais Roi ni Dieux Dont le sort me fît envie."")","('#forestan', ""Je ne puis souffrir l'outrage Que Caliste fait à ma foi : Dans le fonds de mon coeur j'enrage Qu'elle aime un autre que moi. Deux enchanteurs m'ont fait entendre Qu'ils ont le secret de me rendre Tel qu'il faut être pour charmer ; Caliste aura beau se défendre, Je la contraindrai de m'aimer."")",0.5198652744293213
