cadet-gassicourt-souper-de-moliere,chazet-dubois-moliere-chez-ninon,Score
"('#boileau', 'Cela nous est parfaitement égal. Laforêt sort. ')",-,0.0
"('#chapelle', ""Pardon, sage Lulli, pardon, sage Boileau ; Je suis, mes bons amis, plus difficile à table,  Et je crois au vin blanc le rouge préférable,  Puisqu'il approche moins de la couleur de l'eau. Récitatif. "")",-,0.0
"('#la-fontaine', 'Eh bien !  De tous les deux. ')",-,0.0
"('#laforet', 'Quand il vous plaira.')",-,0.0
"('#moliere', 'Allons, mes amis, à table. ')",-,0.0
"('#chapelle', ""Laforêt, mets le vin près de Despréaux ; c'est lui qui doit m'enivrer ce soir. "")",-,0.0
"('#boileau', ""T'enivrer ?  Il suffit, pour cela, de te laisser à ta discrétion.  Mais quoi !  Point d'eau sur la table ? "")",-,0.0
"('#lulli', ""En vérité, mon cher Boileau,  Ta demande est fort indiscrète ;  Jamais je ne cherche de l'eau  Sur la table d'un bon poète :  Le vin est excellent chez lui,  Buvons-le pur, à tasse pleine ;  Mais si tu le crains aujourd'hui,  Mets Boileau près de La Fontaine. AIR : On compterait les diamants. "")",-,0.0
"('#chapelle', 'Encore une turlupinade.')",-,0.0
"('#moliere', 'Et nous ne sommes pas au dessert ? Allons, servez-vous et ne ménagez rien ; pour moi, vous le voyez, je suis au régime. Il se mettent à table. Il prend du lait.')",-,0.0
"('#la-fontaine', 'Nous allons boire à ta meilleure santé.')",-,0.0
"('#laforet', ""Au milieu de l'univers,  Sur un mont, dit notre maître,  Les auteurs vont pour connaître  Quel est le prix de leurs vers.  Ce mont s'appelle.... Parnasse.  Chacun y cherche une place ;  Mais souvent, quoi que l'on fasse,  On n'y trouve point accès :  Ce mont me semble une fable ;  Mais je vois à cette table  Le vrai Parnasse Français. On dit que les auteurs ne peuvent pas vivre ensemble, il me semble cependant que l'on est ici de fort bonne intelligence...  Que cet accord fait plaisir !  Un souper d'amis comme ceux-là n'est pas facile à trouver. AIR : Une fille est un oiseau. "")",-,0.0
"('#moliere', 'Pour nous mettre en train, Lulli...  Fais-nous rire.')",-,0.0
"('#chapelle', 'Ah !  Laisse-le souper. ')",-,0.0
"('#lulli', 'Je vous rattraperai bien. Il prend le violon.')",-,0.0
"('#boileau', ""N'as-tu pas contre La Serre ou Colletet quelque chanson nouvelle ? "")",-,0.0
"('#chapelle', 'Ils ont assez de tes satires.  Chantes-nous un de tes vaudevilles.  À Boileau. À Lulli. ')",-,0.0
"('#la-fontaine', 'Oui, oui ; point de satyre. ')",-,0.0
"('#lulli', 'Volontiers. Il monte sur une chaise.')",-,0.0
"('#chapelle', 'Le chanteur public. ')",-,0.0
"('#tous', 'Oui.')",-,0.0
"('#lulli', ""Dans la vigne à Clau-di-ne, Les vendan-geurs y vont,  On choi-sit à la mi-ne, Ceux qui ven-dan-ge-ront ;  Aux vendangeurs qui bril-lent, On y don-ne le pas,  Les autres y gra-pillent, Et ne vendan-gent pas,  Et ne vendangent pas.  Sur la fin de l'automne  Vint un rusé vieillard :   Si la vendange est bonne,   J'en veux avoir ma part.  Cette prudente fille  Lui répondit tout bas :  Vieux vendangeur grapille,  Mais ne vendange pas.  Aux vignes de Cythère,  Parmi les raisins doux,  Est mainte grappe amère :  N'en cueillez point pour vous.  Ce choix pour une fille  Est un grand embarras :  La plus sage grapille,  Et ne vendange pas.  Soit.  Avec tous ses agréments ? Approchez-vous ? C'est une chanson nouvelle, faite par un écrivain...  Qui est auteur... littéraire.... et qui fait des airs... en couplets.... lyriques. Attention !  Vous allez voir comme quoi une fille doit toujours être sur ses gardes. Voilà la morale retenez-la bien. Il prélude du ton le plus faux, et dit, comme un chanteur public :  Il imite la voix d'un vieillard. Il imite la voix d'une jeune fille. Ils rient tous."")",-,0.0
"('#la-fontaine', 'Allons, allons : trêve à la folie...  Parlons raison. ')",-,0.0
"('#chapelle', 'Parlons du plaisir de nous voir tous réunis et bien portants.')",-,0.0
"('#mignard', ""Avouons-le ; ce n'est qu'entre nous, ce n'est qu'ici, que nous sommes à notre place et que nous pouvons jouir d'une liberté que n'empoisonne point l'envie ou la sottise des hommes. "")",-,0.0
"('#boileau', ""Mignard a raison.  La société n'offre qu'un plaisir, c'est celui d'y saisir des ridicules à censurer, ou des vices à combattre. "")",-,0.0
"('#moliere', 'Je puis vous consulter, à ce que je vois, pour retoucher mon Misanthrope.')",-,0.0
"('#chapelle', 'Il faut en convenir, les hommes sont plus traîtres...  que le vin.')",-,0.0
"('#la-fontaine', ""Il y a des moments de folie où l'on maudit son existence. "")",-,0.0
"('#chapelle', ""Dis plutôt des moments de raison ; car c'est quand le vin me fait perdre la mienne, que je puis seulement supporter la vie... Buvons.  Il verse à boire."")",-,0.0
"('#boileau', ""Lorsque l'amour, la table, le vin, le jeu, la gloire, satisfont nos passions, nous appelons cela des plaisirs, et ce ne sont que des erreurs.  L'amour enfante la jalousie. "")",-,0.0
"('#la-fontaine', ""Le vin, l'ivresse."")",-,0.0
"('#mignard', 'Le jeu, la ruine. ')",-,0.0
"('#boileau', ""La gloire, l'envie.  Depuis ce moment, l'ivresse et l'exaltation augmentent par degrés."")",-,0.0
"('#laforet', 'Voilà pour des gens gais une bien singulière conversation ! ')",-,0.0
"('#chapelle', ""Avec nos talents et notre réputation on nous croit fort heureux, et il s'en faut que nous le soyons...  Nous venons de bien rire ?  Nous venons de bien rire ?  Eh bien !  Je vous le demande, savons-nous pourquoi ?"")",-,0.0
"('#mignard', 'Nous heureux !  Qui peut dire cela ?')",-,0.0
"('#chapelle', ""Par exemple, toi, je ne sais pas comment tu peux exister, oui, toi, Boileau...  On promet une pension à un poète, tout Paris te nomme, et c'est Chapelain qui l'obtient. "")",-,0.0
"('#boileau', ""Bien pis que ça : Je vois la foule entrer dans un temple....  Je la suis.... et c'est Cotin qui prêche."")",-,0.0
"('#moliere', ""Vous n'y pensez pas avec vos idées sombres...  La veille d'une noce ! "")",-,0.0
"('#la-fontaine', ""Allons, Molière, tu n'es pas plus heureux qu'un autre."")",-,0.0
"('#tous', 'Non... certainement.')",-,0.0
"('#moliere', ""S'attendre à tout est le moyen  D'alléger le poids de sa vie ;  N'espérer ou ne craindre rien,  Est la saine philosophie.  Oui, pour être heureux en effet,  Ma méthode est très salutaire :  Jugeons le mal que l'on nous fait  Par le mal qu'on pouvait nous faire.  Que dites-vous ?  J'aime fort mon état ; j'ai, d'ailleurs, des principes qui vous seraient, je crois, fort nécessaires. AIR : La comédie est un miroir. "")",-,0.0
"('#chapelle', ""Tu ne disais pas cela quand on arrêtait le Tartuffe, quand on n'allait qu'avec peine au Misanthrope, tandis que tout Paris courait aux pièces de Pradon."")",-,0.0
"('#boileau', ""Et Pradon, et Chapelain, et Brebeuf, sont de l'Académie !  C'est un enfer! "")",-,0.0
"('#lulli', 'Pourquoi travaillons-nous ?  Pour être dénigrés par des sots. ')",-,0.0
"('#la-fontaine', 'Pillés par des plagiaires.')",-,0.0
"('#mignard', 'Méprisés par des grands. ')",-,0.0
"('#chapelle', 'Déchirés par les journalistes. ')",-,0.0
"('#moliere', ""Que penser des hommes, si les plus sages, les plus éclairés peuvent s'oublier ainsi ? "")",-,0.0
"('#boileau', ""Il n'y a plus de goût. "")",-,0.0
"('#la-fontaine', 'Plus de probité.')",-,0.0
"('#mignard', ""Mes amis...  Il n'y a plus d'amis. "")",-,0.0
"('#chapelle', 'De tout temps la vie  est un fléau... et nous la supporterions !...  Non....  Mes amis, nous sommes des lâches ; le bonheur, le repos ne sont pas de ce monde...  Après avoir bu. ')",-,0.0
"('#boileau', ""Il faut le chercher dans le fond d'un cloître."")",-,0.0
"('#mignard', 'Dans un désert !')",-,0.0
"('#tous', 'Dans un désert. ')",-,0.0
"('#la-fontaine', 'Oui, dans un désert, où nous irons tous ensemble. ')",-,0.0
"('#lulli', ""Non pas, s'il vous plaît, chacun le sien. "")",-,0.0
"('#chapelle', ""Quel embarras !  Un cloître pour moi, je vous jure,  Est sans appas :  Un désert ne nous convient pas.  Vers ce pont allons en droiture,  Et prenons-en tous la mesure  Du haut en bas.  Bah !  Bah !  Bah !  Vous ne savez pas ce qu'il vous faut.  Mais parbleu !  Je pense que nous ne sommes pas loin du pont...  Eh bien !  Mes amis, AIR : Du haut en bas. "")",-,0.0
"('#tous', 'Bravo !  Bravo !  Oui, le pont.... du haut en bas. ')",-,0.0
"('#moliere', ""Voyons jusqu'où l'enthousiasme ira. "")",-,0.0
"('#chapelle', 'Allons ! ')",-,0.0
"('#laforet', 'Ah !  Mon_Dieu ! ')",-,0.0
"('#lulli', 'Cette idée est grande, elle peut nous immortaliser.')",-,0.0
"('#mignard', ""Pour nous quel bonheur ! Quelle gloire!  Notre mort un jour dans l'histoire  Fixera l'admiration.  Le besoin d'un prompt suicide  A guidé Brutus et Caton ;  Mais nous, nous ne prenons pour guide  Que la raison. AIR : Sans le savoir.  Il se lève."")",-,0.0
"('#boileau', ""Enfin je n'entendrai plus parler de la Serre, ni de l'abbé de Pure."")",-,0.0
"('#mignard', 'Je ne verrai plus de croutes. ')",-,0.0
"('#chapelle', 'Toi, plus de Tartuffes.')",-,0.0
"('#lulli', ""Je n'entendrai plus la musique de Colasse ni de Cambert. "")",-,0.0
"('#la-fontaine', 'Partons ! ')",-,0.0
"('#moliere', ""Un moment.  Ô mes amis !  Que faisons nous ?  N'abandonnons point une résolution si belle aux fausses interprétations qu'on peut lui donner.  On saura qu'à la suite d'un long souper nous aurons fait le sacrifice de notre existence, et la calomie, avide de tout dénigrer, répandra le bruit que l'ivresse nous a plus inspirés que la philosophie.  Amis, sauvons notre sagesse, attendons le retour prochain du soleil ; alors, aux yeux de tout le monde, nous donnerons cette leçon publique du mépris de la vie. "")",-,0.0
"('#boileau', ""Il a raison ; c'est pour notre gloire que nous travaillons : il nous faut des témoins.  Eh bien !  Jurons que demain, à la pointe du jour..."")",-,0.0
"('#tous', 'Nous le jurons !')",-,0.0
"('#moliere', 'Laforêt ? ')",-,0.0
"('#laforet', ""Plaît-il ? J'entends, j'entends.  Molière parle bas. Elle sort."")",-,0.0
"('#chapelle', ""Sa réflexion est de bon sens : notre sagesse n'en sera que plus éclatante."")",-,0.0
"('#moliere', ""Je lais-s ais vieil-lir ce vin,  A-mis, c'est de l'Hermitage,  Gou-tons-le, puisque de-main,  Nous fai-sons le grand voy-a-ge,  Feignons de prendre part à leurs folies, puisque je ne puis les ramener à la raison. Il prend deux bouteilles que lui donne Laforest."")",-,0.0
"('#lulli', ""Buvons, trinquons sans quar-tier,  Sa-vou-rons-en tous les charmes ;  Qu'après nous, notre héritier  N'ait à ver-ser que des lar-mes."")",-,0.0
"('#moliere', 'Enfin les voilà tous endormis...  Au réveil.  On vient : ce sont nos jeunes gens. ')",-,0.0
"('#antoine', ""Tout est prêt, nous n'attendons que notre bienfaiteur."")",-,0.0
"('#madelon', ""Le village entier nous a suivi, et vous comble de bénédictions ; mais nous n'avons pas voulu qu'on entrât de peur de vous interrompre. "")",-,0.0
"('#moliere', ""Pourquoi donc ? Approchez, approchez : oh !  Ne craignez pas de les réveiller ; ils dorment bien. Aux villageois. Pendant que les villageois entrent avec précaution, l'orchestre joue le prélude du sommeil d'Atys."")",-,0.0
"('#mathurin', ""Voilà le contrat de nos enfants ; nous venons vous prier d'y bailler un mot de vot' signature."")",-,0.0
"('#moliere', ""Ce m'est un grand plaisir ; mais il y manque encore une clause, père Mathurin. Mettez que Madelon a deux cents écus de dot. Au Tabellion."")",-,0.0
"('#madelon', 'Comment puis-je reconnaître...')",-,0.0
"('#moliere', ""C'est un plaisir... "")",-,0.0
"('#mathurin', 'Nous nous souviendrons toujours...')",-,0.0
"('#moliere', 'Cela ne vaut pas... ')",-,0.0
"('#antoine', 'Ah !  Croyez que notre coeur...')",-,0.0
"('#moliere', ""Il me vient d'un Tartuffe amoureux,  D'un Misanthrope sombre, quinteux,  D'un Étourdi, de quelques Fâcheux,  Et d'un Malade bizarre.  Ces gens-là peuvent bien se gêner ;  Mais ce qui va tous vous étonner,  Mes enfants, j'ai, pour vous le donner,  Fait contribuer un Avare.  Eh !  Mes amis, point de remerciements ; vous me faites un plus grand cadeau, vous autres !  Vous me donnez votre amitié...  Le coeur des honnêtes gens est sans prix. Cet argent me vient de gens fort singuliers... et que vous ne\n\tconnaissez pas. Il signe le contrat, et prenant une bourse dans son secrétaire. AIR : Des portraits à la mode. "")",-,0.0
"('#mathurin', 'Mais vraiment, cela est fort extraordinaire.')",-,0.0
"('#madelon', ""Nous n'avons jamais vu chez vous ces hommes-là."")",-,0.0
"('#laforet', 'Je les ai vus, moi, et je vous mettrai au fait. ')",-,0.0
"('#mathurin', 'Vous allez venir avec nous ?')",-,0.0
"('#moliere', ""À l'instant je vous rejoins, je vais passer un habit ; retournez au jardin, et vous rentrerez quand je vous le dirai. "")",-,0.0
"('#antoine', 'Oh !  De bien bon coeur.')",-,0.0
"('#antoine #madelon #mathurin', 'Du silence.  AIR : Frère Jacques. ')",-,0.0
"('#le-choeur', 'Du silence.')",-,0.0
"('#moliere', 'Laissons-les. ')",-,0.0
"('#le-choeur', 'Laissons les. ')",-,0.0
"('#tous', 'Marchons avec prudence,  Marchons avec prudence.')",-,0.0
-,"('#chapelle', 'Messieurs, dans un instant vous allez voir Ninon. ')",0.0
-,"('#un-seigneur', 'Vous semblez bien ému.... ')",0.0
-,"('#chapelle', 'Je le suis.')",0.0
-,"('#un-seigneur', 'Tout de bon.')",0.0
-,"('#chapelle', 'Vous ne devinez pas ? ')",0.0
-,"('#un-seigneur', 'Mais je crois vous comprendre ; Ninon vous a séduit.')",0.0
-,"('#chapelle', ""Je ne puis m'en défendre. Je mettrais mon bonheur à vivre sous ses lois.  Sa figure, un regard, jusqu'au son de sa voix,  Tout me charme, m'anime, et porte dans mon âme  Le pénible embarras d'une secrète flamme. "")",0.0
-,"('#un-seigneur', ""Chapelle n'est-il pas surpris de son amour,  Lui, dont le coeur jamais n'a brûlé plus d'un jour ? "")",0.0
-,"('#chapelle', ""Eh bien Ninon, je crois, change mon caractère.  Solide en amitié, dans ses amours légère,  Je trouve à l'adorer un invincible attrait ;  Plaire est son habitude, et charmer son secret.  Pour l'esprit, quelle femme ! Autour d'elle, sans cesse,  Le talent, le génie accourt, vole, s'empresse.  Savante sans orgueil, belle sans vanité,  Tout en elle est parfait, et rien n'est emprunté ;  Elle sait attirer, grâce à ses doubles armes,  Des amis pour son coeur, des amants pour ses charmes  Eu un mot, la beauté, l'esprit et la raison,  On voit tout réuni, lorsque l'on voit Ninon.  La voici."")",0.0
-,"('#ninon', ""Pardonnez si je n'ai pu me rendre... "")",0.0
-,"('#chapelle', ""Quand l'espoir nous soutient, sans peine on peut attendre. "")",0.0
-,"('#ninon', ""Messieurs, j'ai pour ce soir quelques desseins sur vous. "")",0.0
-,"('#chapelle', 'Quelques desseins ? Madame, ah ! disposez de nous. ')",0.0
-,"('#ninon', 'Êtes-vous libres ? ')",0.0
-,"('#un-seigneur', 'Mais.... ')",0.0
-,"('#ninon', 'Allons, de la franchise :  Quelque projet galant ? ')",0.0
-,"('#un-seigneur', ""S'il faut que je le dise,  Un certain rendez-vous ..."")",0.0
-,"('#ninon', 'Vous vous y trouverez ? ')",0.0
-,"('#un-seigneur', 'Mais oui. ')",0.0
-,"('#ninon', 'Mais non...')",0.0
-,"('#un-seigneur', 'Comment ?')",0.0
-,"('#ninon', 'Vous le différerez.')",0.0
-,"('#un-seigneur', 'Nous avons bien promis. ')",0.0
-,"('#ninon', ""Manquer à sa promesse  En amour, c'est un jeu... fausse délicatesse ! Je puis compter sur vous pour ce soir, n'est-ce pas ?  Vous hésitez... Vraiment !... Vous vous parlez tout bas ? "")",0.0
-,"('#chapelle', 'Peut-on vous résister ?...')",0.0
-,"('#ninon', ""Eh grands dieux ! Que de peine !  Ce n'est que pour un soir, messieurs, qu'on vous enchaîne."")",0.0
-,"('#chapelle', 'Que ce soit pour la vie ! ')",0.0
-,"('#ninon', ""Ah ! Le beau sentiment !  Pour la vie !... Achevez ?... Faites vite un serment :  D'un éternel amour donnez-moi l'assurance ;  Moi, je vais vous jurer une égale constance,  Nous mentirons tous deux... Mais c'est trop discourir : Apprenez donc pourquoi je veux vous retenir.  Au théâtre ce soir on donne un bel ouvrage,  Dont le but est moral, le ton vrai, le plan sage,  Dont chaque caractère est neuf et bien tracé,  Un ouvrage, en un mot, bien écrit, bien pensé.  Nous devons ce chef-d'oeuvre à cet auteur facile,  Vrai dans tous ses tableaux, naturel dans son style,  Dont la grâce hardie et la franche gaîté  Sont des titres sacrés à l'immortalité.  Vous le reconnaissez, n'est-ce pas ? "")",0.0
-,"('#tous', ""C'est Molière. "")",0.0
-,"('#ninon', ""Son Tartuffe ce soir est soumis au parterre.  Voilà pourquoi Ninon voulait vous enchaîner.  Hé bien, vous vous laissez aisémeut entraîner ?  Vous quittez sans regret l'amour pour le génîe, Et de tristes ardeurs, pour une comédie.  On a toujours le temps de pousser un soupir,  Et l'on n'a pas toujours un chef-d'oeuvre à loisir.  Enfin, si vingt beautés flattent votre espérance,  Vous n'avez qu'un Molière à fêter dans la France.  Venez , venez ce soir.... Vous savez mes amis,  Que cet illustre auteur a beaucoup d'ennemis  Même à la cour ; il faut, ligués pour sa victoire,  Par de communs efforts , favoriser sa gloire. Croyez- moi : du Tartuffe en protégeant l'essor,  À la postérité nous gardons un trésor. "")",0.0
-,"('#un-valet', 'Monsieur de Saint-Alban. ')",0.0
-,"('#ninon', ""L'ennemi de Molière !"")",0.0
-,"('#chapelle', ""Eh quoi ! Du Président l'odieux Secrétaire ! "")",0.0
-,"('#ninon', ""Je ne l'attendais pas et je tremble..."")",0.0
-,"('#chapelle', 'Comment ! ')",0.0
-,"('#ninon', ""Cet homme qui sait feindre un zèle si fervent  Est un saint imposteur dont la visite cache  Un but inquiétant. Vous savez qu'il s'attache  À perdre dans l'esprit du premier Président  Molière, et du Tartuffe est l'ennemi puissant.  Je l'entends... Vous saurez tout ce qu'il va m'apprendre ;  Au théâtre, ce soir, songez tous à vous rendre. "")",0.0
-,"('#chapelle', ""Oui Ninon ; voir Tartuffe, et céder à vos voeux ,  Au lieu d'un seul plaisir, c'est en rencontrer deux.  Il sort avec les deux seigneurs."")",0.0
-,"('#saint-alban', ""Un motif important auprès de vous m'amène. Madame. "")",0.0
-,"('#ninon', 'Je le crois, veuillez prendre la peine...')",0.0
-,"('#saint-alban', ""Non madame, deux mots : et je pars à l'instant.  En vous Molière eucor trouve un appui constant,  M'a-t'on dit ? "")",0.0
-,"('#ninon', 'Il est vrai. ')",0.0
-,"('#saint-alban', ""Vous l'avouez sans crainte. "")",0.0
-,"('#ninon', 'Molière est mon ami, je le redis sans feinte...')",0.0
-,"('#saint-alban', ""Quel ami ! Savez-vous quel complot odieux  Il invente aujourd'hui pour tromper tous les yeux ? "")",0.0
-,"('#ninon', ""J'ignore tout ; parlez ?.... "")",0.0
-,"('#saint-alban', 'Je vais en confidence  Vous révéler ce trait ; de votre confiance  Vous verrez que cet homme est indigne à jamais. ')",0.0
-,"('#ninon', 'Mais, monsieur, parlez donc ? ')",0.0
-,"('#saint-alban', ""Connaissez ses forfaits.  Vous savez qu'il répand que notre grand Monarque  Qui, trop faible parfois, lui donna quelque marque  D'une folle amitié, permet formellement  Que l'on joue à Paris Tartuffe... "")",0.0
-,"('#ninon', 'Eh bien ? ')",0.0
-,"('#saint-alban', ""Il ment.  Moi-même, ainsi que vous, j'ai donné dans le piège :  Mais je connais enfin son coupable manège.  Par le courrier de Lille, à l'instant on m'écrit  Que, par le Roi, l'ouvrage est défendu, proscrit.  Vous voyez de quel tour Molière était capable !  Cessez de recevoir un homme si capable  Qui pour mieux insulter les soutiens de la foi,  Osait nous déguiser la volonté du Roi. "")",0.0
-,"('#ninon', ""Non, Monsieur, je connais et j'estime Molière.  On veut le perdre ; mais la ruse est trop grossière.  L'ordre est vrai, bien donné ; le Tartuffe est permis ;  Mais cet ordre est verbal : de méchants ennemis  Le révoquent en doute et refusent d'y croire.  Molière est innocent ; je l'aime et j'en fais gloire.  Chez moi, vous le verrez à toute heure, en tout temps.  J'admire sa bonté, ses vertus, ses talents. "")",0.0
-,"('#saint-alban', 'Sa bonté ! Quand sa plume injurie et déchire :  Ses vertus ! Quand son coeur pour mille attraits soupire :  Ses talents !... ')",0.0
-,"('#ninon', ""C'est assez ; partout ils sont connus.  Ainsi, parlons plutôt de ses torts prétendus.  Dans le Tartuffe enfin , que pouvez-vous reprendre ? "")",0.0
-,"('#saint-alban', ""Ce que j'y reprends ? Dieux ! Mais faut-il vous l'apprendre ?  Contre les vrais croyants, ses traits et ses bons mots..."")",0.0
-,"('#ninon', ""Vous vous trompez : bien loin d'attaquer les dévots,  À la religion il offre son génie  Pour armer la raison contre l'hypocrisie.  Saint-Alban, revenez de votre injuste erreur :  Jugez-mieux de Molière et surtout de son coeur ;  Gardez-vous d'imiter cette foule insensée  Qui veut tuer l'esprit, enchaîner la pensée :  Devenez de Molière et le guide et l'appui :  Laissez, laissez jouer son ouvrage aujourd'hui,  Et songez que partout à bon droit on renomme  Celui qui s'avoua protecteur d'un grand homme. "")",0.0
-,"('#saint-alban', ""Non Madame, Tartuffe est un enfant mort-né  Qui, dès ce jour, doit être à l'oubli condamné.  Le Président le veut : votre ardente prière ,  Celle des courtisans et de la France entière  Ne me fléchiraient pas ; Tartuffe est au tombeau. "")",0.0
-,"('#ninon', ""Vous croyez ? Son succès n'en sera pas moins beau.  Vainement vous voulez qu'il meure, qu'on l'oublie ; Car moi je ferai tout pour le rendre à la vie.  Oui, je veux lui donner un éclat mérité.  Sur d'illustres amis en tout temps j'ai compté ;  Je vais les réunir, et dans nn cercle immense  Que l'on pourra nommer l'Elite de la France,  Molière viendra lire avec empressement  Cet ouvrage immortel que 1'intrigne défend. "")",0.0
-,"('#saint-alban', 'Quoi ? ')",0.0
-,"('#ninon', ""Pour les rassembler, je vole leur écrire.  Ce soir ici venez, et vous entendrez lire  Molière ; pour Théâtre, il aura ce Salon,  Et l'un aura joué Tartuffe chez Ninon. "")",0.0
-,"('#saint-alban', ""Ah ! Vous voulez braver l'antorité suprême,  Belle Ninon ! Craignez que mon courroux extrême....  Mais elle assemblera quelques hommes puissants  Contre qui tous mes droits seront insuffisants.  Tartuffe sera lu ; dès ce soir le grand monde  Redira chaque vers, chaque mot qui nous fronde.  À la ville, à la Cour, nous serons bafoués,  Malgré notre pouvoir, publiquement joués...  Ah ! Maudits soient Tartuffe, et Ninon, et Molière ! Et puisse des auteurs, la race toute entière...  Mais cherchons les moyens d'empêcher que ce soir...  Laforêt entre."")",0.0
-,"('#laforet', ""Mademoiselle Ninon... Je désirons la voir Ben vite... Je venons de la part de notr' maître  Luii dire que... Monsieur?... Va-t-elle bentôt paraître ?  C'est que c'est du la part d'un auteur son ami  De Molière, "")",0.0
-,"('#saint-alban', 'Molière ! En vérité...')",0.0
-,"('#laforet', ""Mais oui,  Et c'est moi que partout on nomme sa servante. "")",0.0
-,"('#saint-alban', ""C'est vous dont le public depuis si longtemps vante  Les conseils que parfois vous donnez ?"")",0.0
-,"('#laforet', ""Oui monsieur.  C'est moi que chaque jour, sauf un avis meilleur,  Mon cher maître consulte avant que ses ouvrages  Reçoivent du public de beaux et bons suffrages. "")",0.0
-,"('#saint-alban', ""Je re m'étonne plus s'ils sont aussi mauvais. "")",0.0
-,"('#laforet', ""Mauvais ! Vous voudriez, j'gage, les avoir faits. "")",0.0
-,"('#saint-alban', 'Grands Dieux ! ')",0.0
-,"('#laforet', 'Je regrettons que sa dernière pièce  Soit arrêtée... Oh ! Dam ! Quel plaisir ! Quelle ivresse.  Elle eut causé ce soir !... Un maudit Saint-Alban...  Qui mène comme il veut monsieur le Président. ')",0.0
-,"('#saint-alban', 'Comment ?... ')",0.0
-,"('#laforet', ""Ce Saint-Alban dévot, ou qui sait l'faire ,  En secret, a dit-on , embrouillé cette affaire  Si ben que notr' Tartuffe au moment d'etr'connu ,  Peut-être dans l'oubli, pour jamais est perdu. "")",0.0
-,"('#saint-alban', ""C'est dommage !..."")",0.0
-,"('#laforet', ""C'était une pièce de mérite !  Dans la France, il n'est pas un petit hypocrite  Qui n'eut dit : Mais c'est moi... L'on prétend, je l'croyons,  Que monsieur Saint-Alban pour de pareill' raisons  L'a fait défendre exprès ; il a cru se r'connaître....  Entre nous, convenons que çà pourrait ben être.  On voit dans cette pièce un homme ben cafard.  Sensuel par nature et dévôt avec art,  Qui contemplant ensemble, et le Ciel et les femmes,  Garde pour lui les corps et donne à Dieu les âmes.  Mais pour se vendre ainsi, que cet homme est donc sot !  On n'l'eut pas reconnu peut-êtr' s'il n'eut dit mot.  Voilà comme souvent, par abus de puissance,  Contre lui plus d'un Grand éveill' la médisance,  Et ressemble au voleur qui sur le mot : coquin  Se croyant appellé, s'empresse de dire : Hein. "")",0.0
-,"('#saint-alban', 'Ma mie... ')",0.0
-,"('#laforet', ""Eh qu'avez vous ? "")",0.0
-,"('#saint-alban', 'Finissez, je vous prie,  Cette comparaison... ')",0.0
-,"('#laforet', ""C'est un Grand je parie... C'est égal, poursuivons.  Vous êtes loin d' savoir  Le tour qu'à Saint-Aiban mon maîtr' jouera ce soir.  Pour que du Président il perd' la confiance,  Il faut semer entr'eux la mésintelligence.  Il faut qu'à Saint-Alban le Président demain  Reproche avec humeur ce manèg' clandestin.  Notre moyen est sûr.  Haut."")",0.0
-,"('#saint-alban', 'Voyons donc ce miracle ? ')",0.0
-,"('#laforet', ""Ce soir, quand le public sera dans not' spectacle,  Il demand'ra Tartuff'. Les ouvrag's défendus  Sont ceux que le public toujours aime le plus. "")",0.0
-,"('#saint-alban', 'Après... ')",0.0
-,"('#laforet', ""Molière dira : « Messieurs , c'est impossible.  Un pareil contre-temps comme à vous m'est sensible ; Mais un ordre formel m'empêche par malheur  De donner aujourd'hui Tartuffe ou l'Imposteur,  Monsieur le Président ne veut pas qu'on le joue.»"")",0.0
-,"('#saint-alban', 'Quoi ?... ')",0.0
-,"('#laforet', ""C'est un bon soufflet qu'il aura sur la joue Le Président ?"")",0.0
-,"('#saint-alban', ""C'est trop... "")",0.0
-,"('#laforet', ""D'abord il le rec'vra ,  Et puis à Saint-Alban ben vite il le rendra. "")",0.0
-,"('#saint-alban', 'Ah ! Si Molière osait !... ')",0.0
-,"('#laforet', ""Sentez-vous l'équivoque ?  Qu'on le joue.... Oh ! Je vols le public qui se moque  Du pauvre Président, si fourbe, si cagot.  Je vois ce Saint-Alban enrager comme un sot.  Il pouss' le Président à venger cette offense,  Mais sur lui, dès ce soir, tombe tout' la vengeance.  Le Président le chasse, et dit avec courroux :  « On se moque de moi, pour se moquer de vous. » "")",0.0
-,"('#saint-alban', 'Que Molière !... ')",0.0
-,"('#laforet', ""Il le f'ra. "")",0.0
-,"('#saint-alban', ""D'un semblable artifice  Dès demain, dès ce soir, les lois me font justice.  Molière disparaît."")",0.0
-,"('#laforet', ""V'la mon maîtr'... "")",0.0
-,"('#saint-alban', 'Molière ! ')",0.0
-,"('#moliere', 'Ah ! Monsieur Saint-Alban ! ')",0.0
-,"('#laforet', 'Saint Alban, quoi ? Grand Dieu ! Sauvez-vous promptement. ')",0.0
-,"('#moliere', 'Eh pourquoi ? ')",0.0
-,"('#laforet', ""J'ai tout dit... 0h ! Quelle étourderie !  Sauvez-vous... "")",0.0
-,"('#moliere', 'Laisse-moi... ')",0.0
-,"('#saint-alban', ""De votre effronterie  Je suis instruit , monsieur : et je vous apprendrai  Qu'un magistrat honnête, et sage, et révéré  N'est pas fait pour se voir l'objet des perfidies  D'un fol auteur qui fait de sottes comédies. "")",0.0
