racine-thebaide,rotrou-antigone,Score
-,"('#jocaste', ""Hélas ! Qu'en la fureur dont votre âme est pressée Vous venez tout d'un sens contraire à ma pensée ! Je ne viens pas ici pour aigrir vos débats ; Je lui donne ce titre et ne vous l'ôte pas. Pour vous la pitié peut-être a plus de charmes : Approchez, Étéocle, et mettez bas les armes ; Cachez à mes regards leur flamboyant acier : Vous les fîtes lever, posez-les le premier. Vous vous craignez l'un l'autre, et moi tous deux ensemble ; Mais tous deux pour tous deux c'est pour vous que je tremble. Mais votre défiance à la fin doit cesser. Le voilà désarmé, puis-je vous embrasser ? Faites ici, mes pleurs, l'office de ma langue. Mes sanglots, mes soupirs, commencez ma harangue. Enfin les dieux, mon fils, ont exaucé mes voeux ; J'obtiens en ces baisers la faveur que je veux : Mais fasse leur bonté, fassent mes destinées Que ce bonheur me dure encore quelques années ! Vous, faites-le, mon fils, puisque vous le pouvez, Car il me durera si vous vous conservez : Les bruits nous ont appris avec allégresse Et quel honnête accueil vous a reçu la Grèce : Vous y vîtes Adraste et l'on dit qu'en sa cour Vous avez fait un choix digne de votre amour. Mais qui dans votre lit conduisit votre épouse ? C'est un droit qu'on m'ôtait et dont je suis jalouse.. Vous songeâtes sans doute, en cette élection, En quel lieu s'adressait votre inclination ; Mais sûtes-vous juger que par cette alliance Vous nous donniez sujet de juste défiance ? Savez-vous sous quel joug cet hymen vous a mis ? De nos plus enragés et mortels ennemis, Qui ne vous ont ouvert ni leur bras ni leur terre Que pour avoir prétexte à nous faire la guerre. Sur ce simple douaire ils vous ont accordé Ce funeste parti plus tôt que demandé : Aussi portiez-vous trop, leur portant le semences Des ces divisions et de ces violences : Car quelle est cette guerre et quels sont ses objets ? Vos parents, vos amis, vos pays, vos sujets : C'est ce qu'on peut nomme votre parti contraire. De ce funeste hymen nous sommes le douaire ; Encor suis-je obligée à vos mauvais desseins ; Et j'aime cette guerre autant que je la crains, Puisqu'elle m'a rendu le bien de votre vue, Et que cette faveur lui devait être due. Tout un peuple ennemi marche dessus vos pas ; Vous lui sacrifiez votre natale terre : Enfin sans vous, mon fils, je n'aurais pas la guerre ; Mais sans la guerre aussi je ne vous aurais pas. À Étéocle. Il met son épée à terre. À Polynice."")",0.0
-,"('#polynice', ""Tout un peuple allié marche dessus mes pas Pour me rendre mes droits et ma natale terre : Il est vrai que sans moi vous n'auriez pas la guerre ; Mais sans la guerre aussi je ne vous aurais pas."")",0.0
-,"('#eteocle', ""Tout un peuple ennemi marche dessus vos pas Et ne vous rendra point votre natale terre : Il est vrai que sans vous Thèbes serait sans guerre ; Mais elle aura la guerre et vous ne l'aurez pas."")",0.0
-,"('#jocaste', ""Tout mon sang, de frayeur en mes veines se glace. Ma prière, cruels, n'obtient donc point de grâce ? Je n'ai pouvoir, crédit, autorité, ni rang, Et ne puis accorder mon sang avec mon sang ?"")",0.0
-,"('#polynice', ""Ne vous semble-t-il point que la gloire d'un prince Soit d'errer vagabond de province en province ? Chasse de mes pays, de mes biens, de ma cour, De mon partage encor dois-je point de retour ? Que pourrais-je avoir pis si j'étais le parjure, Si j'avais violé les droits de la nature ? Il faut qu'un traître règne, et que j'en sois banni ! Il sera coupable, et je serai puni ! Non, non ; le droit l'ordonne, en première maxime, Le prix à l'innocence et le supplice au crime : Je dois souhaiter l'une, et l'autre l'étouffer ; Et le droit que je veux est au bout de ce fer."")",0.0
-,"('#eteocle', ""Qu'un brave parle haut !"")",0.0
-,"('#polynice', ""Qu'un traître tard se fâche !"")",0.0
-,"('#eteocle', 'Souvent tel brave tremble.')",0.0
-,"('#polynice', 'Et plus souvent un lâche.')",0.0
-,"('#eteocle', ""Ce coeur si haut m'étonne."")",0.0
-,"('#polynice', 'Et moi le tien si bas.')",0.0
-,"('#eteocle', ""L'effet le montrera."")",0.0
-,"('#polynice', 'Tu ne te hâtes pas ?')",0.0
-,"('#jocaste', ""Quelle gloire, bons dieux, ou plutôt quelle rage À faillir le premier met le plus de courage ? La valeur est honteuse en pareil différend, Et la gloire appartient à celui qui se rend. Je sais qu'à votre tête il faut une couronne ; Mais que hors de chez vous votre main vous la donne. Faut-il que d'un seul lien vos desseins soient bornés ? Et ne saurais-je avoir deux enfants couronnés ? Montez, le fer en main, les rochers de Tymole, Soumettez-vous les lieux que dore le Pactole ; Osez ce qu'ont osé tant d'autres conquérants ; Tenez tout de vous seul, et rien de vos parents : Encore en tiendrez-vous ce grand coeur en partage, Ce coeur qui vous peut faire un si bel héritage, Qui vous peut au besoin donner un si beau rang Sans que vous le cherchiez dans votre propre sang."")",0.0
-,"('#polynice', 'Que Thèbes lui demeure, et que je me retire !')",0.0
-,"('#jocaste', ""Thèbes, vous le savez, est un fatal empire, Et son trône est un lieu funeste à son roi : Les exemples de Laie et d'Oedipe en font foi."")",0.0
-,"('#polynice', 'Un autre encore bientôt le fera mieux paraître.')",0.0
-,"('#jocaste', 'Cruel ! De votre frère ?')",0.0
-,"('#polynice', 'Et de tous deux peut-être.')",0.0
-,"('#jocaste', 'Quelle obstination. !')",0.0
-,"('#polynice', 'Quelle infidélité !')",0.0
-,"('#jocaste', 'Mais quoi ! Son règne plaît, le vôtre est redouté ; Il a gagné les coeurs....')",0.0
-,"('#polynice', ""Et moi, moins populaire, Je tiens indifférent d'être craint ou de plaire. Qui règne aimé des siens en est moins absolu ; Cet amour rompt souvent ce qu'il a résolu ; Plus est permis aux rois à qui plus on s'oppose ; Une lâche douleur au mépris les expose : Le peuple, trop aisé, les lie en les aimant ; Il faut pour être aimé régner trop mollement."")",0.0
-,"('#jocaste', ""L'amour de ses sujets est une sûre garde."")",0.0
-,"('#polynice', ""Souvent qui trop se fie aussi trop se hasarde. Mais ne m'opposez plus d'inutiles avis. Parle, ma passion; les tiens seront suivis : Passe au dernier excès que peut faire paraître L4amour d'une couronne et la haine d'un traître. Je ne puis d'aucun prix, tant fût-il infini, Voir l'une trop payée et l'autre trop puni."")",0.0
-,"('#jocaste', ""Bien, puisque ni sanglots, ni prières, ni larmes Ne peuvent de vos mains faire tomber les armes, Et qu'avecque raison je vous puis reprocher Que vous partez un coeur aussi dur qu'un rocher, Je conjure des dieux la puissance suprême De me faire venger par votre refus même ; Et vous souhaite encor quelque malheur plus grand Que celui que promet ce mortel différend. Une invincible ardeur en mes veines s'allume, Qui d'un secret effort jusqu'aux os me consume ; Ma constance est à bout, la nature se tait, La fureur me possède, et ce malheur me plaît. Adieu, non plus mes fils, mais odieuses pestes, Et détestables fruits de meurtres et d'incestes : Vous ne mourrez pas seuls, et je suivrai vos pas Pour vous persécuter même jusqu'au trépas. Elle sort furieuse."")",0.0
-,"('#capitaine-1er', 'Son entremise est vaine.')",0.0
-,"('#hemon', 'Ô constance barbare !')",0.0
-,"('#creon', ""Enfin le champ est libre, et rien ne vous sépare : Qui ne presse faiblit l'effet de grands projets. Vengez-vous, vengez-vous, et vengez vos sujets."")",0.0
-,"('#eteocle', ""Votre intérêt, Créon, vous meut plus que ma gloire ; Vous pressez le combat et craignez la victoire. Vous savez qu'après nous le sceptre des Thébains, Par ordre et droit de sang, doit passer en vos mains. Mais les garde le ciel de votre tyrannie ! Voici par quoi sera votre attente bannie : Choisissons ici près un champ plus spacieux D'où l'un et l'autre camp nous considère mieux, Et que le sort après conduise l'aventure."")",0.0
-,"('#polynice', 'Faisons tôt.')",0.0
-,"('#hemon', 'Ô journée honteuse à la nature !')",0.0
-,"('#antigone', ""Inconstante reine du monde, Qui fais tout par aveuglement, Sans dessein et sans fondement, Et qui toutefois toute chose se fonde, Pousse ta roue et ne te lasse pas ; Fais que son tour s'achève : Il faudra qu'elle nous relève, Après nous avoir mis si bas. Tels que d'une mer agitée On voit les flots s'entre-suivants, Se fuir après au gré des vents,  Et ne tenir jamais une assiette arrêtée : Tel est ton ordre aux biens que tu nous fais ; Tu caresses, tu frappes, Tu viens à nous, tu nous échappes, Et tu ne t'arrêtes jamais. Mais pourquoi, trompeuse déesse, S'il est vrai que tu n'as point d'yeux Est-ce plutôt à de hauts lieux Qu'à des toits de bergers que ta rigueur s'adresse ? Tu ne peux voir la tête d'un roi L'éclat que tu lui donnes ; Et qui tient de toi des couronnes A toujours guerre avec toi."")",0.0
-,"('#antigone', ""Tu reviens seul, Hémon ? Ô sinistre présage ! Que je lis d'infortune aux traits de ton visage !"")",0.0
-,"('#hemon', 'Il vous faut divertir par un autre entretien.')",0.0
-,"('#antigone', 'Hélas ! Tu me dis tout en ne me disant rien.')",0.0
-,"('#hemon', 'Madame, je croyais que la commune plainte Vous eût déjà livré cette sensible atteinte, Et fût cause du deuil que je rencontre ici.')",0.0
-,"('#antigone', 'Étéocle est-il mort ?')",0.0
-,"('#hemon', ""Et Polynice aussi. Faites à ce grand coeur faire un effort extrême ; Opposez la nature à la nature même. L'ennui d'un tel malheur ne peut être léger ; Mais la part que j'y prends le doit bien alléger."")",0.0
-,"('#antigone', ""Ô prodige ! Ô combat digne de son issue, Où plus que les vaincus la nature est vaincue, Où le crime s'est vu par le crime étouffer, Où l'impiété seule a droit de triompher ! Faites m'en le récit."")",0.0
-,"('#hemon', 'Votre douleur peut-être...')",0.0
-,"('#antigone', ""Non, elle est en un point où rien ne peut l'accroître ; Mes sens par son excès sont demeurés perclus ; Pour la trop ressentir je ne la ressens plus."")",0.0
-,"('#hemon', ""Quand leur haine obstinée eut rendu de la reine Le pouvoir sans effet et la prière vaine, Et qu'au champ du combat chacun d'eux consentit, La rage s'y vint rendre, et nature en sortit : Pareils à deux lions, et plus cruels encore, Du geste chacun d'eux l'un l'autre se dévore : Avant qu'en être aux mains ils combattent des yeux, Et se lancent d'abord cent regards furieux. Enfin, d'un maintien grave et d'une voix altière,  Polynice tout haut pousse cette prière : « Ô dieux ! Si quelquefois vous consentez au mal, Quand il semble ordonné par un décret fatal, Et qu'on en peut nommer la cause légitime, Guidez ce bras vengeur et soutenez mon crime : Après, pour l'expier, à moi-même inhumain, Dedans mon propre sang je laverai ma main : Si ce traître y peut voir le sceptre qu'il me nie, Avant que de son corps son âme soit bannie, Et s'il peut en mourant emporter avec soi Le regret de savoir que je survive roi. »  Là commence, l'approche, où l'ardeur les presse Pratique aux premiers coups quelque art et quelque adresse : Ils passent sans effet et d'une et d'autre part ; Mais bientôt la fureur l'emporte dessus l'art : Chacun voulant porter, et chacun voulant rendre, Quitte pour attaquer le soin de se défendre ; Et tous deux, tout danger à leur rage soumis, S'exposent aussi nus que s'ils étaient amis : Mais après que, pareils de force et de courage, Ils ont gardé longtemps un égal avantage, De Polynice enfin le sort guide le bras : Il pousse un coup mortel qui porte l'autre à bas."")",0.0
-,"('#antigone', 'Et le ciel à ce crime a prêté sa lumière !')",0.0
-,"('#hemon', 'Le roi tombe, et son sang coule sur la poussière : Mais en sa chute encore sa haine se soutient, Et son coeur veut encore éclore un espoir qu\'il retient : Couleur ni mouvement ne reste à son visage ; Il semble que des sens il ait perdu l\'usage : Il le réserve tout pour un dernier effort, Et sait encore tromper dans les bras de la mort. Polynice, ravi d\'une fausse victoire Dont bientôt sa défaite effacera la gloire, Levant les mains au ciel, s\'écrie à haute voix : « Soyez bénis, ô dieux, juste juges des rois ! Thèbes, dessus ma tête apporte ta couronne ; Elle est mienne, et le sang par deux fois me la donne. Apporte, cette vue hâtera son trépas; Ma tête achèvera l\'office de mon bras. »  Il s\'approche à ces mots, lui veut ôter l\'épée ; Mais sa main est à peine à cette oeuvre occupée, Que l\'autre, ramassant un reste de vigueur Que la haine entretient à l\'entour de son coeur, Retire un peu le bras, puis, le poussant d\'adresse, Lui met le fer au sein que mourant il y laisse. Polynice, à ce coup, mortellement atteint, Une froide pâleur s\'emparant de son teint: ""Quoi ! Ta rage, dit-il, n\'est donc pas assouvie, Et tes déloyautés ont survécu ta vie ? Ta perfidie arrête où ton âme n\'est pas ? Attends-moi, traître, attends, je vais suivre tes pas, Et, plus ton ennemi que e ne fus en terre, Te porter chez les morts une immortelle guerre ; Là, nos âmes feront ce qu\'ici font nos corps ; Nous nous battons vivants, et nous nous battrons morts."" Avecque ce discours il achève sa vie ; La lumière de ses yeux est pour jamais ravie ; Et nous, le coeur transi de frayeur et d\'ennui, Demeurons sur-le-champ presque aussi morts que lui.')",0.0
-,"('#antigone', ""Que votre mort, ma mère, est un bien que j'envie, Et qu'il me serait doux de vous avoir suivie ! Venez voir, cher Hémon, si le ciel en courroux Peut lâcher quelque trait qu'il n'ait lâché sur nous... Entrez en cette chambre. Hémon sort."")",0.0
-,"('#ismene', 'Ô barbare sentence !')",0.0
-,"('#antigone', 'Quel ennui doit encore éprouver ma constance ?')",0.0
-,"('#ismene', 'Savez-vous du combat le succès malheureux ?')",0.0
-,"('#antigone', 'Oui, digne de leur rage et funeste à tous deux.')",0.0
-,"('#ismene', 'Savez-vous que Créon succède à la couronne ?')",0.0
-,"('#antigone', ""C'est un bien qu'on lui doit et que le sang lui donne."")",0.0
-,"('#ismene', 'Savez-vous la rigueur de son premier édit ?')",0.0
-,"('#antigone', ""Non, Hémon est ici qui ne m'en a rien dit."")",0.0
-,"('#ismene', ""Il fait d'un acte impie un acte de justice : Il défend d'inhumer le corps de Polynice, Et, déclarant ce prince ennemi de l'État, Condamne l'infracteur comme d'un attentat."")",0.0
-,"('#hemon', ""Certes, jamais le sort n'a sur humaine race Tant versé pour un jour de peine et de disgrâce. Jocaste défaite ! Ô destin inhumain !"")",0.0
-,"('#antigone', ""Vous voyez en sa mort une oeuvre de sa main : Heureuse et douce mort, puisqu'elle a su par elle De celle de ses fils prévenir la nouvelle ! Voyez si ma constance a de quoi s'exercer ; Mais ma peine ou ma vie enfin pourra cesser : Cette raison au moins en mon mal ma conforte, Que, s'il n'est supportable, il faudra qu'il m'emporte : Mais de grâce, seigneur, accordez aujourd'hui Un peu de solitude à ce mortel ennui, Et me prouvez la part que vous y daignez prendre, En laissant à mes pleurs le temps de se répandre."")",0.0
-,"('#hemon', ""Je serais plus cruel que vos propres douleurs, Si je vous déniais la liberté des pleurs. Adieu, mais trouvez bon qu'en ce malheur extrême Je vous laisse vous-même à garder à vous-même : Domptez de votre sort l'implacable courroux, Et que votre vertu me réponde de vous. Il sort"")",0.0
-,"('#antigone', ""C'est bien visiblement, ma soeur, ma chère Ismène, Que le ciel aujourd'hui nous déclare sa haine, Et que son bras vengeur, poussé par son courroux; Poursuit encore Oedipe et le punit en nous : Sa parricide erreur nous fut un coup funeste, Et, vierges, nous portons la peine d'un inceste. Nos deux frères sont morts, ma mère suit leurs pas, Et le ciel toutefois ne se satisfait pas ; Il suscite un tyran élevé par leur chute, Dont le règne insolent déjà nous persécute, Qui veut priver les morts du repos des tombeaux Et vouer notre sang à la soif des corbeaux."")",0.0
-,"('#ismene', ""On dresse par son ordre un appareil célèbre Pour honorer le roi de la pompe funèbre, Et, comme un défenseur de l'État et des siens, Il lui fait décerner les honneurs anciens : Mais il veut que cent ans l'auteur de cette guerre, Ombre vaine et plaintive, aux noirs rivages erre, Et défend que son corps, sans d'Oedipe et de nous, Ait d'autre monument que le ventre des loups : Telle qu'est cette loi, telle est aussi la peine ; La première est impie et l'autre est inhumaine ; Car entre elles il met ce funeste rapport Qu'on enterrera vif qui l'enterrera mort."")",0.0
-,"('#antigone', ""L'ordonnance avec soi porte sa fin expresse ; C'est à nous qu'elle parle, à nous qu'elle s'adresse : La racine arrachée, et les arbres détruits, Le cruel veut encore exterminer les fruits. Or, il est temps, ma soeur, de montrer qui nous sommes, Et qui peut plus sur nous ou des dieux ou des hommes ; C'est ici que le sang et la condition Ne nous permettent pas une lâche action ; La vertu doit ici forcer la tyrannie ; Peut être que plus faible elle sera punie. Mais de tant de tourments que nous livre le sort, Il ne peut être après tout qu'arriver une mort : Enfin, exprès, ma soeur, j'ai voulu qu'Hémon même, Qui prend mes intérêts et qui sans feinte m'aime, Pour ne s'opposer pas à ce triste devoir, Nous laissât le lieu libre et n'en pût rien savoir."")",0.0
-,"('#ismene', 'Dieux, que proposez-vous, et que pouvons-nous faire, Que ne soit inutile au repos de mon frère ?')",0.0
-,"('#antigone', 'Acquittons au moins selon notre pouvoir;')",0.0
-,"('#ismene', ""Mais, ma soeur, l'impuissance excuse le devoir."")",0.0
-,"('#antigone', ""Quoi ! Vous défendez-vous d'un si pieux ouvrage ?"")",0.0
-,"('#ismene', ""L'espérance me manque, et non pas le courage."")",0.0
-,"('#antigone', ""Quand l'une peut manquer, l'autre est bien imparfait."")",0.0
-,"('#ismene', ""Que profite un espoir qui n'obtient point d'effet ?"")",0.0
-,"('#antigone', 'En ces précautions la faiblesse est visible.')",0.0
-,"('#ismene', 'La promptitude aussi bien souvent est nuisible.')",0.0
-,"('#antigone', ""Pour un acte si juste, il est vrai, mais Créon ne l'est pas."")",0.0
-,"('#antigone', ""Et s'il est inhumain serez-vous inhumaine ?"")",0.0
-,"('#ismene', ""J'abhorre l'ordonnance et redoute la peine."")",0.0
-,"('#antigone', 'Le dessein sans effet est aussi sans mérite.')",0.0
-,"('#ismene', ""Mais le dessein suffit si l'effet ne profite."")",0.0
-,"('#antigone', ""N'est-ce pas profiter que d'inhumer les morts ?"")",0.0
-,"('#ismene', 'Non, car Créon, enfin rendrait vains nos efforts.')",0.0
-,"('#antigone', ""Demeurez donc, Ismène, et sauvez-vous la vie, Comme un trésor bien rare et bien digne d'envie : Nos jours sont en effet si bien traités du sort Que vous avez raison de redouter la mort."")",0.0
-,"('#ismene', ""Considérez, ma soeur, que, restant sans défense, Le pur rebus du sort et la même impuissance, Filles, pour dire assez que nous ne pouvons rien, Un peu d'abaissement aujourd'hui nous sied bien. Ce n'est pas qu'en effet notre soin se refuse ; Le sang convie assez, mais la faiblesse excuse ; Et déjà mon devoir s'en serait acquitté S'il ne fallait céder à la nécessité."")",0.0
-,"('#antigone', ""Quelque consentement que vous puissiez produire, Je vois qu'il pourrait moins me servir que me nuire : Qui n'est pas assuré travaille mollement, Et souvent détruit tout par le retardement : Seul, on s'acquitte mieux d'une grande entreprise ; Le travail s'affaiblit alors qu'il se divise ; Laissez-m'en donc le soin, et, sage à votre sens, Rendez-vous à la force et prenez loi du temps."")",0.0
-,"('#ismene', ""J'envie à ce grand coeur cette grande assurance ; Mais pour les lois enfin j'ai plus de révérence."")",0.0
-,"('#antigone', ""J'en aurais comme vous, mais j'en userais mieux, Et voudrais que les lois en eussent pour les dieux."")",0.0
-,"('#ismene', 'Ah ! Que vous me causez une frayeur extrême !')",0.0
-,"('#antigone', ""Ne m'épouvantez point, et tremblez pour vous-même."")",0.0
-,"('#ismene', 'Soyez secrète au moins, comme je vous promets Que par moi ce dessein ne se saura jamais.')",0.0
-,"('#antigone', 'Si rien est à cacher, cachez votre faiblesse ; Je fais gloire pour moi que ma vertu paraisse.')",0.0
-,"('#ismene', 'Comme dans les dangers vous vous précipitez !')",0.0
-,"('#antigone', ""Avec autant d'ardeur que vous les évitez."")",0.0
-,"('#ismene', ""Je vous l'ai dit cent fois, cette oeuvre sera vaine."")",0.0
-,"('#antigone', 'Bien, mon pouvoir cessant fera cesser ma peine.')",0.0
-,"('#ismene', ""Mais ce n'est pas assez d'entreprendre ardemment ; L'honneur de l'entreprise est en l'événement."")",0.0
-,"('#antigone', ""Vos raisons, comme vous, sont de si peu de force, Que, loin de m'arrêter, cet obstacle m'amorce. Laissez indifférent mon bon ou mouvais sort ; Voyez, si je péris, mon naufrage du port ; Pour moi je tiens plus chère et plus digne d'envie Une honorable mort qu'une honteuse vie ; Et de mes ans enfin voir terminer le cours Ne sera qu'arriver où je vais tous les jours."")",0.0
-,"('#ismene', ""Allez donc, et le ciel, pour vous et pour mon frère, Conduise de dessein mieux que je ne l'espère. Mais vos soins, si mon coeur ne m'abuse aujourd'hui, Préparent un cercueil plus pour vous que pour lui. Elle sortent."")",0.0
-,"('#menette', 'Madame, vous cherchez votre perte visible.')",0.0
-,"('#argie', ""C'est bien ma perte, hélas ! Elle m'est bien sensible."")",0.0
-,"('#menette', 'Je dis de votre vie.')",0.0
-,"('#argie', ""Ah ! Le même trépas Qui l'ôte à mon époux ne m'en privera-t-il pas ? Ménette, voulez-vous qu'en ce malheur extrême J'abandonne aux corbeaux la moitié de moi-même, Et que l'injuste arrêt qu'on nous a rapporté Jusqu'au repos des morts porte sa cruauté ? Peut-être que déjà Polynice m'accuse De lui rendre si tard l'honneur qu'on lui refuse : S'il ne l'a pas, j'ai tort ; s'il l'a, j'ai tort aussi, Car c'est à mon devoir qu'appartient ce souci ; C'est pour ce triste soin, dont mon devoir me presse, Que je me suis soustraite aux troupes de la Grèce, Qui, le siège levé par un honteux départ, Souffre cette injustice et n'y prend point de part."")",0.0
-,"('#menette', ""Pour ne nous pas tromper ne prenons autre voie Que celle des oiseaux qui vont à cette proie : L'infection des corps vient déjà jusqu'à nous ; Ici furent portés et rendus tant de coups ; Voici le champ fertile en tant de funérailles : Thèbes n'est pas fort loin, j'entrevois ses murailles."")",0.0
-,"('#argie', ""Ô Thèbes ! Autrefois l'objet de mes désirs, Maintenant le sujet de tous mes déplaisirs, À qui pourtant le ciel soit encore propice, Si ta piété me rend le corps de Polynice ; Tu vois en quel état, femme et soeur de tes rois, Je me présente à toi pour la première fois. Vois, perfide cité, quelle pompe environne Celle qui justement prétendait ta couronne : Ce n'est pas elle aussi qui guide ici mes pas, Et mon ambition ne te déplaira pas : Je ne cherche qu'un mort, je ne peux que sa cendre ; Je ne t'ôte qu'un soin que tu ne daignes prendre : Ma le dénieras-tu ? Rends, cruelle, rends-moi Celui que tu chassais comme indigne de toi, À qui tu fus perfide autant que légitime, Qui fut ton roi sans sceptre et ton banni sans crime. Et toi, mon cher époux s'il reste après les morts. Quelques mânes errants à l'entour de leurs corps, Guide-moi par les tiens à ce funeste office ; Que Polynice m'aide à trouver Polynice ; C'est toi seul que je cherche en ces funestes lieux ; Daigne encore une fois te montrer à mes yeux."")",0.0
-,"('#menette', ""Madame, contenez la douleur qui vous presse ; Nous sommes aperçus, quelqu'un vers nous s'adresse."")",0.0
-,"('#antigone', 'Quel dessein téméraire adresse ici tes pas ?')",0.0
-,"('#menette', ""Ce qui l'y fait venir ne vous regarde pas."")",0.0
-,"('#antigone', ""Vient-elle ôter aux morts les larmes que je verse, Et mettre empêchement à ce triste commerce ? Quel intérêt l'y pousse, et quel est son souci ? Ce soir est tout à moi, seule j'ai droit ici."")",0.0
-,"('#argie', ""Si quelqu'un de ces morts vous cause de la peine, Et si, comme je crois, même dessein nous mène, Si même Créon vous craignez le courroux, Je pourrai sans danger me déclarer à vous : Hier femme, aujourd'hui veuve de Polynice, Je venais à son corps rendre un dernier office, Croyant qu'à la faveur du voile de la nuit..."")",0.0
-,"('#antigone', ""Est-ce Argie ? Ô ma soeur ! Quel bonheur me conduit ? Ou plutôt quel destin, à mon bonheur contraire, Fait que quand je vous vois je ne vois plus mon frère ? Tant qu'il eut ce plaisir, ses soeurs ne l'eurent point ; Ses jours nous séparaient, et son trépas nous joint. Quelque part que pour vous mon coeur prit en sa flamme, Je ne vois que sa veuve et n'ai point vu sa femme : Enfin un même soin nous fait trouver ici ; Ce que mène Antigone amène Argie aussi."")",0.0
-,"('#argie', ""Antigone, ma soeur, quelle première vue ! Qui l'eût imaginée, ou qui l'eût attendue ? Que pour nous la fortune, a de fausse douceurs ! Commençant de nous voir, nous cessons d'être soeurs : Je n'ai pu vous montrer la sensible allégresse De me voir jointe à vous que quand le cause en cesse ; Encore en ce malheur dois-je bénir le sort Qui me montre la soeur lorsque le frère est mort. Au défaut de l'objet, son image contente ; Encore vois-je de lui quelque chose vivante : Vos corps furent formés dedans le même flanc ; Vous ne fûtes qu'un coeur, et qu'une âme et qu'un sang."")",0.0
-,"('#antigone', ""Ce n'est pas sans raison que sa perte m'est dure ; L'amitié nous joignit bien plus que la nature."")",0.0
-,"('#argie', ""Aussi, ma chère soeur, les dieux m'en sont témoins, Son trône était l'aimant qui l'attirait le moins : Ni repos, ni pays, ni mère, ni couronne, Ne lui fut en objet à l'égal d'Antigone ; Jour ni nuit n'ont passé qu'il ne parlât de vous, Et non sans que mon coeur en fût un peu jaloux ; Car, à voir quelle part nous avions en son âme, Je paraissais sa soeur et vous sembliez sa femme : Mille fois pour vous voir il a de ces remparts Devers Thèbes jeté les yeux de toutes parts. Mais las ! Il vous a vue, et cette vue est vaine ; Elle n'a diverti sa mort ni votre peine : Nous n'espérions qu'en vous, et contre notre espoir Il a pu sans fléchir vous entendre et vous voir ; Il s'est pu cette fois défendre de vos charmes."")",0.0
-,"('#antigone', ""Hélas ! Il consultait de mettre bas les armes, Et déjà son courroux était presque amorti ; Mais si mal à propos Étéocle est sorti, Qu'il m'a ravi le temps..."")",0.0
-,"('#menette', ""Craignant quelque surprise, Allons chercher le mort, achevons l'entreprise, Et faites quelque trêve avec vos douleurs."")",0.0
-,"('#antigone', 'Allons, dessus son corps nous répandrons des pleurs : Son corps où fut mon sang...')",0.0
-,"('#argie', 'Son corps où fut mon âme.')",0.0
-,"('#antigone', 'Quel emploi pour sa soeur !')",0.0
-,"('#argie', 'Quelle nuit pour sa femme !')",0.0
-,"('#creon', ""Enfin l'État est clame, et le dieux ont permis Que l'orage tombât dessus nos ennemis. Enfin, Thèbes, enfin la voix de ton prophète Des volontés des dieux est fidèle interprète ; Son oracle est suivi de visibles effets ; La mort de Ménécée a produit cette paix. Par un sort tout ensemble et propice et contraire, La ruine du fils a couronné le père : Pour profiter pour moi lui-même s'est perdu, Pour élever mon sang mon sang s'est répandu ; Mais plaindre son trépas est altérer sa gloire ; Le seul, tout mort qu'il est, nous gagne le victoire : Le public intérêt condamne mes douleurs Et ravit à mes yeux la liberté des pleurs ; Sa mort éteint du ciel la fureur vengeresse, Chasse de son pays les forces de la Grèce, Renverse Polynice et sa témérité, Et lui coûte un trépas justement mérité. Étécole avec coeur a pris notre défense ; Aussi sais-je des deux faire la différence : J'entends qu'avec ma cour toute la ville en deuil Demain rende au dernier les honneurs du cercueil ; Mais mon autorité ne peut sans injustice Décerner ces honneurs au corps de Polynice : Il importe à l'État qu'un ennemi juré, Qui s'est ouvertement contre lui déclaré, De sa rébellion reçoive le supplice, Et demeure privé de ce funèbre office."")",0.0
-,"('#cleodamas', ""Un grand roi père tout d'un contrepoids égal, Rend le bien pour le bien, et le mal pour le mal. Que Thèbes aujourd'hui dressât des funérailles, À qui voulait hier abattre ses murailles, Qui marchait sur les siens pèle-mêle accablés, Qui fit avec le feu la moisson de ses blés, Et qui demain peut-être eût pu voir avec joie Embraser par les Grecs cette seconde Troie ! Qu'elle lui décernât les honneurs du tombeau ! Ce zèle est sans exemple et serait tout nouveau."")",0.0
-,"('#ephise', ""C'est trop, Cléodamas, exagérer son crime : Que sa prétention fût ou non légitime, Encor ce traitement paraît-il inhumain ; Il fut homme, il fut noble, il fut prince et Thébain. Je veux qu'il soit coupable ; il laisse en son offense Une matière au Roi d'exercer sa clémence. D'un règne commençant la première action Fait dessus les esprits beaucoup d'impression, Et la douceur y trace une secrète voie Par où le joug passant se reçoit avec joie : La rigueur, au contraire, en ces événements Jette au pouvoir des rois de mauvais fondements ; À peine il s'établit qu'on souhaite qu'il cesse, Et tout joug nous déplaît quand d'abord il nous presse. Sire, outre ces raisons, qui votre piété Lie aujourd'hui les mains de votre autorité ; Donnez à votre règne un favorable augure ; Accordez la justice avecque la nature : Régnez sur les esprits premier que sur les corps, Faites honneur aux dieux en faisant grâce aux morts."")",0.0
