corneillep-andromede,quinault-persee,Score
"('#timante', ""Si vous n'en croyez pas mes soupirs et mes larmes, Vous en croirez le roi, qui bientôt à vos yeux La va livrer lui-même aux ministres des dieux."")",-,0.0
"('#phinee', ""C'est nous faire, Timante, un conte ridicule ; Et je tiendrais le roi bien simple et bien crédule, Si plus qu'une déesse il en croyait le sort."")",-,0.0
"('#timante', ""Le roi non plus que vous ne l'a pas cru d'abord ; Il a fait par trois fois essayer sa malice, Et l'a vu par trois fois faire même injustice : Du vase par trois fois ce beau nom est sorti."")",-,0.0
"('#phinee', ""Et toutes les trois fois le sort en a menti. Le ciel a fait pour vous une autre destinée : Son ordre est immuable, il veut notre hyménée ; Il le veut, il y met le bonheur de ces lieux ; Et ce n'est pas au sort à démentir les dieux."")",-,0.0
"('#andromede', ""Assez souvent le ciel par quelque fausse joie Se plaît à prévenir les maux qu'il nous envoie ; Du moins il m'a rendu quelques moments bien doux Par ce flatteur espoir que j'allais être à vous. Mais puisque ce n'était qu'une trompeuse attente, Gardez mon souvenir, et je mourrai contente."")",-,0.0
"('#phinee', ""Et vous mourrez contente ! Et j'ai pu mériter Qu'avec contentement vous puissiez me quitter ! Détacher sans regret votre âme de la mienne ! Vouloir que je le voie, et que je m'en souvienne ! Et mon fidèle amour qui reçut votre foi Vous trouve indifférente entre la mort et moi ! Oui, je m'en souviendrai, vous le voulez, madame ; J'accepte le supplice où vous livrez mon âme ; Mais quelque peu d'amour que vous me fassiez voir, Le mien n'oubliera pas les lois de son devoir. Je dois, malgré le sort, je dois, malgré vous-même, Si vous aimez si mal, vous montrer comme on aime, Et faire reconnaître aux yeux qui m'ont charmé Que j'étais digne au moins d'être un peu mieux aimé. Vous l'avouerez bientôt, et j'aurai cette gloire, Qui dans tout l'avenir suivra notre mémoire, Que pour se voir quitter avec contentement, Un amant tel que moi n'en est pas moins amant."")",-,0.0
"('#andromede', ""C'est donc trop peu pour moi que des malheurs si proches, Si vous ne les croissez par d'injustes reproches ! Vous quitter sans regret ! Les dieux me sont témoins Que j'en montrerais plus si je vous aimais moins. C'est pour vous trop aimer que je parois toute autre : J'étouffe ma douleur pour n'aigrir pas la vôtre ; Je retiens mes soupirs de peur de vous fâcher, Et me montre insensible afin de moins toucher. Hélas ! Si vous savez faire voir comme on aime, Du moins vous voyez mal quand l'amour est extrême ; Oui, Phinée, et je doute, en courant à la mort, Lequel m'est plus cruel, ou de vous, ou du sort."")",-,0.0
"('#phinee', ""Hélas ! Qu'il était grand quand je l'ai cru s'éteindre, Votre amour ! Et qu'à tort ma flamme osait s'en plaindre ! Princesse, vous pouvez me quitter sans regret : Vous ne perdez en moi qu'un amant indiscret, Qu'un amant téméraire, et qui même a l'audace D'accuser votre amour quand vous lui faites grâce ; Mais pour moi, dont la perte est sans comparaison, Qui perds en vous perdant et lumière et raison, Je n'ai que ma douleur qui m'aveugle et me guide : Dessus toute mon âme elle seule préside ; Elle y règne, et je cède entier à son transport ; Mais je ne cède pas aux caprices du sort. Que le roi par scrupule à sa rigueur défère, Qu'une indigne équité le fasse injuste père, La reine et mon amour sauront bien empêcher Qu'un choix si criminel ne coûte un sang si cher. J'ose tout, je puis tout après un tel oracle."")",-,0.0
"('#timante', ""La reine est hors d'état d'y joindre aucun obstacle : Surprise comme vous d'un tel événement, Elle en a de douleur perdu tout sentiment ; Et sans doute le roi livrera la princesse Avant qu'on l'ait pu voir sortir de sa faiblesse."")",-,0.0
"('#phinee', ""Eh bien ! Mon amour seul saura jusqu'au trépas, malgré tous..."")",-,0.0
"('#andromede', 'Le roi vient ; ne vous emportez pas.')",-,0.0
"('#cephee', ""Ma fille, si tu sais les nouvelles funestes De ce dernier effort des colères célestes, Si tu sais de ton sort l'impitoyable cours, Qui fait le plus cruel du plus beau de nos jours, épargne ma douleur, juges-en par sa cause, Et va sans me forcer à te dire autre chose."")",-,0.0
"('#andromede', ""Seigneur, je vous l'avoue, il est bien rigoureux De tout perdre au moment qu'on se doit croire heureux ; Et le coup qui surprend un espoir légitime Porte plus d'une mort au coeur de la victime. Mais enfin il est juste, et je le dois bénir : La cause des malheurs les doit faire finir. Le ciel, qui se repent sitôt de ses caresses, Verra plus de constance en moi qu'en ses promesses : Heureuse, si mes jours un peu précipités Satisfont à ces dieux pour moi seule irrités, Si je suis la dernière à leur courroux offerte, Si le salut public peut naître de ma perte ! Malheureuse pourtant de ce qu'un si grand bien Vous a déjà coûté d'autre sang que le mien, Et que je ne suis pas la première et l'unique Qui rende à votre état la sûreté publique !"")",-,0.0
"('#phinee', 'Quoi ? Vous vous obstinez encore à me trahir ?')",-,0.0
"('#andromede', 'Je vous plains, je me plains, mais je dois obéir.')",-,0.0
"('#phinee', 'Honteuse obéissance à qui votre amour cède !')",-,0.0
"('#cephee', ""Obéissance illustre, et digne d'Andromède ! Son nom comblé par là d'un immortel honneur..."")",-,0.0
"('#phinee', ""Je l'empêcherai bien, ce funeste bonheur. Andromède est à moi, vous me l'avez donnée ; Le ciel pour notre hymen a pris cette journée ; Vénus l'a commandé : qui me la peut ôter ? Le sort auprès des dieux se doit-il écouter ? Ah ! Si j'en vois ici les infâmes ministres S'apprêter aux effets de ses ordres sinistres..."")",-,0.0
"('#cephee', ""Apprenez que le sort n'agit que sous les dieux, Et souffrez comme moi le bonheur de ces lieux. Votre perte n'est rien au prix de ma misère : Vous n'êtes qu'amoureux, Phinée, et je suis père. Il est d'autres objets dignes de votre foi ; Mais il n'est point ailleurs d'autres filles pour moi. Songez donc mieux qu'un père à ces affreux ravages Que partout de ce monstre épandirent les rages ; Et n'en rappelez pas l'épouvantable horreur, Pour trop croire et trop suivre une aveugle fureur."")",-,0.0
"('#phinee', ""Que de nouveau ce monstre entré dessus vos terres Fasse à tous vos sujets d'impitoyables guerres, Le sang de tout un peuple est trop bien employé Quand celui de ses rois en peut être payé ; Et je ne connais point d'autre perte publique Que celle où vous condamne un sort si tyrannique."")",-,0.0
"('#cephee', 'Craignez ces mêmes dieux qui président au sort.')",-,0.0
"('#phinee', ""Qu'entre eux-mêmes ces dieux se montrent donc d'accord. Quelle crainte après tout me pourrait y résoudre ? S'ils m'ôtent Andromède, ont-ils quelque autre foudre ? Il n'est plus de respect qui puisse rien sur moi ; Andromède est mon sort, et mes dieux, et mon roi ; Punissez un impie, et perdez un rebelle ; Satisfaites le sort en m'exposant pour elle : J'y cours ; mais autrement je jure ses beaux yeux, Et mes uniques rois, et mes uniques Dieux... Ici le tonnerre commence à rouler avec un si grand bruit, et accompagné d'éclairs redoublés avec tant de promptitude, que cette feinte donne de l'épouvante aussi bien que de l'admiration, tant elle approche du naturel. On voit cependant descendre Éole avec huit vents, dont quatre sont à ses deux côtés, en sorte toutefois que les deux plus éloignés sont comme volants en l'air tout conte ce même nuage. Les quatre autres paraissent deux à deux au milieu de l'air sur les ailes du théâtre, deux à la main gauche et deux à la main droite : ce qui n'empêche pas Phinée de continuer ses blasphèmes."")",-,0.0
"('#cephee', ""Arrêtez : ce nuage enferme une tempête Qui peut-être déjà menace votre tête. N'irritez plus les dieux déjà trop irrités."")",-,0.0
"('#phinee', ""Qu'il crève, ce nuage, et que ces déités..."")",-,0.0
"('#cephee', 'Ne les irritez plus, vous dis-je, et prenez garde...')",-,0.0
"('#phinee', ""À les trop irriter qu'est-ce que je hasarde ? Que peut craindre un amant quand il voit tout perdu ? Tombe, tombe sur moi leur foudre, s'il m'est dû ! Mais s'il est quelque main assez lâche et traîtresse Pour suivre leur caprice et saisir ma princesse, Seigneur, encore un coup, je jure ses beaux yeux, Et mes uniques rois, et mes uniques dieux..."")",-,0.0
"('#eole', ""Téméraire mortel, n'en dis pas davantage ; Tu n'obliges que trop les dieux à te haïr : Quoi que pense attenter l'orgueil de ton courage, Ils ont trop de moyens de se faire obéir. Connais-moi pour ton infortune ; Je suis Éole, roi des vents. Partez, mes orageux suivants, Faites ce qu'ordonne Neptune."")",-,0.0
"('#andromede', 'ô ciel !')",-,0.0
"('#cephee', ""Ils l'ont saisie, et l'enlèvent en l'air."")",-,0.0
"('#phinee', 'Ah ! Ne présumez pas ainsi me la voler : Je vous suivrai partout malgré votre surprise.')",-,0.0
"('#persee', 'Seigneur, un tel péril ne veut point de remise ; Mais espérez encor, je vole à son secours, Et vais forcer le sort à prendre un autre cours.')",-,0.0
"('#cephee', ""Vingt amants pour Nérée en firent l'entreprise ; Mais il n'est point d'effort que ce monstre ne brise. Tous voulurent sauver ses attraits adorés, Tous furent avec elle à l'instant dévorés."")",-,0.0
"('#persee', ""Le ciel aime Andromède, il veut son hyménée, Seigneur ; et si les vents l'arrachent à Phinée, Ce n'est que pour la rendre à quelque illustre époux Qui soit plus digne d'elle, et plus digne de vous ; À quelque autre par là les dieux l'ont réservée. Vous saurez qui je suis quand je l'aurai sauvée. Adieu : par des chemins aux hommes inconnus Je vais mettre en effet l'oracle de Vénus. Le temps nous est trop cher pour le perdre en paroles."")",-,0.0
"('#cephee', ""Moi, qui ne puis former d'espérances frivoles, Pour ne voir point courir ce grand coeur au trépas, Je vais faire des voeux qu'on n'écoutera pas."")",-,0.0
"('#timante', ""Allons voir, chers amis, ce qu'elle est devenue, La princesse, et mourir, s'il se peut, à sa vue."")",-,0.0
"('#le-choeur', ""La voilà que ces vents achèvent d'attacher, En infâmes bourreaux, à ce fatal rocher."")",-,0.0
"('#timante', ""Oui, c'est elle sans doute. Ah ! L'indigne spectacle !"")",-,0.0
"('#le-choeur', ""Si le ciel n'est injuste, il lui doit un miracle."")",-,0.0
"('#timante', ""Il en fera voir un, s'il en croit nos désirs."")",-,0.0
"('#andromede', 'ô dieux !')",-,0.0
"('#timante', 'Avec respect écoutons ses soupirs ; Et puissent les accents de ses premières plaintes Porter dans tous nos coeurs de mortelles atteintes !')",-,0.0
"('#andromede', ""Affreuse image du trépas Qu'un triste honneur m'avait fardée, Surprenantes horreurs, épouvantable idée, Qui tantôt ne m'ébranliez pas, Que l'on vous conçoit mal quand on vous envisage Avec un peu d'éloignement ! Qu'on vous méprise alors ! Qu'on vous brave aisément ! Mais que la grandeur de courage Devient d'un difficile usage Lorsqu'on touche au dernier moment ! Ici seule, et de toutes parts À mon destin abandonnée, Ici que je n'ai plus ni parents, ni Phinée, Sur qui détourner mes regards, L'attente de la mort de tout mon coeur s'empare, Il n'a qu'elle à considérer ; Et quoi que de ce monstre il s'ose figurer, Ma constance qui s'y prépare Le trouve d'autant plus barbare Qu'il diffère à me dévorer. Étrange effet de mes malheurs ! Mon âme traînante, abattue, N'a qu'un moment à vivre, et ce moment me tue À force de vives douleurs. Ma frayeur a pour moi mille mortelles feintes, Cependant que la mort me fuit : Je pâme au moindre vent, je meurs au moindre bruit ; Et mes espérances éteintes N'attendent la fin de mes craintes Que du monstre qui les produit. Qu'il tarde à suivre mes désirs ! Et que sa cruelle paresse À ce coeur dont ma flamme est encore la maîtresse Coûte d'amers et longs soupirs ! Ô toi, dont jusqu'ici la douceur m'a suivie, Va-t'en, souvenir indiscret ; Et cessant de me faire un entretien secret De ce prince qui m'a servie, Laisse-moi sortir de la vie Avec un peu moins de regret. C'est assez que tout l'univers Conspire à faire mes supplices ; Ne les redouble point, toi qui fus mes délices, En me montrant ce que je perds ; Laisse-moi..."")",-,0.0
"('#cassiope', ""Me voici, qui seule ai fait le crime ; Me voici, justes dieux, prenez votre victime : S'il est quelque justice encore parmi vous, C'est à moi seule, à moi qu'est dû votre courroux. Punir les innocents, et laisser les coupables, Inhumains ! Est-ce en être, est-ce en être capables ? À moi tout le supplice, à moi tout le forfait. Que faites-vous, cruels ? Qu'avez-vous presque fait ? Andromède est ici votre plus rare ouvrage ; Andromède est ici votre plus digne image ; Elle rassemble en soi vos attraits divisés : On vous connaîtra moins si vous la détruisez. Ah ! Je découvre enfin d'où provient tant de haine : Vous en êtes jaloux plus que je n'en fus vaine ; Si vous la laissiez vivre, envieux tout-puissants, Elle aurait plus que vous et d'autels et d'encens ; Chacun préférerait le portrait au modèle, Et bientôt l'univers n'adorerait plus qu'elle."")",-,0.0
"('#andromede', ""En l'état où je suis le sort m'est-il trop doux, Si vous ne me donnez de quoi craindre pour vous ? Faut-il encore ce comble à des malheurs extrêmes ? Qu'espérez-vous, madame, à force de blasphèmes ?"")",-,0.0
"('#cassiope', ""Attirer et leur monstre et leur foudre sur moi ; Mais je ne les irrite, hélas ! Que contre toi : Sur ton sang innocent retombent tous mes crimes ; Seule tu leur tiens lieu de mille autres victimes ; Et pour punir ta mère ils n'ont, ces cruels dieux, Ni monstre dans la mer, ni foudre dans les cieux. Aussi savent-ils bien que se prendre à ta vie, C'est percer de mon coeur la plus tendre partie ; Que je souffre bien plus en te voyant périr, Et qu'ils me feraient grâce en me faisant mourir. Ma fille, c'est donc là cet heureux hyménée, Cette illustre union par Vénus ordonnée, Qu'avec tant de pompe il fallait préparer, Et que ces mêmes dieux devaient tant honorer ! Ce que nos yeux ont vu n'était-ce donc qu'un songe, Déesse ? Ou ne viens-tu que pour dire un mensonge ? Nous aurais-tu parlé sans l'aveu du destin ? Est-ce ainsi qu'à nos maux le ciel trouve une fin ? Est-ce ainsi qu'Andromède en reçoit les caresses ? Si contre elle l'envie émeut quelques déesses, L'amour en sa faveur n'arme-t-il point de dieux ? Sont-ils tous devenus ou sans coeur, ou sans yeux ? Le maître souverain de toute la nature Pour de moindres beautés a changé de figure ; Neptune a soupiré pour de moindres appas ; Elle en montre à Phébus que Daphné n'avait pas ; Et l'Amour en Psyché voyait bien moins de charmes, Quand pour elle il daigna se blesser de ses armes. Qui dérobe à tes yeux le droit de tout charmer, Ma fille ? Au vif éclat qu'ils sèment dans la mer, Les tritons amoureux, malgré leurs Néréides, Devraient déjà sortir de leurs grottes humides, Aux fureurs de leur monstre à l'envi s'opposer, Contre ce même écueil eux-mêmes l'écraser, Et de ses os brisés, de sa rage étouffée, Au pied de ton rocher t'élever un trophée."")",-,0.0
"('#andromede', ""Renouveler le crime, est-ce pour les fléchir ? Vous hâtez mon supplice au lieu de m'affranchir. Vous appelez le monstre. Ah ! Du moins à sa vue Quittez la vanité qui m'a déjà perdue. Il n'est mortel ni dieu qui m'ose secourir. Il vient : consolez-vous, et me laissez mourir."")",-,0.0
"('#cassiope', ""Je le vois, c'en est fait. Parois du moins, Phinée, Pour sauver la beauté qui t'était destinée ; Parais, il en est temps ; viens en dépit des dieux Sauver ton Andromède, ou périr à ses yeux ; L'amour te le commande, et l'honneur t'en convie ; Peux-tu, si tu la perds, aimer encore la vie ?"")",-,0.0
"('#andromede', ""Il n'a manque d'amour, ni manque de valeur ; Mais sans doute, madame, il est mort de douleur ; Et comme il a du coeur et sait que je l'adore, Il périrait ici, s'il respirait encore."")",-,0.0
"('#cassiope', ""Dis plutôt que l'ingrat n'ose te mériter. Toi donc, qui plus que lui t'osais tantôt vanter, Viens, amant inconnu, dont la haute origine, Si nous t'en voulons croire, est royale ou divine ; Viens en donner la preuve, et par un prompt secours, Fais-nous voir quelle foi l'on doit à tes discours ; Supplante ton rival par une illustre audace ; Viens à droit de conquête en occuper la place : Andromède est à toi si tu l'oses gagner. Quoi ? Lâches, le péril vous la fait dédaigner ! Il éteint en tous deux ces flammes sans secondes ! Allons, mon désespoir, jusqu'au milieu des ondes Faire servir l'effort de nos bras impuissants D'exemple et de reproche à leurs feux languissants ; Faisons ce que tous deux devraient faire avec joie ; Détournons sa fureur dessus une autre proie : Heureuse si mon sang la pouvait assouvir ! Allons. Mais qui m'arrête ? Ah ! C'est mal me servir."")",-,0.0
"('#timante', 'Courez-vous à la mort quand on vole à votre aide ? Voyez par quels chemins on secourt Andromède ; Quel héros, ou quel dieu sur ce cheval ailé...')",-,0.0
"('#cassiope', ""Ah ! C'est cet inconnu par mes cris appelé, C'est lui-même, seigneur, que mon âme étonnée..."")",-,0.0
"('#persee', ""Reine, voyez par là si je vaux bien Phinée, Si j'étais moins que lui digne de votre choix, Et si le sang des dieux cède à celui des rois."")",-,0.0
"('#cassiope', ""Rien n'égale, seigneur, un amour si fidèle ; Combattez donc pour vous en combattant pour elle : Vous ne trouverez point de sentiments ingrats."")",-,0.0
"('#persee', 'Adorable princesse, avouez-en mon bras.')",-,0.0
"('#le-choeur', ""Courage, enfant des Dieux ! Elle est votre conquête ; Et jamais amant ni guerrier Ne vit ceindre sa tête D'un si beau myrte ou d'un si beau laurier."")",-,0.0
"('#voix', 'Andromède est le prix qui suit votre victoire : Combattez, combattez ; Et vos plaisirs et votre gloire Rendront jaloux les dieux dont vous sortez.')",-,0.0
"('#le-choeur', ""Courage, enfant des dieux ! Elle est votre conquête ; Et jamais amant ni guerrier Ne vit ceindre sa tête D'un si beau myrte ou d'un si beau laurier."")",-,0.0
"('#timante', 'Voyez de quel effet notre attente est suivie, Madame : elle est sauvée, et le monstre est sans vie.')",-,0.0
"('#persee', ""Rendez grâces au dieu qui m'en a fait vainqueur."")",-,0.0
"('#cassiope', ""Ô ciel ! Que ne vous puis-je assez ouvrir mon coeur ! L'oracle de Vénus enfin s'est fait entendre : Voilà ce dernier choix qui nous devait tout rendre ; Et vous êtes, seigneur, l'incomparable époux Par qui le sang des dieux se doit joindre avec nous. Ne pense plus, ma fille, à ton ingrat Phinée : C'est à ce grand héros que le sort t'a donnée ; C'est pour lui que le ciel te destine aujourd'hui ; Il est digne de toi, rends-toi digne de lui."")",-,0.0
"('#persee', ""Il faut la mériter par mille autres services ; Un peu d'espoir suffit pour de tels sacrifices. Princesse, cependant quittez ces tristes lieux, Pour rendre à votre cour tout l'éclat de vos yeux. Ces vents, ces mêmes vents qui vous ont enlevée, Vont rendre de tout point ma victoire achevée : L'ordre que leur prescrit mon père Jupiter Jusqu'en votre palais les force à vous porter, Les force à vous remettre où tantôt leur surprise..."")",-,0.0
"('#andromede', ""D'une frayeur mortelle à peine encore remise, Pardonnez, grand héros, si mon étonnement N'a pas la liberté d'aucun remerciement."")",-,0.0
"('#persee', 'Venez, tyrans des mers, réparer votre crime, Venez restituer cette illustre victime ; Méritez votre grâce, impétueux mutins, Par votre obéissance au maître des destins.')",-,0.0
"('#cassiope', ""Peuple, qu'à pleine voix l'allégresse publique Après un tel miracle en triomphe s'explique, Et fasse retentir sur ce rivage heureux L'immortelle valeur d'un bras si généreux."")",-,0.0
"('#le-choeur', ""Le monstre est mort, crions victoire, Victoire tous, victoire à pleine voix ; Que nos campagnes et nos bois Ne résonnent que de sa gloire. Princesse, elle vous donne enfin l'illustre époux Qui seul était digne de vous. Vous êtes sa digne conquête. Victoire tous, victoire à son amour ! C'est lui qui nous rend ce beau jour, C'est lui qui calme la tempête ; Et c'est lui qui vous donne enfin l'illustre époux Qui seul était digne de vous."")",-,0.0
"('#cassiope', ""Dieux ! J'étais sur ces bords immobile de joie. Allons voir où ces vents ont reporté leur proie, Embrasser ce vainqueur, et demander au roi L'effet du juste espoir qu'il a reçu de moi."")",-,0.0
"('#cymodoce', 'Ainsi notre colère est de tout point bravée ; Ainsi notre victime à nos yeux enlevée Va croître les douceurs de ses contentements Par le juste mépris de nos ressentiments.')",-,0.0
"('#ephyre', ""Toute notre fureur, toute notre vengeance Semble avec son destin être d'intelligence, N'agir qu'en sa faveur ; et ses plus rudes coups Ne font que lui donner un plus illustre époux."")",-,0.0
"('#cydippe', ""Le sort, qui jusqu'ici nous a donné le change, Immole à ses beautés le monstre qui nous venge ; Du même sacrifice, et dans le même lieu, De victime qu'elle est, elle devient le dieu. Cessons dorénavant, cessons d'être immortelles, Puisque les immortels trahissent nos querelles, Qu'une beauté commune est plus chère à leurs yeux ; Car son libérateur est sans doute un des dieux. Autre qu'un dieu n'eût pu nous ôter cette proie Autre qu'un dieu n'eût pu prendre une telle voie ; Et ce cheval ailé fût péri mille fois, Avant que de voler sous un indigne poids."")",-,0.0
"('#cymodoce', ""Oui, c'est sans doute un dieu qui vient de la défendre : Mais il n'est pas, mes soeurs, encore temps de nous rendre ; Et puisqu'un dieu pour elle ose nous outrager, Il faut trouver aussi des dieux à nous venger. Du sang de notre monstre encore toutes teintes, Au palais de Neptune allons porter nos plaintes, Lui demander raison de l'immortel affront Qu'une telle défaite imprime à notre front."")",-,0.0
"('#cydippe', ""Je crois qu'il nous prévient ; les ondes en bouillonnent ; Les conques des tritons dans ces rochers résonnent : c'est lui-même, parlons."")",-,0.0
"('#neptune', ""Je sais vos déplaisirs, Mes filles ; et je viens au bruit de vos soupirs, De l'affront qu'on vous fait plus que vous en colère. C'est moi que tyrannise un superbe de frère, Qui dans mon propre état m'osant faire la loi, M'envoie un de ses fils pour triompher de moi. Qu'il règne dans le ciel, qu'il règne sur la terre ; Qu'il gouverne à son gré l'éclat de son tonnerre ; Que même du destin il soit indépendant ; Mais qu'il me laisse à moi gouverner mon trident. C'est bien assez pour lui d'un si grand avantage, Sans me venir braver encore dans mon partage. Après cet attentat sur l'empire des mers, Même honte à leur tour menace les enfers ; Aussi leur souverain prendra notre querelle : Je vais l'intéresser avec Junon pour elle ; Et tous trois, assemblant notre pouvoir en un, Nous saurons bien dompter notre tyran commun. Adieu : consolez-vous, nymphes trop outragées ; Je périrai moi-même, ou vous serez vengées ; Et j'ai su du destin, qui se ligue avec nous, Qu'Andromède ici-bas n'aura jamais d'époux."")",-,0.0
"('#cymodoce', ""Après le doux espoir d'une telle promesse, Reprenons, chères soeurs, une entière allégresse."")",-,0.0
"('#persee', ""Que me permettez-vous, madame, d'espérer ? Mon amour jusqu'à vous a-t-il lieu d'aspirer ? Et puis-je, en cette illustre et charmante journée, Prétendre jusqu'au coeur que possédait Phinée ?"")",-,0.0
"('#andromede', ""Laissez-moi l'oublier, puisqu'on me donne à vous ; Et s'il l'a possédé, n'en soyez point jaloux. Le choix du roi l'y mit, le choix du roi l'en chasse ; Ce même choix du roi vous y donne sa place ; N'exigez rien de plus : je ne sais point haïr, Je ne sais point aimer, mais je sais obéir : Je sais porter ce coeur à tout ce qu'on m'ordonne, Il suit aveuglément la main qui vous le donne : De sorte, grand héros, qu'après le choix du roi, Ce que vous demandez est plus à vous qu'à moi."")",-,0.0
"('#persee', ""Que je puisse abuser ainsi de sa puissance ! Hasarder vos plaisirs sur votre obéissance ! Et de libérateur de vos rares beautés M'élever en tyran dessus vos volontés ! Princesse, mon bonheur vous aurait mal servie, S'il vous faisait esclave en vous rendant la vie, Et s'il n'avait sauvé des jours si précieux Que pour les attacher sous un joug odieux. C'est aux courages bas, c'est aux amants vulgaires, À faire agir pour eux l'autorité des pères. Souffrez à mon amour des chemins différents. J'ai vu parler pour moi les dieux et vos parents ; Je sens que mon espoir s'enfle de leur suffrage ; Mais je n'en veux enfin tirer autre avantage Que de pouvoir ici faire hommage à vos yeux Du choix de vos parents et du vouloir des dieux. Ils vous donnent à moi, je vous rends à vous-même ; Et comme enfin c'est vous, et non pas moi, que j'aime, J'aime mieux m'exposer à perdre un bien si doux, Que de vous obtenir d'un autre que vous. Je garde cet espoir et hasarde le reste, Et me soit votre choix ou propice ou funeste, Je bénirai l'arrêt qu'en feront vos désirs, Si ma mort vous épargne un peu de déplaisirs. Remplissez mon espoir ou trompez mon attente, Je mourrai sans regret, si vous vivez contente ; Et mon trépas n'aura que d'aimables moments, S'il vous ôte un obstacle à vos contentements."")",-,0.0
"('#andromede', ""C'est trop d'être vainqueur dans la même journée Et de ma retenue et de ma destinée. Après que par le roi vos voeux sont exaucés, Vous parler d'obéir c'était vous dire assez ; Mais vous voulez douter, afin que je m'explique, Et que votre victoire en devienne publique. Sachez donc..."")",-,0.0
"('#persee', ""Non, madame : où j'ai tant d'intérêt, Ce n'est pas devant moi qu'il faut faire l'arrêt. L'excès de vos bontés pourrait en ma présence Faire à vos sentiments un peu de violence : Ce bras vainqueur du monstre, et qui vous rend le jour, Pourrait en ma faveur séduire votre amour ; La pitié de mes maux pourrait même surprendre Ce coeur trop généreux pour s'en vouloir défendre ; Et le moyen qu'un coeur ou séduit ou surpris Fût juste en ses faveurs, ou juste en ses mépris ? De tout ce que j'ai fait ne voyez que ma flamme ; De tout ce qu'on vous dit ne croyez que votre âme ; Ne me répondez point, et consultez-la bien ; Faites votre bonheur sans aucun soin du mien : Je lui voudrais du mal s'il retranchait du vôtre, S'il vous pouvait coûter un soupir pour quelque autre, Et si quittant pour moi quelques destins meilleurs, Votre devoir laissait votre tendresse ailleurs. Je vous le dis encore dans ma plus douce attente, Je mourrai trop content si vous vivez contente, Et si l'heur de ma vie ayant sauvé vos jours, La gloire de ma mort assure vos amours. Adieu : je vais attendre ou triomphe ou supplice, L'un comme effet de grâce, et l'autre de justice."")",-,0.0
"('#andromede', ""À ces profonds respects qu'ici vous me rendez Je ne réplique point, vous me le défendez ; Mais quoique votre amour me condamne au silence, Je vous dirai, seigneur, malgré votre défense, Qu'un héros tel que vous ne saurait ignorer Qu'ayant tout mérité, l'on doit tout espérer."")",-,0.0
"('#andromede', ""Nymphes, l'auriez-vous cru, qu'en moins d'une journée J'aimasse de la sorte un autre que Phinée ? Le roi l'a commandé, mais de mon sentiment Je m'offrais en secret à son commandement. Ma flamme impatiente invoquait sa puissance, Et courait au-devant de mon obéissance. Je fais plus : au seul nom de mon premier vainqueur, L'amour à la colère abandonne mon coeur ; Et ce captif rebelle, ayant brisé sa chaîne, Va jusques au dédain, s'il ne passe à la haine. Que direz-vous d'un change et si prompt et si grand, Qui dans ce même coeur moi-même me surprend ?"")",-,0.0
"('#aglante', ""Que pour faire un bonheur promis par tant d'oracles, Cette grande journée est celle des miracles, Et qu'il n'est pas aux dieux besoin de plus d'effort À changer votre coeur qu'à changer votre sort. Cet empire absolu qu'ils ont dessus nos âmes éteint comme il leur plaît et rallume nos flammes, Et verse dans nos coeurs, pour se faire obéir, Des principes secrets d'aimer et de haïr. Nous en voyions au vôtre en cette haute estime Que vous nous témoigniez pour ce bras magnanime ; Au défaut de l'amour que Phinée emportait, Il lui donnait dès lors tout ce qui lui restait ; Dès lors ces mêmes dieux, dont l'ordre s'exécute, Le penchaient du côté qu'ils préparaient sa chute, Et cette haute estime attendant ce beau jour N'était qu'un beau degré pour monter à l'amour."")",-,0.0
"('#cephalie', ""Un digne amour succède à cette haute estime : Si je puis toutefois vous le dire sans crime, C'est hasarder beaucoup que croire entièrement L'impétuosité d'un si prompt changement. Comme pour vous Phinée eut toujours quelques charmes, Peut-être il ne lui faut qu'un soupir et deux larmes Pour dissiper un peu de cette avidité Qui d'un si gros torrent suit la rapidité. Deux amants que sépare une légère offense Rentrent d'un seul coup d'oeil en pleine intelligence. Vous reverrez en lui ce qui le fit aimer, Les mêmes qualités qu'il vous plut estimer..."")",-,0.0
"('#andromede', ""Et j'y verrai de plus cette âme lâche et basse Jusqu'à m'abandonner à toute ma disgrâce ; Cet ingrat trop aimé qui n'osa me sauver, Qui me voyant périr, voulut se conserver, Et crut s'être acquitté devant ce que nous sommes, En querellant les dieux et menaçant les hommes. S'il eût... Mais le voici : voyons si ses discours Rompront de ce torrent ou grossiront le cours."")",-,0.0
"('#phinee', ""Sur un bruit qui m'étonne, et que je ne puis croire, Madame, mon amour, jaloux de votre gloire, Vient savoir s'il est vrai que vous soyez d'accord, Par un change honteux, de l'arrêt de ma mort. Je ne suis point surpris que le roi, que la reine, Suivent les mouvements d'une faiblesse humaine : Tout ce qui me surprend, ce sont vos volontés. On vous donne à Persée, et vous y consentez ! Et toute votre foi demeure sans défense, Alors que de mon bien on fait sa récompense !"")",-,0.0
