quinault-alceste,quinault-proserpine,Score
-,"('#la-paix #suite-de-la-paix', 'Ô rigueurs inhumaines ! Faut-il ne voir jamais finir le triste cours De nos malheurs, et de nos peines ?')",0.0
-,"('#la-discorde #suite-de-la-discorde', ""Vos plaintes seront vaines N'espérez jamais de secours."")",0.0
-,"('#la-paix #suite-de-la-paix', 'Quel tourment de languir toujours Sous de cruelles chaînes !')",0.0
-,"('#la-discorde #suite-de-la-discorde', ""Vos plaintes seront vaines N'espérez jamais de secours. On entend un bruit de trompettes et de timbales."")",0.0
-,"('#la-discorde', ""Ce bruit que la victoire en ces lieux fait entendre. M'avertit qu'elle y va descendre. Quel plaisir de lui faire voir Mon ennemie au désespoir ! La victoire descend, elle est accompagnée d'un grand nombre de victoires, et de héros."")",0.0
-,"('#la-victoire', 'Venez aimable paix, le vainqueur vous appelle, La victoire devient votre guide fidèle ; Venez dans un heureux séjour. Vous, discorde affreuse et cruelle, Portez ses fers à votre tour.')",0.0
-,"('#la-victoire #suite-de-la-victoire', ""Venez, aimable paix, le vainqueur vous appelle. La suite de la Victoire déchaîne la Paix et les divinités qui l'accompagnent, et enchaîne la Discorde et sa suite."")",0.0
-,"('#la-paix #suite-de-la-paix', 'Ah ! Quel bonheur charmant !')",0.0
-,"('#la-discorde #suite-de-la-discorde', 'Ah ! Quel affreux tourment !')",0.0
-,"('#la-discorde', ""Orgueilleuse victoire, est-ce à toi d'entreprendre De mettre la Discorde aux fers ? À quels honneurs sans moi peux-tu jamais prétendre ?"")",0.0
-,"('#la-victoire', ""Ah ! Qu'il est beau de rendre La Paix à l'univers."")",0.0
-,"('#la-discorde', ""Tes soins pour le vainqueur pouvaient plus loin s'étendre ? Que ne conduisais-tu le héros que tu sers, Où cent lauriers nouveaux lui sont encore offerts ? La gloire au bout du monde aurait été l'attendre."")",0.0
-,"('#la-victoire', ""Ah ! Qu'il est beau de rendre la paix à l'univers. Après avoir vaincu mille peuples divers, Quand on ne voit plus rien qui puisse se défendre, Ah ! Qu'il est beau de rendre la paix à l'univers. La suite de la victoire et la suite de la paix, répètent ces derniers vers."")",0.0
-,"('#la-discorde', ""Ô ! Cruel esclavage ! Je ne verrai donc plus de sang et de carnage ? Ah ! Pour mon désespoir faut-il que le vainqueur Ait triomphé de son courage ? Faut-il qu'il ne laisse à ma rage Rien à dévorer que mon coeur ? Ô ! Cruel esclavage ! La suite de la Discorde répète ce dernier vers."")",0.0
-,"('#la-victoire', ""Au fond d'un gouffre plein d'horreur, Que sous des fers pesants la discorde gémisse. Partagez son supplice Vous qui partagez sa fureur. Et vous triste séjour, changez, que tout ressente Le pouvoir plein d'appas de la Paix triomphante. La Discorde et sa suite s'abîment dans des gouffres qui s'ouvrent sous leurs pas, et l'affreuse retraite de la Discorde se change en un palais agréable."")",0.0
-,"('#la-paix #suite-de-la-paix', 'Ah quel bonheur charmant !')",0.0
-,"('#la-discorde #suite-de-la-discorde', 'Ah ! Quel affreux tourment !')",0.0
-,"('#la-victoire #la-paix', ""Le vainqueur est comblé de gloire, On doit l'admirer à jamais : Il s'est servi de la victoire Pour faire triompher la paix. La suite de la victoire et la suite de la paix répètent ces quatre vers. La suite de la paix témoigne sa joie en dansant et en chantant."")",0.0
-,"('#la-felicite #l-abondance', ""Il est temps que l'amour nous enchaîne, Il sait vaincre les plus fiers vainqueurs. Rendons-nous, la fuite est vaine, Ce dieu charme tous les coeurs : Il n'a point de bien sans peine, Mais peut-on trop payer ses douceurs. Dans les fers qu'Amour veut que l'on prenne, Tout est doux jusqu'aux plus tristes pleurs. Rendons-nous, la fuite est vaine, Ce dieu charme tous les coeurs, etc."")",0.0
-,"('#la-paix', ""On a quitté les armes. Voici le temps heureux Des plaisirs pleins de charmes, Voici le temps heureux Des plaisirs et des jeux. On ne versera plus de larmes, Tous les coeurs seront sans alarmes ; Et si l'on craint encor des tourments rigoureux Ce sera seulement dans l'empire amoureux. On a quitté les armes Voici le temps heureux Des plaisirs pleins de charmes, Voici le temps heureux Des plaisirs et des jeux. Le choeur répète ces derniers vers."")",0.0
-,"('#la-felicite', ""Que l'amour est doux à suivre ! Quel plaisir de s'enflammer ! Un jeune coeur ne commence de vivre Que du moment qu'il commence d'aimer. Malheureux qui se délivre D'un tourment qui sait charmer. On reconnaît que l'on cesse de vivre En même temps que l'on cesse d'aimer."")",0.0
-,"('#le-choeur', 'On a quitté les armes Voici le temps heureux Des plaisirs pleins de charmes, Voici le temps heureux Des plaisirs et des jeux.')",0.0
-,"('#ceres', ""Goûtons dans ces aimables lieux Les douceurs d'une paix charmante. Les superbes géants armés contre les dieux Ne nous donnent plus d'épouvante : Ils sont ensevelis sous la masse pesante Des monts qu'ils entassaient pour attaquer les cieux Nous avons vu tomber leur chef audacieux Sous une montagne brûlante ; Jupiter la contraint de vomir à nos yeux Les restes enflammés de sa rage mourante, Jupiter est victorieux, Et tout cède à l'effort de sa main foudroyante. Goûtons dans ces aimables lieux Les douceurs d'une paix charmante."")",0.0
-,"('#ceres #cyane #crinise', ""Goûtons dans ces aimables lieux Les douceurs d'une paix charmante."")",0.0
-,"('#ceres', ""Prenez soin d'assembler tout ce qui suit mes lois, Honorons le vainqueur d'une commune voix."")",0.0
-,"('#ceres #cyane #crinise', ""Honorons le vainqueur d'une commune voix. Cyané et Crinise vont de deux côtés différents appeler les divinités et les peuples de la Sicile, pour venir ensemble célébrer la victoire de Jupiter."")",0.0
-,"('#ceres', 'Mercure, quel dessein vous fait ici descendre ?')",0.0
-,"('#mercure', ""Jupiter près de vous m'ordonne de me rendre."")",0.0
-,"('#ceres', ""Non, non, à vos discours je n'ose ajouter foi. Jupiter après sa victoire Songe à tenir en paix l'univers sous sa loi ; Il est trop occupé de sa nouvelle gloire, Eh ! Le moyen de croire Qu'il songe encore à moi ?"")",0.0
-,"('#mercure', ""Dans les soins les plus grands dont son âme est remplie Il se souvient toujours que vous l'avez charmé ; Il est mal-aisé qu'on oublie Ce qu'on a tendrement aimé, Il admire les dons que vous venez de faire En cent climats divers, L'abondante Sicile heureuse de vous plaire De vos riches moissons voit tous ses champs couverts : Mais la mère des dieux se plaint que la Phrygie Quelle a toujours chérie, Ne se ressente pas de vos soins bienfaisants ; Et c'est Jupiter qui vous prie D'y porter vos divins présents. Quelle gloire de voir qu'un dieu si grand implore Votre favorable secours !"")",0.0
-,"('#ceres', ""Peut-être qu'il m'estime encore, Mais il m'avait promis qu'il m'aimerait toujours. L'amour qui pour lui m'anime Devient plus fort chaque jour, Est-ce assez d'un peu d'estime Pour le prix de tant d'amour."")",0.0
-,"('#mercure', ""Il sent l'ardeur qu'un tendre amour inspire, Avec plaisir il se laisse enflammer ; Mais un amant chargé d'un grand empire N'a pas toujours le temps de bien aimer."")",0.0
-,"('#ceres', ""Quand de son coeur je devins souveraine N'avait-il pas le monde à gouverner, Et ne trouvait-il pas sans peine Du temps de reste à me donner. Je l'ai vu sous mes lois ce dieu si redoutable. Je l'ai vu plein d'empressement ; Ah ! Qu'il serait aimable, S'il aimait constamment !"")",0.0
-,"('#mercure', ""Son amour craint de trop paraître, Dans le ciel on l'observe avec des yeux jaloux."")",0.0
-,"('#ceres', ""De quels dieux n'est-il pas le maître ? Ne les fait-il pas trembler tous ? Que vous l'excusez mal quand mon amour l'accuse ; S'il pouvait avoir quelque excuse, Mon coeur la trouverait mille fois mieux que vous. Allez, à ses désirs il faut que je réponde. Je quitte une paix profonde, Qui m'offre ici mille appas : Que ne quitterait-on pas Pour plaire au maître du monde ? Mercure répète ces deux derniers vers avec Cérès, et s'envole pour aller au ciel retrouver Jupiter."")",0.0
-,"('#ceres', ""La Phrygie a besoin de mes dons précieux, Et je laisse avec vous Proserpine en ces lieux, J'ai peine à la quitter, cette fille si chère..."")",0.0
-,"('#arethuse', ""Je suis dans la Sicile une nymphe étrangère, Je viens vous conjurer de m'en laisser partir."")",0.0
-,"('#ceres', ""Non, Arethuse, non, je n'y puis consentir."")",0.0
-,"('#arethuse', ""Alphée à mon repos a déclaré la guerre : Diane propice à mes voeux, En vain pour me cacher à ce fleuve amoureux, Fit ouvrir le sein de la terre : Il n'est point de détours dans l'ombre des enfers Que son amour n'ait découverts : Je l'ai trouvé partout, et sous des mers profondes J'ai vu ses flots brûlants suivre mes froides ondes ; Je veux le fuir encore au bout de l'univers."")",0.0
-,"('#ceres', ""Les soins d'un amour extrême Devraient moins vous alarmer : Vous craignez trop qu'on vous aime, Ne craignez vous point d'aimer ? Vous rougissez, Arethuse ; Votre rougeur vous accuse. Il est aisé de voir dans ce trouble fatal Le péril où l'amour en ces lieux vous expose."")",0.0
-,"('#arethuse', ""Le dangereux amour ! Que je lui veux de mal Du trouble qu'il me cause !"")",0.0
-,"('#ceres', 'Avec Alphée ici je veux vous arrêter.')",0.0
-,"('#arethuse', ""Eh ! De grâce, aidez-moi plutôt à l'éviter. Je crains enfin qu'il ne m'engage, Et sa constance me fait peur : Non, si je le vois davantage, Je ne réponds plus de mon coeur."")",0.0
-,"('#ceres', ""Aimez sans vous contraindre, Aimez à votre tour. C'est déjà ressentir l'amour Que de commencer à le craindre. Arethuse chante ces deux derniers vers avec Cérès."")",0.0
-,"('#ceres', ""Je vais voir Proserpine, et partir promptement. Demeurez avec elle en un lieu si charmant Pour fuir l'amour qui vous appelle Ne cherchez plus de vains détours : Aimez un amant fidèle, On n'en trouve pas toujours Cérès va voir Proserpine avant que de partir pour aller en Phrygie."")",0.0
-,"('#arethuse', ""Vaine fierté, faible rigueur, Que vous avez peu de puissance Contre l'amour et la constance ! Vaine fierté, faible rigueur, Ah ! Que vous gardez mal mon coeur ! En vain, par vos conseils je me fais violence : Je combats vainement une douce langueur : Hélas ! Vous m'engagez à faire résistance, Et vous me laissez sans défense, Au pouvoir de l'amour vainqueur ? Vaine fierté, faible rigueur, Que vous avez peu de puissance Contre l'amour et la constance ! Vaine fierté, faible rigueur, Ah ! Que vous gardez mal mon coeur ! Je vois Alphée, ô dieux ! Où sera mon asile ! Mon coeur est déjà charmé, Et ma fuite est inutile ; Hélas ! Qu'il est difficile De fuir un amant aimé ! Il approche, je tremble. Ah faut-il qu'il jouisse Du trouble honteux où je suis ? Pardonne, amour, si je le fuis, J'en ressens un cruel supplice ; Mais n'importe, je veux l'éviter si je puis."")",0.0
-,"('#alphee', ""Arrêtez, nymphe trop sévère, Ne fuyez plus d'une course légère Les soins trop empressés de mon coeur amoureux ; N'ayez plus contre moi ni chagrin ni colère, J'ai résolu de ne vous plus déplaire, Et je vais étouffer mon amour malheureux."")",0.0
-,"('#arethuse', 'Alphée...')",0.0
-,"('#alphee', ""Alphée enfin vous arrête, inhumaine, Mais vous vous arrêtez pour voir briser sa chaîne. C'en est fait, mes fers sont rompus."")",0.0
-,"('#arethuse', 'Alphée, est-il bien vrai ?')",0.0
-,"('#alphee', ""N'en doutez point, cruelle, Je le reprends ce coeur trop tendre et trop fidèle, Ce coeur trop rebuté par de cruels refus."")",0.0
-,"('#arethuse', ""Alphée, est-il bien vrai que vous ne m'aimiez plus ?"")",0.0
-,"('#alphee', ""Ingrate il est trop vrai, mon coeur rompt avec peine Des noeuds qu'il a trouvé si beaux ; Mais de peur qu'il ne les reprenne Je le veux engager en des liens nouveaux. J'ai vu l'aimable Proserpine : On connaît à l'éclat de sa beauté divine Que du maître des dieux elle a reçu le jour. Rendez-lui grâce, C'est elle qui vous débarrasse De mon fâcheux amour."")",0.0
-,"('#arethuse', 'Si Proserpine est belle, Son coeur est fier et rigoureux : Votre chaîne nouvelle Ne vous rendra pas plus heureux.')",0.0
-,"('#alphee', ""N'importe je veux bien souffrir sous son empire. Vous ne m'avez déjà que trop accoutumé Au rigoureux martyre D'aimer sans être aimé. Proserpine vous aime, et j'ose au moins prétendre Que vous me servirez dans cet engagement. Vous savez si mon coeur est tendre, Vous avez éprouvé s'il aime constamment..."")",0.0
-,"('#arethuse', ""Non je ne veux jamais entendre Parler ni d'amour ni d'amant. Me suivrez-vous sans cesse ?"")",0.0
-,"('#alphee', ""Me fuirez-vous toujours ? L'ingrate Arethuse me laisse Sans espoir de secours ? C'est un feu nouveau qui me presse..."")",0.0
-,"('#arethuse', 'Me suivrez-vous sans cesse ?')",0.0
-,"('#alphee', 'Me fuirez-vous toujours ?')",0.0
-,"('#proserpine', 'Cérès va nous ôter sa divine présence, Ces lieux vont perdre leurs attraits, Cérès, favorable Cérès, Faites cesser bientôt votre cruelle absence, Cérès, favorable Cérès Écoutez nos tristes regrets. Le choeur répète ces derniers vers.')",0.0
-,"('#ceres', ""Vous qui voulez pour moi signaler votre zèle Ne troublez point la paix de cet heureux séjour, Je presse mon départ pour hâter mon retour ; Accompagnez ma fille avec un soin fidèle. Changez vos tristes chants en de charmants concerts ; Que j'entende en partant dans le milieu des airs Éclater la gloire nouvelle Du plus grand dieu de l'univers. Cérès fait partir son char volant."")",0.0
-,"('#proserpine #le-choeur', ""Célébrons la victoire Du plus puissant des dieux. Qu'un trophée éternel conserve la mémoire D'un triomphe si glorieux. Célébrons la victoire Du plus puissant des dieux ; Faisons retentir jusqu'aux cieux Le bruit éclatant de sa gloire : Célébrons la victoire Du plus puissant des dieux. Ce palais va tomber ; ô dieux ! La terre s'ouvre ! Quels tremblements affreux ! L'enfer découvre Ses gouffres ténébreux. Jupiter lancez le tonnerre, Renversez par de nouveaux coups Le chef audacieux des enfants de la terre : Il veut se relever pour s'armer contre vous, Achevez d'étouffer la guerre. Jupiter : lancez le tonnerre. On danse autour d'un trophée qu'on élève à l'honneur de Jupiter, et que l'on forme du débris des armes monstrueuses des gens vaincus. Sur la fin de cette fête on entend un tremblement de terre qui fait tomber une partie du palais de Cérès. Le tonnerre tombe sur le mont Etna, qui paraît dans l'éloignement ; et ce coup achève d'accabler le chef des géants, qui s'efforçait de se relever."")",0.0
-,"('#crinise', ""Jupiter a dompté les Géants pour jamais. Ce beau séjour brille de nouveaux charmes, Tout y ressent le retour de la paix : Ah ! Que le repos a d'attraits Après de mortelles alarmes."")",0.0
-,"('#alphee', ""La paix dans ces beaux lieux m'offre en vain mille appas. L'amour en rend pour moi la douceur inutile ; Cruel amour, hélas ! Que me sert-il de voir tout le monde tranquille Si mon coeur ne l'est pas ?"")",0.0
-,"('#crinise', ""Vous changez, vous quittez une nymphe inhumaine. Votre coeur ne risque rien À choisir une autre chaîne, C'est toujours un bien De changer de peine."")",0.0
-,"('#alphee', ""Heureux qui peut être inconstant ! Rebuté des rigueurs d'une haine éternelle, J'ai voulu la quitter cette beauté cruelle, Et j'éprouve qu'en la quittant Mon coeur est encor moins content. J'ai feint de ressentir une flamme nouvelle, J'ai fait voir à ses yeux un dépit éclatant ; Mais hélas ! Dans le même instant Je brûlais en secret, je languissais pour elle, Et je ne l'aimai jamais tant. Qu'il coûte cher d'être fidèle ! Heureux qui peut être inconstant ! Crinise et Alphée répètent ensemble ces deux derniers vers."")",0.0
-,"('#crinise', ""Quelqu'un vient, gardez le silence."")",0.0
-,"('#alphee', ""C'est Ascalaphe qui s'avance Pour quelque soin pressant il quitte les enfers : Il n'a de mon amour que trop de connaissance, Où n'ai-je point porté la honte de mes fers ?"")",0.0
-,"('#alphee', ""Venez goûter ici le doux air qu'on respire."")",0.0
-,"('#ascalaphe', ""Je dois suivre le dieu de l'infernal empire. La terre par ses tremblements Vient d'ébranler les fondements De nos demeures sombres : Pluton a voulu voir si la clarté des cieux Ne s'ouvre point de passage en ces lieux Pour aller aux enfers effaroucher les ombres. Il me permet de voir Arethuse un moment."")",0.0
-,"('#alphee', ""D'où vous vient tant d'empressement ?"")",0.0
-,"('#ascalaphe', ""Je l'ai vue aux enfers ; que je la trouvais belle !"")",0.0
-,"('#alphee', ""L'ingrate me fuyait, elle est toujours cruelle."")",0.0
-,"('#ascalaphe', 'Ses cruautés pour vous, ses soins pour fuir vos pas Ont encore à mes yeux augmenté ses appas.')",0.0
-,"('#alphee', ""Les flammes amoureuses Descendent-elles jusqu'à vous ? L'amour veut un séjour plus doux Que vos demeures ténébreuses."")",0.0
-,"('#ascalaphe', ""L'astre brillant qui vous luit Finit son cours dans les ondes, Il ne peut percer la nuit De nos demeures profondes ; Mais il n'est point de séjour Impénétrable à l'amour."")",0.0
-,"('#alphee', ""Qu'espérez-vous d'une âme si sévère ? Mon amour ne peut l'émouvoir."")",0.0
-,"('#ascalaphe', 'Si vous ne savez pas le secret de lui plaire Un autre pourra le savoir.')",0.0
-,"('#alphee', ""Saurez-vous de son coeur vaincre la résistance ? Est-ce aux enfers qu'on apprend ce secret ?"")",0.0
-,"('#ascalaphe', ""On apprend aux enfers à garder le silence, Et l'on y sait être discret ; La nymphe que je cherche avec soin vous évite, Pour la trouver, il faut que je vous quitte."")",0.0
-,"('#alphee', ""Amants qui n'êtes point jaloux, Que votre sort est doux ! L'amour m'a fait gémir sous une dure chaîne ; Mais quand je me plaignais de ses funestes coups Je ne connaissais pas le plus cruel de tous. Un autre aime Arethuse et ne craint point sa haine ; Et je vois sur moi seul tomber tout son courroux : C'était peu du malheur d'aimer une inhumaine, Le bonheur d'un rival a redoublé ma peine. Amants qui n'êtes point jaloux, Que votre sort est doux !"")",0.0
-,"('#alphee', 'Ingrate, écoutez-moi, je ne veux plus me plaindre, Je ne vous dirai rien qui vous puisse alarmer.')",0.0
-,"('#arethuse', ""Vous cessez de m'aimer, Je cesse de vous craindre."")",0.0
-,"('#alphee', 'Ascalaphe vous cherche ici, Bientôt vous le verrez paraître ; Arethuse, peut-être, Vous le cherchez aussi.')",0.0
-,"('#arethuse', ""L'aimable Proserpine en votre âme a fait naître Une nouvelle ardeur ; Si vous ne m'aimez plus, que vous sert de connaître Le secret de mon coeur ?"")",0.0
-,"('#alphee', ""Faut-il que votre coeur à l'amour moins rebelle Récompense un amant sans éprouver sa foi ? Si ce bien eût été le prix du plus fidèle, Ah ! Vous savez, cruelle, Qu'il n'était dû qu'à moi."")",0.0
-,"('#arethuse', ""Votre nouvelle chaîne est si belle et si forte ! Pourquoi songer encore à des liens rompus. Que vous importe Qu'un autre emporte Un prix qui ne vous touche plus ?"")",0.0
-,"('#alphee', ""Vous avez fui les soins de mon amour extrême, Vous m'avez ôté tout espoir : Si je disais que je vous aime, Vous m'ôteriez encor le plaisir de vous voir."")",0.0
-,"('#arethuse #alphee', ""C'est une autre que moi qui règne dans votre âme, C'est un autre que moi qui règne dans votre âme, Vous trouvez d'autres noeuds plus doux : En vain je veux cacher ma flamme, Mon amour paraît trop dans mes transports jaloux ; Non, je ne puis aimer que vous."")",0.0
-,"('#arethuse', 'Est-il vrai que mon coeur soit en votre puissance ?')",0.0
-,"('#ascalaphe', ""Je vous aime sans espérance ; J'ai voulu soulager mon mal Par le chagrin de mon rival. Dans les enfers, c'est ainsi qu'on en use : Mes maux n'ont pu trouver d'autre adoucissement. Pardonnez-moi, belle Arethuse, Je ne suis pas le seul qui se vante en aimant De posséder un coeur qu'on lui refuse. Mais Alphée aujourd'hui n'est plus tant rebuté ? Vous ne fuyez plus sa présence ?"")",0.0
-,"('#arethuse', 'Pour punir votre vanité Je veux que vous voyez triompher sa constance.')",0.0
-,"('#ascalaphe', ""En lui donnant la préférence, Vous me rendez la liberté. Le dépit qui me possède Me guérira promptement, Vous en faites mon tourment, Et j'en ferai mon remède."")",0.0
-,"('#arethuse #alphee', ""Pour être heureux, il faut qu'on aime bien."")",0.0
-,"('#ascalaphe', ""Pour être heureux il faut qu'on n'aime rien. Mais Pluton va bientôt rentrer dans son empire : Il passe en ces lieux, il admire Les charmes d'un séjour si doux."")",0.0
-,"('#pluton', ""Demeurez Arethuse, Alphée éloignez-vous. Alphée se retire, et Pluton continue à parler. Les efforts d'un géant qu'on croyait accablé Ont fait encor frémir le ciel, la terre, et l'onde Mon Empire s'en est troublé ; Jusqu'au centre du monde Mon trône en a tremblé. L'affreux Typhoée avec sa vaine rage Trébuche enfin dans des gouffres sans fonds. L'éclat du jour ne s'ouvre aucun passage Pour pénétrer les royaumes profonds Qui me sont échus en partage. Le ciel ne craindra plus que ses fiers ennemis Se relèvent jamais de leur chute mortelle, Et du monde ébranlé par leur fureur rebelle Les fondements sont raffermis : Je puis faire goûter une paix éternelle Aux peuples souterrains que le sort m'a soumis. Mais par vos soins puis-je voir Proserpine Avant que de quitter cet aimable séjour ?"")",0.0
-,"('#arethuse', ""Cette fière beauté s'obstine À fuir les amants et l'amour. Dans l'innocent repos de cette solitude Elle évite les dieux De la terre et des cieux : Jugez de son inquiétude Si le Dieu des Enfers paraissait à ses yeux. Caché sous cet épais feuillage Vous pourriez la voir un moment."")",0.0
-,"('#pluton', ""Allez, il suffira que votre soin l'engage À venir dans ce lieu charmant, Et si je puis la voir il n'importe comment."")",0.0
-,"('#ascalaphe', ""J'ai peine à concevoir d'où vient le trouble extrême Où le coeur de Pluton semble s'abandonner."")",0.0
-,"('#pluton', ""Tu peux t'en étonner, J'en suis surpris moi-même J'ai trouvé Proserpine en visitant ces lieux. Les pleurs coulaient de ses beaux yeux : Elle fuyait, interdite, et tremblante ; Pour implorer l'assistance des dieux Elle tournait ses regards vers les cieux : Sa douleur et son épouvante Rendaient encor sa beauté plus touchante. Les accents plaintifs de sa voix Ont ému mon coeur inflexible ; Qu'un coeur fier est troublé quand il devient sensible Pour la première fois !"")",0.0
-,"('#ascalaphe', ""Contre l'amour quel coeur peut se défendre ? Le temps d'aimer n'est pas connu, Il faut l'attendre ; Quand ce temps fatal est venu, Il faut se rendre. Contre l'amour quel coeur peut se défendre ?"")",0.0
-,"('#pluton', ""De ce dieu si puissant je méprisais les feux, J'éprouve enfin sa vengeance cruelle. Je l'ai vu ce dieu dangereux, Il suivait Proserpine, il volait après elle. J'ai vu de sa fatale main Partir un trait de flamme, J'ai voulu l'éviter en vain, Le coup a pénétré jusqu'au fond de mon âme."")",0.0
-,"('#ascalaphe', ""L'amour a surmonté le maître des enfers ; Il n'a plus rien à vaincre après cette victoire."")",0.0
-,"('#pluton-ascalaphe', ""L'amour comblé de gloire Triomphe de tout l'univers."")",0.0
-,"('#proserpine #nymphes', 'Les beaux jours et la paix Sont revenus ensemble.')",0.0
-,"('#pluton', ""La troupe des nymphes s'assemble, Retirons-nous sous ce feuillage épais. Pluton et Ascalaphe se retirent et se cachent, et Proserpine et ses nymphes s'avancent en dansant et en chantant."")",0.0
-,"('#proserpine #nymphes', ""Les beaux jours et la paix On ne voit plus de coeur qui tremble, Tout rit dans ces lieux pleins d'attraits. Les beaux jours et la paix Sont revenus ensemble. Proserpine et ses nymphes continuent leurs danses et leurs chants."")",0.0
-,"('#proserpine', 'Belles fleurs, charmant ombrage Il ne faut aimer que vous.')",0.0
-,"('#le-choeur', ""On ne trouve rien de doux Quand on est dans l'esclavage."")",0.0
-,"('#proserpine', 'Belles fleurs, charmant ombrage Il ne faut aimer que vous.')",0.0
-,"('#le-choeur', ""Les amants n'ont en partage Que langueurs, que soins jaloux."")",0.0
-,"('#proserpine', 'Belles fleurs, charmant ombrage Il ne faut aimer que vous.')",0.0
-,"('#le-choeur', 'Belles fleurs charmant ombrage, Il ne faut aimer que vous.')",0.0
-,"('#proserpine', 'Quand un coeur est trop sensible, Rien ne peut le rendre heureux.')",0.0
-,"('#le-choeur', ""Dans les plus aimables noeuds On n'a point de bien paisible."")",0.0
-,"('#proserpine', 'Quand un coeur est trop sensible, Rien ne peut le rendre heureux.')",0.0
-,"('#le-choeur', ""C'est toujours un mal terrible Que l'ardeur des plus beaux feux."")",0.0
-,"('#proserpine', 'Quand un coeur est trop sensible, Rien ne peut le rendre heureux.')",0.0
-,"('#le-choeur', 'Quand un coeur est trop sensible Rien ne peut le rendre heureux.')",0.0
-,"('#proserpine', ""Que notre vie Doit faire envie ! Le vrai bonheur Est de garder son coeur. Le jour n'éclaire Que pour nous plaire, Ces arbres verts. Ont leur plus beau feuillage, Et mille oiseaux divers Dans ce bocage Imitent nos concerts Par leur ramage ; Que notre vie Doit faire envie ! Le vrai bonheur Est de garder son coeur. Tout s'intéresse Dans nos désirs, Jamais l'amour ne nous blesse, Les doux plaisirs Sont pour les coeurs sans faiblesse. Que notre vie Doit faire envie ! Le vrai bonheur Est de garder son coeur."")",0.0
-,"('#le-choeur', ""Que notre vie Doit faire envie ! Le vrai bonheur Est de garder son coeur. Pour nous défendre D'un amour tendre, Avec fierté, Nous avons pris les armes : Nos biens n'ont point coûté De tristes larmes, La liberté N'a jamais que des charmes : Que notre vie, etc."")",0.0
-,"('#proserpine', 'Nous reverrons bientôt Cérès dans ces beaux lieux, Il faut lui préparer des guirlandes nouvelles. Séparons-nous ; voyons qui sait le mieux Assortir les fleurs les plus belles.')",0.0
-,"('#nymphes', ""Voyons qui sait le mieux Assortir les fleurs les plus belles. Les nymphes s'écartent, Proserpine et Cyané cueillent des fleurs."")",0.0
-,"('#pluton', 'Infernales divinités Secondez mon amour, sortez. Une troupe de divinités infernales sort de la terre, et le char de Pluton paraît en même temps.')",0.0
-,"('#proserpine', 'Ciel ! Prenez ma défense !')",0.0
-,"('#proserpine #cyane', ""Ô ciel ! Protégez l'innocence !"")",0.0
-,"('#pluton #ascalaphe #divinites-infernales', 'Proserpine ne craignez pas Un dieu charmé de vos appas.')",0.0
-,"('#cyane', ""Qu'elle barbare violence !"")",0.0
-,"('#pluton', ""Nymphe, crains ma vengeance : Sur peine de perdre la voix. Garde-toi de parler de tout ce que tu vois. L'écharpe de Proserpine demeure dans les mains de Cyané, et Pluton fait placer Proserpine près de lui sur son char."")",0.0
-,"('#proserpine', 'Ciel ! Prenez ma défense !')",0.0
-,"('#proserpine #cyane', ""Ô ciel ! Protégez l'innocence !"")",0.0
-,"('#pluton #ascalaphe #divinites-infernales', 'Proserpine, ne craignez pas, Un dieu charmé de vos appas.')",0.0
-,"('#tous-ensemble', ""Proserpine ? Répondez-nous ? Hélas ! En quels lieux êtes-vous ? Ô disgrâce cruelle ! L'écho fidèle Au fond des bois Répond à notre voix ; Proserpine ? Ah faut-il qu'en vain on vous appelle ! Proserpine ? Répondez-nous ? Hélas ! En quels lieux êtes-vous ?"")",0.0
-,"('#arethuse', ""N'aurais-je point innocemment Causé tant de cris et de larmes ? D'un désir curieux je n'ai point pris d'alarmes ; Qui croirait que Pluton put devenir amant ! Il demandait à voir Proserpine un moment, Je crains qu'il n'ait trop vu ses charmes, Ce n'est que par mes soins que Cérès peut savoir Si le dieu des enfers tient sa fille captive ; Il m'est permis d'aller sur l'infernale rive : Adieu, dans peu de temps j'espère vous revoir."")",0.0
-,"('#alphee', ""Pouvez-vous oublier qu'il faut que je vous suive ? J'ai sans cesse suivi vos pas Quand j'excitais votre colère : Quand j'ai cessé de vous déplaire Pourrais-je ne vous suivre pas ?"")",0.0
-,"('#arethuse', ""Du maître des enfers je veux aller me plaindre, Craignez en me suivant d'attirer son courroux."")",0.0
-,"('#alphee', ""Pour moi rien n'est tant à craindre Que d'être éloigné de vous. Que l'absence de ce qu'on aime Est un supplice rigoureux ! Pour les coeurs amoureux, Tout autre mal cède à ce mal extrême, Et l'enfer même N'a rien de plus affreux Que l'absence de ce qu'on aime."")",0.0
-,"('#arethuse #alphee', ""Le bonheur est partout où l'amour est en paix, Ne nous quittons jamais."")",0.0
-,"('#tous-ensemble', ""Cérès revient ! Ah qu'elle peine ! Cachons-nous à ses yeux. Sa fille n'est plus dans ces lieux ; Son espérance est vaine. Que lui pourrons-nous dire, ô dieux ! Cérès revient ; ah quelle peine ! Cachons-nous à ses yeux, Les nymphes et les dieux des bois se cachent, Alphée et Arethuse descendent aux enfers, le char volant de Cérès s'arrête, et la déesse en descend."")",0.0
