la-fontaine-daphne,moliere-amants-magnifiques,Score
"('#telamon', 'Changera-t-il son âme ?')",-,0.0
"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",-,0.0
"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",-,0.0
"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",-,0.0
"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",-,0.0
"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",-,0.0
"('#un-berger', ""L'ennemi commun est mort."")",-,0.0
"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",-,0.0
"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",-,0.0
"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",-,0.0
"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",-,0.0
"('#un-chasseur', ""L'ours ne vit plus."")",-,0.0
"('#un-berger', ""L'ours a passe l'onde noire."")",-,0.0
"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",-,0.0
"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",-,0.0
"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",-,0.0
"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",-,0.0
"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",-,0.0
"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",-,0.0
"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",-,0.0
"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",-,0.0
"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",-,0.0
"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",-,0.0
"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",-,0.0
"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",-,0.0
"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",-,0.0
"('#aminte', 'Aurait-elle mieux répondu ?')",-,0.0
"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",-,0.0
"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",-,0.0
"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",-,0.0
"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",-,0.0
"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",-,0.0
"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",-,0.0
"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",-,0.0
"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",-,0.0
"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",-,0.0
"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",-,0.0
"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",-,0.0
"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",-,0.0
"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",-,0.0
"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",-,0.0
"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",-,0.0
"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",-,0.0
"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",-,0.0
"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",-,0.0
"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",-,0.0
"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",-,0.0
"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",-,0.0
"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",-,0.0
"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",-,0.0
"('#daphne', 'Il le faut.')",-,0.0
"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",-,0.0
"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",-,0.0
"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",-,0.0
"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",-,0.0
"('#leucippe', 'Achevez.')",-,0.0
"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",-,0.0
"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",-,0.0
"('#daphne-', ""Ne m'aimez plus."")",-,0.0
"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",-,0.0
"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",-,0.0
"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",-,0.0
"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",-,0.0
"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",-,0.0
"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",-,0.0
"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",-,0.0
"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")",-,0.0
"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")",-,0.0
"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')",-,0.0
"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")",-,0.0
"('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")",-,0.0
"('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')",-,0.0
"('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")",-,0.0
"('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")",-,0.0
"('#leucippe', 'Mes amours sont mes dieux.')",-,0.0
"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",-,0.0
"('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')",-,0.0
"('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")",-,0.0
"('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')",-,0.0
"('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')",-,0.0
"('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")",-,0.0
"('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")",-,0.0
"('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")",-,0.0
"('#amour', ""Viens l'éprouver."")",-,0.0
-,"('#clitidas', 'Il est attaché à ses pensées ?')",0.0
-,"('#sostrate', ""Non, Sostrate, je ne vois rien où tu puisses avoir recours, et tes maux sont d'une nature à ne te laisser nulle espérance d'en sortir."")",0.0
-,"('#clitidas', 'Il raisonne tout seul.')",0.0
-,"('#sostrate', 'Hélas !')",0.0
-,"('#clitidas', 'Voilà des soupirs qui veulent dire quelque chose, et ma conjecture se trouvera véritable.')",0.0
-,"('#sostrate', ""Sur quelles chimères, dis-moi, pourrais-tu bâtir quelque espoir, et que peux-tu envisager, que l'affreuse longueur d'une vie malheureuse, et des ennuis à ne finir que par la mort."")",0.0
-,"('#clitidas', 'Cette tête-là est plus embarrassée que la mienne ?')",0.0
-,"('#sostrate', ""Ah !  Mon coeur, ah !  Mon coeur, où m'avez-vous jeté ?"")",0.0
-,"('#clitidas', 'Serviteur, Seigneur Sostrate.')",0.0
-,"('#sostrate', 'Où vas-tu, Clitidas ?')",0.0
-,"('#clitidas', ""Mais vous plutôt, que faites-vous ici, et quelle secrète mélancolie, quelle humeur sombre, s'il vous plaît, vous peut retenir dans ces bois, tandis que tout le monde a couru en foule à la magnificence de la fête, dont l'amour du prince Iphicrate vient de régaler sur la mer la promenade des Princesses ; tandis qu'elles y ont reçu des cadeaux merveilleux de musique et de danse, et qu'on a vu les rochers et les ondes se parer de Divinités pour faire honneur à leurs attraits ?"")",0.0
-,"('#sostrate', ""Je me figure assez, sans la voir, cette magnificence, et tant de gens d'ordinaire s'empressent à porter de la confusion dans ces sortes de fêtes, que j'ai cru à propos de ne pas augmenter le nombre des importuns."")",0.0
-,"('#clitidas', ""Vous savez que votre présence ne gâte jamais rien, et que vous n'êtes point de trop, en quelque lieu que vous soyez.  Votre visage est bien venu partout, et il n'a garde d'être de ces visages disgraciés, qui ne sont jamais bien reçus des regards souverains.  Vous êtes également bien auprès des deux princesses ; et la mère et la fille vous font assez connaître l'estime qu'elles font de vous pour n'appréhender pas de fatiguer leurs yeux ; et ce n'est pas cette crainte, enfin, qui vous a retenu."")",0.0
-,"('#sostrate', ""J'avoue que je n'ai pas naturellement grande curiosité pour ces sortes de choses."")",0.0
-,"('#clitidas', ""Mon_Dieu !  Quand on n'aurait nulle curiosité pour les choses, on en a toujours pour aller où l'on trouve tout le monde, et quoi que vous puissiez dire, on ne demeure point tout seul pendant une fête à rêver parmi des arbres comme vous faites, à moins d'avoir en tête quelque chose qui embarrasse."")",0.0
-,"('#sostrate', ""Que voudrais-tu que j'y pusse avoir ?"")",0.0
-,"('#clitidas', ""Ouais, je ne sais d'où cela vient, mais il sent ici l'amour ; ce n'est pas moi.  Ah !  Par ma foi c'est vous."")",0.0
-,"('#sostrate', 'Que tu es fou, Clitidas.')",0.0
-,"('#clitidas', ""Je ne suis point fou, vous êtes amoureux, j'ai le nez délicat, et j'ai senti cela d'abord."")",0.0
-,"('#sostrate', 'Sur quoi prends-tu cette pensée.')",0.0
-,"('#clitidas', 'Sur quoi ?  Vous seriez bien étonné si je vous disais encore de qui vous êtes amoureux.')",0.0
-,"('#sostrate', 'Moi ?')",0.0
-,"('#clitidas', ""Oui, je gage que je vais deviner tout à l'heure celle que vous aimez.  J'ai mes secrets aussi bien que notre astrologue, dont la princesse Aristione est entêtée ; et s'il a la science de lire dans les astres la fortune des hommes, j'ai celle de lire dans les yeux le nom des personnes qu'on aime.  Tenez-vous un peu, et ouvrez les yeux.  É, par soi, é, r, i, ri, éri, p, h, i, phi, ériphi ; l, e, le : Ériphile.  Vous êtes amoureux de la Princesse Ériphile."")",0.0
-,"('#sostrate', ""Ah !  Clitidas ; j'avoue que je ne puis cacher mon trouble, et tu me frappes d'un coup de foudre."")",0.0
-,"('#clitidas', 'Vous voyez si je suis savant ?')",0.0
-,"('#sostrate', 'Hélas !  Si, par quelque aventure, tu as pu découvrir le secret de mon coeur, je te conjure au moins de ne le révéler à qui que ce soit, et surtout de le tenir caché à la belle princesse dont tu viens de dire le nom.')",0.0
-,"('#clitidas', ""Et sérieusement parlant, si dans vos actions j'ai bien pu connaître, depuis un temps, la passion que vous voulez tenir secrète, pensez-vous que la princesse Ériphile puisse avoir manqué de lumière pour s'en apercevoir ?  Les belles, croyez-moi, sont toujours les plus clairvoyantes à découvrir les ardeurs qu'elles causent, et le langage des yeux et des soupirs se fait entendre mieux qu'à tout autre à celles à qui il s'adresse."")",0.0
-,"('#sostrate', ""Laissons-la, Clitidas, laissons-la voir si elle peut dans mes soupirs et mes regards l'amour que ses charmes m'inspirent, mais gardons bien que par nulle autre voie, elle en apprenne jamais rien."")",0.0
-,"('#clitidas', ""Et qu'appréhendez-vous ?  Est-il possible que ce même Sostrate qui n'a pas craint ni Brennus, ni tous les Gaulois et dont le bras a si glorieusement contribué à nous défaire de ce déluge de barbares qui ravageait la Grèce ?  Est-il possible, dis-je, qu'un homme si assuré dans la guerre soit si timide en amour, et que je le voie trembler à dire seulement qu'il aime ? "")",0.0
-,"('#sostrate', 'Ah !  Clitidas, je tremble avec raison, et tous les Gaulois du monde ensemble sont bien moins redoutables, que deux beaux yeux pleins de charmes.')",0.0
-,"('#clitidas', ""Je ne suis pas de cet avis, et je sais bien pour moi qu'un seul Gaulois l'épée à la main, me ferait beaucoup plus trembler que cinquante beaux yeux ensemble les plus charmants du monde.  Mais dites-moi un peu, qu'espérez-vous faire ?"")",0.0
-,"('#sostrate', 'Mourir sans déclarer ma passion.')",0.0
-,"('#clitidas', ""L'espérance est belle.  Allez, allez, vous vous moquez, un peu de hardiesse réussit toujours aux amants ; il n'y a en amour que les honteux qui perdent, et je dirais ma passion à une Déesse moi, si j'en devenais amoureux."")",0.0
-,"('#sostrate', 'Trop de choses, hélas !  Condamnent mes feux à un éternel silence.')",0.0
-,"('#clitidas', 'Hé quoi ?')",0.0
-,"('#sostrate', ""La bassesse de ma fortune, dont il plaît au Ciel de rabattre l'ambition de mon amour, le rang de la Princesse qui met entre elle et mes désirs une distance si fâcheuse, la concurrence de deux princes appuyés de tous les grands titres qui peuvent soutenir les prétentions de leurs flammes ; de deux princes qui par mille et mille magnificences, se disputent, à tous moments, la gloire de sa conquête, et sur l'amour de qui on attend tous les jours de voir son choix se déclarer, mais plus que tout, Clitidas, le respect inviolable où ses beaux yeux assujettissent toute la violence de mon ardeur."")",0.0
-,"('#clitidas', ""Le respect bien souvent n'oblige pas tant que l'amour, et je me trompe fort, ou la jeune princesse a connu votre flamme, et n'y est pas insensible."")",0.0
-,"('#sostrate', ""Ah !  Ne t'avise point de vouloir flatter par pitié le coeur d'un misérable."")",0.0
-,"('#clitidas', ""Ma conjecture est fondée.  Je lui vois reculer beaucoup le choix de son époux, et je veux éclaircir un peu cette petite affaire-là.  Vous savez que je suis auprès d'elle en quelque espèce de faveur, que j'y ai les accès ouverts, et qu'à force de me tourmenter je me suis acquis le privilège de me mêler à la conversation, et parler à tort et à travers de toutes choses.  Quelquefois cela ne me réussit pas, mais quelquefois aussi cela me réussit.  Laissez-moi faire, je suis de vos amis, les gens de mérite me touchent, et je veux prendre mon temps pour entretenir la Princesse de..."")",0.0
-,"('#sostrate', ""Ah !  De grâce, quelque bonté que mon malheur t'inspire, garde-toi bien de lui rien dire de ma flamme.  J'aimerais mieux mourir que de pouvoir être accusé par elle de la moindre témérité, et ce profond respect où ses charmes divins..."")",0.0
-,"('#clitidas', 'Taisons-nous, voici tout le monde.')",0.0
-,"('#aristione', ""Prince, je ne puis me lasser de le dire, il n'est point de spectacle au monde qui puisse le disputer en magnificence à celui que vous venez de nous donner. Cette fête a eu des ornements qui l'emportent sans doute sur tout ce que l'on saurait voir, et elle vient de produire à nos yeux quelque chose de si noble, de si grand et de si majestueux, que le Ciel même ne saurait aller au delà, et je puis dire assurément qu'il n'y a rien dans l'univers qui s'y puisse égaler."")",0.0
-,"('#timocles', ""Ce sont des ornements dont on ne peut pas espérer que toutes les fêtes soient embellies, et je dois fort trembler, Madame, pour la simplicité du petit divertissement que je m'apprête à vous donner dans le bois de Diane."")",0.0
-,"('#aristione', ""Je crois que nous n'y verrons rien que de fort agréable, et certes il faut avouer que la campagne a lieu de nous paraître belle, et que nous n'avons pas le temps de nous ennuyer dans cet agréable séjour qu'ont célébré tous les poètes sous le nom de Tempé.  Car enfin, sans parler des plaisirs de la chasse que nous y prenons à toute heure, et de la solennité des jeux Pythiens que l'on y célèbre tantôt, vous prenez soin l'un et l'autre de nous y combler de tous les divertissements qui peuvent charmer les chagrins des plus mélancoliques.  D'où vient, Sostrate, qu'on ne vous a point vu dans notre promenade ?"")",0.0
-,"('#sostrate', ""Une petite indisposition, Madame, m'a empêché de m'y trouver."")",0.0
-,"('#iphicrate', ""Sostrate est de ces gens, Madame, qui croient qu'il ne sied pas bien d'être curieux comme les autres, et il est beau d'affecter de ne pas courir où tout le monde court."")",0.0
-,"('#sostrate', ""Seigneur, l'affectation n'a guère de part à tout ce que je fais, et sans vous faire compliment, il y avait des choses à voir dans cette fête, qui pouvaient m'attirer, si quelque autre motif ne m'avait retenu."")",0.0
-,"('#aristione', 'Et Clitidas a-t-il vu cela ?')",0.0
-,"('#clitidas', 'Oui, Madame, mais du rivage.')",0.0
-,"('#aristione', 'Et pourquoi du rivage ?')",0.0
-,"('#clitidas', ""Ma foi !  Madame, j'ai craint quelqu'un des accidents qui arrivent d'ordinaire dans ces confusions.  Cette nuit, j'ai songé de poisson mort, et d'oeufs cassés, et j'ai appris du Seigneur Anaxarque que les oeufs cassés et le poisson mort signifient malencontre."")",0.0
-,"('#anaxarque', ""Je remarque une chose, que Clitidas n'aurait rien à dire s'il ne parlait de moi."")",0.0
-,"('#clitidas', ""C'est qu'il y a tant de choses à dire de vous, qu'on n'en saurait parler assez."")",0.0
-,"('#anaxarque', ""Vous pourriez prendre d'autres matières, puisque je vous en ai prié."")",0.0
-,"('#clitidas', ""Le moyen, ne dites-vous pas que l'ascendant est plus fort que tout ; et s'il est écrit dans les astres que je sois enclin à parler de vous, comment voulez-vous que je résiste à ma destinée ?"")",0.0
-,"('#anaxarque', 'Avec tout le respect, Madame, que je vous dois, il y a une chose qui est fâcheuse dans votre Cour que tout le monde y prenne liberté de parler, et que le plus honnête homme y soit exposé aux railleries du premier méchant plaisant.')",0.0
-,"('#clitidas', ""Je vous rends grâce de l'honneur."")",0.0
-,"('#aristione', ""Que vous êtes fou de vous chagriner de ce qu'il dit !"")",0.0
-,"('#clitidas', ""Avec tout le respect que je dois à Madame, il y a une chose qui m'étonne dans l'astrologie, comment des gens qui savent tous les secrets des Dieux, et qui possèdent des connaissances à se mettre au-dessus de tous les hommes, aient besoin de faire leur cour, et de demander quelque chose."")",0.0
-,"('#anaxarque', 'Vous devriez gagner un peu mieux votre argent, et donner à Madame de meilleures plaisanteries.')",0.0
-,"('#clitidas', ""Ma foi !  On les donne telles qu'on peut.  Vous en parlez fort à votre aise, et le métier de plaisant n'est pas comme celui d'astrologue.  Bien mentir et bien plaisanter sont deux choses fort différentes, et il est bien plus facile de tromper les gens que de les faire rire."")",0.0
-,"('#aristione', ""Eh !  Qu'est-ce donc que cela veut dire ?"")",0.0
-,"('#clitidas', ""Paix !  Impertinent que vous êtes.  Ne savez-vous pas bien que l'astrologie est une affaire d'État, et qu'il ne faut point toucher à cette corde-là ?  Je vous l'ai dit plusieurs fois, vous vous émancipez trop, et vous prenez de certaines libertés qui vous joueront un mauvais tour : je vous en avertis ; vous verrez qu'un de ces jours on vous donnera du pied au cul, et qu'on vous chassera comme un faquin.  Taisez-vous, si vous êtes sage."")",0.0
-,"('#aristione', 'Où est ma fille ?')",0.0
-,"('#timocles', ""Madame, elle s'est écartée, et je lui ai présenté une main qu'elle a refusé d'accepter."")",0.0
-,"('#aristione', ""Princes, puisque l'amour que vous avez pour Ériphile, a bien voulu se soumettre aux lois que j'ai voulu vous imposer, puisque j'ai su obtenir de vous que vous fussiez rivaux sans devenir ennemis, et qu'avec pleine soumission aux sentiments de ma fille, vous attendez un choix dont je l'ai faite seule maîtresse ; ouvrez-moi tous deux le fond de votre âme, et me dites sincèrement quel progrès vous croyez l'un et l'autre avoir fait sur son coeur."")",0.0
-,"('#timocles', ""Madame, je ne suis point pour me flatter, j'ai fait ce que j'ai pu pour toucher le coeur de la princesse Ériphile, et je m'y suis pris, que je crois, de toutes les tendres manières dont un amant se peut servir.  Je lui ai fait des hommages soumis de tous mes voeux ; j'ai montré des assiduités ; j'ai rendu des soins chaque jour ; j'ai fait chanter ma passion aux voix les plus touchantes, et l'ai exprimer en vers aux plumes les plus délicates ; je me suis plaint de mon martyre en des termes passionnés ; j'ai fait dire à mes yeux aussi bien qu'à ma bouche le désespoir de mon amour ; j'ai poussé à ses pieds, des soupirs languissants ; j'ai même répandu des larmes, mais tout cela inutilement, et je n'ai point connu qu'elle ait dans l'âme aucun ressentiment de mon ardeur."")",0.0
-,"('#aristione', 'Et vous, Prince ?')",0.0
