dancourt-metempsychose,la-fontaine-daphne,Score
"('#junon', ""Je n'en regrette point la perte. "")",-,0.0
"('#l-amour', ""L'occasion d'aimer n'arrive pas toujours,  Je vous l'ai quelquefois offerte ;  La sagesse chez vous devrait finir son cours.  Si je l'ai trop longtemps soufferte,  D'un excès de fierté je me lasse à la fin,  Tôt ou tard j'en prendrai vengeance.  Il est réglé par le destin  Que tous les coeurs sentiront ma puissance :  Dans le vôtre sans résistance,  Laissez-moi prendre un droit qui m'est certain. "")",-,0.0
"('#junon', ""Quitter un style si badin,  Comptez, Amour, que Junon s'en offense. "")",-,0.0
"('#l-amour', 'Votre peu de complaisance,  Devrait être payé par un pareil dédain. ')",-,0.0
"('#junon', ""Dédain, soit. Mais qu'enfin mon projet réussisse ;  Il faut sans intérêt me rendre ici service,  Pour faire enrager mon époux,  Épouser mes transports jaloux. "")",-,0.0
"('#l-amour', ""Ce serait vous servir d'office.  Tout coup vaille, à Plutus sur moi  Il a donné la préférence.  Mais je serai vengé ; car j'en jure, ma foi,  Il en verra la différence.  Depuis un temps presque en toutes les Cours,  Il semble aux gens qui sont dans l'opulence,  Pour réussir dans leurs amours,  Qu'il ne leur faut l'appui que du Dieu des richesses,  C'est à lui seul qu'ils ont recours ;  Et pour toucher les coeurs de leurs maîtresses,  Ils pensent n'avoir pas besoin de mon secours.  Je leur ferai bien sentir le contraire,  Et l'on n'a qu'à me laisser faire.  D'un violent dépit je me sens animer,  Je ne puis faire que les belles  À qui l'on donne soient cruelles.  L'éclat de l'or peut les charmer,  Et l'exemple le justifie.  Mais, Messieurs les donneurs, parbleu je vous défie,  Sans moi de réussir à vous en faire aimer,  Il faut que Jupiter l'éprouve.  Il s'est d'un jeune objet follement entêté ;  Je veux qu'à son retour il trouve  Son projet pour elle avorté. "")",-,0.0
"('#junon', ""Qu'à ce ressentiment Junon est redevable ?  Vous remplirez ainsi mes souhaits les plus doux. "")",-,0.0
"('#l-amour', ""Oui. Mais d'un Dieu puissant je brave le courroux ;  Que ferez-vous pour moi, quand je fais tout pour vous ?  En deviendrai-je à vos yeux plus aimable ?  Lorsque vos voeux seront comblés,  Serez-vous toujours intraitable ? "")",-,0.0
"('#junon', 'Hélas ! ')",-,0.0
"('#l-amour', 'Hé quoi ! Vous vous troublez ! ')",-,0.0
"('#junon', 'Laissez-moi. ')",-,0.0
"('#l-amour', 'Déesse adorable,  De grâce, expliquez-vous, parlez. ')",-,0.0
"('#junon', ""Je crains d'être trop pitoyable. "")",-,0.0
"('#l-amour', ""Que faut-il que j'espère ? "")",-,0.0
"('#junon', ""Allez,  Vengez-moi d'un Époux coupable,  Tout réussit toujours quand vous vous en mêlez. "")",-,0.0
"('#l-amour', ""Pour vous plaire, il n'est rien dont je ne sois capable ;  Et vous reconnaîtrez mes soins, si vous voulez. "")",-,0.0
"('#junon', 'Si de mes intérêts vous prenez la conduite,  Je compte sur la réussite.  Mais Faunus vient chercher Corine dans ces lieux,  Sous ces traits empruntés il faut tromper ses yeux. ')",-,0.0
"('#faunus', 'Comment donc, Madame la tante !  Pourquoi me devancer ainsi ?  Vous me semblez vraiment bien diligente,  Je vous quitte là-haut, et vous retrouve ici. ')",-,0.0
"('#junon', ""À force de courir, j'ai perdu presque haleine.  De Corine j'étais en peine. "")",-,0.0
"('#faunus', ""J'en étais presque en peine aussi.  C'est ici que je l'ai laissée. "")",-,0.0
"('#junon', ""Bien promptement elle s'est éclipsée.  Je crains… "")",-,0.0
"('#faunus', ""C'est vainement que vous vous alarmez,  Et ces Jardins sont bien fermés.  Sans une puissance divine  On ne saurait pénétrer en ce lieu,  Et je ne pense pas qu'un Dieu  Songe à nous enlever Corine. "")",-,0.0
"('#junon', ""Comme vous je me l'imagine ;  Mais afin d'adoucir un peu  Le chagrin qu'elle a de l'absence  De l'Amant qui la tient ici sous sa puissance… "")",-,0.0
"('#faunus', ""Ce qu'elle en fait paraître n'est qu'un jeu,  Je sais ce qu'il faut qu'on en pense. "")",-,0.0
"('#junon', ""Moi, j'en juge par l'apparence,  Et voudrais que, de votre aveu,  On fit effort pour la distraire  Des dangereux égarements  Qui me paraissent trop lui plaire. "")",-,0.0
"('#faunus', ""Oui, voilà le noeud de l'affaire ;  J'entre dans tous vos sentiments,  On l'a confié à ma garde. "")",-,0.0
"('#junon', 'Ce soin comme vous me regarde. ')",-,0.0
"('#faunus', ""Elle a pour s'échapper quelque mauvais dessein. "")",-,0.0
"('#junon', 'Peut-être… Ma franchise à moi vous est connue ? ')",-,0.0
"('#faunus', ""Pour cela, oui, j'en suis certain.  Mais je la vois paraître au bout de l'avenue.  Songeons à l'amuser, sans la perdre de vue. "")",-,0.0
"('#junon', 'Pour nous tromper tous deux, il faut être bien fin. ')",-,0.0
"('#faunus', 'Et se lever de bon matin. ')",-,0.0
"('#junon', ""Je vois dans ces bosquets la véritable tante,  Disparaissons. Il serait dangereux  Qu'ici Faunus nous vît ensemble toutes deux,  Ses soupçons troubleraient le dessein que je tente ;  Mais une musique galante  Des plus doux sons fait retentir les airs ;  De Nymphes, de Bergers, une troupe charmante,  Forme ces aimables concerts.  Avec eux déguisé, l'Amour conduit la Fête,  Invisible et présente à tout,  Attendons en repos le succès qu'il m'apprête :  Est-il quelque projet dont il ne vienne à bout. "")",-,0.0
"('#l-amour', ""Animez-vos d'un nouveau zèle,  Formez ici d'aimables jeux,  N'entendez-vous pas qu'en ces lieux  L'Amour lui-même vous appelle.  ENTRÉE de Philène et de Philis. "")",-,0.0
"('#faunus', ""Bergers, trouvez bon qu'en ces lieux,  On prenne part à vos aimables jeux. "")",-,0.0
"('#corine', ""J'ai revu mon Berger, Philène, il m'est fidèle ? "")",-,0.0
"('#philene', 'Je retrouve Corine, ô Berger trop heureux ! ')",-,0.0
"('#merope', 'Philène ici ? Quelle surprise ! Ah Dieux ! ')",-,0.0
"('#philene', 'En la voyant mon feu se renouvelle. ')",-,0.0
"('#merope', 'Sans faire aucun éclat, observons-les tous deux. ')",-,0.0
"('#philene', ""Amour, tu me la rends plus belle,  Rends-la constante et sensible à mes feux :  J'en suis sûr, et je lis mon bonheur dans ses yeux.  La constance ici tient sa cour,  Les chagrins, les peines cruelles,  N'approchent point de cet heureux séjour ;  C'est un domaine de l'Amour,  Qui n'est ouvert qu'aux coeurs fidèles.  Il chante."")",-,0.0
"('#philis', ""L'Amour est un Dieu charmant,  Dont le pouvoir s'étend sur tout ce qui respire.  Ne craignons point de prendre un tendre engagement ;  Quand c'est l'Amour qui nous l'inspire,  On est heureux sous son empire,  Lorsqu'on sait aimer constamment. "")",-,0.0
"('#philis #philene', ""Ne quittons point ces aimables retraites ;  C'est pour les coeurs constants qu'elles sont faites ;  Passons ici nos plus beaux jours,  Éloignons-en les volages amours. "")",-,0.0
"('#philis #tircis', ""Ne quittons point ces aimables retraites ;  C'est pour les coeurs constants qu'elles sont faites ;  Passons ici nos plus beaux jours,  Éloignons-en les volages amours.  Pendant cette reprise, Faunus et Mérope parlent bas ensemble ; et quand l'air est fini."")",-,0.0
"('#faunus', 'Comment donc, vous croyez ici faire les maîtres ?  Allez ailleurs passer vos plus beaux jours,  Dans vos hameaux ou sous vos hêtres :  Vous en pourrez chasser les volages Amours,  Mais ne revenez pas en ces lieux davantage. ')",-,0.0
"('#philene', 'Nous avons cru vous divertir. ')",-,0.0
"('#merope', 'Le beau régal ! Prenez un parti sage Et dépêchez-vous de partir. ')",-,0.0
"('#corine', ""Mon amant n'est point volage,  Notre amour est en sûreté. "")",-,0.0
"('#merope', ""Qu'est-ce à dire ? "")",-,0.0
"('#faunus', ""Rentrons, nous. Ces gens de Village  Sur l'amour, la fidélité,  Tiennent toujours un sot langage,  Et qui ne convient point aux gens de qualité. "")",-,0.0
"('#corine', ""Tout m'est suspect ici, comme j'y suis suspecte,  En m'outrageant, on m'y respecte ;  On lit dans mes regards, on observe mes pas.  La tranquillité que j'affecte,  Fait naître des soupçons qu'elle ne détruit pas.  Avec un peu trop d'imprudence,  D'une tendre et fidèle ardeur,  À mon Argus j'ai fait la confidence ;  Et ma tante n'a feint d'approuver ma constance,  Que pour mieux pénétrer les secrets de mon coeur,  En quel état suis-je réduite ?  Amour ce coeur se livre à toi :  Déterminée à suivre aveuglément ta loi,  Je m'abandonne à ta conduite ;  Philène a mon coeur et ma foi,  L'ardeur de son rival et me gêne et m'irrite,  Son retour seul m'inspire un juste effroi.  Daigne, loin de ces lieux faciliter ma fuite,  Ou que mon Berger à ta suite,  Amour comme tantôt se montre devant moi. "")",-,0.0
"('#merope', ""Comment donc, vous parlez toute seule, ma nièce !  Les yeux au Ciel et pleine de ferveur,  Je ne sais à quel Dieu la prière s'adresse ?  Mais elle est faite avec ardeur. "")",-,0.0
"('#corine', ""Vous ne vous trompez point, ma tante,  J'adressais mes voeux à l'Amour,  Je le conjurais qu'en ce jour  Il voulût me rendre contente ;  Et vous-même tantôt paraissiez vous prêter  À tout ce qui peut me flatter. "")",-,0.0
"('#merope', ""Je m'y prête, il est vrai, parce que je vous aime,  Et le ne comprends pas quelle fatalité  Vous y fait résister vous-même. "")",-,0.0
"('#corine', ""Je n'ai point d'autre objet, ma tante, en vérité,  De mes sentiments informée,  Vous-même ici tantôt les aviez approuvés,  Je m'en tenais heureuse, et mon âme charmée… "")",-,0.0
"('#merope', 'Allez, ma nièce, vous rêvez. ')",-,0.0
"('#corine', ""Je vous ai déclaré la haine  Que j'ai pour ce nouvel Amant. "")",-,0.0
"('#merope', ""Et j'approuvais cela, moi, ma nièce ? "")",-,0.0
"('#corine', 'Oui, vraiment.  Je vous ai découvert mon amour pour Philène. ')",-,0.0
"('#merope', ""Je l'approuvais aussi peut-être ? "")",-,0.0
"('#corine', 'Assurément. ')",-,0.0
"('#merope', 'De sa première ardeur son âme est toujours pleine. ')",-,0.0
"('#corine', 'Comme moi sensible à la peine,  Que me fait son éloignement,  Vous me devez aider à sortir de la chaîne  Qui me retient esclave en ces lieux. ')",-,0.0
"('#merope', ""Justement,  J'aurais donc perdu sens, esprit et jugement,  Depuis que de l'aveu de toute la famille,  Orpheline et petite fille,  Vous fûtes commise à ma foi,  J'ai toujours eu pour but votre fortune, et crois  N'avoir rien négligé de ce qui la peut faire,  À mon exemple il faut vous en faire une loi,  Un riche Amant cherche à vous plaire  Sans parler d'épouser, d'abord cela fait peur ;  Et la chose n'est pas dans la règle ordinaire.  On le prend pour un Sénateur,  Pour ne pas s'expliquer en soupirant vulgaire :  Et c'est ce qui fait votre erreur.  Sans manquer au devoir il est une manière  De s'accorder à son humeur,  Il ne faut être en pareille matière,  Ni trop facile, ni trop fière.  Par des refus adroits on irrite l'ardeur ;  Si l'Amant devient téméraire,  On le contient par la pudeur :  S'il se plaint de trop de rigueur,  Un tendre regard la modère :  S'il est humble, timide, un sourire flatteur  L'anime, et lui dit qu'il espère.  Enfin, pour s'assurer un coeur,  Qui doit faire notre bonheur,  Il est, ma chère enfant, un petit savoir-faire,  Dont on peut se servir, sans blesser son honneur.  Par les appas d'une feinte tendresse  Un Amant se laisse amuser,  La moindre petite caresse  Faite à propos, suffit pour l'abuser.  Du portefeuille ainsi on se rend la maîtresse ;  L'Amant qui court après est forcé d'épouser.  Voilà comme il faut vous conduire,  Pour assurer votre fortune un jour.  Écoutez la raison, faire taire l'amour,  Vous êtes jeune, et l'on peut vous instruire. "")",-,0.0
"('#corine', ""Ma tante que m'osez- vous dire ?  Quels préceptes ? Quel changement ?  Vous me parliez tantôt ici tout autrement.  Dans quel trouble nouveau votre discours me plonge !  Je croyais voir par vous mon bonheur achevé :  Est-ce que je rêve ? Est-ce un songe ? "")",-,0.0
"('#merope', ""Non, vous ne rêvez pas, mis vous avez rêvé ;  Sortez de cette rêverie,  Et songez qu'il n'est point de Philène pour vous :  Suivez mes conseils, je vous prie,  Votre nouvel Amant deviendra votre Époux.  De vos regards que l'autre se bannisse,  Il faut que son amour finisse,  Pour n'essuyer pas le courroux  D'un rival puisant et jaloux. "")",-,0.0
"('#corine', 'Nous braverons tous deux son pouvoir, sa colère. ')",-,0.0
"('#merope', ""Et c'est justement ce qu'il ne faut pas faire.  Que l'on a peu d'esprit dans la jeune saison !  On n'est que feu, que pétulance,  On ferme par impertinence  Les yeux à l'intérêt, l'oreille à la raison :  De l'amour à longs traits l'on suce le poison.  Comme vous dans mon temps, j'ai fait même sottise :  Mais quoi ? Je n'avais pas un conseil aussi bon,  Je me conduisais à ma guise.  Eu suis-je mieux ? En ai-je mieux fait ? Non.  La beauté, du Ciel est un don  Dont il faut se servir tandis qu'elle est de mise,  Si j'avais su ce que je sais,  Je serais à présent grand-Dame ;  De mon mari jamais je n'eusse été la femme,  Mes premiers feux auraient été bien mieux placés.  De bons partis s'offraient assez,  Je les refusai tous. D'une amoureuse flamme,  Votre oncle avait rempli mon âme ;  De tous mes soins lui seul était l'objet :  J'étais pour lui d'amour toute troublée,  Je crois que le pendard m'avait ensorcelée :  L'aimer, lui plaire était mon unique souhait,  Et du bonheur le plus parfait  En l'épousant je me croyais comblée :  J'en fus au désespoir dès que cela fut fait,  Par cet exemple-là vous devez être instruite. "")",-,0.0
"('#corine', ""Aussi je le veux suivre en tout exactement,  Vous avez aimé tendrement,  Vous voyez que je vous imite,  Jusqu'à la fin j'aurai même conduite.  J'en fais tout mon bonheur, tout mon attachement ;  Je prétends comme vous épouser mon Amant ;  Si par hasard j'en ai du chagrin dans la suite,  Pour m'en désespérer n'en serai-je pas quitte ? "")",-,0.0
"('#merope', ""Et c'est ce que je veux prévenir justement.  Quelle étrange bizarrerie !  Mais je vous guérirai de cet entêtement. "")",-,0.0
"('#corine', 'Comme vous en fûtes guérie,  Ma tante, et jamais autrement. ')",-,0.0
"('#merope', ""Hom ! La petite ridicule !  Quelle cervelle ! Il faut pourtant  Tâcher de modérer cette ardeur qui la brûle,  Et qui va toujours s'augmentant,  Pour peu que l'on tarde à l'éteindre :  L'absent à son retour n'en sera pas content.  D'un feu si violent, les suites sont à craindre ;  Et nous ne sommes pas de race à nous contraindre ;  Je la blâme tout haut d'avoir un coeur constant,  Et je sens en secret que j'ai tort de m'en plaindre,  Moi-même j'en ferais tout autant. "")",-,0.0
"('#faunus', 'Quoi seule ! Où donc Corine est-elle, je vous prie ? ')",-,0.0
"('#merope', 'Je la quitte dans le moment. ')",-,0.0
"('#faunus', 'À dissiper sa rêverie,  Nous nous employons vainement. ')",-,0.0
"('#merope', ""Oui, je pense qu'il faut changer de batterie  Les plaisirs m'ont paru la toucher faiblement :  Toute jeune qu'elle est la fortune l'entête ;  Et quand par de brillants appas  Du coeur de votre maître elle a fait la conquête,  Ce qui cause notre embarras,  C'est d'ignorer quel sort il s'apprête à nous faire Nous avons nombre de parents,  Qui par la disgrâce des temps,  Loin d'avoir fait fortune, ont fait tout le contraire,  La plupart dans l'adversité. "")",-,0.0
"('#faunus', 'Bon, tant mieux, avec nous voilà comme il faut être. ')",-,0.0
"('#merope', ""Le mariage une fois contracté,  Cela ne ferait pas d'honneur à votre Maître,  Il ne serait pas bien quand on verra paraître  Ma nièce avec lui dans l'éclat,  Qu'il laissât la famille en un certain état. "")",-,0.0
"('#faunus', ""Non, non, ne craignez point que cela lui convienne,  La malepeste, allez, mon Maître n'est pas fat,  Que n'a-t-il point fait pour la sienne ?  Il avait un cousin, manant, faquin, pied-plat,  Par son crédit et son opulence,  Il en fit en six mois un Seigneur d'importance,  Il était sans honneur, et chacun l'honora ;  Il était fat, on l'admira :  Tous les défauts trouvèrent grâce,  Et le monde aisément comprit  Qu'il n'était ni de noble race,  Ni de mérite, ni d'esprit,  Mais parent de quelque homme en place.  Oh ! Mon Maître par-là fit bien voir son crédit. "")",-,0.0
"('#merope', ""Il faudra pour nous qu'il l'emploie. "")",-,0.0
"('#faunus', ""Il le fera, j'en suis sûr, avec joie.  Il fait pour ses amis toujours tout ce qu'il peut,  Et le bon de l'affaire est qu'il peut ce qu'il veut. "")",-,0.0
"('#merope', 'Bon. Nous avons dans la famille  Un Procureur Fiscal, un Commis de Greffier. ')",-,0.0
"('#faunus', 'Bons sujets ! ')",-,0.0
"('#merope', ""Deux Clercs, un Huissier,  Qui d'un de nous vient d'épouser la fille. "")",-,0.0
"('#faunus', ""Ah ! Fort bien, ce sont-là des gens bons à placer,  Qu'il est facile d'avancer.  Dans le chemin de la fortune  Ils marchent à pas de Géant,  Et presque au sortir du néant  En peu de temps ils en ont une.  Il semble que le Ciel se plaise à les venger  Du mépris que pour eux certains sots font paraître,  Et cherche à les dédommager  Du peu qu'il les avait fait naître. "")",-,0.0
"('#merope', 'Selon moi le Ciel fait fort bien. ')",-,0.0
"('#faunus', ""N'est-il pas vrai ? Sagement il dispense  De la noblesse aux uns, aux autres l'opulence :  Il satisfait ainsi chacun par ce moyen. "")",-,0.0
"('#merope', ""Oui, mais j'aimerais mieux tenir de sa sagesse  De l'opulence sans noblesse,  Que de la noblesse avec rien. "")",-,0.0
"('#faunus', ""Vous avez bin esprit, et c'est fort bien l'entendre.  Mais qui vient brusquement nous troubler en ces lieux ? "")",-,0.0
"('#bacchus', ""Servons Junon de notre mieux,  Et faisons le bonheur d'un coeur fidèle et tendre ;  Malgré le Souverain des Dieux. "")",-,0.0
"('#faunus', ""Ah, morbleu ! C'est Bacchus ; qu'aurait-il à m'apprendre ? "")",-,0.0
"('#bacchus', ""Dans ce séjour délicieux,  Notre Maître bientôt tâchera de se rendre ;  Mais de quelque côté que je tourne les yeux,  Je ne vois point ici la beauté qu'il adore.  Est-elle renfermée en son appartement ? "")",-,0.0
"('#merope', 'Un noir chagrin qui la dévore  Fait que dans ces jardins on la voit rarement.  Mais vous avez apparemment  Quelque message amoureux à lui faire ? ')",-,0.0
"('#bacchus', 'Oui, de la part de son Amant  Dites-lui que dans le moment  Il arrive un courrier fort extraordinaire. ')",-,0.0
"('#faunus', 'Bacchus ici pour quelque affaire ? ')",-,0.0
"('#bacchus', 'Pour la même à peu près dont vous êtes chargé. ')",-,0.0
"('#faunus', 'Quoi ! Comment donc ? ')",-,0.0
"('#bacchus', ""Pour moi, ce n'est plus un mystère,  Et je viens vous trouver, suivant l'ordre que j'ai,  De servir les amours de Jupiter mon père,  Auprès de l'aimable Bergère,  Qui sous ses lois tient son coeur engagé. "")",-,0.0
"('#faunus', ""De sentiment il faut qu'il ait changé,  Car c'était un secret que nous voulions vous taire. "")",-,0.0
"('#bacchus', ""Oui, mais il se trouve obligé,  Ou par choix, ou par confiance,  De m'en faire la confidence.  Tandis qu'avec Mercure occupé dans les Cieux,  Parmi les Astres et les Dieux,  Il tâche à rétablir l'heureuse intelligence  Qui doit toujours régner entre eux,  Et qu'avait depuis peu dérangée son absence.  Le séjour qu'ici fait Junon  L'alarme et le tient en cervelle,  Et ce n'est pas tout-à-fait sans raison.  Il connaît la bonne Immortelle,  Et tremble qu'à l'objet de son nouvel amour  Elle ne fasse un mauvais tour. "")",-,0.0
"('#faunus', ""S'il est pour l'empêcher des mesures à prendre,  Que ne les prenait-il avant que de partir ?  Ne prévoyait-il pas ce qu'il devait attendre ?  Il n'avait qu'à m'en avertir. "")",-,0.0
"('#bacchus', ""Il a, tout Dieu qu'il est, tant d'affaires en tête,  Qu'il ne peut pas songer à tout. "")",-,0.0
"('#faunus', ""Oh ! Quelque mauvais tour que Junon nous apprête,  De m'en garder je viendrai bien à bout. "")",-,0.0
"('#bacchus', 'Pour vous bien seconder je ferai mon possible. ')",-,0.0
"('#faunus', ""Je prévois aisément tout ce qu'on peut tenter. "")",-,0.0
"('#bacchus', ""Et moi donc ? Mais pour l'éviter,  Il faut rendre Corine aux Dieux-mêmes invisible,  Et faire que Junon qui voudrait l'enlever,  Ne sache où pouvoir la trouver. "")",-,0.0
"('#faunus', ""Le tour serait assez risible,  Et le projet est bon. Mais comment l'achever ? "")",-,0.0
"('#bacchus', ""J'apporte pour le faire un moyen infaillible,  Et ce petit écrin renferme un Diamant,  Un Anneau constellé dont le charme invincible,  À tous les yeux cache dans le moment  Quiconque au doigt le porte seulement.  Il ne faut qu'à Corine en apprendre l(usage,  Et de la part de son Amant  Lui donner ce présent pour gage,  D'un éternel attachement. "")",-,0.0
"('#faunus', ""Mais que diantre pensera-t-elle ?  Jupiter à ses yeux paraît un gros Seigneur,  Elle va le croire Enchanteur :  Pour toucher le coeur d'une belle  C'est un assez mauvais moyen. "")",-,0.0
"('#bacchus', ""Se peut-il que Faunus oublie  Que nous sommes en Thessalie ?  Être ici sorcier, ce n'est rien,  C'est le pays de la magie. "")",-,0.0
"('#faunus', ""Il est vrai, je m'en ressouviens. "")",-,0.0
"('#bacchus', ""Voilà l'écrin, prenez soin de lui rendre. "")",-,0.0
"('#faunus', 'Peut-être elle fera quelque difficulté. ')",-,0.0
"('#bacchus', ""Il ne faut qu'exciter sa curiosité.  C'en est assez pour le lui faire prendre. "")",-,0.0
"('#bacchus', ""Fâché d'être éloigné de vos jeunes appas,  Votre Amant en ces lieux m'a fait porter mes pas Pour vous y donner assurance  Que l'éloignement ni l'absence  D'un coeur constant ne vous éloignent pas. "")",-,0.0
"('#corine', ""Je ne mérite pas tous les soins qu'il se donne,  Ni ceux que l'on prend d'empêcher  Que personne puisse approcher  De ces lieux où l'on m'emprisonne.  C'est me donner de son amour  Un assez fâcheux témoignage,  Et la contrainte est un triste présage  De mon malheur, si l'hymen quelque jour  Me mettait sous son esclavage. "")",-,0.0
"('#bacchus', ""Peut-on trop précieusement  Garder un objet si charmant ?  Épris pour vous de la plus vive flamme ;  Il sait qu'à son ardeur on veut vous enlever :  Le blâmez-vous des soins qu'il prend pour conserver  La Beauté qui règne en son âme ? "")",-,0.0
"('#corine', ""Vouloir la conserver ainsi,  C'est presque en assurer la perte ;  Et si de m'éloigner d'ici  L'occasion m'était offerte… "")",-,0.0
"('#faunus', 'Justement, attendez-vous-y,  Nous laisserons la porte ouverte. ')",-,0.0
"('#bacchus', ""Aux yeux de tout le monde il voudrait vous cacher,  Il craint que dans cette retraite,  De ses desseins sa famille inquiète,  Pendant qu'il est absent ne vienne vous chercher ;  Qu'un enlèvement ne les mette  En état un jour d'empêcher  L'hymen qu'en secret il projette. "")",-,0.0
"('#corine', ""Je n'approuve pas ses projets :  De ma part vous pouvez lui dire  Que cet hymen n'a rien qui flatte mes souhaits. "")",-,0.0
"('#bacchus', ""Je n'ai garde de l'en instruire,  Je suis discret, et je vous le promets. "")",-,0.0
"('#corine', ""Le plus grand bonheur où j'aspire,  C'est qu'il le sache, et ne le voir jamais. "")",-,0.0
"('#bacchus', ""Un tel discours a droit de me surprendre  Il ne mérite pas un pareil traitement.  On a quelque présent de sa part à vous rendre :  Recevez-le, de grâce, un peu plus poliment  Que vous n'avez reçu mon compliment."")",-,0.0
"('#corine', ""Des présents de sa part ! Suis-je fille à les prendre ?  Et me croit-il sensible à l'intérêt ?  Est-ce par-là que l'on rend un coeur tendre ? "")",-,0.0
"('#faunus', 'Il aurait tort de le prétendre :  Quoique dans un écrin… ')",-,0.0
"('#corine', ""Ouvrez-le, s'il vous plaît. "")",-,0.0
"('#faunus', ""C'est ce qu'avec grand soin l'on vient de me défendre. "")",-,0.0
"('#corine', 'Montrez-moi. ')",-,0.0
"('#faunus', 'Point. ')",-,0.0
"('#corine', ""Voyons seulement ce que c'est. "")",-,0.0
"('#faunus', 'Acceptez le présent. ')",-,0.0
"('#corine', 'Non, je ne le puis faire. ')",-,0.0
"('#faunus', ""Ni moi ne suivre pas l'ordre qu'on m'a dicté. "")",-,0.0
"('#corine', ""C'est avoir peu d'honnêteté. "")",-,0.0
"('#faunus', ""Oui, j'en conviens, je n'en ai guère. "")",-,0.0
"('#corine', 'Je voudrais bien pourtant pouvoir me satisfaire. ')",-,0.0
"('#faunus', 'Hé bien, épargnez-vous un scrupule affecté.  Tant de grimaces est fort peu nécessaire. ')",-,0.0
"('#corine', 'Mais on ne vous a pas ordonné de vous taire,  Dites-moi… ')",-,0.0
"('#faunus', ""Volontiers, c'est un ajustement  Qu'on peut prendre dans cette affaire.  Oh bien donc ! Ce coffret renferme un diamant. "")",-,0.0
"('#corine', 'Je ne veux pas en savoir davantage. ')",-,0.0
"('#faunus', 'Un anneau. ')",-,0.0
"('#corine', ""Voilà justement  Ce que j'ai soupçonné dès le premier moment. "")",-,0.0
"('#faunus', ""Oui, mais de cet anneau vous ignorez l'usage. "")",-,0.0
"('#corine', ""Oh ! Je le devine aisément,  Qui reçoit un présent s'engage,  Et je sais que du mariage  Une bague acceptée est le commencement. "")",-,0.0
"('#faunus', ""N'en craignez point l'événement,  Le diamant ne peut être que magnifique ;  Mais ce n'est rien que la beauté ;  Par une puissance magique,  À votre doigt l'anneau porté,  Dans l'instant vous rend invisible,  Et l'on ne vous revoit qu'après qu'il est ôté. "")",-,0.0
"('#corine', 'Que dites-vous. ')",-,0.0
"('#faunus', 'La vérité. ')",-,0.0
"('#corine', ""Aux charmes, je le crois, il n'est rien d'impossible,  Et je n'en ai jamais douté :  Sans en avoir pourtant vu nul effet sensible,  Je souhaiterais fort…"")",-,0.0
"('#faunus', ""Ce n'est point fausseté,  Le talisman est infaillible. "")",-,0.0
"('#corine', ""Voyons donnez… Au moins, c'est curiosité. "")",-,0.0
"('#faunus', 'Au plaisir de la nouveauté,  Est-il un coeur inaccessible ?  Voilà le présent accepté. ')",-,0.0
"('#corine', ""Je n'ouvre cet écrin que d'une main tremblante :  Que vois-je ? Quel brillant objet !  C'est un mensonge qu'on m'a fait,  Et cette lumière éclatante  Doit produire un contraire effet. "")",-,0.0
"('#faunus', ""Comment donc, s'il vous plaît, croyez-vous que je mente ? "")",-,0.0
"('#corine', ""Non, mais mettez-le un peu, j'en veux faire l'essai,  Je verrai si vous dites vrai. "")",-,0.0
"('#faunus', ""Fort volontiers. Hé bien, n'êtes-vous pas contente ? "")",-,0.0
"('#corine', 'Vous avez disparu. Ciel, quel étonnement ! ')",-,0.0
"('#faunus', 'La chose est assez surprenante. ')",-,0.0
"('#corine', 'Sans doute, mais ce diamant  Fait-il le même effet sur tous également ? ')",-,0.0
"('#faunus', 'Oh ! Oui. ')",-,0.0
"('#corine', ""Pour en avoir une preuve constante  Par moi-même je veux l'essayer un moment. "")",-,0.0
"('#faunus', 'Fort bien. ')",-,0.0
"('#corine', 'Seconde, Amour, le projet que je tente. ')",-,0.0
"('#faunus', ""Rien n'est plus merveilleux. "")",-,0.0
"('#corine', 'Vous ne me voyez pas ? ')",-,0.0
"('#faunus', 'Comme si vous étiez absente. ')",-,0.0
"('#corine', ""Je ne suis pourtant qu'à deux pas. "")",-,0.0
"('#faunus', ""Ne vous éloignez pas s'il vous plaît davantage,  Allons vous avez fait l'épreuve, et c'est assez.  Ôtez la bague et finissez. "")",-,0.0
"('#corine', ""J'en connais trop le prix pour n'en pas faire usage,  Enfin mes voeux sont exaucés. "")",-,0.0
"('#faunus', 'Comment ! Que dites-vous ? ')",-,0.0
"('#corine', ""Que je sors d'esclavage,  Et que mes malheurs sont passés.  Corine s'éloigne."")",-,0.0
-,"('#jupiter', ""Vous, qui voulez qu'à la fureur de l'onde Jupiter mette un frein, et repeuple ces lieux, Vous vous lassez trop tôt d'être seul dans le monde ; Mille voeux vont troubler cette paix si profonde Dont la terre à présent laisse jouir les cieux."")",0.0
-,"('#venus', 'Charmante oisiveté, repos délicieux !')",0.0
-,"('#minerve', 'Ou plutôt, repos ennuyeux !')",0.0
-,"('#venus', ""Quoi ! le sommeil pourrait aux déesses déplaire ! Ne point souffrir, Ne point mourir, Et ne rien faire, Que peut-on souhaiter de mieux ? Ce qui fait le bonheur des dieux, C'est de n'avoir aucune affaire, Ne point souffrir, Ne point mourir, Et ne rien faire."")",0.0
-,"('#minerve', ""Est-ce ainsi qu'on a des autels ?"")",0.0
