barante-arlequin-misanthrope,dufresny-depart-des-comediens,Score
-,"('#leandre', 'Je vois bien que tu es un ignorant.  Quand les premières leçons sont bonnes, les dernières en dépendent.')",0.0
-,"('#arlequin', ""Ho, point, point ; chacun a son talent auprès des dames.  Celui-ci prélude galamment, celui-là entre en matière, l'autre en sort avec honneur.  Les petits abbés, par exemple, sont admirables pour ébaucher une conversation galante : mais vivent les officiers pour donner la dernière main."")",0.0
-,"('#leandre', ""Je vois bien que tu as de bons principes, et si tu veux t'associer avec moi, nous ferons bien valoir le commerce."")",0.0
-,"('#arlequin', ""Ma foi non.  Dans le commerce de tendresse les associés ne s'accordent guères, et chacun fait sa main de son côté, sans rien rapporter à la masse. Léandre s'en va. "")",0.0
-,"('#arlequin', ""Pour vous, monsieur, on dit que vous allez vivre de vos rentes.  Je voudrais bien m'associer avec vous, j'ai du talent pour cela : mais il est défendu à un comédien italien de se reposer avant l'âge de six vingt ans ; et ce n'est que par tolérance que Scaramouche s'est retiré à quatre-vingt-quatorze. Et vous, mademoiselle, qu'allez-vous devenir ? À la Chanteuse. "")",0.0
-,"('#la-chanteuse', ""Quand une fille,  Jeune et gentille,  Voudra,  Bientôt elle parviendra ;  J'en connais une,  Que la fortune  Jusques aux cieux élèvera,  Dans un nuage, à l'opéra."")",0.0
-,"('#arlequin', ""Oui, mais ces sortes d'élévations-là sont sujettes à d'étranges malheurs : qu'une corde manque, voilà la fortune par terre. Le Docteur et la Chanteuse se retirent. "")",0.0
-,"('#colombine', ""Les affaires de la troupe ne vont pas trop bien : mais heureusement j'ai du talent d'ailleurs."")",0.0
-,"('#pierrot', 'Que la comédie aille comme elle pourra, pour moi je serai toujours recherché des femmes pour mon bel esprit.')",0.0
-,"('#colombine', ""Une fille qui a du service, se tire toujours d'affaires dans le monde."")",0.0
-,"('#pierrot', ""Un homme qui a de l'entremetture et de l'entregent, ne saurait manquer de rien."")",0.0
-,"('#colombine', ""Arlequin, j'ai trouvé une bonne condition, veux-tu en être de moitié ?"")",0.0
-,"('#arlequin', 'Selon.')",0.0
-,"('#pierrot', ""Je m'en vais servir dans une bonne maison, je te veux faire mon aide de camp."")",0.0
-,"('#arlequin', 'Nous verrons.')",0.0
-,"('#colombine', 'Je suis reçue fille de chambre.')",0.0
-,"('#pierrot', ""Et moi valet d'antichambre."")",0.0
-,"('#colombine', 'Chez une femme.')",0.0
-,"('#arlequin', ""Fi !  Une femme servir une femme.  Il n'y a point de contraste là-dedans."")",0.0
-,"('#pierrot', 'Et moi chez une femme.')",0.0
-,"('#arlequin', 'Fort bien cela.')",0.0
-,"('#colombine', ""C'est une bourgeoise de la rue Saint-Denis."")",0.0
-,"('#pierrot', ""C'est une bourgeoise de la rue Saint-Denis aussi la mienne."")",0.0
-,"('#colombine', ""On l'appelle madame la marquise d'Argent-filé."")",0.0
-,"('#pierrot', ""D'Argent-filé ?  C'est justement la mienne."")",0.0
-,"('#colombine', 'Comment maraud, tu vas sur mes brisées ?')",0.0
-,"('#pierrot', ""C'est toi qui vas sur mon marché."")",0.0
-,"('#colombine', 'Tu es un flagorneur.')",0.0
-,"('#pierrot', 'Tu es une chercheuse...')",0.0
-,"('#arlequin', 'Là, là, là, doucement.')",0.0
-,"('#pierrot', ""Madame_la_Marquise m'a choisi à la mine, et elle m'a distingué par la propre personne. \n"")",0.0
-,"('#colombine', ""Et moi, j'y suis entrée de la main d'un joli homme."")",0.0
-,"('#arlequin', ""Hé bien, vous la servirez tous deux.  C'est ton avantage, Colombine : et quand une dame a un valet de chambre, le service se fait mieux : la maîtresse est toujours de bonne humeur, et la fille de chambre est moins grondée."")",0.0
-,"('#pierrot', ""Oui-da, il y a moyen de s'accommoder, aussi bien tu es délicate et fluette, tu ne peux pas tout faire : et je servirai, moi, pour la grosse besogne."")",0.0
-,"('#colombine', 'Tu serviras donc à la cuisine ?')",0.0
-,"('#pierrot', ""Oh, il n'y a point de cuisine chez cette marquise-là."")",0.0
-,"('#arlequin', ""C'est-à-dire que chacun porte son plat, et qu'on fait tout cuire en ville."")",0.0
-,"('#pierrot', ""J'aurais envie d'être portier, j'ai étudié pour cela : car un jour dans notre village, il me prit de quitter la robe pour l'épée ; j'étais bedeau, je me fis suisse. \n"")",0.0
-,"('#colombine', ""Si tu étais portier, tu emporterais tout le profit ; la porte d'une coquette est aussi lucrative que celle d'un juge."")",0.0
-,"('#arlequin', ""Vous pouvez partager l'emploi ; car chez les coquettes il doit toujours y avoir deux portes et deux escaliers.  Pendant que l'un entre par celle-ci, l'autre sort par celle-là."")",0.0
-,"('#colombine', ""Mais le profit n'est pas égal : car celui qui entre, et qui meurt d'envie de voir Madame, paye grassement ; mais celui qui sort, voudrait souvent retenir ce qu'il a donné en entrant."")",0.0
-,"('#arlequin', ""Cela est vrai.  Tel donne en entrant chez une coquette, qui aurait besoin qu'on lui donnât en sortant. \n"")",0.0
-,"('#colombine', ""Il n'y a qu'un mot qui serve.  Si tu veux, nous partagerons les profits et le service.  Je présiderai aux conversations secrètes ; toi, tu porteras les billets.  Je veillerai le jour..."")",0.0
-,"('#pierrot', 'Je dormirai la nuit. \n')",0.0
-,"('#colombine', ""J'aurai le profit du jeu, et toi tu fourniras les cartes.  Pour ce qui est des habits, je prendrai les jupes, et tu garderas les manteaux."")",0.0
-,"('#pierrot', 'Je le veux bien. Pierrot et Colombine se retirent. ')",0.0
-,"('#arlequin', ""Et vous monsieur le mystérieux, méditez-vous quelque chose d'utile pour votre fortune ?  Que prétendez-vous faire pour vous enrichir ?"")",0.0
-,"('#octave', 'Moi ?  Rien.')",0.0
-,"('#arlequin', 'Rien ?')",0.0
-,"('#octave', 'Rien du tout.')",0.0
-,"('#arlequin', ""Faire rien serait un excellent emploi, s'il y avait des appointements."")",0.0
-,"('#octave', 'Je ne ferai rien, vous dis-je ; et si, je gagnerai plus que pas un de la troupe.')",0.0
-,"('#arlequin', 'Apprenez-moi votre secret.')",0.0
-,"('#octave', ""Je me lèverai tous les jours à dix heures ; et de là jusqu'à midi, je tiendrai conseil à ma toilette sur les ajustements de l'habit du jour."")",0.0
-,"('#arlequin', ""Oui : mais ces ajustements de l'habit du jour, où les prendrez-vous, si vous n'avez point de métier pour les gagner."")",0.0
-,"('#octave', 'Où je les prendrai ?  Ah, ah ! Où je les prendrai !  Je vois bien que tu ne te connais pas en physionomie. Il rit.')",0.0
-,"('#arlequin', ""Ah, ah, je vous entends. C'est-à-dire, vous dépenserez les libéralités de quelque vieille dupe, qui se sera fort mal à propos coiffée de votre noire peau."")",0.0
-,"('#octave', 'À midi, je prendrai un consommé.  À...')",0.0
-,"('#arlequin', ""Je vous quitte de ce détail-là ; je sais par coeur le journal coquet d'un comédien distingué.  Mais, faites-vous réflexion que nous fermons le théâtre, et qu'en France on oublie bien vite ce qu'on n'a plus devant les yeux ?  Croyez-moi, quelque mérite qu'ait un acteur, il cesse de briller quand le théâtre ne le met plus en vogue."")",0.0
-,"('#octave', ""Je veux me retirer vous dis-je.  Le mérite le plus caché est celui que les dames recherchent avec le plus d'empressement."")",0.0
-,"('#arlequin', ""Il est certain négoce où l'on perd beaucoup en quittant boutique."")",0.0
-,"('#octave', ""On n'a que faire d'enseigne, quand on est bien achalandé."")",0.0
-,"('#arlequin', ""Quand on trafique des colifichets, et qu'on n'a que des babioles à vendre, il faut étaler en place marchande pour en avoir le débit.  En un mot, je ne veux point m'associer avec vous."")",0.0
-,"('#octave', ""Va, va, je n'ai que faire de ta société ; je trouverai bien dans Paris quelque illustre associé qui m'apprendra le fin du commerce."")",0.0
-,"('#arlequin', ""À quel emploi vous destinez-vous, s'il vous plaît ?"")",0.0
-,"('#le-comedien', ""Moi ?  Je suis retenu auprès d'une comtesse."")",0.0
-,"('#arlequin', 'Est-ce en qualité de singe ou de doguin ?')",0.0
-,"('#le-comedien', ""Non : c'est pour lui apprendre la langue."")",0.0
-,"('#arlequin', 'Hé, quelle langue ?  Grecque, latine, hébraïque, syriaque ?')",0.0
-,"('#le-comedien', ""Non, c'est la langue des mines agréables, gentilles, et mignonnes."")",0.0
-,"('#arlequin', ""Le langage minaudier ?  Diable !  C'est une mère langue, une langue vivante : car les vieilles minaudent aussi volontiers que les jeunes.  Montrez-moi un peu le dictionnaire et la grammaire de cette langue-là."")",0.0
-,"('#le-comedien', 'Le dictionnaire : le voilà. Il fait une grimace. ')",0.0
-,"('#arlequin', ""Voilà un dictionnaire d'une vilaine impression.  Faites-moi voir dans votre grammaire quelque dialogue entre une femme et un officier, qui se parlent d'une loge à l'autre. Le Comédien fait des grimaces épouvantables, tantôt d'un côté, tantôt de l'autre, pour marquer l'homme et la femme. "")",0.0
-,"('#arlequin', ""Fi, fi !  Arrêtez-vous, je n'en veux pas voir davantage.  Voulez-vous prendre un conseil d'ami ?  C'est de vous en aller à la campagne, et tâcher de vous louer pour épouvantail en quelque chènevière : car tant que vous resterez dans la troupe, vous volerez la part, et vous ferez fuir les spectateurs.  À le bien prendre, vous n'êtes propre à rien."")",0.0
-,"('#arlequin', ""Et vous, monsieur, qu'allez-vous faire ?"")",0.0
-,"('#pasquariel', ""Je m'en vais avec ma soeur jouer l'opéra en vendange."")",0.0
"('#monsieur-disanvray', 'Comment donc ?')","('#arlequin', 'Comment donc ?')",1.0000001192092896
