corneillet-circe,quinault-cadmus-hermione,Score
"('#celie', ""Silla se pique trop d'avoir le coeur constant  Pour un Ingrat qui l'a quittée.  Pour moi, qui serais rebutée,  Si l'on m'en avait fait autant,  Je prendrais sans façon l'offre de Galatée. "")",-,0.0
"('#palemon', ""Ainsi l'amour d'un Dieu te toucherait le coeur ! "")",-,0.0
"('#celie', ""N'en déplaise au Prince ton Maître,  Un Dieu, plus qu'un Mortel, en aimant fait honneur ;  Et si le moindre d'eux me montrait quelque ardeur,  Malgré ce qu'en mon âme un autre aurait fait naître,  Je m'en ferais, un sensible bonheur. "")",-,0.0
"('#palemon', ""Voilà comme au brillant courent toutes les Femmes.  Elles ont beau jurer fidélité,  L'amour ne tient jamais contre la qualité  Et malgré les plus belles flammes,  L'Amant au plus rang monté  Est celui qui toujours peut le plus sur leurs âmes. "")",-,0.0
"('#celie', ""Va, va, tu n'en ferais pas moins.  Malgré ce que tu m'as débité de fleurettes,  Si parmi nos Nymphes coquettes  Quelqu'une était d'humeur à recevoir tes soins... "")",-,0.0
"('#palemon', ""Tes affaires alors pourraient bien être faites,  Car tu veux qu'avec toi je parle franchement. "")",-,0.0
"('#celie', ""Sans doute ; mais Silla s'avance dans la Plaine,  Il me la faut rejoindre promptement. "")",-,0.0
"('#palemon', ""Nous la rattraperons, ne t'en mets point en peine.  J'ai beaucoup à te dire, écoute seulement. "")",-,0.0
"('#celie', 'Pas deux mots. ')",-,0.0
"('#palemon', ""Pas deux mots ! Quoi, refuser d'apprendre... "")",-,0.0
"('#celie', ""Si le coeur te dit d'en conter,  Ces trois Belles auront tout loisir de t'entendre,  Et je veux bien te laisser coqueter. "")",-,0.0
"('#palemon', ""Elles pourront longtemps m'attendre,  Je t'aime trop, pour te pouvoir quitter."")",-,0.0
"('#florise', ""Circé doit préparer un Charme d'importance,  Puisqu'en cette Montagne elle a voulu chercher  Les Herbes qu'elle-même elle vient d'arracher,  Et dont l'entière connaissance  Est un secret qu'elle aime à nous cacher. "")",-,0.0
"('#asterie', ""Serait-ce que déjà lasse de sa conquête,  Au Prince Mélicerte elle manque de foi,  Qu'à s'en défaire elle s'apprête,  Et qu'elle cueille ici de quoi  Le métamorphoser en Bête ? "")",-,0.0
"('#dorine', ""C'est de tous les Amants le déplorable sort.  Après les plus fortes tendresses  Dont elle est prodigue d'abord,  Un état mille fois plus fâcheux que la mort  Devient le fruit de ses promesses. "")",-,0.0
"('#asterie', ""Voir les uns transformés en Loups.  Les autres d'un Lion endosser la figure,  C'est une terrible aventure. "")",-,0.0
"('#dorine', ""Ne vaudrait-il pas mieux qu'à quelqu'une de nous  Quand Circé d'un Amant a juré la disgrâce,  Elle cédât les voeux dont l'offre l'embarrasse ?"")",-,0.0
"('#asterie', ""Pour moi, je verrais sans courroux,  Si dans son coeur Mélicerte s'efface,  Qu'il me vînt faire les yeux doux,  Et je sens je ne sais quel mouvement jaloux  De ce qu'un autre Objet le rend pour moi de glace. "")",-,0.0
"('#dorine', ""Ainsi, ma Soeur, vous croyez bonnement,  S'il pouvait à Circé devenir infidèle,  Que vous l'engageriez à quelque attachement ? "")",-,0.0
"('#asterie', 'Et ne suis-je pas assez belle  Pour mériter son radoucissement ? ')",-,0.0
"('#dorine', ""Pour moi, je vous admire, et ne vois pas comment  Écouter des douceurs peut donner tant de joie.  C'est bien du temps perdu que celui qui s'emploie  À tourner sur le tendre un fade sentiment,  Et je ne sache rien... "")",-,0.0
"('#asterie', ""Ma Soeur, c'est vainement  Que votre pruderie avec nous se déploie.  À quoi bon ce déguisement,  Vous décriez l'Amour, et pensez autrement,  Car enfin votre coeur est fait comme le nôtre ;  Et s'il vous venait un Amant,  Vous le prendriez comme une autre. "")",-,0.0
"('#dorine', 'En voici pour nous à choisir.  Trois satyres ici viennent pour nous surprendre. ')",-,0.0
"('#asterie', ""Comme sans nul péril nous pouvons les entendre,  Il faut s'en donner le plaisir. "")",-,0.0
"('#florise', ""Vous n'en craignez point l'insolence ? "")",-,0.0
"('#asterie', ""Circé n'est qu'à dix pas de nous,  Et nous aurons par elle une sûre vengeance S'ils méritent notre courroux. "")",-,0.0
"('#premier-satyre', ""Vous n'échapperez pas ; nous vous tenons, les Belles. "")",-,0.0
"('#florise', 'Ah, ma Soeur. ')",-,0.0
"('#second-satyre', ""Contre nous vos efforts seront vains.  Le seul moyen de sortir de nos mains,  C'est de n'être point cruelles. "")",-,0.0
"('#asterie', ""Vous êtes d'accommodement ?  Encor est-ce pour nous une assez bonne affaire.  Ça, regardons ce qu'il faut faire,  Mais surtout point d'emportement. "")",-,0.0
"('#premier-satyre', 'Il faut vivre pour nous, et chercher à nous plaire. ')",-,0.0
"('#asterie', 'Il est bon de savoir comment.  Avec vous volontiers, en nous prenons pour Femmes,  Nous irons habiter les Bois. ')",-,0.0
"('#troisieme-satyre', ""C'est bien notre affaire à tous trois. "")",-,0.0
"('#premier-satyre', ""S'il ne tient qu'à cela, l'hymen joindra nos âmes ;  Voici celle dont je fais choix. "")",-,0.0
"('#second-satyre', ""Ne te hâte point tant, c'est celle  À qui je veux donner ma foi. "")",-,0.0
"('#premier-satyre', ""J'ai parlé le premier, je l'aurai. "")",-,0.0
"('#second-satyre', 'Bagatelle.  Tu prétends me faire la loi ? ')",-,0.0
"('#premier-satyre', ""C'est un arrêt donné sans retour. "")",-,0.0
"('#troisieme-satyre', ""J'en appelle. "")",-,0.0
"('#premier-satyre', ""Tu t'en veux mêler ? "")",-,0.0
"('#troisieme-satyre', 'Et pourquoi  Voudrez-vous tous deux la plus belle,  Étant tous deux plus laids que moi ? ')",-,0.0
"('#second-satyre', 'Je suis plus laid ? Voyez sa mine.  Mal figuré, trapu, courtaud. ')",-,0.0
"('#troisieme-satyre', ""À cause de sa taille, il veut le porter haut ;  Mais qu'il approche, il est d'une odeur fine  À mettre le coeur en défaut. "")",-,0.0
"('#asterie', ""C'est pousser trop loin la querelle,  Je sais pour la finir un moyen glorieux.  Celui des trois qui chantera le mieux,  Choisira de nous la plus belle. "")",-,0.0
"('#premier-satyre', ""D'accord. "")",-,0.0
"('#second-satyre', 'Je le veux bien. ')",-,0.0
"('#troisieme-satyre', 'Rien ne peut être mieux. ')",-,0.0
"('#premier-satyre', ""Silence à ma chanson nouvelle.  Deux beaux yeux me charment,  Leurs traits me désarment ;  Mais s'ils ne sont doux,  Nargue de leurs coups.  J'aime une Maîtresse  Qui me tend les bras.  Fi de la rudesse.  Avec mille appas  La Beauté tigresse  Ne me plairait pas.  Qu'est-ce ? Et bien ? N'ai-je pas une voix qui résonne ?  CHANSON DU PREMIER SATYRE."")",-,0.0
"('#asterie', 'Elle a de quoi nous charmer. ')",-,0.0
"('#second-satyre', ""Pour cesser de l'estimer,  Écouter comme j'entonne.  Un jour la jeune Lisette  Couchée à l'ombre d'un Bois,  Disait d'une triste voix,  Hélas ! Hélas ! Faut-il rêver seulette,  Et ne pourrait-on quelquefois  Se trouver deux à rire sur l'herbette ?  Un Berger survint  Qui lui tint  Bonne et douce compagnie.  Sur la rencontre au Bois, dès qu'on en eut le vent,  On fit jaser la Calomnie,  Qui mit cent contes en avant ;  Mais Lisette laissa médire.  Le Berger l'avait fait rire,  Elle y retourna souvent.  Ma voix ? Est-il rien de si doux ?  CHANSON DU SECOND SATYRE."")",-,0.0
"('#dorine', 'Vous avez fait tous deux merveilles ! ')",-,0.0
"('#troisieme-satyre', ""Ce n'est encor là rien, apprêtez vos oreilles. "")",-,0.0
"('#quatrieme-satyre', 'Ah, ah, Troupe gaillarde, il fait bon avec vous. ')",-,0.0
"('#premier-satyre', 'Halte-là. ')",-,0.0
"('#cnquieme-satyre', ""Vous pensiez avoir chacun la vôtre,  Mais vous n'avez qu'à décompter. "")",-,0.0
"('#second-satyre', ""Ah, s'il ne tient qu'à disputer... "")",-,0.0
"('#quatrieme-satyre', 'Prenez-en votre part, et nous donner la nôtre ;  Quand on parle raison, il la faut écouter. ')",-,0.0
"('#asterie', ""Avec eux avant vous nos pactions sont faites ;  Sous les lois de l'hymen ils nous donnent leur foi. "")",-,0.0
"('#cnquieme-satyre', ""De l'hymen ? Ah, je m'en ris, moi,  Ce sont là de belles défaites. "")",-,0.0
"('#troisieme-satyre', 'Le pas est un peu hasardeux.  Si nous faisons jouer la massue... ')",-,0.0
"('#quatrieme-satyre', ""Pour n'avoir rien à débattre avec eux,  De ce côté tourne la vue,  Celle qui vient suffira pour nous deux.  Elle seule elle vaut plus que les trois ensemble. "")",-,0.0
"('#cnquieme-satyre', ""J'en suis charmé. "")",-,0.0
"('#cnquieme-satyre', 'Ma Reine, il se peut... ')",-,0.0
"('#circe', ""Insolent.  C'est Circé qui paraît, que chacun de vous tremble. "")",-,0.0
"('#asterie', ""L'amour à fuir ne les rend pas trop lents. "")",-,0.0
"('#dorine', 'Voici pour eux des paroles terribles. ')",-,0.0
"('#florise', ""Ils ne s'attendaient guère à ce fâcheux revers. "")",-,0.0
"('#quatrieme-satyre', 'Tenons bon. ')",-,0.0
"('#circe', 'Contre moi ? ')",-,0.0
"('#quatrieme-satyre', 'Voir tant de biens offerts,  Et ne pas... ')",-,0.0
"('#circe', ""C'en est trop. Vous, Esprits invisibles,  À qui je rends toutes choses possibles,  Portez-les loin d'ici par le milieu des airs.  Les cinq Satyres sont enlevés, deux dans les deux côtés du théâtre, et les trois autres sur le cintre. "")",-,0.0
"('#asterie', ""C'est là pour nous tirer d'affaires  Prendre des chemins assez courts. "")",-,0.0
"('#circe', 'Allez, laissez-moi seule en ces lieux solitaires. ')",-,0.0
"('#glaucus', ""Madame, je venais vous offrir du secours  Contre d'infâmes Téméraires ;  Mais le prompt châtiment que vient de recevoir  Leur insolence extrême,  Me convainc de votre pouvoir.  Vous n'avez eu contre eux que de vous-même,  Et d'un seul mot leur espoir renversé  Me fait connaître en vous la fameuse Circé. "")",-,0.0
"('#circe', ""Vous ne vous trompez point, j'ai le Soleil pour Père,  Et je tiens de lui ce grand Art,  Qui dans tous les lieux qu'il éclaire,  Aux honneurs de son rang me donne tant de part.  Je ne puis cependant m'applaudir trop du zèle  Qui vous intéresse pour moi.  Il part de l'âme la plus belle,  Et je voudrais savoir à qui je dois  Ce qui rendra pour vous mon estime éternelle.  Si par ce qui brille à mes yeux,  L'air, le port, la taille, la mine,  Je puis de votre sang pénétrer l'origine,  La source en doit venir des Dieux,  Et pour vous le Destin... "")",-,0.0
"('#glaucus', ""Je l'avouerai, Madame.  Le Destin m'a comblé d'honneurs jusqu'à ce jour,  Et le rang que je tiens dans une illustre Cour  Aurait de quoi satisfaire mon âme,  Si j'étais content de l'amour ;  Mais une Nymphe ingrate autant qu'elle est aimable,  Silla, la charmante Silla,  Par une rigueur incroyable,  Ne peut souffrir mes voeux, les rejette, et c'est là  De tous les maux pour moi le plus insupportable.  Son coeur d'un autre amour dès longtemps prévenu,  Traite mes plaintes d'indiscrètes.  Mélicerte..."")",-,0.0
"('#circe', ""Ce nom ne m'est pas inconnu,  Et je sais par lui qui vous êtes.  Jusque dans mon Palais votre amour a fait bruit.  On y plaint le Prince de Thrace,  Que trop d'aveuglement réduit  À la honteuse et sensible disgrâce  De pousser des soupirs dont un autre a le fruit. "")",-,0.0
"('#glaucus', ""Il n'en est point de plus cruelle.  Mes maux passent tous ceux qui se peuvent offrir ;  Mais est-il honteux de souffrir,  Lorsque la cause en est si belle ?  Tout ce qu'un rare Objet eut jamais de charmant,  Tout ce qui peut toucher une âme,  Silla... "")",-,0.0
"('#circe', ""Vous parlez en amant ;  Mais enfin vos chagrins naissant de votre flamme,  J'y puis donner quelque soulagement. "")",-,0.0
"('#glaucus', 'Que me dites-vous ? Quoi, Madame,  Vous ferez que silla finisse mon tourment ? ')",-,0.0
"('#circe', ""Je ferai que l'Amour propice  Répare vos transports jaloux  Par tout ce qu'il a de plus doux ;  Mais il faut que le Charme avec vous s'accomplisse,  Ce sont vos intérêts, je ne puis rien sans vous.  Dans mon Char je vous offre place.  Mes dragons emplumés qui le tiennent en l'air,  Vers moi seront prêts à voler  Au moindre signe que je fasse.  Le voilà qui descend. Prince, ne craignez rien,  Lorsque Circé vous sert de guide. "")",-,0.0
"('#glaucus', ""Est-il quelques périls dont l'amour s'intimide,  Quand il est fort comme le mien ?  Glaucus entre dans le char de Circé, qui l'enlève par l'air avec elle dans son Palais. "")",-,0.0
"('#florise', 'Allez rejoindre votre Maître,  Et nous laissez ici travailler en repos.')",-,0.0
"('#palemon', ""C'est me chasser un peu mal à propos. Comme nouveau venu, peut-être  J'ai droit de vous dire trois mots. "")",-,0.0
"('#asterie', ""Ma Soeur, quand il en dirait quatre,  Je crois qu'il n'en serait que mieux.  Pourquoi de votre sérieux  Ne vouloir jamais rien rabattre.  Il faut rire, autrement les jours sont ennuyeux. "")",-,0.0
"('#palemon', 'Vous avez le goût bon, ma chère,  La joie est toujours de saison. ')",-,0.0
"('#dorine', ""Je le crois d'humeur... "")",-,0.0
"('#palemon', ""À tout faire.  Badin, tant qu'il est nécessaire,  Même un peu plus que de raison. "")",-,0.0
"('#asterie', ""Il faudra faire connaissance,  Après, ne soit point en souci ;  Les plaisirs semblent naître ici,  On les y trouve en abondance.  Mais qui t'a découvert qu'au Palais de Circé  Ton Maître parmi nous s'était laissé conduire ? "")",-,0.0
"('#palemon', ""Quand dans le Char il s'est placé,  Je n'étais qu'à vingt pas, et venais pour l'instruire  Du départ de l'Objet dont son coeur est blessé.  Silla vers ce Palais a déjà pris sa route ;  Pour en donner avis je suis vite accouru. "")",-,0.0
"('#dorine', 'Quoi, presque en un moment ? ')",-,0.0
"('#palemon', ""Sans doute,  Circé sortait du Char lorsque ici j'ai paru.  Comme mon Maître est du sang de Borée,  Pour tous ceux de sa suite il a des Vents Follets,  Qui pour les transporter où tendent leurs souhaits,  Sont une voiture assurée.  L'un d'eux d'un vol léger m'a mis dans ce Palais. "")",-,0.0
"('#asterie', ""Pour ton Maître Silla va n'être plus à craindre,  Il est d'autres appas qui toucheront son coeur. "")",-,0.0
"('#palemon', ""Je doute qu'à changer on le puisse contraindre.  Silla seule lui plaît, et malgré sa rigueur  Il chérit trop les feux pour les laisser éteindre. "")",-,0.0
"('#dorine', ""Ce n'est pas avec nous qu'il doit faire le fier.  Pour confondre l'orgueil, le réduire aux prières,  Nos Herbes sont à craindre, et les âmes altières  Trouvent ici peu de quartier. "")",-,0.0
"('#palemon', 'Faites de votre mieux, mon Maître a des lumières  Qui le rendront aussi Sorcier  Que vous pourrez être Sorcières. ')",-,0.0
"('#asterie', ""Puisque tu nous braves pour lui,  Tu n'as qu'à l'avertir qu'il songe à se défendre. "")",-,0.0
"('#palemon', ""J'y cours. Si vous voulez le forcer à se rendre,  Travaillez-y dès aujourd'hui,  Et garder seulement d'être prises sans prendre. "")",-,0.0
"('#dorine', ""Je ne sais s'il croit qu'au besoin  Son Maître contre nous aura de quoi suffire ;  Mais de nous épargner il ne prend guère soin. "")",-,0.0
"('#florise', ""En badinant voilà ce qu'on s'attire.  Le grand plaisir de vous être fait dire  Qu'on ne vous craint ni de près, ne de loin !  Pour moi, qui me suis mise à composer un Charme  Pour guérir un Mari de son ombre jaloux,  Je pense avoir fait mieux que vous.  C'était un éternel vacarme,  Je l'apaise, et rejoins l'Épouse avec l'Époux. "")",-,0.0
"('#asterie', ""La paix ainsi par moi n'aurait pas été faite :  Et comme des Jaloux de tous temps on a ri,  Pour faire crever le Mari,  J'aurais rendu la Femme si coquette,  Que rien n'aurait jamais guéri  Les visions de son âme inquiète.  Après tout, qui voudrait de près y regarder,  C'est bien aux Maris à gronder,  Si quelquefois de tendres flammes  S'allument dans nos jeunes coeurs.  Que ne sont-ils les Galants de leurs Femmes ?  On n'en chercherait point ailleurs."")",-,0.0
"('#dorine', ""Tous les Maris n'ont pas tant de délicatesse,  Et j'en sais de moins scrupuleux,  Qui des Galants qui vont chez eux  Ménageant l'utile tendresse,  N'ont besoin de notre pouvoir  Que pour être sans yeux, quand il faut ne rien voir. "")",-,0.0
"('#asterie', ""Que direz-vous d'un tas de Belles  Qui donnent le champ libre à cent regards errants.  Et qui pour voir leur Cour grossit de Soupirants,  Me font à tous moments pour elles  Faire des Charmes différents ?  Encor tout de nouveau j'en ai deux de commande  Pour reblanchir des Lis effacés par les ans.  À moins qu'avec nous l'on s'entende,  L'âge fait de vilains présents  Dont la beauté n'est pas bonne marchande. "")",-,0.0
"('#florise', ""Ce sont là des emplois légers,  Les miens sont de plus d'importance.  Un Brave qui n'a pas une entière assurance,  Quand il s'agit d'affronter les dangers,  A mis en moi son espérance.  Pour le garantir de l'effroi  Qui rend des plus hardis la valeur étouffée,  J'ai promis de le rendre Fée.  Étant invulnérable, il trouvera de quoi  S'acquérir les honneurs du plus brillant Trophée ;  Et pour comblez ses voeux, Circé... Mais je la vois. "")",-,0.0
"('#circe', ""Allez dire au Prince de Thrace,  Que s'il veut me parler, je vais l'attendre ici.  Et vous, par qui la joie en tous lieux trouve place,  Préparez quelques Voix dont la douceur efface  Les chagrins que lui cause un amoureux souci.  Florise et Astérie rentrent."")",-,0.0
"('#dorine', ""Quand pour favoriser l'ardeur qu'il a de plaire  À l'Objet inhumain qui confond son espoir,  Vous employez votre pouvoir,  S'il m'est permis de ne rien taire,  Je crains bien qu'en vous laissant voir,  Vous-même n'empêchiez ce que vous pensez faire. Vos yeux n'eurent jamais un si brillant éclat,  Pour le Prince déjà ma pitié s'en alarme.  Tout ce qu'a la Beauté de fin, de délicat... "")",-,0.0
"('#circe', 'Tout de bon, trouves-tu que mes yeux... ')",-,0.0
"('#dorine', ""C'est un charme. "")",-,0.0
"('#circe', 'Te parais-je touchante ; et si dans cet état  À quelque coeur altier je vais livrer combat,  Penses-tu que je le désarme ? ')",-,0.0
"('#dorine', ""N'en doutez point ; pour moi je ne le cache pas.  Quand mes plus tendres voeux offerts à quelque Belle,  M'auraient par cent serments soumis à ses appas,  Dès que je vous verrais, je serais infidèle. "")",-,0.0
"('#circe', ""J'ai l'affront cependant (et tu m'en vois rougir)  Que le Prince m'ait vue, et ne m'est point aimée.  L'ardeur de le toucher a beau me faire agir,  Silla seule en est estimée ;  Silla l'occupe tout, et s'il pousse un soupir,  C'est Silla qui l'arrache à son âme charmée.  Je l'ai quitté d'abord pour lui donner le temps  De réfléchir sur ma rencontre ;  Mais en vain à ses yeux de nouveau je me montre,  Le nom de ce qu'il aime est tout ce que j'entends ;  Et quand Silla par moi devrait être effacée,  Silla plus que jamais règne dans sa pensée. "")",-,0.0
"('#dorine', ""J'avais cru qu'exprès avec lui  Vous aviez suspendu le pouvoir de vos Charmes. "")",-,0.0
"('#circe', ""Non, Dorine, et par là je juge de mon ennui.  Si mes yeux sont de sûres armes,  Pour l'attaquer j'en ai cherché l'appui.  Ils n'ont pu rien ces yeux à qui je dois la gloire  De m'assujettir tous les coeurs ;  Ils m'ont sur Mélicerte obtenu la victoire,  Lui pour qui, si je l'en veux croire,  Cette même Silla n'eut jamais de rigueurs ;  Et le Prince de Thrace aurait seul l'avantage De ne pas soupirer pour moi ?  Non, non, il me viendra soumettre son hommage ;  C'est une indispensable loi  Dont il n'est rien qui le dégage.  Mon Art de sa fierté sera victorieux.  Je viens de m'en servir pour être plus aimable,  Et c'est de là que vient cet éclat redoutable  Que tu vois briller dans mes yeux.  Non que le Prince à tel point m'ait charmée,  Que la douceur d'en être aimée  Ait de quoi plus longtemps mériter mes désirs.  Ses peines seulement à mon coeur seront chères,  Et je mettrai tous mes plaisirs  À lui voir perdre des soupirs  Que j'aurai rendus nécessaires. "")",-,0.0
"('#dorine', ""Et dans cet imprévu revers  Que deviendra l'amoureux Mélicerte ? "")",-,0.0
"('#circe', ""Qu'il reprenne ses premiers fers,  Ils le pourront consoler de ma perte.  Pourquoi, quand par le temps l'amour est abattu,  Opposer la constance au dégoût qui l'accable,  Et ne pas s'affranchir, par un choix agréable,  De la ridicule vertu  D'aimer ce que le coeur ne trouve plus aimable ?  D'abord pour Mélicerte, il le faut confesser,  Tout mon plaisir était de le voir s'empresser  À me venir expliquer sa tendresse.  Ses soins ne pouvaient me lasser.  Je sens qu'enfin ce plaisir cesse ;  C'est assez pour permettre à l'amour de cesser. "")",-,0.0
"('#dorine', ""Ainsi se piquer de constance,  N'est pas une vertu propre à nos jeunes ans ? "")",-,0.0
"('#circe', ""Sans te dire ce que je pense  De ces feux tendres et constants  Dont tu veux prendre la défense,  Je m'en tiens à l'expérience.  Tout plaisir ne l'est plus, s'il dure trop longtemps.  L'habitude d'aimer porte à l'indifférence ;  Et si jamais deux coeurs en amour sont contents,  C'est seulement lorsqu'il commence. "")",-,0.0
"('#dorine', ""Si l'amour en naissant charme tous nos désirs,  Il est malaisé... Mais, Madame,  Mélicerte... "")",-,0.0
"('#circe', ""Il lui va coûter quelques soupirs,  S'il vient me parler de sa flamme. "")",-,0.0
"('#melicerte', ""Enfin vous voilà de retour,  Vous, ma Princesse, en qui je vis plus qu'en moi-même.  Je vous avais perdue. Hélas ! Qu'un demi-jour  À passer sans voir ce qu'on aime,  Est un dur supplice à l'amour !  Depuis que vous êtes rentrée,  En vain j'ai fait deux fois le tour de ce Palais.  Toujours votre retraite a trompé mes souhaits,  Vous ne vous êtes point montrée.  Consolez-m'en, de grâce, et puisque tous mes soins  Regardent celui de vous plaire... "")",-,0.0
"('#circe', ""J'avais cherché ce lieu pour rêver sans témoins,  Laissez-m'en la douceur, elle m'est nécessaire  Contre certain chagrin que j'attendais le moins. "")",-,0.0
"('#melicerte', ""De cet accueil que faut-il que j'augure ?  L'orage est prêt à s'élever ;  De la Foudre déjà j'entends le sourd murmure,  Madame... "")",-,0.0
"('#circe', ""Je ne sais ce qui peut arriver ;  Mais qui n'a jusqu'ici demandé qu'à rêver,  Ne vous a pas fait grande injure. "")",-,0.0
"('#melicerte', ""Me le demandez-vous, quand vos désirs contents  Renfermaient votre joie au plaisir de m'entendre  Plus je cherchais à vous faire comprendre  Jusqu'où... "")",-,0.0
"('#circe', ""Chaque chose a son temps ;  Puisque vous l'ignorez, je veux bien vous l'apprendre. "")",-,0.0
"('#melicerte', ""Ainsi je ne suis plus ce trop heureux Amant,  Dont l'amour semblait seul être digne du vôtre.  Vous allez oublier son tendre emportement,  Et ce qu'il eut pour vous de flatteur, de charmant,  Vous le sentirez pour un autre. "")",-,0.0
"('#circe', ""L'amant qui veut empêcher  Un changement qui l'irrite,  S'y prend mal de reprocher  Que pour un autre on le quitte.  Sans se montrer alarmé  De la peur qu'on ne préfère  Un rival plus estimé ;  Qu'il trouve toujours à plaire,  Il sera toujours aimé. "")",-,0.0
"('#melicerte', 'Je suis pour vous toujours le même,  Toujours la même ardeur vous répond de ma foi ;  Mais que peut penser cet amour extrême,  À moins que votre coeur ne soit toujours pour moi ? ')",-,0.0
"('#circe', ""S'il est vrai que malgré l'outrage  Qu'en recevront vos feux jaloux,  L'intérêt de mon coeur à vous quitter m'engage,  S'agissant de me faire un sort heureux et doux,  À qui de mon coeur, ou de vous,  Dois-je déférer davantage ? "")",-,0.0
"('#melicerte', ""Ah, puisque vous étiez capable de changer,  Pourquoi m'avoir tiré de mes premières chaînes ?  Le poids m'en paraissait bien léger ;  Et ravi que l'Amour m'en eût voulu charger,  J'ignorais qu'en aimant il pût être des peines.  M'enlevant en ces lieux, vous m'avez malgré moi  Fait à Silla manquer de foi..."")",-,0.0
"('#circe', ""Vous lui pouviez être fidèle ; Mais c'est un feu facile à rallumer "")",-,0.0
"('#melicerte', 'Que je cesse de vous aimer !  Ah ! Plutôt.... ')",-,0.0
"('#circe', ""Non, suivez l'amour qui vous appelle. Silla vaut ce retour ; elle est jeune, elle est belle,  Sait mieux que moi l'art de charmer,  Et je ne suis plus rien auprès d'elle. "")",-,0.0
"('#melicerte', ""Faites donc que les Dieux affaiblissent ces traits  Qui nous offrent en vous leur plus brillante image.  Rien n'est capable ailleurs d'attirer mes souhaits ;  Et comme un nouveau charme à qui tout doit hommage  Semble aujourd'hui de vos attraits  Avecque plus de force étaler l'avantage,  J'ai pour vous plus d'amour que je n'en eus jamais. "")",-,0.0
"('#circe', ""C'est trop ; en attendant des réponses plus claires,  Songez qu'aux Importuns je sais ce que je dois,  Et que mes volontés étant ma seule loi,  Ce n'est pas le moyen d'avancer ses affaires,  Que de s'obstiner avec moi. "")",-,0.0
"('#melicerte', 'Madame... ')",-,0.0
"('#circe', 'Allez, et craignez ma vengeance,  Si vous osez mériter mon courroux. ')",-,0.0
"('#melicerte', ""Ciel, à quoi me réduisez-vous,  S'il faut aimer sans espérance  De recevoir jamais un traitement plus doux ? "")",-,0.0
"('#dorine', ""On est à moins inconsolable.  Quand à sa flamme il voit l'espoir ôté,  Vous vous montrez à ses yeux plus aimable  Que vous n'avez jamais été ;  Et vous voulez qu'il soit capable  De souffrir le coup qui l'accable,  Sans se plaindre qu'on l'a quitté ? "")",-,0.0
"('#circe', ""Qu'il s'en plaigne, qu'il en murmure,  Je verrai ses ennuis d'un esprit satisfait,  Pourvu qu'à réparer ce qu'on m'a fait d'injure  Mon Charme ait son entier effet.  Le Prince en me voyant, ne m'a pas estimée  Digne de son attachement ;  Pour l'en punir, je veux en être aimée.  Je veux que le plaisir de traiter fièrement  Ce qu'un imprévu changement  Fera sentir d'ardeur à son âme enflammée,  Serve dans mon ressentiment  À venger ma gloire, alarmée  De n'avoir pu d'abord l'acquérir pour Amant. "")",-,0.0
"('#dorine', ""Quand pour tâcher à vous rendre sensible  Vous le verrez à vos genoux,  Vous n'en croirez plus tant l'emportement jaloux  Qui contre lui vous montre tout possible ;  Et comme laisser vaincre un orgueilleux courroux  Est en amour quelque chose de doux,  Vous ne serez pas invincible. "")",-,0.0
"('#circe', ""Tu verras si ma gloire oublie à se venger,  Quand elle a reçu quelque outrage.  Mais il vient, prenons un visage  Dont la douceur ait de quoi l'engager  À m'offrir de ses voeux le plus soumis hommage. "")",-,0.0
"('#circe', ""Et bien, Prince ? Avez-vous trouvé dans mon Palais  Les merveilles qu'on en publie,  Et l'heur d'y pouvoir vivre en paix  Peut-il mériter qu'on oublie  Qu'il soit ailleurs des biens à flatter les souhaits ? "")",-,0.0
"('#glaucus', ""Ce qui s'offre à mes yeux passe toute croyance.  Tout brille ici partout d'un éclat sans pareil,  Et par plus de magnificence  L'illustre Fille du Soleil  Ne pouvait soutenir l'honneur de sa naissance"")",-,0.0
"('#circe', ""Je puis à ce Jardin ajouter des beautés  Capables de toucher votre âme.  Naissez, Berceaux, et par vos raretés  Charmez si bien ses yeux, qu'il se plaise...  Un berceau s'élève tout_à_coup, soutenu par des statues de bronze qui le ferment, et en sont comme les supports. Il est embelli d'un bassin avec un jet d'eau ; et environné de plusieurs grenouilles, sur lesquelles il y a de petits enfants assis. "")",-,0.0
"('#glaucus', ""Ah, Madame,  Perdez cet obligeant souci ;  Il n'en faudrait pas tant pour me charmer ici.  Un seul bien... "")",-,0.0
"('#circe', ""Quel qu'il soit, s'il est en ma puissance,  Parlez je ne réserve rien. "")",-,0.0
"('#glaucus', ""Après une telle assurance,  Quel bonheur est le mien ?  Oui, Madame, de vous dépend ce que j'espère.  C'est dans votre Palais que mon coeur satisfait  Peut n'avoir plus aucuns souhaits à faire,  J'y jouirai d'un heur parfait ;  Et si de vos bontés rien n'empêche l'effet,  Point de félicité qui puisse ailleurs me plaire.  Charmé, dégagé de souci,  Vous me verrez, par d'éternels hommages,  Tâcher de mériter les heureux avantages  Que je puis rencontrer ici. "")",-,0.0
"('#dorine', ""Il vous aime, en voilà d'assez clairs témoignages."")",-,0.0
"('#circe', ""Dorine, tout va bien, le Charme a réussi.  Sans m'expliquer votre reconnaissance,  Dites-moi seulement ce que je suis pour vous.  À Glaucus. "")",-,0.0
