dancourt-diable-boiteux,dancourt-femme-d-intrigues,Score
-,"('#le-maitre-a-danser', 'Non.')",0.0
-,"('#madame-thibaut', ""Vous n'avez donc pas dit à la mère que c'était vous qui montriez à cette Marquise de leur voisinage, qui à cinquante ans, danse le menuet aussi proprement qu'une fille de quinze ?"")",0.0
-,"('#le-maitre-a-danser', 'Pardonnez-moi, vraiment.')",0.0
-,"('#madame-thibaut', ""Sait-elle que c'est vous qui montrez la Sarabande au petit bichon de Madame la Maréchale ?"")",0.0
-,"('#le-maitre-a-danser', 'Oui, mais tout cela ne sert à rien.')",0.0
-,"('#madame-thibaut', ""Et la raison, s'il vous plaît ?"")",0.0
-,"('#le-maitre-a-danser', ""La raison ?  La raison est qu'ils ne veulent donner qu'un louis par mois."")",0.0
-,"('#madame-thibaut', ""Et c'est là ce qui vous arrête ?  Avez-vous perdu l'esprit, dites-moi ?  Quoi regarder à un louis quand il s'agit d'en gagner trente !  Avec cette belle conduite-là, je veux vous voir bientôt réduit à vendre le cheval que je vous ai fait donner par le Milord pour avoir... Ne me faites pas parler"")",0.0
-,"('#le-maitre-a-danser', ""Ne me faites pas parler vous-même ; et comptez, quoi qu'il puisse arriver, que je ne montrerai jamais pour une pistole, ce serait le moyen de me décrier."")",0.0
-,"('#madame-thibaut', 'Vraiment, mon petit ami, vous faites bien le renchéri depuis que je vous ai donné les moyens de vous faire un des Syndics de la danse.')",0.0
-,"('#le-maitre-a-danser', ""Ma foi, Madame, dans toutes les affaires que nous avons faites ensemble, vous avez gagné plus que moi, et je n'ai point rendu de billet dont vous ne vous soyez fait payer le port."")",0.0
-,"('#madame-thibaut', ""Voilà encore une veste et une cravate, que vous n'auriez jamais eues sans moi."")",0.0
-,"('#le-maitre-a-danser', ""Oui, fort bien, vous me payez de vieilles nippes qui vous restent, et vous gardez l'argent comptant."")",0.0
-,"('#madame-thibaut', 'Monsieur le Maître à danser !')",0.0
-,"('#le-maitre-a-danser', 'Madame la...')",0.0
-,"('#le-maitre-a-chanter', ""Qu'est-ce donc que tout ceci ?  Vous voilà tous deux en colère ?"")",0.0
-,"('#madame-thibaut', ""J'ai bien sujet d'y être ; et si la musique est aussi déraisonnable que la danse, je n'aurai qu'à pendre l'intrigue au croc."")",0.0
-,"('#le-maitre-a-chanter', ""Comment donc ?  Lui est-il arrivé quelque disgrâce qui le dégoûte du commerce ?  N'aurait-il su prendre le temps que son écolière était seule ?  Un père serait-il survenu, un rival, un mari ?...  Expliquez-vous donc si vous voulez ; à gens de notre profession, il ne peut guères arriver de pire accident, que je sache."")",0.0
-,"('#le-maitre-a-danser', ""Si l'on voulait vous contraindre à montrer à chanter pour la moitié moins que vous n'avez coutume de prendre, de bonne foi le feriez-vous ?"")",0.0
-,"('#le-maitre-a-chanter', ""Oui, si je trouvais d'ailleurs quelque profit plus considérable."")",0.0
-,"('#madame-thibaut', ""Ne voilà-t-il pas ce que je dis ?  Dans toutes les affaires dont je lui ai donné la conduite, je voudrais bien savoir s'il s'est tenu à une pistole."")",0.0
-,"('#le-maitre-a-chanter', 'Vous vous moquez, je crois.')",0.0
-,"('#madame-thibaut', ""Il n'a jamais fait de marché, seulement."")",0.0
-,"('#le-maitre-a-danser', ""Est-ce avec les écoliers qu'on en fait ?  C'est avec ceux qui nous les donnent."")",0.0
-,"('#madame-thibaut', 'Avez-vous parlé à ce vieux Commandeur pour cette petite marchande, dont la mère est si surveillante ?')",0.0
-,"('#le-maitre-a-chanter', 'Oui, mais je ne lui montrerai point.')",0.0
-,"('#madame-thibaut', ""À l'autre.  Ils ont tous deux résolu de me faire enrager, je pense."")",0.0
-,"('#le-maitre-a-danser', ""Je suis ravi de n'être pas seul de mon sentiment."")",0.0
-,"('#le-maitre-a-chanter', ""Non, ce n'est point l'argent qui m'arrête."")",0.0
-,"('#madame-thibaut', 'Hé quelle raison pouvez-vous donc avoir ?')",0.0
-,"('#le-maitre-a-chanter', ""Elle ne veut apprendre que des airs de l'Opéra."")",0.0
-,"('#madame-thibaut', 'Ne nous voilà pas mal.')",0.0
-,"('#le-maitre-a-chanter', ""De quoi me servirait donc l'heureux génie que le Ciel m'a donné pour la composition ?"")",0.0
-,"('#madame-thibaut', ""Il faut le laisser là, cet heureux génie, et s'accommoder au génie des autres."")",0.0
-,"('#le-maitre-a-chanter', ""Je vous baise les mains : je fais de la musique, c'est mon métier ; et tous les Commandeurs du monde ne me feraient pas montrer à de petites filles qui ne veulent point apprendre de mes airs, et les trouver plus beaux que ceux de l'Opéra même."")",0.0
-,"('#madame-thibaut', 'Voilà un étrange entêtement !')",0.0
-,"('#le-maitre-a-chanter', ""Et moi, je verrais crever tous les Financiers du Royaume, plutôt que d'apprendre à danser à leurs Maîtresses pour une pistole."")",0.0
-,"('#madame-thibaut', 'Quelle extravagance !')",0.0
-,"('#le-maitre-a-chanter', ""Je trouve qu'il est de fort bon sens, moi."")",0.0
-,"('#le-maitre-a-danser', 'Vous me paraissez avoir grande raison.')",0.0
-,"('#madame-thibaut', 'Diantre soit des impertinents ; mais, finissons.  Vous y perdez tous deux plus que qui que ce soit.  Çà, cette lettre ?')",0.0
-,"('#le-maitre-a-danser', 'La voilà.')",0.0
-,"('#madame-thibaut', 'Le portrait, vous ?')",0.0
-,"('#le-maitre-a-chanter', 'Le voici.')",0.0
-,"('#madame-thibaut', 'Cette bourse ?')",0.0
-,"('#le-maitre-a-danser', ""Tout à l'heure."")",0.0
-,"('#madame-thibaut', 'Cette attache de diamants ?')",0.0
-,"('#le-maitre-a-chanter', 'Je vous la vais donner.')",0.0
-,"('#madame-thibaut', 'Au moins, le compte y est ?')",0.0
-,"('#le-maitre-a-danser', 'Pour qui me prenez-vous ?')",0.0
-,"('#madame-thibaut', 'Hé, je vous connais, vous ne seriez pas le premier du métier, qui ayant ordre de faire un présent à une Dame, aurait en homme habile partagé le différend par la moitié.')",0.0
-,"('#le-maitre-a-danser', 'Vous êtes en colère, serviteur.')",0.0
-,"('#le-maitre-a-chanter', ""Je n'ai plus rien à vous que ce petit enfant sans père, dont la mère est morte il y a quinze jours.  La nourrice doit le rapporter, vous trouverez bon que je vous l'envoie."")",0.0
-,"('#madame-thibaut', ""Oh, pour ce bijou-là, vous n'avez qu'à le garder, c'est le fruit d'une intrigue où vous avez eu plus de part que moi."")",0.0
-,"('#le-maitre-a-chanter', 'Nous verrons pourtant à qui il demeurera.  Je ne vous dit pas adieu.')",0.0
-,"('#madame-thibaut', ""Peste soit de la danse et de la musique.  Sans les travers qu'ont ces gens-là, quelle fortune ne pourraient-ils point faire !"")",0.0
-,"('#madame-thibaut', ""Hé bien, Monsieur de la Brie, vous savez les services dont j'ai besoin ?"")",0.0
-,"('#la-brie', ""J'ai vu tout cela d'un coup d'oeil."")",0.0
-,"('#madame-thibaut', 'Hé, que vous en semble ?')",0.0
-,"('#la-brie', 'Cela est bon, cela réussira, nous en viendront à bout.')",0.0
-,"('#madame-thibaut', 'Il y a cent pistoles à gagner.')",0.0
-,"('#la-brie', ""Cent pistoles !  Ce n'est guères.  Il y a ouvrage et ouvrage, voyez-vous.  Si nous n'avions qu'un Bourgeois à duper, ce ne serait pas une grosse affaire : j'en entreprendrai, moi qui vous parle, à dix pistoles pièce, tant que vous voudrez ; mais, lorsqu'il s'agit de tromper un Capitaine, c'est une besogne diablement vétilleuse."")",0.0
-,"('#madame-thibaut', 'Combien voudriez-vous donc, Monsieur de la Brie ?')",0.0
-,"('#la-brie', 'Vous-même je vous en fais juge.  Tenez, le seul personnage de Notaire, si je ne le faisais pas moi-même, me reviendrait à moi, sans les buvettes, à plus de cent pistoles.  Malepeste, on ne vient pas à bout des gens de cette profession à si bon marché que vous le croiriez bien.')",0.0
-,"('#madame-thibaut', 'Vous serez content de moi, Monsieur de la Brie.')",0.0
-,"('#la-brie', 'Je vais donc me préparer.')",0.0
-,"('#madame-thibaut', 'Allez.')",0.0
-,"('#dorise', ""Il y a quinze jours, Madame, que j'épie l'occasion de pouvoir vous entretenir en particulier, ce que je n'ai pu trouver jusqu'aujourd'hui."")",0.0
-,"('#madame-thibaut', 'Vous prenez encore bien mal votre temps, Madame.')",0.0
-,"('#dorise', ""Je n'ai que deux mots à vous dire."")",0.0
-,"('#madame-thibaut', ""Voyons donc vite, de quoi s'agit-il ?"")",0.0
-,"('#dorise', ""D'un brevet de bel esprit, Madame.  Cela vous surprend !"")",0.0
-,"('#madame-thibaut', ""Je vous avoue, Madame, qu'avant que d'avoir eu l'honneur de vous voir, je n'avais point encore ouï dire qu'il y eût de beaux esprits à brevets."")",0.0
-,"('#dorise', ""C'est que pour m'exprimer à vous, Madame, d'une manière plus élégante, je me suis servi du figuré ; mais, à parler au propre, cela veut dire que je postule une place à l'Académie."")",0.0
-,"('#madame-thibaut', ""Vous, Madame, une place à l'Académie !  Oh, je crois que vous dites cela au figuré."")",0.0
-,"('#dorise', ""Pourquoi pas, Madame, une place à l'Académie ?  Parce que je suis femme, peut-être ?  Oh, si vous le prenez là, c'est notre vrai ballot que les ouvrages de langues."")",0.0
-,"('#madame-thibaut', ""Des femmes à l'Académie !  Oh, il faudrait donc du moins se garder de leur donner des jetons ; car, au lieu de travailler au Dictionnaire, elles joueraient à l'hombre ou à la Bassette."")",0.0
-,"('#dorise', ""S'il est besoin de faire preuve de beau génie, grâces au Ciel, il court dans le monde des Sonnets et des Madrigaux de ma façon, qui ont fait dire à plus d'un connaisseur, qu'en matière de Poésie je ne pouvais manquer d'être bel esprit à la première promotion."")",0.0
-,"('#madame-thibaut', 'La folle !')",0.0
-,"('#dorise', ""Pour la Prose, c'est en quoi j'excelle.  Je travaille à mettre en beau langage le Code, le Protocole des Notaires, et le Praticien Français."")",0.0
-,"('#madame-thibaut', ""Qu'elle est divertissante !"")",0.0
-,"('#dorise', 'Par mon moyen, on parlera dorénavant au Palais comme on parle à la Cour.')",0.0
-,"('#madame-thibaut', 'Fort bien.')",0.0
-,"('#dorise', 'Les exploits, les ajournements personnels, les décrets et les sentences de mort, seront écrits de ce petit style gai, coupé, enjoué et fleuri, dont on écrit les historiettes et les Romans.')",0.0
-,"('#madame-thibaut', ""Vous verrez que c'est cette précieuse dont on me parla hier."")",0.0
-,"('#dorise', ""Il n'y aura point de bel esprit qui ne veuille avoir vingt Procès, et l'on plaidera moins à l'avenir par nécessité, que par galanterie."")",0.0
-,"('#madame-thibaut', 'Le merveilleux génie de femme !')",0.0
-,"('#dorise', ""Croiriez-vous bien, Madame, que je ne me suis fait séparer de corps et de bien d'avec mon pénultième mari, que parce qu'il m'étourdissait tous les jours de quelques barbarisme du Palais."")",0.0
-,"('#madame-thibaut', 'Votre pénultième mari, Madame !  Vous avez donc été marié bien des fois ?')",0.0
-,"('#dorise', ""J'en suis à ma cinquième édition."")",0.0
-,"('#madame-thibaut', ""Oh, que vous n'en demeurerez pas là : belle et jeune comme vous êtes, pour peu que votre mari soit vieux, vous serez bientôt réimprimée."")",0.0
-,"('#dorise', ""Adieu, Madame.  Vous qui connaissez tant de gens, faites, je vous prie, qu'on glisse dans le monde quelques mots en faveur de mes ouvrages, pour me procurer la place que je souhaite."")",0.0
-,"('#madame-thibaut', ""Fort bien.  Fut-il jamais une plus extravagante créature.  Mais apparemment, Cléante ne peut pas tarder à venir ; allons changer d'habit, et donner ordre à ce qu'il faut, pour le recevoir en veuve de qualité."")",0.0
-,"('#la-ramee', ""Présentement que nous sommes seuls, viens, que je t'embrasse mon pauvre Jolicoeur."")",0.0
-,"('#jolicoeur', ""Quoi !  C'est là la Ramée ?"")",0.0
-,"('#la-ramee', 'Lui-même.')",0.0
-,"('#jolicoeur', 'La Ramée, Sergent dans la Compagnie de Cléante ?')",0.0
-,"('#la-ramee', ""C'est lui-même, te dis-je, reculeras-tu toujours,"")",0.0
-,"('#jolicoeur', ""Hé qui diable t'aurait reconnu ?  Tu sors d'un carrosse magnifique, et tu es vêtu comme un Colonel."")",0.0
-,"('#la-ramee', ""J'ai mes raisons."")",0.0
-,"('#jolicoeur', ""Oh, je n'en doute pas.  Mais enfin, que fais-tu à Paris, aurais-tu déserté ?"")",0.0
-,"('#la-ramee', ""Toi-même, que faisais-tu devant la porte de ce logis ?  Lorsque je t'ai vu, je mourais de peur que ne m'allasses donner du la Ramée devant mes gens ; c'est pourquoi, je t'ai promptement entraîné ici.  J'ai pris le nom de notre Capitaine, je me fais appeler Cléante, et je suis Gascon comme lui."")",0.0
-,"('#jolicoeur', ""Me crois-tu assez indiscret pour appeler la Ramée, un homme qui a un carrosse et quatre laquais ?  Combien y a-t-il de gens à Paris, qui, comme toi, ont un bon équipage, et qui seraient bien fâchés qu'on les appelât par leur premier nom ?"")",0.0
-,"('#la-ramee', 'Que dis-tu de ce logis ?')",0.0
-,"('#jolicoeur', 'Pourquoi me demandes-tu cela ?')",0.0
-,"('#la-ramee', 'Quand tu voudras, ce sera ton auberge.')",0.0
-,"('#jolicoeur', 'Comment donc !')",0.0
-,"('#la-ramee', ""J'en épouse la maîtresse."")",0.0
-,"('#jolicoeur', 'Tout de bon !')",0.0
-,"('#la-ramee', 'La trouves-tu passablement logée ?')",0.0
-,"('#jolicoeur', 'Comment diable !  Voilà une chambre magnifique.')",0.0
-,"('#la-ramee', ""Qu'appelles-tu, une chambre ?  Ce n'est qu'une salle à breland pour les laquais : la maîtresse de ce logis est une femme de qualité, veuve d'un Conseiller de Bretagne, qui a amassé des biens considérables, et qui, de crainte de dépenser un sou, s'est laissé mourir de faim.  Que je vais faire honneur aux acquêts du défunt !  Je veux par ma magnificence immortaliser à jamais cette humeur sobre et laborieuse, dont il était doué."")",0.0
-,"('#jolicoeur', 'Hé comment as-tu fait cette connaissance ?')",0.0
-,"('#la-ramee', ""Ma foi, mon pauvre Jolicoeur, j'ai tenté fortune.  Prévenu que pour prendre une femme, un carrosse est un merveilleux trébuchet, j'ai donné dans l'équipage, et je me suis jeté dans le grand monde.  Après quelques aventures, mon bonheur m'a conduit ici, et il ne s'est peut-être pas encore vu un plus beau coup de sympathie.  Crois-tu qu'à la première conversation, la Dame me trouvant de l'esprit, elle se sentie toute émue de tendresse pour moi ; et moi la voyant riche et toute brillante de pierreries, je me trouvai pour elle tout de flamme."")",0.0
-,"('#jolicoeur', 'Mais de ton équipage, qui en fait la dépense ?')",0.0
-,"('#la-ramee', 'Notre Capitaine, sans le savoir.')",0.0
-,"('#jolicoeur', ""T'aurait-il envoyé en recrue ?"")",0.0
-,"('#la-ramee', ""Tu l'as dit."")",0.0
-,"('#jolicoeur', ""Combien t'a-t-il donné ?"")",0.0
-,"('#la-ramee', 'Deux mille écus.')",0.0
-,"('#jolicoeur', 'Combien en as-tu déjà dépensé pour toi ?')",0.0
-,"('#la-ramee', 'Près de sept cent pistoles.')",0.0
-,"('#jolicoeur', 'Sur six cent pistoles, en dépenser sept cents, voilà une belle économie.')",0.0
-,"('#la-ramee', ""Cela te surprend ?  Et tu verras que rien n'est plus facile quand tu sauras la chose.  Premièrement, je dois faire douze soldats, je n'en ferai point."")",0.0
-,"('#jolicoeur', 'Voilà déjà un gain assez considérable sur le premier article.')",0.0
-,"('#la-ramee', ""Je devais payer pour lui quatre cents pistoles à son Drapier, je n'en ferai encore rien."")",0.0
-,"('#jolicoeur', 'Oh !  Il y a là-dessus plus de la moitié de profit.')",0.0
-,"('#la-ramee', ""J'ai ordre de lui faire faire deux habits par son Tailleur, de les payer comptant ; je les prends à crédit, et je m'en sers."")",0.0
-,"('#jolicoeur', ""Oh, pour celui-là, il y a de l'usure."")",0.0
-,"('#la-ramee', 'Il ne faut point être scrupuleux, Jolicoeur, quand on veut faire sa fortune.')",0.0
-,"('#jolicoeur', 'Oh, tu es comme il faut être.')",0.0
-,"('#la-ramee', ""Mon ami, ce n'est pas là mon coup d'essai."")",0.0
-,"('#jolicoeur', 'Il y paraît.')",0.0
-,"('#la-ramee', ""Je n'ai pas toujours été soldat, et tel que tu me vois, j'ai fait rouler pendant cinq ou six ans un fort bon carrosse à Paris."")",0.0
-,"('#jolicoeur', ""Je t'ai vu un temps que tu n'en avais pas de fort beaux restes."")",0.0
-,"('#la-ramee', ""Que veux-tu ?  Les gens qui ne vivent que par machines sont sujets à ces sortes de revers.  Mon adresse et mon savoir-faire m'avaient mis dans le monde dans une assez belle situation : mais mon bonheur m'y fit des jaloux, on me suscita des affaires, je m'enrôlai pour me garantir des brutalités de la Justice."")",0.0
-,"('#jolicoeur', ""Parle bas, quelqu'un vient."")",0.0
-,"('#la-ramee', ""Fais-toi mener chez moi par un de mes laquais.  Je veux prendre de tes conseils pour m'assurer cette fortune."")",0.0
-,"('#madame-thibaut', ""Quoi !  Vous êtes ici, Cléante, et je n'en suis pas avertie."")",0.0
-,"('#la-ramee', 'Je donnais des ordres à un de mes Sergents, et regardais la beauté de votre salle.')",0.0
-,"('#madame-thibaut', 'Vous me trouvez donc meublée à votre goût ?')",0.0
-,"('#la-ramee', ""Je n'ai encore rien vu de mieux entendu, de plus riche, ni de plus superbe que votre appartement."")",0.0
-,"('#madame-thibaut', ""Oh, pour superbe, non, cela n'est que propre.  En faut-il tant pour une veuve ?  Qu'est-ce, Gabrillon ?"")",0.0
-,"('#gabrillon', 'Votre Notaire, Madame, qui vous apporte des papiers à signer.')",0.0
-,"('#madame-thibaut', ""Oh, dites-lui qu'il vienne une autre fois."")",0.0
-,"('#la-ramee', 'Hé, Madame, que je ne sois pas cause...')",0.0
-,"('#gabrillon', 'Bon, le voilà qui entre.')",0.0
-,"('#madame-thibaut', 'Hé Monsieur, vous prenez bien mal votre temps.')",0.0
-,"('#la-brie', 'Quel temps faut-il donc prendre, Madame ?  Ou vous êtes en compagnie, ou vous êtes en affaires.')",0.0
-,"('#madame-thibaut', ""Croiriez-vous bien, Monsieur, que cet homme-là donne cinquante mille écus à ses enfants ?  Aussi il gagne tout ce qu'il veut."")",0.0
-,"('#la-brie', ""Tout ce que je veux, Madame, cela était bon autrefois ; mais aujourd'hui pour épargner les frais d'un Contrat, la plupart des gens se marient sous seing privé."")",0.0
-,"('#gabrillon', ""Pour moi, je ne serai pas à la peine de frauder le Notariat ; car vous m'avez promis que vous ferez mon Contrat de mariage gratis."")",0.0
-,"('#la-brie', 'Çà commencerons-nous, Madame ?')",0.0
-,"('#madame-thibaut', 'Croyez-moi, remettons la chose à une autre fois.')",0.0
-,"('#la-brie', 'Nous aurons fait dans un moment.  Monsieur voudra bien...')",0.0
-,"('#la-ramee', 'Madame me désobligerait de...')",0.0
-,"('#la-brie', ""Il n'y a que quatre baux, cinq quittances, et deux Contrats de constitution : en voulez-vous le lecture ?"")",0.0
-,"('#madame-thibaut', ""Le Ciel m'en préserve !"")",0.0
-,"('#la-ramee', 'Deux Contrats de constitution !')",0.0
-,"('#la-brie', ""À propos, je trouve à placer vos deux mille pistoles sur un jeune homme de famille, qui les emploiera à se faire un bon équipage pour donner dans la vue à la veuve d'un partisan.  Nous ferons mention dans le Contrat de l'emploi des deniers.  Cela est bon, mon Clerc est venu vous le dire."")",0.0
-,"('#madame-thibaut', ""J'ai changé de sentiment.  On me doit faire un remplacement de douze mille francs, je veux placer le tout ensemble."")",0.0
-,"('#la-ramee', ""Ce sont trente deux mille livres ; j'ai des gens en main qui s'en accommoderont."")",0.0
-,"('#la-brie', ""J'ai votre fait aussi, Madame, et notre pis aller sera de les prêter pour un nouvel établissement d'Opéra.  Autrefois qu'ils ne donnaient qu'une pièce en tout un an, je ne l'aurais pas conseiller : et fi !  Ils ne gagnaient pas de l'eau.  Mais présentement qu'ils en donnent tous les mois, quand vous seriez ma soeur, je ne pourrais en conscience vous indiquer une meilleure hypothèque."")",0.0
-,"('#la-ramee', 'Selon.  Il faut savoir qui fait la musique, premièrement, et que quelque riche négociant mette son nom et son paraphe au bas du Contrat de constitution.')",0.0
-,"('#madame-thibaut', ""Nous parlerons de cela quand on m'aura envoyé mon argent : mais aujourd'hui que faut-il faire pour me débarrasser de vous ?"")",0.0
-,"('#la-brie', 'Signer tous ces papiers, Madame.')",0.0
-,"('#madame-thibaut', 'Passons donc dans mon cabinet. Au moins voulez-vous bien me permettre... À la Ramée.')",0.0
-,"('#la-ramee', 'Madame...')",0.0
-,"('#madame-thibaut', 'Entrez dans ma chambre : je vous rejoins dans un moment.')",0.0
-,"('#la-ramee', ""Non, Madame, je n'ai point été chez moi depuis mon retour de Versailles, j'ai quelques ordres à donner."")",0.0
-,"('#madame-thibaut', ""Qu'on vous revoie donc bientôt, je vous prie."")",0.0
-,"('#la-ramee', ""Le plutôt qu'il me sera possible. Je suis plus pressé de conclure qu'elle ne pense. À part."")",0.0
-,"('#madame-thibaut', ""Monsieur le Capitaine a pris l'hameçon, il ne faut pas lui donner le temps de se reconnaître."")",0.0
-,"('#la-brie', ""Laissez-moi faire, tout ira bien.  N'ai-je pas fait le Notaire à merveille ?"")",0.0
-,"('#madame-thibaut', 'Assurément.')",0.0
-,"('#la-brie', ""Il ne me manque que la Charge, car j'ai d'ailleurs toutes les parties nécessaires pour faire un parfait habile homme."")",0.0
-,"('#madame-thibaut', ""Voici quelqu'un, laisse-nous."")",0.0
-,"('#gabrillon', 'On vous demande, là-bas.')",0.0
-,"('#madame-thibaut', 'Qui ?')",0.0
-,"('#gabrillon', 'Une Dame, qui veut acheter le carrosse qui est sous votre remise.')",0.0
-,"('#madame-thibaut', ""Comment !  Va lui dire qu'il n'est pas à vendre : ne vois-tu pas qu'il me fait honneur, et que Cléante le prend pour être à moi ?  Écoute si cette Maîtresse des Comptes à qui il appartient venait ici, ne va pas lui dire qu'on le marchande ?"")",0.0
-,"('#gabrillon', ""Oui.  Mais ce jeune Officier qui a déjà les chevaux, et qui n'attend plus qu'après l'argent du carrosse pour achever son équipage, s'accommodera-t-il de cela ?"")",0.0
-,"('#madame-thibaut', ""Qu'il s'en accommode s'il veut.  Ne voudrais-tu pas que j'allasse préférer ses intérêts aux miens ?  Va, va, te dis-je... Mais que me voudrait ce Gentilhomme ?"")",0.0
-,"('#angelique', 'Bonjour, Madame.')",0.0
-,"('#madame-thibaut', 'Monsieur, votre servante.')",0.0
-,"('#angelique', 'Touchez-là.')",0.0
-,"('#madame-thibaut', 'Monsieur ?')",0.0
-,"('#angelique', 'Touchez-là, vous dis-je, je veux faire amitié avec vous.')",0.0
-,"('#madame-thibaut', ""Ce me serait bien de l'honneur."")",0.0
-,"('#angelique', ""Et à moi bien du profit.  Comment, diable !  On dit que la fortune et vous, vous êtes les deux doigts de la main, qu'elle vous met à même des emplois, et que vous rendrez heureux qui bon vous semble ?"")",0.0
-,"('#madame-thibaut', ""Je ne ferai jamais tant de bien, que je souhaiterais d'en faire."")",0.0
-,"('#angelique', ""Il ne tiendra qu'à vous que je n'en fasse l'épreuve.  Vous voyez un jeune homme tout frais sorti de l'Académie, qui cherche à entrer dans le monde : mais qui aimerais mieux n'y mettre jamais le pied, que de n'y pas entrer par une belle porte."")",0.0
-,"('#madame-thibaut', ""Il y en a plusieurs : il ne s'agit là-dessus que de consulter votre inclination.  Voulez-vous être de robe ou d'épée ?"")",0.0
-,"('#angelique', ""De robe !  Regardez-moi bien, ai-je l'air d'un écolier en Droit ?  D'épée, morbleu, d'épée s'il en fut jamais ; on a toujours porté les armes dans ma famille."")",0.0
-,"('#madame-thibaut', ""Si c'est dans le service que vous souhaitez d'entrer, je ne puis rien pour vous."")",0.0
-,"('#angelique', 'Vous ne pouvez rien faire pour moi ?')",0.0
-,"('#madame-thibaut', ""Pas cela.  Les emplois de la guerre ne sortent pas de ma boutique.  J'en suis fâchée, quoiqu'au fond c'est bien dommage qu'un joli homme comme vous aille à l'armée."")",0.0
-,"('#angelique', ""Lorsqu'on est né l'épée au côté, je crois que partout ailleurs un homme de mon âge fait une sotte figure."")",0.0
-,"('#madame-thibaut', 'Vous êtes riche ?')",0.0
-,"('#angelique', ""Je suis tout l'opposé."")",0.0
-,"('#madame-thibaut', 'Tant pis.')",0.0
-,"('#angelique', 'Bon, bon, tant pis ; quand on a de la naissance et de la valeur, le service donne le reste.')",0.0
-,"('#madame-thibaut', ""Oui, mais pas toujours.  Croyez-moi, mon beau Gentilhomme, ne méprisez point mes conseils ; il y a tant de femmes qui ne s'appliquent uniquement qu'à réparer dans une jeunesse indigente le tort que lui fait la fortune : tâchez de vous associer avec quelque riche veuve.  Quand un équipage est en désordre, il vaut mieux, pour le remettre, avoir recours à sa femme qu'à l'usurier."")",0.0
-,"('#angelique', ""Moi !  Prendre une femme !  Hé, qu'en ferais-je ?"")",0.0
-,"('#madame-thibaut', ""Ce que tous les autres jeunes gens qui épousent des femmes déjà surannées en font, leurs Intendantes et leurs Fermières.  Si vous voulez, avant qu'il soit deux jours, je vous livre la veuve d'un Marchand de marée, qui me persécute pour lui trouver un joli mari.  Si le parti vous accommode, elle vous mettra à la tête de vingt-cinq mille livres de rente."")",0.0
-,"('#angelique', ""Une femme de vingt-cinq mille livres de rente, le joli poste pour un jeune homme, si cela n'obligeait point à résidence !"")",0.0
-,"('#madame-thibaut', ""Qu'appelez-vous résidence ?  Un homme de votre qualité est-il pour passer ses jours comme un Bourgeois cousu aux jupes de sa femme ?  On passe six mois à l'armée, de là l'on revient à Paris.  Madame y est-elle, on va à la Cour : vient-elle à la Cour, on retourne à Paris ; de manière qu'en tout un an, un mari n'aura pas donné quarante jours à sa femme.  Est-il, à le bien prendre, une plus douce condition ?  Où trouverez-vous encore un métier dont le travail de six semaines suffise pour vous défrayer de toute l'année ?"")",0.0
-,"('#angelique', ""Six semaines auprès d'une femme !  Ne comptez-vous cela pour rien ?"")",0.0
-,"('#madame-thibaut', 'Ouais, vous êtes donc bien libertin ?')",0.0
-,"('#angelique', ""Que voulez-vous ?  Chacun a son faible, et celui-là n'est pas le mien."")",0.0
-,"('#madame-thibaut', 'Vous ne voyez donc pas une femme ?')",0.0
-,"('#angelique', 'Je les verrais toutes, si elles étaient toutes faites comme toi.')",0.0
-,"('#madame-thibaut', ""Hé, Monsieur, vous n'y pensez pas."")",0.0
-,"('#angelique', 'La folle, qui ne reconnaît pas Angélique.')",0.0
-,"('#madame-thibaut', 'Mademoiselle Angélique !  Et qui vous reconnaîtrait dans cet équipage ?  Allez-vous courir le bal ?')",0.0
-,"('#angelique', 'Une affaire bien plus sérieuse me met en campagne.')",0.0
-,"('#madame-thibaut', ""Une affaire sérieuse !  Cela ne m'a point encore paru."")",0.0
-,"('#angelique', ""Si j'ai dit des folies, et que je ne me sois pas d'abord fait connaître à toi, ce n'était que pour faire l'épreuve de mon déguisement ; s'il a pu te tromper, il pourra bien en tromper d'autres."")",0.0
-,"('#madame-thibaut', ""Vous avez l'air tout à fait Cavalier.  Mais, quelle affaire ?..."")",0.0
-,"('#angelique', 'Une affaire de jalousie !')",0.0
-,"('#madame-thibaut', 'Une affaire de jalousie ?')",0.0
-,"('#angelique', ""Je ne suis jalouse que de la bonne sorte, et je te jure que c'est sans être amoureuse moi-même."")",0.0
-,"('#madame-thibaut', 'Je le veux croire ; mais pourtant ce déguisement.')",0.0
-,"('#angelique', ""Je ne l'ai pris que pour m'introduire dans une maison où mon perfide de Chevalier donne des rendez-vous à ma rivale.  Il me dit tous les jours qu'il ne la voit point ; et sous prétexte d'aller jouer, ils se trouvent ensemble dans le logis en question.  J'y vais ce soir à la faveur de cet habit : je les observerai de près, j'étudierai jusqu'à leurs moindres gestes ; et si le coeur m'en dit, je les frotterai tous deux comme tous les diables."")",0.0
-,"('#madame-thibaut', 'Et tout cela sans être amoureuse ?')",0.0
-,"('#angelique', ""Oui, je te jure ; mon dessein n'est que de décrier ma rivale par une aventure d'éclat."")",0.0
-,"('#madame-thibaut', 'Vous ferez aussi parler de vous.  Êtes-vous folle, dites-moi ?')",0.0
