racine-plaideurs,racine-plaideurs-69,Score
"('#chicanneau', ""J'irais trouver mon juge."")","('#chicanneau', ""J'irais trouver mon juge."")",0.9999998807907104
"('#la-comtesse', ""Oh, oui, Monsieur, j'irai."")","('#la-comtesse', ""Oh, oui, Monsieur, j'irai."")",1.0
"('#chicanneau', 'Me jeter à ses pieds.')","('#chicanneau', 'Me jeter à ses pieds.')",1.0000001192092896
"('#la-comtesse', ""Oui, je m'y jetterai. Je l'ai bien résolu."")","('#la-comtesse', ""Oui, je m'y jetterai. Je l'ai bien résolu."")",1.0000001192092896
"('#chicanneau', ""Mais daignez donc m'entendre."")","('#chicanneau', ""Mais daignez donc m'entendre."")",1.0
"('#la-comtesse', ""Oui, vous prenez la chose ainsi qu'il la faut prendre."")","('#la-comtesse', ""Oui, vous prenez la chose, ainsi qu'il la faut prendre."")",0.9638915657997131
"('#chicanneau', 'Avez-vous dit, Madame ?')","('#chicanneau', 'Avez-vous dit, Madame ?')",0.9999999403953552
"('#la-comtesse', 'Oui.')","('#la-comtesse', 'Oui, Monsieur.')",0.6040816307067871
"('#chicanneau', ""J'irais sans façon Trouver mon juge."")","('#chicanneau', ""J'irais donc Trouver mon juge."")",0.8572819232940674
"('#la-comtesse', 'Hélas, que ce Monsieur est bon !')","('#la-comtesse', 'Hélas, que ce Monsieur est bon !')",1.0000001192092896
"('#chicanneau', 'Si vous parlez toujours, il faut que je me taise.')","('#chicanneau', 'Si vous parlez toujours, il faut que je me taise.')",1.0
"('#la-comtesse', ""Ah que vous m'obligez ! je ne me sens pas d'aise."")","('#la-comtesse', ""Ah que vous m'obligez ! je ne me sens pas d'aise."")",0.9999997615814209
"('#chicanneau', ""J'irais trouver mon juge, et lui dirais..."")","('#chicanneau', ""J'irais trouver mon juge, et lui dirais..."")",0.9999998807907104
"('#la-comtesse', 'Oui.')","('#la-comtesse', 'Oui.')",0.9999997019767761
"('#chicanneau', 'Vois. Et lui dirais ; Monsieur...')","('#chicanneau', 'Vois. Et lui dirais, Monsieur...')",0.9610821008682251
"('#la-comtesse', 'Oui, Monsieur.')","('#la-comtesse', 'Oui, Monsieur.')",1.0000001192092896
"('#chicanneau', 'Liez-moi... ')","('#chicanneau', 'Liez-moi... ')",1.0
"('#la-comtesse', 'Monsieur, je ne veux point être liée.')","('#la-comtesse', 'Monsieur, je ne veux point être liée.')",1.0000001192092896
"('#chicanneau', ""À l'autre !"")","('#chicanneau', ""À l'autre !"")",0.9999998211860657
"('#la-comtesse', 'Je ne la serai point.')","('#la-comtesse', 'Je ne la serai point.')",0.9999998807907104
"('#chicanneau', 'Quelle humeur est la vôtre !')","('#chicanneau', 'Quelle humeur est la vôtre !')",1.0
"('#la-comtesse', 'Non.')","('#la-comtesse', 'Non.')",0.9999998807907104
"('#chicanneau', 'Vous ne savez pas, Madame, où je viendrai.')","('#chicanneau', 'Vous ne savez pas, Madame, où je viendrai.')",1.0
"('#la-comtesse', 'Je plaiderai, Monsieur, ou bien je ne pourrai.')","('#la-comtesse', 'Je plaiderai, Monsieur, ou bien je ne pourrai.')",1.0000001192092896
"('#chicanneau', 'Mais...')","('#chicanneau', 'Mais...')",0.9999999403953552
"('#la-comtesse', ""Mais je ne veux point, Monsieur que l'on me lie. "")","('#la-comtesse', ""Mais je ne veux point, Monsieur que l'on me lie. "")",1.000000238418579
"('#chicanneau', 'Enfin quand une femme en tête a sa folie...')","('#chicanneau', 'Enfin quand une femme en tête a sa folie...')",0.9999999403953552
"('#la-comtesse', 'Fou, vous-même.')","('#la-comtesse', 'Fou, vous-même.')",1.0000001192092896
"('#chicanneau', 'Madame !')","('#chicanneau', 'Madame !')",0.9999999403953552
"('#la-comtesse', 'Et pourquoi me lier ?')","('#la-comtesse', 'Et pourquoi me lier ?')",1.0
"('#chicanneau', 'Madame...')","('#chicanneau', 'Madame...')",1.0000001192092896
"('#la-comtesse', 'Voyez-vous ? il se rend familier.')","('#la-comtesse', 'Voyez-vous, il se rend familier.')",0.9694896936416626
"('#chicanneau', 'Mais, Madame...')","('#chicanneau', 'Mais, Madame...')",1.0
"('#la-comtesse', ""Un crasseux qui n'a que sa chicane, Veut donner des avis."")","('#la-comtesse', ""Un crasseux qui n'a que sa chicane, Veut donner des avis."")",1.0000001192092896
"('#chicanneau', 'Madame !')","('#chicanneau', 'Madame !')",0.9999999403953552
"('#la-comtesse', 'Avec son âne ! ')","('#la-comtesse', 'Avec son âne ! ')",1.0
"('#chicanneau', 'Vous me poussez.')","('#chicanneau', 'Vous me poussez.')",1.0
"('#la-comtesse', 'Bonhomme, allez garder vos foins.')","('#la-comtesse', 'Bonhomme, allez garder vos foins.')",1.0
"('#chicanneau', ""Vous m'excédez."")","('#chicanneau', ""Vous m'excédez."")",1.0
"('#la-comtesse', 'Le sot !')","('#la-comtesse', 'Le sot !')",1.0
"('#chicanneau', ""Que n'ai-je des témoins !"")","('#chicanneau', ""Que n'ai-je des témoins !"")",1.000000238418579
"('#petit-jean', ""Voyez le beau sabbat qu'ils font à notre porte. Messieurs, allez plus loin tempêter de la sorte."")","('#petit-jean', ""Voyez le beau sabbat qu'ils font à notre porte. Messieurs, allez plus loin tempêter de la sorte."")",0.9999999403953552
"('#chicanneau', 'Monsieur, soyez témoin...')","('#chicanneau', 'Monsieur, soyez témoin...')",0.9999998807907104
"('#la-comtesse', 'Que monsieur est un sot. ')","('#la-comtesse', 'Que monsieur est un sot. ')",1.0
"('#chicanneau', ""Monsieur, vous l'entendez, retenez bien ce mot."")","('#chicanneau', ""Monsieur, vous l'entendez, retenez bien ce mot."")",1.0
"('#petit-jean', 'Ah, vous ne deviez pas lâcher cette parole.')","('#petit-jean', 'Ah, vous ne deviez pas lâcher cette parole.')",1.000000238418579
"('#la-comtesse', ""Vraiment c'est bien à lui de me traiter de folle."")","('#la-comtesse', ""Vraiment c'est bien à lui de me traiter de folle."")",1.0000001192092896
"('#petit-jean', ""Folle ! Vous avez tort. Pourquoi l'injurier ?"")","('#petit-jean', ""Folle ? Vous avez tort. Pourquoi l'injurier ?"")",0.9835222959518433
"('#chicanneau', 'On la conseille.')","('#chicanneau', 'On la conseille.')",1.0
"('#petit-jean', 'Oh !')","('#petit-jean', 'Oh.')",0.7321076393127441
"('#la-comtesse', 'Oui, de me faire lier. ')","('#la-comtesse', 'Oui, de me faire lier. ')",0.9999997615814209
"('#petit-jean', 'Oh, Monsieur !')","('#petit-jean', 'Oh, Monsieur.')",0.899619460105896
"('#chicanneau', ""Jusqu'au bout que ne m'écoute-t-elle ?"")","('#chicanneau', ""Jusqu'au bout que ne m'écoute-t-elle ?"")",1.000000238418579
"('#petit-jean', 'Oh, Madame !')","('#petit-jean', 'Oh, Madame.')",0.8962990045547485
"('#la-comtesse', ""Qui moi souffrir qu'on me querelle ?"")","('#la-comtesse', ""Qui moi, souffrir qu'on me querelle ?"")",0.979627251625061
"('#chicanneau', 'Une crieuse !')","('#chicanneau', 'Une crieuse !')",1.0
"('#petit-jean', 'Hé paix !')","('#petit-jean', 'Hé paix.')",0.8909428715705872
"('#la-comtesse', 'Un chicaneur !')","('#la-comtesse', 'Un chicaneur.')",0.9249541759490967
"('#petit-jean', 'Holà !')","('#petit-jean', 'Holà !')",1.0
"('#chicanneau', ""Qui n'ose plus plaider !"")","('#chicanneau', ""Qui n'ose plus plaider !"")",0.9999998211860657
"('#la-comtesse', ""Que t'importe cela ? Qu'est-ce qui t'en revient, faussaire abominable,  Brouillon, voleur !"")","('#la-comtesse', ""Que t'importe cela ? Qu'est-ce qui t'en revient, faussaire abominable ?  Brouillon, voleur."")",0.9703117609024048
"('#chicanneau', 'Et bon, et bon, de par le diable ! Un sergent ! un sergent !')","('#chicanneau', 'Et bon, et bon, de par le diable, Un sergent, un sergent !')",0.9618269205093384
"('#la-comtesse', 'Un huissier ! un huissier !')","('#la-comtesse', 'Un huissier, un huissier !')",0.9844716787338257
"('#petit-jean', 'Ma foi, juge et plaideurs, il faudrait tout lier.')","('#petit-jean', 'Ma foi, juge, et plaideurs, il faudrait tout lier.')",0.9937602281570435
"('#l-intime', ""Monsieur encore un coup, je ne puis pas tout faire, Puisque je fais l'huissier, faites le commissaire :  En robe sur mes pas il ne faut que venir, Vous aurez tout moyen de vous entretenir. Changez en cheveux noirs votre perruque blonde. Ces plaideurs songent-ils que vous soyez au monde ? Hé ! Lorsqu'à votre père ils vont faire leur cour,  À peine seulement savez-vous s'il est jour. Mais n'admirez-vous pas cette bonne comtesse Qu'avec tant de bonheur la fortune m'adresse, Qui dès qu'elle me voit donnant dans le panneau, Me charge d'un exploit pour Monsieur Chicanneau,  Et le fait assigner pour certaine parole, Disant qu'il la voudrait faire passer pour folle, Je dis folle à lier, et pour d'autres excès Et blasphèmes, toujours l'ornement des procès ? Mais vous ne dites rien de tout mon équipage ?  Ai-je bien d'un sergent le port et le visage ?"")","('#l-intime', ""Monsieur encore un coup, je ne puis pas tout faire, Puisque je fais l'huissier, faites le commissaire, En robe sur mes pas il ne faut que venir, Vous aurez tout moyen de vous entretenir. Changez en cheveux noirs votre perruque blonde. Ces plaideurs songent-ils que vous soyez au monde ? Hé ! Lorsqu'à votre père ils vont faire leur cour, À peine seulement savez-vous s'il est jour. Mais n'admirez-vous pas cette bonne Comtesse Qu'avec tant de bonheur la fortune m'adresse, Qui dès qu'elle me voit donnant dans le panneau, Me charge d'un exploit pour Monsieur Chicanneau,  Et le fait assigner pour certaine parole, Disant qu'il la voudrait faire passer pour folle, Je dis folle à lier, et pour d'autres excès Et blasphèmes, toujours l'ornement des procès ? Mais vous ne dites rien de tout mon équipage ?  Ai-je bien d'un sergent le port et le visage ?"")",0.9911444187164307
"('#leandre', 'Ah ! fort bien.')","('#leandre', 'Ah fort bien.')",0.8984506130218506
"('#l-intime', ""Je ne sais. Mais je me sens enfin L'âme et le dos six fois plus durs que ce matin. Quoi qu'il en soit, voici l'exploit, et votre lettre. Isabelle l'aura, j'ose vous le promettre.  Mais pour faire signer le contrat que voici, Il faut que sur mes pas vous vous rendiez ici. Vous feindrez d'informer sur toute cette affaire, Et vous ferez l'amour en présence du père."")","('#l-intime', ""Je ne sais. Mais je me sens enfin L'âme et le dos six fois plus durs que ce matin. Quoi qu'il en soit, voici l'exploit, et votre lettre. Isabelle l'aura, j'ose vous le promettre.  Mais pour faire signer le contrat que voici, Il faut que sur mes pas vous vous rendiez ici. Vous feindrez d'informer sur toute cette affaire, Et vous ferez l'amour en présence du père."")",1.0
"('#leandre', ""Mais ne va pas donner l'exploit pour le billet. "")","('#leandre', ""Mais ne va pas donner l'exploit pour le billet. "")",0.9999999403953552
"('#l-intime', ""Le père aura l'exploit, la fille le poulet. Rentrez."")","('#l-intime', ""Le père aura l'exploit, la fille le poulet. Rentrez."")",1.000000238418579
"('#isabelle', 'Qui frappe ?')","('#isabelle', 'Qui frappe ?')",1.0
"('#l-intime', ""Ami. C'est la voix d'Isabelle."")","('#l-intime', ""Ami. C'est la voix d'Isabelle."")",0.9999997615814209
"('#isabelle', ""Demandez-vous quelqu'un, Monsieur ?"")","('#isabelle', ""Demandez-vous quelqu'un, Monsieur ?"")",0.9999998807907104
"('#l-intime', ""Mademoiselle, C'est un petit exploit, que j'ose vous prier De m'accorder l'honneur de vous signifier. "")","('#l-intime', ""Mademoiselle, C'est un petit exploit, que j'ose vous prier De m'accorder l'honneur de vous signifier. "")",1.0000001192092896
"('#isabelle', ""Monsieur, excusez-moi, je n'y puis rien comprendre. Mon père va venir, qui pourra vous entendre."")","('#isabelle', ""Monsieur, excusez-moi, je n'y puis rien comprendre. Mon père va venir, qui pourra vous entendre."")",1.0000001192092896
"('#l-intime', ""Il n'est donc pas ici, Mademoiselle ?"")","('#l-intime', ""Il n'est donc pas ici, Mademoiselle ?"")",1.0
"('#isabelle', 'Non.')","('#isabelle', 'Non.')",0.9999998807907104
"('#l-intime', ""L'exploit, Mademoiselle, est mis sous votre nom."")","('#l-intime', ""L'exploit, Mademoiselle, est mis sous votre nom."")",1.0000001192092896
"('#isabelle', ""Monsieur, vous me prenez pour une autre sans doute :  Sans avoir de procès, je sais ce qu'il en coûte ; Et si l'on n'aimait pas à plaider plus que moi, Vos pareils pourraient bien chercher un autre emploi. Adieu."")","('#isabelle', ""Monsieur, vous me prenez pour une autre sans doute ; Sans avoir de procès, je sais ce qu'il en coûte ; Et si l'on n'aimait pas à plaider plus que moi, Vos pareils pourraient bien chercher un autre emploi. Adieu."")",0.9892369508743286
"('#l-intime', 'Mais permettez...')","('#l-intime', 'Mais permettez...')",1.0
"('#isabelle', 'Je ne veux rien permettre.')","('#isabelle', 'Je ne veux rien permettre.')",0.9999998807907104
"('#l-intime', ""Ce n'est pas un exploit."")","('#l-intime', ""Ce n'est pas un exploit."")",0.9999997615814209
"('#isabelle', 'Chanson.')","('#isabelle', 'Chanson.')",1.0
"('#l-intime', ""C'est une lettre. "")","('#l-intime', ""C'est une lettre. "")",0.9999998807907104
"('#isabelle', 'Encor moins.')","('#isabelle', 'Encor moins.')",1.0
"('#l-intime', 'Mais lisez.')","('#l-intime', 'Mais lisez.')",0.9999998807907104
"('#isabelle', ""Vous ne m'y tenez pas."")","('#isabelle', ""Vous ne m'y tenez pas."")",0.9999998211860657
"('#l-intime', ""C'est de Monsieur..."")","('#l-intime', ""C'est de Monsieur..."")",1.0000001192092896
"('#isabelle', 'Adieu.')","('#isabelle', 'Adieu.')",1.0
"('#l-intime', 'Léandre.')","('#l-intime', 'Léandre.')",0.9999998807907104
"('#isabelle', ""Parlez bas. C'est de Monsieur... ?"")","('#isabelle', ""Parlez bas. C'est de Monsieur ?"")",0.9643607139587402
"('#l-intime', ""Que diable, on a bien de la peine À se faire écouter, je suis tout hors d'haleine."")","('#l-intime', ""Que diable, on a bien de la peine À se faire écouter, je suis tout hors d'haleine."")",1.0
"('#isabelle', ""Ah, l'Intimé ! Pardonne à mes sens étonnés.  Donne."")","('#isabelle', ""Ah, l'Intimé, pardonne à mes sens étonnés.  Donne."")",0.9406731724739075
"('#l-intime', 'Vous me deviez fermer la porte au nez.')","('#l-intime', 'Vous me deviez fermer la porte au nez.')",0.9999999403953552
"('#isabelle', ""Et qui t'aurait connu déguisé de la sorte ? Mais donne."")","('#isabelle', ""Et qui t'aurait connu déguisé de la sorte ? Mais donne."")",1.0
"('#l-intime', 'Aux gens de bien ouvre-t-on votre porte ?')","('#l-intime', 'Aux gens de bien ouvre-t-on votre porte ?')",0.9999998211860657
"('#isabelle', 'Hé, donne donc !')","('#isabelle', 'Hé, donne donc !')",1.0
"('#l-intime', 'La peste...')","('#l-intime', 'La peste...')",0.9999999403953552
"('#isabelle', 'Oh, ne donnez donc pas. Avec votre billet, retournez sur vos pas. ')","('#isabelle', 'Oh, ne donnez donc pas. Avec votre billet, retournez sur vos pas. ')",0.9999998807907104
"('#l-intime', 'Tenez. Une autre fois ne soyez pas si prompte. ')","('#l-intime', 'Tenez. Une autre fois ne soyez pas si prompte. ')",0.9999998807907104
"('#chicanneau', ""Oui ? Je suis donc un sot, un voleur, à son compte ? Un sergent s'est chargé de la remercier, Et je lui vais servir un plat de mon métier. Je serais bien fâché que ce fût à refaire,  Ni qu'elle m'envoyât assigner la première. Mais un homme ici parle à ma fille. Comment ? Elle lit un billet ? Ah, c'est de quelque amant ! Approchons."")","('#chicanneau', ""Oui ? Je suis donc un sot, un voleur, à son compte ? Un sergent s'est chargé de la remercier, Et je lui vais servir un plat de mon métier. Je serais bien fâché que ce fût à refaire,  Ni qu'elle m'envoyât assigner la première. Mais un homme ici parle à ma fille. Comment ? Elle lit un billet ? Ah, c'est de quelque amant ! Approchons."")",0.9999998807907104
"('#isabelle', 'Tout de bon, ton maître est-il sincère ? Le croirai-je ?')","('#isabelle', 'Tout de bon, ton maître est-il sincère ? Le croirai-je ?')",1.0000001192092896
"('#l-intime', ""Il ne dort non plus que votre père,  Il se tourmente. Il vous... fera voir aujourd'hui Que l'on ne gagne rien à plaider contre lui. Apercevant Chicanneau."")","('#l-intime', ""Il ne dort non plus que votre père,  Il se tourmente. Il vous... fera voir aujourd'hui Que l'on ne gagne rien à plaider contre lui. Apercevant Chicanneau."")",1.0
"('#isabelle', ""C'est mon père. Vraiment, vous leur pouvez apprendre, Que si l'on nous poursuit, nous saurons nous défendre. Tenez, voilà le cas qu'on fait de votre exploit. "")","('#isabelle', ""C'est mon père. Vraiment, vous leur pouvez apprendre, Que si l'on nous poursuit, nous saurons nous défendre. Tenez, voilà le cas qu'on fait de votre exploit. "")",0.9999999403953552
"('#chicanneau', 'Comment ! c\'est un exploit que ma fille lisait ? Ah ! Tu seras un jour l\'honneur de ta famille. Tu défendras ton bien. Viens, mon sang, viens, ma fille. Va, je t\'achèterai ""Le Praticien Français"". Mais, diantre, il ne faut pas déchirer les exploits. ')","('#chicanneau', 'Comment ! C\'est un exploit que ma fille lisait ? Ah, tu seras un jour l\'honneur de ta famille. Tu défendras ton bien. Viens, mon sang, viens, ma fille. Va, je t\'achèterai ""Le Praticien Français"". Mais, diantre, il ne faut pas déchirer les exploits. ')",0.9975011944770813
"('#isabelle', 'Au moins dites-leur bien que je ne les crains guère, Ils me feront plaisir, je les mets à pis faire.')","('#isabelle', 'Au moins dites-leur bien que je ne les crains guère, Ils me feront plaisir, je les mets à pis faire.')",0.9999997615814209
"('#chicanneau', 'Hé ! Ne te fâche point.')","('#chicanneau', 'Hé ! Ne te fâche point.')",1.0
"('#isabelle', 'Adieu, Monsieur.')","('#isabelle', 'Adieu, Monsieur.')",1.0000001192092896
"('#l-intime', 'Or ça, Verbalisons.')","('#l-intime', 'Or ça, Verbalisons.')",0.9999998807907104
"('#chicanneau', ""Monsieur, de grâce, excusez-la. Elle n'est pas instruite. Et puis, si bon vous semble,  En voici les morceaux que je vais mettre ensemble."")","('#chicanneau', ""Monsieur, de grâce, excusez-la. Elle n'est pas instruite. Et puis, si bon vous semble,  En voici les morceaux que je vais mettre ensemble."")",0.9999998807907104
"('#l-intime', 'Non.')","('#l-intime', 'Non.')",0.9999998807907104
"('#chicanneau', 'Je le lirai bien.')","('#chicanneau', 'Je le lirai bien.')",1.0000001192092896
"('#l-intime', ""Je ne suis pas méchant, J'en ai sur moi copie."")","('#l-intime', ""Je ne suis pas méchant, J'en ai sur moi copie."")",1.0000001192092896
"('#chicanneau', 'Ah ! le trait est touchant. Mais je ne sais pourquoi, plus je vous envisage, Et moins je me remets, Monsieur, votre visage.  Je connais force huissiers.')","('#chicanneau', 'Ah ! Le trait est touchant. Mais je ne sais pourquoi, plus je vous envisage, Et moins je me remets, Monsieur, votre visage.  Je connais force huissiers.')",0.9985874891281128
"('#l-intime', ""Informez-vous de moi, Je m'acquitte assez bien de mon petit emploi."")","('#l-intime', ""Informez-vous de moi, Je m'acquitte assez bien de mon petit emploi."")",1.0
"('#chicanneau', 'Soit. Pour qui venez-vous ?')","('#chicanneau', 'Soit. Pour qui venez-vous ?')",1.0000001192092896
"('#l-intime', 'Pour une brave dame, Monsieur, qui vous honore, et de toute son âme Voudrait que vous vinssiez à ma sommation Lui faire un petit mot de réparation.')","('#l-intime', 'Pour une brave dame, Monsieur, qui vous honore, et de toute son âme Voudrait que vous vinssiez à ma sommation Lui faire un petit mot de réparation.')",0.9999998807907104
"('#chicanneau', ""De réparation ? Je n'ai blessé personne."")","('#chicanneau', ""De réparation ? Je n'ai blessé personne."")",0.9999999403953552
"('#l-intime', ""Je le crois, vous avez, Monsieur, l'âme trop bonne."")","('#l-intime', ""Je le crois, vous avez, Monsieur, l'âme trop bonne."")",1.0
"('#chicanneau', 'Que demandez-vous donc ?')","('#chicanneau', 'Que demandez-vous donc ?')",0.9999998807907104
"('#l-intime', ""Elle voudrait, Monsieur, Que devant des témoins vous lui fissiez l'honneur De l'avouer pour sage, et point extravagante."")","('#l-intime', ""Elle voudrait, Monsieur, Que devant des témoins vous lui fissiez l'honneur De l'avouer pour sage, et point extravagante."")",1.0000001192092896
"('#chicanneau', ""Parbleu, c'est ma comtesse."")","('#chicanneau', ""Parbleu, c'est ma Comtesse."")",0.8686180114746094
"('#l-intime', 'Elle est votre servante.')","('#l-intime', 'Elle est votre servante.')",1.0
"('#chicanneau', 'Je suis son serviteur.')","('#chicanneau', 'Je suis son serviteur.')",1.0
"('#l-intime', 'Vous êtes obligeant, Monsieur.')","('#l-intime', 'Vous êtes obligeant, Monsieur.')",0.9999999403953552
"('#chicanneau', ""Oui, vous pouvez l'assurer qu'un sergent Lui doit porter pour moi tout ce qu'elle demande.  Hé quoi donc ? Les battus, ma foi, paieront l'amende. Voyons ce qu'elle chante. Hon... « Sixième janvier. Pour avoir faussement dit, qu'il fallait lier, Étant à ce porté par esprit de chicane, Haute et puissante dame Yolande Cudasne, Comtesse de Pimbesche, Orbesche, et caetera. Il soit dit, que sur l'heure il se transportera Au logis de la dame, et là d'une voix claire, Devant quatre témoins assistés d'un notaire, » Zeste ! « ledit Hiérome avouera hautement Qu'il la tient pour sensée, et de bon jugement. Le Bon. » C'est donc le nom de votre Seigneurie ?"")","('#chicanneau', ""Oui, vous pouvez l'assurer qu'un sergent Lui doit porter pour moi tout ce qu'elle demande.  Hé quoi donc ? Les battus, ma foi, paieront l'amende. Voyons ce qu'elle chante. Hon... « Sixième janvier. Pour avoir faussement dit, qu'il fallait lier, Étant à ce porté par esprit de chicane, Haute et puissante dame Yolande Cudasne, Comtesse de Pimbesche, Orbesche, et caetera. Il soit dit que sur l'heure il se transportera Au logis de la dame, et là d'une voix claire, Devant quatre témoins assistés d'un notaire, » Zeste ! « ledit Hiérome avouera hautement Qu'il la tient pour sensée, et de bon jugement. Le Bon. » C'est donc le nom de votre Seigneurie ?"")",0.9984974265098572
"('#l-intime', ""Pour vous servir. Il faut payer d'effronterie."")","('#l-intime', ""Pour vous servir. Il faut payer d'effronterie."")",1.0
"('#chicanneau', 'Le Bon ? Jamais exploit ne fut signé le Bon. Monsieur le Bon.')","('#chicanneau', 'Le Bon ? Jamais exploit ne fut signé le Bon. Monsieur le Bon.')",0.9999998807907104
"('#l-intime', 'Monsieur.')","('#l-intime', 'Monsieur.')",1.0
"('#chicanneau', 'Vous êtes un fripon. ')","('#chicanneau', 'Vous êtes un fripon. ')",1.0
"('#l-intime', 'Monsieur, pardonnez-moi, je suis fort honnête homme.')","('#l-intime', 'Monsieur, pardonnez-moi, je suis fort honnête homme.')",1.0
"('#chicanneau', 'Mais fripon le plus franc qui soit de Caen à Rome.')","('#chicanneau', 'Mais fripon le plus franc qui soit de Caen à Rome.')",1.0000001192092896
"('#l-intime', 'Monsieur, je ne suis pas pour vous désavouer. Vous aurez la bonté de me le bien payer.')","('#l-intime', 'Monsieur, je ne suis pas pour vous désavouer. Vous aurez la bonté de me le bien payer.')",1.000000238418579
"('#chicanneau', 'Moi payer ? En soufflets.')","('#chicanneau', 'Moi payer ? En soufflets.')",0.9999998211860657
"('#l-intime', 'Vous êtes trop honnête.  Vous me le paierez bien.')","('#l-intime', 'Vous êtes trop honnête.  Vous me le paierez bien.')",1.0000001192092896
"('#chicanneau', 'Oh, tu me romps la tête, Tiens, voilà ton paiement')","('#chicanneau', 'Oh, tu me romps la tête, Tiens, voilà ton paiement.')",0.9881340265274048
"('#l-intime', ""Un soufflet ! Écrivons. « Lequel Hiérome après plusieurs rébellions, Aurait atteint, frappé moi sergent à la joue, Et fait tomber d'un coup mon chapeau dans la boue »"")","('#l-intime', ""Un soufflet ! Écrivons. « Lequel Hiérome après plusieurs rébellions, Aurait atteint, frappé moi sergent, à la joue, Et fait tomber d'un coup, mon chapeau dans la boue. »"")",0.9881932735443115
"('#chicanneau', 'Ajoute cela.')","('#chicanneau', 'Ajoute cela.')",0.9999997615814209
"('#l-intime', ""Bon, c'est de l'argent comptant, J'en avais bien besoin. « Et de ce non content, Aurait avec le pied réitéré ». Courage ! « Outre plus, le susdit serait venu de rage, Pour lacérer ledit présent procès-verbal. » Allons, mon cher Monsieur, cela ne va pas mal. Ne vous relâchez point."")","('#l-intime', ""Bon, c'est de l'argent comptant, J'en avais bien besoin. « Et de ce non content, Aurait avec le pied réitéré. » Courage . « Outre plus, le susdit serait venu de rage, Pour lacérer ledit présent procès-verbal. » Allons, mon cher Monsieur, cela ne va pas mal. Ne vous relâchez point."")",0.9934910535812378
"('#chicanneau', 'Coquin !')","('#chicanneau', 'Coquin.')",0.4230257272720337
"('#l-intime', 'Ne vous déplaise, Quelques coups de bâton, et je suis à mon aise.')","('#l-intime', 'Ne vous déplaise, Quelques coups de bâton, et je suis à mon aise.')",1.0
"('#chicanneau', ""Oui-dà. Je verrai bien s'il est sergent."")","('#chicanneau', ""Oui-dà. Je verrai bien s'il est sergent."")",1.000000238418579
"('#l-intime', ""Tôt donc, Frappez. J'ai quatre enfants à nourrir."")","('#l-intime', ""Tôt donc, Frappez. J'ai quatre enfants à nourrir."")",0.9999999403953552
"('#chicanneau', ""Ah, pardon !  Monsieur, pour un sergent je ne pouvais vous prendre, Mais le plus habile homme enfin peut se méprendre. Je saurai réparer ce soupçon outrageant. Oui, vous êtes sergent, Monsieur, et très sergent. Touchez là. Vos pareils sont gens que je révère,  Et j'ai toujours été nourri par feu mon père, Dans le crainte de Dieu, Monsieur, et des sergents."")","('#chicanneau', ""Ah, pardon. Monsieur, pour un sergent je ne pouvais vous prendre, Mais le plus habile homme enfin peut se méprendre. Je saurai réparer ce soupçon outrageant. Oui, vous êtes sergent, Monsieur, et très sergent. Touchez là. Vos pareils sont gens que je révère,  Et j'ai toujours été nourri par feu mon père, Dans le crainte de Dieu, Monsieur, et des sergents."")",0.9979529976844788
"('#l-intime', ""Non, à si bon marché l'on ne bat point les gens."")","('#l-intime', ""Non, à si bon marché l'on ne bat point les gens."")",0.9999998807907104
"('#chicanneau', 'Monsieur, point de procès !')","('#chicanneau', 'Monsieur, point de procès !')",0.9999998211860657
"('#l-intime', 'Serviteur. Contumace, Bâton levé, soufflet, coup de pied. Ah !')","('#l-intime', 'Serviteur. Contumace, Bâton levé, soufflet, coup de pied. Ah !')",1.0
"('#chicanneau', 'De grâce,  Rendez-les moi plutôt.')","('#chicanneau', 'De grâce,  Rendez-les moi plutôt.')",0.9999997615814209
"('#l-intime', ""Suffit qu'ils soient reçus, Je ne les voudrais pas donner pour mille écus."")","('#l-intime', ""Suffit qu'ils soient reçus, Je ne les voudrais pas donner pour mille écus."")",1.0000001192092896
"('#l-intime', ""Voici fort à propos Monsieur le commissaire. Monsieur, votre présence est ici nécessaire. Tel que vous me voyez, Monsieur ici présent M'a d'un fort grand soufflet fait un petit présent."")","('#l-intime', ""Voici fort à propos Monsieur le Commissaire. Monsieur, votre présence est ici nécessaire. Tel que vous me voyez, Monsieur ici présent M'a d'un fort grand soufflet fait un petit présent."")",0.9932630062103271
"('#leandre', 'À vous, Monsieur ?')","('#leandre', 'À vous, Monsieur ?')",1.000000238418579
"('#l-intime', ""À moi, parlant à ma personne. Item, un coup de pied ; plus, les noms qu'il me donne."")","('#l-intime', ""À moi, parlant à ma personne. « Item », un coup de pied ; plus, les noms qu'il me donne."")",0.9746253490447998
"('#leandre', 'Avez-vous des témoins ?')","('#leandre', 'Avez-vous des témoins ?')",0.9999999403953552
"('#l-intime', 'Monsieur, tâtez plutôt. Le soufflet sur ma joue est encore tout chaud. ')","('#l-intime', 'Monsieur, tâtez plutôt, Le soufflet sur ma joue est encore tout chaud. ')",0.9881070852279663
"('#leandre', 'Pris en flagrant délit. Affaire criminelle.')","('#leandre', 'Pris en flagrant délit. Affaire criminelle.')",1.0000001192092896
"('#chicanneau', 'Foin de moi !')","('#chicanneau', 'Foin de moi !')",1.000000238418579
