moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Score
"('#monsieur-jourdain', ""Qui sont-elles, ces trois opérations de l'esprit ? "")",-,0.0
"('#le-maitre-de-philosophie', 'La première, la seconde et la troisième.  La première est, de bien concevoir par le moyen des universaux.  La seconde de bien juger par le moyen des catégories : et la troisième, de bien tirer une conséquence par le moyen des figures Barbara, Celarent, Darii, Ferio, Baralipton, etc.')",-,0.0
"('#monsieur-jourdain', 'Voilà des mots qui sont trop rébarbatifs.  Cette logique-là ne me revient point.  Apprenons autre chose qui soit plus joli.')",-,0.0
"('#le-maitre-de-philosophie', 'Voulez-vous apprendre la morale ?')",-,0.0
"('#monsieur-jourdain', 'La morale ?')",-,0.0
"('#le-maitre-de-philosophie', 'Oui.')",-,0.0
"('#monsieur-jourdain', ""Qu'est-ce qu'elle dit, cette morale ?"")",-,0.0
"('#le-maitre-de-philosophie', 'Elle traite de la félicité ; enseigne aux hommes à modérer leurs passions, et...')",-,0.0
"('#monsieur-jourdain', ""Non, laissons cela.  Je suis bilieux comme tous les diables ; et il n'y a morale qui tienne, je me veux mettre en colère tout mon soûl, quand il m'en prend envie."")",-,0.0
"('#le-maitre-de-philosophie', 'Est-ce la physique que vous voulez apprendre ?')",-,0.0
"('#monsieur-jourdain', ""Qu'est-ce qu'elle chante, cette physique ?"")",-,0.0
"('#le-maitre-de-philosophie', ""La physique est celle qui explique les principes des choses naturelles, et les propriétés du corps ; qui discourt de la nature des éléments, des métaux, des minéraux, des pierres, des plantes, et des animaux, et nous enseigne les causes de tous les météores, l'arc-en-ciel, les feux volants, les comètes, les éclairs, le tonnerre, la foudre, la pluie, la neige, la grêle, les vents et les tourbillons."")",-,0.0
"('#monsieur-jourdain', 'Il y a trop de tintamarre là dedans, trop de brouillamini.')",-,0.0
"('#le-maitre-de-philosophie', 'Que voulez-vous donc que je vous apprenne ?')",-,0.0
"('#monsieur-jourdain', ""Apprenez-moi l'orthographe"")",-,0.0
"('#le-maitre-de-philosophie', 'Très volontiers.')",-,0.0
"('#monsieur-jourdain', ""Après vous m'apprendrez l'almanach, pour savoir quand il y a de la Lune, et quand il n'y en a point."")",-,0.0
"('#le-maitre-de-philosophie', ""Soit.  Pour bien suivre votre pensée et traiter cette matière en philosophe, il faut commencer selon l'ordre des choses, par une exacte connaissance de la nature des lettres, et de la différente manière de les prononcer toutes.  Et là-dessus j'ai à vous dire, que les lettres sont divisées en voyelles, ainsi dites voyelles, parce qu'elles expriment les voix ; et en consonnes, ainsi appelées consonnes parce qu'elles sonnent avec les voyelles, et ne font que marquer les diverses articulations des voix.  Il y a cinq voyelles ou voix : A, E, I, O, U."")",-,0.0
"('#monsieur-jourdain', ""J'entends tout cela."")",-,0.0
"('#le-maitre-de-philosophie', 'La voix A se forme en ouvrant fort la bouche : A.')",-,0.0
"('#monsieur-jourdain', 'A, A, oui.')",-,0.0
"('#le-maitre-de-philosophie', ""La voix, E, se forme en rapprochant la mâchoire d'en bas de celle d'en haut : A, E."")",-,0.0
"('#monsieur-jourdain', 'A, E, A, E.  Ma foi oui.  Ah que cela est beau !')",-,0.0
"('#le-maitre-de-philosophie', ""Et la voix, I, en rapprochant encore davantage les mâchoires l'une de l'autre, et écartant les deux coins de la bouche vers les oreilles, A, E, I."")",-,0.0
"('#monsieur-jourdain', 'A, E, I, I, I, I.  Cela est vrai.  Vive la science !')",-,0.0
"('#le-maitre-de-philosophie', 'La voix, O, se forme en rouvrant les mâchoires, et rapprochant les lèvres par les deux coins, le haut et le bas, O.')",-,0.0
"('#monsieur-jourdain', ""O, O.  Il n'y a rien de plus juste.  A, E, I, O, I, O.  Cela est admirable !  I, O, I, O."")",-,0.0
"('#le-maitre-de-philosophie', ""L'ouverture de la bouche fait justement comme un petit rond qui représente un O."")",-,0.0
"('#monsieur-jourdain', 'O, O, O.  Vous avez raison, O.  Ah la belle chose, que de savoir quelque chose !')",-,0.0
"('#le-maitre-de-philosophie', ""La voix, U, se forme en rapprochant les dents sans les joindre entièrement, et allongeant les deux lèvres en dehors, les approchant aussi l'une de l'autre sans les joindre tout à fait : U"")",-,0.0
"('#monsieur-jourdain', ""U, U.  Il n'y a rien de plus véritable, U."")",-,0.0
"('#le-maitre-de-philosophie', ""Vos deux lèvres s'allongent comme si vous faisiez la moue : d'où vient que si vous la voulez faire à quelqu'un, et vous moquer de lui, vous ne sauriez lui dire que U."")",-,0.0
"('#monsieur-jourdain', ""U, U.  Cela est vrai.  Ah que n'ai-je étudié plus tôt, pour savoir tout cela !"")",-,0.0
"('#le-maitre-de-philosophie', 'Demain, nous verrons les autres lettres, qui sont les consonnes.')",-,0.0
"('#monsieur-jourdain', ""Est-ce qu'il y a des choses aussi curieuses qu'à celles-ci ?"")",-,0.0
"('#le-maitre-de-philosophie', ""Sans doute.  La consonne D, par exemple, se prononce en donnant du bout de la langue au-dessus des dents d'en haut : DA."")",-,0.0
"('#monsieur-jourdain', 'DA, DA.  Oui.  Ah les belles choses !  Les belles choses !')",-,0.0
"('#le-maitre-de-philosophie', ""L'F, en appuyant les dents d'en haut sur la lèvre de dessous, FA."")",-,0.0
"('#monsieur-jourdain', ""FA, FA.  C'est la vérité.  Ah mon père et ma mère, que je vous veux de mal !"")",-,0.0
"('#le-maitre-de-philosophie', ""Et l'R, en portant le bout de la langue jusqu'au haut du palais ; de sorte qu'étant frôlée par l'air qui sort avec force, elle lui cède, et revient toujours au même endroit, faisant une manière de tremblement, Rra."")",-,0.0
"('#monsieur-jourdain', ""R, r, ra ; R, r, r, r, r, ra.  Cela est vrai !  Ah l'habile homme que vous êtes !  Et que j'ai, perdu de temps !  R, r, r, ra."")",-,0.0
"('#le-maitre-de-philosophie', 'Je vous expliquerai à fond toutes ces curiosités.')",-,0.0
"('#monsieur-jourdain', ""Je vous en prie.  Au reste il faut que je vous fasse une confidence.  Je suis amoureux d'une personne de grande qualité, et je souhaiterais que vous m'aidassiez à lui écrire quelque chose dans un petit billet que je veux laisser tomber à ses pieds."")",-,0.0
"('#le-maitre-de-philosophie', 'Fort bien.')",-,0.0
"('#monsieur-jourdain', 'Cela sera galant, oui.')",-,0.0
"('#le-maitre-de-philosophie', 'Sans doute.  Sont-ce des vers que vous lui voulez écrire ?')",-,0.0
"('#monsieur-jourdain', 'Non, non, point de vers.')",-,0.0
"('#le-maitre-de-philosophie', 'Vous ne voulez que de la prose ?')",-,0.0
"('#monsieur-jourdain', 'Non, je ne veux ni prose ni vers.')",-,0.0
"('#le-maitre-de-philosophie', ""Il faut bien que ce soit l'un, ou l'autre."")",-,0.0
"('#monsieur-jourdain', 'Pourquoi ?')",-,0.0
"('#le-maitre-de-philosophie', ""Par la raison, Monsieur, qu'il n'y a pour s'exprimer que la prose, ou les vers."")",-,0.0
"('#monsieur-jourdain', ""Il n'y a que la prose ou les vers ?"")",-,0.0
"('#le-maitre-de-philosophie', ""Non, Monsieur : tout ce qui n'est point prose, est vers ; et tout ce qui n'est point vers, est prose."")",-,0.0
"('#monsieur-jourdain', ""Et comme l'on parle qu'est-ce que c'est donc que cela ?"")",-,0.0
"('#le-maitre-de-philosophie', 'De la prose.')",-,0.0
"('#monsieur-jourdain', ""Quoi, quand je dis, Nicole, apportez-moi mes pantoufles, et me donnez mon bonnet de nuit, c'est de la prose ?"")",-,0.0
"('#le-maitre-de-philosophie', 'Oui, Monsieur.')",-,0.0
"('#monsieur-jourdain', ""Par ma foi !  Il y a plus de quarante ans que je dis de la prose sans que j'en susse rien ; et je vous suis le plus obligé du monde, de m'avoir appris cela.  Je voudrais donc lui mettre dans un billet : Belle Marquise, vos beaux yeux me font mourir d'amour ; mais je voudrais que cela fût mis d'une manière galante, que cela fût tourné gentiment."")",-,0.0
"('#le-maitre-de-philosophie', ""Mettre que les feux de ses yeux réduisent votre coeur en cendres ; que vous souffrez nuit et jour pour elle les violences d'un..."")",-,0.0
"('#monsieur-jourdain', ""Non, non, non, je ne veux point tout cela ; je ne veux que ce que je vous ai dit : Belle Marquise, vos beaux yeux me font mourir d'amour."")",-,0.0
"('#le-maitre-de-philosophie', 'Il faut bien étendre un peu la chose.')",-,0.0
"('#monsieur-jourdain', 'Non, vous dis-je, je ne veux que ces seules paroles-là dans le billet ; mais tournées à la mode, bien arrangées comme il faut.  Je vous prie de me dire un peu, pour voir, les diverses manières dont on les peut mettre.')",-,0.0
"('#le-maitre-de-philosophie', ""On les peut mettre premièrement comme vous avez dit : Belle Marquise, vos beaux yeux me font mourir d'amour.  Ou bien : D'amour mourir me font, belle Marquise, vos beaux yeux.  Ou bien : Vos yeux beaux d'amour me font, belle Marquise, mourir. Ou bien : Mourir vos beaux yeux, belle Marquise, d'amour me font.  Ou bien : Me font vos yeux beaux mourir, belle Marquise, d'amour."")",-,0.0
"('#monsieur-jourdain', 'Mais de toutes ces façons-là, laquelle est la meilleure ?')",-,0.0
"('#le-maitre-de-philosophie', ""Celle que vous avez dite : Belle Marquise, vos beaux yeux me font mourir d'amour."")",-,0.0
"('#monsieur-jourdain', ""Cependant je n'ai point étudié, et j'ai fait cela tout du premier coup.  Je vous remercie de tout mon coeur, et vous prie de venir demain de bonne heure."")",-,0.0
"('#le-maitre-de-philosophie', ""Je n'y manquerai pas."")",-,0.0
"('#monsieur-jourdain', ""Comment ?  Mon habit n'est point encore arrivé ?"")",-,0.0
"('#second-laquais', 'Non, Monsieur.')",-,0.0
"('#monsieur-jourdain', ""Ce maudit tailleur me fait bien attendre pour un jour où j'ai tant d'affaires.  J'enrage.  Que la fièvre quartaine puisse serrer bien fort le bourreau de tailleur.  Au diable le tailleur.  La peste étouffe le tailleur.  Si je le tenais maintenant ce tailleur détestable, ce chien de tailleur-là, ce traître de tailleur, je... "")",-,0.0
"('#monsieur-jourdain', ""Ah vous voilà.  Je m'allais mettre en colère contre vous."")",-,0.0
"('#le-maitre-tailleur', ""Je n'ai pas pu venir plus tôt, et j'ai mis vingt garçons après votre habit."")",-,0.0
"('#monsieur-jourdain', ""Vous m'avez envoyé des bas de soie si étroits, que j'ai eu toutes les peines du monde à les mettre, et il y a déjà deux mailles de rompues."")",-,0.0
"('#le-maitre-tailleur', ""Ils ne s'élargiront que trop."")",-,0.0
"('#monsieur-jourdain', ""Oui, si je romps toujours des mailles.  Vous m'avez aussi fait faire des souliers qui me blessent furieusement."")",-,0.0
"('#le-maitre-tailleur', 'Point du tout, Monsieur.')",-,0.0
"('#monsieur-jourdain', 'Comment, point du tout ?')",-,0.0
"('#le-maitre-tailleur', 'Non, ils ne vous blessent point.')",-,0.0
"('#monsieur-jourdain', ""Je vous dis qu'ils me blessent, moi."")",-,0.0
"('#le-maitre-tailleur', 'Vous vous imaginez cela.')",-,0.0
"('#monsieur-jourdain', ""Je me l'imagine, parce que je le sens.  Voyez la belle raison !"")",-,0.0
"('#le-maitre-tailleur', ""Tenez, voilà le plus bel habit de la Cour, et le mieux assorti.  C'est un chef-d'oeuvre que d'avoir inventé un habit sérieux qui ne fût pas noir ; et je le donne en six coups aux tailleurs les plus éclairés."")",-,0.0
"('#monsieur-jourdain', ""Qu'est-ce que c'est que ceci ?  Vous avez mis les fleurs en en-bas."")",-,0.0
"('#le-maitre-tailleur', ""Vous ne m'aviez pas dit que vous les vouliez en en-haut."")",-,0.0
"('#monsieur-jourdain', ""Est-ce qu'il faut dire cela ?"")",-,0.0
"('#le-maitre-tailleur', 'Oui, vraiment.  Toutes les personnes de qualité les portent de la sorte.')",-,0.0
"('#monsieur-jourdain', 'Les personnes de qualité portent les fleurs en en-bas ?')",-,0.0
"('#le-maitre-tailleur', 'Oui, Monsieur.')",-,0.0
"('#monsieur-jourdain', 'Oh voilà qui est donc bien.')",-,0.0
"('#le-maitre-tailleur', 'Si vous voulez, je les mettrai en en-haut.')",-,0.0
"('#monsieur-jourdain', 'Non, non.')",-,0.0
"('#le-maitre-tailleur', ""Vous n'avez qu'à dire."")",-,0.0
"('#monsieur-jourdain', ""Non, vous dis-je, vous avez bien fait.  Croyez-vous que l'habit m'aille bien ?"")",-,0.0
"('#le-maitre-tailleur', ""Belle demande !  Je défie un peintre, avec son pinceau, de vous faire rien de plus juste.  J'ai chez moi un garçon, qui pour monter une rhingrave, est le plus grand génie du monde ; et un autre qui, pour assembler un pourpoint, est le héros de notre temps."")",-,0.0
"('#monsieur-jourdain', 'La perruque, et les plumes sont-elles comme il faut ?')",-,0.0
"('#le-maitre-tailleur', 'Tout est bien.')",-,0.0
"('#monsieur-jourdain', ""Ah, ah, Monsieur le Tailleur, voilà de mon étoffe du dernier habit que vous m'avez fait.  Je la reconnais bien."")",-,0.0
"('#le-maitre-tailleur', ""C'est que l'étoffe me sembla si belle, que j'en ai voulu lever un habit pour moi."")",-,0.0
"('#monsieur-jourdain', 'Oui, mais il ne fallait pas le lever avec le mien.')",-,0.0
"('#le-maitre-tailleur', 'Voulez-vous mettre votre habit ?')",-,0.0
"('#monsieur-jourdain', 'Oui, donnez-le moi.')",-,0.0
"('#le-maitre-tailleur', ""Attendez.  Cela ne va pas comme cela.  J'ai amené des gens pour vous habiller en cadence, et ces sortes d'habits se mettent avec cérémonie.  Holà, entrez, vous autres.  Mettez cet habit à Monsieur, de la manière que vous faites aux personnes de qualité. Quatre Garçons tailleurs entrent, dont deux lui arrachent le haut-de-chausses de ses exercices, et deux autres la camisole, puis ils lui mettent son habit neuf ; et Monsieur Jourdain se promène entre eux, et leur montre son habit, pour voir s'il est bien. Le tout à la cadence de toute la symphonie."")",-,0.0
"('#garcon-tailleur', ""Mon gentilhomme, donnez, s'il vous plaît, aux garçons quelque chose pour boire."")",-,0.0
"('#monsieur-jourdain', ""Comment m'appelez-vous ?"")",-,0.0
"('#garcon-tailleur', 'Mon gentilhomme.')",-,0.0
"('#monsieur-jourdain', ""Mon gentilhomme !  Voilà ce que c'est de se mettre en personne de qualité.  Allez-vous en demeurer toujours habillé en bourgeois, on ne vous dira point : Mon gentilhomme.  Tenez, voilà pour mon Gentilhomme."")",-,0.0
"('#garcon-tailleur', 'Monseigneur, nous vous sommes bien obligés. ')",-,0.0
"('#monsieur-jourdain', ""Monseigneur, oh, oh !  Monseigneur !  Attendez, mon ami, Monseigneur mérite quelque chose, et ce n'est pas une petite parole que Monseigneur.  Tenez, voilà ce que Monseigneur vous donne."")",-,0.0
"('#garcon-tailleur', 'Monseigneur, nous allons boire tous à la santé de Votre Grandeur.')",-,0.0
"('#monsieur-jourdain', ""Votre Grandeur oh, oh, oh !  Attendez, ne vous en allez pas.  À moi Votre Grandeur !  Ma foi, s'il va jusqu'à l'Altesse, il aura toute la bourse.  Tenez, voilà pour Ma Grandeur."")",-,0.0
"('#garcon-tailleur', 'Monseigneur, nous la remercions très humblement de ses libéralités.')",-,0.0
"('#monsieur-jourdain', 'Il a bien fait, je lui allais tout donner. ')",-,0.0
"('#monsieur-jourdain', ""Suivez-moi, que j'aille un peu montrer mon habit par la ville ; et surtout ayez soin tous deux de marcher immédiatement sur mes pas, afin qu'on voye bien que vous êtes à moi."")",-,0.0
"('#laquais', 'Oui, Monsieur.')",-,0.0
"('#monsieur-jourdain', 'Appelez-moi Nicole, que je lui donne quelques ordres.  Ne bougez, la voilà. ')",-,0.0
"('#monsieur-jourdain', 'Nicole !')",-,0.0
"('#nicole', 'Plaît-il ?')",-,0.0
"('#monsieur-jourdain', 'Écoutez.')",-,0.0
-,"('#le-choeur', ""À moi, Monsieur, à moi de grâce, à moi Monsieur, Un livre, s'il vous plaît, à votre serviteur."")",0.0
-,"('#homme-du-bel-air', 'Monsieur, distinguez nous parmi les gens qui crient, Quelques livres ici, les Dames vous en prient.')",0.0
-,"('#autre-homme-du-bel-air', ""Hola, Monsieur, Monsieur, ayez la charité  D'en jeter de nôtre côté."")",0.0
-,"('#femme-du-bel-air', ""Mon_Dieu ! Qu'aux personnes bien faites On sait peu rendre honeur céans ?"")",0.0
-,"('#autre-femme-du-bel-air', ""Ils n'ont des livres et des bancs Que pour Mesdames les Grisettes."")",0.0
-,"('#le-gascon', ""Aho ! L'homme aux libres, qu'on m'en baille, J'ai déjà le poumon usé, Bous boyez que chacun mé raille, Et je fuis escandalisé De boir és mains de la canaille Ce qui m'est par bous refusé."")",0.0
-,"('#autre-gascon', ""Eh, cadedis, Monseu, boyez qui l'on peut être, Un livret, je bous prie, au Baron Dasbarat ; Je pense, mordi, que le fat N'a pas l'honneur dé mé connaître."")",0.0
-,"('#le-suisse', ""Monsieur le donneur de papieir, Que veul dir sty façon de fifre ? Moi l'écorchair tout mon gozieir A crieir,  Sans que je pouvre afoir ein lifre: Pardi, mon foi, Monsieur, je pense sous l'être ifre. Le Donneur de livres fatigué par les quatre importuns, se retire en colère."")",0.0
-,"('#vieux-bourgeois-babillard', ""De tout ceci franc et net, Je suis mal satisfait, Et cela sans doute est laid. Que notre fille  Si bien faite et si gentille De tant d'amoureux l'objet, N'ait pas à son souhait Un livre de Ballet Pour lire le sujet Du divertissement qu'on fait, Et que toute notre famille Si proprement s'habille, Pour être placée au sommet De la Salle, où l'on met  Les gens de l'entriguet. De tout ceci franc et net Je suis mal satisfait, Et cela sans doute est laid."")",0.0
-,"('#vieille-bourgeois-babillarde', ""Il est vrai que c'est une honte, Le sang au visage me monte. Et ce jetteur de vers qui manquent au capital L'entends fort mal, C'est un brutal. Un vrai cheval, Franc animal, De faire si peu de Comte D'une fille qui fait l'ornement principal Du quartier du Palais-Royal, Et que ces jours passés un Comte Fut prendre la première au bal. Il l'entend mal, C'est un brutal, Un vrai cheval Franc animal."")",0.0
-,"('#hommes-du-bel-air #femmes-du-bel-air', ""Ah quel bruit !  Quel fracas ! Que cahos ! Quel mélange ! Quelle confusion ! Quelle cohue étrange ! Quel désordre !  Quel embarras ! On y sèche, L'on y tient pas."")",0.0
-,"('#le-gascon', 'Bentre, je fuis à bout.')",0.0
-,"('#autre-gascon', ""J'enrage, Dieu me damne."")",0.0
-,"('#le-suisse', 'Ah que lui faire foif dans sty fal de cians.')",0.0
-,"('#le-gascon', 'Je murs.')",0.0
-,"('#autre-gascon', 'Je perds la tramontane.')",0.0
-,"('#le-suisse', 'Mon foi, moi le foudrais être hors de dedans.')",0.0
-,"('#vieux-bourgeois-babillard', ""Allons, ma vie, Suivez mes pas, Je vous en prie,  Et ne me quittez pas ;  On fait de nous trop peu de cas,  Et je fuis las De ce tracas; Tout ce fatras, Cet embarras, Me pèse pas trop sur les bras ; S'il me prend jamais envie De retourner de ma vie À Ballet ni Comédie, Je veux bien qu'on m'estropie. Allons, ma mie, Suivez mes pas,\t Je vous en prie, Et ne me quittez pas, On fait de nous trop peu de cas."")",0.0
-,"('#vieille-bourgeois-babillarde', ""Allons, mon Mignon, mon fils, Regagnons notre logis, Et sortons de ce taudis Où l'on ne peut être assis ; Ils seront bien ébaubis? Quand ils nous verront partis / Trop de confusion règne dans cette salle, Et j'aimerais mieux être au milieu de la Halle : Si jamais je reviens à semblable régale, Je veux bien recevoir des soufflets plus de six. Allons, mon mignon, mon fils, Regagnons notre logis, Et sortons de ce taudis, Où l'on ne peut être assis. Le Donneur de livres revient avec les quatre imprimeurs qui l'ont suivi, ce qui oblige encore ceux qui sont placés dans les balcons de s'écrier."")",0.0
-,"('#tous-ensemble', ""À moi, Monsieur, à moi de grâce, à moi, Monsieur, Un livre, s'il vous plaît à votre serviteur."")",0.0
-,"('#polymnie', ""Élevez vos concerts Au dessus du chant ordinaire ; Songez que vous avez à plaire Au plus grand ROI de l'Univers. Le grand titre de Roi n'est que sa moindre gloire, Il est encor plus grand par les travaux guerriers ; Et sa propre valeur a cueilli les lauriers Dont il est couronné des mains de la Victoire. Suivez la noble ardeur  Qu'il vous inspire ; Tout ce qu'on voit dans son Empire Se doit sentir de sa grandeur. Melpomène qui préside à la tragédie et Euterpe qui a inventé l'Harmonie pastorale s'avancent sur deux nuages. Melpomène paraît au milieu de plusieurs trophées d'armes ; et Euterpe environnée de festons et de couronnes de fleurs. Elles sont précédées de deux symphonies opposées, dont l'une est très forte, et l'autre extrêmement douce, et qui forment une espèce de combat, tandis que les deux muses viennent se placer aux deux côtés de Polymnie pour la prier d'embellir les divertissements qu'elles veulent préparer."")",0.0
-,"('#melpomene', 'Joignez à mes chants magnifiques, La pompe de vos ornements.')",0.0
-,"('#euterpe', 'Joignez à mes concerts rustiques, Vos agréments Les plus charmants.')",0.0
-,"('#melpomene', ""Votre secours m'est nécessaire, Je cherche à divertir le plus Auguste Roi Qui méritât jamais de tenir sous sa loi Tout ce que le Soleil éclaire."")",0.0
-,"('#melpomene #euterpe', ""C'est à moi, c'est à moi, De prétendre à lui plaire,"")",0.0
-,"('#melpomene', ""C'est moi dont la voix éclatante A droit de célébrer les exploits les plus grands, Les nobles récits que je chante Sont les plus dignes jeux des fameux conquérants."")",0.0
-,"('#euterpe', ""C'est un doux amusement Que d'aimables chansonnettes ; Les douceurs n'en sont pas faites Pour les bergers seulement. Les tendres chansonnettes Que l'on chante à l'ombre des bois Sur les Musettes, Ne sont pas quelques fois Des jeux indignes des grands Rois."")",0.0
-,"('#polymnie', ""Il faut entre mes soeurs que mon soin se partage : Préparez tour à tour vos plus aimables jeux ; Pour vous accorder, je m'engage À vous seconder toutes deux."")",0.0
-,"('#euterpe', 'Commencez de répondre à mon impatience.')",0.0
-,"('#melpomene', ""Vos premiers soins sont dûs à ce que j'entreprends."")",0.0
-,"('#polymnie', ""Terminez tous vos différents. Souffrez qu'en sa faveur aujourd'hui je commence, Je réserve pour vous mes travaux les plus grands. Polymnie dit ces deux vers à Melpomène."")",0.0
-,"('#les-trois-muses', ""Que notre accord est doux ! Que tout ce qui nous fuit s'accorde comme nous."")",0.0
-,"('#les-trois-muses', 'Joignons nos soins et nos voix Pour plaire au plus grand des Rois.')",0.0
-,"('#choeurs', 'Joignons nos soins et nos voix Pour plaire au plus grand des Rois.')",0.0
-,"('#melpomene', 'Chantons la gloire de ses armes.')",0.0
-,"('#un-choeur', 'Chantons la gloire de ses armes.')",0.0
-,"('#euterpe', 'Chantons la douceur de ses lois.')",0.0
-,"('#un-choeur', 'Chantons la douceur de ses lois.')",0.0
-,"('#polymnie', 'Faisons tout retentir du bruit de ses exploits.')",0.0
-,"('#tous-les-choeurs', 'Chantons la gloire de ses armes.')",0.0
-,"('#melpomene', 'Formons des concerts pleins de charmes.')",0.0
-,"('#euterpe', ""Faisons entendre nos hautbois. Les hautbois et les musettes répondent et cependant les héros et les pâtres rentrent sur le théâtre avec les ouvriers qui apportent des ornements qu'ils ont faits pour servir la pièce qui va commencer, et autour desquels les héros et les pâtres dansent, tandis que le smuses et tous les choeurs continuent leurs chants. Ce qui forme un jeu concerté des Muses qui chantent dans leurs machines au milieu des nuages, de la troupe qui leur répond, placée dans les balcons, et des héros, pâtres, et ouvriers, qui dansent sur le théâtre."")",0.0
-,"('#tous-ensemble', 'Faisons tout retentir du bruit de ses exploits.')",0.0
-,"('#polymnie', 'Préparons des fêtes nouvelles')",0.0
-,"('#melpomene', 'Que nos chansons soient immortelles.')",0.0
-,"('#euterpe', 'Que nos airs soient doux et touchants.')",0.0
-,"('#tous-ensemble', 'Mêlons aux plus aimables chants Les danses les plus belles. Joignons nos soins et nos voix. Pour plaire au plus grand des rois.')",0.0
-,"('#tircis', ""Vous chantez sous ces feuillages,  Doux rossignols pleins d'amour, Et de nos tendres ramages, Vous réveillez tour à tour Les échos de ces boccages : Hélas ! Petits oiseaux, hélas ! Si vous aviez mes maux vous ne chanteriez pas."")",0.0
-,"('#licaste', 'Hé quoi, toujours languissant, sombre et triste ?')",0.0
-,"('#menandre', 'Hé quoi, toujours aux pleurs abandonné ?')",0.0
-,"('#tircis', 'Toujours adorant Caliste, Et toujours infortuné.')",0.0
-,"('#licaste', ""Dompte, dompte, Berger, l'ennui qui te possède."")",0.0
-,"('#tircis', 'Et le moyen, hélas !')",0.0
-,"('#menandre', 'Fais, Fais-toi quelque effort.')",0.0
-,"('#tircis', 'Eh le moyen, hélas ! Quand le mal est si fort ?')",0.0
-,"('#licaste', 'Ce mal trouvera son remède.')",0.0
-,"('#tircis', ""Je ne guérirai qu'à ma mort."")",0.0
-,"('#licastre #menandre', 'Ah, Tircis !')",0.0
-,"('#tircis', 'Ah, Bergers !')",0.0
-,"('#caliste #menandre', ""Prends sur toi plus d'empire."")",0.0
-,"('#tircis', 'Rien ne me peut plus secourir;')",0.0
-,"('#caliste #menandre', ""C'est trop, c'est trop céder."")",0.0
-,"('#tircis', ""C'est trop, c'est trop souffrir."")",0.0
-,"('#caliste #menandre', 'Quelle faiblesse !')",0.0
-,"('#tircis', 'Quel martyre !')",0.0
-,"('#caliste #menandre', 'Il faut prendre courage.')",0.0
-,"('#tircis', 'Il faut plutôt mourir')",0.0
-,"('#licaste', ""Il n'est point de bergère Si froide et si sévère, Dont la pressante ardeur D'un coeur qui persévère, Ne vainque la froideur. Il est dans les affaires Des amoureux mystères, Certains petits moments Qui changent les plus fières, Et font d'heureux amants."")",0.0
-,"('#tircis', ""Je le vois, la cruelle, Qui porte ici ses pas, Gardons d'être vu d'elle, L'ingrate, hélas! N'y viendrait pas."")",0.0
-,"('#climene', ""Viens dans notre village : Voici le jour Qu'on doit célébrer la fête de L'Amour, Que cherches-tu dans ce boccage ?"")",0.0
-,"('#caliste', ""Je cherche le repos, le silence, et l'ombrage."")",0.0
-,"('#climene', ""Tu devrais bien plutôt songer À t'engager. Eh Que peut faire  Une bergère  Sans un berger ?"")",0.0
-,"('#caliste', ""Ton malheur doit me rendre sage : Tu n'as choisi qu'un inconstant."")",0.0
-,"('#climene', ""Si mon berger devient volage, Il m'est permis d'en faire autant. On goûte la douceur d'une amour éternelle, Quand on fait l'heureux choix d'un fidèle berger, Et quand on aime un infidèle, L'on a le plaisir de changer. Quoi ! L'amour de Tircis ne t'a point attendrie ? Lorsqu'on en veut parler, tu n'écoutes jamais ? Ne rêve plus où je m'en vais."")",0.0
-,"('#caliste', 'Laisse-moi dans la rêverie. Ah ! Que sous ce feuillage épais Il est doux de rêver en paix !')",0.0
-,"('#climene', ""Je n'entre point dans un mystère Que tu veux réserver : Mais un coeur sans affaire Ne donne point tant à rêver."")",0.0
-,"('#caliste', ""Ah ! Que sur notre coeur La sévère loi de l'honneur Prend un cruel empire ! Je ne fais voir que rigueurs pour Tircis, Et cependant sensible à ses cuisants soucis. De sa langueur en secret je soupire, Et voudrais bien soulager son martyre ; C'est à vous seuls que je le dis, Arbres, n'allez pas le redire. Puisque le Ciel a voulu nous former Avec un coeur qu'Amour peut enflammer, Quelle rigueur impitoyable Contre des traits si doux nous force à nous armer ? Et pourquoi sans être blâmable Ne peut-on pas aimer Ce que l'on trouve aimable ? Hélas ! Petits oiseaux, que vous êtes heureux De ne sentir nulle contrainte, Et de pouvoir suivre sans crainte Les doux emportements de vos coeurs amoureux ! Mais le sommeil sur ma paupière Verse de ses pavots l'agréable fraîcheur, Donnons-nous à lui toute entière, Nous n'ayons point de loi sévère Qui défende à nos sens d'en goûter la douceur. La bergère Caliste s'endort sur un gazon."")",0.0
-,"('#tircis', 'Vers ma belle ennemie Portons sans bruit nos pas, Et nous réveillons pas Sa rigueur endormie.')",0.0
-,"('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.0
-,"('#tircis', ""Silence, petits oiseaux, Vents n'agitez nulle chose . Coulez doucement ruisseaux, C'est Caliste qui repose."")",0.0
-,"('#menandre #licaste #tircis', 'Dormez, Dormez beaux yeux adorables vainqueurs, Et goûtez le repos que vous vous ôtez aux coeurs.')",0.0
-,"('#caliste', 'Ah ! Quelle peine extrême ! Suivre partout mes pas ?')",0.0
-,"('#tircis', ""Que vouslez-vous qu'on suive, hélas! Que ce qu'on aime."")",0.0
