dufresny-depart-des-comediens,regnard-coquette,Score
-,"('#nigaudin', ""Mademoiselle, quand il s'agira de venir vous offrir ses hommages, on n'obtiendra point de défaut contre moi : en cas de rendez-vous auprès des dames, je ne me laisse jamais contumacer, et je me rends bien vite à l'ajournement personnel. "")",0.0
-,"('#colombine', ""Ah, monsieur !  Que vous dites les choses galamment !  Vous avez un tour aisé et naturel dans les expressions, que les autres n'ont point ; et il semble toujours que vous demandiez le coeur, quelque indifférente chose que vous puissiez dire. "")",0.0
-,"('#nigaudin', ""Moi, mademoiselle ! Je ne vous demande rien ; vous me prenez donc pour un escroc ?  Il est vrai que nous autres gens de robe, la plupart, nous avons la belle élocution à commandement.  Tout franc, mademoiselle, les gens d'épée n'ont point le boute-dehors comme nous. "")",0.0
-,"('#colombine', ""Fi !  Ne me parlez point des gens d'épée ; ils n'auraient jamais rien à vous dire, s'ils ne vous étourdissaient de leurs bonnes fortunes, et s'ils ne vous faisaient le calcul du nombre des bouteilles qu'ils ont vidées.  Pour moi, je ne conçois pas bien la manie de la plupart des femmes d'aujourd'hui ; on ne saurait leur plaire, si l'on ne revient de Flandre ou d'Allemagne, et si l'on ne rapporte à leurs pieds un coeur tout persillé de poudre à canon. "")",0.0
-,"('#nigaudin', ""Ma foi, il y a bien de l'entêtement ; car, entre nous, il n'y a point de gens qui tiennent une procédure si irrégulière auprès des dames que les gens de guerre : ils sont brusques et entreprenants sur le fait des faveurs, et n'observent jamais les délais fixés par l'ordonnance de l'amour. "")",0.0
-,"('#colombine', ""Il est vrai qu'on n'est point en sûreté contre leurs entreprises ; et quand ils sont chez les dames, ils s'imaginent être dans un quartier d'hiver à vivre à discrétion. "")",0.0
-,"('#nigaudin', ""À propos de quartier d'hiver, mademoiselle, il me semble qu'ils sont venus cette année quinze jours plus tôt pour moi. "")",0.0
-,"('#colombine', 'Pourquoi donc, monsieur ? ')",0.0
-,"('#nigaudin', ""J'avais hypothèque spéciale sur votre coeur, sans ce visage d'épetier qui est arrivé, et qui se prétend privilégié sur la chose : mais, ventrebleu !  Nous verrons. "")",0.0
-,"('#colombine', 'Eh !  Que craint-on, monsieur, quand on est fait comme vous ? ')",0.0
-,"('#nigaudin', ""Il est vrai qu'un juge craint fort peu de chose ; mais la plupart de ces gens de guerre sont des brutaux qui usent d'abord des voies de fait.  Nous autres, nous faisons notre affaire en douceur, et nous n'aimons pas le fracas de la brette. "")",0.0
-,"('#colombine', ""Vous avez assez d'autres endroits pour vous faire distinguer. "")",0.0
-,"('#nigaudin', ""Ce n'est pas, ventrebleu !  Qu'on n'ait du coeur. Je voudrais que vous me vissiez aux buvettes : je fais tout trembler ; et si tous mes confrères les praticiens me ressemblaient, il ne se recevrait pas le quart des nasardes qui se donnent tous les jours. "")",0.0
-,"('#colombine', ""Je gagerais, à votre air, que vous opinez l'épée à la main ?  Et je vous prendrais quelquefois pour un colonel de robe. "")",0.0
-,"('#nigaudin', ""Vous trouvez donc mon habit joli ?  C'est un petit déshabillé de chasse que je me suis fait faire pour la cour.  N'est-il pas vrai que l'épée me sied bien ? "")",0.0
-,"('#colombine', 'À charmer. ')",0.0
-,"('#nigaudin', ""Je sens quelquefois des convulsions de bravoure que je ne saurais retenir. J'étais né pour la guerre : mais mon père, voyant que j'avais trop d'esprit pour ce métier-là, me mit dans notre présidial de Beauvais, et m'acheta une charge d'assesseur.  Il tousse. "")",0.0
-,"('#colombine', ""Ah, monsieur l'assesseur !  Si vous débrouillez aussi bien un procès que vous savez vous faire jour dans un coeur, que vous êtes un juge éclairé !"")",0.0
-,"('#nigaudin', ""Tout franc, mademoiselle, je ne me plains pas de mes lumières, et je vous avoue que j'ai une pénétration d'esprit qui me surprend quelquefois.  Je jugeai dernièrement un gros procès à l'audience, dont je n'avais pas entendu un mot. "")",0.0
-,"('#colombine', 'Pas un mot !  Et comment avez-vous pu rendre la justice ? ')",0.0
-,"('#nigaudin', ""Bon !  Dans tous les procès, il n'y a qu'une routine.  L'une des parties m'avait envoyé un carrosse de cent pistoles, et l'autre deux chevaux gris de six cents écus ; vous jugez bien qui avait le bon droit ? "")",0.0
-,"('#colombine', 'Oh !  Je sais que deux chevaux gris mènent un procès bien rondement. ')",0.0
-,"('#nigaudin', 'Ma foi, vous avez raison ; les chevaux entraînèrent le carrosse.')",0.0
-,"('#le-capitaine', 'Parbleu !  Mon ami, je crois que tu ne me connais pas. ')",0.0
-,"('#colombine', 'Ah, monsieur !  Vous êtes perdu si cet homme-là vous trouve ici. ')",0.0
-,"('#nigaudin', 'Comment donc ? ')",0.0
-,"('#colombine', ""C'est un officier qui est jaloux à la fureur ; il a déjà tué cinq ou six hommes pour n'avoir fait que me regarder. "")",0.0
-,"('#nigaudin', 'Cinq ou six hommes !  Voilà qui est bien brutal.  Holà !  Hé, laquais. Il se déshabille, et met son rabat. ')",0.0
-,"('#colombine', 'Hé, que faites-vous, monsieur ?  À quoi vous amusez-vous là ? ')",0.0
-,"('#nigaudin', ""Je sais bien ce que je fais.  Il faudra qu'il soit bien lâche, s'il me bat sans épée.  Pour plus grande sûreté, vite, qu'on me donne ma robe. "")",0.0
-,"('#colombine', 'Votre robe !  Et où est-elle ? ')",0.0
-,"('#nigaudin', 'Je ne vais jamais sans cela : on ne sait pas ce qui peut arriver. ')",0.0
-,"('#colombine', ""Ah, monsieur !  Ne vous y fiez pas ; vous auriez toutes les robes du Palais sur le corps, qu'il... "")",0.0
-,"('#le-capitaine', 'Par la mort !  Par la tête !  Si tu ne me laisses entrer, je mettrai le feu à la maison. ')",0.0
-,"('#colombine', 'Que je suis malheureuse !  Le voilà qui entre. Tenez, cachez-vous vite sous cette table-là, et ne remuez pas. ')",0.0
-,"('#nigaudin', 'Ah !  Ma maudite toux me va trahir. ')",0.0
-,"('#le-capitaine', ""Comment !  Mordi, mademoiselle : il est plus difficile d'entrer chez vous que de prendre trois demi-lunes l'épée à la main.  Si vous ne changez de portier, ma foi, il faudra rompre tout commerce avec vous.  Malepeste !  Une cravate de Malines qui n'est plus propre qu'à faire de la charpie !  Voilà qui est fait, je ne rends plus de visites qu'à des portes bâtardes. "")",0.0
-,"('#colombine', ""Monsieur, je suis bien fâchée de l'accident de votre cravate : mais... "")",0.0
-,"('#le-capitaine', ""Mais, mademoiselle, on est bien aise de conserver le peu qu'on a de linge.  Je suis revenu trente fois de l'assaut en meilleur équipage.  Il est vrai qu'une jolie personne comme vous est un redoutable ouvrage à cornes. Hem, plaît-il ?  Il râpe du tabac ; Nigaudin tousse. "")",0.0
-,"('#colombine', ""Ce n'est rien, monsieur...  Que voilà un habit bien entendu !"")",0.0
-,"('#le-capitaine', ""Je ne suis pas mal fait, oui ; je dois ma taille à une douzaine de bouteilles de vin que je bois réglément par jour : un grand ventre sied bien à la tête d'un bataillon. Ouais !  Qu'est-ce donc que j'entends ?  Nigaudin tousse. "")",0.0
-,"('#colombine', ""Ce n'est rien, vous dis-je.  Voilà vos inquiétudes qui vous prennent ; vous voudriez déjà être hors d'ici, et vous ne songez pas qu'il y a un siècle qu'on ne vous a vu. "")",0.0
-,"('#le-capitaine', ""J'y viendrais plus souvent : mais tout le genre humain y aborde.  Voyez-vous, mademoiselle, je suis le gentilhomme de France du meilleur commerce ; mais, ventrebleu !  Je ne m'accommode point de vos neutralités. "")",0.0
-,"('#colombine', ""Mon_Dieu !  Monsieur, je ménage tout le monde pour des raisons particulières ; mais je sais donner la préférence à qui le mérite.  Je me distingue en voyant des gens de cour ; les officiers me font plaisir ; je trouve des ressources avec les financiers : et pour peu qu'on aime les bagatelles, c'est le moins qu'on puisse avoir que deux ou trois petits abbés dans une maison. "")",0.0
-,"('#le-capitaine', ""Pour les abbés, passe : on sait bien que cette graine-là est nécessaire aux femmes : mais j'enrage de voir à vos trousses un tas de gens de robe, qui sont pour la plupart des croquants, à qui l'esprit n'a été donné que comme le sel aux jambons pour les conserver. "")",0.0
-,"('#colombine', ""Bon ! L'été les femmes les souffrent faute d'officiers : mais ce sont des oiseaux de semestre qui disparaissent avec les hirondelles.  Et puis les affaires viennent sans qu'on y pense ; on a tous les jours, malgré soi, des procès ; et vous savez qu'auprès d'un juge sensible, l'enjouement d'une jolie femme est toujours la meilleure pièce d'un sac. "")",0.0
-,"('#le-capitaine', ""Vous voyez entre autres un certain... Trigaudin... Nigaudin ; un petit friquet de chicane.  Par la ventrebleu !  Si jamais je l'y rencontre ; je n'aime pas le bruit, mais assurément je lui couperai les oreilles. Nigaudin tousse, et Colombine tousse aussi, de peur que le Capitaine ne l'entende. "")",0.0
-,"('#colombine', ""Hé !  Fi, monsieur, ne m'en parlez point ; je ne le saurais souffrir : c'est une éponge à sottises. Elle tousse. "")",0.0
-,"('#le-capitaine', ""Qu'avez-vous donc, mademoiselle ?  Vous me paraissez bien enrhumée. "")",0.0
-,"('#colombine', ""Ce n'est rien, monsieur ; on ne peut pas toujours se porter si bien que vous.  Mon_Dieu !  Que vous avez bon visage ! "")",0.0
-,"('#le-capitaine', ""Je le crois, ma foi, qu'il est hon ; il y a plus de trente ans que je m'en sers jour et nuit ; je ne suis pas comme ces femmes qui le mettent le soir sur leur toilette."")",0.0
-,"('#le-sergent', 'Mon capitaine, ne voulez-vous pas arrêter les parties de ce marchand a fourni les justaucorps de la compagnie ? ')",0.0
-,"('#colombine', ""C'est-à-dire, monsieur le capitaine, que vous ne manquez pas de moyens pour trouver de l'argent. "")",0.0
-,"('#le-capitaine', ""Je veux être un infâme, si j'ai le premier sou pour faire ma compagnie : ce qui me console, c'est que je dois beaucoup.  Allons, tirez.  Allons, tirez.  Pour une demoiselle, il me semble que vous avez là un vilain mâtin sous votre table.  Il écrit, et sent quelque chose sous la table. "")",0.0
-,"('#colombine', 'Vous rêvez, je crois, avec vos mâtins. ')",0.0
-,"('#le-capitaine', ""Brin-d'amour ?"")",0.0
-,"('#le-sergent', 'Mon capitaine. ')",0.0
-,"('#le-capitaine', 'Chassez-moi ce chien de dessous cette table. ')",0.0
-,"('#le-sergent', 'Allons, tirez ; à la paille.  Nigaudin sort.')",0.0
-,"('#le-capitaine', ""Oh, oh !  Mon petit ami, et que faites-vous donc ici, s'il vous plaît ? "")",0.0
-,"('#nigaudin', 'La Violette, laquais, prenez ma robe. ')",0.0
-,"('#le-capitaine', 'Mon petit ami, si vous ne dénichez au plus vite, je vous ferai amoureusement descendre par la fenêtre. ')",0.0
-,"('#colombine', ""Monsieur le capitaine, vous êtes un extravagant de vous emporter sans raison.  N'ai-je pas fait mon devoir de faire cacher monsieur pour vous épargner du chagrin ?  Tant pis pour vous, si vous allez chercher où vous n'avez que faire. Et vous, monsieur, de quoi vous avisez-vous de faire du bruit mal à propos ?  Il n'y a qu'un homme de robe et officier d'un présidial capable de tousser quand on le cache sous une table.  Puisque vous avez fait la sottise, démêlez la fusée comme il vous plaira.  À Nigaudin.  Elle sort. "")",0.0
-,"('#nigaudin', ""Adieu, monsieur ; nous ne serons pas toujours seul à seul ; et s'il vous tombe jamais quelque décret sur le corps, je vous apprendrai ce que c'est que de scandaliser un juge chez des femmes."")",0.0
-,"('#le-capitaine', 'Va, va, petit regrattier de la justice, je me moque de toi et de tes décrets ; je suis en garnison dans une bonne citadelle. ')",0.0
-,"('#nigaudin', ""On ne traite pas comme cela un conseiller assesseur, et je m'en plaindrai à votre citadelle.  Ils sortent l'un d'un côté et l'autre de l'autre. "")",0.0
-,"('#pierrot', ""Monsieur, je viens de chez votre notaire ; il vous prie bien fort de l'excuser ; il ne saurait venir aujourd'hui. "")",0.0
-,"('#trafiquet', ""Il faut prendre patience, pourvu qu'il vienne demain. "")",0.0
-,"('#pierrot', ""Ni demain non plus : il lui est survenu une petite affaire ; je ne crois pas qu'il puisse venir si tôt. "")",0.0
-,"('#trafiquet', 'Et quelle est donc cette affaire ? ')",0.0
-,"('#pierrot', ""C'est, monsieur, qu'il est mort. "")",0.0
-,"('#trafiquet', ""Il est mort !  Tu as raison ; je ne crois pas qu'il revienne de longtemps. C'est bien dommage ; c'était le seul honnête homme de notaire que j'aie encore trouvé.  Hé !  Dis-moi, as-tu des nouvelles de notre homme ? "")",0.0
-,"('#pierrot', ""Ho !  Oui, monsieur ; pour celui-là, on m'a dit qu'il était arrivé par le poulailler du Maine, et qu'il demeurait tout rasibus de chez nous. "")",0.0
-,"('#trafiquet', ""Le ciel en soit loué !  Je me déferai peut-être à la fin de ma fille, et je ne verrai plus dans ma maison des animaux de toute sorte d'espèces, et particulièrement cette assemblée de femmes, ou plutôt cette académie de folles qui s'y tenait. "")",0.0
-,"('#pierrot', ""Tout franc, monsieur, je commençais à être bien las de toutes ces visageresses, et j'étais résolu de prendre mon congé ou de vous donner le vôtre.  Mais, monsieur, je voudrais bien vous lâcher un petit mot, tandis que je sommes sur la chose du mariage. "")",0.0
-,"('#trafiquet', 'Parle, Pierrot ; que me veux-tu ? ')",0.0
-,"('#pierrot', 'Monsieur, regardez-moi bien ; tel que vous me voyez, je me vais marier. ')",0.0
-,"('#trafiquet', 'Toi, te marier !  Es-tu fou ? ')",0.0
-,"('#pierrot', ""Ce qui me console ; monsieur, c'est que celle que j'épouse est aussi folle que moi. "")",0.0
-,"('#trafiquet', 'Et qui est donc cette malheureuse-là ? ')",0.0
-,"('#pierrot', ""Oh !  Monsieur, vous la connaissez bien ; c'est... mademoiselle votre fille. "")",0.0
-,"('#trafiquet', 'Ma fille ?  Ma fille Colombine ? ')",0.0
-,"('#pierrot', ""Vraiment, monsieur, cela est tout prêt ; on n'attend plus que votre consentement et le sien. "")",0.0
-,"('#trafiquet', ""Je ne sais, maraud, à quoi il tient que je ne t'assomme de coups. "")",0.0
-,"('#pierrot', ""Mais, monsieur, il ne faut pas se fâcher ; cela n'est pas si inégal.  Je suis un garçon, une fois, et elle est une fille ; et puis, monsieur, je ne sais ce que c'est que de faire le blêche : vous me donnez quinze écus par an ; j'aime mieux n'en gagner que dix et être votre gendre.  Voilà comme je parle, moi. "")",0.0
-,"('#trafiquet', 'Et moi, voilà comme je réponds. ')",0.0
-,"('#pierrot', ""Eh !  Fi donc, monsieur ; est-ce comme ça qu'on parle de mariage ?"")",0.0
-,"('#pierrot', ""Tenez, voilà votre diable de bailli ; est-ce qu'il est mieux fait que moi ? "")",0.0
-,"('#arlequin', ""Je crois, monsieur, que vous avez plus d'impatience de me faire votre gendre, que je n'en ai de vous voir mon beau-père.  Vous avez une fille : ergo vous êtes pourvu d'une drogue dont vous voudriez être défait ; car une fille, c'est une fleur qui se fane, si elle n'est cueillie dans sa saison ; c'est un quartaut de vin de Champagne qui jaunit, s'il n'est bu dans sa primeur. "")",0.0
-,"('#pierrot', ""Monsieur du quartaut, vous n'en aurez peut-être que la baissière. "")",0.0
-,"('#trafiquet', ""J'espère, monsieur, que vous ne vous repentirez pas de l'affaire que vous faites ; car je puis vous assurer que je vous livre une fille toute neuve, et qui vous fera dans la suite un très bon usé. "")",0.0
-,"('#arlequin', ""Ah !  Cette marchandise-là ne dure toujours que trop.  Vous pouvez aussi vous vanter que vous serez le beau-père de France le mieux engendré.  Je n'ai aucune mauvaise qualité ; je hais le vin à la mort ; j'ai une aversion incroyable pour le jeu, et je suis fort aisé à vivre : je ne crois pas avoir assommé plus de vingt paysans ; et si, ce n'était que pour des bagatelles, quelques rentes seigneuriales.  Il tire son mouchoir, et laisse voir dans sa poche un pistolet et une bouteille ; il fait tomber des dés et des cartes. "")",0.0
-,"('#trafiquet', ""Voilà cet homme si doux, qui ne joue et qui ne boit pas ! Vous dites donc, monsieur, que ma fille sera doucement avec vous ; et qu'est-ce que c'est que cela, s'il vous plaît ?  Haut.  Il montre le pistolet."")",0.0
-,"('#arlequin', ""Je porte toujours cela sur moi, car je n'aime pas à être contredit. "")",0.0
-,"('#trafiquet', ""Vous m'assurez que sa dot ne court point de risque entre vos mains, et que vous ne jouez point ? Il montre les cartes qui sont à terre."")",0.0
-,"('#arlequin', ""Fi, monsieur !  Il n'y a que des fripons qui s'amusent à ce métier-là.  Je porte quelquefois des cartes et des dés par complaisance ; mais je ne m'en sers qu'en compagnie, et je vous assure que si j'étais seul je ne jouerais jamais. "")",0.0
-,"('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il n'y a que les mauvaises compagnies qui gâtent la jeunesse. "")",0.0
-,"('#trafiquet', ""Pour du vin, vous n'en buvez pas ? "")",0.0
-,"('#arlequin', 'La crapule me fait horreur.  Est-ce que les honnêtes gens boivent du vin ? ')",0.0
-,"('#trafiquet', ""Je vois pourtant là quelque chose qui a assez la physionomie d'une bouteille. "")",0.0
-,"('#pierrot', 'Bon !  Monsieur, vous avez la berlue. ')",0.0
-,"('#arlequin', ""Oui, parbleu !  Il l'a ; ce n'est que de l'eau-de-vie que je porte à une femme de qualité qui est en couche. "")",0.0
-,"('#trafiquet', ""Allons, allons, il faut passer par là-dessus : on ne fera pas un homme exprès pour moi.  Apparemment vous n'épouserez pas ma fille sans la voir ?  Pierrot, dis à Colombine qu'elle vienne saluer monsieur. "")",0.0
-,"('#pierrot', ""Elle n'est pas ici. "")",0.0
-,"('#trafiquet', ""Elle n'est pas ici ? "")",0.0
-,"('#pierrot', ""Non, monsieur ; j'ai vu un chevalier avec un abbé qui sont venus pour l'emprunter jusqu'à sept heures. "")",0.0
-,"('#arlequin', ""L'emprunter !  Comment donc !  Est-ce là cette fille si neuve ?  Si on me l'emprunte comme cela quand elle sera ma femme, elle ne durera pas si longtemps que je pensais.  Mon garçon, la fille de monsieur se prête donc quelquefois de main en main quand on la demande ? "")",0.0
-,"('#pierrot', ""Oui, monsieur, tous les jours ; il y a tout plein d'honnête monde qui la vient prendre pour la divertir. "")",0.0
-,"('#arlequin', ""Oui, monsieur du beau-père !  En tout cas, si dans six mois ou un an je ne m'accommodais pas de votre fille, en perdant quelque chose dessus, vous la reprendriez. "")",0.0
-,"('#trafiquet', ""Il n'y a rien à perdre sur cette fille-là ; vous en trouverez toujours votre argent. "")",0.0
-,"('#pierrot', ""On ne parle point du loup qu'on n'en voie la queue.  Tenez, la voilà.  Ne vous avais-je pas bien dit qu'elle viendrait souper avec vous ?  Il n'y a point de fille à Paris si bien morigénée ; elle ne couche jamais en ville. "")",0.0
-,"('#trafiquet', 'Ma fille, voilà le bailli en question : tu ne voudras peut-être pas lui ouvrir ton coeur en ma présence ?  Monsieur, je ne vous rends pas un méchant office de vous laisser seul avec votre maîtresse.  Il sort avec Pierrot.  Pierrot fait des mines en quittant Colombine. ')",0.0
-,"('#arlequin', ""Ne vous étonnez pas, mademoiselle, si vous me voyez reculer trois pas au frontispice de vos charmes : vous avez des yeux capables d'embraser tout le bailliage de mon coeur ; et depuis qu'on porte des bouches, on n'a jamais bouchonné un bouchon si bouchonnable. "")",0.0
-,"('#colombine', ""Je suis confuse de vos civilités, monsieur ; et il faudrait avoir plus d'esprit que je n'en ai pour répondre à un compliment aussi bien tourné. "")",0.0
-,"('#arlequin', ""Il est vrai que pour des compliments, il n'y a personne dans notre province qui ose me prêter le collet.  J'ai harangué une fois notre intendant pendant deux heures, avec tant d'éloquence, qu'il s'endormit tout debout, et ne s'éveilla qu'une heure après que j'eus fini. "")",0.0
-,"('#colombine', ""De pareils efforts d'esprit sont bons pour la province ; mais à Paris on aime à parler terre à terre."")",0.0
-,"('#arlequin', ""Bon !  A-t-on de l'esprit à Paris ?  Sitôt qu'il y a un fat dans un pays, on l'y envoie ; c'est le rendez-vous de tous les sots de la France ; et, de tous les Parisiens, je ne vois que les Normands et les Manceaux qui aient un peu de brillant. "")",0.0
-,"('#colombine', ""À vous entendre parler, vous ne paraissez pas content des cavaliers de ce pays-ci ; et les dames, qu'en dites-vous ? "")",0.0
-,"('#arlequin', ""La la ; elles sont d'assez bonne amitié : j'en ai trouvé quelques unes de jolies en mon chemin ; mais, tout franc, je n'en ai point encore vu une de votre calibre. "")",0.0
-,"('#colombine', ""Il faut pourtant tomber d'accord qu'elles ont un tour d'esprit et des manières de se mettre que les femmes de province n'ont pas. "")",0.0
-,"('#arlequin', ""Oui-da, oui-da, je trouve qu'elles se coiffent raisonnablement haut, et je crois que leurs maris ne sont guère coiffés plus bas, "")",0.0
-,"('#colombine', ""Où passe-t-on le temps avec plus d'économie ?  Aujourd'hui à l'Opéra, demain à la Comédie, un autre jour au bal ; on entrelace cela de parties de jeu et de promenades.  Vous voyez bien qu'il n'y a point de lieu où une femme soit si façonnière. "")",0.0
-,"('#arlequin', 'Pour moi, je trouve cela le plus joli du monde ; mais que disent les maris à Paris ? ')",0.0
-,"('#colombine', ""Les maris disent ce qu'ils veulent, et les femmes font ce qui leur plaît ; c'est la mode du pays. "")",0.0
-,"('#arlequin', ""Les femmes feront durer cette mode-là le plus qu'elles pourront.  Et, s'il vous plaît, quand une femme revient du bal à cinq heures du matin avec un cavalier, qu'elle éveille toute la maison, que disent les maris à Paris ? "")",0.0
-,"('#colombine', 'Ils ne disent rien ; dès que la femme est rentrée, ils se rendorment. ')",0.0
-,"('#arlequin', ""Un homme qui a le sommeil si bien en main n'a pas besoin d'être bercé.  Mais, je vous prie, lorsqu'une femme vend ses pierreries pour faire l'équipage de quelque galant homme qui va à l'armée, que disent les maris à Paris ? "")",0.0
-,"('#colombine', 'Oh !  Les Parisiens sont trop bons serviteurs du Roi pour trouver cela mauvais. ')",0.0
-,"('#arlequin', ""Je ne m'en dédis point, voila de bonnes gens que ces Parisiens-là.  Vaille que vaille, puisque j'ai fait les frais du voyage, je vous épouserai ; mais à condition que, dès le lendemain de la noce, vous vous mettrez dans la carriole du Mans pour venir régenter les chapons de ma basse-cour : l'air de Paris donne trop de maux de tête. "")",0.0
-,"('#colombine', ""Quelque loi que vous m'imposiez, elle me paraîtra toujours douce, pourvu que je sois sûre de passer avec vous le reste de mes jours : vous me tenez lieu de tout ; et du moment que je vous ai vu, j'ai senti pour vous...  Ah !  Ne m'obligez pas de m'expliquer ; j'en dirais peut-être plus que je ne veux. "")",0.0
-,"('#arlequin', ""Les filles de ce pays-ci sont faites avec des étoupes ; il ne faut qu'une étincelle... "")",0.0
-,"('#colombine', ""J'ai une grâce à vous demander : les filles, comme vous savez, ont beaucoup d'ambition sur le fait du mariage ; j'ai eu toute ma vie une noble horreur pour les baillis du Maine ; ne pourriez-vous point changer de charge, et vous faire homme de qualité ? "")",0.0
-,"('#arlequin', ""Très volontiers ; rien n'est plus aisé : aussi bien je suis en pourparler avec un marquis de nos cantons qui s'en va à l'armée ; et, comme il a besoin d'argent, il veut me vendre sa charge de marquis avec sa pratique. "")",0.0
-,"('#colombine', ""Oh, monsieur !  Que cela me fera de plaisir !  Mais, en achetant une charge de marquis, n'oubliez pas, s'il vous plaît, de vous faire donner les airs déhanchés de ces messieurs-là. "")",0.0
-,"('#arlequin', ""Oh !  Je n'en ai que faire : quand on a été toute sa vie élevé dans le Bas-Maine, les airs de cour ne sont que trop familiers.  Adieu, ma belle enfant ; touchez là : dans une heure au plus tard je vous fais marquise ou baillivesse ; vous choisirez."")",0.0
-,"('#colombine', ""La sotte pécore qu'un homme qui a le mariage en tête !  Une fille un peu savante sur l'article le manie comme un chamois.  Voyez, je vous prie, cet idiot de bailli qui va se faire marquis.  Pour m'essayer, le premier marquis qui me tombera sous la patte, j'en ferai un procureur fiscal. Scènes italiennes. "")",0.0
-,"('#trafiquet', ""Je vous prie, mademoiselle ma fille, de ne point m'échauffer les oreilles ; je sais ce qu'il vous faut, et c'est à vous d'obéir quand je vous ai choisi un mari, entendez-vous ? "")",0.0
-,"('#colombine', ""Comme je suis une partie des plus intéressées dans l'affaire, je crois, mon père, que mon choix est du moins aussi nécessaire que le vôtre ; et je vous dirai franchement que cet homme-là n'est point fait pour moi. "")",0.0
-,"('#trafiquet', ""N'est point fait pour vous !  J'en suis d'avis ; il faut vous l'essayer.  Mais voyez, je vous prie, comme cela fait la raisonneuse !"")",0.0
-,"('#colombine', ""Je vous dis encore une fois, mon père, laissez-moi mener cette affaire-là.  Vous êtes plus vieux que moi, j'en conviens ; mais je me connais mieux en maris que vous. "")",0.0
-,"('#trafiquet', ""Et que trouvez-vous, s'il vous plaît, à redire au mari que je vous propose ? "")",0.0
-,"('#colombine', ""Bon !  C'est un homme qui se présente de front au mariage, et ne sait pas ce que c'est qu'un préliminaire d'amour. "")",0.0
-,"('#trafiquet', ""Hé !  De par tous les diables !  Comment veux-tu donc qu'il se présente ?  Tant mieux, s'il entre tout de suite en matière ; en fait de mariage, je n'aime point à voir préluder. "")",0.0
-,"('#colombine', 'Quoi !  Mon père, vous voudriez... ')",0.0
-,"('#trafiquet', 'Oui, je le veux. ')",0.0
-,"('#colombine', ""Vous prétendez qu'un homme que je n'ai jamais vu... "")",0.0
-,"('#trafiquet', 'Oui, je le prétends. ')",0.0
-,"('#colombine', ""J'ai trop de raison pour... "")",0.0
-,"('#trafiquet', ""Si tu as de la raison tu dois m'obéir, et prendre le parti qui se présente."")",0.0
-,"('#colombine', 'Le parti qui se présente ? ')",0.0
-,"('#trafiquet', 'Oui, le parti qui se présente. ')",0.0
-,"('#colombine', 'Assurément ? ')",0.0
-,"('#trafiquet', ""Oui, s'il vous plaît ; il ne faut point tant faire de gestes et de grimaces : est-ce qu'il lui manque quelque chose ? "")",0.0
-,"('#colombine', 'Je ne dis pas cela. ')",0.0
-,"('#trafiquet', 'Est-il tortu ou bossu ? ')",0.0
-,"('#colombine', 'Je trouve sa taille dégagée et engageante. ')",0.0
-,"('#trafiquet', ""Est-ce qu'il n'a point d'esprit ?  Va, va, ce n'est pas le plus nécessaire en ménage. "")",0.0
-,"('#colombine', 'Son esprit me charme, et je connais peu de gens qui en aient plus que lui. ')",0.0
-,"('#trafiquet', ""Et pourquoi donc n'en veux-tu point ? "")",0.0
-,"('#colombine', ""Moi, je n'en veux pas !  Il faudrait, mon père, que je fusse bien aveugle ou bien insensible pour, refuser un tel parti. "")",0.0
-,"('#trafiquet', ""Oh !  Que ne parles-tu donc ?  J'allais me mettre en colère.  Voyez, je vous prie, quand on ne s'entend pas.  Viens, ma fille, que je t'embrasse. "")",0.0
-,"('#colombine', 'Que cet embrassement me fait de plaisir ! Colombine, en embrassant Trafiquet, donne sa main à baiser à Octave.')",0.0
-,"('#trafiquet', ""Tu réponds dignement aux soins que j'ai pris de ton éducation. "")",0.0
-,"('#colombine', ""J'aimerais mieux mourir, mon père, que de vous désobliger. "")",0.0
-,"('#trafiquet', 'Tu me promets donc de ne plus songer à cet étourdi ? ')",0.0
-,"('#colombine', ""Je ne le verrai de ma vie ; c'est un homme que je ne puis souffrir. "")",0.0
-,"('#trafiquet', ""Et moi, pour reconnaître ton obéissance, je te promets d'augmenter ton trousseau de six chemises, et d'aller te voir toutes les fêtes et dimanches quand tu seras au Maine. "")",0.0
-,"('#colombine', 'Au Maine, mon père !  Et que faire là ? ')",0.0
-,"('#trafiquet', 'Accompagner ton mari. ')",0.0
-,"('#colombine', ""Mon mari !  Ce n'est pas son dessein de quitter Paris. "")",0.0
-,"('#trafiquet', 'Vraiment si ; il est bailli du Maine. ')",0.0
-,"('#colombine', 'Octave est bailli du Maine !  Depuis quand donc ? ')",0.0
-,"('#trafiquet', 'Que diable veux-tu donc dire avec ton Octave ?  Je crois que tu es folle. ')",0.0
-,"('#colombine', ""Quoi !  Ce n'est pas Octave que vous voulez me donner pour mari ? "")",0.0
-,"('#trafiquet', 'Non, assurément. ')",0.0
-,"('#colombine', 'Bon, bon !  Vous voulez rire. ')",0.0
-,"('#trafiquet', ""Je ne ris point, et je veux...  Il aperçoit Octave qui lui fait une révérence et s'en va. "")",0.0
-,"('#trafiquet', ""C'est donc ainsi, coquine, que tu fais état de mes remontrances, et que tu te moques de moi !"")",0.0
-,"('#colombine', 'Mon père... ')",0.0
-,"('#trafiquet', ""Va, je t'abandonne. "")",0.0
