dancourt-deroute-pharaon,dancourt-desolation-des-joueuses,Score
"('#la-comtesse', 'Comment donc ?')",-,0.0
"('#belise', ""Est-ce que vous n'avez appris aucunes nouvelles ?"")",-,0.0
"('#la-comtesse', ""Pardonnez-moi, mais peu importantes.  Ce petit Conseiller m'a dit ce matin que cette grosse Marchande de dorure en avait vendu pour douze mille francs, à moitié de perte, et qu'elle avait perdu cet argent le même jour."")",-,0.0
"('#marton', ""Elle n'avait pas eu la précaution de prendre médecine, Madame."")",-,0.0
"('#la-comtesse', ""Le pauvre mari !  Pour réparer cette perte qui le mettait en situation de faire banqueroute, a risqué six cent pistoles qu'il avait dans la caisse, il les a perdues jusqu'au dernier sol.  Le fils a vendu la vaisselle, pour remédier à ces deux inconvénients, même destinée.  Le Pharaon a tout englouti, jusqu'aux garçons qui ont joué les lettres de change qu'on leur avait données à recevoir ; il y a garnison dans le logis, la banqueroute est faite."")",-,0.0
"('#marton', ""La banqueroute n'est point frauduleuse."")",-,0.0
"('#la-comtesse', 'On parle encore de cette petite Procureuse, qui est si fort amoureuse de ce grand Notaire.')",-,0.0
"('#belise', ""Hé bien, Madame, qu'en dit-on de celle-là ?  Elle est de mes amies."")",-,0.0
"('#la-comtesse', ""Elle a perdu soixante pistoles avant-hier, elle a vendu son diamant et ses boucles d'oreilles pour les payer ; c'est son amant le notaire qui les a achetées, et qui en a fait présent à Madame sa femme."")",-,0.0
"('#marton', ""Voilà un amant bien poli ; qu'il y a de noblesse là-dedans !"")",-,0.0
"('#la-comtesse', ""Un notaire est toujours notaire ; mon enfant, ces Messieurs-là savent le prix de l'argent, et il y a de certains bourgeois qui ne se dérangent point."")",-,0.0
"('#marton', ""Ils ne sont pas tous de même, et j'en connais plus de quatre à Paris, à qui le Lansquenet et le Pharaon ont furieusement écorné les dépôts."")",-,0.0
"('#la-comtesse', 'Ah, ah !  Le troupeau se rassemble à la fin ; voici déjà Clitandre, le bel esprit.')",-,0.0
"('#clitandre', 'Madame, je vous donne le bon jour.')",-,0.0
"('#la-comtesse', ""Qu'il est triste, ma bonne !  Bonjour, Clitandre, allons gai, gai, point de mélancolie ; il perdit hier son argent, je gage."")",-,0.0
"('#clitandre', ""Hé, Madame !  Plût au Ciel que j'eusse perdu mille pistoles, et que ce malheur-là ne fût point arrivé."")",-,0.0
"('#belise', ""Ah, Clitandre !  Que je vous sais bon gré d'être si sensible à ce funeste accident."")",-,0.0
"('#la-comtesse', ""Comment donc ?  Que voulez-vous dire ?  Vous êtes, je crois, de concert pour me plaisanter l'un et l'autre.  Plus je vous regarde, et moins je vous comprends tous deux.  Quel malheur ?  Quel accident ?  De quoi parlez-vous ?  Il semble que vous prévoyez la fin du monde, et qu'elle soit toute prête d'arriver."")",-,0.0
"('#clitandre', 'Madame_la_Comtesse ignore apparemment que le Lansquenet et le Pharaon sont défendus.')",-,0.0
"('#la-comtesse', 'On a défendu le Pharaon et le Lansquenet !')",-,0.0
"('#clitandre', 'Hé !  Oui, Madame, on les a défendus.')",-,0.0
"('#la-comtesse', ""Vous vous moquez de moi, et cela ne se peut pas ; ces défenses-là ne subsisteront point, et c'est comme si on défendait de dormir."")",-,0.0
"('#clitandre', ""Pour moi, je crois que j'aimerais mieux qu'on me défendit le boire et le manger."")",-,0.0
"('#belise', ""Il est vrai qu'il vaudrait autant mourir."")",-,0.0
"('#marton', 'Hé !  Allez, allez, il y a nombre de gens à Paris que la défense y réduira.')",-,0.0
"('#la-comtesse', 'Mais cela ne peut pas être encore une fois.')",-,0.0
"('#clitandre', ""Hé !  Madame, je vous dis ce que tout Paris sait, ce que tout Paris dit, et ce que j'ai entendu publier ce matin sous mes fenêtres."")",-,0.0
"('#la-comtesse', ""Ah, publier !  Publier, Monsieur, c'est autre chose.  Ces publications sont pour le peuple, pour les laquais, pour la petite canaille à qui l'on défend de certains jeux qui ne sont faits que pour les gens de qualité."")",-,0.0
"('#clitandre', ""Oui, Madame, ce sont les laquais à qui l'on défend de jouer, sous peine de mille écus d'amende."")",-,0.0
"('#la-comtesse', ""Mille écus !  Mille écus !  Il faut que vous ayez mal entendu, Monsieur ; et il me semble que si les défenses étaient pour les personnes de condition, ils valent assez la peine qu'on leur signifie la chose chez eux, sans la leur publier au coin des rues."")",-,0.0
"('#marton', ""Oui, les bienséances et la civilité paraissent un peu négligées en ces matières, mais la Police n'est pas polie."")",-,0.0
"('#jasmin', 'Voilà Madame la Marquise dans votre antichambre qui se trouve mal, Madame.')",-,0.0
"('#belise', ""Voyez ce que c'est, Marton, qu'on la fasse entrer."")",-,0.0
"('#la-comtesse', ""Est-ce cette Marquise qui a perdu tant d'argent il y a huit jours ?"")",-,0.0
"('#belise', ""C'est elle-même."")",-,0.0
"('#clitandre', ""Elle a de quoi perdre, celle-là, son mari s'est mis dans les affaires ; mais je doute qu'elles soient assez bonnes pour fournir à toutes les dépenses que fait sa femme."")",-,0.0
"('#la-marquise', 'Un fauteuil, laquais, un fauteuil.  Ne me laisse pas tomber, ma pauvre Marton, je ne reviendrai point de cet accident-ci, me voilà morte.')",-,0.0
"('#belise', ""Qu'est-ce donc ?  Qu'avez-vous, Madame ?"")",-,0.0
"('#marton', 'Une suffocation de parolis et de masse en avant, dont bien des femmes vont être malades.')",-,0.0
"('#la-comtesse', ""Elle parait fort mal, vraiment, elle pâlit, elle s'évanouit."")",-,0.0
"('#la-marquise', ""C'est bien pis, mesdames, j'agonise, et le moyen de vivre après un coup comme celui-là."")",-,0.0
"('#marton', 'Hé !  Allons, Madame, contre fortune bon coeur, tous les jeux ne sont pas défendus ; et vous pourrez jouer à quelque autre où vous gagnerez peut-être davantage.')",-,0.0
"('#clitandre', ""Vous le voyez, Madame, la publication est pour tout le monde, et vous ne pouvez pas dire qu'une Marquise ne soit pas une personne de grosse qualité."")",-,0.0
"('#la-marquise', ""Hé, mon pauvre Clitandre !  Que me sert-il d'en avoir la qualité, ai-je plus de privilège qu'une simple bourgeoise ?  Et le Pharaon...  Ah !  Je me meurs, Marton."")",-,0.0
"('#marton', ""Madame a raison, de quelque grande qualité qu'elle soit, le Pharaon n'est-il pas défendu pour elle comme pour sa belle-soeur qui n'est que la femme d'un apothicaire.  Mort de ma vie, Madame, revenez donc à vous, si vous voulez."")",-,0.0
"('#la-comtesse', ""Mais vraiment, c'est tout de bon qu'elle s'est évanouie."")",-,0.0
"('#belise', 'Quoi sérieusement ?')",-,0.0
"('#clitandre', ""Parbleu, il n'y a point à rire à cela, Mesdames."")",-,0.0
"('#la-comtesse', ""Et tôt, tôt de l'eau des Carmes, de la Reine de Hongrie, du papier brûlé, du vinaigre : il faut lui couper son lacet d'abord."")",-,0.0
"('#marton', ""Bon, bon, nous n'avons pas besoin de cela, laissez-moi faire, j'ai un remède dans ma poche qui vaudra mieux que tous les autres."")",-,0.0
"('#belise', ""Un jeu de cartes.  Qu'est-ce que tu veux faire ?"")",-,0.0
"('#marton', ""Vous l'allez voir, il n'y a point de Joueuses que cela ne ressuscite en moins de rien."")",-,0.0
"('#clitandre', 'Elle est folle, Mesdames.')",-,0.0
"('#la-marquise', 'Ah, juste Ciel !  Quelle main cruelle ma rappelle à la vie ?')",-,0.0
"('#marton', ""Que vous ai-je dit ?  C'est une belle chose que la force de la sympathie."")",-,0.0
"('#belise', 'Hé de grâce, Madame, tâchez de sortir de cet accablement.')",-,0.0
"('#la-marquise', ""Je n'en sortirai point, Madame, que je ne rejoue malgré la défense."")",-,0.0
"('#belise', ""Le rétablissement de votre santé coûterait cher, et les mille écus d'amende que l'on s'expose à payer..."")",-,0.0
"('#la-marquise', ""Et qui saura que nous jouons ?  Nous serons tous intéressés à ne le pas dire.  Et quand on nous surprendrait une fois par mois voilà une belle bagatelle ; il n'y a qu'à faire un fonds pour l'amende en augmentant les rondes pour la payer, il n'y a rien de plus facile."")",-,0.0
"('#la-comtesse', ""Madame la Marquise a raison.  Où est le boursier ?  Qu'on avertisse les garçons de la chambre, dépêchons, des cartes, et que Monsieur_le_Baron taille jusqu'à l'heure du souper seulement."")",-,0.0
"('#clitandre', ""C'est bien dit.  Allons, Madame, commençons à jouer, je vous en conjure."")",-,0.0
"('#belise', ""Monsieur_le_Baron n'est point ici ; et quand il y serait, il ne taillerait point, je sais ses sentiments."")",-,0.0
"('#la-marquise', ""Il en changera, faisons un Lansquenet en attendant qu'il vienne."")",-,0.0
"('#belise', ""Non, Madame, on ne jouera point ici absolument, j'en connais trop les conséquences."")",-,0.0
"('#la-comtesse', 'Hé !  Madame, vous êtes devenue bien raisonnable.')",-,0.0
"('#belise', ""Les inconvénients m'ouvrent les yeux."")",-,0.0
-,"('#lisette', ""Quand Madame votre mère en devrait enrager cent fois davantage, je ne saurais m'empêcher d'en être ravie, et je gage que vous en êtes pour le moins aussi contente que moi."")",0.0
-,"('#angelique', ""Je t'avoue, Lisette, que je voudrais de tout mon coeur que ce ne fût point uue fausse nouvelle, et que ce qu'on nous en disait hier au soir se confirmât aujourd'hui."")",0.0
-,"('#lisette', ""Cela est tout confirmé, il n'est encore venu ni joueur ni joueuse d'aujourd'hui.  Voilà déjà la cohue écartée, Dieu merci !  Et je sais bien pour moi, que si j'avais gouverné la police, il y a longtemps que l'affaire serait faite, et qu'on ne parlerait plus de ces maudits jeux, qui causent tant de désordre, et qui m'ont fait passer tant de nuits sans me coucher."")",0.0
-,"('#angelique', ""Ce ne sont point les veilles qui me fatiguent, et le jeu même ne me déplairait pent-être point si fort, si l'on jouait ailleurs que chez ma mère mais, que cette maison soit une Académie ouverte à toutes sortes de gens ; que tout ce qu'il y a de fainéants, de ridicules et d'extravagants, pour ne rien dire de plus fâcheux, soient les bienvenus dans ce logis ; que dans mon cabinet, à ma toilette même, je sois éternellement obsédée de quelque visage désagréable, à qui je n'ose dire : vous me fatiguez, parce qu'il perd quelquefois son argent avec ma mère en vérité : c'est un supplice dont je serai bien aise d'être débarrassée."")",0.0
-,"('#lisette', ""À propos de cet argent qu'on perd quelquefois contre Madame votre mère je n'y faisais pas réflexion d'abord, et je ne sais si vous avez tout à fait raison d'être bien aise de ce nouveau règlement.  Le lansquenet défendu va rogner ses rentes et son équipage, et vous n'en serez peut-être pas mieux.  Je commence à n'être plus si réjouie."")",0.0
-,"('#angelique', ' Ah !  Plût au ciel, Lisette, être la plus malheureuse demoiselle du royaume, et que ma mère ne fût jamais entrée dans ce commerce.')",0.0
-,"('#lisette', ""Voilà des sentiments fort nobles, assurément, et je ne doute point que Dorante n'ait beaucoup contribué à vous les inspirer.  Franchement, Madame, c'est un fort honnête homme, et il faut qu'il vous aime bien tendrement, pour ne s'être point rebuté des manières de Madame votre mère et du refus qu'elle fit à la personne qui vous demanda pour lui il y a quelques mois."")",0.0
-,"('#angelique', ""Je ne sais ; il me semble que dans l'état où sont les choses, si la nouvelle est vraie, il devrait être ici."")",0.0
-,"('#lisette', ""Vous avez raison, Dorante devrait être ici.  Je l'ai fait avertir dès le matin, comme vous me l'avez commandé et il viendra bientôt, assurément."")",0.0
-,"('#angelique', 'Le voici, Lisette.')",0.0
-,"('#lisette', ""Je vous disais-je pas bien qu'il ne tarderait guère ?"")",0.0
-,"('#dorante', ""Hé bien !  Madame, puis-je espérer que le changement dont on parle aujourd'hui dans tout Paris, fera changer les sentiments de Madame votre mère, et croyez-vous qu'elle me pardonne maintenant de n'être pas joueur de profession ?"")",0.0
-,"('#lisette', ""Je le crois, pour moi, et il me semble qu'il n'y a pas lieu d'en douter, puisque voilà vos sentiments justifiés par arrêt."")",0.0
-,"('#angelique', ""Je vous réponds de mon coeur, Dorante ; mais je ne puis vous répondre de ma mère.  Je vous ai déjà dit les raisons, qui jusqu'ici, je crois, l'ont rendue contraire à votre amour.  Elle m'a parlé tant de fois, et en des termes si avantageux, du chevalier de Bellemonte, que je la soupçonne de m'avoir destinée pour lui, dans l'espérance de quelque fortune considérable, qu'il lui avait promis de faire au lansquenet."")",0.0
-,"('#lisette', ""Oh !  Bien, bien !  Votre mère n'a eu que cette visée, vos affaires vont le mieux du monde, et voilà les espérances et la fortune du chevalier bien aventurées."")",0.0
-,"('#dorante', ""Le chevalier est un aventurier tombé des nues, qu'on ne connaît que par le jeu, et qui ne subsistait que par là, comme mille autres de son caractère."")",0.0
-,"('#lisette', ""Voilà bien des chevaliers à l'hôpital.  Que de banqueroutes !"")",0.0
-,"('#dorante', ""Le chevalier de Bellemonte !  Si cela est, je suis bien vengé de Madame votre mère, par l'indignité du rival qu'elle me préférait."")",0.0
-,"('#lisette', ""Oh !  ça, ça, laissons là la bagatelle, s'il vous plaît, et venons au fait.  Comment nous y prendrons-nous ?  Qui ferons-nous parler à Madame ?"")",0.0
-,"('#dorante', 'Tu sais de quel air mon oncle fut refusé ?')",0.0
-,"('#lisette', ""D'accord ; mais Monsieur votre oncle se portait à merveille quand on le refusa, et il est fort mal à présent."")",0.0
-,"('#dorante', ""Il ne peut pas vivre longtemps encore.  Je viens d'envoyer chez lui, et l'on m'en viendra dire ici des nouvelles."")",0.0
-,"('#lisette', ""Voilà des conjectures merveilleuses, au moins.  Le lansquenet défendu, et un oncle presque à l'agonie !  Vos affaires ne sont point désespérées, vous dis-je."")",0.0
-,"('#dorante', 'Eh bien ! Crois-tu que je puisse hasarder une seconde demande ?')",0.0
-,"('#lisette', 'Oui ; mais par qui la ferons-nous faire, cette demande ?')",0.0
-,"('#dorante', 'Je ne sais.')",0.0
-,"('#lisette', ""Si vous aviez quelque riche grand'mère sur le bord de sa fosse, cela serait d'un fort grand poids."")",0.0
-,"('#dorante', ""Je n'en ai point."")",0.0
-,"('#lisette', ""Faites parler par le médecin de votre oncle, et qu'il lui promette de le dépêcher incessamment."")",0.0
-,"('#angelique', ""Cela ne servirait de rien, tant que l'entêtement de ma mère durerait pour le chevalier."")",0.0
-,"('#lisette', 'Eh !  Comment faudrait-il faire pour la désentêter?')",0.0
-,"('#dorante', ""J'ai depuis quelques jours un maître fripon avec moi, que je crois reconnaître, et qui ne s'est point fait mon valet sans quelque dessein.  Il pourrait bien nous être utile dans cette affaire."")",0.0
-,"('#lisette', ""Le voici tout à propos, comme si vous l'aviez mandé."")",0.0
-,"('#merlin', ""Je viens de chez Monsieur votre oncle, Monsieur, comme vous me l'aviez ordonné."")",0.0
-,"('#dorante', 'Eh bien en quel état est-il ?  Comment va sa maladie ?')",0.0
-,"('#merlin', 'Le mieux du monde, il ne passera pas la journée.  Il vous demande pour une affaire de conséquence, et on est venu trois on quatre fois vous chercher.')",0.0
-,"('#angelique', ""Sachez ce qu'il vous veut, Dorante, et ne négligez point cette affaire."")",0.0
-,"('#dorante', 'Voyons donc auparavant, de grâce...')",0.0
-,"('#merlin', 'Madame a raison, Monsieur.  Les oncles ne sont point des gens à négliger, et surtout dans les occasions comme celle-ci.')",0.0
-,"('#dorante', ""Mais, belle Angélique, nous n'avons point examiné de quelle manière nous pourrions détromper Madame votre mère du chevalier de Bellemonte."")",0.0
-,"('#lisette', ""Dépêchez-vous donc de l'examiner et de conclure."")",0.0
-,"('#dorante', 'Oh, ça !  Merlin, il faut me rendre un service, mon ami.')",0.0
-,"('#merlin', ""Vous savez, Monsieur, que depuis le peu de temps que j'ai l'honneur d'être à vous, je me suis toujours volontiers acquitté des commissions que vous m'avez données.  Je vous ai pris en affection, et je suis content de vous, je vous assure.  Expliquez-moi votre affaire, que je voie si elle n'est point trop difficile, et si je me ferai prier, ou non."")",0.0
-,"('#angelique', ""Ah !  Mon pauvre enfant !  Tâche à faire ce qu'on te dira, et sois assuré d'une parfaite récompense.  Je te donnerai..."")",0.0
-,"('#dorante', ""Bon, Madame, c'est bien l'argent qui le gouverne.  Vous ne le connaissez pas, Madame, il ne tient qu'à lui d'en avoir autant qu'homme de France."")",0.0
-,"('#merlin', ""Comment diantre !  M'aurait-il reconnu ?"")",0.0
-,"('#dorante', 'Demandez-lui si je me trompe.')",0.0
-,"('#merlin', 'Monsieur.')",0.0
-,"('#dorante', 'Eh !  Allons, allons, partons franchement, mon ami.  Je suis bon prince, comme tu vois, je me connais en gens, et toute ta science ne se borne point à bien faire un message, et à peigner une perruque.  Plaît-il ?')",0.0
-,"('#merlin', 'Monsieur.')",0.0
-,"('#dorante', ""Qu'en penses-tu, Lisette ?  Regarde-le un peu.  Hem !  Qu'en dis-tu ?"")",0.0
-,"('#lisette', ""Je lui trouve quelque chose de grand, quelque chose d'illustre dans la physionomie."")",0.0
-,"('#merlin', ""Ma physionomie est assez heureuse. J'enrage, me voilà découvert. À part."")",0.0
-,"('#dorante', 'Nous nous sommes vus quelque part, et tu ne te nommais pas Merlin en ce temps-là.  Tu es un adroit, mon ami.')",0.0
-,"('#merlin', 'Tout est perdu. Monsieur, je ne me remets pas. À part. Haut.')",0.0
-,"('#dorante', ""Là, ne te trouble point.  Mon dessein n'est pas de te nuire, au contraire mais puisque tu m'as fait l'honneur de me choisir pour ton maître, il est juste que je profite de tes petits talents."")",0.0
-,"('#merlin', 'Monsieur...')",0.0
-,"('#lisette', ""Eh !  Mort de ma vie !  Tu fais bien des façons pour avouer la chose.  Est-ce un si grand crime, et n'y a-t-il pas aujourd'hui mille honnêtes gens qui s'en mêlent ?"")",0.0
-,"('#merlin', ""Eh bien !  Monsieur, puisqu'il faut dire comme vont les choses, il est vrai qne je me suis autrefois mêlé de quelques petites bagatelles, mais je vous assure que j'ai tout oublié.  Je ne vous conseille pas de jouer de moitié avec moi, je vous ferais perdre infailliblement."")",0.0
-,"('#dorante', ""Non, non, garde les trente pistoles, je ne te les ai pas données pour jouer de moitié.  C'est déjà quelque chose que de s'être mêlé autrefois de la bagatelle, et il n'est pas que tu n'en saches assez pour ce qu'il nous faut."")",0.0
-,"('#merlin', 'Mais au moins, Monsieur, je vous prie de ne me point engager dans quelque mauvaise affaire.  Je ne suis pas encore trop bien raccommodé avec la justice, et nous boudons ensemble depuis quelque temps.')",0.0
-,"('#dorante', ""Ce sont les petits différends que tu as eus avec elle qui t'ont fait mettre en condition, n'est-ce pas ?"")",0.0
-,"('#merlin', ""Mais, Monsieur, puisque vous devinez si bien les choses, je ne vous nierai point que quelques unes de ces petites bagatelles, quelques décrets mal purgés, m'ont fait résoudre à me mettre auprès de quelque honnête personne qui eût soin de moi, et qui m'honorât de sa protection en cas de besoin."")",0.0
-,"('#dorante', ""Tu peux t'assurer de tout cela avec moi, si tu me sers sans me trahir.  Ne connaîtrais-tu point un certain chevalier de Bellemonte, par hasard ?  Les habiles gens se connaissent ordinairement."")",0.0
-,"('#merlin', 'Le chevalier de Bellemonte ?')",0.0
-,"('#lisette', 'Rêve un peu, tâche de rappeler ta mémoire.')",0.0
-,"('#dorante', 'Il est peut-être de tes amis.')",0.0
-,"('#angelique', 'Vous rêvez, Dorante, de croire que le chevalier soit ami de votre valet.')",0.0
-,"('#dorante', ""Non, non, Madame, cette pensée n'est pas sans fondement, et je vous réponds qu'il n y a pas quatre ans que Merlin était chevalier d'aussi grande conséquence que celui à qui nons avons affaire."")",0.0
-,"('#merlin', ""Ah !  C'est à Lyon que vous m'avez vu, sans doute !  Je n'ai jamais été chevalier que dans cette ville-là."")",0.0
-,"('#dorante', ""Que vous disais-je, Madame ?  Eh bien, crois-tu connaître celui que je t'ai nommé ?"")",0.0
-,"('#merlin', ""Ce nom de Bellemonte a assez l'air de quelques unes de nos seigneuries, mais il me semble que je n'en ai pas encore ouï parler."")",0.0
-,"('#lisette', 'Il faut lui faire voir le chevalier, il le connaîtra peut-être.')",0.0
-,"('#merlin', ""Je pourrais bien le voir sans le connaître, car on change de personnages dans le monde.  Tantôt on est marquis, tantôt chevalier, puis marchand, quelquefois abbé, financier souvent.  Que sais-je, moi ?  Dans la dernière affaire qui m'est arrivée, je faisais le commissaire."")",0.0
-,"('#angelique', 'Il nous dit là des choses assez particulières.')",0.0
-,"('#dorante', 'Il en fait beaucoup, Madame, je vous assure.')",0.0
-,"('#lisette', 'Le joli garçon !')",0.0
-,"('#dorante', 'Comment ferons-nous ?')",0.0
-,"('#merlin', ""Si vous pouvez me faire jouer avec votre homme, pour peu que nous travaillions ensemble tête-à-tête je vous dirai bientôt ce qu'il fait, de quelle école il est sorti, et quelque chose de plus peut-être."")",0.0
-,"('#dorante', 'Me réponds-tu de cela ?')",0.0
-,"('#merlin', 'Oui, Monsieur, je vous en réponds.  Nous nous connaissons en joueurs, nous autres, comme les peintres se connaissent en tableaux.')",0.0
-,"('#lisette', 'Cela est admirable.')",0.0
-,"('#dorante', ""Viens, suis-moi ; et pendant que j'irai chez mon oncle, va prendre un de mes habits.  Je te mettrai aux prises avec notre homme."")",0.0
-,"('#angelique', 'Où croyez-vous le pouvoir joindre, Dorante ?')",0.0
-,"('#dorante', 'Que Lisette se trouve dans votre chambre, je veux que la scène se passe dans votre cabinet.  Adieu, voilà Madame votre mère.  Je suis ici dans quelques moments.')",0.0
-,"('#lisette', 'Oh parbleu !  Monsieur le chevalier, nous saurons ce que vous savez faire.')",0.0
-,"('#dorimene', ""Oui, Monsieur, la résolution en est prise, et c'est à vous de voir si vous me pouvez faire toucher cet argent aussitôt que je serai arrivée."")",0.0
-,"('#lisette', 'Quel pèlerinage va-t-elle faire ?')",0.0
-,"('#angelique', 'Je ne sais.')",0.0
-,"('#dorimene', 'À quoi rêvez-vous ?')",0.0
-,"('#topase', ""Ce n'est point la somme qui m'embarrasse et, Dieu merci, nous sommes en état, mes correspondants et moi, de faire tous les jours de plus grosses affaires mais les bijoux que vous avez envoyés ce matin chez moi, ne valent point, à beaucoup près, l'argent que vous en voulez avoir ; et vous savez, Madame, que dans le temps où nous sommes, on ne se charge guère de bijoux qu'on ne les ait à grand marche."")",0.0
-,"('#dorimene', ""Bons dieux !  Monsieur Topase, que vous faites le difficile, comme si nous ne savions pas de quel profit vous sont les bijoux, et combien vous faites votre compte à les vendre trois fois plus qu'ils ne valent aux jeunes gens de famille, qu'on vous adresse quand ils ont affaire d'argent."")",0.0
-,"('#topase', 'Cela va bien changer, Madame ; le lansquenet défendu nous coupe la gorge, et voilà le commerce ruiné en France.')",0.0
-,"('#dorimene', ""Cela est vrai, Paris va devenir désert assurément, si l'on ne réforme cette défense."")",0.0
-,"('#topase', ""Paris ?  Paris verra ce qu'il perd, en nous perdant surtout."")",0.0
-,"('#angelique', ""Ah !  Bons dieux !  Lisette, aurait-elle fait dessein d'aller demeurer à la campagne ?"")",0.0
-,"('#lisette', ""J'en meurs de peur, aussi bien que vous."")",0.0
-,"('#dorimene', 'Mon pauvre Monsieur Topase, mon départ ne peut être trop prompt à ma fantaisie.  Finissons notre affaire le plus tôt que nous pourrons.')",0.0
-,"('#topase', ""Relâchez-vous de quelque chose, Madame, et nous n'aurons pas de peine à conclure.  Je vous fournirai les quinze mille livres, en belles et bonnes lettres de change, payables à vue."")",0.0
-,"('#dorimene', 'Je passerai chez vous cette après-dinée, et nous terminerons toutes choses.')",0.0
-,"('#topase', 'Je vous attendrai, Madame.')",0.0
-,"('#dorimene', ""Eh bien, ma fille, voilà un terrible coup à quoi je ne m'attendais guère.  Tout est ruiné, ma fille, voilà ta fortune perdue, ma pauvre enfant."")",0.0
-,"('#angelique', 'Comment donc, Madame ?')",0.0
-,"('#dorimene', ""Comment ?  Le chevalier de Bellemonte allait gagner tout l'argent de Paris, et j'avais parole qu'il t'épouserait."")",0.0
-,"('#angelique', 'Je vous suis bien redevable, Madame, des vues que vous aviez pour ma fortune ; mais le chevalier...')",0.0
-,"('#dorimene', 'Ce ne sont point des chimères.  Il a des secrets admirables pour gagner à coup sûr au lansquenet.')",0.0
-,"('#lisette', ""Et cela, sans qu'il y ait la moindre petite ombre de friponnerie.  Il est adroit comme un singe, au moins."")",0.0
-,"('#dorimene', ""Oh !  Pour cela, il joue le plus honnêtement du monde.  N'est-il pas vrai, Lisette ?"")",0.0
-,"('#lisette', 'Oui, Madame.  Je le veux croire, Madame, pour lui faire honneur, et pour vous faire plaisir ; mais en vérité...')",0.0
-,"('#dorimene', ""Il ne nous reste qu'une petite ressource dans notre affliction, et je suis bien aise de vous informer du dessein où nous sommes, le chevalier et moi."")",0.0
-,"('#angelique', 'Ah, Lisette !  Voilà une ressource qui me fait trembler.')",0.0
-,"('#dorimene', ""Qu'avez-vous ?"")",0.0
-,"('#angelique', 'Rien, Madame.')",0.0
-,"('#dorimene', 'Je crois, ma fille, que vous serez ravie de ma résolution ; les jeunes personnes sont ordinairement bien aises de voyager.')",0.0
-,"('#lisette', 'En voici bien une autre.')",0.0
-,"('#angelique', 'Comment donc, Madame, où voulez-vous aller ?')",0.0
-,"('#dorimene', 'En Angleterre, ma fille.')",0.0
-,"('#angelique', 'En Angleterre, Madame !')",0.0
-,"('#lisette', 'Passer la mer comme des hirondelles !')",0.0
-,"('#angelique', 'Avez-vous bien songé, Madame...')",0.0
-,"('#dorimene', ""J'ai fait toutes les réflexions qu'il a fallu faire.  C'est un Pérou que l'Angleterre pour un habile joueur comme le chevalier, et la plupart de ces gros milords ne savent que faire de leur argent."")",0.0
-,"('#angelique', 'Ah !  Juste ciel, que je suis malheureuse.')",0.0
-,"('#dorimene', ""Quand nous aurons épuisé l'Angleterre, nous passerons en Hollande.  Il y a de bonnes bourses en ce pays-là."")",0.0
-,"('#lisette', 'Assurément ; et si vous ruinez la Hollande, je vous conseille de ne pas aller plus loin, Madame, et de regagner Paris au plus vite.')",0.0
-,"('#dorimene', ""Moi, je n'y remettrai les pieds de ma vie, que le lansquenet n'y soit rétabli."")",0.0
-,"('#lisette', 'Voilà Madame_la_Comtesse qui fera le voyage avec vous, si vous voulez.')",0.0
-,"('#la-comtesse', ""Bonjour, ma chère.  Qu'est-ce que c'est donc que ceci ?  Où est tout notre monde aujourd'hui ?  Quels paresseux !  Le chevalier n'est point encore venu ?  Où est Monsieur l'abbé, ma mignonne ?  Et le petit caissier, je ne le vois point.  Il faut que la marquise soit malade, puisqu'elle n'est point arrivée la première."")",0.0
-,"('#lisette', ""Diantre soit de l'extravagante !"")",0.0
-,"('#la-comtesse', ""Allons donc, des tables, des cartes.  Quel abandonnement !  Il n'y a encore rien de préparé."")",0.0
-,"('#dorimene', 'Eh !  Madame quel contre-temps de plaisanterie !')",0.0
-,"('#la-comtesse', ""Je ne vins point hier, mais vous n'avez point de reproche à me faire, je ne sortis pas de la journée je m'étais purgée par précaution, et je ne voulais voir personne."")",0.0
-,"('#lisette', 'Ah !  Ah !  Vous ne savez donc pas encore les nouvelles ?')",0.0
-,"('#la-comtesse', ""Pardonnez-moi j'en sais quelqu'une.  Notre jeune Allemand m'a conté ce matin à ma toilette quelque chose de particulier.  La petite procureuse, j'en suis fâchée vraiment, c'est une bonne petite femme.  Elle emprunta, il y a quelques jours, sur un collier de mille écus, six vingt pistoles, qu'elle perdit ici le lendemain."")",0.0
-,"('#dorimene', ""Eh bien, Madame, le collier faux qu'elle avait acheté pour remplacer le sien, n'était point tout à fait semblable.  Monsieur le procureur s'en est aperçu, et il l'a querellée d'une manière épouvantable."")",0.0
-,"('#lisette', 'Le ridicule !')",0.0
-,"('#la-comtesse', ""N'a-t-elle pas fait un grand crime, de perdre six vingt pistoles ?  Mais ces bourgeois sont bien brutaux, ma mignonne."")",0.0
-,"('#dorimene', 'Oh !  Pour cela, leurs manières sont bien différentes de celles des gens de qualité.')",0.0
-,"('#angelique', 'Je suis dans un étrange accablement, Lisette.')",0.0
-,"('#lisette', 'Allez vous reposer dans votre cabinet.  Je vous avertirai quand Dorante sera venu.')",0.0
-,"('#la-comtesse', 'Ah !  Ah !  Le troupeau se rassemble à la fin.  Voilà Clitandre le bel esprit.')",0.0
-,"('#clitandre', 'Madame, je vous donne le bonjour.')",0.0
-,"('#la-comtesse', ""Qu'il est triste, ma bonne !  Bonjour, Clitandre.  Allons !  Gai !  Gai !  Il perdit hier son argent, je gage."")",0.0
