corneillet-medee,quinault-thesee,Score
"('#jason', ""N'appelez point exil, un triste éloignement Que l'honneur à souffrir m'engage.  J'en ressens le coup en amant, J'en gémis, je m'en fais un rigoureux tourment, Mais je ne puis rien davantage. Voulez-vous que je quitte un roi, Qui pour épargner votre teste,  Attend sans s'ébranler, l'éclat de la tempête Qui remplit son peuple d'effroi ? Voyons finir la guerre, et le coup qui vous blesse Pour un temps seulement nous aura séparés."")",-,0.0
"('#medee', ""Hélas ! pendant ce temps, je connais ma faiblesse,  Quels ennuis vous me coûterez ! Je tâche à vaincre les alarmes Que me cause un soupçon jaloux ; Mais enfin malgré moi je sens couler mes larmes,  Ingrat, m'abandonnerez-vous ? "")",-,0.0
"('#jason', ""S'il faut de tout mon sang racheter votre vie, Je suis tout prêt à le donner. Partager les malheurs dont elle est poursuivie, Est-ce là vous abandonner ?"")",-,0.0
"('#medee', ""Rien ne m'est plus doux que de croire  Tout l'amour que vous me jurez ; Il fait mon bonheur et ma gloire, Mais je parts, et vous demeurez."")",-,0.0
"('#jason', ""Je demeure, il est vrai, mais quand on nous sépare Vous n'avez rien à redouter ;  Partez, les vains efforts que l'ennemi prépare Ne pourront longtemps m'arrêter."")",-,0.0
"('#medee', ""Il faut donc me résoudre à ce départ funeste. Soutenez une guerre où vous serez vainqueur ; Mais conservez-moi votre coeur,  C'est l'unique bien qui me reste. Je ne m'en repens point ; pour m'attacher à vous J'ai quitté mon pays, abandonné mon père ; On m'exile ; et l'exil ne peut m'être que doux, S'il assure à Jason la gloire qu'il espère. "")",-,0.0
"('#jason', ""Ah, c'est m'en dire trop ! cessez de m'attendrir ; Je ne me connais plus dans ce trouble terrible."")",-,0.0
"('#medee', ""J'y consens, je veux bien être seule à souffrir, Un héros ne doit pas avoir l'âme sensible."")",-,0.0
"('#jason', ""Je vous l'ai déjà dit, je sens tous vos malheurs.  Ce qu'a fait votre amour gravé dans ma mémoire... Adieu, je ne puis plus soutenir vos douleurs, Et je dois me cacher vos pleurs, Si je veux en sauver ma gloire."")",-,0.0
"('#medee', ""Quel prix de mon amour ! Quel fruit de mes forfaits !  Il craint des pleurs qu'il m'oblige à répandre ; Insensible au feu le plus tendre Dont un coeur ait brûlé jamais, Quand mes soupirs peuvent suspendre L'injustice de ses projets ;  Il fuit pour ne les pas entendre. Quel prix de mon amour ! quel fruit de mes forfaits ! J'ai forcé devant lui cent monstres à se rendre. Dans mon coeur où régnait une tranquille paix, Toujours prompte à tout entreprendre,  J'ai su de la nature effacer tous les traits. Les mouvements du sang ont voulu me surprendre, J'ai fait gloire de m'en défendre, Et l'oubli des serments que cent fois il m'a faits, L'engagement nouveau que l'amour lui fait prendre,  L'éloignement, l'exil, sont les tristes effets De l'hommage éternel que j'en devais attendre ? Quel prix de mon amour ! quel fruit de mes forfaits !"")",-,0.0
"('#medee', ""Croiras-tu mon malheur ? Jason, Jason lui-même, L'infidèle Jason me presse de partir. "")",-,0.0
"('#nerine', ""Ah, gardez-vous d'y consentir. Arcas sait son secret, il m'aime,  Et de sa perfidie il vient de m'avertir. Son hymen avec la Princesse Par le Roi même est arrêté,  Et votre exil n'est qu'une adresse Pour mettre contre vous ses jours en sûreté."")",-,0.0
"('#medee', ""Dieux, témoins de la foi que l'ingrat m'a donnée, Souffrirez-vous cet hyménée ? C'en est fait, on m'y force, il faut briser les noeuds  Qui m'attachent à ce perfide. Puisque mon désespoir n'a rien qui l'intimide, Voyons quel doux succès suivra ses nouveaux feux. Pour qui cherche ma mort je puis être barbare, La vengeance doit seule occuper tous mes soins ;  Faisons tomber sur lui les maux qu'il me prépare, Et que le crime nous sépare, Comme le crime nous a joints."")",-,0.0
"('#nerine', ""Avant que d'éclater, rappelez dans son âme Le souvenir de sa première flamme. "")",-,0.0
"('#medee', ""Malgré sa noire trahison, Je sens que ma tendresse est toujours la plus forte ; Mais Corinthe, le Roi, la Princesse, Jason, Tout doit trembler si je m'emporte. N'en délibérons plus. Vous qui m'obéissez,  Esprits à me plaire empressez,  Volez, apportez-moi cette robe fatale Que je destine à ma rivale. Des poisons que j'y vais verser Je suspendrai la violence,  Et je ne les ferai servir à ma vengeance Que quand je m'y verrai forcer. Il paraît ici des Esprits en l'air qui disparaissent aussitôt."")",-,0.0
"('#nerine', 'De la pitié vous pourrez-vous défendre ? En punissant Jason craignez de vous punir.')",-,0.0
"('#medee', ""Retire-toi, tes yeux ne pourraient soutenir  L'horreur qu'ici je vais répandre :"")",-,0.0
"('#medee', 'Noires filles du Styx, Divinités terribles, Quittez vos affreuses prisons. Venez mêler à mes poisons La dévorante ardeur de vos feux invisibles.  Il paraît tout_à_coup une troupe de démons.')",-,0.0
"('#le-choeur-de-demons', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois."")",-,0.0
"('#medee', ""Punissons d'un ingrat la perfidie extrême. Qu'il souffre, s'il se peut, cent tourments à la fois, En voyant souffrir ce qu'il aime. "")",-,0.0
"('#le-choeur', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois. Les démons aériens apportent la robe."")",-,0.0
"('#medee', ""Je vois le don fatal qu'exige ma rivale. Pour le rendre funeste, il est temps, faisons choix Des sucs les plus mortels de la rive infernale. "")",-,0.0
"('#le-choeur', ""L'Enfer obéit à ta voix, Commande, il va suivre tes lois. Les démons apportent une chaudière infernale, dans laquelle ils jettent les herbes qui doivent composer le poison, dont Médée a besoin pour empoisonner la robe."")",-,0.0
"('#medee', ""Dieu du Cocyte et des royaumes sombres, Roi des pâles ombres, Sois attentif à mes enchantements.  Pour m'assurer qu'Hécate m'est propice, Que l'Averne frémisse, Et fasse tout trembler par ses mugissements. L'Enfer m'a répondu, ma victoire est certaine. Naissez, Monstres, naissez, tous mes charmes sont faits.  Du funeste poison, par une mort soudaine, Faites-moi voir les sûrs effets. On entend un bruit souterrain."")",-,0.0
"('#le-choeur', 'Naissez, Monstres, naissez, tous les charmes sont faits. Du funeste poison, par une mort soudaine, Faites-nous voir les sûrs effets.  Tout répond à notre envie, Les Monstres perdent la vie. Pendant ce choeur les Monstres naissent, et après que les démons ont répandu du poison de la chaudière sur eux, ils languissent et meurent. Médée prend du poison dans la chaudière, et le répand sur la robe.')",-,0.0
"('#le-choeur', ""Non, non, les plus heureux amants, Après une longue espérance, N'ont des plaisirs qu'en apparence.  En voulez-vous de charmants ? Cherchez-les dans la vengeance."")",-,0.0
"('#medee', ""Vous avez servi mon courroux ; C'est assez retirez-vous. Médée emporte la robe et les démons disparaissent."")",-,0.0
"('#cleone', ""Jamais on ne la vit si belle,  Cette robe superbe augmente ses appas ; Et dans l'éclat qu'elle répand sur elle, Il faut être sans yeux pour ne l'admirer pas."")",-,0.0
"('#jason', ""À peine dans ses mains cette robe est remise, Et déjà la Princesse a voulu s'en parer ! "")",-,0.0
"('#cleone', ""L'agrément qu'elle en sait tirer Vous causera de la surprise. Elle paraît. Voyez quel air de Majesté Anime et soutient sa beauté."")",-,0.0
"('#jason', ""Ah ! Que d'attraits, que de grâces nouvelles ?  À voir ce vif éclat que mes yeux sont contents ! Des fleurs que produit le printemps Les couleurs ne sont point si belles. Ah ! Que d'attraits, que de grâces nouvelles ?"")",-,0.0
"('#creuse', ""Si j'ai quelques appas assez vifs pour toucher,  S'ils brillent plus qu'à l'ordinaire ; Cet avantage ne m'est cher, Que par la gloire de vous plaire."")",-,0.0
"('#jason', ""Quels feux nouveaux dans mon coeur Cette assurance fait naître ?  N'ont-ils point assez d'ardeur ? Pourquoi chercher à l'accroître ?"")",-,0.0
"('#creuse', ""Si cette ardeur peut s'augmenter, Croyez-vous qu'en vouloir borner la violence, Ce ne soit pas une offense  Capable de m'irriter ? D'un amour qui se ménage  Les coeurs tendres sont blessez. Malgré les voeux empressez Qui m'assurent votre hommage,  Pouvant m'aimer davantage, Vous ne m'aimez pas assez."")",-,0.0
"('#jason', ""Non, jamais tant d'ardeur, jamais flamme si belle N'embrasa le coeur d'un amant."")",-,0.0
"('#creuse', ""C'est peu d'y voir un sort charmant,  Cette ardeur doit être éternelle."")",-,0.0
"('#jason', ""Ah ! j'en fais ici le serment. Puisse l'amour dans sa juste colère Exercer contre moi sa plus grande rigueur, Si jamais il trouve mon coeur  Détaché du soin de vous plaire."")",-,0.0
"('#jason', ""Puisse l'Amour dans sa juste colère Exercer contre moi sa plus grande rigueur, Si jamais il trouve mon coeur Détaché du soin de vous plaire. "")",-,0.0
"('#creuse', ""Je finis à regret un entretien si doux, Mais le Prince d'Argos s'avance ; Et son importune présence Me force à m'éloigner de vous."")",-,0.0
"('#oronte', ""Sitôt que je parais, la Princesse vous quitte ;  Mon amour s'en doit alarmer."")",-,0.0
"('#jason', ""Cette crainte est injuste ; un éclatant mérite Peut trop sur les grands coeurs pour ne pas l'estimer."")",-,0.0
"('#oronte', ""Quand sur un espoir légitime On peut se flatter d'être heureux,  Pour satisfaire un coeur bien amoureux, Est-ce assez que de l'estime ?"")",-,0.0
"('#jason', 'Avec un tel secours, si vos feux sont constants, Aimez, on obtient tout du temps.')",-,0.0
"('#oronte', 'Non, non, dans sa froideur extrême  Je vois le refus de son coeur. Quelque rival se cache, elle est aimée, elle aime ;  Je pourrai découvrir ce trop heureux Vainqueur, Et mon bras disputant cette noble victoire, Fera voir qui de nous en mérite la gloire. ')",-,0.0
"('#jason', ""L'Amour promet souvent plus qu'il ne peut tenir."")",-,0.0
"('#oronte', ""Jugez mieux d'un Amant que le mépris outrage ; S'il forme une entreprise, il sait la soutenir."")",-,0.0
"('#jason', ""Vous savez à quels soins la guerre ici m'engage. Les troupes qu'aujourd'hui fait assembler le Roi,  N'attendent plus que moi."")",-,0.0
"('#oronte', ""Vos soupçons étaient vrais, j'ai vu, j'ai vu moi-même L'inexcusable trahison, Qui doit être le prix de votre amour extrême ; J'ai lu dans le coeur de Jason,  Il m'ôte la princesse, il l'aime. De tant de perfidie, ô Ciel, fais-nous raison."")",-,0.0
"('#medee', ""Eût-il le ciel à ses voeux favorable,  Ne craignez point cet Hymen odieux ; Au pouvoir de Médée il n'est rien de semblable,  Elle asservit la terre, elle commande aux cieux. Je tiens la foudre suspendue, Mais si Créon ne cède pas, Il verra quelle peine est due À qui se fait le soutien des ingrats. "")",-,0.0
"('#oronte', ""Pardonnez à ma faiblesse, L'amour a su m'engager. Un juste courroux vous presse ; Mais à ne rien ménager, Le plaisir de vous venger  Me rendra-t-il la princesse ?"")",-,0.0
"('#medee', ""Je me déclare pour vous. Jamais, quoique puissent faire, Les Dieux, Créüse et son père, Jason n'en sera l'époux :  Je me déclare pour vous. Laissez-moi seule ici ; dans ce que je médite J'ai besoin de calmer le trouble qui m'agite."")",-,0.0
"('#medee', ""D'où me vient cette horreur ? Est-ce à moi de trembler ? Prête à punir la criminelle flamme  Qui cause les ennuis dont on m'ose accabler, Puis-je me souvenir que je suis mère et femme ?"")",-,0.0
"('#nerine', 'Ses yeux sont égarés, ses pas sont incertains. Dieux, détournez ce que je crains.')",-,0.0
"('#medee', ""Non, non, à la pitié je dois être inflexible.  Jason méprisera mon désespoir jaloux ? Venez, venez, fureurs, je m'abandonne à vous. Je prends une vengeance épouvantable, horrible ; Mais pour voir son supplice égaler mon courroux, C'est par l'endroit le plus sensible  Qu'il faut porter les derniers coups."")",-,0.0
"('#creon', ""Vos adieux sont-ils faits? Le murmure s'augmente, C'est aigrir les esprits que de ne céder pas. D'un peuple qui vous fait sortir de mes États Craignons la fureur insolente. "")",-,0.0
"('#medee', ""Je pars, et ne veux-plus troubler votre repos, Mais je dois tenir ma promesse. Pour m'en voir dégagée, il faut que la Princesse Épouse le Prince d'Argos. À serrer ces beaux noeuds la gloire vous invite,  Pressez ce doux moment, l'hymen fait, je vous quitte."")",-,0.0
"('#creon', ""Quelle audace vous porte à me parler ainsi, Vous, l'objet malheureux de tant de justes haines ? Ignorez-vous que je commande ici, Et que mes volontés y seront souveraines ?  C'est à moi seul de les régler."")",-,0.0
"('#medee', ""Créon, sur ton pouvoir cesse de t'aveugler. Tu prends une trompeuse idée De te croire en état de me faire la loi ; Quand tu te vantes d'être roi,  Souviens-toi que je suis Médée."")",-,0.0
"('#creon', ""Cet orgueil peut-il s'égaler !"")",-,0.0
"('#medee', ""Sur l'hymen de ta fille il m'a plu de parler ; En vain mon audace t'étonne. Plus puissante que toi dans tes propres États,  C'est moi qui le veux, qui l'ordonne : Tremble si tu n'obéis pas."")",-,0.0
"('#creon', ""Ah ! c'est trop en souffrir ; Gardes, qu'on la saisisse. Les Gardes vont pour saisir Médée, elle les touche de sa baguette, et en même temps ils tournent leurs armes les uns contre les autres."")",-,0.0
"('#creon', 'Que vois-je ! ah, justes Dieux ! Par quel mouvement furieux,  Vouloir que par vos mains chacun de vous périsse.')",-,0.0
"('#medee', ""Montre ici ta puissance à retenir leurs bras ;  Sois Roi, si tu peux l'être, et suspens leurs combats. Créon veut s'avancer vers Médée, et les gardes l'environnent pour l'arrêter."")",-,0.0
"('#creon', ""Quoi, lâches, contre-moi tous vos efforts s'unissent?"")",-,0.0
"('#medee', ""Je plains ton triste sort, tes sujets te trahissent,  Mais ne crains rien de leur emportement ; Pour le faire cesser je ne veux qu'un moment. Elle fait un cercle en l'air avec sa baguette, et aussitôt on voit des fantômes sous la figure de femmes agréables."")",-,0.0
"('#medee', 'Objets agréables, Fantômes aimables, Apaisez les fureurs  De ces farouches coeurs. ENTRÉE DES FANTÔMES. ')",-,0.0
"('#le-fantome', ""Après de mortelles alarmes, Qu'un heureux calme semble doux !"")",-,0.0
"('#le-choeur', ""Après de mortelles alarmes, Qu'un heureux calme semble doux ! "")",-,0.0
"('#fantome', ""Coeurs agitez d'un vain courroux, Cédez, rendez-vous à nos charmes. Où prendrez-vous des armes Qui tiennent contre nous ?"")",-,0.0
"('#le-choeur', ""Coeurs agitez d'un vain courroux,  Cédez, rendez-vous à nos charmes. Où prendrez-vous des armes Qui tiennent contre nous ?"")",-,0.0
"('#creon', ""Par quel prodige, à moi-même contraire En voyant ces objets, n'ai-je plus de colère ? "")",-,0.0
"('#deux-fantomes', ""Tout ressent le pouvoir Du plaisir de nous voir. Une âme de glace S'en laisse émouvoir, En quoi que l'on fasse,  Le chagrin le plus noir Lui doit céder la place. Tout ressent le pouvoir ;I Du plaisir de nous voir."")",-,0.0
"('#le-choeur', ""Tout ressent le pouvoir  Du plaisir de nous voir. Une âme de glace S'en laisse émouvoir, Et quoi que l'on fasse, Le chagrin le plus noir  Lui doit céder la place. Tout ressent le pouvoir Du plaisir de nous voir. Les fantômes disparaissent, et les Gardes charmés de leur beauté abandonnent le Roi pour les suivre."")",-,0.0
"('#medee', ""Mon pouvoir t'est connu, j'ai mis ta garde en fuite, Pour te forcer à l'hymen que je veux,  Mon art secondera mes voeux, J'ai commencé, crains en la suite."")",-,0.0
"('#creon', ""Quoi, l'on viendra me braver dans ma Cour ! Périsse tout plutôt que je l'endure."")",-,0.0
"('#medee', ""Votre sang odieux lavera mon injure,  Ou les Dieux m'ôteront le jour. D'un indigne mépris c'est trop souffrir l'outrage. Viens, Fureur, c'est à toi d'achever mon ouvrage.  La Fureur paraît avec son flambeau, et passe par devant Créon."")",-,0.0
"('#creon', ""Noires Divinités, que voulez-vous de moi ? Impitoyables Euménides,  Vous faut-il le sang des perfides Qui n'ont pas respecté leur roi ? Mais où suis-je ? Et d'où vient tout_à_coup ce silence ? Le Ciel s'arme de feux. Ah, c'est pour ma vengeance. Courons, n'épargnons rien. Quels terribles éclats ?  Où veux-je aller ? Tout tremble sous mes pas. Tout s'abîme, la terre s'ouvre. Dans ses gouffres profonds quels monstres je découvre ! Ils saisissent Médée. Ah, ne la quittez pas. Les sombres flots du Styx n'ont rien qui m'épouvante.  Pour la voir condamnée aux plus cruels tourments, Je vais apprendre à Radamante Jusqu'où va la noirceur de ses enchantements."")",-,0.0
"('#nerine', ""On ne peut sans effroi soutenir sa présence. Il court de toutes parts, menaçant, furieux,  Dans ce funeste état tout ce qu'il voit l'offense ; La Princesse elle seule, en s'offrant à ses yeux, Semble de sa fureur calmer la violence ;  Il s'arrête, il soupire, et garde un long silence."")",-,0.0
"('#medee', 'Et que dit son heureux amant ? ')",-,0.0
"('#nerine', ""Jason ignore encor ce triste événement. Occupé par les soins que la guerre demande, Il range avec nos chefs les troupes qu'il commande."")",-,0.0
"('#medee', ""Que d'horreur ! que de maux suivront sa trahison ! C'est lui seul qui les cause, il m'en fera raison ;  Vengeons nous. Ma fureur, à tant de rois fatale, A-t-elle assez de ma rivale ? Non, s'il ose garder ses sentiments ingrats, Si toujours il perd la mémoire De ce que j'ai fait pour sa gloire,  Il aime ses enfants, ne les épargnons pas. Ne les épargnons pas ! Ah, trop barbare mère ! Quel crime ont-il commis pour leur percer le sein ? Nature, tu parles en vain, Leur crime est assez grand d'avoir Jason pour Père.  Quel désespoir m'aveugle et m'emporte contre eux ? Leur âge permet-il cet affreux parricide, Et sont-ils criminels pour être malheureux ? Quoi, je craindrai de punir un perfide ! De ses voeux triomphants ma mort serait l'effet !  Oublions l'innocence, et voyons le forfait.  Une indigne pitié me les fait reconnaître ; C'est mon rang, il est vrai, mais c'est le sang d'un traitre. Puis-je trop acheter, en les faisant périr, La douceur de le voir souffrir ? "")",-,0.0
"('#creuse', ""Si la pitié vous peut trouver sensible, Voyez une princesse en pleurs, Qui vient vous demander la fin de ses malheurs : À votre art rien n'est impossible. Pour garantir l'État des maux que je prévois,  Si la pitié vous peut trouver sensible, Apaisez la fureur du Roi."")",-,0.0
"('#medee', ""Si vous voulez obtenir ce miracle, C'est au Prince d'Argos qu'il faut vous adresser.  Par son hymen vos maux doivent cesser, Vos désirs n'auront point d'obstacle : Mais je veux qu'en ce même jour,  En recevant sa foi, vous payez son amour."")",-,0.0
"('#creuse', ""Sur cet hymen quel parti puis-je prendre, Quand d'un père et d'un roi le ciel m'a fait dépendre ? "")",-,0.0
"('#medee', ""J'ai parlé, c'est assez ; ne cherchez plus qu'en moi, Le pouvoir d'un père et d'un roi."")",-,0.0
"('#creuse', 'Pourquoi précipiter un dessein...')",-,0.0
"('#medee', ""Point d'excuse. Du trouble où je vous mets je connais la raison ; Quand au Prince d'Argos votre coeur se refuse,  Il veut se garder à Jason."")",-,0.0
"('#creuse', 'Se garder à Jason ?')",-,0.0
"('#medee', ""Je sais sa perfidie, En lui vous aviez un amant ; Mais on n'offense pas Médée impunément ; D'une entreprise si hardie  L'univers étonné verra le châtiment."")",-,0.0
"('#creuse', ""Ah, reprenez Jason, et me rendez mon père. Que Jason parte, et qu'il fuie avec vous."")",-,0.0
"('#medee', 'Non, de ma main vous prendrez un époux ; Ce seul moyen peut satisfaire  Les transports de mon coeur jaloux.')",-,0.0
"('#le-choeur', 'Ah, funeste revers ! fortune impitoyable ! Corinthe, hélas ! que vas-tu devenir ?')",-,0.0
"('#creuse', ""Que ce grand bruit m'est redoutable !"")",-,0.0
"('#le-choeur', 'Dieux cruels, est-ce ainsi que votre haine accable  Ceux que vous devez soutenir ?')",-,0.0
"('#creuse', ""Venez, parlez ; qu'avez-vous à m'apprendre ? Je vois vos yeux baignez de pleurs."")",-,0.0
"('#cleone', ""Je viens vous annoncer le plus grand des malheurs. Le Roi ne respirait que du sang à répandre,  Quand voyant le Prince d'Argos, Il a paru plus en repos ; Sa fureur semblait dissipée ; Mais dans le temps qu'on n'a rien redouté De sa fausse tranquillité,  De ce malheureux Prince il a saisi l'épée, Et lui perçant le flanc, son bras nous a fait voir Ce que peut un prompt désespoir."")",-,0.0
-,"('#un-plaisir', ""Le maître de ces lieux n'aime que la victoire, Il en fait ses plus chers désirs : Il néglige ici les plaisirs, Et tous ses soins sont pour la gloire."")",0.0
-,"('#le-choeur-des-graces', 'Les jeux et les amours Ne règnent pas toujours.')",0.0
-,"('#un-plaisir', ""C'était dans ces jardins, au bord de ces fontaines, Que l'aimable mère d'amour Espérait d'établir sa bienheureuse cour : Mais ses espérances sont vaines."")",0.0
-,"('#le-choeur-des-graces', 'Les jeux et les amours Ne règnent pas toujours.')",0.0
-,"('#un-des-jeux', ""Ne nous écartons pas de ces charmantes plaines, Allons nous retirer dans les bois d'alentour."")",0.0
-,"('#trois-jeux', 'Ah ! Quelles peines De quitter un si beau séjour !')",0.0
-,"('#trois-plaisirs', ""Le maître de ces lieux n'aime que la victoire, Il en fait ses plus chers désirs : Il néglige ici les plaisirs, Et tous ses soins sont pour la gloire."")",0.0
-,"('#le-choeur-graces', 'Les jeux et les amours Ne règnent pas toujours. Les amours, les grâces, les plaisirs et les jeux se retirent.')",0.0
-,"('#venus', ""Revenez, amours, revenez ; Pourquoi quitter ces lieux où l'on est sans alarmes ? La beauté perd ses plus doux charmes, Sitôt que vous l'abandonnez : Revenez, amours, revenez. Beaux lieux, où les plaisirs suivaient partout mes pas, Que sont devenus vos appas ? Qu'un si charmant séjour est triste et solitaire ! Hélas ! Hélas ! Les amours n'y sont pas, Sans les amours, rien ne peut plaire. Revenez, amours, revenez ; Quel chagrin si pressant vous a tous emmenés ? Est-il quelque danger dont Mars ne vous délivre ? Il chasse les fureurs de ces lieux fortunés, À la seule victoire il permet de le suivre. Revenez, amours, revenez. On entend des trompettes et des tambours dont le bruit se mêle au son de plusieurs instruments champêtres. Cependant Mars paraît sur son char avec Bellone."")",0.0
-,"('#mars', ""Que rien ne trouble ici Vénus et les amours. Que sous d'aimables lois, dans ces douces retraites, On passe en repos d'heureux jours ; Que les hautbois, que les musettes L'emportent sur les trompettes, Et sur les tambours. Que rien ne trouble ici Vénus et les amours. On n'entend plus le bruit des trompettes et des tambours, et plusieurs instruments champêtres jouent dans le temps que Mars descend."")",0.0
-,"('#mars', ""Partez, allez, volez, redoutable Bellone. Laissez en paix ici les amours et les jeux ; Que Cérès, que Bacchus, s'avancent avec eux ; Éloignez ce qui les étonne. Portez aux ennemis de cet empire heureux Tout ce que la guerre a d'affreux : Vénus le veut, Mars vous l'ordonne. Partez, allez, volez, redoutable Bellone. Bellone obéit, et s'envole."")",0.0
-,"('#venus', ""Inexorable Mars, pourquoi déchaînez-vous Contre un héros vainqueur tant d'ennemis jaloux ? Faut-il que l'univers avec fureur conspire Contre ce glorieux empire Dont le séjour nous est si doux ? Sans une aimable paix peut-on jamais attendre De beaux jours ni d'heureux moments ? La plainte la plus tendre, Les plus doux soupirs des amants, Sont le seul bruit qu'on doit entendre En des lieux si charmants."")",0.0
-,"('#mars', ""Que dans ce beau séjour rien ne vous épouvante, Un nouveau Mars rendra la France triomphante. Le destin de la guerre en ses mains est remis. Et si j'augmente Le nombre de ses ennemis, C'est pour rendre sa gloire encor plus éclatante. Le dieu de la valeur doit toujours l'animer."")",0.0
-,"('#venus', 'Vénus répand sur lui tout ce qui peut charmer.')",0.0
-,"('#mars', ""Malheur, malheur à qui voudra contraindre Un si grand héros à s'armer."")",0.0
-,"('#venus', ""Tout doit l'aimer."")",0.0
-,"('#mars', 'Tout doit le craindre.')",0.0
-,"('#venus #mars', ""Tout doit le craindre, Tout doit l'aimer."")",0.0
-,"('#venus #mars', ""Qu'il passe, au gré de ses désirs, De la gloire aux plaisirs, Des plaisirs à la gloire. Venez, aimables dieux, venez tous dans sa cour. Mêlez aux chants de victoire Les douces chansons d'amour. Bacchus et Cérès suivis de moissonneurs, de sylvains et de bacchantes, ramènent les amours, les Grâces, les plaisirs, et les jeux."")",0.0
-,"('#le-choeur-des-graces', ""Mêlons aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#bacchus #ceres', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#choeur #graces', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#mars #venus', 'Au milieu de la guerre Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-graces', ""Au milieu de la guerre Goûtons les plaisirs de la paix. La troupe des moissonneurs commence une danse agréable, et environne Cérès dans le temps qu'elle chante."")",0.0
-,"('#ceres', ""Trop heureux qui moissonne Dans les champs des amours ! Amants que rien ne vous étonne, L'espérance est un grand secours : Quand on vient à cueillir les fruits que l'amour donne, On est riche à jamais, et content pour toujours, Trop heureux qui moissonne Dans les champs des amours. Bacchus chante au milieu des sylvains et des bacchantes qui dansent."")",0.0
-,"('#bacchus', ""Pour les plus fortunés, pour les plus malheureux, Dans l'empire amoureux, Le dieu du vin est nécessaire : S'il prend part aux plaisirs c'est pour les redoubler ; Il charme les chagrins des cours qu'on désespère : Bacchus a de quoi consoler De tous les maux qu'amour peut faire. La troupe qui suit Cérès, et la troupe des suivants de Bacchus se réunissent, et expriment ensemble leur joie par une danse, que les autres dieux accompagnent de leurs chants ; et tous enfin se retirent pour faire place, et pour prendre part au magnifique divertissement qui va paraître."")",0.0
-,"('#mars #venus', ""Qu'il passe au gré de ses désirs De la gloire aux plaisirs, Des plaisirs à la gloire ; Venez, aimables dieux, venez tous, dans sa cour : Mêlez aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#le-choeur-des-graces', ""Mêlons aux chants de victoire Les douces chansons d'amour."")",0.0
-,"('#bacchus #ceres', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#choeur-des-graces', ""Que tout le reste de la terre Porte envie au bonheur de ces lieux pleins d'attraits."")",0.0
-,"('#mars #venus', 'Au milieu de la guerre, Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-des-graces', 'Au milieu de la guerre, Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-des-combattants', ""Avançons, avançons ; que rien ne nous étonne ; Frappons, perçons, frappons ; qu'on n'épargne personne ; Il faut périr, il faut périr ; Il faut vaincre, ou mourir."")",0.0
-,"('#aegle', ""Quel que soit mon destin, il faut ici l'attendre, Minerve, c'est à vous que je viens recourir. Divinité qui devez prendre Le soin de nous défendre, Hâtez-vous de nous secourir."")",0.0
-,"('#le-choeur-des-combattants', 'Il faut vaincre, ou mourir.')",0.0
-,"('#aegle', ""Ô ciel ! ô juste ciel ! Vous est-il doux d'entendre Ces cris pleins de fureur que je ne puis souffrir ? Dieux ! Aimez-vous à voir tant de sang se répandre ?"")",0.0
-,"('#le-choeur-des-combattants', 'Il faut périr, il faut périr, Il faut vaincre ou mourir.')",0.0
-,"('#aegle', ""Est-ce aux athéniens, est-ce au parti contraire, Que l'avantage est demeuré ? Dis-moi pour qui le sort s'est enfin déclaré. Ton silence me désespère."")",0.0
-,"('#cleone', ""Pardonnez à la peur qui me force à me taire. Mes yeux troublés d'effroi n'ont rien considéré : Thésée est le dieu tutélaire Qui me donne en ce temple un refuge assuré : Je ne sais rien de plus, et j'ai cru beaucoup faire De gagner en tremblant cet asile sacré."")",0.0
-,"('#aegle', ""Au milieu des clameurs, au travers du carnage, Thésée a jusqu'ici conduit mes pas errants : Son généreux courage A fait ses premiers soins de m'ouvrir un passage Entre deux effroyables rangs De morts et de mourants. N'as-tu point admiré l'ardeur noble et guerrière Dont il court au péril et s'expose au trépas ? Ah qu'un jeune héros dans l'horreur des combats Couvert de sang, et de poussière, Aux yeux d'une princesse fière A de charmants appas !"")",0.0
-,"('#cleone', ""Thésée est aimable, il vous aime ; Tout cède à sa valeur extrême ; Vous pouvez sans rougir souffrir à votre tour Que jusqu'à votre cour il porte sa victoire. Il n'est rien de si beau que les noeuds de l'amour Quand ils sont formés par la gloire."")",0.0
-,"('#aegle #cleone', ""Il n'est rien de si beau que les noeuds de l'amour Quand ils sont formés par la gloire."")",0.0
-,"('#le-choeur-des-combattants', 'Il faut périr, il faut périr, Il faut vaincre, ou mourir.')",0.0
-,"('#aegle', ""Le ciel ne veut-il point mettre fin à nos peines ? Éclaircis-nous, Arcas, quel est le sort d'Athènes ?"")",0.0
