barante-arlequin-misanthrope,biancollelli-arlequin-gentilhomme,Score
"('#seconde-gasconne', 'Ah Mossu caigno de vous vayre, votre servente de bon cor.')",-,0.0
"('#arlequin', ""Diable !  Elle est servante des bons corps !  Mademoiselle, j'en suis fort aise, mon corps se porte bien à votre service. "")",-,0.0
"('#seconde-gasconne', ""Ah, Mossu, vous souits plats aubligado, me fasets trop d'annou."")",-,0.0
"('#arlequin', ""Elle est fatiguée de trop d'honneur ?  Que Diable de gens sont-ce ?  Vraiment Mademoiselle, on sait bien que les gens d'au-delà de la Loire se fatiguent aisément de trop d'honneur, mais je n'en croyais pas les femmes tout à fait si rebutées."")",-,0.0
"('#seconde-gasconne', ""Mossu, à cos quiconque ravis, que d'entendre tout ce que disons de vous, peccaire. "")",-,0.0
"('#arlequin', ""Dison de bous, peccaire.  De moi on dit que je suis un pécheur ?  C'est selon, il y a telle femme pour qui je ne voudrais pas avoir fait la moindre petite faute.  Mais pour des minois Gascons colle le vôtre, on ne me trouvera jamais Normand."")",-,0.0
"('#seconde-gasconne', 'Ah, peccaire !  Que bons raisounats plat !')",-,0.0
"('#arlequin', 'Ho oui, fort bien, je raisonne au plat.')",-,0.0
"('#seconde-gasconne', 'Ah, Mossu, non disi pas accot.')",-,0.0
"('#arlequin', 'Je ne paie pas mon écot ?  Qui vous a dit cela.')",-,0.0
"('#seconde-gasconne', 'Cousino cresi que se truffo.')",-,0.0
"('#arlequin', ""Comment des Truffes ?  Est-ce que vous m'en apportez ?  Où sont vos Truffes ?  Cousine ?  Allons donc.  Mais vous reculez ?  Depuis quand les femmes de votre pays ont-elles appris à reculer ?"")",-,0.0
"('#gasconne', ""Aro que souits grandetto, Jo ne reculi plus, Ai conneseut l'abus, Cal être doucetto, Et per poudets charma Me cal aima."")",-,0.0
"('#arlequin', ""Diable !  C'est chanter cela !  Et voilà une chanson que je trouverais fort jolie, si je l'entendais."")",-,0.0
"('#seconde-gasconne', 'Es plats jantio, Mossu, quello cançonetto.  Ma fasés semblant de ne nou pas entendre.')",-,0.0
"('#arlequin', ""Quand io eri pichotto, Boulios pas far l'amour ; Dari que sois grandotto, Boudrias lo fa toujours. Flon flon, etc. Ah, Mademoiselle, les semblants sont plus de votre pays que du mien.  Ce n'est pas qu'autrefois j'ai su un couplet de chanson, qui disait : Mais qu'allez-vous chercher toutes deux à Paris."")",-,0.0
"('#seconde-gasconne', 'Fortuno, Mossu, fortuno.  Dison que les gens de nouste pays, la fason tant vite.')",-,0.0
"('#arlequin', ""Mais, fortune pour une femme, c'est un mari."")",-,0.0
"('#seconde-gasconne', ""Ah, Mossu, bous venez tout d'un saut à l'essentiel.  Hé donc ?"")",-,0.0
"('#arlequin', ""Fillettes qu'anas à Paris Per cercas amants et maris ; Troubates prou frit gaites, abé : Ma guère d'espousaires, Bou m'entendez bé. Hé donc.  C'est bien dit.  Mais apprenez en votre patois, ce que vous trouverez où vous allez. Il chante sur un Vaudeville."")",-,0.0
"('#seconde-gasconne', 'Anen, Cousino, anen, se truffo ma de nautres.')",-,0.0
"('#monsieur-de-colafon', 'Serviteur très humble, Monsieur.')",-,0.0
"('#arlequin', 'Bonjour, bonjour.')",-,0.0
"('#monsieur-de-colafon', ""Avez-vous, Monsieur, besoin d'une petite leçon ?"")",-,0.0
"('#arlequin', ""Avec tout cet équipage, vous m'avez l'air de montrer le plus court chemin de l'Hôpital Général."")",-,0.0
"('#monsieur-de-colafon', ""Non, Monsieur, ce n'est pas cela."")",-,0.0
"('#arlequin', 'Mais que voulez-vous, et qui êtes-vous ?')",-,0.0
"('#monsieur-de-colafon', ""Hélas, Monsieur, sans exagérer, je puis me vanter, d'avoir couru la fortune au galop ; mais à présent..."")",-,0.0
"('#arlequin', ""À présent je vous défie d'aller au pas."")",-,0.0
"('#monsieur-de-colafon', 'Si vous connaissiez mon talent, mon habileté, ma souplesse...')",-,0.0
"('#arlequin', 'Et quelle est votre profession ?')",-,0.0
"('#monsieur-de-colafon', ""J'étais Maître à Danser à l'Opéra de Lyon, mais comme l'Opéra est tombé..."")",-,0.0
"('#arlequin', 'Il vous est tombé sur le corps, et vous voilà tout estropié ?')",-,0.0
"('#monsieur-de-colafon', ""Comme l'Opéra est tombé, j'ai trouvé à propos de quitter la Ville.  Je n'avais pas beaucoup d'Écoliers, car mon fort est dans la Danse haute, je n'ai pas la patience, de montrer la danse basse."")",-,0.0
"('#arlequin', ""Hé, qui diable aurait la patience d'apprendre de vous ?  On disait bien que la danse était mal à cheval, mais je ne la croyais pas si mal à pied."")",-,0.0
"('#monsieur-de-colafon', ""Oh, monsieur, j'ai renoncé à la danse."")",-,0.0
"('#arlequin', ""C'est bien fait."")",-,0.0
"('#monsieur-de-colafon', 'Je me suis jeté dans le Fleuret...')",-,0.0
"('#arlequin', 'Tant pis, diable, tant pis !')",-,0.0
"('#monsieur-de-colafon', ""Bon !  Je suis le premier homme du monde, pour escrimer.  C'est moi qui ai eu l'honneur de mettre les armes à la main aux trois quarts de la petite Gendarmerie de la rue Au-fer, et de la rue Saint-Denis."")",-,0.0
"('#arlequin', 'Tudieu !  Quels écoliers !')",-,0.0
"('#monsieur-de-colafon', ""Vous allez voir ce que je sais faire.  Allons, faites assaut contre moi. Le Maître à danser présente un Fleuret à Arlequin qui le refuse d'abord, et le prend enfin. Après avoir escrimé quelques moments, le Maître à danser sort un pistolet, et fait rendre la bourse à Arlequin, et s'en va en disant. Voilà une de mes bottes franches."")",-,0.0
"('#arlequin', ""Au voleur, au voleur ?  Mais voici peut-être quelqu'un de ses camarades.  Taisons-nous, de peur qu'il ne nous en coûte la vie."")",-,0.0
"('#arlequin', ""Hé, bien Madame, Qu'est-ce ?  Qu'y a-t-il ?  Quoi plus ?  De quoi est-il question ?  Que demandez-vous ?  Et que veulent tous ces visages de plâtre ?  Venez-vous me montrer quelque botte franche ?"")",-,0.0
"('#madame-de-l-architrave', ""Monsieur, je suis une fabricatrice de niches humaines, un antidote contre les injures du temps, un répertoire de la commodité des saisons, un alambic des aises de la vie ; Architecte à votre service, commandant pour l'honneur de vos commandements, une escouade de Limousins."")",-,0.0
"('#arlequin', ""Hé bien, Madame, du répertoire, de l'alambic, et de l'escouade Limousine, de quoi est-il question ?"")",-,0.0
"('#madame-de-l-architrave', ""D'une petite affaire de rien touchant notre métier ; de bâtir une Ville."")",-,0.0
"('#arlequin', ""Une Ville ?  Il y en a déjà que trop.  Quand les hommes logeaient dans les Bois, ils étaient humains, et ne se mangeaient pas les uns les autres.  Le séjour des villes les a gâtées, les a rendus féroces, et plus ours et plus tigres que les ours et les tigres qu'ils ont laissés dans les forêts."")",-,0.0
"('#madame-de-l-architrave', ""Oh, cela est vrai ; et cependant nombre de gens qui veulent profiter de votre Philosophie, viendront s'établir ici, et vivre avec vous sous vos lois."")",-,0.0
"('#arlequin', 'Une ville ?')",-,0.0
"('#madame-de-l-architrave', ""Sans doute, une Ville pour les Mécontents ; elle sera peuplée dans un instant.  Vous aurez d'abord tous ces importants d'office, qui se plaignent éternellement que la Cour, qui ne les connaît pas, ne fait rien pour eux.  Ces mères Coquettes désespérées du mauvais goût des hommes, qui les quittent pour leurs filles.  Ces Grisettes de conséquence, qui croient que les privautés d'un Duc ou d'un Marquis, leur ont acquis des droits incontestables sur le Carrosse et le nombre de Laquais.  Ces gens de lettres pestant éternellement contre l'injustice de la fortune, et la dureté du siècle, et surtout ce nombre presque infini d'Auteurs altérés, dont tous les théâtres regorgent."")",-,0.0
"('#arlequin', 'Voilà une Architecte qui a du bon.  Vous êtes de belle humeur, Madame ?')",-,0.0
"('#madame-de-l-architrave', ""Pour vous servir, Monsieur.  L'air joyeux, est la première partie d'un Architecte.  Si nos bâtiments ne sont riants, je n'en donnerais pas une nèfle.  La joie, la joie, partout ?  Il faut de l'air dans les maisons, la vue libre, l'abord aisé, l'aspect gracieux, les avenues faciles, les faux fuyants commodes, et les sorties borgnes et à discrétion."")",-,0.0
"('#arlequin', 'Voici une femme rare !  Vous êtes donc bien employée, Madame.')",-,0.0
"('#madame-de-l-architrave', ""Oui !  Mais je n'aime à travailler que pour de jeunes veuves, et pour des gens d'affaires ; ce sont là les gens de bon goût, il faut primer avec eux.  Ils ont plus d'invention et de goût pour placer une chaise percée, que les autres pour arranger un cabinet."")",-,0.0
"('#arlequin', 'Les Abbés ne sont-ils pas de ce nombre ?  Vous les oubliez ?')",-,0.0
"('#madame-de-l-architrave', 'Oh point, ce sont des goûts différents.  Les Abbés appuient sur la cuisine, sur la cave, et les fausses portes des ruelles.')",-,0.0
"('#arlequin', ""Vous avez raison.  Diable !  Cette femme l'entend !  Est-ce vous qui avez inventé de mettre toutes les fenêtres en portes, surtout du côté des Jardins ?"")",-,0.0
"('#madame-de-l-architrave', ""Je n'ai pas trouvé cette invention, mais je l'ai perfectionnée ?  Vous allez voir ici de quoi je suis capable."")",-,0.0
"('#arlequin', ""Je vois bien qu'il faut s'y résoudre, il faut bien loger tant de gens qui viennent ici.  Car de quoi est-il question ?  Je vous avertis par avance que je veux une ville, qui ne ressemble en rien à Paris, où l'on ne paye point de Boues ni de Lanternes, et dont les rues ne servent que pour les chevaux, les mulets, les crocheteurs, et les autres bêtes de voiture."")",-,0.0
"('#madame-de-l-architrave', ""Je suis votre fait.  Voici comme je m'y prendrai.  Je ferai qu'il y aura partout des Balcons publics qui régneront sans interruption de maison en maison, et qui feront un saut par-dessus les rues qu'ils traversent ; les lumières qui éclairent les chambres éclaireront les Balcons, toutes les fenêtres seront des portes pour la commodité du public, et après cela ce sera la faute des particuliers s'ils ne se rendent pas visite."")",-,0.0
"('#arlequin', ""Oui, mais cette commodité me paraît trop commode.  L'occasion fait le larron.  Ces Balcons et ces fenêtres de communication sont cause que l'on communique plus qu'il ne faut.  Tenez, depuis que vous avez inventé à Paris et à la Campagne, ces larges gouttières en forme de Corridor autour des mansardes, les jolies femmes ne logent plus qu'au grenier, et les hommes comme des chats passent la nuit sur les gouttières."")",-,0.0
"('#madame-de-l-architrave', ""Oh, Monsieur, c'est un abus que de s'abuser sur cela, les chats suivront toujours les chattes, et les femmes trouveront toujours des matous qui les suivront."")",-,0.0
"('#arlequin', ""Je pense qu'elle a raison, c'est un mal sans remède.  Mais revenons à notre Ville."")",-,0.0
"('#madame-de-l-architrave', 'Nous pourrons fort bien la bâtir sue cette Rivière qui est ici près : cela sera fort commode.')",-,0.0
"('#arlequin', ""Peste !  Gardez-vous en bien.  Une rivière ?  Et nous y verrions dans rien établir des Moulins de Javelles, des Charentons, des Ports à l'Anglais, des îles...  Enfin je ne veux point de rivière."")",-,0.0
"('#madame-de-l-architrave', ""Soit, soit ; je suis accommodante.  Il faudra donc la bâtir ici, et ce grand espace nous servira pour faire un beau jardin public, précédé d'une grande avenue d'arbres."")",-,0.0
"('#arlequin', 'Hé oui, oui, un Jardin !  Voilà-t-il pas Paris tout revenu ?  Je ne veux ni cours ni Tuileries, entendez-vous, parce que je veux bannir de notre Ville la coquetterie et la médisance.')",-,0.0
"('#madame-de-l-architrave', ""J'ai tout prévu, je m'en vais commander mon Escouade de placer mon monde dans les postes convenables. Madame de l'Architrave se retire, et en même temps tous les maçons qui l'accompagnaient bâtissent en dansant, un magnifique Palais."")",-,0.0
"('#arlequin', ""Diantre !  C'est bâtir bien gaiement !  Mais pour qui destinez-vous cette habitation superbe ?"")",-,0.0
"('#un-maçon', ""Superbe, Monsieur.  Bon !  C'est la maison de campagne d'une fille de l'Opéra.  Ce n'est rien que cela, si vous voyez comme elle est meublée !"")",-,0.0
"('#arlequin', ""Est-ce que vos maisons se meublent à mesure qu'on les bâtit ?"")",-,0.0
"('#un-maçon', ""Elles sont faites, meublées, et occupées tout à la fois.  Tenez, voilà l'Opératrice en question, sans doute elle veut répéter quelque chose."")",-,0.0
"('#la-chanteuse', ""Miei spirti amorosi, Brillatem'in sen : Amor vuol ch'io posi In braccio al mio ben. Miei spirti amorosi, Brillatem'in sen."")",-,0.0
"('#arlequin', ""Mais voilà qui est étonnant !  Je n'aurais jamais cru une fille d'Opéra si magnifiquement logée."")",-,0.0
"('#un-maçon', ""Il y a quinze jours qu'elle occupait un grenier, et il n'est pas bien décidé si elle ne retournera pas à son premier gîte.  En un mot, si vous voulez voir les fortunes de Théâtre, les voilà.  Un moment les élève, un moment les détruit. Tout le Palais se détruit."")",-,0.0
"('#arlequin', ""Je ne fais pas l'amour, Madame, en jeune sot, Et ne sais pas longtemps tourner autour du pot. Je vais d'abord au fait. Je vous aime, ma Reine, Vos yeux comme un forçat me tiennent à la chaîne ; Mais sans perdre le temps en fades compliments, Songez que les déserts sont faits pour les Amants, Profitez-en."")",-,0.0
"('#colombine', ""Jamais d'une si brusque flamme Le pétulant aveu ne touchera mon âme ; Mais hélas ! Suis-je encor maîtresse de mon coeur ? Vous le savez, Octave..."")",-,0.0
"('#arlequin', ""Oh ma foi, serviteur, Pour donner là-dedans je sais trop bien l'usage ; Ma Mignonne, il n'est plus de Novice à votre âge : À dix-huit ans passés quand on a de l'esprit, Le changement d'amant réveille l'appétit. Du lieu d'où vous venez oubliez-vous la mode ? Voulez-vous des Romans pratiquer la méthode ? À lorgner dans un bois croyez-vous m'obliger ? En Céladon moderne allez-vous m'ériger ? Un héros de Cyrus sans crainte de faiblesse, Pouvoir impunément enlever sa Maîtresse ; Avec lui sans façon la belle s'embarquait, Il ne lui baisait pas le petit bout du doigt. Ces braves Chevaliers par combats et prouesses. Envers et contre tous défendaient leurs Princesses ; Mais tout bien compassé, ces valeureux nigauds N'étaient de leur honneur que les Custodicos. Comme ce temps n'est plus, un autre a pris sa place, Les choses aujourd'hui se font de bonne grâce ; Et dès qu'en pareil cas l'Amant sait demander, De son côté la belle est prête d'accorder. Vous connaissez l'amour, je le connais de même Nous sommes seuls ici, Madame, et je vous aime."")",-,0.0
"('#colombine', ""L'ai-je bien entendu ? Quelle surprise, ô Dieux ? Que me proposez-vous ? Ah trop funestes lieux ! À de pareils propos me serais-je attendue ? Seigneur, rendez le calme à mon âme éperdue. Voudriez-vous tout de bon... Non c'est pour m'éprouver."")",-,0.0
"('#arlequin', ""Madame, en mes panneaux je n'irai pas crever. Quelque sot !"")",-,0.0
"('#colombine', 'Ah, Seigneur, vous êtes Philosophe ?')",-,0.0
"('#arlequin', ""Bon bon ! Nous sommes de la même étoffe ; Et Philosophe, ou non, Madame, il est écrit, Que l'on a de l'amour, quand on a de l'esprit, Cet esprit voit en vous de quoi me satisfaire, Vos petites façons ont le secret de plaire, Et le sort me donnant femme et lieux à mon choix Je crois qu'il ne faut pas que j'en fasse à deux fois."")",-,0.0
"('#colombine', ""Vous ne rougissez pas d'avoir tant de faiblesse, Vous que l'on voit prêcher une austère sagesse ? Vous qui vous gendarmez sur les défauts d'autrui ?"")",-,0.0
"('#arlequin', ""C'est là le grand talent du sage d'aujourd'hui, Loup-garou, fier, hargneux, farouche, impraticable, Sur les moindres défauts toujours inexorable, Regardant les plaisirs d'un oeil indifférent, Voilà comme il se montre au vulgaire ignorant. Mais quand se dérobant aux yeux de tout le monde, En un réduit rustique il peut mener sa blonde, Qu'il sait bien au milieu des plaisirs les plus doux, Apprécier de l'amour les plus exquis ragoûts ! Tout cela ne nuit pas à l'austère sagesse, Et la vertu ne gît qu'à cacher sa faiblesse, Ne vous entêtez point d'un chimérique honneur, Croyez-moi."")",-,0.0
"('#colombine', ""Je ne puis en revenir, Seigneur, Quoi vous, qui détestant tous les mauvais usages ; Cherchez de la vertu dans ces antres sauvages, Qui voyez en pitié le reste des humains ; Osez faire éclater de criminels desseins ? Mais quand il serait vrai que votre âme enflammée De mes faibles attraits se sentirait charmée, Faut-il presser les gens, faut-il brusquer les coeurs ? Si vous avez pour moi de sincères ardeurs, D'un air moins violent faites-le moi paraître."")",-,0.0
"('#arlequin', ""La mode est aujourd'hui d'aimer en Petit Maître, C'est le goût général, Madame, et les abbés Même avant les Robins y sont enfin tombés. Tous nos hommes ont l'art d'attaquer et de prendre, Mais nos femmes n'ont pas celui de se défendre."")",-,0.0
"('#colombine', 'Mais nous voyons de graves Magistrats, Des Abbés réservés...')",-,0.0
"('#arlequin', ""Ne vous y fiez pas, Tel qu'on voit en public faire le bon apôtre, Sous deux doigts de verrouil, est homme comme un autre. La différence enfin du rabat au plumet, Se réduit à ceci : l'un dit plus qu'il ne fait, L'autre en ses actions tout rempli de mystère, Sait chercher son plaisir, en jouir et se taire. Mais qui vient nous troubler en ce doux entretien ? Examinons si c'est ou quelque chose, ou rien. Vous fuyez mes transports, en Amante discrète ? Allez, j'irai bientôt être leur interprète."")",-,0.0
"('#arlequin', ""Quelle révérence !  Encore...  Ouf.  Je n'y saurais durer."")",-,0.0
"('#monsieur-de-geresol', 'Je ne sais, Monsieur, si vous nous connaissez.')",-,0.0
"('#arlequin', ""Non, et je n'en ai même aucune envie."")",-,0.0
"('#monsieur-de-geresol', 'Nous venons vous assurer de nos respects.')",-,0.0
"('#monsieur-de-la-cabriole', ""Nous n'avons pas voulu manquer cette occasion de vous faire la révérence."")",-,0.0
"('#arlequin', 'En voilà déjà plus de quinze de faites.')",-,0.0
"('#monsieur-de-geresol', ""Vous voyez, Monsieur, dans Monsieur de la Cabriole, les meilleurs pieds, et la plus belle jambe du monde.  C'est le héros des chaconnes et des rigodons."")",-,0.0
"('#monsieur-de-la-cabriole', ""Monsieur de Geresol est de mes amis, il me flatte ; mais il parlerait plus sincèrement, s'il vous disait qu'il est le Lulli de Quatre-vingt-seize."")",-,0.0
"('#arlequin', 'À vous la balle, Monsieur.')",-,0.0
"('#monsieur-de-geresol', 'Monsieur de la Cabriole est le Coryphée des Danseurs.')",-,0.0
"('#monsieur-de-la-cabriole', 'Monsieur de Geresol est la fleur, et la crème des musiciens.')",-,0.0
"('#arlequin', 'Hé bien, monsieur le Coryphée, et vous monsieur la Crème, que voulez-vous ?')",-,0.0
"('#monsieur-de-geresol', 'Vous faire une proposition que vous ne pouvez refuser ?')",-,0.0
"('#monsieur-de-la-cabriole', ""Vous donner des moyens assurés de joindre l'agréable à l'utile."")",-,0.0
"('#arlequin', 'Promesses de Musicien !')",-,0.0
"('#monsieur-de-geresol', 'Dites un mot, et nous vous faisons trente mille livres de rente.')",-,0.0
"('#monsieur-de-la-cabriole', 'Vous vous enrichissez sans appauvrir personne.')",-,0.0
"('#arlequin', ""Ce n'est guères la manière de ce temps-ci.  Mais enfin ?"")",-,0.0
"('#monsieur-de-la-cabriole', 'Mais enfin, si vous voulez nous croire, vous ferez dans votre nouvelle Ville, une Académie de Danse et de Musique.')",-,0.0
"('#monsieur-de-geresol', ""Il n'y a pas de divertissement plus agréable au public, ni plus utile aux particuliers."")",-,0.0
"('#arlequin', ""Il est vrai que personne ne se plaint de l'Opéra, et que tout le monde y trouve son compte."")",-,0.0
"('#monsieur-de-la-cabriole', ""Son compte !  Et sans l'Opéra que deviendraient les bons airs, les pieds bien tournés, les visages plâtrés, et les jolis gosiers ?"")",-,0.0
"('#arlequin', ""Il est vrai.  Sans l'Opéra comment subsisteraient tant d'honnêtes fainéants ?  Que deviendraient tant de beautés, qui tirent tout leur mérite de l'Orchestre ?"")",-,0.0
"('#monsieur-de-la-cabriole', ""L'Opéra est un trésor inépuisable dont on ne voit jamais le fonds."")",-,0.0
"('#monsieur-de-geresol', ""C'est un abyme, un labyrinthe de ressources qu'on ne connaît qu'à mesure qu'on les creuse."")",-,0.0
"('#monsieur-de-la-cabriole', ""Tout y rapporte son revenu jusqu'aux rides d'une Coquette surannée."")",-,0.0
"('#monsieur-de-geresol', ""C'est une terre où on sème des sons et des gambades pour recueillir des pistoles."")",-,0.0
"('#arlequin', 'Mais encore, sur quoi assignez-vous les trente milles pistoles de rente que vous proposez ?')",-,0.0
"('#monsieur-de-la-cabriole', 'Sur la souplesse de mon jarret. Il saute.')",-,0.0
"('#monsieur-de-geresol', 'Sur la douceur de mon gosier. Il fredonne.')",-,0.0
"('#monsieur-de-la-cabriole', ""Sur la fraîcheur d'Oriane."")",-,0.0
"('#monsieur-de-geresol', 'Sur les petites façons de Corisande.')",-,0.0
"('#monsieur-de-la-cabriole', 'Sur les Minauderies des Chanteuses.')",-,0.0
"('#monsieur-de-geresol', 'Sur le blanc et le rouge des Danseuses.')",-,0.0
"('#arlequin', ""Sur les brouillards de la rivière de Seine, et sur la constance de l'amour.  Je ne vois point mes sûretés là-dedans, et il me semble qu'une Chacone, et une Sarabande ne sont pas des Marchandises de bon débit."")",-,0.0
"('#monsieur-de-la-cabriole', ""Hé, morbleu, si vous êtes si délicat, tant pis pour vous ; mais sachez qu'aujourd'hui dans le commerce, les meilleures Lettres de Change sont celles qu'on tire sur l'Opéra."")",-,0.0
"('#monsieur-de-geresol', ""Et qu'un créancier remet toujours le tiers de la dette, pour une rescription sur la Caisse de l'Académie Royale de Danse et de Musique."")",-,0.0
"('#arlequin', ""Je le crois.  Mais je ne suis point tenté ; je ne veux dans la ville que je bâtis, ni Musiciens, ni Danseurs, il n'y aura que des gens sobres."")",-,0.0
"('#monsieur-de-la-cabriole', ""Ma foi, Monsieur le petit fondateur, nous y perdrons beaucoup !  La menace est terrible, mais l'Opéra de Lyon nous tend les bras."")",-,0.0
"('#monsieur-de-geresol', ""En tous cas, il ne tiendra qu'à nous d'assister au rétablissement de celui de Rouen."")",-,0.0
"('#arlequin', 'À la bonne heure.')",-,0.0
"('#monsieur-de-la-cabriole', ""Pour votre petite Bicoque, tout y sera de travers, et puisque vous en excluez les Maîtres à Danser, jamais rien n'y sera sur le bon pied."")",-,0.0
"('#arlequin', 'Soit.')",-,0.0
"('#monsieur-de-geresol', 'Que les habitants de cette Ville ne puissent jamais ouvrir la bouche sans détonner.')",-,0.0
"('#monsieur-de-la-cabriole', 'Que quand ils voudront danser la Courante, ils dansent le Rigodon.')",-,0.0
"('#monsieur-de-geresol', ""Qu'ils chantent par bécarre les airs de bémol."")",-,0.0
"('#monsieur-de-la-cabriole', ""En un mot, qu'ils soient impolis, malfaits, et sans goût, comme des gens qui méprisent la danse et la Musique."")",-,0.0
"('#monsieur-de-geresol', 'Que les femmes y aient des maris jaloux, et soupirent inutilement après un Maître à Chanter, pour rendre leurs Billets.')",-,0.0
"('#arlequin', 'Quelles imprécations !  Mais voici mon Architecte.')",-,0.0
"('#madame-de-l-architrave', ""Ma foi, Monsieur, voilà qui ne va point mal, j'ai mis bien des gens en besogne, la Ville s'avance, et nos Ouvriers travaillent comme il faut."")",-,0.0
"('#arlequin', 'Comment, travaillent ?  À peine avez-vous eu le temps de faire le plan de ce que vous avez à bâtir ?')",-,0.0
"('#madame-de-l-architrave', ""Bon !  Vous me prenez donc pour un architecte d'eau-douce ?  J'ai déjà fait mettre des Écriteaux pour attirer des Acheteurs et des Locataires."")",-,0.0
"('#arlequin', 'Elle est folle ?  Quoi, des maisons qui ne sont pas encore faites...')",-,0.0
"('#madame-de-l-architrave', ""Vous voilà bien nouveau !  Et ne savez-vous pas qu'il est à présent du bel usage de vendre les maisons dix ans avant d'en jeter les premiers fondements ?"")",-,0.0
"('#arlequin', ""D'accord.  Mais il faut..."")",-,0.0
"('#madame-de-l-architrave', 'Et, que diriez-vous donc, si je vous montrais à présent les troisièmes étages tout faits ?')",-,0.0
"('#arlequin', 'Je dirais, je dirais...  Morbleu, je ne dirais rien, et je dis que vous êtes une extravagante.')",-,0.0
"('#madame-de-l-architrave', ""Mais sérieusement je vous dis, que c'est là ma manière, je commence toujours par le haut, on travaille ensuite au reste."")",-,0.0
"('#arlequin', 'La folle !')",-,0.0
"('#madame-de-l-architrave', ""Chacun a son humeur, les uns bâtissent sur la terre, d'autres sur la mer : pour moi l'air est mon élément ; je bâtis toujours en l'air.  Mais parlons d'autre chose.  Ces trois filles, ou soi-disant telles, qui ont deux doigts de plâtre sur le nez, et qui sont arrivées avec un vieux Commandeur dans un Carrosse, dont les chevaux semblaient prêts à rendre l'âme..."")",-,0.0
"('#arlequin', 'Hé bien ?')",-,0.0
"('#madame-de-l-architrave', ""Hé bien, elles disent qu'elles c'accommoderont du troisième étage de la maison qui fera le coin auprès du Marché, à condition que vous leur ferez faire une allée à part, et une porte de derrière sur la petite rue."")",-,0.0
"('#arlequin', ""Les allées à part, et les portes de derrière sont merveilleuses, pour donner de l'air à l'honneur d'une femme.  Mais gare le serein."")",-,0.0
"('#madame-de-l-architrave', ""C'est de l'argent comptant, elles paieront le premier quartier d'avance."")",-,0.0
"('#arlequin', ""Elles feront bien.  Tout le monde n'est pas en humeur de se payer par ses mains comme leur dernier hôte."")",-,0.0
"('#madame-de-l-architrave', ""Il est encore venu un procureur qui prendra la maison la plus élevée de la grande rue : mais il lui faut cinq pièces parquetées au premier étage.  C'est pour loger sa femme."")",-,0.0
"('#arlequin', ""Un Procureur ?  Je ne veux point de cette vermine dans l'enceinte des murs.  Aux Faubourgs, aux Faubourgs."")",-,0.0
"('#madame-de-l-architrave', 'Ah, Monsieur, gardez-vous en bien ; il ferait payer à ses parties ce qui lui en coûterait pour se faire voiturer au Palais.  Nous ne sommes pas dans un temps où les Procureurs puissent aller à pied.')",-,0.0
"('#arlequin', ""Madame de l'Architrave ?"")",-,0.0
"('#madame-de-l-architrave', 'Monsieur ?')",-,0.0
"('#arlequin', 'Avez-vous fait le plan des petites maisons ?')",-,0.0
"('#madame-de-l-architrave', 'Des petites maisons ?  Et vous ne voulez, dites-vous, que des gens raisonnables.')",-,0.0
"('#arlequin', 'Il me faut des petites maisons, vous dis-je.  Mais je les voudrais petites, petites.')",-,0.0
"('#madame-de-l-architrave', ""Et pourquoi si petites, dès qu'il vous en faut ?"")",-,0.0
"('#arlequin', ""C'est que j'y veux enfermer les gens raisonnables, de peur que le commerce des autres ne les gâte.  Vous voyez qu'il ne faut pas pour cela grand espace."")",-,0.0
"('#madame-de-l-architrave', ""À propos, que voulez-vous faire de ce grand Hôpital d'Incurables ?"")",-,0.0
"('#arlequin', ""Diable, faites-le grand.  Je le destine pour loger les Marchands qui vendent à crédit aux gens de Cour, les vieilles qui épousent de jeunes gens, s'il y avait place, j'y logerais aussi les amants contemplatifs et les filles qui s'embarquent sur la parole des épouseurs."")",-,0.0
"('#madame-de-l-architrave', ""On y travaille déjà, il sera au coin de la grande place vis-à-vis de l'horloge."")",-,0.0
"('#arlequin', ""Comment l'horloge ?  Je ne veux dans ma Ville ni horloge ni cadran."")",-,0.0
"('#madame-de-l-architrave', ""Point d'horloge ?"")",-,0.0
"('#arlequin', ""Non, sans doute, je veux qu'on fasse toutes choses selon l'occasion, et l'opportunité, et qu'on ne se règle pas sur un coup de marteau.  D'ailleurs, les femmes des gens de Robe n'entendant pas sonner les heures, ne se précautionneront pas contre l'arrivée de leur mari, qui trouvera au retour du Palais, les Galants à la toilette de sa femme."")",-,0.0
"('#madame-de-l-architrave', 'Quelle malice !')",-,0.0
"('#arlequin', ""Et les écornifleurs n'entendant jamais sonner midi, ne se précautionneront pas pour dîner en Ville."")",-,0.0
"('#madame-de-l-architrave', ""Oh ; pour cela, précaution inutile, je vous garantis les parasites suffisamment avertis par l'acide de leur estomac, et assez réveillés par l'odeur des viandes.  Mais qui est cet homme qui vient ?  Ne serait-ce point quelque futur habitant ?"")",-,0.0
"('#arlequin', 'Nous allons voir.')",-,0.0
"('#madame-de-l-architrave', ""Pour moi je vais donner ordre à tout, afin que les choses s'avancent."")",-,0.0
"('#le-libraire', ""Vous voyez, Monsieur, un homme qui, si la fortune lui en avait dit, se serait tenu en carrosse aussi bien qu'un autre.  Je n'ai jamais manqué de coeur, Dieu merci, et j'ai bien autant d'ambition qu'aucun Libraire de Paris."")",-,0.0
"('#arlequin', ""Ce n'est pas peu."")",-,0.0
