quinault-atys,quinault-isis,Score
"('#atys', 'Je parlerai pour vous, que votre crainte cesse.')",-,0.0
"('#sangaride', 'Tous deux unis des plus beaux noeuds...')",-,0.0
"('#atys', ""Le sang et l'amitié nous unissent tous deux. Que votre secours la délivre Des lois d'un hymen rigoureux, Ce sont les plus doux de ses voeux De pouvoir à jamais vous servir et vous suivre."")",-,0.0
"('#cybele', ""Les dieux sont les protecteurs De la liberté des coeurs. Allez, ne craignez point le roi ni sa colère, J'aurai soin d'apaiser Le fleuve Sangar votre père ; Atys veut vous favoriser, Cybèle en sa faveur ne peut rien refuser."")",-,0.0
"('#atys', ""Ah ! C'en est trop..."")",-,0.0
"('#cybele', ""Non, non, il n'est pas nécessaire Que vous cachiez votre bonheur, Je ne prétends point faire Un vain mystère D'un amour qui vous fait honneur. Ce n'est point à Cybèle à craindre d'en trop dire. Il est vrai, j'aime Atys, pour lui j'ai tout quitté, Sans lui je ne veux plus de grandeur ni d'empire, Pour ma félicité Son coeur seul peut suffire. Allez, Atys lui-même ira vous garantir De la fatale violence Où vous ne pouvez consentir. Sangaride se retire."")",-,0.0
"('#cybele', 'Laissez-nous, attendez mes ordres pour partir, Je prétends vous armer de ma toute-puissance.')",-,0.0
"('#cybele', ""Qu'Atys dans ses respects mêlé d'indifférence ! L'ingrat Atys ne m'aime pas ; L'amour veut de l'amour, tout autre prix l'offense, Et souvent le respect et la reconnaissance Sont l'excuse des coeurs ingrats."")",-,0.0
"('#melisse', ""Ce n'est pas un si grand crime De ne s'exprimer pas bien, Un coeur qui n'aima jamais rien Sait peu comment l'amour s'exprime."")",-,0.0
"('#cybele', ""Sangaride est aimable, Atys peut tout charmer, Ils témoignent trop s'estimer, Et de simples parents sont moins d'intelligence : Ils se sont aimés dés l'enfance, Ils pourraient enfin trop s'aimer. Je crains une amitié que tant d'ardeur anime. Rien n'est si trompeur que l'estime : C'est un nom supposé Qu'on donne quelquefois à l'amour déguisé. Je prétends m'éclaircir, leur feinte sera vaine."")",-,0.0
"('#melisse', ""Quels secrets par les dieux ne sont point pénétrez ? Deux coeurs à feindre préparés Ont beau cacher leur chaîne, On abuse avec peine Les dieux par l'amour éclairés."")",-,0.0
"('#cybele', ""Va, Mélisse, donne ordre à l'aimable Zéphyr D'accomplir promptement tout ce qu'Atys désire."")",-,0.0
"('#cybele', ""Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Des suprêmes grandeurs vous m'avez fait descendre, Mille coeurs m'adoraient, je les néglige tous, Je n'en demande qu'un, il a peine à se rendre ; Je ne sens que chagrins, et que soupçons jaloux ; Est-ce le sort charmant que je devais attendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ? Hélas ! Par tant d'attraits fallait-il me surprendre ? Heureuse, si toujours j'avais pu m'en défendre ! L'amour qui me flattait me cachait son courroux : C'est donc pour me frapper des plus funestes coups, Que le cruel amour m'a fait un coeur si tendre ? Espoir si cher, et si doux, Ah ! Pourquoi me trompez-vous ?"")",-,0.0
"('#doris', 'Quoi, vous pleurez ?')",-,0.0
"('#idas', ""D'où vient votre peine nouvelle ?"")",-,0.0
"('#doris', ""N'osez-vous découvrir votre amour à Cybèle ?"")",-,0.0
"('#sangaride', 'Hélas !')",-,0.0
"('#doris #idas', 'Qui peut encor redoubler vos ennuis ?')",-,0.0
"('#sangaride', ""Hélas ! J'aime... Hélas ! J'aime..."")",-,0.0
"('#doris #idas', 'Achevez.')",-,0.0
"('#sangaride', 'Je ne puis.')",-,0.0
"('#doris #idas', ""L'amour n'est guère heureux lorsqu'il est trop timide."")",-,0.0
"('#sangaride', ""Hélas ! J'aime un perfide Qui trahit mon amour ; La déesse aime Atys, il change en moins d'un jour, Atys comblé d'honneurs n'aime plus Sangaride. Hélas ! J'aime un perfide Qui trahit mon amour."")",-,0.0
"('#doris #idas', ""Il nous montrait tantôt un peu d'incertitude ; Mais qui l'eut soupçonné de tant d'ingratitude ?"")",-,0.0
"('#sangaride', ""J'embarrassais Atys, je l'ai vu se troubler : Je croyais devoir révéler Notre amour à Cybèle ; Mais l'ingrat, l'infidèle, M'empêchât toujours de parler."")",-,0.0
"('#doris #idas', ""Peut-on changer si tôt quand l'amour est extrême ? Gardez-vous, gardez-vous De trop croire un transport jaloux."")",-,0.0
"('#sangaride', ""Cybèle hautement déclare qu'elle l'aime, Et l'ingrat n'a trouvé cet honneur que trop doux ; Il change en un moment, je veux changer de même, J'accepterai sans peine un glorieux époux, Je ne veux plus aimer que la grandeur suprême."")",-,0.0
"('#doris #idas', ""Peut-on changer si tôt quand l'amour est extrême ? Gardez-vous, gardez-vous De trop croire un transport jaloux."")",-,0.0
"('#sangaride', ""Trop heureux un coeur qui peut croire Un dépit qui sert à sa gloire. Revenez ma raison, revenez pour jamais, Joignez-vous au dépit pour étouffer ma flamme, Réparez, s'il se peut, les maux qu'amour m'a fait, Venez rétablir dans mon âme Les douceurs d'une heureuse paix ; Revenez, ma raison, revenez pour jamais."")",-,0.0
"('#doris #idas', ""Une infidélité cruelle N'efface point tous les appas D'un infidèle, Et la raison ne revient pas Si tôt qu'on l'a rappelle."")",-,0.0
"('#sangaride', ""Après une trahison Si la raison ne m'éclaire, Le dépit et la colère Me tiendront lieu de raison."")",-,0.0
"('#sangaride #doris #idas', ""Qu'une première amour est belle ? Qu'on a peine à s'en dégager ! Que l'on doit plaindre un coeur fidèle Lorsqu'il est forcé de changer."")",-,0.0
"('#celaenus', ""Belle nymphe, l'hymen va suivre mon envie, L'amour avec moi vous convie À venir vous placer sur un trône éclatant, J'approche avec transport du favorable instant D'où dépend la douceur du reste de ma vie : Mais malgré les appas du bonheur qui m'attend, Malgré tous les transports de mon âme amoureuse, Si je ne puis vous rendre heureuse, Je ne serai jamais content. Je fais mon bonheur de vous plaire, J'attache à votre coeur mes désirs les plus doux."")",-,0.0
"('#sangaride', ""Seigneur, j'obéirai, je dépends de mon père, Et mon père aujourd'hui veut que je sois à vous."")",-,0.0
"('#celaenus', 'Regardez mon amour, plutôt que ma couronne.')",-,0.0
"('#sangaride', ""Ce n'est point la grandeur qui me peut éblouir."")",-,0.0
"('#celaenus', ""Ne sauriez-vous m'aimer sans que l'on vous l'ordonne."")",-,0.0
"('#sangaride', ""Seigneur contentez-vous que je sache obéir, En l'état où je suis c'est ce que je puis dire..."")",-,0.0
"('#celaenus', 'Votre coeur se trouble, il soupire.')",-,0.0
"('#sangaride', 'Expliquez en votre faveur Tout ce que vous voyez de trouble dans mon coeur.')",-,0.0
"('#celaenus', ""Rien ne m'alarme plus, Atys, ma crainte est vaine, Mon amour touche enfin le coeur de la beauté Dont je suis enchanté : Toi qui fus témoin de ma peine, Cher Atys, sois témoin de ma félicité. Peux-tu la concevoir ? Non, il faut que l'on aime, Pour juger des douceurs de mon bonheur extrême. Mais, près de voir combler mes voeux, Que les moments sont longs pour mon coeur amoureux ! Vos parents tardent trop, je veux aller moi-même Les presser de me rendre heureux."")",-,0.0
"('#atys', ""Qu'il sait peu son malheur ! Et qu'il est déplorable ! Son amour méritait un sort plus favorable : J'ai pitié de l'erreur dont son coeur s'est flatté."")",-,0.0
"('#sangaride', ""Épargnez-vous le soin d'être si pitoyable, Son amour obtiendra ce qu'il a mérité."")",-,0.0
"('#atys', ""Dieux ! Qu'est-ce que j'entends !"")",-,0.0
"('#sangaride', ""Qu'il faut que je me venge. Que j'aime enfin le roi, qu'il sera mon époux."")",-,0.0
"('#atys', ""Sangaride, eh d'où vient ce changement étrange ?"")",-,0.0
"('#sangaride', ""N'est-ce pas vous, ingrat, qui voulez que je change ?"")",-,0.0
-,"('#la-renommee #suite', 'Publions en tous lieux Du plus grand des héros la valeur triomphante. Que la Terre et les cieux  Retentissent du bruit de sa gloire éclatante.')",0.0
-,"('#la-renommee', ""C'est lui dont les Dieux ont fait choix  Pour combler le bonheur de l'Empire François, En vain pour le troubler, tout s'unit, tout conspire, C'est en vain que l'Envie a ligué tant de rois. Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut que partout on l'admire Parlons de ses vertus racontons ses exploits, A peine y pourrons nous suffire Avec toutes nos voix;"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#le-choeur', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#deux-tritons', ""C'est le Dieu des eaux qui va paraître Rangeons nous près de notre Maître Enchaînons les vents les plus terribles Que le bruit des flots cède à nos chants. Régnez Zéphirs paisibles, Ramenez le doux printemps."")",0.0
-,"('#neptune', ""Mon empire a servi de théâtre à la guerre, Publiez des exploits nouveaux C'est le même vainqueur Si fameux sur la terre Qui triomphe encor sur les eaux."")",0.0
-,"('#la-renommee #neptune', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#choeurs', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#calliope', 'Cessez pour quelque temps bruit terrible des armes Qui troublez le repos de cent climats divers  Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope #thalie #apollon', 'Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope', 'Recommençons nos chants, Allons les faire entendre.')",0.0
-,"('#melpomene', 'Dans une auguste Cour.')",0.0
-,"('#thalie', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope #thalie #apollon', 'Près du Vainqueur allons attendre son bienheureux retour.')",0.0
-,"('#apollon', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux. Les Muses et les Arts  Vont signaler leur zèle, Je vais favoriser leurs voeux Nous préparons une fête nouvelle Pour le Héros qui les appelle Dans cet asile heureux')",0.0
-,"('#le-choeur', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux.')",0.0
-,"('#la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#apollon #neptune #la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#le-choeur', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#hierax', ""Cessons d'aimer une infidèle, Évitons la honte cruelle De servir, d'adorer qui ne nous aime plus. Achevons de briser les noeuds qu'elle a rompus. Dégageons nous, sortons d'un si funeste empire. Hélas ! Malgré moi je soupire ! Ah ! Mon coeur quelle lâcheté ! Quel charme te retient dans un honteux martyre ? Tu n'as pas craint des fers qui nous ont tant coûté As-tu peur de ta liberté ? Revenez, revenez Liberté charmante Vous n'êtes que trop diligente Lorsqu'il faut dans un coeur faire place à l'Amour; Mais que vous êtes lente Lorsqu'un juste dépit presse votre retour."")",0.0
-,"('#pirante', ""C'est trop entretenir Ces tristes rêveries; Venez, tournez vos pas sur ces rives fleuries Regardez ces flots argentés, Qui dans ces vallons écartés,  Font briller l'émail des prairies Interrompez vos soupirs Tout doit être ici; Ce beau séjour est l'asile Du repos et des plaisirs."")",0.0
-,"('#hierax', ""Depuis qu'une nymphe inconstante A trahi mon amour et m'a manqué de foy Ces lieux jadis si beaux n'ont plus rien qui m'enchante; Ce que j'aime a changé, tout est changé pour moi."")",0.0
-,"('#pirante', ""La fille d'Inachus hautement vous préfère A mille autres amants de votre sort jaloux; Vous avez l'aveu de son père En faveur d'Argus votre frère, La puissante Junon se déclare pour vous."")",0.0
-,"('#hierax', ""Si l'ingrate m'aimait, je serais son époux. Cette nymphe légère De jour en jour diffère Un hymen qu'autrefois elle avait cru si doux. L'inconstante n'a plus l'empressement extrême De cet amour naissant qui répondait au mien. Son changement paraît en dépit d'elle même Je ne le connais que trop bien, Sa bouche quelquefois dit encor qu'elle m'aime; Mais son coeur ni ses yeux ne m'en disent plus rien."")",0.0
-,"('#pirante', ""Se peut-il qu'elle dissimule ! Après de serments, ne la croyez-vous pas ?"")",0.0
-,"('#hierax', ""Je ne les crus que trop, hélas !  Ces serments qui trompent mon coeur tendre et crédule; Ce fut dans ces vallons où par mille détours, Inachus prends plaisir à prolonger son cours; Ce fut sur son charment rivage, Que sa fille volage Me promit de m'aimer toujours. Le Zéphir fut témoin, l'onde fut attentive Quand la nymphe jura de ne changer jamais, Mais le Zéphir léger et l'onde fugitive Ont enfin emporté les serments qu'elle a faits. Je la vois, l'infidèle."")",0.0
-,"('#pirante', 'Éclaircissez vous avec elle.')",0.0
-,"('#io', ""M'aimez vous ? puis-je m'en flatter ?"")",0.0
-,"('#hierax', ""Cruelle, en voulez vous douter ? En vain votre inconstance éclate, En vain elle m'anime à briser tous les noeuds Je vous aime toujours ingrate, Plus que vous ne voulez Et plus que je ne veux Je crains un funeste présage, Un aigle dévorant Vient de fondre à mes yeux, Sur un oiseau qui dans ces lieux M'entretenait d'un doux ramage Différez votre hymen, Suivons l'avis des Cieux. Notre hymen me déplaît qu'à votre coeur volage: Répondez moi de vous, je vous répond des Dieux. Vous juriez autrefois Que cette onde rebelle Se ferait vers sa source une route nouvelle Plutôt qu'on ne verrait votre coeur dégagé; Voyez couler ces flots dans cette vaste plaine C'est le même penchant qui toujours les entraîne. Leurs cours ne change point et vous avez changé"")",0.0
-,"('#io', ""Laissez moi revenir de mes frayeurs secrètes; J'attends de votre amour cet effort généreux."")",0.0
-,"('#hierax', ""Je veux ce qui vous plaît, cruelle que vous êtes, Vous n'abusez que trop d'un amour malheureux !"")",0.0
-,"('#io', 'Non, je vous aime encor !')",0.0
-,"('#hierax', ""Quelle froideur extrême !  Inconstante, est-ce ainsi qu'on doit dire qu'on aime."")",0.0
-,"('#io', ""C'est à tort que vous m'accusez, Vous avez vu toujours vos rivaux méprisés"")",0.0
-,"('#hierax', ""Le mal de mes rivaux N'égale point ma peine, La douce illusion d'une espérance vaine Ne les fait point tomber du faite du bonheur Aucun d'eux comme moi n'a perdu votre coeur; Je ne suis point accoutumé Quel tourment de cesser de plaire Lorsqu'on a fait l'essai du plaisir d'être aimé. Je ne le sens que trop Votre coeur se détache Et je ne sais qui me l'arrache"")",0.0
-,"('#hierax', ""Je cherche en vain l'heureux amant Qui me dérobe un bien charmant Où j'ai cru devoir seul prétendre Je sentirais moins mon tourment Si je trouvais à qui m'en prendre Vous fuyez mes regards, Vous ne me dites rien; Il faut vous délivrer d'un fâcheux entretiens; Ma présence vous blesse et c'est trop vous contraindre."")",0.0
-,"('#io', 'Jaloux sombre et chagrin, Partout où je vous vois, Vous ne cessez de vous plaindre Je voudrais vous aimer Autant que je le dois, Et vous me forcez à vous craindre.')",0.0
-,"('#hierax #io', ""Non, non, il ne tient qu'à vous De rendre notre sort plus doux Non, non, il ne tient qu'à vous De rendre mon coeur plus tendre Non, non, il ne tient qu'à vous De rendre mon coeur moins jaloux."")",0.0
-,"('#micene', ""Ce prince trop longtemps dans ses chagrins s'obstine On pardonne au premier transport D'un amour qui se plaint à tort Et qui sans raison se mutine. Mais à la fin on se chagrine Contre un Amour chagrin."")",0.0
-,"('#io', ""Je veux bien te parler enfin sans artifice Ce prince infortuné s'alarme avec justice. Le maître souverain de la terre et des cieux Entreprend de plaire à mes yeux. Du coeur de Jupiter l'amour m'offre l'empire. Mercure est venu me le dire Je le vois chaque jour descendre dans ces lieux. Mon coeur autant qu'il peut  Fait toujours résistance. Et pour attaquer ma constance, Il ne fallait pas moins que le plus grand des Dieux."")",0.0
-,"('#micene', ""On écoute aisément Jupiter qui soupire. C'est un amant qu'on ose mépriser. Et du plus grand des coeurs Ce glorieux empire  Est difficile à mépriser."")",0.0
-,"('#io', ""Lorsqu'on me presse de me rendre Aux attraits d'un amour nouveau, Plus le charme est puissant Et plus il serait beau De pouvoir m'en défendre. Quoi ! tu veux me quitter ? Doù vient ce soin pressant ?"")",0.0
-,"('#micene', ""C'est pour vous seule ici que Mercure descend."")",0.0
-,"('#mercure', ""Le Dieu puissant qui lance le tonnerre  Et qui des cieux tient le sceptre en ses mains A résolu de venir sur la terre Chasser les maux qui troublent les humains. Que la terre avec soin à cet honneur réponde Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
-,"('#choeur-des-divinites', ""Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
-,"('#mercure', ""C'est ainsi que Mercure Pour abuser les Dieux jaloux Doit parler hautement à toute la nature. Mais il doit s'expliquer Autrement avec vous; C'est pour vous voir, C'est pour vous plaire, Que Jupiter descend du céleste séjour. Et les biens qu'ici bas sa présence va faire Ne seront dûs qu'à son amour."")",0.0
-,"('#isis', ""Pourquoi du haut des cieux,  Ce Dieu veut-il descendre ?  Mes voeux sont engagés. Mon coeur a fait un choix L'amour tôt ou tard doit prétendre Que tous les coeurs se rangent sous ses lois. C'est un hommage qu'il faut rendre Mais assez de le rendre une fois."")",0.0
-,"('#mercure', ""Ce serait en aimant une contrainte étrange Qu'un coeur pour mieux choisir n'osât se dégager. Quand c'est pour Jupiter qu'on change Il n'est pas honteux de changer. Que tout l'univers se pare De ce qu'il a de plus rare Que tout brille dans ces lieux. Que la terre partage  L'éclat et la gloire des cieux. Que tout rende hommage  Au plus grand des dieux."")",0.0
-,"('#jupiter', ""Les armes que je tiens protègent l'innocence. L'effort n'en est fâcheux qu'à l'orgueil des titans. Vous qui suivez les lois, Vivez sous ma puissance, Toujours heureux, toujours contents. Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",0.0
-,"('#choeurs', ""Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",0.0
-,"('#io', ""Où suis-je ? D'où vient ce nuage ? Les ondes de mon père et son charmant rivage Ont disparu tout_à_coup à mes yeux ! Où puis-je trouver un passage ? La jalouse reine des Cieux Me fait elle si tôt acheter l'avantage De plaire au plus puissant des Dieux ? Que vois-je ? Quel éclat se répand dans ces lieux. Jupiter paraît et les nuages qui obscurcissent le théâtre, sont illuminés et peints des couleurs les plus brillantes et les plus agréables."")",0.0
-,"('#jupiter', ""Vous voyez Jupiter; Que rien ne vous étonne. C'est pour tromper Junon et ses regards jaloux Qu'un nuage vous environne; Belle nymphe, rassurez-vous Je vous aime et pour vous le dire, Je sors avec plaisir de mon suprême empire. La foudre est dans mes mains, Les Dieux me font la cour, Je tiens tout l'Univers sous mon obéissance; Mais si je prétends en ce jour Engager votre coeur à m'aimer à son tour, Je fonde moins mon espérance Sur la grandeur de ma puissance Que sur l'excès de mon amour."")",0.0
-,"('#io', ""Que sert-il qu'ici-bas votre amour me choisisse ? L'honneur me vient trop tard, j'ai formé d'autres noeuds Il fallait que ce bien pour combler tous nos voeux, Ne me coûtât point d'injustice, Et ne fit point de malheureux"")",0.0
-,"('#jupiter', ""C'est une assez grande gloire Pour votre premier vainqueur, D'être encore dans votre mémoire Et de me disputer si longtemps votre coeur."")",0.0
-,"('#io', ""La gloire doit forcer mon coeur à se défendre. Si vous sortez du Ciel pour chercher les douceurs D'une amour tendre, Vous pouvez aisément attaquer d'autres coeurs Qui feront gloire de se rendre."")",0.0
-,"('#jupiter', ""Il n'est rien dans les Cieux il n'est rien ici-bas De si charment que vos appas; Rien ne peut me toucher d'une flamme si forte; Belle Nymphe vous l'emportez Sur les autres beautés, Autant que Jupiter l'emporte Sur les autres Divinités ! Verrez-vous tant d'amour avec indifférence ? Quel trouble vous saisit ? Où tournez vous vos pas ?"")",0.0
-,"('#io', ""Mon coeur en votre présence Fait trop peu de résistance  Contentez-vous, hélas ! D'étonner ma constance, Et n'en triomphez pas."")",0.0
-,"('#jupiter', 'Et pourquoi craignez vous Jupiter qui vous aime ?')",0.0
-,"('#io', 'Je crains tout, je me crains moi-même.')",0.0
-,"('#jupiter', 'Quoi ! voulez vous me fuir')",0.0
-,"('#io', ""C'est mon dernier espoir."")",0.0
-,"('#jupiter', 'Écoutez mon amour.')",0.0
-,"('#io', 'Écoutez mon devoir.')",0.0
-,"('#jupiter', 'Vous avez un coeur libre et qui peut de défendre')",0.0
-,"('#io', 'Non, vous ne laissez pas mon coeur en mon pouvoir')",0.0
-,"('#jupiter', ""Quoi ! vous ne voulez pas m'entendre"")",0.0
-,"('#io', ""Je n'ai que trop de peine à ne le pas vouloir. Laissez-moi..."")",0.0
-,"('#jupiter', 'Quoi si tôt.')",0.0
-,"('#io', 'Je devais moins attendre; Que ne fuyais-je hélas ! Avant que de vous voir.')",0.0
-,"('#jupiter', ""L'amour pour moi me sollicite Et je vois que vous me quittez"")",0.0
-,"('#io', ""Le devoir veut que je vous quitte, Et je sens que vous m'arrêtez"")",0.0
-,"('#mercure', 'Iris est ici-bas et Junon elle-même  Pourrait vous suivre dans ces lieux.')",0.0
-,"('#jupiter', ""Pour la nymphe que j'aime Je crains ses transports furieux."")",0.0
-,"('#mercure', 'Sa vengeance serait funeste, Si votre amour était surpris.')",0.0
-,"('#jupiter', ""Va, prends soin d'arrêter Iris, Mon amour prendra soin du reste."")",0.0
-,"('#mercure', ""Arrêtez, belle Iris, différez un moment D'accomplir en ces lieux ce que Junon désire."")",0.0
-,"('#iris', ""Vous m'arrêtez vainement Et vous n'aurez rien à me dire."")",0.0
-,"('#mercure', ""Mais, si je vous disais que je veux vous choisir Pour attacher mon coeur d'une éternelle chaîne ?"")",0.0
-,"('#iris', 'Je vous écouterais peut-être avec plaisir, Mais je vous croirais avec peine.')",0.0
-,"('#mercure', ""Refusez vous d'unir votre coeur et le mien."")",0.0
-,"('#iris', ""Jupiter et Junon nous occupent sans cesse Nos soins sont assez grands sans que l'amour nous blesse, Nous n'avons pas tous deux de loisir d'aimer bien."")",0.0
-,"('#mercure', 'Si je fais ma première affaire De vous voir et de vous plaire.')",0.0
-,"('#iris', 'Je ferai mon premier devoir De vous plaire et de vous voir.')",0.0
-,"('#mercure', ""Un coeur fidèle  A pour moi de charmants appas: Vous avez mille attraits, Vous n'êtes que trop belle: Mais je crains que vous n'ayez pas. Un coeur fidèle."")",0.0
-,"('#iris', ""Pourquoi craignez-vous tant Que mon coeur se dégage Je vous permets d'être inconstant, Sitôt que je serai volage."")",0.0
-,"('#mercure #iris', 'Promettez moi de constantes amours, Je vous promets de vous aimer toujours.')",0.0
-,"('#mercure', 'Que la feinte entre nous finisse')",0.0
-,"('#iris', 'Parlons sans mystère en ce jour;')",0.0
-,"('#mercure #iris', ""Le moindre artifice Offense l'amour."")",0.0
-,"('#iris', 'Quel soin presse ici-bas Jupiter de descendre.')",0.0
-,"('#mercure', 'Le seul bien des mortels lui fait quitter les cieux; Mais quel soupçons nouveau Junon peut elle prendre ? Ne suivrait elle pas Jupiter en ces lieux.')",0.0
-,"('#iris', ""Dans les jardins d'Hébé Junon vient de descendre."")",0.0
-,"('#mercure', ""Un nuage entrouvert la découvre à mes yeux ; Iris parle ainsi sans mystère ! C'est ainsi que je puis me fier à ta foi."")",0.0
-,"('#iris', ""Ne me reprochez pas que je suis peu sincère, Vous ne l'êtes pas plus que moi. Junon paraît au milieu d'un nuage qui s'avance."")",0.0
-,"('#mercure #iris', 'Gardez pour quelque autre Votre amour trompeur, Je reprends mon coeur,  Reprenez le vôtre.')",0.0
-,"('#iris', ""J'ai cherché vainement la fille d'Inachus."")",0.0
-,"('#junon', ""Ah ! Je n'ai pas besoin d'en savoir davantage, Non, Isis, ne la cherchons plus. Jupiter dans ces lieux m'a donné de l'ombrage, J'ai traversé les airs, j'ai percé le nuage Qu'il opposait à mes regards ; Mais en vain j'ai tourné les yeux de toutes parts, Ce Dieu par son pouvoir suprême M'a caché la nymphe qu'il aime, Et ne m'a laissé voir que des troupeaux épars ! Non, non, je ne suis pas une incrédule épouse Qu'un puisse tromper aisément; Voyons qui feindra mieux de Jupiter amant Ou de Junon jalouse. Il est maître des Cieux, la terre suit sa loi; Sous sa toute puissance, il faut que tout fléchisse; Mais puisqu'il ne prétend s'armer que d'artifice Tout Jupiter qu'il est, il est moins fort que moi. Dans ces lieux écartés, vois que la terre est belle."")",0.0
-,"('#iris', 'Elle honore son maître et brille sous ses pas.')",0.0
-,"('#junon', ""L'amour cet amour infidèle, Qui du plus haut des cieux l'appelle, Fait que tout lui rit ici-bas. Près d'une maîtresse nouvelle  Dans le fond des déserts, on trouve des appas. Et le ciel même ne plaît pas Avec une épouse immortelle."")",0.0
-,"('#jupiter', ""Dans les jardins d'Hébé vous deviez en ce jour  D'une nouvelle nymphe  Augmenter votre cour; Quel dessein si pressant dans ces lieux vous amène."")",0.0
-,"('#junon', ""Je ne vous suivrai pas plus loin. Je viens de votre amour Attendre un nouveau soin : Ne vous étonnez pas qu'on vous quitte avec peine, Et que de Jupiter on ait toujours besoin. Vous m'aimez, et j'en suis certaine."")",0.0
-,"('#jupiter', 'Souhaitez, je promets que vos voeux seront satisfaits.')",0.0
-,"('#junon', ""J'ai fait choix d'une nymphe et déjà la Déesse De l'aimable Jeunesse Se prépare à la recevoir; Mais je n'ose, sans vous, disposer de personne. Si j'ai quelque pouvoir, Je n'en prétends avoir Qu'autant que votre amour m'en donne Ce don de votre main me sera précieux."")",0.0
-,"('#jupiter', ""J'approuve vos désirs ; Que rien n'y soit contraire; Mercure ayez soin de lui plaire, Et portez à son gré, mes ordres en tous lieux; Que tout suive les lois de la reine des cieux."")",0.0
-,"('#iris #mercure', 'Que tout suive les lois de la reine des Cieux.')",0.0
-,"('#jupiter', ""Parlez, et qu'hautement votre choix se déclare."")",0.0
-,"('#junon', ""La nymphe qui me plaît ne vous déplaira pas, Vous ne verrez pas ici-bas De mérite plus grand ni beauté plus rare; Les honneurs que je lui prépare Ne lui sont que trop dûs, Enfin, Junon choisit la fille d'Inachus."")",0.0
-,"('#jupiter', ""La fille d'Inachus."")",0.0
-,"('#junon', ""Déclarez pour elle. Peut-on voir à ma suite une nymphe plus belle, Plus capable d'orner ma cour, Et de marquer pour moi,  Le soin de votre amour; Vous me l'avez promise et je vous le demande."")",0.0
-,"('#jupiter', ""Vous ne sauriez combler d'une gloire trop grande La nymphe que vous choisissez; Junon commande  Allez, allez, Mercure obéissez."")",0.0
-,"('#junon', 'Junon commande Allez, allez, Mercure obéissez.')",0.0
-,"('#hebe', ""Les plaisirs les plus doux Sont faits pour la jeunesse. Venez, venez jeux charmants, venez tous; Cardez vous bien d'amener avec vous La sévère Sagesse. Fuyez, fuyez, sombre tristesse Noirs chagrins, fuyez loin de nous Vous êtes destinés pour l'affreuse vieillesse Les plaisirs les plus doux Sont faits pour la jeunesse."")",0.0
-,"('#le-choeur', 'Les plaisirs les plus doux Sont faits pour la jeunesse. Les jeux, les plaisirs et les nymphes de Junon se divertissent par des danses et par des chansons, en attendant la nouvelle nymphe dont Junon vont faire choix.')",0.0
-,"('#deux-nymphes', ""Aimez, profitez du temps, Jeunesse charmante Rendez vos désirs contents. Tout rit tout enchante Dans les plus beaux ans: L'amour vous éclaire Marchez sur ses pas Cherchez à vous faire Des noeuds pleins d'appas. Que vous sert de plaire, Si vous n'aimez pas ?"")",0.0
