diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Score
"('#madame-de-chepy', ""Il y a sept ans que nous sommes liées ; et je lui dois la meilleure partie du bonheur de ma vie.  C'est auprès d'elle que je vais chercher et que je trouve un sage conseil, quand j'en ai besoin ; la consolation dans mes peines qui lui font quelquefois oublier les siennes ; et cette satisfaction si douce qu'on éprouve à confier ses instants de plaisir à quelqu'un qui sait les écouter avec intérêt.  Hé bien, c'est incessamment le jour de sa fête."")","('#madame-de-chepy', ""Il y a six à sept ans que nous sommes liées, et je lui dois la meilleure partie du bonheur de ma vie ; c'est auprès d'elle que je trouve un bon conseil, quand j'en ai besoin ; la consolation dans mes peines, qui lui font quelquefois oublier les siennes ; et cette satisfaction si douce qu'on éprouve à confier ses instants de plaisir à quelqu'un qui sait les écouter avec intérêt.  Eh bien, c'est incessamment le jour de sa fête."")",0.9664426445960999
"('#monsieur-hardouin', 'Et il vous faudrait un divertissement, un proverbe, une petite comédie.')","('#monsieur-hardouin', 'Je vous entends ; et il vous faudrait un divertissement, un proverbe, une petite comédie.')",0.8974209427833557
"('#madame-de-chepy', ""C'est cela, mon cher Hardouin."")","('#madame-de-chepy', ""C'est cela, mon cher Hardouin."")",1.0
"('#monsieur-hardouin', ""Je suis désespéré de vous refuser net, mais tout net ; premièrement parce que je suis excédé de fatigue et qu'il ne me reste pas une idée ; mais pas une.  Secondement, parce que j'ai heureusement ou malheureusement une de ces têtes auxquelles on ne commande pas.  Je voudrais vous servir que je ne le pourrais."")","('#monsieur-hardouin', ""Je suis désespéré de vous refuser net, mais tout net ; premièrement, parce que je suis excédé de fatigue, et qu'il ne me reste pas une idée, mais pas une ; secondement, parce que j'ai heureusement ou malheureusement une de ces têtes auxquelles on ne commande pas.  Je voudrais vous servir que je ne le pourrais pas."")",0.9806960821151733
"('#madame-de-chepy', ""Ne dirait-on pas qu'on vous demande un chef-d'oeuvre."")","('#madame-de-chepy', ""Ne dirait-on pas qu'on vous demande un chef-d'oeuvre !"")",0.9864611625671387
"('#monsieur-hardouin', 'Vous demandez au moins une chose qui vous plaise, et cela ne me paraît pas aisé ; qui plaise à la personne que vous voulez fêter, et cela est très difficile ; qui plaise à la société qui est faite aux belles choses ; enfin qui me plaise à moi, et je ne suis presque jamais content de ce que je fais.')","('#monsieur-hardouin', ""Mais, madame, vous demandez au moins une chose qui vous plaise, et cela ne me paraît pas aisé ; qui plaise à la personne que vous voulez fêter, et cela est très difficile ; qui plaise à sa société, qui n'est pas composée de gens indulgents ; enfin qui me plaise à moi, et je ne suis presque jamais content de ce que je fais."")",0.9660598039627075
"('#madame-de-chepy', ""Ce ne sont là que les fantômes de votre paresse ou les prétextes de votre mauvaise volonté.  Vous me persuaderez peut-être que vous redoutez beaucoup mon jugement ?  Mon amie, j'en conviens, a le sentiment délicat, et le tact exquis ; mais elle est juste, et sera plus touchée d'un mot heureux que blessée d'une mauvaise scène ; et quand elle vous trouverait un peu plat, qu'est-ce que cela vous ferait ?  Vous auriez tort de craindre nos beaux esprits dont nous suspendrons la critique, en vous nommant.  Pour vous, monsieur, c'est autre chose.  Après avoir été mécontent de vous-même, tant de fois ; vous en serez quitte pour être injuste une fois de plus."")","('#madame-de-chepy', ""Tout cela ne sont que les fantômes de votre paresse, ou les prétextes de votre mauvaise volonté.  Vous me persuaderez peut-être que vous craignez beaucoup mon jugement ?  Mon amie a, je l'avoue, le sentiment très délicat, et le tact exquis : mais elle est juste, mais elle est plus touchée d'un mot heureux, que blessée d'une mauvaise scène ; et, quand elle vous trouverait un peu plat, qu'est-ce que cela vous ferait ?  Vous auriez le plus grand tort de redouter nos beaux esprits : nous n'aurons qu'à vous nommer pour modérer leur critique.  Pour vous, monsieur, c'est autre chose : après avoir été mécontent de vous-même tant de fois, vous en serez quitte pour être injuste une fois de plus."")",0.9756489992141724
"('#monsieur-hardouin', ""D'ailleurs, madame, je n'ai pas l'esprit libre.  Vous connaissez Madame Servin ; c'est, je crois, votre amie."")","('#monsieur-hardouin', ""D'ailleurs, madame, je n'ai pas l'esprit libre.  Vous connaissez Madame Servin ; c'est, je crois, votre amie ?"")",0.9864974021911621
"('#madame-de-chepy', 'Je la rencontre dans le monde ; je la vois chez elle.  Nous ne nous aimons pas ; mais nous nous embrassons.')","('#madame-de-chepy', 'Je la rencontre dans le monde, je la vois chez elle, nous nous embrassons ; mais nous ne nous aimons pas.')",0.9567239284515381
"('#monsieur-hardouin', ""Sa bienfaisance inconsidérée lui a attiré une affaire très ridicule, et vous savez ce que c'est qu'un ridicule, surtout pour elle.  N'a-t-elle pas découvert que j'étais lié avec son adverse partie ; et ne faut-il pas absolument que je la tire de là.  J'ai même pris la liberté de donner rendez-vous ici, à mon homme."")","('#monsieur-hardouin', ""Sa bienfaisance inconsidérée lui a fait une affaire très ridicule, et vous savez ce que c'est que le ridicule pour elle : elle a découvert que j'étais lié avec son adverse partie, et il faut absolument que je la tire de là, j'ai même pris la liberté de donner rendez-vous ici à mon homme."")",0.9312488436698914
"('#madame-de-chepy', 'Tenez, mon cher Hardouin ; laissez faire à chacun son rôle.  Celui des avocats est de terminer les procès ; le vôtre de produire des ouvrages charmants.  Voulez-vous savoir ce qui vous arrivera ?  Vous vous brouillerez avec la dame dont vous êtes le négociateur, avec son adversaire, et avec moi, si vous me refusez.')","('#madame-de-chepy', ""Tenez, mon pauvre Hardouin, il faut que chacun fasse son rôle dans ce monde : celui des avocats est de terminer les procès, le vôtre de faire des ouvrages charmants.  Voulez-vous savoir ce qui va vous arriver ?  C'est de vous brouiller avec la dame dont vous êtes le négociateur, avec son adversaire, et avec moi, si vous me refusez."")",0.961970865726471
"('#monsieur-hardouin', ""Pour une chose aussi frivole ?  C'est ce que je ne croirai jamais."")","('#monsieur-hardouin', ""Pour une chose aussi frivole ?  C'est ce que je ne craindrai jamais."")",0.8311008214950562
"('#madame-de-chepy', ""Mais c'est à moi, ce me semble, à juger si la chose est frivole ou non ; cela tient à l'intérêt que j'y mets."")","('#madame-de-chepy', ""Mais c'est à moi, ce me semble, à juger si la chose est frivole ou non : cela tient à l'intérêt que j'y mets."")",0.9902997016906738
"('#monsieur-hardouin', ""C'est-à-dire que s'il vous plaisait d'y en mettre dix fois, cent fois plus qu'il ne faut..."")","('#monsieur-hardouin', ""C'est-à-dire que s'il vous plaisait d'y en mettre dix fois, cent fois plus qu'elle ne vaut..."")",0.9351270198822021
"('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi ; ou je vous fais une abominable tracasserie avec une de vos meilleures amies."")","('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi."")",0.8777129650115967
"('#monsieur-hardouin', 'Quelle amie ?  Qui que ce soit, je ne ferai sûrement pas pour elle, ce que je ne ferai pas pour vous.')","('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi."")",1.0
"('#madame-de-chepy', 'Promettez.')","('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi."")",1.0
"('#monsieur-hardouin', 'Je ne saurais.')","('#monsieur-hardouin', 'Je ne saurais.')",0.9999998807907104
"('#madame-de-chepy', 'Faites la pièce.')","('#madame-de-chepy', 'Faites ma pièce.')",0.7343407869338989
"('#monsieur-hardouin', 'En vérité, je ne saurais.')","('#monsieur-hardouin', 'En vérité, je ne saurais.')",0.9999998807907104
"('#madame-de-chepy', 'Le rôle de suppliante ne me va guère, et celui de la douceur ne me dure pas.  Prenez-y garde, je vais me fâcher.')","('#madame-de-chepy', 'Le rôle de suppliante ne me va guère, et celui de la douceur ne me dure pas.  Prenez-y garde, je vais me fâcher.')",0.9999998211860657
"('#monsieur-hardouin', 'Non, madame, vous ne vous fâcherez pas.')","('#monsieur-hardouin', 'Non, Madame, vous ne vous fâcherez pas.')",0.9859675168991089
"('#madame-de-chepy', ""Et je vous dis, moi, monsieur, que je suis fâchée, très fâchée de ce que vous en usez avec moi, comme vous n'en useriez pas avec cette grosse provinciale rengorgée qui vous commande avec une impertinence qu'on lui passerait à peine si elle était jeune et jolie ; avec cette petite minaudière qui est l'un et l'autre, mais qui gâte tout cela, qui ne fait pas un geste qui ne soit apprêté, qui ne dit pas un mot sans prétention, et qui est toujours aussi mécontente des autres que satisfaite d'elle-même ; avec ce petit colifichet de précieuse qui a des nerfs, non ce n'est pas des nerfs, mais des fibres, ce qui veut dire des cheveux ; dont on est effarouché d'entendre sortir de grands mots qu'elle a ramassés dans la société des savants, des pédants, et qu'elle répète, à tort et à travers, comme une perruche mal sifflée ; avec mademoiselle, oui, avec mademoiselle que voilà, qui vous donne quelquefois à ma toilette des distractions dont je pourrais me choquer, s'il me convenait, mais dont je continuerai de rire."")","('#madame-de-chepy', ""Et je vous dis, moi, monsieur, que je suis fâchée, très fâchée que vous en usiez avec moi comme vous n'en useriez pas avec cette grosse provinciale rengorgée, qui vous commande avec une impertinence qu'on lui passerait à peine si elle était jeune et jolie ; avec cette petite minaudière, qui est l'un et l'autre, mais qui gâte tout cela, qui ne fait pas un geste qui ne soit apprêté, qui ne dit pas un mot qui ne montre la prétention, et qui est aussi satisfaite de toute sa personne que mécontente des autres ; avec ce petit colifichet de précieuse, qui n'a pas des nerfs, mais des fibres, ce qui veut dire des cheveux; dont on est tout étonné d'entendre sortir de grands mots, qu'elle a ramassés dans la société des savants, des pédants, et qu'elle répète à tort et à travers, comme une perruche mal sifflée ; avec mademoiselle, oui, avec mademoiselle que voilà, qui vous donne quelquefois à ma toilette des distractions dont je pourrais me choquer si je voulais, mais dont je continuerai de rire."")",0.960044264793396
"('#mademoiselle-beaulieu', 'Moi, madame !')","('#mademoiselle-beaulieu', 'Moi, madame !')",0.9999999403953552
"('#madame-de-chepy', ""Oui, vous.  Il ne faut pas que cela vous offense.  Ce bel attachement vous fait assez d'honneur."")","('#madame-de-chepy', ""Oui, vous ; il ne faut pas que cela vous offense : ce bel attachement vous fait assez d'honneur."")",0.978252649307251
"('#monsieur-hardouin', 'Il est vrai, madame, que je trouve mademoiselle très honnête, très décente, très bien élevée.')","('#monsieur-hardouin', 'Il est vrai, madame, que je trouve mademoiselle très honnête, très décente, très bien élevée.')",1.0
"('#madame-de-chepy', 'Très aimable.')","('#madame-de-chepy', 'Très aimable.')",1.0
"('#monsieur-hardouin', ""Très aimable ; pourquoi pas.  Aucun état n'a le privilège exclusif de cet éloge que je lui donne quelquefois, en plaisantant ; mais je la respecte assez, elle et moi-même, pour n'y pas mettre un sérieux qui l'offenserait."")","('#monsieur-hardouin', ""Très aimable, pourquoi pas ?  L'état, quel qu'il soit, n'est ni un privilège, ni une exclusion à ce titre que je lui donne quelquefois en plaisantant ; mais je la respecte assez, elle et moi-même, pour n'y pas mettre un sérieux qui l'offenserait."")",0.9298244118690491
"('#madame-de-chepy', 'Mademoiselle, je vous prie, je vous supplie de vouloir bien intercéder pour moi, auprès de Monsieur Hardouin.')","('#madame-de-chepy', 'Mademoiselle, je vous prie, je vous supplie de vouloir bien intercéder pour moi auprès de Monsieur.')",0.8239350914955139
"('#monsieur-hardouin', ""Elle n'en sera pas dédite.  Je suis piqué de mon côté.  Sans la dépriser, ces femmes qu'elle vient de déchirer la valent bien.  Voulez-vous que la pièce se fasse."")","('#monsieur-hardouin', ""Elle n'en sera pas dédite.  Je suis aussi piqué de mon côté ; ces femmes qu'elle vient de déchirer la valent bien, sans la dépriser.  Voulez-vous que la pièce se fasse ?"")",0.9603813886642456
"('#mademoiselle-beaulieu', ""J'aurais une étrange vanité, si j'osais me flatter d'obtenir ce que vous avez si durement refusé à madame."")","('#mademoiselle-beaulieu', ""J'aurais une bien étrange vanité, si j'osais me flatter d'obtenir de vous ce que vous avez si durement refusé à Madame."")",0.9797171354293823
"('#monsieur-hardouin', 'Expliquez-vous nettement ; cela vous fera-t-il plaisir ?')","('#monsieur-hardouin', 'Expliquez-vous nettement ; cela vous fera-t-il plaisir ?')",0.9999998807907104
"('#mademoiselle-beaulieu', ""On ne saurait davantage ; mais madame n'en pourrait être que très mortifiée.  Qui sait si cela ne m'éloignerait pas de son service ?  Ce ne serait pas demain ; mais petit à petit la délicieuse Mademoiselle Beaulieu deviendrait gauche, maladroite, maussade ; je ne me l'entendrais pas dire longtemps : je sortirais ; et je ne sortirais pas sans chagrin ; car malgré ses violences, madame est bonne, et je lui suis très attachée ; sans compter que votre complaisance ne serait pas secrète et ne pourrait être que mal interprétée.  Tenez, monsieur, le mieux est de persister dans votre refus, ou de céder au désir de madame."")","('#mademoiselle-beaulieu', ""On ne saurait davantage ; mais madame n'en pourrait être que très mortifiée.  Qui sait si cela ne m'éloignerait pas de son service ?  Ce ne serait pas demain ; mais petit à petit, la délicieuse mademoiselle Beaulieu deviendrait gauche, maladroite, maussade : je ne l'entendrais pas dire longtemps; je sortirais, et je ne sortirais pas sans chagrin, car je suis très attachée à madame ; sans compter que votre complaisance ne serait pas secrète, et ne pourrait être que mal interprétée.  Tenez, monsieur, le mieux est de persister dans votre refus, ou de céder au désir de madame."")",0.9725003242492676
"('#monsieur-hardouin', ""De ces deux partis le premier est le seul qui me convienne.  Je suis obsédé d'embarras.  J'en ai pour mon compte.  J'en ai pour le compte d'autrui.  Pas un instant de repos.  Si l'on frappe à ma porte, je crains d'ouvrir.  Si je sors, c'est le chapeau rabattu sur les yeux.  Si l'on me relance en visite, la pâleur me vient.  Ils sont une nuée qui attendent après le succès d'une comédie que je dois lire au Français.  Ne vaut-il pas mieux que je m'en occupe que de perdre mon temps à ces balivernes de société ?  Ou ce que l'on fait est mauvais, et ce n'était pas la peine de le faire ; ou si cela est passable, le jeu des acteurs le rend plat."")","('#monsieur-hardouin', ""De ces deux partis, le premier est le seul qui me convienne.  Je suis obsédé d'embarras de toute espèce, j'en ai pour mon compte, j'en ai pour le compte d'autrui : pas un instant de repos.  Si l'on frappe à ma porte, je crains d'ouvrir ; si je sors, c'est le chapeau rabattu sur les yeux ; si l'on me relance en visite, la pâleur me prend.  Ils sont une nuée qui attendent après le succès d'une comédie que je dois lire aux Français.  Ne vaut-il pas mieux que je m'en occupe, que de perdre mon temps à ces balivernes de société ?  Ou ce que l'on fait est mauvais, et ce n'était pas la peine de le faire; ou si cela est passable, le jeu pitoyable des acteurs le rend plat."")",0.9600517153739929
"('#mademoiselle-beaulieu', ""Il paraît que Monsieur Hardouin n'a pas une haute idée de notre talent."")","('#mademoiselle-beaulieu', ""Il paraît que monsieur Hardouin n'a pas une haute idée de notre talent."")",0.997257649898529
"('#monsieur-hardouin', ""S'il faut, mademoiselle, vous en dire la vérité, j'ai vu les acteurs de société les plus vantés ; cela fait pitié.  Le meilleur n'entrerait pas dans une troupe de province et figurerait mal, chez Nicolet."")","('#monsieur-hardouin', ""Si vous voulez, mademoiselle, que je vous dise la vérité, j'ai vu les acteurs de société les plus vantés, et je vous jure que le meilleur n'entrerait pas dans une troupe de province, et figurerait mal chez Nicolet.  Cela fait pitié."")",0.9677224159240723
"('#mademoiselle-beaulieu', 'Voilà que je suis aussi piquée de mon côté.  Savez-vous que je me mêle de jouer ?')","('#mademoiselle-beaulieu', 'Voilà que je suis aussi piquée de mon côté ; savez-vous que je me mêle de jouer ?')",0.991041898727417
"('#monsieur-hardouin', 'Tant pis, mademoiselle.  Faites des boucles.')","('#monsieur-hardouin', 'Tant pis, mademoiselle. Faites des boucles. Bas.')",0.903155505657196
"('#mademoiselle-beaulieu', ""Ne m'avez-vous pas dit que vous feriez la pièce, si je le voulais.  Je ne sais si un poète est un fort honnête homme ; mais on a dit de tout temps qu'un honnête homme n'avait que sa parole.  Je veux vous convaincre que l'auteur s'en prend souvent à l'acteur, quand il ne devrait s'en prendre qu'à lui-même.  Je veux que vous vous entendiez siffler et que vous nous entendiez applaudir jusqu'aux nues."")","('#mademoiselle-beaulieu', ""Ne m'avez-vous pas dit que vous feriez la pièce si je voulais ?  Je ne sais si un poète est un fort honnête homme ; mais j'ai toujours entendu dire qu'un honnête homme n'avait que sa parole.  Je veux vous convaincre que l'auteur s'en prend souvent à l'acteur, quand il ne devrait s'en prendre qu'à lui-même.  Je veux que vous vous entendiez siffler, et que vous nous entendiez applaudir."")",0.9884846210479736
"('#monsieur-hardouin', ""Mademoiselle me jette le gantelet, il faut le ramasser.  J'ai promis de faire la pièce, et je la ferai."")","('#monsieur-hardouin', ""Mademoiselle me jette le gantelet, il faut le ramasser ; j'ai promis de faire la pièce, et je la ferai."")",0.9850606322288513
"('#madame-de-chepy', 'Hé bien, mademoiselle, avez-vous réussi ?  Je crois vous en avoir laissé le temps et la commodité.')","('#madame-de-chepy', 'Eh bien, mademoiselle, avez-vous réussi ?  Je crois vous en avoir donné le temps et la commodité.')",0.9571752548217773
"('#monsieur-hardouin', 'Oui, madame ; elle a réussi, et la pièce se fera.')","('#monsieur-hardouin', 'Oui, madame, elle a réussi, et je ferai la pièce.')",0.8277535438537598
"('#madame-de-chepy', 'Mademoiselle, je vous en suis infiniment obligée, et je vous en remercie.')","('#madame-de-chepy', 'Mademoiselle, je vous en suis infiniment obligée et je vous en remercie.')",0.9902680516242981
"('#mademoiselle-beaulieu', ""Vous voyez ; la voilà outrée, et je suis sûre de n'avoir pas un mois à rester ici.  Je voudrois que les fêtes, les pièces et les poètes fussent tous au fond de la rivière. Hardouin reste sur la scène dans l'entracte, et se promène, il s'assied, il exécute, et l'orchestre joue la pantomime d'un poète qui compose, tantôt satisfait, tantôt mécontent, et..."")","('#mademoiselle-beaulieu', ""Vous voyez, la voilà outrée, et je suis sûre de n'avoir pas un mois à rester ici.  Je voudrais que les fêtes, les pièces et les poètes fussent tous au fond de la rivière."")",0.7310864329338074
"('#monsieur-hardouin', ""J'ai beau rêver, m'agiter, me tourmenter, il ne me vient rien.  Voyons encore...  Cela serait assez plaisant, mais usé...  Ah, si Molière revenait ; avec tout son incroyable génie, combien il auroit de peine à obtenir le suffrage de gens qu'il a rendu si difficiles...  Les autres ont tout pris...  Me demander une de ces facéties, telle qu'on en joue au Palais Royal ou Bourbon ; n'est-ce pas me dire, Hardouin, ayez subito, subito, l'esprit et la facilité d'un Laugeon, la verve et l'originalité d'un Collé ?  Voilà ce que je me laisse ordonner ; rien que cela...  Je suis un sot ; tant que je vivrai, je ne serai qu'un sot ; et ma chaleur de tête m'empiégera comme un sot...  Mais ne pourrais-je pas...  Non, cela ne va pas à la circonstance...  Et si je mettais en scène ce petit conte ?  Encore moins ; ils le savent tous ; et quand il serait neuf pour eux, il ne cadre guère aux personnes ; et puis je n'ai que deux ou trois jours pour faire, pour copier les rôles, pour apprendre, pour jouer sans répéter...  On dirait qu'ils s'imaginent qu'une scène se souffle comme une bulle de savon...  Aussi cela ira Dieu sait comme."")","('#monsieur-hardouin', ""Que diable faire ?...  Voyons, rêvons un moment...  Cela serait assez plaisant, mais usé...  Ils ont tout pris...  Ah !  Si Molière revenait avec son génie, il aurait bien de la peine à obtenir le suffrage de gens qu'il a rendus si difficiles...  Me demander une de ces facéties, telles qu'on en joue à l'hôtel de Condé ou au Palais-Royal, n'est-ce pas me dire ayez subito, subito, l'esprit et la délicatesse de Laujon ; la verve et l'originalité de Collé...  Et voilà ce que je me laisse ordonner !  Rien que cela...  Je suis un sot ; tant que je vivrai, je ne serai qu'un sot, et ma chaleur de tête m'empiégera comme un sot...  Mais ne pourrais-je pas ?...  Non, cela ne va pas à la circonstance...  Et si je mettais en scène ce petit conte ?...  Encore moins, cela est triste, et ne cadre pas aux personnes ; et puis je n'ai plus que deux ou trois jours, un pour faire et pour copier, un pour apprendre, un pour jouer, sans répéter...  Aussi cela ira, Dieu sait comme...  Ils s'imaginent qu'une pièce se souffle comme une bouteille de savon."")",0.9127748608589172
"('#le-laquais', ""Monsieur, c'est un homme qui a le dos voûté, les deux bras et les deux jambes en forme de croissants ; cela ressemble à un tailleur, comme deux gouttes d'eau."")","('#le-laquais', ""Monsieur, c'est un homme qui a le dos voûté, les deux coudes et les deux genoux en forme de croissants ; cela ressemble à un tailleur comme deux gouttes d'eau."")",0.9687442183494568
"('#monsieur-hardouin', 'Au diable.')","('#monsieur-hardouin', 'Au diable.')",1.0000001192092896
"('#le-laquais', ""C'en est un autre qui a de l'humeur et qui grommelle entre ses dents ; il m'a tout l'air d'un créancier qui n'est pas encore fait à revenir."")","('#le-laquais', ""C'en est un autre qui a de l'humeur, et qui grommelle entre ses dents ; il m'a tout l'air d'un créancier qui n'est pas encore fait à revenir."")",0.9943315982818604
"('#monsieur-hardouin', 'Au diable.')","('#monsieur-hardouin', 'Au diable, au diable.')",0.8311634063720703
"('#le-laquais', ""C'en est un troisième, maigre et sec, qui tourne ses yeux autour de l'apartement, comme s'il le démeubloit."")","('#le-laquais', ""C'en est un troisième, maigre et sec, qui tourne ses yeux autour de l'appartement, comme s'il le démeublait."")",0.9592174291610718
"('#monsieur-hardouin', 'Au diable.  Au diable.')","('#le-laquais', ""C'en est un troisième, maigre et sec, qui tourne ses yeux autour de l'appartement, comme s'il le démeublait."")",1.0
"('#le-laquais', ""C'est..."")","('#le-laquais', ""C'en est un troisième, maigre et sec, qui tourne ses yeux autour de l'appartement, comme s'il le démeublait."")",1.0
"('#monsieur-hardouin', ""C'est le diable qui t'emporte...  Que fais-tu là planté comme un piquet ?  Et toi aussi, as-tu comploté avec les autres de me faire devenir fou ?"")","('#monsieur-hardouin', 'Au diable, au diable, au diable, et toi aussi...  Que fais-tu là, planté comme un piquet ?  As-tu comploté avec les autres de me faire devenir fou ?')",0.9162402749061584
"('#le-laquais', ""C'est de la part de Madame Servin qui vous prie de ne pas oublier son affaire."")","('#le-laquais', ""C'est de la part de madame Servin, qui vous prie de ne pas oublier son affaire."")",0.9880828857421875
"('#monsieur-hardouin', ""J'y ai pensé."")","('#monsieur-hardouin', ""J'y ai pensé."")",1.0
"('#le-laquais', ""C'est une femme."")","('#le-laquais', ""C'est une femme."")",0.9999998807907104
"('#monsieur-hardouin', 'Une femme !')","('#monsieur-hardouin', 'Une femme ?')",0.8477243185043335
"('#le-laquais', ""Enveloppée dans vingt aulnes de crêpe.  Je gagerais bien que c'est une veuve."")","('#le-laquais', ""Enveloppée dans vingt aunes de crèpe ; je gagerais bien que c'est une veuve."")",0.8904620409011841
"('#monsieur-hardouin', 'Jolie ?')","('#monsieur-hardouin', 'Jolie ?')",1.0
"('#le-laquais', 'Triste, mais assez bonne à consoler.')","('#le-laquais', 'Triste, mais assez bonne à consoler.')",1.0
"('#monsieur-hardouin', 'Quel âge ?')","('#monsieur-hardouin', 'Quel âge ?')",1.0
"('#le-laquais', 'Entre vingt et trente.')","('#le-laquais', 'Entre vingt-sept et trente.')",0.9151511788368225
"('#monsieur-hardouin', 'Faites entrer la veuve.')","('#monsieur-hardouin', 'Fais-la entrer.')",0.6409868597984314
"('#le-laquais', ""Il y a encore deux personnages hétéroclites ; l'un en bottes fortes, et un fouet de poste à la main..."")","('#monsieur-hardouin', 'Fais-la entrer.')",1.0
"('#monsieur-hardouin', ""C'est de Crancey.  Faites entrer la veuve."")","('#monsieur-hardouin', 'Fais-la entrer.')",1.0
"('#le-laquais', ""L'autre, en bas jaune, en culotte noire, en veste de basin et en habit gris.  Ils ont passé chez vous et on leur a dit que vous étiez ici."")","('#le-laquais', ""Il y a encore un autre personnage hétéroclite, en bas jaunes, en culotte noire, en veste de basin, et en habit gris : il a passé chez vous, et on l'a envoyé ici."")",0.736151933670044
"('#monsieur-hardouin', ""Ce dernier sera mon avocat bas-normand.  Dis-leur qu'ils attendent ou qu'ils reviennent ; et faites entrer la veuve."")","('#monsieur-hardouin', ""C'est mon avocat bas-normand : dis-lui qu'il attende, et fais entrer la veuve."")",0.7710369825363159
"('#madame-bertrand', ""Permettez, monsieur que je m'asseye.  Je suis excédée de fatigue ; j'ai fait aujourd'hui les quatre coins de Paris ; et j'ai vu, je crois, toute la terre."")","('#madame-bertrand', ""Permettez, monsieur, que je m'asseye ; je suis excédée de fatigue : j'ai fait aujourd'hui les quatre coins de Paris, et je crois que j'ai vu toute la terre."")",0.9916422367095947
"('#monsieur-hardouin', ""Reposez-vous, madame... Elle est fort bien...  Madame je n'ai pas l'honneur de vous connaître, mais faites-moi la grâce de m'apprendre ce qui vous a conduite ici.  Ne vous trompez-vous pas.  Je m'appelle Hardouin. À part."")","('#monsieur-hardouin', ""Reposez-vous, madame... Elle est fort bien... Madame, je ne crois point avoir l'honneur de vous connaître ; mais faites-moi la grâce de m'apprendre ce qui vous amène ici.  Ne vous trompez-vous pas ?  Je m'appelle Hardouin. À part. Haut."")",0.9636425971984863
"('#madame-bertrand', ""C'est vous-même que je cherche."")","('#madame-bertrand', ""C'est vous-même que je cherche.  On m'a dit que vous étiez ici, et j'y suis venue."")",0.7134186625480652
"('#monsieur-hardouin', ""Je m'en réjouis... Le pied petit et des mains !...  Madame, vous seriez mieux dans ce grand fauteuil. À part."")","('#monsieur-hardouin', 'Le pied petit, et des mains !... Madame, vous seriez mieux dans ce grand fauteuil. Haut.')",0.8309465646743774
"('#madame-bertrand', ""Je suis fort bien.  Avez-vous le temps, monsieur, et aurez-vous la patience de m'entendre ?"")","('#madame-bertrand', ""Je suis fort bien.  Avez-vous le temps, monsieur, et aurez-vous la patience de m'entendre ?"")",0.9999998211860657
"('#monsieur-hardouin', 'Parlez, madame, parlez.')","('#monsieur-hardouin', 'Parlez, Madame, parlez.')",0.9879500865936279
"('#madame-bertrand', 'Vous voyez la créature la plus malheureuse.')","('#madame-bertrand', 'Vous voyez la plus malheureuse créature.')",0.9398463368415833
"('#monsieur-hardouin', ""Vous méritez un autre sort, et avec les avantages que vous possédez, il n'y a point d'infortune qu'on ne fasse cesser."")","('#monsieur-hardouin', ""Vous méritez sûrement un autre sort ; et avec une figure comme la vôtre, il n'y a point de malheur qu'on ne fasse cesser."")",0.8779292106628418
"('#madame-bertrand', ""C'est ce que vous allez m'apprendre.  Vous aurez sans doute entendu parler du capitaine Bertrand ?"")","('#madame-bertrand', ""C'est ce que vous m'allez apprendre.  N'auriez-vous point entendu parler du capitaine Bertrand ?"")",0.8932135105133057
"('#monsieur-hardouin', 'Qui commandait le Dragon, qui mit tout son équipage dans la chaloupe, et qui se laissa couler à fond avec son vaisseau.')","('#monsieur-hardouin', ""Qui commandait le Dragon, qui a mis tout son équipage dans la chaloupe, et qui s'est laissé couler à fond avec son vaisseau."")",0.9379549026489258
"('#madame-bertrand', ""C'était mon époux.  Il avait vingt-trois ans de service."")","('#madame-bertrand', ""C'était mon époux : il avait vingt-trois ans de service."")",0.9907031059265137
"('#monsieur-hardouin', ""C'était un brave homme ; et je n'ai jamais rien vu de plus intéressant que sa veuve.  Que puis-je pour elle ?"")","('#monsieur-hardouin', ""C'était un brave homme, et je n'ai jamais rien vu de plus intéressant que sa veuve.  Mais que puis-je pour elle ?"")",0.9797371029853821
"('#madame-bertrand', 'Beaucoup.')","('#madame-bertrand', 'Beaucoup.')",1.000000238418579
"('#monsieur-hardouin', ""J'en doute ; mais je le souhaite."")","('#monsieur-hardouin', ""J'en doute, et je le souhaite."")",0.9275590777397156
"('#madame-bertrand', ""Il m'a laissée sans fortune ; et avec un enfant ; je sollicite une pension qu'on n'a pas le front de me refuser."")","('#madame-bertrand', ""Il m'a laissée sans fortune, et avec un enfant ; je sollicite une pension qu'on a le front de me refuser."")",0.9647426605224609
"('#monsieur-hardouin', ""Et qui vous paraît mesquine.  Madame, l'État est obéré."")","('#monsieur-hardouin', ""Et qui vous paraît mesquine ?  Madame, l'état est obéré."")",0.9528384804725647
