quinault-cadmus-hermione,quinault-persee,Score
"('#arbas', ""Acquittons-nous des soins où Cadmus nous engage. Quel bruit ! Non, ce n'est rien, courage amis, courage ! Qu'on a peine à donner du courage en tremblant Il ne tient pas à moi que je ne sois vaillant, Je tâche au moins de le paraître ; Je ne suis pas le seul qui se pique de l'être, Et qui n'en fait que le semblant. Il faut puiser de l'eau pour la cérémonie ; Avancez, je vous suis. Quel dragon furieux !"")",-,0.0
"('#les-deux-africains', ""Ô Dieux ! Ô Dieux ! Dans le temps que les deux Africains veulent puiser de l'eau, le Dragon s'élance sur eux, et les entraîne."")",-,0.0
"('#arbas', ""Ah ! C'est fait de ma vie. N'est-il point d'arbres, ou de rocher, Qui s'entrouve pour me cacher ?"")",-,0.0
"('#cadmus', 'Où vas-tu ?')",-,0.0
"('#arbas', 'Le Dragon...')",-,0.0
"('#cadmus', 'Hé bien ?')",-,0.0
"('#arbas', 'Ah ! mon cher maître...')",-,0.0
"('#cadmus', 'Parle donc ?')",-,0.0
"('#arbas', 'Le Dragon...')",-,0.0
"('#cadmus', ""Où le vois-tu paraître Je regarde partout, et je n'aperçois rien."")",-,0.0
"('#arbas', 'Quoi le dragon nous suit ? Mais regardez bien ?')",-,0.0
"('#cadmus', ""Où sont les compagnons ? Qui t'oblige à te taire ? Tu parais interdit d'effroi ?"")",-,0.0
"('#arbas', ""Seigneur, vous jugez mal de moi, Si je suis interdit, ce n'est que de colère. Mes pauvres compagnons ! Hélas ! Le dragon n'en a fait qu'un fort léger repas."")",-,0.0
"('#cadmus', 'Allons il faut que je les venge.')",-,0.0
"('#arbas', 'Quelle hâte avez-vous que le Dragon vous mange ? Laissez-le se cacher. Ah ! Le voilà qui sort ! Au secours ! Au secours ! Je suis mort ! Je suis mort ! Ô ciel ! Où sera mon asile ? La frayeur me rend immobile ; Je ne saurais plus faire un pas : Ah ! cachons-nous, ne soufflons pas. Arbas se cache et Cadmus combat contre le dragon.')",-,0.0
"('#cadmus', ""Il ne faut plus que je diffère D'engager le Dieu Mars à calmer sa colère ; Si je puis l'adoucir, rien ne peut me troubler. Mes gens sont écartés, il faut les rassembler."")",-,0.0
"('#arbas', ""Le Dragon assouvi de sang et de carnage, S'est enfin retiré dans quelque antre sauvage : Tout est calme en ces lieux, et je n'entends plus rien. Je sens revenir mon courage, Allons conter partout le trépas de mon maître Que je plains son funeste sort ! Allons, mais que vois-je paraître ! Le Dragon étendu ! Ne fait-il point le mort ? Non, je le vois percé, son sang coule, ah ! Le traître ! Je ne puis contre lui retenir mon courroux, Et je lui veux donner au moins les derniers coups. Arbas met l'épée à la main et va percer le Dragon, qui fait encore quelque mouvement qui oblige Arbas de retourner sur le devant du théâtre."")",-,0.0
"('#premier-prince-tyrien', ""Quoi l'épée à la main ! Que faut-il entreprendre ?"")",-,0.0
"('#deuxieme-prince-tyrien', 'De quel péril es-tu pressé ?')",-,0.0
"('#les-deux-princes-tyriens', 'Nous aurons soin de te défendre.')",-,0.0
"('#arbas', 'Vous venez un peu tard, le péril est passé.')",-,0.0
"('#les-deux-princes-tyriens', ""Que voyons nous ! Qui l'eût pû croire ? Quoi le Dragon est abbattu !"")",-,0.0
"('#arbas', 'Nous en avons sans vous remporter la victoire.')",-,0.0
"('#premier-prince-tyrien', 'As-tu suivi Cadmus ?')",-,0.0
"('#deuxieme-prince-tyrien', 'As-tu part à sa gloire ?')",-,0.0
"('#arbas', ""Eh, nous n'étions pas loin quand il a combattu."")",-,0.0
"('#les-deux-princes-tyriens', 'Conte-nous ce combat.')",-,0.0
"('#arbas', ""J'en suis si hors d'haleine. Que je ne puis encore m'exprimer qu'avec peine. Il est bon d'essuyer ce fer ensanglanté, De crainte qu'il ne soit gâté."")",-,0.0
"('#les-deux-princes-tyriens', ""Ah ! Quels chagrins pour nous de manquer l'avantage De signaler notre courage !"")",-,0.0
"('#arbas', 'Tous ces chagrins, et ces regrets Sont des soins qui ne coûtent guère, Quand on ne voit plus rien à faire On fait le brave à peu de frais.')",-,0.0
"('#premier-prince-tyrien', 'On prend peu garde à toi ; Cadmus nous rend justice, Mais il vient, rangeons-nous pour voir le sacrifice.')",-,0.0
"('#le-grand-sacrificateur', 'Mars ! Ô toi qui peux Déchaîner quand tu veux Les fureurs de la guerre,')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô mars ! Reçois nos voeux.')",-,0.0
"('#le-grand-sacrificateur', ""Ton funeste courroux n'est pas moins dangereux Que l'éclat fatal du tonnerre : Ô Mars ! Reçois nos voeux."")",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux.')",-,0.0
"('#le-grand-sacrificateur', 'Les combats sanglants sont tes jeux ; Tu sais, quand il te plaît, remplir toute la Terre De ravages affreux. Ô Mars ! Reçois nos voeux.')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux. Les sacrificateurs chantants demeurent prosternés, les sacrificateurs dansants font cependant une entrée au son des timbales et au bruit des Armes, après quoi les sacrificateurs chantants se relèvent et chantent.')",-,0.0
"('#le-grand-sacrificateur', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', 'Ô Mars impitoyable : Est-il révocable Que ta haine implacable Accable Une âme inébralable Au milieu des hasards.')",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', 'Que les tumultes des alarmes, Que le bruit, que le choc, que le fracas des armes, Retentisse de toutes parts.')",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', ""Qu'on fasse approcher la victime : Puisse-t-elle calmer le courroux qui t'anime, Et n'attirer sur nous que tes doux regards."")",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#mars', ""C'est vainement que l'on espère Que d'inutiles voeux apaisent ma colère ; Je ne révoque point mes lois. Si Cadmus veut me satisfaire Qu'il achève, s'il peut, de mériter mon choix ! Un vain respect ne peut me plaire, On ne satisfait Mars que par de grands exploits. Vous, que l'enfer a nourries Venez, cruelles Furies, Venez, brisez l'autel en cent morceaux épars !"")",-,0.0
"('#le-choeur', ""Ô Mars ! ô Mars ! ô Mars ! Quatre Furies descendent qui brisent l'Autel, et s'envolent ensuite, tenant chacune un tison du sacrifice à la main. Le char de Mars tourne dans un même temps, et l'emporte au fonds du théâtre, où l'on le perd de vue, et tous les sacrificateurs et les assistants se retirent, criant, ô Mars !"")",-,0.0
"('#cadmus', ""Voici le Champ de Mars, il faut que sans remise J'achève ici mon entreprise ; J'ai les dents du dragon, et je vais les semer."")",-,0.0
"('#arbas', ""Ce sont des ennemis que vous verrez former : Tant de soldats armés vont naître, Que vous serez d'abord accablé de leurs coups ; Et vous ne songez pas, peut-être, Que vous n'avez ici que moi seul avec vous."")",-,0.0
"('#cadmus', ""Je ne veux exposer personne Au péril où je m'abandonne ; Je dois combattre seul, et ne retiens que toi : Tu connais mon amour, je suis sûr de ta foi, Je veux bien que tu sois le dernier qui me quitte."")",-,0.0
"('#arbas', ""Seigneur, vous m'honnorez plus que je ne mérite :"")",-,0.0
"('#cadmus', ""Si je ne fais qu'un vain effort, Accompli ce que je t'ordonne : Sitôt que tu sauras ma mort, Hâtes-toi de voir Hermione : Va, porte-lui mes derniers voeux. Qu'elle vive, il suffit de plaindre un malheureux : Qu'elle ait soin de garder le souvenir fidèle D'une flamme si belle ; C'est l'unique prix que je veux De ce que j'aurai fait pour elle. Je ne prétends plus t'arrêter. Laisse-moi."")",-,0.0
"('#arbas', 'Faut-il vous quitter ?')",-,0.0
"('#cadmus', 'Je le veux : obéis.')",-,0.0
"('#arbas', 'Ah ! Quelle violence, Seigneur exigez-vous de mon obéissance.')",-,0.0
"('#l-amour', ""Cadmus reçoit le don que je viens t'apporter ! C'est l'ouvrage du Dieu qui forge le tonnerre ; Ne manque pas de le jeter ; Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. Achève le dessein où mon ardeur t'engage."")",-,0.0
"('#cadmus', 'Je te vais obéir dans tarder davantage.')",-,0.0
"('#l-amour #cadmus', ""Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. L'Amour s'envole, et Cadmus sème les dents du Dragon, dont la terre produit des soldats armés qui se préparent d'abord à tourner leurs armes contre Cadmus, mais il jette au milieu d'eux une manière de grenade, que l'Amour lui a apporté, qui se brise en plusieurs éclats, et qui inspire aux combattants une fureur qui les oblige à combattre les uns contre les autres, et à s'entregorger eux-mêmes. Huit soldats armés nés de la Terre. Les cinq derniers qui demeurent vivants, viennent apporter leurs armes aux pieds de Cadmus. "")",-,0.0
"('#echion', 'Arrêtons un transport funeste ; Pourquoi nous immoler en naissant dans ces lieux ? Réservons le sang qui nous reste, Pour servir un héros favorisé des Dieux.')",-,0.0
"('#cadmus', ""Allez : que dans ces murs chacun de vous s'empresse De rendre hommage à la princesse Qui doit donner ici des ordres absolus ; Vos premiers respects lui sont dûs, Je vous suivrai de près, c'est ma plus douce envie. Cherchons nos tiriens, ils tremblent pour ma vie.  Allons les rassurer, voyons de toutes parts. Les combattants obéissent à Cadmus qui demeure pour chercher et pour rassembler les tyriens. "")",-,0.0
"('#le-geant', ""Non, ce n'est point assez d'avoir satisfait Mars : Tu vois un ennemi qu'il faut encore abbattre, Au lieu de triompher recommence à combattre."")",-,0.0
"('#cadmus', 'Combattons.')",-,0.0
"('#le-geant', ""J'ai pitié du péril que tu cours : Il m'est honteux de vaincre avec tant d'avantage, Va, fuir, et cède moi l'objet de nos amours. Tu n'auras plus de Dieux qui défendent tes jours."")",-,0.0
"('#cadmus', ""Les dieux m'ont donné du courgae, Et c'est un assez grand secours."")",-,0.0
"('#le-geant', ""Voyons s'il n'est rien qui t'étonne."")",-,0.0
"('#le-geant', ""Qu'on vienne à moi, qu'on l'environne ! Qu'on le perce de tous côtés !"")",-,0.0
"('#pallas', 'Cadmus fermez les yeux. Perfides arrêtez. Pallas découvre son bouclier et le présente aux yeux des quatre géants, qui demeurent immobiles et deviennent dans un instant quatre statues de pierre.')",-,0.0
"('#pallas', 'Vois, Cadmus, vois quel supplice A puni leur injustice.')",-,0.0
"('#cadmus', 'Que vois-je ! Les géants armés Ne sont plus des corps animés.')",-,0.0
"('#pallas', ""Je t'ai promis mon assistance, Je vais te préparer un superbe Palais : Je veux joindre aux douceurs d'un hymen plein d'attraits, L'éclat, et la magnificence. Goûte en paix un sort glorieux. Va, n'écoute plus rien que l'amour qui t'anime ; Hermione vient dans ces lieux."")",-,0.0
"('#cadmus', ""Par quel remerciement faut-il que je m'exprime ?"")",-,0.0
"('#pallas', ""Protéger la vertu d'un prince magnanime, C'est le plus doux emploi des Dieux."")",-,0.0
"('#cadmus', 'Ma princesse !')",-,0.0
"('#hermione', 'Cadmus !')",-,0.0
"('#cadmus', 'Quel bonheur !')",-,0.0
"('#hermione', 'Quelle gloire !')",-,0.0
"('#cadmus', 'Je vous vois libre enfin !')",-,0.0
"('#hermione', 'Je vous revois vainqueur ?')",-,0.0
"('#hermione', 'Quelle favorable victoire !')",-,0.0
"('#hermione', ""Qu'elle a coûté cher à mon coeur !"")",-,0.0
"('#cadmus', ""Que c'est un charmant avantage Que de pouvoir sauver d'un cruel esclavage La beauté dont on est charmé !"")",-,0.0
"('#hermione', ""Que c'est un sort digne d'envie Que de pouvoir tenir le bonheur de sa vie, De la main d'un vainqueur aimé !"")",-,0.0
"('#hermione #cadmus', 'Après des rigueurs inhumaines, Le ciel favorise nos voeux ; Ah ! Que le souvenir des peines Est doux quand on devient heureux.')",-,0.0
"('#cadmus', ""Dieux ! Je ne vois plus Hermione ! Quel nuage épais l'environne ! Un nuage s'élève de la Terre qui enveloppe Hermione."")",-,0.0
-,"('#phronime', ""La Vertu veut choisir ce lieu pour sa retraite : C'est un heureux séjour ; tout y plaît à mes yeux."")",0.0
-,"('#megathyme', 'La Vertu fait trouver dans les plus tristes lieux Une félicité secrète')",0.0
-,"('#phronime', ""Sans la Vertu, sans son secours, On n'a point de bien véritable. Elle est toujours aimable ; Il faut l'aimer toujours."")",0.0
-,"('#megathyme', ""Elle éternise la mémoire D'un héros qui la suit. La gloire où la Vertu conduit Est la parfaite gloire."")",0.0
-,"('#phronime #megathyme', ""Suivons partout ses pas,  On ne peut la connaître  Sans aimer ses appas. Le bonheur ne peut être Où la Vertu n'est pas. La Vertu s'avance au milieu d'un troupe de suivants et de suivantes. L'innocence et les Plaisirs innocents accompagnent la Vertu."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante ! Votre empire est doux.  Avec vous, tout nous contente ; On n'est point heureux sans vous. Ô Vertu charmante, Votre empire est doux."")",0.0
-,"('#la-vertu', ""Ne vous abusez point par une vaine attente :  On n'a pas aisément les prix que je présente ; Ils coûtent mille efforts ils font mille jaloux. L'inconstante Fortune à ma nuire est constante ;  Lorsque l'on suit mes pas on s'expose à mes coups. On trouve en son fatal courroux Une hydre toujours renaissante."")",0.0
-,"('#megathyme', ""Avec vous rien n'épouvante."")",0.0
-,"('#phronime', ""On n'est point heureux sans vous."")",0.0
-,"('#phronime #megathyme #choeur', 'Ô Vertu charmante, etc.')",0.0
-,"('#la-vertu', ""Fuyons de la grandeur la pompe embarrassante ;  La retraite a des biens dont la douceur enchante Et qui sont réservés pour nous. Jouissons du bonheur d'une vie innocente ; C'est le bien le plus grand de tous."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante, etc. L'innocence, les Plaisirs innocents, et toute la suite de la Vertu témoignent leur joie en dansant et en chantant."")",0.0
-,"('#phronime #megathyme', ""La grandeur brillante,  qui fait tant de bruit, N'a rien qui nous tente : Le repos la fuit. Malheureux qui la suit... ! Fortune volage, Laissez-nous en paix ! Vous ne donnez jamais Qu'un pompeux esclavage : Tous vos biens n'ont que de faux attraits. Dans un doux asile Nous bornons nos voeux : Notre sort est tranquille ; C'est un bien qui doit nous rendre heureux. La Vertu couronne Ses amants constant : Heureux qui lui donne Ses soins et son temps ; Ses voeux seront contents... Fortune volage, etc. Le lieu champêtre que la Vertu a choisi pour retraite est tout-à-coup embelli d'ornements magnifiques. On voit sortir de terre un parterre de fleurs, deux rangs de statues, des berceaux dorés et des fontaines jaillissantes."")",0.0
-,"('#la-vertu', ""Qui nous fait voir ici tant de magnificence.. ? C'est la Fortune qui s'avance. Me cherchez-vous quand je vous fuis. Fortune, je sais trop que vous m'êtes contraire. Non, ce n'est pas un soin qui vous soit ordinaire D'embellir les lieux où je suis. On entend le bruit éclatant d'un grand nombre d'instruments. La Fortune s'approche : l'Abondance et la Magnificence l'accompagnent, avec une suite richement parée. Tout se réjouit et tout danse autour de la Fortune."")",0.0
-,"('#la-fortune', ""Effaçons du passé la mémoire importune ; J'ai toujours contre vous vainement combattu : Un auguste héros ordonne à la Fortune D'être en paix avec la Vertu."")",0.0
-,"('#la-vertu', ""Ah ! je le reconnais sans peine ; C'est le héros qui calme l'Univers."")",0.0
-,"('#la-fortune', ""Lui seul pour vous pouvait vaincre ma haine ; Il vous révère, et je le sers. Je l'aime constamment, moi qui suis si légère. Partout suivant ses voeux avec ardeur je cours. Vous paraissez toujours sévère, Et vous êtes toujours Ses plus chères amours."")",0.0
-,"('#la-vertu', ""Mes biens brillent moins que les vôtres.  Vous trouverez tant de coeurs qui n'adorent que vous ! Vous les enchantez presque tous."")",0.0
-,"('#la-fortune', ""Vous régnez sur un coeur qui vaut seul tous les autres. Ah ! S'il m'eût voulu suivre, il eût tout surmonté. Tout tremblait, tout cédait à l'ardeur qui l'anime. C'est vous, Vertu trop magnanime ; C'est vous qui l'avez arrêté."")",0.0
-,"('#la-vertu', ""Son grand coeur s'est mieux fait connaître, Il a fait sur lui-même un effort généreux : Il veut rendre le monde heureux. Il préfère au bonheur d'en devenir le maître, La gloire de montrer qu'il mérite de l'âtre."")",0.0
-,"('#la-vertu #la-fortune', 'Sans cesse combattons à qui servira mieux Ce héros glorieux.')",0.0
-,"('#la-vertu #la-fortune #choeurs', ""Les Dieux ne l'ont donné que pour le bien du monde, Que ses travaux sont grands ! que ses destins sont beaux ! Dans une paix profonde  Il trouve une source féconde De triomphes nouveaux. Les Dieux ne l'ont donné que pour le bien du monde."")",0.0
-,"('#la-vertu', ""Que jusque dans les jeux tout nous parle de lui. Les Dieux, qui méditaient leur plus parfait ouvrage, Autrefois dans Persée en tracèrent l'image : J'obtiendrai qu'Apollon le ranime aujourd'hui."")",0.0
-,"('#la-vertu #la-fortune', 'Mille nouveaux concerts doivent se faire entendre : Tout promet au mérite un favorable sort. Quel bien ne doit-on pas attendre De notre heureux accord ? La suite de la Vertu et le suite de la Fortune se réunissent, et témoignent leur joie par leurs danses et par leurs chants.')",0.0
-,"('#suivante-de-la-vertu #suivante-de-la-fortune', ""Quel heureux jour pour nous ! Tout suit notre envie. Quel heureux jour pour nous ! Que notre sort est doux ! La Vertu voit en paix tous ceux qui l'ont suivie : La Fortune pour eux perd son fatal courroux. Quel heureux jour pour nous, etc. Tous nos jours seront beaux ; goûtons, goûtons la vie. Rien ne trouble nos voeux, le ciel les comble tous. Quel heureux jour pour nous, etc."")",0.0
-,"('#la-vertu #la-fortune #choeurs', 'Heureuse intelligence, Douce et charmante paix, Comblez notre espérance. Douce et charmante paix, Puissiez-vous durer à jamais.')",0.0
-,"('#cephee', ""Je crains que Junon ne refuse D'apaiser sa haine pour nous ; Je crains, malgré vos voeux, Que l'affreuse Méduse Ne revienne servir son funeste courroux. L'Ethiopie en vain à mes lois est soumise ; Quelle espérance m'est permise, Si le ciel contre nous veut toujours être armé ? Que me sert toute ma puissance ? Contre ce monstre affreux Mon peuple est sans défense : Qui le voit est soudain en rocher transformé ; Et si Junon, que votre orgueil offense, N'arrête sa vengeance, Je serai bientôt roi d'un peuple inanimé."")",0.0
-,"('#cassiope', ""Heureuse épouse, heureuse mère, Trop vaine d'un sort glorieux, Je n'ai pu m'empêcher d'exciter la colère De l'épouse du Dieu de la Terre et des Cieux ! J'ai comparé ma gloire à sa gloire immortelle. La déesse punit ma fierté Criminelle ; Mais j'espère fléchir son courroux rigoureux ; J'ordonne les célèbres Jeux Qu'à l'honneur de Junon en ces lieux on prépare Mon orgueil offensa cette divinité ; Il faut que mon respect répare Le crime de ma vanité."")",0.0
-,"('#cephee', ""Je vais, avec Persée, implorer l'assistance Du dieu dont il tient la naissance ; Il est fils du plus grand des Dieux. Apaisez de Junon, la colère fatale, Ce serait pour elle en ces lieux Un objet odieux Qu'un fils de sa rivale."")",0.0
-,"('#cassiope', 'Par un cruel châtiment Les Dieux vous font voir leur haine ; On les irrite aisément, On les apaise avec peine.')",0.0
-,"('#cephee', ""Les Dieux punissent la fierté, Ils n'est point de grandeur que le ciel irrité N'abaisse quand il veut, et ne réduisent en poudre, Mais un prompt repentir Peut arrêter la foudre Toute prête à partir."")",0.0
-,"('#merope', 'Puissions nous désarmer le ciel qui nous menace.')",0.0
-,"('#cephee #cassiope #merope', ""Ô Dieux ! qui punissez l'audace ! Dieux ! redoutables ennemis ! Pardonnez à des coeurs soumis. Céphée sort."")",0.0
-,"('#cassiope', ""Aimé et destiné pour épouser ma fille, Vous savez mes desseins pour vous, Ma soeur ; par votre hymen, il m'aurait été doux D'unir Persée à ma famille ; Mais je le veux en vain, l'Amour n'y consent pas : Aux yeux de ce héros, ma fille a trop d'appas."")",0.0
-,"('#merope', ""Le fils de Jupiter l'adore ; Croyez-vous que je sois encore à m'en apercevoir ? J'y prends trop d'intérêt pour ne le pas savoir. Je goûtais une paix heureuse Avant que ce héros parût dans cette Cour ; Par une espérance trompeuse, Allait-il me livrer au pouvoir de l'Amour ?"")",0.0
-,"('#cassiope', ""Sachez bien la faiblesse où votre coeur s'engage."")",0.0
-,"('#merope', ""Mon vainqueur encore aujourd'hui Ignore de mon coeur le funeste esclavage : Je mourrai de honte et de rage Si l'ingrat connaissait l'amour que j'ai pour lui."")",0.0
-,"('#cassiope', ""De chagrin et de colère, Votre coeur est déchiré ; Vous perdez l'espoir de plaire ; Peut-on trop se défaire D'un amour désespéré. Appelez le dépit ; que votre amour lui cède ; Sortez par son secours, d'un tourment si fatal."")",0.0
-,"('#merope', ""Le triste secours qu'un remède Plus cruel encore que le mal !"")",0.0
-,"('#cassiope', ""Pour prendre soin des Jeux, il faut que je vous quitte. Par mes conseils votre douleur s'irrite."")",0.0
-,"('#cassiope #merope', ""Le temps seul peut guérir Les maux que l'amour fait souffrir. Cassiope sort."")",0.0
-,"('#merope', ""Ah ! Je garderai bien mon coeur, Si je puis le reprendre. Venez, juste dépit, venez, c'est trop attendre ; Brisez des fers pleins de rigueur, Hâtez-vous de me rendre De mon premier repos la charmante douceur, Ah ! je garderai bien mon coeur, Si je puis le reprendre, Hélas ! Mon coeur soupire, et ce soupir trop tendre Va, malgré mon dépit, rappeler ma langueur ! L'amour est toujours mon vainqueur, Et je veux en vain m'en défendre, Ah ! J'ai trop engagé mon coeur ; Je ne puis le reprendre... Andromède vient voir les Jeux,  Phinée avec elle s'avance ; L'espoir de leur hymen flatte encore mes voeux  Et c'est ma dernière espérance."")",0.0
-,"('#andromede #phinee', 'Croyez-moi, croyez-moi,')",0.0
-,"('#andromede', 'Cessez de craindre.')",0.0
-,"('#phinee', 'Cessez de feindre.')",0.0
-,"('#andromede', 'Je veux vous aimer, je le dois.')",0.0
-,"('#phinee', ""Vous ne m'aimez pas, je le vois."")",0.0
-,"('#andromede', 'Cessez de craindre.')",0.0
-,"('#phinee', 'Cessez de feindre.')",0.0
-,"('#andromede #phinee', 'Croyez-moi, croyez-moi.')",0.0
-,"('#merope', ""Vous êtes tous deux aimables, Et vous vous aimez tous deux ; Quels différents sont capables De rompre de si beaux noeuds ? Que ne souffriront point les amants misérables Si l'Amour a des maux pour les amants heureux ?"")",0.0
-,"('#andromede', 'Sans raison son chagrin éclate.')",0.0
-,"('#phinee', 'Perdrai-je sans chagrin mon espoir le plus doux ? Condamnez une ingrate.')",0.0
-,"('#andromede', 'Condamnez un amant jaloux.')",0.0
-,"('#phinee', ""Persée a su lui plaire, et d'une vaine excuse Elle veut éblouir mon amour outragé. Elle m'aimait... Non, je m'abuse, Non, puisqu'elle a si tôt changé, Jamais son coeur pour moi ne fut bien engagé."")",0.0
-,"('#andromede', ""Le devoir sur mon coeur vous donne un juste empire. Vous ne devez pas craindre un changement fatal. Un amant assuré d'un bonheur qu'il désire,  Peut-il être jaloux d'un malheureux rival ?"")",0.0
-,"('#phinee', ""Non, je ne puis souffrir qu'il partage une chaîne Dont le poids me parait charmant. Quand vous l'accableriez du plus cruel tourment, Je serais jaloux de sa peine. Mais il ne fait point voir le dépit éclatant. S'il est si malheureux, sa constance m'étonne : L'amour que l'espoir abandonne, Est moins tranquille et moins constant."")",0.0
-,"('#andromede', ""Quel plaisir prenez-vous à vous troubler vous-même, Et de quoi votre amour peut-il être alarmé ? Je fuis votre rival avec un soin extrême : Est-on accoutumé de fuir ce que l'on aime ?"")",0.0
-,"('#phinee', ""Vous suivez à regret la gloire et le devoir, En fuyant un amant à vos yeux trop aimable ; Vous l'avez trouvé redoutable,  Puisque vous craignez de le voir."")",0.0
-,"('#andromede', ""Tout vous fait peur, tout vous irrite ; Vous m'apprenez à craindre un héros glorieux, Je ne veux point voir son mérite ; Votre importun soupçon veut-il m'ouvrir les yeux ?"")",0.0
"('#junon', ""Tu vois l'effet de mon courroux, Il faut combattre encore Junon et sa puissance. Le soin que prend pour toi mon infidèle époux Attire sur tes feux l'éclat de ma vengeance. Iris, détruis l'espoir de cet audacieux ! Enlève sur ton arc Hermione à ses yeux. Exécute à l'instant ce que Junon t'ordonne."")","('#phinee', ""Ah ! Si vous le flattiez de la moindre espérance, Le Dieu qu'il vous fait croire auteur de sa naissance ;  Dût-il faire éclater son foudroyant courroux, Ne le sauverait pas de mon transport jaloux."")",0.56337571144104
"('#hermione', 'Ô Ciel !')","('#andromede', 'Juste Ciel !')",0.8937204480171204
