barante-arlequin-misanthrope,mongin-promenades-de-paris,Score
-,"('#colombine', ""Allons. De la raison toi, prends donc plus de soin, Et gardes-en, je t'en conjure Autant qu'il en faut, tout au moins Pour conduire à Paris ta vilaine voiture. Au Fiacre. Elles s'en vont."")",0.0
-,"('#arlequin', ""Oh, tout doux, mon Fiacre vilain ? Hé de grâce, épargnez un peu votre prochain. Quelque vilain qu'on soit, Comtesses et Marquises Du fiacre cependant sont tellement éprises, Qu'elles quittent des chars tirés à six chevaux, Pour s'en venir en fiacre ici sous ces ormeaux. Mais où court ce manant si vite. Il faut nous divertir de ce bonhomme-ci. Holà, Manant, holà l'ami ? Où veux-tu donc aller au gîte ?"")",0.0
-,"('#pierrot', 'À Paris.')",0.0
-,"('#arlequin', 'À Paris ?')",0.0
-,"('#pierrot', 'Oui je quitte les champs, Et je ne veux pas davantage Être du nombre des manants.')",0.0
-,"('#arlequin', ""Ah ah ! Le plaisant personnage ! Et quelle est la raison, mon pauvre villageois Qui t'incite et te pousse à devenir bourgeois ?"")",0.0
-,"('#pierrot', ""Et c'est que maintenant les femmes de village N'aiment plus leurs maris dedans le mariage. La mienne me fait enrager. J'espère qu'à Paris elle pourra changer. Quand je serai bourgeois, qu'elle sera bourgeoise, Nous n'aurons plus, je crois, ni querelle ni noise."")",0.0
-,"('#arlequin', ""Oui, les bourgeoises de Paris Aiment fort en effet leurs paisibles maris Quitter ton hameau pour la ville ! Hé double sot, pauvre animal, C'est tomber de fièvre en chaud-mal. Tu veux être bourgeois ? Je t'en ferai voir mille Qui voudraient devenir manants."")",0.0
-,"('#pierrot', ""Et moi, j'en connais un pas bien loin de céans, Adoré, chéri de sa femme. Elle lui dit : Mamour, mon fils, tout ci, tout ça Oh ! Pierrot donnerait son âme Pour avoir tous ces biaux noms-là."")",0.0
-,"('#arlequin', 'Ah ! Si cela te rassasie, Plus de chagrin, plus de tourment. Pour toi Paris aura mille agréments. Là, pour ôter soupçon et jalousie, Des femelles à tous moments Donnent à leurs époux le nom de leurs amants. Mais veux-tu guérir ta folie : Reste quelque temps en ce bois, Et tu verras en tapinois Que le divorce a droit de bourgeoise Chez les plus paisibles bourgeois.')",0.0
-,"('#pierrot', ""Serviteur aux Bourgeois, je ne veux donc plus l'être."")",0.0
-,"('#arlequin', ""Oui, tiens-t'en à ta vie et rustique et champêtre."")",0.0
-,"('#pierrot', ""On, ne me parle point des champs. Je n'y veux point rester. Mais il est sur la terre Bien plus d'une sorte de gens."")",0.0
-,"('#arlequin', 'Il est des gens de robe, il est des gens de guerre. Lequel de ces états aimerais-tu le mieux! Veux-tu devenir...')",0.0
-,"('#pierrot', 'Oui, je veux, Je veux devenir gens de robe.')",0.0
-,"('#arlequin', ""Mais pour bien percer le rabat, Il faut plus d'un talent, comme plus d'un ducat."")",0.0
-,"('#pierrot', ""Pour des ducats, on en dérobe. J'ai et bonne main et bon cour, Enfin déjà je suis à moitié Procureur. J'ai beaucoup de babil, bon port, belle prestance À moins on peut être avocat. J'ai de la gravité, je ronfle à l'audience ; Et de bien plus d'un magistrat C'est-là toute la science."")",0.0
-,"('#arlequin', ""Oui, mais ces gens de robe époux, Manants, sont moins heureux que vous. Chez vous, femme, mari, chacun fait sa besogne. L'homme fait des fagots, la femme des balais. Mais ces pauvres robins s'échauffent au Palais, Tandis que leurs moitiés dans ce bois de Boulogne Gobent tranquillement le frais."")",0.0
-,"('#pierrot', 'Perrette aura moins de licence Je la tiendrons de près.')",0.0
-,"('#arlequin', ""Mais l'heure d'Audience, Chez les femmes de robe est l'heure du berger."")",0.0
-,"('#pierrot', ""Au diantre donc la robe, il n'y faut plus songer."")",0.0
-,"('#arlequin', ""Non, il vaut encor mieux s'en aller à l'armée, Allons, il faut servir le Roi, Et quand tu porteras le plumet et l'épée, Ah, ta femme ma foi sera bien attrapée Il faudra bien que la rusée T'aime, ou qu'elle dise pourquoi."")",0.0
-,"('#pierrot', ""En effet, la mine guerrière Aux femmes aujourd'hui donne dans la visière. Mais un plumet, une épée à Pierrot ! Moi porter cela ? Quelque sot ! Que porteront les Gentilshommes ?"")",0.0
-,"('#arlequin', ""Bon, bon ! Dans le siècle où nous sommes, On habille de même et manants et marquis. Tel portait des sabots jadis, Qui porte aujourd'hui l'écarlate. Un homme n'est plus un pied-plat, Dés qu'il n'a plus sa bourse plate. L'argent est gentilhomme, en un mot, entends-tu ?"")",0.0
-,"('#pierrot', 'Quoi ? Noblesse à présent ne vient pas de vertu ?')",0.0
-,"('#arlequin', ""Hé non, ce n'est plus là sa source. Noblesse en ce pays se tire de la bourse. Oui, la Noblesse vient de là. Cela te semble-t-il étrange ? Pierrot aura pourtant, tout comme le voilà, Des Lettres de noblesse avec Lettres de change. Ainsi tu peux porter arme, et quoi que manant, Tu pourras à ton gré suivre l'arrière-ban. Il fait comme s'il comptait de l'argent."")",0.0
-,"('#pierrot', ""Allons donc; aussi bien ces Arriere-Banistes Des morts et des blessés n'emplissent point les listes. Mais comment m'appellera-t-on ? Car Pierrot, ce nom-là n'est point fait pour la Guerre."")",0.0
-,"('#arlequin', ""Hé tous les jours on change et d'habit et de nom. Pierrot s'appellera le Marquis de la Pierre, Et Perrette ta femme aussi sera Marquise."")",0.0
-,"('#pierrot', 'Son amour après ça me sera tout acquis ?')",0.0
-,"('#arlequin', 'Non pas. Hé quelle est ta sottise ! Ta femme Marquis ? Tant pis ! Nous voyons tous les jours Marquises et Comtesses, Être aussi mal avecque leurs maris, Que leurs maris sont mal avecque les richesses.')",0.0
-,"('#pierrot', ""Comment ? Quand j'irai à l'armée, Que j'aurai vu quelques combats Quand j'aurai bonne renommée, Perrette ne m'aimera pas ?"")",0.0
-,"('#arlequin', 'Et quand bien tu ferais mille et mille conquêtes, Quand tu serais le plus grand des guerriers,  Les coiffes rarement épargnèrent les têtes Que Mars a couvert de lauriers.')",0.0
-,"('#pierrot', 'Oh bien, me voilà donc revenu de la gloire.')",0.0
-,"('#arlequin', ""Veux-tu, Pierrot, veux-tu m'en croire ?"")",0.0
-,"('#pierrot', 'Hé bien ?')",0.0
-,"('#arlequin', ""Reste manant, et retourne chez toi.  Il est dans le monde je crois, Bien plus d'un doux et bon ménage. Mais il en est bien moins à Paris qu'au village. Crois-moi, in vino veritas.  Il boit."")",0.0
-,"('#pierrot', ""Moi retourner aux champs ? Je ne le ferai pas. Car encore à Paris, si ma femme est un diable, Et s'il faut que j'y sois un mari misérable, J'aurai de quoi me consoler En voyant partout mon semblable. Mais il est temps de m'en aller. Serviteur."")",0.0
-,"('#arlequin', 'Mais avant de remettre en chemin, Tiens, sable ce verre de vin. Cela, dit-on, avise bien un homme.')",0.0
-,"('#pierrot', ""Non, je veux, vous dit-on, être dépaysé. Et que je boive ou non, je suis tout avisé. Un bourgeois et moi, c'est tout comme."")",0.0
-,"('#arlequin', ""Hé bien donc, à votre santé.  Il boit, et Pierrot s'en va."")",0.0
-,"('#mezzetin', ""Vive le Bois_de_Boulogne, Vive tous ces tapis verts, Où l'on vient rougir sa trogne, Et voir la feuille à l'envers ! C'est dans ce lieu délectable, C'est dans ce charmant séjour, Que les plaisirs de la table Font venir ceux de l'amour. Courage, Camarade !  Voici les restes de la collation que je viens partager avec toi.  Allons, buvons, mangeons, rions, chantons."")",0.0
-,"('#arlequin', ""À juger de la collation par ces restes, elle était somptueuse, et je crois qu'il fera peu resté de cruauté à celle à qui on l'a donnée."")",0.0
-,"('#mezzetin', ""Tout doux.  Cette maîtresse-ci, non plus que sa suivante, n'est pas de même étoffe que les autres, et mon maître et moi ne soupirons aujourd'hui qu'à bon escient et pour le mariage."")",0.0
-,"('#arlequin', ""Hé oui, pour un mariage du Bois_de_Boulogne, n'est-ce pas ?  Allons, buvons à ce bon mariage."")",0.0
-,"('#mezzetin', ""Tu railles, mais je parle sérieusement, et dès aujourd'hui..."")",0.0
-,"('#arlequin', 'Mon_Dieu !  Je connais ton maître ; et Monsieur_Calmar, te dis-je, est un de ces Calmars qui ne veulent épouser que la débauche.')",0.0
-,"('#mezzetin', 'Non encore un coup, nous allons faire divorce avec elle.  Il faut finir, et tu vas perdre en nous une bonne pratique.')",0.0
-,"('#arlequin', ""Bon, bon !  Quand ton maître serait assez fou pour se marier tout de bon, serait-il plutôt infidèle au Fiacre et à toutes ses petites maîtresses qu'à sa femme ?"")",0.0
-,"('#mezzetin', ""Assurément, et mon maître et moi nous vivrons avec nos petites femmes comme s'il n'y avait qu'elles de femmes au monde."")",0.0
-,"('#arlequin', ""Quoi ?  Monsieur_Calmar, par exemple, ne se promènera plus, ne s'enivrera plus, et ne se perdra plus dans le Bois_de_Boulogne qu'avec sa femme ?"")",0.0
-,"('#mezzetin', ""Non, qu'avec sa femme."")",0.0
-,"('#arlequin', ""Monsieur_Calmar ne donnera plus de rendez-vous aux Quinze-vingts, au Palais-Royal, ni de fêtes au Grand_Turc et à Picpus qu'à sa femme ?"")",0.0
-,"('#mezzetin', 'Non.')",0.0
-,"('#arlequin', ""Monsieur_Calmar ne se fera plus enfermer la nuit aux Tuileries, et n'en sortira plus par dessus l'impériale d'un carrosse qu'avec sa femme ?"")",0.0
-,"('#mezzetin', 'Non.')",0.0
-,"('#arlequin', ""Et Monsieur_Calmar ne meublera plus de chambres à Paris, et n'en louera plus à la campagne que pour les éclipses de sa femme ?"")",0.0
-,"('#mezzetin', ""Non, non, non.  Mon maître, redis-je, ne connaîtra, ne verra et n'aimera que sa femme.  Mais paix.  J'entends la voix je crois de celle qui doit être la mienne.  Oui, c'est Colombine elle-même."")",0.0
-,"('#colombine', ""Holà hé, Fiacre, c'est assez boire et manger ; cours en donner à tes chevaux, et les mets en état de nous mener tout à l'heure aux Tuileries."")",0.0
-,"('#mezzetin', 'Oui, oui, laisse-nous seuls, et va soigner tes bêtes.')",0.0
-,"('#arlequin', ""Dans de semblables tête à têtes,  Il ne faut de tiers que l'amour.  Courage elle est jolie. J'y cours, et je sais bien qu'en ce charmant séjour,  Il s'en va."")",0.0
-,"('#mezzetin', 'Hé bien, mon adorable,  Ce Bois à mon amour sera-t-il favorable ?  Nous sommes sans témoins, et nous pouvons ainsi... Mais arrête, où cours-tu ?')",0.0
-,"('#colombine', 'Rengaine ta tendresse.  Je vais rejoindre ma maîtresse,  Et ne veux point rester seule dans ce bois-ci.')",0.0
-,"('#mezzetin', ""Et qu'as-tu donc à craindre en ce charmant bocage ?  Qu'est-ce ? En ce bois est-il quelques filous ?"")",0.0
-,"('#colombine', 'Que trop. Oui, sous ce vert feuillage,  Des filles seules comme nous  Sont souvent mises au pillage.  Fuyons les bois de peur des loups.')",0.0
-,"('#mezzetin', ""Non, ici sans se hasarder  On se promène, on se repose.  Si tu crois qu'aux caquets un tête à tête expose,  Le Fiacre viendra nous garder."")",0.0
-,"('#colombine', 'Mauvais moyen pour empêcher la chose !  Et tous ceux qui sous ces ormeaux  Font la charge de sentinelle ,  Bien loin de garder une belle,  Ne gardent rien que les manteaux.')",0.0
-,"('#mezzetin', ""Que cette retraite est charmante !  Qu'il est doux d'être assis dessus ce vert gazon !"")",0.0
-,"('#colombine', 'Ne voilà pas déjà le gazon qui te tente ?  Adieu.')",0.0
-,"('#mezzetin', 'Non non, de grâce, arrête, écoute donc.')",0.0
-,"('#colombine', 'Laisse-moi.')",0.0
-,"('#mezzetin', ""Mais d'où vient cette peur, cet effroi ?  Tu ne serais pas plus timide,  Quand tu serais avecque moi  Aux déserts de la Thébaïde."")",0.0
-,"('#colombine', ""Oh, ce bois est plus dangereux  Que le désert le plus affreux.  Telle qui tiendrait bon où gîte la cicogne,  Se rend dans le Bois_de_Boulogne.  On ne va boire ni manger  Où les cicognes vont loger ;  Mais ici tous les jours l'ivrogne,  À l'aide du vin de Bourgogne,  Fait sonner l'heure du berger.  D'un précipice ou d'une grotte  Où sifflent les serpents, l'on peut se dégager :  Mais qu'une nymphe est en danger  Où l'on sait la contraindre à siffler la linotte !  Dans ces lieux la Coquette à la bisque se rend ;  Et pour la bisque aussi la prude  Permet dans cette solitude  Ce que partout elle défend."")",0.0
-,"('#mezzetin', ""Oui, dans ce beau séjour tout ressent la tendresse,  On n'y voit que toi de tigresse.  Tu n'as point de pareil ici que ces cailloux ;  Et ce bois ne voit point ni d'humains ni de bêtes,  Qui dans leur tête à têtes  Soient si bêtes que nous.  Mais ne la fais donc plus la bête, Colombine.  Te sied-il bien d'être mutine Dans un séjour où tour se rend ;  Où nul coeur n'est indifférent ;  Où l'on ne voit enfin que toi d'impitoyable ?"")",0.0
-,"('#colombine', ""Ah ! Qu'Arlequin m'est redevable  Et que n'est-il ici, Coquin, au lieu de toi !  Quelle est la femme comme moi  Assez maîtresse d'elle, assez fidèle et sage  Pour résister, à ces hélas ?  Et pour ne sacrifier pas  Le plumet à la robe en ce sombre bocage ?  Mais chut ! Quelqu'un vient en ce lieu,  Et j'entends que l'on nous appelle ;  Et c'est fort à propos. Adieu."")",0.0
-,"('#calmar', ""C'est , Mademoiselle, une petite collation champêtre, comme vous voyez."")",0.0
-,"('#elise', ""Monsieur_Calmar ne fait rien que de magnifique, et à la campagne comme à la Ville tout est somptueux quand il s'en mêle. Ici Octave et Scaramouche mettent le couvert à terre. On apporte plusieurs carreaux sur lesquels on s'assied, et lorsqu'on découvre les plats qu'un avait servis pour manger, on les trouve remplis d'instruments de musique tout différents , qu'Octave, Scaramouche, et les autres garçons cabaretiers prennent et dont ils jouent ; ce qui forme un concert fort agréable. Calmar et Élise dansent ; après quoi on fait tomber Calmar, et on l'emporte enveloppé dans la nappe ; ce qui finit le premier acte."")",0.0
-,"('#calmar', ""Si j'avais eu cette épée, l'on ne m'aurait pas insulté impunément au Bois_de_Boulogne.  Holà Mezzetin, me voilà en état de plaire et de faire face aux Tuileries.  Mais avant que d'aller plus loin, dis-moi ce que tu penses de mon habit.  Trouves-tu qu'il pêche contre l'air guerrier ?  Me trouves-tu encore quelque teinture de la robe, et me prendrais-tu de loin pour Monsieur_Calmar ?"")",0.0
-,"('#mezzetin', ""Oh, vous voilà, Monsieur, tout à fait bien décalmardé ; il vous reste seulement à prendre l'air et les manières assortissantes à votre habit.  Là, mettez-moi ce chapeau sous le bras, par exemple.  Le peigne à la main ?  Barbouillez-vous le nez de tabac ; faites plisser votre justaucorps.  L'estomac débraillé.  Allons, l'air brusque, vif, et dissipé ?  Bon !  Il ne vous manque plus qu'une moustache, un ton de fausset, et des créanciers  à vos trousses, pour avoir toutes les parties d'un galant homme."")",0.0
-,"('#calmar', ""Ce changement d'air et d'habit, ce produira je crois dans le cour d'Élise.  Cette métamorphose lui paraîtra peut-être extraordinaire : mais Jupiter lui-même s'est bien métamorphosé pour se rendre aimable."")",0.0
-,"('#mezzetin', ""J'ai oui dire en effet, que Jupiter s'était changé en pluie d'or, et une pareille métamorphose, Monsieur, vous siérait bien mieux que celle-là.  Car enfin, que va-t-on dire devoir un vénérable Magistrat comme vous, venir donner le paroli à tous les petits-maîtres des Tuileries ?"")",0.0
-,"('#calmar', ""Va va, je ne suis pas le seul de ma robe, qui au sortir du Palais, troque le rabat et le bonnet carré, contre l'épée et le plumet, pour se faire regarder de bon poil aux Tuileries. Que veux-tu ?  Élise ne se rend point aux fleurettes, aux cadeaux, ni aux fêtes ; il faut l'attaquer par les yeux, et les hommes aujourd'hui ne font donner les femmes dans le panneau, qu'en leur donnant dans la vue."")",0.0
-,"('#mezzetin', ""D'accord.  Je sais que l'amour tout nu n'est plus de ce siècle, et que les étoffes de la rue_Saint-Denis font plus de conquêtes, que tout le mérite crotté de l'Académie_Française.  Mais ce n'est pas assez que l'attirail d'un guerrier ; il en faut les qualités, l'air, les manières, et ce je ne sais quoi enfin qui met tant de sympathie entre la coiffe et le plumet.  En un mot, il faut être héros de mine et d'effet, Monsieur, pour vaincre votre héroïne."")",0.0
-,"('#calmar', ""Et bien, s'il ne fallait qu'aller à la guerre, je suis capable de tout pour plaire à Élise."")",0.0
-,"('#mezzetin', 'Vous allez à la guerre ?  Ah, ah, ah ! Il rit.')",0.0
-,"('#calmar', ""Oui, moi, à la guerre.  Pourquoi non ?  Je veux du mal à mon père et à ma mère de m'avoir envoyé au Droit plutôt qu'aux Cadets."")",0.0
-,"('#mezzetin', 'Vous à la guerre ?  Fi donc !  Vous voudriez troquer votre Cabinet contre une tente ?  Votre carrosse contre un fourgon ?  Et votre vie enfin douce et tranquille, contre les fatigues et les peines de nos Césars ?')",0.0
-,"('#calmar', ""Oui.  J'affronterais les peines les plus rudes, pour engager Élise à soulager la mienne."")",0.0
-,"('#mezzetin', ""Chanson !  Quoi ?  Vous qui ne pouvez braver le sommeil à l'Audience, vous iriez affronter l'insomnie continuelle de l'Armée ?  Vous qui ne pouvez ouïr sans chagrin les sottises qui sortent de la bouche d'un Avocat, vous iriez vous exposer de gaîté de cour à celle du canon ?  Vous vous moquez, Monsieur, vous vous moquez."")",0.0
-,"('#calmar', ""Non, sérieusement, je voudrais qu'il ne tînt, pour plaire à Élise, qu'à troquer ma robe contre l'épée, et ma charge contre un régiment."")",0.0
-,"('#mezzetin', ""Monsieur_Calmar à la tête d'un régiment ?  Ah, ah ! Le beau spectacle ! Il rit."")",0.0
-,"('#calmar', ""Oui, moi, à la tête d'un régiment.  Où est là le mot pour rire ?"")",0.0
-,"('#mezzetin', ""Qu'il ferait beau voir la gravité d'un sénateur dans la tranchée ou sur la brèche !"")",0.0
-,"('#calmar', 'Encore ?  Ouais !  Ce Maraud-là se moque de moi.  Finissons ces ris, je te prie.  Changeons de discours, et va de ce pas avertir mes musiciens, et leur dis.')",0.0
-,"('#mezzetin', ""Quel plaisir de voir Monsieur_Calmar courir avec les gouttes sur les pas des Césars !  Ah, ah, ah, ah ! Il s'en va en riant."")",0.0
-,"('#calmar', ""À la fin la patience m'échappe.  Tu ris encore.  Il faut que je rosse ce coquin-là.  Arrête, arrête, arrête. Il court après."")",0.0
-,"('#colombine', ""Quoi, c'est toi, mon cher Arlequin ?  Mais sans aller plus loin, apprends-moi, je te prie,  Depuis quand donc ici ?"")",0.0
-,"('#arlequin', ""J'arrive en ce jardin,  Et ne puis t'exprimer l'envie  Que je sentais de te revoir.  Mais du moins, fais donc ton devoir, Et permets qu'ici je t'embrasse ;  On ne refuse pas cette petite grâce. Il veut l'embrasser."")",0.0
-,"('#colombine', ""Fi donc, l'on nous regarde ; apaise tes transports.  Ta personne me semble encore bien vivante,  Pour venir d'un pays où l'on voit tant de morts."")",0.0
-,"('#arlequin', ""C'est que l'absence, ma Charmante, A le don de rendre un amant  Une fois plus vif et plus tendre ;  Et surtout au retour de Flandre,  On se sent près de vous tout je ne sais comment."")",0.0
-,"('#colombine', 'Laissons cela, parlons de ton maître.')",0.0
-,"('#arlequin', ""Aujourd'hui  Ta maîtresse pourra s'expliquer avec lui. Était-ce avec Calmar que dans la grande allée  Elle riait de si bon cour,  Lorsque je t'ai du doigt doucement appelée ?"")",0.0
-,"('#colombine', ""Non, c'est un autre adorateur.  Mais qui t'a dit que ma maîtresse  Fut aussi celle de Calmar !"")",0.0
-,"('#arlequin', ""Cela n'est que trop vrai, traîtresse,  Que sans avoir à la tendresse  Non plus qu'à la personne égard,  Tout_à_coup ta maîtresse Élise, l'infidèle  Quitte Léandre pour Calmar.  Je n'aurais jamais pu croire cette nouvelle.  Ah ! Malheureux Léandre !"")",0.0
-,"('#colombine', 'Il est mal informé ;  Et quoi que de Calmar Élise soit aimée,  Ton maître en est-il moins aimé ?')",0.0
-,"('#arlequin', ""Et quoi, sans doute, puisqu'à l'armée  L'on nous a su mander son infidélité.  Mais ce bruit est-ce donc mensonge ou vérité ?"")",0.0
-,"('#colombine', 'Comment ton maître a cru ce faux bruit véritable ?')",0.0
-,"('#arlequin', ""Oui, c'est sur les discours que l'on nous a tenu,  Que de Flandre à Paris en poste il est venu."")",0.0
-,"('#colombine', ""Oui, mais raisonne. Est-il croyable ? Qu'un homme au cour tendre, aux yeux doux,  Se quitte pour un sot de fort mauvaise mine ?"")",0.0
-,"('#arlequin', ""Tu dis encor vrai, Colombine.  Mais aujourd'hui les femmes, entre nous,  Aiment, et trouvent bons de si mauvais ragoûts,  Qu'en amour aussi bien qu'à table  On ne dispute point des goûts ;  Et dans ce siècle abominable,  Où pour ce métal seul tout cour est enflammé, C'est peu pour être bien aimé,  Que d'être de figure aimable.  Ce n'était pas Calmar non plus que ses désirs  Qui nous donnaient martel en tête ;  Nous craignions que ton or en butte à vos désirs,  Ne lui donnât une conquête,  Que tout l'or du Pérou ne pourrait pas payer."")",0.0
-,"('#colombine', ""Allez, vous étiez fous de vous tant effrayer.  Le cour de ma maîtresse est de la vieille roche, Un hameçon doré n'est pas ce qui l'accroche ;  Et si Calmar enfin est bien reçu chez nous,  C'est que de ma maîtresse il est l'homme d'affaire.  Il fait de son mieux pour lui plaire :  Mais ma foi, quoiqu'il puisse faire,  Il ne fera point de jaloux.  Quoi que de ces Calmars l'on souffre la présence,  Et les fêtes et la dépense,  On n'a pour eux d'autres douceurs  Que celles d'écouter les leurs."")",0.0
-,"('#arlequin', ""Oui mais, ces dragons noirs de la galanterie, N'ont-ils point non plus, je te prie,  Dedragonné tant soit peu ta vertu ?"")",0.0
-,"('#colombine', 'Comment donc ? Pour qui me prends-tu ?  Crois-tu que de tout bois Colombine fait flèche ?  Ah ! Fi de ces Calmars cela ne me sent rien.')",0.0
-,"('#arlequin', ""On dit pourtant qu'ils ont fait brèche  À de plus grands cours que le tien.  Et qu'en amour tous ces reptiles,  Assiégeaient en été les cours  Comme ordinairement nous assiégeons les villes. "")",0.0
-,"('#colombine', 'Ah, ah ! Les illustres vainqueurs !  Ils ne les prenaient pas de même. ')",0.0
-,"('#arlequin', ""Comment ? Employaient-ils quelqu'autre stratagème ? Ils ne les prenaient pas de même ? Et pourquoi non ?"")",0.0
-,"('#colombine', ""Hé, c'est qu'une ville mutine,  Ville à l'épreuve du canon,  Vous la prenez, vous autres par famine.  Au contraire, bien des Iris,  Tenant bon dans une ruelle  Aux soupirs de leurs favoris, Capitulent souvent au Moulin de Javelle."")",0.0
-,"('#arlequin', ""Je t'entends. C'est à dire, en peu d'expressions,  Qu'en amour comme en guerre, avec une farouche,  Les meilleures munitions  Sont les munitions de bouche.  Les Calmars, à ce compte, opulents, généreux, Et surtout beaucoup amoureux,  Doivent avancer leurs conquêtes."")",0.0
-,"('#colombine', ""Hé bien, le nôtre encore un coup, N'avance que fort peu, quoi qu'il aime beaucoup,  Il nous donne souvent des cadeaux et des fêtes,  Et ce soir même il s'est offert De nous donner aux Tuileries  Au clair de Lune un fort joli concert."")",0.0
-,"('#arlequin', 'Un Concert ?')",0.0
-,"('#colombine', 'Oui, voilà de ses galanteries.')",0.0
-,"('#arlequin', 'Mon maître viendra donc à temps pour y chanter.  Mais attends, il me vient certain dessein en tête,  Qui pourrait bien déconcerter  Le héros du concert, le maître de la fête.  Est-ce de voix ce concert ?')",0.0
-,"('#colombine', 'Oui.')",0.0
-,"('#arlequin', ""Fort bien. Le valet de Calmar n'est pas incorruptible.  Avec un doigt de vin la chose est infaillible.  Je connais un musicien.  Pour rendre ta chose complète,  Il ne me manque plus rien  Qu'un faiseur de vers, un poète."")",0.0
-,"('#colombine', 'Quel est donc ton dessein ?')",0.0
-,"('#arlequin', ""Tantôt tu le sauras ;  De ce que le t'ai dit garde d'ouvrir la bouche.  Adieu, j'aperçois Scaramouche,  Qui peut être pourra me tirer d'embarras.  Va donc, cours vite à ta maîtresse  Et dis-lui que Léandre arrive sur mes pas."")",0.0
-,"('#colombine', 'Mais.')",0.0
-,"('#arlequin', 'Va, te dis-je.')",0.0
-,"('#colombine', 'Hé bien, à revoir ; je te laisse.')",0.0
-,"('#arlequin', ""Hé bien , mon cher ami Scaramouche ?  Ouais !  Il me regarde, et ne me voit ni ne m'entend.  Holà donc, réveille-toi, Scaramouche."")",0.0
-,"('#scaramouche', 'Ah !  Serviteur à votre Seigneurie.')",0.0
-,"('#arlequin', 'Toi qui sais la carte du monde, enseigne-moi, je te prie, où je pourrais trouver un poète ?')",0.0
-,"('#scaramouche', ""Un Poète ? Ah, c'est chose peu rare.  Des poètes aujourd'hui le Ciel n'est point avare Et l'Hiver a moins de glaçons,  Le Printemps moins de violettes, L'Été beaucoup moins de moissons,  L'Automne moins de fruits, que Paris de poètes."")",0.0
-,"('#arlequin', 'Oh oh ! Voici parler archipoétiquement.  Serais-tu devenu poète en un moment ?')",0.0
-,"('#scaramouche', ""Non, ce n'est que d'aujourd'hui que je suis poète, mon cher, et il y a plus d'un an que j'ai quitté la livrée pour la poésie."")",0.0
-,"('#arlequin', ""Quitter la livrée pour la poésie, c'est être bien ennemi de sa fortune !  Et pauvre fou !  À quoi penses-tu ?  Regarde au Cours la Fleur en carrosse à six chevaux ; jamais les Muses ont-elles fait un si beau quatrain que celui-là ?"")",0.0
-,"('#scaramouche', ""N'importe.  J'aime mieux, te dis-je, monter sur Pégase qu'en carrosse, et il vaut mieux prendre le chemin de l'Hôpital que celui de la Grève.  Venons à ton affaire.  Quel poète veux-tu ?  Est-ce un poète héroïque, lyrique, satyrique, tragique, ou comique ?"")",0.0
-,"('#arlequin', ""Oh, oh !  En voilà encore du plus fin !  Non, c'est un poète de musique, d'opéra, de concert."")",0.0
-,"('#scaramouche', 'Tu veux dire un chansonnier ?')",0.0
-,"('#arlequin', 'Oui, voilà en un mot ce que je cherche, un chansonnier.')",0.0
-,"('#scaramouche', 'Et bien, je suis ton fait.  Je fuis le premier chansonnier du monde, et le premier de Paris pour les chansons.')",0.0
-,"('#arlequin', ""Fort bien.  Fais m'en donc quelques-unes, je te les paierai sur le prix courant de l'Opéra."")",0.0
-,"('#scaramouche', ""C'est à dire en monnaie de singe."")",0.0
-,"('#arlequin', ""Et oui, ce doit être là la monnaie de l'Opéra, puisqu'au lieu de poètes et de musiciens, il n'y a plus à l'Opéra que des singes.  Mais revenons à mes chansons.  Je voudrais..."")",0.0
-,"('#scaramouche', 'Et bien, parlez.  De quel caractère les voulez-vous ces chansons ?')",0.0
-,"('#arlequin', 'Je les veux...  Et mais, je les veux du caractère des chansons.')",0.0
-,"('#scaramouche', ""C'est à dire de quel style les aimez-vous ?  Par exemple, les chansons passionnées ?"")",0.0
-,"('#arlequin', 'Passionnées ?  Non.')",0.0
-,"('#scaramouche', 'Amoureuses, tendres ?')",0.0
-,"('#arlequin', 'Oh non, non.')",0.0
-,"('#scaramouche', 'Voudriez-vous quelque chanson bachique ?')",0.0
-,"('#arlequin', 'Point du tout.')",0.0
-,"('#scaramouche', 'Chanson héroïque ?')",0.0
-,"('#arlequin', 'Encore moins.')",0.0
-,"('#scaramouche', 'Chanson tragique, énergique, mélancolique, chromatique ?')",0.0
-,"('#arlequin', 'Et non, Cervelle lunatique, non ; je ne veux point de toutes ces chansons en ique ; il me faut, te dis- je...')",0.0
-,"('#scaramouche', ""Chantez, chantez, petits Oiseaux.  Près de vous l'Opéra, l'Opéra doit se taire.  Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire.  Paix, je vais vous montrer un échantillon de celles que vous voulez, et voici une de mes chansons favorites.  Écoutez bien. Hé bien, cela vous plaît-il ?  Qu'en dites-vous ? Il chante."")",0.0
-,"('#arlequin', 'Fort bien.  Mais...')",0.0
-,"('#scaramouche', ""Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire. "")",0.0
-,"('#arlequin', 'Écoutez- moi donc.  Il faudrait...')",0.0
-,"('#scaramouche', 'Chantez, chantez, petits Oiseaux... ')",0.0
-,"('#arlequin', 'Encore ?')",0.0
-,"('#scaramouche', ""Prés de vous l'Opéra, l'Opéra doit se taire."")",0.0
