regnard-coquette,regnard-divorce,Score
"('#nigaudin', ""On ne traite pas comme cela un conseiller assesseur, et je m'en plaindrai à votre citadelle.  Ils sortent l'un d'un côté et l'autre de l'autre. "")",-,0.0
"('#pierrot', ""Monsieur, je viens de chez votre notaire ; il vous prie bien fort de l'excuser ; il ne saurait venir aujourd'hui. "")",-,0.0
"('#trafiquet', ""Il faut prendre patience, pourvu qu'il vienne demain. "")",-,0.0
"('#pierrot', ""Ni demain non plus : il lui est survenu une petite affaire ; je ne crois pas qu'il puisse venir si tôt. "")",-,0.0
"('#trafiquet', 'Et quelle est donc cette affaire ? ')",-,0.0
"('#pierrot', ""C'est, monsieur, qu'il est mort. "")",-,0.0
"('#trafiquet', ""Il est mort !  Tu as raison ; je ne crois pas qu'il revienne de longtemps. C'est bien dommage ; c'était le seul honnête homme de notaire que j'aie encore trouvé.  Hé !  Dis-moi, as-tu des nouvelles de notre homme ? "")",-,0.0
"('#pierrot', ""Ho !  Oui, monsieur ; pour celui-là, on m'a dit qu'il était arrivé par le poulailler du Maine, et qu'il demeurait tout rasibus de chez nous. "")",-,0.0
"('#trafiquet', ""Le ciel en soit loué !  Je me déferai peut-être à la fin de ma fille, et je ne verrai plus dans ma maison des animaux de toute sorte d'espèces, et particulièrement cette assemblée de femmes, ou plutôt cette académie de folles qui s'y tenait. "")",-,0.0
"('#pierrot', ""Tout franc, monsieur, je commençais à être bien las de toutes ces visageresses, et j'étais résolu de prendre mon congé ou de vous donner le vôtre.  Mais, monsieur, je voudrais bien vous lâcher un petit mot, tandis que je sommes sur la chose du mariage. "")",-,0.0
"('#trafiquet', 'Parle, Pierrot ; que me veux-tu ? ')",-,0.0
"('#pierrot', 'Monsieur, regardez-moi bien ; tel que vous me voyez, je me vais marier. ')",-,0.0
"('#trafiquet', 'Toi, te marier !  Es-tu fou ? ')",-,0.0
"('#pierrot', ""Ce qui me console ; monsieur, c'est que celle que j'épouse est aussi folle que moi. "")",-,0.0
"('#trafiquet', 'Et qui est donc cette malheureuse-là ? ')",-,0.0
"('#pierrot', ""Oh !  Monsieur, vous la connaissez bien ; c'est... mademoiselle votre fille. "")",-,0.0
"('#trafiquet', 'Ma fille ?  Ma fille Colombine ? ')",-,0.0
"('#pierrot', ""Vraiment, monsieur, cela est tout prêt ; on n'attend plus que votre consentement et le sien. "")",-,0.0
"('#trafiquet', ""Je ne sais, maraud, à quoi il tient que je ne t'assomme de coups. "")",-,0.0
"('#pierrot', ""Mais, monsieur, il ne faut pas se fâcher ; cela n'est pas si inégal.  Je suis un garçon, une fois, et elle est une fille ; et puis, monsieur, je ne sais ce que c'est que de faire le blêche : vous me donnez quinze écus par an ; j'aime mieux n'en gagner que dix et être votre gendre.  Voilà comme je parle, moi. "")",-,0.0
"('#trafiquet', 'Et moi, voilà comme je réponds. ')",-,0.0
"('#pierrot', ""Eh !  Fi donc, monsieur ; est-ce comme ça qu'on parle de mariage ?"")",-,0.0
"('#pierrot', ""Tenez, voilà votre diable de bailli ; est-ce qu'il est mieux fait que moi ? "")",-,0.0
"('#arlequin', ""Je crois, monsieur, que vous avez plus d'impatience de me faire votre gendre, que je n'en ai de vous voir mon beau-père.  Vous avez une fille : ergo vous êtes pourvu d'une drogue dont vous voudriez être défait ; car une fille, c'est une fleur qui se fane, si elle n'est cueillie dans sa saison ; c'est un quartaut de vin de Champagne qui jaunit, s'il n'est bu dans sa primeur. "")",-,0.0
"('#pierrot', ""Monsieur du quartaut, vous n'en aurez peut-être que la baissière. "")",-,0.0
"('#trafiquet', ""J'espère, monsieur, que vous ne vous repentirez pas de l'affaire que vous faites ; car je puis vous assurer que je vous livre une fille toute neuve, et qui vous fera dans la suite un très bon usé. "")",-,0.0
"('#arlequin', ""Ah !  Cette marchandise-là ne dure toujours que trop.  Vous pouvez aussi vous vanter que vous serez le beau-père de France le mieux engendré.  Je n'ai aucune mauvaise qualité ; je hais le vin à la mort ; j'ai une aversion incroyable pour le jeu, et je suis fort aisé à vivre : je ne crois pas avoir assommé plus de vingt paysans ; et si, ce n'était que pour des bagatelles, quelques rentes seigneuriales.  Il tire son mouchoir, et laisse voir dans sa poche un pistolet et une bouteille ; il fait tomber des dés et des cartes. "")",-,0.0
"('#trafiquet', ""Voilà cet homme si doux, qui ne joue et qui ne boit pas ! Vous dites donc, monsieur, que ma fille sera doucement avec vous ; et qu'est-ce que c'est que cela, s'il vous plaît ?  Haut.  Il montre le pistolet."")",-,0.0
"('#arlequin', ""Je porte toujours cela sur moi, car je n'aime pas à être contredit. "")",-,0.0
"('#trafiquet', ""Vous m'assurez que sa dot ne court point de risque entre vos mains, et que vous ne jouez point ? Il montre les cartes qui sont à terre."")",-,0.0
"('#arlequin', ""Fi, monsieur !  Il n'y a que des fripons qui s'amusent à ce métier-là.  Je porte quelquefois des cartes et des dés par complaisance ; mais je ne m'en sers qu'en compagnie, et je vous assure que si j'étais seul je ne jouerais jamais. "")",-,0.0
"('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il n'y a que les mauvaises compagnies qui gâtent la jeunesse. "")",-,0.0
"('#trafiquet', ""Pour du vin, vous n'en buvez pas ? "")",-,0.0
"('#arlequin', 'La crapule me fait horreur.  Est-ce que les honnêtes gens boivent du vin ? ')",-,0.0
"('#trafiquet', ""Je vois pourtant là quelque chose qui a assez la physionomie d'une bouteille. "")",-,0.0
"('#pierrot', 'Bon !  Monsieur, vous avez la berlue. ')",-,0.0
"('#arlequin', ""Oui, parbleu !  Il l'a ; ce n'est que de l'eau-de-vie que je porte à une femme de qualité qui est en couche. "")",-,0.0
"('#trafiquet', ""Allons, allons, il faut passer par là-dessus : on ne fera pas un homme exprès pour moi.  Apparemment vous n'épouserez pas ma fille sans la voir ?  Pierrot, dis à Colombine qu'elle vienne saluer monsieur. "")",-,0.0
"('#pierrot', ""Elle n'est pas ici. "")",-,0.0
"('#trafiquet', ""Elle n'est pas ici ? "")",-,0.0
"('#pierrot', ""Non, monsieur ; j'ai vu un chevalier avec un abbé qui sont venus pour l'emprunter jusqu'à sept heures. "")",-,0.0
"('#arlequin', ""L'emprunter !  Comment donc !  Est-ce là cette fille si neuve ?  Si on me l'emprunte comme cela quand elle sera ma femme, elle ne durera pas si longtemps que je pensais.  Mon garçon, la fille de monsieur se prête donc quelquefois de main en main quand on la demande ? "")",-,0.0
"('#pierrot', ""Oui, monsieur, tous les jours ; il y a tout plein d'honnête monde qui la vient prendre pour la divertir. "")",-,0.0
"('#arlequin', ""Oui, monsieur du beau-père !  En tout cas, si dans six mois ou un an je ne m'accommodais pas de votre fille, en perdant quelque chose dessus, vous la reprendriez. "")",-,0.0
"('#trafiquet', ""Il n'y a rien à perdre sur cette fille-là ; vous en trouverez toujours votre argent. "")",-,0.0
"('#pierrot', ""On ne parle point du loup qu'on n'en voie la queue.  Tenez, la voilà.  Ne vous avais-je pas bien dit qu'elle viendrait souper avec vous ?  Il n'y a point de fille à Paris si bien morigénée ; elle ne couche jamais en ville. "")",-,0.0
"('#trafiquet', 'Ma fille, voilà le bailli en question : tu ne voudras peut-être pas lui ouvrir ton coeur en ma présence ?  Monsieur, je ne vous rends pas un méchant office de vous laisser seul avec votre maîtresse.  Il sort avec Pierrot.  Pierrot fait des mines en quittant Colombine. ')",-,0.0
"('#arlequin', ""Ne vous étonnez pas, mademoiselle, si vous me voyez reculer trois pas au frontispice de vos charmes : vous avez des yeux capables d'embraser tout le bailliage de mon coeur ; et depuis qu'on porte des bouches, on n'a jamais bouchonné un bouchon si bouchonnable. "")",-,0.0
"('#colombine', ""Je suis confuse de vos civilités, monsieur ; et il faudrait avoir plus d'esprit que je n'en ai pour répondre à un compliment aussi bien tourné. "")",-,0.0
"('#arlequin', ""Il est vrai que pour des compliments, il n'y a personne dans notre province qui ose me prêter le collet.  J'ai harangué une fois notre intendant pendant deux heures, avec tant d'éloquence, qu'il s'endormit tout debout, et ne s'éveilla qu'une heure après que j'eus fini. "")",-,0.0
"('#colombine', ""De pareils efforts d'esprit sont bons pour la province ; mais à Paris on aime à parler terre à terre."")",-,0.0
"('#arlequin', ""Bon !  A-t-on de l'esprit à Paris ?  Sitôt qu'il y a un fat dans un pays, on l'y envoie ; c'est le rendez-vous de tous les sots de la France ; et, de tous les Parisiens, je ne vois que les Normands et les Manceaux qui aient un peu de brillant. "")",-,0.0
"('#colombine', ""À vous entendre parler, vous ne paraissez pas content des cavaliers de ce pays-ci ; et les dames, qu'en dites-vous ? "")",-,0.0
"('#arlequin', ""La la ; elles sont d'assez bonne amitié : j'en ai trouvé quelques unes de jolies en mon chemin ; mais, tout franc, je n'en ai point encore vu une de votre calibre. "")",-,0.0
"('#colombine', ""Il faut pourtant tomber d'accord qu'elles ont un tour d'esprit et des manières de se mettre que les femmes de province n'ont pas. "")",-,0.0
"('#arlequin', ""Oui-da, oui-da, je trouve qu'elles se coiffent raisonnablement haut, et je crois que leurs maris ne sont guère coiffés plus bas, "")",-,0.0
"('#colombine', ""Où passe-t-on le temps avec plus d'économie ?  Aujourd'hui à l'Opéra, demain à la Comédie, un autre jour au bal ; on entrelace cela de parties de jeu et de promenades.  Vous voyez bien qu'il n'y a point de lieu où une femme soit si façonnière. "")",-,0.0
"('#arlequin', 'Pour moi, je trouve cela le plus joli du monde ; mais que disent les maris à Paris ? ')",-,0.0
"('#colombine', ""Les maris disent ce qu'ils veulent, et les femmes font ce qui leur plaît ; c'est la mode du pays. "")",-,0.0
"('#arlequin', ""Les femmes feront durer cette mode-là le plus qu'elles pourront.  Et, s'il vous plaît, quand une femme revient du bal à cinq heures du matin avec un cavalier, qu'elle éveille toute la maison, que disent les maris à Paris ? "")",-,0.0
"('#colombine', 'Ils ne disent rien ; dès que la femme est rentrée, ils se rendorment. ')",-,0.0
"('#arlequin', ""Un homme qui a le sommeil si bien en main n'a pas besoin d'être bercé.  Mais, je vous prie, lorsqu'une femme vend ses pierreries pour faire l'équipage de quelque galant homme qui va à l'armée, que disent les maris à Paris ? "")",-,0.0
"('#colombine', 'Oh !  Les Parisiens sont trop bons serviteurs du Roi pour trouver cela mauvais. ')",-,0.0
"('#arlequin', ""Je ne m'en dédis point, voila de bonnes gens que ces Parisiens-là.  Vaille que vaille, puisque j'ai fait les frais du voyage, je vous épouserai ; mais à condition que, dès le lendemain de la noce, vous vous mettrez dans la carriole du Mans pour venir régenter les chapons de ma basse-cour : l'air de Paris donne trop de maux de tête. "")",-,0.0
"('#colombine', ""Quelque loi que vous m'imposiez, elle me paraîtra toujours douce, pourvu que je sois sûre de passer avec vous le reste de mes jours : vous me tenez lieu de tout ; et du moment que je vous ai vu, j'ai senti pour vous...  Ah !  Ne m'obligez pas de m'expliquer ; j'en dirais peut-être plus que je ne veux. "")",-,0.0
"('#arlequin', ""Les filles de ce pays-ci sont faites avec des étoupes ; il ne faut qu'une étincelle... "")",-,0.0
"('#colombine', ""J'ai une grâce à vous demander : les filles, comme vous savez, ont beaucoup d'ambition sur le fait du mariage ; j'ai eu toute ma vie une noble horreur pour les baillis du Maine ; ne pourriez-vous point changer de charge, et vous faire homme de qualité ? "")",-,0.0
"('#arlequin', ""Très volontiers ; rien n'est plus aisé : aussi bien je suis en pourparler avec un marquis de nos cantons qui s'en va à l'armée ; et, comme il a besoin d'argent, il veut me vendre sa charge de marquis avec sa pratique. "")",-,0.0
"('#colombine', ""Oh, monsieur !  Que cela me fera de plaisir !  Mais, en achetant une charge de marquis, n'oubliez pas, s'il vous plaît, de vous faire donner les airs déhanchés de ces messieurs-là. "")",-,0.0
"('#arlequin', ""Oh !  Je n'en ai que faire : quand on a été toute sa vie élevé dans le Bas-Maine, les airs de cour ne sont que trop familiers.  Adieu, ma belle enfant ; touchez là : dans une heure au plus tard je vous fais marquise ou baillivesse ; vous choisirez."")",-,0.0
"('#colombine', ""La sotte pécore qu'un homme qui a le mariage en tête !  Une fille un peu savante sur l'article le manie comme un chamois.  Voyez, je vous prie, cet idiot de bailli qui va se faire marquis.  Pour m'essayer, le premier marquis qui me tombera sous la patte, j'en ferai un procureur fiscal. Scènes italiennes. "")",-,0.0
"('#trafiquet', ""Je vous prie, mademoiselle ma fille, de ne point m'échauffer les oreilles ; je sais ce qu'il vous faut, et c'est à vous d'obéir quand je vous ai choisi un mari, entendez-vous ? "")",-,0.0
"('#colombine', ""Comme je suis une partie des plus intéressées dans l'affaire, je crois, mon père, que mon choix est du moins aussi nécessaire que le vôtre ; et je vous dirai franchement que cet homme-là n'est point fait pour moi. "")",-,0.0
"('#trafiquet', ""N'est point fait pour vous !  J'en suis d'avis ; il faut vous l'essayer.  Mais voyez, je vous prie, comme cela fait la raisonneuse !"")",-,0.0
"('#colombine', ""Je vous dis encore une fois, mon père, laissez-moi mener cette affaire-là.  Vous êtes plus vieux que moi, j'en conviens ; mais je me connais mieux en maris que vous. "")",-,0.0
"('#trafiquet', ""Et que trouvez-vous, s'il vous plaît, à redire au mari que je vous propose ? "")",-,0.0
"('#colombine', ""Bon !  C'est un homme qui se présente de front au mariage, et ne sait pas ce que c'est qu'un préliminaire d'amour. "")",-,0.0
"('#trafiquet', ""Hé !  De par tous les diables !  Comment veux-tu donc qu'il se présente ?  Tant mieux, s'il entre tout de suite en matière ; en fait de mariage, je n'aime point à voir préluder. "")",-,0.0
"('#colombine', 'Quoi !  Mon père, vous voudriez... ')",-,0.0
"('#trafiquet', 'Oui, je le veux. ')",-,0.0
"('#colombine', ""Vous prétendez qu'un homme que je n'ai jamais vu... "")",-,0.0
"('#trafiquet', 'Oui, je le prétends. ')",-,0.0
"('#colombine', ""J'ai trop de raison pour... "")",-,0.0
"('#trafiquet', ""Si tu as de la raison tu dois m'obéir, et prendre le parti qui se présente."")",-,0.0
"('#colombine', 'Le parti qui se présente ? ')",-,0.0
"('#trafiquet', 'Oui, le parti qui se présente. ')",-,0.0
"('#colombine', 'Assurément ? ')",-,0.0
"('#trafiquet', ""Oui, s'il vous plaît ; il ne faut point tant faire de gestes et de grimaces : est-ce qu'il lui manque quelque chose ? "")",-,0.0
-,"('#arlequin', ""Hé !  Que diable, messieurs, ne sauriez-vous mieux prendre votre temps pour être malades ?  Cela est de la dernière impertinence, de se trouver mal quand il faut gagner de l'argent.  Que voulez-vous que je fasse de tout ce monde-là ?  Messieurs, ce que je vais vous dire vous déplaira peut-être ; mais, en vérité, j'en suis plus fâché que vous, et personne n'y perd tant que moi. Nous ne pouvons pas jouer la comédie aujourd'hui ; voilà notre portier qui vient de se trouver mal, et Pantalon, qui devait faire un rôle de Patrocle, est indisposé.  On va vous rendre votre argent à la porte.  Vous voyez, messieurs, que nous ne suivons pas les mauvais exemples, et que nous rendons l'argent, quoique la comédie soit commencée. Aux auditeurs."")",0.0
-,"('#mercure', ""Terminez vos regrets, que votre douleur cesse ;  Dans votre sort Jupiter s'intéresse,  Et vient pour empêcher que tu rendes l'argent."")",0.0
-,"('#mercure', ""Je le vois qui descend. Qu'un changement favorable Nous arrête dans ces lieux, Pour voir un spectacle aimable ; C'est l'ordre irrévocable Du souverain des dieux. Jupiter descend, monté sur un dindon."")",0.0
-,"('#jupiter', 'Arlequin.')",0.0
-,"('#arlequin', 'Jupiter.')",0.0
-,"('#jupiter', ""Je descends exprès des cieux pour voir une répétition de la pièce nouvelle qu'il y a si longtemps que tu promets.  On dit que l'on y sépare un mari d'avec sa femme ; et comme Junon est une carogne qui me fait enrager, je pourrai bien en faire venir la mode là-haut."")",0.0
-,"('#arlequin', 'Mais, Monsieur Jupiter, quelle apparence ?  Nous ne la savons pas encore : il va venir un débordement de sifflets de tous les diables.')",0.0
-,"('#jupiter', ""Ne te mets pas en peine ; j'ai fait provision de quantité de foudres de poche ; et le premier siffleur qui branlera, par la mort !  Je lui brûlerai la moustache."")",0.0
-,"('#arlequin', 'Oh !  Tout doucement, Monsieur Jupiter ; ne choquons point le parterre, s\'il vous plaît ; nous en avons besoin : cela ne se gouverne pas comme votre tête.  Messieurs, puisque Jupiter l\'ordonne, et que d\'ailleurs... l\'occasion... de la faveur... votre bonté... votre argent... qu\'on a de la peine à rendre ; ... vous voyez bien, messieurs, que nous vous allons donner ""Le Divorce"". Au parterre.')",0.0
-,"('#jupiter', 'Je vais me placer aux troisièmes loges pour mieux voir.')",0.0
-,"('#arlequin', 'Ah !  Monsieur Jupiter, un gentilhomme comme vous aux troisièmes loges ?')",0.0
-,"('#jupiter', ""Je me suis amusé, en venant, à jouer à la boule aux petits-carreaux, contre quatre procureurs qui ne m'ont laissé que trente sous."")",0.0
-,"('#arlequin', ""Où diable vous êtes-vous fourré là ?  Ces messieurs-là savent aussi bien rouler le bois que ruiner une famille.  Monsieur Jupiter, si vous vouliez me laisser votre monture, je la ferais mettre à la daube : aussi bien les dieux de l'opéra, qui sont bien montés quand ils viennent, s'en retournent toujours à pied. Jupiter remonte en l'air, et Arlequin le rappelle."")",0.0
-,"('#mercure', 'Ô déplorable coup du sort ! Ô malheur !')",0.0
-,"('#arlequin', 'Je frémis ; parle.')",0.0
-,"('#mercure', 'Patrocle est mort.')",0.0
-,"('#aurelio', 'Cosi è, Mezzetino.')",0.0
-,"('#mezzetin', ""Je le sais bien ; j'étais la chambre de madme votre soeur quand son mari, monsieur Sotinet, mon maître et votre beau-frère, la surprit comme elle vous écrivait la dernière lettre que vous avec reçue d'elle, où elle vous mande de venir au plus tôt à Paris, afiun de prendre des mesures avec vous pour se mettre à couvert du chagrin que son vieux mari lui fait tous les jours."")",0.0
-,"('#aurelio', ""T'assicurio, Mezzetino, ch'il matrimonio di mia sorella con Sotinetto non è stato mai mio gusto ; e se ne fossi stato creduto, egli non si sarreba mai conchiuso.  Ma che ?  Al fato non vi è rimedio."")",0.0
-,"('#mezzetin', ""Cela est vrai, ce qui est fait est fait. Mais quand on ne peut pas changer sa condition, et qu'elle est mauvaise, il faut tâcher de l'adoucir autant qu'il est possible."")",0.0
-,"('#aurelio', ""Benissimo. Ma per addolcir la stato de mia sorella, io non veda altro mezzo, ch'une bonissima separazione."")",0.0
-,"('#mezzetin', ""D'accord ; et c'est à quoi il faudrait songer, si vous aviez de ce qui se touche. Mais malheureusement mais vous êtes gueux comme un rat, et il y a longtemps que votre noblesse serait tombée par terre, si la roture ne l'avait soutenue.  Mais laissez-moi faire : si votre soeur consent à la séparation, je m'engage, moi, de faire toruver tout l'argent qu'il faudra pour l'obtenir ; et si , je veux que ce soit mon maître qui le fournisse."")",0.0
-,"('#aurelio', 'Sotinetto ?')",0.0
-,"('#mezzetin', ""Oui, Sotinet. J'ai une dent contre lui, pour certains coups de bâton qu'il me donna une fois, à cause qu'il me surprit à la cave avec la servante du logis."")",0.0
-,"('#aurelio', 'E che cosa facevi in cantina con la serva ?')",0.0
-,"('#mezzetin', 'Je lui aidais à mettre un muid de vin en perce.')",0.0
-,"('#aurelio', 'Orsù, vado a trovar mia sorella ; farò il possibile per resolverla a separarsi da suo marito. Tu pensa in tanto a quelle vieni di promettermi. Addio.')",0.0
-,"('#mezzetin', ""Serviteur, monsieur. Ah ! Que je pense de jolis tours pour délivrer ma maîtresse des mains de son vieux mari ! Mais la difficulté est de trouver des gens qui les éxecutent. Si mon cher ami Arlequin était encore au monde, c'est là justement l'homme qu'il ma faudrait ; mais le pauvre garçon s'est avisé de se faire pendre, et ..."")",0.0
-,"('#arlequin', ""Oui, Messieurs, étranger, étranger, arrivé tout-à-l'heure dans cette ville !  Le diable emporte toute la race badaudique !  Je n'ai jamais vu de gens plus curieux, ni plus insolents ; ils crient après moi, il a chié au lit, il a chié au lit, comme si j'étais un masque.  Mais...  Vers la cantonnade : Il aperçoit Mezzetin."")",0.0
-,"('#mezzetin', 'Je crois...')",0.0
-,"('#arlequin', 'Il me semble...')",0.0
-,"('#mezzetin', ""Que j'ai vu cet homme-là pendu quelque part."")",0.0
-,"('#arlequin', ""D'avoir vu cette tête-là sur un autre corps."")",0.0
-,"('#mezzetin', 'Arl...')",0.0
-,"('#arlequin', 'Mez...')",0.0
-,"('#mezzetin', 'Arlequin.')",0.0
-,"('#arlequin', ""Mezzetin. Ah !  Parente !  Parente ! Ensemble. Ils s'approchent. Mezzetin, levant les bras pour embrasser Arlequin, laisse tomber son manteau ; Arlequin, qui fait semblant d'embrasser Mezzetin, passe sous son bras, ramasse le manteau, et s'en va."")",0.0
-,"('#mezzetin', ""Mais ce manteau-là m'appartient."")",0.0
-,"('#arlequin', ""Je l'ai trouvé à terre."")",0.0
-,"('#mezzetin', ""En vérité, je suis ravi de te voir.  Je parlais tout-à-l'heure de toi.  Tu arrives fort à propos pour rendre service à Monsieur Aurélio, dans une affaire de conséquence."")",0.0
-,"('#arlequin', ""Qui ? Monsieur Aurélio, mon ancien maître ?  Celui qui a tant de noblesse, et qui n'a jamais le sou ? "")",0.0
-,"('#mezzetin', 'Lui-même : il est aussi gueux à présent comme il était du temps que tu le servais.')",0.0
-,"('#arlequin', ""Tant pis ; car je ne suis pas aussi sot que je l'ai été, moi ; et je ne m'emploierai jamais pour qui que ce soit, qu'auparavant je ne sois assuré de la récompense."")",0.0
-,"('#mezzetin', ""Va, va, le seigneur Aurélio est honnête homme. Sers-le bien, et ne te mets point en peine ; tes gages te seront bien payés ; et si l'affaire que j'ai en tête réussit, je te réponds d'une bonne récompense.  Mais tire-moi d'un doute : il a couru un bruit que tu avais été pendu, et je te croyais déjà bien sec."")",0.0
-,"('#arlequin', ""Eh !  Point du tout ; je me porte le mieux du monde : il est vrai que j'ai eu quelque petite indisposition, et que j'ai été sur le point de mourir de la courte haleine ; mais je m'en suis bien guéri."")",0.0
-,"('#mezzetin', 'Conte-moi donc ta maladie.')",0.0
-,"('#arlequin', ""Oui-dà.  Tu sais bien que j'ai toujours aimé les grandes choses : dès le temps même que nous avions l'honneur de servir ensemble le roi sur ses galères..."")",0.0
-,"('#mezzetin', ""Ne parlons point de cela ; je sais que tu as toujours été homme d'esprit."")",0.0
-,"('#arlequin', ""Je n'eus pas plus tôt quitté la rame, que je me jetai malheureusement dans les médailles."")",0.0
-,"('#mezzetin', 'Comment, dans les médailles ?  Dans les antiques ?')",0.0
-,"('#arlequin', ""Non, dans les médailles ; c'est-à-dire que quand je n'avais rien à faire, pour me désennuyer, je m'amusais à mettre le portrait du roi sur des pièces de cuivre, que je couvrais d'argent, et que je donnais à mes amis pour du pain, du vin, de la viande, et autres choses nécessaires : mais comme il y a toujours des envieux dans le monde (voyez, je vous prie, comme on empoisonne les plus belles actions de la vie !), on fut dire à la justice que je me mêlais de faire de la fausse-monnaie."")",0.0
-,"('#mezzetin', 'Quelle apparence ?')",0.0
-,"('#arlequin', ""D'abord la justice m'envoya prier de lui aller parler."")",0.0
-,"('#mezzetin', 'Qui envoya-t-elle ?  Des pages ?')",0.0
-,"('#arlequin', ""Nenni, diable !  C'étaient tous gens de distinction et qualifiés.  Ils avaient des épées, des plumets bleus, des mousquetons."")",0.0
-,"('#mezzetin', 'Je vous entends ; poursuivez.')",0.0
-,"('#arlequin', ""Ces messieurs montèrent donc dans ma chambre, et, le plus honnêtement du monde, me prièrent, de la part de la justice, de lui aller parler tout-à-l'heure ; qu'il y avait un carrosse à la porte, qui m'attendait."")",0.0
-,"('#mezzetin', 'Et vous ?')",0.0
-,"('#arlequin', ""Et moi, j'eus beau dire que j'avais affaire, que je ne pouvais pas sortir, que j'irais une autre fois, il me fut impossible de résister aux honnêtetés et aux empressements de ces messieurs-là."")",0.0
-,"('#mezzetin', 'Aux honnêtetés des pousse-culs.')",0.0
-,"('#arlequin', 'Oh, pour cela, rien n\'est plus vrai ; je n\'ai jamais vu de gens plus honnêtes.  L\'un m\'avait pris par un bras, aussi m\'avait fait l\'autre, en me disant le plus obligeamment du monde : ""Oh ! Puisque nous avons été assez heureux que de vous trouver, vous ne nous échapperez pas, et nous aurons le plaisir de vous emmener avec nous"" ; et à force de civilités, ils m\'entraînèrent dans leur carrosse, et me conduisirent à la justice.  D\'abord que je fus arrivé, on me présenta à cinq ou six visages vénérables, qui étaient assis sur des fleurs-de-lis.')",0.0
-,"('#mezzetin', 'Fort bien !  Et ces messieurs ne vous prièrent-ils point de vous asseoir ?')",0.0
-,"('#arlequin', ""Assurément.  Celui qui était au milieu d'eux me dit : n'est-ce point vous, monsieur, qui vous mêlez de médailles ? À quoi je répondis fort modestement : oui, monsieur, pour vous rendre mes très humbles services.  Vous êtes un honnête homme, ajouta-t-il ; tout-à-l'heure nous allons parler à vous ; asseyez-vous toujours en attendant."")",0.0
-,"('#mezzetin', ""Et où t'asseoir ?  Dans un fauteuil ?"")",0.0
-,"('#arlequin', ""Bon !  Sur une petite chaise de bois qu'on avait mise à côté de moi.  Ces messieurs donc, après s'être parlé à l'oreille, me demandèrent encore si véritablement c'était moi qui avais cet heureux talent ?  Je leur répliquai qu'oui, que je leur demandais excuse si je ne faisais pas aussi bien que je l'aurais souhaité ; mais que j'avais grande envie de travailler, et qu'avec le temps, j'espérais devenir plus habile."")",0.0
-,"('#mezzetin', 'Fort bien.  Et eux parurent fort contents de votre déclaration ?')",0.0
-,"('#arlequin', ""Vous l'avez dit.  Je remarquai que mon discours les avait réjouis ; mais cela n'empêcha pas qu'ils ne me condamnassent sur l'heure à être pendu et étranglé à la Croix Du Trahoir."")",0.0
-,"('#mezzetin', 'Quel malheur !')",0.0
-,"('#arlequin', ""Quand j'entendis qu'on m'allait pendre, je commençai à crier : mais, messieurs, vous n'y pensez pas.  Me pendre, moi !  Je ne suis qu'un jeune homme qui ne fais que d'entrer dans le monde ; et d'ailleurs, je n'ai pas l'âge compétent pour être pendu."")",0.0
-,"('#mezzetin', ""C'était une bonne raison celle-là. "")",0.0
-,"('#arlequin', ""Aussi y eurent-ils beaucoup d'égard ; et, pour faire les choses dans l'ordre, ils me firent expédier une dispense d'âge.  Me voilà donc dans la charrette.  Je ne disais mot ; mais j'enrageais comme tous les diables.  Nous arrivons enfin à la Croix Du Trahoir, au pied de cette fatale colonne qui devait être le non-plus-ultrà de ma vie, et qu'on appelle vulgairement la potence.  Comme j'étais fort fatigué du voyage, j'avais soif, je demandai à boire : on me proposa si je voulais de la bière.  Je dis que non, et que cela pourrait par la suite me donner la gravelle ; je priai seulement les archers de me laisser boire à la fontaine.  On se range en haie ; je m'approche de la fontaine ; je donne un coup d'oeil autour de moi, et zest, je m'élance la tête en avant dans le robinet de la fontaine. Les archers, surpris, courent à moi, et me tirent par les pieds ; et moi je m'enfonce toujours avec les mains, de manière que j'entrai tout entier dans le tuyau de la fontaine, et il ne resta aux archers que mes souliers pour les pendre.  Du robinet de la fontaine, je descendis dans la Seine ; de là, je fus à la nage jusqu'au Havre-de-Grace ; au Havre-de-Grace, je m'embarquai pour les Indes, d'où me voilà présentement de retour ; et voici mon histoire achevée."")",0.0
-,"('#mezzetin', ""Il ne me reste qu'une difficulté, qui est de savoir comment, gros comme tu es, tu as pu te fourrer dans le robinet de la fontaine."")",0.0
-,"('#arlequin', ""Va, va, mon ami, quand on est près d'être pendu, on est diablement mince."")",0.0
-,"('#mezzetin', ""Tu as, ma foi, raison.  Va m'attendre au Petit Trianon ; dans un moment je suis à toi, et je te ménerai chez Monsieur Aurélio.  Mais d'où vient que tu n'enfonces point tes pieds jusqu'au fond de tes bottes, et que tu marches sur la tige ?"")",0.0
-,"('#arlequin', ""Je le fais exprès pour épargner les semelles. Il s'en va."")",0.0
-,"('#mezzetin', ""Je tire bon augure de l'affaire de Monsieur Aurélio, et la fortune ne nous a pas renvoyé Arlequin pour rien.  Mon maître m'a ordonné tantôt de lui amener un barbier : il ne faut pas manquer cette occasion pour lui voler sa bourse ; elle servira à mettre nos affaires en train.  Allons trouver Arlequin."")",0.0
-,"('#sotinet', 'Entends-tu bien ce que je te dis ?')",0.0
