racine-thebaide-64,rotrou-antigone,Score
-,"('#creon', ""Mais plus heureux encore à qui sa mort profite Et qui se couvrira des lauriers qu'il mérite ! Quelle haine des dieux jette le sort sur lui, Et le fait trébucher pour soutenir autrui ? Fausses divinités, êtres imaginaires, Beaux abus des esprits, immortelles chimères, Que vous a fait mon sang pour vous être immolé ? Quel droit de la nature avons-nous violé ? Ai-je, autre Oedipe, entré dans le lit de ma mère ? Lui suis-je époux et fils ? Mon fils fut-il mon frère ? Voilà que les surgeons d'un sang incestueux Portent le diadème, et vous êtes pour eux ! Nous, vous nous destinez, innocentes victimes, À périr pour leur gloire et payer pour leur crimes !"")",0.0
-,"('#jocaste', 'Ô reproche honteux, que renouvelles-tu ? Assez sans toi le sort exerce ma vertu.')",0.0
-,"('#eteocle', ""Je pardonne, Créon, cette plainte insensée Aux récentes douleurs du sort de Ménécée : Je sais qu'un fils qu'on perd afflige vivement ; Mais il faut une borne à ce ressentiment, Ou la peine suivrait un semblable caprice : La guerre des États n'exclut pas la justice, Et n'excuserait pas un outrage pareil. Entrons, et m'assistez d'une heure de conseil. Ils sortent tous, excepté Hémon et Antigone."")",0.0
-,"('#antigone', ""Voyez, mon cher Hémon, comme sa violence Va jusques à l'outrage et jusqu'à l'insolence. J'approuve sa douleur, mais pour quelle raison Lui fait-elle offenser toute notre maison, Et, suivant sans respect sa brutale colère, Troubler jusqu'aux enfers le repos de mon père ? Oedipe, quoi ! Tes yeux par tes mains arrachés, Tes mânes par ta mort de ton corps détachés, Ton sceptre abandonné, tout ton royaume en armes, Tes enfants divisés, nos soupirs et nos larmes, Ne peuvent faire encore qu'un innocent péché Moins de toi que du sort, ne te soit reproché ?"")",0.0
-,"('#hemon', ""Ce malheur est commun avec notre misère, De rougir comme vous des fautes de mon père, Qui, forçant tout respect, ose bien à vos yeux (Ces astres qui pourraient en imposer aux Dieux) Passer insolemment jusqu'à cette licence ? (L'amour a dérobé ce mot de naissance.) Mais, Madame, mon sens ne s'est point démenti, Et je ne puis tenir pour un mauvais parti, Cet esprit violent, si ma crainte n'est vaine, Pour les siens et pour soi promet beaucoup de peine ; Et je n'ose vous dire une secrète peur Que m'imprime en l'esprit cette mauvaise humeur."")",0.0
-,"('#antigone', 'Quoi ! Touchant notre hymen ?')",0.0
-,"('#hemon', ""Ma passion, Madame, M'a bien pu sans sujet mettre ces peurs en l'âme ; Non, un si beau dessein ne peut mal succéder ; Le ciel, qui de sa main daigna nous accorder, Doit faire que l'effet à l'attente réponde ; La première faveur l'oblige à la seconde. De ma part je proteste, en ces divines mains, Qu'au moins je forcerais tous obstacles humains, Et que m'ôter à vous serait une aventure Pour qui je serais sourd à toute la nature ; Que mon père à mes voeux s'opposât mille fois, J'accepterais ce point de ce que je lui dois : Nulle raison d'État, nul respect de couronne, Ne pourraient ébranler la foi que je vous donne ; À toute autorité je fermerais les yeux, Et je ferais beaucoup de respecter les dieux."")",0.0
-,"('#antigone', ""Quoique la même foi que je vous ai donnée Ma permit de parler touchant notre hyménée, L'orage prêt à choir dessus notre maison Me défend ce discours comme hors de saison ; Outre qu'ainsi qu'à vous certaine voix secrète (Comme notre génie est quelquefois prophète) D'une aveugle frayeur tout le sein me remplit, Et me parle bien plus d'un tombeau que d'un lit : Tournons donc nos pensers du côté de l'orage Qui menace l'État d'un si proche naufrage : Ce combat, cher Hémon, au moins s'est-il passé Sans la mort de mon frère, ou sans qu'il soit blessé ?"")",0.0
-,"('#hemon', ""Madame, c'est ici que je vous ai servie : Polynice est vivant, mais il vous dois la vie. Certes jamais lion, par un autre irrité, Au combat plus ardent ne s'est précipité, Que ce jeune lion, chef des troupes de Grèce, N'a fait voir contre nous de courage te d'adresse. Son coeur payait d'un bras dont les coups furieux À peine s'acquéraient la créance des yeux : Seul il force nos rangs, et de taille et de pointe Ne trouve armet si fort, ni lame si bien jointe, Qu'il ne fasse passage au fer qu'il a poussé, Et ne voie un soldat à ses pieds renversé : Il donne jusqu'à nous, moins effrayé du nombre Que s'il ne combattait ni voyait que son ombre ; Se jette furieux au plus fort du danger, Et prodigue son sang comme un bien étranger : Sous sa main, toujours haute te toujours occupée, Son corps semble à dessein s'offrir à mon épée : Mais, loin d'ors sur lui tenter aucun effort, J'ai paré mille coups qui lui portaient le mort : L'amitié qui vous joint, autant que la naissance,  M'a fait contre vous-même embraser sa défense : Il conserve en sa vie un bien qui vous est dû ; Bien mieux que sa valeur vous l'avez défendu ; Vous étiez son bouclier au milieu des alarmes, Et vous l'avez sauvé, seule, absente et sans armes."")",0.0
-,"('#antigone', ""Hélas ! Joindre sa mort à mon cruel ennui Serait bien, cher Hémon, me tuer plus que lui : À moi bien plus qu'à lui vous rendiez cet office ; Vous sauviez Antigone en sauvant Polynice. En effet, et vos yeux peut-être en sont témoins,  Une étroite amitié de tous temps nous a joints, Qui passe de bien loin cet instinct ordinaire Par qui la soeur s'attache aux intérêts du frère ; Et, si la vérité se peut dire sans fard, Étéocle en mon coeur n'eut jamais tant de part : Quoiqu'un même devoir pour tous deux m'intéresse, J'ai toujours chéri l'autre avec plus de tendresse ; Jamais nos volontés ne faisaient qu'un parti ; Mais je suis toujours même, et lui s'est démenti."")",0.0
-,"('#page', 'Monsieur, on tient conseil, et le roi vous demande.')",0.0
-,"('#hemon', ""Agréez ce devoir qu'il faut que je lui rende."")",0.0
-,"('#antigone', 'Allez, mais sur tout autre opinez pour la paix ; Et soient vos bons avis suivis de bons effets. Ils sortent.')",0.0
-,"('#polynice', ""Reste lâche et honteux de tant de compagnies Que cous vos étendards la Grèce m'a fournies, Et dernier de cent rois en ma faveur armés, Autant et plus que moi pour moi-même animés, Enfin j'ouvre l'oreille au conseil de la rage, Piqué de désespoir bien plus que de courage, Et je viens, mais plus tard que l'honneur n'eût voulu, Vous exposer enfin ce que j'ai résolu : C'est, mon père, un dessein que je devais éclore Lorsqu'aux veines des Grecs le sang bouillait encore : Les mânes indignés de tant de bons soldats Contre ma lâcheté ne murmureraient pas, Et j'aurais épargné tant d'illustres personnes Dont pour me couronner j'ai mis bas les couronnes : Mais puisque cet avis me vient de mon devoir, Quelque tard qu'il arrive, il le faut recevoir ; Et vous trouverez bon que je paye la Grèce Le sang de tant de peuple et de tant de noblesse. Vous avez, quoique sage, en ce commun malheur, (Vous ne témoignez pas votre juste douleur !) Vous avez pris, mon père, en l'intérêt d'un gendre Plus de part en effet que vous ne deviez prendre : C'est moi, chétif, c'est moi qui dedans vos états, Où vous régniez en paix sur tant de potentats, Mauvais hôte, ai porté de ces maudites terres Dessous un front d'amour des semences de guerre : Le flambeau de l'hymen qui allia chez vous  Est le tison fatal qui vous consume tous ; Vous mettez un serpent au sein de votre fille, Qui devait étouffer toute votre famille : J'ai trop, certes, j'ai trop fait voir ma lâcheté Pour tant patience et pour tant de conté : Auteur de tant de maux, je ne veux plus de grâce ; Il est temps, ou jamais, que je vous satisfasse, Et qu'un duel enfin entre mon frère et moi... Qu'avez-vous à pâlir, et d'où naît cet effroi ?"")",0.0
-,"('#adraste', 'Dieux ! Que proposez-vous ! Quelle horrible aventure !')",0.0
-,"('#argie', 'Eh ! Monsieur, écoutez la voix de la nature ; Songez quel est le sang que vous voulez verser ; Sans honte et sans frayeur y pouvez-vous penser ?')",0.0
-,"('#polynice', ""La chose est résolue, et la nature même Souscrit à cet arrêt de ma fureur extrême ; Outre qu'elle est muette où parle la raison, Elle ne s'entend pas avec la trahison ; Au contraire, elle enseigne à repousser l'injure, Et condamne surtout la fraude et la parjure. Que doit plus la nature à mon frère qu'à moi, Pour me lier les mains lorsqu'il me rompt sa foi, Et pour vouloir que j'erre et que je me retire, Quand mon année arrive et m'appelle à l'empire ?"")",0.0
-,"('#adraste-', ""Quelle rage, bon dieu, vous occupe le sein ? Ah ! Mon fils, étouffez ce damnable dessein : Si votre ambition ne va qu'à la couronne, Je dépouille pour vous l'éclat qui m'environne ; Venez prendre et donner un paisible repos Sur le trône de Lerne ou sur celui d'Argos : Là, monarque absolu, vous n'aurez point de frère Qui vous rompe de pacte et qui vous soit contraire ; Là, votre épouse et moi, devenus vois sujets, De nos fidèles soins appuierons vos projets ; Et votre autorité n'y sera divisée Par aucune puissance à la vôtre opposée."")",0.0
-,"('#polynice', ""Non, non, ne point régner, les dieux m'en sont témoins, Est le ressentiment qui le touche le moins, Et jamais ma couronne, entre mes mains remise, N'aurait d'autorité qui ne vous fut soumise. Mais qu'un traître viole avec impunité Le respect de l'accord entre nous arrêté, Et que j'observe après celui de la naissance, Une vertu si lâche excède ma puissance ; Il faut trop de faiblesse à pouvoir l'exercer ; On étouffe aisément qui se laisse presser. Non, ma mère elle-même, au milieu de nos armes ; Ni mes soeurs à mes pieds, les yeux baignés de larmes ; Quelque droit d'Antigone ait dessus mes esprits, Ne détourneraient pas le dessein que j'ai pris ; Ou sa vie ou la mienne, importunes sangsues, Doivent crever du sang dont elles sont repues. M'en reste-t-il à boire, et ne voudriez-vous point  Qu'à ce que j'en ai pris le vôtre encore fût joint ? Tydée, oui de tes jours j'ai la course bornée ; Des tiens, Hypomédon ; et des tiens, Capanée : Par moi, braves héros, sont veuves à la fois Vos femmes de maris, et vos villes de rois ; Et sans confusion je verrais le veuvage ! Non, non, trop de justice à ce devoir m'engage, Et trop de honte est joint à mon retardement. Adieu, vous que mon coeur aima si tendrement, Et que le ciel doué d'une vertu si rare ; Un éternel adieu peut-être nous sépare : Mais montrez votre force à dompter vos douleurs, Et ne l'obligez point à la honte des pleurs. Et vous, sage vieillard, digne d'un autre gendre, Ayez soin que la terre au moins couvre ma cendre, Et m'ouvrez le passage en l'empire des morts, Dérobant aux corbeaux le butin de mon corps : Après pour votre fille employez votre zèle, Trouvez-lui dans le Grèce une parti digne d'elle, Et que cet autre hymen lui puisse être aussi doux  Que le premier fut triste et pour elle et pour vous. Il embrasse Argie. Il sort."")",0.0
-,"('#argie', ""Polynice ! Mon père, arrêtez ce barbare ; Qu'il diffère un moment la mort qu'il me prépare, Et qu'il reçoive au moins l'adieu que je lui dois. Cessez, pleurs et soupirs qui m'étouffer la voix."")",0.0
-,"('#polynice', ""Là, si ton lâche coeur enfin se peut résoudre, Tu laisseras la vie, ou j'y mordrai la poudre, Là, ton sang ou le mien signera nitre foi ; Là, de la main des dieux Thèbes prendra son roi. Sors donc, traître ; l'honneur à ce devoir t'engage : La diligence ici doit prouver le courage, Et, depuis le défi que mes traits t'ont porté, Chaque instant qui se perd marque ta lâcheté. Ah! Qu'un fâcheux devoir de ta ville t'arrache ! Qu'un traître a peu de coeur, et qu'un perfide est lâche ! Quel emploi t'a déjà tant de fois retenu ? Il ne faut point d'apprêt à paraître tout nu."")",0.0
-,"('#capitaine-1er', 'En ces effets bien moins de valeur que de rage. La nature, Seigneur, dispense le courage ; Vous auriez plus de coeur si vous en aviez moins.')",0.0
-,"('#polynice', 'Laissez juger aux dieux, ne soyez que témoins.')",0.0
-,"('#antigone', ""Polynice, avancez, portez ici la vue ; Souffrez qu'après un an votre soeur vous salue. Malheureuse, eh ! Pourquoi ne le puis-je autrement ? Quel destin entre nous met cet éloignement ? Après un si long temps la soeur revoit son frère, Et ne lui peut donner le salut ordinaire ; Un seul embrassement ne vous est pas permis ; Nous parlons séparés comme deux ennemis : Eh ! Mon frère, à quoi bon cet appareil de guerre ? À quoi ces pavillons sur votre propre terre ? Contre quel ennemi vous êtes-vous armé ? Ne trembleriez-vous pas si je l'avais nommé ? Accordez quelque chose à la loi naturelle : Le soleil s'est caché pour semblable querelle. Vous vous plaignez, armez et frappez à la fois : Est-ce de la façon qu'on demande ses droits ? Était-il d'un bon frère et d'un prince modeste De paraître d'abord en cet état funeste, Et de fouler aux pieds, sur un simple refus, Tout respect de nature et ne l'écouter plus ? Mon frère, au nom des dieux protecteurs de la Grèce, Car vers eux maintenant votre zèle s'adresse, Et vous n'en gardez plus pour les dieux des Thébains ; Au nom d'Argie encor, que j'aime et que le plains, Voyant qu'on lui prépare un si proche veuvage : Au nom d'Adraste enfin domptez ce grand courage ; Ne vous acquérez pas, par votre dureté, Un renom odieux à la postérité. Ô nature, toi-même à toi-même contraire, Vois que le fer en main un frère attend son frère. Cruel, eh ! Quel effet prétend votre courroux ? Du quel que le sang coule il coulera de vous ; L'un ne le veut verser sans la perte de l'autre ; En répandant le sien vous répandrez le vôtre ; Il ne diffère point, ce n'est qu'un même sang Que vous avez puisé dedans un même flanc."")",0.0
-,"('#polynice', ""C'est d'où nous vient aussi même droit à l'empire Que son ambition prétend de m'interdire, Et qui l'obligeait à me garder sa foi, Comme digne action et d'un frère et d'un roi. Pou vous, ma chère soeur, pieuse et sage fille, Gloire du sang d'Oedipe, honneur de sa famille, Croyez qu'il me déplaît, et très sensiblement, De vous devoir dédire une fois seulement : Mais, par cette amitié si parfaite et si tendre Par où je connais bien que vous me voulez prendre, Et pour qui j'aurais peine à vous rien refuser, De moi-même aujourd'hui laissez-moi disposer : Outre mon intérêt et celui de la Grèce, Mon honneur, plus que tout, à ce devoir me presse : J'arme pour le bon droit, lui pour la trahison ; Il tient pour l'injustice, et moi pour la raison"")",0.0
-,"('#antigone', ""Voilà donc cette soeur qui vous était si chère, Éconduite aujourd'hui d'une seule prière. Eh quoi ! Cette amitié qui naquit avec nous, De qui, non sans raison, Étéocle est jaloux, Et par qui je vois bien que je lui suis suspecte, Ne pouvant l'honorer comme je vous respecte ; Cette tendre amitié reçoit donc un refus ! Elle a perdu son droit et ne vous touche plus ! Au moins si de si loin vous pourriez voir mes larmes, Peut-être en leur faveur mettriez-vous bas les armes : Car je n'oserais pas encore vous reprocher  Que vous soyez plus dur et plus sourd qu'un rocher. Encore à la nature Étéocle défère ; Il se laisse gagner par les plaintes de ma mère ; Il n'a pas dépouillé tous sentiments humains, Et le fer est tout prêt à tomber de ses mains : Et vous, plus inhumain et plus inaccessible, Conservez contre moi le titre d'invincible : Moi dont le nom tout seul vous dût avoir touché, Dont depuis votre exil les yeux n'ont point séché ; Moi qui, sans vous mentir, trouverais trop aisée Quelque mort qui pour vous pût m'être proposée ; Moi malheureuse, enfin, qui vous prie à genoux, Moins pour l'amour de moi que pour l'amour de vous."")",0.0
-,"('#polynice', ""Si quelque sentiment demeure après la vie, Que je vous saurais gré de me l'avoir ravie ! Plutôt, ma chère soeur, que de me commander Ce que ma passion ne vous peut accorder, Venez m'ôter ce fer, oui, venez ; mais sur l'heure Plongez-le dans mon sein et faites que je meure ; Pour vous ma déférence ira jusqu'au trépas ; Mais je ne saurais vivre et ne me venger pas."")",0.0
-,"('#eteocle', ""Je viens enfin, je viens, prêt à te satisfaire ; Et crois que si plus tôt j'avais pu me soustraire, Plutôt dessus les lieux tu m'aurais vu rendu, Et n'aurais pas l'honneur de m'avoir attendu. Ma mère, à mon déçu par Éphise avertie, Avez tous ses efforts empêchait ma sortie, Dont il m'a bien déplu, car je n'ai pas douté Que mon retardement n'enflât ta vanité. Ton appel est, au reste, un bien que je t'envie ; J'en prétendais la gloire, et tu me l'as ravie : Cent fois de ce dessein mon coeur m'avait pressé, Et ce n'est que du temps que tu m'as devancé. Thèbes, sur qui jamais nul ne régna sans crime, Le sort te va donner un prince légitime. Voyons s'il m'ôtera le nom que j'en ai pris ; Que le champ du combat e soit aussi le prix."")",0.0
-,"('#antigone', ""Ils s'approchent, ô dieux, et nul n'y met obstacle ! Fuyons, ne voyons pas cet horrible spectacle. Elle sort."")",0.0
-,"('#polynice', ""Enfin quelque remords t'a donc fait souvenir Que ta fois s'est donnée et qu'il la faut tenir ? Tu m'es donc frère enfin ? Car ce n'était pas l'être Que de parjurer et de traiter en traître. Pour nous mieux obliger, viens, signons nos accords De notre propre sang et sur nos propres corps."")",0.0
-,"('#creon', 'Que veut hors de saison cette femme importune ?')",0.0
-,"('#hemon', ""Détourner s'il se peut une étrange infortune."")",0.0
-,"('#capitaine-2nd', ""C'est leur mère. Ô nature ! Assiste son dessein."")",0.0
-,"('#jocaste', ""Plongez, plongez, cruels, vos armes dans mon sein ; Déployez contre moi votre aveugle colère, Contre moi qui donnais des frères à leur père ; Ou, si vous m'épargnez, ne versez pas le sang Que vous avez puisé dans ce coupable flanc : Accordez-le moi tout, ou ne m'en laissez goutte ; Perdez-moi toute entière, ou conservez-moi toute. Quoi ! Nul de vous encore n'a mis les armes bas ? Je parle, et de vos mains elles ne tombent pas ? Si quelque pitié règne chez vous encore, Consentez à la paix que votre mère implore ; Si le crime vous plaît, un plus grand s'offre à vous ; Ce flanc dont vous sortez est en butte à vos coups. Cessez donc cette guerre, ou cessez-en la trêve ; Faites qu'elle s'éteigne, ou bien qu'elle s'achève ; Ou n'allez pas plus outre, ou passez jusqu'au bout ; Ne considérez rien, ou considérez tout. Sus, voyons quel effet obtiendront mes prières, Car mes commandements n'en obtiendront plus guère ; Je n'avancerais rien en vous contredisant : J'ordonnais autrefois, et je prie à présent. À qui s'adresseront mes premières caresses ? Tous deux également partagent mes tendresses : Celui-là fut absent ; mais si le pacte tient, Celui-là le sera, puisque l'autre revient. Ainsi je perds l'espoir de vous revoir ensemble; Si ce n'est que la guerre encore vous assemble ; L4heur de vous entrevoir ne vous est pas permis : Si vous ne vous fuyez, vous êtes ennemis : Vous êtes divisés ou de coeur ou d'espace ; La haine vous rapprochent et l'amitié vous chasse. Ça, mes premiers baisers s'adresseront à vous Qu'une si longue absence a séparé de nous :  Venez les recevoir d'une approche civile, Et déchargez vos mains de ce fais inutile. Eh ! Quel est cet abord ? Qu'il est peu gracieux ! Pourquoi sur votre frère attachez-vous les yeux ? Je vous couvrirai tout, et pour vous faire outrage Il faudrait que par moi son fer se fit passage. Chassez de votre esprit ce défiant souci; Si ce n'est que ma foi soit suspecte aussi. À Polynice."")",0.0
-,"('#polynice', ""Ne désirez-vous point que je vous dissimule ? Ma sûreté dépend de n'être plus crédule ; La nature n'a plus d'inviolables droits ; Et son propre intérêt chacun a fait des lois ; Et l'épreuve m'apprend que du pu artifice Nature, son contraire, aujourd'hui fait office : Votre parole enfin m'est suspecte aussi; Ma mère pourrait bien ce que mon frère a fait."")",0.0
-,"('#jocaste', ""Soupçonnez votre mère ; oui, j'approuve qu'en elle Vous redoutiez d'avoir une garde infidèle : De cet indigne faix ne déchargez ce bras Qu'après qu'en ma faveur le roi l'aura mis bas."")",0.0
-,"('#polynice', ""Le roi ? Quoi ! Le perfide exige encore ce titre Durant ce différend dont le sort est arbitre ? Vous et sa trahison l'avez donc couronné ?"")",0.0
-,"('#eteocle', 'Bientôt, bientôt les dieux en auront ordonné.')",0.0
-,"('#jocaste', ""Hélas ! Qu'en la fureur dont votre âme est pressée Vous venez tout d'un sens contraire à ma pensée ! Je ne viens pas ici pour aigrir vos débats ; Je lui donne ce titre et ne vous l'ôte pas. Pour vous la pitié peut-être a plus de charmes : Approchez, Étéocle, et mettez bas les armes ; Cachez à mes regards leur flamboyant acier : Vous les fîtes lever, posez-les le premier. Vous vous craignez l'un l'autre, et moi tous deux ensemble ; Mais tous deux pour tous deux c'est pour vous que je tremble. Mais votre défiance à la fin doit cesser. Le voilà désarmé, puis-je vous embrasser ? Faites ici, mes pleurs, l'office de ma langue. Mes sanglots, mes soupirs, commencez ma harangue. Enfin les dieux, mon fils, ont exaucé mes voeux ; J'obtiens en ces baisers la faveur que je veux : Mais fasse leur bonté, fassent mes destinées Que ce bonheur me dure encore quelques années ! Vous, faites-le, mon fils, puisque vous le pouvez, Car il me durera si vous vous conservez : Les bruits nous ont appris avec allégresse Et quel honnête accueil vous a reçu la Grèce : Vous y vîtes Adraste et l'on dit qu'en sa cour Vous avez fait un choix digne de votre amour. Mais qui dans votre lit conduisit votre épouse ? C'est un droit qu'on m'ôtait et dont je suis jalouse.. Vous songeâtes sans doute, en cette élection, En quel lieu s'adressait votre inclination ; Mais sûtes-vous juger que par cette alliance Vous nous donniez sujet de juste défiance ? Savez-vous sous quel joug cet hymen vous a mis ? De nos plus enragés et mortels ennemis, Qui ne vous ont ouvert ni leur bras ni leur terre Que pour avoir prétexte à nous faire la guerre. Sur ce simple douaire ils vous ont accordé Ce funeste parti plus tôt que demandé : Aussi portiez-vous trop, leur portant le semences Des ces divisions et de ces violences : Car quelle est cette guerre et quels sont ses objets ? Vos parents, vos amis, vos pays, vos sujets : C'est ce qu'on peut nomme votre parti contraire. De ce funeste hymen nous sommes le douaire ; Encor suis-je obligée à vos mauvais desseins ; Et j'aime cette guerre autant que je la crains, Puisqu'elle m'a rendu le bien de votre vue, Et que cette faveur lui devait être due. Tout un peuple ennemi marche dessus vos pas ; Vous lui sacrifiez votre natale terre : Enfin sans vous, mon fils, je n'aurais pas la guerre ; Mais sans la guerre aussi je ne vous aurais pas. À Étéocle. Il met son épée à terre. À Polynice."")",0.0
-,"('#polynice', ""Tout un peuple allié marche dessus mes pas Pour me rendre mes droits et ma natale terre : Il est vrai que sans moi vous n'auriez pas la guerre ; Mais sans la guerre aussi je ne vous aurais pas."")",0.0
-,"('#eteocle', ""Tout un peuple ennemi marche dessus vos pas Et ne vous rendra point votre natale terre : Il est vrai que sans vous Thèbes serait sans guerre ; Mais elle aura la guerre et vous ne l'aurez pas."")",0.0
-,"('#jocaste', ""Tout mon sang, de frayeur en mes veines se glace. Ma prière, cruels, n'obtient donc point de grâce ? Je n'ai pouvoir, crédit, autorité, ni rang, Et ne puis accorder mon sang avec mon sang ?"")",0.0
-,"('#polynice', ""Ne vous semble-t-il point que la gloire d'un prince Soit d'errer vagabond de province en province ? Chasse de mes pays, de mes biens, de ma cour, De mon partage encor dois-je point de retour ? Que pourrais-je avoir pis si j'étais le parjure, Si j'avais violé les droits de la nature ? Il faut qu'un traître règne, et que j'en sois banni ! Il sera coupable, et je serai puni ! Non, non ; le droit l'ordonne, en première maxime, Le prix à l'innocence et le supplice au crime : Je dois souhaiter l'une, et l'autre l'étouffer ; Et le droit que je veux est au bout de ce fer."")",0.0
-,"('#eteocle', ""Qu'un brave parle haut !"")",0.0
-,"('#polynice', ""Qu'un traître tard se fâche !"")",0.0
-,"('#eteocle', 'Souvent tel brave tremble.')",0.0
-,"('#polynice', 'Et plus souvent un lâche.')",0.0
-,"('#eteocle', ""Ce coeur si haut m'étonne."")",0.0
-,"('#polynice', 'Et moi le tien si bas.')",0.0
-,"('#eteocle', ""L'effet le montrera."")",0.0
-,"('#polynice', 'Tu ne te hâtes pas ?')",0.0
-,"('#jocaste', ""Quelle gloire, bons dieux, ou plutôt quelle rage À faillir le premier met le plus de courage ? La valeur est honteuse en pareil différend, Et la gloire appartient à celui qui se rend. Je sais qu'à votre tête il faut une couronne ; Mais que hors de chez vous votre main vous la donne. Faut-il que d'un seul lien vos desseins soient bornés ? Et ne saurais-je avoir deux enfants couronnés ? Montez, le fer en main, les rochers de Tymole, Soumettez-vous les lieux que dore le Pactole ; Osez ce qu'ont osé tant d'autres conquérants ; Tenez tout de vous seul, et rien de vos parents : Encore en tiendrez-vous ce grand coeur en partage, Ce coeur qui vous peut faire un si bel héritage, Qui vous peut au besoin donner un si beau rang Sans que vous le cherchiez dans votre propre sang."")",0.0
-,"('#polynice', 'Que Thèbes lui demeure, et que je me retire !')",0.0
-,"('#jocaste', ""Thèbes, vous le savez, est un fatal empire, Et son trône est un lieu funeste à son roi : Les exemples de Laie et d'Oedipe en font foi."")",0.0
-,"('#polynice', 'Un autre encore bientôt le fera mieux paraître.')",0.0
-,"('#jocaste', 'Cruel ! De votre frère ?')",0.0
-,"('#polynice', 'Et de tous deux peut-être.')",0.0
-,"('#jocaste', 'Quelle obstination. !')",0.0
-,"('#polynice', 'Quelle infidélité !')",0.0
-,"('#jocaste', 'Mais quoi ! Son règne plaît, le vôtre est redouté ; Il a gagné les coeurs....')",0.0
-,"('#polynice', ""Et moi, moins populaire, Je tiens indifférent d'être craint ou de plaire. Qui règne aimé des siens en est moins absolu ; Cet amour rompt souvent ce qu'il a résolu ; Plus est permis aux rois à qui plus on s'oppose ; Une lâche douleur au mépris les expose : Le peuple, trop aisé, les lie en les aimant ; Il faut pour être aimé régner trop mollement."")",0.0
-,"('#jocaste', ""L'amour de ses sujets est une sûre garde."")",0.0
-,"('#polynice', ""Souvent qui trop se fie aussi trop se hasarde. Mais ne m'opposez plus d'inutiles avis. Parle, ma passion; les tiens seront suivis : Passe au dernier excès que peut faire paraître L4amour d'une couronne et la haine d'un traître. Je ne puis d'aucun prix, tant fût-il infini, Voir l'une trop payée et l'autre trop puni."")",0.0
-,"('#jocaste', ""Bien, puisque ni sanglots, ni prières, ni larmes Ne peuvent de vos mains faire tomber les armes, Et qu'avecque raison je vous puis reprocher Que vous partez un coeur aussi dur qu'un rocher, Je conjure des dieux la puissance suprême De me faire venger par votre refus même ; Et vous souhaite encor quelque malheur plus grand Que celui que promet ce mortel différend. Une invincible ardeur en mes veines s'allume, Qui d'un secret effort jusqu'aux os me consume ; Ma constance est à bout, la nature se tait, La fureur me possède, et ce malheur me plaît. Adieu, non plus mes fils, mais odieuses pestes, Et détestables fruits de meurtres et d'incestes : Vous ne mourrez pas seuls, et je suivrai vos pas Pour vous persécuter même jusqu'au trépas. Elle sort furieuse."")",0.0
-,"('#capitaine-1er', 'Son entremise est vaine.')",0.0
-,"('#hemon', 'Ô constance barbare !')",0.0
-,"('#creon', ""Enfin le champ est libre, et rien ne vous sépare : Qui ne presse faiblit l'effet de grands projets. Vengez-vous, vengez-vous, et vengez vos sujets."")",0.0
-,"('#eteocle', ""Votre intérêt, Créon, vous meut plus que ma gloire ; Vous pressez le combat et craignez la victoire. Vous savez qu'après nous le sceptre des Thébains, Par ordre et droit de sang, doit passer en vos mains. Mais les garde le ciel de votre tyrannie ! Voici par quoi sera votre attente bannie : Choisissons ici près un champ plus spacieux D'où l'un et l'autre camp nous considère mieux, Et que le sort après conduise l'aventure."")",0.0
-,"('#polynice', 'Faisons tôt.')",0.0
-,"('#hemon', 'Ô journée honteuse à la nature !')",0.0
-,"('#antigone', ""Inconstante reine du monde, Qui fais tout par aveuglement, Sans dessein et sans fondement, Et qui toutefois toute chose se fonde, Pousse ta roue et ne te lasse pas ; Fais que son tour s'achève : Il faudra qu'elle nous relève, Après nous avoir mis si bas. Tels que d'une mer agitée On voit les flots s'entre-suivants, Se fuir après au gré des vents,  Et ne tenir jamais une assiette arrêtée : Tel est ton ordre aux biens que tu nous fais ; Tu caresses, tu frappes, Tu viens à nous, tu nous échappes, Et tu ne t'arrêtes jamais. Mais pourquoi, trompeuse déesse, S'il est vrai que tu n'as point d'yeux Est-ce plutôt à de hauts lieux Qu'à des toits de bergers que ta rigueur s'adresse ? Tu ne peux voir la tête d'un roi L'éclat que tu lui donnes ; Et qui tient de toi des couronnes A toujours guerre avec toi."")",0.0
-,"('#antigone', ""Tu reviens seul, Hémon ? Ô sinistre présage ! Que je lis d'infortune aux traits de ton visage !"")",0.0
-,"('#hemon', 'Il vous faut divertir par un autre entretien.')",0.0
-,"('#antigone', 'Hélas ! Tu me dis tout en ne me disant rien.')",0.0
-,"('#hemon', 'Madame, je croyais que la commune plainte Vous eût déjà livré cette sensible atteinte, Et fût cause du deuil que je rencontre ici.')",0.0
-,"('#antigone', 'Étéocle est-il mort ?')",0.0
-,"('#hemon', ""Et Polynice aussi. Faites à ce grand coeur faire un effort extrême ; Opposez la nature à la nature même. L'ennui d'un tel malheur ne peut être léger ; Mais la part que j'y prends le doit bien alléger."")",0.0
-,"('#antigone', ""Ô prodige ! Ô combat digne de son issue, Où plus que les vaincus la nature est vaincue, Où le crime s'est vu par le crime étouffer, Où l'impiété seule a droit de triompher ! Faites m'en le récit."")",0.0
-,"('#hemon', 'Votre douleur peut-être...')",0.0
-,"('#antigone', ""Non, elle est en un point où rien ne peut l'accroître ; Mes sens par son excès sont demeurés perclus ; Pour la trop ressentir je ne la ressens plus."")",0.0
