barante-arlequin-misanthrope,biancollelli-foire-galante,Score
"('#arlequin', ""Les jeunes Magistrats appliqués, bienfaisants !  Il connaît aussi bien la Robe que l'Épée.  Hé, mon ami, quand vous serez à Paris, que les choses vous paraîtront différentes de ce que vous les avez vues de votre Province !  Les fortunes des gens de Lettres sont de belles perspectives, qui ne brillent que de loin.  Mais qui sont ces gens-là !"")",-,0.0
"('#le-docteur', ""C'est ma famille, Monsieur, et j'ai encore un fils à Paris, qui est à ce qu'on m'a dit, dans un poste fort éclairant."")",-,0.0
"('#arlequin', 'Ce jeune garçon-là, est-il votre fils ?')",-,0.0
"('#le-docteur', 'Oui, Monsieur, mon cadet.')",-,0.0
"('#arlequin', 'Va-t-il aussi faire fortune ?')",-,0.0
"('#leandre', ""Je l'espère, Monsieur."")",-,0.0
"('#arlequin', 'Et comment cela, Monsieur ?')",-,0.0
"('#leandre', ""Monsieur, j'ai comme vous voyez un extérieur assez souffrable ; j'ai bien fait mes exercices ; je manie bien un cheval ; je danse passablement ; je sais un peu les langues étrangères, Monsieur."")",-,0.0
"('#arlequin', 'Et avec tout cela vous prétendez, Monsieur...')",-,0.0
"('#leandre', ""M'attacher à quelque grand Seigneur, qui m'avancera à l'Armée et prendra soin de ma fortune."")",-,0.0
"('#arlequin', 'Chimère, mon ami, chimère toute pure.  Si, fait comme vous voilà, vous parliez de vous faire Valet de Chambre, ou premier Laquais de quelque Vieille, passe.')",-,0.0
"('#leandre', ""Hé, fi Monsieur, je n'ai pas l'esprit assez bas."")",-,0.0
"('#arlequin', ""À quel étage croyez-vous donc qu'il faille avoir l'esprit pour faire fortune ?  Mais dites-moi, cette grande fille est-elle votre soeur ?  Elle n'est pas mal bâtie."")",-,0.0
"('#leandre', 'Monsieur, elle danse bien, et a la voix assez jolie.')",-,0.0
"('#le-docteur', ""Je lui ai donné la meilleure éducation que j'ai pu.  Je voudrais la mettre auprès de quelque femme de qualité, qui après l'avoir gardée quelque temps chez elle, la mariât avantageusement."")",-,0.0
"('#arlequin', ""Cela n'est pas bien sûr.  On ne trouve presque plus d'épouseurs pour les filles qui sortent des grandes maisons."")",-,0.0
"('#le-docteur', 'Et pourquoi cela ?')",-,0.0
"('#arlequin', ""Mon_Dieu, c'est que les médisants jasent toujours, et qu'on ne saurait ôter de la tête de certaines gens, qu'une jolie fille qui rend les soins à Madame, reçoit souvent ceux de Monsieur.  Mais puisqu'elle chante, savez-vous ce qu'il en faudrait faire ?"")",-,0.0
"('#le-docteur', 'Et quoi ?')",-,0.0
"('#arlequin', ""La mettre à l'Opéra."")",-,0.0
"('#le-docteur', ""À l'Opéra ?"")",-,0.0
"('#arlequin', ""Oui, à l'Opéra ; si elle peut y être reçue, s'entend.  Car la presse y est diablement, depuis quelque temps.  On pourra toujours par faveur la faire recevoir surnuméraire."")",-,0.0
"('#le-docteur', 'Si vous vouliez, vous nous rendriez ce bon office.')",-,0.0
"('#arlequin', ""Attendez, que j'examine votre fille.  Dans le fonds, elle n'est pas propre à l'Opéra, elle n'a pas cet air ouvert...  Là...  Cette hardiesse...  Je ne sais même si elle se tirerait bien d'un Duo, et vous savez pourtant que c'est le Duo qui place une fille à l'Opéra."")",-,0.0
"('#le-docteur', 'De sorte que...')",-,0.0
"('#arlequin', ""De sorte que, si vous et votre famille n'avez pas de meilleure ressource, vous pouvez à coup sûr épargner les frais du voyage.  Croyez-moi, retournez-vous-en chez vous."")",-,0.0
"('#le-docteur', 'Nous resterions volontiers avec vous, si vous y consentiez.')",-,0.0
"('#arlequin', ""Oh, c'est une autre affaire ; un Solitaire craint d'être trop accompagné.  Scaramouche se met à pleurer."")",-,0.0
"('#arlequin', ""Hé, qu'as-tu donc, mon ami, qu'est-ce qui t'afflige ?  Parle, que veux-tu ?"")",-,0.0
"('#scaramouche', 'Ah, Monsieur, si tous ces bonnes gens qui ont du mérite, qui savent tant de choses, ne savent pas faire fortune à Paris, que ferai-je donc, moi ?')",-,0.0
"('#arlequin', 'Comment ?')",-,0.0
"('#scaramouche', ""Oui, qu'est-ce que je ferai, moi qui ne suis bon à rien, qui ne fais que de la bagatelle, qui ne sais que la bagatelle, et qui ne suis moi-même qu'une bagatelle."")",-,0.0
"('#arlequin', 'Tu sais la bagatelle ?')",-,0.0
"('#scaramouche', 'Oui.')",-,0.0
"('#arlequin', 'Tu fais la bagatelle ?')",-,0.0
"('#scaramouche', 'Hélas oui.')",-,0.0
"('#arlequin', ""Et tu es la bagatelle ?  Ah, mon cher, viens que je t'embrasse ; tu es né pour Paris, tu es né pour une grande fortune ?  Avec une si belle disposition, tu peux aspirer à tout.  La bagatelle ?  Ah !  Mon ami, si j'avais eu un noble penchant pour la bagatelle, je ne serais pas ici, je serais à Paris dans une fortune éclatante."")",-,0.0
"('#scaramouche', 'Quoi ?')",-,0.0
"('#arlequin', ""Pars hardiment, pars, vas, tu n'y sera pas plutôt, que tout le monde courra après toi."")",-,0.0
"('#scaramouche', 'Mais pourtant...')",-,0.0
"('#arlequin', ""C'est un pays où l'on ne respire que bagatelle, le sérieux y est marchandise de contrebande, et la bagatelle y est si universellement répandue, qu'on peut dire qu'à proprement parler, Paris n'est qu'une grande bagatelle."")",-,0.0
"('#scaramouche', 'Ainsi avec beaucoup de bagatelle je puis faire un peu de fortune ?')",-,0.0
"('#arlequin', ""Telle que tu voudras.  La bagatelle est aujourd'hui la porte des honneurs et des richesses.  L'un a épousé une vieille qui l'a rendu gros Seigneur pour avoir dit une bagatelle de bonne grâce ; celui-ci a donné dans l'oeil à une femme du premier rang pour avoir fait un saut périlleux d'un air robuste ; cet autre possède une Charge de Judicature qui ne lui coûte qu'un petit tour de poignet, dans une rafle de six amenées à propos ; et j'en connais un élevé à de grandes dignités qui n'a qu'une jolie femme pour tout mérite.  Compte en un mot, que je te réponds de ta fortune, et que je t'en prie de m'en mettre de moitié."")",-,0.0
"('#scaramouche', ""Volontiers.  Voilà des bagatelles de ma façon. On ouvre, et on voit un grand Cabinet illuminé. Il est soutenu par quatre Mores vêtus de gaze d'or. Il y a dans chaque niche, des figures richement vêtues. Les Violons jouent une Chaconne. Quatre Biscayens dansent."")",-,0.0
"('#un-espagnol', ""Il ne faut qu'une bagatelle Pour être heureux ou malheureux ; Pour faire un infidèle De l'Amant le plus amoureux, Il ne faut qu'une bagatelle. Un autre Espagnol danse seul."")",-,0.0
"('#un-espagnol', ""Pour réduire une belle À bien payer nos feux ; Pour troubler la cervelle Du mari le moins soupçonneux, Il ne faut qu'une bagatelle."")",-,0.0
"('#une-espagnolette', ""Pour le faire riche ou gueux,  Pour rendre son nom fameux,  Par un croissant de bon modèle,  Il ne faut qu'une bagatelle. Le second Espagnol et l'Espagnolette dansent."")",-,0.0
"('#une-espagnolette', ""Sans un peu de bagatelle Tout le monde finirait. Qu'est-ce qu'on dirait ? Qu'est-ce qu'on ferait ? On craindrait une ruelle, On s'ennuierait, On s'enfuirait, Rien ne plairait Sans un peu de bagatelle. Les quatre Biscayens dansent."")",-,0.0
"('#une-espagnolette', ""Qui se marierait ? Qui nous voudrait ? Que servirait d'être belle ? On nous morguerait ; On s'en passerait Sans un peu de bagatelle. Les figures du Cabinet se détachent, et font une danse de postures."")",-,0.0
"('#la-comtesse', ""Oh ça, Monsieur, en deux mots comme en mille, qu'il se mette à la raison, ou je le quitte."")",-,0.0
"('#arlequin', 'Que veut-elle dire ?')",-,0.0
"('#la-comtesse', 'Oui, oui, je sais comme on se sépare.  À quelque Tribunal que nous plaidions, il y aura plus de la moitié de nos Juges qui seront de jeunes gens, et ces Messieurs-là rendent bonne justice aux femmes qui cherchent à rompre un noeud, auquel ils sont les premiers à donner de furieuses entorses.')",-,0.0
"('#arlequin', ""Mais, madame, parlez plus intelligiblement.  Je n'entends rien à tout ce galimatias de séparations, de jeunes Juges, d'entorses à la foi conjugale.  Que diantre veut dire tout cela."")",-,0.0
"('#le-chevalier', ""Quoi, Monsieur, vous ne comprenez pas que Madame a toutes les raisons du monde de se plaindre de Monsieur son Époux, qui la maintient dans une terre d'où il ne veut pas qu'elle parte sans son ordre ?"")",-,0.0
"('#arlequin', ""Il est vrai qu'il y a près de huit jours que votre mari vous a laissée ici."")",-,0.0
"('#la-comtesse', ""Hé bien, monsieur, huit jours ?  Comptez-vous huit jours pour rien ?  Savez-vous ce que c'est pour une jolie femme, d'être huit jours hors de Paris ?  Une femme comme moi hors de Paris, c'est un poisson hors de l'eau.  Entendez-vous, Monsieur, huit jours ?  Si je n'avais trouvé le Chevalier ici, que serais-je devenue ?"")",-,0.0
"('#le-chevalier', ""En vérité, Monsieur, une jeune Dame comme Madame_la_Comtesse, est-elle faite pour demeurer à la campagne ?  Tant d'appas doivent-ils demeurer cachés, ou n'être vus que par des gens qui ne leur rendent pas l'hommage que leur doivent toutes les personnes de bon goût ?"")",-,0.0
"('#arlequin', 'Hé, le godelureau !  Comme il fait le doucereux !  Depuis que les femmes affectent les airs cavaliers, les jeunes gens ont pris toutes les manières féminines.')",-,0.0
"('#le-chevalier', 'Mais, Monsieur, vous êtes homme judicieux, mettez la main sur la conscience, que voulez-vous que Madame fasse dans cette maudite Gentilhommière ?')",-,0.0
"('#arlequin', ""Qu'elle commence par vous en bannir ; et vive ensuite comme les autres femmes."")",-,0.0
"('#la-comtesse', ""Fort bien !  Vivre comme les autres femmes !  C'est parler d'or, si cela se pouvait."")",-,0.0
"('#arlequin', 'Et pourquoi non ?')",-,0.0
"('#le-chevalier', ""Puis-je, dites-moi, dans une solitude, me levant à midi, être jusqu'à deux heures à ma toilette, parmi mille nuances de justaucorps rouges et bleus qui me réjouiraient la vue ?"")",-,0.0
"('#arlequin', 'Vraiment, on sait bien que vous ne pourrez pas comme certaines femmes, destiner les différents jours de la semaine aux différentes professions, et donner le Lundi aux gens de Robe, le Mardi aux Abbés, le Mercredi aux Étrangers, et le reste de la semaine au public.')",-,0.0
"('#la-comtesse', ""Vous voyez donc bien, Monsieur, que Madame a raison, et que vous n'avez rien à répondre ?"")",-,0.0
"('#arlequin', ""Il est vrai, j'en suis sur la négative."")",-,0.0
"('#la-comtesse', ""Hé, que répondrait-il ?  Me fera-t-il comprendre que si je donne à jouer dans un vieux château qui menace ruine, et qui est à vingt lieues de Paris, j'aurai tous les jours vingt coupeurs aux quatre pistoles ?"")",-,0.0
"('#le-chevalier', ""Difficilement les rondes d'un seul hiver vous vaudraient ici de quoi faire la fortune d'un joli homme."")",-,0.0
"('#la-comtesse', 'En vérité, madame la Comtesse raisonne comme un charme, et je vois bien que Monsieur ne saurait résister à la force de son raisonnement.')",-,0.0
"('#arlequin', ""Hé le petit butor !  Il ne sait pas que la raison n'a rien à faire dans le raisonnement des femmes."")",-,0.0
"('#la-comtesse', ""Dans un maudit pays comme celui-ci, a-t-on le moindre plaisir ?  Et celui de la promenade, tout innocent qu'il est, ne vous est-il pas interdit ?"")",-,0.0
"('#le-chevalier', 'Ho pour cela, Madame, on vous a donné de mauvais Mémoires, nous avons ici aux environs les plus belles promenades du monde.')",-,0.0
"('#la-comtesse', 'Hé fi !  De quoi me parlez-vous ?')",-,0.0
"('#arlequin', 'Ne voyez-vous pas que Madame ne veut se promener que dans les rues de Paris ?')",-,0.0
"('#la-comtesse', ""Non.  Mais, vous n'avez ici ni Cours, ni Tuileries, ni Vincennes."")",-,0.0
"('#le-chevalier', 'Il est vrai.  Mais nous avons des promenades qui ne valent guère moins.')",-,0.0
"('#arlequin', ""Madame a raison.  Dans nos promenades on n'a pas le plaisir de contrôler.  Peut-on dire par exemple, voilà une telle qui est dans le carrosse de son amant.  Cette maigre échine qui est dans le fond leur sert de commode.  Mon_Dieu, que Célimène est mal coiffée aujourd'hui !  Ne se corrigera-t-elle jamais de mettre si peu de rouge sur deux doigts de blanc ?  Votre grand Président ne veut-il pas avoir un autre équipage ?  Je crois qu'il a acheté le sien à la vallée de la Misère !  Non, il n'y a point de Carrosse de remise qui ne donnât quinze et bisque à ce vilain fiacre-là."")",-,0.0
"('#la-comtesse', ""Ce sont toutes ces gentillesses qui font l'âme de la conversation du Cours et des Tuileries."")",-,0.0
"('#le-chevalier', ""Madame dit cela d'un air malicieux qui enchante."")",-,0.0
"('#la-comtesse', 'Oh point, on a tous les torts du monde de dire que je suis médisante, je suis la meilleure pâte de femme qui fut jamais.')",-,0.0
"('#arlequin', ""La bonne pâte de femme !  On n'y a pas épargné la farine et le levain."")",-,0.0
"('#la-comtesse', ""Enfin, monsieur, pour trancher court, je suis venue vous prier d'écrire à mon mari, que s'il ne me retire au plutôt d'ici, je m'en retirerai moi-même ; qu'il prenne ses mesures là-dessus.  Allons Chevalier, allons."")",-,0.0
"('#arlequin', ""L'extravagante créature !  Mais quel est cet homme-là ?"")",-,0.0
"('#octave', ""Monsieur, vous êtes un homme illustre, au-dedans, je suis un homme illustre au dehors.  Vous faites le Sage quand il vous plaît, et je ne fais le fou que quand je veux.  Vous vous cachez, et l'on vous suit.  Je m'expose en public, et l'on ne me suit pas autant que je voudrais : enfin, Monsieur, vous êtes philosophe, et je suis comédien ?"")",-,0.0
"('#arlequin', ""Ah, Comédien ?  Je ne m'étonne plus s'il est gaillard.  Hé, bien Monsieur, que cherche ici votre personne Comique ?"")",-,0.0
"('#octave', ""Hé, Monsieur, dès que je suis comédien, je cherche de l'argent, du plaisir et de la gloire."")",-,0.0
"('#arlequin', ""Il n'y a guère ici de tout cela."")",-,0.0
"('#octave', ""Monsieur, nous ne faisons plus rien dans les grandes Villes.  Le public ne court plus après nous, nous avons songé dans notre Compagnie que la nouveauté de voir des Comédiens dans un désert nous ferait suivre par une multitude qui ne s'étonnait pas de nous voir bien solitaires dans une Ville."")",-,0.0
"('#arlequin', 'Mais savez-vous que cela est bien pensé ?  Moi qui ai souvent vu avec chagrin, la Comédie bien solitaire à Paris, je sens que je serais ravi de la voir bien fréquentée dans un désert.')",-,0.0
"('#octave', ""Cela ne peut pas manquer pour peu que vous soyez de la partie.  Tous les grands hommes sont d'excellents Comédiens, et on ne se distingue qu'à mesure qu'on joue mieux son personnage."")",-,0.0
"('#arlequin', ""Hé comment !  Ceci est rare.  On disait que les gens de plaisir n'avaient bien de l'esprit que le verre à la main, et celui-ci raisonne de sang froid."")",-,0.0
"('#octave', ""Monsieur, je m'ouvre à vous.  Les gens de ma profession ont besoin d'un peu de solitude pour se connaître.  Nous faisons si souvent les Princes et les Rois, que nous sommes comme ces menteurs de profession, qui à force d'en imposer, se trompe eux-mêmes, et prennent leurs impostures pour des vérités."")",-,0.0
"('#arlequin', 'Vous êtes riche dans vos comparaisons.')",-,0.0
"('#octave', ""Je vous avoue donc, Monsieur, qu'en mon particulier, je ne saurais vivre dans une grande Ville sans y faire le Prince."")",-,0.0
"('#arlequin', 'Ah, ah, ceci est plaisant.  Le Prince de Colombine serait-il Prince de sang de ce souverain-ci.  Mais elle vient.')",-,0.0
"('#octave', ""Ciel !  Qu'est-ce que je vois ?  Colombine en ce désert !  Elle me surprend après que je me suis découvert."")",-,0.0
"('#arlequin', 'Bonjour, la belle affligée.  Venez, levez les yeux.  Je vous présente ici un Prince qui pourra vous donner des nouvelles de celui que vous cherchez.')",-,0.0
"('#colombine', 'Ô Dieux !  Octave...')",-,0.0
"('#arlequin', ""Elle s'évanouit ?  Quoi entre mes bras ?  Adieu ma Philosophie."")",-,0.0
"('#octave', 'Tout mon amour se rallume.')",-,0.0
"('#arlequin', ""Que veut dire ceci ?  C'est tout de bon, je crois.  Allons donc, réveillez-vous, voici votre Prince.  Il n'y a pas de meilleur antidote que le retour d'un Amant, pour ranimer une Belle évanouie."")",-,0.0
"('#octave', 'Souffrez, Monsieur...')",-,0.0
"('#arlequin', 'Je ne souffre rien.')",-,0.0
"('#octave', 'Mais, encore...')",-,0.0
"('#arlequin', ""Mais retirez-vous de là, vous dis-je. Octave veut secourir Colombine, Arlequin l'en empêche et emmène Colombine. Octave reste fort embarrassé. Le Docteur vient, qui le reconnaît pour son fils. Octave feint de ne pas le reconnaître et s'échappe. Le Docteur le suit. Après cette Scène, qui est toute en Italien, Arlequin revient sur le Théâtre."")",-,0.0
"('#arlequin', ""Notre évanouie est enfin revenue, et je comprends bien qu'elle pourrait faire le bonheur de quelqu'un qui vaudrait mieux que son Prince comique.  Mais à qui en veut Pierrot ?"")",-,0.0
"('#pierrot', ""Oh dame, en voilà bien d'un autre !  Le Coche de Paris veut vous voir, le ferai-je entrer ?"")",-,0.0
"('#arlequin', 'Le Coche de Paris ?')",-,0.0
"('#pierrot', ""Oui le Coche de Paris ?  C'est-à-dire, non pas celui de Paris, mais qui va à Paris, et ce n'est pas le Coche qui prétend avoir l'honneur de vous parler, ce sont les gens qui sont dedans ?  Je m'entends bien, une fois."")",-,0.0
"('#arlequin', ""C'est fort bien fait.  Mais quelles gens sont-ce."")",-,0.0
"('#pierrot', 'Oh, il y en a de toutes les façons, des hommes, des femmes.')",-,0.0
"('#arlequin', 'Des femmes ?')",-,0.0
"('#pierrot', ""Oui, des femmes.  Il y en a de jeunes et de vieilles.  Il y en a de pimpantes comme des poupées du Palais, et d'autres qui ont l'air sainte Nitouche.  Il y a encore des abbés."")",-,0.0
"('#arlequin', 'Des Abbés ?')",-,0.0
"('#pierrot', ""Oh, pour ceux-là, ils m'ont bien fait rire.  Il y avait un petit rougeau qui se plaignait de vapeurs, et un autre endévait d'avoir perdu sa boîte à mouches."")",-,0.0
"('#arlequin', ""Et je demeurerais ici !  Non, dussé-je...  Mais, non, fais les entrer ; si la sagesse me faisait suivre, sans doute l'impertinence me fera fuir.  Reprenons nos airs d'homme du monde, faisons le fat et le ridicule."")",-,0.0
"('#le-vieillard', ""Hé bien, Monsieur, n'est-ce pas dommage, belle comme la voilà, à vingt ans, ne pouvoir avoir d'enfants ?"")",-,0.0
"('#arlequin', 'Et de quel tempérament êtes-vous la belle ?  Mélancolique, bilieuse ? ')",-,0.0
"('#la-femme', 'Mélancolique moi, mélancolique ?  Ah, ah !')",-,0.0
"('#arlequin', 'Quel tempérament donc ?')",-,0.0
"('#la-femme', ""Je n'en sais rien.  Je danse, je chante, je bois le petit coup, je prends du tabac, et si j'avais un mari qui me fournit de l'argent et du plaisir autant que j'en voudrais, je ne m'inquiéterais jamais de rien."")",-,0.0
"('#arlequin', 'Vous êtes son père, apparemment ?')",-,0.0
"('#le-vieillard', ""Non, Monsieur.  Je n'ai l'honneur d'être père de personne.  Je suis son mari."")",-,0.0
"('#arlequin', 'Son mari ?  Et quel âge, de grâce ?')",-,0.0
"('#le-vieillard', 'Soixante et dix-sept, au dix-neuf avril.')",-,0.0
"('#arlequin', 'Soixante et dix-sept ! Et comment vous accommodez-vous de cela ? À la femme.')",-,0.0
"('#la-femme', ""Moi ?  Le mieux du monde.  Mon petit mari a vingt mille livres de rente, il m'en a déjà donné la moitié, et l'usufruit du tout si j'ai un enfant.  Oh, je n'oublie rien pour empêcher notre bien de passer en des mains étrangères."")",-,0.0
"('#le-vieillard', 'Quel malheur si je laissais mon bien à des cousins au huitième degré.')",-,0.0
"('#arlequin', 'Ces cousins-là vous sont peut-être plus proches que les enfants de votre femme.')",-,0.0
"('#le-vieillard', 'Ils ont beau rire, nos cousins, ils ont beau rire ; dans neuf mois je leur livre un héritier.')",-,0.0
"('#arlequin', ""C'est parler bien positivement."")",-,0.0
"('#le-vieillard', 'Oh, je sais la recette présentement.')",-,0.0
"('#la-femme', ""On nous a appris le remède.  Si nous l'avions su d'abord, vraiment, vraiment !"")",-,0.0
"('#arlequin', ""Vous avez été jusqu'à soixante dix-sept ans, sans trouver le remède !  Ma foi le mal est incurable.  Mais peut-on savoir quel est ce remède ?"")",-,0.0
"('#la-femme', ""Bon !  Il n'y a point de femme qui ne s'en serve."")",-,0.0
"('#arlequin', 'Pour cette cure-là, certaines femmes emploient des remèdes qui ne sont guère approuvés des maris.')",-,0.0
"('#la-femme', ""Oh, c'est un remède innocent, celui-là."")",-,0.0
"('#le-vieillard', 'Innocentissime.  Les eaux de Forges...')",-,0.0
"('#arlequin', ""J'y suis."")",-,0.0
"('#le-vieillard', ""Croyez-vous bien qu'un Gentilhomme de mes voisins n'avait pu avoir d'enfants en vingt-quatre ans de mariage ?"")",-,0.0
"('#arlequin', 'Hé bien ?')",-,0.0
"('#la-femme', ""L'eau de Forges lui en a donné."")",-,0.0
"('#arlequin', 'Entendons-nous.  Sa femme a bu les Eaux de Forges ?')",-,0.0
"('#le-vieillard', 'Oui.')",-,0.0
"('#arlequin', 'Chez elle ?')",-,0.0
"('#la-femme', ""Vraiment, cela n'opère que sur les lieux."")",-,0.0
"('#arlequin', 'Son mari y fut avec elle ?')",-,0.0
"('#le-vieillard', ""Non.  Il lui donna seulement son valet de Chambre pour l'accompagner."")",-,0.0
"('#arlequin', ""Fort bien.  Remède innocentissime.  Allez, bon homme, retournez-vous-en chez vous si vous m'en croyez, et laissez-là des Eaux qui ne sont propres qu'à remettre la poitrine des Actrices de l'Opéra, et à pallier l'hydropisie de quelques filles de mauvais aloi."")",-,0.0
"('#la-femme', 'Mais, Monsieur...')",-,0.0
"('#arlequin', 'Adieu.  Dénichez.')",-,0.0
"('#le-vieillard', 'Cependant...')",-,0.0
"('#arlequin', ""Que de raisons !  Allons, à d'autres.  Qu'est-ce ces figures-là ?"")",-,0.0
"('#gasconne', ""Bargé se vou m'as un pau, Plaigni m'un pau, peccaire, Jo ne souffrissi tant de maux, Qu'jo ne sabi que faire. Se sers à ma plaço, jamais, Bargé Cossi vous plaignerai."")",-,0.0
"('#arlequin', ""En voilà d'un autre !  Voyons où cela ira."")",-,0.0
"('#seconde-gasconne', 'Ah Mossu caigno de vous vayre, votre servente de bon cor.')",-,0.0
"('#arlequin', ""Diable !  Elle est servante des bons corps !  Mademoiselle, j'en suis fort aise, mon corps se porte bien à votre service. "")",-,0.0
"('#seconde-gasconne', ""Ah, Mossu, vous souits plats aubligado, me fasets trop d'annou."")",-,0.0
"('#arlequin', ""Elle est fatiguée de trop d'honneur ?  Que Diable de gens sont-ce ?  Vraiment Mademoiselle, on sait bien que les gens d'au-delà de la Loire se fatiguent aisément de trop d'honneur, mais je n'en croyais pas les femmes tout à fait si rebutées."")",-,0.0
"('#seconde-gasconne', ""Mossu, à cos quiconque ravis, que d'entendre tout ce que disons de vous, peccaire. "")",-,0.0
"('#arlequin', ""Dison de bous, peccaire.  De moi on dit que je suis un pécheur ?  C'est selon, il y a telle femme pour qui je ne voudrais pas avoir fait la moindre petite faute.  Mais pour des minois Gascons colle le vôtre, on ne me trouvera jamais Normand."")",-,0.0
"('#seconde-gasconne', 'Ah, peccaire !  Que bons raisounats plat !')",-,0.0
"('#arlequin', 'Ho oui, fort bien, je raisonne au plat.')",-,0.0
"('#seconde-gasconne', 'Ah, Mossu, non disi pas accot.')",-,0.0
"('#arlequin', 'Je ne paie pas mon écot ?  Qui vous a dit cela.')",-,0.0
"('#seconde-gasconne', 'Cousino cresi que se truffo.')",-,0.0
"('#arlequin', ""Comment des Truffes ?  Est-ce que vous m'en apportez ?  Où sont vos Truffes ?  Cousine ?  Allons donc.  Mais vous reculez ?  Depuis quand les femmes de votre pays ont-elles appris à reculer ?"")",-,0.0
"('#gasconne', ""Aro que souits grandetto, Jo ne reculi plus, Ai conneseut l'abus, Cal être doucetto, Et per poudets charma Me cal aima."")",-,0.0
"('#arlequin', ""Diable !  C'est chanter cela !  Et voilà une chanson que je trouverais fort jolie, si je l'entendais."")",-,0.0
"('#seconde-gasconne', 'Es plats jantio, Mossu, quello cançonetto.  Ma fasés semblant de ne nou pas entendre.')",-,0.0
"('#arlequin', ""Quand io eri pichotto, Boulios pas far l'amour ; Dari que sois grandotto, Boudrias lo fa toujours. Flon flon, etc. Ah, Mademoiselle, les semblants sont plus de votre pays que du mien.  Ce n'est pas qu'autrefois j'ai su un couplet de chanson, qui disait : Mais qu'allez-vous chercher toutes deux à Paris."")",-,0.0
"('#seconde-gasconne', 'Fortuno, Mossu, fortuno.  Dison que les gens de nouste pays, la fason tant vite.')",-,0.0
"('#arlequin', ""Mais, fortune pour une femme, c'est un mari."")",-,0.0
"('#seconde-gasconne', ""Ah, Mossu, bous venez tout d'un saut à l'essentiel.  Hé donc ?"")",-,0.0
"('#arlequin', ""Fillettes qu'anas à Paris Per cercas amants et maris ; Troubates prou frit gaites, abé : Ma guère d'espousaires, Bou m'entendez bé. Hé donc.  C'est bien dit.  Mais apprenez en votre patois, ce que vous trouverez où vous allez. Il chante sur un Vaudeville."")",-,0.0
"('#seconde-gasconne', 'Anen, Cousino, anen, se truffo ma de nautres.')",-,0.0
"('#monsieur-de-colafon', 'Serviteur très humble, Monsieur.')",-,0.0
"('#arlequin', 'Bonjour, bonjour.')",-,0.0
"('#monsieur-de-colafon', ""Avez-vous, Monsieur, besoin d'une petite leçon ?"")",-,0.0
"('#arlequin', ""Avec tout cet équipage, vous m'avez l'air de montrer le plus court chemin de l'Hôpital Général."")",-,0.0
"('#monsieur-de-colafon', ""Non, Monsieur, ce n'est pas cela."")",-,0.0
"('#arlequin', 'Mais que voulez-vous, et qui êtes-vous ?')",-,0.0
"('#monsieur-de-colafon', ""Hélas, Monsieur, sans exagérer, je puis me vanter, d'avoir couru la fortune au galop ; mais à présent..."")",-,0.0
"('#arlequin', ""À présent je vous défie d'aller au pas."")",-,0.0
"('#monsieur-de-colafon', 'Si vous connaissiez mon talent, mon habileté, ma souplesse...')",-,0.0
"('#arlequin', 'Et quelle est votre profession ?')",-,0.0
"('#monsieur-de-colafon', ""J'étais Maître à Danser à l'Opéra de Lyon, mais comme l'Opéra est tombé..."")",-,0.0
"('#arlequin', 'Il vous est tombé sur le corps, et vous voilà tout estropié ?')",-,0.0
"('#monsieur-de-colafon', ""Comme l'Opéra est tombé, j'ai trouvé à propos de quitter la Ville.  Je n'avais pas beaucoup d'Écoliers, car mon fort est dans la Danse haute, je n'ai pas la patience, de montrer la danse basse."")",-,0.0
"('#arlequin', ""Hé, qui diable aurait la patience d'apprendre de vous ?  On disait bien que la danse était mal à cheval, mais je ne la croyais pas si mal à pied."")",-,0.0
"('#monsieur-de-colafon', ""Oh, monsieur, j'ai renoncé à la danse."")",-,0.0
"('#arlequin', ""C'est bien fait."")",-,0.0
"('#monsieur-de-colafon', 'Je me suis jeté dans le Fleuret...')",-,0.0
"('#arlequin', 'Tant pis, diable, tant pis !')",-,0.0
"('#monsieur-de-colafon', ""Bon !  Je suis le premier homme du monde, pour escrimer.  C'est moi qui ai eu l'honneur de mettre les armes à la main aux trois quarts de la petite Gendarmerie de la rue Au-fer, et de la rue Saint-Denis."")",-,0.0
"('#arlequin', 'Tudieu !  Quels écoliers !')",-,0.0
"('#monsieur-de-colafon', ""Vous allez voir ce que je sais faire.  Allons, faites assaut contre moi. Le Maître à danser présente un Fleuret à Arlequin qui le refuse d'abord, et le prend enfin. Après avoir escrimé quelques moments, le Maître à danser sort un pistolet, et fait rendre la bourse à Arlequin, et s'en va en disant. Voilà une de mes bottes franches."")",-,0.0
"('#arlequin', ""Au voleur, au voleur ?  Mais voici peut-être quelqu'un de ses camarades.  Taisons-nous, de peur qu'il ne nous en coûte la vie."")",-,0.0
"('#arlequin', ""Hé, bien Madame, Qu'est-ce ?  Qu'y a-t-il ?  Quoi plus ?  De quoi est-il question ?  Que demandez-vous ?  Et que veulent tous ces visages de plâtre ?  Venez-vous me montrer quelque botte franche ?"")",-,0.0
"('#madame-de-l-architrave', ""Monsieur, je suis une fabricatrice de niches humaines, un antidote contre les injures du temps, un répertoire de la commodité des saisons, un alambic des aises de la vie ; Architecte à votre service, commandant pour l'honneur de vos commandements, une escouade de Limousins."")",-,0.0
"('#arlequin', ""Hé bien, Madame, du répertoire, de l'alambic, et de l'escouade Limousine, de quoi est-il question ?"")",-,0.0
