quinault-thesee,rousseaujb-jason,Score
"('#arcas', ""Le roi m'ordonne de vous dire Qu'il vous fera bientôt régner : Rien ne trouble plus son empire... Vous tremblez ? Votre cour soupire ? Le roi tout vieux qu'il est n'est pas à dédaigner. Lorsque par le feu du bel âge Un jeune cour se sent pressé, Dans une ardente amour sans effort on l'engage : On triomphe bien davantage Quand on enflamme un coeur que les ans ont glacé."")",-,0.0
"('#aegle', 'Si tu connais, Arcas, le trouble qui me presse, Ne va point découvrir la peine où tu me vois.')",-,0.0
"('#cleone', ""Si tu veux m'obliger oblige la princesse : Fais, s'il se peut par ton adresse Que le roi tourne ailleurs son choix."")",-,0.0
"('#arcas', ""Tu me donnes toujours d'assez fâcheux emplois."")",-,0.0
"('#aegle #cleone #arcas', ""Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs : Rien ne plaît, rien n'enchante, Sans l'amour et sans ses douceurs : Rien ne contente Les jeunes cours Sans l'amour et sans ses douceurs : Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs."")",-,0.0
"('#medee', ""Princesse savez-vous ce que peut ma colère Quand on l'oblige d'éclater ?"")",-,0.0
"('#aegle', 'Je prétends ne rien faire Qui vous doive irriter.')",-,0.0
"('#medee', ""Et n'est-ce rien que de trop plaire ?"")",-,0.0
"('#aegle', ""Je renonce à l'hymen du roi Si je lui plais, c'est malgré moi. Ce n'est point dans le rang suprême Qu'on trouve les plus doux appas, Et souvent un bonheur extrême Est plus sûr dans un rang plus bas."")",-,0.0
"('#medee', ""Vous aimez donc Thésée ? Ah ! N'en rougissez pas, Il n'est que trop digne qu'on l'aime. Je m'intéresse en votre amour ; Parlez, vous connaîtrez mon cour à votre tour."")",-,0.0
"('#aegle', ""J'avais toujours bravé l'amour et sa puissance Avant que d'avoir vu ce glorieux vainqueur ; Mais la gloire et l'amour tous deux d'intelligence Ne sont que trop puissants pour vaincre un jeune cour. Que votre soin au mien réponde, J'espère que le roi deviendra votre époux : Régnez par son hymen dans une paix profonde, Laissez-moi ce héros, mon sort est assez doux ; Quand vous posséderiez tout l'empire du monde, Mon cour n'en serait point jaloux."")",-,0.0
"('#medee', 'Mais enfin, si le roi commande, Vous êtes soumise à sa loi.')",-,0.0
"('#aegle', ""Ma vie est au pouvoir du roi, Et je veux bien qu'elle en dépende : Mais c'est en vain qu'il demande Un cour qui n'est plus à moi."")",-,0.0
"('#medee', ""Vous m'en avez trop dit, il est temps qu'entre nous La confidence soit égale. Il faut vous dégager d'une chaîne fatale."")",-,0.0
"('#aegle', 'La mort, la seule mort rompra des noeuds si doux.')",-,0.0
"('#medee', ""Je veux que dés demain le roi soit votre époux : Vous aimez un héros qui ne peut être à vous, Et Médée est votre rivale ; Prenez soin d'éviter mon funeste courroux."")",-,0.0
"('#aegle', 'Nos deux cours sont unis par un amour fidèle.')",-,0.0
"('#medee', ""En dépit de l'amour je les veux diviser."")",-,0.0
"('#aegle', 'La chaîne qui nous lie est si forte et si belle.')",-,0.0
"('#medee', ""J'aurai plus de plaisir si je la puis briser."")",-,0.0
"('#aegle', ""Non, j'aime mieux la mort qu'une lâche inconstance, Tout l'enfer à mes yeux n'aura rien de si noir ; Malgré Médée et sa vengeance, Mon amour fera son devoir."")",-,0.0
"('#medee', ""Voyons si votre amour est tel qu'il veut paraître, Puisque vous le voulez vous allez me connaître : Je vais vous faire voir Ce que c'est que Médée et quel est son pouvoir. La scène change, et représente un désert épouvantable rempli de monstres furieux."")",-,0.0
"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous !')",-,0.0
"('#cleone', ""Que d'objets horribles !"")",-,0.0
"('#arcas', 'Quels monstres terribles !')",-,0.0
"('#aegle', 'Quel affreux courroux !')",-,0.0
"('#aegle #cleone #arcas', 'Dieux ! Où sommes-nous !')",-,0.0
"('#aegle', 'Me laissez-vous, cruelle, Dans cette horreur mortelle ? Ah cruelle ! Où me laissez-vous ?')",-,0.0
"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous ?')",-,0.0
"('#cleone', ""Contre ce monstre qui m'alarme Viens me défendre Arcas."")",-,0.0
"('#arcas', ""Ne crains rien avant mon trépas. Ô ciel ! On me désarme ! Tu peux beaucoup ici, belle Dorine, hélas ! Ne l'abandonne pas. Un fantôme emporte l'épée d'Arcas."")",-,0.0
"('#cleone #arcas', ""Belle, Dorine, hélas ! Ne m'abandonne pas. Ne l'abandonne pas."")",-,0.0
"('#dorine', ""Il est bon d'être nécessaire ; C'est un charme puissant pour plaire Où peu de cours ont résisté : Un grand secours qu'on espère Est un grand trait de beauté."")",-,0.0
"('#arcas', ""Ce n'est pas d'aujourd'hui que je te trouve belle."")",-,0.0
"('#cleone', ""Où pourrait-il voir plus d'attraits ?"")",-,0.0
"('#dorine', 'Je sais trop votre amour nouvelle.')",-,0.0
"('#cleone #arcas', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",-,0.0
"('#dorine', 'Pour se tirer de peine Chacun promet assez ; Mais la promesse est vaine Lorsque les périls sont passés.')",-,0.0
"('#cleone #arcas', 'Ne doute point de ma promesse.')",-,0.0
"('#dorine', ""Non, je ne prétends point regagner désormais D'un si volage amant la trompeuse tendresse ; Non, non, je le promets ; Non, je ne l'aimerai jamais."")",-,0.0
"('#cleone #arcas #dorine', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",-,0.0
"('#medee', ""Qu'on ne me trouble point, qu'on leur ouvre un passage. C'est sur d'autres que vous que doit tomber ma rage, Fuyez de ce funeste lieu."")",-,0.0
"('#cleone #arcas', 'Adieu, Dorine, adieu.')",-,0.0
"('#medee', ""Sortez, ombres, sortez de la nuit éternelle. Voyez le jour pour le troubler. Hâtez-vous d'obéir quand ma voix vous appelle, Que l'affreux désespoir, que la rage cruelle Prennent soin de vous assembler. Sortez, ombres, sortez de la nuit éternelle."")",-,0.0
"('#le-choeur-de-l-enfer', 'Sortons de la nuit éternelle.')",-,0.0
"('#medee', ""Venez peuple infernal, venez, Avancez malheureux coupables, Soyez aujourd'hui déchaînés : Goûtez l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",-,0.0
"('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",-,0.0
"('#medee', 'Redoublez en ce jour le soin que vous prenez De mes vengeances redoutables.')",-,0.0
"('#le-choeur-de-l-enfer', 'Ordonnez, ordonnez.')",-,0.0
"('#medee', ""Ma rivale m'expose à des maux effroyables ; Qu'elle ait part aux tourments qui vous sont destinés : Tous les enfers impitoyables Auront peine à former des horreurs comparables Aux troubles qu'elle m'a donné : Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",-,0.0
"('#le-choeur-de-l-enfer', ""Goûtons l'unique bien des cours infortunés, Ne soyons pas seuls misérables. On nous tourmente Sans cesse aux enfers, Que l'on ressente Nos feux et nos fers. Tout doit se troubler, Tout doit trembler. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. On nous déchaine, Suivons nos fureurs ; Dans notre peine Troublons tous les cours. Un grand désespoir Est doux à voir. La colère Ne laisse jamais Nos cours en paix ; Les plaintes qu'on peut faire Nous doivent toujours plaire, Et nous ne plaignons guère Les yeux qui sont en pleurs : Dans la rage, Les maux qu'on partage Ne sont pas sans douceurs. Les habitants des enfers expriment la douceur qu'ils trouvent dans les ordres que Médée leur donne de donner des frayeurs, et de faire de la peine à Aeglé."")",-,0.0
"('#le-choeur-de-l-enfer', ""Que tout frémisse : Qu'avec nous tout gémisse : Quelle douceur de voir souffrir !"")",-,0.0
"('#aegle', 'Ah quel effroyable supplice ! Faites-moi promptement mourir.')",-,0.0
"('#le-choeur-de-l-enfer', ""Que tout frémisse : Qu'avec nous tout gémisse : Quelle douceur de voir souffrir !"")",-,0.0
"('#aegle', 'Cruelle, ne voulez-vous pas Faire cesser ma peine ? Au moins achevez, inhumaine, Achevez mon trépas.')",-,0.0
"('#medee', 'Satisfaites le roi, contentez mon envie, Si vous voulez sortir de cet affreux sejour.')",-,0.0
"('#aegle', 'Hélas ! Laissez-moi mon amour, Prenez plutôt ma vie.')",-,0.0
"('#medee', ""Ma rage en vous perdant ne peut être assouvie, C'est grâce, c'est pitié de vous ôter le jour."")",-,0.0
"('#aegle', ""Vous aurez beau me poursuivre, Vous aurez beau m'alarmer, Ce n'est qu'en cessant de vivre Que je puis cesser d'aimer."")",-,0.0
"('#medee', ""Achevez de savoir de quoi je suis capable ; La plus horrible mort n'a rien de comparable Au coup qui vous menace en ce fatal instant : Moi-même j'en frémis tant il est effroyable."")",-,0.0
"('#aegle', ""Est-ce un crime si punissable D'avoir un coeur tendre et constant ?"")",-,0.0
"('#medee', ""Il n'est que trop aisé de percer un coeur tendre : Toute ma rage enfin va paraître à vos yeux."")",-,0.0
"('#aegle', ""Quel spectacle vient me surprendre ? C'est Thésée endormi qu'on transporte en ces lieux."")",-,0.0
"('#medee', ""Venez à mon secours implacables furies. Que le sang innocent recommence à couler ; Il faut encor nous signaler Par de nouvelles barbaries, Venez à mon secours implacables furies. Les furies sortent tenant un tison ardent d'une main, et un couteau de l'autre."")",-,0.0
"('#aegle', 'Faut-il voir contre moi tous les enfers armés ?')",-,0.0
"('#medee', ""Tremblez en apprenant quel est votre supplice. Votre amant va périr, c'est vous qui m'animez À m'en faire à vos yeux un affreux sacrifice."")",-,0.0
"('#aegle', ""Vous pouvez vouloir qu'il périsse ? Et vous dites que vous l'aimez ?"")",-,0.0
"('#medee', ""Il faut voir qui des deux l'aimera davantage, Plutôt que le céder, j'aime mieux que la mort En fasse entre nous le partage, Et l'amour n'en est que plus fort Quand il passe jusqu'à la rage. Dépêchez, achevez votre sanglant ouvrage. Elle parle aux furies."")",-,0.0
"('#aegle', ""Arrêtez, retenez leurs coups, J'épouserai le roi, je suivrai votre envie : Je cède ce héros, que son cour soit à vous, Rien ne m'est si cher que sa vie."")",-,0.0
"('#medee', 'Mais aurez-vous bien le pouvoir De lui paraître ingrate, insensible, volage ?')",-,0.0
"('#aegle', ""C'est lui faire un cruel outrage, J'aimerais mieux ne le point voir."")",-,0.0
"('#medee', ""Non il faut lui montrer une âme déloyale Qui l'immole sans peine à la grandeur royale Tandis que je feindrai d'agir en sa faveur : Enfin je veux gagner son cour Par le secours de ma rivale."")",-,0.0
"('#aegle', 'Dieux ! Quelle contrainte fatale !')",-,0.0
"('#medee', 'Pour le prix de ses jours attirez ses mépris, Ou je vais...')",-,0.0
"('#aegle', ""Non, qu'il vive, il n'importe à quel prix : Je veux tout, je puis tout pour sauver ce que j'aime ; Mon amour vous promet de se trahir lui-même."")",-,0.0
"('#medee', 'Cessez donc de trembler : voyez en un moment Changer ces lieux affreux en un séjour charmant.')",-,0.0
"('#medee', ""Voyez ce que j'ai soin de faire Pour un trop malheureux amant."")",-,0.0
"('#thesee', ""Où suis-je ? Et d'où me vient ce nouvel ornement ?"")",-,0.0
"('#medee', ""J'ai voulu vous aider à plaire."")",-,0.0
"('#thesee', 'Mon épée ! Ah rendez-la moi.')",-,0.0
"('#medee', ""On va vous l'apporter. Si vous craignez le roi, Je serai vos plus fortes armes."")",-,0.0
"('#thesee', 'Après tout ce que je vous dois... Est-ce vous ? Ma princesse, est-ce vous que je vois ? Mais où détournez-vous vos regards pleins de charmes ? Il aperçoit AEglé.')",-,0.0
"('#medee', 'Quoy ? Vous ne tournez pas les yeux Sur un amant si glorieux ?')",-,0.0
"('#thesee', 'Belle AEglé, dites-moi, quel crime ai-je pu faire ?')",-,0.0
"('#medee', ""N'appreéhendez-vous point qu'on ose se venger ?"")",-,0.0
"('#thesee', ""Non, elle aura beau m'outrager, Elle me sera toujours chère."")",-,0.0
"('#medee', ""Tant d'amour ne vous touche pas ? Ingrate, croyez-vous qu'un trône ait plus d'appas ?"")",-,0.0
"('#thesee', ""Vous m'aviez tant promis de n'être point légère ?"")",-,0.0
"('#medee', ""De quoi ne vient point à bout Un roi qui veut plaire ? La constance ne tient guère Contre un amant qui peut tout. Le roi doit redouter que mon dépit n'éclate : Pour regagner son cour, je vais encor le voir. Essayez, cependant, d'attendrir cette ingrate : Si tous nos soins unis ne peuvent l'émouvoir, Votre amour seul peut-être aura plus de pouvoir."")",-,0.0
"('#thesee', ""AEglé ne m'aime plus, et n'a rien à me dire ? Qu'avez-vous fait des noeuds que l'amour fit pour nous ? Quoi pour les briser tous. Un jour, un seul jour peut suffire ? J'aurais abandonné le plus puissant empire Pour garder des liens si doux."")",-,0.0
"('#aegle', ""Cessez d'aimer une volage ; Servez-vous de votre courage Pour chercher un plus heureux sort."")",-,0.0
"('#thesee', ""Je ne m'en servirai que pour chercher la mort. Si la belle AEglé m'est ravie Je ne prétends plus rien : Je perds l'unique bien Qui m'aurait fait aimer la vie."")",-,0.0
"('#aegle', 'Hélas !')",-,0.0
"('#thesee', 'Ah ! Quel soupir échappe à votre cour !')",-,0.0
"('#aegle', ""Ce soupir échappé n'est que pour la grandeur."")",-,0.0
"('#thesee', 'Vos beaux yeux répandent des larmes ?')",-,0.0
"('#aegle', ""Non, non, sans m'attendrir je verrai vos douleurs."")",-,0.0
"('#thesee', ""Vous voulez me cacher vos pleurs ? Pourquoi m'en dérober les charmes ?"")",-,0.0
"('#aegle', 'Ah ! Que vous me donnez de mortelles alarmes ? On vous a peut-être entendu Thésée, et vous êtes perdu.')",-,0.0
"('#thesee', ""On ne nous entend point, non, ma belle princesse, Si vous m'aimez toujours ne craignez rien pour moi."")",-,0.0
"('#aegle', ""Que nous payerons cher l'excès de ma tendresse ? Il y va de vos jours, j'épouserai le roi."")",-,0.0
"('#thesee', ""C'est trop appréhender que le roi ne s'irrite. Il faut vous dire tout, l'amour m'en sollicite ; Je suis fils du roi,"")",-,0.0
"('#aegle', 'Vous, seigneur !')",-,0.0
"('#thesee', ""Je n'ai montré d'abord que ma seule valeur, C'était à mon propre mérite Que je voulais devoir ma gloire et votre cour."")",-,0.0
"('#aegle', ""Le roi, le monde entier prendraient en vain les armes, Il n'est rien de si fort que Médée, et ses charmes, Nous sommes les objets de ses transports jaloux. S'ils n'en voulaient qu'à moi je les braverais tous, Mais ils m'ont su frapper par où je suis sensible."")",-,0.0
"('#thesee', 'Quoi, le roi sera votre époux ?')",-,0.0
"('#aegle', 'Je ne puis vous sauver sans cet hymen horrible.')",-,0.0
"('#thesee', ""Laissez armer plutôt tout l'enfer en courroux ; Le trépas est cent fois plus doux Qu'un secours si terrible ; Vivez pour moi, s'il est possible, Ou laissez-moi mourir pour vous."")",-,0.0
"('#aegle #thesee', 'Quel injustice ! Que de tourments ! Ah quel supplice De briser des noeuds si charmants !')",-,0.0
"('#medee', ""Finissez vos regrets, c'est trop, c'est trop vous plaindre, Je viens d'entendre tout il n'est plus temps de feindre."")",-,0.0
"('#aegle', ""Pardonnez à l'amour qui ne m'a pas permis De tenir ce que j'ai promis."")",-,0.0
"('#thesee', 'Vengez-vous sur moi seul de notre amour extrême.')",-,0.0
"('#aegle', ""C'est par mon seul trépas qu'il faut nous désunir."")",-,0.0
"('#thesee', 'Sa vie est la faveur que je veux obtenir.')",-,0.0
"('#aegle', 'Conservez ce héros, sauvez-le pour vous-même.')",-,0.0
"('#aegle #thesee', ""Épargnez ce que j'aime, C'est moi, c'est moi qu'il faut punir."")",-,0.0
-,"('#pan', ""Un doux repos suspend les troubles de la guerre Dans nos tranquilles champs les jeux vont revenir; Et Mars, las d'alarmer la terre Leur permet de se réunir. Vous, qui du Dieu des bois révérez la puissance, Et vous, peuples heureux qui vivez sur ces bords, Par vos chants de réjouissance Faites éclater vos transports. Chantez la valeur et la gloire Du héros qui vous rend heureux Et qu'une éternelle mémoire Consacre dans vos coeurs ses bienfaits généreux"")",0.0
-,"('#le-choeur', ""Chantons la valeur et la gloire Du héros qui nous rend heureux, Et qu'une éternelle mémoire Consacre dans nos coeurs ses bienfaits généreux."")",0.0
-,"('#pan', ""Quel bruit harmonieux ici se fait entendre? a Quelle douce clarté se répand dans les airs? Ces nuages brillants ces aimables concerts M'annoncent que la paix en ces lieux va se rendre. Déesse des plaisirs, douce et charmante Paix, Quel destin fortuné vous rend à nos souhaits? Un roi que le ciel a fait naître, Pour partager tes soins et )e pou voir des Dieux, Fixe mon séjour en ces lieux; C'est lui qui sur ces bords m'ordonne de paraître La guerre contre moi ligue tous les mortels: Leur perfide coeur m'abandonne Pour suivre la fière Bellone, Et leur main sacrilège a brisé mes autels Mais contre leur rage funeste, Ce héros m'offre un sûr appui; Et son empire est aujourd'hui Le seul asile qui me reste."")",0.0
-,"('#pan', ""Vainqueur de cent peuples jaloux, Il ne porte chez eux le flambeau de la guerre, Que pour forcer leur injuste courroux D'accepter le repos qu'il veut rendre à la terre."")",0.0
-,"('#la-paix', ""C'est en vain qu'à ses ennemis Son coeur se montre favorable Leur orgueil, mille fois soumis, Renaît du malheur qui l'accable."")",0.0
-,"('#pan', ""Quel est de cet orgueil le déplorable fruit De leurs derniers efforts tout l'effet se réduit À pouvoir immoler leurs peuples en alarmes À toutes les horreurs de Mars ; Et contre leurs propres remparts Tourner la fureur de leurs armes."")",0.0
-,"('#la-paix', ""Laissons-les s'égarer dans leurs vagues projets, Et goûtons les douceurs d'un repos plein d'attraits."")",0.0
-,"('#pan #la-paix', ""Préparons des fêtes nouvelles: Rappelons en ces lieux l'amour et les plaisirs; Et par des chansons immortelles Signalons le bonheur qui s'offre à nos desirs. Le choeur répète ces quatre derniers vers ; la suite de la Paix et celle de Pan forment une entrée, au milieu de laquelle deux bergers chantent séparément les deux couplets qui suivent."")",0.0
-,"('#premier-berger', ""Tôt ou tard l'amour nous engage. C'est un juste tribut qu'on doit à ce vainqueur; Quand la raison nous dit que nous avons un coeur, L'amour nous en apprend l'usage."")",0.0
-,"('#second-berger', ""En vain, pour fuir l'amour, un coeur veut se contraindre : C'est un feu qu'on ne peut calmer; Et tout ce qu'on fait pour l'éteindre, Ne sert souvent qu'à l'allumer.."")",0.0
-,"('#la-paix', ""Retraçons aujourd'hui la célèbre entreprise Qui conduisit Jason sur les bords de Colchos Et montrons ce que peut la vertu d'un héros, Lorsque le ciel la favorise."")",0.0
-,"('#le-choeur', ""Charmants plaisirs jeux pleins d'appas, Venez, rassemblez-vous dans ces heureux climats."")",0.0
-,"('#orphee', ""C'est trop garder un timide silence Nos Grecs, si longtemps abusés, Ne souffrent plus qu'avec impatience Cet indigne repos où vous les réduisez. De la riche Toison ils cherchent la conquête; Colchos garde en ses murs ce dépôt précieux Le ciel nous y conduit : leur troupe est toute prête ; Et vous seul retardez ce dessein glorieux."")",0.0
-,"('#jason', ""Au milieu des horreurs d'une guerre effroyable, Dois-je accabler encore un roi trop déplorable, Qui nous a comblés de bienfaits ? Le Scythe sur ces bords a porté t'épouvante D'un combat furieux nous voyons les apprêts. Ce prince espère en nous remplissons son attente ; Combattons pour ses intérêts, Et que de notre zèle une preuve éclatante Puisse autoriser nos projets."")",0.0
-,"('#orphee', ""Pour nous engager à vous croire, Cessez de prendre un vain détour Le voile pompeux de la gloire Sert souvent à cacher l'amour. Aux rives de Lemnos une reine charmante A long-temps arrêté vos pas; Et lorsqu'un sort heureux répond à notre attente, La beauté de Médée amuse votre bras. Ah quand la gloire nous appelle Est-il temps de languir dans une amour nouvelle? N'en suspendrez-vous point le cours trop odieux ?a Tant d'illustres guerriers n'ont-ils quitté la Grèce, Que pour venir être en ces lieux Les témoins de votre faiblesse ?"")",0.0
-,"('#jason', 'Hélas')",0.0
-,"('#orphee', 'Vous soupirez?')",0.0
-,"('#jason', ""Tu connais mes malheurs Vainement je voudrais te cacher mes douleurs. Hypsipyle m'aimait mon coeur brûlait pour elle Les jours les plus heureux n'étaient faits que pour nous. Fatal devoir, gloire cruelle, Que je serais heureux sans vous ! Il fallut la quitter, cette reine si belle. La perte d'un bonheur que je trouvais si doux, Porte à mon coeur les plus sensibles coups Plus mon sort eut d'attraits, plus ma peine est mortelle. Trop cruel souvenir d'un bonheur qui n'est plus, N'offrez plus à mon coeur votre douceur passée Éloignez-vous, fuyez de ma triste pensée ; Pourquoi m'entretenir des biens que j'ai perdus ? Je guérirais des maux dont j'ai l'âme blessée, Si de mes esprits prévenus Votre image était effacée : Trop cruel souvenir d'un bonheur qui n'est plus, N'offrez plus à mon coeur votre douceur passée."")",0.0
-,"('#orphee', ""Tandis qu'en cette cour vous prodiguez vos voeux, Croirai-je qu'Hypsipyle occupe encor votre âme?"")",0.0
-,"('#jason', ""Écoute le secret de ma nouvelle flamme, Et plains mon destin rigoureux ; En perdant la Toison, le roi perd sa puissance. Pour prévenir les coups du sort, Médée a de son art employé l'assistance. Que peut contre elle un inutile effort ? Et quelle valeur indomptable De ses enchantements pourrait forcer le cours ? Pour vaincre son art redoutable L'Amour, le seul .Amour m'offre ici son secours. Cependant conçois-tu l'excès de ma tristesse ? À de feintes ardeurs j'immole ma tendresse Malgré moi je trahis un objet plein d'appas. Ah ! C'est une rigueur extrême D'être réduit à quitter ce qu'on aime Pour s'attacher à ce qu'on n'aime pas !"")",0.0
-,"('#orphee', 'Je vois paraître la princesse.')",0.0
-,"('#jason', 'Cours rassembler nos Grecs ; je te suis, laisse-nous.')",0.0
-,"('#jason', ""Princesse, où vous exposez-vous ? Ah ! Fuyez un séjour d'horreur et de tristesse."")",0.0
-,"('#medee', ""Je ne viens point, par un indigne effroi Arrêter en ces lieux l'ardeur qui vous anime ; Partez, volez, courez servir le Roi : Aux héros tels que vous, c'est un soin légitime. Plus votre coeur est magnanime, Et plus il est digne de moi."")",0.0
-,"('#jason', ""Ne puis-je obéir à ma gloire Qu'en quittant l'objet que je sers ? Tous les honneurs de la victoire Pourront-ils me payer des douceurs que je perds ?"")",0.0
-,"('#medee', ""Vous m'aimez, votre ardeur, m'est chère Je frémis des périls où vous allez courir Mais le devoir l'ordonne, il lui faut obéir, Et l'amour doit se taire. Adieu, Jason, évitez-moi Je sens redoubler mes alarmes ; Fuyez de dangereuses larmes ; Je crains pour vous le trouble où je me vois."")",0.0
-,"('#jason #medee', ""Ah ! Quelle peine extrême De quitter ce qu'on aime ! Que mon sort serait doux, S'il ne fallait jamais me séparer de vous."")",0.0
-,"('#combattants', ""Courons, courons où l'honneur nous appelle, Remplissons tout de sang et de terreur ; Que le trépas, le carnage et l'horreur Nous ouvrent les chemins d'une gloire immortelle."")",0.0
-,"('#medee', 'Que de cris furieux Se font entendre dans ces lieux !')",0.0
-,"('#combattants', 'Que notre ardeur se renouvelle, Sous nos funestes traits, tombez, audacieux.')",0.0
-,"('#medee', 'Ô dieux ! Ô justes Dieux ! Quelle rage cruelle !')",0.0
-,"('#combattants', 'Que notre ardeur se renouvelle Sous nos funestes traits, tombez, audacieux !')",0.0
-,"('#medee', ""Quelle horreur ! Quelle triste image ! Mon coeur se sent glacer d'effroi. Peut-être en cet instant mon amant ou le Roi... Ô ciel détourne un si cruel présage ! C'est à toi seul que j'ai recours, Mon art de leurs destins ne peut changer le cours, Je mets mon seul espoir en ta bonté suprême, Conserve-moi tout ce que j'aime ; Juste ciel ! Prends soin de leurs jours, J'implore ton secours. Mais tout redouble ici mon désespoir extrême."")",0.0
-,"('#combattants', ""Périssez tous, périssez tous, Cédez à l'effort de nos coups."")",0.0
-,"('#le-roi', ""Le calme va bientôt succéder à l'orage ; Nous triomphons, ma fille, et le Scythe est soumis. Jason poursuit encore un reste d'ennemis, Qui ne saurait longtemps occuper son courage : Vous allez revoir ce vainqueur, Moins satisfait de sa victoire Que sensible à la gloire D'avoir su toucher votre coeur."")",0.0
-,"('#jason', ""Vos ennemis, livrés au destin de la guerre, De leur perfide sang ont fait rougir la terre. Leur roi seul échappé de ce désordre affreux, Traînait de ses soldats les débris malheureux Nos Grecs n'ont songé qu'à le suivre ; Je l'ai joint dans ce bois et sa mort vous délivre D'un ennemi si dangereux."")",0.0
-,"('#le-roi', ""Après ce grand exploit, est-il en ma puissance De payer vos rares bienfaits ? Prescrivez en la récompense; Et quel_que_soit le prix qu'exigent vos souhaits, Soyez sûr des effets de ma reconnaissance. Et vous, peuples, chantez l'invincible héros Qui vous assure un plein repos."")",0.0
-,"('#le-roi #medee', 'Pour célébrer sa gloire, Réunissons nos voix La paix et la victoire Sont les fruits glorieux de ses fameux exploits.')",0.0
-,"('#le-choeur', 'Pour célébrer sa gloire, Réunissons nos voix La paix et la victoire Sont les fruits glorieux de ses fameux exploits.')",0.0
-,"('#jason #medee', ""Il est temps de bannir les larmes, Jouissons d'un sort plein de charmes. Le ciel rend nos voeux satisfaits : Tout cède à l'effort de nos armes. Après de mortelles alarmes, Qu'il est doux de s'aimer en paix !"")",0.0
-,"('#suivantes-de-medee', ""Les Dieux ont pour nous Fait éclater leur puissance, Nos voisins jaloux Sont soumis sans résistance ; De leur courroux Ne craignons plus les atteintes ; Un sort plus doux Finit le cours de nos plaintes ; Que de plaisirs Vont s'offrir à nos désirs !"")",0.0
-,"('#le-choeur', 'La paix va régner sur la terre : Vivons heureux, profitons des beaux jours : Les funestes cris de la guerre Vont faire place aux doux chants des amours.')",0.0
-,"('#jason', ""Laisse-moi respirer, malheureuse contrainte, Funeste effet d'une odieuse feinte, Triste remords qui vient me déchirer, Laisse-moi respirer. Quelle honte, grands Dieux ! Ah ! Quel supplice extrême ! Je feins de haïr ce que j'aime, Et d'adorer ce que je hais. Je trahis Hypsipyle, et Médée, et moi-même : Quelle honte, grands Dieux ! Ah ! Quel supplice extrême ! Mais quoi ? Ce riche don que je m'étais promis, Sans ce secours ne peut m'être permis Tout m'annonce une mort affreuse. Que dis-je ? Ah ! Bannissons une terreur honteuse, Ce prix serait trop acheté, S'il fallait l'obtenir par une indignité. Ma feinte à la Princesse a trop fait d'injustice N'abusons plus de sa crédulité. Je vais, par un aveu dépouillé d'artifice, Faire éclater la vérité. Mais quels concerts se font entendre ? Quelle Divinité dans ces lieux va descendre ?"")",0.0
-,"('#venus', ""Vénus s'intéresse à ton sort, Garde-toi d'écouter le dangereux transport Où ton coeur s'abandonne. L'Amour veut par tes soins être victorieux, Tu dois suivre ce qu'il ordonne, La vertu des mortels est d'obéir aux Dieux."")",0.0
-,"('#jason', ""C'en est trop, déesse charmante, Je vais, sans balancer, répondre à votre attente."")",0.0
-,"('#le-roi', ""Prince il faut m'acquitter de ce que je vous dois. La princesse vous a su plaire, De mon trône, affermi par vos fameux exploits Recevez le juste salaire : Je veux que l'hymen en ce jour Soit le prix de votre victoire ; Joignez aux honneurs de la gloire Les douceurs de l'amour."")",0.0
-,"('#jason', ""Quel prix d'une flamme si belle ? Que mon destin a de douceur ! Après un tel bienfait, m'est-il permis, Seigneur, De me flatter d'une grâce nouvelle ? Nos Grecs ont partagé mes soins et mes travaux: Ils doivent partager votre reconnaissance ; Daignez encore à ces héros Accorder une récompense."")",0.0
-,"('#le-roi', ""Parlez, et quelque bien qui flatte ici leurs yeux, Ils seront satisfaits j'en atteste les Dieux."")",0.0
-,"('#jason', 'Tant que le ciel pour eux répandra sa lumière, Rien ne peut les toucher que la riche toison.')",0.0
-,"('#le-roi', 'Dieux que me dites-vous ?')",0.0
-,"('#medee', 'Ah ! Perfide Jason !')",0.0
-,"('#jason', 'Daignez à leur valeur guerrière Ouvrir cette noble carrière.')",0.0
-,"('#medee', 'Juste ciel, quelle trahison !')",0.0
-,"('#le-roi', 'Quoi, prince, ignorez-vous que la Toison ravie Met en péril et mon sceptre et ma vie ; En voulez-vous précipiter la fin ? Et pourquoi vous charger des ordres du destin ?')",0.0
