dorneval-jugement-de-paris,quinault-cadmus-hermione,Score
-,"('#charite', ""Je suis jeune, je le confesse, Trouves-tu ce défaut si digne de mépris ? N'a-t-on point de bons sens qu'en perdant la jeunesse ? Il serait bien cher à ce prix."")",0.0
-,"('#la-nourrice', ""Le temps doit mûrir les esprits, Et c'est le fruit de la vieillesse."")",0.0
-,"('#charite', ""Il n'est pas sûr que la sagesse Suive toujours les cheveux gris."")",0.0
-,"('#la-nourrice', ""Je souffre peu que l'on me blesse : Par des discours piquants Prétends-tu m'insulter sans cesse ?"")",0.0
-,"('#charite', 'Je respecte trop tes vieux ans.  Mais Cadmus, et la Princesse, Viennent dans ces lieux ; Ne troublons pas leurs adieux.')",0.0
-,"('#cadmus', ""Je vais partir, belle Hermione, Je vais exécuter ce que l'Amour m'ordonne, Malgré le péril qui m'attend : Je veux vous délivrer, ou me perdre moi-même ; Je vous vois, je vous dit enfin que je vous aime, C'est assez pour mourir content."")",0.0
-,"('#hermione', ""Ah ! Cadmus, pourquoi m'aimez-vous ? Pourquoi vouloir chercher une mort trop certaine ? Eh ! Que peut la valeur humaine Contre le dieu Mars en courroux ? Voyez en quels périls votre Amour nous entraîne ! J'aurais mieux aimer votre haine : Ah ! Cadmus, pourquoi m'aimez-vous ?"")",0.0
-,"('#cadmus', ""Vous m'aimez, il suffit, ne soyez point en peine ? Mon destin, tel qu'il soit, ne peut être que doux."")",0.0
-,"('#hermione', ""Vivons pour nous aimer, et cesser de poursuivre Le funeste dessein que vous avez formé : Il doit être bien doux de vivre, Lorsqu'on aime, et qu'on est aimé."")",0.0
-,"('#cadmus', ""Sous une injuste loi je vous vois asservie ; Serait-ce vous aimer que le pouvoir souffrir ? Lorsque pour ce qu'on aime on s'expose à périr, La plus affreuse mort a de quoi faire envie."")",0.0
-,"('#hermione', ""Mais vous ne songez pas qu'il y va de la vie : Faut-il que pour mes jours vous soyez sans effroi ? Je vivrais sous l'injuste loi Où mon cruel destin me livre. Mais si vous périssez pour moi, Je ne pourrai pas vous survivre."")",0.0
-,"('#cadmus', ""J'ai besoin de secours, voulez-vous m'accabler ? Ah ! Princesse, est-il temps de me faire trembler ?"")",0.0
-,"('#hermione', 'Soyez sensible à mes alarmes !')",0.0
-,"('#cadmus', 'Je ne sens que trop vos douleurs.')",0.0
-,"('#hermione', 'Partirez-vous malgré mes pleurs ?')",0.0
-,"('#cadmus', 'Il faut aller tarir la source de vos larmes.')",0.0
-,"('#hermione', ""Quoi, vous m'allez quitter ?"")",0.0
-,"('#cadmus', 'Je vais vous secourir.')",0.0
-,"('#hermione', 'Ah ! vous allez périr ! Vous cherchez une mort horrible ; Mon amour me dit trop que vous perdrez le jour.')",0.0
-,"('#cadmus', ""L'Amour que j'ai pour vous ne croit rien d'impossible : Il me flatte en partant d'un bienheureux retour."")",0.0
-,"('#hermione #cadmus', 'Croyez en mon amour,')",0.0
-,"('#hermione', ""Vous n'écoutez point ma tendresse, Rien ne vous retient ?"")",0.0
-,"('#cadmus', 'Le temps presse.')",0.0
-,"('#hermione #cadmus', ""Au nom des plus beaux noeuds que l'Amour ait formés, Vivez, si vous m'aimez."")",0.0
"('#jupiter', 'Voyons.')","('#cadmus', 'Espérons.')",0.9923909902572632
