quinault-alceste,quinault-isis,Score
"('#cephise', ""Les honneurs les plus éclatants,  En vain dans le tombeau promettent de nous suivre,  La mort est affreuse en tout temps :  Mais peut-on renoncer à vivre,  Quand on n'a vécu que quinze ans ? "")",-,0.0
"('#alceste', ""Chacun est satisfait des excuses qu'il donne :  Cependant on ne voit personne  Qui, pour sauver Admète, ose perdre le jour ;  Le Devoir, l'Amitié, le Sang, tout l'abandonne,  Il n'a plus d'espoir qu'en l'Amour. "")",-,0.0
"('#pheres', ""Voyons encor mon Fils, allons, hâtons nos pas ;  Ses yeux vont se couvrir d'éternelles ténèbres. "")",-,0.0
"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",-,0.0
"('#pheres', 'Quels cris ! Quelles plaintes funèbres ! ')",-,0.0
"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",-,0.0
"('#pheres', 'Où vas-tu ? Cléante, demeure. ')",-,0.0
"('#cleante', ""Hélas ! Hélas !  Le Roi touche à sa dernière heure,  Il s'affaiblit, il faut qu'il meure,  Et je vins pleurer son trépas.  Hélas ! Hélas ! "")",-,0.0
"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",-,0.0
"('#pheres', 'On le plaint, tout le monde pleure,  Mais nos pleurs ne le sauvent pas. ')",-,0.0
"('#le-choeur', 'Hélas ! Hélas ! Hélas ! ')",-,0.0
"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')",-,0.0
"('#pheres #cleante', 'Quel changement ! Quel bruit nouveau ! ')",-,0.0
"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')",-,0.0
"('#pheres #cleante', ""L'effort d'une amitié parfaite  L'a sauvé du tombeau. "")",-,0.0
"('#pheres', 'Ô trop heureux Admète,  Que votre sort est beau ! ')",-,0.0
"('#le-choeur', 'Ô trop heureux Admète,  Que votre sort est beau ! ')",-,0.0
"('#admete', ""Qu'une Pompe funèbre  Rende à jamais célèbre  Le généreux effort  Qui m'arrache à la mort.  Alceste n'aura plus d'alarmes,  Je reverrai ses yeux charmants  À qui j'ai coûté tant de larmes :  Que la vie a de charmes  Pour les heureux Amants !  Achevez, Dieux des Arts, faites-nous voir l'Image  Qui doit éterniser la grandeur de courage  De qui s'est immolé pour moi ;  Ne différez point davantage...  Ciel ! Ô Ciel ! Qu'est-ce que je vois !  L'Autel s'ouvre, et l'on voit sortir l'Image d'ALCESTE qui se perce le sein. "")",-,0.0
"('#cephise', 'Alceste est morte ! ')",-,0.0
"('#admete', 'Alceste est morte ! ')",-,0.0
"('#le-choeur', 'Alceste est morte ! ')",-,0.0
"('#cephise', ""Alceste a satisfait les Parques en courroux ;  Votre tombeau s'ouvrait, elle y descend pour vous ;  Elle-même a voulu vous en fermer la porte ;  Alceste est morte ! "")",-,0.0
"('#admete', 'Alceste est morte ! ')",-,0.0
"('#le-choeur', 'Alceste est morte ! ')",-,0.0
"('#admete', 'Alceste est morte ! ')",-,0.0
"('#le-choeur', 'Alceste est morte ! ')",-,0.0
"('#cephise', ""Sujets, Amis, Parents, vous abandonnaient tous ;  Sur les droits les plus forts, sur les noeuds les plus doux, L'Amour, le tendre Amour l'emporte :  Alceste est morte ! "")",-,0.0
"('#admete', 'Alceste est morte ! ')",-,0.0
"('#le-choeur', 'Alceste est morte !  ADMÈTE, tombe accablé de douleur entre les bras de sa suite.')",-,0.0
"('#une-femme-affligee', ""La Mort, la Mort barbare  Détruit aujourd'hui mille appas.  Quelle Victime, hélas !  Fût jamais si belle, et si rare ?  La Mort, la Mort barbare  Détruit aujourd'hui mille appas. "")",-,0.0
"('#autre-femme', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",-,0.0
"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus. "")",-,0.0
"('#une-femme-affligee', 'Tant de beautés, tant de vertus,  Méritaient un sort moins funeste. ')",-,0.0
"('#choeur', ""Alceste, la charmante Alceste,  La fidèle Alceste n'est plus.  Un transport de douleur saisit les troupes affligées, et désolées ; une partie déchire ses habits ; l'autre s'arrache les cheveux, et chacun brise au pied de l'image d'Alceste les ornements qu'il porte à la main."")",-,0.0
"('#choeur', 'Rompons, brisons le triste reste  De ces ornement superflus.  Que nos pleurs, que nos cris renouvellent sans cesse :  Allons porter partout la douleur qui nous presse. ')",-,0.0
"('#admete', ""Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  Laissez-moi courir au trépas  Où ma chère Alceste se livre.  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre !  C'est pour moi qu'elle meurt, Hélas !  Pourquoi m'empêcher de la suivre ?  Sans Alceste, sans ses appas,  Croyez-vous que je puisse vivre ! "")",-,0.0
"('#alcide', ""Tu me vois arrêté sur le point de partir,  Par les tristes clameurs qu'on entend retentir. "")",-,0.0
"('#admete', ""Alceste meurt pour moi par un amour extrême,  Je ne reverrai plus les yeux qui m'ont charmé :  Hélas ! J'ai perdu ce que j'aime,  Pour avoir été trop aimé."")",-,0.0
"('#alcide', ""J'aime Alceste, il est temps de ne m'en plus défendre :  Elle meurt, ton amour n'a plus rien à prétendre ;  Admète, cède-moi la beauté que tu perds :  Au Palais de Pluton j'entreprends de descendre :  J'irai jusqu'au fond des Enfers  Forcer la mort à me la rendre. "")",-,0.0
"('#admete', ""Je verrais encor ses beaux yeux !  Allez Alcide, allez, revenez glorieux,  Obtenez qu'Alceste vous suive ;  Le Fils du plus puissant des Dieux  Est plus digne que moi du bien dont on me prive.  Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ;  Et ramenez au jour son Ombre fugitive ;  Qu'elle vive pour vous avec tous ses appas,  Admète est trop heureux, pourvu qu'Alceste vive. "")",-,0.0
"('#ensemble', 'Allez, allez, ne tardez pas,  Arrachez Alceste au trépas ; ')",-,0.0
"('#diane', ""Le Dieu dont tu tiens la naissance  Oblige tous les Dieux d'être d'intelligence ;  En faveur d'un dessein si beau,  Je viens t'offrir mon assistance ;  Et Mercure s'avance  Pour t'ouvrir aux Enfers, un passage nouveau.  Mercure vient en volant frapper la terre de son Caducée, l'Enfer s'ouvre, et Alcide y descend."")",-,0.0
"('#caron', ""Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  On y vient jeune, ou vieillard,  Ainsi qu'il plaît à la Parque :  On y reçoit sans égard,  Le Berger, et le Monarque.  Il faut passer tôt ou tard,  Il faut passer dans ma Barque.  Vous qui voulez passer, venez, Mânes errants,  Venez, avancez, tristes Ombres,  Payer le tribut que je prends,  Ou retournez errer sur ces Rivages sombres. "")",-,0.0
"('#les-ombres', 'Passe-moi, Caron, passe-moi. ')",-,0.0
"('#caron', ""Il faut auparavant que l'on me satisfasse,  On doit payer les soins d'un si pénible emploi. "")",-,0.0
"('#les-ombres', 'Passe-moi, Caron, passe-moi.  CARON fait entrer dans sa Barque les Ombres qui ont de quoi le payer.')",-,0.0
"('#caron', ""Donne, passe ; donne, passe ;  Demeure toi,  Tu n'as rien, il faut qu'on te chasse. "")",-,0.0
"('#une-ombre', 'Une Ombre tient si peu de place. ')",-,0.0
"('#caron', 'Ou paye, ou tourne ailleurs tes pas. ')",-,0.0
"('#l-ombre', 'De grâce, par pitié, ne me rebute pas. ')",-,0.0
"('#caron', ""La pitié n'est point ici-bas,  Et Caron ne fait point de grâce. "")",-,0.0
"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",-,0.0
"('#caron', ""Crie, hélas ! Tant que tu voudras,  Rien pour rien, en tous lieux, est une loi suivie :  Les mains vides sont sans appas ;  Et ce n'est point assez de payer dans la vie :  Il faut encor payer au-delà du trépas. "")",-,0.0
"('#l-ombre', 'Hélas ! Caron, hélas ! Hélas ! ')",-,0.0
"('#caron', ""Il importe peu que l'on crie :  Hélas ! Caron, hélas ! Hélas !  Il faut encor payer au-delà du trépas. "")",-,0.0
"('#alcide', ""Sortez, Ombres, faites-moi place,  Vous passerez une autre fois.  Les Ombres s'enfuient."")",-,0.0
"('#caron', 'Ah ! Ma Barque ne peut offrir un si grand poids ! ')",-,0.0
"('#alcide', ""Allons, il faut que l'on me passe. "")",-,0.0
"('#caron', ""Retire-toi d'ici, Mortel, qui que tu sois,  Les Enfers irrités puniront ton audace. "")",-,0.0
"('#alcide', 'Passe-moi sans tant de façons. ')",-,0.0
"('#caron', ""L'eau nous gagne, ma Barque crève. "")",-,0.0
"('#alcide', 'Allons, rame, dépêche, achève. ')",-,0.0
"('#caron', 'Nous enfonçons. ')",-,0.0
"('#alcide', 'Passons, passons. ')",-,0.0
"('#pluton', ""Reçois le juste prix de ton amour fidèle ;  Que ton dessein nouveau soit heureux à jamais :  Commence de goûter la douceur éternelle  D'une profonde paix. "")",-,0.0
"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")",-,0.0
"('#proserpine', ""L'épouse de Pluton te retient auprès d'elle :  Tous tes voeux seront satisfaits. "")",-,0.0
"('#suivants-de-pluton', ""Commence de goûter la douceur éternelle  D'une profonde paix. "")",-,0.0
"('#pluton #proserpine', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Les suivants de PLUTON répètent les deux derniers vers, et se réjouissent de la venue d'ALCESTE dans les Enfers, par une espèce de Fête."")",-,0.0
"('#suivants-de-pluton', ""En faveur d'une Ombre si belle,  Que l'Enfer fasse voir tout ce qu'il a d'attraits.  Tout Mortel doit ici paraître,  On ne peut naître  Que pour mourir :  De cent maux le Trépas délivre ;  Qui cherche à vivre  Cherche à souffrir.  Venez tous sur nos sombres bords,  Le repos qu'on désire  Ne tient son Empire  Que dans le Séjour des morts.  On danse."")",-,0.0
"('#choeur', ""Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  C'est pour tous une loi nécessaire ;  L'effort qu'on peut faire  N'est qu'un vain effort :  Est-on sage  De fuir ce passage ?  C'est un orage  Qui mène au Port.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  Tous les charmes,  Plaintes, cris, larmes,  Tout est sans armes  Contre la mort.  Chacun vient ici-bas prendre place ;  Sans cesse on y passe,  Jamais on n'en sort.  On danse."")",-,0.0
"('#alecton', ""Quittez, quittez les Jeux, songez à vous défendre,  Contre un Audacieux unissons nos efforts :  Le Fils de Jupiter vient ici de descendre  Seul, il ose attaquer tout l'Empire des morts. "")",-,0.0
"('#pluton', ""Qu'on arrête ce Téméraire,  Armez-vous, Amis, armez-vous,  Qu'on déchaîne Cerbère,  Courez tous, courez tous.  On entend aboyer CERBERE."")",-,0.0
"('#alecton', ""Son bras abat tout ce qu'il frappe,  Tout cède à ses horribles coups,  Rien ne résiste, rien n'échappe. "")",-,0.0
"('#pluton', ""Insolent, jusqu'ici braves-tu mon courroux ?  Quelle injuste audace t'engage  À troubler la paix de ces lieux? "")",-,0.0
"('#alcide', 'Je suis né pour dompter la rage  Des Monstres les plus furieux. ')",-,0.0
"('#pluton', ""Est-ce le Dieu jaloux qui lance lez tonnerre,  Qui t'oblige à porter la guerre  Jusqu'au centre de l'Univers ?  Il tient sous son pouvoir et le Ciel et la Terre,  Veut-il encor ravir l'Empire des Enfers ? "")",-,0.0
-,"('#la-renommee #suite', 'Publions en tous lieux Du plus grand des héros la valeur triomphante. Que la Terre et les cieux  Retentissent du bruit de sa gloire éclatante.')",0.0
-,"('#la-renommee', ""C'est lui dont les Dieux ont fait choix  Pour combler le bonheur de l'Empire François, En vain pour le troubler, tout s'unit, tout conspire, C'est en vain que l'Envie a ligué tant de rois. Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut que partout on l'admire Parlons de ses vertus racontons ses exploits, A peine y pourrons nous suffire Avec toutes nos voix;"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#le-choeur', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#deux-tritons', ""C'est le Dieu des eaux qui va paraître Rangeons nous près de notre Maître Enchaînons les vents les plus terribles Que le bruit des flots cède à nos chants. Régnez Zéphirs paisibles, Ramenez le doux printemps."")",0.0
-,"('#neptune', ""Mon empire a servi de théâtre à la guerre, Publiez des exploits nouveaux C'est le même vainqueur Si fameux sur la terre Qui triomphe encor sur les eaux."")",0.0
-,"('#la-renommee #neptune', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#choeurs', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#calliope', 'Cessez pour quelque temps bruit terrible des armes Qui troublez le repos de cent climats divers  Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope #thalie #apollon', 'Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope', 'Recommençons nos chants, Allons les faire entendre.')",0.0
-,"('#melpomene', 'Dans une auguste Cour.')",0.0
-,"('#thalie', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope #thalie #apollon', 'Près du Vainqueur allons attendre son bienheureux retour.')",0.0
-,"('#apollon', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux. Les Muses et les Arts  Vont signaler leur zèle, Je vais favoriser leurs voeux Nous préparons une fête nouvelle Pour le Héros qui les appelle Dans cet asile heureux')",0.0
-,"('#le-choeur', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux.')",0.0
-,"('#la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#apollon #neptune #la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#le-choeur', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#hierax', ""Cessons d'aimer une infidèle, Évitons la honte cruelle De servir, d'adorer qui ne nous aime plus. Achevons de briser les noeuds qu'elle a rompus. Dégageons nous, sortons d'un si funeste empire. Hélas ! Malgré moi je soupire ! Ah ! Mon coeur quelle lâcheté ! Quel charme te retient dans un honteux martyre ? Tu n'as pas craint des fers qui nous ont tant coûté As-tu peur de ta liberté ? Revenez, revenez Liberté charmante Vous n'êtes que trop diligente Lorsqu'il faut dans un coeur faire place à l'Amour; Mais que vous êtes lente Lorsqu'un juste dépit presse votre retour."")",0.0
-,"('#pirante', ""C'est trop entretenir Ces tristes rêveries; Venez, tournez vos pas sur ces rives fleuries Regardez ces flots argentés, Qui dans ces vallons écartés,  Font briller l'émail des prairies Interrompez vos soupirs Tout doit être ici; Ce beau séjour est l'asile Du repos et des plaisirs."")",0.0
-,"('#hierax', ""Depuis qu'une nymphe inconstante A trahi mon amour et m'a manqué de foy Ces lieux jadis si beaux n'ont plus rien qui m'enchante; Ce que j'aime a changé, tout est changé pour moi."")",0.0
-,"('#pirante', ""La fille d'Inachus hautement vous préfère A mille autres amants de votre sort jaloux; Vous avez l'aveu de son père En faveur d'Argus votre frère, La puissante Junon se déclare pour vous."")",0.0
-,"('#hierax', ""Si l'ingrate m'aimait, je serais son époux. Cette nymphe légère De jour en jour diffère Un hymen qu'autrefois elle avait cru si doux. L'inconstante n'a plus l'empressement extrême De cet amour naissant qui répondait au mien. Son changement paraît en dépit d'elle même Je ne le connais que trop bien, Sa bouche quelquefois dit encor qu'elle m'aime; Mais son coeur ni ses yeux ne m'en disent plus rien."")",0.0
-,"('#pirante', ""Se peut-il qu'elle dissimule ! Après de serments, ne la croyez-vous pas ?"")",0.0
-,"('#hierax', ""Je ne les crus que trop, hélas !  Ces serments qui trompent mon coeur tendre et crédule; Ce fut dans ces vallons où par mille détours, Inachus prends plaisir à prolonger son cours; Ce fut sur son charment rivage, Que sa fille volage Me promit de m'aimer toujours. Le Zéphir fut témoin, l'onde fut attentive Quand la nymphe jura de ne changer jamais, Mais le Zéphir léger et l'onde fugitive Ont enfin emporté les serments qu'elle a faits. Je la vois, l'infidèle."")",0.0
-,"('#pirante', 'Éclaircissez vous avec elle.')",0.0
-,"('#io', ""M'aimez vous ? puis-je m'en flatter ?"")",0.0
-,"('#hierax', ""Cruelle, en voulez vous douter ? En vain votre inconstance éclate, En vain elle m'anime à briser tous les noeuds Je vous aime toujours ingrate, Plus que vous ne voulez Et plus que je ne veux Je crains un funeste présage, Un aigle dévorant Vient de fondre à mes yeux, Sur un oiseau qui dans ces lieux M'entretenait d'un doux ramage Différez votre hymen, Suivons l'avis des Cieux. Notre hymen me déplaît qu'à votre coeur volage: Répondez moi de vous, je vous répond des Dieux. Vous juriez autrefois Que cette onde rebelle Se ferait vers sa source une route nouvelle Plutôt qu'on ne verrait votre coeur dégagé; Voyez couler ces flots dans cette vaste plaine C'est le même penchant qui toujours les entraîne. Leurs cours ne change point et vous avez changé"")",0.0
-,"('#io', ""Laissez moi revenir de mes frayeurs secrètes; J'attends de votre amour cet effort généreux."")",0.0
-,"('#hierax', ""Je veux ce qui vous plaît, cruelle que vous êtes, Vous n'abusez que trop d'un amour malheureux !"")",0.0
-,"('#io', 'Non, je vous aime encor !')",0.0
-,"('#hierax', ""Quelle froideur extrême !  Inconstante, est-ce ainsi qu'on doit dire qu'on aime."")",0.0
-,"('#io', ""C'est à tort que vous m'accusez, Vous avez vu toujours vos rivaux méprisés"")",0.0
-,"('#hierax', ""Le mal de mes rivaux N'égale point ma peine, La douce illusion d'une espérance vaine Ne les fait point tomber du faite du bonheur Aucun d'eux comme moi n'a perdu votre coeur; Je ne suis point accoutumé Quel tourment de cesser de plaire Lorsqu'on a fait l'essai du plaisir d'être aimé. Je ne le sens que trop Votre coeur se détache Et je ne sais qui me l'arrache"")",0.0
-,"('#hierax', ""Je cherche en vain l'heureux amant Qui me dérobe un bien charmant Où j'ai cru devoir seul prétendre Je sentirais moins mon tourment Si je trouvais à qui m'en prendre Vous fuyez mes regards, Vous ne me dites rien; Il faut vous délivrer d'un fâcheux entretiens; Ma présence vous blesse et c'est trop vous contraindre."")",0.0
-,"('#io', 'Jaloux sombre et chagrin, Partout où je vous vois, Vous ne cessez de vous plaindre Je voudrais vous aimer Autant que je le dois, Et vous me forcez à vous craindre.')",0.0
-,"('#hierax #io', ""Non, non, il ne tient qu'à vous De rendre notre sort plus doux Non, non, il ne tient qu'à vous De rendre mon coeur plus tendre Non, non, il ne tient qu'à vous De rendre mon coeur moins jaloux."")",0.0
-,"('#micene', ""Ce prince trop longtemps dans ses chagrins s'obstine On pardonne au premier transport D'un amour qui se plaint à tort Et qui sans raison se mutine. Mais à la fin on se chagrine Contre un Amour chagrin."")",0.0
-,"('#io', ""Je veux bien te parler enfin sans artifice Ce prince infortuné s'alarme avec justice. Le maître souverain de la terre et des cieux Entreprend de plaire à mes yeux. Du coeur de Jupiter l'amour m'offre l'empire. Mercure est venu me le dire Je le vois chaque jour descendre dans ces lieux. Mon coeur autant qu'il peut  Fait toujours résistance. Et pour attaquer ma constance, Il ne fallait pas moins que le plus grand des Dieux."")",0.0
-,"('#micene', ""On écoute aisément Jupiter qui soupire. C'est un amant qu'on ose mépriser. Et du plus grand des coeurs Ce glorieux empire  Est difficile à mépriser."")",0.0
-,"('#io', ""Lorsqu'on me presse de me rendre Aux attraits d'un amour nouveau, Plus le charme est puissant Et plus il serait beau De pouvoir m'en défendre. Quoi ! tu veux me quitter ? Doù vient ce soin pressant ?"")",0.0
-,"('#micene', ""C'est pour vous seule ici que Mercure descend."")",0.0
-,"('#mercure', ""Le Dieu puissant qui lance le tonnerre  Et qui des cieux tient le sceptre en ses mains A résolu de venir sur la terre Chasser les maux qui troublent les humains. Que la terre avec soin à cet honneur réponde Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
-,"('#choeur-des-divinites', ""Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
"('#alcide', ""Non, Pluton, règne en paix, jouis de ton partage ;  Je viens chercher Alceste en cet affreux séjour,  Permets que je la rende au jour,  Je ne veux point d'autre avantage :  Si c'est te faire outrage  D'entrer par force dans ta Cour,  Pardonne à mon courage  Et fais grâce à l'amour. "")","('#mercure', ""C'est ainsi que Mercure Pour abuser les Dieux jaloux Doit parler hautement à toute la nature. Mais il doit s'expliquer Autrement avec vous; C'est pour vous voir, C'est pour vous plaire, Que Jupiter descend du céleste séjour. Et les biens qu'ici bas sa présence va faire Ne seront dûs qu'à son amour."")",0.5666733384132385
"('#proserpine', ""Un grand coeur peut tout quand il aime,  Tout doit céder à son effort.  C'est un Arrêt du Sort,  Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#isis', ""Pourquoi du haut des cieux,  Ce Dieu veut-il descendre ?  Mes voeux sont engagés. Mon coeur a fait un choix L'amour tôt ou tard doit prétendre Que tous les coeurs se rangent sous ses lois. C'est un hommage qu'il faut rendre Mais assez de le rendre une fois."")",0.5831580758094788
"('#pluton', ""Les Enfers, Pluton lui-même,  Tout doit en être d'accord ;  Il faut que l'amour extrême  Soit plus fort  Que la mort."")","('#mercure', ""Ce serait en aimant une contrainte étrange Qu'un coeur pour mieux choisir n'osât se dégager. Quand c'est pour Jupiter qu'on change Il n'est pas honteux de changer. Que tout l'univers se pare De ce qu'il a de plus rare Que tout brille dans ces lieux. Que la terre partage  L'éclat et la gloire des cieux. Que tout rende hommage  Au plus grand des dieux."")",0.6380642652511597
