andrieux-moliere-et-ses-amis,cadet-gassicourt-souper-de-moliere,Score
"('#lulli', ""Écoute : Je n'ai pas fini mon récit. La santé me revint, mais non pas tout de suite. Quand je fus un peu mieux, le Prince de Conti, (Comme il me fait l'honneur d'être mon bon ami ) Son altesse un matin me vint faire visite. Il me dit : Baptiste, entre nous , Avec ton beau talent tu me sembles bien bête De t'être laissé mettre en tête De brûler ton Armide ; eh ! Nous y perdons tous ; Pauvre homme !... Ils t'ont fait faire une grande folie ; Le roi-même a daigné témoigner des regrets.... Paix, monseigneur, lui dis-je, paix ; Ne me grondez pas, je vous prie ; J'ai bien su ce que je faisais ; J'en avais une autre copie."")",-,0.0
"('#la-fontaine', 'Ah ! Le fourbe !')",-,0.0
"('#mignard', ""Le tour n'est pas mal inventé."")",-,0.0
"('#chapelle', 'Allons ; buvons à sa santé.')",-,0.0
"('#la-fontaine', ""À la santé d'Armide."")",-,0.0
"('#mignard', ""Et de l'ami Baptiste."")",-,0.0
"('#despreaux', ""Quel malheur c'eût été, si nous l'eussions perdu !"")",-,0.0
"('#lulli', ""Eh ! Oui, si j'étais mort, cela m'aurait rendu Le caractère bien plus triste."")",-,0.0
"('#chapelle', ""Hé ! sois triste plutôt d'en être revenu."")",-,0.0
"('#lulli', ""Pourquoi donc ; s'il vous plaît ?"")",-,0.0
"('#chapelle', 'Aurais-tu la manie, Imbécile, dis-moi, de tenir à la vie ?')",-,0.0
"('#lulli', ""Hé ! mais, dans ce moment, je l'aime assez, vois-tu ?"")",-,0.0
"('#laforet', 'Monsieur !...')",-,0.0
"('#moliere', 'Que me veut-on ?')",-,0.0
"('#laforet', ""C'est une jeune fille Qui voudrait vous parler."")",-,0.0
"('#chapelle', 'Est-elle un peu gentille ?')",-,0.0
"('#laforet', ""Est-ce qu'on prend garde à cela ? Mais gentille ou non, elle est là Qui montre un chagrin véritable. . C'est la fille du jardinier, De Thomas, que Monsieur chassa le mois dernier..."")",-,0.0
"('#moliere', ""Mais ce n'est pas l'instant, quand nous sommes à table...."")",-,0.0
"('#chapelle', ""Au contraire, vraiment; tu seras plus traitable, Plus indulgent; il faut la recevoir ; Et d'ailleurs, nous serons fort aises de la voir ; Va, Laforêt ; amène-là bien vite."")",-,0.0
"('#laforet', ""Vous l'ordonnez ? Entrez, petite."")",-,0.0
"('#isabelle', ""Messieurs... Pardon... Je n'ose... Aurez-vous la bonté ?"")",-,0.0
"('#la-fontaine', 'Elle tremble comme la feuille !')",-,0.0
"('#mignard', ""Cette belle enfant-là mérite qu'on l'accueille !..."")",-,0.0
"('#lulli', 'Elle est jolie , en vérité !')",-,0.0
"('#moliere', ""Approchez-vous.- C'est Isabelle !.... Il se lève de surprise, et dit à part."")",-,0.0
"('#isabelle', ""Monsieur me reconnaît, j'espère ?"")",-,0.0
"('#moliere', 'Assurément. Que voulez-vous, mademoiselle ? Vous prenez mal votre moment !')",-,0.0
"('#isabelle', 'Êtes-vous encore en colère ?')",-,0.0
"('#moliere', ""Oui, sans doute, j'y suis ;j'y dois être toujours."")",-,0.0
"('#isabelle', ""C'est un malheur pour nous d'avoir pu vous déplaire ; Ce n'est pas notre faute."")",-,0.0
"('#moliere', ""Ah ! Trêve de discours. Quand j'ai pris mon parti , moi je n'en reviens guère. Tout est dit entre nous."")",-,0.0
"('#chapelle', ""Molière, qu'est cela ? Est-ce ainsi qu'on reçoit cette belle enfant-là ?"")",-,0.0
"('#moliere', 'De grâce, mêlez-vous, monsieur, de vos affaires.')",-,0.0
"('#chapelle', 'Ne te fâche donc pas ; voyons, écoutons-la. Ma petite, comment vous nomme-t-on ? Il se lève de table.')",-,0.0
"('#isabelle', 'Charlotte, À vous servir, Monsieur.')",-,0.0
"('#lulli', ""Elle n'est pas tant sotte."")",-,0.0
"('#chapelle', ""Moi, je veux arranger l'affaire que voilà. Elle vient pour rentrer en grâce ! Son père eût-il des torts, il faut qu'on les lui passe."")",-,0.0
"('#isabelle', ""On vous a tourmenté de soupçons odieux, Et de craintes imaginaires ; Les méchants et les envieux , Du bonheur qu'ils n'ont pas éternels adversaires, Pour nuire, pour brouiller, font toujours de leur mieux."")",-,0.0
"('#moliere', ""Non, non; ce qu'on m'a dit n'est que trop véritable, Et j'ai sujet d'être fâché ; Pour prix d'un sentiment qui ne fut point caché, Je prétendais de vous un sentiment semblable ! Votre coeur n'était point touché !"")",-,0.0
"('#isabelle', 'Ô ciel !... Pouvez-vous dire une chose pareille !')",-,0.0
"('#chapelle', ""Allons ; prouvez-lui qu'il a tort."")",-,0.0
"('#moliere', ""Mais .... la reconnais-tu d'abord ? C'est Isabelle."")",-,0.0
"('#chapelle', 'Eh ! oui, je le sais à merveille.')",-,0.0
"('#moliere', ""Ah ! Tu le sais vous êtes donc d'accord ?"")",-,0.0
"('#isabelle', ""De ce duc espagnol qu'on croit si redoutable J'ai reçu ce matin le billet que voici. Lisez. Vous serez éclairci. Vous verrez de nous deux quel est le plus coupable."")",-,0.0
"('#moliere', ""Que vois-je ? De quels traits mon esprit est frappé ! Ah ! Combien on m'avait trompé ! Pardon, pardon, mon Isabelle."")",-,0.0
"('#mignard', 'Isabelle, dit-il !')",-,0.0
"('#moliere', ""Oui, mes amis, c'est elle, Et que j'aime plus que jamais. Tous les convives se lèvent de table et s'approchent de Molière et d'Isabelle."")",-,0.0
"('#mignard', ""Eh ! bien ! tout bas je me disais : Mais j'ai vu quelque part cette aimable figure !"")",-,0.0
"('#despreaux', ""Vraiment ! le tour n'est pas mauvais ! Bonsoir, Mademoiselle."")",-,0.0
"('#la-fontaine', 'Oui, je la reconnais ! Toujours jolie, avec la plus simple parure !')",-,0.0
"('#lulli', ""Molière, mon ami, tu n'es pas malheureux !"")",-,0.0
"('#chapelle', 'Ils étaient brouillés tous les deux l Grâce à moi, voilà la paix faite.')",-,0.0
"('#moliere', 'Et pour toujours.')",-,0.0
"('#chapelle', 'Je le souhaite. Mais il faut me récompenser. Belle Charlotte, oh ! çà, peut-on vous embrasser !')",-,0.0
"('#moliere', 'Le fripon songe à lui !')",-,0.0
"('#chapelle', ""Voyez ! J'ai tort peut-être !"")",-,0.0
"('#isabelle', ""Ce m'est bien de l'honneur; je ne puis balancer. Mais je croirais, autant que je puis m'y connaitre, Que ce serait plutôt par notre maître, S'il nous le permettait, qu'il faudrait commencer. Chapelle s'avance pour l'embrasser ; mais elle se tourne du côté de Molière."")",-,0.0
"('#chapelle', ""Ah ! c'est juste."")",-,0.0
"('#moliere', 'Entre nous, jamais aucun nuage.')",-,0.0
"('#mignard', ""Le meilleur de la fête est bien ce moment-ci, N'est-il pas vrai, Molière ?"")",-,0.0
"('#chapelle', ""Et c'est là mon ouvrage."")",-,0.0
"('#la-fontaine', ""Mais vous, ne souffrez plus qu'ainsi Sur des soupçons il vous tourmente ; C'est votre directeur, il faut le respecter ; Mais quelquefois aussi sachez lui résister. Si de lui désormais vous n'êtes pas contente, Vous avez des talents et vous êtes charmante, Ailleurs, quand vous voudrez, je vous fais débuter."")",-,0.0
"('#isabelle', ""Non, non ; je vous suis obligée ; Je n'aime pas le changement. Je suis avec Molière à présent engagée, Et je ne veux jamais rompre l'engagement."")",-,0.0
"('#moliere', 'Non, non ; jamais après ce raccommodement.')",-,0.0
"('#isabelle', 's Je voudrais à ma mère en porter la nouvelle. Elle est dans la maison.')",-,0.0
"('#moliere', 'Votre mère est ici ?')",-,0.0
"('#isabelle', 'Oui ; je suis venue avec elle.')",-,0.0
"('#moliere', ""Allons donc la trouver ; je veux la voir aussi, Lui dire qu'entre nous il n'est plus de querelle. Venez."")",-,0.0
"('#isabelle', 'Adieu messieurs.')",-,0.0
"('#chapelle', 'Eh ! Dites donc, la belle ? Et ce baiser qui doit me revenir ?')",-,0.0
"('#isabelle', ""Oh ! Je n'ai pas le temps, mon cher monsieur Chapelle ; Une autrefois faites-m'en souvenir."")",-,0.0
"('#chapelle', ""La friponne ! Morbleu ! Qu'elle a de gentillesse !"")",-,0.0
"('#chapelle', ""Notre souper n'est pas fini . Molière est plein de sa tendresse, Mais nous, buvons  Ils se remettent à table."")",-,0.0
"('#despreaux', ""Je suis fâché pour notre ami, De voir qu'il perd du temps à cette fantaisie. De quoi s'avise-t-il, d'être un amant transi ? Est-on fait pour aimer, quand on a du génie ? "")",-,0.0
"('#la-fontaine', ""Eh ! mais, assurément ; qui croirait vos propos Penserait que l'amour ne convient qu'à des sots. Vous bornez beaucoup sa puissance ; Quoique ce Dieu souvent m'ait assez maltraité, Ce n'est pas ainsi que je pense ; J'applaudirais à l'alliance Du génie et de la beauté,"")",-,0.0
"('#despreaux', ""Cher Lafontaine, en vérité, Vous avez peu de prévoyance ! Vous voulez qu'il l'épouse ?... Eh !... Ce sera bien pis ; Songez combien l'hymen apporte de soucis."")",-,0.0
"('#chapelle', ""Despréaux n'a pas tort ; cependant Lafontaine A bien quelque raison aussi. D'abord, remarquez bien ceci ; C'est que, quelque parti qu'on prenne, Dans le monde toujours on est sûr d'enrager. On y trouve par-tout matière à s'affliger. Garçon ou marié, même veuf, que de causes De chagrin !"")",-,0.0
"('#lulli', 'Tu deviens profond.')",-,0.0
"('#la-fontaine', 'Mais seulement tu vois les choses... Bien en noir.')",-,0.0
"('#chapelle', ""Je les vois alors comme elles sont, Car enfin, lorsqu'on songe aux misères humaines, N'est-il pas vrai , mes chers amis ? Cela forme un tableau qui cause tant de peines !... Qu'en pensez-vous ?"")",-,0.0
"('#mignard', ""Peut-on être d'un autre avis ? On ne voit qu'accidents."")",-,0.0
"('#lulli', ""Qu'horreurs, que tragédies."")",-,0.0
"('#despreaux', 'Que ridicules, que travers !')",-,0.0
"('#mignard', 'Les complots des hommes pervers !')",-,0.0
"('#la-fontaine', 'Et des femmes les perfidies !')",-,0.0
"('#chapelle', 'Les créanciers !')",-,0.0
"('#lulli', 'Les maladies !')",-,0.0
"('#la-fontaine', 'Les médecins ! ')",-,0.0
"('#despreaux', 'Les mauvais vers !')",-,0.0
"('#lulli', 'Le vin console un peu !')",-,0.0
"('#chapelle', 'Sans lui pourrait-on vivre ?')",-,0.0
"('#lulli', 'Eh ! Bien, buvons-en donc.')",-,0.0
"('#mignard', 'Versez, versez tout plein.')",-,0.0
"('#chapelle', ""On n'a de bons moments que ceux où l'on est ivre."")",-,0.0
"('#lulli', 'Hors le temps des repas, je suis toujours chagrin.')",-,0.0
"('#chapelle', ""Moi, par exemple, puis-je avoir l'âme contente ? Nul travail obligé ne gêne mes loisirs ; Je fais des vers, je bois, je chante ; Je n'ai point à l'hymen asservi mes désirs ; J'ai vingt mille livres de rente, Bons amis, maîtresse charmante ; Est-ce là du bonheur ? sont-ce là des plaisirs ?"")",-,0.0
"('#lulli', ""Je suis le Dieu de l'harmonie ! Eh ! Bien ? Des mirmidons critiquent mes accords."")",-,0.0
"('#despreaux', ""Et moi, morbleu, je vois, malgré tous mes efforts,. Triompher le faux goût, la sottise ennemie ! Et Cotin, près de moi, siège à l'Académie ! ."")",-,0.0
"('#chapelle', 'Je le dis franchement ; je suis las de la vie.')",-,0.0
"('#lulli', ""C'est une chose indigne, et qu'on ne peut souffrir."")",-,0.0
"('#chapelle', 'Et cependant, voyez !... On a peur de mourir !')",-,0.0
"('#mignard', ""Ah ! Si l'on avait du courage !"")",-,0.0
"('#la-fontaine', ""Mais on est lâche, et l'on enrage, Quand on pourrait sitôt de ses maux se guérir !"")",-,0.0
"('#mignard', 'Ma foi !... Ce serait le plus sage !')",-,0.0
"('#laforet', 'Quel diable de propos ! .... parlent-ils tout de bon ? *')",-,0.0
"('#chapelle', 'Si je trouvais un compagnon, Un seul, là, qui voulut me suivre l.;')",-,0.0
"('#mignard', ""Tu n'en manqueras pas ; moi, morbleu !"")",-,0.0
"('#chapelle', 'Toi ?')",-,0.0
"('#mignard', 'Oui, moi.')",-,0.0
"('#lulli', 'Vous voilà déjà deux !... Nous serons trois, ma foi. Touchez là.')",-,0.0
"('#la-fontaine', 'Mes amis, pourrais-je vous survivre ?')",-,0.0
"('#laforet', ""Des gens d'esprit comme eux ! ce que c'est que d'être ivre ! Si je ne l'entendais, je ne le croirais point."")",-,0.0
"('#chapelle', ""Sommes-nous des amis ? moi, je pars de ce point. Si nous le sommes, il me semble Qu'il nous faut finir tous ensemble."")",-,0.0
"('#laforet', ""Je commence d'avoir, vraiment, quelque frayeur."")",-,0.0
"('#tous', 'Oui, tous ensemble.')",-,0.0
"('#laforet', 'Allons vite avertir monsieur. Elle sort.')",-,0.0
"('#la-fontaine', ""Vous savez qu'aux vivants on conteste leur gloire ; Sont-ils morts ? on devient juste envers leur mémoire ; Faisons taire l'envie ; et de notre destin. Jouissons au plutôt, tous tant qu'ici nous sommes ; Soyons tous morts demain matin ; Demain matin nous serons de grands hommes."")",-,0.0
"('#despreaux', 'La Fontaine a raison. Il a bien péroré.')",-,0.0
"('#chapelle', ""S'il faut qu'un de nous s'en dédise Je le tiens pour déshonoré."")",-,0.0
"('#lulli', 'Pour déshonoré, soit...')",-,0.0
"('#mignard', 'La nuit nous favorise.')",-,0.0
"('#lulli', ""La rivière n'est qu'à cent pas."")",-,0.0
"('#chapelle', 'Allons exécuter cette noble entreprise ; Je marche le premier.')",-,0.0
"('#la-fontaine', 'Nous ne te quittons pas.')",-,0.0
"('#chapelle', 'Pour la dernière fois, encore une rasade.')",-,0.0
"('#lulli', 'Oh ! Nous ne risquons rien de boire à nos santés. Aucun de nous jamais ne sera plus malade.')",-,0.0
"('#moliere', ""Mes amis, on m'apprend ce que vous projetés."")",-,0.0
"('#despreaux', 'Molière nous manquait ; bon ! Il sera des nôtres.')",-,0.0
"('#moliere', ""Mais devais-je être instruit par d'autres ?"")",-,0.0
"('#chapelle', ""Nous comptions bien t'aller chercher ! Vraiment, nous aurions eu trop à nous reprocher De ne pas t'emmener dans un pareil voyage, Mon bon ami !..."")",-,0.0
"('#moliere', 'Comment ! Je vous en voudrais fort !... Je dois partager votre sort.')",-,0.0
"('#mignard', ""Moi, je l'ai toujours dit ; Molière a du courage."")",-,0.0
"('#chapelle', ""Vous voyez bien qu'il est de notre avis."")",-,0.0
"('#moliere', ""Comment donc ? Si j'en suis ?... Il n'est rien de plus sage, Rien de plus admirable... Écoutez, mes amis ; . Je sais un bon moyen d'assurer notre gloire, De vivre à jamais dans l'histoire ; Mourons avec éclat ; mourons en plein midi ; Demain, aux yeux de tous, faisons ce coup hardi ; Laissons l'exemple mémorable De poètes, d'amis, morts ensemble, à dessein ; Et terminons une vie honorable Par la plus honorable fin."")",-,0.0
"('#lulli', ""À mourir en public j'ai quelque répugnance."")",-,0.0
"('#moliere', ""Bon ! Tu n'y penses pas; cela vaudra bien mieux. Vois notre troupe qui s'avance Le calme sur le front, la gaîté dans les yeux, Parmi les flots d'un peuple immense, Fixant sur nous ses regards curieux ! La scène sera magnifique."")",-,0.0
"('#chapelle', 'Ce sera la dernière, ami, que tu joueras.')",-,0.0
"('#moliere', 'Elle sera parbleu ! Dans le genre héroïque.')",-,0.0
"('#mignard', ""Il a, ma foi ! Raison ; et nous n'y pensions pas."")",-,0.0
"('#despreaux', ""Nous perdions tout le fruit d'un si noble trépas."")",-,0.0
"('#moliere', ""N'est-ce pas ? À demain remettons la partie."")",-,0.0
"('#chapelle', 'À demain.')",-,0.0
"('#despreaux', 'À demain.')",-,0.0
"('#lulli', 'Tu saurais bien prêcher.')",-,0.0
"('#moliere', ""En attendant le jour, souffrez que je vous prie, Mes bons amis, d'aller tous vous coucher. Alexandre dormait la nuit d'une bataille."")",-,0.0
"('#lulli', ""C'était un bon vivant, et qui faisait ripaille."")",-,0.0
"('#chapelle', ""C'était un très grand homme ! Il aimait le bon vin."")",-,0.0
"('#mignard', 'Imitons Alexandre.')",-,0.0
"('#despreaux', ""Adieu, jusqu'à demain."")",-,0.0
"('#moliere', 'Allez vous reposer.... Holà, Lesbin, La Brie , Conduisez ces messieurs dans leur appartement. Fort bien. Allons tout doucement. Car je me trouve un peu la visière obscurcie, Bonsoir, Molière.')",-,0.0
"('#despreaux', 'Adieu.')",-,0.0
"('#lulli', 'Bonsoir, mon cher ami. Ils sortent tous quatre avec Laforêt et les domestiques qui les éclairent.')",-,0.0
"('#moliere', ""Bonsoir. Que vois-je là ?... La Fontaine endormi ! Et ce serait, vraiment, dommage En cet instant, de l'éveiller ! A demain , j'attends le courage - De nos amis.... Tandis qu'ils sont à sommeiller, Il faut que pour Mignard j'achève cet ouvrage. Je lui sais des chagrins.... Près de monsieur Colbert, Il soupçonne en secret que quelqu'un le dessert ; Quelque rival jaloux, que son talent efface, Plus courtisan que lui, s'occupe à lui ravir . Les faveurs, les travaux... je voudrais le servir, Consoler au moins sa disgrâce. Pour cela, je songe à finir Mon poème du Val-de-Grâce. Reprenons-le. Voyons. De mon illustre ami J'ai peint les nobles traits dans des vers que voici. « Les grands hommes, Colbert, sont mauvais courtisans, Peu faits à s'acquitter des devoirs complaisants ;  À leurs réflexions tout entiers ils se donnent, Et ce n'est que par-là qu'ils se perfectionnent. L'étude et la visite ont leurs talents à part. Qui se donne à la cour se dérobe à son art. Un esprit partagé rarement s'y consomme ; Et des emplois de feu demandent tout un homme. » Monsieur Colbert, je pense, entendra ce discours ; Je lui pourrai donner ces vers sous peu de jours ; Là, du dôme nouveau j'ai vanté la merveille, Surtout la fresque de Mignard, Admirable travail, vrai chef-d'oeuvre de l'art....."")",-,0.0
"('#la-fontaine', ""M'y voici. Je les tiens."")",-,0.0
"('#moliere', ""La Fontaine s'éveille !"")",-,0.0
"('#la-fontaine', 'Je me sens inspiré.')",-,0.0
"('#moliere', ""Je crois qu'il fait des vers !"")",-,0.0
"('#la-fontaine', ""Hier dans les grandeurs, aujourd'hui dans les fers ! « L'humble toit est exempt d'un tribut si funeste Le sage y vit en paix, et méprise le reste ; Content de ses douceurs, errant parmi les bois, Il regarde à ses pieds les favoris des rois.... La Fontaine se tait un moment."")",-,0.0
"('#moliere', ""Ah ! ne laissons pas échapper Ces vers que sa facile veine : Produit sans travail et sans peine ; Je ne crois plus mes vers dignes de m'occuper, Quand je peux recueillir ceux que fait La Fontaine. Il met de côté son poème, et copie les vers que La Fontaine récite."")",-,0.0
"('#la-fontaine', ""« Content de ses douceurs, errant parmi les bois, Il regarde à ses pieds les favoris des rois ; Il lit au front de ceux qu'un vain luxe environne, Que la fortune vend ce qu'on croit qu'elle donne. Approche-t-il du but ? quitte-t-il ce séjour ? Rien ne trouble sa fin ; c'est le soir d'un beau jour. »"")",-,0.0
"('#moliere', 'Ah ! Mon ami, quels vers !... Quel Dieu te les inspire ?')",-,0.0
"('#la-fontaine', ""Ah ! te voilà ; Molière ?... Eh ! oui, dans cet instant, J'ai fait-là quelques vers."")",-,0.0
"('#moliere', ""Très beaux ; veux-tu les lire ? Je les ai copiés moi-même, en t'écoutant."")",-,0.0
"('#la-fontaine', ""Mais ils ne sont pas mal ; j'en suis assez content."")",-,0.0
"('#moliere', 'Assez content ?... Pas mal ?... et moi, je les admire. On redira longtemps, mon ami, ces vers-là. On les perdait sans moi. Je suis fier de cela.')",-,0.0
"('#la-fontaine', 'Tu te moques de moi, je pense, ou tu veux rire.')",-,0.0
"('#moliere', 'Je ne me moque point, mon cher ami ; crois-moi, Tous tes imitateurs resteront loin de toi.')",-,0.0
"('#isabelle', 'Mais quelle est donc cette folie, Et que nous a dit Laforêt ? Comment peut-on former un semblable projet ?')",-,0.0
"('#moliere', ""Ah ! chose qu'on projette est loin d'être accomplie."")",-,0.0
"('#la-fontaine', 'Où sont tous nos amis ?')",-,0.0
"('#moliere', ""Mais ils dorment, je crois, En attendant l'instant fatal, l'heure dernière...."")",-,0.0
"('#la-fontaine', ""Hé ! quel ton prends-tu là, Molière ? Ton air me cause de l'effroi."")",-,0.0
"('#moliere', 'Tu ne te souviens pas de leur projet ?')",-,0.0
"('#la-fontaine', ""Eh ! quoi ?.... Ah ! oui, je me rappelle, il est vrai, quelque chose ; Le propos n'était pas sérieux , je suppose. ."")",-,0.0
"('#moliere', ""Pourquoi mon, s'il vous plaît ? Quant à moi, j'ai promis De ne pas quitter nos amis. Je les suivrai."")",-,0.0
"('#la-fontaine', ""Dans la rivière ? Oh ! Mais, c'est un peu fort aussi."")",-,0.0
"('#moliere', ""Il ne faut que du coeur. Je viens d'écrire ici Mes dispositions, ma volonté dernière ; Si tu veux en user de la même manière ?"")",-,0.0
"('#la-fontaine', ""Pourquoi faire ? Tu peux disposer de ton bien ; Mais, mon ami, moi qui n'ai rien, Sur rien je n'ai rien à dire. Si je m'en vais avec vous, sur ma foi, Il me suffira bien d'écrire Qu'on ne m'attende pas chez moi."")",-,0.0
"('#laforet', ""Entendez-vous, monsieur, ces longs éclats de rire ? Monsieur Lulli saute, chante, s'admire ; Il réveille tous vos amis Qui n'étaient qu'à peine endormis ; Les uns sommeillaient sur des chaises, Un autre sur un lit, l'autre dans un fauteuil ; Monsieur Lulli leur conte cent fadaises, et ne veut pas souffrir qu'ici l'on ferme l'oeil."")",-,0.0
"('#moliere', 'Eh ! bien , allons les voir ; mais les voici , je pense.')",-,0.0
"('#lulli', ""Oui, ma foi , je vous dis que le séjour d'Auteuil Me donne de génie une grande abondance ; J'ai fait en impromptu les plus beaux airs de danse ! Que diable ?... Voulez-vous dormir jusqu'à demain ? Il chante, et danse comiquement."")",-,0.0
"('#chapelle', 'Comment dormirions-nous, quand tu nous fais un train ?')",-,0.0
"('#moliere', 'Eh ! Quoi ? Déjà, Messieurs ? Vous faites diligence ?')",-,0.0
"('#chapelle', 'Que dit-il ?')",-,0.0
"('#moliere', 'Venez-vous accomplir vos projets ? La Fontaine et moi, sommes prêts.')",-,0.0
"('#la-fontaine', 'Doucement.')",-,0.0
"('#moliere', ""Cependant l'heure n'est pas venue ; Nous devions attendre le jour."")",-,0.0
"('#despreaux', ""Ah ! Oui, vraiment !... Tantôt d'une âme résolue Nous parlions de finir tous nos maux sans retour... Qui nous a pu donner une idée aussi folle ?... C'est Chapelle, c'est lui."")",-,0.0
-,"('#laforet', ""Allons, Antoine, laisse-moi ; nous avons du monde ce soir, et je n'ai pas plus de temps qu'il ne m'en faut..."")",0.0
-,"('#antoine', ""Pourquoi me faire languir ; par pitié dites-moi si je puis espérer d'obtenir ma chère Madelon. "")",0.0
-,"('#laforet', ""Je vois bien qu'il me faut débarrasser de toi...  Eh bien !  Oui, mon garçon ; tout est arrangé, et j'en ai la parole ; mais il faut te le dire : j'ai bien eu de la peine.  Sans mon maître, qui a promis de fouiller à l'escarcelle, et de payer la dot de Madelon, ma foi je n'obtenais rien. "")",0.0
-,"('#antoine', ""De payer la dot de Madelon ?  Quel bienfait !  Allez, allez, mamzelle Laforêt, je l'en remercierai bien, ce bon Monsieur Molière...  Madelon aussi...  Si bien donc que son père ne voulait pas... "")",0.0
-,"('#laforet', ""Son père !  Oh !  Si fait.  Mathurin n'est pas un... Harpagon.  C'était sa mère qui refusait, parce que tu n'as pas beaucoup de ce qui se compte ; mais son mari lui a fait entendre raison ; car comme dit notre maitre : La poule ne doit pas chanter plus haut que le coq. "")",0.0
-,"('#antoine', ""Madelon est sans ornements :  Nature a fait ses agréments.  La fleur que chaque jour fait voir  Est sa parure,  Et l'onde pure  Est son miroir. Enfin Madelon sera ma femme !  Quelle joie !...  Elle est bien aimable, Madelon, n'est-ce pas ?  AIR : Anette à l'âge de 15 ans. "")",0.0
-,"('#laforet', 'Elle doit être bien contente ? ')",0.0
-,"('#antoine', ""Sans doute, car je l'aime bien."")",0.0
-,"('#laforet', ""Tiens, c'est un fait :  Veut-on savoir ce qu'est un maître,  Par son valet  On juge, dit-on, ce qu'il est.  Et puis, épouser le jardinier de Monsieur Boileau ; dame, c'est bien flatteur !  AIR : Du haut en bas. "")",0.0
-,"('#mignard', ""Allons, mon ami, mettons-nous à l'ouvrage...  Ah !  Bonjour, Laforêt. "")",0.0
-,"('#laforet', 'Bonjour, Monsieur Mignard. ')",0.0
-,"('#lulli', ""Qu'as-tu donc ?  Tu parais animée. "")",0.0
-,"('#laforet', ""C'est que, voyez-vous, nous disputions nous deux, Antoine, pour savoir qu'est-ce qui était le plus habile de Monsieur Molière ou de Monsieur Despreaux, et nous sommes convenus de nous en rapporter à vous."")",0.0
-,"('#mignard', ""La question n'est pas aisée à résoudre."")",0.0
-,"('#lulli', ""Sur le sommet du Parnasse,  Ou siège le dieu des arts,  La gloire a plus d'une place ;  Elle offre d'égales parts.  Dans le gente satyrique  Despréaux est sans rival,  Et sur la scène comique  Molière n'a point d'égal. Pourquoi ? AIR : En revenant de la ville. "")",0.0
-,"('#laforet', ""Eh bien !  Nous voilà d'accord.  Je vais voir Madelon, et nous reviendrons ensemble remercier votre maître...  Sans adieu."")",0.0
-,"('#lulli', 'Te troublerai-je en faisant de la musique ?')",0.0
-,"('#mignard', ""Ce fut de la main d'une femme  Que naquit cet art enchanteur ;  L'amour avait mis dans son âme  Un rayon de feu créateur.  Si cet enfant de la tendresse  Quelque jour était oublié,  Ah ! Je sens à ma douce ivresse  Qu'il renaîtrait par l'amitié.  Au contraire, tu m'animeras...  Les arts sont frères, et ne peuvent se nuire. Quel avantage de peindre un homme célèbre !...  Un jour ceux qui n'auront pas eu le bonheur de connaître Molière, me sauront gré de leur avoir transmis son image : peut-être ils m'associeront à sa gloire, et ne diront pas : Voilà Molière !...  Sans ajouter, c'est Mignard qui l'a peint...  Le bel art ! À part, en travaillant. AIR : Les adieux de la mère républicaine, par le C. Piis, "")",0.0
-,"('#lulli', ""Dignus, dignus est intrare  In nostro, in nostro  In nostro docto corporo. Oui, l'air doit être grave... la mesure bien marquée....  Ces médecins dans leur épaisse fourrure ; ces apothicaires dans leur figure blême, enterrée dans une perruque noire.... tout cela marche à pas comptés, et la musique  doit avoir une cadence bien prononcée....  Sol, mi, sol, ut, ut, re, sol, fa....  C'est cela.  AIR : De la marche du Malade imaginaire. "")",0.0
-,"('#mignard', 'Bien, Lulli, très bien. ')",0.0
-,"('#lulli', 'Ma foi, mon ami, soit dit sans vanité, je crois que nous ne nous sommes pas trompés sur notre vocation.')",0.0
-,"('#mignard', ""J'ai mieux connu la mienne que ma famille. "")",0.0
-,"('#lulli', 'Qui voulait te faire médecin ? ')",0.0
-,"('#laforet', 'Comment donc ?  Médecin !  Ah !  Mon_Dieu. ')",0.0
-,"('#lulli', ""Oui, Laforest : ne l'ai-je pas vu, pendant trois ans, suivre tous les pas d'un fameux docteur.... en us, et faire avec lui toutes les visites, le pauvre garçon!"")",0.0
-,"('#mignard', ""Il me dictait une ordonnance  Près du lit d'un vieux moribond ;  Il nommait cent drogues, je pense,  Afin de paraître profond,  Quand il eut assez fait parade  De ses grands mots, de son savoir,  Il prend mon papier pour le voir....  C'était le portrait du malade.  Ajoutes que j'emportais mes crayons avec moi...  Un jour...  Ah !  L'aventure est digne d'être rapportée...  Un jour...  AIR : Vaudeville des Chasseurs. "")",0.0
-,"('#lulli', ""Ta vocation t'entraînait."")",0.0
-,"('#mignard', 'Toi qui parles tant de vocation, tu as fait à la tienne une petite infidélité. ')",0.0
-,"('#lulli', ""Qui t'a dit cela ?"")",0.0
-,"('#mignard', ""Je le tiens de bonne part, et je vais le confier à Laforêt. ... afin que tout le monde le sache.  Laforêt s'approche."")",0.0
-,"('#laforet', 'Vous me croyez donc bien indiscrète.')",0.0
-,"('#mignard', ""Un adroit et saint confesseur,  Ennemi de la comédie,  Vint lui conter que tout auteur  Brûle à jamais dans l'autre vie.  Lulli, pén2tré, soupira,  Et, dans une frayeur extrême,  Il a brûlé son opéra  Pour n'être pas brûlé lui-même.  Sois-le pour ceci.  Dans sa dernière maladie, il a sacrifié, par dévotion, son nouvel ouvrage.  AIR : Alain était indifférent. "")",0.0
-,"('#laforet', ""C'est-il bien possible ! "")",0.0
