guimont-de-la-touche-iphigenie,favard-voisenon-la-petite-iphigenie,Score
"('#iphigenie', ""Je crains que ma misère j Que sa contagion ne s'étende sur eux. Ah ! Si j'allais leur faire un sort plus rigoureux !"")",-,0.0
"('#ismenie', ""Fuyant l'oeil du tyran, sans titre et sans fortune Qui les rendent suspects à sa crainte importune, Croyez qu'enveloppés dans leur obscurité, Ils vous pourront servir avec impunité,"")",-,0.0
"('#iphigenie', 'Tu crois....')",-,0.0
"('#ismenie', ""De l'un des Grecs cher à votre espérance Vous allez voir bientôt les jours en assurance. Je cours..."")",-,0.0
"('#iphigenie', ""Arrête. Écoute, et que ton amitié Se prête encore aux soins d'une juste pitié.  Ces deux infortunés, qu'un même sort rassemble, Pourquoi les séparer ; délivrons-les ensemble. Un sentiment secret me rend plus cher l'un d'eux, Mais l'autre également est homme, et malheureux."")",-,0.0
"('#ismenie', ""Mon coeur vous prévenait, le même soin l'anime."")",-,0.0
"('#iphigenie', ""L'effroi vient me saisir sur le bord de l'abîme... Des vengeances du ciel si j'offensais les droits ! Si j'étais malheureuse et coupable à la fois ! Va, ne m'écoute plus, et cours trouver ton père ; Je vois qu'il n'est plus temps que mon coeur délibère. Mais qu'il ne tente rien qu'à l'abri du danger. C'est redoubler mes maux que de les partager."")",-,0.0
"('#iphigenie', ""Toi, cours trouver Thoas. Qu'une innocente feinte L'éloigne de ces lieux, et commande à sa crainte ; Qu'elle force son zèle à différer la mort De ces infortunés, dignes d'un meilleur sort ; Flatte l'illusion qui les lui peint coupables ; Prête-leur des forfaits dont ils sont incapables ! Dis que Diane, avant de les sacrifier, Vient de nous ordonner de les purifier... Je sens avec effroi, dans le rang où nous sommes, Combien il est affreux d'en imposer aux hommes ; Mais le motif m'excuse en cette extrémité : Qui sert les malheureux, sert la divinité."")",-,0.0
"('#oreste', ""Enfin nous voilà seuls, et libres de contrainte, Je peux et respirer, et te parler sans crainte, Avant qu'un même sort, trop longtemps attendu Fasse couler mon sang dans le tien confondu. Un soin nouveau se mêle au trouble qui me presse. Ô mon ami, dis-moi quelle est cette prêtresse, Dont le sensible coeur, digne de sa beauté, Sait dans les malheureux chérir l'humanité ? Quel intérêt secret, que je ne peux comprendre, Au sort d'Agamemuon ici peut-elle prendre ? D'où vient qu'à son aspect s'éclaircissait la nuit, Qu'autour de moi répand le malheur qui me suit ? Par quel charme inconnu la terreur qui me glace, À d'autres soins plus chers dans mon sein faissit place ? Quels sont les sentiments dont j'éprouvais l'attrait ? Enfin, de mes remords qui peut m'avoir distrait ?"")",-,0.0
"('#pylade', ""En cet instant fatal, que ton honneur réclame ; Quel méprisable soin vient agiter ton âme ? De quoi va s'occuper ton esprit égaré ; Tandis que sur l'autel le glaive est préparé ? Où t'emportent les pleurs d'une femme étrangère, Qu'aura versés sur nous sa pitié passagère ? Déjà trop ébranlé par tes premiers tourments, Veux-tu perdre l'honneur de tes derniers moments ? Remplis plutôt ton coeur du soin de ta mémoire ; Meurs sans honte, du moins, s'il faut mourir sans gloire. Maître de tes transports, impose à tes bourreaux ; Et ne leur laisse voir, de toi, que le Héros. Un grand coeur ne connaît de tourment que la honte ; Il cède à sa rigueur. Le reste, il le surmonte."")",-,0.0
"('#iphigenie', ""Je vois vos fronts troublés. Mon douloureux aspect,  Ô dignes étrangers, vous serait-il suspect ? Ah ! Jugez mieux d'un coeur qui prend votre défense  Il ne mérite pas que le vôtre l'offense... Changeant mon ministère en un plus cher emploi,  Je viens vous affranchir des rigueurs de la loi ; Te l'espère du moins. L'humanité plus forte, Après de longs combats, sur mon devoir l'emporte ;  Je sens même les dieux dans mon coeur s'opposer  Au mystère sanglant qu'ils semblent m'imposer ;  Et suspendant pour vous leurs volontés suprêmes,  À votre aspect touchant, m'en faire un crime eux-mêmes. J'ose vous l'avouer, un soin cher et pressant  Se joint à la pitié que mon âme ressent. Ce ciel m'est étranger. Ma patrie est la Grèce, Je veux écrire à ceux que mon sort intéresse ; Je veux fixer par vous leurs esprits incertains,  Et leur communiquer mes étonnants destin."")",-,0.0
"('#ismenie', 'Madame... Apercevant les étrangers, elle lui fait signe de les faire retirer.')",-,0.0
"('#iphigenie', ""Éloignez-vous ! Ciel ! Que viens-tu m'apprendre ? Oreste et Pylade se retirent au fond du théâtre."")",-,0.0
"('#ismenie', ""Qu'à sauver les deux Grecs vous ne pouvez prétendre, Alors qu'un seul suffit au succès de vos voeux. Tous nos amis, tremblants pour vous comme pour eux, Disent que c'est se rendre inutile victime, Et c'est peut-être en vain commettre un double crime. Ils ajoutent encor que Thoas veut du sang, Dût-il l'aller chercher jusque dans votre flanc ; Qu'il faut, ainsi qu'aux Dieux qui peut-être l'exigent, Céder une victime aux terreurs qui l'affligent ; Qu'avec plus de succès vous pourrez imposer À son zèle sanglant, qu'il vous faut abuser, Et que son coeur enfin, s'il voit un sacrifice, Alors de vos discours verra moins l'artifice. D'un invincible effroi tous en un mot surpris, Ne veulent seconder mon père qu'à ce prix ; Aux prières en vain son zèle a joint les larmes... Madame, il a fallu céder à leurs alarmes."")",-,0.0
"('#iphigenie', 'Quelles extrémités !...')",-,0.0
"('#ismenie', 'Ils vous ôtent le choix. La nécessité parle, il faut suivre sa voix.')",-,0.0
"('#iphigenie', ""Je suis, puisqu'il le faut, l'exemple de ton père ; Je cède à son danger, aux Dieux, à ma misère."")",-,0.0
"('#ismenie', 'Je cours le retrouver. Hâtez-vous.')",-,0.0
"('#iphigenie', ""Sor[t] cruel, Quelles sont tes rigueurs ! Ah ! D'où vient que le ciel ôte presque toujours aux coeurs qu'il a fait naître Humains et bienfaisants, l'heureux pouvoir de l'être ? Approchez... (Je frémis )... Par mon trouble apprenez L'excès de vos malheurs, et me les pardonnez. De mes faibles efforts oubliant l'impuissance, N'ayant le coeur rempli que de votre innocence, J'ai cru que je pouvais, douce et cruelle erreur ; De vos destins communs diminuer l'horreur ; Je vous en ai flattés ; je m'en flattais moi-même. Trop aisément le coeur se livre à ce qu'il aime. Ma pitié m'aveuglait : ses efforts hasardeux Ne peuvent tout au plus sauver qu'un de vous deux. Et telle est la rigueur de mon sort et du vôtre Qu'il faut que l'un, hélas ! meure pour sauver l'autre. Vous partagez mon coeur, et vous le déchirez... Mais puisqu'il faut choisir... c'est vous qui partirez. Mes ordres sont donnés. Le danger, le temps presse ! Je cours en profiter pour vous, pour ma tendresse ; Et je reviens. À Oreste et à Pilade, à part. À Oreste."")",-,0.0
"('#oreste', 'Où suis-je !... Et je la laisse aller !... Mais quelle voix pour moi, grands Dieux ! Peut lui parler ?')",-,0.0
"('#pylade', ""Le voilà donc rempli, ce voeu si légitime ! De l'amitié je meurs honorable victime. Ô mon unique ami, souscris à mon bonheur ; Souscris au choix des dieux, si cher à mon honneur. Laisse-moi mourir seul, et d'un ami fidèle, Donner à l'univers l'exemple et le modèle ; Qu'avec étonnement il apprenne d'un Roi Jusqu'où de l'amitié s'étend l'auguste loi. Tu ne peux mieux payer les soins de ma tendresse ; Qu'en remplissant mes voeux, et ceux de la princesse..."")",-,0.0
"('#oreste', ""Ô fureur ! M'aimes-tu ?"")",-,0.0
"('#pylade', ""Quel étrange discours, Dont tes sanglots pressés interrompent le cours ? Si je t'aime !"")",-,0.0
"('#oreste', 'Réponds.')",-,0.0
"('#pylade', 'Ton air affreux me glace : Parle, que me veux-tu ?')",-,0.0
"('#oreste', 'Que tu prennes ma place.')",-,0.0
"('#pylade', 'Moi renoncer au choix...')",-,0.0
"('#oreste', ""Et c'est là me chérir ? Dis-moi qui de nous deux doit en ces lieux périr ? Consulte l'amitié par mes crimes flétrie. Ai-je quitté pour toi le trône et ma patrie ? L'horreur de tes forfaits, ta rage et tes remord», T'ont-ils ici conduit à travers mille morts ? Parricide vengeur du meurtre de ton père, Ton bras dégoutte-t-il du meurtre de ta mère ? Vois-tu des traits de sang, et des spectres dans l'air, Au jour que font éclore et la foudre et l'éclair ? Vois-tu fuir devant toi la terre épouvantée, Marcher à tes côtés ta mère ensanglantée? Vois-tu d'affreux serpents de son front s'élancer, Et de leurs longs replis te ceindre et te presser ?... Le seul trépas est-il ta dernière ressource ? Lui seul de tant d'horreurs peut-il combler la source ? Tu m'aimes ! Et tu veux qu'en cet horrible état, Qu'écrasé sous le poids de mon noir attentat, Fuyant le coup fatal que ma fureur implore, Je recherche le jour que je souille et j'abhorre, Proscrit, désespéré, sans asile, sans dieux, Misérable partout, et partout odieux. Tu m'aimes ! et tu veux, ô comble de l'outrage ! Tu veux dans ton ardeur, ou plutôt dans ta rage, Que je souille encor du plus noir des forfaits, Pour racheter mes maux, et payer tes bienfaits ! Tu veux que redoublant l'excès de mes alarmes, Afin de t épargner quelques frivoles larmes, Déjà de la nature exécrable bourreau, Au sein de l'amitié je plonge le couteau ! Ah, barbare ! Peux-tu jusque-là méconnaître L'âme de ton ami, le sang qui l'a fait naître ? Avec quels traits affreux dans ton coeur me peins-tu ? Pour être criminel, me crois-tu sans vertu?"")",-,0.0
"('#pylade', ""Ou t'égare l'horreur du trouble qui t'opprime? Quel noir transport le fait de mon trépas un crime ? Pour racheter ta vie, as-tu vendu mon sang ? Dois-tu le glaive en main, me déchirer le flanc ? Ton coeur, ton faible coeur étonné du supplice,  Du choix de la prêtresse a-t-il été complice ?"")",-,0.0
"('#oreste', ""En suis-je moins, cruel, l'instrument de ta mort ! Qui t'a conduit ici ?"")",-,0.0
"('#pylade', 'La rigueur de ton sort.')",-,0.0
"('#oreste', 'Eh bien !...')",-,0.0
"('#pylade', ""Mais malgré toi, malgré ta résistance Qui n'a jamais cessé d'éprouver ma constance. Que ta triste fureur cesse de t'imputer  Ma mort, qu'en vain ici tu veux me disputer, Ose plutôt par elle, ose briser ta chaîne. Je peux fléchir des Dieux l'inexorable haine ; Le sang de l'amitié sur l'autel répandu, Peut expier l'erreur de ton bras éperdu."")",-,0.0
"('#oreste', ""Malheureux ! T'es-tu joint à ma barbare mère, Pour redoubler l'excès de ma douleur amère ? Pourquoi veux-tu des dieux m'ôter le seul bienfait Et me charger encor d'un indigne forfait? Horrible au monde entier, d'où ma fureur m'exile, Eh quel serait, dis-moi, quel serait mon asile, Si, de concert avec le destin ennemi, Tu m'ôtais à la fois la mort, et mon ami?"")",-,0.0
"('#pylade', ""Meurs donc, cruel ! Au gré de ta farouche envie, Fais donc, à ton ami perdre une double vie. Hélas ! Je me flattais qu'au choix des Dieux soumis, Que respectant leur sang dans tes veines transmis, Ton coeur s'élèverait au-dessus de lui-même, Et me ferait enfin revivre en ce que j'aime. Mais tu ne veux que suivre, en furieux mes pas, Et me ravir ingrat, le fruit de mon trépas ; Ah Dieux !... Mon cher Oreste, ah  par pitié, par grâce, Daigne, pour ton ami, survivre à ta disgrâce ! Qu'au gré des Dieux, contents du supplice où je cours, De tes tristes fureurs je termine le cours ! Faut-il, pour triompher de ton humeur altière, Qu'avec Agamenmon, et sa famille entière, Qu'avec toute la Grèce, unie à tes malheurs, Je tombe à tes genoux, et d'un torrent de pleurs..."")",-,0.0
"('#oreste', ""Arrête. Jusque-là peux-tu pousser l'injure ? Au pied de ces autels veux-tu qu'enfin j'abjure. Tous ces serments si chers et si multipliés, Par qui nos coeurs s'étaient l'un à l'autre liés ? Barbare !... Ah ! Je succombe à ce dernier outrage.... Vois mon horrible état, vois ton horrible ouvrage... Je ne me connais plus... Mais loin de s'adoucir, Ton inflexible coeur semble encor s'endurcir !... Eh bien ! Je vais, sauvant un crime à la prêtresse, Lui découvrir le mien , et l'horreur qui me presse, L'obliger, par devoir, à révoquer son choix."")",-,0.0
"('#pylade', 'Ami, que vas-tu faire ? Ah ciel !')",-,0.0
"('#oreste', 'Ce que je dois.')",-,0.0
"('#pylade', ""Ah ! Quel délire affreux ! Quelle rage ennemie ! Achète-t-on la mort au prix de l'infamie ? De toi-même, grands Dieux ! Porteras-tu l'oubli Jusqu'à vouloir mourir dans l'opprobre avili ?"")",-,0.0
"('#oreste', ""C'est toi qui m'y contrains. Ton aveugle injustice Impose à ma vertu ce honteux sacrifice."")",-,0.0
"('#pylade', 'Moi, juste ciel !')",-,0.0
"('#oreste', ""Tranchons d'inutiles discours, Ou jure-moi de fuir le trépas où tu cours, Ou j'achète à ce prix la mort que je mérite : J'en atteste les Dieux, que mon aspect irrite."")",-,0.0
"('#pylade', 'Peux-tu jurer ta honte ?')",-,0.0
"('#oreste', ""Eh c'est toi qui la veux. Oui, je le jure encore, ou réponds à mes voeux ; Je me déclare un monstre abhorrant la lumière, Qui s'est fait un tombeau de la nature entière : Je dis qui m'a fait naître, et qui j'ai fait périr. Et si de cet aveu, je ne dois pas mourir, Si la prêtresse encore est pour moi combattue, J'accepte ses bienfaits... je m'immole à ta vue ; Si cette main balance, ô terre entrouvre-toi, Et vous qui m'entendez, ô cieux, écrasez-moi."")",-,0.0
"('#pylade', ""Je frémis ! Qu'opposer a sa rage insensée ? Inspirez-moi, grands dieux !... Ah, sans doute qu'Alcée... À part."")",-,0.0
"('#oreste', 'La prêtresse paraît.')",-,0.0
"('#pylade', 'Je cède à ta fureur. Tes jours me sont encor moins chers que ton honneur.')",-,0.0
"('#iphigenie', ""Voici... Retirez-vous.  Guide ses pas, Eumène. Au lieu que j'ai prescrit, hélas ! qu'on le remène. À Oreste. À Pylade."")",-,0.0
"('#oreste', ""Ah ! Madame, arrêtez.  Non, il ne mourra pas. C'est à moi seul ici de subir le trépas. Votre pitié se trompe au choix de la victime. À Iphigénie. Retenant Pylade."")",-,0.0
"('#iphigenie', 'Cessez. Que faites-vous ?')",-,0.0
"('#oreste', ""Je vous épargne un crime. Ah ! Détournez sur lui l'effet d» vos bontés; Et réservez pour moi vos justes cruautés. Montrant Pytade."")",-,0.0
"('#iphigenie', 'Pourquoi repoussez-vous la main tendre et propice. Que la pitié vous tend au bord du précipice ?')",-,0.0
"('#oreste', ""Cet héroïque ami m'a tout sacrifié, Malheureux seulement par ma triste amitié."")",-,0.0
"('#iphigenie', 'Eh quoi ! Vous préférez une mort rigoureuse, Au soin de me servir, et de me rendre heureuse ?')",-,0.0
"('#oreste', ""D'un reproche honteux n'accablez point mon coeur. De mes destins plutôt accusez la rigueur. Dans cet ami si cher souffrez que je vous serve ; Souffrez, pour vos desseins, que je vous le conserve. Confiez sans soupçon vos lettres à sa foi ; Et me laissez enfin mourir digne de moi."")",-,0.0
"('#iphigenie', ""Quel généreux transport ! Et quel effort insigne. Allez, de mes bontés vous n'êtes que plus digne. Vivez, et me servez. Je ne sais quelle voix, Parle a mon coeur pour vous, et confirme mon choix."")",-,0.0
"('#oreste', ""Ah, Dieux, ne rendez point mon sort plus déplorable... Laissez, sans s'avilir, mourir un misérable. La mort est mon espoir : n'allez point le trahir ; Et ne me forcez pas peut-être à vous haïr."")",-,0.0
"('#iphigenie', ""Mais vous, consentez-vous au transport qui l'anime ? N'allez-vous pas, non moins barbare et magnanime, Signalant contre moi votre triste amitié, Combattre également les soins de ma pitié, Leur préférer la mort ?"")",-,0.0
"('#pylade', 'Hélas ! Que lui répondre ?')",-,0.0
"('#oreste', 'Madame....  Ah ! Souviens-toi... Bas, à Pylade.')",-,0.0
"('#iphigenie', 'Vous semblez vous confondre. Parlez, expliquez-vous.')",-,0.0
"('#pylade', ""Son cruel désespoir M'a fait de lui survivre un rigoureux devoir."")",-,0.0
"('#iphigenie', 'Comment ?')",-,0.0
"('#oreste', ""Ah ! N'allez point d'une lâche faiblesse Soupçonner de son coeur l'héroïque noblesse ! C'en est un digne effort, s'il me laisse mourir : En osant vivre, il fait pour moi plus que périr... Mais, Madame, cesse[z] de vous nuire à vous-même,  Et me laissez enfin vous sauver ce que j'aime.  Hélas pour vous servir je suis trop malheureux... Tournez vers mon ami ces regards généreux. Ne me refusez pas ; ce coeur vous en conjure. Vous feriez de tous trois et la perte et l'injure."")",-,0.0
"('#iphigenie', ""Suivez donc, j'y consens, votre noble fureur, Que mon âme tremblante admire avec horreur.... Mourez."")",-,0.0
"('#pylade', 'Ciel ! Je frémis.')",-,0.0
"('#iphigenie', 'Me serez-vous fidèle ? Puis-je compter sur vous ?')",-,0.0
"('#pylade', ""Vous connaîtrez mon zèle.... Daignez de cet ami, d'un seul jour différer, Le sacrifice affreux qu'il vous faut préparer... Qu'au moins de son bûcher la flamme étincelante Ne me poursuive point sur cette mer sanglante... Me le promettez-vous ?"")",-,0.0
"('#iphigenie', 'Comptez sur ma pitié.')",-,0.0
"('#pylade', ""Excusez les terreurs d'une tendre amitié. Il faut que votre coeur par un serment s'engage. Je ne puis consentir à partir sans ce gage."")",-,0.0
"('#iphigenie', ""Puisque vous l'exigez, j'en atteste les Dieux. Puissent-ils m'épargner un devoir odieux ! Mais ne laissons pas fuir le moment favorable. Étranger malheureux, encor moins qu'admirable, Embrassez votre ami, que vous ne verrez plus. À Oreste."")",-,0.0
"('#oreste', ""Adieu. Retiens, ami, tes sanglots superflus. Ne vois point mon trépas, n'en vois que l'avantage. L'opprobre et les malheurs étaient tout mon partage.  Adieu. Conserve en toi, fidèle à l'amitié, De ton ami mourant la plus digne moitié. Prends soin, à ton retour, d'une soeur qui m'est chère. Daigne essuyer ses pleurs, et lui rendre son frère. Sois fidèle surtout au vertueux objet À qui je dois ici de tes jours le bienfait. Adieu. Montrant Iphigénie."")",-,0.0
"('#pylade', 'Je meurs.')",-,0.0
"('#oreste', 'Allons.')",-,0.0
"('#pylade', ""Mon ami m'abandonne... Arrête."")",-,0.0
"('#oreste', ""Ô mon ami !... Mais mon destin l'ordonne."")",-,0.0
"('#pylade', ""Je ne puis m'arracher..."")",-,0.0
"('#iphigenie', 'Il faut vous séparer.')",-,0.0
"('#pylade', 'Madame...')",-,0.0
"('#iphigenie', 'Dans ses bras voulez-vous expirer ? Elle conduit Oreste dans le fond du théâtre.')",-,0.0
"('#pylade', 'Ami ! Va, je saurai te sauver ou te suivre ! Eh ! Quand je le voudrais, pourrais-je te survivre !')",-,0.0
"('#iphigenie', ""Hélas ! Que je vous plains !... Mais les moments sont chers. Partez, et me servez ainsi que je vous sers. Voici l'écrit enfin que j'adresse à Mycène. Du sort qui vous poursuit si vous domptez la haine, Ne trompez point l'espoir qui peut m'être permis ; Qu'aux mains d'Electre il soit fidèlement remis."")",-,0.0
"('#pylade', ""Qu'entends-je ? Et quel rapport vous unit l'une à l'autre ?"")",-,0.0
"('#iphigenie', ""Laissez-moi mon secret; j'ai respecté le vôtre."")",-,0.0
"('#pylade', ""Pardonnez. J'obéis."")",-,0.0
"('#ismenie', ""Le navire est tout prêt : Il flotte au gré du vent qui sert votre intérêt. À travers les rochers cet esclave s'engage, À conduire en secret l'étranger au rivage : Le temps presse."")",-,0.0
"('#iphigenie', 'Venez. Puissiez-vous sans témoins Quitter ces bords sanglants, et mériter mes soins !')",-,0.0
"('#iphigenie', ""L'esclave ne vient point. Ô mortelles alarmes ! Mes yeux, sans le vouloir, se remplissent de larmes... Qu'est devenu le Grec si cher à ma douleur ? Est-il environné de mon propre malheur ?... Faut-il encor languir dans les tourments du doute, En proie à tous les maux que mon âme redoute ?. Cruels délais ! Combien tout sert à confirmer, Les noirs pressentiments qui viennent m'alarmer ! Ô ciel ! Encoure-t-on ta haine rigoureuse ? Pour tendre à l'innocence une main généreuse ? Lorsque j'ai dû te plaire, ai-je pu t'irriter ? Et me puniras-tu de t'oser imiter ?"")",-,0.0
"('#eumene', 'Pourquoi vous effrayer de quelque vain obstacle ?')",-,0.0
"('#iphigenie', ""Le trouble de mon coeur m'est un fidèle oracle !"")",-,0.0
"('#eumene', 'Aux maux que vous craignez, que sert de vous livrer ? Que sert, avant le temps, de vous désespérer ?')",-,0.0
"('#iphigenie', ""Va, j'ai comblé l'horreur du destin qui m'opprime, J'ai fait des malheureux.... Peut-être par un crime !"")",-,0.0
"('#eumene', ""Calmez de vos frayeurs l'inutile transport, Et d'Isménie, au moins, attendez le rapport.  Je l'aperçois."")",-,0.0
"('#iphigenie', ""Eh bien ! Que faut-il que j'espère ? L'esclave et l'étranger ont-ils rejoint ton père ?"")",-,0.0
"('#ismenie', ""Tous deux, au lieu prescrit, n'ont point encor paru.  Mon père impatient en vain a parcouru  Tous les sombres détours que l'esclave a dû prendre ; Il n'a rien vu. Tous deux sont encore à se rendre. Il n'ose interpréter leurs sinistres délais. Le calme cependant règne dans le Palais ; Et vos desseins cachés dans la nuit du silence, De l'oeil qui vous poursuit, trompent la vigilance. Mais, que vois-je ?"")",-,0.0
"('#iphigenie', ""Approchez. Soyez moins effrayé. Qu'est devenu le Grec à vos soins confié ? "")",-,0.0
"('#l-esclave', ""Il n'est plus."")",-,0.0
"('#ismenie', 'Ciel !')",-,0.0
"('#iphigenie', 'Comment ?')",-,0.0
"('#l-esclave', ""Sous de flatteurs auspices, Rampant avec effort le long des précipices, Nous avancions déjà vers l'asile écarté, Où flotte le vaisseau pour sa fuite apprêté. Je précédais ses pas, et lui frayais la route. Alarmé d'un bruit sourd, il m'arrête, il écoute ; Et le moment d'après, il pense voir de loin S'avancer à pas lents quelque indiscret témoin. Son coeur se trouble. Il veut qu'à l'instant je le quitte, Et que j'aille éclaircir le danger qui l'agite ; Je cède à la terreur dont je le vois frappé ; Et moi-même tremblant, sous un roc escarpé, Au fond d'un antre où l'onde en gémissant se brise. Le faisant retirer ; de crainte de surprise, Je cours voir en effet si son oeil abusé, Pouvait n'en avoir pas l'un à l'autre imposé. Reconnaissant bientôt l'illusion fatale, Qu'avait produit en nous une frayeur égale, Je revole vers lui. Mais, ô soins superflus ! Dans le creux du rocher je ne le trouve plus. Les flots en s'y brisant, selon toute apparence, L'ont englouti, Madame, avec votre espérance."")",-,0.0
"('#iphigenie', ""Ô sort !...  Allez. Et toi, de ces bords ennemis Fais éloigner ton père, ainsi que ses amis. Conserve à ta tendresse une tête si chère ; Qu'il rentre en son asile, et moi dans ma misère !... À l'esclave À Isménie."")",-,0.0
"('#iphigenie', ""C'en est donc fait ! Il faut renoncer pour toujours, Au trop crédule espoir qui prolongeait mes jours ! Jaloux des soins sanglants que sa rigueur m'impose, Le ciel impitoyable à mon retour s'oppose... Argos a disparu pour moi de l'univers... Ces lieux seront toujours de mes larmes couverts ! Ah ! Puisque sans espoir, en esclave asservie, J'y dois traîner le poids d'une mourante vie, Au moins contentons-nous. Voyons l'autre étranger ; Sur mes tristes destins osons l'interroger ; C'est le dernier des Grecs que m'offriront sans doute Ces bords qu'avec horreur l'humanité redoute ; Il faut en profiter."")",-,0.0
"('#eumene', ""Eh ! Quel funeste bien Attend votre douleur d'un si triste entretien ! Voulez-vous renoncer au devoir de prêtresse ? Voulez-vous, de vos sens moins que jamais maîtresse ; Ranimant la pitié qu'il vous faut étouffer, Céder à ses transports, au lieu d'en triompher ?"")",-,0.0
"('#iphigenie', ""Les dieux, en reprenant leur première victime, Ne m'apprennent que trop mon devoir et mon crime !"")",-,0.0
"('#eumene', ""Ne voyez donc ce Grec, Madame, qu'à l'autel, Le front déjà baissé sous le couteau mortel."")",-,0.0
"('#iphigenie', ""Quel qu'en soit le péril, je ne peux m'en défendre ; Sers ma douleur, je veux absolument l'entendre, Et voir enfin par lui détruit ou confirmé, Le doute affreux qui tient mon esprit alarmé. Mais ne redoute rien à mon devoir contraire, Je promets tout son sang aux mines de mon frère ; Sous le couteau fatal tu le verras couler, Dans mon triste transport dût le mien s'y mêler."")",-,0.0
"('#iphigenie', ""Daignez me rendre au moins mon devoir légitime Et me laissez frapper sans remords ma victime, Grands dieux que ma douleur implore en frémissant, Vous qui m'épouvantez, en vous obéissant ! Et toi, jeune héros, ombre plaintive et tendre, Reste du grand Pélops, dont j'osais tout attendre, Frère d'autant plus cher encore à ma douleur, Que tu n'eus point de part à mon premier malheur Qu'au contraire, rempli d'innocentes alarmes, Dans mes bras défaillants tu lui donnas des larmes, Pour suprêmes devoirs de mon amour tremblant, Reçois, avec mes pleurs, cet hommage sanglant : Reçois... Mais quel présent mon amour va lui faire ! Le sang des malheureux peut-il le satisfaire ; Hélas ! Il était né pour être leur soutien ! Du sort des malheureux un grand coeur fait le sien."")",-,0.0
"('#oreste', ""Ô mort ! à tant d'horreurs arrache enfin mon âme ! Pour vous suivre à l'autel, m'appelez-vous, madame ? Allons. Avec transport je marche sur vos pas. Les Dieux ont su me faire un bonheur du trépas. Allons. Quoi ! vous pleurez ? À Iphigénie."")",-,0.0
"('#iphigenie', ""Respectez ma faiblesse. À mes yeux, s'il se peut, montrez moins de noblesse. N'ébranlez plus un coeur toujours moins affermi, Qui veut et qui ne peut être votre ennemi. Cachez-vous tout entier à mon âme sensible ; Votre vertu me rend mon devoir impossible."")",-,0.0
"('#oreste', ""Ah ! Ne prolongez point l'excès de mes malheurs ; Que sert de m'accabler de vos propres douleurs ? Ne m'en présentez plus, par pitié, le spectacle. Venez. À mon bonheur cessez de mettre obstacle.... Mais, Madame, parlez. Qui peut vous arrêter ? Frémissez-vous du coup que vous allez porter ? Armez mon bras. Du vôtre il va faire l'office. Il va vous épargner ce sanglant sacrifice."")",-,0.0
"('#iphigenie', ""Qu'à ce noble transport mon coeur se sent presser ! Et quel est donc le sang que vous voulez verser ? Quel sein vous l'a transmis ? Quel rang vous a vu naître ? Mais je veux l'ignorer. Je crains de vous connaître. Laissant votre secret entre vous et les Dieux, Seulement sur un point satisfaites mes voeux. Que sait-on dans Argos du sort d'Iphigénie, Qui vit contre ses jours la Grèce entière unie ?"")",-,0.0
"('#oreste', 'De quel ressouvenir déchirez-vous mon coeur ! Que me demandez-vous ? Ah mortelle rigueur !')",-,0.0
"('#iphigenie', ""Et d'où naît, à son nom, le trouble qui vous presse ? Brillant encor des fleurs d'une tendre jeunesse, Vous n'avez pu la voir, vous n'avez pu tremper, Dans le complot des Grecs ardents à la frapper, Vous n'avez pu parer l'autel pour son supplice."")",-,0.0
"('#oreste', 'Mais quel soin....')",-,0.0
"('#iphigenie', ""Répondez, n'étant point leur complice."")",-,0.0
"('#oreste', 'Que voulez-vous ? Je vais subir le même sort, Par le même chemin descendre au même bord. Heureux, si je pouvais, victime obéissante, Offrir aux dieux, comme elle, une tête innocente !..')",-,0.0
"('#iphigenie', ""Quoi donc ! Vous ignorez encore qu'elle vit, Qu'aux cruautés des Grecs Diane la ravit, Et que la transportant Sur un rivage horrible...."")",-,0.0
"('#oreste', ""Qu'entends-je ? Iphigénie.... ô dieux ! Est-il possible... Elle vit ? Achevez, je meurs moins malheureux.... Dites... Le savez-vous ? Sur quels bords rigoureux Respire une victime et si chère et si tendre ?."")",-,0.0
"('#iphigenie', 'En ces lieux.')",-,0.0
"('#oreste', ""Juste ciel !... Et pourrez-vous m'apprendre Quel est son sort."")",-,0.0
"('#iphigenie', 'Hélas ! plus a plaindre que vous, Le sort qui vous attend lui paraîtrait trop doux !')",-,0.0
"('#oreste', ""Ah Dieux ! Que ce discours me fait naître d'alarmes ! Et ne puis-je la voir, l'arroser de mes larmes ? Si vous saviez... mais non... Je lui ferais horreur... Elle détesterait mon crime et ma fureur... Voyant d'un sang si cher ma main fumante encore, Pourroit-elle m'aimer ? Moi-même ? Je m'abhorre... Cieux ! Quels sont mes tourments ! Puis-je les supporter ? Mais le plus grand de tous, c'est de les mériter."")",-,0.0
"('#iphigenie', ""Quoi ? Vous êtes coupable, et mon coeur vous excuse ! Vous méritez la mort, et ma main s'y refuse ! De vos affreux transports quand je devrais frémir. Mon coeur s'en attendrit, je ne sais que gémir ! Et qu'êtes-vous ? Parlez, il y va de ma vie."")",-,0.0
"('#oreste', ""D'Oreste infortuné que pense Iphigénie ?"")",-,0.0
"('#iphigenie', ""C'était tout son espoir... Elle sait qu'il est mort."")",-,0.0
"('#oreste', 'Non, madame, il survit aux horreurs de son sort.')",-,0.0
"('#iphigenie', 'Que dites-vous ?')",-,0.0
"('#oreste', 'Il vit, mais sans espoir pour elle.')",-,0.0
