quinault-cadmus-hermione,quinault-isis,Score
"('#arbas', ""Acquittons-nous des soins où Cadmus nous engage. Quel bruit ! Non, ce n'est rien, courage amis, courage ! Qu'on a peine à donner du courage en tremblant Il ne tient pas à moi que je ne sois vaillant, Je tâche au moins de le paraître ; Je ne suis pas le seul qui se pique de l'être, Et qui n'en fait que le semblant. Il faut puiser de l'eau pour la cérémonie ; Avancez, je vous suis. Quel dragon furieux !"")",-,0.0
"('#les-deux-africains', ""Ô Dieux ! Ô Dieux ! Dans le temps que les deux Africains veulent puiser de l'eau, le Dragon s'élance sur eux, et les entraîne."")",-,0.0
"('#arbas', ""Ah ! C'est fait de ma vie. N'est-il point d'arbres, ou de rocher, Qui s'entrouve pour me cacher ?"")",-,0.0
"('#cadmus', 'Où vas-tu ?')",-,0.0
"('#arbas', 'Le Dragon...')",-,0.0
"('#cadmus', 'Hé bien ?')",-,0.0
"('#arbas', 'Ah ! mon cher maître...')",-,0.0
"('#cadmus', 'Parle donc ?')",-,0.0
"('#arbas', 'Le Dragon...')",-,0.0
"('#cadmus', ""Où le vois-tu paraître Je regarde partout, et je n'aperçois rien."")",-,0.0
"('#arbas', 'Quoi le dragon nous suit ? Mais regardez bien ?')",-,0.0
"('#cadmus', ""Où sont les compagnons ? Qui t'oblige à te taire ? Tu parais interdit d'effroi ?"")",-,0.0
"('#arbas', ""Seigneur, vous jugez mal de moi, Si je suis interdit, ce n'est que de colère. Mes pauvres compagnons ! Hélas ! Le dragon n'en a fait qu'un fort léger repas."")",-,0.0
"('#cadmus', 'Allons il faut que je les venge.')",-,0.0
"('#arbas', 'Quelle hâte avez-vous que le Dragon vous mange ? Laissez-le se cacher. Ah ! Le voilà qui sort ! Au secours ! Au secours ! Je suis mort ! Je suis mort ! Ô ciel ! Où sera mon asile ? La frayeur me rend immobile ; Je ne saurais plus faire un pas : Ah ! cachons-nous, ne soufflons pas. Arbas se cache et Cadmus combat contre le dragon.')",-,0.0
"('#cadmus', ""Il ne faut plus que je diffère D'engager le Dieu Mars à calmer sa colère ; Si je puis l'adoucir, rien ne peut me troubler. Mes gens sont écartés, il faut les rassembler."")",-,0.0
"('#arbas', ""Le Dragon assouvi de sang et de carnage, S'est enfin retiré dans quelque antre sauvage : Tout est calme en ces lieux, et je n'entends plus rien. Je sens revenir mon courage, Allons conter partout le trépas de mon maître Que je plains son funeste sort ! Allons, mais que vois-je paraître ! Le Dragon étendu ! Ne fait-il point le mort ? Non, je le vois percé, son sang coule, ah ! Le traître ! Je ne puis contre lui retenir mon courroux, Et je lui veux donner au moins les derniers coups. Arbas met l'épée à la main et va percer le Dragon, qui fait encore quelque mouvement qui oblige Arbas de retourner sur le devant du théâtre."")",-,0.0
"('#premier-prince-tyrien', ""Quoi l'épée à la main ! Que faut-il entreprendre ?"")",-,0.0
"('#deuxieme-prince-tyrien', 'De quel péril es-tu pressé ?')",-,0.0
"('#les-deux-princes-tyriens', 'Nous aurons soin de te défendre.')",-,0.0
"('#arbas', 'Vous venez un peu tard, le péril est passé.')",-,0.0
"('#les-deux-princes-tyriens', ""Que voyons nous ! Qui l'eût pû croire ? Quoi le Dragon est abbattu !"")",-,0.0
"('#arbas', 'Nous en avons sans vous remporter la victoire.')",-,0.0
"('#premier-prince-tyrien', 'As-tu suivi Cadmus ?')",-,0.0
"('#deuxieme-prince-tyrien', 'As-tu part à sa gloire ?')",-,0.0
"('#arbas', ""Eh, nous n'étions pas loin quand il a combattu."")",-,0.0
"('#les-deux-princes-tyriens', 'Conte-nous ce combat.')",-,0.0
"('#arbas', ""J'en suis si hors d'haleine. Que je ne puis encore m'exprimer qu'avec peine. Il est bon d'essuyer ce fer ensanglanté, De crainte qu'il ne soit gâté."")",-,0.0
"('#les-deux-princes-tyriens', ""Ah ! Quels chagrins pour nous de manquer l'avantage De signaler notre courage !"")",-,0.0
"('#arbas', 'Tous ces chagrins, et ces regrets Sont des soins qui ne coûtent guère, Quand on ne voit plus rien à faire On fait le brave à peu de frais.')",-,0.0
"('#premier-prince-tyrien', 'On prend peu garde à toi ; Cadmus nous rend justice, Mais il vient, rangeons-nous pour voir le sacrifice.')",-,0.0
"('#le-grand-sacrificateur', 'Mars ! Ô toi qui peux Déchaîner quand tu veux Les fureurs de la guerre,')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô mars ! Reçois nos voeux.')",-,0.0
"('#le-grand-sacrificateur', ""Ton funeste courroux n'est pas moins dangereux Que l'éclat fatal du tonnerre : Ô Mars ! Reçois nos voeux."")",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux.')",-,0.0
"('#le-grand-sacrificateur', 'Les combats sanglants sont tes jeux ; Tu sais, quand il te plaît, remplir toute la Terre De ravages affreux. Ô Mars ! Reçois nos voeux.')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux. Les sacrificateurs chantants demeurent prosternés, les sacrificateurs dansants font cependant une entrée au son des timbales et au bruit des Armes, après quoi les sacrificateurs chantants se relèvent et chantent.')",-,0.0
"('#le-grand-sacrificateur', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-choeur-des-sacrificateurs', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', 'Ô Mars impitoyable : Est-il révocable Que ta haine implacable Accable Une âme inébralable Au milieu des hasards.')",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', 'Que les tumultes des alarmes, Que le bruit, que le choc, que le fracas des armes, Retentisse de toutes parts.')",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#le-grand-sacrificateur', ""Qu'on fasse approcher la victime : Puisse-t-elle calmer le courroux qui t'anime, Et n'attirer sur nous que tes doux regards."")",-,0.0
"('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",-,0.0
"('#mars', ""C'est vainement que l'on espère Que d'inutiles voeux apaisent ma colère ; Je ne révoque point mes lois. Si Cadmus veut me satisfaire Qu'il achève, s'il peut, de mériter mon choix ! Un vain respect ne peut me plaire, On ne satisfait Mars que par de grands exploits. Vous, que l'enfer a nourries Venez, cruelles Furies, Venez, brisez l'autel en cent morceaux épars !"")",-,0.0
"('#le-choeur', ""Ô Mars ! ô Mars ! ô Mars ! Quatre Furies descendent qui brisent l'Autel, et s'envolent ensuite, tenant chacune un tison du sacrifice à la main. Le char de Mars tourne dans un même temps, et l'emporte au fonds du théâtre, où l'on le perd de vue, et tous les sacrificateurs et les assistants se retirent, criant, ô Mars !"")",-,0.0
"('#cadmus', ""Voici le Champ de Mars, il faut que sans remise J'achève ici mon entreprise ; J'ai les dents du dragon, et je vais les semer."")",-,0.0
"('#arbas', ""Ce sont des ennemis que vous verrez former : Tant de soldats armés vont naître, Que vous serez d'abord accablé de leurs coups ; Et vous ne songez pas, peut-être, Que vous n'avez ici que moi seul avec vous."")",-,0.0
"('#cadmus', ""Je ne veux exposer personne Au péril où je m'abandonne ; Je dois combattre seul, et ne retiens que toi : Tu connais mon amour, je suis sûr de ta foi, Je veux bien que tu sois le dernier qui me quitte."")",-,0.0
"('#arbas', ""Seigneur, vous m'honnorez plus que je ne mérite :"")",-,0.0
"('#cadmus', ""Si je ne fais qu'un vain effort, Accompli ce que je t'ordonne : Sitôt que tu sauras ma mort, Hâtes-toi de voir Hermione : Va, porte-lui mes derniers voeux. Qu'elle vive, il suffit de plaindre un malheureux : Qu'elle ait soin de garder le souvenir fidèle D'une flamme si belle ; C'est l'unique prix que je veux De ce que j'aurai fait pour elle. Je ne prétends plus t'arrêter. Laisse-moi."")",-,0.0
"('#arbas', 'Faut-il vous quitter ?')",-,0.0
"('#cadmus', 'Je le veux : obéis.')",-,0.0
"('#arbas', 'Ah ! Quelle violence, Seigneur exigez-vous de mon obéissance.')",-,0.0
"('#l-amour', ""Cadmus reçoit le don que je viens t'apporter ! C'est l'ouvrage du Dieu qui forge le tonnerre ; Ne manque pas de le jeter ; Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. Achève le dessein où mon ardeur t'engage."")",-,0.0
"('#cadmus', 'Je te vais obéir dans tarder davantage.')",-,0.0
"('#l-amour #cadmus', ""Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. L'Amour s'envole, et Cadmus sème les dents du Dragon, dont la terre produit des soldats armés qui se préparent d'abord à tourner leurs armes contre Cadmus, mais il jette au milieu d'eux une manière de grenade, que l'Amour lui a apporté, qui se brise en plusieurs éclats, et qui inspire aux combattants une fureur qui les oblige à combattre les uns contre les autres, et à s'entregorger eux-mêmes. Huit soldats armés nés de la Terre. Les cinq derniers qui demeurent vivants, viennent apporter leurs armes aux pieds de Cadmus. "")",-,0.0
"('#echion', 'Arrêtons un transport funeste ; Pourquoi nous immoler en naissant dans ces lieux ? Réservons le sang qui nous reste, Pour servir un héros favorisé des Dieux.')",-,0.0
"('#cadmus', ""Allez : que dans ces murs chacun de vous s'empresse De rendre hommage à la princesse Qui doit donner ici des ordres absolus ; Vos premiers respects lui sont dûs, Je vous suivrai de près, c'est ma plus douce envie. Cherchons nos tiriens, ils tremblent pour ma vie.  Allons les rassurer, voyons de toutes parts. Les combattants obéissent à Cadmus qui demeure pour chercher et pour rassembler les tyriens. "")",-,0.0
"('#le-geant', ""Non, ce n'est point assez d'avoir satisfait Mars : Tu vois un ennemi qu'il faut encore abbattre, Au lieu de triompher recommence à combattre."")",-,0.0
"('#cadmus', 'Combattons.')",-,0.0
"('#le-geant', ""J'ai pitié du péril que tu cours : Il m'est honteux de vaincre avec tant d'avantage, Va, fuir, et cède moi l'objet de nos amours. Tu n'auras plus de Dieux qui défendent tes jours."")",-,0.0
"('#cadmus', ""Les dieux m'ont donné du courgae, Et c'est un assez grand secours."")",-,0.0
"('#le-geant', ""Voyons s'il n'est rien qui t'étonne."")",-,0.0
"('#le-geant', ""Qu'on vienne à moi, qu'on l'environne ! Qu'on le perce de tous côtés !"")",-,0.0
"('#pallas', 'Cadmus fermez les yeux. Perfides arrêtez. Pallas découvre son bouclier et le présente aux yeux des quatre géants, qui demeurent immobiles et deviennent dans un instant quatre statues de pierre.')",-,0.0
"('#pallas', 'Vois, Cadmus, vois quel supplice A puni leur injustice.')",-,0.0
"('#cadmus', 'Que vois-je ! Les géants armés Ne sont plus des corps animés.')",-,0.0
"('#pallas', ""Je t'ai promis mon assistance, Je vais te préparer un superbe Palais : Je veux joindre aux douceurs d'un hymen plein d'attraits, L'éclat, et la magnificence. Goûte en paix un sort glorieux. Va, n'écoute plus rien que l'amour qui t'anime ; Hermione vient dans ces lieux."")",-,0.0
"('#cadmus', ""Par quel remerciement faut-il que je m'exprime ?"")",-,0.0
"('#pallas', ""Protéger la vertu d'un prince magnanime, C'est le plus doux emploi des Dieux."")",-,0.0
"('#cadmus', 'Ma princesse !')",-,0.0
"('#hermione', 'Cadmus !')",-,0.0
"('#cadmus', 'Quel bonheur !')",-,0.0
"('#hermione', 'Quelle gloire !')",-,0.0
"('#cadmus', 'Je vous vois libre enfin !')",-,0.0
"('#hermione', 'Je vous revois vainqueur ?')",-,0.0
"('#hermione', 'Quelle favorable victoire !')",-,0.0
"('#hermione', ""Qu'elle a coûté cher à mon coeur !"")",-,0.0
"('#cadmus', ""Que c'est un charmant avantage Que de pouvoir sauver d'un cruel esclavage La beauté dont on est charmé !"")",-,0.0
"('#hermione', ""Que c'est un sort digne d'envie Que de pouvoir tenir le bonheur de sa vie, De la main d'un vainqueur aimé !"")",-,0.0
"('#hermione #cadmus', 'Après des rigueurs inhumaines, Le ciel favorise nos voeux ; Ah ! Que le souvenir des peines Est doux quand on devient heureux.')",-,0.0
"('#cadmus', ""Dieux ! Je ne vois plus Hermione ! Quel nuage épais l'environne ! Un nuage s'élève de la Terre qui enveloppe Hermione."")",-,0.0
"('#junon', ""Tu vois l'effet de mon courroux, Il faut combattre encore Junon et sa puissance. Le soin que prend pour toi mon infidèle époux Attire sur tes feux l'éclat de ma vengeance. Iris, détruis l'espoir de cet audacieux ! Enlève sur ton arc Hermione à ses yeux. Exécute à l'instant ce que Junon t'ordonne."")",-,0.0
"('#hermione', 'Ô Ciel !')",-,0.0
"('#tous-ensemble', 'Ô Ciel, ô ciel ! Hermione, Hermione.')",-,0.0
"('#cadmus', ""Belle Hermione, hélas, puis-je être heureux sans vous ? Que sert dans ce palais la pompe qu'on prépare ? Tout espoir est perdu pour nous ? Le bonheur d'un amour si fidèle, et si rare, Jusques entre les Dieux a trouvé des jaloux. Belle Hermione, hélas, puis-je être heureux sans vous ? Nous nous étions flattés que notre sort barbare Avait épuisé son courroux : Quelle rigueur quand on sépare Deux coeurs prêts d'être unis par des Liens si doux ? Belle Hermione, hélas, puis-je être heureux sans vous."")",-,0.0
"('#pallas', ""Tes voeux vont être satisfaits ; Jupiter et Junon ont fini leur querelle, L'Amour lui-même a fait leur paix ; Ton Hermione enfin descend dans ce palais, Des Dieux s'avancent avec elle ; Le Ciel veut que ce jour soit célébré à jamais."")",-,0.0
"('#jupiter', ""Que ce qui suit les lois du Maître du tonnerre, Que les Cieux, et la Terre, S'accordent pour combler vos voeux. Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles, Vivez heureux."")",-,0.0
"('#tous-les-choeurs', 'Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles, Vivez heureux.')",-,0.0
"('#l-hymen', ""L'Hymen veut vous offrir ses chaines les plus belles."")",-,0.0
"('#junon', 'Junon en veut former les noeuds.')",-,0.0
"('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",-,0.0
"('#venus', 'Vénus vous donnera des douceurs éternelles.')",-,0.0
"('#mars', ""J'écarterai de vous les fatales querelles, Et les ennemis dangereux."")",-,0.0
"('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",-,0.0
"('#pallas', 'Attendez de Pallas mille faveurs nouvelles.')",-,0.0
"('#l-amour', ""L'amour conservera toujours de si beaux feux."")",-,0.0
"('#les-choeurs', 'Après un sort si rigoureux, Après tant de peines cruelles, Amants fidèles,  Vivez heureux.')",-,0.0
"('#jupiter', 'Hymen, prend soin ici des Danses et des Jeux.')",-,0.0
"('#les-choeurs', 'Amants fidèles,  Vivez heureux.')",-,0.0
"('#l-hymen', ""Venez, Dieu des festins, aimables Jeux, venez ; Comblez de vos douceurs ces époux fortunés Tandis que tout le ciel prépare Les dons qu'il leur a destinés, La terre y doit mêler ce qu'elle a de plus rare. Venez, Dieu des festins, aimables jeux, venez ; Comblez de vos douceurs ces époux fortunés. Comus, Dieu des festins, s'avance accompagné de ses suivantes ordinaires, six hamadryades sortent de la terre, avec des corbeilles pleines de fruits. Comus commence à danser seul, ses suivants dansent ensuite, et après que les Hamadryades ont été présenter leurs fruits aux deux époux, elle viennent danser avec les suivants de Comus : cependant Arbas et la nourrice ne peuvent retenir les transports de leur joie et viennent mêler leurs chants avec les danse."")",-,0.0
-,"('#la-renommee #suite', 'Publions en tous lieux Du plus grand des héros la valeur triomphante. Que la Terre et les cieux  Retentissent du bruit de sa gloire éclatante.')",0.0
-,"('#la-renommee', ""C'est lui dont les Dieux ont fait choix  Pour combler le bonheur de l'Empire François, En vain pour le troubler, tout s'unit, tout conspire, C'est en vain que l'Envie a ligué tant de rois. Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut que partout on l'admire Parlons de ses vertus racontons ses exploits, A peine y pourrons nous suffire Avec toutes nos voix;"")",0.0
-,"('#le-choeur', ""Heureux l'Empire  Qui suit ses lois !"")",0.0
-,"('#la-renommee', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#le-choeur', ""Il faut le dire cent-et-cent fois Heureux l'empire qui suit ses lois."")",0.0
-,"('#deux-tritons', ""C'est le Dieu des eaux qui va paraître Rangeons nous près de notre Maître Enchaînons les vents les plus terribles Que le bruit des flots cède à nos chants. Régnez Zéphirs paisibles, Ramenez le doux printemps."")",0.0
-,"('#neptune', ""Mon empire a servi de théâtre à la guerre, Publiez des exploits nouveaux C'est le même vainqueur Si fameux sur la terre Qui triomphe encor sur les eaux."")",0.0
-,"('#la-renommee #neptune', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#choeurs', ""Célébrez son grand nom sur la terre et sur l'onde Qu'il ne soit pas borné par les plus vastes mers Qu'il vole jusqu'au bout du monde Qu'il dure autant que l'univers."")",0.0
-,"('#calliope', 'Cessez pour quelque temps bruit terrible des armes Qui troublez le repos de cent climats divers  Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope #thalie #apollon', 'Ne troublez point les charmes De nos divins concerts.')",0.0
-,"('#calliope', 'Recommençons nos chants, Allons les faire entendre.')",0.0
-,"('#melpomene', 'Dans une auguste Cour.')",0.0
-,"('#thalie', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope', ""La Paix, la douce Paix  N'ose encore descendre du céleste séjour."")",0.0
-,"('#calliope #thalie #apollon', 'Près du Vainqueur allons attendre son bienheureux retour.')",0.0
-,"('#apollon', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux. Les Muses et les Arts  Vont signaler leur zèle, Je vais favoriser leurs voeux Nous préparons une fête nouvelle Pour le Héros qui les appelle Dans cet asile heureux')",0.0
-,"('#le-choeur', 'Ne parlons pas toujours de la guerre cruelle, Parlons des plaisirs et des jeux.')",0.0
-,"('#la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#apollon #neptune #la-renommee', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#le-choeur', 'Hâtez-vous, Plaisirs, hâtez-vous De montrer vos charmes les plus doux.')",0.0
-,"('#hierax', ""Cessons d'aimer une infidèle, Évitons la honte cruelle De servir, d'adorer qui ne nous aime plus. Achevons de briser les noeuds qu'elle a rompus. Dégageons nous, sortons d'un si funeste empire. Hélas ! Malgré moi je soupire ! Ah ! Mon coeur quelle lâcheté ! Quel charme te retient dans un honteux martyre ? Tu n'as pas craint des fers qui nous ont tant coûté As-tu peur de ta liberté ? Revenez, revenez Liberté charmante Vous n'êtes que trop diligente Lorsqu'il faut dans un coeur faire place à l'Amour; Mais que vous êtes lente Lorsqu'un juste dépit presse votre retour."")",0.0
-,"('#pirante', ""C'est trop entretenir Ces tristes rêveries; Venez, tournez vos pas sur ces rives fleuries Regardez ces flots argentés, Qui dans ces vallons écartés,  Font briller l'émail des prairies Interrompez vos soupirs Tout doit être ici; Ce beau séjour est l'asile Du repos et des plaisirs."")",0.0
-,"('#hierax', ""Depuis qu'une nymphe inconstante A trahi mon amour et m'a manqué de foy Ces lieux jadis si beaux n'ont plus rien qui m'enchante; Ce que j'aime a changé, tout est changé pour moi."")",0.0
-,"('#pirante', ""La fille d'Inachus hautement vous préfère A mille autres amants de votre sort jaloux; Vous avez l'aveu de son père En faveur d'Argus votre frère, La puissante Junon se déclare pour vous."")",0.0
-,"('#hierax', ""Si l'ingrate m'aimait, je serais son époux. Cette nymphe légère De jour en jour diffère Un hymen qu'autrefois elle avait cru si doux. L'inconstante n'a plus l'empressement extrême De cet amour naissant qui répondait au mien. Son changement paraît en dépit d'elle même Je ne le connais que trop bien, Sa bouche quelquefois dit encor qu'elle m'aime; Mais son coeur ni ses yeux ne m'en disent plus rien."")",0.0
-,"('#pirante', ""Se peut-il qu'elle dissimule ! Après de serments, ne la croyez-vous pas ?"")",0.0
-,"('#hierax', ""Je ne les crus que trop, hélas !  Ces serments qui trompent mon coeur tendre et crédule; Ce fut dans ces vallons où par mille détours, Inachus prends plaisir à prolonger son cours; Ce fut sur son charment rivage, Que sa fille volage Me promit de m'aimer toujours. Le Zéphir fut témoin, l'onde fut attentive Quand la nymphe jura de ne changer jamais, Mais le Zéphir léger et l'onde fugitive Ont enfin emporté les serments qu'elle a faits. Je la vois, l'infidèle."")",0.0
-,"('#pirante', 'Éclaircissez vous avec elle.')",0.0
-,"('#io', ""M'aimez vous ? puis-je m'en flatter ?"")",0.0
-,"('#hierax', ""Cruelle, en voulez vous douter ? En vain votre inconstance éclate, En vain elle m'anime à briser tous les noeuds Je vous aime toujours ingrate, Plus que vous ne voulez Et plus que je ne veux Je crains un funeste présage, Un aigle dévorant Vient de fondre à mes yeux, Sur un oiseau qui dans ces lieux M'entretenait d'un doux ramage Différez votre hymen, Suivons l'avis des Cieux. Notre hymen me déplaît qu'à votre coeur volage: Répondez moi de vous, je vous répond des Dieux. Vous juriez autrefois Que cette onde rebelle Se ferait vers sa source une route nouvelle Plutôt qu'on ne verrait votre coeur dégagé; Voyez couler ces flots dans cette vaste plaine C'est le même penchant qui toujours les entraîne. Leurs cours ne change point et vous avez changé"")",0.0
-,"('#io', ""Laissez moi revenir de mes frayeurs secrètes; J'attends de votre amour cet effort généreux."")",0.0
-,"('#hierax', ""Je veux ce qui vous plaît, cruelle que vous êtes, Vous n'abusez que trop d'un amour malheureux !"")",0.0
-,"('#io', 'Non, je vous aime encor !')",0.0
-,"('#hierax', ""Quelle froideur extrême !  Inconstante, est-ce ainsi qu'on doit dire qu'on aime."")",0.0
-,"('#io', ""C'est à tort que vous m'accusez, Vous avez vu toujours vos rivaux méprisés"")",0.0
-,"('#hierax', ""Le mal de mes rivaux N'égale point ma peine, La douce illusion d'une espérance vaine Ne les fait point tomber du faite du bonheur Aucun d'eux comme moi n'a perdu votre coeur; Je ne suis point accoutumé Quel tourment de cesser de plaire Lorsqu'on a fait l'essai du plaisir d'être aimé. Je ne le sens que trop Votre coeur se détache Et je ne sais qui me l'arrache"")",0.0
-,"('#hierax', ""Je cherche en vain l'heureux amant Qui me dérobe un bien charmant Où j'ai cru devoir seul prétendre Je sentirais moins mon tourment Si je trouvais à qui m'en prendre Vous fuyez mes regards, Vous ne me dites rien; Il faut vous délivrer d'un fâcheux entretiens; Ma présence vous blesse et c'est trop vous contraindre."")",0.0
-,"('#io', 'Jaloux sombre et chagrin, Partout où je vous vois, Vous ne cessez de vous plaindre Je voudrais vous aimer Autant que je le dois, Et vous me forcez à vous craindre.')",0.0
-,"('#hierax #io', ""Non, non, il ne tient qu'à vous De rendre notre sort plus doux Non, non, il ne tient qu'à vous De rendre mon coeur plus tendre Non, non, il ne tient qu'à vous De rendre mon coeur moins jaloux."")",0.0
-,"('#micene', ""Ce prince trop longtemps dans ses chagrins s'obstine On pardonne au premier transport D'un amour qui se plaint à tort Et qui sans raison se mutine. Mais à la fin on se chagrine Contre un Amour chagrin."")",0.0
-,"('#io', ""Je veux bien te parler enfin sans artifice Ce prince infortuné s'alarme avec justice. Le maître souverain de la terre et des cieux Entreprend de plaire à mes yeux. Du coeur de Jupiter l'amour m'offre l'empire. Mercure est venu me le dire Je le vois chaque jour descendre dans ces lieux. Mon coeur autant qu'il peut  Fait toujours résistance. Et pour attaquer ma constance, Il ne fallait pas moins que le plus grand des Dieux."")",0.0
-,"('#micene', ""On écoute aisément Jupiter qui soupire. C'est un amant qu'on ose mépriser. Et du plus grand des coeurs Ce glorieux empire  Est difficile à mépriser."")",0.0
-,"('#io', ""Lorsqu'on me presse de me rendre Aux attraits d'un amour nouveau, Plus le charme est puissant Et plus il serait beau De pouvoir m'en défendre. Quoi ! tu veux me quitter ? Doù vient ce soin pressant ?"")",0.0
-,"('#micene', ""C'est pour vous seule ici que Mercure descend."")",0.0
-,"('#mercure', ""Le Dieu puissant qui lance le tonnerre  Et qui des cieux tient le sceptre en ses mains A résolu de venir sur la terre Chasser les maux qui troublent les humains. Que la terre avec soin à cet honneur réponde Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
-,"('#choeur-des-divinites', ""Échos retentissez dans ces lieux pleins d'appas, Annoncez qu'aujourd'hui pour le bonheur du monde, Jupiter descends ici-bas."")",0.0
-,"('#mercure', ""C'est ainsi que Mercure Pour abuser les Dieux jaloux Doit parler hautement à toute la nature. Mais il doit s'expliquer Autrement avec vous; C'est pour vous voir, C'est pour vous plaire, Que Jupiter descend du céleste séjour. Et les biens qu'ici bas sa présence va faire Ne seront dûs qu'à son amour."")",0.0
-,"('#isis', ""Pourquoi du haut des cieux,  Ce Dieu veut-il descendre ?  Mes voeux sont engagés. Mon coeur a fait un choix L'amour tôt ou tard doit prétendre Que tous les coeurs se rangent sous ses lois. C'est un hommage qu'il faut rendre Mais assez de le rendre une fois."")",0.0
-,"('#mercure', ""Ce serait en aimant une contrainte étrange Qu'un coeur pour mieux choisir n'osât se dégager. Quand c'est pour Jupiter qu'on change Il n'est pas honteux de changer. Que tout l'univers se pare De ce qu'il a de plus rare Que tout brille dans ces lieux. Que la terre partage  L'éclat et la gloire des cieux. Que tout rende hommage  Au plus grand des dieux."")",0.0
-,"('#jupiter', ""Les armes que je tiens protègent l'innocence. L'effort n'en est fâcheux qu'à l'orgueil des titans. Vous qui suivez les lois, Vivez sous ma puissance, Toujours heureux, toujours contents. Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",0.0
-,"('#choeurs', ""Jupiter vient sur la terre. Pour la combler de bienfaits, Il est armé du tonnerre Mais c'est pour donner la paix."")",0.0
-,"('#io', ""Où suis-je ? D'où vient ce nuage ? Les ondes de mon père et son charmant rivage Ont disparu tout_à_coup à mes yeux ! Où puis-je trouver un passage ? La jalouse reine des Cieux Me fait elle si tôt acheter l'avantage De plaire au plus puissant des Dieux ? Que vois-je ? Quel éclat se répand dans ces lieux. Jupiter paraît et les nuages qui obscurcissent le théâtre, sont illuminés et peints des couleurs les plus brillantes et les plus agréables."")",0.0
-,"('#jupiter', ""Vous voyez Jupiter; Que rien ne vous étonne. C'est pour tromper Junon et ses regards jaloux Qu'un nuage vous environne; Belle nymphe, rassurez-vous Je vous aime et pour vous le dire, Je sors avec plaisir de mon suprême empire. La foudre est dans mes mains, Les Dieux me font la cour, Je tiens tout l'Univers sous mon obéissance; Mais si je prétends en ce jour Engager votre coeur à m'aimer à son tour, Je fonde moins mon espérance Sur la grandeur de ma puissance Que sur l'excès de mon amour."")",0.0
-,"('#io', ""Que sert-il qu'ici-bas votre amour me choisisse ? L'honneur me vient trop tard, j'ai formé d'autres noeuds Il fallait que ce bien pour combler tous nos voeux, Ne me coûtât point d'injustice, Et ne fit point de malheureux"")",0.0
-,"('#jupiter', ""C'est une assez grande gloire Pour votre premier vainqueur, D'être encore dans votre mémoire Et de me disputer si longtemps votre coeur."")",0.0
-,"('#io', ""La gloire doit forcer mon coeur à se défendre. Si vous sortez du Ciel pour chercher les douceurs D'une amour tendre, Vous pouvez aisément attaquer d'autres coeurs Qui feront gloire de se rendre."")",0.0
-,"('#jupiter', ""Il n'est rien dans les Cieux il n'est rien ici-bas De si charment que vos appas; Rien ne peut me toucher d'une flamme si forte; Belle Nymphe vous l'emportez Sur les autres beautés, Autant que Jupiter l'emporte Sur les autres Divinités ! Verrez-vous tant d'amour avec indifférence ? Quel trouble vous saisit ? Où tournez vous vos pas ?"")",0.0
