la-fontaine-daphne,quinault-persee,Score
"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",-,0.0
"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",-,0.0
"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",-,0.0
"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",-,0.0
"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",-,0.0
"('#un-berger', ""L'ennemi commun est mort."")",-,0.0
"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",-,0.0
"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",-,0.0
"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",-,0.0
"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",-,0.0
"('#un-chasseur', ""L'ours ne vit plus."")",-,0.0
"('#un-berger', ""L'ours a passe l'onde noire."")",-,0.0
"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",-,0.0
"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",-,0.0
"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",-,0.0
"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",-,0.0
"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",-,0.0
"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",-,0.0
"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",-,0.0
"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",-,0.0
"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",-,0.0
"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",-,0.0
"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",-,0.0
"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",-,0.0
"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",-,0.0
"('#aminte', 'Aurait-elle mieux répondu ?')",-,0.0
"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",-,0.0
"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",-,0.0
"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",-,0.0
"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",-,0.0
"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",-,0.0
"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",-,0.0
"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",-,0.0
"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",-,0.0
"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",-,0.0
"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",-,0.0
"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",-,0.0
"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",-,0.0
"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",-,0.0
"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",-,0.0
"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",-,0.0
"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",-,0.0
"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",-,0.0
"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",-,0.0
"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",-,0.0
"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",-,0.0
"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",-,0.0
"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",-,0.0
"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",-,0.0
"('#daphne', 'Il le faut.')",-,0.0
"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",-,0.0
"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",-,0.0
"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",-,0.0
"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",-,0.0
"('#leucippe', 'Achevez.')",-,0.0
"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",-,0.0
"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",-,0.0
"('#daphne-', ""Ne m'aimez plus."")",-,0.0
"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",-,0.0
"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",-,0.0
"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",-,0.0
"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",-,0.0
"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",-,0.0
-,"('#phronime', ""La Vertu veut choisir ce lieu pour sa retraite : C'est un heureux séjour ; tout y plaît à mes yeux."")",0.0
-,"('#megathyme', 'La Vertu fait trouver dans les plus tristes lieux Une félicité secrète')",0.0
-,"('#phronime', ""Sans la Vertu, sans son secours, On n'a point de bien véritable. Elle est toujours aimable ; Il faut l'aimer toujours."")",0.0
-,"('#megathyme', ""Elle éternise la mémoire D'un héros qui la suit. La gloire où la Vertu conduit Est la parfaite gloire."")",0.0
-,"('#phronime #megathyme', ""Suivons partout ses pas,  On ne peut la connaître  Sans aimer ses appas. Le bonheur ne peut être Où la Vertu n'est pas. La Vertu s'avance au milieu d'un troupe de suivants et de suivantes. L'innocence et les Plaisirs innocents accompagnent la Vertu."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante ! Votre empire est doux.  Avec vous, tout nous contente ; On n'est point heureux sans vous. Ô Vertu charmante, Votre empire est doux."")",0.0
-,"('#la-vertu', ""Ne vous abusez point par une vaine attente :  On n'a pas aisément les prix que je présente ; Ils coûtent mille efforts ils font mille jaloux. L'inconstante Fortune à ma nuire est constante ;  Lorsque l'on suit mes pas on s'expose à mes coups. On trouve en son fatal courroux Une hydre toujours renaissante."")",0.0
-,"('#megathyme', ""Avec vous rien n'épouvante."")",0.0
-,"('#phronime', ""On n'est point heureux sans vous."")",0.0
-,"('#phronime #megathyme #choeur', 'Ô Vertu charmante, etc.')",0.0
-,"('#la-vertu', ""Fuyons de la grandeur la pompe embarrassante ;  La retraite a des biens dont la douceur enchante Et qui sont réservés pour nous. Jouissons du bonheur d'une vie innocente ; C'est le bien le plus grand de tous."")",0.0
-,"('#phronime #megathyme #choeur', ""Ô Vertu charmante, etc. L'innocence, les Plaisirs innocents, et toute la suite de la Vertu témoignent leur joie en dansant et en chantant."")",0.0
-,"('#phronime #megathyme', ""La grandeur brillante,  qui fait tant de bruit, N'a rien qui nous tente : Le repos la fuit. Malheureux qui la suit... ! Fortune volage, Laissez-nous en paix ! Vous ne donnez jamais Qu'un pompeux esclavage : Tous vos biens n'ont que de faux attraits. Dans un doux asile Nous bornons nos voeux : Notre sort est tranquille ; C'est un bien qui doit nous rendre heureux. La Vertu couronne Ses amants constant : Heureux qui lui donne Ses soins et son temps ; Ses voeux seront contents... Fortune volage, etc. Le lieu champêtre que la Vertu a choisi pour retraite est tout-à-coup embelli d'ornements magnifiques. On voit sortir de terre un parterre de fleurs, deux rangs de statues, des berceaux dorés et des fontaines jaillissantes."")",0.0
-,"('#la-vertu', ""Qui nous fait voir ici tant de magnificence.. ? C'est la Fortune qui s'avance. Me cherchez-vous quand je vous fuis. Fortune, je sais trop que vous m'êtes contraire. Non, ce n'est pas un soin qui vous soit ordinaire D'embellir les lieux où je suis. On entend le bruit éclatant d'un grand nombre d'instruments. La Fortune s'approche : l'Abondance et la Magnificence l'accompagnent, avec une suite richement parée. Tout se réjouit et tout danse autour de la Fortune."")",0.0
-,"('#la-fortune', ""Effaçons du passé la mémoire importune ; J'ai toujours contre vous vainement combattu : Un auguste héros ordonne à la Fortune D'être en paix avec la Vertu."")",0.0
-,"('#la-vertu', ""Ah ! je le reconnais sans peine ; C'est le héros qui calme l'Univers."")",0.0
-,"('#la-fortune', ""Lui seul pour vous pouvait vaincre ma haine ; Il vous révère, et je le sers. Je l'aime constamment, moi qui suis si légère. Partout suivant ses voeux avec ardeur je cours. Vous paraissez toujours sévère, Et vous êtes toujours Ses plus chères amours."")",0.0
-,"('#la-vertu', ""Mes biens brillent moins que les vôtres.  Vous trouverez tant de coeurs qui n'adorent que vous ! Vous les enchantez presque tous."")",0.0
-,"('#la-fortune', ""Vous régnez sur un coeur qui vaut seul tous les autres. Ah ! S'il m'eût voulu suivre, il eût tout surmonté. Tout tremblait, tout cédait à l'ardeur qui l'anime. C'est vous, Vertu trop magnanime ; C'est vous qui l'avez arrêté."")",0.0
-,"('#la-vertu', ""Son grand coeur s'est mieux fait connaître, Il a fait sur lui-même un effort généreux : Il veut rendre le monde heureux. Il préfère au bonheur d'en devenir le maître, La gloire de montrer qu'il mérite de l'âtre."")",0.0
-,"('#la-vertu #la-fortune', 'Sans cesse combattons à qui servira mieux Ce héros glorieux.')",0.0
-,"('#la-vertu #la-fortune #choeurs', ""Les Dieux ne l'ont donné que pour le bien du monde, Que ses travaux sont grands ! que ses destins sont beaux ! Dans une paix profonde  Il trouve une source féconde De triomphes nouveaux. Les Dieux ne l'ont donné que pour le bien du monde."")",0.0
-,"('#la-vertu', ""Que jusque dans les jeux tout nous parle de lui. Les Dieux, qui méditaient leur plus parfait ouvrage, Autrefois dans Persée en tracèrent l'image : J'obtiendrai qu'Apollon le ranime aujourd'hui."")",0.0
-,"('#la-vertu #la-fortune', 'Mille nouveaux concerts doivent se faire entendre : Tout promet au mérite un favorable sort. Quel bien ne doit-on pas attendre De notre heureux accord ? La suite de la Vertu et le suite de la Fortune se réunissent, et témoignent leur joie par leurs danses et par leurs chants.')",0.0
-,"('#suivante-de-la-vertu #suivante-de-la-fortune', ""Quel heureux jour pour nous ! Tout suit notre envie. Quel heureux jour pour nous ! Que notre sort est doux ! La Vertu voit en paix tous ceux qui l'ont suivie : La Fortune pour eux perd son fatal courroux. Quel heureux jour pour nous, etc. Tous nos jours seront beaux ; goûtons, goûtons la vie. Rien ne trouble nos voeux, le ciel les comble tous. Quel heureux jour pour nous, etc."")",0.0
-,"('#la-vertu #la-fortune #choeurs', 'Heureuse intelligence, Douce et charmante paix, Comblez notre espérance. Douce et charmante paix, Puissiez-vous durer à jamais.')",0.0
"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#cephee', ""Je crains que Junon ne refuse D'apaiser sa haine pour nous ; Je crains, malgré vos voeux, Que l'affreuse Méduse Ne revienne servir son funeste courroux. L'Ethiopie en vain à mes lois est soumise ; Quelle espérance m'est permise, Si le ciel contre nous veut toujours être armé ? Que me sert toute ma puissance ? Contre ce monstre affreux Mon peuple est sans défense : Qui le voit est soudain en rocher transformé ; Et si Junon, que votre orgueil offense, N'arrête sa vengeance, Je serai bientôt roi d'un peuple inanimé."")",0.6695749163627625
"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#cassiope', ""Heureuse épouse, heureuse mère, Trop vaine d'un sort glorieux, Je n'ai pu m'empêcher d'exciter la colère De l'épouse du Dieu de la Terre et des Cieux ! J'ai comparé ma gloire à sa gloire immortelle. La déesse punit ma fierté Criminelle ; Mais j'espère fléchir son courroux rigoureux ; J'ordonne les célèbres Jeux Qu'à l'honneur de Junon en ces lieux on prépare Mon orgueil offensa cette divinité ; Il faut que mon respect répare Le crime de ma vanité."")",0.6107363104820251
"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#cephee', ""Je vais, avec Persée, implorer l'assistance Du dieu dont il tient la naissance ; Il est fils du plus grand des Dieux. Apaisez de Junon, la colère fatale, Ce serait pour elle en ces lieux Un objet odieux Qu'un fils de sa rivale."")",0.5965976119041443
"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#cassiope', 'Par un cruel châtiment Les Dieux vous font voir leur haine ; On les irrite aisément, On les apaise avec peine.')",0.5601801872253418
