quinault-comedie-sans-comedie,quinault-docteur-de-verre,Score
"('#clomire', ""Oui je crains deux satyres, Ils m'ont longtemps suivie et c'est ce que je fuis ?"")",-,0.0
"('#filene', ""Vous n'avez rien à craindre aux endroits où je suis. Jugez d'un différent dont à fort juste titre Tous deux conjointement nous vous rendons arbitre ; De vos divins appas l'un et l'autre est charmé, Jugez qui de nous deux mérite d'être aimé."")",-,0.0
"('#clomire', ""Ce que vous demandez me met beaucoup en peine, Je n'ai pour nul de vous ni passion, ni haine : Dites-moi vos raisons et tout considéré, Je verrai qui de vous doit être préféré."")",-,0.0
"('#filene', 'Mon bonheur...')",-,0.0
"('#dafnis', 'Mon espoir...')",-,0.0
"('#filene', 'Est certain...')",-,0.0
"('#dafnis', 'Diminue.')",-,0.0
"('#clomire', ""Filène a commencé, souffrez qu'il continue."")",-,0.0
"('#filene', ""Mon bonheur est certain puisque vous m'écoutez, Comme vos yeux, votre âme a beaucoup de clartés, Je vais puisque votre ordre ici m'en sollicite, Pour gagner votre choix parler de mon mérite : Et pour mille raisons je suis fort assuré Qu'à ce faible rival je serai préféré."")",-,0.0
"('#dafnis', ""Mon espoir diminue et tout me désespère, S'il faut par le mérite aspirer à vous plaire : Rien n'est digne de vous ; et pour plaire en ce jour Je n'ai point de raison, je n'ai que de l'amour."")",-,0.0
"('#filene', ""Jugez combien sur moi votre puissance est forte De m'avoir fait aimer après Dorise morte ! J'avais juré cent fois de n'être plus amant, Mais vos beaux yeux m'ont fait violer mon serment !"")",-,0.0
"('#dafnis', ""Je n'ai jamais brûlé que de la seule flamme, Que vos regards charmants ont portée en mon âme : Qui peut aimer deux fois, fait douter de sa foi, Mon amour doit durer et finir avec moi : Et comme votre soeur, si vous faisiez naufrage, Ma mort m'empêcherait d'être jamais volage."")",-,0.0
"('#filene', 'La bienséance encor porte à me choisir, Vos plus proches parents approuvent mon désir.')",-,0.0
"('#dafnis', ""Si j'obtiens votre choix par un bonheur extrême, Je ne veux de ce bien rien devoir qu'à vous-même."")",-,0.0
"('#filene', ""Vous aurez de la gloire à m'avoir pour époux, La race dont je sors est célèbre entre nous."")",-,0.0
"('#dafnis', ""La race dont je sors n'a jamais eu de lustre ; Mais si vous y passez, vous la rendrez illustre. La gloire qu'il promet, doit peu vous émouvoir, C'est à vous d'en donner et non d'en recevoir !"")",-,0.0
"('#filene', ""Je n'ai point de défauts dignes de votre haine, Je me vis l'autre jour encor dans la fontaine : J'eus lieu sans vanité d'être assez satisfait Et ne m'y trouvai point trop laid, ni trop mal fait."")",-,0.0
"('#dafnis', ""Ma laideur à mes voeux n'est pas ce qui s'oppose, Si je suis sans beauté, vous en êtes la cause ! Nous sommes d'un même âge et je crois justement Que nous fûmes formés dans le même moment ! La Nature voulant faire un chef-d'oeuvre rare, De ses plus riches dons ne vous fut point avare ! Et l'ingrate de moi ne se souvint qu'alors Qu'elle eut pour votre gloire épuisé ses trésors ! Pour vous être propice elle me fut cruelle : Et je serais mieux fait si vous étiez moins belle ?"")",-,0.0
"('#filene', ""Il en ferait bien croire à des esprits mal faits, Il n'a que des discours et moi j'ai des effets : Si vous aimez le bien, le sort m'a fait la grâce Qu'en richesse en ces lieux aucun ne me surpasse : J'ai des maisons au bourg, j'ai des troupeaux aux champs, Je fais fendre la terre à vingt coutres tranchants : J'ai tant de biens qu'enfin le compte en importune, Soyez-moi favorable ainsi que la Fortune."")",-,0.0
"('#dafnis', ""La Fortune jamais ne fait rien justement, Sa haine ou sa faveur est sans discernement : Votre sens est trop bon, pour avoir la pensée De suivre en votre choix celui d'une insensée, Elle hait les vertus et vous en faites cas, Enfin elle est aveugle, et vous ne l'êtes pas."")",-,0.0
"('#filene', ""Si votre choix me donne ici la préférence, Vous verrez des effets de ma reconnaissance : Je vous promets un daim par mes soins élevé, Que j'ai pour vous offrir jusqu'ici conservé."")",-,0.0
"('#dafnis', ""D'aucune offre pour moi je ne fais mon refuge, C'est à qui se sent faible, à corrompre son juge : Je ne vous promets rien jugeant en ma faveur, Je n'ai rien à donner, ayant donné mon coeur."")",-,0.0
"('#clomire', ""Il faut que s'il se peut tous deux, je vous contente, Vous Filène, pour prix de votre amour constante De mon chapeau de fleurs couronnez votre front."")",-,0.0
"('#filene', 'Ô Faveur trop charmante !')",-,0.0
"('#dafnis', 'Ô trop sensible affront !')",-,0.0
"('#clomire', 'Vous, faites-moi Dafnis don de votre guirlande ? Je prétends la porter.')",-,0.0
"('#dafnis', 'Ciel que ma gloire est grande !')",-,0.0
"('#clomire', 'Adieu.')",-,0.0
"('#dafnis', 'Je vous suis ?')",-,0.0
"('#clomire', 'Non, je crains peu de dangers, À cette heure partout on trouve des bergers.')",-,0.0
"('#filene', 'Sais-tu bien maintenant qui plaît à la bergère ?')",-,0.0
"('#dafnis', 'Je le dois bien savoir, sa réponse est fort claire.')",-,0.0
"('#filene', 'Puisque de son vouloir chacun est éclairci, Suivons donc notre accord.')",-,0.0
"('#dafnis', ""Je l'entends bien ainsi."")",-,0.0
"('#filene', ""Laisse-moi l'aimer seul, comme elle le désire !"")",-,0.0
"('#dafnis', ""Crois-moi ne raille point, tu n'as pas lieu de rire, Change et cherche autre part des traitements meilleurs."")",-,0.0
"('#filene', ""Comment, c'est toi qui dois chercher fortune ailleurs ?"")",-,0.0
"('#dafnis', ""C'est moi seul que Clomire a témoigné qu'elle aime."")",-,0.0
"('#filene', ""Ne fais point l'ignorant ?"")",-,0.0
"('#dafnis', 'Ne le fais point toi-même !')",-,0.0
"('#filene', ""Suivant le sens commun, qui m'offre de son bien, Doit m'aimer beaucoup plus que s'il m'ôtait du mien."")",-,0.0
"('#dafnis', ""Sur celui qui reçoit, qui donne a l'avantage, Qui donne ne doit rien, et qui reçoit s'engage ?"")",-,0.0
"('#filene', ""Quand le Dieu_Pan nous aime, on connaît pourtant bien Qu'il nous fait des faveurs et ne nous ôte rien."")",-,0.0
"('#dafnis', 'Quand le Dieu_Pan nous aime, il reçoit notre offrande Du même air dont Clomire a reçu ma guirlande.')",-,0.0
"('#filene', ""L'avantage sur toi clairement m'est donné, Comme vainqueur enfin suis-je pas couronné ?"")",-,0.0
"('#dafnis', ""C'est à tort sur ce point que ton esprit me brave, J'ai les marques de maître et toi celles d'esclave ? Nos guirlandes de fleurs ne sont que des liens, Les miens serrent Clomire et tu portes les siens."")",-,0.0
"('#filene', ""Ta guirlande était verte et selon l'apparence Elle veut te l'ôtant, te priver d'espérance."")",-,0.0
"('#dafnis', ""Par là de mon bonheur elle veut m'assurer, Ayant gagné son coeur, que pourrais-je espérer ? Le succès fait cesser l'espoir qui le précède Et l'on n'espère plus un bien que l'on possède ; Mais adieu, si tu vois Clomire une autre fois, Tu pourras à ta honte apprendre mieux son choix !"")",-,0.0
"('#filene', ""Nous nous trompons tous deux, un faux bien nous amuse, Loin de nous éclaircir Clomire nous abuse. Et ne se trouvant pas d'un mérite commun, Pour garder deux amants veut n'en choisir pas un : Dorise dont mon coeur révère encor les cendres Avait des sentiments plus justes et plus tendres ! Je la devais aimer même après son trépas Ou plutôt je devais ne la survivre pas ! Mais quoi ! Je crois sentir le sommeil qui me presse, Son charme avec mes sens assoupit ma tristesse ! Ô Ciel n'aurai-je point d'autre bien dans mon sort, Que celui qui me vient du frère de la Mort ! Il s'endort."")",-,0.0
"('#selvage', 'Je vois notre rival qui dort sous ces feuillages, Donnons dessus.')",-,0.0
"('#forestan', ""Tout beau, prenons nos avantages, Et pour à son réveil rendre ses efforts vains : Occupons-nous d'abord à lui lier les mains."")",-,0.0
"('#selvage', 'Fort bien.')",-,0.0
"('#montan', 'Filène est seul, approchez sans rien craindre, Je vais me retirer pour ne vous pas contraindre. Il se retire.')",-,0.0
"('#dorise', 'Courons à la vengeance, il faut à cet instant Porter le coup mortel à ce coeur inconstant, Avançons, mais que vois-je ? On attente à sa vie ! Lâches retirez-vous ; ou craignez ma furie.')",-,0.0
"('#filene', ""Ciel où suis-je et qu'entends-je !"")",-,0.0
"('#selvage', 'Évitons son courroux, Nous ne pouvons ici rien gagner que des coups.')",-,0.0
"('#dorise', 'Ils sont bien loin, souffrez que ma main vous délie, Berger vous êtes libre.')",-,0.0
"('#filene', 'Oui je vous dois la vie ! Et je borne à présent mes souhaits les plus doux À trouver les moyens de la perdre pour vous !')",-,0.0
"('#dorise', ""Traître il en faut trouver les moyens tout à l'heure, Défends-toi si tu peux ?"")",-,0.0
"('#filene', ""Non il faut que je meure ! Si vous voulez ma vie, il faut vous contenter. La main dont je la tiens, a droit de me l'ôter !"")",-,0.0
"('#dorise', ""Je veux te l'arracher plutôt que te la prendre ; Et tu m'obligeras si tu l'oses défendre !"")",-,0.0
"('#filene', ""Non je m'offre à vos coups ; mais quel prodige ô Cieux ! Vois-je pas de Dorise et les traits et les yeux ?"")",-,0.0
"('#dorise', ""J'en ai les mêmes traits ; mais non pas la même âme, C'est au lieu de l'amour le dépit qui m'enflamme ; Je suis Dorise enfin ; mais Dorise en fureur, Qui veut non te gagner ; mais t'arracher le coeur."")",-,0.0
"('#filene', ""Hé bien contentez-vous ; ma perte est légitime ! Mon repentir est grand ; mais bien moins que mon crime ! Mon coeur perdant l'espoir d'oser vivre pour vous, Met son bonheur dernier à mourir de vos coups ! Frappez donc !"")",-,0.0
"('#dorise', ""C'est en vain, que le dépit m'en presse Je n'en ai pas la force, ingrat, je le confesse !"")",-,0.0
"('#filene', ""Je ne dois pas mourir d'une si belle main Mon bras doit me punir !"")",-,0.0
"('#dorise', 'Non, arrête inhumain ! Je hais Filène ingrat ; mais malgré ma colère ; Filène repentant ne me saurait déplaire.')",-,0.0
"('#filene', ""C'est traiter un perfide avec trop de douceur ; Mais qui fait à la hâte avancer votre soeur ?"")",-,0.0
"('#clomire', ""A-t-on jamais parlé d'une telle insolence ? Deux satyres affreux avecque violence Ici près à l'instant auraient su m'enlever Sans Dafnis que les Dieux ont fait lors arriver !"")",-,0.0
"('#dafnis', 'Bergère assurez-vous, ces lâches sont en fuite.')",-,0.0
"('#clomire', ""À quel malheur sans vous aurais-je été réduite ! Ma vie et mon honneur ne sont dûs qu'à vos soins Et me donnant à vous, je ne vous dois pas moins."")",-,0.0
"('#dafnis', ""Vous ne me devez rien, Bergère incomparable ! À qui fait son devoir, on n'est point redevable : Et je reçois de vous cet excès de bonté Comme on reçoit un bien qu'on n'a pas mérité ; Mais de dépit Filène en va perdre la vie."")",-,0.0
"('#filene', ""Je ne sais qui de nous est plus digne d'envie. Cet adorable objet qui me promet sa foi, Me rend autant heureux et plus content que toi."")",-,0.0
"('#clomire', ""Mais comment d'un Berger votre âme est-elle éprise ?"")",-,0.0
"('#dorise', ""Sous l'habit de Berger reconnaissez Dorise."")",-,0.0
"('#clomire', ""Ma soeur Dorise, ô Ciel ! Quel miracle nouveau A pu défendre aux flots d'être votre tombeau."")",-,0.0
"('#dafnis', ""En ces lieux à présent le soleil importune, Allons dans le logis apprendre sa fortune, Et nous préparer tous pour le bienheureux jour Où l'hymen doit enfin couronner notre amour."")",-,0.0
"('#isabelle', ""Ma lettre est achevée et c'est à toi de prendre Le soin de la donner en main propre à Tersandre, Tu sais que cet écrit l'invite à s'opposer Aux desseins du Docteur qui me doit épouser : Si mon Père en sortant venait à te surprendre, Souviens-toi du secret que je viens de t'apprendre."")","('#isabelle', ""Ma lettre est achevée, et c'est à toi de prendre Le soin de la donner en main propre à Tersandre. Tu sais que cet écrit l'invite à s'opposer Aux desseins du Docteur qui me doit épouser. Si mon père, en sortant, venait à te surprendre, Souviens-toi du secret que je viens de t'apprendre."")",0.9849203824996948
"('#marine', ""Il suffit, j'ai su l'art dès mes plus jeunes ans D'en donner à garder aux vieillards défiants."")","('#marine', ""Il suffit ; j'ai su l'art, dès mes plus jeunes ans, D'en donner à garder aux vieillards défiants. La Fleur se place sur un siège au coin du théâtre."")",0.7436035871505737
"('#isabelle', ""Écoute encor deux mots, songe bien à lui dire Que hier il eut grand tort de manquer de m'écrire, Que de mon triste hymen l'empressement s'accroît Et qu'en son peu de soin, son peu d'amour paraît."")","('#isabelle', ""Écoute encor deux mots songe bien à lui dire, Qu'hier il eut grand tort de manquer de m'écrire, Que de mon triste hymen l'empressement s'accroît, Et qu'en son peu de soin son peu d'amour paraît."")",0.9768837690353394
"('#marine', ""Rentrez, il ne faut pas m'en dire davantage."")","('#marine', ""Rentrez ; il ne faut pas m'en dire davantage."")",0.9780126810073853
"('#isabelle', 'Surtout sonde-le bien touchant mon mariage. Isabelle rentre.')","('#isabelle', 'Surtout, sonde-le bien touchant mon mariage. Isabelle rentre.')",0.9876640439033508
"('#marine', ""Allez, pour réussir dans ces commissions Je n'ai pas grand besoin de vos instructions : Sortons vite, ah j'entends notre vieillard qui crache ! Je porte ce billet et crains qu'il ne le sache, S'il l'attrape en mon sein, il sera bien subtil."")","('#marine', ""Allez, pour réussir dans ces commissions, Je n'ai pas grand besoin de vos instructions. Sortons vite. Ah ! J'entends notre vieillard qui crache ; Je porte ce billet, et crains qu'il ne le sache S'il l'attrape en mon sein, il sera bien subtil."")",0.9594203233718872
"('#panfile', 'Marine écoute un mot ?')","('#panfile', 'Marine, écoute un mot.')",0.7425664663314819
"('#marine', 'Monsieur que vous plaît-il ?')","('#marine', 'Monsieur, que vous plaît-il ?')",0.9753237366676331
"('#panfile', ""Tu sais fort bien qu'en toi j'ai confiance entière, Dis-moi que fait ma fille ?"")","('#panfile', ""Tu sais fort bien qu'en toi j'ai confiance entière : Dis-moi, que fait ma fille ?"")",0.9883177876472473
"('#marine', 'Elle fait sa prière.')","('#marine', 'Elle fait sa prière.')",0.9999998807907104
"('#panfile', ""Vraiment j'en suis fort aise, on ne peut faire mieux, Sitôt qu'on voit le jour d'en rendre grâce aux Dieux : Je m'en vais assister au temple au sacrifice, Pour ne pas l'interrompre en ce saint exercice."")","('#panfile', ""Vraiment j'en suis fort aise on ne peut faire mieux, Sitôt qu'on voit le jour, d'en rendre grâce aux Dieux. Je m'en vais assister, au temple, au sacrifice, Pour ne pas l'interrompre en ce saint exercice."")",0.9619081020355225
"('#marine', ""C'est bien fait."")","('#marine', ""C'est bien fait."")",1.0
"('#panfile', ""Mais Marine avant que de sortir De ses désirs secrets voudrais-tu m'avertir ? Tu sais que pour mari je lui destine un homme Qui n'eut jamais d'égal dans Athènes et dans Rome : Un savant, mais savant qui ne ressemble pas Ceux qui sont d'ordinaire aussi gueux que des rats ; Et qui sait pour charmer l'âme la plus farouche, Parler d'or de la main, ainsi que de la bouche. D'où provient que ma fille en cette occasion, Témoigne pour l'hymen si grande aversion ; Et n'aurait-elle point par une ardeur fatale De même que sa soeur fait voeu d'être Vestale ?"")","('#panfile', ""Mais Marine avant que de sortir, De ses désirs secrets voudrais-tu m'avertir? Tu sais que pour mari je lui destine un homme, Qui n'eut jamais d'égal dans Athènes et dans Rome : Un savant, mais savant qui ne ressemble pas Ceux qui sont, d'ordinaire, aussi gueux que des rats, Et qui sait, pour charmer l'âme la plus farouche, Parler d'or de la main, ainsi que de la bouche. D'où provient que ma fille, en cette occasion, Témoigne pour l'hymen si grande aversion ? Et n'aurait-elle point, par une ardeur fatale, De même que sa soeur, fait voeu d'être vestale ?"")",0.9854654669761658
"('#marine', ""Pour moi, je ne crois pas à dire vérité, Qu'elle ait jusques ici fait voeu de chasteté ; Et cette aversion où votre choix l'engage Est plus pour le mari que pour le mariage. L'époux qu'on lui destine est un barbon hideux, Plus propre à ressentir des glaçons que des feux : Cet objet ne doit pas toucher une jeune âme. Lorsqu'on fait demander une fille pour femme, Une telle demande a toujours des appas ; Mais c'est le demandeur qui souvent ne plaît pas : Si vous ne l'eussiez point refusée à Tersandre, Sans peine au mariage on l'eût fait condescendre."")","('#marine', ""Pour moi, je ne crois pas, à dire vérité, Qu'elle ait, jusques ici, fait voeu de chasteté ; Et cette aversion, où votre choix t'engage, Est plus pour le mari que pour le mariage. L'époux qu'on lui destine est un barbon hideux, Plus propre à ressentir des glaçons que des feux Cet objet ne doit pas toucher une jeune âme. Lorsqu'on fait demander une fille pour femme, Une telle demande a toujours des appas Mais c'est le demandeur qui souvent ne plaît pas. Si vous ne l'eussiez point refusée à Tersandre, Sans peine au mariage on l'eut fait condescendre."")",0.9828607439994812
"('#panfile', 'Le Docteur est plus riche.')","('#panfile', 'Le Docteur est plus riche.')",1.0000001192092896
"('#marine', ""Oui, mais c'est son vieux corps Qu'elle doit épouser et non pas ses trésors."")","('#marine', ""Oui, mais c'est son vieux corps Qu'elle doit épouser, et non pas ses trésors."")",0.9951192736625671
"('#panfile', ""Mais pour ce jeune amant ce conteur de fleurettes, N'a-t-elle point aussi des passions secrètes ?"")","('#panfile', ""Mais pour ce jeune amant, ce conteur de fleurettes, N'a-t-elle point aussi des passions secrètes ?"")",0.993362307548523
"('#marine', ""Vous lui faites grand tort d'avoir de tels soupçons, Votre fille est fort sage, elle suit mes leçons."")","('#marine', ""Vous lui faites grand tort d'avoir de tels soupçons Votre fille est fort sage ; elle suit mes leçons."")",0.9841780066490173
"('#panfile', ""Je t'estime fidèle, il faut que je te croie ; Mais quel est ce papier ? Il voit la lettre."")","('#panfile', ""Je t'estime fidèle ; il faut que je te croie. Mais quel est ce papier ? Il voit la lettre."")",0.9930601716041565
"('#marine', ""Ce n'est rien."")","('#marine', ""Ce n'est rien."")",0.9999996423721313
"('#panfile', 'Que je voie.')","('#panfile', 'Que je voie.')",1.0
"('#marine', ""À d'autres : je connais quel est votre dessein, Vous voulez m'approcher pour me toucher le sein. Qui ne vous connaîtrait ?"")","('#marine', ""À d'autres je connais quel est votre dessein ; Vous voulez m'approcher pour me toucher le sein. Qui ne vous connaîtrait..."")",0.9722838401794434
"('#panfile', ""C'est ?"")","('#panfile', ""C'est..."")",0.6346569657325745
"('#marine', ""Vous avez beau dire Vous n'y toucherez point."")","('#marine', ""Vous avez beau dire ; Vous n'y toucherez point."")",0.9771649837493896
"('#panfile', 'Mais !')","('#panfile', 'Mais.')",0.7554801106452942
"('#marine', 'Mais vous voulez rire ?')","('#marine', 'Mais vous voulez rire !')",0.9640272855758667
"('#panfile', ""Ce papier que j'ai vu, doit être un billet_doux ?"")","('#panfile', ""Ce papier que j'ai vu doit être un billet doux."")",0.7766962647438049
"('#marine', ""C'est de mon serviteur ; en êtes-vous jaloux ?"")","('#marine', ""C'est de mon serviteur ; en êtes-vous jaloux ?"")",0.9999998211860657
"('#panfile', ""Va, tu n'es qu'une folle, adieu je vais au Temple. Son procédé me donne un soupçon sans exemple, Sortons pour la surprendre. Bas."")","('#panfile', ""Va, tu n'es qu'une folle. Adieu je vais au temple. Son procédé me donne un soupçon sans exemple : Sortons pour la surprendre. Bas."")",0.9420623183250427
"('#marine', ""Il s'en va fort content ; Mais serrons autre part ce billet important."")","('#marine', ""Il s'en va fort content. Mais serrons autre part ce billet important."")",0.9841131567955017
"('#panfile', ""Retournons doucement, j'espère de la sorte Arracher de ses mains le papier qu'elle porte."")","('#panfile', ""Retournons doucement j'espère, de la sorte, Arracher de ses mains le papier qu'elle porte."")",0.9804472923278809
"('#marine', ""La lettre est chiffonnée, il faut la plier mieux, Ma foi le vieux pénard n'est point malicieux."")","('#marine', ""La lettre est chiffonnée ; il faut la plier mieux. Ma foi, le vieux pénard n'est point malicieux."")",0.9804171919822693
"('#panfile', 'Voyons ton innocence, ou bien ton artifice.')","('#panfile', 'Voyons ton innocence, ou bien ton artifice.')",0.9999997615814209
"('#marine', 'Quoi vous ouvrez ma lettre ?')","('#marine', 'Quoi ! Vous ouvrez ma lettre.')",0.8953773975372314
"('#panfile', ""Oui, mais c'est sans malice, Cet écrit tel qu'il est sans adresse et sans seing, De ma fille pourtant je découvre la main, Parle à qui portes-tu cette lettre fatale De la part d'Isabelle ?"")","('#panfile', ""Oui, mais c'est sans malice. Cet écrit, tel qu'il est, sans adresse et sans seing, De ma fille, pourtant, me découvre la main. Parle, à qui portes-tu cette lettre fatale De la part d'Isabelle ?"")",0.9591584205627441
"('#marine', 'À sa soeur la Vestale.')","('#marine', 'À sa soeur vestale.')",0.8590655326843262
"('#panfile', ""C'est plutôt à Tersandre ?"")","('#panfile', ""C'est plutôt à Tersandre."")",0.9168663024902344
"('#marine', 'Ah ne le croyez point !')","('#marine', 'Ah ! Ne le croyez point.')",0.9735537767410278
"('#panfile', ""La lecture pourra m'éclaircir sur ce point. Hé bien oseras-tu maintenant déloyale Dire que cet écrit soit pour une Vestale ? Ma fille par tes mains l'envoie à son amant. Le peu de soin que tu prends de m'écrire, ne m'empêche pas d'être encore sensible à l'amour, des vertus l'obéissance est celle qui sur toutes me plaît la moins, heureuse entre les filles est celle qui n'a point de parents qui aiment le bien ; on me presse d'épouser un vieux Docteur en vain, j'ai promis de n'y consentir jamais, sans plus songer, à ma promesse il faut que je satisfasse, mon père tâche par des remontrances de me faire accepter ce vieil amant que je ne hais point sans raison, ceux qui m'aiment se feront connaître s'ils s'opposent à ce mariage.  Il lit."")","('#panfile', ""La lecture pourra m'éclaircir sur ce point. Hé bien ! Oseras-tu maintenant, déloyale, Dire que cet écrit soit pour une vestale ? Ma fille, par tes mains, l'envoie à son amant. Le peu de soin que tu prends de m'écrire ne m'empêche pas d'être encore sensible à l'amour.  Des vertus, l'obéissance est celle qui, sur toutes, me plaît la moins.  Heureuse entre les filles est celle qui n'a point de parents qui aiment le bien !  On me presse d'épouser un vieux Docteur en vain ; j'ai promis de n'y consentir jamais ; sans plus songer, à ma promesse il faut que je satisfasse.  Mon père tâche, par des remontrances, de me faire accepter ce vieil amant que je ne hais point sans raison.  Ceux qui m'aiment se feront connaître, s'ils s'opposent à ce mariage. Il lit."")",0.9608216285705566
"('#marine', ""Vous lui faites grand tort, Monsieur, assurément, Vous ne lisez pas bien et j'y mettrais ma vie."")","('#marine', ""Vous lui faites grand tort, Monsieur assurément Vous ne lisez pas bien, et j'y mettrais ma vie."")",0.9709839820861816
"('#panfile', 'Ô Ciel vit-on jamais plus grande effronterie !')","('#panfile', 'Ô Ciel ! Vit-on jamais plus grande effronterie !')",0.9557170867919922
"('#marine', ""Pour qui me prenez-vous, de grâce parlez mieux, Monsieur j'ai de l'honneur."")","('#marine', ""Pour qui me prenez-vous ? De grâce, parlez mieux, Monsieur, j'ai de l'honneur."")",0.9675629138946533
"('#panfile', ""Et moi j'ai de bons yeux."")","('#panfile', ""Et moi j'ai de bons yeux."")",1.0
"('#marine', ""N'en déplaise pourtant à vos grandes lunettes, Je crois que vous avez les visières mal nettes ; Regardez de plus près, le sens pourra changer."")","('#marine', ""N'en déplaise pourtant à vos grandes lunettes, Je crois que vous avez les visières mal nettes Regardez de plus près : le sens pourra changer."")",0.9913321733474731
"('#panfile', 'La traîtresse a dessein de me faire enrager.')","('#panfile', 'La traîtresse a dessein de me faire enrager.')",0.9999999403953552
"('#marine', 'Vous nous faites, Monsieur, une injustice extrême, Je connais ma maîtresse.')","('#marine', 'Vous nous faites, Monsieur, une injustice extrême : Je connais ma maîtresse.')",0.9561262130737305
"('#panfile', 'Hé bien, lis donc toi-même !')","('#panfile', 'Hé bien ! Lis donc toi-même.')",0.9453994035720825
"('#marine', ""Si je ne vous fais voir que ces mots seulement S'adressent à sa soeur et non à son amant, Et que c'est sans raison que vous m'avez criée, Que puissé-je mourir sans être mariée. Vous me pouvez bien croire après un tel serment."")","('#marine', ""Si je ne vous fais voir que ces mots seulement S'adressent à sa soeur, et non à son amant, Et que c'est sans raison que vous m'avez criée, Que puisse-je mourir sans être mariée ! Vous me pouvez bien croire après un tel serment."")",0.9930722117424011
"('#panfile', ""J'en doute, hâte-toi de lire promptement."")","('#panfile', ""J'en doute ; hâte-toi de lire promptement."")",0.9742211699485779
"('#marine', ""Le peu de soin que tu prends de m'écrire ne m'empêche pas d'être encore sensible à l'amour des vertus, l'obéissance est celle qui sur toutes me plaît, la moins heureuse entre les filles est celle qui n'a point de parents qui aiment le bien ; on me presse d'épouser un vieux Docteur, en vain j'ai promis de n'y consentir jamais, sans plus songer à ma promesse, il faut que je satisfasse mon père, tâche par des remontrances de me faire accepter ce vieil amant que je ne hais point, sans raison ceux qui m'aiment se feront connaître s'ils s'opposent à ce mariage. "")","('#marine', ""Le peu de soin que tu prends de m'écrire ne m'empêche pas d'être encore sensible à l'amour des vertus. L'obéissance est celle qui, sur toutes, me plaît.  La moins heureuse entre filles est celle qui n'a point de parents qui aiment le bien.  On me presse d'épouser un vieux Docteur : en vain j'ai promis de n'y consentir jamais sans songer à ma promesse, il faut que je satisfasse mon père.  Tâche, par des remontrances, de me faire accepter ce vieil amant que je ne hais point : sans raison ceux qui m'aiment se feront connaître, s'ils s'opposent à ce mariage."")",0.9732491970062256
"('#panfile', 'Dieux sans changer un mot comment se peut-il faire, Que ce sens se rencontre au premier si contraire ?')","('#panfile', 'Dieux sans changer un mot, comment se peut-il faire Que ce sens se rencontre au premier si contraire ?')",0.9704591631889343
"('#marine', ""Hé bien n'aviez-vous pas l'esprit préoccupé !"")","('#marine', ""Hé bien ! N'aviez-vous pas l'esprit préoccupé ?"")",0.9415040612220764
"('#panfile', ""Les points qui sont omis, doivent m'avoir trompé, Les filles de ce temps estiment ridicules Celles dont les écrits sont remplis de virgules."")","('#panfile', ""Les points qui sont omis doivent m'avoir trompé : Les filles de ce temps estiment ridicules Celles dont les écrits sont remplis de virgules."")",0.9709966778755188
"('#marine', ""Votre humeur fort sujette aux paniques terreurs, Est le défaut qui seul a causé vos erreurs : Je vous l'avais bien dit, votre fille est bien née, Vous m'avez fait injure et l'avez soupçonnée ; J'en crève de dépit."")","('#marine', ""Votre humeur, fort sujette aux paniques terreurs, Est le défaut qui seul a causé vos erreurs. Je vous l'avais bien dit : votre fille est bien née. Vous m'avez fait injure, et l'avez soupçonnée ; J'en crève de dépit."")",0.9830334782600403
"('#panfile', 'Marine excuse-moi, Je jure de jamais ne douter de ta foi.')","('#panfile', 'Marine, excuse-moi. Je jure de jamais ne douter de ta foi.')",0.9878213405609131
"('#marine', 'Vous avez eu grand tort !')","('#marine', 'Vous avez eu grand tort.')",0.9382940530776978
"('#panfile', 'Oui je te le confesse.')","('#panfile', 'Oui, je te le confesse.')",0.9742981791496277
"('#marine', 'Rendez-moi mon billet Monsieur, le temps me presse !')","('#marine', 'Rendez-moi mon billet, Monsieur le temps me presse.')",0.9598302841186523
"('#panfile', 'Je le ferai tenir.')","('#panfile', 'Je le ferai tenir.')",1.0
"('#marine', ""Il n'en n'est pas besoin."")","('#marine', ""Il n'en est pas besoin."")",0.9774073362350464
"('#panfile', ""Va, quelqu'un de mes gens t'épargnera ce soin. Et pour mieux employer ton temps et ton adresse, À l'hymen du Docteur dispose ta maîtresse."")","('#panfile', ""Va, quelqu'un de mes gens t'épargnera ce soin Et, pour mieux employer ton temps et ton adresse, À l'hymen du Docteur dispose ta maîtresse."")",0.9944168329238892
"('#marine', 'Mais la presserez-vous ?')","('#marine', 'Mais la presserez-vous ?')",0.9999997615814209
"('#panfile', ""Oui, dis-lui de ma part Qu'il le faut épouser dès demain au plus tard."")","('#panfile', ""Oui, dis-lui de ma part, Qu'il le faut épouser dès demain, au plus tard."")",0.9931796789169312
"('#marine', ""Je crains fort d'aborder ma maîtresse Isabelle, Je serai mal reçue avec cette nouvelle."")","('#marine', ""Je crains fort d'aborder ma maîtresse Isabelle Je serai mal reçue avec cette nouvelle."")",0.9864047169685364
"('#isabelle', 'Si mon Père est levé, donnons-lui le bonjour, Sortons ; mais quoi Marine est déjà de retour ?')","('#isabelle', 'Si mon père est levé, donnons-lui le bonjour. Sortons. Mais, quoi Marine est déjà de retour ?')",0.969559371471405
