garnier-bradamante,la-calprenede-bradamante,Score
"('#beatrix', ""Jésus ! Il vous recherche autant qu'un plus sortable. Il vient du bord Grégeois sans crainte des dangers Qu'on trouve à traverser des pays étrangers, Navré de votre amour : vos yeux (étrange chose !) Lui ont votre beauté dans la poitrine enclose Sans jamais l'avoir vue. Et qui eut onc pensé Voir un tison d'amour de si loin élancé ? Cet amour qui vous suit lui décoche de France Un garrot, qui le navre au détroit de Byzance : Il sert une beauté que jamais il ne vit, Il ne connaît la dame en qui son âme vit. Enfant vraiment royal, ta nature est gentille D'aimer si chèrement la vertu d'une fille. Elle te doit beaucoup : un coeur serait cruel Qui ne te voudrait rendre un amour mutuel. Qu'en dites-vous, mon oeil ?"")",-,0.0
"('#bradamante', 'Je ne saurais que dire.')",-,0.0
"('#beatrix', ""Certes il mérite bien d'avoir ce qu'il désire."")",-,0.0
"('#bradamante', ""Je le crois bien, Madame, et sans l'affection Que je porte et à vous et à ma nation, L'incomparable France, il serait mon image, S'il est aussi vaillant qu'honnête de courage."")",-,0.0
"('#beatrix', ""Sans la France ? Et pourquoi ? L'Orient volontiers N'est pas si plantureux comme sont ces quartiers ! C'est le pays d'amour, de douceur, de délices, De plaisir, d'abondance."")",-,0.0
"('#bradamante', 'Et de beaucoup de vices.')",-,0.0
"('#beatrix', ""Comme un autre terroir : il n'est moins vertueux Que ce rude séjour, mais bien plus fructueux. Seule on ne doit priser la contrée où nous sommes ; Tout ce terrestre rond est le pays des hommes Comme l'air des oiseaux, et des poissons la mer : Un lieu comme un étui ne nous doit enfermer."")",-,0.0
"('#bradamante', 'Mais le pays natal, ha, ne sais quelle force, Et ne sais quel appas qui les hommes amorce Et les attire à soi.')",-,0.0
"('#beatrix', ""Tout cela n'y fait rien. Le pays est partout où l'on se trouve bien. La terre est aux mortels une maison commune : Dieu sème en tous endroits notre bonne fortune. Partant cette douceur ne vous doit abuser, Et vous faire un tel bien sottement refuser. Quant à moi, s'il vous plaît, je vous serai compagne, Et lairrai volontiers la France et l'Allemagne. Aymon fera de même ; ainsi ne plaindrez-vous De laisser la patrie, étant avecques nous."")",-,0.0
"('#bradamante', ""Je ne sais plus que dire ; il me faut d'autres ruses ; Elle rabat l'acier de toutes mes excuses."")",-,0.0
"('#beatrix', ""N'ayez peur, mon amour, que sur nos âges vieux Un voyage si long nous soit laborieux. N'ayez peur, n'ayez peur, qu'il nous ennuie en Grèce : Nous aurons mille fois plus qu'ici de liesse, Vous voyant pour mari le fils d'un Empereur, Dont le nom redouté donne au monde terreur. Vrai Dieu ! Quel grand plaisir, quelle parfaite joie ! Mais qu'un petit César entre vos bras je vois, Ou dedans mon giron, qui porte sur le front Les beaux traits de son père et de ceux de Clairmont ! De qui tout l'Orient festoiera la naissance, Et qui tout l'Orient remplira d'espérance De voir un jour la France et l'empire Grégeois Marcher sous l'étendart du Monarque Français, Battre les Sarrasins, et avecque l'épée Déraciner leur nom de la terre occupée ! Ne sera-ce un grand heur, que cette affinité Porte au peuple chrétien si grande utilité ? S'il ne vous chaut de nous, le public vous émeuve."")",-,0.0
"('#bradamante', ""Vous savez qu'il convient que sa force il éprouve, Et que l'accord est tel de ma nocière loi Qu'il faut qu'avec l'épée on soit vainqueur de moi."")",-,0.0
"('#beatrix', 'Ô ma fille, pour Dieu laissez cette folie.')",-,0.0
"('#bradamante', ""Il en faut venir là, l'ordonnance nous lie."")",-,0.0
"('#beatrix', 'Cette ordonnance est folle, il la faut révoquer.')",-,0.0
"('#bradamante', ""Révoquer un édit, c'est du Roi se moquer."")",-,0.0
"('#beatrix', ""Aussi n'est-ce que jeu. Qui jamais ouï dire Que pour se marier il se fallut occire ? Les combats de l'amour ne sont guère sanglants ; Ils se font en champ clos entre des linceuls blancs, On y est désarmé : car d'hymen les querelles Se vident seulement par armes naturelles. Non non ma fille non ; nous ne souffrirons point Que ce jeune seigneur vous caresse en ce point. Ce n'est pas le moyen de traiter mariage Que s'entre-massacrer d'un horrible carnage. Les Tigres, les Lyons, et les sauvages Ours N'exercèrent jamais si cruelles amours. Aussi voyons-nous bien que l'entreprise est faite De ce combat nocier pour servir de défaite, Et frauder nos desseins, voulant par le danger D'une future mort tout le monde étranger ; Et que Roger tout seul, certain de sa conquête, Se vienne présenter à la victoire prête. Ô chose vergogneuse ! Ô l'impudicité Des filles de présent ! Ô quelle indignité! Une jeune pucelle être bien si hardie De vouloir un époux prendre à sa fantaisie, Sans respect des parents qui ont l'autorité De lui bailler parti selon sa qualité ! Or allez, courez tôt, dépouillez toute feinte ; Bannissez toute honte et toute honnête crainte ; Cherchez, suivez, trouvez ce Roger, ce cruel, Qui votre pauvre coeur ronge continuel. Offrez-vous toute à lui, priez-le de vous prendre Et faire tant pour nous que d'être notre gendre. Ô Vierge mère ! Où suis-je ? En quel temps vivons-nous ? Que la mort ne vomit contre moi son courroux Pour ne voir ce deffame ? Aussi bien après l'heure De cet épousement il faudra que je meure, Et qu'Aymon, le pauvre homme, aille conter là bas Que sa fille impudique a filé son trépas."")",-,0.0
"('#bradamante', ""Madame, cette ardeur n'est en moi si ancrée Qu'il faille pour aimer que je vous désagrée."")",-,0.0
"('#beatrix', 'Hé ! hé !')",-,0.0
"('#bradamante', ""Je vous supplie, n'ayez pas cette peur."")",-,0.0
"('#beatrix', 'Hé ! hé ! hé !')",-,0.0
"('#bradamante', ""Car plutôt je m'ouvrirai le coeur, Plutôt de mille morts sera ma vie éteinte, Qu'à mon honneur je donne une honteuse atteinte. L'amitié que je porte aux vertus de Roger Ne fera, si Dieu plaît, vos vieux ans abréger. Je l'aime, il est certain, autant que sa vaillance Peut d'une chaste fille avoir de bienveillance : Mais non que pour son bien ni pour le mien aussi Je vous veuille jamais donner aucun souci. D'un austère couvent je vais religieuse Amortir le flambeau de mon âme amoureuse, En prières et voeux passant mes tristes jours, En paissant mon esprit de célestes discours."")",-,0.0
"('#beatrix', ""Comment, religieuse ? Êtes-vous bien si folle De m'avoir voulu dire une telle parole ?"")",-,0.0
"('#bradamante', ""J'y seraI, s'il vous plaît, puis que j'en ai fait voeu."")",-,0.0
"('#beatrix', 'Vous ne sauriez vouer, ce pouvoir nous est dû.')",-,0.0
"('#bradamante', ""L'on ne peut empêcher qu'à Dieu l'on se dédie."")",-,0.0
"('#beatrix', 'Cette dévotion serait tôt refroidie.')",-,0.0
"('#bradamante', ""Non sera : ce désir jà de longtemps m'a pris La vie me déplaît, j'ai le monde à mépris."")",-,0.0
"('#beatrix', 'Quoi ? Parlez-vous à bon ?')",-,0.0
"('#bradamante', ""C'est chose sérieuse."")",-,0.0
"('#beatrix', 'Comment, de vous allez rendre religieuse ?')",-,0.0
"('#bradamante', ""D'y aller des demain : le plutôt vaut le mieux."")",-,0.0
"('#beatrix', 'Non ferez, si Dieu plaît.')",-,0.0
"('#bradamante', ""Le temps m'est ennuyeux."")",-,0.0
"('#beatrix', ""Comment, ma chère vie, auriez-vous bien en l'âme Ce triste pensement, qui jà le coeur m'entame ?"")",-,0.0
"('#bradamante', ""Je serai bien heureuse en un si digne lieu, Où je m'emploierai toute au service de Dieu."")",-,0.0
"('#beatrix', ""Plutôt présentement puissé-je tomber morte, Que vivante, ô m'amour, je vous perde en la sorte! Ne vous aurai-je point en mes propos déplu ? N'aurai-je imprudemment votre courroux ému ? Vous ai-je été trop rude ? Hélas ! N'y prenez garde, Ne vous en fâchez point, j'ai failli par mégarde. Plutôt ayez Roger, allez-le poursuivant, Que vous enfermer vive aux cloîtres d'un couvent."")",-,0.0
"('#bradamante', 'Je ne veux épouser homme qui ne vous plaise.')",-,0.0
"('#beatrix', ""Mon_Dieu! ne craignez point, j'en serai bien fort aise! Aymon le voudra bien. Je m'en vais le trouver Pour l'induire à vouloir cet accord approuver. Las! ne pleurez donc point ; serenez votre face ; Essuyez-vous les yeux et leur rendez leur grâce ; Vous me faites mourir de vous voir soupirer. Hé! Dieu qu'un enfant peut nos esprits martyrer !"")",-,0.0
"('#leon', ""Si par votre valeur qui n'a point de pareille, Bradamante j'acquiers, du monde la merveille, Que j'en recevrai d'aise, et que j'aurai d'honneur ! Ô que je vous serai tenu d'un si grand heur!"")",-,0.0
"('#roger', 'Ah ! Quel malheur me suit ! Méchante destinée!')",-,0.0
"('#leon', ""Mon âme à la servir est si fort obstinée, À l'aimer, l'adorer, qu'en moi plus je ne vis ; Je ne vis qu'en ses yeux, que jamais je ne vis. Une heure m'est un siècle, un jour mille ans me dure, Que je ne suis l'objet de si belle figure."")",-,0.0
"('#roger', ""Hélas pauvre Roger, qu'extrême est ton malheur!"")",-,0.0
"('#leon', ""Que n'est à mon amour égale ma valeur, Pour mériter sa grâce ! Ô Nature fautière, Indigne tu m'as fait de cette âme emperière! Je ne me suis pas bon, je connais mon défaut ; De la main d'un plus digne accommoder me faut. Pourquoi me connaissant me suis-je laissé prendre Aux rets d'une beauté que je ne puis prétendre ? Amour est bien aveugle, aveugle il est vraiment, De nous contraindre aimer si dissemblablement. Las! frère, c'est de vous qu'elle dût être dame."")",-,0.0
"('#roger', ""Ha propos douloureux qui me torturent l'âme! Ma force s'affaiblit ; frissonner je me vois ; Mon sang et sens se trouble et ne suis plus à moi."")",-,0.0
"('#leon', 'Quoi ? vous sentez-vous mal ? La couleur vous abaisse.')",-,0.0
"('#roger', 'Vos langoureux discours me plongent en tristesse.')",-,0.0
"('#leon', ""Ha là mon bon ami, c'est de franche amitié Que vous avez ainsi de mes tourments pitié. Prenons bon coeur tous deux, car aujourd'hui j'espère Recevoir beaucoup d'heur."")",-,0.0
"('#roger', 'Moi beaucoup de misère.')",-,0.0
"('#leon', ""Je serai de ma Dame aujourd'hui le vainqueur, Et tenu d'un chacun pour brave belliqueur Par votre vaillantise : or' qu'il soit déshonnête De se vouloir parer d'une fausse conquête."")",-,0.0
"('#roger', ""Ma vie est toute votre ; elle fut aux enfers Si, prompt, vous ne m'eussiez tiré d'entre les fers. Quand au fond d'une tour votre tante inhumaine Me détint pour souffrir une cruelle peine, Votre âme pitoyable élargir me voulut. Vous me fustes alors ma vie et mon salut. Faites-en votre propre ; elle vous est acquise. Ne craignez le hasard d'une dure entreprise : Pour vous je gravirai sur les rochers moussus, Et plongerai mon chef dedans les flots bossus ; J'irai nu de poitrine à travers mille piques, A travers les lions et les ourses Libyques. Je ne vis que pour vous, et déjà m'est à tard Que je n'entre pour vous en quelque bon hasard. J'irai quand vous plaira sous vos armes combattre La guerrière beauté que votre âme idolâtre."")",-,0.0
"('#leon', ""Mon frère, ô que le jour bienheureux m'éclaira, Quand des seps outrageux ma main vous retira. Nulle chose m'émeut à ce plaisir vous faire, Sinon votre vertu, qui nous était contraire. C'est un étrange cas, le dommage que fît Votre extrême valeur, quand elle nous défit, M'engrava dedans l'âme une amitié soudaine, Au lieu de vous porter une implacable haine. Mais vraiment votre coeur en est bien dégagé. Je vous suis maintenant beaucoup plus obligé. Par vous j'aurai le bien qui d'amour me consomme."")",-,0.0
"('#roger', 'Et moi le plus grief mal que jamais souffrit homme.')",-,0.0
"('#leon', ""Je vais voir l'Empereur."")",-,0.0
"('#roger', 'Le coeur au sein me bat.')",-,0.0
"('#leon', 'Pour entendre le temps et le lieu du combat : Demeurez en la tente.')",-,0.0
"('#roger', 'Allez à la bonne heure.')",-,0.0
"('#leon', 'Je reviendrai bientôt.')",-,0.0
-,"('#leon', 'Que vous me haïrez pour cette lâcheté. ')",0.0
-,"('#roger', 'Ne jugez point si mal de ma fidélité. ')",0.0
-,"('#leon', ""Je veux à vos dépens acheter ma fortune,  Ha ne trouvez-vous point ma requête importune ?  Toutefois si parmi vos sentiments guerriers  Vous mêlâtes jamais les myrtes aux lauriers :  Et si vous connaissez ce que peut sur une âme  Le transport violent d'une amoureuse flamme,  Vous excuserez tout. "")",0.0
-,"('#roger', ""Hormis ce compliment,  Traitez-moi je vous prie un peu plus franchement,  Pourrais-je être qu'à vous après ce bon office. "")",0.0
-,"('#leon', ""C'est trop se souvenir de si peu de service :  Vous êtes redevable à ma seule amitié.  J'eus pour vous du respect non pas de la pitié :  Ayant été témoin d'une valeur si rare,  Je fis ce qu'aurait fait l'âme la plus barbare,  Et j'ai dégénéré de toute ma maison,  Ne trahissant les miens qu'après leur trahison.  J'ai soulagé des fers ces mains victorieuses,  Pour suivre à l'avenir vos traces glorieuses,  Pour me rendre vaillant vous imitant de loin  Mais je commence mal, vous en êtes témoin.  Toutefois s'il est vrai que la mort m'épouvante,  Que je sois pour jamais privé de Bradamante,  Que par un coup du Ciel je meurs devant vous,  Si je craignis jamais de mourir de ses coups.  Je tiendrais ce trépas pour ma première gloire :  Mais je perds l'espérance, en perdant la victoire.  J'ai trop peu de valeur pour hasarder ce bien,  Et si je suis vaincu, je ne possède rien. "")",0.0
-,"('#roger', 'Fut-il jamais malheur à mon malheur semblable ? ')",0.0
-,"('#leon', 'De quoi pâlissez-vous ? ')",0.0
-,"('#roger', ""Ma crainte est pardonnable,  Et ce commandement me serait bien plus doux,  Si j'étais plus vaillant, ou plus heureux que vous. "")",0.0
-,"('#leon', 'Ah ne me parlez plus contre votre pensée. ')",0.0
-,"('#roger', ""Dans votre passion mon âme intéressée,  N'a rien appréhendé que pour vous seulement,  Et vous hasardez trop en cet événement,  Puisque votre repos sur ma valeur se fonde. "")",0.0
-,"('#leon', ""Je m'assure sur vous mieux que sur tout le monde. "")",0.0
-,"('#roger', ""Aussi pour vous servir je voudrais tout oser,  Et ce que j'en ai dit, n'est pas pour m'excuser.  J'irai, j'irai pour vous combattre Bradamante,  Et quand j'aurais pour elle une ardeur violente,  Fut-ce de mon malheur l'inévitable arrêt,  Je me dépouillerais de tout mon intérêt,  Et je voudrais pour vous me combattre moi-même. "")",0.0
-,"('#leon', ""Mais comment m'acquitter de ce bienfait extrême ? "")",0.0
-,"('#roger', 'Je sais ce que je dois à qui je dois le jour. ')",0.0
-,"('#leon', ""Cet acte officieux me le rend à son tour,  Et je reconnais bien que je suis exécrable,  Si je cache à quel point je vous suis redevable :  Si je n'offre à vos pieds et mes empires et moi.  Bien donc sur cet espoir je vais trouver le Roi.  Je vous quitte un moment, Ciel fais que je périsse,  Si je puis être ingrat après un tel service. "")",0.0
-,"('#roger', ""Doncques cette valeur que j'ai reçu des Cieux,  M'est un présent fatal, un don pernicieux,  Qui ne me doit servir qu'à ma propre ruine :  Ô Ciel à quel malheur ta rigueur me destine :  J'adore Bradamante, et cette passion  Doit céder lâchement à l'obligation.  Je cesse de haïr pour un bienfait extrême,  Dont je dois m'acquitter en me perdant moi-même.  Mais puisqu'en le faisant je fais ce que je dois,  Je ne murmure point contre ses justes lois.  Oui je te combattrai, ma chère Bradamante,  Et quoique je trahisse une fidèle amante,  Contre qui le devoir l'emporte sur l'amour,  Je te puis satisfaire en me privant du jour. "")",0.0
-,"('#bradamante', ""Mon coeur ne retient plus la douleur qui te presse,  Il est vrai ce perfide a faussé sa promesse,  L'ingrat a violé sa foi.  Il n'a point de regret de t'avoir délaissée,  Et ne souvient plus de toi,  Quoiqu'il vive dans ta pensée.  Quel esprit prévoyant eut reconnu la feinte  Des serments qu'il me fit d'une amitié si sainte,  Et de tant de fidélité ?  Que j'eusse cru faillir contre mon grand courage,  De soupçonner de lâcheté,  Ses discours et son beau visage.  Comme votre beauté, disait-il, est extrême,  Dans sa perfection mon amour est de même,  Et le feu si pur et si beau,  Qui parmi les mortels me brûle et me captive,  Me doit encor dans le tombeau,  Brûler d'une flamme plus vive.  Que la longueur du temps, ou des lieux nous sépare,  Rien ne peut ébranler une amitié si rare.  On ne verra jamais changer  Les résolutions d'une âme si constante,  Et je ne serai plus Roger,  Quand je vivrai sans Bradamante.  Ce discours redoublait une naissante flamme,  Je crus que ce beau corps logeait une belle âme,  Incapable de trahison.  Sa peine, je l'avoue, ébranla ma constance,  Je le crus aimer par raison,  Et je l'aimai par innocence.  Tout_à_coup, sans ouvrir son dessein à personne,  Et sans me dire adieu le traître m'abandonne,  Et s'éloigne de cette Cour.  Il habite possible une terre inconnue,  Où de quelque nouvelle amour  Son âme est déjà retenue.  Abuse déloyal, abuse autant de Dames,  Que tu reconnaîtras capables de tes flammes,  Invente de nouveaux serments,  Dont ta fidélité dans leurs âmes s'imprime,  Tu sais que les Dieux aux Amants,  Ont permis de jurer sans crime.  Toutefois je ne puis forcer cette puissance,  Qui m'oblige à t'aimer après ton inconstance,  Oui, je t'aime encore Roger,  Et malgré la raison qui veut que je t'oublie,  Il n'est pas en moi de changer,  Pour rompre le noeud qui nous lie. "")",0.0
-,"('#hipalque', 'Marfise vous attend pour aller chez le Roi. ')",0.0
-,"('#bradamante', ""Elle est de mon repos plus soigneuse que moi.  C'est pour voir ce Léon : je la suivrai, n'importe,  Où l'avez-vous laissée ? "")",0.0
-,"('#hipalque', 'Auprès de votre porte. ')",0.0
-,"('#charles', ""Ma parole est donnée, il n'en faut plus parler. "")",0.0
-,"('#aymon', ""Si votre Majesté la voulait rappeler,  Je me pourrais servir des droits de la naissance,  Et j'aurais sur les miens une entière puissance ;  Je ne me plaindrais pas d'avoir cent mille fois,  Pour le bien de l'État sué sous le harnois,  De vous avoir suivi dans toutes vos conquêtes,  Même depuis que l'âge a fait blanchir nos têtes.  Si vous laissiez agir le sang et la raison,  Si j'étais absolu dans ma seule maison,  Et s'il m'était permis de tenir ma promesse,  Pour n'être pas ingrat au Monarque de Grèce  Pardonnez ce discours à mon ressentiment,  L'affront que je reçois m'ôte le jugement.  J'intercède sans fruit pour une ingrate fille,  Au lieu d'âtre absolu sur toute ma famille  Sa désobéissance avance mon trépas,  Et je cherche son bien, qu'elle ne connaît pas. "")",0.0
-,"('#renaud', ""Former sans apparence un bien imaginaire,  C'est se paître de vent et d'une ombre légère,  Des Sceptres, des grandeurs, ne sont pas un vrai bien,  Et qui ne vit content, il ne possède rien. "")",0.0
-,"('#aymon', ""Vous de qui le conseil trompa son innocence,  Et qui favorisez sa désobéissance,  Alléguez-vous pour elle une seule raison ?  Si j'étais absolu dans ma seule maison,  Pouvait-elle choisir un parti plus sortable ?  Roger avec Léon, qu'a-t-il de comparable ?  L'un doit paraître un jour dans cet illustre rang,  Que l'on a vu tenir aux Princes de son sang.  L'autre n'a que la cape et l'épée en partage,  Et s'il se peut vanter c'est d'un peu de courage. "")",0.0
-,"('#renaud', ""Oui, sa seule vertu doit le recommander,  Comme le plus grand bien qui se peut posséder.  Aussi vaut-elle mieux que l'éclat d'un Empire,  Et l'honneur est un bien que l'on ne peut détruire.  Ceux dont l'ambition se ravale si fort,  Suivant un faux bonheur sont esclaves du sort,  Aux belles actions avoir l'âme occupée,  Ne recevoir la loi que de sa seule épée,  Et ne voir les grandeurs qu'avecque des mépris,  C'est où doivent butter les généreux esprits.  Le bien de la Fortune est un bien périssable,  Et tous ses fondements ne sont que sur du sable.  Outre que si Roger n'a pas reçu des Cieux,  Ces frivoles grandeurs que vous aimez le mieux :  Si le sort en naissant lui ravit ses Provinces,  Vous savez toutefois qu'il est issu de Princes,  La Fortune et les siens l'ont toujours combattu,  Et l'ont privé de tout, hormis de la vertu,  Quoiqu'il ne soit pas Roi, sa naissance est Royale. "")",0.0
-,"('#aymon', ""Mais celle de Léon n'en a qu'une d'égale,  Et vous témoignerez, puisque vous l'avez déjà vu,  S'il est de qualité dont il ne soit pourvu.  N'est-il pas jeune, beau, n'est-il pas agréable ?  N'est-il pas courageux, bref n'est-il pas aimable ?  Et cette fille ingrate, à moins que se haïr,  Ne devrait-elle pas l'aimer et m'obéir ? "")",0.0
-,"('#renaud', 'Une inclination ne peut être forcée. ')",0.0
-,"('#aymon', ""C'est que pour son Roger Bradamante est blessée.  C'est qu'elle est sans esprit et, vous sans amitié.  Oui, son aveuglement vous dût faire pitié,  Et vous devriez rougir de vos conseils perfides,  Qui perdent une soeur, et font des parricides.  Réservez vos avis pour une autre saison,  Et me laissez tout seul gouverner ma maison.  J'ai plus d'âge que vous et plus d'expérience,  Et vous m'êtes suspect après tant d'insolence.  Quoi ! Vous mêler déjà de me faire la loi,  Est-ce à vous, je vous prie, à gouverner chez moi ?  Et prenant sur les miens une injuste licence,  Obliger un ami par cette récompense.  Vous acquérir Roger avec un tel présent.  Ô le bon naturel, ô le fils complaisant ! "")",0.0
-,"('#renaud', 'Mais si ma soeur le veut, malgré votre promesse,  La voulez-vous forcer pour le Prince de Grèce ? ')",0.0
-,"('#aymon', 'Oui, je lui ferais voir sans le respect du Roi. ')",0.0
-,"('#renaud', ""Sa justice à propos vous impose la loi.  S'il est assez vaillant pour vaincre Bradamante,  Il faudra bien alors que ma soeur y consente.  Si ce malheur arrive. "")",0.0
-,"('#aymon', 'Il vous trompera tous.  Il est plus courageux et plus vaillant que vous.  Ingrat. ')",0.0
-,"('#charles', ""L'événement éclaircira l'affaire.  Vous vous piquez Aymon. "")",0.0
-,"('#aymon', ""J'ai raison de le faire,  Et votre Majesté me peut bien excuser. "")",0.0
-,"('#charles', ""Mais le meilleur pour vous est de vous apaiser,  Et d'espérer du Ciel une si bonne issue,  Qu'elle confirmera l'espérance conçue.  Mais recevons ce Prince, il s'approche de nous. "")",0.0
-,"('#charles', 'Vous venez sur le point, que nous parlions de vous. ')",0.0
-,"('#leon', ""N'ayant point mérité d'être en votre mémoire,  Par un tel souvenir vous me comblez de gloire. "")",0.0
-,"('#charles', 'Et bien depuis le temps que vous êtes venu,  Quels divertissements vous ont entretenu ?  Est-il rien dans ma Cour capable de vous plaire ? ')",0.0
-,"('#leon', ""L'esprit le plus chagrin s'y pourrait satisfaire :  Je n'ai vu rien encor que rare et que charmant. "")",0.0
-,"('#charles', ""Et je vois dans ces mots l'intérêt d'un amant.  Confessez que ce bien se doit à Bradamante,  Qu'à son occasion ce séjour vous contente,  Et que notre climat a pour vous des appas,  Qui sans cette beauté ne nous toucheraient pas. "")",0.0
-,"('#leon', ""Il est vrai q'un amant dont l'ardeur est extrême,  Ne peut aimer un lieu privé de ce qu'il aime :  Mais dans ma passion, et mon aveuglement,  Encore je conserve un peu de jugement.  Bradamante n'a rien qui ne soit adorable :  Mais aussi votre Cour n'a rien de comparable,  L'univers la révère, et ces grands chevaliers,  Qui sont de votre État les généreux piliers,  Relèvent bien l'éclat de votre diadème,  Mais il reçoit surtout le lustre de vous-même. "")",0.0
-,"('#charles', 'De grâce, désormais, dites-en un peu moins. ')",0.0
-,"('#leon', ""J'ai de ce que je dis tous les hommes témoins.  Mais quoique tout le monde avecque moi l'avoue,  Si votre Majesté ne veut pas qu'on la loue,  Je lui veux obéir et changer de discours,  Mais tout mon entretien sera de mes amours.  Sire, c'est de regret qu'une ardeur véhémente  Me fera malgré moi combattre Bradamante.  Mais si le seul combat me la doit accorder,  Si par ce seul moyen on la peut posséder,  Je le veux entreprendre avec votre licence.  Je sais que votre Édit en donne la puissance,  Et sur ce seul espoir je me suis présenté,  Pour obtenir ce bien de votre Majesté.  Voilà, Sire, en deux mots le sujet qui m'arrête,  Si vous me refuser d'accorder ma requête. "")",0.0
-,"('#charles', ""Ce n'est pas d'aujourd'hui que nous avons connu  Le généreux dessein qui vous a retenu.  Il est vrai que déjà ma parole m'engage,  Mais je ne doute point d'un si brave courage,  Et je crois que l'amour vous doit favoriser.  Bien donc, vous en pouvez, librement disposer,  Elle n'en recevra qu'une parfaite joie.  Mais comment à propos le bonheur nous l'envoie ! "")",0.0
-,"('#charles', ""Si pour l'amour de vous être félicité,  Se pouvait appeler un e importunité,  Certes votre beauté me serait importune :  Mais elle aide au contraire à ma bonne fortune,  Je lui suis obligé de donner tant d'amour,  Puisqu'un nombre d'amants embellit notre cour. "")",0.0
-,"('#bradamante', ""Si votre Majesté se donne cette peine  Pour ceux-là seulement que ce sujet y mène,  Vous êtes si bénin que j'espère en effet,  D'obtenir le pardon du mal qu'ils vous ont fait.  Leur nombre est si bien grand, que dans toute la France  Un seul n'a point paru de puis votre ordonnance.  Bradamante leur plaît ; mais elle coûte cher,  Et personne à ce prix ne la veut rechercher. "")",0.0
-,"('#leon', ""Certes ma passion serait trop offensée,  Si vous n'aviez parlé contre votre pensée.  Jamais aucun péril ne me divertira  De la fidélité que mon coeur vous jura,  Pour vous la conserver toujours inviolable. "")",0.0
-,"('#bradamante', 'À trop de passion je suis trop redevable. ')",0.0
-,"('#charles', ""Et pour vous assurer de son affection,  Je vous veux avertir de son intention.  Bradamante à la fin il faut courir aux armes,  Se servir d'autres traits que de ceux de vos charmes.  Il faut prendre demain la salade et l'écu,  Pour combattre celui que vous avez vaincu.  Le voilà résolu de tenter la fortune. "")",0.0
-,"('#bradamante', ""Il est donc de deux-là que le jour importune :  Mais si peu de sujet ne l'obligera pas,  S'il a du jugement, à courir au trépas.  Sa main sera bien mieux pour un autre occupée,  Je ne mérite pas qu'il donne un coup d'épée. "")",0.0
-,"('#leon', ""Si quelque autre moyen vous pouvait acquérir,  J'y courrais à clos yeux sans crainte de périr,  Et me parût le Ciel contraire ou favorable,  J'aurais dans mon malheur un sort trop honorable.  Mais puisque maintenant il ne m'est pas permis  D'avoir d'autre destin, ni d'autres ennemis,  Il faut que de son gré la victime s'apprête,  Et mette entre vos mains cette coupable tête,  Que vous devez punir de sa témérité,  Ou me récompenser de ma fidélité. "")",0.0
-,"('#bradamante', ""Ce courage à la fin mérite Bradamante.  Oui, Léon, il est juste il faut qu'on vous contente.  Je voudrais que déjà vous fussiez satisfait.  Mais toutefois l'honneur que votre amour me fait,  M'oblige à vous donner un conseil salutaire.  Monsieur, déportez-vous d'un dessein téméraire,  Il tient encor à vous d'éviter ce malheur,  Ou bien soyez muni d'une rare valeur,  Vous courez un danger plus grand que l'on ne pense. "")",0.0
-,"('#leon', ""Amour contre vos coups est toute ma défense,  Il les détournera sans bouger de ce coeur,  Redoublera ma force et me rendra vainqueur.  Si le Ciel m'est contraire, et que sur la poussière,  Je trébuche à vos pieds privé de la lumière,  Quels dieux, fussent-ils tous libres de passion,  Ne seront envieux de ma condition ?  Voir bâtir mon tombeau par une main si belle,  N'est-ce pas me combler d'une gloire éternelle ? "")",0.0
-,"('#marphise', ""Je n'envierai jamais un semblable bonheur,  J'aime mieux de mon gré lui quitter cet honneur. "")",0.0
-,"('#aymon', ""Pour le repos commun il serait nécessaire,  Qu'on ne se mêlât point que de son propre affaire.  Mais la confusion est si grande aujourd'hui,  Que chacun met le nez aux familles d'autrui.  Madame croyez-moi qu'en ce qui ne nous touche,  Nous ferions beaucoup mieux de n'ouvrir point la bouche. "")",0.0
-,"('#marphise', ""Quoi Monsieur, est-ce à moi que vous parlez ?  Certes c'est sans sujet que vous me querellez.  Mes soins sont bien ailleurs que dans votre famille. "")",0.0
-,"('#aymon', ""Pourtant vous vous mêlez de gouverner ma fille,  Lui donner des conseils qui troublent sa raison,  Et vous avez déjà divisé ma maison.  Renaud est son asile, et vous sa confidente.  Et tous deux recherchez sa ruine apparente.  Madame, c'est de là que naissent mes regrets,  Vous ne la conseillez que pour vos intérêts,  Ou les vôtres à part, pour ceux de votre frère. "")",0.0
-,"('#marphise', ""Elle pourrait ici témoigner le contraire,  Et que j'aime son bien que vous n'avancez pas.  L'or, les biens, les grandeurs ont pour vous des appas,  Et l'éternelle soif de votre humeur avare,  Pour votre propre sang vous a rendu barbare.  Doit-elle relever votre condition,  Et servir d'instrument à votre ambition ?  Et la contraindrez-vous de se rendre amoureuse,  Pour élever pour vous une fortune heureuse ?  Monsieur, vous avez tort de me faire parler,  Je ne suis pas d'humeur de rien dissimuler :  Et les fortes raisons qui combattent pour elle,  Me feront à jamais embrasser sa querelle. "")",0.0
-,"('#aymon', 'Je soutiendrai la mienne, et je lui ferai voir,  Que si je la puis ranger aux termes du devoir.  Suffit que désormais que rien ne vous intéresse,  Que de vos actions vous soyez la maîtresse,  Sans plus vous informer comment on vit chez moi. ')",0.0
