moliere-impromptu-versailles,sand-roi-attend,Score
"('#mademoiselle-du-parc', ""Vous voyez, je viens attendre ici la sortie d'un homme avec qui j'ai une affaire à démêler. "")",-,0.0
"('#mademoiselle-moliere', 'Et moi de même. ')",-,0.0
"('#moliere', 'Mesdames voilà des coffres qui vous serviront de fauteuils. ')",-,0.0
"('#mademoiselle-du-parc', ""Allons, Madame, prenez place, s'il vous plaît. "")",-,0.0
"('#mademoiselle-moliere', 'Après vous, Madame.')",-,0.0
"('#moliere', ""Bon, après ces petites cérémonies muettes chacun prendra place, et parlera assis, hors les Marquis, qui tantôt se lèveront, et tantôt s'assoiront suivant leur inquiétude naturelle.  Parbleu, Chevalier, tu devrais faire prendre médecine à tes canons. "")",-,0.0
"('#brecourt', 'Comment ? ')",-,0.0
"('#moliere', 'Ils se portent fort mal. ')",-,0.0
"('#brecourt', 'Serviteur à la turlupinade ! ')",-,0.0
"('#mademoiselle-moliere', ""Mon_Dieu, Madame, que je vous trouve le teint d'une blancheur éblouissante, et les lèvres d'un[e] couleur de feu surprenant ! "")",-,0.0
"('#mademoiselle-du-parc', ""Ah !  Que dites-vous là, Madame, ne me regardez point, je suis du dernier laid aujourd'hui. "")",-,0.0
"('#mademoiselle-moliere', 'Eh, Madame, levez un peu votre coiffe. ')",-,0.0
"('#mademoiselle-du-parc', 'Fi, je suis épouvantable, vous dis-je, et je me fais peur à moi-même. ')",-,0.0
"('#mademoiselle-moliere', 'Vous êtes si belle.')",-,0.0
"('#mademoiselle-du-parc', 'Point, point. ')",-,0.0
"('#mademoiselle-moliere', 'Montrez-vous. ')",-,0.0
"('#mademoiselle-du-parc', 'Ah !  Fi donc, je vous prie.')",-,0.0
"('#mademoiselle-moliere', 'De grâce. ')",-,0.0
"('#mademoiselle-du-parc', 'Mon_Dieu, non. ')",-,0.0
"('#mademoiselle-moliere', 'Si fait. ')",-,0.0
"('#mademoiselle-du-parc', 'Vous me désespérez. ')",-,0.0
"('#mademoiselle-moliere', 'Un moment. ')",-,0.0
"('#mademoiselle-du-parc', 'Ahy. ')",-,0.0
"('#mademoiselle-moliere', 'Résolument vous vous montrerez, on ne peut point se passer de vous voir. ')",-,0.0
"('#mademoiselle-du-parc', 'Mon_Dieu, que vous êtes une étrange personne, vous voulez furieusement ce que vous voulez. ')",-,0.0
"('#mademoiselle-moliere', ""Ah !  Madame, vous n'avez aucun désavantage à paraître au grand jour je vous jure.  Les méchantes gens qui assuraient que vous mettiez quelque chose ; vraiment, je les démentirai bien maintenant. "")",-,0.0
"('#mademoiselle-du-parc', ""Hélas !  Je ne sais pas seulement ce qu'on appelle mettre quelque chose. Mais où vont ces dames ? "")",-,0.0
"('#mademoiselle-de-brie', ""Vous voulez bien, Mesdames, que nous vous donnions en passant la plus agréable nouvelle du monde.  Voilà Monsieur Lysidas qui vient de nous avertir qu'on a fait une pièce contre Molière, que les grands Comédiens vont jouer. "")",-,0.0
"('#moliere', ""Il est vrai, on me l'a voulu lire ; et c'est un nommé br... Brou... Brossaut qui l'a faite. "")",-,0.0
"('#du-croisy', ""Monsieur, elle est affichée sous le nom de Boursau[l]t, mais à vous dire le secret, bien des gens ont mis la main à cet ouvrage, et l'on en doit concevoir une assez haute attente.  Comme tous les auteurs, et tous les comédiens regardent Molière comme leur plus grand ennemi, nous nous sommes tous unis pour le desservir ; chacun de nous a donné un coup de pinceau à son portrait, mais nous nous sommes bien gardés d'y mettre nos noms ; il lui aurait été trop glorieux de succomber aux yeux du monde, sous les efforts de tout le Parnasse ; et pour rendre sa défaite plus ignominieuse, nous avons voulu choisir tout exprès un auteur sans réputation. "")",-,0.0
"('#mademoiselle-du-parc', ""Pour moi je vous avoue que j'en ai toutes les joies imaginables. "")",-,0.0
"('#moliere', 'Et moi aussi.  Par la sang-bleu le railleur sera raillé, il aura sur les doigts ma foi ! ')",-,0.0
"('#mademoiselle-du-parc', ""Cela lui apprendra à vouloir satiriser tout.  Comment cet impertinent ne veut pas que les femmes aient de l'esprit, il condamne toutes nos expressions élevées, et prétend que nous parlions toujours terre à terre ! "")",-,0.0
"('#mademoiselle-de-brie', ""Le langage n'est rien ; mais il censure tous nos attachements quelque innocents qu'ils puissent être, et de la façon qu'il en parle, c'est être criminelle que d'avoir du mérite. "")",-,0.0
"('#mademoiselle-du-croisy', ""Cela est insupportable, il n'y a pas une femme qui puisse plus rien faire, que ne laisse-t-il en repos nos maris, sans leur ouvrir les yeux, et leur faire prendre garde à des choses, dont ils ne s'avisent pas ? "")",-,0.0
"('#mademoiselle-bejart', ""Passe pour tout cela, mais il satirise même les femmes de bien, et ce méchant plaisant leur donne le titre d'honnêtes diablesses. "")",-,0.0
"('#mademoiselle-moliere', ""C'est un impertinent.  Il faut qu'il en ait tout le soûl. "")",-,0.0
"('#du-croisy', ""La représentation de cette comédie, Madame, aura besoin d'être appuyée, et les comédiens de l'Hôtel... "")",-,0.0
"('#mademoiselle-du-parc', ""Mon_Dieu, qu'ils n'appréhendent rien, je leur garantis le succès de leur pièce corps pour corps. "")",-,0.0
"('#mademoiselle-moliere', ""Vous avez raison, Madame, trop de gens sont intéressés à la trouver belle.  Je vous laisse à penser si tous ceux qui se croient satirisés par Molière, ne prendront pas l'occasion de se venger de lui en applaudissant à cette comédie. "")",-,0.0
"('#brecourt', ""Sans doute, et pour moi je réponds de douze Marquis, de six Précieuses, de vingt Coquettes, et de trente Cocus, qui ne manqueront pas d'y battre des mains. "")",-,0.0
"('#mademoiselle-moliere', 'En effet.  Pourquoi aller offenser toutes ces personnes-là, et particulièrement les cocus, qui sont les meilleurs gens du monde ? ')",-,0.0
"('#moliere', ""Par la sang-bleu, on m'a dit qu'on le va dauber lui et toutes ses comédies de la belle manière, et que les comédiens et les auteurs, depuis le cèdre jusqu'à l'hysope, sont diablement animés contre lui. "")",-,0.0
"('#mademoiselle-moliere', ""Cela lui sied fort bien, pourquoi fait-il de méchantes pièces que tout Paris va voir, et où il peint si bien les gens, que chacun s'y connaît ; que ne fait-il des comédies comme celles de Monsieur Lysidas, il n'aurait personne contre lui, et tous les auteurs en diraient du bien.  Il est vrai que de semblables comédies n'ont pas ce grand concours de monde ; mais en revanche elles sont toujours bien écrites, personne n'écrit contre elles, et tous ceux qui les voient meurent d'envie de les trouver belles. "")",-,0.0
"('#du-croisy', ""Il est vrai que j'ai l'avantage de ne point faire d'ennemis, et que tous mes ouvrages ont l'approbation des savants. "")",-,0.0
"('#mademoiselle-moliere', ""Vous faites bien d'être content de vous, cela vaut mieux que tous les applaudissements du public, et que tout l'argent qu'on saurait gagner aux pièces de Molière.  Que vous importe qu'il vienne du monde à vos comédies, pourvu qu'elles soient approuvées par messieurs vos confrères ? "")",-,0.0
"('#la-grange', 'Mais quand jouera-t-on le Portrait du Peintre ? ')",-,0.0
"('#du-croisy', 'Je ne sais, mais je me prépare fort à paraître des premiers sur les rangs, pour crier voilà qui est beau.')",-,0.0
"('#moliere', 'Et moi de même parbleu.')",-,0.0
"('#la-grange', 'Et moi aussi, Dieu me sauve ! ')",-,0.0
"('#mademoiselle-du-parc', ""Pour moi j'y payerai de ma personne comme il faut, et je réponds d'une bravoure d'approbation qui mettra en déroute tous les jugements ennemis, c'est bien la moindre chose que nous devions faire, que d'épauler de nos louanges le vengeur de nos intérêts. "")",-,0.0
"('#mademoiselle-moliere', ""C'est fort bien dit. "")",-,0.0
"('#mademoiselle-de-brie', ""Et ce qu'il nous faut faire toutes. "")",-,0.0
"('#mademoiselle-bejart', 'Assurément. ')",-,0.0
"('#mademoiselle-du-croisy', 'Sans doute. ')",-,0.0
"('#mademoiselle-herve', 'Point de quartier à ce contrefaiseur de gens. ')",-,0.0
"('#moliere', 'Ma foi, Chevalier, mon ami, il faudra que ton Molière se cache? ')",-,0.0
"('#brecourt', ""Qui lui !  Je te promets Marquis qu'il fait dessein d'aller sur le théâtre rire avec tous les autres du portrait qu'on a fait de lui. "")",-,0.0
"('#moliere', ""Parbleu !  Ce sera donc du bout des dents qu'il y rira. "")",-,0.0
"('#brecourt', ""Va, va, peut-être qu'il y trouvera plus de sujets de rire que tu ne penses.  On m'a montré la pièce, et comme tout ce qu'il y a d'agréable, sont effectivement les idées qui ont été prises de Molière, la joie que cela pourra donner n'aura pas lieu de lui déplaire sans doute ; car pour l'endroit où on s'efforce de le noircir, je suis le plus trompé du monde si cela est approuvé de personne.  Et quant à tous les gens qu'ils ont tâché d'animer contre lui, sur ce qu'il fait, dit-on, des portraits trop ressemblants, outre que cela est de fort mauvaise grâce, je ne vois rien de plus ridicule et de plus mal repris, et je n'avais pas cru jusqu'ici que ce fût un sujet de blâme pour un comédien, que de peindre trop bien les hommes. "")",-,0.0
"('#la-grange', ""Les comédiens m'ont dit qu'ils l'attendaient sur la réponse, et que... "")",-,0.0
"('#brecourt', ""Sur la réponse !  Ma foi je le trouverais un grand fou, s'il se mettait en peine de répondre à leurs invectives, tout le monde sait assez de quel motif elles peuvent partir ; et la meilleure réponse qu'il leur puisse faire, c'est une comédie qui réussisse comme toutes ses autres.  Voilà le vrai moyen de se venger d'eux comme il faut, et de l'humeur dont je les connais ; je suis fort assuré qu'une pièce nouvelle qui leur enlèvera le monde les fâchera bien plus, que toutes les satires qu'on pourrait faire de leurs personnes. "")",-,0.0
"('#moliere', 'Mais, Chevalier... ')",-,0.0
"('#mademoiselle-bejart', ""Souffrez que j'interrompe pour un peu la répétition, voulez-vous que je vous dise, si j'avais été en votre place, j'aurais poussé les choses autrement.  Tout le monde attend de vous une réponse vigoureuse, et après la manière dont on m'a dit que vous étiez traité dans cette comédie, vous étiez en droit de tout dire contre les comédiens, et vous deviez n'en épargner aucun. "")",-,0.0
"('#moliere', ""J'enrage de vous ouïr parler de la sorte, et voilà votre manie, à vous autres femmes.  Vous voudriez que je prisse feu d'abord contre eux, et qu'à leur exemple j'allasse éclater promptement en invectives et en injures.  Le bel honneur que j'en pourrais tirer, et le grand dépit que je leur ferais.  Ne se sont-ils pas préparés de bonne volonté à ces sortes de choses ; et lorsqu'ils ont délibéré s'ils joueraient le Portrait du Peintre, sur la crainte d'une riposte, quelques-uns d'entre eux n'ont-ils pas répondu qu'il nous rende toutes les injures qu'il voudra, pourvu que nous gagnions de l'argent ?  N'est-ce pas là, la marque d'une âme fort sensible à la honte, et ne me vengerais-je pas bien d'eux en leur donnant ce qu'ils veulent bien recevoir ? "")",-,0.0
"('#mademoiselle-de-brie', ""Ils se sont fort plaints, toutefois, de trois ou quatre mots que vous avez dits d'eux dans la Critique et dans vos Précieuses. "")",-,0.0
"('#moliere', ""Il est vrai, ces trois ou quatre mots sont fort offensants, et ils ont grande raison de les citer.  Allez, allez, ce n'est pas cela.  Le plus grand mal que je leur aie fait, c'est que j'ai eu le bonheur de plaire un peu plus qu'ils n'auraient voulu, et tout leur procédé depuis que nous sommes venus à Paris a trop marqué ce qui les touche ; mais laissons-les faire tant qu'ils voudront ; toutes leurs entreprises ne doivent point m'inquiéter.  Ils critiquent mes pièces, tant mieux, et Dieu me garde d'en faire jamais qui leur plaise, ce serait une mauvaise affaire pour moi. "")",-,0.0
"('#mademoiselle-de-brie', ""Il n'y a pas grand plaisir pourtant à voir déchirer ses ouvrages. "")",-,0.0
"('#moliere', ""Et qu'est-ce que cela me fait, n'ai-je pas obtenu de ma comédie tout ce que j'en voulais obtenir, puisqu'elle a eu le bonheur d'agréer aux augustes personnes, à qui particulièrement je m'efforce de plaire ?  N'ai-je pas lieu d'être satisfait de sa destinée, et toutes leurs censures ne viennent-elles pas trop tard ?  Est-ce moi, je vous prie, que cela regarde maintenant ; et lorsqu'on attaque une pièce qui a eu du succès, n'est-ce pas attaquer plutôt le jugement de ceux qui l'ont approuvée, que l'art de celui qui l'a faite ? "")",-,0.0
"('#mademoiselle-de-brie', ""Ma foi, j'aurais joué ce petit Monsieur l'auteur, qui se mêle d'écrire contre des gens qui ne songent pas à lui. "")",-,0.0
"('#moliere', ""Vous êtes folle.  Le beau sujet à divertir la Cour que Monsieur Boursau[l]t !  Je voudrais bien savoir de quelle façon on pourrait l'ajuster pour le rendre plaisant, et si quand on le bernerait sur un théâtre, il serait assez heureux pour faire rire le monde, ce lui serait trop d'honneur, que d'être joué devant une auguste assemblée, il ne demanderait pas mieux ; et il m'attaque de gaieté de coeur, pour se faire connaître, de quelque façon que ce soit.  C'est un homme qui n'a rien à perdre, et les comédiens ne me l'ont déchaîné, que pour m'engager à une sotte guerre, et me détourner par cet artifice, des autres ouvrages que j'ai à faire ; et cependant vous êtes assez simples pour donner toutes dans ce panneau, mais enfin j'en ferai ma déclaration publiquement.  Je ne prétends faire aucune réponse à toutes leurs critiques et leurs contre-critiques.  Qu'ils disent tous les maux du monde de mes pièces, j'en suis d'accord.  Qu'ils s'en saisissent après nous, qu'ils les retournent comme un habit pour les mettre sur leur théâtre, et tâchent à profiter de quelque agrément qu'on y trouve, et d'un peu de bonheur que j'ai, j'y consens, ils en ont besoin ; et je serai bien aise de contribuer à les faire subsister, pourvu qu'ils se contentent de ce que je puis leur accorder avec bienséance.  La courtoisie doit avoir des bornes, et il y a des choses qui ne font rire ni les spectateurs, ni celui dont on parle.  Je leur abandonne de bon coeur mes ouvrages, ma figure, mes gestes, mes paroles, mon ton de voix, et ma façon de réciter, pour en faire, et dire tout ce qu'il leur plaira, s'ils en peuvent tirer quelque avantage.  Je ne m'oppose point à toutes ces choses, et je serai ravi que cela puisse réjouir le monde ; mais en leur abandonnant tout cela, ils me doivent faire la grâce de me laisser le reste, et de ne point toucher à des matières de la nature de celles, sur lesquelles on m'a dit qu'ils m'attaquaient dans leurs comédies, c'est de quoi je prierai civilement cet honnête Monsieur qui se mêle d'écrire pour eux ; et voilà toute la réponse qu'ils auront de moi. "")",-,0.0
"('#mademoiselle-bejart', 'Mais enfin... ')",-,0.0
"('#moliere', ""Mais enfin, vous me feriez devenir fou.  Ne parlons point de cela davantage, nous nous amusons à faire des discours, au lieu de répéter notre comédie, où en étions-nous ?  Je ne m'en souviens plus. "")",-,0.0
"('#mademoiselle-de-brie', ""Vous en étiez à l'endroit... "")",-,0.0
-,"('#laforet', ""Allons donc, monsieur Molière, mon maître, s'il vous plaît, mettez vous à votre table et n'oubliez pas que votre pièce n'est point finie."")",0.0
-,"('#moliere', ""Bon !  Bon !  Elle le sera dans un moment ; je n'ai plus qu'une scène à écrire."")",0.0
-,"('#laforet', 'Mais vos acteurs, et vos actrices surtout, prétendent ne point savoir leur affaire.')",0.0
-,"('#moliere', ""Je les attends ici pour répéter, et je veux écrire le dénoUEment de la pièce, du temps qu'ils répéteront les premières scènes."")",0.0
-,"('#laforet', ""Ah !  Monsieur, vous n'y songez point !  Prétendez-vous qu'ils étudient, qu'ils répètent, qu'ils jouent, et le tout quasi à la fois ?  Car Sa Majesté le roi viendra dans deux heures et compte que vous êtes prêt."")",0.0
-,"('#moliere', ""Le Roi aura de l'indulgence."")",0.0
-,"('#laforet', ""Les rois n'en ont point pour ce qui regarde leurs amusements.  En vérité, mon maître, vous avez pris là une charge bien lourde de vouloir faire rire des gens qui ne rient que quand ils veulent.  Le roi ne veut point savoir que vous êtes malade et que votre pauvre corps ne suffit pas à tout le mal que vous vous donnez.  Vous sortez à peine de votre lit, et il faut déjà que vous écriviez une pièce de prologue, que vous la fassiez apprendre et répéter, et que vous y fassiez votre rôle en propre personne...  Il ne m'écoute point.  Tant mieux !  Car, à babiller de la sorte, je ne fais que le retarder.  Mon pauvre maître !  Il est tout changé de couleur et bien maigri depuis ces derniers temps ! À part."")",0.0
-,"('#moliere', 'Tiens, lis à mesure, et, si quelque chose te choque, dis-le, en peu de mots.')",0.0
-,"('#laforet', ""C'est cela, je marquerai les endroits que je ne comprendrai point..."")",0.0
-,"('#moliere', ""Heureuse intelligence de ceux qui n'ont rien appris, et qui trouvent en eux-mêmes ces façons de dire dont notre langage fleuri et arrangé n'approche point !  Ah !  Laforêt, c'est toi qui es l'auteur de mes meilleures scènes !"")",0.0
-,"('#laforet', ""Point, mon maître !  Il faut encore que cela passe par votre griffonnage pour signifier quelque chose, et la vérité est qu'à nous deux nous avons beaucoup d'esprit."")",0.0
-,"('#moliere', 'Tu trouves ?')",0.0
-,"('#laforet', ""Oh !  d'abord, nous parlons d'une manière que tout le monde entend et qui n'écorche point les oreilles des chrétiens.  Tous ceux qui vont ouïr vos pièces en reviennent charmés, de quelque étage qu'ils soient, et ce que le roi dit, que vous feriez rire les pierres, les gens comme moi le disent aussi et rient sans se faire prier.  M'est avis, monsieur, que nous parlons beaucoup mieux que ces précieux et ces précieuses de cour que vous avez contrefaits si juste, qu'on croirait les entendre parler eux-mêmes."")",0.0
-,"('#moliere', ""J'ai fini.  Quelle heure est-il ?"")",0.0
-,"('#laforet', ""Vous avez encore une heure ; mais vos comédiens n'arrivent point.  Ah !  Monsieur, nous voici comme le jour de l'Impromptu de Versailles, où personne ne savait son personnage, et où vous étiez si fort en peine, que vous en fîtes une maladie.  Que ne donnerais-je point pour vous voir dehors de tout cela !  Un peu de la disgrâce du roi ne nuirait point à votre santé, croyez-moi."")",0.0
-,"('#moliere', ""L'Impromptu fut cependant fort bien joué et mes camarades se surpassèrent.  Un peu de hâte et de fièvre ne nuit point au succès des choses.  Mais voilà nos gens qui arrivent.  Ne perdons point de temps."")",0.0
-,"('#moliere', 'Allons donc, messieurs et mesdames !  Vous moquez-vous avec votre longueur ?  Voici la fin de notre pièce.')",0.0
-,"('#ducroisy', ""Ah !  Par ma foi, Molière, c'est vous qui vous moquez de nous, de croire qu'il nous soit possible d'apprendre et de jouer dans le même moment.  Je vous jure bien que pour ma part, j'y renonce. Il jette son rôle avec humeur sur la table."")",0.0
-,"('#moliere', ""Têtebleu !  Messieurs, me voulez-vous faire damner aujourd'hui ?"")",0.0
-,"('#brecourt', ""Que voulez-vous qu'on fasse ?  Nous ne savons pas nos rôles ; et c'est nous faire enrager vous-même que de nous obliger à jouer de la sorte."")",0.0
-,"('#moliere', 'Ah !  Les étranges animaux à conduire que des comédiens !')",0.0
-,"('#la-grange', ""Le moyen de jouer ce qu'on ne sait pas ?"")",0.0
-,"('#mademoiselle-duparc', ""Pour moi, je vous déclare que je ne me souviens pas d'un mot de mon personnage."")",0.0
-,"('#mademoiselle-de-brie', ""Je sais bien qu'il faudra me souffler le mien d'un bout à l'autre."")",0.0
-,"('#mademoiselle-bejart', 'Et moi, je me prépare fort à tenir mon rôle à la main.')",0.0
-,"('#mademoiselle-moliere', 'Et moi aussi.')",0.0
-,"('#mademoiselle-herve', ""Pour moi, je n'ai pas grand'chose à dire."")",0.0
-,"('#mademoiselle-ducroisy', 'Ni moi non plus ; mais, avec cela, je ne répondrais pas de ne point manquer.')",0.0
-,"('#mademoiselle-de-brie', ""Tant pis pour vous !  Il fallait prendre mieux vos précautions et n'entreprendre pas en huit jours ce que vous avez fait."")",0.0
-,"('#moliere', ""Le moyen de m'en défendre quand le roi me l'a commandé ?"")",0.0
-,"('#mademoiselle-moliere', ""Cela est bel et bon, monsieur mon mari ; mais, si les rois demandent l'impossible..."")",0.0
-,"('#moliere', 'Taisez-vous, ma femme ; vous êtes une bête ?')",0.0
-,"('#mademoiselle-moliere', ""Grand merci !  Voilà ce que c'est ; le mariage change bien les gens, et vous ne m'auriez pas dit cela il y a dix-huit mois."")",0.0
-,"('#moliere', 'Taisez-vous, je vous prie.')",0.0
-,"('#mademoiselle-moliere', ""Quant à moi, je ne m'en soucie point, et il n'y a ici de roi qui tienne.  Je ne sais pas une parole de la pièce, et, si le roi n'est point content, qu'il s'en prenne à vous."")",0.0
-,"('#moliere', ""Ma femme, allons tout doucement, s'il vous plaît.  Le roi n'est pas loin et pourrait vous entendre."")",0.0
-,"('#mademoiselle-moliere', ""Je n'en démordrai point.  Si je n'ai pas de mémoire, le roi ne saurait m'en faire avoir, et je trouve que ce n'est point la peine de vous tant moquer des courtisans, pour ensuite venir dire ce qu'ils disent et faire ce qu'ils font."")",0.0
-,"('#moliere', ""Oh !  La peste soit des femmes et de leur langue !  Songeons à répéter, s'il vous plaît."")",0.0
-,"('#la-grange', ""Renonçons-y plutôt, s'il vous plaît.  C'est bien là chose impossible, quand aucun de nous n'a eu le temps de faire ce que l'on demande, de se mettre en scène et de débiter des choses qu'on ne sait point.  Je suis votre valet, mais pour mille pistoles vous ne me feriez point jouer."")",0.0
-,"('#ducroisy', 'Ni moi, pour vingt-cinq bons coups de fouet.')",0.0
"('#moliere', ""Mon_Dieu, j'entends du bruit, c'est le Roi qui arrive assurément, et je vois bien que nous n'aurons pas le temps de passer outre, voilà ce que c'est de s'amuser.  Oh bien faites donc pour le reste du mieux qu'il vous sera possible. "")","('#moliere', ""Mon_Dieu, j'entends du bruit ; c'est le roi qui arrive assurément, et je vois bien que nous n'aurons pas le temps de passer outre.  Voilà ce que c'est que de se quereller.  Eh bien, faites donc, pour le reste, du mieux qu'il vous sera possible."")",0.8403868675231934
"('#mademoiselle-bejart', 'Par ma foi, la frayeur me prend, et je ne saurais aller jouer mon rôle, si je ne le répète tout entier. ')","('#mademoiselle-bejart', 'Par ma foi, la frayeur me prend, et je ne saurais aller jouer mon rôle, si je ne le répète tout entier.')",1.0
"('#moliere', 'Comment, vous ne sauriez aller jouer votre rôle ? ')","('#moliere', 'Comment, vous ne sauriez allez jouer votre rôle ?')",0.9314566850662231
"('#mademoiselle-bejart', 'Non. ')","('#mademoiselle-bejart', 'Non.')",1.0
"('#mademoiselle-du-parc', 'Ni moi le mien. ')","('#mademoiselle-duparc', 'Ni moi le mien.')",1.0000001192092896
"('#mademoiselle-de-brie', 'Ni moi non plus. ')","('#mademoiselle-de-brie', 'Ni moi non plus.')",0.9999999403953552
"('#mademoiselle-moliere', 'Ni moi. ')","('#mademoiselle-moliere', 'Ni moi.')",1.0000001192092896
"('#mademoiselle-herve', 'Ni moi. ')","('#mademoiselle-herve', 'Ni moi.')",0.9999999403953552
"('#mademoiselle-du-croisy', 'Ni moi. ')","('#mademoiselle-ducroisy', 'Ni moi.')",0.9999999403953552
"('#moliere', 'Que pensez-vous donc faire, vous moquez-vous toutes de moi ? ')","('#moliere', 'Que pensez-vous donc faire ?  Vous moquez-vous toutes de moi ?')",0.9795923829078674
"('#bejart', ""Messieurs, je viens vous avertir que le Roi est venu, et qu'il attend que vous commenciez. "")","('#bejart', ""Messieurs, je viens vous avertir que le roi est venu, et qu'il attend que vous commenciez."")",0.9847294688224792
"('#moliere', ""Ah !  Monsieur, vous me voyez dans la plus grande peine du monde, je suis désespéré à l'heure que je vous parle, voici des femmes qui s'effrayent, et qui disent qu'il leur faut répéter leurs rôles avant que d'aller commencer, nous demandons de grâce, encore un moment, le Roi a de la bonté, et il sait bien que la chose a été précipitée.  Eh, de grâce, tâchez de vous remettre, prenez courage, je vous prie."")","('#moliere', ""Ah !  Monsieur, vous me voyez dans la plus grande peine du monde.  Voici des femmes qui s'effrayent et qui disent qu'il leur faut répéter leurs rôles avant d'aller commencer.  Nous demandons de grâce encore un moment... Hé !  Pour Dieu, tâchez de vous remettre.  Prenez courage, je vous prie. Aux actrices."")",0.8107291460037231
"('#mademoiselle-du-parc', 'Vous devez vous aller excuser. ')","('#mademoiselle-duparc', 'Vous devez vous aller excuser.')",1.000000238418579
"('#moliere', ""Comment m'excuser ?"")","('#moliere', ""Comment m'excuser ?"")",1.0000001192092896
"('#un-necessaire', 'Messieurs, commencez donc. ')","('#un-necessaire', 'Messieurs, commencez donc !')",0.914249062538147
"('#moliere', ""Tout à l'heure, Monsieur je crois que je perdrai l'esprit de cette affaire-ci, et... "")","('#moliere', ""Tout à l'heure, monsieur.  Je crois que je perdrai l'esprit de cette affaire-ci, et..."")",0.9739289283752441
"('#autre-necessaire', 'Messieurs, commencez donc. ')","('#le-deuxieme-necessaire', 'Messieurs, commencez donc !')",0.914249062538147
"('#moliere', ""Dans un moment, Monsieur.  Et quoi donc, voulez-vous que j'aie l'affront... "")","('#moliere', ""Dans un moment, Monsieur ! Hé !  Quoi donc !  Voulez-vous que j'aie l'affront... ? À ses camarades."")",0.798379123210907
"('#autre-necessaire', 'Messieurs, commencez donc. ')","('#le-troisieme-necessaire', 'Messieurs, commencez donc !')",0.914249062538147
"('#moliere', ""Oui, Monsieur, nous y allons.  Eh, que de gens se font de fête, et viennent dire commencez donc, à qui le Roi ne l'a pas commandé."")","('#moliere', ""Oui, monsieur, nous y allons !  Hé !  Que de gens se font de fête et viennent dire : Commencez-donc, à qui le roi ne l'a pas commandé."")",0.9025108814239502
"('#autre-necessaire', 'Messieurs, commencez donc. ')","('#le-quatrieme-necessaire', 'Messieurs, commencez donc !')",0.914249062538147
"('#moliere', 'Voilà qui est fait, Monsieur.  Quoi donc recevrai-je la confusion... ')","('#moliere', 'Voilà qui est fait, Monsieur...  Quoi donc !  Recevrai-je la confusion... ? À ses camarades.')",0.7758498787879944
