biancollelli-arlequin-gentilhomme,biancollelli-foire-galante,Score
-,"('#scaramouche', ""Quel sot ici porte un pas téméraire ? En badinant, je veux l'exterminer. Non, tu n'es pas digne de ma colère, Vas, dis partout que je sais pardonner. Pierrot le bat."")",0.0
-,"('#pierrot', ""Tu croyais m'épouvanter Par tes chiennes de grimaces, Mais apprend, sot animal, Turelure, Que j'en avons bien vu d'autres, Robin [turelure lure]. Air : Robin turelure"")",0.0
-,"('#scaramouche', ""J'ai juré plus de cent fois De frapper sans dire gare, Ceux qui traitent de manant, Turelure, Un homme de mon calibre, Robin, etc. Même air Pierrot le bat."")",0.0
-,"('#pierrot', 'Je sais punir qui vous offense, Je me moque de sa fierté. Vénus, pour toute récompense, Accordez-moi cette beauté, Car depuis longtemps je soupire, Tan la ra ritar. Air : Tan la ra ritar')",0.0
-,"('#venus', ""C'est Vulcain qui fait le tonnerre, Dont le maître des dieux épouvante la terre. Mais le brave Pierrot avec un échalas Punit qui ne me connait pas. Célébrons aujourd'hui sa valeur pierrotesque, Et chantons que Pierrot n'a rien que de grotesque."")",0.0
-,"('#le-choeur', ""Il fait régner l'amour au milieu des alarmes. Les gros tricots, les gros tricots Son ses plus fortes armes. Il fait régner, etc. On danse la Loure des Ris et des Plaisirs qui est dans le prologue de l'Europe galante, après quoi le choeur reprend : Pendant le choeur, Arlequin écoute, et le choeur fini Arlequin chante."")",0.0
-,"('#arlequin', ""Quoi, pour célébrer un héros, On parle ici de gros tricots, Cela sent trop la bastonnade, Je vais m'esquiver au plus tôt, Car Arlequin sans gasconnade, Est aussi poltron que Pierrot."")",0.0
-,"('#pierrot', ""Savez-vous, Monsieur l'animal Que Pierrot est homme de coeur. Je n'aime point la raillerie, Passez, passez votre chemin, Car quand on songe au mariage On n'aime pas les importuns."")",0.0
-,"('#arlequin', ""Pierrot, tu vas te marier ? À qui vas-tu donc t'allier ? Je prétends être de la fête, Et comme ami de la maison. Il faut que Pierrot me promette Quelque singe de sa façon."")",0.0
-,"('#pierrot', ""Pierrot est trop homme de bien, Pour en cela promettre rien. Car je sais que le mariage Nous produit souvent des enfants, Qui prétendent notre héritage, Quoiqu'ils ne soient pas nos parents."")",0.0
-,"('#une-des-graces', ""Souffrez que l'amour vous blesse, Finissez tous vos débats. La raison et la tendresse, Pierrot ne s'accordent pas. Deux Grâces dansent un menuet, après quoi Vénus chante à l'imitation de l'air du prologue qui dit"")",0.0
-,"('#venus', ""C'est dans une tendresse extrême, Ce n'est que dans le mariage, Qu'on trouve le bonheur parfait. Tout abonde dans le ménage Quand un homme a l'esprit bien fait. Et Tircis sans le cocuage, Serait-il ce qu'il est ?"")",0.0
-,"('#arlequin #pierrot', ""Devenons par le cocuage Aussi riche qu'il est."")",0.0
-,"('#arlequin', ""Belle Vénus, votre éloquence A quelque espèce de raison. Lorsque la corne d'abondance Fait l'ornement de la maison, Un mari sans chagrin doit dire tan la rita."")",0.0
-,"('#pierrot', ""Voila pourquoi mon pauvre père Chantait la nuit comme le jour, Quoique jamais ma chère mère Ne lui témoignât de l'amour. Nous avions toujours de quoi frire, tan la."")",0.0
-,"('#arlequin', ""Le mal est général, Pourquoi, diable le feindre ? On a tort de se plaindre Quand la tête fait mal, Le mal est général. Air : Ne m'entendez-vous pas"")",0.0
-,"('#pierrot', ""Allons donc nous pourvoir À la foire galante. Qu'importe qu'on nous trompe, Mon ami, tu seras Cocu comme Pierrot."")",0.0
-,"('#arlequin', 'À la foire, Vénus Étalant sa boutique Crèvera de pratique. Ses appas sont connus, Les cafés sont perdus.')",0.0
-,"('#pierrot', ""La belle Vénus ne vient pas Trafiquer ses appas. Elle ne paraît en ces lieux Que pour plaire à nos yeux. Air : Tu n'as pas le pouvoir Bis. Bis."")",0.0
-,"('#arlequin', ""Pierrot, ne vous fâchez pas tant, Parlez plus doucement. En fait d'amour, gardez-vous bien De répondre de rien. Bis. Bis."")",0.0
-,"('#pierrot', ""Pour me brouiller avec Vénus J'ai trop bon naturel. Je ne puis souffrir sans chagrin Qu'on en dise du mal. Bis. Bis."")",0.0
-,"('#arlequin', ""Ah ! si l'amour Conduit chaque jour Bien du monde à la foire, À leurs dépens Nous aurons de boire, Et nous serons contents."")",0.0
-,"('#pierrot', 'Quoi, tu ne parles que de boire ! Pour moi, je mourrai de souci Si les ongles du mariage Ne grattent ma démangeaison. Air : Réveillez-vous, [belle endormie]')",0.0
-,"('#arlequin', ""Avant de me mettre en ménage, Si je pousse quelques soupirs, Je veux que l'objet qui m'engage Accorde tout à mes désirs, Et sans cela, je me retire, tan la rara, etc."")",0.0
-,"('#pierrot', ""Ne va pas si vite en besogne, Tu fais l'amour en étourdi. Il faut quelque temps battre en brèche Avant que de donner l'assaut. Air : Réveillez-vous, [belle endormie]"")",0.0
-,"('#arlequin', ""Vas, tu n'as pas lu le grimoire, Tout tes avis sont superflus. Apprend, mon ami, qu'à la foire, Les marchés sont bientôt conclus, Jamais en vain l'on n'y soupire, tan la tare."")",0.0
-,"('#venus', ""Faites-lui ressentir l'effet de ma puissance, Cupidon, punissez le faquin qui m'offense. Ah ! Cupidon, faites-moi grâce, Quoi ! vous visez droit à mon coeur ! Ma foi, j'en tiens, quoique l'on fasse, L'amour est toujours le vainqueur. Cupidon poursuit Arlequin, et après un jeu de théâtre, il lui décoche une flèche, après quoi Arlequin chante sur l'air Réveillez-vous. Les violons reprennent l'ouverture."")",0.0
-,"('#arlequin', ""Du dieu d'Amour, je ressens la puissance, Ce mirmidon m'a percé le gosier. Il m'a vaincu, malgré ma résistance. Mes intestins ne sont plus qu'un brasier. Savant docteur, soleil de médecine, Vous pouvez seul soulager mes tourments. Accordez-moi l'aimable Colombine, Que j'aime mieux que tous vos lavements. Je suis le modèle D'un parfait amant. Souffrez qu'à la belle, Je fasse un... tant la leri, un compliment. Air : Folies d'Espagne"")",0.0
-,"('#le-docteur', 'Marinette autrefois faisait votre bonheur.')",0.0
"('#le-docteur', ""Qu'entends-je ? Que dit-on ? "")","('#arlequin', ""Ciel ! Qu'entends-je ?"")",0.8476796746253967
