dufresny-chevalier-joueur,regnard-joueur,Score
"('#frontin', 'Ne vous disais-je pas ?  Donnez-moi deux mille livres, vous y gagnerez les deux tiers net.')",-,0.0
"('#nerine', ""Ha, Ha, je vous prends sur le fait : apparemment tu négocies quelque emprunt ?  Madame si vous m'en voulez croire..."")",-,0.0
"('#frontin', 'Ne viens point interrompre les affaires de Madame_la_Comtesse.')",-,0.0
"('#nerine', 'Je vous demande en grâce...')",-,0.0
"('#frontin', 'Tais-toi.')",-,0.0
"('#nerine', 'De lui donner...')",-,0.0
"('#frontin', 'Oh !  Parle, parle.')",-,0.0
"('#nerine', 'Donnez-lui cent pistoles, je vous en conjure.')",-,0.0
"('#frontin', 'Encore une conjuration, car il me faut deux cent pistoles.')",-,0.0
"('#la-comtesse', ""Non ; je ne donne point d'argent pour jouer, ma conscience..."")",-,0.0
"('#nerine', 'Frontin laisse-moi amollir la conscience de Madame, va nous attendre dans sa chambre.')",-,0.0
"('#la-comtesse', ""Pourquoi veux-tu donc que je fournisse au jeu du Chevalier, au lieu de le corriger d'un si grand défaut ?"")",-,0.0
"('#nerine', ""C'est justement pour le corriger de son plus grand défaut que vous devez lui donner de l'argent."")",-,0.0
"('#la-comtesse', ""Comment l'entends-tu donc ?"")",-,0.0
"('#nerine', ""Quand il aura de l'argent il continuera de jouer, en continuant de jouer il cessera de plaire à Angélique, et plaire à Angélique est le plus grand défaut qu'il ait, n'est-ce pas Madame ?"")",-,0.0
"('#la-comtesse', ""Tu es folle, Nérine, je ne veux point donner de l'argent pour jouer."")",-,0.0
"('#nerine', ""Vous ne devez point avoir cette intention-là, d'accord ; vous lui en donnerez seulement dans la vue de rompre un mauvais mariage."")",-,0.0
"('#la-comtesse', ""Je me crois obligée d'empêcher l'union de ces deux jeunes têtes, ce serait trop de faiblesse ensemble."")",-,0.0
"('#nerine', ""Effectivement le Chevalier est faible, il faudrait l'unir à quelque femme forte, forte comme vous par exemple."")",-,0.0
"('#la-comtesse', 'Nérine, votre insolence.')",-,0.0
"('#nerine', ""Je ne dis pas cela par insolence ; je suis persuadée que vous n'avez jamais aimée, pas même défunt votre mari : savez-vous que dans la sévérité de la morale votre conscience vous obligerait quasi à épouser ce jeune homme-là pour le mettre dans le bon chemin."")",-,0.0
"('#la-comtesse', ""À travers tes plaisanteries déréglées, je ne laisse pas d'entrevoir en toi un fond de morale qui me plaît."")",-,0.0
"('#nerine', ""Pendant que je suis en train de vous plaire, je vous apprendrai que Dorante, cet homme que je croyais presque aussi sage que vous, Dorante est amoureux d'Angélique."")",-,0.0
"('#la-comtesse', 'Paix Nérine : ne vous accoutumez point à juger du coeur.')",-,0.0
"('#nerine', 'Ne craignez rien, je ne jugerai pas de votre coeur par le sien, cela est tout différent ; voici notre nouvel amant.')",-,0.0
"('#dorante', ""J'allais vous faire part, Madame, d'une conversation que je viens d'avoir avec Angélique."")",-,0.0
"('#la-comtesse', 'La pauvre enfant me fait une vraie compassion, cela est si jeune et si fragile.')",-,0.0
"('#dorante', 'Elle ne peut pas comme vous, Madame...')",-,0.0
"('#la-comtesse', ""Taisez-vous Dorante, je n'aime point les louanges, quoique ce ne serait pas une grande vanité à moi de me croire moins femme que les femmes d'aujourd'hui."")",-,0.0
"('#dorante', 'Pour moi je suis par ma faiblesse le plus homme de tous les hommes.')",-,0.0
"('#nerine', ""Qu'on serait parfait en ce monde si on n'était ni homme ni femme !"")",-,0.0
"('#la-comtesse', ""Ne rougissez point d'avoir des vues pour le mariage ; ce que les autres font par faiblesse, nous le pourrions faire par de grands motifs ; et nous autres âmes fortes..."")",-,0.0
"('#dorante', ""Parlez de vous, Madame ; pour moi je n'ai point la force de cacher ma passion sous de grands motifs, j'ai pris le parti d'avouer mon amour, et d'agir comme si je n'en avais point.  En un mot, je prendrai les intérêts d'Angélique sans rien cacher au Chevalier de tout ce que je conseillerai contre lui."")",-,0.0
"('#la-comtesse', 'Il faut accorder la sincérité avec la prudence.')",-,0.0
"('#nerine', ""Assurément, et vous gâteriez tout avec votre probité gauloise : entrez chez Madame elle vous donnera des leçons d'une probité d'usage qui est bien plus sûre que l'autre."")",-,0.0
"('#la-comtesse', 'À dire vrai, Dorante, vous prenez là un parti qui me fait trembler ; le conseil que vous allez donner à Angélique me paraît dangereux.')",-,0.0
"('#dorante', ""J'en prends l'événement sur moi, pourvu que vous me laissiez agir seul : encore un coup, elle est en garde contre vos conseils, ne paraissez point."")",-,0.0
"('#la-comtesse', ""Allez donc sans moi, je ne veux rien gâter. J'ai bien peur que le Chevalier n'accepte, il s'apercevra peut-être du panneau qu'on lui veut tendre. Seule."")",-,0.0
"('#nerine', 'Ah !  Madame, je viens de mettre en campagne un certain Marquis, il fera merveille à ma considération.')",-,0.0
"('#la-comtesse', 'Tu connais des Marquis, toi ?')",-,0.0
"('#nerine', ""Il n'est Marquis que par habitude ; il y a si longtemps qu'il prend cette qualité, qu'on ose plus lui demander pourquoi : autrefois c'était un de ces aventuriers qui se font appeler Marquis dans les Auberges ; parce que leur nom propre y est décrié.  Ce Marquis-là est fort estimé, quoiqu'il soit sans nom, et quand les Ducs le voient l'argent à la main, ils le placent à côté d'eux préférablement aux femmes de qualité qui veulent jouer sur leur parole ; en un mot, il est de la connaissance du Chevalier, et il m'a promis de l'engager à rejouer."")",-,0.0
"('#la-comtesse', 'Ah !  Nérine, je ne veux point avoir de part à ce désordre, et quoique ce soit pour un bien...')",-,0.0
"('#nerine', 'Tout le bien sera sur votre compte, et je prends le désordre sur moi.')",-,0.0
"('#la-comtesse', ""Frontin m'attend encore, je n'ai pas voulu lui donner l'argent en présence de Dorante."")",-,0.0
"('#nerine', ""Allez vite faire cette bonne action-là. Tout ceci commence à prendre un bon train, pourvu que notre petit scélérat ne trouve pas le moyen de se faire écouter ; ah !  Le voici, empêchons-le d'entrer chez nous. Seule."")",-,0.0
"('#le-chevalier', ""Je viens de courir toute la Ville, sans pouvoir terminer une seule affaire ; il faut convenir que les hommes sont devenus d'un difficile commerce."")",-,0.0
"('#nerine', ""Ce n'est pas la faute des emprunteurs, ils ne demandent que la facilité du commerce."")",-,0.0
"('#le-chevalier', ""N'as-tu point vu Frontin ?  La Comtesse est-elle encore ici ?"")",-,0.0
"('#nerine', ""Je n'ai vu personne."")",-,0.0
"('#le-chevalier', 'Et Angélique ?')",-,0.0
"('#nerine', ""Oh !  Qu'elle n'a pas envie d'être sitôt de retour."")",-,0.0
"('#le-chevalier', 'Est-elle fâchée ?')",-,0.0
"('#nerine', ""Pour vous excuser j'ai menti tout de mon mieux."")",-,0.0
"('#le-chevalier', 'Dis-tu vrai ?')",-,0.0
"('#nerine', 'Je ne mens jamais moi.')",-,0.0
"('#le-chevalier', 'Parle sincèrement, elle est en colère ?')",-,0.0
"('#nerine', ""Que vous importe ?  Vous avez beau l'offenser, il faut toujours qu'elle en vienne à vous demander pardon, mais quoique vous ayez tort, vous ne laissez pas de lui pardonner."")",-,0.0
"('#le-chevalier', ""Que veut dire ceci ?  Quelqu'un sort de sa Chambre, c'est Dorante !  Dorante feignit donc de partir hier ?"")",-,0.0
"('#nerine', 'Il cherchait ma Maîtresse, mais...')",-,0.0
"('#nerine', ""Il ne l'aura pas trouvée, Monsieur. N'est-il pas vrai que Mademoiselle n'y est pas ? À Dorante, lui faisant signe de dire comme elle."")",-,0.0
"('#dorante', ""Elle y est Chevalier, elle y est ; je n'ai pas envie de vous en faire mystère."")",-,0.0
"('#le-chevalier', 'Nérine.')",-,0.0
"('#nerine', 'Sauvons-nous.')",-,0.0
"('#le-chevalier', 'Angélique y est, dites-vous ?')",-,0.0
"('#dorante', ""Je viens de m'entretenir avec elle."")",-,0.0
"('#le-chevalier', ""L'aveu est sincère ?  À ce qui me paraît, on vous favorise, cependant vous n'êtes qu'ami, dites-vous, et vous faites profession de ne pas dire une chose pour l'autre."")",-,0.0
"('#dorante', ""Si le vous ai trompé, j'ai été trompé le premier ; je croyais que l'amitié seule m'intéressait pour Angélique, mais..."")",-,0.0
"('#le-chevalier', ""Mais...  mais vous plaisantez, et si vous avez de l'amour pour ma Maîtresse, vous êtes trop prudent pour me l'avouer."")",-,0.0
"('#dorante', ""Non seulement je l'avoue, mais j'allais vous chercher pour vous le déclarer."")",-,0.0
"('#le-chevalier', ""C'est pousser un peu loin la raillerie."")",-,0.0
"('#dorante', 'Non : sur pareilles matières la raillerie...')",-,0.0
"('#le-chevalier', 'Sur pareilles matières le sérieux est encore pis ; quoi !  Tous ces beaux conseils que vous donniez à Angélique étaient dictés par la jalousie ?  Ce procédé serait excusable dans un homme de Cour, mais vous qui vous piquez de sincérité...')",-,0.0
"('#dorante', ""Je ne me pique de rien ; mais voici mon procédé qui vous paraîtra plus singulier encore que l'aveu de mon amour.  Angélique avait résolu de différer votre mariage, c'est moi seul qui lui fais changer de résolution ; en un mot, elle m'a promis de vous épouser incessamment."")",-,0.0
"('#le-chevalier', ""J'avoue que le sacrifice est héroïque."")",-,0.0
"('#dorante', ""Moins héroïque qu'il ne vous paraît : il est vrai, je viens de lui conseiller de vous offrir sa main, mais elle ne vous l'offrira qu'à des conditions."")",-,0.0
"('#le-chevalier', ""Ces conditions apparemment sont d'une nature à rompre l'affaire."")",-,0.0
"('#dorante', 'Si vous les refusez, ce sera votre faute.')",-,0.0
"('#le-chevalier', 'Parlez en honnête homme ; souhaitez-vous que je les accepte ?')",-,0.0
"('#dorante', ""Si je le souhaite, je n'en sais rien, Chevalier ; je vous ai dit que j'aime, je n'ose répondre de mes sentiments, mais au moins je vous réponds de ma conduite.  En un mot, j'ai mis votre bonheur entre vos mains, c'est tout ce que j'ai dû faire pour Angélique, pour vous, et pour moi ; elle vient, je vous laisse ensemble."")",-,0.0
"('#nerine', ""Je crains que vous n'en disiez plus que vous ne voudrez."")",-,0.0
"('#angelique', ""Est-il vrai que vous ayez joué toute la nuit ?  Je veux l'apprendre par vous-même...  Vous ne dites mot, répondez-moi donc, Chevalier...  vous cherchez de mauvaises excuses pour justifier votre conduite."")",-,0.0
"('#le-chevalier', ""C'est à vous ingrate, à me justifier la vôtre."")",-,0.0
"('#angelique', ""La manière de s'excuser est tendre."")",-,0.0
"('#le-chevalier', 'Vous parlez de tendresse, vous, est-ce que vous la connaissez ?')",-,0.0
"('#angelique', 'Je ne connais guère la vôtre, du moins, faire ce qui me déplaît le plus, mépriser mes volontés, violer vos serments...')",-,0.0
"('#le-chevalier', ""Il est bien question d'entrer dans ces petits détails, pendant que vous manquez au fond de la tendresse : quoi, Madame, vous savez la passion de Dorante, et vous avez encore de la confiance en lui ?"")",-,0.0
"('#angelique', ""Vous lui avez plus d'obligation, que vous ne pensez."")",-,0.0
"('#le-chevalier', ""Qu'entends-je ?  Me forcer d'avoir obligation à mon rival ?  Peut-on plus cruellement m'offenser ?"")",-,0.0
"('#angelique', ""Pardon, je croyais que c'était vous qui m'aviez offensée."")",-,0.0
"('#le-chevalier', 'Je ne devrais jamais vous pardonner...  Mais hélas !')",-,0.0
"('#nerine', ""Mais, hélas !...  voilà un hélas qui part d'un grand fond de bonté... Se peut-il qu'il y ait des hommes si scélérats, et des femmes si faibles ? À part."")",-,0.0
"('#angelique', ""J'avoue que je ne m'attendais pas à être querellée, je croyais que vous étiez au désespoir d'avoir joué."")",-,0.0
"('#le-chevalier', ""Moi, Madame, je serais bien fâchée de ne l'avoir pas fait."")",-,0.0
"('#angelique', 'Quels discours ?')",-,0.0
"('#le-chevalier', ""Oui, je suis ravi d'avoir connu jusqu'où peut aller l'acharnement du jeu sur un homme : j'ai éprouvé cette nuit...  Non, ces coups-là n'arrivent qu'à moi ; cela m'a donné une horreur pour le jeu, et c'est cette horreur qui me charme, puisqu'elle vous répond de ma conduite à venir ; ah !  Madame, il fallait cela pour me guérir entièrement du jeu."")",-,0.0
"('#angelique', 'Je ne dois plus me fier à vos résolutions.')",-,0.0
"('#le-chevalier', ""Je sais que vous voulez m'imposer une loi."")",-,0.0
"('#angelique', ""Avant que de m'expliquer avec vous là-dessus, je veux éprouver votre conduite."")",-,0.0
"('#le-chevalier', ""Ah !  Belle Angélique, éprouvez-moi dans des choses plus difficiles ; commandez-moi d'exposer ma fortune, ma gloire, ma vie."")",-,0.0
"('#angelique', ""Votre vie, hélas !  Si jusqu'à présent vous n'avez pu me sacrifier seulement votre passion pour le jeu..."")",-,0.0
"('#le-chevalier', ""C'est bien de même, Madame, c'est bien de même !"")",-,0.0
"('#angelique', ""Cela est tout différent, d'accord."")",-,0.0
"('#le-chevalier', ""Ce que vous exigez de moi est un si petit sacrifice, qu'en vérité vous ne devriez pas y faire attention, et je ne me fais pas un mérite auprès de vous de ne point jouer ; au contraire vous me faites un vrai plaisir de me le défendre : naturellement je hais le jeu, moi ; l'oisiveté seule me faisait chercher cet amusement ; mais hélas !  Je serai si pleinement occupé du plaisir d'être à vous....  Ah !  Charmante Angélique, hâtez-vous de m'occuper."")",-,0.0
"('#angelique', ""Je vais employer l'après-midi à disposer de mes affaires selon la résolution que j'ai prise."")",-,0.0
"('#le-chevalier', 'Permettez-moi de passer le reste du jour avec vous.')",-,0.0
"('#angelique', ""C'est pour certains détails...  vous m'embarrasseriez."")",-,0.0
"('#le-chevalier', 'Non, Madame, non, je ne puis vivre sans vous voir, quand je devrais vous embarrasser...')",-,0.0
"('#frontin', 'Voici...')",-,0.0
"('#le-chevalier', 'Mais, Madame, vous dites que je vous embarrasserais.')",-,0.0
"('#angelique', 'Cependant, Chevalier, si vous vouliez...')",-,0.0
"('#le-chevalier', 'Non, madame, je vous quitte, il faut se faire violence ; adieu mon unique plaisir.')",-,0.0
"('#angelique', ""Rendez-vous ce soir chez moi, nous verrons si je puis faire votre bonheur... Angélique s'en va."")",-,0.0
"('#le-chevalier', 'Vous ferez tout mon bonheur ; adieu tout mon bonheur, adieu.')",-,0.0
"('#le-chevalier', 'Donne vite.')",-,0.0
"('#frontin', ""Adieu tout votre bonheur, adieu ; car en allant jouer ces deux cents pistoles, vous perdez à coup sûr cinquante mille écus qui vous attendent ce soir.  La réflexion opère...  Courage, Monsieur, courage ; quelle gloire pour un Joueur converti de triompher l'argent à la main de la rage de l'aller perdre."")",-,0.0
"('#le-chevalier', ""J'avoue que je me laissais entraîner moins par inclination que par habitude."")",-,0.0
"('#frontin', 'Tant que vous aurez entre vos mains cet objet de tentation...')",-,0.0
"('#le-chevalier', ""Tu as raison ; tiens, va-t'en le porter."")",-,0.0
"('#frontin', 'Donnez.')",-,0.0
"('#le-chevalier', 'Je suis résolu...')",-,0.0
"('#frontin', 'De le garder.')",-,0.0
"('#le-chevalier', ""C'est Monsieur_le_Marquis ; hé de quel pays venez-vous donc ?  Quoi !  Des mois entiers sans visiter les bassettes !  Cela n'est point permis ; à moins que l'on ne soit mort."")",-,0.0
"('#le-marquis', ""Qheu...  Qheu...  je viens de me mettre au lait à une de mes terres ; les veilles, qheu, les disputes, qheu, les jurements nous ruinent la poitrine, à nous autres Joueurs ; vous devriez aussi vous mettre au lait.  Le lait est un grand remède, qheu, je m'en trouve fort bien, qheu ; mais je vous dis fort bien, qheu, q, fort bien, q, fort bien, q, fort bien. Il tousse jusqu'à extinction."")",-,0.0
"('#frontin', 'Vous voilà guéri, votre poitrine joue de son reste.')",-,0.0
"('#le-marquis', ""En arrivant j'apprends une grande nouvelle."")",-,0.0
"('#le-chevalier', 'On vous a dit peut-être que je me suis retiré du jeu.')",-,0.0
"('#le-marquis', ""Non, qheu...  Ce n'est pas cela qheu...  C'est votre mariage, je vous félicite...  Cinquante mille écus, dit-on ?..."")",-,0.0
"('#le-chevalier', ""L'argent me touche peu ; c'est un mariage d'inclination."")",-,0.0
"('#le-marquis', ""Pour la beauté, ou pour l'argent, c'est toujours inclination."")",-,0.0
"('#le-chevalier', 'Et vous, Marquis, ne vous lassez-vous point de la vie de garçon ?')",-,0.0
"('#frontin', ""Pas encore qu'heu...  Je me marierai qu'heu... quand j'aurai la goutte."")",-,0.0
"('#frontin', 'La goutte et les poitrines au lait, font la moitié des mauvais ménages.')",-,0.0
"('#le-chevalier', ""Pour moi qui aime la vie réglée, je vais m'établir solidement."")",-,0.0
"('#le-marquis', ""Je ne vois point d'établissement plus solide, que de ponter qu'heu... contre une certaine dupe qui taille chez la Baronne ; c'est un gros boeuf qu'heu... qu'heu.... riche et bête à l'avenant, il taille tant qu'il a de l'argent, et il a de l'argent tant qu'il veut."")",-,0.0
"('#le-chevalier', 'Bonne pratique, ma foi !  Bonne pratique !')",-,0.0
"('#le-marquis', 'Il a pris la banque de la bassette pour se faire des amis : par politesse il oublie les cartes des Dames, et il paye les hommes deux fois pour éviter les querelles.')",-,0.0
"('#frontin', 'On vous veut tenter ; Monsieur_le_Marquis au lait a fleuré la bourse.')",-,0.0
"('#le-marquis', ""Si vous étiez d'humeur à vous enrichir."")",-,0.0
"('#le-chevalier', 'Non, Marquis, non.')",-,0.0
"('#frontin', 'Mon Maître aime la pauvreté.')",-,0.0
"('#le-marquis', ""C'est une tonne d'or que ce gros faquin-là, jamais Banquier n'a taillé plus libéralement ?"")",-,0.0
"('#le-chevalier', 'En un mot comme en mille je ne joue plus, je ne veux plus jouer.')",-,0.0
"('#le-marquis', ""Cela s'appelle n'être bon à rien qu'heu...  bon à rien ; je vais donc courir les spectacles."")",-,0.0
"('#le-chevalier', 'Opéra ou Comédie ?')",-,0.0
"('#le-marquis', ""Non qu'heu... non un spectacle bien plus magnifique.  Quatre de nos plus gros acteurs vont commencer une représentation la plus éblouissante ; ils ont cavé chacun trois mille louis d'or, qu'heu ; je suis curieux de voir douze mille louis d'or sur un tapis ; cela ne se voit pas tous les jours."")",-,0.0
"('#le-chevalier', 'La représentation en sera pathétique, mais je vous jure...')",-,0.0
"('#le-marquis', ""C'est prudemment fait, pour en avoir le plaisir il ne faut être que spectateur."")",-,0.0
"('#frontin', 'Pour être spectateur tranquille laissez-moi cette bourse.')",-,0.0
"('#le-marquis', ""Pour moi on me permet de perdre ma centaine, et je la risquerai... douze mille louis d'or... en or, d'or, d'or, en or, d'or."")",-,0.0
"('#le-chevalier', ""J'avoue que c'est un spectacle à voir."")",-,0.0
"('#frontin', ""C'est un spectacle où vous n'entrerez jamais sans payer."")",-,0.0
"('#le-marquis', 'Voyez cela, Chevalier.')",-,0.0
"('#le-chevalier', 'Quand je le verrais, je ne serais point tenté.')",-,0.0
"('#le-marquis', ""Je le crois, vous êtes un homme sage, vous, et je vous empêcherai bien d'être tenté, je vous défends de manier la carte, vous êtes trop malheureux heu...  Il ne faut point jouer heu...  Allons, allons, je vous empêcherai bien, allons, allons."")",-,0.0
"('#le-chevalier', ""Écoutez, j'irai, mais au moins vous me promettez que je ne jouerai point."")",-,0.0
"('#frontin', 'Et moi je vous promets que vous jouerez.')",-,0.0
"('#nerine', ""Je vous dis qu'il joue encore au moment que je vous parle avec ce Marquis enrhumé qui l'est venu prendre ici."")",-,0.0
"('#angelique', ""Ma résolution est prise, et pour ne pas m'exposer davantage à le voir, je vais passer trois mois à la campagne."")",-,0.0
"('#nerine', 'Partez vite pendant que vous êtes raisonnable ; car si vous le voyez votre raison partira, et vous resterez pour les gages.')",-,0.0
"('#angelique', 'Fais avertir Dorante que je veux encore lui parler.')",-,0.0
"('#nerine', ""Ma foi emmenez-le avec vous à la campagne, vous l'épouserez là pour vous désennuyer."")",-,0.0
"('#angelique', 'Hélas !  Je sens bien que Dorante ferait mon bonheur, si je pouvais être heureuse sans le Chevalier.')",-,0.0
"('#nerine', ""Sans le Chevalier !  Vous prononcez encore ce nom-là d'un ton à ne partir d'aujourd'hui."")",-,0.0
"('#angelique', 'Va, fais mettre les chevaux au carrosse, je vais prendre congé de la Comtesse.')",-,0.0
"('#la-comtesse', ""Que je vous embrasse, ma chère enfant !  On vient de m'apprendre vos résolutions généreuses, je suis charmée. Comment donc, encore du chagrin ; ne devez-vous pas être ravie ? Elle l'embrasse, et Angélique reste immobile."")",-,0.0
"('#angelique', 'Je ne puis pas sitôt répondre à vos transports de joie.')",-,0.0
"('#la-comtesse', ""Hélas !  Je ne suis susceptible ni de joie, ni de chagrin ; je n'ai point de passion, moi : et si ce n'était l'amitié..."")",-,0.0
"('#angelique', ""Je craignais tantôt de m'être attirée votre haine ; mais je vois bien que vous n'avez point de passion.  Quoi qu'il en soit, Madame, je suis très sensible à votre amitié ; je crains seulement de ne la pas mériter autant que vous le pensez."")",-,0.0
"('#la-comtesse', ""L'éloignement fortifiera votre sagesse ; éloignez-vous, mon cher coeur, fuyez la cause de vos égarements.  Je veux bien me charger d'apprendre moi-même à ce petit indigne-là, que vous rompez avec lui pour jamais."")",-,0.0
"('#angelique', 'Pour jamais, Madame, je ne dis pas cela.')",-,0.0
"('#la-comtesse', ""C'est que vous n'osez le dire ; voyez jusqu'où va le mauvais usage du siècle ; les filles sont honteuses d'avouer qu'elles sont sages."")",-,0.0
"('#angelique', 'Si dans la suite du temps, le Chevalier changeait de conduite...')",-,0.0
"('#la-comtesse', 'Il ne se corrigera point ; mais je ne laisse pas de blâmer votre ami Dorante, il devrait vous épouser pour ne vous pas laisser dans le péril de la rechute.')",-,0.0
"('#angelique', ""Mais, vous, Madame, pour prévenir ma rechute, vous feriez-vous la violence d'épouser le Chevalier ?"")",-,0.0
"('#la-comtesse', 'Vous me réduisez à une terrible extrémité.')",-,0.0
"('#angelique', ""Mais s'il n'y avait que cet expédient ?"")",-,0.0
"('#la-comtesse', 'En vérité je crois que je devrais le faire.')",-,0.0
"('#angelique', ""Vous le ferez donc, car vous êtes régulière à vos devoirs.  Oui, Madame, je vois clairement ce que je n'avais fait que soupçonner."")",-,0.0
"('#la-comtesse', 'Soupçonner, Mademoiselle !  Soupçonner !  On ne soupçonne point une vertu aussi établie que la mienne ; et quand on me le verrait épouser, on ne devrait rien soupçonner, et il faudrait croire que je le ferais pour un bien.')",-,0.0
"('#angelique', 'Ce serait pour votre bien.')",-,0.0
"('#la-comtesse', ""Quel discours !  J'ai besoin de toute ma modération. Pour écouter tranquillement vos sottises.  Vous vous fiez sur ce que je suis maîtresse de ma colère ; partez vite. Fort en colère."")",-,0.0
"('#angelique', 'Mon départ vous exposerait peut-être à certaine passion, dont vous seriez moins maîtresse que de votre colère ; vous avez vos vues pendant mon absence ; vous voulez que je parte, et moi je ne veux plus partir.')",-,0.0
"('#la-comtesse', ""À vous entendre, ma petite mignonne, vous n'avez qu'à paraître pour plaire ; cependant vous n'avez pas dans le coeur du Chevalier toute la part dont vous vous flattez."")",-,0.0
"('#angelique', ""Au moins la part que j'y ai, ne me coûte rien."")",-,0.0
"('#la-comtesse', ""Vous n'avez pas assez d'esprit pour railler, vous avez tort de vous en mêler."")",-,0.0
"('#angelique', 'Je ne me mêle que de plaire au Chevalier.')",-,0.0
"('#la-comtesse', ""On peut plaire plus solidement par de certains mérites, où vous n'arriverez jamais."")",-,0.0
"('#angelique', ""Je n'y arriverai pas sitôt que vous, du moins ; vous avez pris les devants."")",-,0.0
"('#nerine', ""Lez chevaux sont au Carrosse, partons, partons, vive la campagne, et plus d'amour."")",-,0.0
"('#angelique', 'Je ne pars point, Nérine.')",-,0.0
"('#nerine', ""Vous ne partez point !  L'avez-vous vu ?"")",-,0.0
"('#angelique', ""Non : mais j'ai changé de résolution."")",-,0.0
"('#nerine', ""Sans l'avoir vu, la résolution s'en est allée ; quand vous le verrez adieu la sagesse."")",-,0.0
"('#la-comtesse', ""Je me suis trop déclarée ; la jalousie a rallumé plus d'amour que la colère n'en avait éteint.  Quel parti prendre ?  En offrant tout mon bien au Chevalier peut-être que...  mais s'il me refuse, j'aurai perdu en vain cette réputation de vertu...  En tout cas j'imagine un moyen de tirer quelque gloire du pas que je vais faire."")",-,0.0
"('#frontin', 'Victoire !  Victoire !  Voici le jour heureux que la fortune nous devait : nous sommes riches à jamais.')",-,0.0
"('#le-chevalier', ""Oui, Madame, je viens de gagner jusqu'à m'en lasser ; j'ai fait sept mains complètes avec des cartes de reprise, réjouissances, doubles, triples, rien ne tenait devant moi, Madame : la ronde était de douze coupeurs, je prend couleur au seize de couche et de belle, à partie forcée, Madame, je suis laissé d'abord à carte simple, ma main vient, je fais le provençale, on coupe, je donne, ma droite est portée au chandelier, écoutez ceci, Madame..."")",-,0.0
"('#la-comtesse', ""J'ignore le langage des Joueurs, mais je veux m'en instruire pour vous faire plaisir ; Angélique n'aurait pas tant de complaisance : je suis fâchée de vous apprendre qu'elle ne veut plus vous voir."")",-,0.0
"('#le-chevalier', ""Ha, ha, ha, je vous crois, Madame, je vous crois : donne ton chapeau, Frontin. Le Chevalier met dans le chapeau de Frontin des bijoux et de l'argent."")",-,0.0
"('#la-comtesse', ""Pour peu qu'elle vous aimât, elle n'exigeait point que vous vous privassiez du jeu, qui dans le fond n'est qu'un délassement d'esprit tolérable."")",-,0.0
"('#le-chevalier', 'Votre exhortation de tantôt était plus sévère.')",-,0.0
"('#la-comtesse', ""Au reste, Chevalier, je suis ravie d'avoir contribué à votre gain en vous prêtant..."")",-,0.0
"('#le-chevalier', ""Prêter !  À moi prêter !  Je n'emprunte jamais."")",-,0.0
"('#frontin', ""L'argent de Madame vous a porté bonheur, ne le méconnaissez pas."")",-,0.0
"('#le-chevalier', ""Quoi !  Les deux cents pistoles que tu m'a données, c'est Madame qui..."")",-,0.0
"('#frontin', ""Je vous l'ai dit, Monsieur, c'est le mémoire."")",-,0.0
"('#le-chevalier', 'Tu es un coquin.')",-,0.0
"('#frontin', 'Monsieur.')",-,0.0
"('#le-chevalier', 'Un fripon.')",-,0.0
"('#frontin', 'Ah !')",-,0.0
"('#le-chevalier', ""Ne t'ai-je pas défendu en présence de Madame de parler du mémoire ?"")",-,0.0
"('#frontin', ""C'est une faute de jugement."")",-,0.0
"('#le-chevalier', 'Voici de quoi vous rendre.')",-,0.0
"('#la-comtesse', ""C'est une bagatelle."")",-,0.0
"('#le-chevalier', 'Non, Madame, il faut...')",-,0.0
"('#la-comtesse', 'Non, je veux que vous gardiez cela.')",-,0.0
"('#le-chevalier', ""Écoutez, Madame, il y a des argents heureux.  Je veux encore gagner avec le vôtre.  Le jeu me doit cent mille écus, et je les gagnerai dans peu ; j'ai attrapé la veine."")",-,0.0
"('#la-comtesse', ""Vous pourriez concevoir des espérances plus solides, s'il était vrai que vous eussiez pour moi..."")",-,0.0
"('#le-chevalier', 'Beaucoup de respect, Madame, de vénération pour vos vertus.')",-,0.0
"('#la-comtesse', ""Frontin m'a expliqué vos sentiments, et..."")",-,0.0
"('#le-chevalier', 'Maraud !  Tu me fais parler je crois ?')",-,0.0
"('#frontin', ""Prenons patience, Madame, quand la perte l'aura humilié, il nous traitera tous deux plus respectueusement."")",-,0.0
"('#la-comtesse', ""Votre vanité vous fait prendre à la lettre...  Je voulais seulement connaître votre ingratitude...  On sait le mépris que j'ai pour les hommes, et je n'en connais point de si méprisables que vous."")",-,0.0
"('#le-chevalier', 'Un, deux, trois, quatre, cinq.')",-,0.0
"('#frontin', ""Voici la fille de votre Lingère et Madame Brusquan ; les Créanciers sont des animaux d'un instinct admirable, ils sentent l'argent d'une lieue loin."")",-,0.0
"('#madame-brusquan', ""Bonjour, Monsieur, bonjour ; le Portier m'a dit que vous ne parliez à personne, cela m'a fait croire que vous aviez de l'argent."")",-,0.0
"('#le-chevalier', 'Dix-huit, dix-neuf, et vingt.')",-,0.0
"('#madame-brusquan', 'En voilà, Dieu merci ; si vous ne me payez, je vais faire la diablesse.')",-,0.0
"('#babiche', ""Monsieur, ma mère vous supplie très humblement de vous souvenir d'elle à votre commodité."")",-,0.0
"('#le-chevalier', 'Vingt-huit, vingt-neuf et trente.')",-,0.0
"('#babiche', ""Si je vous incommode, moi, je m'en irai."")",-,0.0
"('#madame-brusquan', 'Si je vous incommode, moi, je coucherai ici.')",-,0.0
