corneillet-inconnu,dancourt-inconnu,Score
-,"('#thalie', ""Non, qu'ils viennent. "")",0.0
-,"('#crispin', ""Holà, Monsieur Dufort, la France ?  Voyez si ces Messieurs, ces Dames sont là-haut.  Une Muse de connaissance  Nous honore de sa présence ;  Qu'ils accourent tous au plutôt,  Lui faire la révérence.  En voici deux nouveaux, c'est Ponteuil et Sallé. "")",0.0
-,"('#thalie', ""Melpomène ma soeur m'en a déjà parlé.  N'avez-vous pas le fils de la Thorillière ? "")",0.0
-,"('#crispin', 'Oui, dont vous aimiez tant le père. ')",0.0
-,"('#thalie', ""De mes faveurs je l'ai toujours comblé,  Et sa famille aussi me sera toujours chère. "")",0.0
-,"('#crispin', 'Tant mieux. La famille a peuplé,  En voici de la jeune espèce.  Vous aimiez fort aussi, dit-on, la Champmeslé ? ')",0.0
-,"('#thalie', 'Assurément. ')",0.0
-,"('#crispin', 'Hé bien, tenez, voilà sa nièce. ')",0.0
-,"('#thalie', ""J'aime à voir dans cette jeunesse,  Des Acteurs que j'aimais avec tant de tendresse,  Le mérite renouvelé. "")",0.0
-,"('#crispin', 'Mesdames, voilà la déesse,  Par les faveurs de qui nos aïeux ont brillé. ')",0.0
-,"('#mimy', ""À cet éclat, à cet air noble et tendre,  Je connais bien une Divinité :  Mais sans savoir son nom oserai-je prétendre  Qu'elle reçoive avec bonté  Les hommages qu'on vient lui rendre ? "")",0.0
-,"('#thalie', 'Venez tous reconnaître en moi,  Une des Muses du Théâtre. ')",0.0
-,"('#crispin', 'Allons gaiement, la Muse est gaillarde et folâtre  Et le Comique est son emploi.  Entrée des Acteurs et des Actrices qui viennent saluer Thalie.')",0.0
-,"('#thalie', 'Vos Acteurs, à ce que je vois,  Ont presque tous du talent pour la danse ? ')",0.0
-,"('#crispin', ""Fi donc ! Vous vous moquez, je crois ?  Ce n'est pas là danser, c'est marcher en cadence. "")",0.0
-,"('#thalie', ""Quelqu'un de vous n'a-t-il pas de la voix ? "")",0.0
-,"('#crispin', ""Pour chanter non. Il est vrai que parfois  Ils vous prennent un ton tendrement énergique,  Demi gaillard, demi tragique,  Une façon de réciter,  Qu'on prendrait pour de la Musique,  Quand le tour du Vers est Lyrique,  Ce diable de ton-là ne se peut éviter.  C'est un grand défaut au Comique. "")",0.0
-,"('#thalie', ""Cette manière de récit  Sera pour moi toute nouvelle,  Et peut-être me plaira-t-elle ;  La nouveauté quelque fois réussit.  Messieurs, que l'on me fasse entendre  Ceux en qui ce défaut est le moins vicieux. "")",0.0
-,"('#crispin', ""Allons, Monsieur Sallé, du grand, du beau, du tendre,  De l'enjoué, du sérieux,  Quelque chose qui touche l'âme.  C'est assurément lui, Madame,  À qui sans contredit ce défaut sied le mieux.  Sombre forêt, aimable solitude,  Votre ombre impénétrable à la clarté du jour,  Ne l'est pas à l'inquiétude  Que me cause un funeste amour.  De l'inhumaine que j'adore  L'image me suit en tous lieux,  Et le cruel Amour la présente à mes yeux  Plus belle qu'elle n'est encore.  CHANSON DE Monsieur Sallé."")",0.0
-,"('#thalie', 'Cet Acteur a la voix touchante,  Et je suis tout à fait contente  De cette sorte de récit. ')",0.0
-,"('#crispin', ""Elle ne me plaît point, moi, je trouve qu'il chante…  Et cependant le public l'applaudit. "")",0.0
-,"('#thalie', ""Vous pourriez, à ce qu'il me semble,  Réciter ainsi deux ensemble ? "")",0.0
-,"('#crispin', ""Deux soit, n'allez pas jusqu'à trois ;  Car c'en serait trop à la fois.  Allons, Messieurs du Chromatique,  De l'enjouement avec du pathétique,  Et puis à peu près, là, sur le ton qu'ils prendront,  Pour ne pas rester à rien faire,  Les autres Acteurs marcheront,  Ou par-devant, ou par derrière,  Tantôt de biais, tantôt en rond.  Ô l'heureux jour !  Muse adorable :  Que ton retour  Nous est favorable !  Qu'il charme nos sens !  Vous qui de nos jeux innocents,  Faites un usage agréable,  Venez seconder nos désirs,  Venez partager nos plaisirs,  Approuvez nos efforts, approuvez notre zèle,  Et nous favorisez comme elle.  CHANSON DE M. Sallé et Ponteuil."")",0.0
-,"('#thalie', ""Vous récitez très galamment,  Et marchez tous légèrement.  J'approuve fort cette manière,  Et sans aucun secours d'une main étrangère,  Vous pourriez assez aisément  Mettre des Pièces d'agrément. "")",0.0
-,"('#crispin', ""Des Pièces d'agrément sans Danse, sans Musique ?  Autant vaut fermer la Boutique. "")",0.0
-,"('#mademoiselle-desmarres', ""Pourquoi donc ? Nous venons de remettre Psyché,  Avec tout le succès qu'on s'en pouvait promettre. "")",0.0
-,"('#crispin', ""Oui : mais au double il a fallu la mettre,  Et le Public s'en est presque fâché.  Demandez, demandez, hem… "")",0.0
-,"('#mademoiselle-desmarres', ""Malgré sa colère,  En foule il est venu la voir,  Et nous sortions bienheureux d'en avoir  Une qui pût autant lui plaire. "")",0.0
-,"('#crispin', ""Où la prendre ? Où l'aller chercher ?  Si ce n'est par bonne fortune  Que Madame Thalie en indique quelqu'une,  Qui de loin seulement paraisse s'en approcher. "")",0.0
-,"('#thalie', 'Je voudrais un sujet Comique,  Bien manié, bien entendu,  Et plus galant que magnifique. ')",0.0
-,"('#crispin', 'Par de certains Auteurs il sera mal rendu,  Si vous ne les aidez de votre Rhétorique. ')",0.0
-,"('#thalie', ""Je me souviens autrefois d'avoir vu  Réussir certain INCONNU :  Il ne serait pas mal je pense,  Après l'avoir si longtemps négligé,  D'essayer sans trop de dépense  Si le goût du Public ne serait point changé. "")",0.0
-,"('#mademoiselle-desmarres', ""Oui, l'Inconnu, la Pièce est toute préparée,  Et je crois que déjà les Rôles en sont sus. "")",0.0
-,"('#crispin', 'Mais la Musique est égarée,  Les Airs et les Chansons ne se retrouvent plus. ')",0.0
-,"('#mimy', ""Un de nos Musiciens en a fait de nouvelles,  Qui ne sont pas sans agrément ;  De ces sortes de bagatelles  Il s'acquitte assez galamment. "")",0.0
-,"('#thalie', 'Je vous seconderai de toute ma puissance. ')",0.0
-,"('#mademoiselle-desmarres', 'Le conseil de la Muse assure le succès. ')",0.0
-,"('#crispin', ""Elle ne nous a pas conseillé la dépense,  De crainte d'accident ne faisons pas grands frais.  Ne prendra-t-on que le prix ordinaire,  Ou le double, comme à Psyché ? "")",0.0
-,"('#thalie', 'Non, le simple. ')",0.0
-,"('#crispin', ""Messieurs, la Muse aime à vous plaire !  En sa faveur on vous fait bon marché.  En sa faveur aussi… Voici ce qu'il faut faire.  Agréez nos efforts, louez, applaudissez,  Venez en foule, et souvent, c'est assez. "")",0.0
"('#l-amour', ""Vous voyez l'Amour et la Jeunesse,  Qui viennent admirer la charmante Comtesse,  Et lui dire à l'envi qu'être de ses plaisirs,  Fait l'unique bonheur qui flatte leurs désirs. "")","('#l-amour', ""Vous voyez l'Amour et la Jeunesse  Qui viennent admirer la charmante Comtesse,  Et lui dire à l'envi, qu'être de ses plaisirs  Fait l'unique bonheur qui flatte leurs désirs. "")",0.9903564453125
"('#la-comtesse', 'Et qui les a conduits ? ')","('#la-comtesse', 'Et qui les a conduits ? ')",1.0000001192092896
"('#virgine', 'Ce More qui jargonne  Certains mots qui ne sont entendus de personne.  Ils sont tous deux entrés, demandant à vous voir. ')","('#virgine', 'Cet homme qui jargonne  Certains mots, qui ne sont entendus de personne ;  Et sont tous deux entrés, demandant à vous voir. ')",0.8872543573379517
"('#olimpe', ""C'est encor l'Inconnu. "")","('#olimpe', ""C'est encor l'Inconnu. "")",0.9999998807907104
"('#la-comtesse', 'Nous allons le savoir. ')","('#la-comtesse', 'Nous allons le savoir. ')",1.0
"('#l-amour', ""Nous n'avions pas besoin que l'on nous vînt conduire,  Et d'eux-mêmes jusqu'à ce jour  Jamais dans aucun lieu la Jeunesse et l'Amour  N'ont eu de peine à s'introduire. "")","('#l-amour', ""Nous n'avions pas besoin que l'on nous vînt conduire ;  Et d'eux-mêmes jusqu'à ce jour,  Jamais dans aucun lieu la Jeunesse et l'Amour  N'ont eu de peine à s'introduire. "")",0.9943417310714722
"('#olimpe', ""L'aimable couple ! "")","('#olimpe', ""L'aimable couple ! "")",1.0000001192092896
"('#la-comtesse', ""Il n'est rien de si beau. "")","('#la-comtesse', ""Il n'est rien de si beau. "")",1.0000001192092896
"('#olimpe', 'De leur petite mascarade  Le dessein est assez nouveau. ')","('#olimpe', 'De leur petite mascarade,  Le dessein est assez nouveau. ')",0.9757208228111267
"('#la-comtesse', ""Il faut les écouter, car je me persuade  Qu'ils nous vont de l'Amour faire un joli tableau."")","('#la-comtesse', ""Il faut les écouter ; car je me persuade  Qu'ils nous vont de l'Amour faire un joli tableau. "")",0.9856807589530945
"('#la-jeunesse', ""Quoique vous nous voyiez ensemble,  C'est assez rarement que nous sommes d'accord. "")","('#la-jeunesse', ""Quoique vous nous voyiez ensemble,  C'est assez rarement que nous sommes d'accord. "")",1.0000001192092896
"('#l-amour', 'Comme tout me cède, il me semble  Que me céder aussi ne vous ferait pas tort. ')","('#l-amour', 'Comme tout me cède, il me semble  Que me céder aussi ne vous ferait pas tort. ')",1.0
"('#la-jeunesse', ""Moi, vous céder ! Et pourquoi, je vous prie ?  Si vous avez des charmes assez doux,  Qui plaisent en coquetterie,  Je me fais aimer plus que vous.  Jamais je ne quitte personne,  Qu'on ne s'en fasse un dur tourment.  Hélas ! Dit-on, faut-il si promptement  Que la Jeunesse m'abandonne ?  Mais quand le noir chagrin de vos transports jaloux  Force deux Coeurs à la rupture,  On y trouve un repos si doux  Qu'on vous laisse aller sans murmure ;  Et je ne sache que les Fous,  Qui mal guéris de leur blessure,  Veuillent renouer avec vous. "")","('#la-jeunesse', ""Moi vous céder ! Et pourquoi, je vous prie ?  Si vous avez des charmes assez doux  Qui plaisent en coquetterie,  Je me fais aimer plus que vous.  Jamais je ne quitte personne,  Qu'on ne s'en fasse un dur tourment.  Hélas, dit-on, faut-il si promptement  Que la Jeunesse m'abandonne ?  Mais quand le noir chagrin de vos transports jaloux,  Force deux coeurs à la rupture,  On y trouve un repos si doux,  Qu'on vous laisse aller sans murmure ;  Et je ne sache que les fous,  Qui, mal guéris de leur blessure,  Veuillent renouer avec vous. "")",0.9926680326461792
"('#l-amour', 'Et quand on ne rompt point est-il douceurs pareilles ? ')","('#l-amour', 'Et quand on ne rompt point, est-il douceurs pareilles. ')",0.9721431732177734
"('#la-jeunesse', ""C'est un miracle dont le bruit  Vient rarement à mes oreilles ;  Mais regardons le dégoût qui le suit.  Ce n'est pas comme la Jeunesse  Qui se trouve aimable en tout temps.  Vous n'avez point d'agrément qui ne cesse,  Pour peu que vous alliez au-delà du Printemps.  Quand l'âge vient, la belle chose  Que les soupirs de deux Amants Barbons !  À quoi peuvent-ils être bons  Qu'à plaindre leur métamorphose ?  Ce n'est plus en douceurs qu'ils passent tout le jour.  L'un dort tandis que l'autre gronde,  Et jamais on ne vit au monde  Rien de si sot qu'un vieil amour. "")","('#la-jeunesse', ""C'est un miracle dont le bruit  Vient rarement à mes oreilles :  Mais regardons le dégoût qui le suit  Ce n'est pas comme la Jeunesse,  Qui se trouve aimable en tous temps.  Vous n'avez point d'agrément qui ne cesse,  Pour peu que vous alliez au-delà du Printemps.  Quand l'âge vient, la belle chose  Que les soupirs de deux amants barbons !  À quoi peuvent-ils être bons,  Qu'à plaindre leur métamorphose ?  Ce n'est plus en douceurs qu'ils passent tout le jour.  L'un dort tandis que l'autre gronde ;  Et jamais on ne vit au monde,  Rien de si sot qu'un vieil amour. "")",0.9893072247505188
"('#l-amour', 'De vos jeunes attraits vous faîtes bien la fière. ')","('#l-amour', 'De vos jeunes attraits vous faites bien la fière. ')",0.9731401801109314
"('#la-jeunesse', ""On la ferait à moins ; partout je saute aux yeux.  On me nomme partout des Beautés la première,  Et c'est en quoi sur vous je l'emporte encor mieux.  Car enfin pour me vaincre, employez ruse, adresse,  Cherchez, artifice, détours :  Il n'est point de laide Jeunesse,  Mais il est de vilains Amours. "")","('#la-jeunesse', ""On la ferait à moins. Partout je saute aux yeux,  On me nomme partout des beautés la première,  Et c'est en quoi sur vous je l'emporte encore mieux ;  Car enfin pour me vaincre employez ruse, adresse,  Cherchez artifice, détours,  Il n'est point de laide Jeunesse :  Mais il est de vilains Amours. "")",0.9834034442901611
"('#l-amour', 'Vous croyez que je me chagrine,  De vous voir ravaler mes droits ? ')","('#l-amour', 'Vous croyez que je me chagrine  De vous voir ravaler mes droits. ')",0.9310803413391113
"('#la-jeunesse', ""Il n'est pas défendu de faire bonne mine,  Quoiqu'on enrage quelquefois.  Pour moi, je n'aime que la joie,  Et malgré nos débats qui durent trop longtemps,  Il faut qu'à danser je m'emploie. "")","('#la-jeunesse', ""Il n'est pas défendu de faire bonne mine,  Quoiqu'on enrage quelquefois. "")",0.6780513525009155
"('#l-amour', ""Danser ! Ignorez-vous qu'on a..."")","('#la-jeunesse', ""Il n'est pas défendu de faire bonne mine,  Quoiqu'on enrage quelquefois. "")",1.0
"('#la-jeunesse', ""Je vous entends,  Mais je puis tout comme Déesse.  En vain on croirait m'arrêter.  D'ailleurs, rien ne saurait contraindre la Jeunesse  Et qui voudrait l'empêcher de sauter,  La ferait mourir de tristesse. "")","('#l-amour', ""Vous n'êtes qu'un enfant, c'est ce qui vous rend vaine ;  Mais je me vengerai dans peu sur votre coeur. "")",0.4381556510925293
"('#l-amour', ""Songez-y bien, j'appréhende pour vous. "")","('#la-jeunesse', 'Vos traits ne me font point de peur.  Mais finissons un discours qui vous gêne.  Fin du Dialogue.')",0.28147268295288086
"('#la-jeunesse', 'Chacun doit soutenir son Rôle. ')","('#la-jeunesse', 'Vos traits ne me font point de peur.  Mais finissons un discours qui vous gêne.  Fin du Dialogue.')",1.0
"('#l-amour', ""Il est vrai, la Jeunesse est toujours un peu folle,  Et l'on ne prend pas garde aux Fous.  Olimpe après que la Jeunesse a dansé un Menuet.  La cadence à trouver ne lui fait point de peine. "")","('#l-amour', ""Approchez, notre conducteur,  C'est à vous d'entrer sur la Scène.  Air Italien, chanté par un Indien qui a conduit l'Amour et la Jeunesse."")",0.42818397283554077
"('#la-comtesse', ""Elle est née à la Danse, et peut s'en faire honneur.  L'Amour au More qui l'a amené.  Tandis qu'elle reprend haleine,  Approchez, notre Conducteur,  C'est à vous d'entrer sur la Scène.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  Quel sol di giovintù ch'in voi risplende,  Quei raggi ridenti onde ogn'un s'accende,  V'insegnano, non gia rigore.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  Con sguardi lusinghieri, strali di fuoco  Begli occhi, nel petto colto m'havete.  S'aiuto certese non mi porgete,  Ahira, ch'io vo morendo à poco à poco.  Su, su, dunque, che fate,  Pupille adorate ?  Con sguardo amoroso,  Non piu disdegnoso,  La plaga sanate  D'un' alma ferita.  Ahi che troppo tardata.  E che non mirate  Che gie nel mio seno  Lo spirto vien meno,  E sta su l'usteta.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  CHANSON ITALIENNE DU MORE. "")","('#un-indien', ""Dalle sponde del mar  D'ove l'Aurora,  Nasce ad indorar  Odorosi Campi di Flora.  Vengo per mirar  La beltà che'l mondo adora.  Ad un ciglio  Fiammegiante  Ad un occhio  Fulminante  Nò, nò, nò,  Nò resister non si puo.  Venite amori,  In tutti i cuori  Spirate ardori. "")",0.6921390891075134
"('#olimpe', 'En toute Langue on vous dit des douceurs. ')","('#olimpe', 'En toute langue on vous dit des douceurs. ')",0.9156865477561951
"('#la-comtesse', ""Ignorant qui me les adresse,  Ce sont d'assez vaines ardeurs ;  Mais laissons parler la Jeunesse. "")","('#la-comtesse', ""Ignorant qui me les adresse,  Ce sont d'assez vaines ardeurs.  Mais tâchons d'accorder l'Amour et la Jeunesse. "")",0.9015868306159973
"('#la-jeunesse', 'Et bien, de moi que dites-vous, Amour ? ')","('#la-jeunesse', ""Aucun de nous n'est d'humeur à céder. "")",0.08181656897068024
"('#l-amour', ""À danser, à sauter employez tout le jour,  Cela n'a rien qui m'intéresse ;  Mais puisque aucun de nous n'est d'humeur à céder  Il faut du moins nous accorder,  Pour louer dignement cette belle Comtesse. "")","('#l-amour', 'Il faut du moins nous accorder,  Pour louer dignement cette belle Comtesse. ')",0.6557639837265015
"('#la-jeunesse', ""La louer ? Ce n'est point mon fait.  Je ne pourrais assez élever son mérite,  Et j'aime mieux en être quitte  Pour ma guirlande et ce Bouquet.  Prenez ; d'une Déesse il n'est rien qu'on refuse. "")","('#la-jeunesse', ""La louer, ce n'est point mon fait,  Je ne pourrais assez élever son mérite,  Et j'aime mieux en être quitte  Pour ma guirlande et ce bouquet.  Prenez, d'une Déesse il n'est rien qu'on refuse. "")",0.9613112211227417
"('#l-amour', ""Pour moi, qui cherche à voir tous les Coeurs sous ses lois,  Je sais comme il faut que j'en use,  Et veux mettre à ses pieds mon arc et mon carquois. "")","('#l-amour', ""Pour moi qui cherche à voir tous les coeurs sous mes lois,  Je sais comme il faut que j'en use,  Et veut mettre à ses pieds mon arc et mon carquois. "")",0.9755574464797974
"('#olimpe', ""Qu'il est bien fait ! Mais Dieux ! À l'aimable Comtesse.  Madame, c'est à vous que ce billet s'adresse.  À l'aimable Comtesse. "")","('#olimpe', ""Qu'il est bien fait ! Mais Dieux ! À l'aimable Comtesse. Madame, c'est à vous que ce billet s'adresse. "")",0.9674317240715027
"('#la-comtesse', 'Lisons. ')","('#la-comtesse', 'Lisons. ')",1.0
"('#olimpe', ""De l'Inconnu j'admire le talent,  Tout ce qu'il fait enchante. "")","('#olimpe', ""De l'Inconnu j'admire le talent.  Tout ce qu'il fait enchante. "")",0.9934934973716736
"('#la-comtesse', ""Il n'est rien de plus galant.  Quoique ma passion extrême  Me fasse un souverain bonheur  Du plaisir de vous dire à quel point je vous aime,  Permettez que l'Amour vous parle en ma faveur,  Avant que je parle moi-même.  J'ose attendre beaucoup d'un entretien si doux.  Eh, qui sait mieux que lui ce que je sens pour vous ?  BILLET. "")","('#la-comtesse', ""Il n'est rien plus galant.  Quoique ma passion extrême  Me fasse un souverain bonheur  Du plaisir de vous dire à quel point je vous aime,  Permettez que l'Amour vous parle en ma faveur,  Avant que je parle moi-même.  J'ose attendre beaucoup d'un entretien si doux.  Hé ! Qui sait mieux que ce que je sens pour vous.  Elle lit."")",0.9464924931526184
"('#olimpe', ""C'est s'exprimer avec tendresse. "")","('#olimpe', ""C'est s'exprimer avec tendresse. "")",1.0000001192092896
"('#la-comtesse', ""On dit plus qu'on ne sent ; mais je veux à mon tour  Faire présent à la Jeunesse.  La Comtesse lui donne un diamant."")","('#la-comtesse', ""On dit plus qu'on ne sent : mais je veux à mon tour  Faire un présent à la Jeunesse.  La Comtesse lui donne un diamant."")",0.9305611252784729
"('#la-jeunesse', ""J'accepte cette bague, attendant l'heureux jour  Où vous saurez pour qui je m'intéresse. "")","('#la-jeunesse', ""J'accepte cette bague, attendant l'heureux jour  Où vous saurez pour qui je m'intéresse. "")",0.9999998807907104
"('#la-comtesse', ""Je ne donne rien à l'Amour ;  Il se vante, et je crains ses contes ordinaires. "")","('#la-comtesse', ""Je ne donne rien à l'Amour.  Il se vante, et je crains ses contes ordinaires. "")",0.9858106374740601
"('#l-amour', ""Par lui-même l'Amour trouve à se contenter  Et tant qu'il se fait écouter,  Il n'est pas mal dans ses affaires.  L'amour et la Jeunesse s'en vont avec le More. "")","('#l-amour', ""Par lui-même l'Amour trouve à se contenter ;  Et tant qu'il se fait écouter,  Il n'est pas mal dans ses affaires.  L'Amour et la Jeunesse s'en vont avec le Maure."")",0.913216233253479
"('#olimpe', 'On les a bien instruits. ')","('#olimpe', 'On les a bien instruits. ')",0.9999997019767761
"('#la-comtesse', ""Tâche à les amuser,  Virgine. Les Enfants n'aiment point à se taire,  Et de notre Inconnu par eux... "")","('#la-comtesse', ""Tâche à les amuser.  Virgine, les enfants n'aiment point à se taire,  Et de notre Inconnu par eux… "")",0.9872143268585205
"('#virgine', 'Laissez-moi faire.  En badinant je les ferai jaser. ')","('#virgine', 'Laissez-moi faire,  En badinant je les ferai jaser.  Fin du Divertissement du premier Acte.')",0.8474305868148804
