montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Score
"('#le-choeur', ""Veuille le Ciel bénin soutenir la querelle  Qu'après mille combats notre camp renouvelle,  Et si bien renforcer les nerfs de sa vertu,  Que l'exercite Grec s'en retourne battu  Vaincu, désespéré d'avoir perdu sa peine  À tenter par dix ans une entreprise vaine,  Dont le fruit soit la honte et l'éternel regret  D'avoir trop obstiné un serment indiscret. "")",-,0.0
"('#hector', ""C'est par là qu'il convient commencer la bataille,  » Notre ardeur sans les Dieux n'est rien qu'un feu de paille  » Mais au reste pensez qu'aux périlleux combats  » Où l'ordre n'a point lieu, peu sert l'effort du bras.  » Commande qui le doit, qui le doit obéisse :  » Ce n'est pas peu d'honneur de faire un bon service.  » L'Empire de plusieurs est volontiers confus ;  Mais comme un seul esprit est par le corps diffus,  Qui le meut en tous sens, de même votre armée  D'une volonté seule ait la force animée.  Grands Guerriers, je vous tiens ce discours en passant,  Car si le sort fatal en nos faits tout puissant  Ajoute sa faveur avec votre conduite,  Aujourd'hui le Soleil verra la Grèce en fuite,  Et vous revenus sains, honorés à l'envi  De vos bons vieux parents et du peuple ravi.  De moi qui reste enclos entre ces deux murailles,  Je sens un feu secret qui me cuit les entrailles,  Pour ne participer à ce proche bonheur,  Qui vous promet à tous grande moisson d'honneur. "")",-,0.0
"('#priam', ""Vous devez être, Hector, assouvi des Trophées  Desquels on voit briller vos portes étoffées.  » Quand le désir de gloire est trop immodéré,  » Le plus sain jugement en devient altéré ;  » Et vouloir faire tout, c'est vouloir l'impossible,  » Voire il est dommageable encor plus que pénible. "")",-,0.0
"('#andromaque', ""Quelque peu mon esprit commence à respirer,  Puisqu'Hector est gagné, puisqu'il veut demeurer.  Sans tenter aujourd'hui les hasards de la guerre.  Ce saint noeud de respect qui maintenant le serre  Tient mon courage à l'ancre au milieu de ces flots ;  Qui semblent conjurer contre notre repos.  » C'est avoir beaucoup fait sur une âme obstinée  » De la pouvoir contraindre une seule journée. » Car il peut advenir que le fatal moment  » Qu'occupe le danger coule insensiblement  » Pour ne plus revenir : le malheur ne séjourne,  » Et si comme l'on dit sur ses pas ne retourne. "")",-,0.0
"('#le-choeur', ""» On se lasse de tout excepté de bien faire. » L'homme amoureux du los  » Trouve son action un plaisir ordinaire,  » Et n'a plus grand travail que son propre repos.  » Tant plus l'âme goûte au doux fruit de la gloire  » Plus en croît le désir ;  » Ce philtre est si plaisant qu'on s'altère à le boire,  » Et que plus on en boit plus en vient de plaisir.  » Si rien peut exciter la vertu généreuse  » C'est la clarté du nom  » Qui pénètre à travers toute nue ombrageuse,  » Et discourt par le Ciel sur l'aile du renom.  » La pompe des grandeurs est au sens agréable,  » L'or nous charme les yeux ;  » La volupté nous rit, nous aimons bonne table ;  » Mais le désir d'honneur nous touche encore mieux.  » Désirable Nectar, délices salutaires  » Qui naissez du vrai bien,  » Ne vous profanez point à ces âmes vulgaires,  » Qui s'estiment beaucoup et ne méritent rien.  » Que la valeur vous gagne au milieu des batailles :  » Là naissent les Lauriers.  » Que sert de raconter les poudreuses médailles ?  » Les triomphes fameux de ces vieux devanciers ?  » Certes pour la vertu faut travailler soi-même,  » Endurer froid et chaud,  » Fouler aux pieds la honte et le péril extrême,  » Et porter un courage aussi constant que haut.  » Quand la gloire s'emplume avec de fortes ailles  » Elle vole en tous lieux ;  » Puis s'élève bien loin de ces choses mortelles,  » Et de rayons divins flambe dedans les Cieux.  » Qui s'endort dans le sein d'une lâche mollesse  » D'oisiveté vaincu,  » Vain fardeau de la terre, indigne de noblesse,  » Pourra t-il témoigner qu'il ait jamais vécu ?  » Caché dedans la vie ainsi qu'en sépulture  » Ne soit jamais connu ;  » Ne reste rien de lui que son Idole obscure  » Refondant dans le Rien dont il était venu.  » Ce n'est point la raison que le vice s'empare  » Du prix des vertueux,  » Qui n'est mis à l'encan ni pour l'argent avare,  » Ni pour le vain orgueil de ces présomptueux. "")",-,0.0
"('#hector', ""» Tous Arts pour dire vrai sont pratiqués à peine ;  » Mais l'illustre métier du noble Capitaine  » Est tant plus difficile à bien exécuter,  » Qu'on le voit en honneur tous autres surmonter.  » Alors que l'artisan se trompe en son ouvrage,  » Par les règles de l'art conjointes à l'usage  » Il corrige le vice et remet tout à point ;  » Mais les fautes d'honneur ne se réparent point :  » Une erreur fort légère, une parole omise,  » Un effet négligé l'exposent à la prise  » D'un tas de médisants plus lâche qu'envieux  » Auxquels son vif éclat blesse l'âme et les yeux :  » Ces mouches qui jamais au poli ne s'attachent,  » Leurs poignants aiguillons impudemment délâchent  » Contre un coeur innocent, et pour le piquet fort  » Aiment mieux en sa plaie y recevoir la mort.  Je pense ouïr déjà des langues mensongères  Enfoncer mon honneur de cent pointes légères ;  Et pense voir déjà les insolents Grégeois  Accompagner leurs coups de blasphémantes voix  Contre ma gloire acquise aux dépens de leur vie :  Mais si demain revient j'ôterai toute envie  D'outrager mon courage, et blâmer désormais  Ce bras de qui la peur ne triompha jamais. "")",-,0.0
"('#antenor', ""Bien que notre Ost vainqueur ailleurs les embesoigne  » Feins-toi qu'il soit ainsi, je ne tourne à vergoigne  » À l'homme qui demeure en ses faits innocent,  » Si quelqu'un le découpe alors qu'il est absent.  » Aussi notre devoir, seule règle infaillible  » Où l'honneur se mesure, excepte l'impossible :  » Et de là je comprends, ô Chevalier parfait,  » Que l'offense ne touche à qui point ne la sait,  » Et que celui sans plus doit en boire l'injure  » Qui l'oit, et n'en dit mot, la connaît et l'endure. "")",-,0.0
"('#hector', ""» Il mourra sans renom qui de lui n'a souci. "")",-,0.0
"('#antenor', ""» Il vivra sans repos qui s'en afflige aussi. "")",-,0.0
"('#hector', '» Celui mérite affront que la crainte fait taire. ')",-,0.0
"('#antenor', '» Et blâme qui médit sans voir son adversaire. ')",-,0.0
"('#hector', ""» Il ne faut point souffrir qu'on mal parle de nous. "")",-,0.0
"('#antenor', ""» Quoique l'on fît tout bien on ne peut plaire à tous. "")",-,0.0
"('#hector', ""Qu'on ne leur plaise point, mais au moins qu'ils se taisent. "")",-,0.0
"('#antenor', ""» Plutôt les vents bruyants que les langues s'apaisent. "")",-,0.0
"('#hector', ""» La valeur d'un grand Prince apporte de la peur. "")",-,0.0
"('#antenor', '» Tel parle hardiment qui tremble dans le coeur. ')",-,0.0
"('#hector', '» Mais la gloire languit se ressentant blessée. ')",-,0.0
"('#antenor', '» Une plaie ainsi faite est aussitôt passée. ')",-,0.0
"('#hector', '» Toujours la cicatrice en paraît sur le front. ')",-,0.0
"('#antenor', ""» Encor qu'elle paraisse on n'y lit plus d'affront :  » Ainsi le grand Guerrier que l'honneur déifie,  » Des marques de ses coups aux siens se glorifie. "")",-,0.0
"('#hector', ""» Aussi par là se voit qu'il a bien combattu. "")",-,0.0
"('#antenor', ""» Et par l'autre on connaît qu'il a de la vertu,  » Qui peut être sans tare et non jamais sans blâme. "")",-,0.0
"('#hector', ""En quoi donc le devoir d'une généreuse âme ? "")",-,0.0
"('#antenor', ""» À montrer son courage entier et tout parfait,  » Soit qu'il faille employer la parole ou l'effet :  Bref tel qu'on voit reluire en ta valeur extrême,  Qui doit tout son exemple emprunter de soi-même. "")",-,0.0
"('#hector', ""Ne connaissant en moi cette perfection,  Il me plaît rapporter à ton affection  Cet éloge d'honneur plutôt qu'à mon mérite,  Si parfois je fais bien en cela je t'imite.  Mais rompons là, mon Père, et recherchons plutôt  Quel succès de fortune accompagne notre Ost. "")",-,0.0
"('#antenor', ""J'ai connu des blessés qui rentraient dans la ville  Qu'Alexandre, Memnon, Deiphobe et Troïle Par émulation font tous à qui mieux mieux :  Que d'un autre côté les Grecs audacieux  Assaillent rudement et rudement repoussent.  Telle qu'on voit la mer quand deux vents la courroucent  Par leur souffle contraire en berçant reflotter  Et vague contre vague écumeuse affronter,  Semblables on peut voir les deux fortes armées  De désirs ennemis à la charge animées,  Tantôt aller avant et tantôt reculer ;  Sur elles la victoire est balancée en l'air,  Sans qu'on puisse connaître à son aile douteuse  Quelle part tournera sa faveur paresseuse. "")",-,0.0
"('#hector', ""Regardez Troie, ô Dieux, et son vol arrêté  Ferme se maintiendra dessus notre côté,  Après que le fier Mars l'aura tins en secousse,  » Car votre vouloir juste est le vent qui le pousse. "")",-,0.0
"('#antenor', ""Je m'en vais reconnaître avec ces propres yeux  Qui des camps opposés se portera le mieux ;  Puis quand du haut sommet de nos larges murailles  Mon oeil aura couru par les rangs des batailles,  Je t'en ferai rapport, afin que par conseil,  Tu venges le défaut de ton bras nonpareil. "")",-,0.0
"('#hector', ""Va, mon cher Anténor, et sur le champ avise  Les moyens d'avancer notre juste entreprise :  Car les sages discours de ton Esprit prudent  Ont fraudé plusieurs fois maint sinistre accident.  » Quel déplaisir ressent un généreux courage  » Qui bout après la gloire, et chérit davantage  » Le pénible labeur que le morne repos,  » Quand sa vertu hautaine amoureuse de los  » Repose au lâche sein d'une molle paresse  » Dont la froide langueur engourdit la prouesse.  » La vertu se nourrit de sa propre action ;  » Et l'âme aventureuse, en qui l'ambition  » De se faire connaître aux peuples de la terre  » Assaut tous les pensers d'une secrète guerre,  » Pense que le cesser d'employer sa valeur  » Lui tient lieu de reproche ou d'extrême malheur.  » Ô trois fois bienheureux sur tous autres j'estime  » Qui dispose à son gré d'un dessein magnanime,  » Sans être inquiété par les exhortements  » D'un père appréhensif, par les embrassements  » Que joint à ses baisers une femme agréable,  » Par les voeux respectés d'une mère honorable,  » Par les graves conseils des vieillards révérés  » Quand, dis-je, à la vertu ses efforts sont tirés.  Où moi que ces liens captivent dans la ville,  Je reste malheureux aussi bien qu'inutile ;  Si je crois de bien faire en demeurant ici,  Je crains que n'en sortant je fasse mal aussi.  » La clarté n'est clarté sinon qu'elle apparaisse :  » C'est beaucoup d'être bon, mais plus qu'on le connaisse :  » Car de là naît au coeur un plaisir si constant,  » Qu'il reste de soi-même en soi-même content.  » Si les bons toutefois tiennent d'expérience,  » Qu'il n'est un tel rempart que de la conscience,  » Mon esprit est sans gêne et mon coeur sans remords ;  Tout prêt et disposé de paraître dehors. "")",-,0.0
"('#le-choeur', ""Qui voudrait te blâmer, chevalier sans reproche,  Dessous un front d'acier aurait un coeur de roche :  Ton renom glorieux de tels rayons nous luit,  Que comme un clair Soleil il perce toute nuit.  Les grands chefs de Mycène ont senti ta vaillance :  Déjà grand nombre d'eux sont bronchés sous ta lance,  Dont le nom sert de preuve à ta rare vertu :  Mais c'est plus grand honneur de t'avoir combattu  Et d'en rester privé de l'âme et de la gloire,  Que d'avoir sur tout autre obtenu la victoire.  » Car c'est un argument de coeur aventureux,  » Que d'oser assaillir un homme valeureux.  » les Lions courageux de l'Afrique rôtie  » S'éjouissent de voir un Taureau pour partie,  » Et ne poursuivent point les papillons volants. » Ceux-là dont les esprits sentent de hauts élans,  » Couvent mille dépits au fond de leur poitrine  » Alors qu'un bas sujet au coup les achemine ;  » Mais si quelque grand Chef se présente au combat,  » D'allégresse et d'ardeur le courage leur bat.  Ô foudre des Guerriers aux plus fiers redoutable,  S'il est un seul mortel qui te soit comparable  Ajax le pourra dire, Ajax dont le fort bras  Porte un large bouclier couvert à sept rebras :  Thénère en parlera qui d'une main fort juste  Pousse le dard volant et la flèche robuste :  On le pourra savoir du grand Agamemnon  Qui passe tous les Grecs et de rang et de nom :  Il sera témoigné du courageux Tytide,  Qui combattrait les Dieux de son bras homicide :  Il sera reconnu du vieux Prince Nestor,  Qui parlant au conseil verse un beau fleuve d'or,  Et rapporté du double et cauteleux Ulysse  Dont on craint moins le bras que l'accorte malice.  Et confirmé d'Achille encores que ses yeux  Soient voilés contre toi d'un courroux envieux.  Aussi l'on dit partout où parvient la nouvelle  Des combats entrepris pour Hélène la belle,  Que tu sers aux Troyens comme d'un mur d'airain  Duquel étant couverts on les assaut en vain.  Non les hommes sans plus ; les choses insensibles  Admirent à l'envi tes forces invincibles.  Combien de fois le mont à Cybèle sacré  Regardant à ses pieds un peuple massacré  Qui faisait de toi seul sa mourante complainte,  A-t-il tremblé d'horreur, de merveille et de crainte ?  Combien de fois les champs qu'il découvre plus bas  Furent-ils ébranlés sous les coups de tes bras ?  Combien de fois encor Simoïs et Scamandre  Voyant à gros torrents le sang Grégeois s'épandre  Dans leurs flots étonnés de perdre leur couleur,  Au fond de leurs palais points d'ire et de douleur,  Ont-ils craint que les corps dont tu peuplais les ondes  Gardassent de rouler leurs Nymphes vagabondes ?  D'entre tous ces témoins et muets et parlants  Qui vont à qui mieux mieux ta vertu révélant,  S'élève haute en l'air la prompte Renommée  Qui d'une bouche vraie et non jamais fermée  Publie à tous venants qu'en valeur et conseil  Tu n'as point de second sous le cours du Soleil. "")",-,0.0
"('#hector', ""Si j'ai vu mes exploits marqués en la mémoire,  L'honneur en soit aux Dieux ; car je ne peux point croire  Que notre heur ès combat naisse de notre main ;  » Si le Ciel ne bénit l'homme travaille en vain. "")",-,0.0
"('#le-choeur', ""» La grandeur des humains n'a rien de plus céleste,  » Que quand parmi sa gloire elle est sage et modeste. "")",-,0.0
"('#hector', '» Celui qui se connaît ne méconnaît point Dieu,  » Qui dispose de tous et préside en tout lieu. ')",-,0.0
"('#le-choeur', ""» Bien que cela soit vrai, l'on peut sans faire outrage  » À l'ouvrier, honorer l'instrument et l'ouvrage.  » Quand quelqu'un a bien fait par le secours des Dieux,  » Il ne le faut priver d'un renom glorieux :  » Car la douce louange entretient et fomente  » Le désir de bien faire en toute âme excellente. "")",-,0.0
"('#hector', ""» Celui-là qui sert bien dessert un beau loyer ;  » Autrement il viendrait plus long à s'employer. "")",-,0.0
"('#le-choeur', ""» Le guerdon seul de gloire est propre et convenable  » À couronner en l'homme une action louable. "")",-,0.0
"('#hector', ""» Tous ces autres trésors qu'on cherche avidement,  » Au prix d'un bruit fameux ne sont rien voirement. "")",-,0.0
"('#le-choeur', ""» C'est par cet aile aussi que les hommes de guerre  » Volent durant leurs jours par le rond de la terre. "")",-,0.0
"('#hector', '» Dites plus, que le bruit acquis à leur valeur  » Fait naître une autre vie en la mort de la leur. ')",-,0.0
"('#le-choeur', '» Car si pour peu de jours tristes et périssables  » Leur corps endurait tant, ils seraient misérables. ')",-,0.0
"('#hector', ""» Il vaudrait mieux çà bas n'être jamais venu,  » Que sortir du Théâtre et n'être point connu. "")",-,0.0
"('#le-choeur', ""» Ce désir que Nature ente aux âmes plus belles  » Nous admoneste assez qu'elles sont immortelles. "")",-,0.0
"('#hector', ""» C'est de ce haut espoir que notre intégrité  » Prend sur tous nos desseins suprême autorité. "")",-,0.0
"('#le-choeur', '» Voyez comme chacun tâche même à revivre  » Ès traits inanimés de la bronze et du cuivre. ')",-,0.0
"('#hector', ""» Respire qui voudra dans le mort des portraits,  » J'aime mieux quant à moi vivre dedans mes faits. "")",-,0.0
"('#le-choeur', ""» Ils conservent aussi les traits de notre gloire  » Beaucoup plus longuement que l'airain et l'ivoire. "")",-,0.0
"('#hector', '» Si pour montrer le corps on prend tant de labeur,  » Combien en faut-il prendre à faire voir le coeur ? ')",-,0.0
"('#le-choeur', ""» Cela fait que la vie à la mort on échange,  » Lorsque l'on se promet d'en acquérir louange. "")",-,0.0
"('#hector', ""» J'ai toujours résolu sur semblables discours,  » Qu'il fallait beaucoup faire et vivre moins de jours. "")",-,0.0
"('#le-choeur', ""» La longueur de la vie aussi ne se mesure  » Par le nombre d'ans que nous prescrit nature. "")",-,0.0
"('#hector', '» Il vaut mieux faisant bien vivre un jour seulement,  » Que durer un long siècle et vivre oisivement. ')",-,0.0
"('#le-choeur', ""» La paresse langarde et faible en toute sorte  » Est de l'homme vivant la sépulture morte. "")",-,0.0
"('#hector', ""» Qui par faveur du Ciel est au bien adonné,  » Dans ses tristes liens n'est jamais enchaîné. "")",-,0.0
"('#le-choeur', ""» Aussi quand ce poison dans notre âme se glisse,  » Il la charme et l'endort ès ordures du vice. "")",-,0.0
"('#hector', ""Qu'il n'approche jamais les murs d'une Cité,  Qui conforme ses moeurs aux règles d'équité.  Mais quel bruyant tumulte étourdit mon oreille ?  Est-ce un renfort nouveau que Priam appareille  Pour secourir nos gens ? Quel trouble ois-je là-bas ?  Non, ce n'est point un bruit ému par des soldats,  Ce sont des cris piteux et des voix effroyables,  Des soupirs confondus aux accents lamentables  Dont la rumeur ressemble aux abois mugissants  Que fait le vent mutin sur les flots blanchissants,  Qui contestent ensemble et bruyent le naufrage  Venant à se briser aux durs flancs du rivage.  Marchons pour en savoir. "")",-,0.0
"('#le-choeur', ""N'allez jà plus avant.  Voici l'un de vos gens qui nous vient au devant. "")",-,0.0
"('#hector', 'Quel murmure là-bas hautement se démène ?  Mon ami, dis-le-nous ; tu respires à peine. ')",-,0.0
"('#messager', ""Ô magnanime Hector, j'accours aussi de loin  Implorer ta valeur à l'extrême besoin. "")",-,0.0
"('#hector', ""Qu'est-il donc survenu ? La fortune animée  Faut-elle de garant à l'heur de notre armée ? "")",-,0.0
"('#messager', 'Ton camp subsiste à peine, et les squadrons Grégeois  Le rechassent vers Troie et de main et de voix. ')",-,0.0
"('#hector', 'Que font vos compagnons ? Que font vos Capitaines ? ')",-,0.0
"('#messager', ""Ils s'efforcent beaucoup, mais leurs armes sont vaines. "")",-,0.0
"('#hector', 'Et nos Princes Troyens joignent-ils point de près ? ')",-,0.0
"('#le-choeur', 'Chacun veut acquérir la palme ou le Cyprès. ')",-,0.0
"('#hector', ""» Il ne faut qu'un poltron pour causer le désordre. "")",-,0.0
"('#le-choeur', ""Las ! C'est par un malheur, non faute de bien mordre.  Troie armée au combat allégrement courait  Devers l'Ost Argien qui rangé demeurait  Sur les champs étendus, d'où le bruit d'un tonnerre  Semblait comme sortir et rouler par la terre :  L'Olympe en tremblait tout, et les bas fondements  Chancelaient sous les pieds, les clairs hennissements  Des chevaux écumant bruyaient dedans le vide,  Et Xanthe se cachait en son Palais humide.  À grand-peine eut fini cet horrible moment,  Que les camps ennemis d'un raide élancement  Se ruent l'un sur l'autre, et par le fier outrage  De la langue et du bras enveniment leur rage.  L'un défendait tantôt et tantôt assaillait,  L'autre les coups reçus au double rebaillait ;  Le soldat au soldat, le gendarme au gendarme  S'attachait fièrement, en sa mort nulle larme  Il ne versait de l'oeil, ains tombait menaçant  Du trépas jà reçu ceux qui l'allaient pressant.  Les Chefs des deux partis recherchaient dans la presse  Un champion illustre et vanté de prouesse,  Ne voulant pas cueillir dessus le champ d'honneur  Une palme de prix moindre que leur valeur ;  Si bien qu'en mille endroits par l'épée et la lance  On vidait des duels aspirant à l'outrance.  Mais quand aucuns des Grecs plus hautains et plus forts  Ont signalé leurs coups de trois ou quatre morts,  Et ne trouvent plus rien qui veuille faire tête ;  Ils roulent par l'armée ainsi qu'une tempête,  Et n'apercevant point en nos squadrons rangés  Flamboyer ton armet, ils font des enragés,  Comme loups attaquants les boeufs gras d'un herbage,  Tandis que le Pasteur cause au prochain village.  Comment ? Profèrent-ils d'un accent orgueilleux,  Où est donc cet Hector ? Ce Prince merveilleux ?  Ce puissant champion ? Ce gendarme bravache ?  Lorsqu'on en vient aux mains il demeure en sa cache ?  Promettait-il naguère un si brave dessein ?  Andromaque, pensez, le mignarde en son sein,  Tandis que ces soldats sans chef et sans courage,  Victimes de nos mains, tombent en ce carnage.  Ces termes par les Grecs prononcés âprement  Dans les coeurs des Troyens forment l'étonnement ;  Et quoique nos Seigneurs que ce discours désole,  Exhortent vivement d'exemple et de parole,  Courent aux premiers rangs, louent les bons soldats  Et blâment hautement ceux qui font des couards,  Par un fatal destin ; car ainsi je l'appelle,  Notre camp malmené ne bat plus que d'une aile ;  Et s'il ne voit bientôt ton bel astre éclairer,  Il médite sa route et se va retirer.  C'est pitié que de voir nos bandes éclaircies  Des Dolopes guerriers dont les mains sont roussies  Au sang des Phrygiens qui regorge à ruisseaux ;  C'est une horreur de voir les soldats à monceaux  L'un sur l'autre entassés, et les meilleurs gens d'armes  Captifs sous leurs chevaux et pressés de leurs armes.  C'est peu pourtant au prix des longs gémissements,  Des soupirs éclatants, des aigus hurlements  Que jettent alentour de maintes funérailles  Ceux que l'âge et le sexe exemptent des batailles.  Là la ville en frémit, et les bourgeois troublés  Attendent leur ruine en cent lieux assemblés.  Où court si tôt Hector transporté de colère ? "")",-,0.0
"('#le-choeur', 'Après avoir connu comme va notre affaire,  Il va donner quelque ordre à dresser du secours. ')",-,0.0
"('#messager', ""Allez donc l'assister, car au camp je recours  En porter à nos gens l'espoir et la nouvelle. "")",-,0.0
"('#le-choeur', ""Ô fortune inconstante, outrageuse, et rebelle !  Jusqu'à quand ce malheur ? Doit-on plus espérer  De voir par les combats notre honneur prospérer ?  Les Cieux sont-ils tournés en faveur de la Grèce ?  À ce coup donc, ô Troie, augmente ta tristesse,  Redouble tes soupirs, le destin rigoureux  Hâte les mouvements de ton sort malheureux ;  Ces voleurs inhumains nous vont faire leur proie,  On dira quelque jour : ici jadis fut Troie,  Là son grand Ilion enclos de plus de tours,  Qu'au cours de l'an entier on ne compte de jours  » Tout périt ici-bas, les hommes, les familles,  » Les maisons, les Palais, les Châteaux et les villes ;  » Et les Empires même ont leur but limité :  » Rien ne saurait durer en toute éternité,  » Que l'éternité seule, et les saisons qui changent  » Font les jours, puis les jours l'un par l'autre se mangent.  Mais voilà pas Hélène ? Elle approche vers nous.  Ô l'unique sujet de la perte de tous,  Tu causes de grands maux, et ce n'est point merveille,  On débattrait mille ans une beauté pareille ;  » Entendons ces soupirs : C'est un contentement  » D'ouïr en son malheur lamenter doucement. "")",-,0.0
"('#helene', ""Ô misérable Hélène ! Ô Dame infortunée !  Tu pleures à bon droit, puisque tu ne fus née  Que pour causer la mort de tant d'hommes vaillants  Au front des murs Troyens à l'envi bataillant.  Cette fleur de beauté qui tombe en peu d'années,  Ces Lys soudain passés, ces roses tôt fanées,  Cet oeil en moins de rien couvert d'obscurité  Devait-il être ô Dieux à tel prix acheté ?  Tant d'illustres Seigneurs, de Princes remarquables  À l'égal ennemis, à l'égal misérables,  Occis pour mon sujet valent-ils moins que moi,  Moi qui vis sans honneur aussi bien que sans foi ?  Je dois d'un trouble étrange avoir l'âme saisie,  Voyant dedans un champ l'Europe avec l'Asie  Combattre pour moi seule, et s'enferrer de coups  Au gré de mes rivaux l'un de l'autre jaloux.  Puis-je vivre assurée au milieu de ces veuves  Qui détestent la Grèce, et maudissent les glaives  Par qui leurs chers maris forcés de tomber bas  Ont épandu la vie au milieu des combats ?  De quelle oeillade, ô Dieux ! Puis-je être regardée  De l'amante fidèle à l'amant accordée,  Qui par un dur destin à la mort succombant  Soupire encor pour elle et la nomme en tombant.  De quel front puis-je voir ces misérables pères  Que la mort de leurs fils envieillit de misères,  Quand leur oeil plein de rage ils élancent sur moi  Qui m'accuse et convainc de causer leur émoi ?  Combien d'aigres tourments et de traverses dures  Endurai-je au dur son des cruelles injures  Que me font les parents, les frères, les amis,  De ceux que l'épée Grecque au monument a mis ?  Ô trois fois malheureuse et quatre fois encore,  Si j'ai perdu l'honneur qui la femme décore,  Dois-je encor désirer l'usufruit de ce jour,  Pour être objet de haine aussi bien que d'amour ?  Las ! Cachons-nous plutôt au centre de la terre  Que d'être le flambeau d'une éternelle guerre :  Puisque j'ai par ma vie allumé ces combats,  Hâtons de les éteindre avecques mon trépas.  Ô Guerriers ennemis, apaisez vos querelles,  Puisque j'ai suscité vos haines mutuelles,  Accourez tous ici pour me ravir d'accord,  Et devant vos deux camps me jugez à la mort.  De vos si longs malheurs je suis seule coupable ;  Seule par la raison faites-moi punissable :  Ainsi des deux côtés nous resterons contents,  Moi de souffrir le mal et vous d'en être exempts.  Mieux vaut que vos combats ce conseil salutaire :  Ô Grégeois, ô Troyens, modérez la colère,  Et si ce n'est par haine, au moins par amitié  Accordez-moi la mort prenant de vous pitié.  Yeux trop clairs à mon dam couvrez-vous de ténèbres ;  Ne voyez plus des jours que vous rendez funèbres ;  Las ! Ne regardez plus sur ces champs beaux et verts  Qui de meurtre et de sang sont pour vous recouverts.  Bouche qui consentis à l'amoureuse envie  Du plus beau des Pasteurs que je fusse ravie,  Ferme-toi désormais, cesse de respirer ;  Misérable ! Es-tu point lasse de soupirer ?  Oreille qui reçus la parole charmeuse  Dont je sentis gagner ma pensée amoureuse  Clos ton entrée aux voix ; que mon âme par toi  N'entende jamais plus blasphémer contre moi.  Perdons avec l'amour toute autre connaissance,  Et montrons que ce fut le sort de ma naissance  Qui porta ces malheurs, non pas ma volonté :  » Un péché fait par force est de blâme exempté. "")",-,0.0
"('#le-choeur', ""Ne te désole plus, Hélène,  Bien que le sujet en soit grand :  » Quand le Ciel nous livre à la peine,  » On a beau chercher un garant.  » Celui-là qui le moins y pense  » Fera parfois le plus grand mal,  » Mais il n'est chargé de l'offense  » Quand c'est par accident fatal.  Ô belle, rien ne te contraigne  À troubler ton coeur de souci ;  Tu vaux certes que l'on te plaigne,  Quoique tu causes tout ceci. "")",-,0.0
"('#le-choeur', ""» L'âme à la vertu vive et prompte  » N'appréhende rien que la honte,  » La honte la peut émouvoir,  » Toute autre passion volage  » Ne pénètre point un courage,  » Qui n'ouvre les yeux qu'au devoir.  » L'homme qui n'est enflé d'audace  » A tendre le coeur et la face :  » Le méchant a le front de fer ;  » Et tant s'en faut qu'il se l'imprime  » De la vergongne de son crime,  » Sa bouche en ose triompher.  » La seule apparence de vice  » Qui dans l'opinion se glisse  » Pour décevoir le jugement,  » Afflige l'âme généreuse  » Que la gloire rend amoureuse,  » Et lui donne un secret tourment.  » Qui n'a soin de sa renommée  » Bien ou mal au monde semée  » N'a l'esprit d'honneur animé :  » Je vous pri' quel autre salaire  » Peut-on attendre de bien faire,  » Que d'en être bien estimé.  » Pourquoi tant d'honorables peines  » Supportent les grands Capitaines ;  » Pourquoi les hasardeux soldats  » S'élancent-ils en tant d'alarmes,  » Sinon pour la gloire des armes  » Qui les célèbre en toutes parts.  » Est-il un seul qui ne désire  » Aux yeux du monde se produire  » Sur le Théâtre de l'honneur :  » Qui buvant les douces louanges  » Des siens et des peuples étranges,  » N'en gratifie à son bonheur ?  » Non qu'il faille qu'une belle âme  » Se confonde au vent de tout blâme  » Qui par l'envie est suscité.  » L'homme que la constance assure,  » Toujours comme un cube demeure  » Ferme en sa propre gravité.  » Qui craindrait trop cette tempête  » Aurait toujours martel en tête,  » Et son coeur serait ébranlé,  » Comme la barque trop légère,  » Qu'Aquilon roue en sa colère  » Sur les sillons du flot salé.  » Il ne fut jamais belle vie  » Exempte de haine et d'envie,  » Le Soleil sans ombre ne luit.  » La course excite la poussière.  » Mais toujours la vive lumière  » Paraît plus claire après la nuit.  » Quoi que tâche la médisance,  » Elle n'aura point la puissance  » D'obscurcir un los mérité.  » Quoiqu'il sorte de la fumée  » D'une flamme bien allumée  » Elle n'éteint point la clarté.  » La vapeur d'une renommée  » Qui s'est en Astre transformée,  » Éclaire comme un beau Soleil,  » Faite plus vive d'âge en âge,  » Sans que jamais aucun ombrage  » L'empêche de luire à notre oeil.  » Encor que le cours de Nature  » Transforme l'homme en pourriture  » Au fond obscur de son tombeau,  » Si survit-il par sa mémoire,  » Et des clairs rayons de la gloire  » Son nom vieillissant devient beau. "")",-,0.0
