la-fontaine-daphne,voltaire-pandore,Score
"('#telamon', 'Changera-t-il son âme ?')",-,0.0
"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",-,0.0
"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",-,0.0
"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",-,0.0
"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",-,0.0
"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",-,0.0
"('#un-berger', ""L'ennemi commun est mort."")",-,0.0
"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",-,0.0
"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",-,0.0
"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",-,0.0
"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",-,0.0
"('#un-chasseur', ""L'ours ne vit plus."")",-,0.0
"('#un-berger', ""L'ours a passe l'onde noire."")",-,0.0
"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",-,0.0
"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",-,0.0
"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",-,0.0
"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",-,0.0
"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",-,0.0
"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",-,0.0
"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",-,0.0
"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",-,0.0
"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",-,0.0
"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",-,0.0
"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",-,0.0
"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",-,0.0
"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",-,0.0
"('#aminte', 'Aurait-elle mieux répondu ?')",-,0.0
"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",-,0.0
"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",-,0.0
"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",-,0.0
"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",-,0.0
"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",-,0.0
"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",-,0.0
"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",-,0.0
"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",-,0.0
"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",-,0.0
"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",-,0.0
"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",-,0.0
"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",-,0.0
"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",-,0.0
"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",-,0.0
"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",-,0.0
"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",-,0.0
"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",-,0.0
"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",-,0.0
"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",-,0.0
"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",-,0.0
"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",-,0.0
"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",-,0.0
"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",-,0.0
"('#daphne', 'Il le faut.')",-,0.0
"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",-,0.0
"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",-,0.0
"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",-,0.0
"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",-,0.0
"('#leucippe', 'Achevez.')",-,0.0
"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",-,0.0
"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",-,0.0
"('#daphne-', ""Ne m'aimez plus."")",-,0.0
"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",-,0.0
"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",-,0.0
"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",-,0.0
"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",-,0.0
"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",-,0.0
"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",-,0.0
-,"('#promethee', ""Prodige de mes mains, charmes que j'ai fait naître,  Je vous appelle en vain, vous ne m'entendez pas :  Pandore, tu ne peux connaître  Ni mon amour ni tes appas.  Quoi ! J'ai formé ton coeur, et tu n'es pas sensible !  Tes beaux yeux ne peuvent me voir !  Un impitoyable pouvoir  Oppose à tous mes voeux un obstacle invincible :  Ta beauté fait mon désespoir.  Quoi ! Toute la nature autour de toi respire !  Oiseaux, tendres oiseaux, vous chantez, vous aimez :  Et je vois ses appas languir inanimés,  La mort les tient sous son empire. "")",0.0
-,"('#encelade-typhon', ""Enfant de la terre et des cieux,  Tes plaintes et tes cris ont ému ce bocage.  Parle, quel est celui des dieux  Qui t'ose faire quelque outrage ? "")",0.0
-,"('#promethee', ""Jupiter est jaloux de mon divin ouvrage :  Il craint que cet objet n'ait un jour des autels :  Il ne peut sans courroux voir la terre embellie :  Jupiter à Pandore a refusé la vie !  Il rend mes chagrins éternels. "")",0.0
-,"('#typhon', ""Jupiter ?quoi ! C'est lui qui formerait nos âmes ?  L'usurpateur des cieux peut être notre appui ?  Non, je sens que la vie et ses divines flammes  Ne viennent point de lui. "")",0.0
-,"('#encelade', ""Nous avons pour aïeux la Nuit et le Tartare.  Invoquons l'éternelle Nuit :  Elle est avant le Jour qui luit.  Que l'Olympe cède au Ténare. "")",0.0
-,"('#typhon', ""Que l'enfer, que mes dieux répandent parmi nous  Le germe éternel de la vie :  Que Jupiter en frémisse d'envie,  Et qu'il soit vainement jaloux. "")",0.0
-,"('#promethee #deux-titans', ""Écoutez-nous, dieux de la nuit profonde :  De nos astres nouveaux contemplez la clarté :  Accourez du centre du monde :  Rendez féconde  La terre qui m'a porté :  Animez la beauté :  Que votre pouvoir seconde  Mon heureuse témérité ! "")",0.0
-,"('#promethee', ""Au séjour de la nuit vos voix ont éclaté :  Le jour pâlit, la terre tremble :  Le monde est ébranlé, l'Érèbe se rassemble.  Le théâtre change, et représente le Chaos. Tous les dieux de l'enfer viennent sur la scène."")",0.0
-,"('#choeur-des-dieux-infernaux', ""Nous détestons  La lumière éternelle :  Nous attendons  Dans nos gouffres profonds  La race faible et criminelle  Qui n'est pas née encore, et que nous haïssons. "")",0.0
-,"('#nemesis', 'Les ondes du Léthé, les flammes du Tartare  Doivent tout ravager.  Parlez, qui voulez-vous plonger  Dans les profondeurs du Ténare ? ')",0.0
-,"('#promethee', ""Je veux servir la terre, et non pas l'opprimer.  Hélas ! a cet objet j'ai donné la naissance,  Et je demande en vain qu'il s'anime, qu'il pense,  Qu'il soit heureux, qu'il sache aimer. "")",0.0
-,"('#les-trois-parques', ""Notre gloire est de détruire,  Notre pouvoir est de nuire :  Tel est l'arrêt du sort.  Le ciel donne la vie, et nous donnons la mort. "")",0.0
-,"('#promethee', ""Fuyez donc à jamais ce beau jour qui m'éclaire :  Vous êtes malfaisants, vous n'êtes point mes dieux.  Fuyez, destructeurs odieux  De tout le bien que je veux faire :  Dieux des malheurs, dieux des forfaits,  Ennemis funèbres,  Replongez-vous dans les ténèbres :  Ennemis funèbres,  Laissez le monde en paix. "")",0.0
-,"('#nemesis', ""Tremble, tremble pour toi-même :  Crains notre retour,  Crains Pandore et l'Amour.  Le moment suprême  Vole sur tes pas.  Nous allons déchaîner les démons des combats :  Nous ouvrirons les portes du trépas.  Tremble, tremble pour toi-même. "")",0.0
-,"('#promethee', ""Ah ! Trop cruels amis ! Pourquoi déchaîniez-vous,  Du fond de cette nuit obscure,  Dans ces champs fortunés, et sous un ciel si doux,  Ces ennemis de la nature ?  Que l'éternel chaos élève entre eux et nous  Une barrière impénétrable !  L'enfer implacable  Doit-il animer  Ce prodige aimable  Que j'ai su former ?  Un dieu favorable  Le doit enflammer. "")",0.0
-,"('#encelade', ""Puisque tu mets ainsi la grandeur de ton être  À verser des bienfaits sur ce nouveau séjour,  Tu méritais d'en être le seul maître.  Monte au ciel, dont tu tiens le jour :  Va ravir la céleste flamme :  Ose former une âme,  Et sois créateur à ton tour. "")",0.0
-,"('#promethee', ""L'Amour est dans les cieux : c'est là qu'il faut me rendre :  L'Amour y règne sur les dieux.  Je lancerai ses traits, j'allumerai ses feux :  C'est le dieu de mon coeur, et j'en dois tout attendre.  Je vole à son trône éternel :  Sur les ailes des vents l'Amour m'enlève au ciel.  Il s'envole."")",0.0
-,"('#choeur-des-nymphes', ""Volez, fendez les airs, et pénétrez l'enceinte  Des palais éternels :  Ramenez les plaisirs du séjour de la crainte :  En répandant des biens méritez des autels. "")",0.0
-,"('#dryade', ""Chantez, nymphes des bois, chantez l'heureux retour  Du demi-dieu qui commande à la terre :  Il vous apporte un nouveau jour :  Il revient dans ce doux séjour  Du séjour brillant du tonnerre :  Il revole en ces lieux sur le char de l'Amour. "")",0.0
-,"('#choeur-des-nymphes', 'Quelle douce aurore  Se lève sur nous !  Terre, jeune encore,  Embellissez-vous.  Brillantes fleurs, qui parez nos campagnes :  Sommets des superbes montagnes,  Qui divisez les airs, et qui portez les cieux :  Ô nature naissante,  Devenez plus charmante,  Plus digne de ses yeux ! ')",0.0
-,"('#promethee', ""Je le ravis aux dieux, je l'apporte à la terre,  Ce feu sacré du tendre Amour,  Plus puissant mille fois que celui du tonnerre,  Et que les feux du dieu du jour. "")",0.0
-,"('#choeur-des-nymphes', ""Fille du ciel, âme du monde,  Passez dans tous les coeurs :  L'air, la terre, et l'onde  Attendent vos faveurs. "")",0.0
-,"('#promethee', ""Que ce feu précieux, l'astre de la nature,  Que cette flamme pure  Te mette au nombre des vivants.  Terre, sois attentive à ces heureux instants :  Lève-toi, cher objet, c'est l'Amour qui l'ordonne :  A sa voix obéis toujours :  Lève-toi, l'Amour te donne  La vie, un coeur, et de beaux jours.  Pandore se lève sur son estrade, et marche sur la scène."")",0.0
-,"('#choeur', ""Ciel ! Ô ciel ! Elle respire !  Dieu d'amour, quel est ton empire ! "")",0.0
-,"('#pandore', ""Où suis-je ?et qu'est-ce que je vois ?  Je n'ai jamais été : quel pouvoir m'a fait naître ?  J'ai passé du néant à l'être.  Quels objets ravissants semblent nés avec moi  Ces sons harmonieux enchantent mes oreilles :  Mes yeux sont éblouis de l'amas des merveilles  Que l'auteur de mes jours prodigue sur mes pas.  Ah ! D'où vient qu'il ne paraît pas ?  De moment en moment je pense et je m'éclaire.  Terre qui me portez, vous n'êtes point ma mère :  Un dieu sans doute est mon auteur :  Je le sens, il me parle, il respire en mon coeur.  Ciel ! Est-ce moi que j'envisage ?  Le cristal de cette onde est le miroir des cieux :  La nature s'y peint : plus j'y vois mon image,  Plus je dois rendre grâce aux dieux.  On entend une symphonie. Elle s'assied au bord d'une fontaine."")",0.0
-,"('#nymphes #titans', ""Pandore, fille de l'Amour,  Charmes naissants, beauté nouvelle,  Inspirez à jamais, sentez à votre tour  Cette flamme immortelle  Dont vous tenez le jour.  On danse autour d'elle. On danse."")",0.0
-,"('#pandore', ""Quel objet attire mes yeux !  De tout ce que je vois, dans ces aimables lieux,  C'est vous, c'est vous, sans doute, à qui je dois la vie.  Du feu de vos regards que mon âme est remplie !  Vous semblez encor m'animer. "")",0.0
-,"('#promethee', ""Vos beaux yeux ont su m'enflammer  Lorsqu'ils ne s'ouvraient pas encore :  Vous ne pouviez répondre, et j'osais vous aimer.  Vous parlez, et je vous adore. "")",0.0
-,"('#pandore', ""Vous m'aimez ! Cher auteur de mes jours commencés,  Vous m'aimez ! Et je vous dois l'être !  La terre m'enchantait : que vous l'embellissez !  Mon coeur vole vers vous, il se rend à son maître :  Et je ne puis connaître  Si ma bouche en dit trop, ou n'en dit pas assez."")",0.0
-,"('#promethee', ""Vous n'en sauriez trop dire, et la simple nature  Parle sans feinte et sans détour.  Que toujours la race future  Prononce ainsi le nom d'Amour ! "")",0.0
-,"('#pandore-promethee', ""Charmant Amour, éternelle puissance,  Premier dieu de mon coeur,  Amour, ton empire commence :  C'est l'empire du bonheur. "")",0.0
-,"('#promethee', 'Ciel ! quelle épaisse nuit, quels éclats du tonnerre,  Détruisent les premiers instants  Des innocents plaisirs que possédait la terre !  Quelle horreur a troublé mes sens ! ')",0.0
-,"('#pandore-promethee', ""La terre frémit, le ciel gronde :  Des éclairs menaçants  Ont percé la voûte profonde  De ces astres naissants.  Quel pouvoir ébranle le monde  Jusqu'en ses fondements ?  On voit descendre un char sur lequel sont Mercure, la Discorde, Némésis, etc. "")",0.0
-,"('#mercure', 'Un héros téméraire a pris le feu céleste :  Pour expier ce vol audacieux,  Montez, Pandore, au sein des dieux. ')",0.0
-,"('#promethee', 'Tyrans cruels ! ')",0.0
-,"('#pandore', ""Ordre funeste !  Larmes que j'ignorais, vous coulez de mes yeux. "")",0.0
-,"('#mercure', 'Obéissez, montez aux cieux. ')",0.0
-,"('#pandore', ""Ah ! J'étais dans le ciel en voyant ce que j'aime. "")",0.0
-,"('#promethee', 'Cruels ! ayez pitié de ma douleur extrême. ')",0.0
-,"('#pandore #promethee', 'Barbares, arrêtez. ')",0.0
-,"('#mercure', ""Venez, montez aux cieux, partez :  Jupiter commande :  Il faut qu'on se rende  À ses volontés.  Venez, montez aux cieux, partez.  Vents, obéissez-nous, et déployez vos ailes :  Vents, conduisez Pandore aux voûtes éternelles.  Le char disparaît."")",0.0
-,"('#promethee', ""On l'enlève : tyrans jaloux,  Dieux, vous m'arrachez mon partage :  Il était plus divin que vous :  Vous étiez malheureux, vous étiez en courroux  Du bonheur qui fut mon ouvrage :  Je ne devais qu'à moi ce bonheur précieux.  J'ai fait plus que Jupiter même,  Je me suis fait aimer. J'animais ces beaux yeux :  Ils m'ont dit en s'ouvrant : Vous m'aimez, je vous aime.  Elle vivait par moi, je vivais dans son coeur,  Dieux jaloux, respectez nos chaînes.  Ô Jupiter ! Ô fureurs inhumaines !  Éternel persécuteur,  De l'infortune créateur; Tu sentiras toutes mes peines.  Je braverai ton pouvoir :  Ta foudre épouvantable  Sera moins redoutable  Que mon amour au désespoir. "")",0.0
-,"('#jupiter', ""Je l'ai vu cet objet sur la terre animé :  Je l'ai vu, j'ai senti des transports qui m'étonnent :  Le ciel est dans ses yeux, les grâces l'environnent :  Je sens que l'Amour l'a formé. "")",0.0
-,"('#mercure', 'Vous régnez, vous plairez, vous la rendrez sensible,  Vous allez éblouir ses yeux à peine ouverts. ')",0.0
-,"('#jupiter', ""Non, je ne fus jamais que puissant et terrible :  Je commande à l'Olympe, à la terre, aux enfers :  Les coeurs sont à l'Amour. Ah ! que le sort m'outrage !  Quand il donna les cieux, quand il donna les mers,  Quand il divisa l'univers,  L'Amour eut le plus beau partage. "")",0.0
-,"('#mercure', ""Que craignez-vous ? Pandore à peine a vu le jour,  Et d'elle-même encore à peine a connaissance :  Aurait-elle senti l'amour  Dès le moment de sa naissance ? "")",0.0
-,"('#jupiter', ""L'Amour instruit trop aisément.  Que ne peut point Pandore ? Elle est femme, elle est belle.  La voilà : jouissons de son étonnement.  Retirons-nous pour un moment  Sous les arcs lumineux de la voûte éternelle.  Cieux, enchantez ses yeux, et parlez à son coeur :  Vous déploierez en vain ma gloire et ma splendeur :  Vous n'avez rien de si beau qu'elle.  Il se retire."")",0.0
-,"('#pandore', ""À peine j'ai goûté l'aurore de la vie :  Mes yeux s'ouvraient au jour, mon coeur à mon amant :  Je n'ai respiré qu'un moment.  Douce félicité, pourquoi m'es-tu ravie ?  On m'avait fait craindre la mort :  Je l'ai connue, hélas ! Cette mort menaçante :  N'est-ce pas mourir, quand le sort  Nous ravit ce qui nous enchante ?  Dieux, rendez-moi la terre et mon obscurité,  Ce bocage où j'ai vu l'amant qui m'a fait naître :  Il m'avait deux fois donné l'être :  Je respirais, j'aimais : quelle félicité !  À peine j'ai goûté l'aurore de la vie, etc.  Tous les dieux avec tous leurs attributs entrent sur la scène."")",0.0
-,"('#choeur-des-dieux', ""Que les astres se réjouissent !  Que tous les dieux applaudissent  Au dieu de l'univers !  Devant lui les soleils pâlissent. "")",0.0
-,"('#neptune', 'Que le sein des mers, ')",0.0
-,"('#pluton', 'Le fond des enfers, ')",0.0
-,"('#choeur-des-dieux', ""Les mondes divers,  Retentissent  D'éternels concerts.  Que les astres se réjouissent !  Que tous les dieux applaudissent  Au dieu de l'univers !  Devant lui les soleils pâlissent. "")",0.0
-,"('#pandore', ""Que tout ce que j'entends conspire à m'effrayer !  Je crains, je hais, je fuis cette grandeur suprême.  Qu'il est dur d'entendre louer  Un autre dieu que ce que j'aime ! "")",0.0
-,"('#les-trois-graces', 'Fille du charmant Amour,  Régnez dans son empire :  La terre vous désire,  Le ciel est votre cour. ')",0.0
-,"('#pandore', ""Mes yeux sont offensés du jour qui m'environne :  Rien ne me plaît, et tout m'étonne.  Mes déserts avaient plus d'appas.  Disparaissez, ô splendeur infinie !  Mon amant ne vous voit pas.  Cessez, inutile harmonie !  Il ne vous entend pas.  On entend un symphonie. Le choeur recommence. Jupiter sort d'un nuage."")",0.0
-,"('#jupiter', ""Nouveau charme de la nature,  Digne d'être éternel,  Vous tenez de la terre un corps faible et mortel,  Et vous devez cette âme inaltérable et pure  Au feu sacré du ciel.  C'est pour les dieux que vous venez de naître :  Commencez à jouir de la divinité :  Goûtez auprès de votre maître  L'heureuse immortalité. "")",0.0
-,"('#pandore', ""Le néant d'où je sors à peine  Est cent fois préférable à ce présent cruel :  Votre immortalité, sans l'objet qui m'enchaîne,  N'est rien qu'un supplice immortel. "")",0.0
-,"('#jupiter', 'Quoi ! Méconnaissez-vous le maître du tonnerre ?  Dans les palais des dieux regrettez-vous la terre. ')",0.0
-,"('#pandore', ""La terre était mon vrai séjour :  C'est là que j'ai senti l'amour. "")",0.0
-,"('#jupiter', ""Non, vous n'en connaissez qu'une image infidèle,  Dans un monde indigne de lui.  Que l'amour tout entier, que sa flamme éternelle,  Dont vous sentiez une étincelle,  De tous ses traits de feu nous embrase aujourd'hui "")",0.0
-,"('#pandore', ""Je les ai tous sentis, du moins j'ose le croire :  Ils ont égalé mes tourments.  Ah ! Vous avez pour vous la grandeur et la gloire :  Laissez les plaisirs aux amants.  Vous êtes dieu, l'encens doit vous suffire :  Vous êtes dieu, comblez mes voeux.  Consolez tout ce qui respire :  Un dieu doit faire des heureux. "")",0.0
-,"('#jupiter', ""Je veux vous rendre heureuse, et par vous je veux l'être.  Plaisirs, qui suivez votre maître,  Ministres plus puissants que tous les autres dieux,  Déployez vos attraits, enchantez ses beaux yeux :  Plaisirs, vous triomphez dès qu'on peut vous connaître.  Les Plaisirs dansent autour de Pandore en chantant ce qui suit."")",0.0
-,"('#choeur', 'Aimez, aimez, et régnez avec nous :  Le dieu des dieux est seul digne de vous. ')",0.0
-,"('#une-voix', ""Sur la terre on poursuit avec peine  Des plaisirs l'ombre légère et vaine :  Elle échappe, et le dégoût la suit.  Si Zéphire un moment plaît à Flore,  Il flétrit les fleurs qu'il fait éclore :  Un seul jour les forme et les détruit. "")",0.0
-,"('#choeur', 'Aimez, aimez, et régnez avec nous :  Le dieu des dieux est seul digne de vous.')",0.0
-,"('#une-voix', ""Les fleurs immortelles  Ne sont qu'en nos champs.  L'Amour et le Temps  Ici n'ont point d'ailes. "")",0.0
-,"('#choeur', 'Aimez, aimez, et régnez avec nous :  Le dieu des dieux est seul digne de vous. ')",0.0
-,"('#pandore', ""Oui, j'aime, oui, doux plaisirs, vous redoublez ma flamme :  Mais vous redoublez ma douleur.  Dieux charmants, si c'est vous qui faites le bonheur,  Allez au maître de mon âme. "")",0.0
-,"('#jupiter', ""Ciel ! Ô ciel ! Quoi ! Mes soins ont ce succès fatal ?  Quoi ! J'attendris son âme, et c'est pour mon rival ! "")",0.0
-,"('#mercure', 'Jupiter, arme-toi du foudre :  Prends tes feux, va réduire en poudre  Tes ennemis audacieux.  Prométhée est armé : les Titans furieux  Menacent les voûtes des cieux :  Ils entassent des monts la masse épouvantable :  Déjà leur foule impitoyable  Approche de ces lieux. ')",0.0
-,"('#jupiter', 'Je les punirai tous... Seul, je suffis contre eux. ')",0.0
-,"('#pandore', ""Quoi ! Vous le puniriez, vous qui causez sa peine ?  Vous n'êtes qu'un tyran jaloux et tout-puissant.  Aimez-moi d'un amour encor plus violent,  Je vous punirai par ma haine. "")",0.0
-,"('#jupiter', 'Marchons, et que la foudre éclate devant moi. ')",0.0
-,"('#pandore', 'Cruel ! Ayez pitié de mon mortel effroi :  Jugez de mon amour, puisque je vous implore. ')",0.0
-,"('#jupiter', ""Prends soin de conduire Pandore.  Dieux, que mon coeur est désolé !  J'éprouve les horreurs qui menacent le monde.  L'univers reposait dans une paix profonde : Une beauté parait, l'univers est troublé.  Il sort."")",0.0
"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#pandore', ""Ô jours de ma naissance ! ô charmes trop funestes !  Désirs naissants, que vous étiez trompeurs !  Quoi ! la beauté, l'amour, et les faveurs célestes,  Tous les biens ont fait mes malheurs !  Amour, qui m'as fait naître, apaise tant d'alarmes :  N'es-tu pas souverain des dieux ?  Viens sécher mes larmes,  Enchaîne et désarmes  La terre et les cieux. "")",0.7083924412727356
