la-fontaine-daphne,moliere-psyche,Score
"('#telamon', 'Changera-t-il son âme ?')",-,0.0
"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",-,0.0
"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",-,0.0
"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",-,0.0
"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",-,0.0
"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",-,0.0
"('#un-berger', ""L'ennemi commun est mort."")",-,0.0
"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",-,0.0
"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",-,0.0
"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",-,0.0
"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",-,0.0
"('#un-chasseur', ""L'ours ne vit plus."")",-,0.0
"('#un-berger', ""L'ours a passe l'onde noire."")",-,0.0
"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",-,0.0
"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",-,0.0
"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",-,0.0
"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",-,0.0
"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",-,0.0
"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",-,0.0
"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",-,0.0
"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",-,0.0
"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",-,0.0
"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",-,0.0
"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",-,0.0
"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",-,0.0
"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",-,0.0
"('#aminte', 'Aurait-elle mieux répondu ?')",-,0.0
"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",-,0.0
"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",-,0.0
"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",-,0.0
"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",-,0.0
"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",-,0.0
"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",-,0.0
"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",-,0.0
"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",-,0.0
"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",-,0.0
"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",-,0.0
"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",-,0.0
"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",-,0.0
"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",-,0.0
"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",-,0.0
"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",-,0.0
"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",-,0.0
"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",-,0.0
"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",-,0.0
"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",-,0.0
"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",-,0.0
"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",-,0.0
"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",-,0.0
"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",-,0.0
"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",-,0.0
"('#daphne', 'Il le faut.')",-,0.0
"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",-,0.0
"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",-,0.0
"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",-,0.0
"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",-,0.0
"('#leucippe', 'Achevez.')",-,0.0
"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",-,0.0
"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",-,0.0
"('#daphne-', ""Ne m'aimez plus."")",-,0.0
"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",-,0.0
"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",-,0.0
-,"('#flore', ""Ce n'est plus le temps de la guerre ; Le plus puissant des Rois Interrompt ses exploits, Pour donner la paix à la terre. Descendez, Mère des Amours, Venez nous donner de beaux jours. Vertumne et Palaemon, avec les divinités qui les accompagnent, joignent leurs voix à celle de Flore, et chantent ces paroles."")",0.0
-,"('#choeur', ""Nous goûtons une paix profonde ; Les plus doux jeux sont ici-bas ; On doit ce repos plein d'appas Au plus Grand Roi du Monde. Descendez, mère des Amours, Venez nous donner de beaux jours. Il se fait ensuite une entrée de ballet, composée de deux Dryades, quatre Sylvains, deux Fleuves et deux Naïades. Après laquelle, Vertumne et Palaemon chantent ce dialogue."")",0.0
-,"('#vertumne', 'Rendez-vous, beautés cruelles, Soupirez à votre tour.')",0.0
-,"('#palaemon', ""Voici la reine des Belles, Qui vient inspirer l'amour."")",0.0
-,"('#vertumne', 'Un bel objet toujours sévère Ne se fait jamais bien aimer.')",0.0
-,"('#palaemon', ""C'est la beauté qui commence de plaire, Mais la douceur achève de charmer."")",0.0
-,"('#vertumne #palaemon', ""C'est la beauté qui commence de plaire. Mais la douceur achève de charmer. Ils répètent ensemble ces derniers vers."")",0.0
-,"('#vertumne', ""Souffrons tous qu'Amour nous blesse ; Languissons, puisqu'il le faut."")",0.0
-,"('#palaemon', 'Que sert un coeur sans tendresse ? Est-il un plus grand défaut ?')",0.0
-,"('#vertumne', 'Un bel objet toujours sévère Ne se fait jamais bien aimer.')",0.0
-,"('#palaemon', ""C'est la beauté qui commence de plaire, Mais la douceur achève de charmer. Flore répond au Dialogue de Vertumne et de Palaemon, par ce menuet ; et les autres Divinités y mêlent leurs danses."")",0.0
-,"('#flore', ""Est-on sage Dans le bel âge, Est-on sage De n'aimer pas ? Que sans cesse L'on se presse De goûter les plaisirs ici-bas : La sagesse De la jeunesse, C'est de savoir jouir de ses appas. L'amour charme Ceux qu'il désarme ; L'Amour charme, Cédons-lui tous, Notre peine Serait vaine De vouloir résister à ses coups : Quelque chaîne Qu'un amant prenne, La liberté n'a rien qui soit si doux. Vénus descend du ciel dans une grande machine avec l'Amour son fils, et deux petites Grâces, nommés AEgiale et Phaène, et les Divinités de la Terre et des Eaux recommencent de joindre toutes leurs voix, et continuent par leurs danses de lui témoigner la joie qu'elles ressentent à son abord."")",0.0
-,"('#choeur', ""Nous goûtons une paix profonde ; Les plus doux jeux sont ici-bas ; On doit ce repos plein d'appas Au plus grand Roi du Monde. Descendez, mère des Amours, Venez nous donner de beaux jours."")",0.0
-,"('#venus', ""Cessez, cessez pour moi tous vos chants d'allégresse : De si rares honneurs ne m'appartiennent pas, Et l'hommage qu'ici votre bonté m'adresse Doit être réservé pour de plus doux appas. C'est une trop vieille méthode De me venir faire sa Cour ; Toutes les choses ont leur tour, Et Vénus n'est plus à la mode. Il est d'autres attraits naissants, Où l'on va porter ses encens ; Psyché, Psyché la belle, aujourd'hui tient ma place, Déjà tout l'Univers s'empresse à l'adorer, Et c'est trop que dans ma disgrâce Je trouve encor quelqu'un qui me daigne honorer. On ne balance point entre nos deux mérites, À quitter mon parti tout s'est licencié, Et du nombreux amas de Grâces favorites, Dont je traînais partout les soins et l'amitié, Il ne m'en est resté que deux des plus petites, Qui m'accompagnent par pitié. Souffrez que ces demeures sombres Prêtent leur solitude aux troubles de mon coeur, Et me laissez parmi leurs ombres Cacher ma honte et ma douleur. Flore et les autres Déités se retirent, et Vénus avec sa suite sort de sa machine."")",0.0
-,"('#aegiale', ""Nous ne savons, Déesse, comment faire, Dans ce chagrin qu'on voit vous accabler : Notre respect veut se taire, Notre zèle veut parler."")",0.0
-,"('#venus', ""Parlez, mais si vos soins aspirent à me plaire, Laissez tous vos conseils pour une autre saison, Et ne parlez de ma colère, Que pour dire que j'ai raison. C'était là, c'était là la plus sensible offense, Que ma divinité pût jamais recevoir ; Mais j'en aurai la vengeance, Si les Dieux ont du pouvoir."")",0.0
-,"('#phaene', ""Vous avez plus que nous de clartés, de sagesse, Pour juger ce qui peut être digne de vous : Mais pour moi j'aurais cru qu'une grande Déesse Devrait moins se mettre en courroux."")",0.0
-,"('#venus', ""Et c'est là la raison de ce courroux extrême. Plus mon rang a d'éclat, plus l'affront est sanglant, Et si je n'étais pas dans ce degré suprême, Le dépit de mon coeur serait moins violent. Moi la fille du Dieu qui lance le tonnerre, Mère du Dieu qui fait aimer ; Moi, les plus doux souhaits du Ciel et de la Terre, Et qui ne suis venue au jour que pour charmer ; Moi, qui par tout ce qui respire Ai vu de tant de voeux encenser mes autels, Et qui de la beauté, par des droits immortels, Ai tenu de tout temps le souverain Empire ; Moi, dont les yeux ont mis deux grandes Déités Au point de me céder le prix de la plus belle, Je me vois ma victoire et mes droits disputés Par une chétive mortelle ! Le ridicule excès d'un fol entêtement Va jusqu'à m'opposer une petite fille ! Sur ses traits et les miens j'essuierai constamment Un téméraire jugement ! Et du haut des cieux où je brille, J'entendrai prononcer aux mortels prévenus, Elle est plus belle que Vénus !"")",0.0
-,"('#aegiale', ""Voilà comme l'on fait, c'est le style des Hommes, Ils sont impertinents dans leurs comparaisons."")",0.0
-,"('#phaene', ""Ils ne sauraient louer dans le siècle où nous sommes, Qu'ils n'outragent les plus grands noms."")",0.0
-,"('#venus', ""Ah que de ces trois mots la rigueur insolente Venge bien Junon et Pallas, Et console leurs coeurs de la gloire éclatante Que la fameuse pomme acquit à mes appas ! Je les vois s'applaudir de mon inquiétude, Affecter à toute heure un ris malicieux, Et d'un fixe regard chercher avec étude Ma confusion dans mes yeux. Leur triomphante joie au fort d'un tel outrage, Semble me venir dire, insultant mon courroux, Vante, vante, Vénus, les traits de ton visage, Au jugement d'un seul tu l'emportas sur nous, Mais par le jugement de tous Une simple mortelle a sur toi l'avantage. Ah ! Ce coup-là m'achève, il me perce le coeur, Je n'en puis plus souffrir les rigueurs sans égales, Et c'est trop de surcroît à ma vive douleur, Que le plaisir de mes rivales. Mon fils, si j'eus jamais sur toi quelque crédit, Et si jamais je te fus chère, Si tu portes un coeur à sentir le dépit Qui trouble le coeur d'une mère, Qui si tendrement te chérit ; Emploie, emploie ici l'effort de ta puissance À soutenir mes intérêts, Et fais à Psyché par tes traits Sentir les traits de ma vengeance. Pour rendre son coeur malheureux, Prends celui de tes traits le plus propre à me plaire, Le plus empoisonné de ceux Que tu lances dans ta colère ; Du plus bas, du plus vil, du plus affreux mortel, Fais que jusqu'à la rage elle soit enflammée, Et qu'elle ait à souffrir le supplice cruel D'aimer, et n'être point aimée."")",0.0
-,"('#l-amour', ""Dans le Monde on n'entend que plaintes de l'Amour, On m'impute partout mille fautes commises, Et vous ne croiriez point le mal et les sottises Que l'on dit de moi chaque jour. Si pour servir votre colère..."")",0.0
-,"('#venus', ""Va, ne résiste point aux souhaits de ta mère, N'applique tes raisonnements Qu'à chercher les plus prompts moments De faire un sacrifice à ma gloire outragée. Pars, pour toute réponse à mes empressements, Et ne me revois point que je ne sois vengée. L'Amour s'envole, et Vénus se retire avec les Grâces. La scène est changée en une grande ville, où l'on découvre des deux côtés, des palais et des maisons de différents ordres d'architecture. "")",0.0
-,"('#aglaure', ""Il est des maux, ma Soeur, que le silence aigrit, Laissons, laissons parler mon chagrin et le vôtre, Et de nos coeurs l'un à l'autre Exhalons le cuisant dépit : Nous nous voyons Soeurs d'infortune, Et la vôtre et la mienne ont un si grand rapport, Que nous pouvons mêler toutes les deux en une, Et dans notre juste transport Murmurer à plainte commune Des cruautés de notre sort. Quelle fatalité secrète, Ma soeur, soumet tout l'Univers Aux attraits de notre Cadette, Et de tant de princes divers Qu'en ces lieux la Fortune jette, N'en présente aucun à nos fers ? Quoi, voir de toutes parts pour lui rendre les armes, Les coeurs se précipiter, Et passer devant nos charmes, Sans s'y vouloir arrêter ? Quel sort ont nos yeux en partage, Et qu'est-ce qu'ils ont fait aux Dieux, De ne jouir d'aucun hommage, Parmi tous ces tributs de soupirs glorieux, Dont le superbe avantage Fait triompher d'autres yeux ? Est-il pour nous, ma Soeur, de plus rude disgrâce, Que de voir tous les coeurs mépriser nos appas, Et l'heureuse Psyché jouir avec audace D'une foule d'amants attachés à ses pas ?"")",0.0
-,"('#cidippe', ""Ah, ma Soeur, c'est une aventure À faire perdre la raison, Et tous les maux de la Nature, Ne sont rien en comparaison."")",0.0
-,"('#aglaure', ""Pour moi j'en suis souvent jusqu'à verser des larmes, Tout plaisir, tout repos, par là m'est arraché, Contre un pareil malheur ma constance est sans armes, Toujours à ce chagrin mon esprit attaché Me tient devant les yeux la honte de nos charmes, Et le triomphe de Psyché. La nuit il m'en repasse une idée éternelle Qui sur toute chose prévaut ; Rien ne me peut chasser cette image cruelle, Et dès qu'un doux sommeil me vient délivrer d'elle, Dans mon esprit aussitôt Quelque songe la rappelle, Qui me réveille en sursaut."")",0.0
-,"('#cidippe', 'Ma Soeur, voilà mon martyre, Dans vos discours je me vois, Et vous venez là de dire Tout ce qui se passe en moi.')",0.0
-,"('#aglaure', ""Mais encor, raisonnons un peu sur cette affaire. Quels charmes si puissants en elle sont épars, Et par où, dites-moi, du grand secret de plaire, L'honneur est-il acquis à ses moindres regards ? Que voit-on dans sa personne, Pour inspirer tant d'ardeurs ? Quel droit de beauté lui donne L'empire de tous les coeurs ? Elle a quelques attraits, quelque éclat de jeunesse, On en tombe d'accord, je n'en disconviens pas ; Mais lui cède-t-on fort pour quelque peu d'aînesse, Et se voit-on sans appas ? Est-on d'une figure à faire qu'on se raille ? N'a-t-on point quelques traits, et quelques agréments, Quelque teint, quelques yeux, quelque air et quelque taille À pouvoir dans nos fers jeter quelques amants ? Ma soeur, faites-moi la grâce De me parler franchement : Suis-je faite d'un air à votre jugement, Que mon mérite au sien doive céder la place, Et dans quelque ajustement Trouvez-vous qu'elle m'efface ?"")",0.0
-,"('#cidippe', ""Qui, vous, ma Soeur ? Nullement. Hier à la chasse, près d'elle, Je vous regardai longtemps, Et sans vous donner d'encens, Vous me parûtes plus belle. Mais moi, dites ma Soeur, sans me vouloir flatter, Sont-ce des visions que je me mets en tête, Quand je me crois taillée à pouvoir mériter La gloire de quelque conquête ?"")",0.0
-,"('#aglaure', ""Vous, ma Soeur, vous avez, sans nul déguisement, Tout ce qui peut causer une amoureuse flamme ; Vos moindres actions brillent d'un agrément Dont je me sens toucher l'âme, Et je serais votre amant, Si j'étais autre que femme."")",0.0
-,"('#cidippe', ""D'où vient donc qu'on la voit l'emporter sur nous deux, Qu'à ses premiers regards les coeurs rendent les armes, Et que d'aucun tribut de soupirs et de voeux On ne fait honneur à nos charmes ?"")",0.0
-,"('#aglaure', ""Toutes les dames d'une voix Trouvent ses attraits peu de chose, Et du nombre d'amants qu'elle tient sous ses lois, Ma Soeur, j'ai découvert la cause."")",0.0
-,"('#cidippe', ""Pour moi je la devine, et l'on doit présumer Qu'il faut que là-dessous soit caché du mystère : Ce secret de tout enflammer N'est point de la Nature un effet ordinaire ; L'art de la Thessalie entre dans cette affaire, Et quelque main a su sans doute lui former Un charme pour se faire aimer."")",0.0
-,"('#aglaure', ""Sur un plus fort appui ma croyance se fonde, Et le charme qu'elle a pour attirer les coeurs, C'est un air en tout temps désarmé de rigueurs, Des regards caressants que la bouche seconde, Un souris chargé de douceurs Qui tend les bras à tout le monde, Et ne vous promet que faveurs. Notre gloire n'est plus aujourd'hui conservée, Et l'on n'est plus au temps de ces nobles fiertés, Qui par un digne essai d'illustres cruautés, Voulaient voir d'un amant la constance éprouvée. De tout ce noble orgueil qui nous seyait si bien, On est bien descendu dans le siècle où nous sommes, Et l'on en est réduite à n'espérer plus rien, À moins que l'on se jette à la tête des hommes."")",0.0
-,"('#cidippe', ""Oui, voilà le secret de l'affaire, et je vois Que vous le prenez mieux que moi. C'est pour nous attacher à trop de bienséance, Qu'aucun amant, ma Soeur, à nous ne veut venir, Et nous voulons trop soutenir L'honneur de notre sexe, et de notre naissance. Les hommes maintenant aiment ce qui leur rit, L'espoir, plus que l'amour, est ce qui les attire, Et c'est par là que Psyché nous ravit Tous les amants qu'on voit sous son empire. Suivons, suivons l'exemple, ajustons-nous au temps, Abaissons-nous, ma Soeur, à faire des avances, Et ne ménageons plus de tristes bienséances Qui nous ôtent les fruits du plus beau de nos ans."")",0.0
-,"('#aglaure', ""J'approuve la pensée, et nous avons matière D'en faire l'épreuve première Aux deux princes qui sont les derniers arrivés. Il sont charmants, ma Soeur, et leur personne entière Me... Les avez-vous observés ?"")",0.0
-,"('#cidippe', ""Ah, ma Soeur, ils sont faits tous deux d'une manière, Que mon âme... Ce sont deux princes achevés."")",0.0
-,"('#aglaure', ""Je trouve qu'on pourrait rechercher leur tendresse, Sans se faire déshonneur."")",0.0
-,"('#cidippe', 'Je trouve que sans honte une belle Princesse Leur pourrait donner son coeur.')",0.0
-,"('#aglaure', ""Les voici tous deux, et j'admire Leur air et leur ajustement."")",0.0
-,"('#cidippe', 'Ils ne démentent nullement Tout ce que nous venons de dire.')",0.0
-,"('#aglaure', ""D'où vient, Princes, d'où vient que vous fuyez ainsi ? Prenez-vous l'épouvante en nous voyant paraître ?"")",0.0
-,"('#cleomene', ""On nous faisait croire qu'ici La Princesse Psyché, Madame, pourrait être."")",0.0
-,"('#aglaure', ""Tous ces lieux n'ont-ils rien d'agréable pour vous, Si vous ne les voyez ornés de sa présence ?"")",0.0
-,"('#agenor', 'Ces lieux peuvent avoir des charmes assez doux ; Mais nous cherchons Psyché dans notre impatience.')",0.0
-,"('#cidippe', 'Quelque chose de bien pressant Vous doit à la chercher pousser tous deux sans doute.')",0.0
-,"('#cleomene', 'Le motif est assez puissant, Puisque notre fortune enfin en dépend toute.')",0.0
-,"('#aglaure', 'Ce serait trop à nous, que de nous informer Du secret que ces mots nous peuvent enfermer.')",0.0
-,"('#cleomene', ""Nous ne prétendons point en faire de mystère ; Aussi bien malgré nous paraîtrait-il au jour, Et le secret ne dure guère, Madame, quand c'est de l'amour."")",0.0
-,"('#cidippe', 'Sans aller plus avant, Princes, cela veut dire, Que vous aimez Psyché tous deux.')",0.0
-,"('#agenor', 'Tous deux soumis à son empire Nous allons de concert lui découvrir nos feux.')",0.0
-,"('#aglaure', ""C'est une nouveauté sans doute assez bizarre, Que deux rivaux si bien unis."")",0.0
-,"('#cleomene', 'Il est vrai que la chose est rare, Mais non pas impossible à deux parfaits amis.')",0.0
-,"('#cidippe', ""Est-ce que dans ces lieux il n'est qu'elle de belle, Et n'y trouvez-vous point à séparer vos voeux ?"")",0.0
-,"('#aglaure', ""Parmi l'éclat du sang, vos yeux n'ont-ils vu qu'elle À pouvoir mériter vos feux ?"")",0.0
-,"('#cleomene', ""Est-ce que l'on consulte au moment qu'on s'enflamme ? Choisit-on qui l'on veut aimer ? Et pour donner toute son âme, Regarde-t-on quel droit on a de nous charmer ?"")",0.0
-,"('#agenor', ""Sans qu'on ait le pouvoir d'élire ; On suit dans une telle ardeur, Quelque chose qui nous attire, Et lorsque l'amour touche un coeur, On n'a point de raisons à dire."")",0.0
-,"('#aglaure', ""En vérité, je plains les fâcheux embarras Où je vois que vos coeurs se mettent ; Vous aimez un objet dont les riants appas Mêleront des chagrins à l'espoir qu'ils vous jettent, Et son coeur ne vous tiendra pas Tout ce que ses yeux vous promettent."")",0.0
-,"('#cidippe', ""L'espoir qui vous appelle au rang de ses amants Trouvera du mécompte aux douceurs qu'elle étale ; Et c'est pour essuyer de très fâcheux moments, Que les soudains retours de son âme inégale."")",0.0
-,"('#aglaure', ""Un clair discernement de ce que vous valez Nous fait plaindre le sort où cet amour vous guide, Et vous pouvez trouver tous deux, si vous voulez, Avec d'autant d'attraits, une âme plus solide."")",0.0
-,"('#cidippe', ""Par un choix plus doux de moitié Vous pouvez de l'amour sauver votre amitié, Et l'on voit en vous deux un mérite si rare, Qu'un tendre avis veut bien prévenir par pitié Ce que votre coeur se prépare."")",0.0
-,"('#cleomene', ""Cet avis généreux fait pour nous éclater Des bontés qui nous touchent l'âme ; Mais le Ciel nous réduit à ce malheur, Madame, De ne pouvoir en profiter."")",0.0
-,"('#agenor', ""Votre illustre pitié veut en vain nous distraire D'un amour dont tous deux nous redoutons l'effet ; Ce que notre amitié, Madame, n'a pas fait, Il n'est rien qui le puisse faire[.]"")",0.0
-,"('#cidippe', 'Il faut que le pouvoir de Psyché... La voici[.]')",0.0
-,"('#cidippe', ""[V]enez jouir, ma soeur, de ce qu'on vous apprête."")",0.0
-,"('#aglaure', ""Préparez vos attraits à recevoir ici Le triomphe nouveau d'une illustre conquête."")",0.0
-,"('#cidippe', ""Ces princes ont tous deux si bien senti vos coups, Qu'à vous le découvrir leur bouche se dispose."")",0.0
-,"('#psyche', ""Du sujet qui les tient si rêveurs parmi nous Je ne me croyais pas la cause, Et j'aurais cru toute autre chose En les voyant parler à vous."")",0.0
-,"('#aglaure', ""N'ayant ni beauté, ni naissance À pouvoir mériter leur amour et leurs soins, Ils nous favorisent au moins De l'honneur de la confidence."")",0.0
-,"('#cleomene', ""L'aveu qu'il nous faut faire à vos divins appas, Est sans doute, Madame, un aveu téméraire ; Mais tant de coeurs près du trépas, Sont par de tels aveux forcés à vous déplaire, Que vous êtes réduite à ne les punir pas Des foudres de votre colère. Vous voyez en nous deux amis, Qu'un doux rapport d'humeurs sut joindre dès l'enfance ; Et ces tendres liens se sont vus affermis Par cent combats d'estime et de reconnaissance. Du Destin ennemi les assauts rigoureux, Les mépris de la mort et l'aspect des supplices, Par d'illustres éclats, de mutuels offices Ont de notre amitié signalé les beaux noeuds : Mais à quelques essais qu'elle se soit trouvée, Son grand triomphe est en ce jour, Et rien ne fait tant voir sa constance éprouvée, Que de se conserver au milieu de l'amour. Oui, malgré tant d'appas, son illustre constance Aux lois qu'elle nous fait a soumis tous nos voeux ; Elle vient d'une douce et pleine déférence Remettre à votre choix le succès de nos feux, Et pour donner un poids à notre concurrence Qui des raisons d'État entraîne la balance Sur le choix de l'un de nous deux, Cette même amitié s'offre sans répugnance D'unir nos deux États au sort du plus heureux."")",0.0
-,"('#agenor', ""Oui, de ces deux États, Madame, Que sous votre heureux choix nous nous offrons d'unir, Nous voulons faire à notre flamme Un secours pour vous obtenir. Ce que pour ce bonheur, près du Roi votre père Nous nous sacrifions tous deux, N'a rien de difficile à nos coeurs amoureux, Et c'est au plus heureux faire un don nécessaire D'un pouvoir dont le malheureux, Madame, n'aura plus affaire."")",0.0
