dancourt-comedie-comediens,regnard-divorce,Score
"('#isabelle', ""Marton m'a expliqué tout cela."")",-,0.0
"('#eraste', 'Vous savez le rôle que vous y devez faire ?')",-,0.0
"('#isabelle', ""Celui d'une jeune personne que vous aimerez, et qui paraîtra ne vous point aimer.  Que je trouve ce personnage-là difficile !"")",-,0.0
"('#eraste', ""Je serai votre tuteur, et je ne chercherai qu'à vous contraindre en toutes choses : cela est bien éloigné de mon caractère."")",-,0.0
"('#isabelle', ""Qu'importe que les rôles soient gênants, si le dénouement doit être heureux."")",-,0.0
"('#eraste', ""Aussi l'attendrai-je avec impatience."")",-,0.0
"('#isabelle', ""Ce ne sera qu'une petite pièce, Éraste."")",-,0.0
"('#eraste', 'Elle ne laissera pas de me paraître longue.')",-,0.0
"('#isabelle', ""Je ne la trouverai guères moins ennuyeuse ; l'incertitude, la crainte de ne pas réussir à tromper mon oncle…"")",-,0.0
"('#eraste', ""Peut-on l'entreprendre inutilement ?  Il est né dupe ; c'est un si bon homme que Monsieur Grichardin, qu'il ne serait pas besoin même pour l'attraper de toutes les précautions qu'on nous fait prendre."")",-,0.0
"('#isabelle', ""Laissons-nous conduire par Marton, cela roule sur elle ; elle sait la portée de son génie, elle n'en fera ni trop, ni trop peu."")",-,0.0
"('#eraste', ""J'attends le succès de ses soins, et tout mon bonheur d'Isabelle."")",-,0.0
"('#marton', 'Vous voilà déjà, Éraste.  La diligence et louable.  Notre cousine ne doit pas être si contente de son amant que vous du vôtre.')",-,0.0
"('#eraste', ""Ne le blâmez pas, Mademoiselle Marton, il est occupé à persuader ceux de nos Acteurs dont il a besoin ; ce n'est pas une chose bien facile, et nous ne sommes pas toujours tous également disposés à faire plaisir."")",-,0.0
"('#angelique', 'Léandre ne revient point, Marton, et voilà Éraste avec ma cousine.')",-,0.0
"('#marton', ""C'est une observation que je faisais."")",-,0.0
"('#angelique', ""À quoi songe-t-il donc ?  Cela commence à m'impatienter.  Nous ne pouvons pas jouer une Comédie sans un peu de concert, et il faut du temps pour se concerter."")",-,0.0
"('#marton', 'Vous savez déjà cette Scène que je vous ai donnée ?')",-,0.0
"('#angelique', ""Si je la sais ?  J'en apprendrais bien d'autres ; mais cette Scène-là ne mène à rien : à quoi cela peut-il être bon ?"")",-,0.0
"('#marton', 'À amuser Monsieur votre père, en attendant que les Acteurs soient prêts, et notre pièce concertée.')",-,0.0
"('#angelique', 'Je ne suis point tranquille.')",-,0.0
"('#marton', 'Oh bien, allez vous tranquilliser auprès de votre belle-mère, et empêchez toutes deux Monsieur Grichardin de venir si tôt nous troubler.')",-,0.0
"('#angelique', ""Que ma cousine vienne donc aussi ; pendant que Léandre n'est point avec moi, je ne veux point qu'Éraste soit avec elle."")",-,0.0
"('#isabelle', 'Oh !  Pour cela, ma cousine.')",-,0.0
"('#eraste', 'Le retardement de Léandre…')",-,0.0
"('#marton', ""Elle n'a pas tort, vous êtes associées pour la même affaire, il ne faut pas que l'une ait plus d'avantage que l'autre ; allez vite."")",-,0.0
"('#isabelle', 'Quelle violence je me fais !')",-,0.0
"('#eraste', ""Quelle complaisance il faut que j'aie !"")",-,0.0
"('#marton', 'Quelle récompense vous en aurez !')",-,0.0
"('#eraste', 'Que pourrons-nous faire pour la vôtre ?')",-,0.0
"('#leandre', 'Voilà, ma chère Marton, de quoi faire un Mezzetin, un Scaramouche, un Docteur et un Pierrot.')",-,0.0
"('#monsieur-poisson', ""La métamorphose ne sera pas bien difficile pour moi : une barbe de plus, et des bottes de moins, voilà l'affaire faite."")",-,0.0
"('#marton', ""Sans le goût bizarre de l'homme à qui nous avons à faire, je vous aimerais bien autant dans votre naturel ; et de tout temps, n'en déplaise à Monsieur Grichardin, les vrais Crispins ont bien valu les Scaramouches."")",-,0.0
"('#monsieur-poisson', ""N'est-il pas vrai ?  Je ne gagne point au change : mais pour rendre service à nos amis…"")",-,0.0
"('#marton', 'Ils vous sont bien redevables : mais quelque zèle que vous ayez pour eux, sans un Arlequin une Comédie Italienne ne vaudra pas le diable.')",-,0.0
"('#leandre', ""La nôtre sera donc bien mauvaise ; car c'est un personnage qu'aucun de ces Messieurs ne se veut charger de faire."")",-,0.0
"('#marton', ""Ces Messieurs ont tort ; c'est le rôle le plus facile qu'il y ait, le masque joue de lui-même ; il n'y a jamais eu de mauvais Arlequin."")",-,0.0
"('#monsieur-de-la-thoriliere', ""Il n'y en a jamais eu qu'un bon ; et l'on en a vu tant de méchantes copies, que je ne me hasarderai pas d'en augmenter le nombre : si vous voulez vous contenter d'un Mezzetin, je suis votre homme, sinon je vous baise les mains."")",-,0.0
"('#marton', ""Hé !  Non, non, demeurez ; en quelque habit que vous soyez, vous êtes toujours bien : mais vous avez tort de ne pas prendre l'autre."")",-,0.0
"('#monsieur-de-la-thoriliere', ""Malepeste, je n'ai garde.  Le public paraît content de mon visage, je ne veux point prendre de masque."")",-,0.0
"('#monsieur-poisson', ""Si les visages qui ne plaisent pas voulaient se masquer, nous ne manquerions pas d'Arlequins."")",-,0.0
"('#marton', ""Ils n'en plairaient peut-être pas davantage ; mais puisque vous vous obstinez tous tant que vous êtes à ne point prendre ce caractère-là, j'en imagine un pour moi qui en tiendra quelque chose."")",-,0.0
"('#monsieur-poisson', ""Mais à propos d'imaginer, de quoi est-il question, s'il vous plaît ?  Faut-il étudier quelque rôle, ou jouer de tête ?  Je ne réussis jamais si bien que quand je parle de moi-même : j'ai plus d'esprit que de mémoire."")",-,0.0
"('#eraste', 'Tant mieux : nous conviendrons entre nous du sujet, et chacun fera son rôle à sa fantaisie.')",-,0.0
"('#monsieur-poisson', ""Cela pourra bien n'être pas trop bon."")",-,0.0
"('#isabelle', ""Ah !  Ma chère Marton, je suis au désespoir, si l'idée que nous avons de surprendre ce soir le consentement et la signature de mon oncle, il n'est plus d'Isabelle pour Éraste."")",-,0.0
"('#eraste', ""Comment !  Que dites-vous ?  Qu'avons-nous à craindre ?"")",-,0.0
"('#isabelle', ""Je viens d'entendre une vieille cousine, en qui mon oncle a grande confiance, qui lui proposait de me marier dès demain à un home d'affaires."")",-,0.0
"('#marton', ""Dès demain à un homme d'affaires !  A-t-il écouté la proposition ?"")",-,0.0
"('#isabelle', 'Mon oncle est un bonhomme qui écoute tout.')",-,0.0
"('#marton', ""Qu'a-t-il répondu ?  L'avez-vous ouï ?"")",-,0.0
"('#isabelle', ""Qu'il fallait voir, qu'il ne connaissait point ce Monsieur-là ; que quand il l'aurait-vu…"")",-,0.0
"('#marton', 'Il ne le connaît point ?')",-,0.0
"('#isabelle', 'Non, apparemment.')",-,0.0
"('#marton', 'Bon, tant mieux ; voilà une Scène pour vous, Seigneur Mezzetin, cela est de votre compétence.')",-,0.0
"('#monsieur-de-la-thoriliere', ""Je vous vois venir, Mademoiselle Marton.  Vous voulez que je fasse l'homme d'affaires, pour en dégoûter Monsieur Grichardin.  Cela est difficile sur le champ, et n'est point de notre sujet."")",-,0.0
"('#marton', 'Le grand malheur !  Ce sera une Scène détachée, et cela en ressemblera mieux à une Comédie Italienne.')",-,0.0
"('#monsieur-de-la-thoriliere', 'Je le veux bien, je ne demande pas mieux : mais des habits, où en prendre ?')",-,0.0
"('#marton', ""Monsieur Grichardin vient d'en faire apporter une manne dans ma chambre, pour déguiser toute sa famille, il n'y a qu'à choisir.  Allez-vous-y-en tous avec Léandre, je vais vous y joindre, et là nous concerterons pour notre impromptu de Comédie."")",-,0.0
"('#leandre', ""Ne perdons point de temps, Monsieur Grichardin pourrait nous trouver ici, et nous reconnaître, moi, surtout.  Allons au plus vite changer d'habit et de caractère."")",-,0.0
"('#monsieur-de-la-thoriliere', ""Vous pouvez lui annoncer l'homme d'affaires, je ne tarderai pas à être habillé."")",-,0.0
"('#marton', ""Ne vous inquiétez point vous, je vous garantis votre mariage signé avant qu'il soit une heure d'ici, ou il faudra que Monsieur votre oncle soit devenu plus défiant et plus avisé que de coutume.  Où sont-ils tous ?  Que fait Angélique ?"")",-,0.0
"('#isabelle', 'Les uns sont à table, les autres se promènent en attendant le Bal ou la Comédie, mon oncle est avec la vieille cousine, Angélique avec sa belle-mère essaie une robe de Docteur pour jouer une scène que vous lui avez fait répéter, dit-elle.')",-,0.0
"('#marton', ""Pour mieux réussir dans notre projet, il faut aussi qu'elle soit de notre Troupe."")",-,0.0
"('#isabelle', 'Paix, taisons-nous, voici mon oncle.')",-,0.0
"('#monsieur-grichardin', 'Hé bien, Marton, ton petit essai de Comédie ?')",-,0.0
"('#marton', ""Ne vous attendez pas à voir des acteurs fort habiles, au moins ; ce ne sont pas des Italiens de la véritable Italie, ce sont de jeunes gens de mes amis, qui se prêtent au plaisir de vous en faire, et à moi aussi, et qui par là méritent qu'on se prête à leur peu d'expérience."")",-,0.0
"('#monsieur-grichardin', 'Oh, je me prête à tout pour moi : songeons à notre Comédie ; on dit que tu en seras, toi, ma nièce ?')",-,0.0
"('#isabelle', 'Oui, mon oncle.')",-,0.0
"('#monsieur-grichardin', 'Et ma fille aussi ?')",-,0.0
"('#marton', 'Assurément, ce sera une des meilleures pièces de notre sac.')",-,0.0
"('#monsieur-grichardin', ""Cela est admirable, cette fille-là est comme moi, elle a du talent pour toutes les choses d'esprit."")",-,0.0
"('#marton', ""Je m'en vais hâter les Acteurs.  Qu'est-ce ?"")",-,0.0
"('#jasmin', ""On demande Monsieur, un homme d'affaires."")",-,0.0
"('#marton', ""Un homme d'affaires !  Il prend bien son temps, pendant qu'on songe à s'occuper de plaisirs, je m'en vais le renvoyer."")",-,0.0
"('#monsieur-grichardin', ""Non, non, qu'il entre, ce sera autant de fait.  C'est un parti qu'on m'a proposé pour vous ma nièce : mais je n'ai pas de goût pour les hommes d'affaires, je ne tarderai pas à m'en débarrasser."")",-,0.0
"('#isabelle', 'Vous me ferez bien plaisir, mon oncle.')",-,0.0
"('#mezzetin', 'Je ne sais, Monsieur, si une Dame de vos parentes, et de mes amies, ne vous a point prévenu en faveur de ma visite ?')",-,0.0
"('#monsieur-grichardin', ""Oui, Monsieur, on m'a parlé de vous, et voilà ma nièce Isabelle, pour qui l'on m'a dit que vous aviez quelque dessein, qui se rencontre ici fort à propos."")",-,0.0
"('#mezzetin', ""Voilà une belle personne !  Mais, Monsieur, une affaire sérieuse comme celle qui m'amène, interrompt peut-être les plaisirs où vous étiez livré pour la soirée ?"")",-,0.0
"('#monsieur-grichardin', 'Non, Monsieur, puisque vous voilà, vous y prendrez part, et nous pouvons en attendant…')",-,0.0
"('#mezzetin', ""Je n'ai pas pu remettre la chose à demain, et nous autres gens d'affaires, nous sommes si accablés d'affaires…  Depuis une goutte consulaire qui m'a prise, je n'ai de santé que les Fêtes et les Dimanches, encore ne marchai-je pas trop sûrement."")",-,0.0
"('#monsieur-grichardin', ""Qu'est-ce que cette maladie-là, Monsieur, une goutte consulaire."")",-,0.0
"('#mezzetin', ""C'est un mal contagieux qui court beaucoup parmi nous autres, et qui en fait crever quantité même."")",-,0.0
"('#monsieur-grichardin', ""Je n'en avais jamais ouï parler."")",-,0.0
"('#mezzetin', 'Vous êtes bienheureux.')",-,0.0
"('#isabelle', ""Mais vraiment, Monsieur, je suis fort surprise qu'étant malade, et goutteux surtout, vous soyez dans le dessein de vous marier !"")",-,0.0
"('#mezzetin', ""Que cette goutte-là ne vous effarouche point, Mademoiselle, elle n'intéresse point le mariage.  Il est bien vrai, pourtant, que plusieurs femmes de nos confrères s'en plaignent, parce que cela oblige à garder la chambre, et nos Dames ordinairement n'aiment pas fort la résidence des maris."")",-,0.0
"('#isabelle', 'Elles ont raison, le beau plaisir de passer toute une journée avec un malade !')",-,0.0
"('#mezzetin', ""Et un malade dont on est la femme, vous avez raison ; mais cette goutte-là ne durera pas, et notre mariage sera le remède à qui j'en devrai la guérison."")",-,0.0
"('#monsieur-grichardin', ""Mais je n'avais jamais ouï dire que le mariage fût u remède contre la goutte."")",-,0.0
"('#mezzetin', ""Il y a goutte et goutte, Monsieur Grichardin, il faut vous expliquer ce que c'est que celle-ci."")",-,0.0
"('#monsieur-grichardin', 'Vous me ferez plaisir : mais ne soyez pas long.')",-,0.0
"('#mezzetin', ""Elle se règle selon le cours de la Lune.  La Lune règle les saisons, et les saisons composent l'année.  Or est-il qu'il nous arrive, par exemple, de faire quelquefois de certains billets, payables à certains jours de certaine saison, le temps coule.  Nouvelle Lune, tranquillité d'esprit, le terme est éloigné.  Premier Quartier, inquiétude d'avoir à payer.  Pleine Lune, gens en campagne pour trouver de l'argent.  Décours, jour de l'échéance, la bourse se trouve en décours comme la Lune.  Visite de créanciers, honnêteté de notre part, murmure de la leur.  Autre visite, autre remise.  Impatience, protêt, assignation, et les suites.  Le chagrin saisit le débiteur, la goutte le prend, et cette diable de goutte ne se guérit que de deux manières."")",-,0.0
"('#isabelle', 'De deux manières ?')",-,0.0
"('#mezzetin', ""Oui, à force de marcher, et d'aller fort loin quand elle est violente : et en se mariant, quand elle est légère."")",-,0.0
"('#monsieur-grichardin', ""En se mariant, quand elle est légère !  Et comment cela, s'il vous plaît ?"")",-,0.0
"('#mezzetin', ""On y remédie avec de l'argent : on trouve quelque imbécile de père, ou d'oncle, qui vous donne sa nièce avec une bonne dot, dont vous accommodez vos affaires, et c'est pour cela, Monsieur Grichardin, que je suis devenu passionnément amoureux de vous et de Mademoiselle Isabelle."")",-,0.0
"('#monsieur-grichardin', ""Nous vous avons tous deux bien de l'obligation."")",-,0.0
"('#mezzetin', ""Quand vous ne lui donneriez d'abord que deux mille pistoles, c'est plus qu'il ne m'en faut pour guérir ma goutte ; et je connais un Bonnetier de la rue saint Denis, et un Banquier de la rue Quincampoix, qui, avec dix mille francs qui n'étaient pas à eux, ont trouvé moyen de se faire chacun cent mille écus, qui ne leur appartiennent guères."")",-,0.0
"('#isabelle', 'Voilà un beau secret, mon oncle.')",-,0.0
"('#mezzetin', ""Ne vous inquiétez pas, Mademoiselle, je ferai votre fortune et la mienne, ou j'y périrai."")",-,0.0
"('#monsieur-grichardin', 'Vous ne manquez pas de zèle, à ce que je vois ?')",-,0.0
"('#mezzetin', 'Ni de savoir-faire, et si vous voulez vous associer avec moi, pour endosser seulement mes billets…')",-,0.0
"('#monsieur-grichardin', ""Je suis votre valet, il faudrait les payer.  Premier Quartier.  Pleine Lune.  Décours, nouvelle goutte…  Je vous remercie des bonnes intentions que vous avez pour ma nièce, je l'aime trop pour lui faire épouser un goutteux ; je ne veux point de gens d'affaires dans ma famille."")",-,0.0
"('#mezzetin', 'Assurément ?')",-,0.0
"('#monsieur-grichardin', 'Très assurément.')",-,0.0
"('#mezzetin', 'Puisque cela est ainsi, il faut donc changer de personnage, et tâcher de vous plaire sous une autre figure.')",-,0.0
"('#monsieur-grichardin', ""Comment donc !  Qu'est-ce que ceci ?"")",-,0.0
"('#marton', 'Une pure Scène de Comédie, où vous venez tout naturellement de jouer votre rôle.')",-,0.0
"('#monsieur-grichardin', ""Par ma foi, voilà qui est plaisant, j'ai fait cela de moi-même.  Oh !  Je suis un habile homme."")",-,0.0
"('#marton', 'Vous voyez, tout devient Comédie chez vous pour vous plaire.  Ce seront tous les jours nouvelles scènes : et tenez, tenez voilà Mademoiselle votre fille qui vient faire la sienne ; vous allez voir de quoi elle est capable.')",-,0.0
"('#monsieur-grichardin', ""Mais vraiment oui, ma nièce, c'est ta cousine."")",-,0.0
"('#isabelle', ""C'est elle-même, mon oncle."")",-,0.0
"('#monsieur-grichardin', 'Elle est fort jolie comme cela, oui, Marton.')",-,0.0
"('#marton', ""N'est-il pas vrai ?  Je lui laisse répéter sa Scène avec Mezzetin, et je vais m'habiller pour la petite Comédie."")",-,0.0
"('#mezzetin', 'Voici un jeune docteur que vous voulez bien me permettre de consulter, Monsieur Grichardin, pour savoir si un projet amoureux que nous avons concerté, Mademoiselle Marton et moi, pourra réussir.')",-,0.0
"('#monsieur-grichardin', ""Ce jeune Docteur-là n'est pas fort habile sur ces matières, et je crains que vous ne soyez mal adressé."")",-,0.0
"('#mezzetin', 'Il sera plus habile que vous ne croyez.')",-,0.0
"('#monsieur-grichardin', ""Hé bien, faites ; voyons un peu comme elle se tirera d'affaire."")",-,0.0
"('#mezzetin', 'Ah !  Le beau jeune homme, et que la science, contre sa coutume, est logée dans un joli appartement.  Bondi, Signor, siete Dutor ?')",-,0.0
"('#angelique', ""Sa son Dutor ?  Hé, vous ne connaissez donc pas le Dutor Batoche ?  Pouvez-vous rencontrer personne qui ne vous parle de mes talents et de mon savoir ? Sa son Dutor ?  Oui, oui, je suis Docteur, et de race de Docteur.  N'avez-vous pas ouï parler en mille endroits du grand Docteur Scathlon mon père ?  Mon aïeul était le Docteur Campanasse : toute la terre est pleine de sa réputation. Mezzetin fait des révérences."")",-,0.0
"('#mezzetin', 'Demando pardon à V. S.')",-,0.0
"('#angelique', ""Sa son Dutor ?  Et que souhaitez-vous du Docteur ?  Parlez, parlez, expliquez-moi vos difficultés, si vous en avez.  Est-ce de l'art, ou de la science ?  De la pratique, ou de la spéculative ?  De la manière, ou de la forme ?"")",-,0.0
"('#mezzetin', ""Ce n'est ni de la forme, ni de la matière, c'est…"")",-,0.0
"('#angelique', ""Du concret, ou de l'abstrait ?  Du simple, ou de l'absolu ?"")",-,0.0
"('#mezzetin', 'In cortesia, Signor.')",-,0.0
"('#angelique', ""Sa son Dutor ?  Que voulez-vous du Docteur ?  De la Poésie ?  Je suis frère utérin d'Apollon le père des Muses, le compagnon de Virgile et d'Homère, l'intime ami d'Horace et d'Arioste."")",-,0.0
"('#mezzetin', 'My non vol ne alezzo, ne arosto.')",-,0.0
"('#monsieur-grichardin', 'Angélique se rire à merveille de son rôle, au moins.')",-,0.0
"('#angelique', ""Sa son Dutor ?  En musique je suis un Orphée, dans la Peinture un Raphaël, dans la Sculpture un Bernin, dans l'Architecture un Michel-Ange, et dans la Mathématique un Archimède."")",-,0.0
"('#mezzetin', 'In gratiâ, Signor, Ganimède.')",-,0.0
"('#angelique', ""Pour l'invention, je suis Perille, et pour l'instruction, un Aristippe, pour l'Histoire, un Tite-Live, pour la curiosité, je suis un Zénon, pour le secret, un Metellus, pour la science, un Hiperide, pour le travail, un Adrian, pour l'amitié, un Oreste, et pour la force, un autre Hercule."")",-,0.0
"('#mezzetin', 'Hé !  Sci una força che tarresti ?')",-,0.0
"('#monsieur-grichardin', ""Il n'y a rien que ce Docteur-là ne soit."")",-,0.0
"('#angelique', ""Sa son Dutor ?  Est-il question de Philosophie ?  Je suis plus subtil qu'Aristote, et plus universel que Platon.  Voulez-vous que je vous parle de Physique, ou de Morale ?  De l'être réel, ou de raison ?  Je vous ferai voir par toutes sortes d'arguments et de distinctions : Che in sta testa non datur vacuum."")",-,0.0
"('#mezzetin', 'La testa de tutte le vacché et Bufale con le corne nella tua testa.')",-,0.0
"('#angelique', ""Sa son Dutor ?  Avez-vous besoin de la médecine ?  Je suis le plus grand ami d'Esculape, j'ai fait plus d'aphorisme qu'Hipocrate, j'ai lu quatre ou cinq fois Galien et Avicene ; je défie l'hydropisie, la paralysie, la dysenterie, la pleurésie, la frénésie, l'esquinancie, l'apoplexie et toutes les maladies qui se terminent en ie, d'attaquer un tempérament que j'aurais pris sous ma protection."")",-,0.0
"('#mezzetin', 'El mal anche te colga ?')",-,0.0
"('#monsieur-grichardin', ""Elle crèvera à force d'être habile.  Ma fille…"")",-,0.0
"('#angelique', 'Sa son Dutor ?  Suis un ignorant, à votre avis ?')",-,0.0
"('#mezzetin', 'À mon avis, vous êtes un grand parleur.')",-,0.0
"('#angelique', ""Peut-on trop parler quand on parle bien ?  J'ai plus d'éloquence que Démosthène, plus de facilité d'expression que Cicéron."")",-,0.0
"('#mezzetin', 'Credemmi, Signor, chiachiaron.')",-,0.0
"('#angelique', ""Plus de connaissance que Périandre, plus d'étude que Platon, plus de vertu que Démétrius, plus de droiture que Caton, plus de génie que Thémistocle, plus de jugement que Tibère, plus de mémoire que Mithridate, plus de prudence que Dion."")",-,0.0
"('#mezzetin', 'Plus de babil que toutes les femmes.')",-,0.0
"('#angelique', ""Plus d'honneur que Pompée, plus de gloire qu'Alphonse, plus de grandeur d'âme que Fabricius, plus de fermeté que Brutus."")",-,0.0
"('#mezzetin', 'Ah !  Bruto animal.')",-,0.0
"('#angelique', ""Plus de libéralité que Titus, plus de magnificence qu'Auguste, plus de fortune que César, et plus de générosité qu'Alexandre."")",-,0.0
"('#mezzetin', 'Ah !  Per dio, lascia mi parlar.')",-,0.0
"('#monsieur-grichardin', 'Il faut pourtant la faire taire, il y a pour en mourir.')",-,0.0
"('#angelique', ""Sa son Dutor ?  Je sais faire l'impossible, accorder l'amour et la haine, l'antipathie et la sympathie, le mouvement et le repos, le tort et la raison, le mal et le bien, le chaud et le froid, le vert et le sec, le noir et le blanc, le oui et le non, le beaucoup et le peu, le tout et le rien, le vrai et le faux.  Est-il quelque chose que je ne puisse faire ?"")",-,0.0
"('#mezzetin', 'La rareté, la curiosité.')",-,0.0
"('#angelique', 'Sa son Dutor ?  Je suis un microcosme, un abrégé de tout le monde ; vif comme un français, grave comme un Espagnol, rusé comme un Italien, hardi comme un Turc, fier comme un Écossais, gourmand comme un Anglais, et ivrogne comme un Allemand.')",-,0.0
"('#mezzetin', ""Pour celui-là, je m'en aperçois : il signor è embriac, sur ma parole."")",-,0.0
"('#angelique', 'Sa son Dutor ?  Docteur des Lois, et plus que passé Docteur.  Voulez-vous que je vous explique la Loi ?')",-,0.0
"('#mezzetin', ""Oui, oui, vous n'êtes pas encore assez essoufflé !   Io vorxei che tu crepasti."")",-,0.0
"('#angelique', ""Ah, ah !  Vous en voulez par là, vous êtes fort bien adressé, que ne parliez-vous d'abord sans tant de préambules ?  Il y a une heure que je vous écoute sans dire une parole.  Quelle patience il faut avoir avec vous...  Ah !  C'est de la loi que vous voulez que je vous entretienne ?  Hé bien, je suis un Législateur plus estimé que Lycurgue ; pour gouverner, je suis Solon ; comme commander, je suis Cassides, et pour le Conseil, Gratian.  Cherchez-vous un avocat, ou un procureur ?  Avez-vous des procès actifs, ou passifs ?  Êtes-vous demandeur, défendeur, accusé, ou accusateur ?"")",-,0.0
"('#mezzetin', 'Son el boia, che ti strangularo.')",-,0.0
"('#angelique', ""Est-ce une cause d'audience, ou un procès par écrit ?  Est-il civil, ou criminel ?  S'il est civil, j'ai commenté nombre de fois Barthole et Balde ; si votre affaire est criminelle, j'ai plus écrit sur ces matières qu'aucun autre jurisconsulte, que Farinas même."")",-,0.0
"('#mezzetin', ""S'il a écrit autant qu'il parle…"")",-,0.0
"('#angelique', 'Sa son Dutor ?  En doutez-vous à présent ?  Oui, Messieurs, je suis Docteur, non solum in utroque : mais ; cinquantoque et centupliquoque Jure, in omnibus et per omnia Doctor excellens, excellentior et excellentissimus.')",-,0.0
"('#mezzetin', 'Essouflatus, essouflatior, essouflatissimus.')",-,0.0
"('#monsieur-grichardin', ""Oh !  Pour cela elle doit l'être.  Comment appelez-vous la pièce vous nous allez donner ?"")",-,0.0
"('#mezzetin', ""L'Amour Charlatan."")",-,0.0
"('#monsieur-grichardin', ""Ce titre-là promet, mais dépêchez-vous ; et en attendant que vous soyez prêts, je vais commencer le bal, et chanter quelque petit air, cela servira d'ouverture pour la Comédie."")",-,0.0
"('#gros-guillaume', ""Nous étions jadis L'honneur du Théâtre, Notre jeu folâtre Charmait tout Paris. Le bon goût se renouvelle On nous rappelle. Avec un plaisir extrême Nous revenons en ces lieux ; Si l'on nous y revoit de même, Ô combien nous serons heureux !"")",-,0.0
"('#une-dame-gigogne', ""Tout passe avec le temps, C'est la loi naturelle ; Mais tous les ans Le doux Printemps Se renouvelle. Pourquoi la beauté passe-t-elle Sans revenir ? Quel sort heureux que celui d'une belle, Si comme le Printemps on pouvait rajeunir. ? BRANLE."")",-,0.0
"('#mezzetin', ""Honneur au Bourgeois sensé, De qui la raison rappelle Le bon goût du temps passé ; Prenons-le tous pour modèle, C'est le fameux Grichardin, Qui connaît ce qui doit plaire ; Il aime mieux Trivelin, Que tout Corneille et Molière, Honneur au bourgeois sensé, De qui la raison rappelle Le bon goût du temps passé."")",-,0.0
"('#une-dame-gigogne', ""N'a-t-il pas grande raison ? Les esprits changent de mode. Chaque chose a sa saison, Et chacun suit sa méthode. Honneur au Bourgeois sensé, De qui la raison rappelle Le bon goût du temps passé."")",-,0.0
"('#angelique', ""Le tragique fait pleurer ; On craint la fine satire, Et l'on se laisse attirer Par la farce qui fait rire. Honneur au Bourgeois sensé, De qui la raison rappelle Le bon goût du temps passé."")",-,0.0
"('#mezzetin', ""Suivons donc ce goût du temps, Conformons-nous à l'usage, Du public nos soins constants Peut-être auront le suffrage. Honneur au Bourgeois sensé, De qui la raison rappelle…   id='95'>Le bon goût du temps passé."")",-,0.0
"('#jupiter', ""Où trouver ce petit fripon d'Amour, Momus ?"")",-,0.0
"('#momus', 'Seigneur, Jupiter !')",-,0.0
"('#jupiter', ""Pour moi, je t'avoue que je ne veux plus retourner dans le Ciel ; et je vais songer très sérieusement à me faire une habitation parmi les hommes."")",-,0.0
"('#momus', ""Cela serait beau, que Jupiter désertât ainsi l'Olympe, et demeurât toujours sur la terre ; passe encore d'y venir promener quelquefois de temps à autre, quand il se rencontre par hasard quelque aimable mortelle qui en vaut la peine, et dont les faveurs peuvent dédommager des frais du voyage."")",-,0.0
"('#jupiter', ""Ce n'est plus le temps, mon cher Momus."")",-,0.0
"('#momus', ""Pourquoi donc ?  Il me semble qu'il y a plus de jolies personnes ici-bas qu'il n'y en a jamais eu.  Ne serait-ce point là la raison qui vous détermine, et qui vous fait prendre la résolution de vous y établir ?"")",-,0.0
"('#jupiter', ""Non, mon enfant, je ne suis plus à la mode, j'ai vieilli, tout Dieu que je suis.  Les persécutions que la jalousie de Junon a fait souffrir à quelques-unes de mes maîtresses ; le peu de fortune que j'ai fait aux autres, tout cela m'a décrié, vois-tu ; et depuis que cet aveugle Dieu Plutus a répandu dans l'univers un certain genre d'hommes qu'il favorise, at qui sont devenus les maîtres de toutes les richesses des autres, les femmes n'ont point d'égard au rang et à la dignité, l'éclat seul des trésors les éblouit : et j'aurais toutes les peines du monde, moi qui te parle, à trouver à l'heure qu'il est une petite Grisette de la première main."")",-,0.0
"('#momus', ""Ce Plutus, ne lui en déplaise, est cause d'un grand dérangement."")",-,0.0
"('#jupiter', ""Il est cause…  Il est cause de tout le désordre où tout l'Olympe est aujourd'hui, et je n'en ai chassé l'Amour, que parce qu'il est entré dans les intérêts d'un de ces favoris de Plutus, qui m'a enlevé une jeune Intendante à la barbe de son mari et à la mienne."")",-,0.0
"('#momus', ""Vous avez pris la chose trop à coeur, il fallait châtier l'Amour autrement, vous voyez où vous en êtes pour l'avoir banni de votre Cour ; toutes les autres Divinités s'en sont éloignées, les Déesses surtout : plus d'Amour auprès d'elles, plus de plaisirs, ni jeux, ni festins, ni fêtes galantes : le séjour de la félicité est devenu celui de la tristesse et de l'ennui, et l'Olympe est un désert à présent."")",-,0.0
"('#jupiter', ""Je n'y retournerai qu'avec l'Amour : je veux faire la paix avec lui, à quelque prix que ce puisse être."")",-,0.0
"('#momus', ""C'est le bon parti : mais où l'attraper ?  Ne serait-il point avec ces favoris de Plutus ?  Comme ils sont cause de sa disgrâce, ils doivent bien lui donner un asile."")",-,0.0
"('#jupiter', ""Ils l'ont fait d'abord, il a eu dans les commencements la direction générale de leurs affaires : mais comme il y a parmi eux des gens grossiers, pour qui l'Amour a trop de délicatesse, ils l'ont révoqué à la pluralité des voix, et on a donné son emploi à la débauche."")",-,0.0
"('#momus', ""Et où ce pauvre enfant donnera-t-il de la tête, s'il est brouillé avec ces Messieurs ?"")",-,0.0
"('#jupiter', ""J'ai chassé Mercure avec lui, comme tu sais."")",-,0.0
"('#momus', 'Oui, je le sais, hé bien ?')",-,0.0
