biancolelli-ecole-galante,biancollelli-arlequin-gentilhomme,Score
"('#leandre', ""Étrange état d'un coeur que l'amour a soumis ! De trouver du repos il ne m'est plus permis."")",-,0.0
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', ""Loin de l'objet de ma nouvelle flamme Je ne puis vivre en paix, tout agite mon âme."")",-,0.0
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', 'À le revoir je borne tous mes voeux, Et son aspect charmant peut seul me rendre heureux.')",-,0.0
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', ""Ah ! Mezzetin que j'ai d'inquiétude ! L'amour me fait souffrir le tourment le plus rude."")",-,0.0
"('#mezzetin', 'La soif me désespère et me fait enrager.')",-,0.0
"('#leandre', 'Je cherche un beauté... ')",-,0.0
"('#mezzetin', 'Moi je cherche à manger.')",-,0.0
"('#leandre', ""Non, rien n'est comparable aux attraits d'Argentine."")",-,0.0
"('#mezzetin', ""Non, rien n'est plus charmant qu'une grande Cuisine."")",-,0.0
"('#leandre', 'Et le coeur le plus fier doit enfin lui céder.')",-,0.0
"('#mezzetin', ""Oui, je voudrais toujours m'emplir et me vider."")",-,0.0
"('#leandre', 'Que dis-tu, Mezzetin, et quel est ce langage ?')",-,0.0
"('#mezzetin', ""Pour moi le mot d'amour est un sensible outrage, Parlez plutôt de boire, est-il rien de plus doux Qu'un son harmonieux d'agréables glouglous ? Rien ne peut approcher de cette mélodie."")",-,0.0
"('#leandre', ""Je croyais sans aimer passer toute ma vie ; Mais depuis que j'ai vu l'objet qui m'a charmé, Mon coeur indifférent s'est d'abord enflammé : Pour ne pas l'adorer ma Maîtresse est trop belle, Je dois dans un moment m'introduire chez elle ; Tu pourrais interrompre un si doux entretien, Retire-toi d'ici."")",-,0.0
"('#mezzetin', ""Ma foi je le veux bien ; Vous n'avez qu'à jaser, et conter la fleurette, Moi, je vais chez Muri boire la chopinette. Il s'en va."")",-,0.0
"('#leandre', ""Voici l'heure, je pense, où je dois lui parler. Je suis bien amoureux, à ne le point celer ! Parbleu, c'est tout de bon ; mais j'aperçois mon maître. Comment, cher Arlequin, pourrai-je reconnaître Votre bonté pour moi, vos soins officieux ? Il court au-devant d'Arlequin, et l'embrasse."")",-,0.0
"('#arlequin', ""Croyez, mon cher enfant, que j'ai fait de mon mieux : Avez-vous profité d'une leçon fi belle ? Vous étiez à l'amour terriblement rebelle."")",-,0.0
"('#leandre', ""Ami, ce temps n'est plus, mon coeur est bien changé, Et dans d'aimables fers il se trouve engagé. J'ai suivi bien à point vôtre douce maxime : C'était contre l'amour commettre un trop grand, crime, Que de ne pas céder à des appas vainqueurs, Et je suis revenu de mes vaines erreurs."")",-,0.0
"('#arlequin', ""Ah ! que j'en suis ravi, voila ce qui s'appelle, À voir un écolier et soumis, et fidèle ; Je suis trop satisfait que ma sage leçon Ait fait en peu de temps un élève si bon.  Çà ne me cachez rien, la belle s'est rendue ? Parlez, qu'avez-vous fait depuis nôtre entrevue ?"")",-,0.0
"('#leandre', ""J'ai d'abord pratiqué ce que vous m'avez dit : Vos préceptes étaient gravez dans mon esprit. Ainsi je ne pouvais qu'à mon grand avantage Appliquer la leçon que j'ai mise en usage. Un objet tout charmant s'est offert à mes yeux, Cette jeune beauté loge prés de ces lieux, Elle est, je l'avouerai, tout à fait engageante ; La Belle a répondu sans peine à mon attente, Pour la mieux amorcer j'ai d'abord employé, Les soupirs, les regards, je n'ai rien oublié : Enfin dans un moment je dois entrer chez elle."")",-,0.0
"('#arlequin', 'Dites-moi donc comment le nomme cette belle.')",-,0.0
"('#leandre', 'Son nom est Argentine.')",-,0.0
"('#arlequin', 'Ha ! Que me dites-vous ?')",-,0.0
"('#leandre', ""Elle est entre les mains d'un brutal, d'un jaloux Qu'elle ne peut souffrir, et que son coeur déteste."")",-,0.0
"('#arlequin', ""Oh ! pour le coup j'en tiens, il m'a donné mon reste, L'ai-je bien entendu ? Peste de la leçon, Peut-être il s'est mépris, et quelle est sa Maison ?"")",-,0.0
"('#leandre', ""C'est là."")",-,0.0
"('#arlequin', 'Vous vous trompez.')",-,0.0
"('#leandre', ""Non : c'est là sa demeure."")",-,0.0
"('#arlequin', ""C'est peut-être plus bas."")",-,0.0
"('#leandre', ""Non Monsieur, où je meure. C'est ici. Il touche avec la main la maison d'Argentine."")",-,0.0
"('#arlequin', ""Juste Ciel ! je n'en dois plus douter, Il a de me leçon su trop bien profiter. Ce Diable d'écolier en sait plus que le Maître."")",-,0.0
"('#leandre', ""Dans un moment j'espère encore la mieux connaître : Son jaloux est dehors, elle m'introduira Dans son appartement."")",-,0.0
"('#arlequin', ""Gare l'et cetera."")",-,0.0
"('#leandre', ""Si vous vouliez Monsieur pour couronner l'ouvrage, Entrer chez me Maîtresse, et voir si ce sauvage, N'est point dans le Logis, vous m'obligerez fort. Ne refusez donc pas de servir mon transport : Vous êtes si zélé, d'une humeur si traitable !"")",-,0.0
"('#arlequin', ""Que j'ai lieu d'espérer... Ce serait bien le Diable, Cet ouvrage sans moi saura se terminer, Et vous allez, Monsieur, bien-tôt le couronner."")",-,0.0
"('#leandre', ""Quoi, vous ne voulez pas ? Votre refus m'offense."")",-,0.0
"('#arlequin', 'Non, ma foi, je ne puis le faire en conscience, Adieu.')",-,0.0
"('#leandre', 'Vous me quittez ; Ah ! restez en ces lieux, Pour voir.... ')",-,0.0
"('#arlequin', ""Je ne suis pas à présent curieux. Ah ! Maudit écolier ! que la peste te crève. Qui l'eût jamais pensé : j'ai fait une bel élève ; Mais je veux à l'écart observer tout ceci. Il se retire."")",-,0.0
"('#leandre', ""Qu'elle tarde à venir, juste Ciel ! La voici."")",-,0.0
"('#leandre', ""C'est donc vous ? Argentine, enfin vôtre présence Satisfait aux transports de mon impatience. Je vous vois, et je suis parfaitement heureux."")",-,0.0
"('#argentine', ""Au plaisir d'être à vous je borne tous mes veux : Vous seul pouvez parer le coup qui me menace, Et me faire éviter une affreuse disgrâce ; Je ne puis consentir d'épouser un magot."")",-,0.0
"('#arlequin', 'Comme elle me connaît ! Que je suis un grand sot ! Ne lui devrais-je pas donner une bourrade... Mais non : je suis poltron, et je crains la gourmade.')",-,0.0
"('#leandre', ""Oui, de vôtre jaloux je veux vous délivrer, Ma belle, c'est de quoi je puis vous assurer, Et les noeuds de l'hymen nous uniront ensemble. "")",-,0.0
"('#argentine', ""Ciel ! S'il nous surprenait ! Ah ! Léandre je tremble..."")",-,0.0
"('#leandre', ""Non, non, ne craignez rien, s'il troublait nos discours, Ce serait fait de lui j'abrégerais ses jours."")",-,0.0
"('#arlequin', ""Oh ! vous pouvez parler avec toute assurance, Après l'avoir instruit, la belle récompense !"")",-,0.0
"('#argentine', 'Souhaitez-vous entrer ?')",-,0.0
"('#arlequin', ""Eh non qu'il n'entre pas."")",-,0.0
"('#leandre', ""Belle, je ne veux point vous causer d'embarras, Je vais tout disposer pour nôtre mariage."")",-,0.0
"('#arlequin', ""S'il veut nous nous mettrons tous les deux en ménage, Moi je l'aurai la nuit, et lui l'aura le jour."")",-,0.0
"('#argentine', 'Léandre, au nom des Dieux, pressez vôtre retour, Puissent-ils protéger des ardeurs si fidèles !')",-,0.0
"('#leandre', ""Ma chère, de l'amour j'emprunterai les ailes. Pour voler jusqu'à vous, et pour vous garantir..."")",-,0.0
"('#argentine', ""Ce n'est pas sans regret que je vous vois partir."")",-,0.0
"('#leandre', 'Tantôt de mon dessein vous serez mieux instruite Et nos amours auront une agréable suite.')",-,0.0
"('#arlequin', ""Hé bien qu'en dirons-nous ! sont-ce là des chansons ! Non pas, voilà l'effet de mes belles leçons, Je m'en suis bien douté, quand cette matinée Je peignais avec soin me tête infortunée : Le peigne ne pouvait entrer dans mes cheveux, J'avais beau le pousser, et peigner de mon mieux, Quelque chose de dur lui faisait résistance ; Il faut pourtant avoir recours à la vengeance : Vite qu'un bon canon, une bombe, un mortier, Une carcasse, enfin un arsenal entier, Punisse ma carogne, et seconde ma rage, Quoi l'on me Vulcanise à la fleur de mon âge ? Ma foi, je suis bien fou de répandre des pleurs : Car si tous las Maris sujets à tels malheurs. Pleuraient amèrement pour pareilles alarmes On ne verrait ici que des yeux plein de larmes. Il pleure à sa manière. Il s'en va."")",-,0.0
"('#le-docteur', ""Je dois pour quelque temps m'absenter du Logis : Le soin de la Maison par moi vous est commis. Balayez bien ma chambre, et songez au ménage, Lorsque je reviendrai que je trouve un potage, Et que la porte soit fermée à double tour, Gardez-vous de l'ouvrir jusques à mon retour."")",-,0.0
"('#spinette', ""Je vous obéirai : le devoir me l'ordonne. Si quelqu'un vient frapper..."")",-,0.0
"('#le-docteur', 'Ne recevez personne. Faites ce que je dis, restez dans la Maison ; Surtout je vous défends de paraître au Balcon.')",-,0.0
"('#spinette', ""Ferais-je un si grand mal, si pendant vôtre absence Je prenais un peu l'air ; pourquoi cette défense ? Quand je suis seule, hélas ! je m'ennuie a la mort, Et tout le monde dit que vous avez grand tort De me faire subir un si rude esclavage, Et qu'enfin il est temps de me mettre en ménage. Que déjà je devrais être avec un époux, Et que je me pourrais fort bien passer de vous. Car à ce qu'on m'a dit je suis fille nubile Je ne le sens que trop."")",-,0.0
"('#le-docteur', ""Vous faites l'indocile,  Voyez cette morveuse, et ce bel embryon !"")",-,0.0
"('#spinette', ""Je ne mérite pas, mon père, un pareil nom. Vous m'appelez morveuse, et moi je vous assure Qu'on peut cueillir la poire aussitôt qu'elle est mûre, Et qu'il ne tient qu'à moi... suffit, je m'entends bien."")",-,0.0
"('#le-docteur', 'Plaît-il ? Que dites-vous ?')",-,0.0
"('#spinette', 'Qui moi ? Je ne dis rien.')",-,0.0
"('#le-docteur', ""Taisez-vous, je suis las d'entendre ce langage, Un semblable entretien, et m'échauffe, et m'outrage, Songez à m'obéir en tout ce qui me plaît, Ou vous m'obligerez à vous donner le fouet."")",-,0.0
"('#spinette', 'Ne vous emportez pas, je crains vôtre colère, Mon cher petit papa.')",-,0.0
"('#le-docteur', ""Ma foi l'on a beau faire Pour gêner un esprit on se fatigue en vain ; Nature est la plus forte et va toujours son train."")",-,0.0
"('#spinette', ""Mon père me contraint et veut me rendre esclave ; Mais il n'en sera rien, si je voyais Octave, Maintenant au Logis je le ferais entrer, Peut-être viendra-t-il, j'ai tout lieu d'espérer ; Je l'aperçois enfin."")",-,0.0
"('#octave', 'Quelle bonne nouvelle ?')",-,0.0
"('#spinette', ""Pour nous voir en secret l'occasion est belle, Mon père de longtemps ne viendra dans ces lieux."")",-,0.0
"('#octave', ""Entrons, et profitons d'un moment précieux."")",-,0.0
"('#le-docteur', ""Je suis bien dissipé, je sors pour une affaire, Et j'oublie au Logis ce qui m'est nécessaire, Un Billet, sans lequel je ne puis recevoir La somme qui m'est due et que je veux avoir.  A mes ordres prescrits ma fille obéissante, Ainsi qu'elle le doit, répond á mon attente : Elle a fermé sa porte. Un père est trop heureux, Quand sa fille veut bien satisfaire à ses voeux ; Et je rends grâce au Ciel, dont la bonté suprême M'a fait naître un enfant d'une sagesse extrême.  Spinette ne sait pas ce que c'est qu'un amant, C'est ce qu'en une fille on trouve rarement ; Mais pour m'ouvrir la porte il faut que je l'appelle : Spinette, hola Spinette ! À présent que fait-elle ? Sans doute elle s'amuse à tricoter un bas, Je suis bien assuré qu'elle ne m'attend pas. En voyant la porte fermée."")",-,0.0
"('#spinette', ""Que deviendrai-je hélas ! Juste Ciel, c'est mon père ! Courage, un stratagème est ici nécessaire. Ah ! Mon père je suis en proie à la douleur, Il vient de m'arriver le plus cruel Malheur... Vous allez à coup sûr me faire une querelle."")",-,0.0
"('#le-docteur', 'Ma fille que dis-tu ?')",-,0.0
"('#spinette', ""Cette robe si belle Que vous prîtes le soin vous-même d'acheter."")",-,0.0
"('#le-docteur', 'Hé bien ?')",-,0.0
"('#spinette', 'Mon cher Papa je viens de la gâter : Elle est toute tachée.')",-,0.0
"('#le-docteur', 'Ô Ciel, est-il possible !')",-,0.0
"('#spinette', ""Jugez à ce malheur si mon coeur est sensible ! Attendez un moment, j'entre pour la chercher, Vous verrez si sans peine on peut la détacher. Elle entre."")",-,0.0
"('#le-docteur', ""Parbleu, je suis touché d'un accident semblable Cette perte est vraiment assez considérable, Et j'en suis pénétré plus qu'on ne peut penser, On n'est pas en état toujours de dépenser. Spinette déploye la robe devant la porte, le Docteur la tient par un bout, et Octave sort par dessous sans que le Docteur le voie."")",-,0.0
"('#spinette', ""Prenez-la par un bout, regardez bien mon père, Pour moi je ne sais pas comment on pourra faire, La tache est grande, et moi je ne saurais penser Que quelque effort qu'on fasse on puisse l'effacer."")",-,0.0
"('#le-docteur', 'Où donc est-elle ?')",-,0.0
"('#spinette', 'Là.')",-,0.0
"('#le-docteur', ""Tu te moques, je pense Je n'y vois rien."")",-,0.0
"('#spinette', 'Ici.')",-,0.0
"('#le-docteur', ""C'est une extravagance..."")",-,0.0
"('#spinette', ""Ah ! Je sais ce que c'est, je dois me consoler, La tache d'elle-même a voulu s'en aller."")",-,0.0
"('#le-docteur', 'Entrons.')",-,0.0
"('#spinette', ""Je le veux bien, je n'ai plus rien à craindre, Et je puis à présent le voir sans me contraindre, S'il fût entré chez nous sans faire un grand effort, Il aurait découvert la tache tout d'abord."")",-,0.0
"('#arlequin', ""LE dessein en est pris, je vais faire carnage, Rien ne peut modérer ma fureur et ma rage : Il faut que l'infidèle expire sous mes coups, Et qu'elle soit l'objet de mon juste courroux. Je ne puis mieux punir le traître qui m'offense, Qu'en faisant sur sa belle éclater ma vengeance. Allons donc ... mais comment la ferai-je mourir ! Pourquoi m'embarrasser ? Elle a de quoi choisir. D'un coup de Mousqueton si je casse sa tête, Cela lui fera mal ... bon je suis une bête, Je ne puis la tuer et lui faire du bien ; Plutôt avec l'épée ... ah ! cela ne vaut rien, Je pourrais la blesser, la pauvre créature, Puis il faudrait payer les frais de sa blessure. Ne perdons point le temps en discours superflus, Je prétends qu'elle meure, ainsi n'en parlons plus. Hola !"")",-,0.0
"('#argentine', 'Que vois-je, ô Ciel ! Que prétendez-vous faire ?')",-,0.0
"('#arlequin', ""Rien, je veux vous purger, et vous tirer d'affaire : Hé bien, c'est donc ainsi, Madame la guenon, Que sans avoir égard à l'honneur, au renom, D'un vilain bois de Cerf vous arborez ma tête ? Il faut que vous mouriez, allons êtes-vous prête ?"")",-,0.0
"('#argentine', ""Quoi, vous vous préparez à terminer mes jours, Et vous voulez vous-même en abréger le cours ? Détournez loin de moi cet appareil terrible, Qu'à mes vives douleurs vôtre coeur soit sensible. De tout ce que j'ai fait, ingrat est-ce le prix ? Par où donc ai-je pu m'attirer vos mépris ? Ha, de mes tristes yeux voyez couler mes larmes, Et daignez dissiper mes mortelles alarmes. Quand je veux vous donner le nom de mon époux, Que je cherche à répondre à vos voeux les plus doux, Vous pouvez vous résoudre à m'arracher la vie ! Vôtre fureur sur moi doit-elle etre assouvie ? A vos jaloux soupçons vous voulez m'immoler, Et c'est par vous, cruel, que mon sang, doit couler ?  Pendant qu'Argentine dit ces vers, Arlequin petit à petit laisse tomber toutes ses Armes en pleurant à sa manière, et faisant des lazzi tout plaisants, après quoi Argentine prend un mousqueton et va sur Arlequin, qui se met à genoux devant elle en criant."")",-,0.0
"('#argentine', ""Non, c'est sur toi qu'il faut qu'éclate ma colère, Je veux exécuter ce que tu n'as su faire, C'est à présent mon tour, et je vais te purger. C'est donc ainsi, faquin, que tu veux te venger ? Ah ! Le vilain magot, apprends à me connaître, Si tu viens au Logis, ma foi, par la fenêtre Je te ferai sortir."")",-,0.0
"('#arlequin', 'Mais...')",-,0.0
"('#argentine', ""Tu parles, je crois ? Je te conseille encor de te jouer à moi ; Dans ta bouche je veux mettre quelque pilule, Mais non, de te tuer je me fais un scrupule, Tu n'en vaux pas la peine : adieu, maître poltron ; C'est ainsi que je sais punir un fanfaron. Elle entre."")",-,0.0
"('#arlequin', ""Voilà comme l'on doit se tirer d'une affaire, Ma foi, j'ai bien du coeur, et l'on ne peut mieux faire, Ah ! Chien de naturel ! J'admire ma valeur, Une femme aujourd'hui m'outrage et me fait peur ! "")",-,0.0
"('#pierrot', ""Petit fouille-partout, Dieu plus méchant qu'un Diable, Amour, c'est trop long temps me rendre misérable : Depuis que sur Pierrot décochant tous tes traits, Tu l'as fait par malice entrer dans tes filets, Il ne fait que languir, pleurer, gémir, et braire, Ma foi pour me guérir je ne sais plus que faire. J'ai depuis quelque temps un cours de ventre affreux : Argentine, mamour, doux objet de mes voeux, Quand soulagerez-vous le tourment que j'endure ? Vous avez un onguent très bon pour la brûlure. Aouf, quel gros soupir ! Non ce n'est pas un jeu, Je brûle là dedans, au feu, Messieurs, au feu."")",-,0.0
"('#scaramouche', 'Pourquoi crier au feu, ta Maison brûle-t-elle ?')",-,0.0
"('#pierrot', ""Hélas, c'est que l'amour me trouble la cervelle : Je suis devenu fou par faute de raison, Et dans mon estomac je sens comme un tison,  Qui petit à petit par les deux bouts s'allume ; Je crains bien qu'à la fin ce feu ne me consume : Argentine est l'objet qui me fait tant languir, Elle m'aime beaucoup, et ne peut me souffrir."")",-,0.0
"('#scaramouche', ""Aux dépens de Pierrot, ma foi je prétends rire : C'est donc-là la beauté pour qui ton coeur soupire ? Comment pauvre nigaud veux-tu t'en faire aimer ? Peut-on en te voyant se laisser enflammer ? Un habit de meunier te sert de couverture, Tu n'as point de cheveux, et ta laide figure Doit plutôt dans une âme inspirer du mépris : Aujourd'hui, mon enfant, on s'attache aux habits, Et quand tu serais beau comme un petit Narcisse, Si tu n'est bien vêtu, tu seras un Jocrisse,"")",-,0.0
"('#pierrot', ""Comment, c'est donc l'habit qui donne de l'amour ?"")",-,0.0
"('#scaramouche', ""Aux habits, à l'argent les femmes font la cour : Est-on riche et bien mis, on doit s'attendre à plaire, La femme aime l'éclat, et non pas la misère. Fagoté de la sorte avec ce vêtement, On te prendrait ma foi pour un sac de froment : Mais si Pierrot voulait reformer sa figure, Et comme un petit Maître affecter la parure, Se mettre tout en frange, et se poudrer le dos, Il serait en amour reçu comme un héros. Oui tu serais couru de toutes les coquettes, Des Dames du grand air, et même des grisettes : Je vais, si tu le veux, pour te mettre en crédit, Dans ce même moment te chercher un habit."")",-,0.0
"('#pierrot', ""Tope, je le veux bien, que j'aurai bonne mine ! Je suis sûr de charmer mon aimable Argentine, Quand elle me verra couvert d'un bel harnois : Dans le fond je n'ai pas un trop vilain minois,  Ce n'est que cet habit qui seul me défigure, Sans cela j'aurais eu quelque bonne aventure. Scaramouche revient avec un habit tout garni de franges de soie, le chapeau et les gants de même ; il habille Pierrot, après quoi il lui dit qu'il est trop pâle, et qu'il faut lui donner un peu de couleur ; il prend une palette de Peintre, et lui barbouille le visage avec différentes couleurs ; il lui met ensuite une Perruque et le poudre par tout, en disant que c'est la mode d'être en frange et bien poudré : après plusieurs jeux de théâtre il le laisse en lui disant qu'il va avertir Argentine de le venir voir ; mais il dit qu'il veut le faire rosser, et que pour cet effet il va envoyer des gens de sa connaissance qui en feront l'office."")",-,0.0
"('#pierrot', ""Voilà ce qui s'appelle être sur le bon pied, Au Diable l'habit blanc, fi je faisais pitié : Sous ces beaux ornements je pourrai bien paraître, Je crois qu'ainsi vêtu j'ai l'air d'un petit Maître. Quatre Danseurs avec des bâtons entrent au son des violons, font une danse figurée, en chargeant Pierrot de coups ; après quoi ils prennent un tapis, le mettent dedans, et l'emportent en cadence. Pierrot crie, et le second acte finit."")",-,0.0
"('#octave', ""Quand du puissant amour nous ressentons les feux, Ce vainqueur aisément nous rend ingénieux ; A qui subit ses lois il n'est rien d'impossible, Ce Dieu fait surmonter un obstacle invincible : C'est par lui que Spinette a trompé le Docteur, Ce tour est merveilleux, et j'en ris de bon coeur. Mais il faut au plutôt m'assurer de la belle, Quoique son père fasse exacte sentinelle, Je prétends l'enlever, le dessein en est pris, Et je ne puis enfin être heureux qu'à ce prix."")",-,0.0
"('#leandre', ""Cher ami, vos conseils ont engagé mon âme A brûler comme vous d'une fidèle flamme ; Les leçons d'Arlequin m'ont su déterminer, Je vous fais un aveu qui doit vous étonner : L'indifférence était de mon coeur, le partage, Mais l'amour aujourd'hui s'y fait un doux passage."")",-,0.0
"('#octave', 'Vous aimez ?')",-,0.0
"('#leandre', ""C'en est fait, j'ai cédé malgré moi, Je n'ai pu me soustraire à l'amoureuse loi : Vainement les plus fiers cherchent à s'en défendre, Et cent fois plus que vous, ami j'ai le coeur tendre. Pour marquer à ma belle un violent amour, Je la dois enlever avant la fin du jour ; Et pour la délivrer du jaloux qui l'obsède, Cette grande entreprise en est le seul remède."")",-,0.0
"('#octave', ""Nos desseins sont égaux, pour preuve de mes feux, Je tromperai les soins d'un père trop fâcheux ; Par un enlèvement digne de ma tendresse, Je m'assure aujourd'hui de ma chère Maîtresse : Mais quelle est la beauté dont vous êtes épris ? Vous le savez assez, je suis de vos amis, Ne me déguisez rien. "")",-,0.0
"('#leandre', ""Non, c'est vôtre voisine, Elle loge ici près, et se nomme Argentine."")",-,0.0
"('#octave', ""Comment, que dites-vous ? Vous me surprenez fort, Argentine ! Vraiment d'un si tendre transport Vôtre Maître Arlequin vous sera redevable, Vous en usez fort bien avec ce pauvre Diable, Qui charitablement vous a tantôt instruit : Il devait, ce dit on, l'épouser cette nuit."")",-,0.0
"('#leandre', ""Arlequin, dites-vous ! L'aventure est plaisante, Je ne le savais pas."")",-,0.0
"('#octave', ""Un tel aveu m'enchante."")",-,0.0
"('#leandre', ""Je l'ai trouvé tantôt, et comme un imprudent Je l'ai de mes secrets rendu le confident, En l'instruisant d'abord de ma flamme nouvelle : Mais que faire ? Mon cher, j'adore cette belle, A ses yeux Arlequin est un monstre odieux, Si j'en crois ses discours, je lui plais beaucoup mieux : M'avoir pour son époux est ce qu'elle désire, Et mon coeur amoureux à ce bonheur aspire. Malgré le noir souci du jaloux Arlequin, J'ai chargé d'un billet mon valet Mezzetin ; Lui-même à cette belle aura soin de le rendre ; Il sait où la conduire, et moi je vais l'attendre."")",-,0.0
"('#octave', ""De grâce, cher ami, ne m'abandonnez pas, Je veux avec Spinette accompagner vos pas, Et dans le même endroit conduisant nos Maîtresses, Nous ferons éclater nos égales tendresses. Le Docteur doit dans peu sortir de la Maison, Vous pouvez me servir en cette occasion."")",-,0.0
"('#leandre', ""Octave j'y consens. Et vôtre amour me touche."")",-,0.0
"('#octave', 'Voici fort à propos mon valet Scaramouche.')",-,0.0
"('#octave', ""Attends ici Spinette. Il faut enlever, Avec elle bien-tôt tu viendras me trouver Au coin de cette rue, où nous allons l'attendre."")",-,0.0
"('#scaramouche', 'Vous êtes de moitié, vous et Monsieur Léandre, Et vous avez acquis ce bien à fond perdu.')",-,0.0
"('#octave', ""Réponds-moi comme il faut, m'as-tu bien entendu ?"")",-,0.0
"('#scaramouche', ""Qui ne vous entendrait serait bien dur d'oreille."")",-,0.0
"('#octave', 'Il la faut enlever...')",-,0.0
"('#scaramouche', ""Je comprends à merveille. Vous êtes en amour tous deux associés, J'y serais pour un tiers si vous me receviez."")",-,0.0
"('#octave', ""Si-tôt que le Docteur aura quitté Spinette, Cours l'appeler, et songe à battre la retraite ; Adieu, nous t'attendons."")",-,0.0
"('#scaramouche', ""Allez toujours devant,  Et pendant ce temps là voyez d'où vient le Vent. Voici le dénouement de notre comédie : Quand le Docteur saura que sa fille est partie, D'abord contre mon Maître il fera décréter ; Messieurs les pousse-culs viendront le visiter, Ils me prendront aussi, moi j'avouerai l'affaire Comme étant du complot je ne pourrai rien taire : J'entendrai contre moi prononcer un arrêt, On fera tout d'abord préparer le gibet, Et Scaramouche ira sans en avoir envie, Danser la Sarabande en bonne compagnie. Belle réflexion ; mais voici le Docteur, Retirons nous... Il s'en va."")",-,0.0
"('#octave', ""Je vais chercher mon débiteur. Et me faire payer la somme qui m'est due. Son Obligation dés longtemps est échue, Il n'aura pas, je crois, de peine à l'acquitter ; D'ici pour un moment il me faut écarter. Il s'en va."")",-,0.0
"('#scaramouche', 'Ne perdons point de temps ; hola Mademoiselle ! Descendez au plutôt, la gloire vous appelle.')",-,0.0
"('#scaramouche', ""Suivez-moi, s'il vous plaît, mon Maître vous attend, Je suis son Substitut, son Commis, son Agent, Il m'a passé son ordre, afin qu'en son absence J'acquitte son Billet au temps de l'échéance ; Je vais vous le payer en espèce ayant cours."")",-,0.0
"('#spinette', 'Scaramouche, partons, et finis tes discours, Je crains que dans ces lieux mon père ne revienne. Enlève-moi donc vite.')",-,0.0
"('#scaramouche', ""Ah, qu'à cela ne tienne, L'enlèvement vous plaît."")",-,0.0
"('#spinette', ""Je ne puis t'exprimer Le plaisir que j'éprouve ; oui, je me sens charmer, Ne nous arrêtons pas, je meurs d'impatience, Ce doux enlèvement flatte mon espérance."")",-,0.0
"('#scaramouche', ""D'où vous vient cette joie ?"")",-,0.0
"('#spinette', ""En lisant des romans, J'ai pris beaucoup de goût pour les enlèvements. Allons trouver Octave."")",-,0.0
"('#scaramouche', ""Il faut vous satisfaire, Quand je serais pendu ce n'est pas une affaire. "")",-,0.0
"('#mezzetin', ""Mon Maître honnêtement veut se servir de moi, Et de Courtier d'Amour il me donne l'emploi : Aujourd'hui ce métier est assez en usage, Avec un grand plaisir j'en fais l'apprentissage ; Pour mieux me distinguer, et me faire un beau nom, Je devrais bien porter des ailes au talon, Chacun me connaîtrait, et me rendrait hommage : Mais allons au plutôt faire nôtre message : À sa belle je dois remettre le poulet, Et m'acquitter de tout en fidèle Valet. Il m'a fait voir l'endroit où je dois la conduire, Faisons donc promptement ce que son coeur désire. Il frappe."")",-,0.0
"('#argentine', ""Que voulez-vous, l'ami ?"")",-,0.0
"('#mezzetin', 'Vous rendre ce billet, De la part de Léandre.')",-,0.0
"('#argentine', ""Ah, donnez s'il vous plaît."")",-,0.0
"('#mezzetin', ""Vous êtes, je le vois, fort âpre à la curée, Et fillette en amour n'est jamais modérée."")",-,0.0
"('#argentine', ""Pour vous dérober au pouvoir Du Jaloux odieux que votre coeur abhorre, N'écoutez point un barbare devoir, Et répondez au feu qui me dévore ; Avec mon Valet Mezzetin, Dans le lieu qu'il connaît vous n'avez qu'à vous rendre, Et vous y trouverez Léandre, Qui vous prépare un plus heureux destin. LÉANDRE."")",-,0.0
"('#mezzetin', ""Madame suivez-moi, vous n'avez rien à craindre."")",-,0.0
"('#argentine', ""C'est assez, je ne puis plus longtemps me contraindre, Attendez un moment, je reviens sur mes pas. Elle rentre."")",-,0.0
"('#mezzetin', ""Ce petit tendron-là ne me déplairait pas, Cette fille est mignonne, une telle bouteille Rappelle par ma foi son buveur à merveille : Mon Maître est bon gourmet, il a fait un beau choix, Le gaillard en sait long, c'est un futé matois, Il se plaît d'en conter aux femmes comme aux filles, Et c'est un pèlerin qui vend bien ses coquilles. La voici de retour. "")",-,0.0
"('#mezzetin', 'Hé bien partirons-nous ?')",-,0.0
"('#argentine', ""Ah ! pour le refuser ce plaisir est trop doux ! Je vous suis... Juste Ciel mon importun s'avance !"")",-,0.0
"('#mezzetin', ""Comment ? C'est Arlequin... Un peu de patience, Couvrez-vous le visage, et ne redoutez rien, C'est un franc animal, je le duperai bien."")",-,0.0
"('#arlequin', 'Où vas-tu Mezzetin avec cette femelle ?')",-,0.0
"('#mezzetin', ""Et morbleu, gardez vous d'effaroucher la belle, C'est une jeune Enfant, qu'au gré de mes désirs J'ai prise seulement pour mes menus plaisirs, Je l'enlève, mon cher, puisqu'il faut tout vous dire, En lieu de sûreté je prétends la conduire."")",-,0.0
"('#arlequin', 'Et ne pourrait-on pas voir la Belle au minois ?')",-,0.0
"('#mezzetin', ""Non pas, mais vous pourrez la voir une autre fois, Elle a de la pudeur, et craint d'être connue, Cette fille en un mot ne veut pas être vue. Adieu... Venez Madame il est temps de partir.  À Argentine."")",-,0.0
