corneillep-cid,corneillep-cid-37,Score
"('#don-rodrigue', ""D'une indigne pitié ton audace est suivie : Qui m'ose ôter l'honneur craint de m'ôter la vie !"")","('#don-rodrigue', ""D'une indigne pitié ton audace est suivie. Qui m'ose ôter l'honneur craint de m'ôter la vie."")",0.971166729927063
"('#le-comte', ""Retire-toi d'ici."")","('#le-comte', ""Retire-toi d'ici."")",1.0
"('#don-rodrigue', 'Marchons sans discourir.')","('#don-rodrigue', 'Marchons sans discourir.')",1.0
"('#le-comte', 'Es-tu si las de vivre ?')","('#le-comte', 'Es-tu si las de vivre ?')",1.0
"('#don-rodrigue', 'As-tu peur de mourir ?')","('#don-rodrigue', 'As-tu peur de mourir ?')",1.0
"('#le-comte', ""Viens, tu fais ton devoir, et le fils dégénère Qui survit un moment à l'honneur de son père."")","('#le-comte', ""Viens, tu fais ton devoir, et le fils dégénère Qui survit un moment à l'honneur de son père."")",0.9999997615814209
"('#l-infante', ""Apaise, ma Chimène, apaise ta douleur, Fais agir ta constance en ce coup de malheur, Tu reverras le calme après ce faible orage, Ton bonheur n'est couvert que d'un peu de nuage, Et tu n'as rien perdu pour le voir différer."")","('#l-infante', ""Apaise, ma Chimène, apaise ta douleur, Fais agir ta constance en ce coup de malheur, Tu reverras le calme après ce faible orage, Ton bonheur n'est couvert que d'un peu de nuage, Et tu n'as rien perdu pour le voir différer."")",0.9999998807907104
"('#chimene', ""Mon coeur outré d'ennuis n'ose rien espérer. Un orage si prompt qui trouble une bonace D'un naufrage certain nous porte la menace, Je n'en saurais douter, je péris dans le port. J'aimais, j'étais aimée, et nos pères d'accord, Et je vous en contais la charmante nouvelle Au malheureux moment que naissait leur querelle, Dont le récit fatal, sitôt qu'on vous l'a fait, D'une si douce attente a ruiné l'effet. Maudite ambition, détestable manie, Dont les plus généreux souffrent la tyrannie, Honneur impitoyable à mes plus chers désirs, Que tu me vas coûter de pleurs et de soupirs !"")","('#chimene', ""Mon coeur outré d'ennuis n'ose rien espérer, Un orage si prompt qui trouble une bonace, D'un naufrage certain nous porte la menace. Je n'en saurais douter, je péris dans le port, J'aimais, j'étais aimée, et nos pères d'accord, Et je vous en contais la première nouvelle Au malheureux moment que naissait leur querelle, Dont le récit fatal sitôt qu'on vous l'a fait D'une si douce attente a ruiné l'effet. Maudite ambition, détestable manie, Dont les plus généreux souffrent la tyrannie, Impitoyable honneur, mortel à mes plaisirs, Que tu me vas coûter de pleurs et de soupirs !"")",0.9914315938949585
"('#l-infante', ""Tu n'as dans leur querelle aucun sujet de craindre, Un moment l'a fait naître, un moment va l'éteindre, Elle a fait trop de bruit pour ne pas s'accorder, Puisque déjà le roi les veut accommoder, Et tu sais que mon âme, à tes ennuis sensible, Pour en tarir la source y fera l'impossible."")","('#l-infante', ""Tu n'as dans leur querelle aucun sujet de craindre, Un moment l'a fait naître, un moment va l'éteindre, Elle a fait trop de bruit pour ne pas s'accorder, Puisque déjà le Roi les veut accommoder, Et de ma part mon âme à tes ennuis sensible Pour en tarir la source, y fera l'impossible."")",0.9797654151916504
"('#chimene', ""Les accommodements ne font rien en ce point, De si mortels affronts ne se réparent point. En vain on fait agir la force ou la prudence, Si l'on guérit le mal, ce n'est qu'en apparence, La haine que les cours conservent au dedans Nourrit des feux cachés, mais d'autant plus ardents."")","('#chimene', ""Les accommodements ne font rien en ce point, Les affronts à l'honneur ne se réparent point, En vain on fait agir la force, ou la prudence, Si l'on guérit le mal ce n'est qu'en apparence, La haine que les coeurs conservent au dedans Nourrit des feux cachés, mais d'autant plus ardents."")",0.9603961706161499
"('#l-infante', 'Le saint noeud qui joindra Don_Rodrigue et Chimène Des pères ennemis dissipera la haine, Et nous verrons bientôt votre amour le plus fort Par un heureux hymen étouffer ce discord.')","('#l-infante', 'Le saint noeud qui joindra Don Rodrigue et Chimène, Des pères ennemis dissipera la haine, Et nous verrons bientôt votre amour le plus fort Par un heureux hymen étouffer ce discord.')",0.9702886343002319
"('#chimene', ""Je le souhaite ainsi plus que je ne l'espère, Don_Diègue est trop altier, et je connais mon père Je sens couler des pleurs que je veux retenir, Le passé me tourmente, et je crains l'avenir."")","('#chimene', ""Je le souhaite ainsi plus que je ne l'espère ; Don Diègue est trop altier, et je connais mon père. Je sens couler des pleurs que je veux retenir, Le passé me tourmente, et je crains l'avenir."")",0.9568430185317993
"('#l-infante', ""Que crains-tu ? D'un vieillard l'impuissante faiblesse ?"")","('#l-infante', ""Que crains-tu ? D'un vieillard l'impuissante faiblesse ?"")",0.9999997615814209
"('#chimene', 'Rodrigue a du courage.')","('#chimene', 'Rodrigue a du courage.')",0.9999998211860657
"('#l-infante', 'Il a trop de jeunesse.')","('#l-infante', 'Il a trop de jeunesse.')",1.0000001192092896
"('#chimene', 'Les hommes valeureux le sont du premier coup.')","('#chimene', 'Les hommes valeureux le sont du premier coup.')",0.9999998807907104
"('#l-infante', 'Tu ne dois pas pourtant le redouter beaucoup, Il est trop amoureux pour te vouloir déplaire, Et deux mots de ta bouche arrêtent sa colère.')","('#l-infante', 'Tu ne dois pas pourtant le redouter beaucoup, Il est trop amoureux pour te vouloir déplaire, Et deux mots de ta bouche arrêtent sa colère.')",1.0
"('#chimene', ""S'il ne m'obéit point, quel comble à mon ennui ! Et s'il peut m'obéir, que dira-t-on de lui ? Étant né ce qu'il est, souffrir un tel outrage ! Soit qu'il cède, ou résiste au feu qui me l'engage, Mon esprit ne peut qu'être ou honteux, ou confus, De son trop de respect, ou d'un juste refus."")","('#chimene', ""S'il ne m'obéit point, quel comble à mon ennui ? Et s'il peut m'obéir, que dira-t-on de lui ? Souffrir un tel affront étant né gentilhomme ! Soit qu'il cède, ou résiste au feu qui le consomme, Mon esprit ne peut qu'être, ou honteux, ou confus De son trop de respect, ou d'un juste refus."")",0.9576473236083984
"('#l-infante', ""Chimène a l'âme haute, et quoiqu'intéressée, Elle ne peut souffrir une basse pensée : Mais si jusques au jour de l'accommodement Je fais mon prisonnier de ce parfait amant, Et que j'empêche ainsi l'effet de son courage, Ton esprit amoureux n'aura-t-il point d'ombrage ?"")","('#l-infante', ""Chimène est généreuse, et quoiqu'intéressée Elle ne peut souffrir une lâche pensée ! Mais si jusques au jour de l'accommodement Je fais mon prisonnier de ce parfait amant, Et que j'empêche ainsi l'effet de son courage, Ton esprit amoureux n'aura-t-il point d'ombrage ?"")",0.9737547636032104
"('#chimene', ""Ah ! Madame, en ce cas je n'ai plus de souci."")","('#chimene', ""Ah Madame ! En ce cas je n'ai plus de souci."")",0.9906240701675415
"('#l-infante', ""Page, cherchez Rodrigue, et l'amenez ici."")","('#l-infante', ""Page, cherchez Rodrigue, et l'amenez ici."")",0.9999997615814209
"('#page', 'Le comte de Gormas et lui...')","('#page', 'Le Comte de Gormas et lui[...]')",0.9236457943916321
"('#chimene', 'Bon Dieu ! Je tremble.')","('#chimene', 'Bon Dieu ! Je tremble.')",0.9999998807907104
"('#l-infante', 'Parlez.')","('#l-infante', 'Parlez.')",0.9999999403953552
"('#page', 'De ce palais ils sont sortis ensemble.')","('#page', 'De ce palais ils sont sortis ensemble.')",0.9999997615814209
"('#chimene', 'Seuls ?')","('#chimene', 'Seuls ?')",1.0000001192092896
"('#page', 'Seuls, et qui semblaient tout bas se quereller.')","('#page', 'Seuls, et qui semblaient tout bas se quereller.')",0.9999999403953552
"('#chimene', ""Sans doute ils sont aux mains, il n'en faut plus parler. Madame, pardonnez à cette promptitude."")","('#chimene', ""Sans doute ils sont aux mains, il n'en faut plus parler : Madame, pardonnez à cette promptitude."")",0.9848682880401611
"('#l-infante', ""Hélas ! Que dans l'esprit je sens d'inquiétude ! Je pleure ses malheurs, son amant me ravit, Mon repos m'abandonne, et ma flamme revit. Ce qui va séparer Rodrigue de Chimène Fait renaître à la fois mon espoir et ma peine, Et leur division que je vois à regret, Dans mon esprit charmé jette un plaisir secret."")","('#l-infante', ""Hélas ! Que dans l'esprit je sens d'inquiétude ! Je pleure ses malheurs, son amant me ravit, Mon repos m'abandonne, et ma flamme revit. Ce qui va séparer Rodrigue de Chimène Fait renaître à la fois mon espoir et ma peine, Et leur division que je vois à regret, Dans mon esprit charmé jette un plaisir secret."")",0.9999998807907104
"('#leonor', 'Cette haute vertu qui règne dans votre âme Se rend-elle sitôt à cette lâche flamme ?')","('#leonor', 'Cette haute vertu qui règne dans votre âme Se rend-elle sitôt à cette lâche flamme ?')",1.0
"('#l-infante', ""Ne la nomme point lâche, à présent que chez moi Pompeuse et triomphante elle me fait la loi, Porte-lui du respect, puisqu'elle m'est si chère ; Ma vertu la combat, mais malgré moi j'espère, Et d'un si fol espoir mon coeur mal défendu Vole après un amant que Chimène a perdu."")","('#l-infante', ""Ne la nomme point lâche à présent que chez moi Pompeuse et triomphante elle me fait la loi. Porte-lui du respect puisqu'elle m'est si chère ; Ma vertu la combat, mais malgré moi j'espère, Et d'un si fol espoir mon coeur mal défendu Vole après un amant que Chimène a perdu."")",0.98880934715271
"('#leonor', 'Vous laissez choir ainsi ce glorieux courage, Et la raison chez vous perd ainsi son usage ?')","('#leonor', 'Vous laissez choir ainsi ce glorieux courage, Et la raison chez vous perd ainsi son usage ?')",1.0000001192092896
"('#l-infante', ""Ah ! Qu'avec peu d'effet on entend la raison, Quand le coeur est atteint d'un si charmant poison ! Et lorsque le malade aime sa maladie, Qu'il a peine à souffrir que l'on y remédie !"")","('#l-infante', ""Ah ! Qu'avec peu d'effet on entend la raison, Quand le coeur est atteint d'un si charmant poison ! Alors que le malade aime sa maladie Il ne peut plus souffrir que l'on y remédie."")",0.9760613441467285
"('#leonor', 'Votre espoir vous séduit, votre mal vous est doux ; Mais enfin ce Rodrigue est indigne de vous.')","('#leonor', 'Votre espoir vous séduit, votre mal vous est doux, Mais toujours ce Rodrigue est indigne de vous.')",0.958975076675415
"('#l-infante', ""Je ne le sais que trop ; mais si ma vertu cède, Apprends comme l'amour flatte un coeur qu'il possède. Si Rodrigue une fois sort vainqueur du combat, Si dessous sa valeur ce grand guerrier s'abat, Je puis en faire cas, je puis l'aimer sans honte. Que ne fera-t-il point, s'il peut vaincre le Comte ? J'ose m'imaginer qu'à ses moindres exploits Les royaumes entiers tomberont sous ses lois, Et mon amour flatteur déjà me persuade Que je le vois assis au trône de Grenade, Les Mores subjugués trembler en l'adorant, L'Aragon recevoir ce nouveau conquérant, Le Portugal se rendre, et ses nobles journées Porter delà les mers ses hautes destinées, Du sang des Africains arroser ses lauriers, Enfin tout ce qu'on dit des plus fameux guerriers, Je l'attends de Rodrigue après cette victoire, Et fais de son amour un sujet de ma gloire."")","('#l-infante', ""Je ne le sais que trop, mais si ma vertu cède Apprends comme l'amour flatte un coeur qu'il possède. Si Rodrigue une fois sort vainqueur du combat, Si dessous sa valeur ce grand guerrier s'abat, Je puis en faire cas, je puis l'aimer sans honte, Que ne fera-t-il point s'il peut vaincre le Comte ? J'ose m'imaginer qu'à ses moindres exploits Les royaumes entiers tomberont sous ses lois, Et mon amour flatteur déjà me persuade Que je le vois assis au trône de Grenade, Les Mores subjugués, trembler en l'adorant, L'Aragon recevoir ce nouveau conquérant, Le Portugal se rendre, et ses nobles journées Porter delà les mers ses hautes destinées, Au milieu de l'Afrique arborer ses lauriers : Enfin tout ce qu'on dit des plus fameux guerriers, Je l'attends de Rodrigue après cette victoire, Et fais de son amour un sujet de ma gloire."")",0.9867314100265503
"('#leonor', ""Mais, Madame, voyez où vous portez son bras, En suite d'un combat qui peut-être n'est pas."")","('#leonor', ""Mais, Madame, voyez où vous portez son bras, En suite d'un combat qui peut-être n'est pas."")",1.0
"('#l-infante', ""Rodrigue est offensé, le Comte a fait l'outrage ; Ils sont sortis ensemble : en faut-il davantage ?"")","('#l-infante', ""Rodrigue est offensé ; le Comte a fait l'outrage, Ils sont sortis ensemble, en faut-il davantage ?"")",0.9881046414375305
"('#leonor', 'Eh bien, ils se battront, puisque vous le voulez, Mais Rodrigue ira-t-il si loin que vous allez ?')","('#leonor', 'Je veux que ce combat demeure pour certain, Votre esprit va-t-il point bien vite pour sa main ?')",0.3480854630470276
"('#l-infante', ""Que veux-tu ? Je suis folle, et mon esprit s'égare, Tu vois par là quels maux cet amour me prépare. Viens dans mon cabinet consoler mes ennuis, Et ne me quitte point dans le trouble où je suis."")","('#l-infante', ""Que veux-tu ? Je suis folle, et mon esprit s'égare, Mais c'est le moindre mal que l'amour me prépare, Viens dans mon cabinet consoler mes ennuis, Et ne me quitte point dans le trouble où je suis."")",0.9697579145431519
"('#don-fernand', 'Le Comte est donc si vain et si peu raisonnable ! Ose-t-il croire encor son crime pardonnable ?')","('#don-fernand', 'Le Comte est donc si vain, et si peu raisonnable ! Ose-t-il croire encor son crime pardonnable ?')",0.9970791339874268
"('#don-arias', ""Je l'ai de votre part longtemps entretenu, J'ai fait mon pouvoir, Sire, et n'ai rien obtenu."")","('#don-arias', ""Je l'ai de votre part longtemps entretenu, J'ai fait mon pouvoir, Sire, et n'ai rien obtenu."")",0.9999997615814209
"('#don-fernand', ""Justes cieux ! Ainsi donc un sujet téméraire A si peu de respect et de soin de me plaire ! Il offense Don_Diègue, et méprise son Roi ! Au milieu de ma Cour il me donne la loi ! Qu'il soit brave guerrier, qu'il soit grand capitaine, Je saurai bien rabattre une humeur si hautaine : Fût-il la valeur même et le dieu des combats, Il verra ce que c'est que de n'obéir pas. Quoi qu'ait pu mériter une telle insolence, Je l'ai voulu d'abord traiter sans violence, Mais puisqu'il en abuse, allez dès aujourd'hui, Soit qu'il résiste, ou non, vous assurer de lui."")","('#don-fernand', ""Justes cieux ! Ainsi donc un sujet téméraire A si peu de respect, et de soin de me plaire ! Il offense Don Diègue, et méprise son Roi ! Au milieu de ma Cour il me donne la loi ! Qu'il soit brave guerrier, qu'il soit grand capitaine, Je lui rabattrai bien cette humeur si hautaine, Fût-il la valeur même, et le Dieu des combats, Il verra ce que c'est que de n'obéir pas. Je sais trop comme il faut dompter cette insolence, Je l'ai voulu d'abord traiter sans violence, Mais puisqu'il en abuse, allez dès aujourd'hui, Soit qu'il résiste, ou non, vous assurer de lui."")",0.9756479263305664
"('#don-sanche', ""Peut-être un peu de temps le rendrait moins rebelle, On l'a pris tout bouillant encor de sa querelle, Sire, dans la chaleur d'un premier mouvement Un coeur si généreux se rend malaisément ; Il voit bien qu'il a tort, mais une âme si haute N'est pas sitôt réduite à confesser sa faute."")","('#don-sanche', ""Peut-être un peu de temps le rendrait moins rebelle, On l'a pris tout bouillant encor de sa querelle, Sire, dans la chaleur d'un premier mouvement Un coeur si généreux se rend malaisément ; On voit bien qu'on a tort, mais une âme si haute N'est pas sitôt réduite à confesser sa faute. Don Alfonse rentre."")",0.9587296843528748
"('#don-fernand', ""Don_Sanche, taisez-vous, et soyez averti Qu'on se rend criminel à prendre son parti."")","('#don-fernand', ""Don Sanche, taisez-vous, et soyez averti Qu'on se rend criminel à prendre son parti."")",0.9829580783843994
"('#don-sanche', ""J'obéis, et me tais, mais de grâce encor, sire, Deux mots en sa défense."")","('#don-sanche', ""J'obéis, et me tais, mais de grâce encor Sire, Deux mots en sa défense."")",0.9905458688735962
"('#don-fernand', 'Et que pouvez-vous dire ?')","('#don-fernand', 'Et que pourrez-vous dire ?')",0.9436045289039612
"('#don-sanche', ""Qu'une âme accoutumée aux grandes actions Ne se peut abaisser à des submissions : Elle n'en conçoit point qui s'expliquent sans honte, Et c'est à ce mot seul qu'a résisté le Comte. Il trouve en son devoir un peu trop de rigueur, Et vous obéirait, s'il avait moins de coeur. Commandez que son bras, nourri dans les alarmes, Répare cette injure à la pointe des armes, Il satisfera, Sire ; et vienne qui voudra, Attendant qu'il l'ait su, voici qui répondra."")","('#don-sanche', ""Qu'une âme accoutumée aux grandes actions Ne se peut abaisser à des submissions : Elle n'en conçoit point qui s'expliquent sans honte, Et c'est contre ce mot qu'a résisté le Comte. Il trouve en son devoir un peu trop de rigueur, Et vous obéirait s'il avait moins de coeur. Commandez que son bras nourri dans les alarmes Répare cette injure à la pointe des armes, Il satisfera, Sire, et vienne qui voudra, Attendant qu'il l'ait su voici qui répondra."")",0.9923696517944336
"('#don-fernand', ""Vous perdez le respect, mais je pardonne à l'âge, Et j'excuse l'ardeur en un jeune courage. Un roi dont la prudence a de meilleurs objets Est meilleur ménager du sang de ses sujets ; Je veille pour les miens, mes soucis les conservent, Comme le chef a soin des membres qui le servent. Ainsi votre raison n'est pas raison pour moi, Vous parlez en soldat, je dois agir en Roi, Et quoi qu'on veuille dire, et quoi qu'il ose croire, Le comte à m'obéir ne peut perdre sa gloire. D'ailleurs l'affront me touche, il a perdu d'honneur Celui que de mon fils j'ai fait le gouverneur. S'attaquer à mon choix, c'est se prendre à moi-même, Et faire un attentat sur le pouvoir suprême. N'en parlons plus. Au reste, on a vu dix vaisseaux De nos vieux ennemis arborer les drapeaux, Vers la bouche du fleuve ils ont osé paraître."")","('#don-fernand', ""Vous perdez le respect, mais je pardonne à l'âge, Et j'estime l'ardeur en un jeune courage ; Un Roi dont la prudence a de meilleurs objets Est meilleur ménager du sang de ses sujets, Je veille pour les miens, mes soucis les conservent, Comme le chef a soin des membres qui le servent : Ainsi votre raison n'est pas raison pour moi ; Vous parlez en soldat, je dois agir en Roi, Et quoi qu'il faille dire, et quoi qu'il veuille croire, Le Comte à m'obéir ne peut perdre sa gloire. D'ailleurs l'affront me touche, il a perdu d'honneur Celui que de mon fils j'ai fait le Gouverneur, Et par ce trait hardi d'une insolence extrême Il s'est pris à mon choix, il s'est pris à moi-même. C'est moi qu'il satisfait en réparant ce tort. N'en parlons plus. Au reste on nous menace fort, Sur un avis reçu je crains une surprise."")",0.9929295778274536
"('#don-fernand', ""Vous perdez le respect, mais je pardonne à l'âge, Et j'excuse l'ardeur en un jeune courage. Un roi dont la prudence a de meilleurs objets Est meilleur ménager du sang de ses sujets ; Je veille pour les miens, mes soucis les conservent, Comme le chef a soin des membres qui le servent. Ainsi votre raison n'est pas raison pour moi, Vous parlez en soldat, je dois agir en Roi, Et quoi qu'on veuille dire, et quoi qu'il ose croire, Le comte à m'obéir ne peut perdre sa gloire. D'ailleurs l'affront me touche, il a perdu d'honneur Celui que de mon fils j'ai fait le gouverneur. S'attaquer à mon choix, c'est se prendre à moi-même, Et faire un attentat sur le pouvoir suprême. N'en parlons plus. Au reste, on a vu dix vaisseaux De nos vieux ennemis arborer les drapeaux, Vers la bouche du fleuve ils ont osé paraître."")","('#don-arias', ""Les Mores contre vous font-ils quelque entreprise ? S'osent-ils préparer à des efforts nouveaux ?"")",1.0
"('#don-fernand', ""Vous perdez le respect, mais je pardonne à l'âge, Et j'excuse l'ardeur en un jeune courage. Un roi dont la prudence a de meilleurs objets Est meilleur ménager du sang de ses sujets ; Je veille pour les miens, mes soucis les conservent, Comme le chef a soin des membres qui le servent. Ainsi votre raison n'est pas raison pour moi, Vous parlez en soldat, je dois agir en Roi, Et quoi qu'on veuille dire, et quoi qu'il ose croire, Le comte à m'obéir ne peut perdre sa gloire. D'ailleurs l'affront me touche, il a perdu d'honneur Celui que de mon fils j'ai fait le gouverneur. S'attaquer à mon choix, c'est se prendre à moi-même, Et faire un attentat sur le pouvoir suprême. N'en parlons plus. Au reste, on a vu dix vaisseaux De nos vieux ennemis arborer les drapeaux, Vers la bouche du fleuve ils ont osé paraître."")","('#don-fernand', ""Vers la bouche du fleuve ou a vu leurs vaisseaux, Et vous n'ignorez pas qu'avec fort peu de peine Un flux de pleine mer jusqu'ici les amène."")",1.0
"('#don-arias', 'Les Mores ont appris par force à vous connaître, Et tant de fois vaincus, ils ont perdu le coeur De se plus hasarder contre un si grand vainqueur.')","('#don-arias', ""Tant de combats perdus leur ont ôté le coeur D'attaquer désormais un si puissant vainqueur."")",0.5781327486038208
"('#don-fernand', ""Ils ne verront jamais sans quelque jalousie Mon sceptre en dépit d'eux régir l'Andalousie ; Et ce pays si beau qu'ils ont trop possédé Avec un oeil d'envie est toujours regardé. C'est l'unique raison qui m'a fait dans Séville Placer depuis dix ans le trône de Castille, Pour les voir de plus près, et d'un ordre plus prompt Renverser aussitôt ce qu'ils entreprendront."")","('#don-fernand', ""N'importe, ils ne sauraient qu'avecque jalousie Voir mon sceptre aujourd'hui régir l'Andalousie, Et ce pays si beau que j'ai conquis sur eux Réveille à tous moments leurs desseins généreux : C'est l'unique raison qui m'a fait dans Séville Placer depuis dix ans le trône de Castille, Pour les voir de plus près, et d'un ordre plus prompt Renverser aussitôt ce qu'ils entreprendront."")",0.9341966509819031
"('#don-arias', ""Ils savent aux dépens de leurs plus dignes têtes Combien votre présence assure vos conquêtes, Vous n'avez rien à craindre."")","('#don-arias', ""Sire, ils ont trop appris aux dépens de leurs têtes Combien votre présence assure vos conquêtes : Vous n'avez rien à craindre."")",0.8781131505966187
"('#don-fernand', ""Et rien à négliger, Le trop de confiance attire le danger, Et vous n'ignorez pas qu'avec fort peu de peine Un flux de pleine mer jusqu'ici les amène. Toutefois j'aurais tort de jeter dans les coeurs, L'avis étant mal sûr, de paniques terreurs, L'effroi que produirait cette alarme inutile Dans la nuit qui survient troublerait trop la ville. Faites doubler la garde aux murs et sur le port. C'est assez pour ce soir."")","('#don-fernand', ""Et rien à négliger, Le trop de confiance attire le danger, Et le même ennemi que l'on vient de détruire, S'il sait prendre son temps, est capable de nuire. Toutefois j'aurais tort de jeter dans les coeurs L'avis était mal sûr, de paniques terreurs, L'effroi que produirait cette alarme inutile Dans la nuit qui survient troublerait trop la ville :  Puisqu'on fait bonne garde aux murs et sur le port. Il suffit pour ce soir. Don Alonse revient."")",0.8846012949943542
"('#don-alonse', 'Sire, le Comte est mort, Don_Diègue par son fils a vengé son offense.')","('#don-alonse', 'Sire, Le Comte est mort, Dom Diègue par son fils a vengé son offense.')",0.9326221942901611
"('#don-fernand', ""Dès que j'ai su l'affront, j'ai prévu la vengeance ; Et j'ai voulu dès lors prévenir ce malheur."")","('#don-fernand', ""Dès que j'ai su l'affront, j'ai prévu la vengeance, Et j'ai voulu dès lors prévenir ce malheur."")",0.9927417635917664
"('#don-alonse', 'Chimène à vos genoux apporte sa douleur, Elle vient toute en pleurs vous demander justice.')","('#don-alonse', 'Chimène à vos genoux apporte sa douleur, Elle vient toute en pleurs vous demander justice.')",1.0000003576278687
"('#don-fernand', ""Bien qu'à ses déplaisirs mon âme compatisse, Ce que le Comte a fait semble avoir mérité Ce digne châtiment de sa témérité. Quelque juste pourtant que puisse être sa peine, Je ne puis sans regret perdre un tel capitaine. Après un long service à mon état rendu, Après son sang pour moi mille fois répandu, À quelques sentiments que son orgueil m'oblige, Sa perte m'affaiblit, et son trépas m'afflige."")","('#don-fernand', ""Bien qu'à ses déplaisirs mon âme compatisse, Ce que le Comte a fait semble avoir mérité Ce juste châtiment de sa témérité. Quelque juste pourtant que puisse être sa peine, Je ne puis sans regret perdre un tel Capitaine ; Après un long service à mon État rendu, Après son sang pour moi mille fois répandu, À quelques sentiments que son orgueil m'oblige, Sa perte m'affaiblit, et son trépas m'afflige."")",0.9918898940086365
"('#chimene', 'Sire, sire, justice.')","('#chimene', 'Sire, Sire, Justice.')",0.9392648935317993
"('#don-diegue', 'Ah ! Sire, écoutez-nous.')","('#don-diegue', 'Ah ! Sire, écoutez-nous.')",1.0
"('#chimene', 'Je me jette à vos pieds.')","('#chimene', 'Je me jette à vos pieds.')",0.9999999403953552
"('#don-diegue', ""J'embrasse vos genoux."")","('#don-diegue', ""J'embrasse vos genoux."")",1.0000001192092896
"('#chimene', 'Je demande justice.')","('#chimene', 'Je demande justice.')",0.9999998807907104
"('#don-diegue', 'Entendez ma défense.')","('#don-diegue', 'Entendez ma défense.')",0.9999998807907104
"('#don-diegue', 'Entendez ma défense.')","('#chimene', ""Vengez-moi d'une mort."")",1.0
"('#chimene', ""D'un jeune audacieux punissez l'insolence. Il a de votre sceptre abattu le soutien, Il a tué mon père."")","('#don-diegue', ""Qui punit l'insolence."")",0.4515761733055115
"('#chimene', ""D'un jeune audacieux punissez l'insolence. Il a de votre sceptre abattu le soutien, Il a tué mon père."")","('#chimene', 'Rodrigue, Sire.')",1.0
"('#chimene', ""D'un jeune audacieux punissez l'insolence. Il a de votre sceptre abattu le soutien, Il a tué mon père."")","('#don-diegue', ""A fait un coup d'homme de bien."")",1.0
"('#chimene', ""D'un jeune audacieux punissez l'insolence. Il a de votre sceptre abattu le soutien, Il a tué mon père."")","('#chimene', 'Il a tué mon père.')",1.0
"('#don-diegue', 'Il a vengé le sien.')","('#don-diegue', 'Il a vengé le sien.')",1.0
"('#chimene', 'Au sang de ses sujets un Roi doit la justice.')","('#chimene', 'Au sang de ses sujets un Roi doit la justice.')",0.9999998807907104
"('#don-diegue', ""Pour la juste vengeance il n'est point de supplice."")","('#don-diegue', 'Une vengeance juste est sans peur du supplice.')",0.7336320877075195
"('#don-fernand', ""Levez-vous l'un et l'autre, et parlez à loisir. Chimène, je prends part à votre déplaisir ; D'une égale douleur je sens mon âme atteinte. Vous parlerez après ne troublez pas sa plainte."")","('#don-fernand', ""Levez-vous l'un et l'autre, et parlez à loisir. Chimène, je prends part à votre déplaisir, D'une égale douleur je sens mon âme atteinte, Vous parlerez après, ne troublez pas sa plainte."")",0.9913095235824585
"('#chimene', ""Sire, mon père est mort, mes yeux ont vu son sang Couler à gros bouillons de son généreux flanc, Ce sang qui tant de fois garantit vos murailles, Ce sang qui tant de fois vous gagna des batailles, Ce sang qui tout sorti fume encor de courroux De se voir répandu pour d'autres que pour vous, Qu'au milieu des hasards n'osait verser la guerre, Rodrigue en votre Cour vient d'en couvrir la Terre. J'ai couru sur le lieu, sans force et sans couleur : Je l'ai trouvé sans vie. Excusez ma douleur, Sire, la voix me manque à ce récit funeste, Mes pleurs et mes soupirs vous diront mieux le reste."")","('#chimene', ""Sire, mon père est mort, mes yeux ont vu son sang Couler à gros bouillons de son généreux flanc, Ce sang qui tant de fois garantit vos murailles, Ce sang qui tant de fois vous gagna des batailles, Ce sang qui tout sorti fume encor de courroux De se voir répandu pour d'autres que pour vous, Qu'au milieu des hasards n'osait verser la guerre. Rodrigue en votre Cour vient d'en couvrir la terre, Et pour son coup d'essai son indigne attentat D'un si ferme soutien a privé votre État, De vos meilleurs soldats abattu l'assurance, Et de vos ennemis relevé l'espérance. J'arrivai sur le lieu sans force et sans couleur, Je le trouvai sans vie. Excusez ma douleur, Sire, la voix me manque à ce récit funeste, Mes pleurs et mes soupirs vous diront mieux le reste."")",0.9522634744644165
"('#don-fernand', ""Prends courage, ma fille, et sache qu'aujourd'hui Ton Roi te veut servir de père au lieu de lui."")","('#don-fernand', ""Prends courage, ma fille, et sache qu'aujourd'hui Ton Roi te veut servir de père au lieu de lui."")",0.9999999403953552
