chabanon-toison-d-or,rousseaujb-jason,Score
-,"('#hypsipile', ""Vos jeux ont des charmes pour moi : Mais mon devoir m'engage à voir le Roi, Et mon amour près de Jason m'appelle ; Laissez-moi quitter ce séjour, Les plaisirs les plus doux loin d'un amant fidèle, Sont autant de moments dérobés à l'amour."")",0.0
-,"('#medee', ""Fatal courroux, haine mortelle, Venez me secourir contre un amour rebelle. Par un mépris plein de froideur J'avais cru me guérir de ma honteuse flamme ; Mais le jaloux transport qui règne dans mon âme Me fait connaître mon erreur. Fatal courroux, haine mortelle, Venez me secourir contre un amour rebelle. La reine de Lemnos a paru dans ces lieux, Qu'y vient-elle chercher ? Quel soin secret l'appelle ? Mon perfide a senti le pouvoir de ses yeux ; Qu'ils ont d'attraits ! Dieux, qu'elle est belle! Que je sens redoubler contre elle Mes transports furieux ! Je la vois qui s'avance ; Pénétrons le secret de leur intelligence !"")",0.0
-,"('#medee', ""À vos charmes puissants, que ne devrons-nous pas ! Que cette heureuse cour en reçoit davantage ! Ils vont de nos tristes climats Bannir ce qu'ils ont de sauvage : Sans vous, sans vos divins appas, L'amour n'aurait jamais embelli ce rivage."")",0.0
-,"('#hypsipile', ""Tout respire en ces lieux l'innocence et la paix, Tout m'y paraît doux et tranquille ; Mais, hélas ! Il n'est point d'asile Pour les coeurs que l'amour a blessés de ses traits  Dans cette illustre cour je vois chacun me rendre Tout ce qu'en mes États j'aurais osé prétendre ; Jason seul à mes yeux prend soin de se cacher."")",0.0
-,"('#medee', ""Jason se voit comblé d'une gloire immortelle, Il ne lui restait plus que d'être amant fidèle, Au soin de ses amours rien ne peut l'arracher."")",0.0
-,"('#hypsipile', 'Quoi dans ces lieux Jason serait sensible !')",0.0
-,"('#medee', 'Votre coeur en semble étonné ?')",0.0
-,"('#hypsipile', ""Je croyais qu'à la gloire un héros destiné, Aux plaisirs de l'amour était inaccessible."")",0.0
-,"('#medee', ""Le plaisir peut avoir son tour Après une illustre victoire, Un héros se doit à l'amour Quand il est quitte avec la Gloire."")",0.0
-,"('#hypsipile', ""De mes empressements, Ciel ! Quel triste succès ! Pour lui seul en ces lieux ma tendresse m'appelle, Et je vois l'infidèle Soupirer pour d'autres attraits. Avant qu'un amant nous engage, Ne peut-on s'assurer de sa fidélité ? Faut-il, pour connaître un volage Qu'il en coûte à la liberté ?"")",0.0
-,"('#medee', ""Ne vous piquez point de constance, Oubliez un perfide amant. Le mépris et l'indifférence Doivent punir le changement."")",0.0
-,"('#hypsipile', ""Non, non ; mon faible coeur n'est plus en ma puissance D'une trop vive ardeur se sent animer ; Contre un ingrat qui nous offense, En vain d'un fier courroux nous voulons nous armer. Jamais l'amour n'a tant de violence, Que lorsqu'on veut ne plus aimer. Je ne puis étouffer une flamme fatale. Mais je sens en mon âme un secret mouvement Qui tourne contre ma rivale, La haine que je dois à ce perfide amant."")",0.0
-,"('#medee', ""C'en est trop. Je me livre au conseil de ma rage. Sortons. Je ne veux pas en savoir davantage."")",0.0
-,"('#hypsipile', ""De quoi me servez-vous contre un ingrat que j'aime, Faible raison, inutile secours ? Puis-je écouter, hélas ! Vos superbes discours, Quand mon coeur révolté s'arme contre moi-même? Faible raison, inutile secours, De quoi me servez-vous contre un ingrat que j'aime ?"")",0.0
-,"('#jason', ""Le voici, cet ingrat que vous devez haïr, Il se livre à votre colère À vos justes transports vous devez obéir. Je suis trop criminel d'avoir pu vous déplaire."")",0.0
-,"('#hypsipile', ""Cruel, vous savez trop que mon faible courroux Ne saurait vaincre ma tendresse Et vous venez ici jouir de la faiblesse Que vous savez que j'ai pour vous."")",0.0
-,"('#jason', ""De la plus tendre ardeur mon âme est possédée, Je n'adore que vos beaux yeux : Mais le prix éclatant qui m'attire en ces lieux, > Dépend du pouvoir de Médée Et si j'ai feint pour elle une coupable ardeur, C'est un crime des Dieux, et non pas de mon coeur."")",0.0
-,"('#hypsipile', ""Ciel que me faites-vous entendre ?  Médée est ma rivale ? Et dans ce triste jour C'est elle à qui je viens d'apprendre Mon désespoir et mon amour. Infortunée, hélas! Je n'ai plus d'espérance, Mes maux ne sont plus incertains. Médée, il est trop vrai, cause votre inconstance: Son art, sa beauté, sa puissance, Tout m'assure à la fois du malheur que je crains."")",0.0
-,"('#jason', ""Ah ! Perdez des soupçons si vains. Médée aux éléments peut déclarer la guerre, Son art confond les Cieux, l'Enfer, l'Onde et la Terre; Il soumet la nature, et transporte à son choix, Les rochers, les monts et les bois ; Mais contre l'aimable Hypsipyle Dans le coeur de Jason sa force est inutile."")",0.0
-,"('#hypsipile', ""Hélas ! Je n'ose l'espérer."")",0.0
-,"('#jason', ""Bannissez d'injustes alarmes."")",0.0
-,"('#hypsipile', 'Que je crains Médée et ses charmes !')",0.0
-,"('#jason', 'Mon amour doit vous rassurer.')",0.0
-,"('#hypsipile', ""Que vos discours ont de puissance ! C'en est fait, et mon c?ur se rend à vos serments : Heureuse d'avoir pu juger par mes tourments De mon amour et de votre constance."")",0.0
-,"('#jason #hypsipile #orphee', ""Ne nous plaignons point des rigueurs Où le tendre amour nous expose, Souvent les plus vives douleurs Sont le fruit des maux qu'il nous cause."")",0.0
-,"('#medee', ""Quel objet frappe ici mes yeux ? Que vois-je ma rivale et Jason dans ces lieux ? Ah ! C'est trop différer une juste vengeance ; Éclatez, il est temps, mes jalouses fureurs. Perfides, apprenez à craindre ma puissance. Que ce palais se change en un séjour d'horreurs. Démons, monstres affreux, joignez-vous à ma rage, Quittez le ténébreux rivage, Venez, accourez, vengez-moi D'une indigne rivale et d'un amant sans foi. Elle sort. Le palais devient un lieu effroyable. Plusieurs démons et plusieurs monstres se présentent pour servir la colère de Médée."")",0.0
-,"('#jason #hypsipile #orphee', ""Ah ! Que d'objets épouvantables ! Ô Dieux ! Soyez-nous secourables."")",0.0
-,"('#jason', ""Divin Orphée, à qui les Dieux Ont. prodigué des sons la science charmante, Par les accents mélodieux De sa lyre savante Suspends la rage menaçante De tant de monstres furieux On entend une douce symphonie. Orphée chante, et la fureur des montres s'assoupit."")",0.0
-,"('#orphee', 'Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Tu peux calmer La fureur et la rage, Tu sais charmer Le coeur le plus sauvage. De tes douceurs Quel coeur peut se défendre ? Tes sons flatteurs Forcent tout à se rendre. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie. Monstres terribles, Calmez vos sens, Soyez sensibles À mes accents. Fille du Ciel, ô divine Harmonie, Répands ici ta douceur infinie.')",0.0
-,"('#hypsipile', ""Quel est d'un si grand art l'effet prodigieux ?"")",0.0
-,"('#jason', 'Des enfers déchaînés il calme la colère.')",0.0
-,"('#hypsipile #jason #orphee', ""Mais quelle main puissante et salutaire Pourra nous arracher à l'horreur de ces lieux?"")",0.0
-,"('#l-amour', ""L'amour vient terminer votre peine cruelle, Tendres amants, soyez heureux. Disparaissez, monstres affreux; Rentrez dans la nuit éternelle. Venez, charmants plaisirs, changer ces tristes lieux, En des jardins délicieux. Amants, conservez l'espérance Tôt ou tard un heureux moment Est la récompense De votre tourment. Quand après de longues chaînes L'amour comble vos désirs, Le souvenir de vos peines Doit redoubler vos plaisirs. Marquez, aimables jeux, votre réjouissance, Que tout ressente ici l'amour et sa puissance."")",0.0
-,"('#le-choeur', ""Les Plaisirs et les Jeux sont ici de retour. Que de coeurs aujourd'hui vont se rendre à l'amour !"")",0.0
-,"('#un-plaisir', ""Le chagrin épouvante Un Dieu si charmant ; Mais une âme contente S'enflamme aisément : Les Ris, les Plaisirs, les beaux jours, Font naître les amours."")",0.0
-,"('#un-autre-plaisir', ""Quel destin peut avoir plus de charmes ? Tous nos jours vont couler sans alarmes. L'Amour nous fait sentir les plus doux de ses traits, Il réserve pour nous les biens les plus parfaits."")",0.0
-,"('#le-choeur', ""Qu'a nos jeux chacun s'intéresse, Redoublons nos chants d'allégresse, Célébrons jamais les charmantes douceurs Que les feux de l'Amour font naître dans les coeurs. Les Plaisirs et les Jeux sont ici de retour, Que de coeurs aujourd'hui vont se rendre à l'Amour !"")",0.0
-,"('#medee', ""De quel étonnement je sens saisir mon coeur ! Où suis-je ? Où sont ces lieux élevés par ma rage ? Quand je lève le bras pour venger mon outrage, Quelle invisible main enchaîne ma fureur ? Que tardons-nous ? Allons, renouvelons mes charmes ; Remplissons ce séjour de nouvelles alarmes. Enfers, écoutez-moi. Tout est sourd à ma voix. Démons, obéissez. Tout méprise mes lois. N'ayons plus d'espoir qu'en ma rage, C'est l'unique recours des coeurs désespérés ; Une rivale qu'on outrage Porte des coups plus assurés. Que les Démons, l'Enfer et les Dieux conjurés. Hâtons-nous... Mais, ô Dieux ! Quelle pitié soudaine S'oppose à mes transports jaloux ? Vains efforts d'une juste haine, Contre l'Amour, hélas ! De quoi nous servez-vous ? Cependant ma crainte redouble, L'antre de la Sibylle est voisin de ces lieux. Allons lui confier mon trouble ; Qu'elle éclaircisse enfin un mystère odieux."")",0.0
-,"('#le-choeur', ""Loin d'ici, mortels indiscrets, Éloignez-vous de notre asile, Ne troublez pas l'heureuse paix Qui règne en ce séjour tranquille."")",0.0
-,"('#suivante-de-la-sibylle', 'La Sibylle séjourne en ces lieux souterrains, Elle y dicte aux mortels les ordres souverains, Des arbitres de la Nature, Le livre des Destins est ouvert à ses yeux, Et son savoir mystérieux Du profond avenir perce la nuit obscure.')",0.0
-,"('#le-choeur', ""Loin d'ici, mortels indiscrets, Éloignez-vous de notre asile, Ne troublez pas l'heureuse paix Qui règne en ce séjour tranquille."")",0.0
-,"('#suivantes #sibylle #choeur', ""Nous goûtons un sort plein d'attraits, Nous vivons en paix Dans ce lieu tranquille ; Nous goûtons un sort plein d'attraits, Nous vivons en paix, Nos biens sont parfaits. La charmante félicité N'a jamais quitté Cet heureux asile, Les chagrins qui suivent l'amour N'osent troubler ce beau séjour ; Nous goûtons un sort plein d'attraits, Nous vivons en paix Dans ce lieu tranquille, Nous goûtons un sort plein d'attraits, Nous vivons en paix, Nos biens sont parfaits. Gardons-nous de livrer nos coeurs Aux appas trompeurs D'un bonheur fragile, Les plaisirs dont on est flatté Peuvent-ils payer notre liberté. Nous goûtons un sort plein d'attraits, etc"")",0.0
-,"('#le-choeur', 'Quelle mortelle audacieuse Ose porter ici ses regards curieux, Et par sa présence odieuse Troubler le repos de ces lieux ?')",0.0
-,"('#medee', ""Clamez une crainte inutile. Je ne viens point troubler vos plaisirs innocents, Je viens consulter la Sibylle, Puisse-t-elle adoucir les maux que je ressens. Toi qui dans ce lieu solitaire, Des profanes humains fuis l'importunité, Des secrets d'Apollon sainte dépositaire, Toi, pour qui l'avenir est sans obscurité, Daigne de mon destin dévoiler le mystère, Et fais-en à mes yeux briller la vérité. Jason me cause une peine mortelle. Ma raison et mes yeux me l'ont peint infidèle Mais mon amour dément mes yeux et ma raison. Éclaircis cette incertitude, Je souffre plus de mon inquiétude, Que je ne souffrirais de voir sa trahison. Le Choeur s'éloigne, et Médée continue en s'adressant à la Sibylle."")",0.0
-,"('#la-sibylle', ""Cesse de vouloir me contraindre, Ne cherche plus à t'assurer Des malheurs que ton coeur peut craindre, C'est toujours un bien d'espérer, Et les maux ne sont point à plaindre, Tant que l'on peut les ignorer."")",0.0
-,"('#medee', ""Non rien ne peut changer le dessein qui m'appelle, Si Jason me trahit, je mourrai de douleur, Mais une prompte mort me sera moins cruelle Que le jaloux soupçon qui dévore mon coeur."")",0.0
-,"('#la-sibylle', ""Vers ces antres inhabitables Vois s'élever aux cieux cet arbre révéré, C'est sur son feuillage sacré Que j'écris du destin les lois irrévocables ; Mais du sage Apollon les ordres éternels Défendent aux coeurs criminels De jouir de cet avantage. Si par quelque noirceur ton coeur est profané, Tu verras dans les airs disperser ce feuillage, De la fureur des vents jouet infortuné."")",0.0
-,"('#medee', ""Approchons-nous. Ô ciel ! Mon espérance est vaine. J'entends déjà gronder les fougueux Aquilons. Quels affreux sifflements ! Quels épais tourbillons ! Tout l'empire d'Éole en ces lieux se déchaîne. Les vents sortent de l'antre, et dissipent les feuilles de l'arbre."")",0.0
-,"('#medee', ""Prêtresse d'Apollon, daigne employer ta voix Pour m'expliquer du ciel les redoutables lois."")",0.0
-,"('#la-sibylle', ""Je vais répondre à ton attente, Mes sens sont agités d'une sainte fureur. Le fatal avenir à mes yeux se présente. Dieux ! Quel spectacle plein d'horreur! 1 Tu meurs, ô déplorable amante! Tu t'immoles toi-même à ta vaine terreur ; Et ta rivale triomphante Jouit en paix de ton erreur. Mais quel forfait épouvantable Va cimenter son bonheur odieux ? Tremble, malheureuse coupable, Crains le juste courroux des Dieux."")",0.0
-,"('#medee', ""Quelle énigme fatale ! Est-il un sort plus rude ? Ô funeste embarras ! Oracles superflus ! Chaque moment fait naître à mon esprit confus, Un abîme d'incertitude. Suivons mes premiers sentiments, Il faut qu'Hypsipyle périsse Allons, par mes discours et par mon artifice ; Faire servir ses feux à mes ressentiments."")",0.0
-,"('#hypsipile', ""Ah ! Que je sens d'inquiétude Ne pourrai-je sortir du trouble où je me vois ? Mon amant va combattre en cette solitude, Tout y redouble mon effroi ; Ah ? Que je sens d'inquiétude ! La mort, dans ces funestes lieux, Sous mille horribles traits se présente à mes yeux. Dieux ? S'il faut que Jason périsse, Épargnez-moi l'horreur de le voir expirer ; Si sa mort doit nous séparer. Que mon trépas nous réunisse."")",0.0
-,"('#medee', ""C'est trop persécuter votre innocente ardeur J'ouvre les yeux enfin, et vois mon injustice. Oubliez, s'il se peut, un aveugle caprice Qui n'a servi qu'à tourmenter mon coeur. Jason m'avait fait une offense, Contre lui, contre vous, mon dépit s'est armé : Il est mort. Son trépas a rempli ma vengeance. Les destins l'ont puni, mon courroux est calmé."")",0.0
-,"('#hypsipile', ""Qu'entends-je, malheureuse !"")",0.0
-,"('#medee', ""Hé quoi pouviez-vous croire Que son orgueil ambitieux Le pourrait emporter sur Médée et les Dieux ? Séduit par les appas d'un fol espoir de gloire, Il a voulu braver la mort ; Voyez le sang couler étendu sur ce bord. Elle fait paraître l'image de Jason étendu mort."")",0.0
-,"('#hypsipile', 'Dieux ! Quelle sanglante victime ! Ciel ! Ô ciel quelle cruauté')",0.0
-,"('#medee', 'Votre douleur est légitime, Il vous aimait avec fidélité.')",0.0
-,"('#hypsipile', ""C'en est donc fait je perds tout l'espoir qui me reste, Dieux cruels, Dieux jaloux, vous êtes satisfaits ! Ô pressentiment trop funeste ! Tu m'avais annoncé la perte que je fais. Mais je puis m'affranchir d'un si cruel supplice, Et ce fer va finir ma vie et mes douleurs. Reçois ce sanglant sacrifice, Chère ombre, cher amant c'est pour toi que je meurs. Elle se tue."")",0.0
-,"('#medee', ""Meurs, objet odieux, satisfais mon envie. Le coup précipité qui t'arrache à la vie Ne fait qu'épargner à mon bras Le soin d'achever ton trépas. C'en est fait ; mon amour n'a plus rien qui le gêne, Suivons-en désormais les tendres mouvements ; Déjà, par mes enchantements, J'ai calmé la rage inhumaine. Des farouches taureaux qui défendent ces lieux Achevons et rendons Jason victorieux, Que ce rare bienfait dans mes noeuds le ramène : Que dis-je ? Malheureuse et quel est mon espoir ? Ciel ! Puis-je ainsi trahir la loi de mon devoir ? Dans le fond de mon coeur je l'entends qui murmure ? Qu'un reste de vertu nous coûte de remords ! Cessez, cruels combats, inutiles efforts, C'est trop renouveler le tourment que j'endure. Les droits de l'amour sont plus forts Que tous les droits de la nature."")",0.0
-,"('#le-roi', 'Savez-vous la rigueur des destins en courroux? Les Grecs sont triomphants.')",0.0
-,"('#medee', 'Seigneur, que dites-vous?')",0.0
-,"('#le-roi', ""Déjà les fiers taureaux, qui de cette carrière Défendaient l'affreuse barrière, Ont succombé sous l'effort de leurs coups. Après un si grand avantage Que ne pourra point leur courage ? Ah ! S'il faut que le sort soit propice à leurs voeux, Que deviendrai-je, hélas ! Monarque malheureux?"")",0.0
-,"('#medee', ""Par ce noir et fatal présage Pourquoi troubler votre repos? Si dans l'empire de Colchos Du pouvoir souverain la Toison est le gage ; Le trône de Scythie, acquis par vos exploits, N'est point sujet à ces injustes lois. Mais de vos ennemis je préviendrai l'audace. Ils paraissent bientôt la terre va s'ouvrir; Mille soldats armés à leurs yeux vont s'offrir. Ne vous exposez point au coup qui les menace. Allez, et bannissant un inutile effroi, De nos destins communs reposez-vous sur moi."")",0.0
-,"('#jason #orphee', 'Cherchons dans les combats Une illustre mémoire. Le chemin du trépas Est celui de la gloire.')",0.0
-,"('#jason', ""Invincibles guerriers, venez, suivez mes pas. Hâtons-nous d'achever cette grande victoire."")",0.0
-,"('#le-choeur', 'Cherchons dans les combats Une illustre mémoire, Le chemin du trépas Est celui de la gloire.')",0.0
-,"('#medee', ""Arrêtez, c'est à moi de finir cette guerre, De vos combats sanglants voici l'illustre prix ; Rentrez, fiers enfants de la terre, Dans le gouffre profond d'où vous êtes sortis. Les combattants sont engloutis dans la terre."")",0.0
-,"('#jason', 'De votre colère fatale Venez-vous contre moi renouveler les traits ?')",0.0
-,"('#medee', ""Cesse d'en redouter les funestes effets, Elle meurt avec ma rivale ; Son trépas comble mes souhaits Et te punit assez des maux que tu m'as faits."")",0.0
"('#choeur', 'Ô ciel !')","('#jason', 'Juste ciel !')",0.8264950513839722
"('#jason', ""Adorable Princesse, J'offense vos appas; Mais un serment me lie, et je dois à la Grèce Le service éclatant qu'elle attend de mon bras. Je n'aurai pas du moins trompé votre tendresse, Pour usurper un bien que je dois conquérir : Je puis vous affliger, mais non pas vous trahir."")","('#medee', ""De mon coeur je ne suis plus maîtresse: La nature cède à l'amour. Je t'offre la Toison, et, je vais dans la Grèce, Par ce gage éclatant racheter ton retour. Elle s'envole."")",0.6665431261062622
