regnard-arlequin-bonnes-fortunes,regnard-filles-errantes,Score
-,"('#colombine', ""Je ne vois pas qu'il y ait un grand mal de coucher avec son mari."")",0.0
-,"('#mezzetin', 'Il faut tâcher de remédier à tout ceci. Entrez dans cette hôtellerie-là, et prenez garde de dire que vous me connaissez. À Colombine.')",0.0
-,"('#pierrot', ""Ma foi, je n'en saurais revenir : voilà une fille bien civile.  Donner jusqu'à la moitié de son lit à un garçon ; la pauvre enfant !  La pauvre enfant ! Il y a ici quelques scènes italiennes."")",0.0
-,"('#le-valet', ""Parbleu !  Monsieur, je ne puis plus aller ; j'ai les fesses tout écorchées.  La peste soit du voyage !  On vous envoie solliciter un procès, et vous allez voir l'armée. Ghérardi jouait ce rôle à visage découvert."")",0.0
-,"('#monsieur-croquignolet', ""C'est que j'ai le coeur martial."")",0.0
-,"('#le-valet', ""Je crois que monsieur Croquignolet votre père et madame Croquignolet votre mère vont être bien surpris, quand ils verront arriver dans leur boutique monsieur Mathurin Blaise Croquignolet, leur fils l'avocat, qui vient de Flandre."")",0.0
-,"('#monsieur-croquignolet', 'Oh !  Je le crois.')",0.0
-,"('#le-valet', 'Tous les badauds du quartier vont venir fondre dans votre boutique, pour savoir de vous des nouvelles du combat.')",0.0
-,"('#monsieur-croquignolet', ""Cela est assez drôle, da !  À un jeune praticien comme moi d'avoir déjà vu une bataille contradictoire, et d'en être revenu sain et entier."")",0.0
-,"('#le-valet', ""Oh !  Parbleu, monsieur, vous pouvez aller à toutes les occasions du monde comme à celle-là, je vous suis garant que vous n'y serez jamais blessé."")",0.0
-,"('#monsieur-croquignolet', 'Il y faisait pourtant chaud.')",0.0
-,"('#le-valet', 'Cela est vrai ; mais vous preniez le frais sur le mont Pagnotte, à trois bonnes portées du canon.')",0.0
-,"('#monsieur-croquignolet', ""Je n'y allais pas pour m'y faire tuer.  Quelque niais !...  Cela n'aurait pas été honnête à moi d'y mourir, et j'aurais enragé le reste de ma vie si j'étais mort là comme un sot."")",0.0
-,"('#le-valet', ""Oh !  Vous avez raison.  Mais, monsieur, gagnons pays, s'il vous plaît ; allons vite chez votre père, visiter son vin de Bourgogne ; car je sens que j'ai besoin de forces."")",0.0
-,"('#monsieur-croquignolet', ""Oh !  Je n'ai garde de descendre chez mon père."")",0.0
-,"('#le-valet', ""Et d'où vient ?"")",0.0
-,"('#monsieur-croquignolet', ""On m'a mandé à l'armée que ma grande soeur Toinon avait la petite vérole, et je ne serais pas bien aise d'en être marqué."")",0.0
-,"('#le-valet', ""C'est, morbleu, bien fait de conserver votre teint ; et il serait fâcheux qu'un jeune homme que le canon a respecté fût exposé au caprice d'une maladie aussi insolente.  Entrons donc dans la première hôtellerie.  Je crois que voilà notre affaire... Holà ! Il frappe à la porte d'Arlequin."")",0.0
-,"('#isabelle', 'Bonjour, messieurs : que vous plaît-il ?')",0.0
-,"('#le-valet', ""Allons, ma fille, une chambre, du feu et grand'chère.  Je m'arrête volontiers où il y a bon vin et jolie servante."")",0.0
-,"('#isabelle', ""Messieurs, vous allez avoir tout ce qu'il vous faut : on ne manque de rien chez nous."")",0.0
-,"('#monsieur-croquignolet', 'Allons, ma fille, viens me débotter. Il présente son pied botté à Isabelle.')",0.0
-,"('#isabelle', ""Vous débotter !  Pardi, monsieur, cherchez vos débotteuses ; ce n'est pas là mon affaire."")",0.0
-,"('#monsieur-croquignolet', ""Est-ce que tu n'es pas aussi le valet d'écurie ?"")",0.0
-,"('#le-valet', ""Monsieur, voilà une dondon qui me paraît assez résolue ; mais il me semble qu'elle vous saboule un peu."")",0.0
-,"('#monsieur-croquignolet', 'La friponne est, ma foi, jolie.  Viens çà, ma fille ; es-tu mariée ?')",0.0
-,"('#isabelle', ""Non, monsieur, Dieu merci ; à moi n'appartient pas tant d'honneur : l'année n'est pas bonne pour les filles ; tous les garçons sont à la guerre."")",0.0
-,"('#le-valet', ""En voilà pourtant encore un qui n'y est pas.  Si cette friponne-là voulait, nous aurions bientôt conclu l'affaire."")",0.0
-,"('#monsieur-croquignolet', ""Je sens quelque chose...  là, qui me chatouille...  Hé !...  Tu m'entends bien ? Voilà un vrai niquedouille. Isabelle hausse les épaules."")",0.0
-,"('#le-valet', ""C'est un Nicodème qui n'a pas le sens commun."")",0.0
-,"('#monsieur-croquignolet', ""Si tu voulais un peu, pour me délasser de mes exploits guerriers...  J'ai de l'argent, oui."")",0.0
-,"('#isabelle', ""Bon !  Me voilà bien chanceuse avec votre argent !  Ce n'a jamais été ça qui m'a tentée : j'aime mieux un homme qui me plaît que tous les trésors du inonde ; et, si vous voulez que je vous parle franchement, j'aimerais mieux votre valet que vous."")",0.0
-,"('#le-valet', ""La coquine est, ma foi, de bon goût.  Allons, monsieur, retirez-vous ; ce n'est pas là de la viande pour vos oiseaux."")",0.0
-,"('#monsieur-croquignolet', ""Sais-tu bien, petite scélérate, que je viens de l'armée ?"")",0.0
-,"('#isabelle', ""Vous, de l'armée !  Vous voilà plaisamment fagoté, avec votre habit noir !  C'était donc vous qui portiez les billets d'enterrement des Hollandais qu'on y a tués ?"")",0.0
-,"('#monsieur-croquignolet', ""Comment, morbleu !  Si quelqu'un en doutait, je lui ferais bien voir ce que c'est que Mathurin Croquignolet, volontaire en pied, suivant l'armée."")",0.0
-,"('#le-valet', 'Et avocat en parlement.')",0.0
-,"('#isabelle', ""Oli !  Vous êtes un valeureux personnage !  Je crois qu'il ne faudrait encore qu'un Mathurin Croquignolet pour faire fuir tous les poulets de notre basse-cour."")",0.0
-,"('#monsieur-croquignolet', ""Cette friponne-là n'est pas prévenue de mon mérite...  Je suis pourtant un drôle avec les filles... Il veut badiner."")",0.0
-,"('#isabelle', ""Je vous prie, Monsieur, encore une fois, de vous tenir en repos ; je n'aime pas à être tarabustée.  Si vous voulez entrer chez nous, voilà la porte ouverte ; sinon, je suis votre très humble servante. Elle veut rentrer dans l'auberge."")",0.0
-,"('#monsieur-croquignolet', 'Je ne saurais la quitter.  Le joli bouchon !')",0.0
-,"('#cinthio', ""En vertu de quoi, monsieur, s'il vous plaît, prenez-vous des familiarités avec cette fille-là ?"")",0.0
-,"('#monsieur-croquignolet', ""En vertu de quoi ?...  En vertu que c'est mon plaisir."")",0.0
-,"('#cinthio', ""C'est votre plaisir !  Croyez-moi, mon petit visage botté, ne m'échauffez pas les oreilles ; car je pourrais prendre le mien à telle chose qui vous déplairait fort."")",0.0
-,"('#monsieur-croquignolet', 'Monsieur, on ne traite pas comme cela un gentilhomme parisien, qui revient de Flandre.')",0.0
-,"('#cinthio', 'Vous, de Flandre ?')",0.0
-,"('#le-valet', ""Je veux que le diable m'emporte si nous n'en venons, et du camp de Fleurus."")",0.0
-,"('#cinthio', 'Cet homme-là ? Il lui montre Croquignolet.')",0.0
-,"('#monsieur-croquignolet', ""Eh !  Non, nous n'y étions pas, quand notre général fit signifier un avenir aux ennemis !  Ils ne comparurent pas le dernier juillet, à une heure de relevée, pour plaider sur le champ de bataille !  Eh !  Non, non, nous n'y étions pas !"")",0.0
-,"('#cinthio', 'Oh, oh !  Voilà un style de guerre tout nouveau.')",0.0
-,"('#monsieur-croquignolet', ""La cause fut appelée, qui dura plus de huit heures ; mais en vertu de bonnes pièces de canon, dont nous étions porteurs, nous fîmes bien vite déguerpir l'ennemi.  Il voulut deux ou trois fois revenir par appel ; mais il fut toujours débouté de son opposition, et condamné en tous les dépens, dommages et intérêts, et aux frais, morbleu !  Aux frais...  Eh !  Y étions-nous ?  Eh !  Non, non, c'est que je me moque !"")",0.0
-,"('#cinthio', ""Voilà, je vous l'avoue, un plaisant récit de combat.  Je vois bien, monsieur, que vous avez vu la bataille dans quelque étude de procureur."")",0.0
-,"('#le-valet', ""Je vais vous raconter cela bien mieux que mon maître ; car, entre nous, c'est un dadais.  Premièrement, voilà les ennemis, et nous voilà.  Le combat commença par les tambours ; à l'instant nous fîmes avancer nos vivandiers : les ennemis voyant cela, détachèrent cinq escadrons de leurs meilleurs voiliers.  Oh !  C'était là où nous les attendions ; car aussitôt on lâcha toutes les galères pour enfoncer leur demi-lune...  Après cela, la mousqueterie, pif, paf, Ah !  Je suis mort...  Les brûlots...  les canons...  les trompettes, qui étaient chargées à cartouches ; pan, bedon... don... les...  Je ne saurais vous dire le reste, car la fumée du canon m'empêcha de le voir."")",0.0
-,"('#cinthio', ""Voilà qui est le plus joli du monde.  Mais je vous prie, monsieur le vivandier, et vous, mon petit clerc de procureur, de passer votre chemin, et de ne pas regarder derrière vous : m'en tendez-vous ?"")",0.0
-,"('#monsieur-croquignolet', ""Monsieur, prenez garde à ce que vous faites ; si Vous m'insultez... Il prend son épée et la lève."")",0.0
-,"('#cinthio', 'Hé bien ?')",0.0
-,"('#monsieur-croquignolet', 'Vous aurez affaire à mon valet. Il se cache derrière son valet.')",0.0
-,"('#le-valet', 'Oh !  Ma foi, il aura bien affaire à vous ; je ne suis pas obligé de me faire tuer à votre place.')",0.0
-,"('#cinthio', ""Allez, mon petit ami, je ne daigne seulement pas vous répondre ; mais si vous jetez seulement les yeux sur cette fille-là, je vous ferai mourir sous le bâton. En s'en allant, il donne de ses gants dans le nez de Monsieur Croquignolet."")",0.0
-,"('#monsieur-croquignolet', ""Il s'en va pourtant...  Hé !  Que dis-tu à cela ?  Je ne lui ai pas mal rivé son clou."")",0.0
-,"('#le-valet', ""Oh !  Fort bien, monsieur.  Voilà ce que c'est que d'avoir été à l'armée."")",0.0
-,"('#isabelle', 'Hé bien, infidèle !  Me connais-tu présentement ?  Suis-je Isabelle que tu as trahie, que tu as obligée de quitter sa patrie pour venir te reprocher ton inconstance, et se déguiser en servante ?')",0.0
-,"('#cinthio', ""Je vous dis encore une fois que je ne vous connais point.  Isabelle n'est pas capable d'un pareil emportement, ni de se jeter à la tête de tout venant, comme moi-même je vous ai vue faire.  Vous vous moquez de moi."")",0.0
-,"('#arlequin', ""Quel diable de bruit fait-on ici ?  On dirait que le diable emporte la maison.  Il me semble, monsieur, que vous pressez de près ma servante.  Croyez-vous donc que l'on soit obligé de vous tenir hôtellerie de filles ?  Ma foi, c'est pour votre nez qu'on vous en garde !"")",0.0
-,"('#cinthio', ""Oh, oh !  Voilà un hôte bien rébarbatif ; je vois bien que cet homme-ci ne parle d'ordinaire qu'à des chevaux.  Monsieur, c'est un petit différend que j'avais avec Claudine ; je lui demandais quelque ustensile dont j'avais besoin."")",0.0
-,"('#arlequin', ""Comment donc !  Monsieur, pour qui prenez-vous ma servante ?  Je vous prie de croire que ce n'est pas un ustensile...  Ouais !"")",0.0
-,"('#cinthio', 'Sans tant de bruit, voyons, monsieur, ce que je vous dois.  Quand vous voudrez tenir hôtellerie, faites provision de servantes qui considèrent les gens de qualité.')",0.0
-,"('#arlequin', ""Comment donc, coquine !  D'où vient que monsieur se plaint de vous ?  Ne vous ai-je pas dit qu'une servante d'hôtellerie doit être douce et avenante aux étrangers ?"")",0.0
-,"('#cinthio', ""Eh, monsieur !  Elle ne l'est que trop."")",0.0
-,"('#arlequin', ""Comment !  Elle ne l'est que trop !  Ce n'est pas d'aujourd'hui que je m'en doute.  Voyez-vous la carogne, comme elle est brave !  Je ne l'avais prise que pour servir à la cuisine ; mais je vois bien que la friponne ne s'en tient pas là."")",0.0
-,"('#isabelle', ""Si je suis brave, ce n'est pas à vos dépens.  Est-ce que vous voulez que j'aille toute nue ?"")",0.0
-,"('#arlequin', ""Oui, je le veux.  Une fille ne gagne pas tant d'argent à ne faire que des lits dans une hôtellerie."")",0.0
-,"('#isabelle', ""Il faut se tirer d'affaire. Et qu'ai-je donc fait pour faire tant de bruit ?  Ce beau monsieur-là est bien plaisant d'amener des filles dans notre hôtellerie pour le servir, et emporter tous nos profits ! Haut."")",0.0
-,"('#arlequin', ""Comment donc !  Est-ce qu'il y a un peu de gravelure à son fait ?"")",0.0
-,"('#isabelle', ""Il dit que c'est sa soeur.  Hé !  Oui, voilà encore une belle parenté !  Il ne passe point de monsieur dans l'hôtellerie dont je ne puisse bien être de même la soeur, si je voulais m'en donner la peine.  Oh bien, monsieur, je ne veux point souffrir qu'une autre prenne ma place."")",0.0
-,"('#arlequin', ""Claudine a raison, monsieur, cela ne se fait point : quand il y a une servante dans une hôtellerie, on ne doit se servir que d'elle ; et d'ailleurs Claudine est très habile in utroque, c'est-à-dire qu'elle fait aussi bien une chambre qu'un ragoût."")",0.0
-,"('#cinthio', ""Je conviens, monsieur, qu'elle sait parfaitement bien son métier de fille ; mais c'est une petite imprudente, qui sert au premier venu ce qu'elle ne devrait servir qu'à moi seul.  N'ai-je pas lieu de me plaindre ?"")",0.0
-,"('#arlequin', ""Assurément, elle a tort.  Je vous dirai cependant, monsieur, qu'on est ici fort exact à donner aux compagnies ce qu'elles demandent.  Tout à l'heure encore, je n'ai pas voulu donner au coche un chat de garenne que le messager avait retenu.  D'où vient donc, coquine, que vous faites de ces impertinences-là ?"")",0.0
-,"('#isabelle', ""Moi, servir à un autre ce que je vous ai promis ?  Dites monsieur, que vous n'avez pas voulu vous contenter de ce que vous aviez choisi vous-même, et que l'appétit vous est venu en mangeant."")",0.0
-,"('#arlequin', ""Pardi, monsieur, si vous êtes si fantasque, il n'y a pas moyen de vous contenter."")",0.0
-,"('#isabelle', ""Voyez, je vous prie, si ce n'est pas assez pour le repas d'un homme seul je lui présente une jeune poularde, tendre, grasse jusqu'au bout des ongles, comme moi ; monsieur n'est pas content ; il en veut encore une autre."")",0.0
-,"('#arlequin', ""Diable !  Monsieur, comme vous y allez !  Il ne faudrait encore qu'un homme comme vous pour mettre toute une rôtisserie à feu et à sang."")",0.0
-,"('#cinthio', ""Hé !  Ne la croyez pas.  Je me serais fort bien contenté de la poularde ; je ne suis pas si grand mangeur : mais je sais qu'on la présente à tout venant ; on l'a déjà servie sur vingt tables différentes, et je ne suis pas homme à m'accommoder du reste de toute la terre."")",0.0
-,"('#arlequin', ""Ah !  Parbleu, monsieur, prenez garde s'il vous plaît à ce que vous dites ; je ne m'entends point à ce tripotage-là, et l'on ne sert chez moi que des viandes neuves.  Parlez, a-t-on jamais vu manger ici la même poularde deux fois ?"")",0.0
-,"('#isabelle', ""Bon !  Ne voyez-vous pas bien que monsieur ne sait ce qu'il dit ?  Jamais personne n'y avait touché ; c'était une volaille délicate que j'avais pris soin d'élever, et que je nourrissais à la brochette avec autant de plaisir que si c'eût été moi-même ; elle faisait envie de manger à tous ceux qui la voyaient, et cependant je ne la gardais qu'à monsieur.  Allez, cela est bien vilain de reconnaître si mal les soins que l'on prend pour vous."")",0.0
-,"('#arlequin', ""C'est peut-être que vous n'aimez pas la viande bardée ; une autre fois on vous la fera larder."")",0.0
-,"('#cinthio', ""Bardé, lardé, cela m'est indifférent : quand les choses sont bonnes, je les trouve telles ; je ne m'y laisse point attraper."")",0.0
-,"('#isabelle', 'Il faudrait, pour satisfaire le goût de monsieur, lui servir quelque vieille volaille racornie, quelque doyenne de basse-cour.  Oh !  Ce serait là le moyen de gagner ses bonnes grâces.')",0.0
-,"('#arlequin', 'Oh !  Parbleu, monsieur, si vous aimez la viande coriace, nous vous en donnerons tout votre soûl.')",0.0
-,"('#cinthio', 'Eh, monsieur !')",0.0
-,"('#arlequin', ""J'ai une oie qui me sert depuis trois mois à faire mes soupes ; vous en aurez la fleur.  Il n'y a point encore eu de postillon assez hardi pour mettre la dent dessus."")",0.0
-,"('#isabelle', ""Voilà justement l'affaire de monsieur."")",0.0
-,"('#arlequin', ""Allons, taisez-vous ; que je ne vous entende pas souffler ; rentrez là-dedans.  Je vois bien que monsieur ne se connaît pas mieux en servantes qu'en poulardes : on vous mettra une aile de boeuf sur le gril. Scènes italiennes."")",0.0
-,"('#colombine', ""Rien n'est plus vrai que ce que je vous dis.  Ce gentilhomme, appelé Cinthio, qui vous aimait, qui vous jurait un amour éternel, m'en a dit tout autant ; et sans la connaissance que vous me donnez de son infidélité, je ne sais si dans la suite il ne m'aurait pas un peu écorné le coeur."")",0.0
-,"('#isabelle', ""Est-il possible, mademoiselle, que tant d'amour soit suivi de tant de perfidie ?  Non, je ne croirai jamais que les hommes soient infidèles jusqu'à ce point-là."")",0.0
-,"('#colombine', ""Les hommes !  C'est bien la plus maudite engeance !...  Je ne sais qu'un secret pour n'en être point trompée ; c'est de les tromper les premiers."")",0.0
-,"('#isabelle', ""Le perfide !  Après m'avoir engagé son coeur par une promesse de mariage !"")",0.0
-,"('#colombine', ""Promesse de mariage ?  Ah !  Je n'y croirai jamais.  Trébuchet à dupes, trébuchet à dupes."")",0.0
-,"('#isabelle', ""Il fut obligé de me quitter pour un duel, où il tua son ennemi : l'amour me fit voler sur ses pas ; je suis venue à Paris ; je me suis déguisée sous l'habit d'une servante ; et sous le nom de Claudine, je suis venue demeurer dans cette hôtellerie, où je l'ai revu avec plaisir, dans le temps que je devais l'oublier pour toujours ; mais, hélas !  Le moyen, quand on a le coeur sincère et qu'on n'est pas née scélérate !"")",0.0
-,"('#colombine', ""Oh !  Il faut le devenir ; on ne fait rien en amour autrement ; et la vertu la plus nécessaire à une femme, dans le siècle où nous sommes, c'est un peu d'inconstance, assaisonnée quelquefois de perfidie."")",0.0
-,"('#isabelle', ""D'où vient donc, mademoiselle, qu'avec toutes vos connaissances, vous vous êtes laissé attraper comme une novice ?  Car il me paraît, dans votre histoire, que vous avez été un peu maltraitée."")",0.0
-,"('#colombine', ""J'avoue que je n'en ai pas été quitte à meilleur marché que vous ; mais je ne savais pas ce que je sais, et avec le temps je me rendrai encore plus connaisseuse."")",0.0
-,"('#isabelle', ""C'est-à-dire, mademoiselle, que vous ne prétendez pas en demeurer là, et que vous ne voulez pas être fille à une aventure."")",0.0
-,"('#colombine', ""J'ai quitté Rome, comme vous, pour suivre un amant infidèle appelé Octave.  Cinthio est venu à la traverse pour prendre parti sous mes étendards ; et, si vous ne me l'aviez fait connaître pour un déserteur de profession, je ne sais si je ne l'aurais pas enrôlé.  Dame !  En temps de guerre on prend ce que l'on trouve."")",0.0
-,"('#isabelle', ""Quel bonheur, mademoiselle, de pouvoir changer si facilement !  Et que je serais contente si, pour me venger de mon infidèle, je le pouvais haïr autant qu'il le mérite !"")",0.0
-,"('#colombine', ""Ne vous embarrassez point de votre vengeance ; remettez seulement vos intérêts entre les mains d'une coquette de ce pays-ci, dont il sera amoureux ; je vous promets qu'elle le fera aller bon train."")",0.0
-,"('#isabelle', ""Non, non ; je ne me croirais pas assez vengée de m'en rapporter à une autre.  Si une femme l'aimait une fois, elle l'aimerait toujours ; et puis on n'est peut-être pas sujette au changement en France."")",0.0
-,"('#colombine', ""Oh !  L'on n'a garde !  Vous ne savez donc pas que Paris est la boutique de la légèreté ?  Il ne vient point d'étranger qui n'en emporte sa provision.  Bon !  Je vous dis que c'est le magasin de toute l'inconstance qui se débite en Europe."")",0.0
-,"('#isabelle', ""Est-il possible ?  Je ne l'aurais jamais cru.  Hélas !  Quand un Français dit qu'il vous aime, il vous le dit d'une manière si tendre et si passionnée, qu'il semble que son amour doive durer pour le moins vingt ans après sa mort."")",0.0
-,"('#colombine', 'Vingt ans après sa mort !...  Eh !  Oui...  Les femmes seraient trop heureuses si leur tendresse durait seulement vingt jours.')",0.0
-,"('#isabelle', 'Vous me surprenez.')",0.0
-,"('#colombine', ""La variété de leurs modes ne marque-t-elle pas l'inconstance de leur humeur ?  Aujourd'hui ils portent des perruques qui leur pendent jusqu'aux genoux, demain ils en auront d'autres qui ne leur passeront pas les oreilles ; ils sont quelquefois habillés le plus simplement du monde, deux jours après il faut les chercher dans leurs dentelles et leurs rubans ; tantôt ils sont serrés dans leurs habits et empaquetés comme des momies, et quelquefois une pièce de drap ne suffit pas pour leur faire une manche d'été : enfin, tout est girouette dans un Français, depuis les pieds jusqu'à la tête."")",0.0
-,"('#isabelle', ""Cela peut être vrai pour l'ajustement et la manière de s'habiller ; mais pour le coeur, je ne les crois point si sujets au changement."")",0.0
-,"('#colombine', ""Oh !  Vous avez raison ; ce sont des miroirs de fidélité.  Voulez-vous que je vous représente un Français qui veut surprendre la tendresse d'une jeune personne ?  Premièrement, je vous avertis que la braise n'est pas plus chaude.  Ah, ma chère enfant !  Ma princesse !  Que de beautés !  Que de charmes !  Les dieux ont-ils jamais rien fait d'aussi parfait que vous ?  Non, mon amour ne peut aller plus loin, et je suis au désespoir de n'avoir que des termes ordinaires pour vous l'exprimer.  Voulez-vous que j'expire à vos pieds ?  Vous ne me dites rien.  Il faut donc mourir, puisque votre cruauté l'ordonne !  Là-dessus, on pleure, on laisse échapper un gros soupir, on se donne de la tête contre un coin de la cheminée : il n'en faut pas davantage ; voilà une femme dans la nasse."")",0.0
-,"('#isabelle', ""Mais vraiment, je le crois bien ; un homme qui s'explique de la sorte est fort aimable.  Le moyen de résister à ces gros soupirs-là !  J'avoue qu'il ne m'en faudrait pas beaucoup d'un pareil style pour me persuader.  Je sens que j'ai le coeur français."")",0.0
-,"('#colombine', ""Voilà qui est le plus joli du monde ; mais regardons le revers de la médaille.  Je m'en vais vous faire voir un Français sur son retour de tendresse, c'est-à-dire huit jours après la déclaration."")",0.0
"('#brocantin', 'Riche. ')","('#isabelle', 'Voyons.')",0.9924609661102295
