regnard-coquette,regnard-filles-errantes,Score
"('#nigaudin', ""On ne traite pas comme cela un conseiller assesseur, et je m'en plaindrai à votre citadelle.  Ils sortent l'un d'un côté et l'autre de l'autre. "")",-,0.0
"('#pierrot', ""Monsieur, je viens de chez votre notaire ; il vous prie bien fort de l'excuser ; il ne saurait venir aujourd'hui. "")",-,0.0
"('#trafiquet', ""Il faut prendre patience, pourvu qu'il vienne demain. "")",-,0.0
"('#pierrot', ""Ni demain non plus : il lui est survenu une petite affaire ; je ne crois pas qu'il puisse venir si tôt. "")",-,0.0
"('#trafiquet', 'Et quelle est donc cette affaire ? ')",-,0.0
"('#pierrot', ""C'est, monsieur, qu'il est mort. "")",-,0.0
"('#trafiquet', ""Il est mort !  Tu as raison ; je ne crois pas qu'il revienne de longtemps. C'est bien dommage ; c'était le seul honnête homme de notaire que j'aie encore trouvé.  Hé !  Dis-moi, as-tu des nouvelles de notre homme ? "")",-,0.0
"('#pierrot', ""Ho !  Oui, monsieur ; pour celui-là, on m'a dit qu'il était arrivé par le poulailler du Maine, et qu'il demeurait tout rasibus de chez nous. "")",-,0.0
"('#trafiquet', ""Le ciel en soit loué !  Je me déferai peut-être à la fin de ma fille, et je ne verrai plus dans ma maison des animaux de toute sorte d'espèces, et particulièrement cette assemblée de femmes, ou plutôt cette académie de folles qui s'y tenait. "")",-,0.0
"('#pierrot', ""Tout franc, monsieur, je commençais à être bien las de toutes ces visageresses, et j'étais résolu de prendre mon congé ou de vous donner le vôtre.  Mais, monsieur, je voudrais bien vous lâcher un petit mot, tandis que je sommes sur la chose du mariage. "")",-,0.0
"('#trafiquet', 'Parle, Pierrot ; que me veux-tu ? ')",-,0.0
"('#pierrot', 'Monsieur, regardez-moi bien ; tel que vous me voyez, je me vais marier. ')",-,0.0
"('#trafiquet', 'Toi, te marier !  Es-tu fou ? ')",-,0.0
"('#pierrot', ""Ce qui me console ; monsieur, c'est que celle que j'épouse est aussi folle que moi. "")",-,0.0
"('#trafiquet', 'Et qui est donc cette malheureuse-là ? ')",-,0.0
"('#pierrot', ""Oh !  Monsieur, vous la connaissez bien ; c'est... mademoiselle votre fille. "")",-,0.0
"('#trafiquet', 'Ma fille ?  Ma fille Colombine ? ')",-,0.0
"('#pierrot', ""Vraiment, monsieur, cela est tout prêt ; on n'attend plus que votre consentement et le sien. "")",-,0.0
"('#trafiquet', ""Je ne sais, maraud, à quoi il tient que je ne t'assomme de coups. "")",-,0.0
"('#pierrot', ""Mais, monsieur, il ne faut pas se fâcher ; cela n'est pas si inégal.  Je suis un garçon, une fois, et elle est une fille ; et puis, monsieur, je ne sais ce que c'est que de faire le blêche : vous me donnez quinze écus par an ; j'aime mieux n'en gagner que dix et être votre gendre.  Voilà comme je parle, moi. "")",-,0.0
"('#trafiquet', 'Et moi, voilà comme je réponds. ')",-,0.0
"('#pierrot', ""Eh !  Fi donc, monsieur ; est-ce comme ça qu'on parle de mariage ?"")",-,0.0
"('#pierrot', ""Tenez, voilà votre diable de bailli ; est-ce qu'il est mieux fait que moi ? "")",-,0.0
"('#arlequin', ""Je crois, monsieur, que vous avez plus d'impatience de me faire votre gendre, que je n'en ai de vous voir mon beau-père.  Vous avez une fille : ergo vous êtes pourvu d'une drogue dont vous voudriez être défait ; car une fille, c'est une fleur qui se fane, si elle n'est cueillie dans sa saison ; c'est un quartaut de vin de Champagne qui jaunit, s'il n'est bu dans sa primeur. "")",-,0.0
"('#pierrot', ""Monsieur du quartaut, vous n'en aurez peut-être que la baissière. "")",-,0.0
"('#trafiquet', ""J'espère, monsieur, que vous ne vous repentirez pas de l'affaire que vous faites ; car je puis vous assurer que je vous livre une fille toute neuve, et qui vous fera dans la suite un très bon usé. "")",-,0.0
"('#arlequin', ""Ah !  Cette marchandise-là ne dure toujours que trop.  Vous pouvez aussi vous vanter que vous serez le beau-père de France le mieux engendré.  Je n'ai aucune mauvaise qualité ; je hais le vin à la mort ; j'ai une aversion incroyable pour le jeu, et je suis fort aisé à vivre : je ne crois pas avoir assommé plus de vingt paysans ; et si, ce n'était que pour des bagatelles, quelques rentes seigneuriales.  Il tire son mouchoir, et laisse voir dans sa poche un pistolet et une bouteille ; il fait tomber des dés et des cartes. "")",-,0.0
"('#trafiquet', ""Voilà cet homme si doux, qui ne joue et qui ne boit pas ! Vous dites donc, monsieur, que ma fille sera doucement avec vous ; et qu'est-ce que c'est que cela, s'il vous plaît ?  Haut.  Il montre le pistolet."")",-,0.0
"('#arlequin', ""Je porte toujours cela sur moi, car je n'aime pas à être contredit. "")",-,0.0
"('#trafiquet', ""Vous m'assurez que sa dot ne court point de risque entre vos mains, et que vous ne jouez point ? Il montre les cartes qui sont à terre."")",-,0.0
"('#arlequin', ""Fi, monsieur !  Il n'y a que des fripons qui s'amusent à ce métier-là.  Je porte quelquefois des cartes et des dés par complaisance ; mais je ne m'en sers qu'en compagnie, et je vous assure que si j'étais seul je ne jouerais jamais. "")",-,0.0
"('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il n'y a que les mauvaises compagnies qui gâtent la jeunesse. "")",-,0.0
"('#trafiquet', ""Pour du vin, vous n'en buvez pas ? "")",-,0.0
"('#arlequin', 'La crapule me fait horreur.  Est-ce que les honnêtes gens boivent du vin ? ')",-,0.0
"('#trafiquet', ""Je vois pourtant là quelque chose qui a assez la physionomie d'une bouteille. "")",-,0.0
"('#pierrot', 'Bon !  Monsieur, vous avez la berlue. ')",-,0.0
"('#arlequin', ""Oui, parbleu !  Il l'a ; ce n'est que de l'eau-de-vie que je porte à une femme de qualité qui est en couche. "")",-,0.0
"('#trafiquet', ""Allons, allons, il faut passer par là-dessus : on ne fera pas un homme exprès pour moi.  Apparemment vous n'épouserez pas ma fille sans la voir ?  Pierrot, dis à Colombine qu'elle vienne saluer monsieur. "")",-,0.0
"('#pierrot', ""Elle n'est pas ici. "")",-,0.0
"('#trafiquet', ""Elle n'est pas ici ? "")",-,0.0
"('#pierrot', ""Non, monsieur ; j'ai vu un chevalier avec un abbé qui sont venus pour l'emprunter jusqu'à sept heures. "")",-,0.0
"('#arlequin', ""L'emprunter !  Comment donc !  Est-ce là cette fille si neuve ?  Si on me l'emprunte comme cela quand elle sera ma femme, elle ne durera pas si longtemps que je pensais.  Mon garçon, la fille de monsieur se prête donc quelquefois de main en main quand on la demande ? "")",-,0.0
"('#pierrot', ""Oui, monsieur, tous les jours ; il y a tout plein d'honnête monde qui la vient prendre pour la divertir. "")",-,0.0
"('#arlequin', ""Oui, monsieur du beau-père !  En tout cas, si dans six mois ou un an je ne m'accommodais pas de votre fille, en perdant quelque chose dessus, vous la reprendriez. "")",-,0.0
"('#trafiquet', ""Il n'y a rien à perdre sur cette fille-là ; vous en trouverez toujours votre argent. "")",-,0.0
"('#pierrot', ""On ne parle point du loup qu'on n'en voie la queue.  Tenez, la voilà.  Ne vous avais-je pas bien dit qu'elle viendrait souper avec vous ?  Il n'y a point de fille à Paris si bien morigénée ; elle ne couche jamais en ville. "")",-,0.0
"('#trafiquet', 'Ma fille, voilà le bailli en question : tu ne voudras peut-être pas lui ouvrir ton coeur en ma présence ?  Monsieur, je ne vous rends pas un méchant office de vous laisser seul avec votre maîtresse.  Il sort avec Pierrot.  Pierrot fait des mines en quittant Colombine. ')",-,0.0
"('#arlequin', ""Ne vous étonnez pas, mademoiselle, si vous me voyez reculer trois pas au frontispice de vos charmes : vous avez des yeux capables d'embraser tout le bailliage de mon coeur ; et depuis qu'on porte des bouches, on n'a jamais bouchonné un bouchon si bouchonnable. "")",-,0.0
"('#colombine', ""Je suis confuse de vos civilités, monsieur ; et il faudrait avoir plus d'esprit que je n'en ai pour répondre à un compliment aussi bien tourné. "")",-,0.0
"('#arlequin', ""Il est vrai que pour des compliments, il n'y a personne dans notre province qui ose me prêter le collet.  J'ai harangué une fois notre intendant pendant deux heures, avec tant d'éloquence, qu'il s'endormit tout debout, et ne s'éveilla qu'une heure après que j'eus fini. "")",-,0.0
"('#colombine', ""De pareils efforts d'esprit sont bons pour la province ; mais à Paris on aime à parler terre à terre."")",-,0.0
"('#arlequin', ""Bon !  A-t-on de l'esprit à Paris ?  Sitôt qu'il y a un fat dans un pays, on l'y envoie ; c'est le rendez-vous de tous les sots de la France ; et, de tous les Parisiens, je ne vois que les Normands et les Manceaux qui aient un peu de brillant. "")",-,0.0
"('#colombine', ""À vous entendre parler, vous ne paraissez pas content des cavaliers de ce pays-ci ; et les dames, qu'en dites-vous ? "")",-,0.0
"('#arlequin', ""La la ; elles sont d'assez bonne amitié : j'en ai trouvé quelques unes de jolies en mon chemin ; mais, tout franc, je n'en ai point encore vu une de votre calibre. "")",-,0.0
"('#colombine', ""Il faut pourtant tomber d'accord qu'elles ont un tour d'esprit et des manières de se mettre que les femmes de province n'ont pas. "")",-,0.0
"('#arlequin', ""Oui-da, oui-da, je trouve qu'elles se coiffent raisonnablement haut, et je crois que leurs maris ne sont guère coiffés plus bas, "")",-,0.0
"('#colombine', ""Où passe-t-on le temps avec plus d'économie ?  Aujourd'hui à l'Opéra, demain à la Comédie, un autre jour au bal ; on entrelace cela de parties de jeu et de promenades.  Vous voyez bien qu'il n'y a point de lieu où une femme soit si façonnière. "")",-,0.0
"('#arlequin', 'Pour moi, je trouve cela le plus joli du monde ; mais que disent les maris à Paris ? ')",-,0.0
"('#colombine', ""Les maris disent ce qu'ils veulent, et les femmes font ce qui leur plaît ; c'est la mode du pays. "")",-,0.0
"('#arlequin', ""Les femmes feront durer cette mode-là le plus qu'elles pourront.  Et, s'il vous plaît, quand une femme revient du bal à cinq heures du matin avec un cavalier, qu'elle éveille toute la maison, que disent les maris à Paris ? "")",-,0.0
"('#colombine', 'Ils ne disent rien ; dès que la femme est rentrée, ils se rendorment. ')",-,0.0
"('#arlequin', ""Un homme qui a le sommeil si bien en main n'a pas besoin d'être bercé.  Mais, je vous prie, lorsqu'une femme vend ses pierreries pour faire l'équipage de quelque galant homme qui va à l'armée, que disent les maris à Paris ? "")",-,0.0
"('#colombine', 'Oh !  Les Parisiens sont trop bons serviteurs du Roi pour trouver cela mauvais. ')",-,0.0
"('#arlequin', ""Je ne m'en dédis point, voila de bonnes gens que ces Parisiens-là.  Vaille que vaille, puisque j'ai fait les frais du voyage, je vous épouserai ; mais à condition que, dès le lendemain de la noce, vous vous mettrez dans la carriole du Mans pour venir régenter les chapons de ma basse-cour : l'air de Paris donne trop de maux de tête. "")",-,0.0
"('#colombine', ""Quelque loi que vous m'imposiez, elle me paraîtra toujours douce, pourvu que je sois sûre de passer avec vous le reste de mes jours : vous me tenez lieu de tout ; et du moment que je vous ai vu, j'ai senti pour vous...  Ah !  Ne m'obligez pas de m'expliquer ; j'en dirais peut-être plus que je ne veux. "")",-,0.0
"('#arlequin', ""Les filles de ce pays-ci sont faites avec des étoupes ; il ne faut qu'une étincelle... "")",-,0.0
"('#colombine', ""J'ai une grâce à vous demander : les filles, comme vous savez, ont beaucoup d'ambition sur le fait du mariage ; j'ai eu toute ma vie une noble horreur pour les baillis du Maine ; ne pourriez-vous point changer de charge, et vous faire homme de qualité ? "")",-,0.0
"('#arlequin', ""Très volontiers ; rien n'est plus aisé : aussi bien je suis en pourparler avec un marquis de nos cantons qui s'en va à l'armée ; et, comme il a besoin d'argent, il veut me vendre sa charge de marquis avec sa pratique. "")",-,0.0
"('#colombine', ""Oh, monsieur !  Que cela me fera de plaisir !  Mais, en achetant une charge de marquis, n'oubliez pas, s'il vous plaît, de vous faire donner les airs déhanchés de ces messieurs-là. "")",-,0.0
"('#arlequin', ""Oh !  Je n'en ai que faire : quand on a été toute sa vie élevé dans le Bas-Maine, les airs de cour ne sont que trop familiers.  Adieu, ma belle enfant ; touchez là : dans une heure au plus tard je vous fais marquise ou baillivesse ; vous choisirez."")",-,0.0
"('#colombine', ""La sotte pécore qu'un homme qui a le mariage en tête !  Une fille un peu savante sur l'article le manie comme un chamois.  Voyez, je vous prie, cet idiot de bailli qui va se faire marquis.  Pour m'essayer, le premier marquis qui me tombera sous la patte, j'en ferai un procureur fiscal. Scènes italiennes. "")",-,0.0
"('#trafiquet', ""Je vous prie, mademoiselle ma fille, de ne point m'échauffer les oreilles ; je sais ce qu'il vous faut, et c'est à vous d'obéir quand je vous ai choisi un mari, entendez-vous ? "")",-,0.0
"('#colombine', ""Comme je suis une partie des plus intéressées dans l'affaire, je crois, mon père, que mon choix est du moins aussi nécessaire que le vôtre ; et je vous dirai franchement que cet homme-là n'est point fait pour moi. "")",-,0.0
"('#trafiquet', ""N'est point fait pour vous !  J'en suis d'avis ; il faut vous l'essayer.  Mais voyez, je vous prie, comme cela fait la raisonneuse !"")",-,0.0
"('#colombine', ""Je vous dis encore une fois, mon père, laissez-moi mener cette affaire-là.  Vous êtes plus vieux que moi, j'en conviens ; mais je me connais mieux en maris que vous. "")",-,0.0
"('#trafiquet', ""Et que trouvez-vous, s'il vous plaît, à redire au mari que je vous propose ? "")",-,0.0
"('#colombine', ""Bon !  C'est un homme qui se présente de front au mariage, et ne sait pas ce que c'est qu'un préliminaire d'amour. "")",-,0.0
"('#trafiquet', ""Hé !  De par tous les diables !  Comment veux-tu donc qu'il se présente ?  Tant mieux, s'il entre tout de suite en matière ; en fait de mariage, je n'aime point à voir préluder. "")",-,0.0
"('#colombine', 'Quoi !  Mon père, vous voudriez... ')",-,0.0
"('#trafiquet', 'Oui, je le veux. ')",-,0.0
"('#colombine', ""Vous prétendez qu'un homme que je n'ai jamais vu... "")",-,0.0
"('#trafiquet', 'Oui, je le prétends. ')",-,0.0
"('#colombine', ""J'ai trop de raison pour... "")",-,0.0
"('#trafiquet', ""Si tu as de la raison tu dois m'obéir, et prendre le parti qui se présente."")",-,0.0
"('#colombine', 'Le parti qui se présente ? ')",-,0.0
"('#trafiquet', 'Oui, le parti qui se présente. ')",-,0.0
"('#colombine', 'Assurément ? ')",-,0.0
"('#trafiquet', ""Oui, s'il vous plaît ; il ne faut point tant faire de gestes et de grimaces : est-ce qu'il lui manque quelque chose ? "")",-,0.0
"('#colombine', 'Je ne dis pas cela. ')",-,0.0
"('#trafiquet', 'Est-il tortu ou bossu ? ')",-,0.0
"('#colombine', 'Je trouve sa taille dégagée et engageante. ')",-,0.0
"('#trafiquet', ""Est-ce qu'il n'a point d'esprit ?  Va, va, ce n'est pas le plus nécessaire en ménage. "")",-,0.0
"('#colombine', 'Son esprit me charme, et je connais peu de gens qui en aient plus que lui. ')",-,0.0
"('#trafiquet', ""Et pourquoi donc n'en veux-tu point ? "")",-,0.0
"('#colombine', ""Moi, je n'en veux pas !  Il faudrait, mon père, que je fusse bien aveugle ou bien insensible pour, refuser un tel parti. "")",-,0.0
"('#trafiquet', ""Oh !  Que ne parles-tu donc ?  J'allais me mettre en colère.  Voyez, je vous prie, quand on ne s'entend pas.  Viens, ma fille, que je t'embrasse. "")",-,0.0
"('#colombine', 'Que cet embrassement me fait de plaisir ! Colombine, en embrassant Trafiquet, donne sa main à baiser à Octave.')",-,0.0
"('#trafiquet', ""Tu réponds dignement aux soins que j'ai pris de ton éducation. "")",-,0.0
"('#colombine', ""J'aimerais mieux mourir, mon père, que de vous désobliger. "")",-,0.0
"('#trafiquet', 'Tu me promets donc de ne plus songer à cet étourdi ? ')",-,0.0
"('#colombine', ""Je ne le verrai de ma vie ; c'est un homme que je ne puis souffrir. "")",-,0.0
"('#trafiquet', ""Et moi, pour reconnaître ton obéissance, je te promets d'augmenter ton trousseau de six chemises, et d'aller te voir toutes les fêtes et dimanches quand tu seras au Maine. "")",-,0.0
"('#colombine', 'Au Maine, mon père !  Et que faire là ? ')",-,0.0
"('#trafiquet', 'Accompagner ton mari. ')",-,0.0
"('#colombine', ""Mon mari !  Ce n'est pas son dessein de quitter Paris. "")",-,0.0
"('#trafiquet', 'Vraiment si ; il est bailli du Maine. ')",-,0.0
"('#colombine', 'Octave est bailli du Maine !  Depuis quand donc ? ')",-,0.0
"('#trafiquet', 'Que diable veux-tu donc dire avec ton Octave ?  Je crois que tu es folle. ')",-,0.0
"('#colombine', ""Quoi !  Ce n'est pas Octave que vous voulez me donner pour mari ? "")",-,0.0
"('#trafiquet', 'Non, assurément. ')",-,0.0
"('#colombine', 'Bon, bon !  Vous voulez rire. ')",-,0.0
"('#trafiquet', ""Je ne ris point, et je veux...  Il aperçoit Octave qui lui fait une révérence et s'en va. "")",-,0.0
"('#trafiquet', ""C'est donc ainsi, coquine, que tu fais état de mes remontrances, et que tu te moques de moi !"")",-,0.0
"('#colombine', 'Mon père... ')",-,0.0
"('#trafiquet', ""Va, je t'abandonne. "")",-,0.0
"('#colombine', 'Hé !  Mon père... ')",-,0.0
"('#trafiquet', 'Je te déshérite. ')",-,0.0
"('#colombine', 'Mon petit papa !')",-,0.0
"('#trafiquet', 'Je te donne ma malédiction, et tu mourras vieille fille. ')",-,0.0
"('#colombine', ""Oh !  Criez tant qu'il vous plaira.  Je n'irai pas perdre un amant pour la mauvaise humeur d'un père : nous sommes dans un temps où il faut garder le peu qu'on en a. "")",-,0.0
"('#colombine', ""Voici notre amoureux Pierrot ; il faut l'écouter un moment et nous en divertir."")",-,0.0
"('#pierrot', ""Enfin, Pierrot, te voilà dans le bourbier jusqu'au cou. De quoi t'avises-tu d'être amoureux ?  Tu ne fais plus que quatre repas par jour ; tu ne saurais plus t'éveiller qu'à midi sonné : tu vois bien qu'en cet état-là tu ne peux pas faire longue vie.  Hé bien, je mourrai.  Tu mourras !  Sais-tu bien qu'il n'y a rien de si triste que la mort ?  Il n'importe ; je ne verrai plus cette ingrate, cette....  Il aperçoit Colombine. "")",-,0.0
"('#colombine', 'Que dis-tu là ? ')",-,0.0
"('#pierrot', 'Je dis...  Je dis, mademoiselle, que quand je serai mort, je ne verrai plus goutte. ')",-,0.0
"('#colombine', ""C'est donc à dire que ta folie te dure toujours ? "")",-,0.0
"('#pierrot', ""Mademoiselle, assurément vous me ferez faire quelque mauvais coup : je me serais déjà jeté vingt fois par la fenêtre de notre grenier, s'il avait été seulement un étage plus bas. "")",-,0.0
"('#colombine', ""Tu te moques, Pierrot ; quand on est bien amoureux, on n'est pas à un étage près.  Je te conseille, de ce pas, d'aller faire ce saut-là pour l'amour de moi. "")",-,0.0
"('#pierrot', 'Allez, vilain petit porc-épic, le ciel vous punira.  Ô amour !  Amour !  Ô Pierrot !  Pierrot !')",-,0.0
"('#le-laquais', 'Mademoiselle, voilà la comtesse de Flamèche et la marquise de Bistoquet qui demandent à vous voir. ')",-,0.0
"('#colombine', 'La comtesse de Flamèche et la marquise de Bistoquet !  Je ne connais point cela.  De quel mauvais vent ces femmes-là abordent-elles chez moi ?  Il faut que ce soient des provinciales. ')",-,0.0
"('#le-laquais', ""Ce sont des dames qui disent qu'elles demeurent depuis peu dans le quartier. "")",-,0.0
"('#colombine', ""Faites-les entrer.  Voilà de ces chiennes de visites que l'on ne saurait éviter."")",-,0.0
"('#mezzetin', ""Hé !  Bonjour, mademoiselle ; comment vous portez-vous ?  Il y a mille ans que j'ai envie de vous venir voir, et de profiter de l'honneur de votre voisinage. "")",-,0.0
"('#pasquariel', ""On a dû vous dire, mademoiselle, que mon équipage s'est arrêté vingt fois à votre porte ; mais vous êtes introuvable, et toute des plus rares. "")",-,0.0
"('#colombine', ""En vérité, mesdames, je suis dans la dernière confusion d'avoir si mai profité de l'honneur de votre visite.  Holà !  Quelqu'un, des siéges. Elles se taisent toutes les trois, et recommencent à parler ensemble. "")",-,0.0
"('#mezzetin', ""Peut-on savoir, la belle, quels sont vos plaisirs ?  Vous êtes toujours dans le grand monde ; on dit que c'est vous qui faites l'honneur du quartier. "")",-,0.0
"('#pasquariel', ""Mais voyez ce teint, je vous prie, madame la Comtesse. Apparemment que vous l'avez pris du bon faiseur ; je n'ai jamais rien vu d'aussi charmant. À Colombine. "")",-,0.0
"('#colombine', ""Je suis ravie, mesdames, d'avoir un voisinage aussi agréable que le vôtre.  Quand vous voudrez, nous jouerons ensemble ; mais je vous avertis que je suis la plus malheureuse fille du monde.  Elles se taisent encore. "")",-,0.0
"('#mezzetin', 'Nous faisons nos visites de quartier.  Une charrette de foin a fait un embarras, ce qui nous a obligées de nous sauver chez Lamy, où nous avons bu chacune trois bouteilles de vin pour nous désennuyer. ')",-,0.0
"('#colombine', 'Six bouteilles de vin à deux femmes ! ')",-,0.0
"('#pasquariel', 'Il faut dire la vérité ; madame la Comtesse porte le vin comme un charme. ')",-,0.0
"('#mezzetin', ""Madame la Marquise veut qu'on lui rende justice, et qu'on lui dise qu'il n'y a point de Breton qu'elle ne boive par-dessous la jambe ; c'est bien le plus hardi vin de femme ! "")",-,0.0
"('#colombine', 'Avec ces talents-là, mesdames, il est à présumer que vous êtes mariées en Bourgogne ou en Champagne. ')",-,0.0
"('#mezzetin', ""Vous ne vous trompez point.  À propos de mariage, ma belle voisine, on m'a dit que vous couchiez la noce en joue.  Une fille comme vous peut-elle se résoudre à cette vilenie-là ? "")",-,0.0
"('#colombine', 'Pour moi, madame, je ne trouve rien de vilain à faire tout ce que le monde fait, et ce que vous avez fait vous-même. ')",-,0.0
"('#mezzetin', ""Il est vrai ; mais je n'avais que quinze ans pour lors ; vous savez que c'est un âge terriblement scabreux pour une fille.  Pourrez-vous abandonner votre taille aux accidents du mariage ? "")",-,0.0
"('#colombine', ""J'ai assez de peine à m'y résoudre ; mais que voulez-vous ?  Il faut bien prendre le bénéfice avec les charges. "")",-,0.0
"('#pasquariel', ""Faites comme moi, mademoiselle ; depuis que j'ai épousé mon mari, nous ne couchons plus ensemble. "")",-,0.0
"('#mezzetin', ""Cela est fort bon pour vous, madame la Marquise, qui avez quantité d'enfants de votre premier lit ; mais une fille qui se marie est bien aise de savoir au juste à quoi elle est propre. "")",-,0.0
"('#pasquariel', ""Pour moi, je suis malheureuse en garçons ; je n'en saurais élever ; je n'en ai plus que dix-sept. "")",-,0.0
"('#colombine', ""Dix-sept !  En vérité, madame, l'état vous est bien obligé de lui donner tant de bons sujets. "")",-,0.0
"('#mezzetin', ""J'en aurais bien eu vingt-cinq ou trente, si tout était venu à profit ; mais les fausses couches ont fait de terribles brèches dans ma famille.  Le dirait-on à ma taille ? Il se promène."")",-,0.0
"('#colombine', ""Elle est d'une finesse extraordinaire ; on croirait que vous allez rompre. "")",-,0.0
"('#mezzetin', ""Depuis deux ans, Dieu merci, j'en suis un peu la maîtresse ; j'ai obligé monsieur le Comte à faire lit à part ; car je suis présentement bien revenue de la bagatelle. "")",-,0.0
"('#colombine', 'Et monsieur votre époux prendra-t-il toujours ce petit divorce en patience ? ')",-,0.0
"('#mezzetin', 'Madame, il fera comme il pourra. ')",-,0.0
"('#pasquariel', 'Peut-on savoir, ma chère, qui vous épousez ? ')",-,0.0
"('#colombine', 'Plusieurs partis me recherchent ; mais mon père me destine à un bailli du Maine, et... ')",-,0.0
"('#pasquariel', 'À un bailli !...  À un bailli !...  Ah !  Ouf !  Je me trouve mal !  Un bailli !  Ah !  Quelle ordure !')",-,0.0
"('#colombine', 'Comment donc, madame !  Avez-vous des vapeurs ? ')",-,0.0
"('#mezzetin', ""Ah, mademoiselle !  Vous ne deviez jamais lâcher le mot de bailli.  À l'heure qu'il est, cela me dévoie.  Un bailli !  Encore si c'était un procureur fiscal !  Ils se jettent sur leurs siéges en faisant beaucoup de contorsions."")",-,0.0
"('#colombine', ""Ah !  Que je suis malheureuse !  Voilà deux femmes qui vont me demeurer dans les mains.  Holà, quelqu'un !  Mes laquais, ma femme de chambre ! "")",-,0.0
"('#mezzetin #pasquariel', 'Un bailli !  À la porte ils font beaucoup de cérémonies pour passer.')",-,0.0
"('#pasquariel', ""Non, madame, assurément je ne passerai pas, ou la peste m'étouffe ! "")",-,0.0
"('#mezzetin', 'Si je passe la première, je veux que cinq cent mille diables me tordent le cou ! À force de civilités, de contorsions, leurs coiffures tombent. ')",-,0.0
"('#colombine', ""Non, je ne crois pas que de mémoire d'homme on ait reçu une visite aussi impertinente.  Elles n'ont que faire de me tant dégoûter du bailli ; si je l'épouse, ce ne sera qu'à mon corps défendant. Il y a ici quelques scènes italiennes, dans lesquelles Mezzetin et Pasquariel rendent compte à Octave du succès de leurs fourberies ; celui-ci les engage à ne pas s'en tenir là, et l'on concerte de se déguiser en Bohémiens, d'aller trouver Arlequin, et de lui dire sa bonne aventure. Ces scènes préparent les scènes françaises suivantes. "")",-,0.0
"('#arlequin', 'Quand vous serez las de chanter, vous me direz peut-être ce que vous me voulez. Monsieur le meneur de ballets, peut-on savoir qui sont ces sauterelles-là ?  Ils continuent de chanter et de danser.  À Mezzetin.  Il montre les deux Bohémiennes.')",-,0.0
"('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")",-,0.0
"('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')",-,0.0
"('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",-,0.0
"('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")",-,0.0
"('#premiere-bohemienne', 'Oui. ')",-,0.0
-,"('#isabelle', 'Que vous plaît-il, monsieur ?')",0.0
-,"('#arlequin', ""Écoute, Claudine ; voici un gentilhomme qui vient loger chez moi avec sa soeur ; il faut que tu leur donnes deux chambres l'une contre l'autre."")",0.0
-,"('#isabelle', ""Ciel !  Que vois-je ?  Cinthio avec une autre que moi, qu'il fait passer pour sa soeur !"")",0.0
-,"('#arlequin', 'Claudine, tu ne me réponds point.')",0.0
-,"('#isabelle', ""Le traître !  Il ne fait pas semblant de me connaître.  J'ai tout quitté pour le chercher, et il ne daigne pas seulement me regarder."")",0.0
-,"('#arlequin', ""N'entends-tu, Claudine ?  Ce gentilhomme vient loger chez moi ; il lui faut deux chambres l'une auprès de l'autre.  Entends-tu bien ?"")",0.0
-,"('#isabelle', ""Est-ce là le prix de tant d'amour ?  Ingrat !  Devais-je être traitée de cette manière ?"")",0.0
-,"('#arlequin', 'Que la peste te crève !  Claudine, me répondras-tu à la fin ?')",0.0
-,"('#isabelle', ""Je vous demande pardon, monsieur ; ce sont des vapeurs dont je suis attaquée, et je ne sais ce que je dis. Tu m'abandonnes, scélérat !  Et tu n'oses arrêter sur moi tes regards. À part."")",0.0
-,"('#arlequin', ""Ah !  Je te casserai, ma foi, la gueule, et je ferai bien passer tes pestes de vapeurs.  Je te dis qu'il faut deux chambres l'une contre l'autre.  M'entends-tu à cette heure ?  Dis donc, parle."")",0.0
-,"('#isabelle', 'Oui, monsieur, je vous entends : vous pouvez vous en aller ; je vais accommoder tout cela.')",0.0
-,"('#cinthio', 'Allons, ma soeur, entrez.')",0.0
-,"('#colombine', 'Voilà une fille qui me semble bien surprise ! Elle entre.')",0.0
-,"('#isabelle', 'Cinthio ?')",0.0
-,"('#cinthio', 'Que voulez-vous ?')",0.0
-,"('#isabelle', 'Vous ne me dites rien ?')",0.0
-,"('#cinthio', ""Je n'ai rien à vous dire."")",0.0
-,"('#isabelle', 'Vous ne reconnaissez pas Isabelle ?')",0.0
