biancolelli-ecole-galante,dufresny-depart-des-comediens,Score
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', ""Loin de l'objet de ma nouvelle flamme Je ne puis vivre en paix, tout agite mon âme."")",-,0.0
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', 'À le revoir je borne tous mes voeux, Et son aspect charmant peut seul me rendre heureux.')",-,0.0
"('#mezzetin', 'Monsieur...')",-,0.0
"('#leandre', ""Ah ! Mezzetin que j'ai d'inquiétude ! L'amour me fait souffrir le tourment le plus rude."")",-,0.0
"('#mezzetin', 'La soif me désespère et me fait enrager.')",-,0.0
"('#leandre', 'Je cherche un beauté... ')",-,0.0
"('#mezzetin', 'Moi je cherche à manger.')",-,0.0
"('#leandre', ""Non, rien n'est comparable aux attraits d'Argentine."")",-,0.0
"('#mezzetin', ""Non, rien n'est plus charmant qu'une grande Cuisine."")",-,0.0
"('#leandre', 'Et le coeur le plus fier doit enfin lui céder.')",-,0.0
"('#mezzetin', ""Oui, je voudrais toujours m'emplir et me vider."")",-,0.0
"('#leandre', 'Que dis-tu, Mezzetin, et quel est ce langage ?')",-,0.0
"('#mezzetin', ""Pour moi le mot d'amour est un sensible outrage, Parlez plutôt de boire, est-il rien de plus doux Qu'un son harmonieux d'agréables glouglous ? Rien ne peut approcher de cette mélodie."")",-,0.0
"('#leandre', ""Je croyais sans aimer passer toute ma vie ; Mais depuis que j'ai vu l'objet qui m'a charmé, Mon coeur indifférent s'est d'abord enflammé : Pour ne pas l'adorer ma Maîtresse est trop belle, Je dois dans un moment m'introduire chez elle ; Tu pourrais interrompre un si doux entretien, Retire-toi d'ici."")",-,0.0
"('#mezzetin', ""Ma foi je le veux bien ; Vous n'avez qu'à jaser, et conter la fleurette, Moi, je vais chez Muri boire la chopinette. Il s'en va."")",-,0.0
"('#leandre', ""Voici l'heure, je pense, où je dois lui parler. Je suis bien amoureux, à ne le point celer ! Parbleu, c'est tout de bon ; mais j'aperçois mon maître. Comment, cher Arlequin, pourrai-je reconnaître Votre bonté pour moi, vos soins officieux ? Il court au-devant d'Arlequin, et l'embrasse."")",-,0.0
"('#arlequin', ""Croyez, mon cher enfant, que j'ai fait de mon mieux : Avez-vous profité d'une leçon fi belle ? Vous étiez à l'amour terriblement rebelle."")",-,0.0
"('#leandre', ""Ami, ce temps n'est plus, mon coeur est bien changé, Et dans d'aimables fers il se trouve engagé. J'ai suivi bien à point vôtre douce maxime : C'était contre l'amour commettre un trop grand, crime, Que de ne pas céder à des appas vainqueurs, Et je suis revenu de mes vaines erreurs."")",-,0.0
"('#arlequin', ""Ah ! que j'en suis ravi, voila ce qui s'appelle, À voir un écolier et soumis, et fidèle ; Je suis trop satisfait que ma sage leçon Ait fait en peu de temps un élève si bon.  Çà ne me cachez rien, la belle s'est rendue ? Parlez, qu'avez-vous fait depuis nôtre entrevue ?"")",-,0.0
"('#leandre', ""J'ai d'abord pratiqué ce que vous m'avez dit : Vos préceptes étaient gravez dans mon esprit. Ainsi je ne pouvais qu'à mon grand avantage Appliquer la leçon que j'ai mise en usage. Un objet tout charmant s'est offert à mes yeux, Cette jeune beauté loge prés de ces lieux, Elle est, je l'avouerai, tout à fait engageante ; La Belle a répondu sans peine à mon attente, Pour la mieux amorcer j'ai d'abord employé, Les soupirs, les regards, je n'ai rien oublié : Enfin dans un moment je dois entrer chez elle."")",-,0.0
"('#arlequin', 'Dites-moi donc comment le nomme cette belle.')",-,0.0
"('#leandre', 'Son nom est Argentine.')",-,0.0
"('#arlequin', 'Ha ! Que me dites-vous ?')",-,0.0
"('#leandre', ""Elle est entre les mains d'un brutal, d'un jaloux Qu'elle ne peut souffrir, et que son coeur déteste."")",-,0.0
"('#arlequin', ""Oh ! pour le coup j'en tiens, il m'a donné mon reste, L'ai-je bien entendu ? Peste de la leçon, Peut-être il s'est mépris, et quelle est sa Maison ?"")",-,0.0
"('#leandre', ""C'est là."")",-,0.0
"('#arlequin', 'Vous vous trompez.')",-,0.0
"('#leandre', ""Non : c'est là sa demeure."")",-,0.0
"('#arlequin', ""C'est peut-être plus bas."")",-,0.0
"('#leandre', ""Non Monsieur, où je meure. C'est ici. Il touche avec la main la maison d'Argentine."")",-,0.0
"('#arlequin', ""Juste Ciel ! je n'en dois plus douter, Il a de me leçon su trop bien profiter. Ce Diable d'écolier en sait plus que le Maître."")",-,0.0
"('#leandre', ""Dans un moment j'espère encore la mieux connaître : Son jaloux est dehors, elle m'introduira Dans son appartement."")",-,0.0
"('#arlequin', ""Gare l'et cetera."")",-,0.0
"('#leandre', ""Si vous vouliez Monsieur pour couronner l'ouvrage, Entrer chez me Maîtresse, et voir si ce sauvage, N'est point dans le Logis, vous m'obligerez fort. Ne refusez donc pas de servir mon transport : Vous êtes si zélé, d'une humeur si traitable !"")",-,0.0
"('#arlequin', ""Que j'ai lieu d'espérer... Ce serait bien le Diable, Cet ouvrage sans moi saura se terminer, Et vous allez, Monsieur, bien-tôt le couronner."")",-,0.0
"('#leandre', ""Quoi, vous ne voulez pas ? Votre refus m'offense."")",-,0.0
"('#arlequin', 'Non, ma foi, je ne puis le faire en conscience, Adieu.')",-,0.0
"('#leandre', 'Vous me quittez ; Ah ! restez en ces lieux, Pour voir.... ')",-,0.0
"('#arlequin', ""Je ne suis pas à présent curieux. Ah ! Maudit écolier ! que la peste te crève. Qui l'eût jamais pensé : j'ai fait une bel élève ; Mais je veux à l'écart observer tout ceci. Il se retire."")",-,0.0
"('#leandre', ""Qu'elle tarde à venir, juste Ciel ! La voici."")",-,0.0
"('#leandre', ""C'est donc vous ? Argentine, enfin vôtre présence Satisfait aux transports de mon impatience. Je vous vois, et je suis parfaitement heureux."")",-,0.0
"('#argentine', ""Au plaisir d'être à vous je borne tous mes veux : Vous seul pouvez parer le coup qui me menace, Et me faire éviter une affreuse disgrâce ; Je ne puis consentir d'épouser un magot."")",-,0.0
"('#arlequin', 'Comme elle me connaît ! Que je suis un grand sot ! Ne lui devrais-je pas donner une bourrade... Mais non : je suis poltron, et je crains la gourmade.')",-,0.0
"('#leandre', ""Oui, de vôtre jaloux je veux vous délivrer, Ma belle, c'est de quoi je puis vous assurer, Et les noeuds de l'hymen nous uniront ensemble. "")",-,0.0
"('#argentine', ""Ciel ! S'il nous surprenait ! Ah ! Léandre je tremble..."")",-,0.0
"('#leandre', ""Non, non, ne craignez rien, s'il troublait nos discours, Ce serait fait de lui j'abrégerais ses jours."")",-,0.0
"('#arlequin', ""Oh ! vous pouvez parler avec toute assurance, Après l'avoir instruit, la belle récompense !"")",-,0.0
"('#argentine', 'Souhaitez-vous entrer ?')",-,0.0
"('#arlequin', ""Eh non qu'il n'entre pas."")",-,0.0
"('#leandre', ""Belle, je ne veux point vous causer d'embarras, Je vais tout disposer pour nôtre mariage."")",-,0.0
"('#arlequin', ""S'il veut nous nous mettrons tous les deux en ménage, Moi je l'aurai la nuit, et lui l'aura le jour."")",-,0.0
"('#argentine', 'Léandre, au nom des Dieux, pressez vôtre retour, Puissent-ils protéger des ardeurs si fidèles !')",-,0.0
"('#leandre', ""Ma chère, de l'amour j'emprunterai les ailes. Pour voler jusqu'à vous, et pour vous garantir..."")",-,0.0
"('#argentine', ""Ce n'est pas sans regret que je vous vois partir."")",-,0.0
"('#leandre', 'Tantôt de mon dessein vous serez mieux instruite Et nos amours auront une agréable suite.')",-,0.0
"('#arlequin', ""Hé bien qu'en dirons-nous ! sont-ce là des chansons ! Non pas, voilà l'effet de mes belles leçons, Je m'en suis bien douté, quand cette matinée Je peignais avec soin me tête infortunée : Le peigne ne pouvait entrer dans mes cheveux, J'avais beau le pousser, et peigner de mon mieux, Quelque chose de dur lui faisait résistance ; Il faut pourtant avoir recours à la vengeance : Vite qu'un bon canon, une bombe, un mortier, Une carcasse, enfin un arsenal entier, Punisse ma carogne, et seconde ma rage, Quoi l'on me Vulcanise à la fleur de mon âge ? Ma foi, je suis bien fou de répandre des pleurs : Car si tous las Maris sujets à tels malheurs. Pleuraient amèrement pour pareilles alarmes On ne verrait ici que des yeux plein de larmes. Il pleure à sa manière. Il s'en va."")",-,0.0
"('#le-docteur', ""Je dois pour quelque temps m'absenter du Logis : Le soin de la Maison par moi vous est commis. Balayez bien ma chambre, et songez au ménage, Lorsque je reviendrai que je trouve un potage, Et que la porte soit fermée à double tour, Gardez-vous de l'ouvrir jusques à mon retour."")",-,0.0
"('#spinette', ""Je vous obéirai : le devoir me l'ordonne. Si quelqu'un vient frapper..."")",-,0.0
"('#le-docteur', 'Ne recevez personne. Faites ce que je dis, restez dans la Maison ; Surtout je vous défends de paraître au Balcon.')",-,0.0
"('#spinette', ""Ferais-je un si grand mal, si pendant vôtre absence Je prenais un peu l'air ; pourquoi cette défense ? Quand je suis seule, hélas ! je m'ennuie a la mort, Et tout le monde dit que vous avez grand tort De me faire subir un si rude esclavage, Et qu'enfin il est temps de me mettre en ménage. Que déjà je devrais être avec un époux, Et que je me pourrais fort bien passer de vous. Car à ce qu'on m'a dit je suis fille nubile Je ne le sens que trop."")",-,0.0
"('#le-docteur', ""Vous faites l'indocile,  Voyez cette morveuse, et ce bel embryon !"")",-,0.0
"('#spinette', ""Je ne mérite pas, mon père, un pareil nom. Vous m'appelez morveuse, et moi je vous assure Qu'on peut cueillir la poire aussitôt qu'elle est mûre, Et qu'il ne tient qu'à moi... suffit, je m'entends bien."")",-,0.0
"('#le-docteur', 'Plaît-il ? Que dites-vous ?')",-,0.0
"('#spinette', 'Qui moi ? Je ne dis rien.')",-,0.0
"('#le-docteur', ""Taisez-vous, je suis las d'entendre ce langage, Un semblable entretien, et m'échauffe, et m'outrage, Songez à m'obéir en tout ce qui me plaît, Ou vous m'obligerez à vous donner le fouet."")",-,0.0
"('#spinette', 'Ne vous emportez pas, je crains vôtre colère, Mon cher petit papa.')",-,0.0
"('#le-docteur', ""Ma foi l'on a beau faire Pour gêner un esprit on se fatigue en vain ; Nature est la plus forte et va toujours son train."")",-,0.0
"('#spinette', ""Mon père me contraint et veut me rendre esclave ; Mais il n'en sera rien, si je voyais Octave, Maintenant au Logis je le ferais entrer, Peut-être viendra-t-il, j'ai tout lieu d'espérer ; Je l'aperçois enfin."")",-,0.0
"('#octave', 'Quelle bonne nouvelle ?')",-,0.0
"('#spinette', ""Pour nous voir en secret l'occasion est belle, Mon père de longtemps ne viendra dans ces lieux."")",-,0.0
"('#octave', ""Entrons, et profitons d'un moment précieux."")",-,0.0
"('#le-docteur', ""Je suis bien dissipé, je sors pour une affaire, Et j'oublie au Logis ce qui m'est nécessaire, Un Billet, sans lequel je ne puis recevoir La somme qui m'est due et que je veux avoir.  A mes ordres prescrits ma fille obéissante, Ainsi qu'elle le doit, répond á mon attente : Elle a fermé sa porte. Un père est trop heureux, Quand sa fille veut bien satisfaire à ses voeux ; Et je rends grâce au Ciel, dont la bonté suprême M'a fait naître un enfant d'une sagesse extrême.  Spinette ne sait pas ce que c'est qu'un amant, C'est ce qu'en une fille on trouve rarement ; Mais pour m'ouvrir la porte il faut que je l'appelle : Spinette, hola Spinette ! À présent que fait-elle ? Sans doute elle s'amuse à tricoter un bas, Je suis bien assuré qu'elle ne m'attend pas. En voyant la porte fermée."")",-,0.0
"('#spinette', ""Que deviendrai-je hélas ! Juste Ciel, c'est mon père ! Courage, un stratagème est ici nécessaire. Ah ! Mon père je suis en proie à la douleur, Il vient de m'arriver le plus cruel Malheur... Vous allez à coup sûr me faire une querelle."")",-,0.0
"('#le-docteur', 'Ma fille que dis-tu ?')",-,0.0
"('#spinette', ""Cette robe si belle Que vous prîtes le soin vous-même d'acheter."")",-,0.0
"('#le-docteur', 'Hé bien ?')",-,0.0
"('#spinette', 'Mon cher Papa je viens de la gâter : Elle est toute tachée.')",-,0.0
"('#le-docteur', 'Ô Ciel, est-il possible !')",-,0.0
"('#spinette', ""Jugez à ce malheur si mon coeur est sensible ! Attendez un moment, j'entre pour la chercher, Vous verrez si sans peine on peut la détacher. Elle entre."")",-,0.0
"('#le-docteur', ""Parbleu, je suis touché d'un accident semblable Cette perte est vraiment assez considérable, Et j'en suis pénétré plus qu'on ne peut penser, On n'est pas en état toujours de dépenser. Spinette déploye la robe devant la porte, le Docteur la tient par un bout, et Octave sort par dessous sans que le Docteur le voie."")",-,0.0
"('#spinette', ""Prenez-la par un bout, regardez bien mon père, Pour moi je ne sais pas comment on pourra faire, La tache est grande, et moi je ne saurais penser Que quelque effort qu'on fasse on puisse l'effacer."")",-,0.0
"('#le-docteur', 'Où donc est-elle ?')",-,0.0
"('#spinette', 'Là.')",-,0.0
"('#le-docteur', ""Tu te moques, je pense Je n'y vois rien."")",-,0.0
-,"('#arlequin', ""Déserts, affreux déserts, sombres loges, parterre,  Balcons inhabités, théâtre solitaire ;  Et vous fidèles bancs, qui seuls depuis six mois,  Demeurez attentifs à nos comiques voix ;  Je viens vous raconter les malheurs de ma bourse.  De ces malheurs, hélas ! Le printemps est la source.  Le cruel mois de Mai, qui devrait tous les ans  Fournir nos coquettes d'amants,  Les effarouche et les écarte :  Il n'est officier qui ne parte.  Ô renouveau fatal, qui fais couler nos pleurs !  Pendant qu'on voit briller les parterres de fleurs,  Le nôtre languissant, ne pousse  Que des chardons et de la mousse.  Oui, le printemps qui vient peupler les arbrisseaux  De mille différents oiseaux,  Dépeuple de plumets, théâtres et ruelles,  Et fait nicher les hirondelles  Tranquillement dans nos plafonds.  On voit reverdir les buissons,  Et sécher sur pied les grisettes.  Le printemps vient enfin désoler nos cassettes.  À ce mot, mon coeur se saisit. Déjà vox faucibus haesit.  Qu'êtes-vous devenus, jeunes foudres de guerre,  Qui triomphiez jadis dans ce vaste parterre ?  Hélas ! Je n'y vois plus  Ce doux flux et reflux  De têtes ondoyantes,  Qui rend en plein hiver nos moissons abondantes,  Quand le troupeau guerrier et terrestre et marin,  Vient piétiner notre terrain ;  En y semant quelques paroles,  Nous recueillons force pistoles.  À présent nous semons dans la concavité.  Notre voix n'y produit qu'un écho répété ;  Écho fatal, qui va jusques dans nos marmites  Prouver le vide aux parasites.  Je le prouverais au Docteur entêté,  Que ma bourse est vide en été.  Depuis six mois entiers, à peine le dimanche  Arlequin tire-t-il les frais de son éclanche.  Aussi faute d'émolument  On voit que le relâchement  Se met dans la troupe comique :  Mezzetin s'en va voyager,  Le docteur quitte la boutique,  Pasquariel nous fait enrager ;  Octave fait l'amour, et Cinthe a la colique :  Notre caissier s'endort en faisant la recette,  Et le portier lit la gazette.  Le théâtre représente une solitude. "")",0.0
-,"('#colombine', ""À quoi diantre s'amuse Arlequin, pendant que la troupe tient conseil sur les affaires présentes ?"")",0.0
-,"('#arlequin', ""Je racontais nos malheurs aux échos et aux bois d'alentour."")",0.0
-,"('#colombine', 'Tu ferais bien mieux de chercher quelque remède à nos maux.')",0.0
-,"('#arlequin', ""Hélas !  Nous sommes les malades, et voilà les médecins... Il n'y a que la quantité de médecins qui puisse guérir notre maladie. Montrant le parterre."")",0.0
-,"('#colombine', 'Nous prendrions notre mal en patience, si nous pouvions avoir ici tous les jours une consultation de cinq à six cents médecins.')",0.0
-,"('#arlequin', 'Oh, ces médecins-là ne sont pas si âpres aux consultations, que ceux de la faculté.')",0.0
-,"('#colombine', ""J'en sais bien la raison : c'est qu'on donne de l'argent à ceux-là ; et ceux-ci au contraire payent à la porte le droit de dire leur avis."")",0.0
-,"('#arlequin', ""C'est pour cela qu'ils le disent si librement."")",0.0
-,"('#colombine', ""Mon pauvre Arlequin, puisque la saison de l'été est si contraire au tempérament des comédiens, puisque nous sommes desséchés, atténués, languissants, agonisants ; en un mot puisque nous sommes abandonnés des médecins, il faut tirer le rideau, c'est-à-dire fermer notre théâtre, et prendre congé de la compagnie."")",0.0
-,"('#arlequin', ""Avant que de mourir, nous avons encore l'émétique, et la petite bagatelle que nous jouons sera peut-être un émétique salutaire."")",0.0
-,"('#colombine', ""Bagatelle.  L'émétique le plus fin n'a point de vertu en automne.  En un mot, il faut quitter le jeu quand il ne vaut pas la chandelle."")",0.0
-,"('#arlequin', ""Elle a raison : cette diable de chandelle brûle toujours, il n'y a qu'à l'éteindre. Il veut éteindre les chandelles. "")",0.0
-,"('#colombine', ""Doucement.  Ce n'est pas que, si on jouait la comédie à l'aveuglette, cela nous ferait peut-être venir plus de monde."")",0.0
-,"('#arlequin', ""Je le crois.  L'auditeur a plus d'attention quand il ne voit goutte."")",0.0
-,"('#colombine', ""Oui, mais j'aurais peur qu'on ne fût si recueilli dans les loges, que l'attention ne passât pas les barreaux.  Finissons la plaisanterie.  Tous nos acteurs sont résolus de quitter la comédie, et de faire valoir chacun leur petit talent en particulier.  Ils vont tous passet en revue devant toi, afin que tu choisisses avec qui tu veux t'associer. Elle s'en va. "")",0.0
-,"('#arlequin', 'La revue ne sera pas complète ; car nous avons bien des déserteurs.')",0.0
-,"('#leandre', ""Fasse son métier qui le saura.  Jeune fille trop sévère,  Honteux gascon, normand sincère  Jamais ne réussira.  Fasse son métier qui le saura.  La joueuse qui s'acquitte,  Le guerrier qui plaidera,  Laide guenon qui sollicite,  Jamais ne réussira.  Fasse son métier qui le saura. (bis) "")",0.0
-,"('#arlequin', 'Hé bien, quel parti avez-vous pris, monsieur Léandre ?')",0.0
-,"('#leandre', ""Pour moi, je crois qu'il est bon que chacun s'en tienne au métier de ses pères, quoi qu'en disent nos guerriers bourgeois.  Tu sais que dans notre famille nous sommes tous amoureux de père en fils, et comme j'excelle à ce métier-là, je vais montrer en ville à faire l'amour méthodiquement."")",0.0
-,"('#arlequin', ""Fi !  Il n'y a que la canaille qui s'amuse à faire l'amour.  Les grands seigneurs l'achètent tout fait."")",0.0
-,"('#leandre', ""Je sais qu'à présent l'amour est moins un métier qu'une marchandise ; mais enfin, il faut toujours de l'art pour tromper une jeune innocente avec de faux serments : pour fasciner les yeux d'une mère, en la mettant de toutes les parties de plaisir : pour donner le change à un rival, et gagner l'amitié et la confidence des maris qui ont de jolies femmes."")",0.0
-,"('#arlequin', ""Ma foi, on n'a pas besoin de leçons pour tout cela, et où l'art manque, on a recours à la nature."")",0.0
-,"('#leandre', ""Pauvre Arlequin, tu verras que nous aurons des écolières, si tu veux t'associer avec moi."")",0.0
-,"('#arlequin', 'Hé mais...  Je le veux bien, moi, à condition que vous composerez les règles, et moi je les exercerai ; quand les écolières en vaudront la peine, vous donnerez les premières leçons, et je donnerai les dernières.')",0.0
-,"('#leandre', 'Je vois bien que tu es un ignorant.  Quand les premières leçons sont bonnes, les dernières en dépendent.')",0.0
-,"('#arlequin', ""Ho, point, point ; chacun a son talent auprès des dames.  Celui-ci prélude galamment, celui-là entre en matière, l'autre en sort avec honneur.  Les petits abbés, par exemple, sont admirables pour ébaucher une conversation galante : mais vivent les officiers pour donner la dernière main."")",0.0
-,"('#leandre', ""Je vois bien que tu as de bons principes, et si tu veux t'associer avec moi, nous ferons bien valoir le commerce."")",0.0
-,"('#arlequin', ""Ma foi non.  Dans le commerce de tendresse les associés ne s'accordent guères, et chacun fait sa main de son côté, sans rien rapporter à la masse. Léandre s'en va. "")",0.0
-,"('#arlequin', ""Pour vous, monsieur, on dit que vous allez vivre de vos rentes.  Je voudrais bien m'associer avec vous, j'ai du talent pour cela : mais il est défendu à un comédien italien de se reposer avant l'âge de six vingt ans ; et ce n'est que par tolérance que Scaramouche s'est retiré à quatre-vingt-quatorze. Et vous, mademoiselle, qu'allez-vous devenir ? À la Chanteuse. "")",0.0
-,"('#la-chanteuse', ""Quand une fille,  Jeune et gentille,  Voudra,  Bientôt elle parviendra ;  J'en connais une,  Que la fortune  Jusques aux cieux élèvera,  Dans un nuage, à l'opéra."")",0.0
-,"('#arlequin', ""Oui, mais ces sortes d'élévations-là sont sujettes à d'étranges malheurs : qu'une corde manque, voilà la fortune par terre. Le Docteur et la Chanteuse se retirent. "")",0.0
-,"('#colombine', ""Les affaires de la troupe ne vont pas trop bien : mais heureusement j'ai du talent d'ailleurs."")",0.0
-,"('#pierrot', 'Que la comédie aille comme elle pourra, pour moi je serai toujours recherché des femmes pour mon bel esprit.')",0.0
-,"('#colombine', ""Une fille qui a du service, se tire toujours d'affaires dans le monde."")",0.0
-,"('#pierrot', ""Un homme qui a de l'entremetture et de l'entregent, ne saurait manquer de rien."")",0.0
-,"('#colombine', ""Arlequin, j'ai trouvé une bonne condition, veux-tu en être de moitié ?"")",0.0
"('#spinette', 'Ici.')","('#arlequin', 'Selon.')",0.9294366836547852
