,corneillep-melite,corneillep-melite-33,Cost,Operation Type
123,"('#melite', ""Sans que mes actions de plus près j'examine, A la meilleure humeur je fais meilleure mine ; Et s'il m'osait tenir de semblables discours, Nous romprions ensemble avant qu'il fût deux jours."")","('#melite', ""Sans que mes actions de plus près j'examine,  À la meilleure humeur je fais meilleure mine,  Et s'il m'osait tenir de semblables discours,  Nous romprions ensemble avant qu'il fût deux jours. "")",0.0,Match
124,"('#eraste', ""Si chaque objet nouveau de même vous engage, Il changera bientôt d'humeur et de langage. Caressé maintenant aussitôt qu'aperçu Qu'aurait-il à se plaindre, étant si bien reçu ?"")","('#eraste', ""Si chaque objet nouveau de même vous engage,  Il ne tardera guère à changer de langage,  Caressé maintenant aussitôt qu'aperçu  Qu'aurait-il à se plaindre étant si bien reçu. "")",0.0,Match
125,"('#melite', ""Eraste, voyez-vous, trêve de jalousie ; Purgez votre cerveau de cette frénésie : Laissez en liberté mes inclinations. Qui vous a fait censeur de mes affections ? Est-ce à votre chagrin que j'en dois rendre conte ?"")","('#melite', ""Éraste, voyez-vous, trêve de jalousie,  Purgez votre cerveau de cette frénésie,  Laissez en liberté mes inclinations,  Qui vous a fait censeur de mes affections ?  Vraiment, c'et bien à vous que j'en dois rendre compte. "")",0.0,Match
126,"('#eraste', ""Non, mais j'ai malgré moi pour vous un peu de honte, De ce qu'on dit partout du trop de privauté Que déjà vous souffrez à sa témérité."")","('#eraste', ""Aussi j'ai seulement pour vous un peu de honte  Qu'on murmure partout du trop de privauté,  Que déjà vous souffrez à sa témérité. "")",0.0,Match
127,"('#melite', 'Ne soyez en souci que de ce qui vous touche.')","('#melite', 'Ne soyez en souci que de ce qui vous touche. ')",0.0,Match
128,"('#eraste', ""Le moyen, sans regret, de vous voir si farouche Aux légitimes voeux de tant de gens d'honneur, Et d'ailleurs si facile à ceux d'un suborneur ?"")","('#eraste', ""Le moyen sans regret de vous voir si farouche  Aux légitimes voeux de tant de gens d'honneur,  Et d'ailleurs si facile à ceux d'un suborneur ? "")",0.0,Match
129,"('#melite', ""Ce n'est pas contre lui qu'il faut en ma présence Lâcher les traits jaloux de votre médisance. Adieu. Souvenez-vous que ces mots insensés L'avanceront chez moi plus que vous ne pensez."")","('#melite', ""Ce n'est pas contre lui qu'il faut en ma présence  Lâcher les traits jaloux de votre médisance.  Adieu, souvenez-vous que ces mots insensés  L'avanceront chez moi plus que vous ne pensez. "")",0.0,Match
130,"('#eraste', ""C'est là donc ce qu'enfin me gardait ton caprice ? C'est ce que j'ai gagné par deux ans de service ? C'est ainsi que mon feu, s'étant trop abaissé, D'un outrageux mépris se voit récompensé ? Tu m'oses préférer un traître qui te flatte ; Mais dans ta lâcheté ne crois pas que j'éclate, Et que par la grandeur de mes ressentiments Je laisse aller au jour celle de mes tourments. Un aveu si public qu'en ferait ma colère Enflerait trop l'orgueil de ton âme légère, Et me convaincrait trop de ce désir abject Qui m'a fait soupirer pour un indigne objet. Je saurai me venger, mais avec l'apparence De n'avoir pour tous deux que de l'indifférence. Il fut toujours permis de tirer sa raison D'une infidélité par une trahison. Tiens, déloyal ami, tiens ton âme assurée Que ton heur surprenant aura peu de durée, Et que, par une adresse égale à tes forfaits, Je mettrai le désordre où tu crois voir la paix. L'esprit fourbe et vénal d'un voisin de Mélite Donnera prompte issue à ce que je médite. A servir qui l'achète il est toujours tout prêt, Et ne voit rien d'injuste où brille l'intérêt. Allons sans perdre temps lui payer ma vengeance, Et la pistole en main presser sa diligence."")","('#eraste', ""C'est là donc ce qu'enfin me gardait ta malice ?  C'est ce que j'ai gagné par deux ans de service ?  C'est ainsi que mon feu s'étant trop abaissé  D'un outrageux mépris se voit récompensé ?  Tu me préfères donc un traître qui te flatte ?  Inconstante beauté, lâche, perfide, ingrate  De qui le choix brutal se porte au plus mal fait,  Tu l'estimes à faux, tu verras à l'effet  Par le peu de rapport que nous avons ensemble  Qu'un honnête homme et lui n'ont rien qui se ressemble.  Que dis-je, tu verras ? Il vaut autant que mort,  Ma valeur, mon dépit, ma flamme en sont d'accord,  Il suffit, les destins bandés à me déplaire  Ne l'arracheraient pas à ma juste colère.  Tu démordras parjure, et ta déloyauté  Maudira mille fois sa fatale beauté.  Si tu peux te résoudre à mourir en brave homme,  Dès demain un cartel, l'heure, et le lieu te nomme.  Insensé que je suis ! Hélas, où me réduit  Ce mouvement bouillant dont l'ardeur me séduit !  Quel transport déréglé ! Quelle étrange échappée !  Avec un affronteur mesurer mon épée !  C'est bien contre un brigand qu'il me faut hasarder,  Contre un traître qu'à peine on devrait regarder,  Lui faisant trop d'honneur moi-même je m'abuse,  C'est contre lui qu'il faut n'employer que la ruse :  Il fut toujours permis de tirer sa raison  D'une infidélité par une trahison :  Vis doncques déloyal, vis, mais en assurance  Que tout va désormais tromper ton espérance,  Que tes meilleurs amis s'armeront contre toi,  Et te rendront encor plus malheureux que moi.  J'en sais l'invention qu'un voisin de Mélite  Exécutera trop aussitôt que prescrite.  Pour n'être qu'un maraud, il est assez subtil. "")",0.0,Match
131,,"('#eraste', 'Holà ! Hau vieil ami. ')",1.0,Deletion
132,,"('#cliton', 'Monsieur que vous plaît-il ? ')",1.0,Deletion
133,,"('#eraste', 'Me voudrais-tu servir en quelque bonne affaire ? ')",1.0,Deletion
134,,"('#cliton', ""Dans un empêchement fort extraordinaire  Je ne puis m'éloigner un seul moment d'ici. "")",1.0,Deletion
135,,"('#eraste', ""Va tu n'y perdras rien, et d'avance voici  Une part des effets qui suivent mes paroles. "")",1.0,Deletion
136,,"('#cliton', 'Allons, malaisément gagne-t-on dix pistoles. ')",1.0,Deletion
137,"('#tircis', ""Ma soeur, un mot d'avis sur un méchant sonnet Que je viens de brouiller dedans mon cabinet."")","('#tirsis', ""Ma soeur, un mot d'avis sur un méchant sonnet  Que je viens de brouiller dedans mon cabinet. "")",0.0,Match
138,"('#cloris', ""C'est à quelque beauté que ta muse l'adresse ?"")","('#cloris', ""C'est à quelque beauté que ta Muse l'adresse ? "")",0.0,Match
139,"('#tircis', ""En faveur d'un ami je flatte sa maîtresse. Vois si tu le connais, et si, parlant pour lui, J'ai su m'accommoder aux passions d'autrui. Après l'oeil de Mélite il n'est rien d'admirable... Sonnet"")","('#tirsis', ""En faveur d'un ami je flatte sa maîtresse,  Vois si tu le connais, et si parlant pour lui,  J'ai su m'accommoder aux passions d'autrui.  Après l'oeil de Mélite il n'est rien d'admirable.  SONNET."")",0.0,Match
140,"('#cloris', ""Ah ! Frère, il n'en faut plus."")","('#cloris', ""Ah frère, il n'en faut plus. "")",0.0,Match
141,"('#tircis', ""Tu n'es pas supportable De me rompre sitôt."")","('#tirsis', ""Tu n'es pas supportable  De me rompre sitôt. "")",0.0,Match
142,"('#cloris', ""C'était sans y penser ; Achève."")","('#cloris', ""C'était sans y penser,  Achève. "")",0.0,Match
143,"('#tircis', ""Tais-toi donc, je vais recommencer. Après l'oeil de Mélite il n'est rien d'admirable ; Il n'est rien de solide après ma loyauté. Mon feu, comme son teint, se rend incomparable ; Et je suis en amour ce qu'elle est en beauté. Quoi que puisse à mes sens offrir la nouveauté, Mon coeur à tous ses traits demeure invulnérable, Et bien qu'elle ait au sien la même cruauté, Ma foi pour ses rigueurs n'en est pas moins durable. C'est donc avec raison que mon extrême ardeur Trouve chez cette belle une extrême froideur, Et que sans être aimé je brûle pour Mélite : Car de ce que les dieux, nous envoyant au jour Donnèrent pour nous deux d'amour et de mérite, Elle a tout le mérite, et moi j'ai tout l'amour. Sonnet"")","('#tirsis', ""Tais-toi donc, je vais recommencer.  Après l'oeil de Mélite il n'est rien d'admirable,  Il n'est rien de solide après ma loyauté,  Mon feu comme son teint se rend incomparable,  Et je suis en amour, ce qu'elle est en beauté.  Quoi que puisse à mes sens offrir la nouveauté,  Mon coeur à tous ses traits demeure invulnérable :  Et bien qu'elle ait au sien la même cruauté,  Ma foi pour ses rigueurs n'en est pas moins durable.  C'est donc avec raison que mon extrême ardeur  Trouve chez cette belle une extrême froideur,  Et que sans être aimé je brûle pour Mélite :  Car de ce que les Dieux nous envoyant au jour  Donnèrent pour nous deux d'amour, et de mérite,  Elle a tout le mérite, et moi j'ai tout l'amour.  SONNET."")",0.0,Match
144,"('#cloris', ""Tu l'as fait pour Eraste ?"")","('#cloris', ""Tu l'as fait pour Éraste ? "")",0.0,Match
145,"('#tircis', ""Oui, j'ai dépeint sa flamme."")","('#tirsis', ""Oui, j'ai dépeint sa flamme. "")",0.0,Match
146,"('#cloris', 'Comme tu la ressens peut-être dans ton âme ?')","('#cloris', 'Comme tu la ressens peut-être dans ton âme ? ')",0.0,Match
147,"('#tircis', ""Tu sais mieux qui je suis, et que ma libre humeur N'a de part en mes vers que celle de rimeur."")","('#tirsis', ""Tu sais mieux qui je suis, et que ma libre humeur  N'a de part en mes vers que celle de rimeur. "")",0.0,Match
148,"('#cloris', ""Pauvre frère, vois-tu, ton silence t'abuse, De la langue ou des yeux, n'importe qui t'accuse : Les tiens m'avaient bien dit malgré toi que ton coeur Soupirait sous les lois de quelque objet vainqueur, Mais j'ignorais encore qui tenait ta franchise, Et le nom de Mélite a causé ma surprise Sitôt qu'au premier vers ton sonnet m'a fait voir Ce que depuis huit jours je brûlais de savoir."")","('#cloris', ""Pauvre frère, vois-tu, ton silence t'abuse, De la langue, ou des yeux, n'importe qui t'accuse,  Les tiens m'avaient bien dit, malgré toi que ton coeur  Soupirait sous les lois de quelque objet vainqueur,  Mais j'ignorais encore qui tenait ta franchise,  Et le nom de Mélite a causé ma surprise  Sitôt qu'au premier vers ton sonnet m'a fait voir  Ce que depuis huit jours je brûlais de savoir. "")",0.0,Match
149,"('#tircis', ""Tu crois donc que j'en tiens ?"")","('#tirsis', ""Tu crois donc que j'en tiens ? "")",0.0,Match
150,"('#cloris', 'Fort avant.')","('#cloris', 'Fort avant. ')",0.0,Match
151,"('#tircis', 'Pour Mélite ?')","('#tirsis', 'Pour Mélite ? ')",0.0,Match
152,"('#cloris', ""Pour Mélite, et, de plus que ta flamme n'excite Au coeur de cette belle aucun embrasement."")","('#cloris', ""Pour Mélite, et de plus que ta flamme n'excite  Dedans cette maîtresse aucun embrasement. "")",0.0,Match
153,"('#tircis', ""Qui t'en a tant appris ? Mon sonnet ?"")","('#tirsis', ""Qui t'en a tant appris ? Mon Sonnet ? "")",0.0,Match
154,"('#cloris', 'Justement.')","('#cloris', 'Justement. ')",0.0,Match
155,"('#tircis', ""Et c'est ce qui te trompe avec tes conjectures, Et par où ta finesse a mal pris ses mesures. Un visage jamais ne m'aurait arrêté S'il fallait que l'amour fût tout de mon côté. Ma rime seulement est un portrait fidèle De ce qu'Eraste souffre en servant cette belle ; Mais quand je l'entretiens de mon affection, J'en ai toujours assez de satisfaction."")","('#tirsis', ""Et c'est ce qui te trompe avec tes conjectures,  Et par où ta finesse a mal pris ses mesures,  Un visage jamais ne m'aurait arrêté  S'il fallait que l'amour fût tout de mon côté.  Ma rime seulement est un portrait fidèle  De ce qu'Éraste souffre en servant cette belle  Mais quand je l'entretiens de mon affection  J'en ai toujours assez de satisfaction. "")",0.0,Match
156,"('#cloris', 'Montre, si tu dis vrai, quelque peu plus de joie, Et rends-toi moins rêveur, afin que je te croie.')","('#cloris', 'Montre, si tu dis vrai, quelque peu plus de joie,  Et rends-toi moins rêveur afin que je te croie. ')",0.0,Match
157,"('#tircis', ""Je rêve, et mon esprit ne s'en peut exempter ; Car sitôt que je viens à me représenter Qu'une vieille amitié de mon amour s'irrite, Qu'Eraste s'en offense, et s'oppose à Mélite, Tantôt je suis ami, tantôt je suis rival, Et, toujours balancé d'un contrepoids égal, J'ai honte de me voir insensible, ou perfide. Si l'amour m'enhardit, l'amitié m'intimide, Entre ces mouvements mon esprit partagé Ne sait duquel des deux il doit prendre congé."")","('#tirsis', ""Je rêve, et mon esprit ne s'en peut exempter,  Car sitôt que je viens à me représenter,  Qu'une vieille amitié de mon amour s'irrite,  Qu'Éraste m'en retire, et s'oppose à Mélite,  Tantôt je suis ami, tantôt je suis rival,  Et toujours balancé d'un contrepoids égal  J'ai honte de me voir insensible, ou perfide,  Si l'amour m'enhardit, l'amitié m'intimide,  Entre ces mouvements mon esprit partagé  Ne sait duquel des deux il doit prendre congé. "")",0.0,Match
158,"('#cloris', ""Voilà bien des détours pour dire, au bout du compte Que c'est contre ton gré que l'amour te surmonte ; Tu présumes par là me le persuader, Mais ce n'est pas ainsi qu'on m'en donne à garder. À la mode du temps, quand nous servons quelqu'autre, C'est seulement alors qu'il n'y va rien du nôtre, Chacun en son affaire est son meilleur ami, Et tout autre intérêt ne touche qu'à demi."")","('#cloris', ""Voilà bien des détours pour dire, au bout du compte  Que c'est contre ton gré que l'amour te surmonte ;  Tu présumes par là me le persuader,  Mais ce n'est pas ainsi qu'on m'en baille à garder,  À la mode du temps, quand nous servons quelque autre,  C'est seulement alors qu'il n'y va rien du nôtre,  Un chacun à soi-même est son meilleur ami  Et tout autre intérêt ne touche qu'à demi. "")",0.0,Match
159,"('#tircis', ""Que du foudre à tes yeux j'éprouve la furie, Si rien que ce rival cause ma rêverie."")","('#tirsis', ""Que du foudre à tes yeux j'éprouve la furie,  Si rien que ce rival cause ma rêverie. "")",0.0,Match
160,"('#cloris', ""C'est donc assurément son bien qui t'est suspect, Son bien te fait rêver, et non pas son respect Et, toute amitié bas, tu crains que sa richesse En dépit de tes feux n'obtienne ta maîtresse."")","('#cloris', ""C'est donc assurément son bien qui t'est suspect,  Son bien te fait rêver, et non pas son respect,  Et toute amitié bas, tu crains que sa richesse  En dépit de tes feux n'emporte ta maîtresse. "")",0.0,Match
161,"('#tircis', 'Tu devines, ma soeur ; cela me fait mourir.')","('#tirsis', 'Tu devines, ma soeur, cela me fait mourir. ')",0.0,Match
162,"('#cloris', 'Ce sont vaines frayeurs dont je veux te guérir. Depuis quand ton Eraste en tient-il pour Mélite ?')","('#cloris', 'Vaine frayeur pourtant dont je veux te guérir. ')",0.02,Substitution
163,,"('#tirsis', ""M'en guérir ! "")",1.0,Deletion
164,,"('#cloris', 'Laisse faire, Éraste sert Mélite,  Non pas ? Mais depuis quand ? ')",1.0,Deletion
165,"('#tircis', 'Il rend depuis deux ans hommage à son mérite.')","('#tirsis', ""Depuis qu'il la visite  Deux ans se sont passés. "")",1.05,Substitution
166,"('#cloris', ""Mais dit-il les grands mots ? Parle-t-il d'épouser ?"")","('#cloris', ""Mais dedans ses discours  Parle-t-il d'épouser ? "")",0.0,Match
167,"('#tircis', 'Presque à chaque moment.')","('#tirsis', 'Oui presque tous les jours. ')",0.54,Substitution
168,"('#cloris', ""Laisse-le donc jaser. Ce malheureux amant ne vaut pas qu'on le craigne. Quelque riche qu'il soit, Mélite le dédaigne : Puisqu'on voit sans effet deux ans d'affection, Tu ne dois plus douter de son aversion. Le temps ne la rendra que plus grande et plus forte, On prend soudain au mot les hommes de sa sorte, Et sans rien hasarder à la moindre longueur On leur donne la main dès qu'ils offrent le coeur."")","('#cloris', ""Donc sans l'appréhender poursuis ton entreprise,  Avecque tout son bien Mélite le méprise,  Puisqu'on voit sans effet deux ans d'affection,  Tu ne dois plus douter de son aversion,  Le temps ne la rendra que plus grande et plus forte,  On prend au premier bond les hommes de sa sorte,  De crainte qu'à la longue ils n'éteignent leur feu. "")",0.0,Match
169,,"('#tirsis', 'Mais il faut redouter une mère. ')",1.0,Deletion
170,,"('#cloris', 'Aussi peu. ')",1.0,Deletion
171,"('#tircis', 'Sa mère peut agir de puissance absolue.')","('#tirsis', 'Sa puissance pourtant sur elle est absolue. ')",0.15,Substitution
172,"('#cloris', ""Crois que déjà l'affaire en serait résolue, Et qu'il aurait déjà de quoi se contenter Si sa mère était femme à la violenter."")","('#cloris', ""Oui mais déjà l'affaire en serait résolue  Et ton rival aurait de quoi se contenter  Si sa mère était femme à la violenter. "")",0.0,Match
173,"('#tircis', ""Ma crainte diminue, et ma douleur s'apaise, Mais si je t'abandonne, excuse mon trop d'aise, Avec cette lumière et ma dextérité J'en veux aller savoir toute la vérité. Adieu."")","('#tirsis', ""Pour de si bons avis il faut que je te baise,  Mais si je t'abandonne excuse mon trop d'aise,  Avec cette lumière et ma dextérité  J'en veux aller savoir toute la vérité.  Adieu. "")",0.0,Match
174,"('#cloris', ""Moi, je m'en vais paisiblement attendre Le retour désiré du paresseux Philandre. Un moment de froideur lui fera souvenir Qu'il faut une autre fois tarder moins à venir."")","('#cloris', ""Moi, je m'en vais dans le logis attendre  Le retour désiré du paresseux Philandre,  Un baiser refusé lui fera souvenir  Qu'il faut une autre fois tarder moins à venir. "")",0.0,Match
175,"('#eraste', ""Va-t'en chercher Philandre, et dis-lui que Mélite A dedans ce billet sa passion décrite, Dis-lui que sa pudeur ne saurait plus cacher Un feu qui la consume et qu'elle tient si cher, Mais prends garde surtout à bien jouer ton rôle, Remarque sa couleur, son maintien, sa parole, Vois si dans la lecture un peu d'émotion Ne te montrera rien de son intention."")","('#eraste', ""Cours vite chez Philandre, et dis-lui que Mélite  A dedans ce papier sa passion décrite,  Dis-lui que sa pudeur ne saurait plus cacher  Un feu qui la consomme, et qu'elle tient si cher :  Mais prends garde surtout à bien jouer ton rôle,  Remarque sa couleur, son maintien, sa parole,  Vois si dans la lecture un peu d'émotion  Ne te montrera rien de son intention.  Il baille une lettre à Cliton."")",0.0,Match
176,"('#cliton', 'Cela vaut fait, Monsieur.')","('#cliton', 'Cela vaut fait, Monsieur. ')",0.0,Match
177,"('#eraste', ""Mais, après ce message Sache avec tant d'adresse ébranler son courage, Que tu viennes à bout de sa fidélité."")","('#eraste', 'Mais avec ton message  Tâche si dextrement de tourner son courage  Que tu viennes à bout de sa fidélité. ')",0.0,Match
178,"('#cliton', ""Monsieur, reposez-vous sur ma subtilité, Il faudra malgré lui qu'il donne dans le piège, Ma tête sur ce point vous servira de pleige, Mais aussi vous savez..."")","('#cliton', ""Monsieur, reposez-vous sur ma subtilité  Il faudra malgré lui qu'il donne dans le piège,  Ma tête sur ce point vous servira de pleige  Mais aussi, vous savez [... ]"")",0.0,Match
179,"('#eraste', ""Oui, va, sois diligent. Ces âmes du commun n'ont pour but que l'argent, Et je n'ai que trop vu par mon expérience... Mais tu reviens bientôt ?"")","('#eraste', ""Oui, va, sois diligent,  Ces âmes du commun font tout pour de l'argent  Et sans prendre intérêt au dessein de personne  Leur service, et leur foi sont à qui plus leur donne,  Quand ils sont éblouis de ce traître métal  Ils ne distinguent plus le bien d'avec le mal,  Le seul espoir du gain règle leur conscience,  Mais tu reviens bientôt, est-ce fait ?  Cliton rentre.  Cliton ressort brusquement. "")",0.0,Match
180,"('#cliton', ""Donnez-vous patience, Monsieur, il ne nous faut qu'un moment de loisir, Et vous pourrez vous-même en avoir le plaisir."")","('#cliton', ""Patience,  Monsieur, en vous donnant un moment de loisir  Il ne tiendra qu'à vous d'en avoir le plaisir."")",0.0,Match
181,"('#eraste', 'Comment ?')","('#eraste', 'Comment ? ')",0.0,Match
182,"('#cliton', ""De ce carrefour j'ai vu venir Philandre, Cachez-vous en ce coin, et de là sachez prendre L'occasion commode à seconder mes coups. Par là nous le tenons. Le voici, sauvez-vous."")","('#cliton', ""De ce carfour j'ai vu venir Philandre,  Cachez-vous en ce coin, et de là sachez prendre  L'occasion commode à seconder mes coups,  Par là nous le tenons, le voici, sauvez-vous.  Philandre paraît, et Éraste se cache."")",0.0,Match
183,"('#philandre', ""Quelle réception me fera ma maîtresse ? Le moyen d'excuser une telle paresse ? Eraste est caché et les écoute."")","('#philandre', ""Quelle réception me fera ma maîtresse ?  Le moyen d'excuser une telle paresse ?  Éraste est caché et les écoute;"")",0.0,Match
184,"('#cliton', 'Monsieur, tout à propos je vous rencontre ici, Expressément chargé de vous rendre ceci.')","('#cliton', 'Monsieur, tout à propos je vous rencontre ici  Expressément chargé de vous rendre ceci. ')",0.0,Match
185,"('#philandre', ""Qu'est-ce ?"")","('#philandre', ""Qu'est-ce ? "")",0.0,Match
186,"('#cliton', ""Vous allez voir, en lisant cette lettre Ce qu'un homme jamais n'oserait se promettre. Ouvrez-la seulement."")","('#cliton', ""Vous allez voir en lisant cette lettre  Ce qu'un homme jamais ne s'oserait promettre,  Ouvrez-la seulement. "")",0.0,Match
187,"('#philandre', ""Va, tu n'es qu'un conteur."")","('#philandre', ""Tu n'es rien qu'un conteur. "")",0.0,Match
188,"('#cliton', ""Je veux mourir, au cas qu'on me trouve menteur. Malgré le devoir et la bienséance du sexe, celle-ci m'échappe en faveur de vos mérites, pour vous apprendre que c'est Mélite qui vous écrit, et qui vous aime.  Si elle est assez heureuse pour recevoir de vous une réciproque affection, contentez-vous de cet entretien par lettres, jusqu'à ce qu'elle ait ôté de l'esprit de sa mère quelques personnes qui n'y sont que trop bien pour son contentement. Lettre supposée de Mélite à Philandre."")","('#cliton', ""Je veux mourir au cas qu'on me trouve menteur.  Malgré le devoir et la bienséance du sexe, celle-ci m'échappe en faveur de vos mérites ; pour vous apprendre que c'est Mélite qui vous écrit, et qui vous aime.  Si elle est assez heureuse pour recevoir de vous une réciproque affection, contentez-vous de cet entretien par lettres, jusqu'à ce qu'elle ait ôté de l'esprit de sa mère quelques personnes qui n'y sont que trop bien pour son contentement.  LETTRE SUPPOSÉE DE MÉLITE À PHILANDRE. Cependant que Philandre lit, Éraste s'approche par derrière, et feignant d'avoir lu par-dessus son épaule, il lui saisit la main encor pleine de la lettre toute déployée."")",0.0,Match
189,"('#eraste', ""C'est donc la vérité que la belle Mélite Fait du brave Philandre une louable élite, Et qu'il obtient ainsi de sa seule vertu Ce qu'Eraste et Tircis ont en vain débattu ! Vraiment dans un tel choix mon regret diminue, Outre qu'une froideur depuis peu survenue, De tant de voeux perdus ayant su me lasser, N'attendait qu'un prétexte à m'en débarrasser."")","('#eraste', ""C'est donc la vérité que la belle Mélite  Fait du brave Philandre une louable élite, Et qu'il obtient ainsi de sa seule vertu  Ce qu'Éraste, et Tirsis ont en vain débattu ?  Vraiment dans un tel choix mon regret diminue,  Outre qu'une froideur depuis peu survenue,  Portait nos deux esprits à s'entre-négliger,  Si bien que je cherchais par où m'en dégager. "")",0.0,Match
190,"('#philandre', 'Me dis-tu que Tircis brûle pour cette belle ?')","('#philandre', 'Me dis-tu que Tirsis brûle pour cette belle ? ')",0.0,Match
191,"('#eraste', 'Il en meurt.')","('#eraste', 'Il en meurt. ')",0.0,Match
192,"('#philandre', ""Ce courage à l'amour si rebelle ?"")","('#philandre', ""Ce courage à l'amour si rebelle ? "")",0.0,Match
193,"('#eraste', 'Lui-même.')","('#eraste', 'Lui-même. ')",0.0,Match
194,"('#philandre', ""Si ton coeur ne tient plus qu'à demi, Tu peux le retirer en faveur d'un ami ; Sinon, pour mon regard ne cesse de prétendre, Étant pris une fois, je ne suis plus à prendre. Tout ce que je puis faire à ce beau feu naissant, C'est de m'en revancher par un zèle impuissant ; Et ma Cloris la prie, afin de s'en distraire, De tourner, s'il se peut, sa flamme vers son frère."")","('#philandre', ""Si ton feu commence à te lasser,  Pour un si bon ami tu peux y renoncer,  Sinon, pour mon regard ne cesse de prétendre,  Étant pris une fois je ne suis plus à prendre,  Tout ce que je puis faire à son brasier naissant  C'est de le revancher par un Zèle impuissant,  Et ma Cloris la prie afin de s'en distraire  De tourner ce qu'elle a de flamme vers son frère. "")",0.0,Match
195,"('#eraste', ""Auprès de sa beauté qu'est-ce que ta Cloris ?"")","('#eraste', ""Auprès de sa beauté qu'est-ce que ta Cloris ? "")",0.0,Match
196,"('#philandre', 'Un peu plus de respect pour ce que je chéris.')","('#philandre', 'Un peu plus de respect pour ce que je chéris. ')",0.0,Match
197,"('#eraste', ""Je veux qu'elle ait en soi quelque chose d'aimable, Mais enfin à Mélite est-elle comparable ?"")","('#eraste', ""Je veux qu'elle ait en soi quelque chose d'aimable,  Mais la peux-tu juger à l'autre comparable ? "")",0.0,Match
198,"('#philandre', ""Qu'elle le soit ou non, je n'examine pas Si des deux l'une ou l'autre a plus_ou_moins d'appas. J'aime l'une, et mon coeur pour toute autre insensible."")","('#philandre', ""Soit comparable, ou non, je n'examine pas  Si des deux l'une ou l'autre a plus_ou_moins d'appas,  J'ai promis d'aimer l'une, et c'est où je m'arrête. "")",0.0,Match
199,"('#eraste', 'Avise toutefois, le prétexte est plausible.')","('#eraste', 'Avise toutefois, le prétexte est honnête. ')",0.0,Match
200,"('#philandre', ""J'en serais mal voulu des hommes et des Dieux."")","('#philandre', ""J'en serais mal voulu des hommes et des Dieux. "")",0.0,Match
201,"('#eraste', 'On pardonne aisément à qui trouve son mieux ?')","('#eraste', 'On pardonne aisément à qui trouve son mieux. ')",0.0,Match
202,"('#philandre', 'Mais en quoi gît ce mieux ?')","('#philandre', 'Mais en quoi gît ce mieux ? ')",0.0,Match
203,"('#eraste', 'En esprit, en richesse.')","('#eraste', 'Ce mieux gît en richesse. ')",0.88,Substitution
204,"('#philandre', 'Ô le honteux motif à changer de maîtresse !')","('#philandre', 'Ô le sale motif à changer de maîtresse ! ')",0.0,Match
205,"('#eraste', 'En amour.')","('#eraste', 'En amour. ')",0.0,Match
206,"('#philandre', ""Cloris m'aime, et si je m'y connais, Rien ne peut égaler celui qu'elle a pour moi."")","('#philandre', ""Ma Cloris m'aime si chèrement  Qu'un plus parfait amour ne se voit nullement. "")",0.69,Substitution
207,"('#eraste', ""Tu te détromperas si tu veux prendre garde À ce qu'à ton sujet l'une et l'autre hasarde. L'une en t'aimant s'expose au péril d'un mépris, L'autre ne t'aime point que tu n'en sois épris : L'une t'aime engagé vers une autre moins belle, L'autre se rend sensible à qui n'aime rien qu'elle : L'une au-dessus des siens te montre son ardeur, Et l'autre après leur choix quitte un peu sa froideur : L'une..."")","('#eraste', ""Tu le verras assez, si tu veux prendre garde  À ce qu'à ton sujet l'une et l'autre hasarde,  L'une en t'aimant s'expose au péril d'un mépris,  L'autre ne t'aime point que tu n'en sois épris.  L'une t'aime engagé vers une autre moins belle  L'autre se rend sensible à qui n'aime rien qu'elle :  L'une au-dessus des siens te montre son ardeur,  Et l'autre après leur choix quitte un peu sa froideur :  L'une [... ]"")",0.0,Match
208,"('#philandre', ""Adieu, des raisons de si peu d'importance Ne pourraient en un siècle ébranler ma constance. Dans deux heures d'ici tu viendras me revoir. Il dit ce vers à Cliton tout bas."")","('#philandre', ""Adieu, des raisons de si peu d'importance  N'ont rien qui soit battant, d'ébranler ma constance  Dans deux heures d'ici tu viendras me revoir.  Il dit ce dernier vers comme à l'oreille de Cliton, et tous deux rentrent chacun de leur côté. "")",0.0,Match
209,"('#cliton', 'Disposez librement de mon petit pouvoir.')","('#cliton', 'Disposez librement de mon petit pouvoir. ')",0.0,Match
210,"('#eraste', ""Il a beau déguiser, il a goûté l'amorce ; Cloris déjà sur lui n'a presque plus de force, Ainsi je suis deux fois vengé du ravisseur, Ruinant tout ensemble, et le frère, et la soeur."")","('#eraste', ""Il a beau déguiser, il a goûté l'amorce,  Cloris déjà sur lui n'a presque plus de force,  Ainsi je suis deux fois vengé du ravisseur  Ruinant tout ensemble et le frère et la soeur. "")",0.0,Match
211,"('#tircis', 'Eraste, arrête un peu.')","('#tirsis', 'Éraste, arrête un peu. ')",0.0,Match
212,"('#eraste', 'Que me veux-tu ?')","('#eraste', 'Que me veux-tu ? ')",0.0,Match
213,"('#tircis', ""Te rendre Ce sonnet que pour toi j'ai promis d'entreprendre."")","('#tirsis', ""Te rendre  Ce sonnet que pour toi j'ai promis d'entreprendre. "")",0.0,Match
