corneillet-festin-pierre,moliere-dom-juan,Score
-,"('#don-juan', ""Mais encore, quelle est ta pensée là-dessus, que t'imagines-tu de cette affaire ? "")",0.0
-,"('#sganarelle', 'Moi, je crois, sans vous faire tort, que vous avez quelque nouvel amour en tête. ')",0.0
-,"('#don-juan', 'Tu le crois ? ')",0.0
-,"('#sganarelle', 'Oui. ')",0.0
-,"('#don-juan', ""Ma foi !  Tu ne te trompes pas, et je dois t'avouer qu'un autre objet a chassé Elvire de ma pensée. "")",0.0
-,"('#sganarelle', ""Eh !  Mon_Dieu !  Je sais mon Don Juan, sur le bout du doigt, et connais votre coeur pour le plus grand coureur du monde, il se plaît à se promener de liens en liens, et n'aime guère demeurer en place. "")",0.0
-,"('#don-juan', ""Et ne trouves-tu pas, dis-moi, que j'ai raison d'en user de la sorte ? "")",0.0
-,"('#sganarelle', 'Eh, Monsieur. ')",0.0
-,"('#don-juan', 'Quoi, parle ?')",0.0
-,"('#sganarelle', 'Assurément que vous avez raison, si vous le voulez, on ne peut pas aller là contre ; mais si vous ne le vouliez pas, ce serait peut-être une autre affaire. ')",0.0
-,"('#don-juan', 'Eh bien, je te donne la liberté de parler et de me dire tes sentiments. ')",0.0
-,"('#sganarelle', ""En ce cas, Monsieur, je vous dirai franchement que je n'approuve point votre méthode, et que je trouve fort vilain d'aimer de tous côtés comme vous faites. "")",0.0
-,"('#don-juan', ""Quoi ?  Tu veux qu'on se lie à demeurer au premier objet qui nous prend, qu'on renonce au monde pour lui, et qu'on n'ait plus d'yeux pour personne ?  La belle chose de vouloir se piquer d'un faux honneur d'être fidèle, de s'ensevelir pour toujours dans une passion, et d'être mort dès sa jeunesse, à toutes les autres beautés qui nous peuvent frapper les yeux : non, non, la constance n'est bonne que pour des ridicules, toutes les belles ont droit de nous charmer, et l'avantage d'être rencontrée la première, ne doit point dérober aux autres les justes prétentions qu'elles ont toutes sur nos cours.  Pour moi, la beauté me ravit partout où je la trouve ; et je cède facilement à cette douce violence, dont elle nous entraîne ; j'ai beau être engagé, l'amour que j'ai pour une belle, n'engage point mon âme à faire injustice aux autres ; je conserve des yeux pour voir le mérite de toutes, et rends à chacune les hommages et les tributs où la nature nous oblige.  Quoi qu'il en soit, je ne puis refuser mon coeur à tout ce que je vois d'aimable, et dès qu'un beau visage me le demande, si j'en avais dix mille, je les donnerais tous.  Les inclinations naissantes après tout, ont des charmes inexplicables, et tout le plaisir de l'amour est dans le changement.  On goûte une douceur extrême à réduire par cent hommages le coeur d'une jeune beauté, à voir de jour en jour les petits progrès qu'on y fait ; à combattre par des transports, par des larmes et des soupirs, l'innocente pudeur d'une âme, qui a peine à rendre les armes, à forcer pied à pied toutes les petites résistances qu'elle nous oppose, à vaincre les scrupules dont elle se fait un honneur et la mener doucement, où nous avons envie de la faire venir.  Mais lorsqu'on en est maître une fois, il n'y a plus rien à dire, ni rien à souhaiter, tout le beau de la passion est fini, et nous nous endormons dans la tranquillité d'un tel amour, si quelque objet nouveau ne vient réveiller nos désirs, et présenter à notre coeur les charmes attrayants d'une conquête à faire.  Enfin, il n'est rien de si doux, que de triompher de la résistance d'une belle personne, et j'ai sur ce sujet l'ambition des conquérants, qui volent perpétuellement de victoire en victoire, et ne peuvent se résoudre à borner leurs souhaits.  Il n'est rien qui puisse arrêter l'impétuosité de mes désirs, je me sens un coeur à aimer toute la terre ; et comme Alexandre, je souhaiterais qu'il y eût d'autres mondes, pour y pouvoir étendre mes conquêtes amoureuses. "")",0.0
-,"('#sganarelle', 'Vertu de ma vie, comme vous débitez ; il semble que vous avez appris cela par coeur, et vous parlez tout comme un livre. ')",0.0
-,"('#don-juan', ""Qu'as-tu à dire là-dessus ? "")",0.0
-,"('#sganarelle', ""Ma foi !  J'ai à dire...  Je ne sais que dire ; car vous tournez les choses d'une manière, qu'il semble que vous avez raison, et cependant il est vrai que vous ne l'avez pas.  J'avais les plus belles pensées du monde, et vos discours m'ont brouillé tout cela ; laissez faire, une autre fois je mettrai mes raisonnements par écrit, pour disputer avec vous. "")",0.0
-,"('#don-juan', 'Tu feras bien. ')",0.0
-,"('#sganarelle', ""Mais, Monsieur, cela serait-il de la permission que vous m'avez donnée, si je vous disais que je suis tant soit peu scandalisé de la vie que vous menez ? "")",0.0
-,"('#don-juan', 'Comment, quelle vie est-ce que je mène ? ')",0.0
-,"('#sganarelle', 'Fort bonne.  Mais par exemple de vous voir tous les mois vous marier comme vous faites.')",0.0
-,"('#don-juan', 'Y a-t-il rien de plus agréable ? ')",0.0
-,"('#sganarelle', ""Il est vrai, je conçois que cela est fort agréable, et fort divertissant, et je m'en accommoderais assez moi, s'il n'y avait point de mal, mais, Monsieur, se jouer ainsi du mariage qui... "")",0.0
-,"('#don-juan', ""Va, va, c'est une affaire que je saurai bien démêler, sans que tu t'en mettes en peine. "")",0.0
-,"('#sganarelle', 'Ma foi, Monsieur, vous faites une méchante raillerie. ')",0.0
-,"('#don-juan', ""Holà, maître sot, vous savez que je vous ai dit que je n'aime pas les faiseurs de remontrances. "")",0.0
-,"('#sganarelle', ""Je ne parle pas aussi à vous, Dieu m'en garde, vous savez ce que vous faites vous, et si vous êtes libertin, vous avez des raisons ; mais il y a de certains petits impertinents dans le monde, qui le sont, sans savoir pourquoi, qui font les esprits forts, parce qu'ils croient que cela leur sied bien ; et si j'avais un maître comme cela, je lui dirais nettement le regardant en face : c'est bien à vous, petit ver de terre, petit mirmidon que vous êtes, (je parle au maître que j'ai dit), c'est bien à vous à vouloir vous mêler de tourner en raillerie, ce que tous les hommes révèrent.  Pensez-vous que pour être de qualité, pour avoir une perruque blonde et bien frisée, des plumes à votre chapeau, un habit bien doré, et des rubans couleur de feu, (ce n'est pas à vous que je parle, c'est à l'autre ;) pensez-vous, dis-je, que vous en soyez plus habile homme, que tout vous soit permis, et qu'on n'ose vous dire vos vérités ; Apprenez de moi, qui suis votre valet, que les libertins ne font jamais une bonne fin, et que... "")",0.0
-,"('#don-juan', 'Paix ! ')",0.0
-,"('#sganarelle', 'De quoi est-il question ? ')",0.0
-,"('#don-juan', ""Il est question de te dire qu'une beauté me tient au coeur, et qu'entraîné par ses appas, je l'ai suivie jusques en cette ville. "")",0.0
-,"('#sganarelle', ""Et n'y craignez-vous rien, Monsieur, de la mort de ce Commandeur que vous tuâtes il y a six mois ? "")",0.0
-,"('#don-juan', ""Et pourquoi craindre, ne l'ai-je pas bien tué ? "")",0.0
-,"('#sganarelle', 'Fort bien, le mieux du monde, et il aurait tort de se plaindre. ')",0.0
-,"('#don-juan', ""J'ai eu ma grâce de cette affaire. "")",0.0
-,"('#sganarelle', ""Oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis, et... "")",0.0
-,"('#don-juan', ""Ah !  N'allons point songer au mal qui nous peut arriver, et songeons seulement à ce qui nous peut donner du plaisir.  La personne dont je te parle, est une jeune fiancée, la plus agréable du monde, qui a été conduite ici par celui même qu'elle y vient épouser ; et le hasard me fit voir ce couple d'amants, trois ou quatre jours avant leur voyage.  Jamais je n'ai vu deux personnes être si contents l'un de l'autre, et faire éclater plus d'amour.  La tendresse visible de leurs mutuelles ardeurs me donna de l'émotion ; j'en fus frappé au coeur, et mon amour commença par la jalousie.  Oui, je ne pus souffrir d'abord de les voir si bien ensemble, le dépit alarma mes désirs, et je me figurai un plaisir extrême, à pouvoir troubler leur intelligence, et rompre cet attachement, dont la délicatesse de mon coeur se tenait offensée ; mais jusques ici tous mes efforts ont été inutiles, et j'ai recours au dernier remède.  Cet époux prétendu doit aujourd'hui régaler sa maîtresse d'une promenade sur mer, sans t'en avoir rien dit, toutes choses sont préparées pour satisfaire mon amour, et j'ai une petite barque et des gens, avec quoi fort facilement je prétends enlever la belle. "")",0.0
-,"('#sganarelle', 'Ha !  Monsieur... ')",0.0
-,"('#don-juan', 'Hen ? ')",0.0
-,"('#sganarelle', ""C'est fort bien à vous, et vous le prenez comme il faut, il n'est rien tel en ce monde que de se contenter. "")",0.0
-,"('#don-juan', ""Prépare-toi donc à venir avec moi, et prends soin toi-même d'apporter toutes mes armes, afin que...  Ah !  Rencontre fâcheuse, traître, tu ne m'avais pas dit qu'elle était ici elle-même.  Il aperçoit Dona Elvire."")",0.0
-,"('#sganarelle', ""Monsieur, vous ne me l'avez pas demandé. "")",0.0
-,"('#don-juan', ""Est-elle folle, de n'avoir pas changé d'habit, et de venir en ce lieu-ci avec son équipage de campagne ? "")",0.0
-,"('#dona-elvire', 'Me ferez-vous la grâce, Don Juan, de vouloir bien me reconnaître, et puis-je au moins espérer que vous daigniez tourner le visage de ce côté ? ')",0.0
-,"('#don-juan', 'Madame, je vous avoue que je suis surpris, et que je ne vous attendais pas ici. ')",0.0
-,"('#dona-elvire', ""Oui, je vois bien que vous ne m'y attendiez pas ; et vous êtes surpris, à la vérité, mais tout autrement que je ne l'espérais, et la manière dont vous le paraissez me persuade pleinement ce que je refusais de croire.  J'admire ma simplicité, et la faiblesse de mon coeur, à douter d'une trahison, que tant d'apparences me confirmaient.  J'ai été assez bonne, je le confesse, ou plutôt assez sotte pour me vouloir tromper moi-même, et travailler à démentir mes yeux et mon jugement.  J'ai cherché des raisons pour excuser à ma tendresse le relâchement d'amitié qu'elle voyait en vous ; et je me suis forgé exprès cent sujets légitimes d'un départ si précipité, pour vous justifier du crime dont ma raison vous accusait.  Mes justes soupçons chaque jour avaient beau me parler, j'en rejetais la voix qui vous rendait criminel à mes yeux, et j'écoutais avec plaisir mille chimères ridicules qui vous peignaient innocent à mon coeur ; mais enfin cet abord ne me permet plus de douter, et le coup d'oeil qui m'a reçue m'apprend bien plus de choses, que je ne voudrais en savoir.  Je serai bien aise pourtant d'ouïr de votre bouche les raisons de votre départ.  Parlez, Don Juan, je vous prie, et voyons de quel air vous saurez vous justifier ! "")",0.0
-,"('#don-juan', 'Madame, voilà Sganarelle, qui sait pourquoi je suis parti. ')",0.0
-,"('#sganarelle', ""Moi, Monsieur, je n'en sais rien, s'il vous plaît. "")",0.0
-,"('#dona-elvire', ""Hé bien, Sganarelle, parlez, il n'importe de quelle bouche j'entende ses raisons. "")",0.0
-,"('#don-juan', 'Allons, parle donc à Madame. ')",0.0
-,"('#sganarelle', 'Que voulez-vous que je dise ? ')",0.0
-,"('#dona-elvire', ""Approchez, puisqu'on le veut ainsi, et me dites un peu les causes d'un départ si prompt. "")",0.0
-,"('#don-juan', 'Tu ne répondras pas ? ')",0.0
-,"('#sganarelle', ""Je n'ai rien à répondre, vous vous moquez de votre serviteur. "")",0.0
-,"('#don-juan', 'Veux-tu répondre, te dis-je ? ')",0.0
-,"('#sganarelle', 'Madame... ')",0.0
-,"('#dona-elvire', 'Quoi ? ')",0.0
-,"('#sganarelle', 'Monsieur... ')",0.0
-,"('#don-juan', 'Si... ')",0.0
-,"('#sganarelle', 'Madame, les conquérants, Alexandre et les autres mondes sont causes de notre départ ; voilà, Monsieur, tout ce que je puis dire. ')",0.0
-,"('#dona-elvire', 'Vous plaît-il, Don juan, nous éclaircir ces beaux mystères ? ')",0.0
-,"('#don-juan', 'Madame, à vous dire la vérité.')",0.0
-,"('#dona-elvire', ""Ah, que vous savez mal vous défendre pour un homme de Cour, et qui doit être accoutumé à ces sortes de choses !  J'ai pitié de vous voir la confusion que vous avez.  Que ne vous armez-vous le front d'une noble effronterie ?  Que ne me jurez-vous que vous êtes toujours dans les mêmes sentiments pour moi, que vous m'aimez toujours avec une ardeur sans égale, et que rien n'est capable de vous détacher de moi que la mort !  Que ne me dites-vous que des affaires de la dernière conséquence vous ont obligé à partir sans m'en donner avis, qu'il faut que malgré vous vous demeuriez ici quelque temps, et que je n'ai qu'à m'en retourner d'où je viens, assurée que vous suivrez mes pas le plus tôt qu'il vous sera possible : qu'il est certain que vous brûlez de me rejoindre, et qu'éloigné de moi, vous souffrez ce que souffre un corps qui est séparé de son âme ?  Voilà comme il faut vous défendre, et non pas être interdit comme vous êtes. "")",0.0
-,"('#don-juan', ""Je vous avoue, Madame, que je n'ai point le talent de dissimuler, et que je porte un coeur sincère.  Je ne vous dirai point que je suis toujours dans les mêmes sentiments pour vous, et que je brûle de vous rejoindre, puisque enfin il est assuré que je ne suis parti que pour vous fuir ; non point par les raisons que vous pouvez vous figurer, mais par un pur motif de conscience, et pour ne croire pas qu'avec vous davantage je puisse vivre sans péché.  Il m'est venu des scrupules, Madame, et j'ai ouvert les yeux de l'âme sur ce que je faisais.  J'ai fait réflexion que, pour vous épouser, je vous ai dérobée à la clôture d'un couvent, que vous avez rompu des voeux, qui vous engageaient autre part, et que le Ciel est fort jaloux de ces sortes de choses.  Le repentir m'a pris, et j'ai craint le courroux céleste.  J'ai cru que notre mariage n'était qu'un adultère déguisé, qu'il nous attirerait quelque disgrâce d'en haut, et qu'enfin je devais tâcher de vous oublier, et vous donner moyen de retourner à vos premières chaînes.  Voudriez-vous, Madame, vous opposer à une si sainte pensée, et que j'allasse, en vous retenant, me mettre le Ciel sur les bras, que par... "")",0.0
-,"('#dona-elvire', ""Ah !  Scélérat, c'est maintenant que je te connais tout entier, et pour mon malheur, je te connais lorsqu'il n'en est plus temps, et qu'une telle connaissance ne peut plus me servir qu'à me désespérer ; mais sache que ton crime ne demeurera pas impuni, et que le même Ciel dont tu te joues, me saura venger de ta perfidie. "")",0.0
-,"('#don-juan', 'Madame.')",0.0
-,"('#dona-elvire', ""Il suffit.  Je n'en veux pas ouïr davantage, et je m'accuse même d'en avoir trop entendu.  C'est une lâcheté que de se faire expliquer trop sa honte, et sur de tels sujets, un noble coeur, au premier mot, doit prendre son parti.  N'attends pas que j'éclate ici en reproches et en injures, non, non, je n'ai point un courroux à exhaler en paroles vaines, et toute sa chaleur se réserve pour sa vengeance.  Je te le dis encore, le Ciel te punira, perfide, de l'outrage que tu me fais ; et si le Ciel n'a rien que tu puisses appréhender, appréhende du moins la colère d'une femme offensée. "")",0.0
-,"('#sganarelle', 'Si le remords le pouvait prendre ! ')",0.0
-,"('#don-juan', ""Allons songer à l'exécution de notre entreprise amoureuse. "")",0.0
-,"('#sganarelle', 'Ah, quel abominable maître me vois-je obligé de servir ! ')",0.0
-,"('#charlotte', ""Nostre-dinse, Piarrot, tu t'es trouvé là bien à point. "")",0.0
"('#pierrot', ""Vois-tu ? Il ne s'en fallait pas l'épaisseur d'un fétu. Tous deux de se nayer eussiont fait la sottise."")","('#pierrot', ""Parquienne, il ne s'en est pas fallu l'époisseur d'une éplinque qu'ils ne se sayant nayés tous deux. "")",0.5552660226821899
"('#charlotte', ""C'est donc l'vent d'a matin..."")","('#charlotte', ""C'est donc le coup de vent da matin qui les avait renvarsés dans la mar ? "")",0.5138118863105774
"('#pierrot', 'Aga quien, sans feintise, Je te vas tout fin drait conter par le menu, Comme en n\'y pensant pas le hasard est venu. Il aviont bien besoin d\'un oeil comme le nôtre, Qui les vît de tout loin, car c\'est moi, com\'i dit l\'autre, Qui les ai le premier avisés. Tanquia don, Su le bord de la Mar bian leu prend que j\'équion, Où de tarre Gros-Jean me jetait une motte, Tout en batifolant, car com\'tu sais, Charlotte, Pour v\'nir batifoler Gros-Jean ne charche qu\'où, Et moi par-fouas aussi je batifole itou. En batifolant donc, j\'ai fait l\'apercevance D\'un grouillement sugliau, sans voir la différence De s\'qui pouvait grouiller ; ça grouillait à tous coups, Et grouillant, par secousse allait comme envars nous. J\'étas embarrassé ; s\'n\'était point stratagème, Et tout com\' je te vois, je voyas ça de même, Aussi fixiblement, et pis tout d\'un coup, quien, Je voyas qu\'après ça je ne voyas pu rien. ""Eh, Gros-Jean, ç\'ai-je fait, stan pendant que je somme À niaiser parmi nous, je pens\'que vla des z\'Homme, Qui nagiant tout là-bas. Bon, s\'m\'a-t-i fait, vrament, T\'auras de queuque chat vu le trépassement ; T\'as la vu\' trouble. Oh bian, ç\'ai-je fait, t\'as biau dire, Je n\'ai point la vu\' trouble, et s\'n\'est point jeu pou rire, C\'est là des z\'hommes. Point, s\'m\'a-t-i fait s\'n\'en est pas, Piarrot, t\'as la barlue. Oh ! j\'ai s\'que tu voudras, Ç\'ai-je fait, mais gageons que j\'n\'ai point la barlue, Et qu\'ça qu\'en voit là-bas, ç\'ai-je fait, qui remue, C\'est des Hommes, vois-tu, qui nageont vars ici. Gag\' que non, s\'m\'a-t-i fait. Oh margué, gag\'que si, Dix sous. Oh, s\'m\'a-t-i fait, je le veux bian, marguenne ; Quien, mets argent su jeu, vla le mien,"" Palsanguenne Je n\'ai fait là-dessus l\'étourdi ni le fou, J\'ai bravement bouté par tarre mes dix sou, Quatre pièce tapée, et le restant en double, Jarnigué, je varrons si j\'avons la vu\' trouble. Ç\'ai-je fait, les boutant... plus hardiment enfin Que si j\'eusse avalé queuque varre de vin ; Car je sis hasardeux moi ; qu\'en m\'mette en boutade, Je vas sans tant d\'raisons tout à la débandade. Je savas bian pourtant s\'que j\'faisas d\'en par là, Queuque gniais ! Enfin donc, j\'n\'ons pas putôt mis, vla, Que j\'voyons tout à plain com\' deux hommes à la nage Nous faisions signe ; et moi, sans rien dir\' davantage, De prendre les z\'enjeux. Allons, Gros-Jean, allons, Ç\'ai-je fait, vois-tu pas comme i nous appellons ? Ils s\'vont nayer. Tant mieux, s\'m\'a-t-i fait, je m\'en gausse, I m\'ant fait pardre. À donc le tirant par lé chausse, J\'l\'ai si bian sarmonné, qu\'à la parfin vars eux J\'avons dans une barque avironné tous deux. Et pis cahin-caha, j\'ons tant fait que le somme Venus tout contre, et pis j\'les avons tiré comme Il aviont quasi bu déjà pu que de jeu ; Et pis j\'les z\'ons cheu nous menés auprès du feu, Où je l\'z\'ons vus tout nus sécher leu z\'houppelande ; Et pis il en est v\'nu deux autres de leu bande, Qui s\'équiant, vois-tu bian, sauvés tout seul, et pis Mathurine est venue à voir leu biaux z\'habits ; Et pis il l\'iont conté qu\'al n\'était pas tant sotte, Qu\'al avait du malin dans l\'oeil, et pis, Charlotte, Vla tout com\'ça s\'est fait pour te l\'dire en un mot.')","('#pierrot', ""Aga, guien, Charlotte, je m'en vas te conter tout fin drait comme cela est venu ; car, comme dit l'autre, je les ai le premier avisés, avisés le premier je les ai.  Enfin donc, j'estions sur le bord de la mar, moi et le gros Lucas, et je nous amusions à batifoler avec des mottes de tarre que je nous jesquions à la teste : car, comme tu sais bian, le gros Lucas aime à batifoler, et moi par fouas je batifole itou.  En batifolant donc, pisque batifoler y a, j'ai aparçu de tout loin queuque chose qui grouilloit dans gliau, et qui venait comme envars nous par secousse.  Je voyois cela fixiblement, et pis tout d'un coup je voyois que je ne voyois plus rien.  Eh !  Lucas, ç'ai-je fait, je pense que vlà des hommes qui nageant là-bas.  Voire, ce ma til fait, t'as esté au trépassement d'un chat, t'as la vue trouble.  Palsanquienne, çai-je fait, je n'ai point la vue trouble : ce sont des hommes.  Point du tout, ce m'a-t-il fait, t'as la barlue.  Veux-tu gager, çai-je fait, que je n'ai point la barlue, cai-je fait, et que font deux hommes, çai-je fait, qui nageant droit ici, çai-je fait.  Morquenne, ce ma til fait, je gage que non, o ça, çai-je fait, veux-tu gager dix sols que si ?  Je le veux bian, ce ma til fait ; et pour te montrer, vlà argent su jeu, ce ma til fait.  Moi, je n'ai point esté ni fou, ni estourdi, j'ai bravement bouté à tarre quatre pièces tapées et cinq sols en doubles, jergniguenne aussi hardiment que si j'avais avalé un varre de vin : car je ses hasardeux, moi, et je vas à la débandade.  Je savois bian ce que je faisois pourtant, queuque gniais !  Enfin donc, je n'avons pas putost eu gagé, que j'avons vu les deux hommes tout à plain qui nous faisiant signe de les aller querir, et moi de tirer auparavant les enjeux.  Allons, Lucas, çai je dit, tu vois bian qu'ils nous appellont : allons viste à leu secours.   Non, ce ma til dit, ils mont fait pardre.  Ô donc tanquia, qu'à la parfin pour le faire court, je l'ai tant sarmonné, que je nous sommes boutés dans une barque, et pis j'avons tant fait cahin, caha, que je les avons tirés de gliau, et pis je les avons menés cheux nous auprès du feu, et pis ils se sant dépouillés tous nus pour se sécher, et pis il y en est venu encore deux de la mesme bande qui s'equiant sauvés tout seul, et pis Mathurine est arrivée là à qui l'en a fait les doux yeux, vlà justement, Charlotte, comme tout ça s'est fait. "")",0.7732442021369934
"('#charlotte', ""Et ne m'disais-tu pas qu'glien avait un, Piarrot, Qu'était bien pu mieux fait que tretous ?"")","('#charlotte', ""Ne m'as-tu pas dit, Piarrot, qu'il y en a un qu'est bien pu mieux fait que les autres ? "")",0.7390996813774109
"('#pierrot', ""C'est le Maître, Queuque bian gros Monsieu, de pu gros qui puisse être ; Car i n'a que du d'or par ila, par ici, Et ceux qui le sarvont sont de Monsieus aussi. Stan pendant, si je n'eume été là, palsanguenne Il en tenait."")","('#pierrot', ""Oui, c'est le maître, il faut que ce soit queuque gros gros Monsieur, car il a du dor à son habit tout de pis le haut jusqu'en bas ; et ceux qui le servont sont des Monsieux eux-mesmes ; et stapandant, tout gros Monsieur qu'il est, il serait par ma fique nayé si je naviomme été là. "")",0.767757773399353
"('#charlotte', ""Ardé z'un peu."")","('#charlotte', 'Ardez un peu. ')",0.8011542558670044
"('#pierrot', ""Jamais marguenne, Tout gros Monsieu qui l'est, il n'en fut revenu."")","('#pierrot', 'Ô parquenne, sans nous, il en avait pour sa maine de fèves. ')",0.16130006313323975
"('#charlotte', 'Et cheu toi, dis Piarrot, est-il encor tout nu ?')","('#charlotte', 'Est-il encore cheux toi tout nu, Piarrot ? ')",0.7796533107757568
"('#pierrot', ""Nannain, tout devant nous qui le regardions faire, I l'avons rhabillé. Monguieu, combian d'affaire ! J'n'avais vu s'habiller jamais de Courtisans, Ni leu z'Angingorniaux ; je me pardrais dedans. Pour les z'y faire entrer comme n'en lé balote ! J'étas tout éboby de voir ça. Quien, Charlotte, Quand i sont habillés, i vous z'ant tout-à-point De grands cheveux touffus, mais qui ne tenont point À leu tête, et pis vla tout d'un coup qui l'y passe, I boutont ça tout comme un bonnet de filasse. Leu Chemise qu'à voir j'étas tout étourdi, Ant dé manche où tous deux j'entrerions tout brandi. En deglieu d'haut-de-chausse, il ant sartaine histoire Qui ne leu vient que là ; j'auras bian de quoi boire, Si j'avas tout l'argent dé Lisets de dessu. Glien a tant, glien a tant, qu'en n'an serait voir pu. Il n'ant jusqu'au Colet qui n'va point en darrière, Et qui leu pend devant bâti d'une manière, Que je n'te l'sérais dire, et si j'l'ai vu de près. Il ant au bout dé bras d'autres petits-collets, Aveu des passements faits de dantale blanche, Qui veniant par le bout faisont le tour dé manche. Montrant son genou."")","('#pierrot', ""Nannain, ils l'avont rhabillé tout devant nous.  Mon quieu, je n'en avais jamais vu s'habiller, que d'histoires et d'angigorniaux boutont ces Messieus-là les courtisans, je me pardrois là dedans pour moi, et j'estois tout ébobi de voir ça.  Quien, Charlotte, ils avont des cheveux qui ne tenont point à leu teste, et ils boutont ça après tout, comme un gros bonnet de filace.  Ils ant des chemises qui ant des manches où j'entrerions tout brandis, toi et moi.  En glieu d'haut de chausse, ils portont un garde-robe aussi large que d'ici à Pasque ; en glieu de pourpoint, de petites brassières, qui ne leu venont pas usqu'au brichet ; et en glieu de rabats, un grand mouchoir de cou à réziau, aveuc quatre grosses houppes de linge qui leu pendont sur l'estomaque.  Ils avont itou d'autres petits rabats au bout des bras, et de grands entonnois de passement aux jambes, et parmi tout ça tant de rubans, tant de rubans, que c'est une vraie piquié.  Ignia pas jusqu'aux souliers qui n'en soiont farcis tout de pis un bout jusqu'à l'autre ; et ils sont faits d'eune façon que je me romprois le cou aveuc. "")",0.827192485332489
"('#charlotte', ""I faut que j'aille voir, Piarrot."")","('#charlotte', ""Par ma fi, Piarrot, il faut que j'aille voir un peu ça. "")",0.8252612948417664
"('#pierrot', ""Oh, si te plaît, J'ai queuq'chose à te dire."")","('#pierrot', ""Ô acoute un peu auparavant, Charlotte : j'ai queuque autre chose à te dire, moi. "")",0.6510928273200989
"('#charlotte', ""Et bian, dis qu'esque c'est ?"")","('#charlotte', ""Et bian !  Dis, qu'est-ce que c'est ? "")",0.9150532484054565
"('#pierrot', ""Vois-tu, Charlotte, i faut qu'aveu toi, com's'dit l'autre, Je débonde mon coeur, il irait trop du nôtre, Quand je somme pour être à nous deux tout de bon, Si je n'me plaignas pas."")","('#pierrot', ""Vois-tu, Charlotte, il faut, comme dit l'autre, que je débonde mon coeur.  Je t'aime, tu le sais bian, et je sommes pour estre mariés ensemble, mais marquenne, je ne suis point satisfait de toi. "")",0.6970920562744141
"('#charlotte', ""Quemment ? Qu'est-qu'iglia don ?"")","('#charlotte', ""Quement ?  Qu'est-ce que c'est donc qu'iglia ? "")",0.8196433782577515
"('#pierrot', ""Iglia que franchement tu me chagraignes l'âme."")","('#pierrot', ""Iglia que tu me chagraignes l'esprit, franchement. "")",0.8135792016983032
"('#charlotte', ""Et d'où vient ?"")","('#charlotte', 'Et quement donc ? ')",0.3925781548023224
"('#pierrot', ""Tastigué, tu dois être ma Femme. Et tu ne m'aimes pas."")","('#pierrot', ""Testiguienne, tu ne m'aimes point. "")",0.6636903285980225
"('#charlotte', ""Ah, ah, n'est-ce que ça."")","('#charlotte', ""Ah !  Ah !  N'est que ça ? "")",0.6943112015724182
"('#pierrot', ""Non, s'n'est qu'ça, stanpendant c'est bian assez, vien ça."")","('#pierrot', ""Oui, ce n'est que ça, et c'est bian assez. "")",0.5673017501831055
"('#charlotte', ""Mon guieu, toujou, Piarrot, tu m'dis la même chose."")","('#charlotte', 'Mon quieu, Piarrot, tu me viens toujou dire la mesme chose. ')",0.7954004406929016
"('#pierrot', ""Si j'te la dis toujou, c'est toi qu'en est la cause, Et si tu me faisais queuquefouas autrement, J'te diras autre chose."")","('#pierrot', ""Je te dis toujou la mesme chose, parce que c'est toujou la mesme chose ; et si ce n'étoit pas toujou la mesme chose ; je ne te dirois pas toujou la mesme chose. "")",0.59807288646698
"('#charlotte', ""Apprends-moi donc quement, Tu voudrais que j'te fisse."")","('#charlotte', ""Mais qu'est-ce qu'il te faut ?  Que veux-tu ? "")",0.5057098865509033
"('#pierrot', ""Oh, je veux que tu m'aime."")","('#pierrot', ""Jerniquenne !  Je veux que tu m'aimes. "")",0.8086881637573242
"('#charlotte', ""Es-que je n't'aime pas ?"")","('#charlotte', ""Est-ce que je ne t'aime pas ? "")",0.9036916494369507
"('#pierrot', ""Non, tu fais tout de même Que si j'n'avions point fait nos z'accordailles, et si J'n'ai rien à me reprocher là-dessus, Dieu marci. Das qui passe un Marcier, tout aussitôt j't'ajette Lé pu jolis lacets qui soient dans sa bannette. Pour t'aller dénicher dé Marle je ne sais z'où Tous lé jours je m'hasarde à me rompre le cou. Je fais jouer pour toi lé vielleux z'à ta fête, Et tout ça, contre un mur c'est me cougné la tête. J'n'y gagne rien. Vois-tu ? Ça n'est ni biau ni bon, De n'vouloir pas aimer les gens qui nous z'aimon."")","('#pierrot', ""Non, tu ne m'aimes pas ; et si, je fais tout ce que je pis pour ça.  Je t'achète, sans reproche, des rubans à tous les marciers qui passont ; je me romps le cou à t'aller denicher des marles, je fais jouer pour toi les vielleux quand ce vient ta feste, et tout ça, comme si je me frappois la teste contre un mur.  Vois-tu, ça n'est ni biau ni honneste de n'aimer pas les gens qui nous aimont. "")",0.6549761891365051
"('#charlotte', ""Mon guieu, je t'aime aussi, de quoi te mettre en paine ?"")","('#charlotte', ""Mais, mon gnieu, je t'aime aussi. "")",0.3822530508041382
"('#pierrot', ""Oui, tu m'aimes, mais c'est d'une belle dégaine."")","('#pierrot', ""Oui, tu m'aimes d'une belle deguaine ! "")",0.6173312067985535
"('#charlotte', ""Qu'es-donc q'tu veux qu'en fasse ?"")","('#charlotte', ""Quement veux-tu donc qu'on fasse ? "")",0.7663437128067017
